ID;Persoonskenmerken;Perioden;ZeerTevreden_1;Tevreden_2;NietTevredenNietOntevreden_3;Ontevreden_4;ZeerOntevreden_5;PvdA_6;CDA_7;VVD_8;D66_9;GROENLINKS_10;SGPChristenUnie_11;SP_12;LeefbaarNederland_13;LijstPimFortuyn_14;AnderePartij_15;NietOfBlancoStemmer_16;WeetNiet_17;HeeftGestemd_18;PvdA_19;CDA_20;VVD_21;D66_22;GROENLINKS_23;SGPChristenUnie_24;SP_25;LeefbaarNederland_26;LijstPimFortuyn_27;AnderePartij_28;BlancoStemmer_29;WeetNiet_30;ZeerGeinteresseerd_31;TamelijkGeinteresseerd_32;WeinigGeinteresseerd_33;GeenInteresse_34;IsActiefInGesprek_35;Luistert_36;LuistertNiet_37;LidPolitiekePartij_38;BezVergaderingenPolPartij15Tot30_39;BandMetPolitiekePartij_40;ZeerSterkeBand_41;TamelijkSterkeBand_42;MatigSterkeBand_43;ZwakTotZeerZwakkeBand_44;IsLidVanEenVakStudentenbond_45;BezoektVergWerkgNemersorgVakbond_46;OnbeperktMogelijkZijn_47;BeperktWorden_48;VolledigGestoptWorden_49;OnbeperktMogelijkZijn_50;BeperktWorden_51;VolledigGestoptWorden_52;OnbeperktMogelijkZijn_53;BeperktWorden_54;VolledigGestoptWorden_55;VeelMoeilijkerMaken_56;MoeilijkerMaken_57;NietMoeilijkerNietMakkelijkerMaken_58;MakkelijkerMaken_59;VeelMakkelijkerMaken_60;EigenCultuurVolledigBehouden_61;EigenCultuurGrotendeelsBehouden_62;CultuurNietBehoudenNietAanpassen_63;GrotendeelsAanpassenAanNLCultuur_64;VolledigAanpassenAanNLCultuur_65;HelemaalMeeEens_66;MeeEens_67;NietEensNietOneens_68;MeeOneens_69;HelemaalMeeOneens_70;HelemaalMeeEens_71;MeeEens_72;NietEensNietOneens_73;MeeOneens_74;HelemaalMeeOneens_75;GezinEtnischeMinderheid_76;NederlandsGezin_77;MagGeenVerschilMaken_78;WerknemerMetGezin_79;WerknemerZonderGezin_80;MagGeenVerschilMaken_81;EenBuitenlander_82;EenNederlander_83;MagGeenVerschilMaken_84;EenMan_85;EenVrouw_86;MagGeenVerschilMaken_87;EenJongere_88;EenOudere_89;MagGeenVerschilMaken_90;EenBlanke_91;AndereHuidskleur_92;MagGeenVerschilMaken_93;Hinderlijk_94;NietHinderlijk_95;WeetNiet_96;Hinderlijk_97;NietHinderlijk_98;WeetNiet_99;HeelErgBelangrijk_100;ErgBelangrijk_101;Belangrijk_102;IsErOnzekerOver_103;Onbelangrijk_104;HeelErgBelangrijk_105;ErgBelangrijk_106;Belangrijk_107;IsErOnzekerOver_108;Onbelangrijk_109;HeelErgBelangrijk_110;ErgBelangrijk_111;Belangrijk_112;IsErOnzekerOver_113;Onbelangrijk_114;HeelErgBelangrijk_115;ErgBelangrijk_116;Belangrijk_117;IsErOnzekerOver_118;Onbelangrijk_119;HeelErgBelangrijk_120;ErgBelangrijk_121;Belangrijk_122;IsErOnzekerOver_123;Onbelangrijk_124;HeelErgBelangrijk_125;ErgBelangrijk_126;Belangrijk_127;IsErOnzekerOver_128;Onbelangrijk_129;HeelErgBelangrijk_130;ErgBelangrijk_131;Belangrijk_132;IsErOnzekerOver_133;Onbelangrijk_134;HeelErgBelangrijk_135;ErgBelangrijk_136;Belangrijk_137;IsErOnzekerOver_138;Onbelangrijk_139;HeelErgBelangrijk_140;ErgBelangrijk_141;Belangrijk_142;IsErOnzekerOver_143;Onbelangrijk_144;HeelErgBelangrijk_145;ErgBelangrijk_146;Belangrijk_147;IsErOnzekerOver_148;Onbelangrijk_149;HeelErgBelangrijk_150;ErgBelangrijk_151;Belangrijk_152;IsErOnzekerOver_153;Onbelangrijk_154;HeelErgBelangrijk_155;ErgBelangrijk_156;Belangrijk_157;IsErOnzekerOver_158;Onbelangrijk_159;HeelErgBelangrijk_160;ErgBelangrijk_161;Belangrijk_162;IsErOnzekerOver_163;Onbelangrijk_164;HeelErgBelangrijk_165;ErgBelangrijk_166;Belangrijk_167;IsErOnzekerOver_168;Onbelangrijk_169;HelemaalGrotendeelsMeeEens_170;NietMeeEensNietMeeOneens_171;HelemaalNietMeeEens_172;HelemaalGrotendeelsMeeEens_173;NietMeeEensNietMeeOneens_174;HelemaalNietMeeEens_175;HelemaalGrotendeelsMeeEens_176;NietMeeEensNietMeeOneens_177;HelemaalNietMeeEens_178;HelemaalGrotendeelsMeeEens_179;NietMeeEensNietMeeOneens_180;HelemaalNietMeeEens_181;HelemaalGrotendeelsMeeEens_182;NietMeeEensNietMeeOneens_183;HelemaalNietMeeEens_184;HelemaalGrotendeelsMeeEens_185;NietMeeEensNietMeeOneens_186;HelemaalNietMeeEens_187;OverspelIsBreekpuntInRelatie_188;OverspelIsFoutMaarRelatieNietStuk_189;OverspelMoetMogelijkZijn_190;GeenMeningWeetNietWeigert_191
129;0 tot 15 jarigen;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130;0 tot 15 jarigen;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
131;0 tot 15 jarigen;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
132;0 tot 15 jarigen;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51.0;11.0;2.0;37.0
133;0 tot 15 jarigen;2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
134;0 tot 15 jarigen;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.0;10.0;3.0;38.0
135;0 tot 15 jarigen;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
136;15 tot 20 jarigen;1997;1.0;36.0;55.0;7.0;1.0;15.0;8.0;15.0;8.0;7.0;3.0;2.0;;;1.0;20.0;21.0;;;;;;;;;;;;;;3.0;25.0;38.0;35.0;23.0;45.0;33.0;0.0;0.0;30.0;9.0;45.0;39.0;7.0;2.0;2.0;8.0;74.0;18.0;20.0;67.0;13.0;11.0;68.0;22.0;20.0;27.0;35.0;15.0;4.0;4.0;10.0;26.0;36.0;24.0;3.0;12.0;27.0;33.0;25.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;69.0;15.0;3.0;13.0
137;15 tot 20 jarigen;1998;1.0;45.0;48.0;5.0;1.0;21.0;8.0;16.0;7.0;10.0;4.0;3.0;;;2.0;16.0;12.0;73.0;19.0;13.0;25.0;13.0;16.0;6.0;4.0;;;1.0;1.0;1.0;4.0;27.0;36.0;33.0;25.0;44.0;31.0;0.0;;33.0;9.0;56.0;30.0;5.0;;;11.0;76.0;12.0;17.0;71.0;12.0;10.0;73.0;17.0;17.0;28.0;30.0;16.0;9.0;3.0;6.0;35.0;39.0;17.0;5.0;19.0;23.0;33.0;19.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
138;15 tot 20 jarigen;1999;1.0;39.0;53.0;7.0;1.0;18.0;7.0;16.0;5.0;12.0;4.0;2.0;;;1.0;19.0;15.0;;;;;;;;;;;;;;3.0;27.0;34.0;36.0;27.0;43.0;30.0;0.0;;42.0;8.0;50.0;31.0;11.0;;;7.0;75.0;18.0;22.0;70.0;8.0;16.0;68.0;16.0;19.0;27.0;34.0;15.0;5.0;5.0;12.0;29.0;36.0;18.0;2.0;17.0;27.0;35.0;20.0;11.0;56.0;21.0;7.0;5.0;0.0;24.0;76.0;2.0;36.0;62.0;7.0;0.0;93.0;0.0;2.0;98.0;17.0;13.0;70.0;0.0;4.0;96.0;21.0;70.0;9.0;12.0;82.0;7.0;4.0;12.0;29.0;6.0;49.0;26.0;23.0;30.0;8.0;13.0;40.0;21.0;15.0;7.0;16.0;42.0;26.0;26.0;1.0;4.0;39.0;29.0;30.0;1.0;1.0;24.0;26.0;48.0;1.0;2.0;37.0;30.0;31.0;1.0;0.0;16.0;38.0;41.0;4.0;2.0;5.0;15.0;36.0;27.0;16.0;10.0;28.0;42.0;12.0;8.0;8.0;17.0;35.0;26.0;15.0;13.0;31.0;44.0;8.0;5.0;54.0;29.0;15.0;0.0;1.0;44.0;35.0;20.0;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;
139;15 tot 20 jarigen;2000;1.0;45.0;49.0;5.0;0.0;17.0;8.0;14.0;3.0;11.0;5.0;2.0;;;1.0;20.0;19.0;;;;;;;;;;;;;;2.0;24.0;35.0;38.0;25.0;44.0;32.0;1.0;;27.0;12.0;51.0;27.0;9.0;;;8.0;82.0;9.0;25.0;69.0;6.0;9.0;77.0;13.0;14.0;36.0;27.0;19.0;4.0;7.0;4.0;33.0;40.0;16.0;3.0;15.0;31.0;37.0;14.0;17.0;56.0;20.0;7.0;1.0;2.0;22.0;76.0;2.0;39.0;59.0;5.0;0.0;95.0;2.0;2.0;96.0;13.0;15.0;71.0;0.0;2.0;98.0;22.0;65.0;13.0;8.0;83.0;9.0;5.0;8.0;23.0;10.0;55.0;24.0;25.0;32.0;5.0;13.0;47.0;19.0;14.0;8.0;12.0;45.0;28.0;23.0;1.0;3.0;32.0;38.0;28.0;1.0;2.0;18.0;30.0;45.0;4.0;2.0;35.0;34.0;29.0;1.0;1.0;12.0;38.0;45.0;4.0;1.0;6.0;9.0;37.0;31.0;18.0;8.0;28.0;43.0;15.0;6.0;5.0;12.0;38.0;29.0;17.0;10.0;21.0;53.0;10.0;6.0;60.0;27.0;12.0;0.0;0.0;45.0;38.0;16.0;0.0;1.0;;;;;;;;;;;;;;;;;;;;;;
140;15 tot 20 jarigen;2001;1.0;46.0;45.0;7.0;1.0;19.0;5.0;11.0;3.0;8.0;4.0;2.0;;;3.0;21.0;24.0;;;;;;;;;;;;;;3.0;25.0;36.0;36.0;28.0;44.0;27.0;0.0;1.0;28.0;9.0;43.0;43.0;5.0;3.0;2.0;8.0;77.0;15.0;21.0;72.0;7.0;12.0;75.0;13.0;22.0;36.0;21.0;17.0;3.0;2.0;7.0;30.0;40.0;20.0;3.0;19.0;27.0;32.0;19.0;17.0;57.0;15.0;8.0;3.0;1.0;19.0;79.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57.0;25.0;18.0;37.0;27.0;35.0;61.0;21.0;17.0;38.0;31.0;30.0;70.0;14.0;15.0;15.0;21.0;63.0;75.0;13.0;2.0;9.0
141;15 tot 20 jarigen;2002;0.0;28.0;53.0;16.0;3.0;12.0;16.0;11.0;4.0;8.0;4.0;6.0;3.0;6.0;1.0;10.0;19.0;;;;;;;;;;;;;;7.0;33.0;35.0;26.0;35.0;44.0;21.0;1.0;;35.0;14.0;54.0;28.0;4.0;;;8.0;74.0;18.0;25.0;70.0;5.0;15.0;71.0;14.0;13.0;30.0;39.0;13.0;5.0;4.0;8.0;26.0;45.0;17.0;5.0;18.0;36.0;28.0;13.0;14.0;62.0;9.0;12.0;3.0;1.0;18.0;81.0;;;;;;;;;;;;;;;;;;;;;;3.0;9.0;21.0;15.0;53.0;26.0;31.0;23.0;6.0;14.0;42.0;15.0;14.0;10.0;18.0;35.0;35.0;23.0;1.0;7.0;35.0;39.0;24.0;2.0;0.0;23.0;33.0;43.0;1.0;0.0;36.0;38.0;26.0;1.0;0.0;12.0;34.0;46.0;3.0;4.0;3.0;14.0;39.0;27.0;18.0;12.0;19.0;46.0;15.0;7.0;3.0;21.0;34.0;24.0;18.0;12.0;29.0;38.0;15.0;6.0;61.0;28.0;10.0;1.0;0.0;48.0;34.0;17.0;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;
142;15 tot 20 jarigen;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;2.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57.0;25.0;18.0;36.0;26.0;37.0;61.0;21.0;17.0;36.0;33.0;29.0;69.0;14.0;15.0;13.0;22.0;63.0;74.0;14.0;3.0;9.0
143;15 tot 20 jarigen;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
144;20 tot 25 jarigen;1997;1.0;34.0;55.0;9.0;1.0;16.0;10.0;18.0;11.0;6.0;4.0;1.0;;;1.0;18.0;15.0;;;;;;;;;;;;;;5.0;37.0;36.0;21.0;36.0;46.0;18.0;1.0;2.0;45.0;11.0;46.0;38.0;6.0;11.0;5.0;8.0;77.0;15.0;21.0;70.0;9.0;10.0;73.0;17.0;19.0;32.0;30.0;15.0;4.0;4.0;9.0;34.0;36.0;17.0;1.0;13.0;25.0;34.0;26.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70.0;21.0;1.0;8.0
145;20 tot 25 jarigen;1998;1.0;41.0;49.0;7.0;1.0;21.0;8.0;20.0;7.0;10.0;5.0;2.0;;;1.0;15.0;9.0;73.0;32.0;10.0;22.0;12.0;10.0;6.0;4.0;;;3.0;1.0;0.0;7.0;38.0;33.0;21.0;39.0;42.0;19.0;1.0;;50.0;15.0;44.0;37.0;4.0;;;6.0;82.0;12.0;21.0;73.0;5.0;11.0;80.0;9.0;15.0;33.0;33.0;13.0;6.0;3.0;10.0;34.0;37.0;17.0;1.0;15.0;29.0;37.0;19.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
146;20 tot 25 jarigen;1999;1.0;33.0;56.0;10.0;1.0;20.0;9.0;18.0;5.0;12.0;5.0;3.0;;;1.0;17.0;10.0;;;;;;;;;;;;;;6.0;37.0;34.0;23.0;39.0;42.0;19.0;1.0;;48.0;13.0;49.0;33.0;5.0;;;10.0;76.0;14.0;24.0;68.0;7.0;16.0;71.0;13.0;14.0;30.0;35.0;17.0;5.0;4.0;8.0;37.0;35.0;16.0;2.0;18.0;30.0;33.0;17.0;15.0;52.0;20.0;9.0;5.0;0.0;18.0;82.0;3.0;34.0;64.0;4.0;1.0;95.0;1.0;1.0;98.0;18.0;7.0;75.0;0.0;1.0;99.0;14.0;77.0;9.0;7.0;89.0;4.0;5.0;8.0;25.0;7.0;55.0;29.0;27.0;24.0;3.0;17.0;45.0;18.0;13.0;8.0;16.0;44.0;28.0;20.0;3.0;5.0;35.0;33.0;30.0;2.0;1.0;23.0;28.0;45.0;3.0;1.0;31.0;36.0;29.0;1.0;2.0;16.0;34.0;48.0;2.0;1.0;5.0;13.0;43.0;22.0;18.0;14.0;25.0;43.0;10.0;8.0;10.0;20.0;41.0;16.0;13.0;14.0;32.0;42.0;7.0;5.0;60.0;26.0;13.0;0.0;0.0;46.0;32.0;21.0;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;
147;20 tot 25 jarigen;2000;1.0;39.0;51.0;7.0;1.0;19.0;8.0;17.0;5.0;10.0;5.0;2.0;;;1.0;18.0;15.0;;;;;;;;;;;;;;6.0;36.0;34.0;24.0;38.0;44.0;18.0;2.0;;44.0;10.0;50.0;37.0;2.0;;;10.0;77.0;13.0;28.0;68.0;4.0;16.0;74.0;10.0;11.0;30.0;36.0;16.0;7.0;1.0;11.0;34.0;34.0;20.0;1.0;22.0;27.0;37.0;13.0;17.0;56.0;15.0;9.0;3.0;1.0;16.0;84.0;2.0;38.0;61.0;6.0;1.0;92.0;0.0;1.0;98.0;16.0;9.0;75.0;1.0;2.0;97.0;14.0;79.0;7.0;7.0;88.0;5.0;5.0;7.0;21.0;11.0;56.0;32.0;23.0;28.0;7.0;10.0;43.0;19.0;16.0;11.0;12.0;45.0;29.0;19.0;3.0;3.0;31.0;35.0;34.0;0.0;0.0;19.0;30.0;46.0;2.0;2.0;33.0;38.0;27.0;1.0;1.0;20.0;33.0;42.0;4.0;1.0;6.0;12.0;43.0;20.0;18.0;17.0;21.0;46.0;6.0;9.0;13.0;17.0;32.0;22.0;17.0;20.0;25.0;39.0;9.0;7.0;64.0;23.0;12.0;1.0;0.0;53.0;30.0;16.0;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;
148;20 tot 25 jarigen;2001;1.0;42.0;48.0;8.0;1.0;19.0;8.0;17.0;4.0;10.0;5.0;2.0;;;2.0;16.0;17.0;;;;;;;;;;;;;;7.0;37.0;34.0;22.0;41.0;45.0;14.0;1.0;2.0;41.0;10.0;58.0;26.0;5.0;10.0;5.0;6.0;78.0;15.0;25.0;69.0;6.0;12.0;76.0;12.0;17.0;34.0;31.0;14.0;4.0;3.0;8.0;35.0;38.0;15.0;2.0;20.0;26.0;36.0;16.0;15.0;59.0;16.0;8.0;2.0;1.0;16.0;83.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;62.0;22.0;15.0;41.0;26.0;32.0;70.0;15.0;15.0;38.0;31.0;30.0;73.0;12.0;14.0;13.0;25.0;61.0;77.0;16.0;1.0;6.0
149;20 tot 25 jarigen;2002;0.0;24.0;52.0;18.0;5.0;11.0;17.0;14.0;5.0;7.0;5.0;5.0;2.0;5.0;1.0;12.0;16.0;83.0;8.0;20.0;19.0;9.0;10.0;5.0;6.0;0.0;21.0;0.0;0.0;2.0;11.0;45.0;28.0;16.0;52.0;37.0;11.0;1.0;;42.0;13.0;53.0;31.0;3.0;;;7.0;78.0;15.0;31.0;62.0;7.0;20.0;65.0;15.0;16.0;34.0;29.0;15.0;6.0;3.0;7.0;29.0;37.0;24.0;3.0;15.0;27.0;39.0;16.0;17.0;54.0;16.0;10.0;2.0;1.0;17.0;82.0;;;;;;;;;;;;;;;;;;;;;;7.0;10.0;22.0;8.0;53.0;34.0;26.0;27.0;3.0;10.0;52.0;20.0;12.0;6.0;11.0;49.0;27.0;19.0;1.0;4.0;33.0;34.0;31.0;1.0;1.0;21.0;32.0;41.0;3.0;3.0;35.0;34.0;29.0;1.0;2.0;17.0;30.0;47.0;4.0;2.0;5.0;8.0;50.0;23.0;15.0;12.0;22.0;51.0;10.0;4.0;10.0;11.0;46.0;23.0;10.0;13.0;27.0;44.0;10.0;6.0;58.0;30.0;11.0;0.0;1.0;46.0;34.0;19.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;
150;20 tot 25 jarigen;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;;;;;;10.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66.0;21.0;12.0;35.0;27.0;37.0;73.0;13.0;13.0;35.0;33.0;30.0;72.0;12.0;15.0;13.0;22.0;64.0;80.0;16.0;1.0;4.0
151;20 tot 25 jarigen;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
152;25 tot 35 jarigen;1997;1.0;36.0;51.0;11.0;2.0;15.0;11.0;21.0;11.0;5.0;4.0;2.0;;;2.0;16.0;14.0;;;;;;;;;;;;;;7.0;40.0;34.0;18.0;40.0;44.0;16.0;2.0;2.0;52.0;11.0;46.0;39.0;5.0;19.0;9.0;9.0;75.0;16.0;24.0;66.0;11.0;10.0;70.0;20.0;20.0;29.0;35.0;12.0;5.0;4.0;8.0;33.0;35.0;19.0;4.0;17.0;26.0;32.0;21.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;62.0;28.0;2.0;9.0
153;25 tot 35 jarigen;1998;1.0;43.0;45.0;9.0;2.0;22.0;10.0;23.0;8.0;7.0;4.0;2.0;;;1.0;14.0;8.0;76.0;28.0;12.0;28.0;10.0;9.0;7.0;3.0;;;2.0;0.0;0.0;9.0;41.0;32.0;18.0;42.0;41.0;17.0;2.0;;52.0;13.0;50.0;33.0;4.0;;;11.0;75.0;13.0;27.0;65.0;8.0;12.0;70.0;17.0;18.0;30.0;31.0;15.0;6.0;4.0;11.0;35.0;34.0;16.0;2.0;19.0;26.0;33.0;21.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
154;25 tot 35 jarigen;1999;1.0;33.0;51.0;13.0;2.0;19.0;10.0;22.0;5.0;9.0;3.0;3.0;;;1.0;17.0;11.0;;;;;;;;;;;;;;8.0;39.0;33.0;20.0;43.0;41.0;15.0;2.0;;53.0;12.0;46.0;36.0;5.0;;;10.0;76.0;14.0;31.0;60.0;9.0;15.0;70.0;14.0;19.0;28.0;31.0;14.0;7.0;3.0;9.0;36.0;33.0;18.0;3.0;24.0;24.0;31.0;17.0;18.0;55.0;15.0;9.0;4.0;1.0;16.0;84.0;2.0;30.0;68.0;4.0;2.0;94.0;1.0;2.0;97.0;20.0;9.0;70.0;1.0;1.0;98.0;11.0;83.0;7.0;5.0;90.0;4.0;13.0;12.0;27.0;6.0;42.0;37.0;30.0;22.0;3.0;9.0;54.0;21.0;10.0;5.0;9.0;49.0;27.0;18.0;2.0;4.0;23.0;33.0;40.0;2.0;2.0;19.0;26.0;51.0;1.0;2.0;21.0;33.0;39.0;3.0;3.0;15.0;32.0;48.0;3.0;3.0;5.0;13.0;43.0;19.0;20.0;12.0;25.0;46.0;11.0;7.0;9.0;16.0;38.0;19.0;17.0;13.0;24.0;47.0;9.0;7.0;56.0;29.0;14.0;0.0;0.0;42.0;36.0;22.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;
155;25 tot 35 jarigen;2000;1.0;39.0;49.0;10.0;1.0;19.0;10.0;21.0;5.0;9.0;3.0;2.0;;;1.0;17.0;14.0;;;;;;;;;;;;;;9.0;40.0;31.0;20.0;42.0;42.0;16.0;2.0;;52.0;12.0;46.0;37.0;4.0;;;10.0;76.0;14.0;32.0;63.0;6.0;15.0;71.0;14.0;17.0;30.0;33.0;14.0;6.0;3.0;8.0;34.0;33.0;21.0;3.0;20.0;25.0;35.0;17.0;16.0;61.0;12.0;8.0;2.0;1.0;13.0;86.0;1.0;29.0;70.0;4.0;1.0;95.0;1.0;2.0;97.0;16.0;9.0;75.0;1.0;2.0;97.0;11.0;83.0;7.0;4.0;91.0;5.0;10.0;11.0;30.0;7.0;42.0;39.0;28.0;22.0;3.0;8.0;55.0;18.0;11.0;6.0;9.0;50.0;27.0;17.0;2.0;5.0;23.0;31.0;41.0;2.0;3.0;20.0;29.0;48.0;2.0;2.0;23.0;33.0;38.0;2.0;4.0;14.0;32.0;50.0;3.0;2.0;5.0;13.0;44.0;17.0;21.0;13.0;25.0;44.0;10.0;8.0;10.0;17.0;39.0;19.0;15.0;11.0;24.0;49.0;9.0;7.0;59.0;29.0;11.0;0.0;0.0;46.0;34.0;19.0;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;
156;25 tot 35 jarigen;2001;1.0;37.0;49.0;11.0;2.0;18.0;9.0;20.0;4.0;7.0;3.0;2.0;;;2.0;17.0;16.0;;;;;;;;;;;;;;8.0;42.0;32.0;18.0;47.0;40.0;13.0;2.0;2.0;49.0;11.0;47.0;37.0;5.0;19.0;9.0;8.0;80.0;12.0;28.0;67.0;5.0;13.0;75.0;12.0;17.0;29.0;35.0;14.0;5.0;2.0;8.0;34.0;40.0;16.0;3.0;19.0;28.0;33.0;18.0;15.0;57.0;15.0;8.0;4.0;1.0;13.0;87.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;65.0;18.0;16.0;43.0;26.0;29.0;74.0;13.0;12.0;35.0;33.0;32.0;74.0;10.0;15.0;14.0;22.0;62.0;70.0;23.0;1.0;6.0
