ID;ExpenditureCategories;Periods;HICP_1;HICPCT_2;MonthOnMonthChangeHICP_3;MonthOnMonthChangeHICPCT_4;YearOnYearChangeHICP_5;YearOnYearChangeHICPCT_6;WeightingCoefficient_7
362;000000 All items;2023 December;127.88;126.5;0.2;0.2;1.0;-0.6;100000
363;000000 All items;2023;127.81;126.68;;;4.1;3.2;100000
364;000000 All items;2024 January;128.08;126.27;0.2;-0.2;3.1;2.4;100000
365;000000 All items;2024 February;129.29;127.47;0.9;1.0;2.7;2.0;100000
366;000000 All items;2024 March;130.09;128.25;0.6;0.6;3.1;2.4;100000
367;000000 All items;2024 April;131.47;129.62;1.1;1.1;2.6;1.8;100000
368;000000 All items;2024 May;131.85;130.0;0.3;0.3;2.7;1.9;100000
369;000000 All items;2024 June;132.07;129.63;0.2;-0.3;3.4;2.2;100000
370;000000 All items;2024 July;133.73;131.08;1.3;1.1;3.5;2.5;100000
371;000000 All items;2024 August;134.22;131.55;0.4;0.4;3.3;2.3;100000
372;000000 All items;2024 September;133.01;130.36;-0.9;-0.9;3.3;2.3;100000
373;000000 All items;2024 October;133.85;131.18;0.6;0.6;3.3;2.3;100000
374;000000 All items;2024 November;132.47;129.81;-1.0;-1.0;3.8;2.8;100000
375;000000 All items;2024 December;132.93;130.27;0.3;0.4;3.9;3.0;100000
376;000000 All items;2024;131.92;129.62;;;3.2;2.3;100000
377;000000 All items;2025 January;131.94;129.27;-0.7;-0.8;3.0;2.4;100000
378;000000 All items;2025 February;133.82;131.11;1.4;1.4;3.5;2.9;100000
379;000000 All items;2025 March;134.5;131.77;0.5;0.5;3.4;2.7;100000
380;010000 Food and non-alcoholic beverages;1996 January;74.79;;;;;;16525
381;010000 Food and non-alcoholic beverages;1996 February;75.02;;0.3;;;;16525
382;010000 Food and non-alcoholic beverages;1996 March;76.36;;1.8;;;;16525
383;010000 Food and non-alcoholic beverages;1996 April;76.21;;-0.2;;;;16525
384;010000 Food and non-alcoholic beverages;1996 May;75.09;;-1.5;;;;16525
385;010000 Food and non-alcoholic beverages;1996 June;74.57;;-0.7;;;;16525
386;010000 Food and non-alcoholic beverages;1996 July;74.49;;-0.1;;;;16525
387;010000 Food and non-alcoholic beverages;1996 August;73.22;;-1.7;;;;16525
388;010000 Food and non-alcoholic beverages;1996 September;73.6;;0.5;;;;16525
389;010000 Food and non-alcoholic beverages;1996 October;73.9;;0.4;;;;16525
390;010000 Food and non-alcoholic beverages;1996 November;73.9;;0.0;;;;16525
391;010000 Food and non-alcoholic beverages;1996 December;74.49;;0.8;;;;16525
392;010000 Food and non-alcoholic beverages;1996;74.64;;;;;;16525
393;010000 Food and non-alcoholic beverages;1997 January;76.21;;2.3;;1.9;;16434
394;010000 Food and non-alcoholic beverages;1997 February;75.46;;-1.0;;0.6;;16434
395;010000 Food and non-alcoholic beverages;1997 March;74.94;;-0.7;;-1.9;;16434
396;010000 Food and non-alcoholic beverages;1997 April;75.02;;0.1;;-1.6;;16434
397;010000 Food and non-alcoholic beverages;1997 May;75.91;;1.2;;1.1;;16434
398;010000 Food and non-alcoholic beverages;1997 June;75.84;;-0.1;;1.7;;16434
399;010000 Food and non-alcoholic beverages;1997 July;75.84;;0.0;;1.8;;16434
400;010000 Food and non-alcoholic beverages;1997 August;75.69;;-0.2;;3.4;;16434
401;010000 Food and non-alcoholic beverages;1997 September;75.91;;0.3;;3.1;;16434
402;010000 Food and non-alcoholic beverages;1997 October;75.99;;0.1;;2.8;;16434
403;010000 Food and non-alcoholic beverages;1997 November;76.81;;1.1;;3.9;;16434
404;010000 Food and non-alcoholic beverages;1997 December;76.43;;-0.5;;2.6;;16434
405;010000 Food and non-alcoholic beverages;1997;75.84;;;;1.6;;16434
406;010000 Food and non-alcoholic beverages;1998 January;76.73;;0.4;;0.7;;16485
407;010000 Food and non-alcoholic beverages;1998 February;76.81;;0.1;;1.8;;16485
408;010000 Food and non-alcoholic beverages;1998 March;77.4;;0.8;;3.3;;16485
409;010000 Food and non-alcoholic beverages;1998 April;77.85;;0.6;;3.8;;16485
410;010000 Food and non-alcoholic beverages;1998 May;77.93;;0.1;;2.7;;16485
411;010000 Food and non-alcoholic beverages;1998 June;77.4;;-0.7;;2.1;;16485
412;010000 Food and non-alcoholic beverages;1998 July;77.7;;0.4;;2.5;;16485
413;010000 Food and non-alcoholic beverages;1998 August;77.11;;-0.8;;1.9;;16485
414;010000 Food and non-alcoholic beverages;1998 September;77.33;;0.3;;1.9;;16485
415;010000 Food and non-alcoholic beverages;1998 October;77.25;;-0.1;;1.7;;16485
416;010000 Food and non-alcoholic beverages;1998 November;77.85;;0.8;;1.4;;16485
417;010000 Food and non-alcoholic beverages;1998 December;78.45;;0.8;;2.6;;16485
418;010000 Food and non-alcoholic beverages;1998;77.48;;;;2.2;;16485
419;010000 Food and non-alcoholic beverages;1999 January;78.9;;0.6;;2.8;;16678
420;010000 Food and non-alcoholic beverages;1999 February;79.2;;0.4;;3.1;;16678
421;010000 Food and non-alcoholic beverages;1999 March;79.57;;0.5;;2.8;;16678
422;010000 Food and non-alcoholic beverages;1999 April;79.2;;-0.5;;1.7;;16678
423;010000 Food and non-alcoholic beverages;1999 May;79.2;;0.0;;1.6;;16678
424;010000 Food and non-alcoholic beverages;1999 June;78.6;;-0.8;;1.6;;16678
425;010000 Food and non-alcoholic beverages;1999 July;77.63;;-1.2;;-0.1;;16678
426;010000 Food and non-alcoholic beverages;1999 August;77.78;;0.2;;0.9;;16678
427;010000 Food and non-alcoholic beverages;1999 September;77.7;;-0.1;;0.5;;16678
428;010000 Food and non-alcoholic beverages;1999 October;77.7;;0.0;;0.6;;16678
429;010000 Food and non-alcoholic beverages;1999 November;78.15;;0.6;;0.4;;16678
430;010000 Food and non-alcoholic beverages;1999 December;78.22;;0.1;;-0.3;;16678
431;010000 Food and non-alcoholic beverages;1999;78.49;;;;1.3;;16678
432;010000 Food and non-alcoholic beverages;2000 January;78.52;;0.4;;-0.5;;15760
433;010000 Food and non-alcoholic beverages;2000 February;77.93;;-0.8;;-1.6;;15760
434;010000 Food and non-alcoholic beverages;2000 March;78.22;;0.4;;-1.7;;15760
435;010000 Food and non-alcoholic beverages;2000 April;78.75;;0.7;;-0.6;;15760
436;010000 Food and non-alcoholic beverages;2000 May;79.12;;0.5;;-0.1;;15760
437;010000 Food and non-alcoholic beverages;2000 June;79.05;;-0.1;;0.6;;15760
438;010000 Food and non-alcoholic beverages;2000 July;78.75;;-0.4;;1.4;;15760
439;010000 Food and non-alcoholic beverages;2000 August;79.2;;0.6;;1.8;;15760
440;010000 Food and non-alcoholic beverages;2000 September;79.2;;0.0;;1.9;;15760
441;010000 Food and non-alcoholic beverages;2000 October;79.79;;0.7;;2.7;;15760
442;010000 Food and non-alcoholic beverages;2000 November;80.31;;0.7;;2.8;;15760
443;010000 Food and non-alcoholic beverages;2000 December;80.54;;0.3;;3.0;;15760
444;010000 Food and non-alcoholic beverages;2000;79.12;;;;0.8;;15760
445;010000 Food and non-alcoholic beverages;2001 January;81.52;;1.2;;3.8;;15316
446;010000 Food and non-alcoholic beverages;2001 February;81.96;;0.5;;5.2;;15316
447;010000 Food and non-alcoholic beverages;2001 March;83.66;;2.1;;7.0;;15316
448;010000 Food and non-alcoholic beverages;2001 April;85.08;;1.7;;8.0;;15316
449;010000 Food and non-alcoholic beverages;2001 May;85.76;;0.8;;8.4;;15316
450;010000 Food and non-alcoholic beverages;2001 June;85.26;;-0.6;;7.9;;15316
451;010000 Food and non-alcoholic beverages;2001 July;85.13;;-0.2;;8.1;;15316
452;010000 Food and non-alcoholic beverages;2001 August;85.13;;0.0;;7.5;;15316
453;010000 Food and non-alcoholic beverages;2001 September;85.7;;0.7;;8.2;;15316
454;010000 Food and non-alcoholic beverages;2001 October;85.99;;0.3;;7.8;;15316
455;010000 Food and non-alcoholic beverages;2001 November;85.43;;-0.7;;6.4;;15316
456;010000 Food and non-alcoholic beverages;2001 December;85.85;;0.5;;6.6;;15316
457;010000 Food and non-alcoholic beverages;2001;84.71;;;;7.1;;15316
458;010000 Food and non-alcoholic beverages;2002 January;87.96;87.83;2.5;;7.9;;15523
459;010000 Food and non-alcoholic beverages;2002 February;87.88;87.75;-0.1;-0.1;7.2;;15523
460;010000 Food and non-alcoholic beverages;2002 March;88.24;88.11;0.4;0.4;5.5;;15523
461;010000 Food and non-alcoholic beverages;2002 April;88.08;88.16;-0.2;0.1;3.5;;15523
462;010000 Food and non-alcoholic beverages;2002 May;88.19;88.27;0.1;0.1;2.8;;15523
463;010000 Food and non-alcoholic beverages;2002 June;87.54;87.62;-0.7;-0.7;2.7;;15523
464;010000 Food and non-alcoholic beverages;2002 July;87.86;87.95;0.4;0.4;3.2;;15523
465;010000 Food and non-alcoholic beverages;2002 August;87.25;87.34;-0.7;-0.7;2.5;;15523
466;010000 Food and non-alcoholic beverages;2002 September;88.37;88.45;1.3;1.3;3.1;;15523
467;010000 Food and non-alcoholic beverages;2002 October;87.09;87.17;-1.4;-1.4;1.3;;15523
468;010000 Food and non-alcoholic beverages;2002 November;86.37;86.46;-0.8;-0.8;1.1;;15523
469;010000 Food and non-alcoholic beverages;2002 December;86.96;87.05;0.7;0.7;1.3;;15523
470;010000 Food and non-alcoholic beverages;2002;87.65;87.68;;;3.5;;15523
471;010000 Food and non-alcoholic beverages;2003 January;87.45;87.54;0.6;0.6;-0.6;-0.3;12852
472;010000 Food and non-alcoholic beverages;2003 February;87.87;87.95;0.5;0.5;0.0;0.2;12852
473;010000 Food and non-alcoholic beverages;2003 March;88.71;88.79;1.0;1.0;0.5;0.8;12852
474;010000 Food and non-alcoholic beverages;2003 April;89.2;89.29;0.6;0.6;1.3;1.3;12852
475;010000 Food and non-alcoholic beverages;2003 May;89.07;89.15;-0.1;-0.2;1.0;1.0;12852
476;010000 Food and non-alcoholic beverages;2003 June;89.34;89.42;0.3;0.3;2.1;2.1;12852
477;010000 Food and non-alcoholic beverages;2003 July;89.12;89.21;-0.2;-0.2;1.4;1.4;12852
478;010000 Food and non-alcoholic beverages;2003 August;89.49;89.57;0.4;0.4;2.6;2.6;12852
479;010000 Food and non-alcoholic beverages;2003 September;90.15;90.23;0.7;0.7;2.0;2.0;12852
480;010000 Food and non-alcoholic beverages;2003 October;88.96;89.05;-1.3;-1.3;2.1;2.2;12852
481;010000 Food and non-alcoholic beverages;2003 November;87.73;87.81;-1.4;-1.4;1.6;1.6;12852
482;010000 Food and non-alcoholic beverages;2003 December;86.8;86.89;-1.1;-1.0;-0.2;-0.2;12852
483;010000 Food and non-alcoholic beverages;2003;88.66;88.74;;;1.2;1.2;12852
484;010000 Food and non-alcoholic beverages;2004 January;87.06;87.15;0.3;0.3;-0.4;-0.4;12629
485;010000 Food and non-alcoholic beverages;2004 February;86.82;86.91;-0.3;-0.3;-1.2;-1.2;12629
486;010000 Food and non-alcoholic beverages;2004 March;86.42;86.51;-0.5;-0.5;-2.6;-2.6;12629
487;010000 Food and non-alcoholic beverages;2004 April;86.21;86.31;-0.2;-0.2;-3.4;-3.3;12629
488;010000 Food and non-alcoholic beverages;2004 May;86.21;86.3;0.0;0.0;-3.2;-3.2;12629
489;010000 Food and non-alcoholic beverages;2004 June;86.01;86.1;-0.2;-0.2;-3.7;-3.7;12629
490;010000 Food and non-alcoholic beverages;2004 July;85.61;85.74;-0.5;-0.4;-3.9;-3.9;12629
491;010000 Food and non-alcoholic beverages;2004 August;84.88;84.97;-0.9;-0.9;-5.2;-5.1;12629
492;010000 Food and non-alcoholic beverages;2004 September;84.95;85.04;0.1;0.1;-5.8;-5.8;12629
493;010000 Food and non-alcoholic beverages;2004 October;84.46;84.55;-0.6;-0.6;-5.1;-5.1;12629
494;010000 Food and non-alcoholic beverages;2004 November;83.76;83.86;-0.8;-0.8;-4.5;-4.5;12629
495;010000 Food and non-alcoholic beverages;2004 December;84.17;84.26;0.5;0.5;-3.0;-3.0;12629
496;010000 Food and non-alcoholic beverages;2004;85.55;85.64;;;-3.5;-3.5;12629
497;010000 Food and non-alcoholic beverages;2005 January;84.15;84.24;0.0;0.0;-3.3;-3.3;12092
498;010000 Food and non-alcoholic beverages;2005 February;84.9;84.99;0.9;0.9;-2.2;-2.2;12092
499;010000 Food and non-alcoholic beverages;2005 March;85.38;85.47;0.6;0.6;-1.2;-1.2;12092
500;010000 Food and non-alcoholic beverages;2005 April;84.41;84.51;-1.1;-1.1;-2.1;-2.1;12092
501;010000 Food and non-alcoholic beverages;2005 May;84.89;84.98;0.6;0.6;-1.5;-1.5;12092
502;010000 Food and non-alcoholic beverages;2005 June;84.81;84.9;-0.1;-0.1;-1.4;-1.4;12092
503;010000 Food and non-alcoholic beverages;2005 July;84.29;84.39;-0.6;-0.6;-1.5;-1.6;12092
504;010000 Food and non-alcoholic beverages;2005 August;84.67;84.76;0.5;0.4;-0.2;-0.2;12092
505;010000 Food and non-alcoholic beverages;2005 September;83.54;83.63;-1.3;-1.3;-1.7;-1.7;12092
506;010000 Food and non-alcoholic beverages;2005 October;83.94;84.03;0.5;0.5;-0.6;-0.6;12092
507;010000 Food and non-alcoholic beverages;2005 November;84.31;84.4;0.4;0.4;0.7;0.6;12092
508;010000 Food and non-alcoholic beverages;2005 December;84.53;84.62;0.3;0.3;0.4;0.4;12092
509;010000 Food and non-alcoholic beverages;2005;84.49;84.58;;;-1.2;-1.2;12092
510;010000 Food and non-alcoholic beverages;2006 January;85.31;85.42;0.9;0.9;1.4;1.4;12219
511;010000 Food and non-alcoholic beverages;2006 February;85.64;85.76;0.4;0.4;0.9;0.9;12219
512;010000 Food and non-alcoholic beverages;2006 March;85.79;85.91;0.2;0.2;0.5;0.5;12219
513;010000 Food and non-alcoholic beverages;2006 April;85.9;86.02;0.1;0.1;1.8;1.8;12219
514;010000 Food and non-alcoholic beverages;2006 May;85.57;85.69;-0.4;-0.4;0.8;0.8;12219
515;010000 Food and non-alcoholic beverages;2006 June;85.86;85.98;0.3;0.3;1.2;1.3;12219
516;010000 Food and non-alcoholic beverages;2006 July;85.55;85.67;-0.4;-0.4;1.5;1.5;12219
517;010000 Food and non-alcoholic beverages;2006 August;86.46;86.58;1.1;1.1;2.1;2.1;12219
518;010000 Food and non-alcoholic beverages;2006 September;86.62;86.74;0.2;0.2;3.7;3.7;12219
519;010000 Food and non-alcoholic beverages;2006 October;85.53;85.65;-1.3;-1.3;1.9;1.9;12219
520;010000 Food and non-alcoholic beverages;2006 November;86.15;86.27;0.7;0.7;2.2;2.2;12219
521;010000 Food and non-alcoholic beverages;2006 December;86.31;86.44;0.2;0.2;2.1;2.2;12219
522;010000 Food and non-alcoholic beverages;2006;85.89;86.01;;;1.7;1.7;12219
523;010000 Food and non-alcoholic beverages;2007 January;86.68;86.8;0.4;0.4;1.6;1.6;13129
524;010000 Food and non-alcoholic beverages;2007 February;86.84;86.97;0.2;0.2;1.4;1.4;13129
525;010000 Food and non-alcoholic beverages;2007 March;86.74;86.87;-0.1;-0.1;1.1;1.1;13129
526;010000 Food and non-alcoholic beverages;2007 April;87.11;87.23;0.4;0.4;1.4;1.4;13129
527;010000 Food and non-alcoholic beverages;2007 May;86.7;86.83;-0.5;-0.5;1.3;1.3;13129
528;010000 Food and non-alcoholic beverages;2007 June;86.83;86.96;0.1;0.1;1.1;1.1;13129
529;010000 Food and non-alcoholic beverages;2007 July;86.75;86.88;-0.1;-0.1;1.4;1.4;13129
530;010000 Food and non-alcoholic beverages;2007 August;86.63;86.76;-0.1;-0.1;0.2;0.2;13129
531;010000 Food and non-alcoholic beverages;2007 September;86.91;87.03;0.3;0.3;0.3;0.3;13129
532;010000 Food and non-alcoholic beverages;2007 October;87.58;87.71;0.8;0.8;2.4;2.4;13129
533;010000 Food and non-alcoholic beverages;2007 November;88.7;88.83;1.3;1.3;3.0;3.0;13129
534;010000 Food and non-alcoholic beverages;2007 December;89.29;89.41;0.7;0.7;3.5;3.4;13129
535;010000 Food and non-alcoholic beverages;2007;87.23;87.36;;;1.6;1.6;13129
536;010000 Food and non-alcoholic beverages;2008 January;90.07;90.2;0.9;0.9;3.9;3.9;13485
537;010000 Food and non-alcoholic beverages;2008 February;90.46;90.58;0.4;0.4;4.2;4.2;13485
538;010000 Food and non-alcoholic beverages;2008 March;91.23;91.36;0.9;0.9;5.2;5.2;13485
539;010000 Food and non-alcoholic beverages;2008 April;91.73;91.86;0.5;0.5;5.3;5.3;13485
540;010000 Food and non-alcoholic beverages;2008 May;92.14;92.27;0.4;0.4;6.3;6.3;13485
541;010000 Food and non-alcoholic beverages;2008 June;92.55;92.68;0.4;0.4;6.6;6.6;13485
542;010000 Food and non-alcoholic beverages;2008 July;92.78;92.91;0.2;0.2;7.0;6.9;13485
543;010000 Food and non-alcoholic beverages;2008 August;92.59;92.72;-0.2;-0.2;6.9;6.9;13485
544;010000 Food and non-alcoholic beverages;2008 September;92.78;92.91;0.2;0.2;6.8;6.8;13485
545;010000 Food and non-alcoholic beverages;2008 October;93.02;93.15;0.3;0.3;6.2;6.2;13485
546;010000 Food and non-alcoholic beverages;2008 November;93.12;93.25;0.1;0.1;5.0;5.0;13485
547;010000 Food and non-alcoholic beverages;2008 December;93.47;93.6;0.4;0.4;4.7;4.7;13485
548;010000 Food and non-alcoholic beverages;2008;92.16;92.29;;;5.7;5.6;13485
549;010000 Food and non-alcoholic beverages;2009 January;93.82;93.95;0.4;0.4;4.2;4.2;13346
550;010000 Food and non-alcoholic beverages;2009 February;94.35;94.48;0.6;0.6;4.3;4.3;13346
551;010000 Food and non-alcoholic beverages;2009 March;94.52;94.66;0.2;0.2;3.6;3.6;13346
552;010000 Food and non-alcoholic beverages;2009 April;94.48;94.62;0.0;0.0;3.0;3.0;13346
553;010000 Food and non-alcoholic beverages;2009 May;94.03;94.16;-0.5;-0.5;2.1;2.0;13346
554;010000 Food and non-alcoholic beverages;2009 June;93.77;93.91;-0.3;-0.3;1.3;1.3;13346
555;010000 Food and non-alcoholic beverages;2009 July;92.85;92.98;-1.0;-1.0;0.1;0.1;13346
556;010000 Food and non-alcoholic beverages;2009 August;92.22;92.35;-0.7;-0.7;-0.4;-0.4;13346
557;010000 Food and non-alcoholic beverages;2009 September;91.68;91.81;-0.6;-0.6;-1.2;-1.2;13346
558;010000 Food and non-alcoholic beverages;2009 October;91.94;92.07;0.3;0.3;-1.2;-1.2;13346
559;010000 Food and non-alcoholic beverages;2009 November;91.88;92.01;-0.1;-0.1;-1.3;-1.3;13346
560;010000 Food and non-alcoholic beverages;2009 December;92.44;92.58;0.6;0.6;-1.1;-1.1;13346
561;010000 Food and non-alcoholic beverages;2009;93.17;93.3;;;1.1;1.1;13346
562;010000 Food and non-alcoholic beverages;2010 January;91.95;92.08;-0.5;-0.5;-2.0;-2.0;13823
563;010000 Food and non-alcoholic beverages;2010 February;93.03;93.16;1.2;1.2;-1.4;-1.4;13823
564;010000 Food and non-alcoholic beverages;2010 March;93.17;93.31;0.2;0.2;-1.4;-1.4;13823
565;010000 Food and non-alcoholic beverages;2010 April;93.5;93.63;0.4;0.3;-1.0;-1.0;13823
566;010000 Food and non-alcoholic beverages;2010 May;93.03;93.16;-0.5;-0.5;-1.1;-1.1;13823
567;010000 Food and non-alcoholic beverages;2010 June;93.13;93.26;0.1;0.1;-0.7;-0.7;13823
568;010000 Food and non-alcoholic beverages;2010 July;93.51;93.64;0.4;0.4;0.7;0.7;13823
569;010000 Food and non-alcoholic beverages;2010 August;93.37;93.51;-0.1;-0.1;1.2;1.3;13823
570;010000 Food and non-alcoholic beverages;2010 September;92.9;93.03;-0.5;-0.5;1.3;1.3;13823
571;010000 Food and non-alcoholic beverages;2010 October;92.97;93.1;0.1;0.1;1.1;1.1;13823
572;010000 Food and non-alcoholic beverages;2010 November;92.98;93.11;0.0;0.0;1.2;1.2;13823
573;010000 Food and non-alcoholic beverages;2010 December;93.38;93.51;0.4;0.4;1.0;1.0;13823
574;010000 Food and non-alcoholic beverages;2010;93.08;93.21;;;-0.1;-0.1;13823
575;010000 Food and non-alcoholic beverages;2011 January;92.72;92.86;-0.7;-0.7;0.8;0.8;13975
576;010000 Food and non-alcoholic beverages;2011 February;94.34;94.47;1.7;1.7;1.4;1.4;13975
577;010000 Food and non-alcoholic beverages;2011 March;94.85;94.99;0.5;0.6;1.8;1.8;13975
578;010000 Food and non-alcoholic beverages;2011 April;95.57;95.71;0.8;0.8;2.2;2.2;13975
579;010000 Food and non-alcoholic beverages;2011 May;95.59;95.72;0.0;0.0;2.8;2.7;13975
580;010000 Food and non-alcoholic beverages;2011 June;95.9;96.03;0.3;0.3;3.0;3.0;13975
581;010000 Food and non-alcoholic beverages;2011 July;95.75;95.88;-0.2;-0.2;2.4;2.4;13975
582;010000 Food and non-alcoholic beverages;2011 August;95.42;95.55;-0.3;-0.3;2.2;2.2;13975
583;010000 Food and non-alcoholic beverages;2011 September;95.0;95.14;-0.4;-0.4;2.3;2.3;13975
584;010000 Food and non-alcoholic beverages;2011 October;95.32;95.46;0.3;0.3;2.5;2.5;13975
585;010000 Food and non-alcoholic beverages;2011 November;95.42;95.56;0.1;0.1;2.6;2.6;13975
586;010000 Food and non-alcoholic beverages;2011 December;95.76;95.9;0.4;0.4;2.5;2.6;13975
587;010000 Food and non-alcoholic beverages;2011;95.14;95.27;;;2.2;2.2;13975
588;010000 Food and non-alcoholic beverages;2012 January;94.84;94.97;-1.0;-1.0;2.3;2.3;14038
589;010000 Food and non-alcoholic beverages;2012 February;96.97;97.11;2.2;2.3;2.8;2.8;14038
590;010000 Food and non-alcoholic beverages;2012 March;96.84;96.98;-0.1;-0.1;2.1;2.1;14038
591;010000 Food and non-alcoholic beverages;2012 April;96.92;97.06;0.1;0.1;1.4;1.4;14038
592;010000 Food and non-alcoholic beverages;2012 May;96.81;96.95;-0.1;-0.1;1.3;1.3;14038
593;010000 Food and non-alcoholic beverages;2012 June;97.34;97.48;0.5;0.5;1.5;1.5;14038
594;010000 Food and non-alcoholic beverages;2012 July;97.04;97.18;-0.3;-0.3;1.3;1.4;14038
595;010000 Food and non-alcoholic beverages;2012 August;96.67;96.8;-0.4;-0.4;1.3;1.3;14038
596;010000 Food and non-alcoholic beverages;2012 September;96.59;96.72;-0.1;-0.1;1.7;1.7;14038
597;010000 Food and non-alcoholic beverages;2012 October;97.68;97.82;1.1;1.1;2.5;2.5;14038
598;010000 Food and non-alcoholic beverages;2012 November;97.71;97.84;0.0;0.0;2.4;2.4;14038
599;010000 Food and non-alcoholic beverages;2012 December;99.25;99.39;1.6;1.6;3.6;3.6;14038
600;010000 Food and non-alcoholic beverages;2012;97.06;97.19;;;2.0;2.0;14038
601;010000 Food and non-alcoholic beverages;2013 January;98.42;98.56;-0.8;-0.8;3.8;3.8;14262
602;010000 Food and non-alcoholic beverages;2013 February;99.77;99.91;1.4;1.4;2.9;2.9;14262
603;010000 Food and non-alcoholic beverages;2013 March;100.12;100.26;0.4;0.4;3.4;3.4;14262
604;010000 Food and non-alcoholic beverages;2013 April;99.67;99.81;-0.4;-0.4;2.8;2.8;14262
605;010000 Food and non-alcoholic beverages;2013 May;100.17;100.32;0.5;0.5;3.5;3.5;14262
606;010000 Food and non-alcoholic beverages;2013 June;100.21;100.35;0.0;0.0;2.9;2.9;14262
607;010000 Food and non-alcoholic beverages;2013 July;100.16;100.3;0.0;0.0;3.2;3.2;14262
608;010000 Food and non-alcoholic beverages;2013 August;99.5;99.64;-0.7;-0.7;2.9;2.9;14262
609;010000 Food and non-alcoholic beverages;2013 September;98.76;98.9;-0.7;-0.7;2.2;2.3;14262
610;010000 Food and non-alcoholic beverages;2013 October;98.55;98.69;-0.2;-0.2;0.9;0.9;14262
