ID;EnergySourcesTechniques;EnergyApplication;Periods;AvoidedEnergy_1;AvoidedEnergyRelative_2;AvoidedEmission_3;AvoidedEmissionRelative_4
3318;Biomass households, charcoal use;Electricity;2010;;;;
3319;Biomass households, charcoal use;Electricity;2011;;;;
3320;Biomass households, charcoal use;Electricity;2012;;;;
3321;Biomass households, charcoal use;Electricity;2013;;;;
3322;Biomass households, charcoal use;Electricity;2014;;;;
3323;Biomass households, charcoal use;Electricity;2015;;;;
3324;Biomass households, charcoal use;Electricity;2016;;;;
3325;Biomass households, charcoal use;Electricity;2017;;;;
3326;Biomass households, charcoal use;Electricity;2018;;;;
3327;Biomass households, charcoal use;Electricity;2019;;;;
3328;Biomass households, charcoal use;Electricity;2020;;;;
3329;Biomass households, charcoal use;Electricity;2021;;;;
3330;Biomass households, charcoal use;Electricity;2022;;;;
3331;Biomass households, charcoal use;Electricity;2023;;;;
3332;Biomass households, charcoal use;Heat;1990;;;;
3333;Biomass households, charcoal use;Heat;1991;;;;
3334;Biomass households, charcoal use;Heat;1992;;;;
3335;Biomass households, charcoal use;Heat;1993;;;;
3336;Biomass households, charcoal use;Heat;1994;;;;
3337;Biomass households, charcoal use;Heat;1995;;;;
3338;Biomass households, charcoal use;Heat;1996;;;;
3339;Biomass households, charcoal use;Heat;1997;;;;
3340;Biomass households, charcoal use;Heat;1998;;;;
3341;Biomass households, charcoal use;Heat;1999;;;;
3342;Biomass households, charcoal use;Heat;2000;;;;
3343;Biomass households, charcoal use;Heat;2001;;;;
3344;Biomass households, charcoal use;Heat;2002;;;;
3345;Biomass households, charcoal use;Heat;2003;;;;
3346;Biomass households, charcoal use;Heat;2004;;;;
3347;Biomass households, charcoal use;Heat;2005;;;;
3348;Biomass households, charcoal use;Heat;2006;;;;
3349;Biomass households, charcoal use;Heat;2007;;;;
3350;Biomass households, charcoal use;Heat;2008;;;;
3351;Biomass households, charcoal use;Heat;2009;;;;
3352;Biomass households, charcoal use;Heat;2010;;;;
3353;Biomass households, charcoal use;Heat;2011;;;;
3354;Biomass households, charcoal use;Heat;2012;;;;
3355;Biomass households, charcoal use;Heat;2013;;;;
3356;Biomass households, charcoal use;Heat;2014;;;;
3357;Biomass households, charcoal use;Heat;2015;;;;
3358;Biomass households, charcoal use;Heat;2016;;;;
3359;Biomass households, charcoal use;Heat;2017;;;;
3360;Biomass households, charcoal use;Heat;2018;;;;
3361;Biomass households, charcoal use;Heat;2019;;;;
3362;Biomass households, charcoal use;Heat;2020;;;;
3363;Biomass households, charcoal use;Heat;2021;;;;
3364;Biomass households, charcoal use;Heat;2022;;;;
3365;Biomass households, charcoal use;Heat;2023;;;;
3366;Biomass households, charcoal use;Transport;1990;;;;
3367;Biomass households, charcoal use;Transport;1991;;;;
3368;Biomass households, charcoal use;Transport;1992;;;;
3369;Biomass households, charcoal use;Transport;1993;;;;
3370;Biomass households, charcoal use;Transport;1994;;;;
3371;Biomass households, charcoal use;Transport;1995;;;;
3372;Biomass households, charcoal use;Transport;1996;;;;
3373;Biomass households, charcoal use;Transport;1997;;;;
3374;Biomass households, charcoal use;Transport;1998;;;;
3375;Biomass households, charcoal use;Transport;1999;;;;
3376;Biomass households, charcoal use;Transport;2000;;;;
3377;Biomass households, charcoal use;Transport;2001;;;;
3378;Biomass households, charcoal use;Transport;2002;;;;
3379;Biomass households, charcoal use;Transport;2003;;;;
3380;Biomass households, charcoal use;Transport;2004;;;;
3381;Biomass households, charcoal use;Transport;2005;;;;
3382;Biomass households, charcoal use;Transport;2006;;;;
3383;Biomass households, charcoal use;Transport;2007;;;;
3384;Biomass households, charcoal use;Transport;2008;;;;
3385;Biomass households, charcoal use;Transport;2009;;;;
3386;Biomass households, charcoal use;Transport;2010;;;;
3387;Biomass households, charcoal use;Transport;2011;;;;
3388;Biomass households, charcoal use;Transport;2012;;;;
3389;Biomass households, charcoal use;Transport;2013;;;;
3390;Biomass households, charcoal use;Transport;2014;;;;
3391;Biomass households, charcoal use;Transport;2015;;;;
3392;Biomass households, charcoal use;Transport;2016;;;;
3393;Biomass households, charcoal use;Transport;2017;;;;
3394;Biomass households, charcoal use;Transport;2018;;;;
3395;Biomass households, charcoal use;Transport;2019;;;;
3396;Biomass households, charcoal use;Transport;2020;;;;
3397;Biomass households, charcoal use;Transport;2021;;;;
3398;Biomass households, charcoal use;Transport;2022;;;;
3399;Biomass households, charcoal use;Transport;2023;;;;
3400;Biomass boilers companies, total;Total energy applications;1990;1916.0;0.07;113.0;0.07
3401;Biomass boilers companies, total;Total energy applications;1991;1902.0;0.06;112.0;0.07
3402;Biomass boilers companies, total;Total energy applications;1992;1860.0;0.06;109.0;0.06
3403;Biomass boilers companies, total;Total energy applications;1993;1784.0;0.06;104.0;0.06
3404;Biomass boilers companies, total;Total energy applications;1994;1895.0;0.06;111.0;0.06
3405;Biomass boilers companies, total;Total energy applications;1995;2147.0;0.07;127.0;0.07
3406;Biomass boilers companies, total;Total energy applications;1996;2085.0;0.06;122.0;0.07
3407;Biomass boilers companies, total;Total energy applications;1997;2156.0;0.07;127.0;0.07
3408;Biomass boilers companies, total;Total energy applications;1998;2156.0;0.07;126.0;0.07
3409;Biomass boilers companies, total;Total energy applications;1999;2609.0;0.08;155.0;0.09
3410;Biomass boilers companies, total;Total energy applications;2000;4082.0;0.13;260.0;0.15
3411;Biomass boilers companies, total;Total energy applications;2001;4362.0;0.14;276.0;0.16
3412;Biomass boilers companies, total;Total energy applications;2002;4644.0;0.14;291.0;0.16
3413;Biomass boilers companies, total;Total energy applications;2003;4821.0;0.14;299.0;0.17
3414;Biomass boilers companies, total;Total energy applications;2004;5814.0;0.17;355.0;0.2
3415;Biomass boilers companies, total;Total energy applications;2005;6472.0;0.19;393.0;0.22
3416;Biomass boilers companies, total;Total energy applications;2006;7881.0;0.24;475.0;0.27
3417;Biomass boilers companies, total;Total energy applications;2007;8697.0;0.26;521.0;0.3
3418;Biomass boilers companies, total;Total energy applications;2008;12702.0;0.39;792.0;0.45
3419;Biomass boilers companies, total;Total energy applications;2009;14685.0;0.45;923.0;0.54
3420;Biomass boilers companies, total;Total energy applications;2010;13557.0;0.39;849.0;0.47
3421;Biomass boilers companies, total;Total energy applications;2011;11712.0;0.36;725.0;0.43
3422;Biomass boilers companies, total;Total energy applications;2012;13879.0;0.43;895.0;0.54
3423;Biomass boilers companies, total;Total energy applications;2013;14754.0;0.46;973.0;0.59
3424;Biomass boilers companies, total;Total energy applications;2014;16902.0;0.56;1105.0;0.7
3425;Biomass boilers companies, total;Total energy applications;2015;20543.0;0.66;1387.0;0.83
3426;Biomass boilers companies, total;Total energy applications;2016;20808.0;0.66;1371.0;0.82
3427;Biomass boilers companies, total;Total energy applications;2017;20810.0;0.66;1318.0;0.8
3428;Biomass boilers companies, total;Total energy applications;2018;21191.0;0.68;1277.0;0.79
3429;Biomass boilers companies, total;Total energy applications;2019;25975.0;0.85;1516.0;0.99
3430;Biomass boilers companies, total;Total energy applications;2020;27940.0;0.94;1578.0;1.14
3431;Biomass boilers companies, total;Total energy applications;2021;25134.0;0.81;1443.0;1.0
3432;Biomass boilers companies, total;Total energy applications;2022;19111.0;0.65;1088.0;0.78
3433;Biomass boilers companies, total;Total energy applications;2023;24800.0;0.86;1409.0;1.09
3434;Biomass boilers companies, total;Electricity;1990;315.0;0.01;23.0;0.01
3435;Biomass boilers companies, total;Electricity;1991;310.0;0.01;22.0;0.01
3436;Biomass boilers companies, total;Electricity;1992;278.0;0.01;19.0;0.01
3437;Biomass boilers companies, total;Electricity;1993;232.0;0.01;16.0;0.01
3438;Biomass boilers companies, total;Electricity;1994;285.0;0.01;20.0;0.01
3439;Biomass boilers companies, total;Electricity;1995;336.0;0.01;24.0;0.01
3440;Biomass boilers companies, total;Electricity;1996;270.0;0.01;19.0;0.01
3441;Biomass boilers companies, total;Electricity;1997;263.0;0.01;19.0;0.01
3442;Biomass boilers companies, total;Electricity;1998;224.0;0.01;16.0;0.01
3443;Biomass boilers companies, total;Electricity;1999;555.0;0.02;39.0;0.02
3444;Biomass boilers companies, total;Electricity;2000;1958.0;0.06;140.0;0.08
3445;Biomass boilers companies, total;Electricity;2001;2036.0;0.06;144.0;0.08
3446;Biomass boilers companies, total;Electricity;2002;1994.0;0.06;141.0;0.08
3447;Biomass boilers companies, total;Electricity;2003;1881.0;0.06;132.0;0.07
3448;Biomass boilers companies, total;Electricity;2004;1962.0;0.06;137.0;0.08
3449;Biomass boilers companies, total;Electricity;2005;2121.0;0.06;146.0;0.08
3450;Biomass boilers companies, total;Electricity;2006;2085.0;0.06;146.0;0.08
3451;Biomass boilers companies, total;Electricity;2007;2227.0;0.07;154.0;0.09
3452;Biomass boilers companies, total;Electricity;2008;5905.0;0.18;407.0;0.23
3453;Biomass boilers companies, total;Electricity;2009;7805.0;0.24;533.0;0.31
3454;Biomass boilers companies, total;Electricity;2010;7610.0;0.22;513.0;0.28
3455;Biomass boilers companies, total;Electricity;2011;5762.0;0.18;388.0;0.23
3456;Biomass boilers companies, total;Electricity;2012;7604.0;0.23;541.0;0.33
3457;Biomass boilers companies, total;Electricity;2013;8161.0;0.26;601.0;0.36
3458;Biomass boilers companies, total;Electricity;2014;8857.0;0.29;651.0;0.41
3459;Biomass boilers companies, total;Electricity;2015;10599.0;0.34;826.0;0.49
3460;Biomass boilers companies, total;Electricity;2016;10778.0;0.34;804.0;0.48
3461;Biomass boilers companies, total;Electricity;2017;8474.0;0.27;619.0;0.38
3462;Biomass boilers companies, total;Electricity;2018;5490.0;0.18;388.0;0.24
3463;Biomass boilers companies, total;Electricity;2019;6247.0;0.2;400.0;0.26
3464;Biomass boilers companies, total;Electricity;2020;6528.0;0.22;370.0;0.27
3465;Biomass boilers companies, total;Electricity;2021;3734.0;0.12;236.0;0.16
3466;Biomass boilers companies, total;Electricity;2022;1262.0;0.04;80.0;0.06
3467;Biomass boilers companies, total;Electricity;2023;7104.0;0.25;413.0;0.32
3468;Biomass boilers companies, total;Heat;1990;1601.0;0.06;91.0;0.06
3469;Biomass boilers companies, total;Heat;1991;1591.0;0.05;90.0;0.05
3470;Biomass boilers companies, total;Heat;1992;1582.0;0.05;90.0;0.05
3471;Biomass boilers companies, total;Heat;1993;1552.0;0.05;88.0;0.05
3472;Biomass boilers companies, total;Heat;1994;1610.0;0.05;91.0;0.05
3473;Biomass boilers companies, total;Heat;1995;1810.0;0.06;103.0;0.06
3474;Biomass boilers companies, total;Heat;1996;1815.0;0.06;103.0;0.06
3475;Biomass boilers companies, total;Heat;1997;1893.0;0.06;108.0;0.06
3476;Biomass boilers companies, total;Heat;1998;1932.0;0.06;110.0;0.06
3477;Biomass boilers companies, total;Heat;1999;2053.0;0.07;117.0;0.07
3478;Biomass boilers companies, total;Heat;2000;2125.0;0.07;121.0;0.07
3479;Biomass boilers companies, total;Heat;2001;2326.0;0.07;132.0;0.07
3480;Biomass boilers companies, total;Heat;2002;2649.0;0.08;150.0;0.09
3481;Biomass boilers companies, total;Heat;2003;2940.0;0.09;167.0;0.09
3482;Biomass boilers companies, total;Heat;2004;3852.0;0.11;219.0;0.12
3483;Biomass boilers companies, total;Heat;2005;4351.0;0.13;247.0;0.14
3484;Biomass boilers companies, total;Heat;2006;5796.0;0.18;329.0;0.19
3485;Biomass boilers companies, total;Heat;2007;6470.0;0.2;367.0;0.21
3486;Biomass boilers companies, total;Heat;2008;6797.0;0.21;385.0;0.22
3487;Biomass boilers companies, total;Heat;2009;6880.0;0.21;389.0;0.23
3488;Biomass boilers companies, total;Heat;2010;5947.0;0.17;337.0;0.18
3489;Biomass boilers companies, total;Heat;2011;5950.0;0.18;336.0;0.2
3490;Biomass boilers companies, total;Heat;2012;6275.0;0.19;355.0;0.21
3491;Biomass boilers companies, total;Heat;2013;6593.0;0.21;373.0;0.22
3492;Biomass boilers companies, total;Heat;2014;8045.0;0.26;454.0;0.29
3493;Biomass boilers companies, total;Heat;2015;9944.0;0.32;562.0;0.34
3494;Biomass boilers companies, total;Heat;2016;10030.0;0.32;567.0;0.34
3495;Biomass boilers companies, total;Heat;2017;12336.0;0.39;698.0;0.42
3496;Biomass boilers companies, total;Heat;2018;15701.0;0.5;889.0;0.55
3497;Biomass boilers companies, total;Heat;2019;19728.0;0.64;1117.0;0.73
3498;Biomass boilers companies, total;Heat;2020;21411.0;0.72;1208.0;0.87
3499;Biomass boilers companies, total;Heat;2021;21401.0;0.69;1207.0;0.84
3500;Biomass boilers companies, total;Heat;2022;17849.0;0.6;1008.0;0.72
3501;Biomass boilers companies, total;Heat;2023;17696.0;0.61;996.0;0.77
3502;Biomass boilers companies, total;Transport;1990;;;;
3503;Biomass boilers companies, total;Transport;1991;;;;
3504;Biomass boilers companies, total;Transport;1992;;;;
3505;Biomass boilers companies, total;Transport;1993;;;;
3506;Biomass boilers companies, total;Transport;1994;;;;
3507;Biomass boilers companies, total;Transport;1995;;;;
3508;Biomass boilers companies, total;Transport;1996;;;;
3509;Biomass boilers companies, total;Transport;1997;;;;
3510;Biomass boilers companies, total;Transport;1998;;;;
3511;Biomass boilers companies, total;Transport;1999;;;;
3512;Biomass boilers companies, total;Transport;2000;;;;
3513;Biomass boilers companies, total;Transport;2001;;;;
3514;Biomass boilers companies, total;Transport;2002;;;;
3515;Biomass boilers companies, total;Transport;2003;;;;
3516;Biomass boilers companies, total;Transport;2004;;;;
3517;Biomass boilers companies, total;Transport;2005;;;;
3518;Biomass boilers companies, total;Transport;2006;;;;
3519;Biomass boilers companies, total;Transport;2007;;;;
3520;Biomass boilers companies, total;Transport;2008;;;;
3521;Biomass boilers companies, total;Transport;2009;;;;
3522;Biomass boilers companies, total;Transport;2010;;;;
3523;Biomass boilers companies, total;Transport;2011;;;;
3524;Biomass boilers companies, total;Transport;2012;;;;
3525;Biomass boilers companies, total;Transport;2013;;;;
3526;Biomass boilers companies, total;Transport;2014;;;;
3527;Biomass boilers companies, total;Transport;2015;;;;
3528;Biomass boilers companies, total;Transport;2016;;;;
3529;Biomass boilers companies, total;Transport;2017;;;;
3530;Biomass boilers companies, total;Transport;2018;;;;
3531;Biomass boilers companies, total;Transport;2019;;;;
3532;Biomass boilers companies, total;Transport;2020;;;;
3533;Biomass boilers companies, total;Transport;2021;;;;
3534;Biomass boilers companies, total;Transport;2022;;;;
3535;Biomass boilers companies, total;Transport;2023;;;;
3536;Biomass boilers companies, CHP;Total energy applications;1990;574.0;0.02;37.0;0.02
3537;Biomass boilers companies, CHP;Total energy applications;1991;560.0;0.02;36.0;0.02
3538;Biomass boilers companies, CHP;Total energy applications;1992;494.0;0.02;31.0;0.02
3539;Biomass boilers companies, CHP;Total energy applications;1993;395.0;0.01;25.0;0.01
3540;Biomass boilers companies, CHP;Total energy applications;1994;482.0;0.02;31.0;0.02
3541;Biomass boilers companies, CHP;Total energy applications;1995;610.0;0.02;39.0;0.02
3542;Biomass boilers companies, CHP;Total energy applications;1996;490.0;0.02;31.0;0.02
3543;Biomass boilers companies, CHP;Total energy applications;1997;503.0;0.02;33.0;0.02
3544;Biomass boilers companies, CHP;Total energy applications;1998;408.0;0.01;26.0;0.01
3545;Biomass boilers companies, CHP;Total energy applications;1999;751.0;0.02;50.0;0.03
3546;Biomass boilers companies, CHP;Total energy applications;2000;2166.0;0.07;151.0;0.09
3547;Biomass boilers companies, CHP;Total energy applications;2001;2350.0;0.07;162.0;0.09
3548;Biomass boilers companies, CHP;Total energy applications;2002;2331.0;0.07;160.0;0.09
3549;Biomass boilers companies, CHP;Total energy applications;2003;2163.0;0.06;148.0;0.08
3550;Biomass boilers companies, CHP;Total energy applications;2004;2335.0;0.07;158.0;0.09
3551;Biomass boilers companies, CHP;Total energy applications;2005;2641.0;0.08;176.0;0.1
3552;Biomass boilers companies, CHP;Total energy applications;2006;2725.0;0.08;182.0;0.11
3553;Biomass boilers companies, CHP;Total energy applications;2007;2923.0;0.09;193.0;0.11
3554;Biomass boilers companies, CHP;Total energy applications;2008;6677.0;0.2;451.0;0.26
