ID;BedrijfstakkenBranchesSBI93;Perioden;Totaal_1;GrondEnTerreinen_2;Bedrijfsruimten_3;GrondWaterEnWegenbouwkundigeWerken_4;Vervoermiddelen_5;ComputersEnRandapparatuur_6;MachinesEnInstallaties_7;OverigeMaterieleVasteActiva_8;NieuweVasteActiva_9;TweedehandseVasteActiva_10;FinancialLease_11;InvesteringenViaOperationalLeaseHuur_12;OpbrengstenVerkoopVasteActiva_13
224;1586 Koffiebranderijen en theepakkerijen;2008;41.2;0.0;1.1;0.0;0.3;0.3;36.6;2.9;41.1;0.0;;;0.1
225;1588 Voedingspreparaten-,dieetvoedingind;2000;45.9;0.2;5.2;0.9;0.3;3.2;30.3;5.8;45.7;0.3;0.0;0.4;0.5
226;1588 Voedingspreparaten-,dieetvoedingind;2001;;;;;;;;;;;;;
227;1588 Voedingspreparaten-,dieetvoedingind;2002;;;;;;;;;;;;;
228;1588 Voedingspreparaten-,dieetvoedingind;2003;35.3;0.0;5.8;0.0;0.1;0.6;28.5;0.3;35.3;0.0;0.0;0.2;0.0
229;1588 Voedingspreparaten-,dieetvoedingind;2004;16.4;0.1;3.1;0.0;0.4;0.7;11.8;0.4;16.3;0.1;0.0;0.3;0.1
230;1588 Voedingspreparaten-,dieetvoedingind;2005;20.1;2.8;5.5;0.0;0.2;0.6;10.4;0.5;17.2;2.9;0.0;0.2;0.2
231;1588 Voedingspreparaten-,dieetvoedingind;2006;42.7;0.0;12.9;0.0;0.1;0.4;29.0;0.4;42.7;0.0;0.0;5.0;0.8
232;1588 Voedingspreparaten-,dieetvoedingind;2007;64.6;0.0;4.4;0.0;0.1;0.8;59.1;0.2;64.6;0.0;0.2;1.8;0.3
233;1588 Voedingspreparaten-,dieetvoedingind;2008;34.1;0.0;3.6;0.0;0.3;0.3;29.5;0.4;34.1;0.1;;;0.3
234;1589 Overige voedingsmiddelenind. n.e.g.;2000;31.6;1.3;7.9;0.5;1.1;0.6;17.3;2.8;24.3;7.3;0.0;0.1;2.5
235;1589 Overige voedingsmiddelenind. n.e.g.;2001;26.6;0.0;4.0;0.3;1.1;0.9;14.4;6.0;26.4;0.2;0.0;0.6;2.4
236;1589 Overige voedingsmiddelenind. n.e.g.;2002;22.1;0.0;2.5;0.0;0.9;2.9;15.1;0.7;21.9;0.2;0.0;0.9;0.7
237;1589 Overige voedingsmiddelenind. n.e.g.;2003;48.9;0.8;7.1;0.0;1.3;2.0;36.3;1.5;46.6;2.4;0.0;0.7;0.6
238;1589 Overige voedingsmiddelenind. n.e.g.;2004;71.3;0.0;14.7;0.0;2.3;1.0;36.6;16.7;62.2;9.0;0.1;0.4;6.1
239;1589 Overige voedingsmiddelenind. n.e.g.;2005;51.5;0.1;17.0;0.0;1.1;1.0;30.2;2.1;50.4;1.1;0.0;1.0;6.6
240;1589 Overige voedingsmiddelenind. n.e.g.;2006;45.9;0.1;7.8;0.2;1.1;1.8;28.7;6.3;43.4;2.5;2.6;1.5;2.5
241;1589 Overige voedingsmiddelenind. n.e.g.;2007;46.8;0.1;7.5;0.0;1.4;0.9;31.7;5.1;46.2;0.7;0.5;1.3;0.8
242;1589 Overige voedingsmiddelenind. n.e.g.;2008;28.7;0.1;4.0;0.1;1.6;2.0;18.5;2.4;28.6;0.2;;;0.3
243;159 Drankenindustrie;2000;222.6;0.8;33.7;2.1;8.0;7.4;93.8;76.9;211.0;11.6;4.6;4.6;13.3
244;159 Drankenindustrie;2001;209.2;0.4;24.4;1.6;7.1;10.9;94.6;70.2;200.0;9.2;2.8;6.5;49.1
245;159 Drankenindustrie;2002;249.1;3.2;60.4;5.2;7.1;6.5;112.8;53.9;231.8;17.3;3.9;7.1;11.9
246;159 Drankenindustrie;2003;169.6;1.9;27.0;9.2;5.7;10.0;75.5;40.3;165.4;4.2;3.4;2.7;3.6
247;159 Drankenindustrie;2004;470.1;20.4;152.2;6.1;5.1;13.4;209.8;63.1;449.4;20.8;13.9;4.5;28.8
248;159 Drankenindustrie;2005;310.2;3.0;28.6;10.9;4.7;10.8;189.4;62.8;299.3;10.9;3.0;7.1;10.3
249;159 Drankenindustrie;2006;210.2;0.1;11.4;1.6;5.2;4.9;150.0;37.0;209.6;0.6;0.0;0.5;20.5
250;159 Drankenindustrie;2007;282.9;4.0;20.1;3.4;6.1;4.2;198.6;46.5;274.3;8.6;3.5;2.0;25.5
251;159 Drankenindustrie;2008;195.8;3.8;24.2;2.2;7.1;4.1;101.6;52.8;190.1;5.7;;;39.0
252;1592 Verv. van ethylalcohol via gisting;2000;;;;;;;;;;;;;
253;1592 Verv. van ethylalcohol via gisting;2001;;;;;;;;;;;;;
254;1592 Verv. van ethylalcohol via gisting;2002;;;;;;;;;;;;;
255;1592 Verv. van ethylalcohol via gisting;2003;;;;;;;;;;;;;
256;1592 Verv. van ethylalcohol via gisting;2004;;;;;;;;;;;;;
257;1592 Verv. van ethylalcohol via gisting;2005;;;;;;;;;;;;;
258;1592 Verv. van ethylalcohol via gisting;2006;;;;;;;;;;;;;
259;1592 Verv. van ethylalcohol via gisting;2007;;;;;;;;;;;;;
260;1592 Verv. van ethylalcohol via gisting;2008;;;;;;;;;;;;;
261;1596 Bierbrouwerijen;2000;132.7;0.5;25.3;0.0;5.8;5.4;59.4;36.2;121.6;11.1;2.7;3.1;10.7
262;1596 Bierbrouwerijen;2001;;;;;;;;;;;;;
263;1596 Bierbrouwerijen;2002;141.6;3.2;26.3;0.0;5.8;1.7;76.6;27.9;127.7;13.8;2.0;1.7;9.2
264;1596 Bierbrouwerijen;2003;111.8;1.9;22.1;8.8;4.8;6.9;53.2;14.2;108.3;3.5;3.3;1.0;2.7
265;1596 Bierbrouwerijen;2004;400.0;19.3;143.8;5.5;4.2;11.8;174.6;40.7;380.4;19.5;11.8;0.7;21.7
266;1596 Bierbrouwerijen;2005;184.4;3.0;15.8;10.0;4.2;8.9;94.6;47.8;173.9;10.5;3.0;1.0;6.8
267;1596 Bierbrouwerijen;2006;106.7;0.1;7.3;1.5;4.5;3.9;71.9;17.5;106.6;0.1;0.0;0.5;15.4
268;1596 Bierbrouwerijen;2007;160.5;4.0;15.2;3.0;4.7;2.5;91.4;39.7;154.9;5.6;3.0;1.9;25.1
269;1596 Bierbrouwerijen;2008;135.6;3.8;22.3;2.1;6.5;2.3;51.3;47.3;130.4;5.2;;;32.3
270;1597 Mouterijen;2000;;;;;;;;;;;;;
271;1597 Mouterijen;2001;0.5;0.0;0.1;0.0;0.0;0.0;0.2;0.1;0.5;0.0;0.0;0.0;0.0
272;1597 Mouterijen;2002;;;;;;;;;;;;;
273;1597 Mouterijen;2003;;;;;;;;;;;;;
274;1597 Mouterijen;2004;;;;;;;;;;;;;
275;1597 Mouterijen;2005;;;;;;;;;;;;;
276;1597 Mouterijen;2006;;;;;;;;;;;;;
277;1597 Mouterijen;2007;;;;;;;;;;;;;
278;1597 Mouterijen;2008;;;;;;;;;;;;;
279;1598 Mineraalwater- en frisdrankenind.;2000;;;;;;;;;;;;;
280;1598 Mineraalwater- en frisdrankenind.;2001;66.2;0.0;4.1;1.4;0.2;2.2;19.3;39.1;64.7;1.5;0.2;3.6;10.9
281;1598 Mineraalwater- en frisdrankenind.;2002;;;;;;;;;;;;;
282;1598 Mineraalwater- en frisdrankenind.;2003;46.2;0.0;2.5;0.4;0.4;1.8;16.1;24.9;45.7;0.5;0.0;1.3;0.6
283;1598 Mineraalwater- en frisdrankenind.;2004;59.8;1.0;7.8;0.3;0.6;1.1;28.2;20.8;58.6;1.2;2.2;3.7;3.7
284;1598 Mineraalwater- en frisdrankenind.;2005;83.2;0.0;12.1;0.9;0.3;1.2;55.7;13.0;83.0;0.2;0.0;6.1;1.9
285;1598 Mineraalwater- en frisdrankenind.;2006;54.0;0.0;0.6;0.0;0.5;0.7;35.4;16.7;53.6;0.4;0.0;0.0;0.1
286;1598 Mineraalwater- en frisdrankenind.;2007;47.8;0.0;2.5;0.4;0.7;0.7;38.0;5.5;45.4;2.5;0.5;0.1;0.0
287;1598 Mineraalwater- en frisdrankenind.;2008;39.5;0.0;1.0;0.0;0.2;0.4;33.6;4.3;39.4;0.1;;;6.4
288;16 Tabakverwerkende industrie;2000;65.4;0.0;9.6;0.3;1.6;4.1;46.9;2.9;64.7;0.7;1.2;1.2;22.6
289;16 Tabakverwerkende industrie;2001;76.0;0.0;11.9;0.3;0.7;5.1;52.6;5.4;76.0;0.0;0.0;2.3;4.2
290;16 Tabakverwerkende industrie;2002;80.9;0.0;8.2;0.2;0.5;3.7;61.4;7.0;80.9;0.0;0.0;13.3;2.4
291;16 Tabakverwerkende industrie;2003;75.4;0.0;11.1;0.5;1.5;5.0;55.2;2.1;74.8;0.6;0.0;1.6;8.0
292;16 Tabakverwerkende industrie;2004;;;;;;;;;;;;;
293;16 Tabakverwerkende industrie;2005;30.1;0.0;2.6;0.0;0.2;3.3;18.5;5.5;30.1;0.0;0.0;2.6;2.1
294;16 Tabakverwerkende industrie;2006;65.6;0.0;1.4;0.1;0.5;3.7;55.5;4.5;65.6;0.1;0.0;1.3;1.1
295;16 Tabakverwerkende industrie;2007;80.4;0.1;6.1;0.0;0.1;0.5;65.3;8.3;80.3;0.1;0.0;0.0;4.2
296;16 Tabakverwerkende industrie;2008;122.0;0.3;16.6;0.0;0.2;1.8;98.6;4.6;115.2;6.9;;;2.9
297;160 Tabakverwerkende industrie;2000;65.4;0.0;9.6;0.3;1.6;4.1;46.9;2.9;64.7;0.7;1.2;1.2;22.6
298;160 Tabakverwerkende industrie;2001;76.0;0.0;11.9;0.3;0.7;5.1;52.6;5.4;76.0;0.0;0.0;2.3;4.2
299;160 Tabakverwerkende industrie;2002;80.9;0.0;8.2;0.2;0.5;3.7;61.4;7.0;80.9;0.0;0.0;13.3;2.4
300;160 Tabakverwerkende industrie;2003;75.4;0.0;11.1;0.5;1.5;5.0;55.2;2.1;74.8;0.6;0.0;1.6;8.0
301;160 Tabakverwerkende industrie;2004;;;;;;;;;;;;;
302;160 Tabakverwerkende industrie;2005;30.1;0.0;2.6;0.0;0.2;3.3;18.5;5.5;30.1;0.0;0.0;2.6;2.1
303;160 Tabakverwerkende industrie;2006;65.6;0.0;1.4;0.1;0.5;3.7;55.5;4.5;65.6;0.1;0.0;1.3;1.1
304;160 Tabakverwerkende industrie;2007;80.4;0.1;6.1;0.0;0.1;0.5;65.3;8.3;80.3;0.1;0.0;0.0;4.2
305;160 Tabakverwerkende industrie;2008;122.0;0.3;16.6;0.0;0.2;1.8;98.6;4.6;115.2;6.9;;;2.9
306;1600 Tabakverwerkende industrie;2000;65.4;0.0;9.6;0.3;1.6;4.1;46.9;2.9;64.7;0.7;1.2;1.2;22.6
307;1600 Tabakverwerkende industrie;2001;76.0;0.0;11.9;0.3;0.7;5.1;52.6;5.4;76.0;0.0;0.0;2.3;4.2
308;1600 Tabakverwerkende industrie;2002;80.9;0.0;8.2;0.2;0.5;3.7;61.4;7.0;80.9;0.0;0.0;13.3;2.4
309;1600 Tabakverwerkende industrie;2003;75.4;0.0;11.1;0.5;1.5;5.0;55.2;2.1;74.8;0.6;0.0;1.6;8.0
310;1600 Tabakverwerkende industrie;2004;;;;;;;;;;;;;
311;1600 Tabakverwerkende industrie;2005;30.1;0.0;2.6;0.0;0.2;3.3;18.5;5.5;30.1;0.0;0.0;2.6;2.1
312;1600 Tabakverwerkende industrie;2006;65.6;0.0;1.4;0.1;0.5;3.7;55.5;4.5;65.6;0.1;0.0;1.3;1.1
313;1600 Tabakverwerkende industrie;2007;80.4;0.1;6.1;0.0;0.1;0.5;65.3;8.3;80.3;0.1;0.0;0.0;4.2
314;1600 Tabakverwerkende industrie;2008;122.0;0.3;16.6;0.0;0.2;1.8;98.6;4.6;115.2;6.9;;;2.9
315;DB Textiel- en textielproductenindustrie;2000;119.2;1.8;16.4;1.2;9.0;8.9;75.3;6.4;114.2;5.0;2.4;12.7;14.6
316;DB Textiel- en textielproductenindustrie;2001;107.3;2.0;12.5;0.3;6.1;6.7;70.5;9.2;99.0;8.3;2.0;10.0;11.0
317;DB Textiel- en textielproductenindustrie;2002;89.1;0.2;12.7;0.1;5.7;6.3;57.2;6.8;84.4;4.6;0.5;9.2;8.2
318;DB Textiel- en textielproductenindustrie;2003;75.6;0.1;8.6;0.0;5.4;4.8;47.9;8.8;71.5;4.1;1.8;14.5;11.6
319;DB Textiel- en textielproductenindustrie;2004;74.6;0.6;8.3;0.4;8.3;8.7;41.5;6.7;72.4;2.2;1.5;5.5;12.1
320;DB Textiel- en textielproductenindustrie;2005;63.4;0.1;9.0;0.1;5.4;3.9;40.0;4.9;58.3;5.1;0.8;6.2;4.3
321;DB Textiel- en textielproductenindustrie;2006;66.5;0.0;8.8;0.1;4.5;4.3;40.0;8.7;63.3;3.2;0.4;6.0;8.6
322;DB Textiel- en textielproductenindustrie;2007;90.7;0.1;19.0;0.1;8.9;6.6;48.3;7.6;89.0;1.8;2.2;6.6;11.2
323;DB Textiel- en textielproductenindustrie;2008;66.4;0.0;2.0;1.4;4.8;4.2;46.9;7.1;60.1;6.3;;;12.4
324;17 Textielindustrie;2000;95.4;0.9;12.2;1.2;4.3;5.7;66.7;4.5;91.8;3.6;1.2;8.8;8.8
325;17 Textielindustrie;2001;90.0;0.9;9.0;0.1;4.7;4.8;63.3;7.2;83.0;7.0;1.5;7.5;10.6
326;17 Textielindustrie;2002;73.2;0.2;12.0;0.1;4.0;3.6;47.9;5.4;69.0;4.3;0.4;7.5;7.9
327;17 Textielindustrie;2003;68.5;0.1;8.4;0.0;4.2;3.3;45.8;6.7;65.0;3.5;1.7;13.9;3.4
328;17 Textielindustrie;2004;;;;;;;;;;;;;
329;17 Textielindustrie;2005;;;;;;;;;;;;;
330;17 Textielindustrie;2006;52.6;0.0;5.3;0.1;3.1;3.0;36.7;4.4;50.9;1.6;0.2;3.8;7.4
331;17 Textielindustrie;2007;77.7;0.1;17.8;0.1;5.2;5.0;45.1;4.3;76.0;1.7;1.4;4.4;8.0
332;17 Textielindustrie;2008;60.4;0.0;1.6;1.4;3.2;3.2;45.5;5.4;55.0;5.3;;;9.9
333;175 Overige textielproductenindustrie;2000;51.7;0.7;8.0;0.0;0.9;1.3;39.4;1.3;50.6;1.0;0.1;8.7;1.9
334;175 Overige textielproductenindustrie;2001;39.4;0.3;1.9;0.0;0.6;1.1;32.8;2.6;39.0;0.4;0.0;4.9;4.5
335;175 Overige textielproductenindustrie;2002;38.9;0.0;6.4;0.0;1.2;1.0;28.9;1.3;37.2;1.7;0.0;0.6;1.5
336;175 Overige textielproductenindustrie;2003;26.5;0.1;4.9;0.0;1.1;1.0;17.9;1.5;25.9;0.5;0.4;8.6;0.3
337;175 Overige textielproductenindustrie;2004;37.3;0.6;3.9;0.3;2.2;6.0;22.4;1.8;36.4;0.9;0.1;1.9;7.5
338;175 Overige textielproductenindustrie;2005;30.7;0.0;5.5;0.0;1.0;1.1;21.6;1.4;30.4;0.4;0.1;3.2;1.2
339;175 Overige textielproductenindustrie;2006;19.1;0.0;1.1;0.1;0.8;0.5;15.8;0.8;18.5;0.6;0.1;1.6;2.5
340;175 Overige textielproductenindustrie;2007;40.0;0.0;12.4;0.1;1.3;2.2;23.1;1.0;39.5;0.5;1.0;2.0;5.0
341;175 Overige textielproductenindustrie;2008;23.6;0.0;0.5;0.3;1.1;1.0;18.5;2.1;20.0;3.7;;;0.4
342;1753 Vilt- en vezelvliesindustrie;2000;;;;;;;;;;;;;
343;1753 Vilt- en vezelvliesindustrie;2001;;;;;;;;;;;;;
344;1753 Vilt- en vezelvliesindustrie;2002;9.6;0.0;0.1;0.0;0.0;0.1;9.3;0.1;9.6;0.0;0.0;0.1;0.0
345;1753 Vilt- en vezelvliesindustrie;2003;3.9;0.1;1.1;0.0;0.1;0.1;2.4;0.2;3.8;0.1;0.0;0.1;0.0
346;1753 Vilt- en vezelvliesindustrie;2004;;;;;;;;;;;;;
347;1753 Vilt- en vezelvliesindustrie;2005;4.2;0.0;0.4;0.0;0.0;0.1;3.6;0.0;4.1;0.0;0.0;0.4;0.0
348;1753 Vilt- en vezelvliesindustrie;2006;3.8;0.0;0.2;0.0;0.0;0.0;3.5;0.0;3.7;0.1;0.0;0.5;0.8
349;1753 Vilt- en vezelvliesindustrie;2007;5.5;0.0;0.2;0.0;0.0;0.8;4.4;0.0;5.4;0.1;0.0;0.1;2.5
350;1753 Vilt- en vezelvliesindustrie;2008;;;;;;;;;;;;;
351;18 Kleding- en bontindustrie;2000;23.8;0.9;4.2;0.0;4.7;3.2;8.7;2.0;22.5;1.3;1.1;3.9;5.8
352;18 Kleding- en bontindustrie;2001;17.3;1.1;3.5;0.2;1.5;2.0;7.2;2.0;16.0;1.4;0.5;2.6;0.5
353;18 Kleding- en bontindustrie;2002;15.8;0.0;0.7;0.0;1.8;2.6;9.3;1.4;15.5;0.4;0.0;1.7;0.2
354;18 Kleding- en bontindustrie;2003;7.1;0.0;0.2;0.0;1.2;1.6;2.1;2.1;6.5;0.6;0.1;0.6;8.2
355;18 Kleding- en bontindustrie;2004;;;;;;;;;;;;;
356;18 Kleding- en bontindustrie;2005;;;;;;;;;;;;;
357;18 Kleding- en bontindustrie;2006;13.9;0.0;3.6;0.0;1.4;1.3;3.3;4.4;12.3;1.6;0.3;2.2;1.1
358;18 Kleding- en bontindustrie;2007;13.1;0.0;1.2;0.0;3.7;1.7;3.2;3.3;13.0;0.1;0.8;2.2;3.1
359;18 Kleding- en bontindustrie;2008;6.0;0.0;0.4;0.0;1.6;1.0;1.3;1.7;5.1;0.9;;;2.6
360;DC Leer-, lederwaren- en schoenindustrie;2000;7.9;0.4;0.5;0.0;2.0;0.5;3.0;1.5;7.2;0.7;0.1;0.4;6.5
361;DC Leer-, lederwaren- en schoenindustrie;2001;4.8;0.1;0.8;0.0;0.4;0.5;1.1;1.9;4.1;0.7;0.2;0.3;0.1
362;DC Leer-, lederwaren- en schoenindustrie;2002;8.5;0.0;1.9;0.0;0.4;0.6;4.4;1.2;7.9;0.6;0.1;5.1;0.8
363;DC Leer-, lederwaren- en schoenindustrie;2003;7.4;0.0;0.6;0.0;0.8;0.5;3.9;1.6;6.8;0.6;0.0;2.4;0.2
364;DC Leer-, lederwaren- en schoenindustrie;2004;;;;;;;;;;;;;
365;DC Leer-, lederwaren- en schoenindustrie;2005;5.7;0.0;0.0;0.0;1.0;0.9;2.9;1.0;5.5;0.2;0.0;0.4;0.2
366;DC Leer-, lederwaren- en schoenindustrie;2006;5.8;0.0;0.3;0.0;0.7;0.5;2.4;1.8;5.6;0.2;0.0;0.1;0.3
367;DC Leer-, lederwaren- en schoenindustrie;2007;8.9;0.0;0.5;0.0;0.7;0.4;4.5;2.8;8.6;0.3;0.0;0.6;0.1
368;DC Leer-, lederwaren- en schoenindustrie;2008;9.9;1.1;1.0;0.0;1.3;0.4;4.8;1.2;8.7;1.2;;;0.2
369;19 Leer-, lederwaren- en schoenindustrie;2000;7.9;0.4;0.5;0.0;2.0;0.5;3.0;1.5;7.2;0.7;0.1;0.4;6.5
370;19 Leer-, lederwaren- en schoenindustrie;2001;4.8;0.1;0.8;0.0;0.4;0.5;1.1;1.9;4.1;0.7;0.2;0.3;0.1
371;19 Leer-, lederwaren- en schoenindustrie;2002;8.5;0.0;1.9;0.0;0.4;0.6;4.4;1.2;7.9;0.6;0.1;5.1;0.8
372;19 Leer-, lederwaren- en schoenindustrie;2003;7.4;0.0;0.6;0.0;0.8;0.5;3.9;1.6;6.8;0.6;0.0;2.4;0.2
373;19 Leer-, lederwaren- en schoenindustrie;2004;;;;;;;;;;;;;
374;19 Leer-, lederwaren- en schoenindustrie;2005;5.7;0.0;0.0;0.0;1.0;0.9;2.9;1.0;5.5;0.2;0.0;0.4;0.2
375;19 Leer-, lederwaren- en schoenindustrie;2006;5.8;0.0;0.3;0.0;0.7;0.5;2.4;1.8;5.6;0.2;0.0;0.1;0.3
376;19 Leer-, lederwaren- en schoenindustrie;2007;8.9;0.0;0.5;0.0;0.7;0.4;4.5;2.8;8.6;0.3;0.0;0.6;0.1
377;19 Leer-, lederwaren- en schoenindustrie;2008;9.9;1.1;1.0;0.0;1.3;0.4;4.8;1.2;8.7;1.2;;;0.2
378;193 Schoenindustrie;2000;5.5;0.4;0.5;0.0;1.1;0.3;2.0;1.2;5.1;0.5;0.1;0.4;6.5
379;193 Schoenindustrie;2001;2.6;0.0;0.1;0.0;0.3;0.2;0.6;1.4;2.6;0.0;0.2;0.3;0.0
380;193 Schoenindustrie;2002;;;;;;;;;;;;;
381;193 Schoenindustrie;2003;2.6;0.0;0.6;0.0;0.0;0.4;0.5;1.0;2.4;0.2;0.0;0.2;0.0
382;193 Schoenindustrie;2004;7.6;0.0;4.5;0.0;0.1;0.7;1.6;0.7;3.4;4.1;0.0;1.3;0.2
383;193 Schoenindustrie;2005;3.6;0.0;0.0;0.0;0.3;0.5;2.2;0.6;3.5;0.1;0.0;0.2;0.1
384;193 Schoenindustrie;2006;3.4;0.0;0.1;0.0;0.1;0.2;1.2;1.7;3.3;0.0;0.0;0.1;0.3
385;193 Schoenindustrie;2007;6.7;0.0;0.4;0.0;0.5;0.3;2.8;2.7;6.6;0.1;0.0;0.6;0.0
386;193 Schoenindustrie;2008;4.6;0.0;1.0;0.0;0.2;0.2;2.3;1.1;4.6;0.0;;;0.0
387;1930 Schoenindustrie;2000;5.5;0.4;0.5;0.0;1.1;0.3;2.0;1.2;5.1;0.5;0.1;0.4;6.5
388;1930 Schoenindustrie;2001;2.6;0.0;0.1;0.0;0.3;0.2;0.6;1.4;2.6;0.0;0.2;0.3;0.0
389;1930 Schoenindustrie;2002;;;;;;;;;;;;;
390;1930 Schoenindustrie;2003;2.6;0.0;0.6;0.0;0.0;0.4;0.5;1.0;2.4;0.2;0.0;0.2;0.0
391;1930 Schoenindustrie;2004;7.6;0.0;4.5;0.0;0.1;0.7;1.6;0.7;3.4;4.1;0.0;1.3;0.2
392;1930 Schoenindustrie;2005;3.6;0.0;0.0;0.0;0.3;0.5;2.2;0.6;3.5;0.1;0.0;0.2;0.1
393;1930 Schoenindustrie;2006;3.4;0.0;0.1;0.0;0.1;0.2;1.2;1.7;3.3;0.0;0.0;0.1;0.3
394;1930 Schoenindustrie;2007;6.7;0.0;0.4;0.0;0.5;0.3;2.8;2.7;6.6;0.1;0.0;0.6;0.0
395;1930 Schoenindustrie;2008;4.6;0.0;1.0;0.0;0.2;0.2;2.3;1.1;4.6;0.0;;;0.0
396;DD Hout-,kurk-,rietwarenind (ex meubels);2000;93.2;2.7;20.2;1.5;12.5;4.7;46.5;5.1;83.3;9.8;0.9;4.2;6.4
397;DD Hout-,kurk-,rietwarenind (ex meubels);2001;123.5;2.2;30.3;1.7;11.4;3.9;64.9;9.1;110.4;13.0;3.6;25.6;26.6
398;DD Hout-,kurk-,rietwarenind (ex meubels);2002;96.9;2.2;16.2;0.5;9.8;4.2;55.3;8.6;84.9;12.0;3.4;12.4;6.5
399;DD Hout-,kurk-,rietwarenind (ex meubels);2003;71.4;1.7;9.7;1.4;9.7;3.2;40.8;4.9;66.6;4.8;3.1;6.0;8.5
400;DD Hout-,kurk-,rietwarenind (ex meubels);2004;88.6;11.9;13.9;1.1;9.7;3.9;41.7;6.4;66.8;21.8;3.3;10.5;5.5
401;DD Hout-,kurk-,rietwarenind (ex meubels);2005;102.9;1.7;22.8;0.3;10.8;4.4;52.5;10.3;95.3;7.6;2.8;6.6;10.6
402;DD Hout-,kurk-,rietwarenind (ex meubels);2006;94.7;4.3;16.2;0.5;11.1;4.5;49.5;8.5;85.3;9.4;3.9;8.1;4.7
403;DD Hout-,kurk-,rietwarenind (ex meubels);2007;163.9;2.3;49.9;1.1;15.6;5.4;79.5;10.0;147.0;16.9;10.4;7.6;20.9
404;DD Hout-,kurk-,rietwarenind (ex meubels);2008;115.8;1.7;21.9;1.1;12.9;3.6;65.8;8.8;109.3;6.4;;;8.0
405;20 Hout-,kurk-,rietwarenind,geen meubels;2000;93.2;2.7;20.2;1.5;12.5;4.7;46.5;5.1;83.3;9.8;0.9;4.2;6.4
406;20 Hout-,kurk-,rietwarenind,geen meubels;2001;123.5;2.2;30.3;1.7;11.4;3.9;64.9;9.1;110.4;13.0;3.6;25.6;26.6
407;20 Hout-,kurk-,rietwarenind,geen meubels;2002;96.9;2.2;16.2;0.5;9.8;4.2;55.3;8.6;84.9;12.0;3.4;12.4;6.5
408;20 Hout-,kurk-,rietwarenind,geen meubels;2003;71.4;1.7;9.7;1.4;9.7;3.2;40.8;4.9;66.6;4.8;3.1;6.0;8.5
409;20 Hout-,kurk-,rietwarenind,geen meubels;2004;88.6;11.9;13.9;1.1;9.7;3.9;41.7;6.4;66.8;21.8;3.3;10.5;5.5
410;20 Hout-,kurk-,rietwarenind,geen meubels;2005;102.9;1.7;22.8;0.3;10.8;4.4;52.5;10.3;95.3;7.6;2.8;6.6;10.6
411;20 Hout-,kurk-,rietwarenind,geen meubels;2006;94.7;4.3;16.2;0.5;11.1;4.5;49.5;8.5;85.3;9.4;3.9;8.1;4.7
412;20 Hout-,kurk-,rietwarenind,geen meubels;2007;163.9;2.3;49.9;1.1;15.6;5.4;79.5;10.0;147.0;16.9;10.4;7.6;20.9
413;20 Hout-,kurk-,rietwarenind,geen meubels;2008;115.8;1.7;21.9;1.1;12.9;3.6;65.8;8.8;109.3;6.4;;;8.0
414;205 Overige hout-, kurk- en rietwarenind;2000;15.7;0.3;6.9;0.0;2.0;0.6;4.9;0.9;14.0;1.6;0.0;0.1;1.0
415;205 Overige hout-, kurk- en rietwarenind;2001;22.7;0.5;8.0;0.0;1.8;0.3;11.5;0.5;21.2;1.5;0.0;0.1;0.2
416;205 Overige hout-, kurk- en rietwarenind;2002;7.6;0.1;1.2;0.0;1.1;0.6;3.7;0.9;7.0;0.6;0.0;0.9;2.1
417;205 Overige hout-, kurk- en rietwarenind;2003;7.6;0.0;0.9;0.7;1.7;0.3;3.3;0.7;7.5;0.1;0.0;0.1;3.8
418;205 Overige hout-, kurk- en rietwarenind;2004;15.1;4.4;3.1;0.0;1.5;0.3;4.6;1.1;10.6;4.5;0.1;0.6;0.3
419;205 Overige hout-, kurk- en rietwarenind;2005;;;;;;;;;;;;;
420;205 Overige hout-, kurk- en rietwarenind;2006;5.3;0.8;0.7;0.0;1.2;0.4;1.8;0.4;3.7;1.7;0.0;1.0;0.3
421;205 Overige hout-, kurk- en rietwarenind;2007;14.5;0.0;5.5;0.0;1.7;1.6;5.3;0.4;14.4;0.1;2.8;0.8;0.4
422;205 Overige hout-, kurk- en rietwarenind;2008;11.0;0.1;3.0;0.0;2.5;0.3;4.6;0.6;10.2;0.8;;;1.5
423;DE Papier-, karton- en grafische ind.;2000;901.6;6.1;144.7;1.9;33.2;115.6;535.3;64.8;863.9;37.7;35.0;86.6;99.6
424;DE Papier-, karton- en grafische ind.;2001;792.3;6.4;97.2;1.6;19.5;95.5;501.5;70.6;757.6;34.8;35.8;165.8;109.6
425;DE Papier-, karton- en grafische ind.;2002;829.2;6.3;146.4;1.8;15.3;71.4;544.7;43.2;793.6;35.6;16.8;123.6;60.5
426;DE Papier-, karton- en grafische ind.;2003;561.8;2.7;72.9;0.9;24.2;45.5;375.8;39.8;527.4;34.4;16.3;94.9;82.4
427;DE Papier-, karton- en grafische ind.;2004;690.0;9.2;64.2;2.0;21.0;60.9;481.4;51.3;659.6;30.4;28.1;156.8;73.0
428;DE Papier-, karton- en grafische ind.;2005;743.4;1.2;71.1;2.8;17.7;55.9;533.9;60.7;709.2;34.2;48.6;112.6;59.2
429;DE Papier-, karton- en grafische ind.;2006;561.7;9.7;70.8;1.0;15.8;48.5;365.4;50.5;528.7;33.1;24.7;65.9;70.9
