ID;Creditproviders;Periods;NewLoans_1;OutstandingContracts_2;CreditGranted_3;Interest_4;Repayments_5;OutstandingBalance_6;OutstandingBalanceExclInterest_7;OutstandingContracts_8;LimitsGranted_9;NewLimitsGranted_10;CreditGranted_11;Interest_12;Repayments_13;OutstandingBalance_14;LimitsGranted_15;NewLimitsGranted_16;OutstandingContracts_17;LimitsGranted_18;NewLimitsGranted_19;CreditGranted_20;Interest_21;Repayments_22;OutstandingBalance_23;LimitsGranted_24;NewLimitsGranted_25
539;Municipal credit banks;2010 September;1.0;33.0;4.0;1.0;3.0;72.0;66.0;4.0;4;0;0;0;0;12;14;0;;;;;;;;;
540;Municipal credit banks;2010 October;1.0;33.0;2.0;0.0;3.0;71.0;66.0;4.0;4;0;0;0;0;12;14;0;;;;;;;;;
541;Municipal credit banks;2010 November;1.0;33.0;3.0;0.0;3.0;71.0;65.0;4.0;4;0;0;0;1;12;14;0;;;;;;;;;
542;Municipal credit banks;2010 December;1.0;32.0;3.0;0.0;3.0;71.0;65.0;4.0;4;0;0;0;1;12;14;0;;;;;;;;;
543;Municipal credit banks;2011 January;1.0;33.0;3.0;0.0;3.0;71.0;65.0;4.0;4;0;0;0;1;11;14;0;;;;;;;;;
544;Municipal credit banks;2011 February;1.0;32.0;3.0;0.0;3.0;72.0;65.0;4.0;4;0;0;0;0;11;14;0;;;;;;;;;
545;Municipal credit banks;2011 March;1.0;32.0;3.0;0.0;4.0;71.0;65.0;4.0;4;0;0;0;0;11;14;0;;;;;;;;;
546;Municipal credit banks;2011 April;1.0;32.0;2.0;0.0;3.0;71.0;65.0;4.0;4;0;0;0;0;11;14;0;;;;;;;;;
547;Municipal credit banks;2011 May;1.0;32.0;2.0;0.0;3.0;71.0;65.0;4.0;4;0;0;0;0;11;14;0;;;;;;;;;
548;Municipal credit banks;2011 June;1.0;32.0;3.0;0.0;4.0;70.0;65.0;4.0;4;0;0;0;0;11;14;0;;;;;;;;;
549;Municipal credit banks;2011 July;1.0;32.0;2.0;0.0;3.0;71.0;65.0;4.0;4;0;0;0;0;11;14;0;;;;;;;;;
550;Municipal credit banks;2011 August;1.0;32.0;3.0;0.0;4.0;70.0;64.0;4.0;4;0;0;0;0;11;14;0;;;;;;;;;
551;Municipal credit banks;2011 September;1.0;32.0;3.0;0.0;3.0;70.0;64.0;4.0;4;0;0;0;0;11;14;0;;;;;;;;;
552;Municipal credit banks;2011 October;1.0;32.0;2.0;0.0;3.0;69.0;64.0;4.0;4;0;0;0;0;11;14;0;;;;;;;;;
553;Municipal credit banks;2011 November;1.0;32.0;3.0;0.0;3.0;69.0;63.0;4.0;4;0;0;0;0;11;14;0;;;;;;;;;
554;Municipal credit banks;2011 December;1.0;32.0;3.0;0.0;3.0;69.0;63.0;4.0;4;0;0;0;0;11;14;0;;;;;;;;;
555;Municipal credit banks;2012 January;1.0;31.0;2.0;0.0;3.0;69.0;63.0;4.0;4;0;0;0;0;11;14;0;;;;;;;;;
556;Municipal credit banks;2012 February;1.0;34.0;3.0;0.0;2.0;70.0;64.0;4.0;4;0;0;0;0;11;14;0;;;;;;;;;
557;Municipal credit banks;2012 March;1.0;34.0;3.0;0.0;3.0;70.0;64.0;4.0;4;0;0;0;-1;12;15;0;;;;;;;;;
558;Municipal credit banks;2012 April;1.0;34.0;4.0;0.0;4.0;70.0;64.0;4.0;4;0;0;0;2;10;13;0;;;;;;;;;
559;Municipal credit banks;2012 May;1.0;34.0;2.0;0.0;3.0;69.0;64.0;4.0;4;0;0;0;0;10;13;0;;;;;;;;;
560;Municipal credit banks;2012 June;1.0;34.0;2.0;0.0;3.0;70.0;64.0;4.0;4;0;0;0;0;10;13;0;;;;;;;;;
561;Municipal credit banks;2012 July;1.0;33.0;2.0;0.0;2.0;70.0;64.0;3.0;3;0;0;0;0;10;13;0;;;;;;;;;
562;Municipal credit banks;2012 August;1.0;33.0;2.0;0.0;3.0;70.0;64.0;3.0;3;0;0;0;0;10;13;0;;;;;;;;;
563;Municipal credit banks;2012 September;1.0;33.0;3.0;0.0;3.0;70.0;64.0;3.0;3;0;0;0;0;10;13;0;;;;;;;;;
564;Municipal credit banks;2012 October;1.0;33.0;2.0;0.0;3.0;69.0;63.0;3.0;3;0;0;0;0;10;13;0;;;;;;;;;
565;Municipal credit banks;2012 November;1.0;33.0;2.0;0.0;3.0;69.0;63.0;3.0;3;0;0;0;0;10;13;0;;;;;;;;;
566;Municipal credit banks;2012 December;1.0;32.0;2.0;0.0;3.0;68.0;62.0;3.0;3;0;0;0;0;10;12;0;;;;;;;;;
567;Municipal credit banks;2013 January;1.0;33.0;2.0;0.0;2.0;68.0;62.0;3.0;3;0;0;0;0;10;12;0;;;;;;;;;
568;Municipal credit banks;2013 February;1.0;33.0;2.0;0.0;2.0;67.0;61.0;3.0;3;0;0;0;0;10;12;0;;;;;;;;;
569;Municipal credit banks;2013 March;1.0;32.0;2.0;0.0;2.0;67.0;62.0;3.0;3;0;0;0;0;9;12;0;;;;;;;;;
570;Municipal credit banks;2013 April;1.0;32.0;2.0;0.0;3.0;66.0;60.0;3.0;3;0;0;0;0;9;12;0;;;;;;;;;
571;Municipal credit banks;2013 May;1.0;32.0;2.0;0.0;3.0;66.0;61.0;3.0;3;0;0;0;0;9;12;0;;;;;;;;;
572;Municipal credit banks;2013 June;1.0;32.0;2.0;0.0;3.0;65.0;60.0;3.0;3;0;0;0;0;9;12;0;;;;;;;;;
573;Municipal credit banks;2013 July;1.0;32.0;2.0;0.0;3.0;65.0;59.0;3.0;3;0;0;0;0;9;12;0;;;;;;;;;
574;Municipal credit banks;2013 August;1.0;32.0;2.0;0.0;3.0;65.0;59.0;3.0;3;0;0;0;0;9;12;0;;;;;;;;;
575;Municipal credit banks;2013 September;1.0;29.0;3.0;0.0;3.0;64.0;59.0;4.0;4;0;0;0;0;10;13;0;;;;;;;;;
576;Municipal credit banks;2013 October;1.0;30.0;3.0;0.0;2.0;65.0;60.0;4.0;4;0;0;0;0;10;13;0;;;;;;;;;
577;Municipal credit banks;2013 November;1.0;29.0;2.0;0.0;3.0;65.0;60.0;4.0;4;0;0;0;0;10;13;0;;;;;;;;;
578;Municipal credit banks;2013 December;1.0;30.0;2.0;0.0;3.0;64.0;59.0;4.0;4;0;0;0;0;10;13;0;;;;;;;;;
579;Mail-order companies;1998 January;;;;;;;;;2902;50;38;5;34;362;2366;34;;;;;;;;;
580;Mail-order companies;1998 February;;;;;;;;;2904;55;30;5;37;360;2378;32;;;;;;;;;
581;Mail-order companies;1998 March;;;;;;;;;2917;49;36;5;37;364;2392;32;;;;;;;;;
582;Mail-order companies;1998 April;;;;;;;;;2938;58;34;6;39;365;2406;40;;;;;;;;;
583;Mail-order companies;1998 May;;;;;;;;;2957;44;30;5;34;365;2421;31;;;;;;;;;
584;Mail-order companies;1998 June;;;;;;;;;2951;40;27;5;38;360;2421;29;;;;;;;;;
585;Mail-order companies;1998 July;;;;;;;;;2967;48;35;5;40;360;2458;34;;;;;;;;;
586;Mail-order companies;1998 August;;;;;;;;;2992;50;32;5;35;362;2474;33;;;;;;;;;
587;Mail-order companies;1998 September;;;;;;;;;3014;52;34;5;35;367;2488;31;;;;;;;;;
588;Mail-order companies;1998 October;;;;;;;;;3038;53;35;5;40;367;2502;35;;;;;;;;;
589;Mail-order companies;1998 November;;;;;;;;;3054;39;29;5;35;366;2514;26;;;;;;;;;
590;Mail-order companies;1998 December;;;;;;;;;3055;37;27;5;33;365;2519;28;;;;;;;;;
591;Mail-order companies;1999 January;;;;;;;;;3070;47;43;5;41;373;2552;31;;;;;;;;;
592;Mail-order companies;1999 February;;;;;;;;;3090;52;36;5;39;374;2562;29;;;;;;;;;
593;Mail-order companies;1999 March;;;;;;;;;3104;45;34;5;41;372;2571;28;;;;;;;;;
594;Mail-order companies;1999 April;;;;;;;;;3121;54;40;5;39;379;2581;32;;;;;;;;;
595;Mail-order companies;1999 May;;;;;;;;;3110;35;33;5;41;376;2576;24;;;;;;;;;
596;Mail-order companies;1999 June;;;;;;;;;3095;36;33;5;41;373;2549;26;;;;;;;;;
597;Mail-order companies;1999 July;;;;;;;;;3109;46;37;5;44;371;2598;32;;;;;;;;;
598;Mail-order companies;1999 August;;;;;;;;;3126;46;37;5;40;374;2608;30;;;;;;;;;
599;Mail-order companies;1999 September;;;;;;;;;3141;50;39;5;39;378;2615;31;;;;;;;;;
600;Mail-order companies;1999 October;;;;;;;;;3160;55;43;5;46;381;2625;36;;;;;;;;;
601;Mail-order companies;1999 November;;;;;;;;;3073;37;31;5;39;378;2574;25;;;;;;;;;
602;Mail-order companies;1999 December;;;;;;;;;3071;42;35;6;43;376;2575;31;;;;;;;;;
603;Mail-order companies;2000 January;;;;;;;;;3185;112;47;5;46;382;2664;50;;;;;;;;;
604;Mail-order companies;2000 February;;;;;;;;;3303;126;45;5;45;387;2703;55;;;;;;;;;
605;Mail-order companies;2000 March;;;;;;;;;3386;116;42;5;46;388;2720;58;;;;;;;;;
606;Mail-order companies;2000 April;;;;;;;;;3509;182;47;5;51;389;2763;92;;;;;;;;;
607;Mail-order companies;2000 May;;;;;;;;;3591;133;39;5;44;390;2800;93;;;;;;;;;
608;Mail-order companies;2000 June;;;;;;;;;3671;163;39;6;46;388;2848;196;;;;;;;;;
609;Mail-order companies;2000 July;;;;;;;;;3828;183;47;5;49;392;2934;105;;;;;;;;;
610;Mail-order companies;2000 August;;;;;;;;;3978;141;38;6;44;392;2989;81;;;;;;;;;
611;Mail-order companies;2000 September;;;;;;;;;4094;140;45;6;45;397;3026;76;;;;;;;;;
612;Mail-order companies;2000 October;;;;;;;;;4212;160;50;6;51;403;3066;90;;;;;;;;;
613;Mail-order companies;2000 November;;;;;;;;;4323;143;40;6;46;403;3111;108;;;;;;;;;
614;Mail-order companies;2000 December;;;;;;;;;4405;132;36;6;44;401;3129;85;;;;;;;;;
615;Mail-order companies;2001 January;;;;;;;;;4405;119;43;6;39;412;3398;100;;;;;;;;;
616;Mail-order companies;2001 February;;;;;;;;;4421;123;38;7;40;415;3458;92;;;;;;;;;
617;Mail-order companies;2001 March;;;;;;;;;4423;99;40;6;44;418;3461;85;;;;;;;;;
618;Mail-order companies;2001 April;;;;;;;;;4435;124;46;6;48;423;3469;108;;;;;;;;;
619;Mail-order companies;2001 May;;;;;;;;;4437;91;37;7;43;424;3473;84;;;;;;;;;
620;Mail-order companies;2001 June;;;;;;;;;4438;95;37;7;45;422;3478;95;;;;;;;;;
621;Mail-order companies;2001 July;;;;;;;;;4434;102;43;7;45;427;3750;104;;;;;;;;;
622;Mail-order companies;2001 August;;;;;;;;;4427;79;35;7;39;430;3750;83;;;;;;;;;
623;Mail-order companies;2001 September;;;;;;;;;4426;84;41;7;43;434;3750;77;;;;;;;;;
624;Mail-order companies;2001 October;;;;;;;;;4423;94;40;7;40;442;3753;100;;;;;;;;;
625;Mail-order companies;2001 November;;;;;;;;;4396;80;34;7;34;449;3739;91;;;;;;;;;
626;Mail-order companies;2001 December;;;;;;;;;4365;78;33;7;33;455;3749;96;;;;;;;;;
627;Mail-order companies;2002 January;;;;;;;;;4388;76;41;7;35;469;3951;73;;;;;;;;;
628;Mail-order companies;2002 February;;;;;;;;;4424;71;38;7;41;473;3969;75;;;;;;;;;
629;Mail-order companies;2002 March;;;;;;;;;4454;66;40;7;42;478;3988;64;;;;;;;;;
630;Mail-order companies;2002 April;;;;;;;;;4496;81;40;7;44;482;4012;76;;;;;;;;;
631;Mail-order companies;2002 May;;;;;;;;;4539;66;32;7;38;483;4041;72;;;;;;;;;
632;Mail-order companies;2002 June;;;;;;;;;4525;82;34;8;44;481;4029;85;;;;;;;;;
633;Mail-order companies;2002 July;;;;;;;;;4543;98;58;8;42;504;4215;118;;;;;;;;;
634;Mail-order companies;2002 August;;;;;;;;;4639;79;37;8;40;509;4235;82;;;;;;;;;
635;Mail-order companies;2002 September;;;;;;;;;4685;69;40;8;43;513;4248;69;;;;;;;;;
636;Mail-order companies;2002 October;;;;;;;;;4770;84;43;8;44;521;4277;87;;;;;;;;;
637;Mail-order companies;2002 November;;;;;;;;;4788;91;36;8;39;526;4284;103;;;;;;;;;
638;Mail-order companies;2002 December;;;;;;;;;4691;65;35;8;39;530;4254;79;;;;;;;;;
639;Mail-order companies;2003 January;;;;;;;;;4953;99;47;8;42;543;4537;78;;;;;;;;;
640;Mail-order companies;2003 February;;;;;;;;;4936;46;39;8;45;546;4555;31;;;;;;;;;
641;Mail-order companies;2003 March;;;;;;;;;4914;79;41;8;44;552;4576;57;;;;;;;;;
642;Mail-order companies;2003 April;;;;;;;;;4889;81;44;8;47;558;4592;69;;;;;;;;;
643;Mail-order companies;2003 May;;;;;;;;;4736;70;31;8;41;556;4532;52;;;;;;;;;
644;Mail-order companies;2003 June;;;;;;;;;4532;96;35;8;46;554;4415;70;;;;;;;;;
645;Mail-order companies;2003 July;;;;;;;;;4621;86;44;8;43;563;4635;68;;;;;;;;;
646;Mail-order companies;2003 August;;;;;;;;;4614;71;34;8;43;562;4664;55;;;;;;;;;
647;Mail-order companies;2003 September;;;;;;;;;4656;78;37;8;39;567;4725;63;;;;;;;;;
648;Mail-order companies;2003 October;;;;;;;;;4540;64;38;8;44;570;4692;51;;;;;;;;;
649;Mail-order companies;2003 November;;;;;;;;;4427;75;34;8;43;569;4654;61;;;;;;;;;
650;Mail-order companies;2003 December;;;;;;;;;4276;71;32;8;35;575;4601;64;;;;;;;;;
651;Mail-order companies;2004 January;;;;;;;;;4567;65;42;8;46;578;4921;51;;;;;;;;;
652;Mail-order companies;2004 February;;;;;;;;;4604;69;32;8;40;580;4936;51;;;;;;;;;
653;Mail-order companies;2004 March;;;;;;;;;4657;66;38;8;45;581;4964;49;;;;;;;;;
654;Mail-order companies;2004 April;;;;;;;;;4641;89;36;8;45;580;4942;62;;;;;;;;;
655;Mail-order companies;2004 May;;;;;;;;;4617;84;32;8;43;578;4917;73;;;;;;;;;
656;Mail-order companies;2004 June;;;;;;;;;4523;68;35;8;45;575;4845;57;;;;;;;;;
657;Mail-order companies;2004 July;;;;;;;;;4630;67;39;8;47;576;5059;62;;;;;;;;;
658;Mail-order companies;2004 August;;;;;;;;;4681;55;32;8;42;574;5082;48;;;;;;;;;
659;Mail-order companies;2004 September;;;;;;;;;4690;69;33;8;39;576;5078;57;;;;;;;;;
660;Mail-order companies;2004 October;;;;;;;;;4729;71;39;8;46;578;5090;58;;;;;;;;;
661;Mail-order companies;2004 November;;;;;;;;;4687;78;31;8;39;578;5047;64;;;;;;;;;
662;Mail-order companies;2004 December;;;;;;;;;4575;61;28;8;39;575;4959;65;;;;;;;;;
663;Mail-order companies;2005 January;;;;;;;;1102.0;4859;55;38;8;44;578;5257;57;;;;;;;;;
664;Mail-order companies;2005 February;;;;;;;;1109.0;4959;77;31;9;37;581;5282;76;;;;;;;;;
665;Mail-order companies;2005 March;;;;;;;;1118.0;5009;63;37;8;44;582;5271;63;;;;;;;;;
666;Mail-order companies;2005 April;;;;;;;;1132.0;5085;68;39;8;45;585;5277;70;;;;;;;;;
667;Mail-order companies;2005 May;;;;;;;;1135.0;5122;68;31;8;40;584;5264;80;;;;;;;;;
668;Mail-order companies;2005 June;;;;;;;;1117.0;5102;55;30;8;45;577;5212;49;;;;;;;;;
669;Mail-order companies;2005 July;;;;;;;;1115.0;5094;81;34;8;44;575;5334;82;;;;;;;;;
670;Mail-order companies;2005 August;;;;;;;;1116.0;5154;70;29;8;38;574;5335;70;;;;;;;;;
671;Mail-order companies;2005 September;;;;;;;;1122.0;5281;58;33;8;38;576;5380;63;;;;;;;;;
672;Mail-order companies;2005 October;;;;;;;;1120.0;5332;69;35;8;43;576;5374;77;;;;;;;;;
673;Mail-order companies;2005 November;;;;;;;;1116.0;5349;62;31;8;40;575;5344;70;;;;;;;;;
674;Mail-order companies;2005 December;;;;;;;;1100.0;5283;61;26;8;37;572;5256;67;;;;;;;;;
675;Mail-order companies;2006 January-I;;;;;;;;1083.0;5291;64;37;8;48;569;5569;63;;;;;;;;;
676;Mail-order companies;2006 January-II;;;;;;;;1083.0;5291;64;37;8;48;569;5569;63;;;;;;;;;
677;Mail-order companies;2006 February;;;;;;;;1054.0;5300;58;33;8;42;567;5637;59;;;;;;;;;
678;Mail-order companies;2006 March;;;;;;;;1041.0;5268;54;35;8;43;567;5594;33;;;;;;;;;
679;Mail-order companies;2006 April;;;;;;;;1028.0;5271;75;39;8;44;571;5653;80;;;;;;;;;
680;Mail-order companies;2006 May;;;;;;;;1012.0;5259;43;34;8;41;573;5708;46;;;;;;;;;
681;Mail-order companies;2006 June;;;;;;;;971.0;4990;57;34;8;48;567;5528;61;;;;;;;;;
682;Mail-order companies;2006 July;;;;;;;;958.0;4875;76;36;8;40;571;5813;78;;;;;;;;;
683;Mail-order companies;2006 August;;;;;;;;934.0;4876;61;30;8;37;572;5876;66;;;;;;;;;
684;Mail-order companies;2006 September;;;;;;;;911.0;4879;69;35;8;39;576;5940;71;;;;;;;;;
685;Mail-order companies;2006 October;;;;;;;;896.0;4863;46;36;8;39;581;5991;65;;;;;;;;;
686;Mail-order companies;2006 November;;;;;;;;869.0;4827;52;31;8;37;583;6017;45;;;;;;;;;
687;Mail-order companies;2006 December;;;;;;;;851.0;4813;68;32;8;36;587;6051;67;;;;;;;;;
688;Mail-order companies;2007 January;;;;;;;;868.0;4859;57;33;8;40;588;6323;57;;;;;;;;;
689;Mail-order companies;2007 February;;;;;;;;849.0;4882;57;29;9;41;584;6331;55;;;;;;;;;
690;Mail-order companies;2007 March;;;;;;;;849.0;4896;64;33;8;42;584;6335;68;;;;;;;;;
691;Mail-order companies;2007 April;;;;;;;;857.0;4958;62;38;8;42;588;6393;67;;;;;;;;;
692;Mail-order companies;2007 May;;;;;;;;847.0;4984;56;30;8;41;585;6402;61;;;;;;;;;
693;Mail-order companies;2007 June;;;;;;;;839.0;5033;80;36;8;50;580;6421;80;;;;;;;;;
694;Mail-order companies;2007 July;;;;;;;;837.0;5031;57;35;8;40;582;6610;58;;;;;;;;;
695;Mail-order companies;2007 August;;;;;;;;829.0;5043;68;33;8;34;589;6612;71;;;;;;;;;
696;Mail-order companies;2007 September;;;;;;;;837.0;5051;78;37;8;38;596;6580;88;;;;;;;;;
697;Mail-order companies;2007 October;;;;;;;;836.0;5057;67;35;8;37;602;6585;81;;;;;;;;;
698;Mail-order companies;2007 November;;;;;;;;831.0;5066;71;33;8;37;606;6581;81;;;;;;;;;
699;Mail-order companies;2007 December;;;;;;;;822.0;5066;73;30;8;34;610;6559;77;;;;;;;;;
700;Mail-order companies;2008 January;;;;;;;;825.0;4956;77;34;9;38;615;6652;69;;;;;;;;;
701;Mail-order companies;2008 February;;;;;;;;815.0;4960;88;35;9;39;620;6647;77;;;;;;;;;
702;Mail-order companies;2008 March;;;;;;;;827.0;4954;72;37;8;40;624;6629;62;;;;;;;;;
703;Mail-order companies;2008 April;;;;;;;;829.0;4960;80;40;8;39;633;6624;72;;;;;;;;;
704;Mail-order companies;2008 May;;;;;;;;832.0;4711;78;40;8;43;636;6310;69;;;;;;;;;
705;Mail-order companies;2008 June;;;;;;;;833.0;4639;83;42;8;48;639;6207;72;;;;;;;;;
706;Mail-order companies;2008 July;;;;;;;;821.0;4671;83;46;8;48;644;6435;78;;;;;;;;;
707;Mail-order companies;2008 August;;;;;;;;795.0;4540;72;35;8;42;645;6288;69;;;;;;;;;
708;Mail-order companies;2008 September;;;;;;;;792.0;3774;80;41;10;44;652;5255;60;;;;;;;;;
709;Mail-order companies;2008 October;;;;;;;;787.0;3524;56;32;7;31;659;4926;75;;;;;;;;;
710;Mail-order companies;2008 November;;;;;;;;779.0;3474;50;34;8;36;666;4881;60;;;;;;;;;
711;Mail-order companies;2008 December;;;;;;;;774.0;3410;51;30;8;33;670;4811;45;;;;;;;;;
712;Mail-order companies;2009 January;;;;;;;;762.0;3392;47;28;9;37;670;4955;42;;;;;;;;;
713;Mail-order companies;2009 February;;;;;;;;749.0;3361;40;29;9;38;670;4928;73;;;;;;;;;
714;Mail-order companies;2009 March;;;;;;;;749.0;3355;46;36;10;50;667;4936;52;;;;;;;;;
715;Mail-order companies;2009 April;;;;;;;;752.0;3347;39;30;7;27;677;4942;42;;;;;;;;;
716;Mail-order companies;2009 May;;;;;;;;747.0;3315;41;27;9;37;676;4914;49;;;;;;;;;
717;Mail-order companies;2009 June;;;;;;;;741.0;3269;41;26;9;41;671;4874;44;;;;;;;;;
718;Mail-order companies;2009 July;;;;;;;;729.0;3257;46;29;8;40;667;4920;49;;;;;;;;;
719;Mail-order companies;2009 August;;;;;;;;717.0;3227;36;26;8;35;665;4893;41;;;;;;;;;
720;Mail-order companies;2009 September;;;;;;;;715.0;3232;45;33;9;40;667;4903;51;;;;;;;;;
721;Mail-order companies;2009 October;;;;;;;;709.0;3228;32;25;6;31;668;4903;37;;;;;;;;;
722;Mail-order companies;2009 November;;;;;;;;705.0;3197;34;28;8;34;670;4874;41;;;;;;;;;
723;Mail-order companies;2009 December;;;;;;;;702.0;3185;39;27;7;33;671;4843;45;;;;;;;;;
724;Mail-order companies;2010 January;;;;;;;;691.0;3150;36;23;6;32;669;4901;44;;;;;;;;;
725;Mail-order companies;2010 February;;;;;;;;686.0;3130;34;22;6;29;667;4925;41;;;;;;;;;
726;Mail-order companies;2010 March;;;;;;;;679.0;3079;38;28;7;38;664;4908;46;;;;;;;;;
727;Mail-order companies;2010 April;;;;;;;;669.0;2979;36;23;6;32;661;4829;42;;;;;;;;;
728;Mail-order companies;2010 May;;;;;;;;660.0;2931;38;21;6;31;656;4819;54;;;;;;;;;
729;Mail-order companies;2010 June;;;;;;;;652.0;2840;36;21;6;31;652;4726;43;;;;;;;;;
730;Mail-order companies;2010 July;;;;;;;;642.0;2794;40;23;6;32;649;4777;50;;;;;;;;;
731;Mail-order companies;2010 August;;;;;;;;636.0;2759;34;22;6;28;649;4780;42;;;;;;;;;
732;Mail-order companies;2010 September;;;;;;;;637.0;2738;32;28;6;33;649;4801;38;;;;;;;;;
733;Mail-order companies;2010 October;;;;;;;;631.0;2714;42;23;6;27;651;4815;51;;;;;;;;;
734;Mail-order companies;2010 November;;;;;;;;633.0;2691;39;26;6;28;655;4832;46;;;;;;;;;
735;Mail-order companies;2010 December;;;;;;;;630.0;2664;48;24;6;28;656;4840;51;;;;;;;;;
736;Mail-order companies;2011 January;;;;;;;;626.0;2647;43;25;6;32;655;4829;54;;;;;;;;;
737;Mail-order companies;2011 February;;;;;;;;624.0;2627;34;20;6;27;654;4775;44;;;;;;;;;
738;Mail-order companies;2011 March;;;;;;;;622.0;2609;48;23;6;33;650;4725;47;;;;;;;;;
739;Mail-order companies;2011 April;;;;;;;;620.0;2583;48;24;6;27;653;4662;57;;;;;;;;;
740;Mail-order companies;2011 May;;;;;;;;619.0;2560;41;20;6;29;649;4609;56;;;;;;;;;
741;Mail-order companies;2011 June;;;;;;;;613.0;2531;30;20;6;29;646;4544;40;;;;;;;;;
742;Mail-order companies;2011 July;;;;;;;;609.0;2522;41;23;6;34;642;4567;54;;;;;;;;;
743;Mail-order companies;2011 August;;;;;;;;609.0;2501;32;22;6;26;644;4515;42;;;;;;;;;
744;Mail-order companies;2011 September;;;;;;;;607.0;2496;29;28;6;32;646;4491;57;;;;;;;;;
745;Mail-order companies;2011 October;;;;;;;;604.0;2482;36;22;6;26;648;4453;66;;;;;;;;;
746;Mail-order companies;2011 November;;;;;;;;606.0;2473;33;25;6;27;653;4419;61;;;;;;;;;
747;Mail-order companies;2011 December;;;;;;;;603.0;2442;38;25;6;28;656;4410;98;;;;;;;;;
748;Mail-order companies;2012 January;;;;;;;;600.0;2445;40;25;6;32;654;4412;73;;;;;;;;;
749;Mail-order companies;2012 February;;;;;;;;598.0;2450;29;20;6;26;655;4414;57;;;;;;;;;
750;Mail-order companies;2012 March;;;;;;;;596.0;2457;27;25;6;33;653;4418;54;;;;;;;;;
751;Mail-order companies;2012 April;;;;;;;;597.0;2478;37;24;6;24;659;4441;69;;;;;;;;;
752;Mail-order companies;2012 May;;;;;;;;594.0;2463;27;22;6;27;660;4415;48;;;;;;;;;
753;Mail-order companies;2012 June;;;;;;;;589.0;2451;27;21;6;30;657;4391;45;;;;;;;;;
754;Mail-order companies;2012 July;;;;;;;;590.0;2473;31;25;6;31;656;4453;55;;;;;;;;;
755;Mail-order companies;2012 August;;;;;;;;587.0;2475;24;19;6;24;657;4452;43;;;;;;;;;
756;Mail-order companies;2012 September;;;;;;;;587.0;2489;27;28;6;30;660;4466;48;;;;;;;;;
757;Mail-order companies;2012 October;;;;;;;;586.0;2495;38;20;6;21;665;4469;65;;;;;;;;;
758;Mail-order companies;2012 November;;;;;;;;586.0;2504;31;23;6;25;668;4477;52;;;;;;;;;
759;Mail-order companies;2012 December;;;;;;;;582.0;2495;37;25;6;30;669;4459;66;;;;;;;;;
760;Mail-order companies;2013 January;;;;;;;;581.0;2496;23;21;5;28;667;4477;38;;;;;;;;;
761;Mail-order companies;2013 February;;;;;;;;578.0;2503;25;18;6;25;666;4478;41;;;;;;;;;
762;Mail-order companies;2013 March;;;;;;;;514.0;2511;24;23;6;83;611;4484;40;;;;;;;;;
763;Mail-order companies;2013 April;;;;;;;;512.0;2514;29;19;6;23;613;4485;52;;;;;;;;;
764;Mail-order companies;2013 May;;;;;;;;509.0;2516;30;18;6;26;611;4484;56;;;;;;;;;
765;Mail-order companies;2013 June;;;;;;;;501.0;2492;17;19;6;30;606;4443;29;;;;;;;;;
766;Mail-order companies;2013 July;;;;;;;;499.0;2498;29;22;6;31;603;4461;53;;;;;;;;;
767;Mail-order companies;2013 August;;;;;;;;498.0;2501;23;18;6;24;603;4460;39;;;;;;;;;
768;Mail-order companies;2013 September;;;;;;;;493.0;2606;26;22;6;29;600;4564;39;;;;;;;;;
769;Mail-order companies;2013 October;;;;;;;;493.0;2620;32;16;6;20;602;4577;49;;;;;;;;;
770;Mail-order companies;2013 November;;;;;;;;494.0;2635;26;16;6;21;602;4589;39;;;;;;;;;
771;Mail-order companies;2013 December;;;;;;;;494.0;2638;26;17;5;21;604;4590;43;;;;;;;;;
772;Finance companies total;1998 January;19.0;292.0;99.0;14.0;114.0;1870.0;1555.0;;1228;35;156;21;167;2806;4307;145;;29.0;2.0;30.0;2.0;8.0;395.0;438.0;27.0
773;Finance companies total;1998 February;16.0;298.0;79.0;14.0;76.0;1887.0;1566.0;;1258;43;159;20;166;2819;4328;160;;31.0;2.0;36.0;3.0;9.0;425.0;461.0;33.0
774;Finance companies total;1998 March;17.0;304.0;81.0;15.0;95.0;1888.0;1539.0;;1282;52;180;20;204;2816;4350;188;;33.0;3.0;47.0;3.0;15.0;459.0;494.0;46.0
775;Finance companies total;1998 April;16.0;310.0;77.0;13.0;84.0;1894.0;1570.0;;1311;39;172;23;168;2842;4411;156;;35.0;3.0;43.0;3.0;14.0;491.0;524.0;40.0
776;Finance companies total;1998 May;16.0;315.0;79.0;14.0;80.0;1907.0;1575.0;;1348;41;171;22;179;2857;4460;166;;36.0;3.0;40.0;3.0;12.0;522.0;554.0;36.0
777;Finance companies total;1998 June;22.0;319.0;107.0;19.0;93.0;1939.0;1601.0;;1333;44;162;21;180;2860;4490;164;;37.0;2.0;36.0;4.0;26.0;536.0;570.0;29.0
778;Finance companies total;1998 July;15.0;329.0;75.0;15.0;100.0;1929.0;1616.0;;1415;43;174;24;190;2868;4517;162;;40.0;3.0;41.0;3.0;13.0;568.0;601.0;38.0
779;Finance companies total;1998 August;13.0;333.0;63.0;11.0;66.0;1937.0;1599.0;;1448;41;162;23;172;2881;4540;169;;42.0;2.0;37.0;3.0;3.0;605.0;639.0;32.0
