ID;EnergySourcesTechniques;EnergyApplication;Periods;FinalConsumptionInTerajoule_1;InTotalEnergeticFinalConsumption_2;AvoidedPrimaryEnergyInTJ_3;AvoidedPrimaryEnergyInTotalUse_4;AvoidedCarbonDioxideEmissionInKton_5;AvoidedCO2EmissionInOfTotEmiss_6
385;Wind energy off shore;Total energy applications;1991;0.0;0.0;0.0;0.0;0.0;0.0
386;Wind energy off shore;Total energy applications;1992;0.0;0.0;0.0;0.0;0.0;0.0
387;Wind energy off shore;Total energy applications;1993;0.0;0.0;0.0;0.0;0.0;0.0
388;Wind energy off shore;Total energy applications;1994;0.0;0.0;0.0;0.0;0.0;0.0
389;Wind energy off shore;Total energy applications;1995;0.0;0.0;0.0;0.0;0.0;0.0
390;Wind energy off shore;Total energy applications;1996;0.0;0.0;0.0;0.0;0.0;0.0
391;Wind energy off shore;Total energy applications;1997;0.0;0.0;0.0;0.0;0.0;0.0
392;Wind energy off shore;Total energy applications;1998;0.0;0.0;0.0;0.0;0.0;0.0
393;Wind energy off shore;Total energy applications;1999;0.0;0.0;0.0;0.0;0.0;0.0
394;Wind energy off shore;Total energy applications;2000;0.0;0.0;0.0;0.0;0.0;0.0
395;Wind energy off shore;Total energy applications;2001;0.0;0.0;0.0;0.0;0.0;0.0
396;Wind energy off shore;Total energy applications;2002;0.0;0.0;0.0;0.0;0.0;0.0
397;Wind energy off shore;Total energy applications;2003;0.0;0.0;0.0;0.0;0.0;0.0
398;Wind energy off shore;Total energy applications;2004;0.0;0.0;0.0;0.0;0.0;0.0
399;Wind energy off shore;Total energy applications;2005;0.0;0.0;0.0;0.0;0.0;0.0
400;Wind energy off shore;Total energy applications;2006;228.0;0.01;530.0;0.02;37.0;0.02
401;Wind energy off shore;Total energy applications;2007;1092.0;0.05;2517.0;0.08;173.0;0.1
402;Wind energy off shore;Total energy applications;2008;1977.0;0.09;4641.0;0.14;320.0;0.18
403;Wind energy off shore;Total energy applications;2009;2588.0;0.12;5962.0;0.18;407.0;0.24
404;Wind energy off shore;Total energy applications;2010;2755.0;0.12;6205.0;0.18;418.0;0.23
405;Wind energy off shore;Total energy applications;2011;2674.0;0.12;5915.0;0.18;399.0;0.24
406;Wind energy off shore;Total energy applications;2012;2817.0;0.13;6247.0;0.19;445.0;0.27
407;Wind energy off shore;Total energy applications;2013;2648.0;0.12;6136.0;0.19;452.0;0.27
408;Wind energy off shore;Electricity;1990;0.0;0.0;0.0;0.0;0.0;0.0
409;Wind energy off shore;Electricity;1991;0.0;0.0;0.0;0.0;0.0;0.0
410;Wind energy off shore;Electricity;1992;0.0;0.0;0.0;0.0;0.0;0.0
411;Wind energy off shore;Electricity;1993;0.0;0.0;0.0;0.0;0.0;0.0
412;Wind energy off shore;Electricity;1994;0.0;0.0;0.0;0.0;0.0;0.0
413;Wind energy off shore;Electricity;1995;0.0;0.0;0.0;0.0;0.0;0.0
414;Wind energy off shore;Electricity;1996;0.0;0.0;0.0;0.0;0.0;0.0
415;Wind energy off shore;Electricity;1997;0.0;0.0;0.0;0.0;0.0;0.0
416;Wind energy off shore;Electricity;1998;0.0;0.0;0.0;0.0;0.0;0.0
417;Wind energy off shore;Electricity;1999;0.0;0.0;0.0;0.0;0.0;0.0
418;Wind energy off shore;Electricity;2000;0.0;0.0;0.0;0.0;0.0;0.0
419;Wind energy off shore;Electricity;2001;0.0;0.0;0.0;0.0;0.0;0.0
420;Wind energy off shore;Electricity;2002;0.0;0.0;0.0;0.0;0.0;0.0
421;Wind energy off shore;Electricity;2003;0.0;0.0;0.0;0.0;0.0;0.0
422;Wind energy off shore;Electricity;2004;0.0;0.0;0.0;0.0;0.0;0.0
423;Wind energy off shore;Electricity;2005;0.0;0.0;0.0;0.0;0.0;0.0
424;Wind energy off shore;Electricity;2006;228.0;0.01;530.0;0.02;37.0;0.02
425;Wind energy off shore;Electricity;2007;1092.0;0.05;2517.0;0.08;173.0;0.1
426;Wind energy off shore;Electricity;2008;1977.0;0.09;4641.0;0.14;320.0;0.18
427;Wind energy off shore;Electricity;2009;2588.0;0.12;5962.0;0.18;407.0;0.24
428;Wind energy off shore;Electricity;2010;2755.0;0.12;6205.0;0.18;418.0;0.23
429;Wind energy off shore;Electricity;2011;2674.0;0.12;5915.0;0.18;399.0;0.24
430;Wind energy off shore;Electricity;2012;2817.0;0.13;6247.0;0.19;445.0;0.27
431;Wind energy off shore;Electricity;2013;2648.0;0.12;6136.0;0.19;452.0;0.27
432;Wind energy off shore;Heat;1990;;;;;;
433;Wind energy off shore;Heat;1991;;;;;;
434;Wind energy off shore;Heat;1992;;;;;;
435;Wind energy off shore;Heat;1993;;;;;;
436;Wind energy off shore;Heat;1994;;;;;;
437;Wind energy off shore;Heat;1995;;;;;;
438;Wind energy off shore;Heat;1996;;;;;;
439;Wind energy off shore;Heat;1997;;;;;;
440;Wind energy off shore;Heat;1998;;;;;;
441;Wind energy off shore;Heat;1999;;;;;;
442;Wind energy off shore;Heat;2000;;;;;;
443;Wind energy off shore;Heat;2001;;;;;;
444;Wind energy off shore;Heat;2002;;;;;;
445;Wind energy off shore;Heat;2003;;;;;;
446;Wind energy off shore;Heat;2004;;;;;;
447;Wind energy off shore;Heat;2005;;;;;;
448;Wind energy off shore;Heat;2006;;;;;;
449;Wind energy off shore;Heat;2007;;;;;;
450;Wind energy off shore;Heat;2008;;;;;;
451;Wind energy off shore;Heat;2009;;;;;;
452;Wind energy off shore;Heat;2010;;;;;;
453;Wind energy off shore;Heat;2011;;;;;;
454;Wind energy off shore;Heat;2012;;;;;;
455;Wind energy off shore;Heat;2013;;;;;;
456;Wind energy off shore;Transport;1990;;;;;;
457;Wind energy off shore;Transport;1991;;;;;;
458;Wind energy off shore;Transport;1992;;;;;;
459;Wind energy off shore;Transport;1993;;;;;;
460;Wind energy off shore;Transport;1994;;;;;;
461;Wind energy off shore;Transport;1995;;;;;;
462;Wind energy off shore;Transport;1996;;;;;;
463;Wind energy off shore;Transport;1997;;;;;;
464;Wind energy off shore;Transport;1998;;;;;;
465;Wind energy off shore;Transport;1999;;;;;;
466;Wind energy off shore;Transport;2000;;;;;;
467;Wind energy off shore;Transport;2001;;;;;;
468;Wind energy off shore;Transport;2002;;;;;;
469;Wind energy off shore;Transport;2003;;;;;;
470;Wind energy off shore;Transport;2004;;;;;;
471;Wind energy off shore;Transport;2005;;;;;;
472;Wind energy off shore;Transport;2006;;;;;;
473;Wind energy off shore;Transport;2007;;;;;;
474;Wind energy off shore;Transport;2008;;;;;;
475;Wind energy off shore;Transport;2009;;;;;;
476;Wind energy off shore;Transport;2010;;;;;;
477;Wind energy off shore;Transport;2011;;;;;;
478;Wind energy off shore;Transport;2012;;;;;;
479;Wind energy off shore;Transport;2013;;;;;;
480;Solar energy, total;Total energy applications;1990;88.0;0.0;76.0;0.0;4.0;0.0
481;Solar energy, total;Total energy applications;1991;101.0;0.01;89.0;0.0;5.0;0.0
482;Solar energy, total;Total energy applications;1992;123.0;0.01;109.0;0.0;6.0;0.0
483;Solar energy, total;Total energy applications;1993;141.0;0.01;127.0;0.0;7.0;0.0
484;Solar energy, total;Total energy applications;1994;166.0;0.01;149.0;0.01;8.0;0.01
485;Solar energy, total;Total energy applications;1995;197.0;0.01;177.0;0.01;10.0;0.01
486;Solar energy, total;Total energy applications;1996;231.0;0.01;211.0;0.01;12.0;0.01
487;Solar energy, total;Total energy applications;1997;281.0;0.01;265.0;0.01;15.0;0.01
488;Solar energy, total;Total energy applications;1998;339.0;0.02;333.0;0.01;19.0;0.01
489;Solar energy, total;Total energy applications;1999;404.0;0.02;407.0;0.01;23.0;0.01
490;Solar energy, total;Total energy applications;2000;474.0;0.02;489.0;0.02;28.0;0.02
491;Solar energy, total;Total energy applications;2001;562.0;0.03;605.0;0.02;36.0;0.02
492;Solar energy, total;Total energy applications;2002;651.0;0.03;707.0;0.02;42.0;0.02
493;Solar energy, total;Total energy applications;2003;762.0;0.03;896.0;0.03;54.0;0.03
494;Solar energy, total;Total energy applications;2004;837.0;0.04;994.0;0.03;60.0;0.03
495;Solar energy, total;Total energy applications;2005;887.0;0.04;1053.0;0.03;63.0;0.04
496;Solar energy, total;Total energy applications;2006;918.0;0.04;1089.0;0.03;65.0;0.04
497;Solar energy, total;Total energy applications;2007;951.0;0.04;1122.0;0.03;67.0;0.04
498;Solar energy, total;Total energy applications;2008;996.0;0.04;1172.0;0.04;70.0;0.04
499;Solar energy, total;Total energy applications;2009;1096.0;0.05;1302.0;0.04;78.0;0.05
500;Solar energy, total;Total energy applications;2010;1217.0;0.05;1479.0;0.04;89.0;0.05
501;Solar energy, total;Total energy applications;2011;1402.0;0.07;1842.0;0.06;113.0;0.07
502;Solar energy, total;Total energy applications;2012;1982.0;0.09;3207.0;0.1;213.0;0.13
503;Solar energy, total;Total energy applications;2013;2946.0;0.13;5418.0;0.17;380.0;0.23
504;Solar energy, total;Electricity;1990;1.0;0.0;3.0;0.0;0.0;0.0
505;Solar energy, total;Electricity;1991;2.0;0.0;4.0;0.0;0.0;0.0
506;Solar energy, total;Electricity;1992;2.0;0.0;5.0;0.0;0.0;0.0
507;Solar energy, total;Electricity;1993;2.0;0.0;6.0;0.0;0.0;0.0
508;Solar energy, total;Electricity;1994;3.0;0.0;8.0;0.0;1.0;0.0
509;Solar energy, total;Electricity;1995;4.0;0.0;10.0;0.0;1.0;0.0
510;Solar energy, total;Electricity;1996;5.0;0.0;14.0;0.0;1.0;0.0
511;Solar energy, total;Electricity;1997;7.0;0.0;17.0;0.0;1.0;0.0
512;Solar energy, total;Electricity;1998;13.0;0.0;31.0;0.0;2.0;0.0
513;Solar energy, total;Electricity;1999;19.0;0.0;47.0;0.0;3.0;0.0
514;Solar energy, total;Electricity;2000;28.0;0.0;70.0;0.0;5.0;0.0
515;Solar energy, total;Electricity;2001;47.0;0.0;120.0;0.0;8.0;0.0
516;Solar energy, total;Electricity;2002;61.0;0.0;156.0;0.0;11.0;0.01
517;Solar energy, total;Electricity;2003;111.0;0.01;281.0;0.01;20.0;0.01
518;Solar energy, total;Electricity;2004;119.0;0.01;297.0;0.01;21.0;0.01
519;Solar energy, total;Electricity;2005;122.0;0.01;304.0;0.01;21.0;0.01
520;Solar energy, total;Electricity;2006;125.0;0.01;306.0;0.01;21.0;0.01
521;Solar energy, total;Electricity;2007;128.0;0.01;309.0;0.01;21.0;0.01
522;Solar energy, total;Electricity;2008;138.0;0.01;340.0;0.01;23.0;0.01
523;Solar energy, total;Electricity;2009;165.0;0.01;398.0;0.01;27.0;0.02
524;Solar energy, total;Electricity;2010;216.0;0.01;508.0;0.01;34.0;0.02
525;Solar energy, total;Electricity;2011;361.0;0.02;829.0;0.03;56.0;0.03
526;Solar energy, total;Electricity;2012;914.0;0.04;2170.0;0.07;154.0;0.09
527;Solar energy, total;Electricity;2013;1857.0;0.09;4360.0;0.13;321.0;0.19
528;Solar energy, total;Heat;1990;87.0;0.0;73.0;0.0;4.0;0.0
529;Solar energy, total;Heat;1991;99.0;0.01;85.0;0.0;5.0;0.0
530;Solar energy, total;Heat;1992;121.0;0.01;104.0;0.0;6.0;0.0
531;Solar energy, total;Heat;1993;139.0;0.01;120.0;0.0;7.0;0.0
532;Solar energy, total;Heat;1994;164.0;0.01;141.0;0.0;8.0;0.0
533;Solar energy, total;Heat;1995;193.0;0.01;167.0;0.01;9.0;0.01
534;Solar energy, total;Heat;1996;225.0;0.01;197.0;0.01;11.0;0.01
535;Solar energy, total;Heat;1997;274.0;0.01;248.0;0.01;14.0;0.01
536;Solar energy, total;Heat;1998;326.0;0.02;302.0;0.01;17.0;0.01
537;Solar energy, total;Heat;1999;385.0;0.02;360.0;0.01;20.0;0.01
538;Solar energy, total;Heat;2000;446.0;0.02;419.0;0.01;24.0;0.01
539;Solar energy, total;Heat;2001;515.0;0.02;485.0;0.02;27.0;0.02
540;Solar energy, total;Heat;2002;590.0;0.03;551.0;0.02;31.0;0.02
541;Solar energy, total;Heat;2003;652.0;0.03;615.0;0.02;35.0;0.02
542;Solar energy, total;Heat;2004;718.0;0.03;697.0;0.02;39.0;0.02
543;Solar energy, total;Heat;2005;764.0;0.03;748.0;0.02;42.0;0.02
544;Solar energy, total;Heat;2006;793.0;0.04;783.0;0.02;44.0;0.03
545;Solar energy, total;Heat;2007;823.0;0.04;812.0;0.02;46.0;0.03
546;Solar energy, total;Heat;2008;858.0;0.04;832.0;0.03;47.0;0.03
547;Solar energy, total;Heat;2009;932.0;0.04;904.0;0.03;51.0;0.03
548;Solar energy, total;Heat;2010;1001.0;0.04;972.0;0.03;55.0;0.03
549;Solar energy, total;Heat;2011;1041.0;0.05;1013.0;0.03;57.0;0.03
550;Solar energy, total;Heat;2012;1069.0;0.05;1038.0;0.03;58.0;0.04
551;Solar energy, total;Heat;2013;1089.0;0.05;1059.0;0.03;59.0;0.04
552;Solar energy, total;Transport;1990;;;;;;
553;Solar energy, total;Transport;1991;;;;;;
554;Solar energy, total;Transport;1992;;;;;;
555;Solar energy, total;Transport;1993;;;;;;
556;Solar energy, total;Transport;1994;;;;;;
557;Solar energy, total;Transport;1995;;;;;;
558;Solar energy, total;Transport;1996;;;;;;
559;Solar energy, total;Transport;1997;;;;;;
560;Solar energy, total;Transport;1998;;;;;;
561;Solar energy, total;Transport;1999;;;;;;
562;Solar energy, total;Transport;2000;;;;;;
563;Solar energy, total;Transport;2001;;;;;;
564;Solar energy, total;Transport;2002;;;;;;
565;Solar energy, total;Transport;2003;;;;;;
566;Solar energy, total;Transport;2004;;;;;;
567;Solar energy, total;Transport;2005;;;;;;
568;Solar energy, total;Transport;2006;;;;;;
569;Solar energy, total;Transport;2007;;;;;;
570;Solar energy, total;Transport;2008;;;;;;
571;Solar energy, total;Transport;2009;;;;;;
572;Solar energy, total;Transport;2010;;;;;;
573;Solar energy, total;Transport;2011;;;;;;
574;Solar energy, total;Transport;2012;;;;;;
575;Solar energy, total;Transport;2013;;;;;;
576;Solar photovoltaic, total;Total energy applications;1990;1.0;0.0;3.0;0.0;0.0;0.0
577;Solar photovoltaic, total;Total energy applications;1991;2.0;0.0;4.0;0.0;0.0;0.0
578;Solar photovoltaic, total;Total energy applications;1992;2.0;0.0;5.0;0.0;0.0;0.0
579;Solar photovoltaic, total;Total energy applications;1993;2.0;0.0;6.0;0.0;0.0;0.0
580;Solar photovoltaic, total;Total energy applications;1994;3.0;0.0;8.0;0.0;1.0;0.0
581;Solar photovoltaic, total;Total energy applications;1995;4.0;0.0;10.0;0.0;1.0;0.0
582;Solar photovoltaic, total;Total energy applications;1996;5.0;0.0;14.0;0.0;1.0;0.0
583;Solar photovoltaic, total;Total energy applications;1997;7.0;0.0;17.0;0.0;1.0;0.0
584;Solar photovoltaic, total;Total energy applications;1998;13.0;0.0;31.0;0.0;2.0;0.0
585;Solar photovoltaic, total;Total energy applications;1999;19.0;0.0;47.0;0.0;3.0;0.0
586;Solar photovoltaic, total;Total energy applications;2000;28.0;0.0;70.0;0.0;5.0;0.0
587;Solar photovoltaic, total;Total energy applications;2001;47.0;0.0;120.0;0.0;8.0;0.0
588;Solar photovoltaic, total;Total energy applications;2002;61.0;0.0;156.0;0.0;11.0;0.01
589;Solar photovoltaic, total;Total energy applications;2003;111.0;0.01;281.0;0.01;20.0;0.01
590;Solar photovoltaic, total;Total energy applications;2004;119.0;0.01;297.0;0.01;21.0;0.01
591;Solar photovoltaic, total;Total energy applications;2005;122.0;0.01;304.0;0.01;21.0;0.01
592;Solar photovoltaic, total;Total energy applications;2006;125.0;0.01;306.0;0.01;21.0;0.01
593;Solar photovoltaic, total;Total energy applications;2007;128.0;0.01;309.0;0.01;21.0;0.01
594;Solar photovoltaic, total;Total energy applications;2008;138.0;0.01;340.0;0.01;23.0;0.01
595;Solar photovoltaic, total;Total energy applications;2009;165.0;0.01;398.0;0.01;27.0;0.02
596;Solar photovoltaic, total;Total energy applications;2010;216.0;0.01;508.0;0.01;34.0;0.02
597;Solar photovoltaic, total;Total energy applications;2011;361.0;0.02;829.0;0.03;56.0;0.03
598;Solar photovoltaic, total;Total energy applications;2012;914.0;0.04;2170.0;0.07;154.0;0.09
599;Solar photovoltaic, total;Total energy applications;2013;1857.0;0.09;4360.0;0.13;321.0;0.19
600;Solar photovoltaic, total;Electricity;1990;1.0;0.0;3.0;0.0;0.0;0.0
601;Solar photovoltaic, total;Electricity;1991;2.0;0.0;4.0;0.0;0.0;0.0
602;Solar photovoltaic, total;Electricity;1992;2.0;0.0;5.0;0.0;0.0;0.0
603;Solar photovoltaic, total;Electricity;1993;2.0;0.0;6.0;0.0;0.0;0.0
604;Solar photovoltaic, total;Electricity;1994;3.0;0.0;8.0;0.0;1.0;0.0
605;Solar photovoltaic, total;Electricity;1995;4.0;0.0;10.0;0.0;1.0;0.0
606;Solar photovoltaic, total;Electricity;1996;5.0;0.0;14.0;0.0;1.0;0.0
607;Solar photovoltaic, total;Electricity;1997;7.0;0.0;17.0;0.0;1.0;0.0
608;Solar photovoltaic, total;Electricity;1998;13.0;0.0;31.0;0.0;2.0;0.0
609;Solar photovoltaic, total;Electricity;1999;19.0;0.0;47.0;0.0;3.0;0.0
610;Solar photovoltaic, total;Electricity;2000;28.0;0.0;70.0;0.0;5.0;0.0
611;Solar photovoltaic, total;Electricity;2001;47.0;0.0;120.0;0.0;8.0;0.0
612;Solar photovoltaic, total;Electricity;2002;61.0;0.0;156.0;0.0;11.0;0.01
613;Solar photovoltaic, total;Electricity;2003;111.0;0.01;281.0;0.01;20.0;0.01
614;Solar photovoltaic, total;Electricity;2004;119.0;0.01;297.0;0.01;21.0;0.01
615;Solar photovoltaic, total;Electricity;2005;122.0;0.01;304.0;0.01;21.0;0.01
616;Solar photovoltaic, total;Electricity;2006;125.0;0.01;306.0;0.01;21.0;0.01
617;Solar photovoltaic, total;Electricity;2007;128.0;0.01;309.0;0.01;21.0;0.01
618;Solar photovoltaic, total;Electricity;2008;138.0;0.01;340.0;0.01;23.0;0.01
619;Solar photovoltaic, total;Electricity;2009;165.0;0.01;398.0;0.01;27.0;0.02
620;Solar photovoltaic, total;Electricity;2010;216.0;0.01;508.0;0.01;34.0;0.02
621;Solar photovoltaic, total;Electricity;2011;361.0;0.02;829.0;0.03;56.0;0.03
622;Solar photovoltaic, total;Electricity;2012;914.0;0.04;2170.0;0.07;154.0;0.09
623;Solar photovoltaic, total;Electricity;2013;1857.0;0.09;4360.0;0.13;321.0;0.19
624;Solar photovoltaic, total;Heat;1990;;;;;;
625;Solar photovoltaic, total;Heat;1991;;;;;;
626;Solar photovoltaic, total;Heat;1992;;;;;;
627;Solar photovoltaic, total;Heat;1993;;;;;;
628;Solar photovoltaic, total;Heat;1994;;;;;;
629;Solar photovoltaic, total;Heat;1995;;;;;;
630;Solar photovoltaic, total;Heat;1996;;;;;;
631;Solar photovoltaic, total;Heat;1997;;;;;;
632;Solar photovoltaic, total;Heat;1998;;;;;;
633;Solar photovoltaic, total;Heat;1999;;;;;;
634;Solar photovoltaic, total;Heat;2000;;;;;;
635;Solar photovoltaic, total;Heat;2001;;;;;;
636;Solar photovoltaic, total;Heat;2002;;;;;;
637;Solar photovoltaic, total;Heat;2003;;;;;;
638;Solar photovoltaic, total;Heat;2004;;;;;;
639;Solar photovoltaic, total;Heat;2005;;;;;;
640;Solar photovoltaic, total;Heat;2006;;;;;;
641;Solar photovoltaic, total;Heat;2007;;;;;;
642;Solar photovoltaic, total;Heat;2008;;;;;;
643;Solar photovoltaic, total;Heat;2009;;;;;;
644;Solar photovoltaic, total;Heat;2010;;;;;;
645;Solar photovoltaic, total;Heat;2011;;;;;;
646;Solar photovoltaic, total;Heat;2012;;;;;;
647;Solar photovoltaic, total;Heat;2013;;;;;;
648;Solar photovoltaic, total;Transport;1990;;;;;;
649;Solar photovoltaic, total;Transport;1991;;;;;;
650;Solar photovoltaic, total;Transport;1992;;;;;;
651;Solar photovoltaic, total;Transport;1993;;;;;;
652;Solar photovoltaic, total;Transport;1994;;;;;;
653;Solar photovoltaic, total;Transport;1995;;;;;;
654;Solar photovoltaic, total;Transport;1996;;;;;;
655;Solar photovoltaic, total;Transport;1997;;;;;;
656;Solar photovoltaic, total;Transport;1998;;;;;;
657;Solar photovoltaic, total;Transport;1999;;;;;;
658;Solar photovoltaic, total;Transport;2000;;;;;;
659;Solar photovoltaic, total;Transport;2001;;;;;;
660;Solar photovoltaic, total;Transport;2002;;;;;;
661;Solar photovoltaic, total;Transport;2003;;;;;;
662;Solar photovoltaic, total;Transport;2004;;;;;;
663;Solar photovoltaic, total;Transport;2005;;;;;;
664;Solar photovoltaic, total;Transport;2006;;;;;;
665;Solar photovoltaic, total;Transport;2007;;;;;;
666;Solar photovoltaic, total;Transport;2008;;;;;;
667;Solar photovoltaic, total;Transport;2009;;;;;;
668;Solar photovoltaic, total;Transport;2010;;;;;;
669;Solar photovoltaic, total;Transport;2011;;;;;;
670;Solar photovoltaic, total;Transport;2012;;;;;;
671;Solar photovoltaic, total;Transport;2013;;;;;;
672;Solar photovoltaic, autonomous;Total energy applications;1990;1.0;0.0;3.0;0.0;0.0;0.0
673;Solar photovoltaic, autonomous;Total energy applications;1991;1.0;0.0;4.0;0.0;0.0;0.0
674;Solar photovoltaic, autonomous;Total energy applications;1992;2.0;0.0;5.0;0.0;0.0;0.0
675;Solar photovoltaic, autonomous;Total energy applications;1993;2.0;0.0;6.0;0.0;0.0;0.0
676;Solar photovoltaic, autonomous;Total energy applications;1994;3.0;0.0;7.0;0.0;0.0;0.0
677;Solar photovoltaic, autonomous;Total energy applications;1995;3.0;0.0;8.0;0.0;1.0;0.0
678;Solar photovoltaic, autonomous;Total energy applications;1996;4.0;0.0;9.0;0.0;1.0;0.0
679;Solar photovoltaic, autonomous;Total energy applications;1997;4.0;0.0;11.0;0.0;1.0;0.0
680;Solar photovoltaic, autonomous;Total energy applications;1998;5.0;0.0;12.0;0.0;1.0;0.0
681;Solar photovoltaic, autonomous;Total energy applications;1999;6.0;0.0;14.0;0.0;1.0;0.0
682;Solar photovoltaic, autonomous;Total energy applications;2000;6.0;0.0;15.0;0.0;1.0;0.0
683;Solar photovoltaic, autonomous;Total energy applications;2001;6.0;0.0;16.0;0.0;1.0;0.0
684;Solar photovoltaic, autonomous;Total energy applications;2002;7.0;0.0;17.0;0.0;1.0;0.0
685;Solar photovoltaic, autonomous;Total energy applications;2003;7.0;0.0;17.0;0.0;1.0;0.0
686;Solar photovoltaic, autonomous;Total energy applications;2004;7.0;0.0;17.0;0.0;1.0;0.0
687;Solar photovoltaic, autonomous;Total energy applications;2005;7.0;0.0;18.0;0.0;1.0;0.0
688;Solar photovoltaic, autonomous;Total energy applications;2006;7.0;0.0;17.0;0.0;1.0;0.0
689;Solar photovoltaic, autonomous;Total energy applications;2007;8.0;0.0;18.0;0.0;1.0;0.0
690;Solar photovoltaic, autonomous;Total energy applications;2008;7.0;0.0;18.0;0.0;1.0;0.0
691;Solar photovoltaic, autonomous;Total energy applications;2009;7.0;0.0;17.0;0.0;1.0;0.0
