ID;Sales;SBI08SectionsAndDivisions;AllPeriods;PriceIndexNumbersExcludingExcise_1;MonthOnMonthDevelopment_2;YearOnYearDevelopment_3;WeightFactor_4
362;Total sales;061 Extraction of crude petroleum;2024 June;140.8;4.2;9.1;745
363;Total sales;061 Extraction of crude petroleum;2024 July;148.3;5.3;18.3;745
364;Total sales;061 Extraction of crude petroleum;2024 August;138.3;-6.7;5.7;745
365;Total sales;061 Extraction of crude petroleum;2024 September;143.7;4.0;1.5;745
366;Total sales;061 Extraction of crude petroleum;2024 October;139.2;-3.2;-7.8;745
367;Total sales;061 Extraction of crude petroleum;2024 November;147.3;5.8;-5.4;745
368;Total sales;061 Extraction of crude petroleum;2024 December;154.5;4.9;2.1;745
369;Total sales;061 Extraction of crude petroleum;2024;139.8;;-13.2;745
370;Total sales;061 Extraction of crude petroleum;2025 January;160.0;3.5;17.1;745
371;Total sales;061 Extraction of crude petroleum;2025 February;163.8;2.4;26.2;745
372;Total sales;062 Extraction of natural gas;2018 January;;;;7071
373;Total sales;062 Extraction of natural gas;2018 February;;;;7071
374;Total sales;062 Extraction of natural gas;2018 March;;;;7071
375;Total sales;062 Extraction of natural gas;2018 April;;;;7071
376;Total sales;062 Extraction of natural gas;2018 May;;;;7071
377;Total sales;062 Extraction of natural gas;2018 June;;;;7071
378;Total sales;062 Extraction of natural gas;2018 July;;;;7071
379;Total sales;062 Extraction of natural gas;2018 August;;;;7071
380;Total sales;062 Extraction of natural gas;2018 September;;;;7071
381;Total sales;062 Extraction of natural gas;2018 October;;;;7071
382;Total sales;062 Extraction of natural gas;2018 November;;;;7071
383;Total sales;062 Extraction of natural gas;2018 December;;;;7071
384;Total sales;062 Extraction of natural gas;2018;75.7;;;7071
385;Total sales;062 Extraction of natural gas;2019 January;;;;7071
386;Total sales;062 Extraction of natural gas;2019 February;;;;7071
387;Total sales;062 Extraction of natural gas;2019 March;;;;7071
388;Total sales;062 Extraction of natural gas;2019 April;;;;7071
389;Total sales;062 Extraction of natural gas;2019 May;;;;7071
390;Total sales;062 Extraction of natural gas;2019 June;;;;7071
391;Total sales;062 Extraction of natural gas;2019 July;;;;7071
392;Total sales;062 Extraction of natural gas;2019 August;;;;7071
393;Total sales;062 Extraction of natural gas;2019 September;;;;7071
394;Total sales;062 Extraction of natural gas;2019 October;;;;7071
395;Total sales;062 Extraction of natural gas;2019 November;;;;7071
396;Total sales;062 Extraction of natural gas;2019 December;;;;7071
397;Total sales;062 Extraction of natural gas;2019;;;;7071
398;Total sales;062 Extraction of natural gas;2020 January;;;;7071
399;Total sales;062 Extraction of natural gas;2020 February;;;;7071
400;Total sales;062 Extraction of natural gas;2020 March;;;;7071
401;Total sales;062 Extraction of natural gas;2020 April;;;;7071
402;Total sales;062 Extraction of natural gas;2020 May;;;;7071
403;Total sales;062 Extraction of natural gas;2020 June;;;;7071
404;Total sales;062 Extraction of natural gas;2020 July;;;;7071
405;Total sales;062 Extraction of natural gas;2020 August;;;;7071
406;Total sales;062 Extraction of natural gas;2020 September;;;;7071
407;Total sales;062 Extraction of natural gas;2020 October;;;;7071
408;Total sales;062 Extraction of natural gas;2020 November;;;;7071
409;Total sales;062 Extraction of natural gas;2020 December;;;;7071
410;Total sales;062 Extraction of natural gas;2020;41.5;;;7071
411;Total sales;062 Extraction of natural gas;2021 January;;;;7071
412;Total sales;062 Extraction of natural gas;2021 February;;;;7071
413;Total sales;062 Extraction of natural gas;2021 March;;;;7071
414;Total sales;062 Extraction of natural gas;2021 April;;;;7071
415;Total sales;062 Extraction of natural gas;2021 May;;;;7071
416;Total sales;062 Extraction of natural gas;2021 June;;;;7071
417;Total sales;062 Extraction of natural gas;2021 July;;;;7071
418;Total sales;062 Extraction of natural gas;2021 August;;;;7071
419;Total sales;062 Extraction of natural gas;2021 September;;;;7071
420;Total sales;062 Extraction of natural gas;2021 October;;;;7071
421;Total sales;062 Extraction of natural gas;2021 November;;;;7071
422;Total sales;062 Extraction of natural gas;2021 December;;;;7071
423;Total sales;062 Extraction of natural gas;2021;100.0;;141.2;7071
424;Total sales;062 Extraction of natural gas;2022 January;;;;7071
425;Total sales;062 Extraction of natural gas;2022 February;;;;7071
426;Total sales;062 Extraction of natural gas;2022 March;;;;7071
427;Total sales;062 Extraction of natural gas;2022 April;;;;7071
428;Total sales;062 Extraction of natural gas;2022 May;;;;7071
429;Total sales;062 Extraction of natural gas;2022 June;;;;7071
430;Total sales;062 Extraction of natural gas;2022 July;;;;7071
431;Total sales;062 Extraction of natural gas;2022 August;;;;7071
432;Total sales;062 Extraction of natural gas;2022 September;;;;7071
433;Total sales;062 Extraction of natural gas;2022 October;;;;7071
434;Total sales;062 Extraction of natural gas;2022 November;;;;7071
435;Total sales;062 Extraction of natural gas;2022 December;;;;7071
436;Total sales;062 Extraction of natural gas;2022;;;;7071
437;Total sales;062 Extraction of natural gas;2023 January;;;;7071
438;Total sales;062 Extraction of natural gas;2023 February;;;;7071
439;Total sales;062 Extraction of natural gas;2023 March;;;;7071
440;Total sales;062 Extraction of natural gas;2023 April;;;;7071
441;Total sales;062 Extraction of natural gas;2023 May;;;;7071
442;Total sales;062 Extraction of natural gas;2023 June;;;;7071
443;Total sales;062 Extraction of natural gas;2023 July;;;;7071
444;Total sales;062 Extraction of natural gas;2023 August;;;;7071
445;Total sales;062 Extraction of natural gas;2023 September;;;;7071
446;Total sales;062 Extraction of natural gas;2023 October;;;;7071
447;Total sales;062 Extraction of natural gas;2023 November;;;;7071
448;Total sales;062 Extraction of natural gas;2023 December;;;;7071
449;Total sales;062 Extraction of natural gas;2023;227.3;;;7071
450;Total sales;062 Extraction of natural gas;2024 January;;;;7071
451;Total sales;062 Extraction of natural gas;2024 February;;;;7071
452;Total sales;062 Extraction of natural gas;2024 March;;;;7071
453;Total sales;062 Extraction of natural gas;2024 April;163.7;;;7071
454;Total sales;062 Extraction of natural gas;2024 May;165.9;1.3;;7071
455;Total sales;062 Extraction of natural gas;2024 June;182.2;9.8;;7071
456;Total sales;062 Extraction of natural gas;2024 July;196.8;8.0;;7071
457;Total sales;062 Extraction of natural gas;2024 August;172.1;-12.6;;7071
458;Total sales;062 Extraction of natural gas;2024 September;186.3;8.3;;7071
459;Total sales;062 Extraction of natural gas;2024 October;166.9;-10.4;;7071
460;Total sales;062 Extraction of natural gas;2024 November;178.8;7.1;;7071
461;Total sales;062 Extraction of natural gas;2024 December;191.4;7.1;;7071
462;Total sales;062 Extraction of natural gas;2024;175.4;;-22.8;7071
463;Total sales;062 Extraction of natural gas;2025 January;193.5;1.1;;7071
464;Total sales;062 Extraction of natural gas;2025 February;200.7;3.8;;7071
465;Total sales;08 Mining and quarrying (no oil and gas);2018 January;87.3;;;1456
466;Total sales;08 Mining and quarrying (no oil and gas);2018 February;86.3;-1.1;;1456
467;Total sales;08 Mining and quarrying (no oil and gas);2018 March;89.1;3.2;;1456
468;Total sales;08 Mining and quarrying (no oil and gas);2018 April;86.6;-2.9;;1456
469;Total sales;08 Mining and quarrying (no oil and gas);2018 May;86.2;-0.5;;1456
470;Total sales;08 Mining and quarrying (no oil and gas);2018 June;86.0;-0.2;;1456
471;Total sales;08 Mining and quarrying (no oil and gas);2018 July;87.1;1.2;;1456
472;Total sales;08 Mining and quarrying (no oil and gas);2018 August;86.6;-0.6;;1456
473;Total sales;08 Mining and quarrying (no oil and gas);2018 September;87.0;0.5;;1456
474;Total sales;08 Mining and quarrying (no oil and gas);2018 October;88.1;1.3;;1456
475;Total sales;08 Mining and quarrying (no oil and gas);2018 November;88.9;0.9;;1456
476;Total sales;08 Mining and quarrying (no oil and gas);2018 December;85.2;-4.1;;1456
477;Total sales;08 Mining and quarrying (no oil and gas);2018;87.0;;;1456
478;Total sales;08 Mining and quarrying (no oil and gas);2019 January;89.2;4.6;2.2;1456
479;Total sales;08 Mining and quarrying (no oil and gas);2019 February;90.4;1.4;4.8;1456
480;Total sales;08 Mining and quarrying (no oil and gas);2019 March;89.9;-0.6;0.8;1456
481;Total sales;08 Mining and quarrying (no oil and gas);2019 April;91.6;2.0;5.8;1456
482;Total sales;08 Mining and quarrying (no oil and gas);2019 May;92.5;0.9;7.3;1456
483;Total sales;08 Mining and quarrying (no oil and gas);2019 June;91.3;-1.3;6.1;1456
484;Total sales;08 Mining and quarrying (no oil and gas);2019 July;90.4;-1.0;3.7;1456
485;Total sales;08 Mining and quarrying (no oil and gas);2019 August;90.3;-0.1;4.3;1456
486;Total sales;08 Mining and quarrying (no oil and gas);2019 September;93.0;3.0;6.9;1456
487;Total sales;08 Mining and quarrying (no oil and gas);2019 October;93.8;0.9;6.4;1456
488;Total sales;08 Mining and quarrying (no oil and gas);2019 November;93.6;-0.2;5.3;1456
489;Total sales;08 Mining and quarrying (no oil and gas);2019 December;94.2;0.7;10.5;1456
490;Total sales;08 Mining and quarrying (no oil and gas);2019;;;;1456
491;Total sales;08 Mining and quarrying (no oil and gas);2020 January;93.8;-0.4;5.2;1456
492;Total sales;08 Mining and quarrying (no oil and gas);2020 February;94.7;0.9;4.7;1456
493;Total sales;08 Mining and quarrying (no oil and gas);2020 March;93.6;-1.1;4.1;1456
494;Total sales;08 Mining and quarrying (no oil and gas);2020 April;94.5;0.9;3.1;1456
495;Total sales;08 Mining and quarrying (no oil and gas);2020 May;93.2;-1.3;0.8;1456
496;Total sales;08 Mining and quarrying (no oil and gas);2020 June;93.3;0.0;2.2;1456
497;Total sales;08 Mining and quarrying (no oil and gas);2020 July;92.8;-0.5;2.7;1456
498;Total sales;08 Mining and quarrying (no oil and gas);2020 August;93.2;0.4;3.2;1456
499;Total sales;08 Mining and quarrying (no oil and gas);2020 September;91.2;-2.1;-1.9;1456
500;Total sales;08 Mining and quarrying (no oil and gas);2020 October;92.6;1.5;-1.2;1456
501;Total sales;08 Mining and quarrying (no oil and gas);2020 November;92.6;-0.1;-1.1;1456
502;Total sales;08 Mining and quarrying (no oil and gas);2020 December;92.9;0.3;-1.4;1456
503;Total sales;08 Mining and quarrying (no oil and gas);2020;93.2;;;1456
504;Total sales;08 Mining and quarrying (no oil and gas);2021 January;95.8;3.2;2.1;1456
505;Total sales;08 Mining and quarrying (no oil and gas);2021 February;96.2;0.4;1.6;1456
506;Total sales;08 Mining and quarrying (no oil and gas);2021 March;96.9;0.8;3.6;1456
507;Total sales;08 Mining and quarrying (no oil and gas);2021 April;94.6;-2.4;0.1;1456
508;Total sales;08 Mining and quarrying (no oil and gas);2021 May;97.6;3.2;4.7;1456
509;Total sales;08 Mining and quarrying (no oil and gas);2021 June;97.8;0.1;4.8;1456
510;Total sales;08 Mining and quarrying (no oil and gas);2021 July;98.5;0.7;6.1;1456
511;Total sales;08 Mining and quarrying (no oil and gas);2021 August;100.7;2.2;8.0;1456
512;Total sales;08 Mining and quarrying (no oil and gas);2021 September;101.1;0.4;10.8;1456
513;Total sales;08 Mining and quarrying (no oil and gas);2021 October;105.1;3.9;13.4;1456
514;Total sales;08 Mining and quarrying (no oil and gas);2021 November;106.0;0.9;14.6;1456
515;Total sales;08 Mining and quarrying (no oil and gas);2021 December;109.8;3.5;18.2;1456
516;Total sales;08 Mining and quarrying (no oil and gas);2021;100.0;;7.3;1456
517;Total sales;08 Mining and quarrying (no oil and gas);2022 January;117.5;7.0;22.7;1456
518;Total sales;08 Mining and quarrying (no oil and gas);2022 February;118.6;1.0;23.3;1456
519;Total sales;08 Mining and quarrying (no oil and gas);2022 March;120.0;1.2;23.8;1456
520;Total sales;08 Mining and quarrying (no oil and gas);2022 April;123.4;2.8;30.5;1456
521;Total sales;08 Mining and quarrying (no oil and gas);2022 May;123.3;-0.1;26.3;1456
522;Total sales;08 Mining and quarrying (no oil and gas);2022 June;123.1;-0.2;25.9;1456
523;Total sales;08 Mining and quarrying (no oil and gas);2022 July;121.7;-1.1;23.6;1456
524;Total sales;08 Mining and quarrying (no oil and gas);2022 August;125.9;3.4;25.0;1456
525;Total sales;08 Mining and quarrying (no oil and gas);2022 September;125.8;0.0;24.5;1456
526;Total sales;08 Mining and quarrying (no oil and gas);2022 October;127.0;0.9;20.9;1456
527;Total sales;08 Mining and quarrying (no oil and gas);2022 November;143.2;12.7;35.0;1456
528;Total sales;08 Mining and quarrying (no oil and gas);2022 December;142.3;-0.6;29.6;1456
529;Total sales;08 Mining and quarrying (no oil and gas);2022;126.0;;26.0;1456
530;Total sales;08 Mining and quarrying (no oil and gas);2023 January;137.4;-3.5;16.9;1456
531;Total sales;08 Mining and quarrying (no oil and gas);2023 February;129.4;-5.8;9.1;1456
532;Total sales;08 Mining and quarrying (no oil and gas);2023 March;126.3;-2.4;5.2;1456
533;Total sales;08 Mining and quarrying (no oil and gas);2023 April;124.8;-1.2;1.1;1456
534;Total sales;08 Mining and quarrying (no oil and gas);2023 May;123.9;-0.7;0.5;1456
535;Total sales;08 Mining and quarrying (no oil and gas);2023 June;123.2;-0.6;0.1;1456
536;Total sales;08 Mining and quarrying (no oil and gas);2023 July;125.7;2.0;3.3;1456
537;Total sales;08 Mining and quarrying (no oil and gas);2023 August;125.3;-0.3;-0.4;1456
538;Total sales;08 Mining and quarrying (no oil and gas);2023 September;126.0;0.5;0.1;1456
539;Total sales;08 Mining and quarrying (no oil and gas);2023 October;126.4;0.3;-0.5;1456
540;Total sales;08 Mining and quarrying (no oil and gas);2023 November;127.2;0.6;-11.2;1456
541;Total sales;08 Mining and quarrying (no oil and gas);2023 December;;;;1456
542;Total sales;08 Mining and quarrying (no oil and gas);2023;;;;1456
543;Total sales;08 Mining and quarrying (no oil and gas);2024 January;;;;1456
544;Total sales;08 Mining and quarrying (no oil and gas);2024 February;;;;1456
545;Total sales;08 Mining and quarrying (no oil and gas);2024 March;;;;1456
546;Total sales;08 Mining and quarrying (no oil and gas);2024 April;134.7;;7.9;1456
547;Total sales;08 Mining and quarrying (no oil and gas);2024 May;132.7;-1.5;7.1;1456
548;Total sales;08 Mining and quarrying (no oil and gas);2024 June;133.1;0.3;8.0;1456
549;Total sales;08 Mining and quarrying (no oil and gas);2024 July;133.4;0.2;6.1;1456
550;Total sales;08 Mining and quarrying (no oil and gas);2024 August;132.7;-0.5;5.9;1456
551;Total sales;08 Mining and quarrying (no oil and gas);2024 September;134.1;1.0;6.4;1456
552;Total sales;08 Mining and quarrying (no oil and gas);2024 October;134.6;0.4;6.5;1456
553;Total sales;08 Mining and quarrying (no oil and gas);2024 November;135.6;0.7;6.6;1456
554;Total sales;08 Mining and quarrying (no oil and gas);2024 December;134.8;-0.6;;1456
555;Total sales;08 Mining and quarrying (no oil and gas);2024;134.0;;5.5;1456
556;Total sales;08 Mining and quarrying (no oil and gas);2025 January;136.5;1.3;;1456
557;Total sales;08 Mining and quarrying (no oil and gas);2025 February;138.1;1.2;;1456
558;Total sales;081 Mining of stone, sand and clay;2018 January;85.2;;;1050
559;Total sales;081 Mining of stone, sand and clay;2018 February;84.2;-1.1;;1050
560;Total sales;081 Mining of stone, sand and clay;2018 March;87.2;3.6;;1050
561;Total sales;081 Mining of stone, sand and clay;2018 April;84.3;-3.4;;1050
562;Total sales;081 Mining of stone, sand and clay;2018 May;84.1;-0.3;;1050
563;Total sales;081 Mining of stone, sand and clay;2018 June;83.6;-0.6;;1050
564;Total sales;081 Mining of stone, sand and clay;2018 July;84.3;0.8;;1050
565;Total sales;081 Mining of stone, sand and clay;2018 August;83.9;-0.4;;1050
566;Total sales;081 Mining of stone, sand and clay;2018 September;84.0;0.2;;1050
567;Total sales;081 Mining of stone, sand and clay;2018 October;84.7;0.8;;1050
568;Total sales;081 Mining of stone, sand and clay;2018 November;85.5;0.9;;1050
569;Total sales;081 Mining of stone, sand and clay;2018 December;80.9;-5.3;;1050
570;Total sales;081 Mining of stone, sand and clay;2018;84.3;;;1050
571;Total sales;081 Mining of stone, sand and clay;2019 January;86.0;6.2;1.0;1050
572;Total sales;081 Mining of stone, sand and clay;2019 February;87.4;1.6;3.7;1050
573;Total sales;081 Mining of stone, sand and clay;2019 March;87.5;0.1;0.3;1050
574;Total sales;081 Mining of stone, sand and clay;2019 April;89.9;2.7;6.6;1050
