ID;Regions;Periods;PriceIndex_1;ChangesOnePeriodPrevious_2;ChangesOneYearPrevious_3;Number_4;ChangesOnePeriodPrevious_5;ChangesOneYearPrevious_6;AveragePurchasePrice_7;TotalValuePurchasePrices_8
2967;Noord-Overijssel (CR);2007 August;;;;;;;;
2968;Noord-Overijssel (CR);2007 September;;;;;;;;
2969;Noord-Overijssel (CR);2007 3rd quarter;107.4;1.1;3.8;1091.0;2.8;-8.0;225630.0;246.0
2970;Noord-Overijssel (CR);2007 October;;;;;;;;
2971;Noord-Overijssel (CR);2007 November;;;;;;;;
2972;Noord-Overijssel (CR);2007 December;;;;;;;;
2973;Noord-Overijssel (CR);2007 4th quarter;105.5;-1.8;1.8;1239.0;13.6;2.8;214679.0;266.0
2974;Noord-Overijssel (CR);2007;106.1;2.1;2.1;4247.0;-3.4;-3.4;218278.0;927.0
2975;Noord-Overijssel (CR);2008 January;;;;;;;;
2976;Noord-Overijssel (CR);2008 February;;;;;;;;
2977;Noord-Overijssel (CR);2008 March;;;;;;;;
2978;Noord-Overijssel (CR);2008 1st quarter;107.6;2.0;2.4;844.0;-31.9;-1.4;220854.0;186.0
2979;Noord-Overijssel (CR);2008 April;;;;;;;;
2980;Noord-Overijssel (CR);2008 May;;;;;;;;
2981;Noord-Overijssel (CR);2008 June;;;;;;;;
2982;Noord-Overijssel (CR);2008 2nd quarter;107.7;0.0;1.4;981.0;16.2;-7.5;230636.0;226.0
2983;Noord-Overijssel (CR);2008 July;;;;;;;;
2984;Noord-Overijssel (CR);2008 August;;;;;;;;
2985;Noord-Overijssel (CR);2008 September;;;;;;;;
2986;Noord-Overijssel (CR);2008 3rd quarter;109.2;1.5;1.7;1002.0;2.1;-8.2;225333.0;226.0
2987;Noord-Overijssel (CR);2008 October;;;;;;;;
2988;Noord-Overijssel (CR);2008 November;;;;;;;;
2989;Noord-Overijssel (CR);2008 December;;;;;;;;
2990;Noord-Overijssel (CR);2008 4th quarter;108.4;-0.7;2.8;945.0;-5.7;-23.7;225826.0;213.0
2991;Noord-Overijssel (CR);2008;108.3;2.1;2.1;3772.0;-11.2;-11.2;225834.0;852.0
2992;Noord-Overijssel (CR);2009 January;;;;;;;;
2993;Noord-Overijssel (CR);2009 February;;;;;;;;
2994;Noord-Overijssel (CR);2009 March;;;;;;;;
2995;Noord-Overijssel (CR);2009 1st quarter;107.4;-0.9;-0.2;527.0;-44.2;-37.6;221018.0;116.0
2996;Noord-Overijssel (CR);2009 April;;;;;;;;
2997;Noord-Overijssel (CR);2009 May;;;;;;;;
2998;Noord-Overijssel (CR);2009 June;;;;;;;;
2999;Noord-Overijssel (CR);2009 2nd quarter;105.1;-2.2;-2.4;574.0;8.9;-41.5;219282.0;126.0
3000;Noord-Overijssel (CR);2009 July;;;;;;;;
3001;Noord-Overijssel (CR);2009 August;;;;;;;;
3002;Noord-Overijssel (CR);2009 September;;;;;;;;
3003;Noord-Overijssel (CR);2009 3rd quarter;105.6;0.5;-3.4;720.0;25.4;-28.1;220464.0;159.0
3004;Noord-Overijssel (CR);2009 October;;;;;;;;
3005;Noord-Overijssel (CR);2009 November;;;;;;;;
3006;Noord-Overijssel (CR);2009 December;;;;;;;;
3007;Noord-Overijssel (CR);2009 4th quarter;104.1;-1.4;-4.0;795.0;10.4;-15.9;213946.0;170.0
3008;Noord-Overijssel (CR);2009;105.9;-2.2;-2.2;2616.0;-30.6;-30.6;218336.0;571.0
3009;Noord-Overijssel (CR);2010 January;;;;;;;;
3010;Noord-Overijssel (CR);2010 February;;;;;;;;
3011;Noord-Overijssel (CR);2010 March;;;;;;;;
3012;Noord-Overijssel (CR);2010 1st quarter;104.8;0.6;-2.5;559.0;-29.7;6.1;212782.0;119.0
3013;Noord-Overijssel (CR);2010 April;;;;;;;;
3014;Noord-Overijssel (CR);2010 May;;;;;;;;
3015;Noord-Overijssel (CR);2010 June;;;;;;;;
3016;Noord-Overijssel (CR);2010 2nd quarter;105.5;0.7;0.4;690.0;23.4;20.2;221363.0;153.0
3017;Noord-Overijssel (CR);2010 July;;;;;;;;
3018;Noord-Overijssel (CR);2010 August;;;;;;;;
3019;Noord-Overijssel (CR);2010 September;;;;;;;;
3020;Noord-Overijssel (CR);2010 3rd quarter;105.3;-0.2;-0.3;670.0;-2.9;-6.9;223344.0;150.0
3021;Noord-Overijssel (CR);2010 October;;;;;;;;
3022;Noord-Overijssel (CR);2010 November;;;;;;;;
3023;Noord-Overijssel (CR);2010 December;;;;;;;;
3024;Noord-Overijssel (CR);2010 4th quarter;103.4;-1.7;-0.7;739.0;10.3;-7.0;218733.0;162.0
3025;Noord-Overijssel (CR);2010;104.9;-0.9;-0.9;2658.0;1.6;1.6;219327.0;583.0
3026;Noord-Overijssel (CR);2011 January;;;;;;;;
3027;Noord-Overijssel (CR);2011 February;;;;;;;;
3028;Noord-Overijssel (CR);2011 March;;;;;;;;
3029;Noord-Overijssel (CR);2011 1st quarter;102.9;-0.5;-1.8;541.0;-26.8;-3.2;221238.0;120.0
3030;Noord-Overijssel (CR);2011 April;;;;;;;;
3031;Noord-Overijssel (CR);2011 May;;;;;;;;
3032;Noord-Overijssel (CR);2011 June;;;;;;;;
3033;Noord-Overijssel (CR);2011 2nd quarter;101.9;-1.0;-3.4;583.0;7.8;-15.5;222308.0;130.0
3034;Noord-Overijssel (CR);2011 July;;;;;;;;
3035;Noord-Overijssel (CR);2011 August;;;;;;;;
3036;Noord-Overijssel (CR);2011 September;;;;;;;;
3037;Noord-Overijssel (CR);2011 3rd quarter;102.3;0.4;-2.8;657.0;12.7;-1.9;212938.0;140.0
3038;Noord-Overijssel (CR);2011 October;;;;;;;;
3039;Noord-Overijssel (CR);2011 November;;;;;;;;
3040;Noord-Overijssel (CR);2011 December;;;;;;;;
3041;Noord-Overijssel (CR);2011 4th quarter;100.8;-1.5;-2.6;674.0;2.6;-8.8;209165.0;141.0
3042;Noord-Overijssel (CR);2011;101.6;-3.2;-3.2;2455.0;-7.6;-7.6;215956.0;530.0
3043;Noord-Overijssel (CR);2012 January;;;;;;;;
3044;Noord-Overijssel (CR);2012 February;;;;;;;;
3045;Noord-Overijssel (CR);2012 March;;;;;;;;
3046;Noord-Overijssel (CR);2012 1st quarter;100.5;-0.2;-2.3;510.0;-24.3;-5.7;221027.0;113.0
3047;Noord-Overijssel (CR);2012 April;;;;;;;;
3048;Noord-Overijssel (CR);2012 May;;;;;;;;
3049;Noord-Overijssel (CR);2012 June;;;;;;;;
3050;Noord-Overijssel (CR);2012 2nd quarter;98.2;-2.4;-3.7;822.0;61.2;41.0;215431.0;177.0
3051;Noord-Overijssel (CR);2012 July;;;;;;;;
3052;Noord-Overijssel (CR);2012 August;;;;;;;;
3053;Noord-Overijssel (CR);2012 September;;;;;;;;
3054;Noord-Overijssel (CR);2012 3rd quarter;93.9;-4.3;-8.2;500.0;-39.2;-23.9;196354.0;98.0
3055;Noord-Overijssel (CR);2012 October;;;;;;;;
3056;Noord-Overijssel (CR);2012 November;;;;;;;;
3057;Noord-Overijssel (CR);2012 December;;;;;;;;
3058;Noord-Overijssel (CR);2012 4th quarter;95.2;1.4;-5.5;760.0;52.0;12.8;201306.0;153.0
3059;Noord-Overijssel (CR);2012;96.3;-5.2;-5.2;2592.0;5.6;5.6;208710.0;541.0
3060;Zuidwest-Overijssel (CR);1995 January;;;;;;;;
3061;Zuidwest-Overijssel (CR);1995 February;;;;;;;;
3062;Zuidwest-Overijssel (CR);1995 March ;;;;;;;;
3063;Zuidwest-Overijssel (CR);1995 1st quarter;38.6;;;260.0;;;77393.0;20.0
3064;Zuidwest-Overijssel (CR);1995 April;;;;;;;;
3065;Zuidwest-Overijssel (CR);1995 May;;;;;;;;
3066;Zuidwest-Overijssel (CR);1995 June;;;;;;;;
3067;Zuidwest-Overijssel (CR);1995 2nd quarter;40.9;5.8;;325.0;25.0;;80474.0;26.0
3068;Zuidwest-Overijssel (CR);1995 July;;;;;;;;
3069;Zuidwest-Overijssel (CR);1995 August;;;;;;;;
3070;Zuidwest-Overijssel (CR);1995 September;;;;;;;;
3071;Zuidwest-Overijssel (CR);1995 3rd quarter;42.0;2.8;;312.0;-4.0;;86968.0;27.0
3072;Zuidwest-Overijssel (CR);1995 October;;;;;;;;
3073;Zuidwest-Overijssel (CR);1995 November;;;;;;;;
3074;Zuidwest-Overijssel (CR);1995 December;;;;;;;;
3075;Zuidwest-Overijssel (CR);1995 4th quarter;42.8;1.7;;402.0;28.8;;86353.0;35.0
3076;Zuidwest-Overijssel (CR);1995;41.0;;;1299.0;;;83236.0;108.0
3077;Zuidwest-Overijssel (CR);1996 January;;;;;;;;
3078;Zuidwest-Overijssel (CR);1996 February;;;;;;;;
3079;Zuidwest-Overijssel (CR);1996 March ;;;;;;;;
3080;Zuidwest-Overijssel (CR);1996 1st quarter;44.6;4.2;15.4;275.0;-31.6;5.8;84043.0;23.0
3081;Zuidwest-Overijssel (CR);1996 April;;;;;;;;
3082;Zuidwest-Overijssel (CR);1996 May;;;;;;;;
3083;Zuidwest-Overijssel (CR);1996 June;;;;;;;;
3084;Zuidwest-Overijssel (CR);1996 2nd quarter;46.4;4.0;13.4;374.0;36.0;15.1;90904.0;34.0
3085;Zuidwest-Overijssel (CR);1996 July;;;;;;;;
3086;Zuidwest-Overijssel (CR);1996 August;;;;;;;;
3087;Zuidwest-Overijssel (CR);1996 September;;;;;;;;
3088;Zuidwest-Overijssel (CR);1996 3rd quarter;46.1;-0.7;9.6;390.0;4.3;25.0;94376.0;37.0
3089;Zuidwest-Overijssel (CR);1996 October;;;;;;;;
3090;Zuidwest-Overijssel (CR);1996 November;;;;;;;;
3091;Zuidwest-Overijssel (CR);1996 December;;;;;;;;
3092;Zuidwest-Overijssel (CR);1996 4th quarter;47.0;2.0;9.9;462.0;18.5;14.9;92992.0;43.0
3093;Zuidwest-Overijssel (CR);1996;45.9;12.0;12.0;1501.0;15.6;15.6;91192.0;137.0
3094;Zuidwest-Overijssel (CR);1997 January;;;;;;;;
3095;Zuidwest-Overijssel (CR);1997 February;;;;;;;;
3096;Zuidwest-Overijssel (CR);1997 March ;;;;;;;;
3097;Zuidwest-Overijssel (CR);1997 1st quarter;49.1;4.6;10.2;295.0;-36.1;7.3;92471.0;27.0
3098;Zuidwest-Overijssel (CR);1997 April;;;;;;;;
3099;Zuidwest-Overijssel (CR);1997 May;;;;;;;;
3100;Zuidwest-Overijssel (CR);1997 June;;;;;;;;
3101;Zuidwest-Overijssel (CR);1997 2nd quarter;48.8;-0.6;5.3;436.0;47.8;16.6;99033.0;43.0
3102;Zuidwest-Overijssel (CR);1997 July;;;;;;;;
3103;Zuidwest-Overijssel (CR);1997 August;;;;;;;;
3104;Zuidwest-Overijssel (CR);1997 September;;;;;;;;
3105;Zuidwest-Overijssel (CR);1997 3rd quarter;49.7;1.7;7.8;475.0;8.9;21.8;104692.0;50.0
3106;Zuidwest-Overijssel (CR);1997 October;;;;;;;;
3107;Zuidwest-Overijssel (CR);1997 November;;;;;;;;
3108;Zuidwest-Overijssel (CR);1997 December;;;;;;;;
3109;Zuidwest-Overijssel (CR);1997 4th quarter;49.2;-1.0;4.7;532.0;12.0;15.2;99579.0;53.0
3110;Zuidwest-Overijssel (CR);1997;49.0;6.8;6.8;1738.0;15.8;15.8;99633.0;173.0
3111;Zuidwest-Overijssel (CR);1998 January;;;;;;;;
3112;Zuidwest-Overijssel (CR);1998 February;;;;;;;;
3113;Zuidwest-Overijssel (CR);1998 March ;;;;;;;;
3114;Zuidwest-Overijssel (CR);1998 1st quarter;50.1;1.9;2.0;385.0;-27.6;30.5;100279.0;39.0
3115;Zuidwest-Overijssel (CR);1998 April;;;;;;;;
3116;Zuidwest-Overijssel (CR);1998 May;;;;;;;;
3117;Zuidwest-Overijssel (CR);1998 June;;;;;;;;
3118;Zuidwest-Overijssel (CR);1998 2nd quarter;52.6;4.9;7.7;423.0;9.9;-3.0;105944.0;45.0
3119;Zuidwest-Overijssel (CR);1998 July;;;;;;;;
3120;Zuidwest-Overijssel (CR);1998 August;;;;;;;;
3121;Zuidwest-Overijssel (CR);1998 September;;;;;;;;
3122;Zuidwest-Overijssel (CR);1998 3rd quarter;55.2;5.0;11.2;411.0;-2.8;-13.5;110469.0;45.0
3123;Zuidwest-Overijssel (CR);1998 October;;;;;;;;
3124;Zuidwest-Overijssel (CR);1998 November;;;;;;;;
3125;Zuidwest-Overijssel (CR);1998 December;;;;;;;;
3126;Zuidwest-Overijssel (CR);1998 4th quarter;58.2;5.4;18.4;445.0;8.3;-16.4;121089.0;54.0
3127;Zuidwest-Overijssel (CR);1998;53.8;9.8;9.8;1664.0;-4.3;-4.3;109801.0;183.0
3128;Zuidwest-Overijssel (CR);1999 January;;;;;;;;
3129;Zuidwest-Overijssel (CR);1999 February;;;;;;;;
3130;Zuidwest-Overijssel (CR);1999 March ;;;;;;;;
3131;Zuidwest-Overijssel (CR);1999 1st quarter;58.1;-0.1;16.0;353.0;-20.7;-8.3;124389.0;44.0
3132;Zuidwest-Overijssel (CR);1999 April;;;;;;;;
3133;Zuidwest-Overijssel (CR);1999 May;;;;;;;;
3134;Zuidwest-Overijssel (CR);1999 June;;;;;;;;
3135;Zuidwest-Overijssel (CR);1999 2nd quarter;60.0;3.3;14.2;439.0;24.4;3.8;123829.0;54.0
3136;Zuidwest-Overijssel (CR);1999 July;;;;;;;;
3137;Zuidwest-Overijssel (CR);1999 August;;;;;;;;
3138;Zuidwest-Overijssel (CR);1999 September;;;;;;;;
3139;Zuidwest-Overijssel (CR);1999 3rd quarter;63.8;6.3;15.5;444.0;1.1;8.0;126140.0;56.0
3140;Zuidwest-Overijssel (CR);1999 October;;;;;;;;
3141;Zuidwest-Overijssel (CR);1999 November;;;;;;;;
3142;Zuidwest-Overijssel (CR);1999 December;;;;;;;;
3143;Zuidwest-Overijssel (CR);1999 4th quarter;67.1;5.2;15.3;466.0;5.0;4.7;151313.0;71.0
3144;Zuidwest-Overijssel (CR);1999;62.4;15.9;15.9;1702.0;2.3;2.3;132073.0;225.0
3145;Zuidwest-Overijssel (CR);2000 January;;;;;;;;
3146;Zuidwest-Overijssel (CR);2000 February;;;;;;;;
3147;Zuidwest-Overijssel (CR);2000 March;;;;;;;;
3148;Zuidwest-Overijssel (CR);2000 1st quarter;70.4;4.9;21.1;319.0;-31.5;-9.6;141438.0;45.0
3149;Zuidwest-Overijssel (CR);2000 April;;;;;;;;
3150;Zuidwest-Overijssel (CR);2000 May;;;;;;;;
3151;Zuidwest-Overijssel (CR);2000 June;;;;;;;;
3152;Zuidwest-Overijssel (CR);2000 2nd quarter;76.2;8.2;26.9;386.0;21.0;-12.1;153373.0;59.0
3153;Zuidwest-Overijssel (CR);2000 July;;;;;;;;
3154;Zuidwest-Overijssel (CR);2000 August;;;;;;;;
3155;Zuidwest-Overijssel (CR);2000 September;;;;;;;;
3156;Zuidwest-Overijssel (CR);2000 3rd quarter;77.8;2.1;22.0;431.0;11.7;-2.9;159504.0;69.0
3157;Zuidwest-Overijssel (CR);2000 October;;;;;;;;
3158;Zuidwest-Overijssel (CR);2000 November;;;;;;;;
3159;Zuidwest-Overijssel (CR);2000 December;;;;;;;;
3160;Zuidwest-Overijssel (CR);2000 4th quarter;80.1;2.9;19.3;450.0;4.4;-3.4;171208.0;77.0
3161;Zuidwest-Overijssel (CR);2000;76.3;22.3;22.3;1586.0;-6.8;-6.8;157699.0;250.0
3162;Zuidwest-Overijssel (CR);2001 January;;;;;;;;
3163;Zuidwest-Overijssel (CR);2001 February;;;;;;;;
3164;Zuidwest-Overijssel (CR);2001 March;;;;;;;;
3165;Zuidwest-Overijssel (CR);2001 1st quarter;80.2;0.1;13.8;355.0;-21.1;11.3;157830.0;56.0
3166;Zuidwest-Overijssel (CR);2001 April;;;;;;;;
3167;Zuidwest-Overijssel (CR);2001 May;;;;;;;;
3168;Zuidwest-Overijssel (CR);2001 June;;;;;;;;
3169;Zuidwest-Overijssel (CR);2001 2nd quarter;82.9;3.4;8.8;429.0;20.8;11.1;172674.0;74.0
3170;Zuidwest-Overijssel (CR);2001 July;;;;;;;;
3171;Zuidwest-Overijssel (CR);2001 August;;;;;;;;
3172;Zuidwest-Overijssel (CR);2001 September;;;;;;;;
3173;Zuidwest-Overijssel (CR);2001 3rd quarter;86.2;4.0;10.7;426.0;-0.7;-1.2;183785.0;78.0
3174;Zuidwest-Overijssel (CR);2001 October;;;;;;;;
3175;Zuidwest-Overijssel (CR);2001 November;;;;;;;;
3176;Zuidwest-Overijssel (CR);2001 December;;;;;;;;
3177;Zuidwest-Overijssel (CR);2001 4th quarter;86.9;0.8;8.4;543.0;27.5;20.7;181444.0;99.0
3178;Zuidwest-Overijssel (CR);2001;84.3;10.4;10.4;1753.0;10.5;10.5;175085.0;307.0
3179;Zuidwest-Overijssel (CR);2002 January;;;;;;;;
3180;Zuidwest-Overijssel (CR);2002 February;;;;;;;;
3181;Zuidwest-Overijssel (CR);2002 March;;;;;;;;
3182;Zuidwest-Overijssel (CR);2002 1st quarter;86.8;-0.1;8.3;401.0;-26.2;13.0;180514.0;72.0
3183;Zuidwest-Overijssel (CR);2002 April;;;;;;;;
3184;Zuidwest-Overijssel (CR);2002 May;;;;;;;;
3185;Zuidwest-Overijssel (CR);2002 June;;;;;;;;
3186;Zuidwest-Overijssel (CR);2002 2nd quarter;88.7;2.1;6.9;479.0;19.5;11.7;187948.0;90.0
3187;Zuidwest-Overijssel (CR);2002 July;;;;;;;;
3188;Zuidwest-Overijssel (CR);2002 August;;;;;;;;
3189;Zuidwest-Overijssel (CR);2002 September;;;;;;;;
3190;Zuidwest-Overijssel (CR);2002 3rd quarter;89.4;0.9;3.7;448.0;-6.5;5.2;187822.0;84.0
3191;Zuidwest-Overijssel (CR);2002 October;;;;;;;;
3192;Zuidwest-Overijssel (CR);2002 November;;;;;;;;
3193;Zuidwest-Overijssel (CR);2002 December;;;;;;;;
3194;Zuidwest-Overijssel (CR);2002 4th quarter;90.0;0.7;3.6;424.0;-5.4;-21.9;191196.0;81.0
3195;Zuidwest-Overijssel (CR);2002;88.8;5.5;5.5;1752.0;-0.1;-0.1;187000.0;328.0
3196;Zuidwest-Overijssel (CR);2003 January;;;;;;;;
3197;Zuidwest-Overijssel (CR);2003 February;;;;;;;;
3198;Zuidwest-Overijssel (CR);2003 March;;;;;;;;
3199;Zuidwest-Overijssel (CR);2003 1st quarter;89.0;-1.2;2.4;364.0;-14.2;-9.2;189193.0;69.0
3200;Zuidwest-Overijssel (CR);2003 April;;;;;;;;
3201;Zuidwest-Overijssel (CR);2003 May;;;;;;;;
3202;Zuidwest-Overijssel (CR);2003 June;;;;;;;;
3203;Zuidwest-Overijssel (CR);2003 2nd quarter;91.6;3.0;3.4;410.0;12.6;-14.4;198177.0;81.0
3204;Zuidwest-Overijssel (CR);2003 July;;;;;;;;
3205;Zuidwest-Overijssel (CR);2003 August;;;;;;;;
3206;Zuidwest-Overijssel (CR);2003 September;;;;;;;;
3207;Zuidwest-Overijssel (CR);2003 3rd quarter;91.8;0.2;2.7;464.0;13.2;3.6;196508.0;91.0
3208;Zuidwest-Overijssel (CR);2003 October;;;;;;;;
3209;Zuidwest-Overijssel (CR);2003 November;;;;;;;;
3210;Zuidwest-Overijssel (CR);2003 December;;;;;;;;
3211;Zuidwest-Overijssel (CR);2003 4th quarter;93.1;1.4;3.4;520.0;12.1;22.6;206588.0;107.0
3212;Zuidwest-Overijssel (CR);2003;91.7;3.2;3.2;1758.0;0.3;0.3;198364.0;349.0
3213;Zuidwest-Overijssel (CR);2004 January;;;;;;;;
3214;Zuidwest-Overijssel (CR);2004 February;;;;;;;;
3215;Zuidwest-Overijssel (CR);2004 March;;;;;;;;
3216;Zuidwest-Overijssel (CR);2004 1st quarter;94.7;1.8;6.5;326.0;-37.3;-10.4;195101.0;64.0
3217;Zuidwest-Overijssel (CR);2004 April;;;;;;;;
3218;Zuidwest-Overijssel (CR);2004 May;;;;;;;;
3219;Zuidwest-Overijssel (CR);2004 June;;;;;;;;
3220;Zuidwest-Overijssel (CR);2004 2nd quarter;95.6;0.9;4.4;415.0;27.3;1.2;196230.0;81.0
3221;Zuidwest-Overijssel (CR);2004 July;;;;;;;;
3222;Zuidwest-Overijssel (CR);2004 August;;;;;;;;
3223;Zuidwest-Overijssel (CR);2004 September;;;;;;;;
3224;Zuidwest-Overijssel (CR);2004 3rd quarter;95.3;-0.4;3.8;434.0;4.6;-6.5;205252.0;89.0
3225;Zuidwest-Overijssel (CR);2004 October;;;;;;;;
3226;Zuidwest-Overijssel (CR);2004 November;;;;;;;;
3227;Zuidwest-Overijssel (CR);2004 December;;;;;;;;
3228;Zuidwest-Overijssel (CR);2004 4th quarter;96.5;1.3;3.7;501.0;15.4;-3.7;195226.0;98.0
3229;Zuidwest-Overijssel (CR);2004;95.9;4.6;4.6;1676.0;-4.7;-4.7;198047.0;332.0
3230;Zuidwest-Overijssel (CR);2005 January;;;;;;;;
3231;Zuidwest-Overijssel (CR);2005 February;;;;;;;;
3232;Zuidwest-Overijssel (CR);2005 March;;;;;;;;
3233;Zuidwest-Overijssel (CR);2005 1st quarter;97.3;0.8;2.7;385.0;-23.2;18.1;196373.0;76.0
3234;Zuidwest-Overijssel (CR);2005 April;;;;;;;;
3235;Zuidwest-Overijssel (CR);2005 May;;;;;;;;
3236;Zuidwest-Overijssel (CR);2005 June;;;;;;;;
3237;Zuidwest-Overijssel (CR);2005 2nd quarter;100.6;3.4;5.2;440.0;14.3;6.0;203675.0;90.0
3238;Zuidwest-Overijssel (CR);2005 July;;;;;;;;
3239;Zuidwest-Overijssel (CR);2005 August;;;;;;;;
3240;Zuidwest-Overijssel (CR);2005 September;;;;;;;;
3241;Zuidwest-Overijssel (CR);2005 3rd quarter;100.5;-0.1;5.5;496.0;12.7;14.3;203269.0;101.0
3242;Zuidwest-Overijssel (CR);2005 October;;;;;;;;
3243;Zuidwest-Overijssel (CR);2005 November;;;;;;;;
3244;Zuidwest-Overijssel (CR);2005 December;;;;;;;;
3245;Zuidwest-Overijssel (CR);2005 4th quarter;101.6;1.1;5.3;492.0;-0.8;-1.8;214108.0;105.0
3246;Zuidwest-Overijssel (CR);2005;100.0;4.3;4.3;1813.0;8.2;8.2;204845.0;371.0
3247;Zuidwest-Overijssel (CR);2006 January;;;;;;;;
3248;Zuidwest-Overijssel (CR);2006 February;;;;;;;;
3249;Zuidwest-Overijssel (CR);2006 March;;;;;;;;
3250;Zuidwest-Overijssel (CR);2006 1st quarter;102.5;0.8;5.3;435.0;-11.6;13.0;200590.0;87.0
3251;Zuidwest-Overijssel (CR);2006 April;;;;;;;;
3252;Zuidwest-Overijssel (CR);2006 May;;;;;;;;
3253;Zuidwest-Overijssel (CR);2006 June;;;;;;;;
3254;Zuidwest-Overijssel (CR);2006 2nd quarter;102.8;0.3;2.1;504.0;15.9;14.5;209429.0;106.0
3255;Zuidwest-Overijssel (CR);2006 July;;;;;;;;
3256;Zuidwest-Overijssel (CR);2006 August;;;;;;;;
3257;Zuidwest-Overijssel (CR);2006 September;;;;;;;;
3258;Zuidwest-Overijssel (CR);2006 3rd quarter;104.8;2.0;4.3;455.0;-9.7;-8.3;217284.0;99.0
3259;Zuidwest-Overijssel (CR);2006 October;;;;;;;;
3260;Zuidwest-Overijssel (CR);2006 November;;;;;;;;
3261;Zuidwest-Overijssel (CR);2006 December;;;;;;;;
3262;Zuidwest-Overijssel (CR);2006 4th quarter;103.9;-0.9;2.2;473.0;4.0;-3.9;220878.0;104.0
3263;Zuidwest-Overijssel (CR);2006;103.4;3.4;3.4;1867.0;3.0;3.0;212184.0;396.0
3264;Zuidwest-Overijssel (CR);2007 January;;;;;;;;
3265;Zuidwest-Overijssel (CR);2007 February;;;;;;;;
3266;Zuidwest-Overijssel (CR);2007 March;;;;;;;;
3267;Zuidwest-Overijssel (CR);2007 1st quarter;104.8;0.9;2.3;365.0;-22.8;-16.1;218206.0;80.0
3268;Zuidwest-Overijssel (CR);2007 April;;;;;;;;
3269;Zuidwest-Overijssel (CR);2007 May;;;;;;;;
3270;Zuidwest-Overijssel (CR);2007 June;;;;;;;;
3271;Zuidwest-Overijssel (CR);2007 2nd quarter;106.4;1.6;3.6;483.0;32.3;-4.2;227312.0;110.0
3272;Zuidwest-Overijssel (CR);2007 July;;;;;;;;
3273;Zuidwest-Overijssel (CR);2007 August;;;;;;;;
3274;Zuidwest-Overijssel (CR);2007 September;;;;;;;;
3275;Zuidwest-Overijssel (CR);2007 3rd quarter;106.5;0.1;1.6;458.0;-5.2;0.7;225711.0;103.0
3276;Zuidwest-Overijssel (CR);2007 October;;;;;;;;
3277;Zuidwest-Overijssel (CR);2007 November;;;;;;;;
3278;Zuidwest-Overijssel (CR);2007 December;;;;;;;;
3279;Zuidwest-Overijssel (CR);2007 4th quarter;107.4;0.8;3.4;492.0;7.4;4.0;218085.0;107.0
3280;Zuidwest-Overijssel (CR);2007;106.3;2.8;2.8;1798.0;-3.7;-3.7;222531.0;400.0
3281;Zuidwest-Overijssel (CR);2008 January;;;;;;;;
3282;Zuidwest-Overijssel (CR);2008 February;;;;;;;;
3283;Zuidwest-Overijssel (CR);2008 March;;;;;;;;
3284;Zuidwest-Overijssel (CR);2008 1st quarter;109.2;1.7;4.2;377.0;-23.4;3.3;216749.0;82.0
3285;Zuidwest-Overijssel (CR);2008 April;;;;;;;;
3286;Zuidwest-Overijssel (CR);2008 May;;;;;;;;
3287;Zuidwest-Overijssel (CR);2008 June;;;;;;;;
3288;Zuidwest-Overijssel (CR);2008 2nd quarter;107.2;-1.8;0.7;469.0;24.4;-2.9;227681.0;107.0
3289;Zuidwest-Overijssel (CR);2008 July;;;;;;;;
3290;Zuidwest-Overijssel (CR);2008 August;;;;;;;;
3291;Zuidwest-Overijssel (CR);2008 September;;;;;;;;
3292;Zuidwest-Overijssel (CR);2008 3rd quarter;109.0;1.7;2.3;434.0;-7.5;-5.2;224463.0;97.0
3293;Zuidwest-Overijssel (CR);2008 October;;;;;;;;
3294;Zuidwest-Overijssel (CR);2008 November;;;;;;;;
3295;Zuidwest-Overijssel (CR);2008 December;;;;;;;;
3296;Zuidwest-Overijssel (CR);2008 4th quarter;108.1;-0.9;0.6;411.0;-5.3;-16.5;214319.0;88.0
3297;Zuidwest-Overijssel (CR);2008;108.3;1.9;1.9;1691.0;-6.0;-6.0;221170.0;374.0
3298;Zuidwest-Overijssel (CR);2009 January;;;;;;;;
3299;Zuidwest-Overijssel (CR);2009 February;;;;;;;;
3300;Zuidwest-Overijssel (CR);2009 March;;;;;;;;
3301;Zuidwest-Overijssel (CR);2009 1st quarter;109.4;1.2;0.2;291.0;-29.2;-22.8;231522.0;67.0
3302;Zuidwest-Overijssel (CR);2009 April;;;;;;;;
3303;Zuidwest-Overijssel (CR);2009 May;;;;;;;;
3304;Zuidwest-Overijssel (CR);2009 June;;;;;;;;
3305;Zuidwest-Overijssel (CR);2009 2nd quarter;107.3;-2.0;0.0;280.0;-3.8;-40.3;221344.0;62.0
3306;Zuidwest-Overijssel (CR);2009 July;;;;;;;;
3307;Zuidwest-Overijssel (CR);2009 August;;;;;;;;
3308;Zuidwest-Overijssel (CR);2009 September;;;;;;;;
3309;Zuidwest-Overijssel (CR);2009 3rd quarter;106.4;-0.8;-2.4;308.0;10.0;-29.0;210653.0;65.0
3310;Zuidwest-Overijssel (CR);2009 October;;;;;;;;
3311;Zuidwest-Overijssel (CR);2009 November;;;;;;;;
3312;Zuidwest-Overijssel (CR);2009 December;;;;;;;;
3313;Zuidwest-Overijssel (CR);2009 4th quarter;106.6;0.2;-1.3;321.0;4.2;-21.9;211463.0;68.0
