ID;AfzetMotorbrandstoffen;Perioden;TotaalAfzet_1;TotaalWegverkeerEnOverigeAfnemers_2;AutogasLpg_3;TotaalMotorbenzine_4;Euro95_5;SuperOngelood98_6;NormaalGelood_7;SuperGelood_8;TotaalDiesel_9;Laagzwavelig_10;Hoogzwavelig_11;Aardgas_12;Elektriciteit_13;TotaalScheepvaart_14;TotaalGasolieEnLichteStookolie_15;AfzetAanBinnenvaart_16;AfzetAanZeevaart_17;AfzetAanHandelarenScheepvaart_18;TotaalStookolie_19;Laagzwavelig_20;Hoogzwavelig_21;TotaalLuchtvaart_22;Vliegtuigkerosine_23;Vliegtuigbenzine_24;JetfuelOpBenzinebasis_25;TotaalRailverkeer_26;Diesel_27;Elektriciteit_28;AutogasLpg_29;TotaalMotorbenzine_30;Euro95_31;SuperOngelood98_32;NormaalGelood_33;SuperGelood_34;TotaalDiesel_35;Laagzwavelig_36;Hoogzwavelig_37;Aardgas_38;Elektriciteit_39;TotaalGasolieEnLichteStookolie_40;AfzetAanBinnenvaart_41;AfzetAanZeevaart_42;AfzetAanHandelarenScheepvaart_43;TotaalStookolie_44;Laagzwavelig_45;Hoogzwavelig_46;Vliegtuigkerosine_47;Vliegtuigbenzine_48;JetfuelOpBenzinebasis_49;Diesel_50;Elektriciteit_51;AutogasLpg_52;TotaalMotorbenzine_53;Euro95_54;SuperOngelood98_55;NormaalGelood_56;SuperGelood_57;TotaalDiesel_58;Laagzwavelig_59;Hoogzwavelig_60
268;Afzet voor finaal verbruik;2005;533.7;512.1;18.8;169.1;162.1;7.0;;0.0;324.2;324.2;;0.0;0.0;11.4;11.4;11.4;;;;;;3.0;2.9;0.1;;7.2;1.4;5.8;415.0;4104.0;3934.0;169.0;;1.0;7523.0;7523.0;;1.0;6.0;264.0;264.0;;;;;;66.0;2.0;;33.0;1603.0;776.0;5471.0;5245.0;226.0;;;8999.0;8999.0;
269;Afzet voor finaal verbruik;2006;546.7;525.4;18.0;172.3;165.7;6.6;;0.0;335.0;335.0;;0.1;0.0;11.9;11.9;11.9;;;;;;2.2;2.1;0.1;;7.2;1.4;5.8;399.0;4171.0;4012.0;159.0;;0.0;7772.0;7772.0;;2.0;6.0;277.0;277.0;;;;;;48.0;2.0;;33.0;1603.0;746.0;5561.0;5349.0;212.0;;;9297.0;9297.0;
270;Afzet voor finaal verbruik;2007;549.5;527.1;15.2;174.9;169.8;5.0;;;336.9;336.9;;0.1;0.0;12.9;12.9;12.9;;;;;;2.3;2.3;0.1;;7.1;1.4;5.7;336.0;4184.0;4063.0;121.0;;;7854.0;7854.0;;3.0;6.0;300.0;300.0;;;;;;52.0;2.0;;33.0;1575.0;629.0;5578.0;5417.0;161.0;;;9395.0;9395.0;
271;Afzet voor finaal verbruik;2008;553.1;530.3;15.4;174.5;170.2;4.2;;;340.3;340.3;;0.1;0.0;13.3;13.3;13.3;;;;;;2.3;2.2;0.1;;7.2;1.4;5.8;341.0;4174.0;4072.0;102.0;;;7913.0;7913.0;;4.0;7.0;307.0;307.0;;;;;;51.0;2.0;;33.0;1607.0;637.0;5565.0;5430.0;136.0;;;9465.0;9465.0;
272;Afzet voor finaal verbruik;2009;531.4;508.4;15.4;175.2;172.1;3.1;;;317.6;317.6;;0.3;0.0;13.5;13.5;13.5;;;;;;2.2;2.1;0.1;;7.2;1.3;6.0;340.0;4171.0;4098.0;73.0;;;7403.0;7403.0;;8.0;8.0;312.0;312.0;;;;;;49.0;2.0;;30.0;1659.0;635.0;5561.0;5463.0;98.0;;;8855.0;8855.0;
273;Afzet voor finaal verbruik;2010;534.6;509.5;14.4;175.1;172.9;2.2;;;319.7;319.7;;0.4;0.0;15.1;15.1;15.1;;;;;;2.3;2.2;0.1;;7.6;1.4;6.2;318.0;4168.0;4116.0;52.0;;;7417.0;7417.0;;12.0;10.0;350.0;350.0;;;;;;51.0;2.0;;33.0;1746.0;594.0;5558.0;5489.0;69.0;;;8872.0;8872.0;
274;Afzet voor finaal verbruik;2011;538.9;514.1;13.0;177.9;175.9;1.9;;;322.5;322.5;;0.7;0.1;15.3;15.3;15.3;;;;;;2.0;1.9;0.1;;7.6;1.4;6.2;287.0;4235.0;4189.0;46.0;;;7500.0;7500.0;;22.0;13.0;354.0;354.0;;;;;;43.0;2.0;;32.0;1728.0;536.0;5646.0;5585.0;62.0;;;8971.0;8971.0;
275;Afzet voor finaal verbruik;2012;519.1;495.8;12.7;169.2;167.7;1.5;;;312.7;312.7;;1.0;0.1;14.1;14.1;14.1;;;;;;1.8;1.7;0.1;;7.5;1.1;6.3;282.0;4039.0;4003.0;36.0;;;7273.0;7273.0;;31.0;20.0;326.0;326.0;;;;;;40.0;2.0;;27.0;1743.0;527.0;5386.0;5338.0;48.0;;;8700.0;8700.0;
276;Afzet voor finaal verbruik;2013;493.6;469.4;12.0;165.5;164.0;1.4;;;290.8;290.8;;1.1;0.1;14.9;14.9;14.9;;;;;;1.9;1.8;0.1;;7.3;1.2;6.2;265.0;3940.0;3906.0;34.0;;;6762.0;6762.0;;35.0;35.0;346.0;346.0;;;;;;42.0;1.0;;27.0;1716.0;494.0;5253.0;5207.0;45.0;;;8088.0;8088.0;
277;Afzet voor finaal verbruik;2014;468.7;446.9;9.2;163.8;161.9;1.9;;;272.0;272.0;;1.4;0.5;12.8;12.8;12.8;;;;;;2.0;1.9;0.1;;7.1;1.2;5.9;204.0;3891.0;3846.0;45.0;;;6340.0;6340.0;;45.0;130.0;295.0;295.0;;;;;;44.0;1.0;;28.0;1646.0;382.0;5188.0;5128.0;60.0;;;7583.0;7583.0;
278;Afzet voor finaal verbruik;2015;470.4;447.8;8.0;164.3;162.3;2.0;;;273.2;273.2;;1.5;0.7;14.2;14.2;14.2;;;;;;1.6;1.5;0.0;;6.9;1.2;5.6;178.0;3903.0;3856.0;47.0;;;6354.0;6354.0;;48.0;187.0;329.0;329.0;;;;;;35.0;1.0;;29.0;1565.0;332.0;5204.0;5141.0;63.0;;;7601.0;7601.0;
279;Afzet voor finaal verbruik;2016;470.5;448.8;7.6;168.6;166.4;2.2;;;269.6;269.6;;1.8;1.2;13.2;13.2;13.2;;;;;;1.6;1.5;0.0;;7.0;1.2;5.7;168.0;3995.0;3943.0;52.0;;;6270.0;6270.0;;56.0;346.0;305.0;305.0;;;;;;35.0;1.0;;29.0;1592.0;314.0;5326.0;5257.0;69.0;;;7500.0;7500.0;
280;Afzet voor finaal verbruik;2017;483.1;462.1;6.8;174.4;172.3;2.1;;;277.6;277.6;;1.9;1.3;12.7;12.7;12.7;;;;;;1.4;1.4;0.0;;6.9;1.2;5.7;151.0;4132.0;4082.0;50.0;;;6457.0;6457.0;;61.0;374.0;295.0;295.0;;;;;;32.0;1.0;;27.0;1592.0;282.0;5509.0;5443.0;67.0;;;7723.0;7723.0;
281;Afzet voor finaal verbruik;2018;494.3;474.4;6.2;178.8;176.6;2.2;;;285.8;285.8;;1.9;1.7;11.6;12.8;12.8;;;;;;1.5;1.4;0.0;;6.8;1.0;5.8;137.0;4237.0;4184.0;53.0;;;6646.0;6646.0;;60.0;477.0;295.0;295.0;;;;;;33.0;1.0;;23.0;1617.0;256.0;5650.0;5579.0;71.0;;;7950.0;7950.0;
282;Afzet voor finaal verbruik;2019;493.9;474.0;5.8;182.6;179.8;2.8;;;281.2;281.2;;2.7;1.7;11.8;11.8;11.8;;;;;;1.6;1.5;0.0;;6.6;1.0;5.6;127.0;4328.0;4261.0;66.0;;;6539.0;6539.0;;85.0;482.0;272.0;272.0;;;;;;35.0;1.0;;23.0;1549.0;238.0;5771.0;5682.0;89.0;;;7822.0;7822.0;
283;Afzet voor finaal verbruik;2020;426.7;414.2;4.9;156.3;151.2;5.1;;;248.6;248.6;;2.7;1.7;8.9;8.9;8.9;;;;;;1.5;1.4;0.0;;6.6;1.0;5.6;108.0;3703.0;3583.0;120.0;;;5781.0;5781.0;;85.0;482.0;206.0;206.0;;;;;;33.0;1.0;;23.0;1549.0;202.0;4938.0;4778.0;160.0;;;6915.0;6915.0;
284;Afzet voor finaal verbruik;2021;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
285;Afzet voor finaal verbruik;2013 januari;39.1;37.4;1.1;13.8;13.7;0.1;;;22.4;22.4;;;;1.0;1.0;1.0;;;;;;0.1;0.1;0.0;;;;;24.0;328.0;325.0;3.0;;;522.0;522.0;;;;23.0;23.0;;;;;;2.0;0.0;;;;46.0;437.0;434.0;4.0;;;624.0;624.0;
286;Afzet voor finaal verbruik;2013 februari;40.0;35.4;0.9;12.7;12.7;0.1;;;21.7;21.7;;;;3.8;3.8;1.2;2.6;;;;;0.1;0.1;0.0;;;;;19.0;304.0;301.0;2.0;;;505.0;505.0;;;;88.0;29.0;59.0;;;;;3.0;0.0;;;;36.0;405.0;402.0;3.0;;;604.0;604.0;
287;Afzet voor finaal verbruik;2013 maart;42.1;40.1;1.0;14.3;14.2;0.1;;;24.6;24.6;;;;1.2;1.2;1.2;;;;;;0.2;0.2;0.0;;;;;23.0;341.0;338.0;2.0;;;573.0;573.0;;;;28.0;28.0;;;;;;4.0;0.0;;;;43.0;454.0;451.0;3.0;;;686.0;686.0;
288;Afzet voor finaal verbruik;2013 1e kwartaal;118.6;113.0;3.0;40.8;40.5;0.3;;;68.8;68.8;;0.3;0.0;3.4;3.4;3.4;;;;;;0.4;0.4;0.0;;1.8;0.3;1.5;67.0;972.0;965.0;7.0;;;1600.0;1600.0;;9.0;9.0;79.0;79.0;;;;;;9.0;0.0;;7.0;429.0;125.0;1296.0;1287.0;10.0;;;1914.0;1914.0;
289;Afzet voor finaal verbruik;2013 april;41.8;40.1;0.9;14.0;13.9;0.1;;;25.0;25.0;;;;1.0;1.0;1.0;;;;;;0.1;0.1;0.0;;;;;20.0;334.0;331.0;3.0;;;581.0;581.0;;;;23.0;23.0;;;;;;3.0;0.0;;;;38.0;446.0;441.0;4.0;;;695.0;695.0;
290;Afzet voor finaal verbruik;2013 mei;43.7;41.3;1.1;14.6;14.4;0.1;;;25.5;25.5;;;;1.6;1.6;1.6;;;;;;0.2;0.2;0.0;;;;;25.0;347.0;344.0;3.0;;;593.0;593.0;;;;38.0;38.0;;;;;;4.0;0.0;;;;46.0;463.0;458.0;4.0;;;710.0;710.0;
291;Afzet voor finaal verbruik;2013 juni;41.4;39.6;1.0;13.5;13.4;0.1;;;25.0;25.0;;;;1.0;1.0;1.0;;;;;;0.2;0.2;0.0;;;;;21.0;322.0;319.0;3.0;;;581.0;581.0;;;;24.0;24.0;;;;;;4.0;0.0;;;;40.0;429.0;426.0;4.0;;;695.0;695.0;
292;Afzet voor finaal verbruik;2013 2e kwartaal;126.9;120.9;3.0;42.1;41.7;0.4;;;75.5;75.5;;0.3;0.0;3.7;3.7;3.7;;;;;;0.5;0.5;0.0;;1.8;0.3;1.5;66.0;1003.0;994.0;10.0;;;1755.0;1755.0;;9.0;9.0;85.0;85.0;;;;;;11.0;0.0;;7.0;429.0;124.0;1338.0;1325.0;13.0;;;2099.0;2099.0;
293;Afzet voor finaal verbruik;2013 juli;41.3;39.3;1.0;13.8;13.7;0.1;;;24.4;24.4;;;;1.2;1.2;1.2;;;;;;0.2;0.2;0.0;;;;;23.0;329.0;326.0;3.0;;;567.0;567.0;;;;28.0;28.0;;;;;;4.0;0.0;;;;43.0;438.0;434.0;4.0;;;678.0;678.0;
294;Afzet voor finaal verbruik;2013 augustus;39.3;37.1;1.0;13.5;13.4;0.1;;;22.5;22.5;;;;1.4;1.4;1.4;;;;;;0.2;0.2;0.0;;;;;21.0;322.0;319.0;3.0;;;523.0;523.0;;;;33.0;33.0;;;;;;5.0;0.0;;;;40.0;429.0;425.0;4.0;;;626.0;626.0;
295;Afzet voor finaal verbruik;2013 september;41.5;39.2;1.0;13.5;13.4;0.1;;;24.6;24.6;;;;1.5;1.5;1.5;;;;;;0.2;0.2;0.0;;;;;22.0;322.0;319.0;3.0;;;572.0;572.0;;;;34.0;34.0;;;;;;5.0;0.0;;;;41.0;429.0;426.0;4.0;;;684.0;684.0;
296;Afzet voor finaal verbruik;2013 3e kwartaal;122.2;115.6;3.0;40.9;40.5;0.4;;;71.5;71.5;;0.3;0.0;4.1;4.1;4.1;;;;;;0.6;0.6;0.0;;1.8;0.3;1.5;66.0;973.0;964.0;9.0;;;1662.0;1662.0;;9.0;9.0;95.0;95.0;;;;;;14.0;0.0;;7.0;429.0;123.0;1297.0;1286.0;12.0;;;1988.0;1988.0;
297;Afzet voor finaal verbruik;2013 oktober;44.7;42.4;1.0;14.4;14.2;0.1;;;26.9;26.9;;;;1.5;1.5;1.5;;;;;;0.1;0.1;0.0;;;;;23.0;342.0;339.0;3.0;;;626.0;626.0;;;;35.0;35.0;;;;;;3.0;0.0;;;;43.0;456.0;452.0;4.0;;;749.0;749.0;
298;Afzet voor finaal verbruik;2013 november;41.1;39.2;1.0;13.7;13.6;0.1;;;24.4;24.4;;;;1.1;1.1;1.1;;;;;;0.1;0.1;0.0;;;;;22.0;326.0;323.0;3.0;;;568.0;568.0;;;;26.0;26.0;;;;;;3.0;0.0;;;;41.0;434.0;430.0;4.0;;;680.0;680.0;
299;Afzet voor finaal verbruik;2013 december;40.1;38.3;0.9;13.6;13.5;0.1;;;23.7;23.7;;;;1.1;1.1;1.1;;;;;;0.1;0.1;0.0;;;;;21.0;323.0;321.0;2.0;;;550.0;550.0;;;;25.0;25.0;;;;;;3.0;0.0;;;;39.0;431.0;428.0;3.0;;;658.0;658.0;
300;Afzet voor finaal verbruik;2013 4e kwartaal;125.9;119.9;3.0;41.6;41.3;0.4;;;75.0;75.0;;0.3;0.0;3.7;3.7;3.7;;;;;;0.4;0.4;0.0;;1.8;0.3;1.5;66.0;991.0;983.0;8.0;;;1744.0;1744.0;;9.0;9.0;86.0;86.0;;;;;;9.0;0.0;;7.0;429.0;123.0;1322.0;1310.0;11.0;;;2086.0;2086.0;
301;Afzet voor finaal verbruik;2014 januari;38.9;37.1;0.9;13.7;13.6;0.1;;;22.3;22.3;;;;1.1;1.1;1.1;;;;;;0.1;0.1;0.0;;;;;19.0;326.0;322.0;4.0;;;521.0;521.0;;;;26.0;26.0;;;;;;3.0;0.0;;;;36.0;434.0;430.0;5.0;;;623.0;623.0;
302;Afzet voor finaal verbruik;2014 februari;36.2;34.5;0.8;12.6;12.5;0.1;;;21.0;21.0;;;;1.0;1.0;1.0;;;;;;0.2;0.2;0.0;;;;;17.0;299.0;296.0;3.0;;;489.0;489.0;;;;22.0;22.0;;;;;;4.0;0.0;;;;32.0;399.0;395.0;4.0;;;585.0;585.0;
303;Afzet voor finaal verbruik;2014 maart;39.7;37.9;0.8;13.7;13.6;0.1;;;23.2;23.2;;;;1.1;1.1;1.1;;;;;;0.2;0.2;0.0;;;;;18.0;326.0;323.0;3.0;;;540.0;540.0;;;;25.0;25.0;;;;;;4.0;0.0;;;;34.0;435.0;431.0;4.0;;;646.0;646.0;
304;Afzet voor finaal verbruik;2014 1e kwartaal;114.9;109.5;2.5;40.1;39.6;0.4;;;66.5;66.5;;0.4;0.1;3.2;3.2;3.2;;;;;;0.5;0.4;0.0;;1.8;0.3;1.5;55.0;951.0;942.0;10.0;;;1550.0;1550.0;;11.0;32.0;73.0;73.0;;;;;;10.0;0.0;;7.0;412.0;102.0;1269.0;1255.0;13.0;;;1854.0;1854.0;
305;Afzet voor finaal verbruik;2014 april;40.3;38.4;0.8;13.9;13.7;0.2;;;23.5;23.5;;;;1.1;1.1;1.1;;;;;;0.2;0.2;0.0;;;;;19.0;329.0;325.0;4.0;;;549.0;549.0;;;;26.0;26.0;;;;;;4.0;0.0;;;;35.0;439.0;433.0;6.0;;;656.0;656.0;
306;Afzet voor finaal verbruik;2014 mei;41.0;39.0;0.8;14.0;13.8;0.2;;;24.0;24.0;;;;1.3;1.3;1.3;;;;;;0.1;0.1;0.0;;;;;19.0;332.0;328.0;4.0;;;559.0;559.0;;;;30.0;30.0;;;;;;3.0;0.0;;;;35.0;443.0;437.0;6.0;;;669.0;669.0;
307;Afzet voor finaal verbruik;2014 juni;37.9;36.8;0.7;13.6;13.5;0.2;;;22.5;22.5;;;;0.9;0.9;0.9;;;;;;0.2;0.2;0.0;;;;;16.0;323.0;320.0;4.0;;;524.0;524.0;;;;21.0;21.0;;;;;;5.0;0.0;;;;29.0;431.0;426.0;5.0;;;627.0;627.0;
308;Afzet voor finaal verbruik;2014 2e kwartaal;120.0;114.4;2.4;41.5;40.9;0.5;;;70.0;70.0;;0.4;0.1;3.3;3.3;3.3;;;;;;0.5;0.5;0.0;;1.8;0.3;1.5;53.0;985.0;973.0;12.0;;;1632.0;1632.0;;11.0;32.0;77.0;77.0;;;;;;12.0;0.0;;7.0;412.0;99.0;1313.0;1297.0;17.0;;;1952.0;1952.0;
309;Afzet voor finaal verbruik;2014 juli;38.6;37.0;0.7;13.5;13.4;0.2;;;22.5;22.5;;;;0.9;0.9;0.9;;;;;;0.2;0.2;0.0;;;;;16.0;322.0;318.0;4.0;;;525.0;525.0;;;;20.0;20.0;;;;;;4.0;0.0;;;;31.0;429.0;423.0;5.0;;;629.0;629.0;
310;Afzet voor finaal verbruik;2014 augustus;35.9;33.9;0.6;13.1;13.0;0.2;;;20.0;20.0;;;;1.2;1.2;1.2;;;;;;0.2;0.2;0.0;;;;;14.0;312.0;308.0;4.0;;;466.0;466.0;;;;27.0;27.0;;;;;;5.0;0.0;;;;25.0;416.0;411.0;5.0;;;557.0;557.0;
311;Afzet voor finaal verbruik;2014 september;39.5;37.8;0.7;13.5;13.3;0.2;;;23.4;23.4;;;;0.9;0.9;0.9;;;;;;0.2;0.2;0.0;;;;;16.0;320.0;316.0;4.0;;;546.0;546.0;;;;22.0;22.0;;;;;;4.0;0.0;;;;30.0;427.0;422.0;5.0;;;653.0;653.0;
312;Afzet voor finaal verbruik;2014 3e kwartaal;114.0;108.6;2.1;40.2;39.7;0.5;;;65.9;65.9;;0.4;0.1;3.0;3.0;3.0;;;;;;0.5;0.5;0.0;;1.8;0.3;1.5;46.0;954.0;943.0;11.0;;;1537.0;1537.0;;11.0;32.0;69.0;69.0;;;;;;12.0;0.0;;7.0;412.0;86.0;1272.0;1257.0;15.0;;;1839.0;1839.0;
313;Afzet voor finaal verbruik;2014 oktober;42.0;40.0;0.8;14.3;14.1;0.2;;;24.7;24.7;;;;1.2;1.2;1.2;;;;;;0.2;0.2;0.0;;;;;17.0;340.0;336.0;4.0;;;576.0;576.0;;;;29.0;29.0;;;;;;4.0;0.0;;;;31.0;453.0;447.0;6.0;;;690.0;690.0;
314;Afzet voor finaal verbruik;2014 november;38.1;36.5;0.7;13.6;13.4;0.2;;;22.0;22.0;;;;0.9;0.9;0.9;;;;;;0.1;0.1;0.0;;;;;16.0;323.0;319.0;4.0;;;512.0;512.0;;;;22.0;22.0;;;;;;3.0;0.0;;;;31.0;430.0;425.0;5.0;;;613.0;613.0;
315;Afzet voor finaal verbruik;2014 december;39.8;38.0;0.8;14.2;14.1;0.1;;;22.8;22.8;;;;1.1;1.1;1.1;;;;;;0.1;0.1;0.0;;;;;17.0;338.0;335.0;4.0;;;532.0;532.0;;;;26.0;26.0;;;;;;3.0;0.0;;;;32.0;451.0;446.0;5.0;;;636.0;636.0;
316;Afzet voor finaal verbruik;2014 4e kwartaal;119.9;114.4;2.3;42.1;41.6;0.5;;;69.5;69.5;;0.4;0.1;3.3;3.3;3.3;;;;;;0.4;0.4;0.0;;1.8;0.3;1.5;51.0;1001.0;989.0;11.0;;;1620.0;1620.0;;11.0;32.0;76.0;76.0;;;;;;10.0;0.0;;7.0;412.0;94.0;1334.0;1319.0;15.0;;;1938.0;1938.0;
317;Afzet voor finaal verbruik;2015 januari;36.4;34.9;0.7;13.4;13.2;0.2;;;20.6;20.6;;;;0.8;0.8;0.8;;;;;;0.1;0.1;0.0;;;;;16.0;318.0;314.0;4.0;;;480.0;480.0;;;;19.0;19.0;;;;;;2.0;0.0;;;;30.0;424.0;419.0;5.0;;;574.0;574.0;
318;Afzet voor finaal verbruik;2015 februari;35.6;33.7;0.6;12.4;12.2;0.1;;;20.6;20.6;;;;1.2;1.2;1.2;;;;;;0.1;0.1;0.0;;;;;14.0;294.0;291.0;3.0;;;479.0;479.0;;;;27.0;27.0;;;;;;2.0;0.0;;;;26.0;392.0;388.0;4.0;;;573.0;573.0;
319;Afzet voor finaal verbruik;2015 maart;40.5;38.2;0.7;13.8;13.6;0.1;;;23.6;23.6;;;;1.5;1.5;1.5;;;;;;0.2;0.2;0.0;;;;;15.0;327.0;324.0;4.0;;;548.0;548.0;;;;34.0;34.0;;;;;;4.0;0.0;;;;29.0;437.0;432.0;5.0;;;656.0;656.0;
320;Afzet voor finaal verbruik;2015 1e kwartaal;112.5;106.9;2.0;39.5;39.1;0.4;;;64.8;64.8;;0.4;0.2;3.4;3.4;3.4;;;;;;0.4;0.4;0.0;;1.7;0.3;1.4;45.0;939.0;929.0;11.0;;;1507.0;1507.0;;12.0;47.0;80.0;80.0;;;;;;9.0;0.0;;7.0;391.0;84.0;1252.0;1238.0;14.0;;;1803.0;1803.0;
321;Afzet voor finaal verbruik;2015 april;40.7;38.9;0.7;14.2;14.0;0.2;;;23.8;23.8;;;;1.1;1.1;1.1;;;;;;0.2;0.2;0.0;;;;;15.0;338.0;333.0;4.0;;;554.0;554.0;;;;25.0;25.0;;;;;;4.0;0.0;;;;28.0;450.0;444.0;6.0;;;663.0;663.0;
322;Afzet voor finaal verbruik;2015 mei;38.7;36.8;0.7;13.5;13.3;0.2;;;22.5;22.5;;;;1.1;1.1;1.1;;;;;;0.1;0.1;0.0;;;;;14.0;320.0;317.0;4.0;;;523.0;523.0;;;;26.0;26.0;;;;;;3.0;0.0;;;;27.0;427.0;422.0;5.0;;;625.0;625.0;
323;Afzet voor finaal verbruik;2015 juni;41.1;38.7;0.7;13.9;13.8;0.2;;;23.9;23.9;;;;1.6;1.6;1.6;;;;;;0.1;0.1;0.0;;;;;16.0;331.0;327.0;4.0;;;556.0;556.0;;;;38.0;38.0;;;;;;3.0;0.0;;;;29.0;441.0;436.0;6.0;;;665.0;665.0;
324;Afzet voor finaal verbruik;2015 2e kwartaal;120.5;114.4;2.0;41.6;41.1;0.5;;;70.2;70.2;;0.4;0.2;3.8;3.8;3.8;;;;;;0.5;0.5;0.0;;1.7;0.3;1.4;45.0;989.0;977.0;13.0;;;1633.0;1633.0;;12.0;47.0;89.0;89.0;;;;;;10.0;0.0;;7.0;391.0;84.0;1319.0;1302.0;17.0;;;1953.0;1953.0;
325;Afzet voor finaal verbruik;2015 juli;39.4;37.4;0.7;13.6;13.4;0.2;;;22.9;22.9;;;;1.3;1.3;1.3;;;;;;0.1;0.1;0.0;;;;;15.0;323.0;319.0;4.0;;;534.0;534.0;;;;30.0;30.0;;;;;;3.0;0.0;;;;28.0;431.0;426.0;5.0;;;638.0;638.0;
326;Afzet voor finaal verbruik;2015 augustus;36.0;34.1;0.6;13.1;12.9;0.2;;;20.3;20.3;;;;1.1;1.1;1.1;;;;;;0.1;0.1;0.0;;;;;13.0;311.0;307.0;4.0;;;472.0;472.0;;;;27.0;27.0;;;;;;3.0;0.0;;;;24.0;414.0;409.0;5.0;;;565.0;565.0;
327;Afzet voor finaal verbruik;2015 september;39.9;38.0;0.7;13.9;13.7;0.2;;;23.2;23.2;;;;1.2;1.2;1.2;;;;;;0.1;0.1;0.0;;;;;15.0;330.0;326.0;4.0;;;541.0;541.0;;;;27.0;27.0;;;;;;3.0;0.0;;;;28.0;439.0;434.0;5.0;;;647.0;647.0;
328;Afzet voor finaal verbruik;2015 3e kwartaal;115.3;109.6;1.9;40.6;40.1;0.5;;;66.5;66.5;;0.4;0.2;3.6;3.6;3.6;;;;;;0.4;0.4;0.0;;1.7;0.3;1.4;43.0;964.0;952.0;12.0;;;1546.0;1546.0;;12.0;47.0;84.0;84.0;;;;;;8.0;0.0;;7.0;391.0;80.0;1285.0;1269.0;16.0;;;1850.0;1850.0;
329;Afzet voor finaal verbruik;2015 oktober;42.1;40.3;0.7;14.4;14.3;0.2;;;25.0;25.0;;;;1.1;1.1;1.1;;;;;;0.1;0.1;0.0;;;;;16.0;343.0;339.0;4.0;;;582.0;582.0;;;;25.0;25.0;;;;;;3.0;0.0;;;;29.0;457.0;452.0;5.0;;;696.0;696.0;
330;Afzet voor finaal verbruik;2015 november;39.8;38.0;0.6;13.6;13.5;0.2;;;23.6;23.6;;;;1.1;1.1;1.1;;;;;;0.1;0.1;0.0;;;;;14.0;324.0;320.0;4.0;;;548.0;548.0;;;;27.0;27.0;;;;;;2.0;0.0;;;;26.0;432.0;427.0;5.0;;;656.0;656.0;
331;Afzet voor finaal verbruik;2015 december;40.3;38.5;0.7;14.5;14.3;0.2;;;23.2;23.2;;;;1.1;1.1;1.1;;;;;;0.1;0.1;0.0;;;;;15.0;344.0;340.0;4.0;;;538.0;538.0;;;;25.0;25.0;;;;;;3.0;0.0;;;;27.0;459.0;454.0;5.0;;;644.0;644.0;
332;Afzet voor finaal verbruik;2015 4e kwartaal;122.2;116.8;2.0;42.6;42.1;0.5;;;71.7;71.7;;0.4;0.2;3.3;3.3;3.3;;;;;;0.4;0.3;0.0;;1.7;0.3;1.4;44.0;1011.0;999.0;12.0;;;1668.0;1668.0;;12.0;47.0;76.0;76.0;;;;;;8.0;0.0;;7.0;391.0;83.0;1348.0;1332.0;16.0;;;1995.0;1995.0;
333;Afzet voor finaal verbruik;2016 januari;36.2;34.5;0.6;13.1;13.0;0.2;;;20.7;20.7;;;;1.0;1.0;1.0;;;;;;0.1;0.1;0.0;;;;;13.0;311.0;307.0;4.0;;;480.0;480.0;;;;22.0;22.0;;;;;;3.0;0.0;;;;25.0;415.0;410.0;5.0;;;575.0;575.0;
334;Afzet voor finaal verbruik;2016 februari;36.6;34.7;0.7;13.2;13.0;0.1;;;20.8;20.8;;;;1.1;1.1;1.1;;;;;;0.1;0.1;0.0;;;;;15.0;312.0;309.0;3.0;;;483.0;483.0;;;;27.0;27.0;;;;;;2.0;0.0;;;;27.0;416.0;412.0;5.0;;;578.0;578.0;
335;Afzet voor finaal verbruik;2016 maart;40.8;38.6;0.7;14.3;14.1;0.2;;;23.6;23.6;;;;1.4;1.4;1.4;;;;;;0.1;0.1;0.0;;;;;14.0;339.0;335.0;4.0;;;548.0;548.0;;;;33.0;33.0;;;;;;3.0;0.0;;;;27.0;452.0;446.0;6.0;;;656.0;656.0;
336;Afzet voor finaal verbruik;2016 1e kwartaal;114.0;108.3;1.9;40.6;40.1;0.5;;;65.0;65.0;;0.4;0.3;3.5;3.5;3.5;;;;;;0.4;0.4;0.0;;1.7;0.3;1.4;42.0;963.0;951.0;12.0;;;1512.0;1512.0;;14.0;87.0;82.0;82.0;;;;;;8.0;0.0;;7.0;398.0;79.0;1283.0;1268.0;15.0;;;1808.0;1808.0;
337;Afzet voor finaal verbruik;2016 april;39.3;37.6;0.7;14.4;14.2;0.2;;;22.4;22.4;;;;1.0;1.0;1.0;;;;;;0.1;0.1;0.0;;;;;15.0;340.0;336.0;4.0;;;522.0;522.0;;;;23.0;23.0;;;;;;3.0;0.0;;;;27.0;454.0;448.0;6.0;;;624.0;624.0;
338;Afzet voor finaal verbruik;2016 mei;39.8;38.0;0.6;14.0;13.8;0.2;;;23.3;23.3;;;;1.1;1.1;1.1;;;;;;0.1;0.1;0.0;;;;;14.0;331.0;326.0;5.0;;;543.0;543.0;;;;24.0;24.0;;;;;;2.0;0.0;;;;27.0;441.0;435.0;7.0;;;649.0;649.0;
