ID;NECSectors;EmissionsToAir;Periods;EmissionToAir_1
2152;25-28 Man metal products, machinery ;Sulphur dioxide (SO2);2018;0.8
2153;25-28 Man metal products, machinery ;Sulphur dioxide (SO2);2019;0.7
2154;25-28 Man metal products, machinery ;Sulphur dioxide (SO2);2020;0.5
2155;25-28 Man metal products, machinery ;Sulphur dioxide (SO2);2021;0.4
2156;25-28 Man metal products, machinery ;Sulphur dioxide (SO2);2022;0.0
2157;25-28 Man metal products, machinery ;Sulphur dioxide (SO2);2023;0.0
2158;25-28 Man metal products, machinery ;NMVOC;1990;45.1
2159;25-28 Man metal products, machinery ;NMVOC;1995;28.5
2160;25-28 Man metal products, machinery ;NMVOC;2000;12.4
2161;25-28 Man metal products, machinery ;NMVOC;2001;12.1
2162;25-28 Man metal products, machinery ;NMVOC;2002;10.5
2163;25-28 Man metal products, machinery ;NMVOC;2003;8.6
2164;25-28 Man metal products, machinery ;NMVOC;2004;8.2
2165;25-28 Man metal products, machinery ;NMVOC;2005;8.2
2166;25-28 Man metal products, machinery ;NMVOC;2006;7.5
2167;25-28 Man metal products, machinery ;NMVOC;2007;8.0
2168;25-28 Man metal products, machinery ;NMVOC;2008;7.2
2169;25-28 Man metal products, machinery ;NMVOC;2009;6.5
2170;25-28 Man metal products, machinery ;NMVOC;2010;11.1
2171;25-28 Man metal products, machinery ;NMVOC;2011;9.6
2172;25-28 Man metal products, machinery ;NMVOC;2012;9.3
2173;25-28 Man metal products, machinery ;NMVOC;2013;8.3
2174;25-28 Man metal products, machinery ;NMVOC;2014;7.8
2175;25-28 Man metal products, machinery ;NMVOC;2015;7.8
2176;25-28 Man metal products, machinery ;NMVOC;2016;6.1
2177;25-28 Man metal products, machinery ;NMVOC;2017;7.3
2178;25-28 Man metal products, machinery ;NMVOC;2018;7.4
2179;25-28 Man metal products, machinery ;NMVOC;2019;7.4
2180;25-28 Man metal products, machinery ;NMVOC;2020;7.5
2181;25-28 Man metal products, machinery ;NMVOC;2021;7.5
2182;25-28 Man metal products, machinery ;NMVOC;2022;7.7
2183;25-28 Man metal products, machinery ;NMVOC;2023;7.0
2184;25-28 Man metal products, machinery ;PM2.5 (Particulate matter);1990;0.8
2185;25-28 Man metal products, machinery ;PM2.5 (Particulate matter);1995;0.3
2186;25-28 Man metal products, machinery ;PM2.5 (Particulate matter);2000;0.2
2187;25-28 Man metal products, machinery ;PM2.5 (Particulate matter);2001;0.2
2188;25-28 Man metal products, machinery ;PM2.5 (Particulate matter);2002;0.2
2189;25-28 Man metal products, machinery ;PM2.5 (Particulate matter);2003;0.2
2190;25-28 Man metal products, machinery ;PM2.5 (Particulate matter);2004;0.2
2191;25-28 Man metal products, machinery ;PM2.5 (Particulate matter);2005;0.2
2192;25-28 Man metal products, machinery ;PM2.5 (Particulate matter);2006;0.2
2193;25-28 Man metal products, machinery ;PM2.5 (Particulate matter);2007;0.2
2194;25-28 Man metal products, machinery ;PM2.5 (Particulate matter);2008;0.2
2195;25-28 Man metal products, machinery ;PM2.5 (Particulate matter);2009;0.2
2196;25-28 Man metal products, machinery ;PM2.5 (Particulate matter);2010;0.1
2197;25-28 Man metal products, machinery ;PM2.5 (Particulate matter);2011;0.2
2198;25-28 Man metal products, machinery ;PM2.5 (Particulate matter);2012;0.2
2199;25-28 Man metal products, machinery ;PM2.5 (Particulate matter);2013;0.2
2200;25-28 Man metal products, machinery ;PM2.5 (Particulate matter);2014;0.2
2201;25-28 Man metal products, machinery ;PM2.5 (Particulate matter);2015;0.2
2202;25-28 Man metal products, machinery ;PM2.5 (Particulate matter);2016;0.2
2203;25-28 Man metal products, machinery ;PM2.5 (Particulate matter);2017;0.2
2204;25-28 Man metal products, machinery ;PM2.5 (Particulate matter);2018;0.2
2205;25-28 Man metal products, machinery ;PM2.5 (Particulate matter);2019;0.2
2206;25-28 Man metal products, machinery ;PM2.5 (Particulate matter);2020;0.2
2207;25-28 Man metal products, machinery ;PM2.5 (Particulate matter);2021;0.2
2208;25-28 Man metal products, machinery ;PM2.5 (Particulate matter);2022;0.2
2209;25-28 Man metal products, machinery ;PM2.5 (Particulate matter);2023;0.2
2210;29-30 Transport equipment;Ammonia (NH3);1990;0.0
2211;29-30 Transport equipment;Ammonia (NH3);1995;0.0
2212;29-30 Transport equipment;Ammonia (NH3);2000;0.0
2213;29-30 Transport equipment;Ammonia (NH3);2001;0.0
2214;29-30 Transport equipment;Ammonia (NH3);2002;0.0
2215;29-30 Transport equipment;Ammonia (NH3);2003;0.0
2216;29-30 Transport equipment;Ammonia (NH3);2004;0.0
2217;29-30 Transport equipment;Ammonia (NH3);2005;0.0
2218;29-30 Transport equipment;Ammonia (NH3);2006;0.0
2219;29-30 Transport equipment;Ammonia (NH3);2007;0.0
2220;29-30 Transport equipment;Ammonia (NH3);2008;0.0
2221;29-30 Transport equipment;Ammonia (NH3);2009;0.0
2222;29-30 Transport equipment;Ammonia (NH3);2010;0.0
2223;29-30 Transport equipment;Ammonia (NH3);2011;0.0
2224;29-30 Transport equipment;Ammonia (NH3);2012;0.0
2225;29-30 Transport equipment;Ammonia (NH3);2013;0.0
2226;29-30 Transport equipment;Ammonia (NH3);2014;0.0
2227;29-30 Transport equipment;Ammonia (NH3);2015;0.0
2228;29-30 Transport equipment;Ammonia (NH3);2016;0.0
2229;29-30 Transport equipment;Ammonia (NH3);2017;0.0
2230;29-30 Transport equipment;Ammonia (NH3);2018;0.0
2231;29-30 Transport equipment;Ammonia (NH3);2019;0.0
2232;29-30 Transport equipment;Ammonia (NH3);2020;0.0
2233;29-30 Transport equipment;Ammonia (NH3);2021;0.0
2234;29-30 Transport equipment;Ammonia (NH3);2022;0.0
2235;29-30 Transport equipment;Ammonia (NH3);2023;0.0
2236;29-30 Transport equipment;Nitrogen oxides (NOx);1990;0.4
2237;29-30 Transport equipment;Nitrogen oxides (NOx);1995;0.4
2238;29-30 Transport equipment;Nitrogen oxides (NOx);2000;0.1
2239;29-30 Transport equipment;Nitrogen oxides (NOx);2001;0.1
2240;29-30 Transport equipment;Nitrogen oxides (NOx);2002;0.1
2241;29-30 Transport equipment;Nitrogen oxides (NOx);2003;0.1
2242;29-30 Transport equipment;Nitrogen oxides (NOx);2004;0.1
2243;29-30 Transport equipment;Nitrogen oxides (NOx);2005;0.1
2244;29-30 Transport equipment;Nitrogen oxides (NOx);2006;0.1
2245;29-30 Transport equipment;Nitrogen oxides (NOx);2007;0.1
2246;29-30 Transport equipment;Nitrogen oxides (NOx);2008;0.1
2247;29-30 Transport equipment;Nitrogen oxides (NOx);2009;0.1
2248;29-30 Transport equipment;Nitrogen oxides (NOx);2010;0.1
2249;29-30 Transport equipment;Nitrogen oxides (NOx);2011;0.1
2250;29-30 Transport equipment;Nitrogen oxides (NOx);2012;0.1
2251;29-30 Transport equipment;Nitrogen oxides (NOx);2013;0.1
2252;29-30 Transport equipment;Nitrogen oxides (NOx);2014;0.1
2253;29-30 Transport equipment;Nitrogen oxides (NOx);2015;0.1
2254;29-30 Transport equipment;Nitrogen oxides (NOx);2016;0.1
2255;29-30 Transport equipment;Nitrogen oxides (NOx);2017;0.1
2256;29-30 Transport equipment;Nitrogen oxides (NOx);2018;0.1
2257;29-30 Transport equipment;Nitrogen oxides (NOx);2019;0.1
2258;29-30 Transport equipment;Nitrogen oxides (NOx);2020;0.1
2259;29-30 Transport equipment;Nitrogen oxides (NOx);2021;0.1
2260;29-30 Transport equipment;Nitrogen oxides (NOx);2022;0.1
2261;29-30 Transport equipment;Nitrogen oxides (NOx);2023;0.1
2262;29-30 Transport equipment;Sulphur dioxide (SO2);1990;0.0
2263;29-30 Transport equipment;Sulphur dioxide (SO2);1995;0.0
2264;29-30 Transport equipment;Sulphur dioxide (SO2);2000;0.0
2265;29-30 Transport equipment;Sulphur dioxide (SO2);2001;0.0
2266;29-30 Transport equipment;Sulphur dioxide (SO2);2002;0.0
2267;29-30 Transport equipment;Sulphur dioxide (SO2);2003;0.0
2268;29-30 Transport equipment;Sulphur dioxide (SO2);2004;0.0
2269;29-30 Transport equipment;Sulphur dioxide (SO2);2005;0.0
2270;29-30 Transport equipment;Sulphur dioxide (SO2);2006;0.0
2271;29-30 Transport equipment;Sulphur dioxide (SO2);2007;0.0
2272;29-30 Transport equipment;Sulphur dioxide (SO2);2008;0.0
2273;29-30 Transport equipment;Sulphur dioxide (SO2);2009;0.0
2274;29-30 Transport equipment;Sulphur dioxide (SO2);2010;0.0
2275;29-30 Transport equipment;Sulphur dioxide (SO2);2011;0.0
2276;29-30 Transport equipment;Sulphur dioxide (SO2);2012;0.0
2277;29-30 Transport equipment;Sulphur dioxide (SO2);2013;0.0
2278;29-30 Transport equipment;Sulphur dioxide (SO2);2014;0.0
2279;29-30 Transport equipment;Sulphur dioxide (SO2);2015;0.0
2280;29-30 Transport equipment;Sulphur dioxide (SO2);2016;0.0
2281;29-30 Transport equipment;Sulphur dioxide (SO2);2017;0.0
2282;29-30 Transport equipment;Sulphur dioxide (SO2);2018;0.0
2283;29-30 Transport equipment;Sulphur dioxide (SO2);2019;0.0
2284;29-30 Transport equipment;Sulphur dioxide (SO2);2020;0.0
2285;29-30 Transport equipment;Sulphur dioxide (SO2);2021;0.0
2286;29-30 Transport equipment;Sulphur dioxide (SO2);2022;0.0
2287;29-30 Transport equipment;Sulphur dioxide (SO2);2023;0.0
2288;29-30 Transport equipment;NMVOC;1990;7.3
2289;29-30 Transport equipment;NMVOC;1995;4.8
2290;29-30 Transport equipment;NMVOC;2000;5.2
2291;29-30 Transport equipment;NMVOC;2001;3.5
2292;29-30 Transport equipment;NMVOC;2002;4.4
2293;29-30 Transport equipment;NMVOC;2003;5.0
2294;29-30 Transport equipment;NMVOC;2004;4.8
2295;29-30 Transport equipment;NMVOC;2005;4.5
2296;29-30 Transport equipment;NMVOC;2006;4.0
2297;29-30 Transport equipment;NMVOC;2007;4.2
2298;29-30 Transport equipment;NMVOC;2008;5.1
2299;29-30 Transport equipment;NMVOC;2009;3.6
2300;29-30 Transport equipment;NMVOC;2010;5.7
2301;29-30 Transport equipment;NMVOC;2011;5.8
2302;29-30 Transport equipment;NMVOC;2012;4.6
2303;29-30 Transport equipment;NMVOC;2013;4.2
2304;29-30 Transport equipment;NMVOC;2014;5.4
2305;29-30 Transport equipment;NMVOC;2015;5.0
2306;29-30 Transport equipment;NMVOC;2016;3.7
2307;29-30 Transport equipment;NMVOC;2017;3.9
2308;29-30 Transport equipment;NMVOC;2018;3.9
2309;29-30 Transport equipment;NMVOC;2019;4.2
2310;29-30 Transport equipment;NMVOC;2020;4.0
2311;29-30 Transport equipment;NMVOC;2021;4.0
2312;29-30 Transport equipment;NMVOC;2022;4.0
2313;29-30 Transport equipment;NMVOC;2023;3.6
2314;29-30 Transport equipment;PM2.5 (Particulate matter);1990;0.3
2315;29-30 Transport equipment;PM2.5 (Particulate matter);1995;0.0
2316;29-30 Transport equipment;PM2.5 (Particulate matter);2000;0.0
2317;29-30 Transport equipment;PM2.5 (Particulate matter);2001;0.0
2318;29-30 Transport equipment;PM2.5 (Particulate matter);2002;0.0
2319;29-30 Transport equipment;PM2.5 (Particulate matter);2003;0.0
2320;29-30 Transport equipment;PM2.5 (Particulate matter);2004;0.0
2321;29-30 Transport equipment;PM2.5 (Particulate matter);2005;0.0
2322;29-30 Transport equipment;PM2.5 (Particulate matter);2006;0.0
2323;29-30 Transport equipment;PM2.5 (Particulate matter);2007;0.0
2324;29-30 Transport equipment;PM2.5 (Particulate matter);2008;0.0
2325;29-30 Transport equipment;PM2.5 (Particulate matter);2009;0.0
2326;29-30 Transport equipment;PM2.5 (Particulate matter);2010;0.0
2327;29-30 Transport equipment;PM2.5 (Particulate matter);2011;0.0
2328;29-30 Transport equipment;PM2.5 (Particulate matter);2012;0.0
2329;29-30 Transport equipment;PM2.5 (Particulate matter);2013;0.0
2330;29-30 Transport equipment;PM2.5 (Particulate matter);2014;0.0
2331;29-30 Transport equipment;PM2.5 (Particulate matter);2015;0.0
2332;29-30 Transport equipment;PM2.5 (Particulate matter);2016;0.0
2333;29-30 Transport equipment;PM2.5 (Particulate matter);2017;0.0
2334;29-30 Transport equipment;PM2.5 (Particulate matter);2018;0.0
2335;29-30 Transport equipment;PM2.5 (Particulate matter);2019;0.0
2336;29-30 Transport equipment;PM2.5 (Particulate matter);2020;0.0
2337;29-30 Transport equipment;PM2.5 (Particulate matter);2021;0.0
2338;29-30 Transport equipment;PM2.5 (Particulate matter);2022;0.0
2339;29-30 Transport equipment;PM2.5 (Particulate matter);2023;0.0
2340;A Agriculture, forestry and fishing;Ammonia (NH3);1990;336.6
2341;A Agriculture, forestry and fishing;Ammonia (NH3);1995;207.8
2342;A Agriculture, forestry and fishing;Ammonia (NH3);2000;162.1
2343;A Agriculture, forestry and fishing;Ammonia (NH3);2001;155.3
2344;A Agriculture, forestry and fishing;Ammonia (NH3);2002;147.9
2345;A Agriculture, forestry and fishing;Ammonia (NH3);2003;144.5
2346;A Agriculture, forestry and fishing;Ammonia (NH3);2004;143.4
2347;A Agriculture, forestry and fishing;Ammonia (NH3);2005;141.7
2348;A Agriculture, forestry and fishing;Ammonia (NH3);2006;145.1
2349;A Agriculture, forestry and fishing;Ammonia (NH3);2007;141.8
2350;A Agriculture, forestry and fishing;Ammonia (NH3);2008;129.2
2351;A Agriculture, forestry and fishing;Ammonia (NH3);2009;125.5
2352;A Agriculture, forestry and fishing;Ammonia (NH3);2010;122.7
2353;A Agriculture, forestry and fishing;Ammonia (NH3);2011;119.9
2354;A Agriculture, forestry and fishing;Ammonia (NH3);2012;116.4
2355;A Agriculture, forestry and fishing;Ammonia (NH3);2013;113.4
2356;A Agriculture, forestry and fishing;Ammonia (NH3);2014;117.3
2357;A Agriculture, forestry and fishing;Ammonia (NH3);2015;118.6
2358;A Agriculture, forestry and fishing;Ammonia (NH3);2016;119.3
2359;A Agriculture, forestry and fishing;Ammonia (NH3);2017;121.8
2360;A Agriculture, forestry and fishing;Ammonia (NH3);2018;120.1
2361;A Agriculture, forestry and fishing;Ammonia (NH3);2019;114.0
2362;A Agriculture, forestry and fishing;Ammonia (NH3);2020;113.4
2363;A Agriculture, forestry and fishing;Ammonia (NH3);2021;111.7
2364;A Agriculture, forestry and fishing;Ammonia (NH3);2022;109.4
2365;A Agriculture, forestry and fishing;Ammonia (NH3);2023;105.1
2366;A Agriculture, forestry and fishing;Nitrogen oxides (NOx);1990;8.8
2367;A Agriculture, forestry and fishing;Nitrogen oxides (NOx);1995;10.4
2368;A Agriculture, forestry and fishing;Nitrogen oxides (NOx);2000;9.6
2369;A Agriculture, forestry and fishing;Nitrogen oxides (NOx);2001;9.3
2370;A Agriculture, forestry and fishing;Nitrogen oxides (NOx);2002;8.7
2371;A Agriculture, forestry and fishing;Nitrogen oxides (NOx);2003;9.2
2372;A Agriculture, forestry and fishing;Nitrogen oxides (NOx);2004;9.8
2373;A Agriculture, forestry and fishing;Nitrogen oxides (NOx);2005;11.4
2374;A Agriculture, forestry and fishing;Nitrogen oxides (NOx);2006;12.2
2375;A Agriculture, forestry and fishing;Nitrogen oxides (NOx);2007;14.4
2376;A Agriculture, forestry and fishing;Nitrogen oxides (NOx);2008;17.3
2377;A Agriculture, forestry and fishing;Nitrogen oxides (NOx);2009;16.5
2378;A Agriculture, forestry and fishing;Nitrogen oxides (NOx);2010;18.5
2379;A Agriculture, forestry and fishing;Nitrogen oxides (NOx);2011;16.0
2380;A Agriculture, forestry and fishing;Nitrogen oxides (NOx);2012;14.5
2381;A Agriculture, forestry and fishing;Nitrogen oxides (NOx);2013;13.2
2382;A Agriculture, forestry and fishing;Nitrogen oxides (NOx);2014;10.2
2383;A Agriculture, forestry and fishing;Nitrogen oxides (NOx);2015;10.2
2384;A Agriculture, forestry and fishing;Nitrogen oxides (NOx);2016;8.6
2385;A Agriculture, forestry and fishing;Nitrogen oxides (NOx);2017;8.0
2386;A Agriculture, forestry and fishing;Nitrogen oxides (NOx);2018;7.2
2387;A Agriculture, forestry and fishing;Nitrogen oxides (NOx);2019;6.0
2388;A Agriculture, forestry and fishing;Nitrogen oxides (NOx);2020;4.9
2389;A Agriculture, forestry and fishing;Nitrogen oxides (NOx);2021;5.2
2390;A Agriculture, forestry and fishing;Nitrogen oxides (NOx);2022;3.8
2391;A Agriculture, forestry and fishing;Nitrogen oxides (NOx);2023;3.8
2392;A Agriculture, forestry and fishing;Sulphur dioxide (SO2);1990;0.0
2393;A Agriculture, forestry and fishing;Sulphur dioxide (SO2);1995;0.0
2394;A Agriculture, forestry and fishing;Sulphur dioxide (SO2);2000;0.0
2395;A Agriculture, forestry and fishing;Sulphur dioxide (SO2);2001;0.0
2396;A Agriculture, forestry and fishing;Sulphur dioxide (SO2);2002;0.0
2397;A Agriculture, forestry and fishing;Sulphur dioxide (SO2);2003;0.0
2398;A Agriculture, forestry and fishing;Sulphur dioxide (SO2);2004;0.0
2399;A Agriculture, forestry and fishing;Sulphur dioxide (SO2);2005;0.0
2400;A Agriculture, forestry and fishing;Sulphur dioxide (SO2);2006;0.0
2401;A Agriculture, forestry and fishing;Sulphur dioxide (SO2);2007;0.0
2402;A Agriculture, forestry and fishing;Sulphur dioxide (SO2);2008;0.0
2403;A Agriculture, forestry and fishing;Sulphur dioxide (SO2);2009;0.0
2404;A Agriculture, forestry and fishing;Sulphur dioxide (SO2);2010;0.1
2405;A Agriculture, forestry and fishing;Sulphur dioxide (SO2);2011;0.1
2406;A Agriculture, forestry and fishing;Sulphur dioxide (SO2);2012;0.1
2407;A Agriculture, forestry and fishing;Sulphur dioxide (SO2);2013;0.1
2408;A Agriculture, forestry and fishing;Sulphur dioxide (SO2);2014;0.1
2409;A Agriculture, forestry and fishing;Sulphur dioxide (SO2);2015;0.1
2410;A Agriculture, forestry and fishing;Sulphur dioxide (SO2);2016;0.1
2411;A Agriculture, forestry and fishing;Sulphur dioxide (SO2);2017;0.1
2412;A Agriculture, forestry and fishing;Sulphur dioxide (SO2);2018;0.1
2413;A Agriculture, forestry and fishing;Sulphur dioxide (SO2);2019;0.1
2414;A Agriculture, forestry and fishing;Sulphur dioxide (SO2);2020;0.1
2415;A Agriculture, forestry and fishing;Sulphur dioxide (SO2);2021;0.1
2416;A Agriculture, forestry and fishing;Sulphur dioxide (SO2);2022;0.1
2417;A Agriculture, forestry and fishing;Sulphur dioxide (SO2);2023;0.1
2418;A Agriculture, forestry and fishing;NMVOC;1990;0.6
2419;A Agriculture, forestry and fishing;NMVOC;1995;1.2
2420;A Agriculture, forestry and fishing;NMVOC;2000;1.2
2421;A Agriculture, forestry and fishing;NMVOC;2001;1.1
2422;A Agriculture, forestry and fishing;NMVOC;2002;1.0
2423;A Agriculture, forestry and fishing;NMVOC;2003;1.2
2424;A Agriculture, forestry and fishing;NMVOC;2004;1.5
2425;A Agriculture, forestry and fishing;NMVOC;2005;2.4
2426;A Agriculture, forestry and fishing;NMVOC;2006;3.5
2427;A Agriculture, forestry and fishing;NMVOC;2007;4.8
2428;A Agriculture, forestry and fishing;NMVOC;2008;6.6
2429;A Agriculture, forestry and fishing;NMVOC;2009;6.4
2430;A Agriculture, forestry and fishing;NMVOC;2010;7.2
2431;A Agriculture, forestry and fishing;NMVOC;2011;6.5
2432;A Agriculture, forestry and fishing;NMVOC;2012;5.7
2433;A Agriculture, forestry and fishing;NMVOC;2013;4.9
2434;A Agriculture, forestry and fishing;NMVOC;2014;4.0
2435;A Agriculture, forestry and fishing;NMVOC;2015;4.0
2436;A Agriculture, forestry and fishing;NMVOC;2016;3.4
2437;A Agriculture, forestry and fishing;NMVOC;2017;3.4
2438;A Agriculture, forestry and fishing;NMVOC;2018;3.1
2439;A Agriculture, forestry and fishing;NMVOC;2019;2.9
2440;A Agriculture, forestry and fishing;NMVOC;2020;2.5
2441;A Agriculture, forestry and fishing;NMVOC;2021;2.7
