ID;OriginDestination;ResidualsProducts;HazardousNonHazardous;Periods;TotalWaste_1;ChemicalWaste_2;MetallicWaste_3;NonMetallicWaste_4;DiscardedMaterials_5;AnimalAndVegetableWaste_6;MixedWaste_7;Sludge_8;MineralWaste_9
390;A Agriculture, forestry and fishing;3;3;2002;4061.0;10.0;0.0;35.0;0.0;4014.0;0.0;0.0;2.0
391;A Agriculture, forestry and fishing;3;3;2003;3858.0;6.0;0.0;34.0;0.0;3816.0;0.0;0.0;1.0
392;A Agriculture, forestry and fishing;3;3;2004;3868.0;6.0;0.0;39.0;0.0;3817.0;0.0;0.0;6.0
393;A Agriculture, forestry and fishing;3;3;2005;3752.0;7.0;0.0;36.0;0.0;3709.0;0.0;0.0;0.0
394;A Agriculture, forestry and fishing;3;3;2006;3999.0;5.0;4.0;36.0;3.0;3914.0;24.0;0.0;13.0
395;A Agriculture, forestry and fishing;3;3;2007;4513.0;4.0;2.0;40.0;0.0;4444.0;8.0;0.0;15.0
396;A Agriculture, forestry and fishing;3;3;2008;4764.0;4.0;1.0;33.0;0.0;4705.0;5.0;0.0;16.0
397;A Agriculture, forestry and fishing;3;3;2009;4258.0;4.0;2.0;26.0;0.0;4199.0;10.0;0.0;17.0
398;A Agriculture, forestry and fishing;3;3;2010;4319.0;5.0;2.0;27.0;0.0;4189.0;8.0;0.0;88.0
399;A Agriculture, forestry and fishing;3;1;1990;;;;;;;;;
400;A Agriculture, forestry and fishing;3;1;1991;;;;;;;;;
401;A Agriculture, forestry and fishing;3;1;1992;;;;;;;;;
402;A Agriculture, forestry and fishing;3;1;1993;;;;;;;;;
403;A Agriculture, forestry and fishing;3;1;1994;;;;;;;;;
404;A Agriculture, forestry and fishing;3;1;1995;;;;;;;;;
405;A Agriculture, forestry and fishing;3;1;1996;;;;;;;;;
406;A Agriculture, forestry and fishing;3;1;1997;;;;;;;;;
407;A Agriculture, forestry and fishing;3;1;1998;;;;;;;;;
408;A Agriculture, forestry and fishing;3;1;1999;;;;;;;;;
409;A Agriculture, forestry and fishing;3;1;2000;;;;;;;;;
410;A Agriculture, forestry and fishing;3;1;2001;;;;;;;;;
411;A Agriculture, forestry and fishing;3;1;2002;12.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
412;A Agriculture, forestry and fishing;3;1;2003;7.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
413;A Agriculture, forestry and fishing;3;1;2004;7.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
414;A Agriculture, forestry and fishing;3;1;2005;8.0;7.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
415;A Agriculture, forestry and fishing;3;1;2006;7.0;4.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0
416;A Agriculture, forestry and fishing;3;1;2007;4.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
417;A Agriculture, forestry and fishing;3;1;2008;4.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
418;A Agriculture, forestry and fishing;3;1;2009;;;;;;;;;
419;A Agriculture, forestry and fishing;3;1;2010;;;;;;;;;
420;A Agriculture, forestry and fishing;3;2;1990;;;;;;;;;
421;A Agriculture, forestry and fishing;3;2;1991;;;;;;;;;
422;A Agriculture, forestry and fishing;3;2;1992;;;;;;;;;
423;A Agriculture, forestry and fishing;3;2;1993;;;;;;;;;
424;A Agriculture, forestry and fishing;3;2;1994;;;;;;;;;
425;A Agriculture, forestry and fishing;3;2;1995;;;;;;;;;
426;A Agriculture, forestry and fishing;3;2;1996;;;;;;;;;
427;A Agriculture, forestry and fishing;3;2;1997;;;;;;;;;
428;A Agriculture, forestry and fishing;3;2;1998;;;;;;;;;
429;A Agriculture, forestry and fishing;3;2;1999;;;;;;;;;
430;A Agriculture, forestry and fishing;3;2;2000;;;;;;;;;
431;A Agriculture, forestry and fishing;3;2;2001;;;;;;;;;
432;A Agriculture, forestry and fishing;3;2;2002;4049.0;0.0;0.0;35.0;0.0;4014.0;0.0;0.0;0.0
433;A Agriculture, forestry and fishing;3;2;2003;3851.0;0.0;0.0;34.0;0.0;3816.0;0.0;0.0;0.0
434;A Agriculture, forestry and fishing;3;2;2004;3861.0;0.0;0.0;39.0;0.0;3817.0;0.0;0.0;5.0
435;A Agriculture, forestry and fishing;3;2;2005;3744.0;0.0;0.0;35.0;0.0;3709.0;0.0;0.0;0.0
436;A Agriculture, forestry and fishing;3;2;2006;3992.0;1.0;4.0;36.0;0.0;3914.0;24.0;0.0;13.0
437;A Agriculture, forestry and fishing;3;2;2007;4509.0;0.0;2.0;40.0;0.0;4444.0;8.0;0.0;15.0
438;A Agriculture, forestry and fishing;3;2;2008;4760.0;0.0;1.0;33.0;0.0;4705.0;5.0;0.0;15.0
439;A Agriculture, forestry and fishing;3;2;2009;;;;;;;;;
440;A Agriculture, forestry and fishing;3;2;2010;;;;;;;;;
441;A Agriculture, forestry and fishing;1;3;1990;;;;;;;;;
442;A Agriculture, forestry and fishing;1;3;1991;;;;;;;;;
443;A Agriculture, forestry and fishing;1;3;1992;;;;;;;;;
444;A Agriculture, forestry and fishing;1;3;1993;;;;;;;;;
445;A Agriculture, forestry and fishing;1;3;1994;;;;;;;;;
446;A Agriculture, forestry and fishing;1;3;1995;;;;;;;;;
447;A Agriculture, forestry and fishing;1;3;1996;;;;;;;;;
448;A Agriculture, forestry and fishing;1;3;1997;;;;;;;;;
449;A Agriculture, forestry and fishing;1;3;1998;;;;;;;;;
450;A Agriculture, forestry and fishing;1;3;1999;;;;;;;;;
451;A Agriculture, forestry and fishing;1;3;2000;;;;;;;;;
452;A Agriculture, forestry and fishing;1;3;2001;;;;;;;;;
453;A Agriculture, forestry and fishing;1;3;2002;2460.0;3.0;0.0;11.0;0.0;2443.0;0.0;0.0;2.0
454;A Agriculture, forestry and fishing;1;3;2003;2241.0;2.0;0.0;13.0;0.0;2224.0;0.0;0.0;1.0
455;A Agriculture, forestry and fishing;1;3;2004;2264.0;4.0;0.0;12.0;0.0;2242.0;0.0;0.0;6.0
456;A Agriculture, forestry and fishing;1;3;2005;2164.0;7.0;0.0;11.0;0.0;2147.0;0.0;0.0;0.0
457;A Agriculture, forestry and fishing;1;3;2006;2954.0;5.0;1.0;3.0;3.0;2907.0;24.0;0.0;11.0
458;A Agriculture, forestry and fishing;1;3;2007;3268.0;4.0;0.0;10.0;0.0;3231.0;8.0;0.0;15.0
459;A Agriculture, forestry and fishing;1;3;2008;3395.0;4.0;0.0;12.0;0.0;3359.0;5.0;0.0;16.0
460;A Agriculture, forestry and fishing;1;3;2009;;;;;;;;;
461;A Agriculture, forestry and fishing;1;3;2010;;;;;;;;;
462;A Agriculture, forestry and fishing;1;1;1990;;;;;;;;;
463;A Agriculture, forestry and fishing;1;1;1991;;;;;;;;;
464;A Agriculture, forestry and fishing;1;1;1992;;;;;;;;;
465;A Agriculture, forestry and fishing;1;1;1993;;;;;;;;;
466;A Agriculture, forestry and fishing;1;1;1994;;;;;;;;;
467;A Agriculture, forestry and fishing;1;1;1995;;;;;;;;;
468;A Agriculture, forestry and fishing;1;1;1996;;;;;;;;;
469;A Agriculture, forestry and fishing;1;1;1997;;;;;;;;;
470;A Agriculture, forestry and fishing;1;1;1998;;;;;;;;;
471;A Agriculture, forestry and fishing;1;1;1999;;;;;;;;;
472;A Agriculture, forestry and fishing;1;1;2000;;;;;;;;;
473;A Agriculture, forestry and fishing;1;1;2001;;;;;;;;;
474;A Agriculture, forestry and fishing;1;1;2002;5.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
475;A Agriculture, forestry and fishing;1;1;2003;3.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
476;A Agriculture, forestry and fishing;1;1;2004;5.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
477;A Agriculture, forestry and fishing;1;1;2005;8.0;7.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
478;A Agriculture, forestry and fishing;1;1;2006;7.0;4.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0
479;A Agriculture, forestry and fishing;1;1;2007;4.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
480;A Agriculture, forestry and fishing;1;1;2008;4.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
481;A Agriculture, forestry and fishing;1;1;2009;;;;;;;;;
482;A Agriculture, forestry and fishing;1;1;2010;;;;;;;;;
483;A Agriculture, forestry and fishing;1;2;1990;;;;;;;;;
484;A Agriculture, forestry and fishing;1;2;1991;;;;;;;;;
485;A Agriculture, forestry and fishing;1;2;1992;;;;;;;;;
486;A Agriculture, forestry and fishing;1;2;1993;;;;;;;;;
487;A Agriculture, forestry and fishing;1;2;1994;;;;;;;;;
488;A Agriculture, forestry and fishing;1;2;1995;;;;;;;;;
489;A Agriculture, forestry and fishing;1;2;1996;;;;;;;;;
490;A Agriculture, forestry and fishing;1;2;1997;;;;;;;;;
491;A Agriculture, forestry and fishing;1;2;1998;;;;;;;;;
492;A Agriculture, forestry and fishing;1;2;1999;;;;;;;;;
493;A Agriculture, forestry and fishing;1;2;2000;;;;;;;;;
494;A Agriculture, forestry and fishing;1;2;2001;;;;;;;;;
495;A Agriculture, forestry and fishing;1;2;2002;2455.0;0.0;0.0;11.0;0.0;2443.0;0.0;0.0;0.0
496;A Agriculture, forestry and fishing;1;2;2003;2237.0;0.0;0.0;13.0;0.0;2224.0;0.0;0.0;0.0
497;A Agriculture, forestry and fishing;1;2;2004;2259.0;0.0;0.0;12.0;0.0;2242.0;0.0;0.0;5.0
498;A Agriculture, forestry and fishing;1;2;2005;2157.0;0.0;0.0;10.0;0.0;2147.0;0.0;0.0;0.0
499;A Agriculture, forestry and fishing;1;2;2006;2947.0;1.0;1.0;3.0;0.0;2907.0;24.0;0.0;11.0
500;A Agriculture, forestry and fishing;1;2;2007;3264.0;0.0;0.0;10.0;0.0;3231.0;8.0;0.0;15.0
501;A Agriculture, forestry and fishing;1;2;2008;3392.0;0.0;0.0;12.0;0.0;3359.0;5.0;0.0;15.0
502;A Agriculture, forestry and fishing;1;2;2009;;;;;;;;;
503;A Agriculture, forestry and fishing;1;2;2010;;;;;;;;;
504;A Agriculture, forestry and fishing;2;3;1990;;;;;;;;;
505;A Agriculture, forestry and fishing;2;3;1991;;;;;;;;;
506;A Agriculture, forestry and fishing;2;3;1992;;;;;;;;;
507;A Agriculture, forestry and fishing;2;3;1993;;;;;;;;;
508;A Agriculture, forestry and fishing;2;3;1994;;;;;;;;;
509;A Agriculture, forestry and fishing;2;3;1995;;;;;;;;;
510;A Agriculture, forestry and fishing;2;3;1996;;;;;;;;;
511;A Agriculture, forestry and fishing;2;3;1997;;;;;;;;;
512;A Agriculture, forestry and fishing;2;3;1998;;;;;;;;;
513;A Agriculture, forestry and fishing;2;3;1999;;;;;;;;;
514;A Agriculture, forestry and fishing;2;3;2000;;;;;;;;;
515;A Agriculture, forestry and fishing;2;3;2001;;;;;;;;;
516;A Agriculture, forestry and fishing;2;3;2002;1601.0;6.0;0.0;24.0;0.0;1571.0;0.0;0.0;0.0
517;A Agriculture, forestry and fishing;2;3;2003;1617.0;4.0;0.0;21.0;0.0;1592.0;0.0;0.0;0.0
518;A Agriculture, forestry and fishing;2;3;2004;1603.0;2.0;0.0;27.0;0.0;1575.0;0.0;0.0;0.0
519;A Agriculture, forestry and fishing;2;3;2005;1588.0;0.0;0.0;25.0;0.0;1563.0;0.0;0.0;0.0
520;A Agriculture, forestry and fishing;2;3;2006;1045.0;0.0;3.0;34.0;0.0;1007.0;0.0;0.0;1.0
521;A Agriculture, forestry and fishing;2;3;2007;1244.0;0.0;1.0;31.0;0.0;1212.0;0.0;0.0;0.0
522;A Agriculture, forestry and fishing;2;3;2008;1368.0;0.0;1.0;22.0;0.0;1346.0;0.0;0.0;0.0
523;A Agriculture, forestry and fishing;2;3;2009;;;;;;;;;
524;A Agriculture, forestry and fishing;2;3;2010;;;;;;;;;
525;A Agriculture, forestry and fishing;2;1;1990;;;;;;;;;
526;A Agriculture, forestry and fishing;2;1;1991;;;;;;;;;
527;A Agriculture, forestry and fishing;2;1;1992;;;;;;;;;
528;A Agriculture, forestry and fishing;2;1;1993;;;;;;;;;
529;A Agriculture, forestry and fishing;2;1;1994;;;;;;;;;
530;A Agriculture, forestry and fishing;2;1;1995;;;;;;;;;
531;A Agriculture, forestry and fishing;2;1;1996;;;;;;;;;
532;A Agriculture, forestry and fishing;2;1;1997;;;;;;;;;
533;A Agriculture, forestry and fishing;2;1;1998;;;;;;;;;
534;A Agriculture, forestry and fishing;2;1;1999;;;;;;;;;
535;A Agriculture, forestry and fishing;2;1;2000;;;;;;;;;
536;A Agriculture, forestry and fishing;2;1;2001;;;;;;;;;
537;A Agriculture, forestry and fishing;2;1;2002;6.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
538;A Agriculture, forestry and fishing;2;1;2003;4.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
539;A Agriculture, forestry and fishing;2;1;2004;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
540;A Agriculture, forestry and fishing;2;1;2005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
541;A Agriculture, forestry and fishing;2;1;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
542;A Agriculture, forestry and fishing;2;1;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
543;A Agriculture, forestry and fishing;2;1;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
544;A Agriculture, forestry and fishing;2;1;2009;;;;;;;;;
545;A Agriculture, forestry and fishing;2;1;2010;;;;;;;;;
546;A Agriculture, forestry and fishing;2;2;1990;;;;;;;;;
547;A Agriculture, forestry and fishing;2;2;1991;;;;;;;;;
548;A Agriculture, forestry and fishing;2;2;1992;;;;;;;;;
549;A Agriculture, forestry and fishing;2;2;1993;;;;;;;;;
550;A Agriculture, forestry and fishing;2;2;1994;;;;;;;;;
551;A Agriculture, forestry and fishing;2;2;1995;;;;;;;;;
552;A Agriculture, forestry and fishing;2;2;1996;;;;;;;;;
553;A Agriculture, forestry and fishing;2;2;1997;;;;;;;;;
554;A Agriculture, forestry and fishing;2;2;1998;;;;;;;;;
555;A Agriculture, forestry and fishing;2;2;1999;;;;;;;;;
556;A Agriculture, forestry and fishing;2;2;2000;;;;;;;;;
557;A Agriculture, forestry and fishing;2;2;2001;;;;;;;;;
558;A Agriculture, forestry and fishing;2;2;2002;1594.0;0.0;0.0;24.0;0.0;1571.0;0.0;0.0;0.0
559;A Agriculture, forestry and fishing;2;2;2003;1613.0;0.0;0.0;21.0;0.0;1592.0;0.0;0.0;0.0
560;A Agriculture, forestry and fishing;2;2;2004;1602.0;0.0;0.0;27.0;0.0;1575.0;0.0;0.0;0.0
561;A Agriculture, forestry and fishing;2;2;2005;1587.0;0.0;0.0;25.0;0.0;1563.0;0.0;0.0;0.0
562;A Agriculture, forestry and fishing;2;2;2006;1045.0;0.0;3.0;34.0;0.0;1007.0;0.0;0.0;1.0
563;A Agriculture, forestry and fishing;2;2;2007;1244.0;0.0;1.0;31.0;0.0;1212.0;0.0;0.0;0.0
564;A Agriculture, forestry and fishing;2;2;2008;1368.0;0.0;1.0;22.0;0.0;1346.0;0.0;0.0;0.0
565;A Agriculture, forestry and fishing;2;2;2009;;;;;;;;;
566;A Agriculture, forestry and fishing;2;2;2010;;;;;;;;;
567;B-E Industry (no construction), energy;3;3;1990;;;;;;;;;
568;B-E Industry (no construction), energy;3;3;1991;;;;;;;;;
569;B-E Industry (no construction), energy;3;3;1992;;;;;;;;;
570;B-E Industry (no construction), energy;3;3;1993;;;;;;;;;
571;B-E Industry (no construction), energy;3;3;1994;;;;;;;;;
572;B-E Industry (no construction), energy;3;3;1995;;;;;;;;;
573;B-E Industry (no construction), energy;3;3;1996;;;;;;;;;
574;B-E Industry (no construction), energy;3;3;1997;;;;;;;;;
575;B-E Industry (no construction), energy;3;3;1998;;;;;;;;;
576;B-E Industry (no construction), energy;3;3;1999;;;;;;;;;
577;B-E Industry (no construction), energy;3;3;2000;;;;;;;;;
578;B-E Industry (no construction), energy;3;3;2001;;;;;;;;;
579;B-E Industry (no construction), energy;3;3;2002;22037.0;1286.0;989.0;1581.0;5.0;7717.0;1995.0;571.0;7894.0
580;B-E Industry (no construction), energy;3;3;2003;21794.0;1411.0;947.0;1615.0;5.0;7850.0;2000.0;487.0;7480.0
581;B-E Industry (no construction), energy;3;3;2004;21460.0;1312.0;792.0;1485.0;19.0;7235.0;1493.0;503.0;8621.0
582;B-E Industry (no construction), energy;3;3;2005;20180.0;1396.0;799.0;1490.0;22.0;7097.0;1316.0;500.0;7561.0
583;B-E Industry (no construction), energy;3;3;2006;18871.0;1271.0;849.0;1582.0;32.0;6537.0;923.0;509.0;7167.0
584;B-E Industry (no construction), energy;3;3;2007;19047.0;1370.0;715.0;1577.0;29.0;6569.0;905.0;499.0;7385.0
585;B-E Industry (no construction), energy;3;3;2008;19068.0;1589.0;732.0;1551.0;17.0;6411.0;856.0;450.0;7462.0
586;B-E Industry (no construction), energy;3;3;2009;16179.0;1577.0;621.0;1418.0;27.0;6583.0;809.0;486.0;4659.0
587;B-E Industry (no construction), energy;3;3;2010;16284.0;1747.0;584.0;1474.0;23.0;6637.0;855.0;488.0;4476.0
588;B-E Industry (no construction), energy;3;1;1990;;;;;;;;;
589;B-E Industry (no construction), energy;3;1;1991;;;;;;;;;
590;B-E Industry (no construction), energy;3;1;1992;;;;;;;;;
591;B-E Industry (no construction), energy;3;1;1993;;;;;;;;;
592;B-E Industry (no construction), energy;3;1;1994;;;;;;;;;
593;B-E Industry (no construction), energy;3;1;1995;;;;;;;;;
594;B-E Industry (no construction), energy;3;1;1996;;;;;;;;;
595;B-E Industry (no construction), energy;3;1;1997;;;;;;;;;
596;B-E Industry (no construction), energy;3;1;1998;;;;;;;;;
597;B-E Industry (no construction), energy;3;1;1999;;;;;;;;;
598;B-E Industry (no construction), energy;3;1;2000;;;;;;;;;
599;B-E Industry (no construction), energy;3;1;2001;;;;;;;;;
600;B-E Industry (no construction), energy;3;1;2002;892.0;503.0;0.0;22.0;4.0;0.0;68.0;0.0;295.0
601;B-E Industry (no construction), energy;3;1;2003;1048.0;618.0;0.0;5.0;5.0;0.0;88.0;0.0;332.0
602;B-E Industry (no construction), energy;3;1;2004;957.0;533.0;1.0;1.0;7.0;0.0;67.0;0.0;348.0
603;B-E Industry (no construction), energy;3;1;2005;1096.0;642.0;1.0;2.0;10.0;0.0;6.0;0.0;434.0
604;B-E Industry (no construction), energy;3;1;2006;938.0;617.0;0.0;1.0;12.0;0.0;5.0;0.0;303.0
605;B-E Industry (no construction), energy;3;1;2007;941.0;705.0;0.0;1.0;9.0;0.0;5.0;0.0;220.0
606;B-E Industry (no construction), energy;3;1;2008;1141.0;901.0;0.0;1.0;8.0;0.0;5.0;0.0;227.0
607;B-E Industry (no construction), energy;3;1;2009;;;;;;;;;
608;B-E Industry (no construction), energy;3;1;2010;;;;;;;;;
609;B-E Industry (no construction), energy;3;2;1990;;;;;;;;;
610;B-E Industry (no construction), energy;3;2;1991;;;;;;;;;
611;B-E Industry (no construction), energy;3;2;1992;;;;;;;;;
612;B-E Industry (no construction), energy;3;2;1993;;;;;;;;;
613;B-E Industry (no construction), energy;3;2;1994;;;;;;;;;
614;B-E Industry (no construction), energy;3;2;1995;;;;;;;;;
615;B-E Industry (no construction), energy;3;2;1996;;;;;;;;;
616;B-E Industry (no construction), energy;3;2;1997;;;;;;;;;
617;B-E Industry (no construction), energy;3;2;1998;;;;;;;;;
618;B-E Industry (no construction), energy;3;2;1999;;;;;;;;;
619;B-E Industry (no construction), energy;3;2;2000;;;;;;;;;
620;B-E Industry (no construction), energy;3;2;2001;;;;;;;;;
621;B-E Industry (no construction), energy;3;2;2002;21145.0;783.0;989.0;1559.0;0.0;7717.0;1927.0;571.0;7598.0
622;B-E Industry (no construction), energy;3;2;2003;20746.0;792.0;946.0;1610.0;0.0;7850.0;1912.0;487.0;7148.0
623;B-E Industry (no construction), energy;3;2;2004;20503.0;780.0;791.0;1484.0;12.0;7235.0;1426.0;503.0;8273.0
624;B-E Industry (no construction), energy;3;2;2005;19085.0;754.0;798.0;1488.0;12.0;7097.0;1310.0;500.0;7126.0
625;B-E Industry (no construction), energy;3;2;2006;17933.0;655.0;849.0;1581.0;20.0;6537.0;918.0;509.0;6864.0
626;B-E Industry (no construction), energy;3;2;2007;18106.0;665.0;714.0;1575.0;20.0;6569.0;899.0;499.0;7164.0
627;B-E Industry (no construction), energy;3;2;2008;17927.0;688.0;732.0;1550.0;10.0;6411.0;851.0;450.0;7235.0
628;B-E Industry (no construction), energy;3;2;2009;;;;;;;;;
629;B-E Industry (no construction), energy;3;2;2010;;;;;;;;;
630;B-E Industry (no construction), energy;1;3;1990;;;;;;;;;
631;B-E Industry (no construction), energy;1;3;1991;;;;;;;;;
632;B-E Industry (no construction), energy;1;3;1992;;;;;;;;;
633;B-E Industry (no construction), energy;1;3;1993;;;;;;;;;
634;B-E Industry (no construction), energy;1;3;1994;;;;;;;;;
635;B-E Industry (no construction), energy;1;3;1995;;;;;;;;;
636;B-E Industry (no construction), energy;1;3;1996;;;;;;;;;
637;B-E Industry (no construction), energy;1;3;1997;;;;;;;;;
638;B-E Industry (no construction), energy;1;3;1998;;;;;;;;;
639;B-E Industry (no construction), energy;1;3;1999;;;;;;;;;
640;B-E Industry (no construction), energy;1;3;2000;;;;;;;;;
641;B-E Industry (no construction), energy;1;3;2001;;;;;;;;;
642;B-E Industry (no construction), energy;1;3;2002;14833.0;1212.0;237.0;1114.0;5.0;2231.0;1995.0;571.0;7468.0
643;B-E Industry (no construction), energy;1;3;2003;14283.0;1277.0;87.0;1278.0;5.0;2096.0;1999.0;487.0;7055.0
644;B-E Industry (no construction), energy;1;3;2004;13976.0;1229.0;64.0;1062.0;19.0;1618.0;1492.0;503.0;7988.0
645;B-E Industry (no construction), energy;1;3;2005;13326.0;1382.0;75.0;1133.0;22.0;1624.0;1316.0;500.0;7274.0
646;B-E Industry (no construction), energy;1;3;2006;11322.0;1269.0;96.0;1006.0;32.0;1285.0;923.0;509.0;6201.0
647;B-E Industry (no construction), energy;1;3;2007;13151.0;1368.0;112.0;1076.0;29.0;2528.0;905.0;499.0;6634.0
648;B-E Industry (no construction), energy;1;3;2008;13586.0;1588.0;105.0;1095.0;17.0;2560.0;856.0;450.0;6916.0
649;B-E Industry (no construction), energy;1;3;2009;;;;;;;;;
650;B-E Industry (no construction), energy;1;3;2010;;;;;;;;;
651;B-E Industry (no construction), energy;1;1;1990;;;;;;;;;
652;B-E Industry (no construction), energy;1;1;1991;;;;;;;;;
653;B-E Industry (no construction), energy;1;1;1992;;;;;;;;;
654;B-E Industry (no construction), energy;1;1;1993;;;;;;;;;
655;B-E Industry (no construction), energy;1;1;1994;;;;;;;;;
656;B-E Industry (no construction), energy;1;1;1995;;;;;;;;;
657;B-E Industry (no construction), energy;1;1;1996;;;;;;;;;
658;B-E Industry (no construction), energy;1;1;1997;;;;;;;;;
659;B-E Industry (no construction), energy;1;1;1998;;;;;;;;;
660;B-E Industry (no construction), energy;1;1;1999;;;;;;;;;
661;B-E Industry (no construction), energy;1;1;2000;;;;;;;;;
662;B-E Industry (no construction), energy;1;1;2001;;;;;;;;;
663;B-E Industry (no construction), energy;1;1;2002;820.0;430.0;0.0;22.0;4.0;0.0;68.0;0.0;295.0
664;B-E Industry (no construction), energy;1;1;2003;914.0;485.0;0.0;5.0;5.0;0.0;88.0;0.0;332.0
665;B-E Industry (no construction), energy;1;1;2004;874.0;450.0;1.0;1.0;7.0;0.0;67.0;0.0;348.0
666;B-E Industry (no construction), energy;1;1;2005;1085.0;632.0;1.0;2.0;10.0;0.0;6.0;0.0;434.0
667;B-E Industry (no construction), energy;1;1;2006;938.0;617.0;0.0;1.0;12.0;0.0;5.0;0.0;303.0
668;B-E Industry (no construction), energy;1;1;2007;941.0;705.0;0.0;1.0;9.0;0.0;5.0;0.0;220.0
669;B-E Industry (no construction), energy;1;1;2008;1141.0;901.0;0.0;1.0;8.0;0.0;5.0;0.0;227.0
670;B-E Industry (no construction), energy;1;1;2009;;;;;;;;;
671;B-E Industry (no construction), energy;1;1;2010;;;;;;;;;
672;B-E Industry (no construction), energy;1;2;1990;;;;;;;;;
673;B-E Industry (no construction), energy;1;2;1991;;;;;;;;;
674;B-E Industry (no construction), energy;1;2;1992;;;;;;;;;
