ID;Sex;Age;Nationality;Periods;UnaccompaniedForeignMinor_1
1498;Total male and female;99999;Unknown;2018;0
1499;Total male and female;99999;Unknown;2019;0
1500;Total male and female;99999;Unknown;2020;0
1501;Total male and female;99999;Unknown;2021;0
1502;Total male and female;99999;Unknown;2022;0
1503;Total male and female;99999;Unknown;2023;0
1504;Total male and female;99999;Stateless;2008;0
1505;Total male and female;99999;Stateless;2009;0
1506;Total male and female;99999;Stateless;2010;0
1507;Total male and female;99999;Stateless;2011;0
1508;Total male and female;99999;Stateless;2012;0
1509;Total male and female;99999;Stateless;2013;0
1510;Total male and female;99999;Stateless;2014;0
1511;Total male and female;99999;Stateless;2015;0
1512;Total male and female;99999;Stateless;2016;0
1513;Total male and female;99999;Stateless;2017;0
1514;Total male and female;99999;Stateless;2018;0
1515;Total male and female;99999;Stateless;2019;0
1516;Total male and female;99999;Stateless;2020;0
1517;Total male and female;99999;Stateless;2021;0
1518;Total male and female;99999;Stateless;2022;0
1519;Total male and female;99999;Stateless;2023;0
1520;Male;10000;Total;2008;580
1521;Male;10000;Total;2009;865
1522;Male;10000;Total;2010;540
1523;Male;10000;Total;2011;400
1524;Male;10000;Total;2012;285
1525;Male;10000;Total;2013;230
1526;Male;10000;Total;2014;795
1527;Male;10000;Total;2015;3185
1528;Male;10000;Total;2016;1335
1529;Male;10000;Total;2017;985
1530;Male;10000;Total;2018;1010
1531;Male;10000;Total;2019;895
1532;Male;10000;Total;2020;860
1533;Male;10000;Total;2021;1910
1534;Male;10000;Total;2022;3815
1535;Male;10000;Total;2023;5110
1536;Male;10000;Afghan;2008;95
1537;Male;10000;Afghan;2009;0
1538;Male;10000;Afghan;2010;0
1539;Male;10000;Afghan;2011;230
1540;Male;10000;Afghan;2012;125
1541;Male;10000;Afghan;2013;55
1542;Male;10000;Afghan;2014;25
1543;Male;10000;Afghan;2015;510
1544;Male;10000;Afghan;2016;175
1545;Male;10000;Afghan;2017;55
1546;Male;10000;Afghan;2018;25
1547;Male;10000;Afghan;2019;50
1548;Male;10000;Afghan;2020;45
1549;Male;10000;Afghan;2021;80
1550;Male;10000;Afghan;2022;135
1551;Male;10000;Afghan;2023;95
1552;Male;10000;Albanian;2008;0
1553;Male;10000;Albanian;2009;0
1554;Male;10000;Albanian;2010;0
1555;Male;10000;Albanian;2011;0
1556;Male;10000;Albanian;2012;0
1557;Male;10000;Albanian;2013;0
1558;Male;10000;Albanian;2014;5
1559;Male;10000;Albanian;2015;20
1560;Male;10000;Albanian;2016;35
1561;Male;10000;Albanian;2017;30
1562;Male;10000;Albanian;2018;30
1563;Male;10000;Albanian;2019;10
1564;Male;10000;Albanian;2020;5
1565;Male;10000;Albanian;2021;0
1566;Male;10000;Albanian;2022;5
1567;Male;10000;Albanian;2023;0
1568;Male;10000;Algerian;2008;0
1569;Male;10000;Algerian;2009;0
1570;Male;10000;Algerian;2010;0
1571;Male;10000;Algerian;2011;0
1572;Male;10000;Algerian;2012;5
1573;Male;10000;Algerian;2013;5
1574;Male;10000;Algerian;2014;0
1575;Male;10000;Algerian;2015;5
1576;Male;10000;Algerian;2016;60
1577;Male;10000;Algerian;2017;50
1578;Male;10000;Algerian;2018;55
1579;Male;10000;Algerian;2019;65
1580;Male;10000;Algerian;2020;60
1581;Male;10000;Algerian;2021;70
1582;Male;10000;Algerian;2022;70
1583;Male;10000;Algerian;2023;80
1584;Male;10000;Chinese;2008;35
1585;Male;10000;Chinese;2009;5
1586;Male;10000;Chinese;2010;15
1587;Male;10000;Chinese;2011;5
1588;Male;10000;Chinese;2012;0
1589;Male;10000;Chinese;2013;0
1590;Male;10000;Chinese;2014;5
1591;Male;10000;Chinese;2015;0
1592;Male;10000;Chinese;2016;0
1593;Male;10000;Chinese;2017;5
1594;Male;10000;Chinese;2018;0
1595;Male;10000;Chinese;2019;0
1596;Male;10000;Chinese;2020;0
1597;Male;10000;Chinese;2021;0
1598;Male;10000;Chinese;2022;0
1599;Male;10000;Chinese;2023;5
1600;Male;10000;Eritrean;2008;15
1601;Male;10000;Eritrean;2009;30
1602;Male;10000;Eritrean;2010;15
1603;Male;10000;Eritrean;2011;0
1604;Male;10000;Eritrean;2012;5
1605;Male;10000;Eritrean;2013;30
1606;Male;10000;Eritrean;2014;435
1607;Male;10000;Eritrean;2015;865
1608;Male;10000;Eritrean;2016;540
1609;Male;10000;Eritrean;2017;380
1610;Male;10000;Eritrean;2018;325
1611;Male;10000;Eritrean;2019;85
1612;Male;10000;Eritrean;2020;60
1613;Male;10000;Eritrean;2021;200
1614;Male;10000;Eritrean;2022;510
1615;Male;10000;Eritrean;2023;840
1616;Male;10000;Ethiopian;2008;5
1617;Male;10000;Ethiopian;2009;0
1618;Male;10000;Ethiopian;2010;5
1619;Male;10000;Ethiopian;2011;0
1620;Male;10000;Ethiopian;2012;0
1621;Male;10000;Ethiopian;2013;5
1622;Male;10000;Ethiopian;2014;5
1623;Male;10000;Ethiopian;2015;10
1624;Male;10000;Ethiopian;2016;40
1625;Male;10000;Ethiopian;2017;10
1626;Male;10000;Ethiopian;2018;0
1627;Male;10000;Ethiopian;2019;5
1628;Male;10000;Ethiopian;2020;0
1629;Male;10000;Ethiopian;2021;10
1630;Male;10000;Ethiopian;2022;40
1631;Male;10000;Ethiopian;2023;90
1632;Male;10000;Gambian;2008;0
1633;Male;10000;Gambian;2009;0
1634;Male;10000;Gambian;2010;5
1635;Male;10000;Gambian;2011;0
1636;Male;10000;Gambian;2012;0
1637;Male;10000;Gambian;2013;0
1638;Male;10000;Gambian;2014;0
1639;Male;10000;Gambian;2015;0
1640;Male;10000;Gambian;2016;20
1641;Male;10000;Gambian;2017;20
1642;Male;10000;Gambian;2018;25
1643;Male;10000;Gambian;2019;20
1644;Male;10000;Gambian;2020;15
1645;Male;10000;Gambian;2021;10
1646;Male;10000;Gambian;2022;5
1647;Male;10000;Gambian;2023;85
1648;Male;10000;Guinean;2008;15
1649;Male;10000;Guinean;2009;30
1650;Male;10000;Guinean;2010;15
1651;Male;10000;Guinean;2011;10
1652;Male;10000;Guinean;2012;20
1653;Male;10000;Guinean;2013;20
1654;Male;10000;Guinean;2014;5
1655;Male;10000;Guinean;2015;20
1656;Male;10000;Guinean;2016;35
1657;Male;10000;Guinean;2017;40
1658;Male;10000;Guinean;2018;45
1659;Male;10000;Guinean;2019;20
1660;Male;10000;Guinean;2020;10
1661;Male;10000;Guinean;2021;0
1662;Male;10000;Guinean;2022;10
1663;Male;10000;Guinean;2023;35
1664;Male;10000;Iraqi;2008;170
1665;Male;10000;Iraqi;2009;65
1666;Male;10000;Iraqi;2010;25
1667;Male;10000;Iraqi;2011;20
1668;Male;10000;Iraqi;2012;15
1669;Male;10000;Iraqi;2013;5
1670;Male;10000;Iraqi;2014;10
1671;Male;10000;Iraqi;2015;120
1672;Male;10000;Iraqi;2016;30
1673;Male;10000;Iraqi;2017;20
1674;Male;10000;Iraqi;2018;55
1675;Male;10000;Iraqi;2019;50
1676;Male;10000;Iraqi;2020;15
1677;Male;10000;Iraqi;2021;125
1678;Male;10000;Iraqi;2022;75
1679;Male;10000;Iraqi;2023;235
1680;Male;10000;Iranian;2008;5
1681;Male;10000;Iranian;2009;20
1682;Male;10000;Iranian;2010;15
1683;Male;10000;Iranian;2011;10
1684;Male;10000;Iranian;2012;10
1685;Male;10000;Iranian;2013;5
1686;Male;10000;Iranian;2014;5
1687;Male;10000;Iranian;2015;20
1688;Male;10000;Iranian;2016;20
1689;Male;10000;Iranian;2017;5
1690;Male;10000;Iranian;2018;15
1691;Male;10000;Iranian;2019;15
1692;Male;10000;Iranian;2020;5
1693;Male;10000;Iranian;2021;5
1694;Male;10000;Iranian;2022;10
1695;Male;10000;Iranian;2023;15
1696;Male;10000;Yemeni;2008;0
1697;Male;10000;Yemeni;2009;0
1698;Male;10000;Yemeni;2010;0
1699;Male;10000;Yemeni;2011;0
1700;Male;10000;Yemeni;2012;0
1701;Male;10000;Yemeni;2013;5
1702;Male;10000;Yemeni;2014;0
1703;Male;10000;Yemeni;2015;0
1704;Male;10000;Yemeni;2016;0
1705;Male;10000;Yemeni;2017;0
1706;Male;10000;Yemeni;2018;10
1707;Male;10000;Yemeni;2019;20
1708;Male;10000;Yemeni;2020;15
1709;Male;10000;Yemeni;2021;65
1710;Male;10000;Yemeni;2022;175
1711;Male;10000;Yemeni;2023;165
1712;Male;10000;Moroccan;2008;0
1713;Male;10000;Moroccan;2009;0
1714;Male;10000;Moroccan;2010;0
1715;Male;10000;Moroccan;2011;0
1716;Male;10000;Moroccan;2012;5
1717;Male;10000;Moroccan;2013;5
1718;Male;10000;Moroccan;2014;10
1719;Male;10000;Moroccan;2015;10
1720;Male;10000;Moroccan;2016;65
1721;Male;10000;Moroccan;2017;75
1722;Male;10000;Moroccan;2018;140
1723;Male;10000;Moroccan;2019;160
1724;Male;10000;Moroccan;2020;135
1725;Male;10000;Moroccan;2021;135
1726;Male;10000;Moroccan;2022;70
1727;Male;10000;Moroccan;2023;40
1728;Male;10000;Turkish;2008;0
1729;Male;10000;Turkish;2009;0
1730;Male;10000;Turkish;2010;0
1731;Male;10000;Turkish;2011;5
1732;Male;10000;Turkish;2012;0
1733;Male;10000;Turkish;2013;0
1734;Male;10000;Turkish;2014;0
1735;Male;10000;Turkish;2015;5
1736;Male;10000;Turkish;2016;0
1737;Male;10000;Turkish;2017;0
1738;Male;10000;Turkish;2018;5
1739;Male;10000;Turkish;2019;0
1740;Male;10000;Turkish;2020;0
1741;Male;10000;Turkish;2021;0
1742;Male;10000;Turkish;2022;45
1743;Male;10000;Turkish;2023;45
1744;Male;10000;Sudanese;2008;5
1745;Male;10000;Sudanese;2009;5
1746;Male;10000;Sudanese;2010;10
1747;Male;10000;Sudanese;2011;0
1748;Male;10000;Sudanese;2012;0
1749;Male;10000;Sudanese;2013;0
1750;Male;10000;Sudanese;2014;0
1751;Male;10000;Sudanese;2015;20
1752;Male;10000;Sudanese;2016;20
1753;Male;10000;Sudanese;2017;60
1754;Male;10000;Sudanese;2018;25
1755;Male;10000;Sudanese;2019;10
1756;Male;10000;Sudanese;2020;20
1757;Male;10000;Sudanese;2021;15
1758;Male;10000;Sudanese;2022;20
1759;Male;10000;Sudanese;2023;240
1760;Male;10000;Somali;2008;145
1761;Male;10000;Somali;2009;275
1762;Male;10000;Somali;2010;75
1763;Male;10000;Somali;2011;25
1764;Male;10000;Somali;2012;25
1765;Male;10000;Somali;2013;5
1766;Male;10000;Somali;2014;20
1767;Male;10000;Somali;2015;25
1768;Male;10000;Somali;2016;10
1769;Male;10000;Somali;2017;15
1770;Male;10000;Somali;2018;10
1771;Male;10000;Somali;2019;20
1772;Male;10000;Somali;2020;15
1773;Male;10000;Somali;2021;110
1774;Male;10000;Somali;2022;220
1775;Male;10000;Somali;2023;295
1776;Male;10000;Syrian;2008;0
1777;Male;10000;Syrian;2009;0
1778;Male;10000;Syrian;2010;0
1779;Male;10000;Syrian;2011;5
1780;Male;10000;Syrian;2012;5
1781;Male;10000;Syrian;2013;20
1782;Male;10000;Syrian;2014;145
1783;Male;10000;Syrian;2015;1305
1784;Male;10000;Syrian;2016;150
1785;Male;10000;Syrian;2017;95
1786;Male;10000;Syrian;2018;130
1787;Male;10000;Syrian;2019;265
1788;Male;10000;Syrian;2020;390
1789;Male;10000;Syrian;2021;985
1790;Male;10000;Syrian;2022;2310
1791;Male;10000;Syrian;2023;2655
1792;Male;10000;Unknown;2008;5
1793;Male;10000;Unknown;2009;20
1794;Male;10000;Unknown;2010;10
1795;Male;10000;Unknown;2011;10
1796;Male;10000;Unknown;2012;0
1797;Male;10000;Unknown;2013;0
1798;Male;10000;Unknown;2014;10
1799;Male;10000;Unknown;2015;10
1800;Male;10000;Unknown;2016;25
1801;Male;10000;Unknown;2017;20
1802;Male;10000;Unknown;2018;20
1803;Male;10000;Unknown;2019;30
1804;Male;10000;Unknown;2020;30
1805;Male;10000;Unknown;2021;60
1806;Male;10000;Unknown;2022;70
1807;Male;10000;Unknown;2023;65
1808;Male;10000;Stateless;2008;5
1809;Male;10000;Stateless;2009;0
1810;Male;10000;Stateless;2010;5
1811;Male;10000;Stateless;2011;0
1812;Male;10000;Stateless;2012;5
1813;Male;10000;Stateless;2013;0
1814;Male;10000;Stateless;2014;45
1815;Male;10000;Stateless;2015;180
1816;Male;10000;Stateless;2016;20
1817;Male;10000;Stateless;2017;0
1818;Male;10000;Stateless;2018;0
1819;Male;10000;Stateless;2019;0
1820;Male;10000;Stateless;2020;0
1821;Male;10000;Stateless;2021;0
1822;Male;10000;Stateless;2022;0
1823;Male;10000;Stateless;2023;0
1824;Male;Younger than 14 years;Total;2008;25
1825;Male;Younger than 14 years;Total;2009;30
1826;Male;Younger than 14 years;Total;2010;30
1827;Male;Younger than 14 years;Total;2011;15
1828;Male;Younger than 14 years;Total;2012;20
1829;Male;Younger than 14 years;Total;2013;20
1830;Male;Younger than 14 years;Total;2014;50
1831;Male;Younger than 14 years;Total;2015;345
1832;Male;Younger than 14 years;Total;2016;105
1833;Male;Younger than 14 years;Total;2017;50
1834;Male;Younger than 14 years;Total;2018;95
1835;Male;Younger than 14 years;Total;2019;130
1836;Male;Younger than 14 years;Total;2020;120
1837;Male;Younger than 14 years;Total;2021;285
1838;Male;Younger than 14 years;Total;2022;410
1839;Male;Younger than 14 years;Total;2023;560
1840;Male;Younger than 14 years;Afghan;2008;5
1841;Male;Younger than 14 years;Afghan;2009;0
1842;Male;Younger than 14 years;Afghan;2010;0
1843;Male;Younger than 14 years;Afghan;2011;10
1844;Male;Younger than 14 years;Afghan;2012;10
1845;Male;Younger than 14 years;Afghan;2013;5
1846;Male;Younger than 14 years;Afghan;2014;0
1847;Male;Younger than 14 years;Afghan;2015;45
1848;Male;Younger than 14 years;Afghan;2016;20
1849;Male;Younger than 14 years;Afghan;2017;5
1850;Male;Younger than 14 years;Afghan;2018;5
1851;Male;Younger than 14 years;Afghan;2019;5
1852;Male;Younger than 14 years;Afghan;2020;5
1853;Male;Younger than 14 years;Afghan;2021;10
1854;Male;Younger than 14 years;Afghan;2022;5
1855;Male;Younger than 14 years;Afghan;2023;5
1856;Male;Younger than 14 years;Albanian;2008;0
1857;Male;Younger than 14 years;Albanian;2009;0
1858;Male;Younger than 14 years;Albanian;2010;0
1859;Male;Younger than 14 years;Albanian;2011;0
1860;Male;Younger than 14 years;Albanian;2012;0
1861;Male;Younger than 14 years;Albanian;2013;0
1862;Male;Younger than 14 years;Albanian;2014;0
1863;Male;Younger than 14 years;Albanian;2015;0
1864;Male;Younger than 14 years;Albanian;2016;0
1865;Male;Younger than 14 years;Albanian;2017;0
1866;Male;Younger than 14 years;Albanian;2018;0
1867;Male;Younger than 14 years;Albanian;2019;0
1868;Male;Younger than 14 years;Albanian;2020;0
1869;Male;Younger than 14 years;Albanian;2021;0
1870;Male;Younger than 14 years;Albanian;2022;0
1871;Male;Younger than 14 years;Albanian;2023;0
1872;Male;Younger than 14 years;Algerian;2008;0
1873;Male;Younger than 14 years;Algerian;2009;0
1874;Male;Younger than 14 years;Algerian;2010;0
1875;Male;Younger than 14 years;Algerian;2011;0
1876;Male;Younger than 14 years;Algerian;2012;0
1877;Male;Younger than 14 years;Algerian;2013;0
1878;Male;Younger than 14 years;Algerian;2014;0
1879;Male;Younger than 14 years;Algerian;2015;0
1880;Male;Younger than 14 years;Algerian;2016;0
1881;Male;Younger than 14 years;Algerian;2017;0
1882;Male;Younger than 14 years;Algerian;2018;0
1883;Male;Younger than 14 years;Algerian;2019;0
1884;Male;Younger than 14 years;Algerian;2020;0
1885;Male;Younger than 14 years;Algerian;2021;0
1886;Male;Younger than 14 years;Algerian;2022;0
1887;Male;Younger than 14 years;Algerian;2023;0
1888;Male;Younger than 14 years;Chinese;2008;0
1889;Male;Younger than 14 years;Chinese;2009;0
1890;Male;Younger than 14 years;Chinese;2010;0
1891;Male;Younger than 14 years;Chinese;2011;0
1892;Male;Younger than 14 years;Chinese;2012;0
1893;Male;Younger than 14 years;Chinese;2013;0
1894;Male;Younger than 14 years;Chinese;2014;0
1895;Male;Younger than 14 years;Chinese;2015;0
1896;Male;Younger than 14 years;Chinese;2016;0
1897;Male;Younger than 14 years;Chinese;2017;0
1898;Male;Younger than 14 years;Chinese;2018;0
1899;Male;Younger than 14 years;Chinese;2019;0
1900;Male;Younger than 14 years;Chinese;2020;0
1901;Male;Younger than 14 years;Chinese;2021;0
