ID;EducationLevel;FieldsOfEducation;CaribbeanNetherlands;Periods;MBOstudents_1
3227;MBO level 3;Sector Technology;Bonaire;2020/'21;54.0
3228;MBO level 3;Sector Technology;Bonaire;2021/'22;53.0
3229;MBO level 3;Sector Technology;Bonaire;2022/'23;40.0
3230;MBO level 3;Sector Technology;Bonaire;2023/'24;38.0
3231;MBO level 3;Sector Technology;Bonaire;2024/'25;27.0
3232;MBO level 3;Sector Technology;St Eustatius;2009/'10;
3233;MBO level 3;Sector Technology;St Eustatius;2010/'11;
3234;MBO level 3;Sector Technology;St Eustatius;2011/'12;
3235;MBO level 3;Sector Technology;St Eustatius;2012/'13;
3236;MBO level 3;Sector Technology;St Eustatius;2013/'14;
3237;MBO level 3;Sector Technology;St Eustatius;2014/'15;
3238;MBO level 3;Sector Technology;St Eustatius;2015/'16;
3239;MBO level 3;Sector Technology;St Eustatius;2016/'17;
3240;MBO level 3;Sector Technology;St Eustatius;2017/'18;
3241;MBO level 3;Sector Technology;St Eustatius;2018/'19;
3242;MBO level 3;Sector Technology;St Eustatius;2019/'20;
3243;MBO level 3;Sector Technology;St Eustatius;2020/'21;
3244;MBO level 3;Sector Technology;St Eustatius;2021/'22;
3245;MBO level 3;Sector Technology;St Eustatius;2022/'23;
3246;MBO level 3;Sector Technology;St Eustatius;2023/'24;
3247;MBO level 3;Sector Technology;St Eustatius;2024/'25;
3248;MBO level 3;Sector Technology;Saba;2009/'10;
3249;MBO level 3;Sector Technology;Saba;2010/'11;
3250;MBO level 3;Sector Technology;Saba;2011/'12;
3251;MBO level 3;Sector Technology;Saba;2012/'13;
3252;MBO level 3;Sector Technology;Saba;2013/'14;
3253;MBO level 3;Sector Technology;Saba;2014/'15;
3254;MBO level 3;Sector Technology;Saba;2015/'16;
3255;MBO level 3;Sector Technology;Saba;2016/'17;
3256;MBO level 3;Sector Technology;Saba;2017/'18;
3257;MBO level 3;Sector Technology;Saba;2018/'19;
3258;MBO level 3;Sector Technology;Saba;2019/'20;
3259;MBO level 3;Sector Technology;Saba;2020/'21;
3260;MBO level 3;Sector Technology;Saba;2021/'22;
3261;MBO level 3;Sector Technology;Saba;2022/'23;
3262;MBO level 3;Sector Technology;Saba;2023/'24;
3263;MBO level 3;Sector Technology;Saba;2024/'25;
3264;MBO level 3;Sector Health and welfare;Caribbean Netherlands;2009/'10;0.0
3265;MBO level 3;Sector Health and welfare;Caribbean Netherlands;2010/'11;31.0
3266;MBO level 3;Sector Health and welfare;Caribbean Netherlands;2011/'12;37.0
3267;MBO level 3;Sector Health and welfare;Caribbean Netherlands;2012/'13;
3268;MBO level 3;Sector Health and welfare;Caribbean Netherlands;2013/'14;89.0
3269;MBO level 3;Sector Health and welfare;Caribbean Netherlands;2014/'15;54.0
3270;MBO level 3;Sector Health and welfare;Caribbean Netherlands;2015/'16;9.0
3271;MBO level 3;Sector Health and welfare;Caribbean Netherlands;2016/'17;51.0
3272;MBO level 3;Sector Health and welfare;Caribbean Netherlands;2017/'18;26.0
3273;MBO level 3;Sector Health and welfare;Caribbean Netherlands;2018/'19;46.0
3274;MBO level 3;Sector Health and welfare;Caribbean Netherlands;2019/'20;51.0
3275;MBO level 3;Sector Health and welfare;Caribbean Netherlands;2020/'21;106.0
3276;MBO level 3;Sector Health and welfare;Caribbean Netherlands;2021/'22;116.0
3277;MBO level 3;Sector Health and welfare;Caribbean Netherlands;2022/'23;122.0
3278;MBO level 3;Sector Health and welfare;Caribbean Netherlands;2023/'24;109.0
3279;MBO level 3;Sector Health and welfare;Caribbean Netherlands;2024/'25;122.0
3280;MBO level 3;Sector Health and welfare;Bonaire;2009/'10;0.0
3281;MBO level 3;Sector Health and welfare;Bonaire;2010/'11;31.0
3282;MBO level 3;Sector Health and welfare;Bonaire;2011/'12;37.0
3283;MBO level 3;Sector Health and welfare;Bonaire;2012/'13;
3284;MBO level 3;Sector Health and welfare;Bonaire;2013/'14;89.0
3285;MBO level 3;Sector Health and welfare;Bonaire;2014/'15;54.0
3286;MBO level 3;Sector Health and welfare;Bonaire;2015/'16;9.0
3287;MBO level 3;Sector Health and welfare;Bonaire;2016/'17;51.0
3288;MBO level 3;Sector Health and welfare;Bonaire;2017/'18;26.0
3289;MBO level 3;Sector Health and welfare;Bonaire;2018/'19;46.0
3290;MBO level 3;Sector Health and welfare;Bonaire;2019/'20;51.0
3291;MBO level 3;Sector Health and welfare;Bonaire;2020/'21;106.0
3292;MBO level 3;Sector Health and welfare;Bonaire;2021/'22;116.0
3293;MBO level 3;Sector Health and welfare;Bonaire;2022/'23;122.0
3294;MBO level 3;Sector Health and welfare;Bonaire;2023/'24;109.0
3295;MBO level 3;Sector Health and welfare;Bonaire;2024/'25;122.0
3296;MBO level 3;Sector Health and welfare;St Eustatius;2009/'10;
3297;MBO level 3;Sector Health and welfare;St Eustatius;2010/'11;
3298;MBO level 3;Sector Health and welfare;St Eustatius;2011/'12;
3299;MBO level 3;Sector Health and welfare;St Eustatius;2012/'13;
3300;MBO level 3;Sector Health and welfare;St Eustatius;2013/'14;
3301;MBO level 3;Sector Health and welfare;St Eustatius;2014/'15;
3302;MBO level 3;Sector Health and welfare;St Eustatius;2015/'16;
3303;MBO level 3;Sector Health and welfare;St Eustatius;2016/'17;
3304;MBO level 3;Sector Health and welfare;St Eustatius;2017/'18;
3305;MBO level 3;Sector Health and welfare;St Eustatius;2018/'19;
3306;MBO level 3;Sector Health and welfare;St Eustatius;2019/'20;
3307;MBO level 3;Sector Health and welfare;St Eustatius;2020/'21;
3308;MBO level 3;Sector Health and welfare;St Eustatius;2021/'22;
3309;MBO level 3;Sector Health and welfare;St Eustatius;2022/'23;
3310;MBO level 3;Sector Health and welfare;St Eustatius;2023/'24;
3311;MBO level 3;Sector Health and welfare;St Eustatius;2024/'25;
3312;MBO level 3;Sector Health and welfare;Saba;2009/'10;
3313;MBO level 3;Sector Health and welfare;Saba;2010/'11;
3314;MBO level 3;Sector Health and welfare;Saba;2011/'12;
3315;MBO level 3;Sector Health and welfare;Saba;2012/'13;
3316;MBO level 3;Sector Health and welfare;Saba;2013/'14;
3317;MBO level 3;Sector Health and welfare;Saba;2014/'15;
3318;MBO level 3;Sector Health and welfare;Saba;2015/'16;
3319;MBO level 3;Sector Health and welfare;Saba;2016/'17;
3320;MBO level 3;Sector Health and welfare;Saba;2017/'18;
3321;MBO level 3;Sector Health and welfare;Saba;2018/'19;
3322;MBO level 3;Sector Health and welfare;Saba;2019/'20;
3323;MBO level 3;Sector Health and welfare;Saba;2020/'21;
3324;MBO level 3;Sector Health and welfare;Saba;2021/'22;
3325;MBO level 3;Sector Health and welfare;Saba;2022/'23;
3326;MBO level 3;Sector Health and welfare;Saba;2023/'24;
3327;MBO level 3;Sector Health and welfare;Saba;2024/'25;
3328;MBO level 3;Combination of sectors;Caribbean Netherlands;2009/'10;0.0
3329;MBO level 3;Combination of sectors;Caribbean Netherlands;2010/'11;0.0
3330;MBO level 3;Combination of sectors;Caribbean Netherlands;2011/'12;0.0
3331;MBO level 3;Combination of sectors;Caribbean Netherlands;2012/'13;
3332;MBO level 3;Combination of sectors;Caribbean Netherlands;2013/'14;0.0
3333;MBO level 3;Combination of sectors;Caribbean Netherlands;2014/'15;0.0
3334;MBO level 3;Combination of sectors;Caribbean Netherlands;2015/'16;0.0
3335;MBO level 3;Combination of sectors;Caribbean Netherlands;2016/'17;0.0
3336;MBO level 3;Combination of sectors;Caribbean Netherlands;2017/'18;0.0
3337;MBO level 3;Combination of sectors;Caribbean Netherlands;2018/'19;0.0
3338;MBO level 3;Combination of sectors;Caribbean Netherlands;2019/'20;0.0
3339;MBO level 3;Combination of sectors;Caribbean Netherlands;2020/'21;0.0
3340;MBO level 3;Combination of sectors;Caribbean Netherlands;2021/'22;0.0
3341;MBO level 3;Combination of sectors;Caribbean Netherlands;2022/'23;0.0
3342;MBO level 3;Combination of sectors;Caribbean Netherlands;2023/'24;0.0
3343;MBO level 3;Combination of sectors;Caribbean Netherlands;2024/'25;0.0
3344;MBO level 3;Combination of sectors;Bonaire;2009/'10;0.0
3345;MBO level 3;Combination of sectors;Bonaire;2010/'11;0.0
3346;MBO level 3;Combination of sectors;Bonaire;2011/'12;0.0
3347;MBO level 3;Combination of sectors;Bonaire;2012/'13;
3348;MBO level 3;Combination of sectors;Bonaire;2013/'14;0.0
3349;MBO level 3;Combination of sectors;Bonaire;2014/'15;0.0
3350;MBO level 3;Combination of sectors;Bonaire;2015/'16;0.0
3351;MBO level 3;Combination of sectors;Bonaire;2016/'17;0.0
3352;MBO level 3;Combination of sectors;Bonaire;2017/'18;0.0
3353;MBO level 3;Combination of sectors;Bonaire;2018/'19;0.0
3354;MBO level 3;Combination of sectors;Bonaire;2019/'20;0.0
3355;MBO level 3;Combination of sectors;Bonaire;2020/'21;0.0
3356;MBO level 3;Combination of sectors;Bonaire;2021/'22;0.0
3357;MBO level 3;Combination of sectors;Bonaire;2022/'23;0.0
3358;MBO level 3;Combination of sectors;Bonaire;2023/'24;0.0
3359;MBO level 3;Combination of sectors;Bonaire;2024/'25;0.0
3360;MBO level 3;Combination of sectors;St Eustatius;2009/'10;
3361;MBO level 3;Combination of sectors;St Eustatius;2010/'11;
3362;MBO level 3;Combination of sectors;St Eustatius;2011/'12;
3363;MBO level 3;Combination of sectors;St Eustatius;2012/'13;
3364;MBO level 3;Combination of sectors;St Eustatius;2013/'14;
3365;MBO level 3;Combination of sectors;St Eustatius;2014/'15;
3366;MBO level 3;Combination of sectors;St Eustatius;2015/'16;
3367;MBO level 3;Combination of sectors;St Eustatius;2016/'17;
3368;MBO level 3;Combination of sectors;St Eustatius;2017/'18;
3369;MBO level 3;Combination of sectors;St Eustatius;2018/'19;
3370;MBO level 3;Combination of sectors;St Eustatius;2019/'20;
3371;MBO level 3;Combination of sectors;St Eustatius;2020/'21;
3372;MBO level 3;Combination of sectors;St Eustatius;2021/'22;
3373;MBO level 3;Combination of sectors;St Eustatius;2022/'23;
3374;MBO level 3;Combination of sectors;St Eustatius;2023/'24;
3375;MBO level 3;Combination of sectors;St Eustatius;2024/'25;
3376;MBO level 3;Combination of sectors;Saba;2009/'10;
3377;MBO level 3;Combination of sectors;Saba;2010/'11;
3378;MBO level 3;Combination of sectors;Saba;2011/'12;
3379;MBO level 3;Combination of sectors;Saba;2012/'13;
3380;MBO level 3;Combination of sectors;Saba;2013/'14;
3381;MBO level 3;Combination of sectors;Saba;2014/'15;
3382;MBO level 3;Combination of sectors;Saba;2015/'16;
3383;MBO level 3;Combination of sectors;Saba;2016/'17;
3384;MBO level 3;Combination of sectors;Saba;2017/'18;
3385;MBO level 3;Combination of sectors;Saba;2018/'19;
3386;MBO level 3;Combination of sectors;Saba;2019/'20;
3387;MBO level 3;Combination of sectors;Saba;2020/'21;
3388;MBO level 3;Combination of sectors;Saba;2021/'22;
3389;MBO level 3;Combination of sectors;Saba;2022/'23;
3390;MBO level 3;Combination of sectors;Saba;2023/'24;
3391;MBO level 3;Combination of sectors;Saba;2024/'25;
3392;MBO level 3;Domain Construction and infrastructure;Caribbean Netherlands;2009/'10;0.0
3393;MBO level 3;Domain Construction and infrastructure;Caribbean Netherlands;2010/'11;0.0
3394;MBO level 3;Domain Construction and infrastructure;Caribbean Netherlands;2011/'12;0.0
3395;MBO level 3;Domain Construction and infrastructure;Caribbean Netherlands;2012/'13;
3396;MBO level 3;Domain Construction and infrastructure;Caribbean Netherlands;2013/'14;0.0
3397;MBO level 3;Domain Construction and infrastructure;Caribbean Netherlands;2014/'15;5.0
3398;MBO level 3;Domain Construction and infrastructure;Caribbean Netherlands;2015/'16;10.0
3399;MBO level 3;Domain Construction and infrastructure;Caribbean Netherlands;2016/'17;7.0
3400;MBO level 3;Domain Construction and infrastructure;Caribbean Netherlands;2017/'18;7.0
3401;MBO level 3;Domain Construction and infrastructure;Caribbean Netherlands;2018/'19;2.0
3402;MBO level 3;Domain Construction and infrastructure;Caribbean Netherlands;2019/'20;2.0
3403;MBO level 3;Domain Construction and infrastructure;Caribbean Netherlands;2020/'21;0.0
3404;MBO level 3;Domain Construction and infrastructure;Caribbean Netherlands;2021/'22;0.0
3405;MBO level 3;Domain Construction and infrastructure;Caribbean Netherlands;2022/'23;0.0
3406;MBO level 3;Domain Construction and infrastructure;Caribbean Netherlands;2023/'24;0.0
3407;MBO level 3;Domain Construction and infrastructure;Caribbean Netherlands;2024/'25;0.0
3408;MBO level 3;Domain Construction and infrastructure;Bonaire;2009/'10;0.0
3409;MBO level 3;Domain Construction and infrastructure;Bonaire;2010/'11;0.0
3410;MBO level 3;Domain Construction and infrastructure;Bonaire;2011/'12;0.0
3411;MBO level 3;Domain Construction and infrastructure;Bonaire;2012/'13;
3412;MBO level 3;Domain Construction and infrastructure;Bonaire;2013/'14;0.0
3413;MBO level 3;Domain Construction and infrastructure;Bonaire;2014/'15;5.0
3414;MBO level 3;Domain Construction and infrastructure;Bonaire;2015/'16;10.0
3415;MBO level 3;Domain Construction and infrastructure;Bonaire;2016/'17;7.0
3416;MBO level 3;Domain Construction and infrastructure;Bonaire;2017/'18;7.0
3417;MBO level 3;Domain Construction and infrastructure;Bonaire;2018/'19;2.0
3418;MBO level 3;Domain Construction and infrastructure;Bonaire;2019/'20;2.0
3419;MBO level 3;Domain Construction and infrastructure;Bonaire;2020/'21;0.0
3420;MBO level 3;Domain Construction and infrastructure;Bonaire;2021/'22;0.0
3421;MBO level 3;Domain Construction and infrastructure;Bonaire;2022/'23;0.0
3422;MBO level 3;Domain Construction and infrastructure;Bonaire;2023/'24;0.0
3423;MBO level 3;Domain Construction and infrastructure;Bonaire;2024/'25;0.0
3424;MBO level 3;Domain Construction and infrastructure;St Eustatius;2009/'10;
3425;MBO level 3;Domain Construction and infrastructure;St Eustatius;2010/'11;
3426;MBO level 3;Domain Construction and infrastructure;St Eustatius;2011/'12;
3427;MBO level 3;Domain Construction and infrastructure;St Eustatius;2012/'13;
3428;MBO level 3;Domain Construction and infrastructure;St Eustatius;2013/'14;
3429;MBO level 3;Domain Construction and infrastructure;St Eustatius;2014/'15;
3430;MBO level 3;Domain Construction and infrastructure;St Eustatius;2015/'16;
3431;MBO level 3;Domain Construction and infrastructure;St Eustatius;2016/'17;
3432;MBO level 3;Domain Construction and infrastructure;St Eustatius;2017/'18;
3433;MBO level 3;Domain Construction and infrastructure;St Eustatius;2018/'19;
3434;MBO level 3;Domain Construction and infrastructure;St Eustatius;2019/'20;
3435;MBO level 3;Domain Construction and infrastructure;St Eustatius;2020/'21;
3436;MBO level 3;Domain Construction and infrastructure;St Eustatius;2021/'22;
3437;MBO level 3;Domain Construction and infrastructure;St Eustatius;2022/'23;
3438;MBO level 3;Domain Construction and infrastructure;St Eustatius;2023/'24;
3439;MBO level 3;Domain Construction and infrastructure;St Eustatius;2024/'25;
3440;MBO level 3;Domain Construction and infrastructure;Saba;2009/'10;
3441;MBO level 3;Domain Construction and infrastructure;Saba;2010/'11;
3442;MBO level 3;Domain Construction and infrastructure;Saba;2011/'12;
3443;MBO level 3;Domain Construction and infrastructure;Saba;2012/'13;
3444;MBO level 3;Domain Construction and infrastructure;Saba;2013/'14;
3445;MBO level 3;Domain Construction and infrastructure;Saba;2014/'15;
3446;MBO level 3;Domain Construction and infrastructure;Saba;2015/'16;
3447;MBO level 3;Domain Construction and infrastructure;Saba;2016/'17;
3448;MBO level 3;Domain Construction and infrastructure;Saba;2017/'18;
3449;MBO level 3;Domain Construction and infrastructure;Saba;2018/'19;
3450;MBO level 3;Domain Construction and infrastructure;Saba;2019/'20;
3451;MBO level 3;Domain Construction and infrastructure;Saba;2020/'21;
3452;MBO level 3;Domain Construction and infrastructure;Saba;2021/'22;
3453;MBO level 3;Domain Construction and infrastructure;Saba;2022/'23;
3454;MBO level 3;Domain Construction and infrastructure;Saba;2023/'24;
3455;MBO level 3;Domain Construction and infrastructure;Saba;2024/'25;
3456;MBO level 3;Domain Final constr, timber, maintenance;Caribbean Netherlands;2009/'10;0.0
3457;MBO level 3;Domain Final constr, timber, maintenance;Caribbean Netherlands;2010/'11;16.0
3458;MBO level 3;Domain Final constr, timber, maintenance;Caribbean Netherlands;2011/'12;23.0
3459;MBO level 3;Domain Final constr, timber, maintenance;Caribbean Netherlands;2012/'13;
3460;MBO level 3;Domain Final constr, timber, maintenance;Caribbean Netherlands;2013/'14;14.0
3461;MBO level 3;Domain Final constr, timber, maintenance;Caribbean Netherlands;2014/'15;0.0
3462;MBO level 3;Domain Final constr, timber, maintenance;Caribbean Netherlands;2015/'16;0.0
3463;MBO level 3;Domain Final constr, timber, maintenance;Caribbean Netherlands;2016/'17;0.0
3464;MBO level 3;Domain Final constr, timber, maintenance;Caribbean Netherlands;2017/'18;0.0
3465;MBO level 3;Domain Final constr, timber, maintenance;Caribbean Netherlands;2018/'19;0.0
3466;MBO level 3;Domain Final constr, timber, maintenance;Caribbean Netherlands;2019/'20;12.0
3467;MBO level 3;Domain Final constr, timber, maintenance;Caribbean Netherlands;2020/'21;22.0
3468;MBO level 3;Domain Final constr, timber, maintenance;Caribbean Netherlands;2021/'22;27.0
3469;MBO level 3;Domain Final constr, timber, maintenance;Caribbean Netherlands;2022/'23;22.0
3470;MBO level 3;Domain Final constr, timber, maintenance;Caribbean Netherlands;2023/'24;17.0
3471;MBO level 3;Domain Final constr, timber, maintenance;Caribbean Netherlands;2024/'25;17.0
3472;MBO level 3;Domain Final constr, timber, maintenance;Bonaire;2009/'10;0.0
3473;MBO level 3;Domain Final constr, timber, maintenance;Bonaire;2010/'11;16.0
3474;MBO level 3;Domain Final constr, timber, maintenance;Bonaire;2011/'12;23.0
3475;MBO level 3;Domain Final constr, timber, maintenance;Bonaire;2012/'13;
3476;MBO level 3;Domain Final constr, timber, maintenance;Bonaire;2013/'14;14.0
3477;MBO level 3;Domain Final constr, timber, maintenance;Bonaire;2014/'15;0.0
3478;MBO level 3;Domain Final constr, timber, maintenance;Bonaire;2015/'16;0.0
3479;MBO level 3;Domain Final constr, timber, maintenance;Bonaire;2016/'17;0.0
3480;MBO level 3;Domain Final constr, timber, maintenance;Bonaire;2017/'18;0.0
3481;MBO level 3;Domain Final constr, timber, maintenance;Bonaire;2018/'19;0.0
3482;MBO level 3;Domain Final constr, timber, maintenance;Bonaire;2019/'20;12.0
3483;MBO level 3;Domain Final constr, timber, maintenance;Bonaire;2020/'21;22.0
3484;MBO level 3;Domain Final constr, timber, maintenance;Bonaire;2021/'22;27.0
3485;MBO level 3;Domain Final constr, timber, maintenance;Bonaire;2022/'23;22.0
3486;MBO level 3;Domain Final constr, timber, maintenance;Bonaire;2023/'24;17.0
3487;MBO level 3;Domain Final constr, timber, maintenance;Bonaire;2024/'25;17.0
3488;MBO level 3;Domain Final constr, timber, maintenance;St Eustatius;2009/'10;
3489;MBO level 3;Domain Final constr, timber, maintenance;St Eustatius;2010/'11;
3490;MBO level 3;Domain Final constr, timber, maintenance;St Eustatius;2011/'12;
3491;MBO level 3;Domain Final constr, timber, maintenance;St Eustatius;2012/'13;
3492;MBO level 3;Domain Final constr, timber, maintenance;St Eustatius;2013/'14;
3493;MBO level 3;Domain Final constr, timber, maintenance;St Eustatius;2014/'15;
3494;MBO level 3;Domain Final constr, timber, maintenance;St Eustatius;2015/'16;
