ID;OutputPrices;SIC2008;Periods;IndexNumbers_1;YearOnYearDevelopment_2;MonthOnMonthDevelopment_3;WeightFactor_4
3987;Total output prices;1012 Slaughterhouses (poultry);1991 October;;;;0
3988;Total output prices;1012 Slaughterhouses (poultry);1991 November;;;;0
3989;Total output prices;1012 Slaughterhouses (poultry);1991 December;;;;0
3990;Total output prices;1012 Slaughterhouses (poultry);1991;;;;0
3991;Total output prices;1012 Slaughterhouses (poultry);1992 January;;;;0
3992;Total output prices;1012 Slaughterhouses (poultry);1992 February;;;;0
3993;Total output prices;1012 Slaughterhouses (poultry);1992 March ;;;;0
3994;Total output prices;1012 Slaughterhouses (poultry);1992 April;;;;0
3995;Total output prices;1012 Slaughterhouses (poultry);1992 May;;;;0
3996;Total output prices;1012 Slaughterhouses (poultry);1992 June;;;;0
3997;Total output prices;1012 Slaughterhouses (poultry);1992 July;;;;0
3998;Total output prices;1012 Slaughterhouses (poultry);1992 August;;;;0
3999;Total output prices;1012 Slaughterhouses (poultry);1992 September;;;;0
4000;Total output prices;1012 Slaughterhouses (poultry);1992 October;;;;0
4001;Total output prices;1012 Slaughterhouses (poultry);1992 November;;;;0
4002;Total output prices;1012 Slaughterhouses (poultry);1992 December;;;;0
4003;Total output prices;1012 Slaughterhouses (poultry);1992;;;;0
4004;Total output prices;1012 Slaughterhouses (poultry);1993 January;;;;0
4005;Total output prices;1012 Slaughterhouses (poultry);1993 February;;;;0
4006;Total output prices;1012 Slaughterhouses (poultry);1993 March ;;;;0
4007;Total output prices;1012 Slaughterhouses (poultry);1993 April;;;;0
4008;Total output prices;1012 Slaughterhouses (poultry);1993 May;;;;0
4009;Total output prices;1012 Slaughterhouses (poultry);1993 June;;;;0
4010;Total output prices;1012 Slaughterhouses (poultry);1993 July;;;;0
4011;Total output prices;1012 Slaughterhouses (poultry);1993 August;;;;0
4012;Total output prices;1012 Slaughterhouses (poultry);1993 September;;;;0
4013;Total output prices;1012 Slaughterhouses (poultry);1993 October;;;;0
4014;Total output prices;1012 Slaughterhouses (poultry);1993 November;;;;0
4015;Total output prices;1012 Slaughterhouses (poultry);1993 December;;;;0
4016;Total output prices;1012 Slaughterhouses (poultry);1993;;;;0
4017;Total output prices;1012 Slaughterhouses (poultry);1994 January;;;;0
4018;Total output prices;1012 Slaughterhouses (poultry);1994 February;;;;0
4019;Total output prices;1012 Slaughterhouses (poultry);1994 March ;;;;0
4020;Total output prices;1012 Slaughterhouses (poultry);1994 April;;;;0
4021;Total output prices;1012 Slaughterhouses (poultry);1994 May;;;;0
4022;Total output prices;1012 Slaughterhouses (poultry);1994 June;;;;0
4023;Total output prices;1012 Slaughterhouses (poultry);1994 July;;;;0
4024;Total output prices;1012 Slaughterhouses (poultry);1994 August;;;;0
4025;Total output prices;1012 Slaughterhouses (poultry);1994 September;;;;0
4026;Total output prices;1012 Slaughterhouses (poultry);1994 October;;;;0
4027;Total output prices;1012 Slaughterhouses (poultry);1994 November;;;;0
4028;Total output prices;1012 Slaughterhouses (poultry);1994 December;;;;0
4029;Total output prices;1012 Slaughterhouses (poultry);1994;;;;0
4030;Total output prices;1012 Slaughterhouses (poultry);1995 January;;;;0
4031;Total output prices;1012 Slaughterhouses (poultry);1995 February;;;;0
4032;Total output prices;1012 Slaughterhouses (poultry);1995 March ;;;;0
4033;Total output prices;1012 Slaughterhouses (poultry);1995 April;;;;0
4034;Total output prices;1012 Slaughterhouses (poultry);1995 May;;;;0
4035;Total output prices;1012 Slaughterhouses (poultry);1995 June;;;;0
4036;Total output prices;1012 Slaughterhouses (poultry);1995 July;;;;0
4037;Total output prices;1012 Slaughterhouses (poultry);1995 August;;;;0
4038;Total output prices;1012 Slaughterhouses (poultry);1995 September;;;;0
4039;Total output prices;1012 Slaughterhouses (poultry);1995 October;;;;0
4040;Total output prices;1012 Slaughterhouses (poultry);1995 November;;;;0
4041;Total output prices;1012 Slaughterhouses (poultry);1995 December;;;;0
4042;Total output prices;1012 Slaughterhouses (poultry);1995;;;;0
4043;Total output prices;1012 Slaughterhouses (poultry);1996 January;;;;0
4044;Total output prices;1012 Slaughterhouses (poultry);1996 February;;;;0
4045;Total output prices;1012 Slaughterhouses (poultry);1996 March ;;;;0
4046;Total output prices;1012 Slaughterhouses (poultry);1996 April;;;;0
4047;Total output prices;1012 Slaughterhouses (poultry);1996 May;;;;0
4048;Total output prices;1012 Slaughterhouses (poultry);1996 June;;;;0
4049;Total output prices;1012 Slaughterhouses (poultry);1996 July;;;;0
4050;Total output prices;1012 Slaughterhouses (poultry);1996 August;;;;0
4051;Total output prices;1012 Slaughterhouses (poultry);1996 September;;;;0
4052;Total output prices;1012 Slaughterhouses (poultry);1996 October;;;;0
4053;Total output prices;1012 Slaughterhouses (poultry);1996 November;;;;0
4054;Total output prices;1012 Slaughterhouses (poultry);1996 December;;;;0
4055;Total output prices;1012 Slaughterhouses (poultry);1996;;;;0
4056;Total output prices;1012 Slaughterhouses (poultry);1997 January;;;;0
4057;Total output prices;1012 Slaughterhouses (poultry);1997 February;;;;0
4058;Total output prices;1012 Slaughterhouses (poultry);1997 March ;;;;0
4059;Total output prices;1012 Slaughterhouses (poultry);1997 April;;;;0
4060;Total output prices;1012 Slaughterhouses (poultry);1997 May;;;;0
4061;Total output prices;1012 Slaughterhouses (poultry);1997 June;;;;0
4062;Total output prices;1012 Slaughterhouses (poultry);1997 July;;;;0
4063;Total output prices;1012 Slaughterhouses (poultry);1997 August;;;;0
4064;Total output prices;1012 Slaughterhouses (poultry);1997 September;;;;0
4065;Total output prices;1012 Slaughterhouses (poultry);1997 October;;;;0
4066;Total output prices;1012 Slaughterhouses (poultry);1997 November;;;;0
4067;Total output prices;1012 Slaughterhouses (poultry);1997 December;;;;0
4068;Total output prices;1012 Slaughterhouses (poultry);1997;;;;0
4069;Total output prices;1012 Slaughterhouses (poultry);1998 January;;;;0
4070;Total output prices;1012 Slaughterhouses (poultry);1998 February;;;;0
4071;Total output prices;1012 Slaughterhouses (poultry);1998 March ;;;;0
4072;Total output prices;1012 Slaughterhouses (poultry);1998 April;;;;0
4073;Total output prices;1012 Slaughterhouses (poultry);1998 May;;;;0
4074;Total output prices;1012 Slaughterhouses (poultry);1998 June;;;;0
4075;Total output prices;1012 Slaughterhouses (poultry);1998 July;;;;0
4076;Total output prices;1012 Slaughterhouses (poultry);1998 August;;;;0
4077;Total output prices;1012 Slaughterhouses (poultry);1998 September;;;;0
4078;Total output prices;1012 Slaughterhouses (poultry);1998 October;;;;0
4079;Total output prices;1012 Slaughterhouses (poultry);1998 November;;;;0
4080;Total output prices;1012 Slaughterhouses (poultry);1998 December;;;;0
4081;Total output prices;1012 Slaughterhouses (poultry);1998;;;;0
4082;Total output prices;1012 Slaughterhouses (poultry);1999 January;;;;0
4083;Total output prices;1012 Slaughterhouses (poultry);1999 February;;;;0
4084;Total output prices;1012 Slaughterhouses (poultry);1999 March ;;;;0
4085;Total output prices;1012 Slaughterhouses (poultry);1999 April;;;;0
4086;Total output prices;1012 Slaughterhouses (poultry);1999 May;;;;0
4087;Total output prices;1012 Slaughterhouses (poultry);1999 June;;;;0
4088;Total output prices;1012 Slaughterhouses (poultry);1999 July;;;;0
4089;Total output prices;1012 Slaughterhouses (poultry);1999 August;;;;0
4090;Total output prices;1012 Slaughterhouses (poultry);1999 September;;;;0
4091;Total output prices;1012 Slaughterhouses (poultry);1999 October;;;;0
4092;Total output prices;1012 Slaughterhouses (poultry);1999 November;;;;0
4093;Total output prices;1012 Slaughterhouses (poultry);1999 December;;;;0
4094;Total output prices;1012 Slaughterhouses (poultry);1999;;;;0
4095;Total output prices;1012 Slaughterhouses (poultry);2000 January;;;;0
4096;Total output prices;1012 Slaughterhouses (poultry);2000 February;;;;0
4097;Total output prices;1012 Slaughterhouses (poultry);2000 March;;;;0
4098;Total output prices;1012 Slaughterhouses (poultry);2000 April;;;;0
4099;Total output prices;1012 Slaughterhouses (poultry);2000 May;;;;0
4100;Total output prices;1012 Slaughterhouses (poultry);2000 June;;;;0
4101;Total output prices;1012 Slaughterhouses (poultry);2000 July;;;;0
4102;Total output prices;1012 Slaughterhouses (poultry);2000 August;;;;0
4103;Total output prices;1012 Slaughterhouses (poultry);2000 September;;;;0
4104;Total output prices;1012 Slaughterhouses (poultry);2000 October;;;;0
4105;Total output prices;1012 Slaughterhouses (poultry);2000 November;;;;0
4106;Total output prices;1012 Slaughterhouses (poultry);2000 December;;;;0
4107;Total output prices;1012 Slaughterhouses (poultry);2000;;;;0
4108;Total output prices;1012 Slaughterhouses (poultry);2001 January;;;;0
4109;Total output prices;1012 Slaughterhouses (poultry);2001 February;;;;0
4110;Total output prices;1012 Slaughterhouses (poultry);2001 March;;;;0
4111;Total output prices;1012 Slaughterhouses (poultry);2001 April;;;;0
4112;Total output prices;1012 Slaughterhouses (poultry);2001 May;;;;0
4113;Total output prices;1012 Slaughterhouses (poultry);2001 June;;;;0
4114;Total output prices;1012 Slaughterhouses (poultry);2001 July;;;;0
4115;Total output prices;1012 Slaughterhouses (poultry);2001 August;;;;0
4116;Total output prices;1012 Slaughterhouses (poultry);2001 September;;;;0
4117;Total output prices;1012 Slaughterhouses (poultry);2001 October;;;;0
4118;Total output prices;1012 Slaughterhouses (poultry);2001 November;;;;0
4119;Total output prices;1012 Slaughterhouses (poultry);2001 December;;;;0
4120;Total output prices;1012 Slaughterhouses (poultry);2001;;;;0
4121;Total output prices;1012 Slaughterhouses (poultry);2002 January;;;;0
4122;Total output prices;1012 Slaughterhouses (poultry);2002 February;;;;0
4123;Total output prices;1012 Slaughterhouses (poultry);2002 March;;;;0
4124;Total output prices;1012 Slaughterhouses (poultry);2002 April;;;;0
4125;Total output prices;1012 Slaughterhouses (poultry);2002 May;;;;0
4126;Total output prices;1012 Slaughterhouses (poultry);2002 June;;;;0
4127;Total output prices;1012 Slaughterhouses (poultry);2002 July;;;;0
4128;Total output prices;1012 Slaughterhouses (poultry);2002 August;;;;0
4129;Total output prices;1012 Slaughterhouses (poultry);2002 September;;;;0
4130;Total output prices;1012 Slaughterhouses (poultry);2002 October;;;;0
4131;Total output prices;1012 Slaughterhouses (poultry);2002 November;;;;0
4132;Total output prices;1012 Slaughterhouses (poultry);2002 December;;;;0
4133;Total output prices;1012 Slaughterhouses (poultry);2002;;;;0
4134;Total output prices;1012 Slaughterhouses (poultry);2003 January;;;;0
4135;Total output prices;1012 Slaughterhouses (poultry);2003 February;;;;0
4136;Total output prices;1012 Slaughterhouses (poultry);2003 March;;;;0
4137;Total output prices;1012 Slaughterhouses (poultry);2003 April;;;;0
4138;Total output prices;1012 Slaughterhouses (poultry);2003 May;;;;0
4139;Total output prices;1012 Slaughterhouses (poultry);2003 June;;;;0
4140;Total output prices;1012 Slaughterhouses (poultry);2003 July;;;;0
4141;Total output prices;1012 Slaughterhouses (poultry);2003 August;;;;0
4142;Total output prices;1012 Slaughterhouses (poultry);2003 September;;;;0
4143;Total output prices;1012 Slaughterhouses (poultry);2003 October;;;;0
4144;Total output prices;1012 Slaughterhouses (poultry);2003 November;;;;0
4145;Total output prices;1012 Slaughterhouses (poultry);2003 December;;;;0
4146;Total output prices;1012 Slaughterhouses (poultry);2003;;;;0
4147;Total output prices;1012 Slaughterhouses (poultry);2004 January;;;;0
4148;Total output prices;1012 Slaughterhouses (poultry);2004 February;;;;0
4149;Total output prices;1012 Slaughterhouses (poultry);2004 March;;;;0
4150;Total output prices;1012 Slaughterhouses (poultry);2004 April;;;;0
4151;Total output prices;1012 Slaughterhouses (poultry);2004 May;;;;0
4152;Total output prices;1012 Slaughterhouses (poultry);2004 June;;;;0
4153;Total output prices;1012 Slaughterhouses (poultry);2004 July;;;;0
4154;Total output prices;1012 Slaughterhouses (poultry);2004 August;;;;0
4155;Total output prices;1012 Slaughterhouses (poultry);2004 September;;;;0
4156;Total output prices;1012 Slaughterhouses (poultry);2004 October;;;;0
4157;Total output prices;1012 Slaughterhouses (poultry);2004 November;;;;0
4158;Total output prices;1012 Slaughterhouses (poultry);2004 December;;;;0
4159;Total output prices;1012 Slaughterhouses (poultry);2004;;;;0
4160;Total output prices;1012 Slaughterhouses (poultry);2005 January;91.5;;;1493
4161;Total output prices;1012 Slaughterhouses (poultry);2005 February;91.1;;-0.5;1493
4162;Total output prices;1012 Slaughterhouses (poultry);2005 March;91.9;;0.9;1493
4163;Total output prices;1012 Slaughterhouses (poultry);2005 April;93.4;;1.7;1493
4164;Total output prices;1012 Slaughterhouses (poultry);2005 May;95.1;;1.8;1493
4165;Total output prices;1012 Slaughterhouses (poultry);2005 June;97.1;;2.1;1493
4166;Total output prices;1012 Slaughterhouses (poultry);2005 July;98.0;;0.9;1493
4167;Total output prices;1012 Slaughterhouses (poultry);2005 August;98.2;;0.2;1493
4168;Total output prices;1012 Slaughterhouses (poultry);2005 September;96.7;;-1.5;1493
4169;Total output prices;1012 Slaughterhouses (poultry);2005 October;94.7;;-2.0;1493
4170;Total output prices;1012 Slaughterhouses (poultry);2005 November;91.9;;-3.0;1493
4171;Total output prices;1012 Slaughterhouses (poultry);2005 December;89.6;;-2.5;1493
4172;Total output prices;1012 Slaughterhouses (poultry);2005;94.1;;;1493
4173;Total output prices;1012 Slaughterhouses (poultry);2006 January;88.2;-3.6;-1.6;1493
4174;Total output prices;1012 Slaughterhouses (poultry);2006 February;87.0;-4.5;-1.4;1493
4175;Total output prices;1012 Slaughterhouses (poultry);2006 March;85.4;-7.1;-1.8;1493
4176;Total output prices;1012 Slaughterhouses (poultry);2006 April;84.4;-9.6;-1.1;1493
4177;Total output prices;1012 Slaughterhouses (poultry);2006 May;86.3;-9.3;2.2;1493
4178;Total output prices;1012 Slaughterhouses (poultry);2006 June;89.2;-8.2;3.3;1493
4179;Total output prices;1012 Slaughterhouses (poultry);2006 July;89.9;-8.2;0.9;1493
4180;Total output prices;1012 Slaughterhouses (poultry);2006 August;90.3;-8.1;0.4;1493
4181;Total output prices;1012 Slaughterhouses (poultry);2006 September;89.9;-7.1;-0.4;1493
4182;Total output prices;1012 Slaughterhouses (poultry);2006 October;90.2;-4.8;0.3;1493
4183;Total output prices;1012 Slaughterhouses (poultry);2006 November;90.1;-1.9;-0.1;1493
4184;Total output prices;1012 Slaughterhouses (poultry);2006 December;91.0;1.5;0.9;1493
4185;Total output prices;1012 Slaughterhouses (poultry);2006;88.5;-6.0;;1493
4186;Total output prices;1012 Slaughterhouses (poultry);2007 January;91.8;4.0;0.9;1493
4187;Total output prices;1012 Slaughterhouses (poultry);2007 February;93.0;6.9;1.3;1493
4188;Total output prices;1012 Slaughterhouses (poultry);2007 March;94.1;10.2;1.2;1493
4189;Total output prices;1012 Slaughterhouses (poultry);2007 April;97.7;15.7;3.8;1493
4190;Total output prices;1012 Slaughterhouses (poultry);2007 May;101.8;18.0;4.3;1493
4191;Total output prices;1012 Slaughterhouses (poultry);2007 June;104.2;16.9;2.4;1493
4192;Total output prices;1012 Slaughterhouses (poultry);2007 July;103.5;15.0;-0.7;1493
4193;Total output prices;1012 Slaughterhouses (poultry);2007 August;103.0;14.1;-0.4;1493
4194;Total output prices;1012 Slaughterhouses (poultry);2007 September;103.8;15.5;0.8;1493
4195;Total output prices;1012 Slaughterhouses (poultry);2007 October;104.1;15.5;0.3;1493
4196;Total output prices;1012 Slaughterhouses (poultry);2007 November;103.2;14.6;-0.9;1493
4197;Total output prices;1012 Slaughterhouses (poultry);2007 December;102.6;12.8;-0.6;1493
4198;Total output prices;1012 Slaughterhouses (poultry);2007;100.2;13.3;;1493
4199;Total output prices;1012 Slaughterhouses (poultry);2008 January;102.9;12.1;0.2;1493
4200;Total output prices;1012 Slaughterhouses (poultry);2008 February;102.5;10.3;-0.3;1493
4201;Total output prices;1012 Slaughterhouses (poultry);2008 March;102.4;8.8;-0.2;1493
4202;Total output prices;1012 Slaughterhouses (poultry);2008 April;104.3;6.8;1.9;1493
4203;Total output prices;1012 Slaughterhouses (poultry);2008 May;104.6;2.7;0.3;1493
4204;Total output prices;1012 Slaughterhouses (poultry);2008 June;105.6;1.3;1.0;1493
4205;Total output prices;1012 Slaughterhouses (poultry);2008 July;105.5;2.0;-0.1;1493
4206;Total output prices;1012 Slaughterhouses (poultry);2008 August;104.6;1.5;-0.9;1493
4207;Total output prices;1012 Slaughterhouses (poultry);2008 September;105.2;1.3;0.6;1493
4208;Total output prices;1012 Slaughterhouses (poultry);2008 October;105.4;1.2;0.2;1493
4209;Total output prices;1012 Slaughterhouses (poultry);2008 November;103.2;-0.1;-2.1;1493
4210;Total output prices;1012 Slaughterhouses (poultry);2008 December;101.8;-0.8;-1.3;1493
4211;Total output prices;1012 Slaughterhouses (poultry);2008;104.0;3.7;;1493
4212;Total output prices;1012 Slaughterhouses (poultry);2009 January;101.9;-0.9;0.1;1493
