ID;ExpenditureCategories;Periods;CPI_1;DerivedCPI_2;MonthOnMonthChangeCPI_3;MonthOnMonthChangeDerivedCPI_4;YearOnYearChangeCPI_5;YearOnYearChangeDerivedCPI_6;WeightingCoefficient_7
1070;011000 Food;2019 December;109.5;106.49;-0.3;-0.3;3.8;0.9;10523
1071;011000 Food;2019;108.92;105.92;;;4.3;1.4;10523
1072;011000 Food;2020 January;108.77;105.78;-0.7;-0.7;1.9;1.9;10539
1073;011000 Food;2020 February;110.12;107.09;1.2;1.2;2.1;2.1;10539
1074;011000 Food;2020 March;111.05;107.99;0.8;0.8;3.2;3.2;10539
1075;011000 Food;2020 April;111.87;108.79;0.7;0.7;3.6;3.6;10539
1076;011000 Food;2020 May;111.88;108.8;0.0;0.0;3.3;3.3;10539
1077;011000 Food;2020 June;112.18;109.09;0.3;0.3;2.7;2.7;10539
1078;011000 Food;2020 July;111.96;108.88;-0.2;-0.2;2.0;2.0;10539
1079;011000 Food;2020 August;111.47;108.4;-0.4;-0.4;1.0;1.0;10539
1080;011000 Food;2020 September;111.33;108.27;-0.1;-0.1;1.3;1.3;10539
1081;011000 Food;2020 October;111.21;108.15;-0.1;-0.1;1.2;1.2;10539
1082;011000 Food;2020 November;110.76;107.71;-0.4;-0.4;0.8;0.8;10539
1083;011000 Food;2020 December;110.22;107.19;-0.5;-0.5;0.7;0.7;10539
1084;011000 Food;2020;111.07;108.01;;;2.0;2.0;10539
1085;011000 Food;2021 January;109.45;106.43;-0.7;-0.7;0.6;0.6;11904
1086;011000 Food;2021 February;110.54;107.5;1.0;1.0;0.4;0.4;11904
1087;011000 Food;2021 March;109.62;106.61;-0.8;-0.8;-1.3;-1.3;11904
1088;011000 Food;2021 April;109.41;106.4;-0.2;-0.2;-2.2;-2.2;11904
1089;011000 Food;2021 May;110.24;107.2;0.8;0.8;-1.5;-1.5;11904
1090;011000 Food;2021 June;110.43;107.39;0.2;0.2;-1.6;-1.6;11904
1091;011000 Food;2021 July;110.97;107.92;0.5;0.5;-0.9;-0.9;11904
1092;011000 Food;2021 August;111.71;108.63;0.7;0.7;0.2;0.2;11904
1093;011000 Food;2021 September;111.32;108.26;-0.3;-0.3;0.0;0.0;11904
1094;011000 Food;2021 October;111.47;108.4;0.1;0.1;0.2;0.2;11904
1095;011000 Food;2021 November;111.93;108.85;0.4;0.4;1.1;1.1;11904
1096;011000 Food;2021 December;113.06;109.95;1.0;1.0;2.6;2.6;11904
1097;011000 Food;2021;110.85;107.8;;;-0.2;-0.2;11904
1098;011000 Food;2022 January;114.16;111.02;1.0;1.0;4.3;4.3;11479
1099;011000 Food;2022 February;115.92;112.73;1.5;1.5;4.9;4.9;11479
1100;011000 Food;2022 March;116.42;113.22;0.4;0.4;6.2;6.2;11479
1101;011000 Food;2022 April;118.66;115.39;1.9;1.9;8.5;8.4;11479
1102;011000 Food;2022 May;120.31;117.0;1.4;1.4;9.1;9.1;11479
1103;011000 Food;2022 June;122.83;119.45;2.1;2.1;11.2;11.2;11479
1104;011000 Food;2022 July;124.67;121.24;1.5;1.5;12.3;12.3;11479
1105;011000 Food;2022 August;126.3;122.82;1.3;1.3;13.1;13.1;11479
1106;011000 Food;2022 September;125.54;122.08;-0.6;-0.6;12.8;12.8;11479
1107;011000 Food;2022 October;127.07;123.57;1.2;1.2;14.0;14.0;11479
1108;011000 Food;2022 November;129.55;125.98;2.0;2.0;15.7;15.7;11479
1109;011000 Food;2022 December;132.32;128.68;2.1;2.1;17.0;17.0;11479
1110;011000 Food;2022;122.81;119.43;;;10.8;10.8;11479
1111;011000 Food;2023 January;134.3;130.61;1.5;1.5;17.6;17.6;11130
1112;011000 Food;2023 February;137.23;133.46;2.2;2.2;18.4;18.4;11130
1113;011000 Food;2023 March;137.82;134.03;0.4;0.4;18.4;18.4;11130
1114;011000 Food;2023 April;137.58;133.79;-0.2;-0.2;15.9;15.9;11130
1115;011000 Food;2023 May;138.62;134.8;0.8;0.8;15.2;15.2;11130
1116;011000 Food;2023 June;138.97;135.15;0.3;0.3;13.1;13.1;11130
1117;011000 Food;2023 July;139.21;135.38;0.2;0.2;11.7;11.7;11130
1118;011000 Food;2023 August;138.57;134.76;-0.5;-0.5;9.7;9.7;11130
1119;011000 Food;2023 September;137.34;133.56;-0.9;-0.9;9.4;9.4;11130
1120;011000 Food;2023 October;137.13;133.35;-0.2;-0.2;7.9;7.9;11130
1121;011000 Food;2023 November;137.7;133.91;0.4;0.4;6.3;6.3;11130
1122;011000 Food;2023 December;137.69;133.9;0.0;0.0;4.1;4.1;11130
1123;011000 Food;2023;137.68;133.89;;;12.1;12.1;11130
1124;011000 Food;2024 January;137.09;133.3;-0.4;-0.4;2.1;2.1;10831
1125;011000 Food;2024 February;137.68;133.87;0.4;0.4;0.3;0.3;10831
1126;011000 Food;2024 March;138.2;134.36;0.4;0.4;0.3;0.2;10831
1127;011000 Food;2024 April;138.23;134.4;0.0;0.0;0.5;0.5;10831
1128;011000 Food;2024 May;139.11;135.25;0.6;0.6;0.4;0.3;10831
1129;011000 Food;2024 June;139.53;135.66;0.3;0.3;0.4;0.4;10831
1130;011000 Food;2024 July;140.09;136.21;0.4;0.4;0.6;0.6;10831
1131;011000 Food;2024 August;140.03;136.14;0.0;-0.1;1.1;1.0;10831
1132;011000 Food;2024 September;139.52;135.65;-0.4;-0.4;1.6;1.6;10831
1133;011000 Food;2024 October;139.18;135.32;-0.2;-0.2;1.5;1.5;10831
1134;011000 Food;2024 November;140.14;136.25;0.7;0.7;1.8;1.7;10831
1135;011000 Food;2024 December;140.76;136.85;0.4;0.4;2.2;2.2;10831
1136;011000 Food;2024;139.13;135.27;;;1.1;1.0;10831
1137;011000 Food;2025 January;141.33;137.4;0.4;0.4;3.1;3.1;10984
1138;011000 Food;2025 February;142.95;138.98;1.1;1.1;3.8;3.8;10984
1139;011000 Food;2025 March;143.0;139.03;0.0;0.0;3.5;3.5;10984
1140;011100 Bread and cereals;1996 January;75.0;75.0;;;;;2324
1141;011100 Bread and cereals;1996 February;75.09;75.09;0.1;0.1;;;2324
1142;011100 Bread and cereals;1996 March;75.17;75.17;0.1;0.1;;;2324
1143;011100 Bread and cereals;1996 April;75.4;75.4;0.3;0.3;;;2324
1144;011100 Bread and cereals;1996 May;75.33;75.33;-0.1;-0.1;;;2324
1145;011100 Bread and cereals;1996 June;75.28;75.28;-0.1;-0.1;;;2324
1146;011100 Bread and cereals;1996 July;75.17;75.17;-0.1;-0.1;;;2324
1147;011100 Bread and cereals;1996 August;75.19;75.19;0.0;0.0;;;2324
1148;011100 Bread and cereals;1996 September;75.33;75.33;0.2;0.2;;;2324
1149;011100 Bread and cereals;1996 October;75.44;75.44;0.1;0.1;;;2324
1150;011100 Bread and cereals;1996 November;75.4;75.4;-0.1;-0.1;;;2324
1151;011100 Bread and cereals;1996 December;75.56;75.56;0.2;0.2;;;2324
1152;011100 Bread and cereals;1996;75.28;75.28;;;;;2324
1153;011100 Bread and cereals;1997 January;75.48;75.48;-0.1;-0.1;0.6;0.6;2324
1154;011100 Bread and cereals;1997 February;75.4;75.4;-0.1;-0.1;0.4;0.4;2324
1155;011100 Bread and cereals;1997 March;75.37;75.37;0.0;0.0;0.3;0.3;2324
1156;011100 Bread and cereals;1997 April;75.17;75.17;-0.3;-0.3;-0.3;-0.3;2324
1157;011100 Bread and cereals;1997 May;75.57;75.57;0.5;0.5;0.3;0.3;2324
1158;011100 Bread and cereals;1997 June;75.5;75.5;-0.1;-0.1;0.3;0.3;2324
1159;011100 Bread and cereals;1997 July;75.82;75.82;0.4;0.4;0.9;0.9;2324
1160;011100 Bread and cereals;1997 August;75.61;75.61;-0.3;-0.3;0.6;0.6;2324
1161;011100 Bread and cereals;1997 September;75.87;75.87;0.3;0.3;0.7;0.7;2324
1162;011100 Bread and cereals;1997 October;75.9;75.9;0.0;0.0;0.6;0.6;2324
1163;011100 Bread and cereals;1997 November;75.87;75.87;0.0;0.0;0.6;0.6;2324
1164;011100 Bread and cereals;1997 December;76.2;76.2;0.4;0.4;0.8;0.8;2324
1165;011100 Bread and cereals;1997;75.65;75.65;;;0.5;0.5;2324
1166;011100 Bread and cereals;1998 January;75.95;75.95;-0.3;-0.3;0.6;0.6;2324
1167;011100 Bread and cereals;1998 February;75.91;75.91;-0.1;-0.1;0.7;0.7;2324
1168;011100 Bread and cereals;1998 March;76.17;76.17;0.3;0.3;1.1;1.1;2324
1169;011100 Bread and cereals;1998 April;76.29;76.29;0.2;0.2;1.5;1.5;2324
1170;011100 Bread and cereals;1998 May;76.4;76.4;0.1;0.1;1.1;1.1;2324
1171;011100 Bread and cereals;1998 June;76.48;76.48;0.1;0.1;1.3;1.3;2324
1172;011100 Bread and cereals;1998 July;76.35;76.35;-0.2;-0.2;0.7;0.7;2324
1173;011100 Bread and cereals;1998 August;76.52;76.52;0.2;0.2;1.2;1.2;2324
1174;011100 Bread and cereals;1998 September;76.47;76.47;-0.1;-0.1;0.8;0.8;2324
1175;011100 Bread and cereals;1998 October;76.56;76.56;0.1;0.1;0.9;0.9;2324
1176;011100 Bread and cereals;1998 November;77.01;77.01;0.6;0.6;1.5;1.5;2324
1177;011100 Bread and cereals;1998 December;76.95;76.95;-0.1;-0.1;1.0;1.0;2324
1178;011100 Bread and cereals;1998;76.42;76.42;;;1.0;1.0;2324
1179;011100 Bread and cereals;1999 January;76.95;76.95;0.0;0.0;1.3;1.3;2324
1180;011100 Bread and cereals;1999 February;77.3;77.3;0.5;0.5;1.8;1.8;2324
1181;011100 Bread and cereals;1999 March;77.4;77.4;0.1;0.1;1.6;1.6;2324
1182;011100 Bread and cereals;1999 April;77.45;77.45;0.1;0.1;1.5;1.5;2324
1183;011100 Bread and cereals;1999 May;77.45;77.45;0.0;0.0;1.4;1.4;2324
1184;011100 Bread and cereals;1999 June;77.71;77.71;0.3;0.3;1.6;1.6;2324
1185;011100 Bread and cereals;1999 July;77.92;77.92;0.3;0.3;2.1;2.1;2324
1186;011100 Bread and cereals;1999 August;77.99;77.99;0.1;0.1;1.9;1.9;2324
1187;011100 Bread and cereals;1999 September;78.04;78.04;0.1;0.1;2.1;2.1;2324
1188;011100 Bread and cereals;1999 October;77.99;77.99;-0.1;-0.1;1.9;1.9;2324
1189;011100 Bread and cereals;1999 November;78.12;78.12;0.2;0.2;1.4;1.4;2324
1190;011100 Bread and cereals;1999 December;78.11;78.11;0.0;0.0;1.5;1.5;2324
1191;011100 Bread and cereals;1999;77.7;77.7;;;1.7;1.7;2324
1192;011100 Bread and cereals;2000 January;78.12;78.12;0.0;0.0;1.5;1.5;1626
1193;011100 Bread and cereals;2000 February;78.17;78.17;0.1;0.1;1.1;1.1;1626
1194;011100 Bread and cereals;2000 March;78.58;78.58;0.5;0.5;1.5;1.5;1626
1195;011100 Bread and cereals;2000 April;78.18;78.18;-0.5;-0.5;0.9;0.9;1626
1196;011100 Bread and cereals;2000 May;78.27;78.27;0.1;0.1;1.1;1.1;1626
1197;011100 Bread and cereals;2000 June;78.47;78.47;0.3;0.3;1.0;1.0;1626
1198;011100 Bread and cereals;2000 July;78.4;78.4;-0.1;-0.1;0.6;0.6;1626
1199;011100 Bread and cereals;2000 August;78.67;78.67;0.3;0.3;0.9;0.9;1626
1200;011100 Bread and cereals;2000 September;79.22;79.22;0.7;0.7;1.5;1.5;1626
1201;011100 Bread and cereals;2000 October;79.82;79.82;0.8;0.8;2.3;2.3;1626
1202;011100 Bread and cereals;2000 November;80.1;80.1;0.4;0.4;2.5;2.5;1626
1203;011100 Bread and cereals;2000 December;80.15;80.15;0.1;0.1;2.6;2.6;1626
1204;011100 Bread and cereals;2000;78.85;78.85;;;1.5;1.5;1626
1205;011100 Bread and cereals;2001 January;80.94;80.94;1.0;1.0;3.6;3.6;1626
1206;011100 Bread and cereals;2001 February;81.13;81.13;0.2;0.2;3.8;3.8;1626
1207;011100 Bread and cereals;2001 March;81.58;81.58;0.6;0.6;3.8;3.8;1626
1208;011100 Bread and cereals;2001 April;82.03;82.03;0.6;0.6;4.9;4.9;1626
1209;011100 Bread and cereals;2001 May;82.22;82.22;0.2;0.2;5.0;5.0;1626
1210;011100 Bread and cereals;2001 June;82.1;82.1;-0.1;-0.1;4.6;4.6;1626
1211;011100 Bread and cereals;2001 July;82.45;82.45;0.4;0.4;5.2;5.2;1626
1212;011100 Bread and cereals;2001 August;82.93;82.93;0.6;0.6;5.4;5.4;1626
1213;011100 Bread and cereals;2001 September;83.1;83.1;0.2;0.2;4.9;4.9;1626
1214;011100 Bread and cereals;2001 October;83.17;83.17;0.1;0.1;4.2;4.2;1626
1215;011100 Bread and cereals;2001 November;82.94;82.94;-0.3;-0.3;3.5;3.5;1626
1216;011100 Bread and cereals;2001 December;83.41;83.41;0.6;0.6;4.1;4.1;1626
1217;011100 Bread and cereals;2001;82.33;82.33;;;4.4;4.4;1626
1218;011100 Bread and cereals;2002 January;83.91;83.91;0.6;0.6;3.7;3.7;1626
1219;011100 Bread and cereals;2002 February;84.05;84.05;0.2;0.2;3.6;3.6;1626
1220;011100 Bread and cereals;2002 March;84.14;84.14;0.1;0.1;3.1;3.1;1626
1221;011100 Bread and cereals;2002 April;84.91;84.91;0.9;0.9;3.5;3.5;1626
1222;011100 Bread and cereals;2002 May;85.03;85.03;0.1;0.1;3.4;3.4;1626
1223;011100 Bread and cereals;2002 June;85.25;85.25;0.3;0.3;3.8;3.8;1626
1224;011100 Bread and cereals;2002 July;85.33;85.33;0.1;0.1;3.5;3.5;1626
1225;011100 Bread and cereals;2002 August;85.62;85.62;0.3;0.3;3.2;3.2;1626
1226;011100 Bread and cereals;2002 September;85.58;85.58;0.0;0.0;3.0;3.0;1626
1227;011100 Bread and cereals;2002 October;85.54;85.54;0.0;0.0;2.8;2.8;1626
1228;011100 Bread and cereals;2002 November;85.59;85.59;0.1;0.1;3.2;3.2;1626
1229;011100 Bread and cereals;2002 December;85.64;85.64;0.1;0.1;2.7;2.7;1626
1230;011100 Bread and cereals;2002;85.05;85.05;;;3.3;3.3;1626
1231;011100 Bread and cereals;2003 January;86.02;86.02;0.4;0.4;2.5;2.5;1626
1232;011100 Bread and cereals;2003 February;85.89;85.89;-0.2;-0.2;2.2;2.2;1626
1233;011100 Bread and cereals;2003 March;86.21;86.21;0.4;0.4;2.5;2.5;1626
1234;011100 Bread and cereals;2003 April;86.79;86.79;0.7;0.7;2.2;2.2;1626
1235;011100 Bread and cereals;2003 May;87.01;87.01;0.3;0.3;2.3;2.3;1626
1236;011100 Bread and cereals;2003 June;87.42;87.42;0.5;0.5;2.5;2.5;1626
1237;011100 Bread and cereals;2003 July;87.45;87.45;0.0;0.0;2.5;2.5;1626
1238;011100 Bread and cereals;2003 August;87.11;87.11;-0.4;-0.4;1.7;1.7;1626
1239;011100 Bread and cereals;2003 September;87.22;87.22;0.1;0.1;1.9;1.9;1626
1240;011100 Bread and cereals;2003 October;87.32;87.32;0.1;0.1;2.1;2.1;1626
1241;011100 Bread and cereals;2003 November;86.02;86.02;-1.5;-1.5;0.5;0.5;1626
1242;011100 Bread and cereals;2003 December;86.27;86.27;0.3;0.3;0.7;0.7;1626
1243;011100 Bread and cereals;2003;86.73;86.73;;;2.0;2.0;1626
1244;011100 Bread and cereals;2004 January;85.7;85.7;-0.7;-0.7;-0.4;-0.4;1626
1245;011100 Bread and cereals;2004 February;86.06;86.06;0.4;0.4;0.2;0.2;1626
1246;011100 Bread and cereals;2004 March;85.81;85.81;-0.3;-0.3;-0.5;-0.5;1626
1247;011100 Bread and cereals;2004 April;85.84;85.84;0.0;0.0;-1.1;-1.1;1626
1248;011100 Bread and cereals;2004 May;85.88;85.88;0.0;0.0;-1.3;-1.3;1626
1249;011100 Bread and cereals;2004 June;85.98;85.98;0.1;0.1;-1.6;-1.6;1626
1250;011100 Bread and cereals;2004 July;85.8;85.8;-0.2;-0.2;-1.9;-1.9;1626
1251;011100 Bread and cereals;2004 August;85.55;85.55;-0.3;-0.3;-1.8;-1.8;1626
1252;011100 Bread and cereals;2004 September;85.38;85.38;-0.2;-0.2;-2.1;-2.1;1626
1253;011100 Bread and cereals;2004 October;85.56;85.56;0.2;0.2;-2.0;-2.0;1626
1254;011100 Bread and cereals;2004 November;85.31;85.31;-0.3;-0.3;-0.8;-0.8;1626
1255;011100 Bread and cereals;2004 December;85.18;85.18;-0.2;-0.2;-1.3;-1.3;1626
1256;011100 Bread and cereals;2004;85.67;85.67;;;-1.2;-1.2;1626
1257;011100 Bread and cereals;2005 January;85.07;85.07;-0.1;-0.1;-0.7;-0.7;1626
1258;011100 Bread and cereals;2005 February;84.9;84.9;-0.2;-0.2;-1.3;-1.3;1626
1259;011100 Bread and cereals;2005 March;84.99;84.99;0.1;0.1;-1.0;-1.0;1626
1260;011100 Bread and cereals;2005 April;84.89;84.89;-0.1;-0.1;-1.1;-1.1;1626
1261;011100 Bread and cereals;2005 May;85.18;85.18;0.3;0.3;-0.8;-0.8;1626
1262;011100 Bread and cereals;2005 June;85.17;85.17;0.0;0.0;-0.9;-0.9;1626
1263;011100 Bread and cereals;2005 July;85.19;85.19;0.0;0.0;-0.7;-0.7;1626
1264;011100 Bread and cereals;2005 August;85.1;85.1;-0.1;-0.1;-0.5;-0.5;1626
1265;011100 Bread and cereals;2005 September;84.65;84.65;-0.5;-0.5;-0.9;-0.9;1626
1266;011100 Bread and cereals;2005 October;84.93;84.93;0.3;0.3;-0.7;-0.7;1626
1267;011100 Bread and cereals;2005 November;84.73;84.73;-0.2;-0.2;-0.7;-0.7;1626
1268;011100 Bread and cereals;2005 December;84.97;84.97;0.3;0.3;-0.2;-0.2;1626
1269;011100 Bread and cereals;2005;84.98;84.98;;;-0.8;-0.8;1626
1270;011100 Bread and cereals;2006 January;85.17;85.17;0.2;0.2;0.1;0.1;2028
1271;011100 Bread and cereals;2006 February;85.03;85.03;-0.2;-0.2;0.2;0.2;2028
1272;011100 Bread and cereals;2006 March;84.87;84.87;-0.2;-0.2;-0.1;-0.1;2028
1273;011100 Bread and cereals;2006 April;84.47;84.47;-0.5;-0.5;-0.5;-0.5;2028
1274;011100 Bread and cereals;2006 May;84.74;84.74;0.3;0.3;-0.5;-0.5;2028
1275;011100 Bread and cereals;2006 June;84.73;84.73;0.0;0.0;-0.5;-0.5;2028
1276;011100 Bread and cereals;2006 July;84.25;84.25;-0.6;-0.6;-1.1;-1.1;2028
1277;011100 Bread and cereals;2006 August;84.51;84.51;0.3;0.3;-0.7;-0.7;2028
1278;011100 Bread and cereals;2006 September;84.52;84.52;0.0;0.0;-0.2;-0.2;2028
1279;011100 Bread and cereals;2006 October;84.73;84.73;0.2;0.2;-0.2;-0.2;2028
1280;011100 Bread and cereals;2006 November;85.19;85.19;0.5;0.5;0.5;0.5;2028
1281;011100 Bread and cereals;2006 December;84.98;84.98;-0.2;-0.2;0.0;0.0;2028
1282;011100 Bread and cereals;2006;84.77;84.77;;;-0.2;-0.2;2028
1283;011100 Bread and cereals;2007 January;84.98;84.98;0.0;0.0;-0.2;-0.2;2005
1284;011100 Bread and cereals;2007 February;85.6;85.6;0.7;0.7;0.7;0.7;2005
1285;011100 Bread and cereals;2007 March;85.76;85.76;0.2;0.2;1.0;1.0;2005
1286;011100 Bread and cereals;2007 April;85.88;85.88;0.1;0.1;1.7;1.7;2005
1287;011100 Bread and cereals;2007 May;85.86;85.86;0.0;0.0;1.3;1.3;2005
1288;011100 Bread and cereals;2007 June;85.59;85.59;-0.3;-0.3;1.0;1.0;2005
1289;011100 Bread and cereals;2007 July;85.3;85.3;-0.3;-0.3;1.2;1.2;2005
1290;011100 Bread and cereals;2007 August;85.54;85.54;0.3;0.3;1.2;1.2;2005
1291;011100 Bread and cereals;2007 September;85.92;85.92;0.4;0.4;1.7;1.7;2005
1292;011100 Bread and cereals;2007 October;87.84;87.84;2.2;2.2;3.7;3.7;2005
1293;011100 Bread and cereals;2007 November;89.52;89.52;1.9;1.9;5.1;5.1;2005
1294;011100 Bread and cereals;2007 December;90.01;90.01;0.5;0.5;5.9;5.9;2005
1295;011100 Bread and cereals;2007;86.48;86.48;;;2.0;2.0;2005
1296;011100 Bread and cereals;2008 January;90.38;90.38;0.4;0.4;6.4;6.4;2058
1297;011100 Bread and cereals;2008 February;90.58;90.58;0.2;0.2;5.8;5.8;2058
1298;011100 Bread and cereals;2008 March;91.06;91.06;0.5;0.5;6.2;6.2;2058
1299;011100 Bread and cereals;2008 April;91.32;91.32;0.3;0.3;6.3;6.3;2058
1300;011100 Bread and cereals;2008 May;91.43;91.43;0.1;0.1;6.5;6.5;2058
1301;011100 Bread and cereals;2008 June;91.88;91.88;0.5;0.5;7.3;7.3;2058
1302;011100 Bread and cereals;2008 July;92.28;92.28;0.4;0.4;8.2;8.2;2058
1303;011100 Bread and cereals;2008 August;92.57;92.57;0.3;0.3;8.2;8.2;2058
1304;011100 Bread and cereals;2008 September;92.8;92.8;0.2;0.2;8.0;8.0;2058
1305;011100 Bread and cereals;2008 October;93.27;93.27;0.5;0.5;6.2;6.2;2058
1306;011100 Bread and cereals;2008 November;93.55;93.55;0.3;0.3;4.5;4.5;2058
1307;011100 Bread and cereals;2008 December;93.7;93.7;0.2;0.2;4.1;4.1;2058
1308;011100 Bread and cereals;2008;92.07;92.07;;;6.5;6.5;2058
1309;011100 Bread and cereals;2009 January;93.23;93.23;-0.5;-0.5;3.2;3.2;2086
1310;011100 Bread and cereals;2009 February;93.74;93.74;0.5;0.5;3.5;3.5;2086
1311;011100 Bread and cereals;2009 March;93.94;93.94;0.2;0.2;3.2;3.2;2086
1312;011100 Bread and cereals;2009 April;94.48;94.48;0.6;0.6;3.5;3.5;2086
1313;011100 Bread and cereals;2009 May;94.03;94.03;-0.5;-0.5;2.8;2.8;2086
1314;011100 Bread and cereals;2009 June;94.0;94.0;0.0;0.0;2.3;2.3;2086
1315;011100 Bread and cereals;2009 July;93.65;93.65;-0.4;-0.4;1.5;1.5;2086
1316;011100 Bread and cereals;2009 August;93.45;93.45;-0.2;-0.2;1.0;1.0;2086
1317;011100 Bread and cereals;2009 September;93.81;93.81;0.4;0.4;1.1;1.1;2086
1318;011100 Bread and cereals;2009 October;94.02;94.02;0.2;0.2;0.8;0.8;2086
1319;011100 Bread and cereals;2009 November;93.55;93.55;-0.5;-0.5;0.0;0.0;2086
1320;011100 Bread and cereals;2009 December;93.95;93.95;0.4;0.4;0.3;0.3;2086
1321;011100 Bread and cereals;2009;93.82;93.82;;;1.9;1.9;2086
1322;011100 Bread and cereals;2010 January;93.21;93.21;-0.8;-0.8;0.0;0.0;2206
1323;011100 Bread and cereals;2010 February;93.78;93.78;0.6;0.6;0.0;0.0;2206
1324;011100 Bread and cereals;2010 March;93.33;93.33;-0.5;-0.5;-0.6;-0.6;2206
1325;011100 Bread and cereals;2010 April;93.46;93.46;0.1;0.1;-1.1;-1.1;2206
1326;011100 Bread and cereals;2010 May;93.55;93.55;0.1;0.1;-0.5;-0.5;2206
1327;011100 Bread and cereals;2010 June;93.7;93.7;0.2;0.2;-0.3;-0.3;2206
1328;011100 Bread and cereals;2010 July;93.74;93.74;0.0;0.0;0.1;0.1;2206
1329;011100 Bread and cereals;2010 August;93.92;93.92;0.2;0.2;0.5;0.5;2206
1330;011100 Bread and cereals;2010 September;93.42;93.42;-0.5;-0.5;-0.4;-0.4;2206
1331;011100 Bread and cereals;2010 October;93.66;93.66;0.3;0.3;-0.4;-0.4;2206
1332;011100 Bread and cereals;2010 November;93.63;93.63;0.0;0.0;0.1;0.1;2206
1333;011100 Bread and cereals;2010 December;93.71;93.71;0.1;0.1;-0.3;-0.3;2206
1334;011100 Bread and cereals;2010;93.59;93.59;;;-0.2;-0.2;2206
1335;011100 Bread and cereals;2011 January;93.62;93.62;-0.1;-0.1;0.4;0.4;2210
1336;011100 Bread and cereals;2011 February;94.42;94.42;0.9;0.9;0.7;0.7;2210
1337;011100 Bread and cereals;2011 March;94.77;94.77;0.4;0.4;1.5;1.5;2210
1338;011100 Bread and cereals;2011 April;95.45;95.45;0.7;0.7;2.1;2.1;2210
1339;011100 Bread and cereals;2011 May;95.45;95.45;0.0;0.0;2.0;2.0;2210
1340;011100 Bread and cereals;2011 June;95.59;95.59;0.1;0.1;2.0;2.0;2210
1341;011100 Bread and cereals;2011 July;95.85;95.85;0.3;0.3;2.3;2.3;2210
1342;011100 Bread and cereals;2011 August;95.81;95.81;0.0;0.0;2.0;2.0;2210
1343;011100 Bread and cereals;2011 September;96.05;96.05;0.3;0.3;2.8;2.8;2210
1344;011100 Bread and cereals;2011 October;96.08;96.08;0.0;0.0;2.6;2.6;2210
1345;011100 Bread and cereals;2011 November;96.41;96.41;0.3;0.3;3.0;3.0;2210
1346;011100 Bread and cereals;2011 December;96.41;96.41;0.0;0.0;2.9;2.9;2210
1347;011100 Bread and cereals;2011;95.49;95.49;;;2.0;2.0;2210
1348;011100 Bread and cereals;2012 January;95.97;95.97;-0.5;-0.5;2.5;2.5;2234
1349;011100 Bread and cereals;2012 February;97.12;97.12;1.2;1.2;2.9;2.9;2234
1350;011100 Bread and cereals;2012 March;96.85;96.85;-0.3;-0.3;2.2;2.2;2234
1351;011100 Bread and cereals;2012 April;96.99;96.99;0.1;0.1;1.6;1.6;2234
1352;011100 Bread and cereals;2012 May;97.19;97.19;0.2;0.2;1.8;1.8;2234
1353;011100 Bread and cereals;2012 June;97.56;97.56;0.4;0.4;2.1;2.1;2234
1354;011100 Bread and cereals;2012 July;97.28;97.28;-0.3;-0.3;1.5;1.5;2234
1355;011100 Bread and cereals;2012 August;97.18;97.18;-0.1;-0.1;1.4;1.4;2234
1356;011100 Bread and cereals;2012 September;97.83;97.83;0.7;0.7;1.9;1.9;2234
1357;011100 Bread and cereals;2012 October;98.3;98.3;0.5;0.5;2.3;2.3;2234
1358;011100 Bread and cereals;2012 November;98.03;98.03;-0.3;-0.3;1.7;1.7;2234
1359;011100 Bread and cereals;2012 December;99.12;99.12;1.1;1.1;2.8;2.8;2234
1360;011100 Bread and cereals;2012;97.45;97.45;;;2.1;2.1;2234
1361;011100 Bread and cereals;2013 January;98.31;98.31;-0.8;-0.8;2.4;2.4;2198
1362;011100 Bread and cereals;2013 February;99.34;99.34;1.0;1.0;2.3;2.3;2198
1363;011100 Bread and cereals;2013 March;99.55;99.55;0.2;0.2;2.8;2.8;2198
1364;011100 Bread and cereals;2013 April;98.78;98.78;-0.8;-0.8;1.8;1.8;2198
1365;011100 Bread and cereals;2013 May;99.45;99.45;0.7;0.7;2.3;2.3;2198
1366;011100 Bread and cereals;2013 June;99.41;99.41;0.0;0.0;1.9;1.9;2198
1367;011100 Bread and cereals;2013 July;99.45;99.45;0.0;0.0;2.2;2.2;2198
1368;011100 Bread and cereals;2013 August;99.61;99.61;0.2;0.2;2.5;2.5;2198
1369;011100 Bread and cereals;2013 September;99.36;99.36;-0.3;-0.3;1.6;1.6;2198
1370;011100 Bread and cereals;2013 October;99.39;99.39;0.0;0.0;1.1;1.1;2198
1371;011100 Bread and cereals;2013 November;98.76;98.76;-0.6;-0.6;0.7;0.7;2198
1372;011100 Bread and cereals;2013 December;99.48;99.48;0.7;0.7;0.4;0.4;2198
1373;011100 Bread and cereals;2013;99.24;99.24;;;1.8;1.8;2198
1374;011100 Bread and cereals;2014 January;98.81;98.81;-0.7;-0.7;0.5;0.5;2203
1375;011100 Bread and cereals;2014 February;99.3;99.3;0.5;0.5;0.0;0.0;2203
1376;011100 Bread and cereals;2014 March;99.11;99.11;-0.2;-0.2;-0.4;-0.4;2203
1377;011100 Bread and cereals;2014 April;99.37;99.37;0.3;0.3;0.6;0.6;2203
1378;011100 Bread and cereals;2014 May;98.91;98.91;-0.5;-0.5;-0.5;-0.5;2203
