ID;EnterprisesByActivitySIC93;Periods;RealisationIncreased_1;RealisationRemainedTheSame_2;RealisationDecreased_3;RealisationBalance_4;ForecastIncrease_5;ForecastRemainTheSame_6;ForecastDecrease_7;ForecastBalance_8;CapacityUtilisation_9;CapacityTooLarge_10;CapacitySatisfactory_11;CapacityTooSmall_12;CapacityBalance_13;NoObstaclesToProduction_14;ObstaclesBecauseOfInsufficientDemand_15;ObstaclesBecauseOfLabourShortage_16;ObstaclesTechnCapAndOrMaterials_17;OtherObstacles_18;OrdersReceivedIncreased_19;OrdersReceivedRemainedTheSame_20;OrdersReceivedDecreased_21;OrdersReceivedBalance_22;DomesticOrdersIncreased_23;DomesticOrdersRemainedTheSame_24;DomesticOrdersDecreased_25;DomesticOrdersBalance_26;ForeignOrdersIncreased_27;ForeignOrdersRemainedTheSame_28;ForeignOrdersDecreased_29;ForeignOrdersBalance_30;OrdersReceivedLarge_31;OrdersReceivedNormal_32;OrdersReceivedSmall_33;OrdersReceivedBalance_34;Index_35;OrderPositionLarge_36;OrderPositionNormal_37;OrderPositionSmall_38;OrderPositionBalance_39;ForeignOrderPositionLarge_40;ForeignOrderPositionNormal_41;ForeignOrderPositionSmall_42;ForeignOrderPositionBalance_43;SalesPricesRise_44;SalesPricesRemainTheSame_45;SalesPricesFall_46;SalesPricesBalance_47;StocksFinalProductsTooLarge_48;StocksFinalProductsSufficient_49;StocksFinalProductsTooSmall_50;StocksFinalProductsBalance_51;CompetitivePositionImproved_52;CompetitivePositionRemainedTheSame_53;CompetitivePositionDeclined_54;CompetitivePositionBalance_55;CompetitivePositionImproved_56;CompetitivePositionRemainedTheSame_57;CompetitivePositionDeclined_58;CompetitivePositionBalance_59;CompetitivePositionImproved_60;CompetitivePositionRemainedTheSame_61;CompetitivePositionDeclined_62;CompetitivePositionBalance_63;ForeignSalesIncrease_64;ForeignSalesRemainTheSame_65;ForeignSalesDecrease_66;ForeignSalesBalance_67;NumberOfEmployeesIncrease_68;NumberOfEmployeesRemainTheSame_69;NumberOfEmployeesDecrease_70;Balance_71;RealisationProduction_72;ForecastProduction_73;OpinionOnProductionCapacity_74;TotalOrdersReceived_75;DomesticOrders_76;ForeignOrders_77;OpinionOnOrdersReceived_78;TotalOrderPosition_79;ForeignOrderPosition_80;SalesPrices_81;StocksFinalProducts_82;DutchMarket_83;InsideTheEU_84;OutsideTheEU_85;ForeignSales_86;NumberOfEmployees_87
3728;Textiles, clothing and leather;2004 January;4.0;83.0;13.0;-9.0;18.0;77.0;5.0;13.0;79.5;10.0;87.0;3.0;7.0;79.0;17.0;0.0;1.0;3.0;11.0;67.0;22.0;-11.0;9.0;69.0;22.0;-13.0;13.0;64.0;23.0;-10.0;1.0;67.0;32.0;-31.0;81.6;3.0;64.0;33.0;-30.0;5.0;59.0;34.0;-29.0;15.0;83.0;2.0;13.0;18.0;77.0;5.0;13.0;2.0;90.0;8.0;-6.0;3.0;92.0;5.0;-2.0;1.0;86.0;13.0;-12.0;19.0;71.0;10.0;9.0;4.0;81.0;15.0;-11.0;-9.0;13.0;7.0;-11.0;-13.0;-10.0;-31.0;-30.0;-29.0;13.0;13.0;-6.0;-2.0;-12.0;9.0;-11.0
3729;Textiles, clothing and leather;2004 February;17.0;74.0;9.0;8.0;24.0;67.0;9.0;15.0;;;;;;;;;;;21.0;71.0;8.0;13.0;21.0;72.0;7.0;14.0;17.0;75.0;8.0;9.0;3.0;66.0;31.0;-28.0;83.0;4.0;64.0;32.0;-28.0;7.0;58.0;33.0;-26.0;5.0;95.0;0.0;5.0;18.0;77.0;5.0;13.0;;;;;;;;;;;;;;;;;4.0;83.0;13.0;-9.0;8.0;15.0;;13.0;14.0;9.0;-28.0;-28.0;-26.0;5.0;13.0;;;;;-9.0
3730;Textiles, clothing and leather;2004 March;13.0;82.0;5.0;8.0;17.0;74.0;9.0;8.0;;;;;;;;;;;16.0;70.0;14.0;2.0;14.0;70.0;16.0;-2.0;19.0;70.0;11.0;8.0;3.0;65.0;32.0;-29.0;86.6;4.0;66.0;30.0;-26.0;6.0;61.0;31.0;-25.0;1.0;98.0;1.0;0.0;16.0;78.0;6.0;10.0;;;;;;;;;;;;;;;;;4.0;76.0;20.0;-16.0;8.0;8.0;;2.0;-2.0;8.0;-29.0;-26.0;-25.0;0.0;10.0;;;;;-16.0
3731;Textiles, clothing and leather;2004 April;8.0;82.0;10.0;-2.0;15.0;77.0;8.0;7.0;79.5;10.0;86.0;4.0;6.0;77.0;18.0;0.0;1.0;4.0;15.0;65.0;20.0;-5.0;17.0;67.0;16.0;1.0;15.0;62.0;23.0;-8.0;3.0;65.0;32.0;-29.0;86.8;4.0;66.0;30.0;-26.0;6.0;59.0;33.0;-27.0;2.0;94.0;4.0;-2.0;16.0;77.0;7.0;9.0;1.0;89.0;10.0;-9.0;2.0;86.0;12.0;-10.0;2.0;89.0;9.0;-7.0;29.0;63.0;8.0;21.0;5.0;79.0;16.0;-11.0;-2.0;7.0;6.0;-5.0;1.0;-8.0;-29.0;-26.0;-27.0;-2.0;9.0;-9.0;-10.0;-7.0;21.0;-11.0
3732;Textiles, clothing and leather;2004 May;16.0;76.0;8.0;8.0;18.0;71.0;11.0;7.0;;;;;;;;;;;10.0;65.0;25.0;-15.0;6.0;71.0;23.0;-17.0;15.0;64.0;21.0;-6.0;4.0;65.0;31.0;-27.0;84.9;4.0;66.0;30.0;-26.0;6.0;59.0;33.0;-27.0;4.0;94.0;2.0;2.0;16.0;77.0;7.0;9.0;;;;;;;;;;;;;;;;;1.0;84.0;15.0;-14.0;8.0;7.0;;-15.0;-17.0;-6.0;-27.0;-26.0;-27.0;2.0;9.0;;;;;-14.0
3733;Textiles, clothing and leather;2004 June;9.0;82.0;9.0;0.0;6.0;86.0;8.0;-2.0;;;;;;;;;;;20.0;59.0;21.0;-1.0;15.0;59.0;26.0;-11.0;25.0;58.0;17.0;8.0;2.0;70.0;28.0;-26.0;84.4;4.0;69.0;27.0;-23.0;6.0;65.0;27.0;-21.0;3.0;96.0;1.0;2.0;14.0;80.0;6.0;8.0;;;;;;;;;;;;;;;;;0.0;77.0;23.0;-23.0;0.0;-2.0;;-1.0;-11.0;8.0;-26.0;-23.0;-21.0;2.0;8.0;;;;;-23.0
3734;Textiles, clothing and leather;2004 July;13.0;80.0;7.0;6.0;9.0;77.0;14.0;-5.0;80.1;8.0;86.0;6.0;2.0;78.0;15.0;0.0;2.0;5.0;28.0;54.0;18.0;10.0;20.0;62.0;18.0;2.0;35.0;50.0;15.0;20.0;4.0;68.0;28.0;-24.0;84.2;3.0;70.0;27.0;-24.0;6.0;70.0;22.0;-16.0;3.0;95.0;2.0;1.0;17.0;77.0;6.0;11.0;6.0;86.0;8.0;-2.0;3.0;90.0;7.0;-4.0;3.0;86.0;11.0;-8.0;19.0;66.0;15.0;4.0;3.0;71.0;26.0;-23.0;6.0;-5.0;2.0;10.0;2.0;20.0;-24.0;-24.0;-16.0;1.0;11.0;-2.0;-4.0;-8.0;4.0;-23.0
3735;Textiles, clothing and leather;2004 August;7.0;84.0;9.0;-2.0;10.0;78.0;12.0;-2.0;;;;;;;;;;;13.0;66.0;21.0;-8.0;11.0;69.0;20.0;-9.0;15.0;62.0;23.0;-8.0;4.0;74.0;22.0;-18.0;82.2;4.0;70.0;26.0;-22.0;4.0;70.0;24.0;-20.0;3.0;95.0;2.0;1.0;15.0;80.0;5.0;10.0;;;;;;;;;;;;;;;;;1.0;84.0;15.0;-14.0;-2.0;-2.0;;-8.0;-9.0;-8.0;-18.0;-22.0;-20.0;1.0;10.0;;;;;-14.0
3736;Textiles, clothing and leather;2004 September;6.0;82.0;12.0;-6.0;20.0;70.0;10.0;10.0;;;;;;;;;;;12.0;59.0;29.0;-17.0;8.0;67.0;25.0;-17.0;13.0;55.0;32.0;-19.0;3.0;70.0;27.0;-24.0;81.4;4.0;69.0;27.0;-23.0;4.0;67.0;27.0;-23.0;20.0;77.0;3.0;17.0;18.0;77.0;5.0;13.0;;;;;;;;;;;;;;;;;3.0;78.0;19.0;-16.0;-6.0;10.0;;-17.0;-17.0;-19.0;-24.0;-23.0;-23.0;17.0;13.0;;;;;-16.0
3737;Textiles, clothing and leather;2004 October;15.0;76.0;9.0;6.0;11.0;77.0;12.0;-1.0;79.2;9.0;85.0;6.0;3.0;76.0;16.0;0.0;2.0;6.0;16.0;69.0;15.0;1.0;16.0;67.0;17.0;-1.0;21.0;58.0;21.0;0.0;4.0;70.0;26.0;-22.0;80.8;3.0;71.0;26.0;-23.0;4.0;70.0;24.0;-20.0;22.0;76.0;2.0;20.0;17.0;79.0;4.0;13.0;0.0;92.0;8.0;-8.0;1.0;93.0;6.0;-5.0;0.0;92.0;8.0;-8.0;17.0;74.0;9.0;8.0;3.0;74.0;23.0;-20.0;6.0;-1.0;3.0;1.0;-1.0;0.0;-22.0;-23.0;-20.0;20.0;13.0;-8.0;-5.0;-8.0;8.0;-20.0
3738;Textiles, clothing and leather;2004 November;19.0;71.0;10.0;9.0;21.0;67.0;12.0;9.0;;;;;;;;;;;14.0;71.0;15.0;-1.0;18.0;68.0;14.0;4.0;14.0;67.0;19.0;-5.0;4.0;69.0;27.0;-23.0;82.6;6.0;68.0;26.0;-20.0;8.0;68.0;23.0;-15.0;26.0;72.0;2.0;24.0;16.0;80.0;4.0;12.0;;;;;;;;;;;;;;;;;3.0;80.0;17.0;-14.0;9.0;9.0;;-1.0;4.0;-5.0;-23.0;-20.0;-15.0;24.0;12.0;;;;;-14.0
3739;Textiles, clothing and leather;2004 December;12.0;77.0;11.0;1.0;10.0;80.0;10.0;0.0;;;;;;;;;;;12.0;74.0;14.0;-2.0;7.0;76.0;17.0;-10.0;13.0;72.0;15.0;-2.0;6.0;67.0;27.0;-21.0;78.7;7.0;67.0;26.0;-19.0;8.0;67.0;23.0;-15.0;32.0;65.0;3.0;29.0;16.0;80.0;4.0;12.0;;;;;;;;;;;;;;;;;1.0;73.0;26.0;-25.0;1.0;0.0;;-2.0;-10.0;-2.0;-21.0;-19.0;-15.0;29.0;12.0;;;;;-25.0
3740;Textiles, clothing and leather;2005 January;10.0;77.0;13.0;-3.0;14.0;76.0;10.0;4.0;79.5;8.0;87.0;5.0;3.0;77.0;15.0;0.0;0.0;8.0;15.0;67.0;18.0;-3.0;9.0;73.0;18.0;-9.0;21.0;58.0;21.0;0.0;4.0;70.0;26.0;-22.0;79.6;5.0;68.0;27.0;-22.0;5.0;69.0;24.0;-19.0;23.0;75.0;2.0;21.0;16.0;80.0;4.0;12.0;5.0;91.0;4.0;1.0;4.0;87.0;9.0;-5.0;6.0;76.0;18.0;-12.0;17.0;67.0;16.0;1.0;1.0;77.0;22.0;-21.0;-3.0;4.0;3.0;-3.0;-9.0;0.0;-22.0;-22.0;-19.0;21.0;12.0;1.0;-5.0;-12.0;1.0;-21.0
3741;Textiles, clothing and leather;2005 February;7.0;83.0;10.0;-3.0;14.0;76.0;10.0;4.0;;;;;;;;;;;6.0;69.0;25.0;-19.0;6.0;70.0;24.0;-18.0;6.0;69.0;25.0;-19.0;2.0;69.0;29.0;-27.0;76.5;4.0;65.0;31.0;-27.0;6.0;70.0;22.0;-16.0;16.0;83.0;1.0;15.0;17.0;78.0;5.0;12.0;;;;;;;;;;;;;;;;;1.0;81.0;18.0;-17.0;-3.0;4.0;;-19.0;-18.0;-19.0;-27.0;-27.0;-16.0;15.0;12.0;;;;;-17.0
3742;Textiles, clothing and leather;2005 March;11.0;79.0;10.0;1.0;19.0;68.0;13.0;6.0;;;;;;;;;;;20.0;60.0;20.0;0.0;11.0;63.0;26.0;-15.0;23.0;65.0;12.0;11.0;2.0;70.0;28.0;-26.0;77.0;3.0;64.0;33.0;-30.0;5.0;69.0;24.0;-19.0;12.0;83.0;5.0;7.0;17.0;77.0;6.0;11.0;;;;;;;;;;;;;;;;;3.0;78.0;19.0;-16.0;1.0;6.0;;0.0;-15.0;11.0;-26.0;-30.0;-19.0;7.0;11.0;;;;;-16.0
3743;Textiles, clothing and leather;2005 April;16.0;72.0;12.0;4.0;8.0;79.0;13.0;-5.0;79.8;11.0;86.0;3.0;8.0;76.0;18.0;0.0;0.0;6.0;23.0;59.0;18.0;5.0;16.0;61.0;23.0;-7.0;23.0;60.0;17.0;6.0;2.0;70.0;28.0;-26.0;79.0;4.0;60.0;36.0;-32.0;6.0;61.0;31.0;-25.0;5.0;92.0;3.0;2.0;19.0;76.0;5.0;14.0;8.0;76.0;16.0;-8.0;14.0;71.0;15.0;-1.0;9.0;77.0;14.0;-5.0;21.0;66.0;13.0;8.0;3.0;76.0;21.0;-18.0;4.0;-5.0;8.0;5.0;-7.0;6.0;-26.0;-32.0;-25.0;2.0;14.0;-8.0;-1.0;-5.0;8.0;-18.0
3744;Textiles, clothing and leather;2005 May;14.0;69.0;17.0;-3.0;10.0;75.0;15.0;-5.0;;;;;;;;;;;23.0;62.0;15.0;8.0;20.0;58.0;22.0;-2.0;22.0;66.0;12.0;10.0;4.0;69.0;27.0;-23.0;80.3;2.0;63.0;35.0;-33.0;2.0;66.0;31.0;-29.0;6.0;92.0;2.0;4.0;19.0;75.0;6.0;13.0;;;;;;;;;;;;;;;;;3.0;76.0;21.0;-18.0;-3.0;-5.0;;8.0;-2.0;10.0;-23.0;-33.0;-29.0;4.0;13.0;;;;;-18.0
3745;Textiles, clothing and leather;2005 June;9.0;77.0;14.0;-5.0;6.0;64.0;30.0;-24.0;;;;;;;;;;;11.0;65.0;24.0;-13.0;8.0;69.0;23.0;-15.0;12.0;64.0;24.0;-12.0;2.0;69.0;29.0;-27.0;80.1;4.0;63.0;33.0;-29.0;3.0;65.0;31.0;-28.0;6.0;88.0;6.0;0.0;20.0;75.0;5.0;15.0;;;;;;;;;;;;;;;;;2.0;68.0;30.0;-28.0;-5.0;-24.0;;-13.0;-15.0;-12.0;-27.0;-29.0;-28.0;0.0;15.0;;;;;-28.0
3746;Textiles, clothing and leather;2005 July;18.0;71.0;11.0;7.0;9.0;81.0;10.0;-1.0;77.9;21.0;76.0;3.0;18.0;77.0;17.0;1.0;0.0;5.0;19.0;64.0;17.0;2.0;16.0;70.0;14.0;2.0;22.0;59.0;19.0;3.0;4.0;68.0;28.0;-24.0;78.8;4.0;66.0;30.0;-26.0;3.0;67.0;29.0;-26.0;2.0;96.0;2.0;0.0;18.0;79.0;3.0;15.0;12.0;78.0;10.0;2.0;5.0;86.0;9.0;-4.0;2.0;93.0;5.0;-3.0;17.0;65.0;18.0;-1.0;3.0;80.0;17.0;-14.0;7.0;-1.0;18.0;2.0;2.0;3.0;-24.0;-26.0;-26.0;0.0;15.0;2.0;-4.0;-3.0;-1.0;-14.0
3747;Textiles, clothing and leather;2005 August;6.0;82.0;12.0;-6.0;13.0;77.0;10.0;3.0;;;;;;;;;;;23.0;63.0;14.0;9.0;19.0;72.0;9.0;10.0;27.0;55.0;18.0;9.0;6.0;71.0;23.0;-17.0;82.4;11.0;69.0;20.0;-9.0;11.0;70.0;18.0;-7.0;2.0;93.0;5.0;-3.0;20.0;75.0;5.0;15.0;;;;;;;;;;;;;;;;;1.0;74.0;25.0;-24.0;-6.0;3.0;;9.0;10.0;9.0;-17.0;-9.0;-7.0;-3.0;15.0;;;;;-24.0
3748;Textiles, clothing and leather;2005 September;8.0;78.0;14.0;-6.0;18.0;64.0;18.0;0.0;;;;;;;;;;;11.0;60.0;29.0;-18.0;9.0;65.0;26.0;-17.0;16.0;51.0;33.0;-17.0;4.0;71.0;25.0;-21.0;82.6;8.0;68.0;24.0;-16.0;13.0;66.0;20.0;-7.0;3.0;96.0;1.0;2.0;17.0;77.0;6.0;11.0;;;;;;;;;;;;;;;;;1.0;74.0;25.0;-24.0;-6.0;0.0;;-18.0;-17.0;-17.0;-21.0;-16.0;-7.0;2.0;11.0;;;;;-24.0
3749;Textiles, clothing and leather;2005 October;20.0;71.0;9.0;11.0;16.0;71.0;13.0;3.0;77.8;19.0;77.0;4.0;15.0;79.0;11.0;1.0;2.0;7.0;25.0;66.0;9.0;16.0;28.0;64.0;8.0;20.0;22.0;63.0;15.0;7.0;6.0;75.0;19.0;-13.0;83.4;6.0;74.0;20.0;-14.0;10.0;73.0;17.0;-7.0;15.0;81.0;4.0;11.0;21.0;73.0;6.0;15.0;5.0;90.0;5.0;0.0;4.0;91.0;5.0;-1.0;1.0;93.0;6.0;-5.0;32.0;55.0;13.0;19.0;2.0;73.0;25.0;-23.0;11.0;3.0;15.0;16.0;20.0;7.0;-13.0;-14.0;-7.0;11.0;15.0;0.0;-1.0;-5.0;19.0;-23.0
3750;Textiles, clothing and leather;2005 November;11.0;83.0;6.0;5.0;16.0;75.0;9.0;7.0;;;;;;;;;;;18.0;68.0;14.0;4.0;21.0;68.0;11.0;10.0;20.0;59.0;21.0;-1.0;5.0;72.0;23.0;-18.0;81.5;5.0;72.0;23.0;-18.0;5.0;74.0;21.0;-16.0;26.0;70.0;4.0;22.0;12.0;79.0;9.0;3.0;;;;;;;;;;;;;;;;;3.0;78.0;19.0;-16.0;5.0;7.0;;4.0;10.0;-1.0;-18.0;-18.0;-16.0;22.0;3.0;;;;;-16.0
3751;Textiles, clothing and leather;2005 December;11.0;80.0;9.0;2.0;7.0;85.0;8.0;-1.0;;;;;;;;;;;18.0;69.0;13.0;5.0;17.0;74.0;9.0;8.0;14.0;71.0;15.0;-1.0;6.0;72.0;22.0;-16.0;79.3;7.0;72.0;21.0;-14.0;7.0;73.0;20.0;-13.0;18.0;77.0;5.0;13.0;13.0;80.0;7.0;6.0;;;;;;;;;;;;;;;;;2.0;85.0;13.0;-11.0;2.0;-1.0;;5.0;8.0;-1.0;-16.0;-14.0;-13.0;13.0;6.0;;;;;-11.0
3752;Textiles, clothing and leather;2006 January;9.0;79.0;12.0;-3.0;12.0;85.0;3.0;9.0;78.0;20.0;75.0;5.0;15.0;78.0;14.0;0.0;2.0;6.0;21.0;66.0;13.0;8.0;8.0;79.0;13.0;-5.0;26.0;61.0;13.0;13.0;5.0;76.0;19.0;-14.0;77.7;10.0;73.0;17.0;-7.0;9.0;73.0;18.0;-9.0;19.0;74.0;7.0;12.0;15.0;80.0;5.0;10.0;7.0;87.0;6.0;1.0;13.0;81.0;6.0;7.0;14.0;74.0;12.0;2.0;27.0;67.0;6.0;21.0;1.0;88.0;11.0;-10.0;-3.0;9.0;15.0;8.0;-5.0;13.0;-14.0;-7.0;-9.0;12.0;10.0;1.0;7.0;2.0;21.0;-10.0
3753;Textiles, clothing and leather;2006 February;19.0;74.0;7.0;12.0;17.0;82.0;1.0;16.0;;;;;;;;;;;16.0;72.0;12.0;4.0;15.0;74.0;11.0;4.0;16.0;73.0;11.0;5.0;6.0;80.0;14.0;-8.0;82.3;9.0;76.0;15.0;-6.0;10.0;79.0;11.0;-1.0;15.0;82.0;3.0;12.0;13.0;80.0;7.0;6.0;;;;;;;;;;;;;;;;;7.0;79.0;14.0;-7.0;12.0;16.0;;4.0;4.0;5.0;-8.0;-6.0;-1.0;12.0;6.0;;;;;-7.0
3754;Textiles, clothing and leather;2006 March;14.0;80.0;6.0;8.0;15.0;80.0;5.0;10.0;;;;;;;;;;;20.0;68.0;12.0;8.0;19.0;72.0;9.0;10.0;21.0;65.0;14.0;7.0;6.0;77.0;17.0;-11.0;80.9;8.0;74.0;18.0;-10.0;8.0;74.0;18.0;-10.0;15.0;78.0;7.0;8.0;19.0;74.0;7.0;12.0;;;;;;;;;;;;;;;;;8.0;81.0;11.0;-3.0;8.0;10.0;;8.0;10.0;7.0;-11.0;-10.0;-10.0;8.0;12.0;;;;;-3.0
3755;Textiles, clothing and leather;2006 April;16.0;81.0;3.0;13.0;11.0;85.0;4.0;7.0;77.1;15.0;78.0;7.0;8.0;83.0;10.0;0.0;4.0;3.0;25.0;70.0;5.0;20.0;24.0;69.0;7.0;17.0;28.0;64.0;8.0;20.0;11.0;76.0;13.0;-2.0;82.7;14.0;72.0;14.0;0.0;8.0;75.0;16.0;-8.0;7.0;89.0;4.0;3.0;13.0;81.0;6.0;7.0;5.0;91.0;4.0;1.0;7.0;84.0;9.0;-2.0;10.0;83.0;7.0;3.0;11.0;81.0;8.0;3.0;3.0;85.0;12.0;-9.0;13.0;7.0;8.0;20.0;17.0;20.0;-2.0;0.0;-8.0;3.0;7.0;1.0;-2.0;3.0;3.0;-9.0
3756;Textiles, clothing and leather;2006 May;11.0;82.0;7.0;4.0;10.0;82.0;8.0;2.0;;;;;;;;;;;23.0;63.0;14.0;9.0;18.0;70.0;12.0;6.0;27.0;58.0;15.0;12.0;8.0;75.0;17.0;-9.0;86.8;13.0;75.0;12.0;1.0;11.0;74.0;14.0;-3.0;9.0;88.0;3.0;6.0;18.0;74.0;8.0;10.0;;;;;;;;;;;;;;;;;4.0;79.0;17.0;-13.0;4.0;2.0;;9.0;6.0;12.0;-9.0;1.0;-3.0;6.0;10.0;;;;;-13.0
3757;Textiles, clothing and leather;2006 June;15.0;77.0;8.0;7.0;14.0;76.0;10.0;4.0;;;;;;;;;;;18.0;62.0;20.0;-2.0;20.0;66.0;14.0;6.0;14.0;61.0;25.0;-11.0;10.0;74.0;16.0;-6.0;84.0;18.0;68.0;14.0;4.0;12.0;75.0;12.0;0.0;17.0;82.0;1.0;16.0;22.0;70.0;8.0;14.0;;;;;;;;;;;;;;;;;7.0;78.0;15.0;-8.0;7.0;4.0;;-2.0;6.0;-11.0;-6.0;4.0;0.0;16.0;14.0;;;;;-8.0
3758;Textiles, clothing and leather;2006 July;24.0;67.0;9.0;15.0;20.0;66.0;14.0;6.0;79.1;14.0;81.0;5.0;9.0;75.0;8.0;4.0;6.0;7.0;26.0;62.0;12.0;14.0;24.0;67.0;9.0;15.0;28.0;58.0;14.0;14.0;11.0;74.0;15.0;-4.0;81.9;15.0;71.0;14.0;1.0;17.0;70.0;12.0;5.0;13.0;87.0;0.0;13.0;21.0;70.0;9.0;12.0;11.0;88.0;1.0;10.0;10.0;87.0;3.0;7.0;7.0;85.0;8.0;-1.0;21.0;72.0;7.0;14.0;7.0;80.0;13.0;-6.0;15.0;6.0;9.0;14.0;15.0;14.0;-4.0;1.0;5.0;13.0;12.0;10.0;7.0;-1.0;14.0;-6.0
3759;Textiles, clothing and leather;2006 August;24.0;65.0;11.0;13.0;28.0;61.0;11.0;17.0;;;;;;;;;;;24.0;56.0;20.0;4.0;8.0;66.0;26.0;-18.0;34.0;50.0;16.0;18.0;15.0;74.0;11.0;4.0;84.1;21.0;68.0;11.0;10.0;28.0;60.0;11.0;17.0;21.0;79.0;0.0;21.0;16.0;76.0;8.0;8.0;;;;;;;;;;;;;;;;;10.0;78.0;12.0;-2.0;13.0;17.0;;4.0;-18.0;18.0;4.0;10.0;17.0;21.0;8.0;;;;;-2.0
3760;Textiles, clothing and leather;2006 September;21.0;69.0;10.0;11.0;33.0;59.0;8.0;25.0;;;;;;;;;;;17.0;60.0;23.0;-6.0;18.0;61.0;21.0;-3.0;18.0;57.0;25.0;-7.0;14.0;73.0;13.0;1.0;83.5;18.0;70.0;12.0;6.0;21.0;67.0;11.0;10.0;25.0;75.0;0.0;25.0;16.0;75.0;9.0;7.0;;;;;;;;;;;;;;;;;10.0;85.0;5.0;5.0;11.0;25.0;;-6.0;-3.0;-7.0;1.0;6.0;10.0;25.0;7.0;;;;;5.0
3761;Textiles, clothing and leather;2006 October;28.0;68.0;4.0;24.0;27.0;70.0;3.0;24.0;79.3;6.0;88.0;6.0;0.0;84.0;5.0;2.0;2.0;7.0;38.0;53.0;9.0;29.0;32.0;58.0;10.0;22.0;39.0;53.0;8.0;31.0;15.0;75.0;10.0;5.0;83.0;23.0;68.0;9.0;14.0;29.0;62.0;8.0;21.0;18.0;81.0;1.0;17.0;17.0;75.0;8.0;9.0;13.0;82.0;5.0;8.0;17.0;81.0;2.0;15.0;13.0;83.0;4.0;9.0;29.0;65.0;6.0;23.0;11.0;82.0;7.0;4.0;24.0;24.0;0.0;29.0;22.0;31.0;5.0;14.0;21.0;17.0;9.0;8.0;15.0;9.0;23.0;4.0
3762;Textiles, clothing and leather;2006 November;26.0;71.0;3.0;23.0;27.0;72.0;1.0;26.0;;;;;;;;;;;20.0;63.0;17.0;3.0;21.0;67.0;12.0;9.0;20.0;63.0;17.0;3.0;18.0;71.0;11.0;7.0;80.8;23.0;69.0;8.0;15.0;21.0;67.0;11.0;10.0;32.0;67.0;1.0;31.0;13.0;77.0;10.0;3.0;;;;;;;;;;;;;;;;;12.0;84.0;4.0;8.0;23.0;26.0;;3.0;9.0;3.0;7.0;15.0;10.0;31.0;3.0;;;;;8.0
3763;Textiles, clothing and leather;2006 December;24.0;71.0;5.0;19.0;24.0;69.0;7.0;17.0;;;;;;;;;;;31.0;59.0;10.0;21.0;29.0;62.0;9.0;20.0;34.0;53.0;13.0;21.0;19.0;70.0;11.0;8.0;80.5;21.0;66.0;13.0;8.0;29.0;57.0;13.0;16.0;40.0;58.0;2.0;38.0;12.0;81.0;7.0;5.0;;;;;;;;;;;;;;;;;12.0;88.0;0.0;12.0;19.0;17.0;;21.0;20.0;21.0;8.0;8.0;16.0;38.0;5.0;;;;;12.0
3764;Textiles, clothing and leather;2007 January;16.0;76.0;8.0;8.0;27.0;73.0;0.0;27.0;79.1;10.0;86.0;4.0;6.0;80.0;7.0;3.0;5.0;5.0;23.0;65.0;12.0;11.0;15.0;73.0;12.0;3.0;27.0;59.0;14.0;13.0;14.0;76.0;10.0;4.0;80.1;15.0;75.0;10.0;5.0;14.0;74.0;11.0;3.0;42.0;57.0;1.0;41.0;11.0;78.0;11.0;0.0;16.0;80.0;4.0;12.0;6.0;92.0;2.0;4.0;4.0;88.0;8.0;-4.0;44.0;54.0;2.0;42.0;8.0;89.0;3.0;5.0;8.0;27.0;6.0;11.0;3.0;13.0;4.0;5.0;3.0;41.0;0.0;12.0;4.0;-4.0;42.0;5.0
3765;Textiles, clothing and leather;2007 February;20.0;76.0;4.0;16.0;25.0;75.0;0.0;25.0;;;;;;;;;;;29.0;55.0;16.0;13.0;21.0;64.0;15.0;6.0;31.0;56.0;13.0;18.0;14.0;73.0;13.0;1.0;86.4;14.0;72.0;14.0;0.0;20.0;70.0;10.0;10.0;30.0;69.0;1.0;29.0;20.0;72.0;8.0;12.0;;;;;;;;;;;;;;;;;11.0;82.0;7.0;4.0;16.0;25.0;;13.0;6.0;18.0;1.0;0.0;10.0;29.0;12.0;;;;;4.0
3766;Textiles, clothing and leather;2007 March;17.0;76.0;7.0;10.0;23.0;72.0;5.0;18.0;;;;;;;;;;;35.0;57.0;8.0;27.0;27.0;57.0;16.0;11.0;43.0;53.0;4.0;39.0;10.0;76.0;14.0;-4.0;84.3;11.0;74.0;15.0;-4.0;10.0;79.0;11.0;-1.0;19.0;77.0;4.0;15.0;13.0;80.0;7.0;6.0;;;;;;;;;;;;;;;;;8.0;85.0;7.0;1.0;10.0;18.0;;27.0;11.0;39.0;-4.0;-4.0;-1.0;15.0;6.0;;;;;1.0
3767;Textiles, clothing and leather;2007 April;20.0;79.0;1.0;19.0;22.0;73.0;5.0;17.0;79.9;10.0;86.0;4.0;6.0;77.0;9.0;2.0;2.0;10.0;40.0;55.0;5.0;35.0;23.0;73.0;4.0;19.0;45.0;49.0;6.0;39.0;15.0;76.0;9.0;6.0;86.6;11.0;77.0;12.0;-1.0;15.0;73.0;12.0;3.0;7.0;91.0;2.0;5.0;12.0;83.0;5.0;7.0;9.0;87.0;4.0;5.0;12.0;84.0;4.0;8.0;14.0;80.0;6.0;8.0;21.0;73.0;6.0;15.0;9.0;88.0;3.0;6.0;19.0;17.0;6.0;35.0;19.0;39.0;6.0;-1.0;3.0;5.0;7.0;5.0;8.0;8.0;15.0;6.0
