ID;SIC1993SizeClasses;Periods;UnfilledVacancies_1;NewVacancies_2;FilledVacancies_3;UnfilledVacancies_4;NewVacancies_5;FilledVacancies_6
1420;522 Shops food, beverages and tobacco;2008 1st quarter;1.1;2.0;2.0;;;
1421;522 Shops food, beverages and tobacco;2008 2nd quarter;1.5;3.0;2.0;;;
1422;522 Shops food, beverages and tobacco;2008 3rd quarter;1.2;2.0;2.0;;;
1423;522 Shops food, beverages and tobacco;2008 4rd quarter;0.9;2.0;2.0;;;
1424;522 Shops food, beverages and tobacco;2008 annual figure;1.2;9.0;9.0;;;
1425;522 Shops food, beverages and tobacco;2009 1st quarter;0.7;1.0;2.0;;;
1426;522 Shops food, beverages and tobacco;2009 2nd quarter;1.0;2.0;1.0;;;
1427;522 Shops food, beverages and tobacco;2009 3rd quarter;0.7;1.0;2.0;;;
1428;522 Shops food, beverages and tobacco;2009 4rd quarter;0.5;1.0;2.0;;;
1429;522 Shops food, beverages and tobacco;2009 annual figure;0.8;6.0;6.0;;;
1430;5230B Spec., non-food retail trade, rep.;1997 1st quarter;;;;3.1;9.0;9.0
1431;5230B Spec., non-food retail trade, rep.;1997 2nd quarter;;;;3.4;12.0;12.0
1432;5230B Spec., non-food retail trade, rep.;1997 3rd quarter;;;;3.7;12.0;12.0
1433;5230B Spec., non-food retail trade, rep.;1997 4th quarter;;;;6.7;16.0;13.0
1434;5230B Spec., non-food retail trade, rep.;1997 annual figure;;;;;;
1435;5230B Spec., non-food retail trade, rep.;1998 1st quarter;;;;5.8;14.0;15.0
1436;5230B Spec., non-food retail trade, rep.;1998 2nd quarter;;;;6.2;16.0;16.0
1437;5230B Spec., non-food retail trade, rep.;1998 3rd quarter;;;;7.3;17.0;15.0
1438;5230B Spec., non-food retail trade, rep.;1998 4th quarter;;;;5.7;13.0;15.0
1439;5230B Spec., non-food retail trade, rep.;1998 annual figure;;;;6.4;60.0;61.0
1440;5230B Spec., non-food retail trade, rep.;1999 1st quarter;;;;7.6;15.0;13.0
1441;5230B Spec., non-food retail trade, rep.;1999 2nd quarter;;;;10.2;19.0;16.0
1442;5230B Spec., non-food retail trade, rep.;1999 3rd quarter;;;;7.7;14.0;16.0
1443;5230B Spec., non-food retail trade, rep.;1999 4th quarter;;;;8.2;16.0;16.0
1444;5230B Spec., non-food retail trade, rep.;1999 annual figure;;;;8.1;64.0;62.0
1445;5230B Spec., non-food retail trade, rep.;2000 1st quarter;;;;10.1;18.0;16.0
1446;5230B Spec., non-food retail trade, rep.;2000 2nd quarter;;;;10.0;17.0;17.0
1447;5230B Spec., non-food retail trade, rep.;2000 3rd quarter;;;;7.4;17.0;20.0
1448;5230B Spec., non-food retail trade, rep.;2000 4th quarter;;;;9.2;22.0;20.0
1449;5230B Spec., non-food retail trade, rep.;2000 annual figure;;;;9.1;73.0;72.0
1450;5230B Spec., non-food retail trade, rep.;2001 1st quarter;;;;9.9;18.0;17.0
1451;5230B Spec., non-food retail trade, rep.;2001 2nd quarter;;;;9.9;19.0;19.0
1452;5230B Spec., non-food retail trade, rep.;2001 3rd quarter;;;;7.8;18.0;20.0
1453;5230B Spec., non-food retail trade, rep.;2001 4th quarter;;;;7.9;17.0;17.0
1454;5230B Spec., non-food retail trade, rep.;2001 annual figure;;;;9.0;72.0;74.0
1455;5230B Spec., non-food retail trade, rep.;2002 1st quarter;;;;9.9;16.0;14.0
1456;5230B Spec., non-food retail trade, rep.;2002 2nd quarter;;;;7.3;11.0;14.0
1457;5230B Spec., non-food retail trade, rep.;2002 3rd quarter;;;;7.0;14.0;15.0
1458;5230B Spec., non-food retail trade, rep.;2002 4th quarter;;;;7.6;15.0;14.0
1459;5230B Spec., non-food retail trade, rep.;2002 annual figure;;;;8.0;56.0;56.0
1460;5230B Spec., non-food retail trade, rep.;2003 1st quarter;;;;6.7;12.0;13.0
1461;5230B Spec., non-food retail trade, rep.;2003 2nd quarter;;;;10.8;15.0;11.0
1462;5230B Spec., non-food retail trade, rep.;2003 3rd quarter;;;;4.1;9.0;16.0
1463;5230B Spec., non-food retail trade, rep.;2003 4th quarter;;;;5.7;12.0;10.0
1464;5230B Spec., non-food retail trade, rep.;2003 annual figure;;;;7.1;48.0;50.0
1465;5230B Spec., non-food retail trade, rep.;2004 1st quarter;;;;6.3;10.0;10.0
1466;5230B Spec., non-food retail trade, rep.;2004 2nd quarter;;;;6.7;12.0;11.0
1467;5230B Spec., non-food retail trade, rep.;2004 3rd quarter;;;;5.8;11.0;12.0
1468;5230B Spec., non-food retail trade, rep.;2004 4th quarter;;;;7.1;12.0;10.0
1469;5230B Spec., non-food retail trade, rep.;2004 annual figure;;;;6.3;45.0;44.0
1470;5230B Spec., non-food retail trade, rep.;2005 1st quarter;;;;7.6;12.0;12.0
1471;5230B Spec., non-food retail trade, rep.;2005 2nd quarter;;;;6.8;11.0;12.0
1472;5230B Spec., non-food retail trade, rep.;2005 3rd quarter;;;;8.0;16.0;15.0
1473;5230B Spec., non-food retail trade, rep.;2005 4th quarter;;;;9.2;15.0;14.0
1474;5230B Spec., non-food retail trade, rep.;2005 annual figure;;;;7.6;55.0;53.0
1475;5230B Spec., non-food retail trade, rep.;2006 1st quarter;;;;9.4;14.0;14.0
1476;5230B Spec., non-food retail trade, rep.;2006 2nd quarter;;;;10.1;17.0;16.0
1477;5230B Spec., non-food retail trade, rep.;2006 3rd quarter;;;;10.2;16.0;16.0
1478;5230B Spec., non-food retail trade, rep.;2006 4th quarter;9.2;16.0;17.0;8.4;14.0;16.0
1479;5230B Spec., non-food retail trade, rep.;2006 annual figure;;;;9.6;61.0;62.0
1480;5230B Spec., non-food retail trade, rep.;2007 1st quarter;11.3;17.0;15.0;;;
1481;5230B Spec., non-food retail trade, rep.;2007 2nd quarter;12.7;19.0;17.0;;;
1482;5230B Spec., non-food retail trade, rep.;2007 3rd quarter;11.9;17.0;18.0;;;
1483;5230B Spec., non-food retail trade, rep.;2007 4th quarter;11.9;17.0;17.0;;;
1484;5230B Spec., non-food retail trade, rep.;2007 annual figure;11.6;70.0;67.0;;;
1485;5230B Spec., non-food retail trade, rep.;2008 1st quarter;11.9;16.0;16.0;;;
1486;5230B Spec., non-food retail trade, rep.;2008 2nd quarter;13.1;18.0;17.0;;;
1487;5230B Spec., non-food retail trade, rep.;2008 3rd quarter;13.4;19.0;19.0;;;
1488;5230B Spec., non-food retail trade, rep.;2008 4rd quarter;9.4;14.0;18.0;;;
1489;5230B Spec., non-food retail trade, rep.;2008 annual figure;12.3;67.0;70.0;;;
1490;5230B Spec., non-food retail trade, rep.;2009 1st quarter;7.6;12.0;14.0;;;
1491;5230B Spec., non-food retail trade, rep.;2009 2nd quarter;7.0;12.0;13.0;;;
1492;5230B Spec., non-food retail trade, rep.;2009 3rd quarter;7.8;14.0;13.0;;;
1493;5230B Spec., non-food retail trade, rep.;2009 4rd quarter;7.2;12.0;13.0;;;
1494;5230B Spec., non-food retail trade, rep.;2009 annual figure;7.7;51.0;53.0;;;
1495;H Hotels and restaurants;1997 1st quarter;;;;4.0;11.0;9.0
1496;H Hotels and restaurants;1997 2nd quarter;;;;3.4;13.0;14.0
1497;H Hotels and restaurants;1997 3rd quarter;;;;2.8;12.0;13.0
1498;H Hotels and restaurants;1997 4th quarter;;;;4.8;14.0;12.0
1499;H Hotels and restaurants;1997 annual figure;;;;;;
1500;H Hotels and restaurants;1998 1st quarter;;;;7.8;15.0;12.0
1501;H Hotels and restaurants;1998 2nd quarter;;;;7.0;14.0;15.0
1502;H Hotels and restaurants;1998 3rd quarter;;;;4.6;13.0;15.0
1503;H Hotels and restaurants;1998 4th quarter;;;;5.3;10.0;9.0
1504;H Hotels and restaurants;1998 annual figure;;;;6.1;51.0;51.0
1505;H Hotels and restaurants;1999 1st quarter;;;;8.6;15.0;12.0
1506;H Hotels and restaurants;1999 2nd quarter;;;;8.2;15.0;15.0
1507;H Hotels and restaurants;1999 3rd quarter;;;;6.8;14.0;16.0
1508;H Hotels and restaurants;1999 4th quarter;;;;8.2;13.0;12.0
1509;H Hotels and restaurants;1999 annual figure;;;;7.6;57.0;54.0
1510;H Hotels and restaurants;2000 1st quarter;;;;9.8;17.0;16.0
1511;H Hotels and restaurants;2000 2nd quarter;;;;9.4;17.0;17.0
1512;H Hotels and restaurants;2000 3rd quarter;;;;7.1;13.0;16.0
1513;H Hotels and restaurants;2000 4th quarter;;;;7.5;11.0;11.0
1514;H Hotels and restaurants;2000 annual figure;;;;8.5;59.0;60.0
1515;H Hotels and restaurants;2001 1st quarter;;;;9.3;17.0;15.0
1516;H Hotels and restaurants;2001 2nd quarter;;;;9.5;23.0;23.0
1517;H Hotels and restaurants;2001 3rd quarter;;;;8.4;16.0;17.0
1518;H Hotels and restaurants;2001 4th quarter;;;;7.4;11.0;12.0
1519;H Hotels and restaurants;2001 annual figure;;;;8.7;67.0;67.0
1520;H Hotels and restaurants;2002 1st quarter;;;;9.0;15.0;13.0
1521;H Hotels and restaurants;2002 2nd quarter;;;;9.9;19.0;18.0
1522;H Hotels and restaurants;2002 3rd quarter;;;;6.7;11.0;14.0
1523;H Hotels and restaurants;2002 4th quarter;;;;5.7;9.0;10.0
1524;H Hotels and restaurants;2002 annual figure;;;;8.1;54.0;55.0
1525;H Hotels and restaurants;2003 1st quarter;;;;6.0;10.0;10.0
1526;H Hotels and restaurants;2003 2nd quarter;;;;6.0;12.0;12.0
1527;H Hotels and restaurants;2003 3rd quarter;;;;2.9;11.0;14.0
1528;H Hotels and restaurants;2003 4th quarter;;;;3.7;9.0;8.0
1529;H Hotels and restaurants;2003 annual figure;;;;4.9;42.0;44.0
1530;H Hotels and restaurants;2004 1st quarter;;;;7.4;15.0;12.0
1531;H Hotels and restaurants;2004 2nd quarter;;;;8.5;17.0;16.0
1532;H Hotels and restaurants;2004 3rd quarter;;;;6.1;14.0;16.0
1533;H Hotels and restaurants;2004 4th quarter;;;;6.3;12.0;12.0
1534;H Hotels and restaurants;2004 annual figure;;;;6.7;58.0;55.0
1535;H Hotels and restaurants;2005 1st quarter;;;;12.5;20.0;14.0
1536;H Hotels and restaurants;2005 2nd quarter;;;;10.5;17.0;19.0
1537;H Hotels and restaurants;2005 3rd quarter;;;;10.3;18.0;18.0
1538;H Hotels and restaurants;2005 4th quarter;;;;7.6;11.0;14.0
1539;H Hotels and restaurants;2005 annual figure;;;;10.1;66.0;65.0
1540;H Hotels and restaurants;2006 1st quarter;;;;11.3;19.0;15.0
1541;H Hotels and restaurants;2006 2nd quarter;;;;14.0;26.0;23.0
1542;H Hotels and restaurants;2006 3rd quarter;;;;12.1;20.0;22.0
1543;H Hotels and restaurants;2006 4th quarter;10.0;13.0;14.0;11.3;14.0;14.0
1544;H Hotels and restaurants;2006 annual figure;;;;11.7;78.0;74.0
1545;H Hotels and restaurants;2007 1st quarter;15.2;22.0;17.0;;;
1546;H Hotels and restaurants;2007 2nd quarter;16.9;23.0;21.0;;;
1547;H Hotels and restaurants;2007 3rd quarter;13.5;17.0;20.0;;;
1548;H Hotels and restaurants;2007 4th quarter;11.6;14.0;16.0;;;
1549;H Hotels and restaurants;2007 annual figure;14.1;75.0;73.0;;;
1550;H Hotels and restaurants;2008 1st quarter;14.7;21.0;18.0;;;
1551;H Hotels and restaurants;2008 2nd quarter;16.3;23.0;21.0;;;
1552;H Hotels and restaurants;2008 3rd quarter;12.2;17.0;21.0;;;
1553;H Hotels and restaurants;2008 4rd quarter;9.5;13.0;15.0;;;
1554;H Hotels and restaurants;2008 annual figure;13.5;73.0;75.0;;;
1555;H Hotels and restaurants;2009 1st quarter;9.6;13.0;13.0;;;
1556;H Hotels and restaurants;2009 2nd quarter;8.5;16.0;17.0;;;
1557;H Hotels and restaurants;2009 3rd quarter;7.2;14.0;15.0;;;
1558;H Hotels and restaurants;2009 4rd quarter;5.3;10.0;12.0;;;
1559;H Hotels and restaurants;2009 annual figure;8.1;53.0;57.0;;;
1560;I Transport and communication;1997 1st quarter;;;;4.4;9.0;9.0
1561;I Transport and communication;1997 2nd quarter;;;;5.2;10.0;9.0
1562;I Transport and communication;1997 3rd quarter;;;;5.2;11.0;11.0
1563;I Transport and communication;1997 4th quarter;;;;7.8;13.0;10.0
1564;I Transport and communication;1997 annual figure;;;;;;
1565;I Transport and communication;1998 1st quarter;;;;9.0;14.0;13.0
1566;I Transport and communication;1998 2nd quarter;;;;8.3;11.0;12.0
1567;I Transport and communication;1998 3rd quarter;;;;7.3;13.0;14.0
1568;I Transport and communication;1998 4th quarter;;;;9.6;14.0;12.0
1569;I Transport and communication;1998 annual figure;;;;8.3;53.0;51.0
1570;I Transport and communication;1999 1st quarter;;;;11.4;17.0;16.0
1571;I Transport and communication;1999 2nd quarter;;;;17.2;23.0;17.0
1572;I Transport and communication;1999 3rd quarter;;;;15.1;15.0;17.0
1573;I Transport and communication;1999 4th quarter;;;;13.8;14.0;15.0
1574;I Transport and communication;1999 annual figure;;;;13.8;70.0;66.0
1575;I Transport and communication;2000 1st quarter;;;;11.6;17.0;19.0
1576;I Transport and communication;2000 2nd quarter;;;;12.1;15.0;15.0
1577;I Transport and communication;2000 3rd quarter;;;;12.7;16.0;15.0
1578;I Transport and communication;2000 4th quarter;;;;12.2;15.0;16.0
1579;I Transport and communication;2000 annual figure;;;;12.3;63.0;65.0
1580;I Transport and communication;2001 1st quarter;;;;11.4;14.0;15.0
1581;I Transport and communication;2001 2nd quarter;;;;10.7;15.0;15.0
1582;I Transport and communication;2001 3rd quarter;;;;8.1;10.0;13.0
1583;I Transport and communication;2001 4th quarter;;;;7.0;9.0;10.0
1584;I Transport and communication;2001 annual figure;;;;9.9;48.0;54.0
1585;I Transport and communication;2002 1st quarter;;;;8.2;12.0;10.0
1586;I Transport and communication;2002 2nd quarter;;;;7.8;12.0;12.0
1587;I Transport and communication;2002 3rd quarter;;;;5.6;9.0;11.0
1588;I Transport and communication;2002 4th quarter;;;;4.8;8.0;8.0
1589;I Transport and communication;2002 annual figure;;;;6.9;40.0;42.0
1590;I Transport and communication;2003 1st quarter;;;;6.6;10.0;8.0
1591;I Transport and communication;2003 2nd quarter;;;;6.0;10.0;10.0
1592;I Transport and communication;2003 3rd quarter;;;;4.5;8.0;9.0
1593;I Transport and communication;2003 4th quarter;;;;5.9;11.0;9.0
1594;I Transport and communication;2003 annual figure;;;;5.6;39.0;37.0
1595;I Transport and communication;2004 1st quarter;;;;5.7;9.0;9.0
1596;I Transport and communication;2004 2nd quarter;;;;7.7;13.0;11.0
1597;I Transport and communication;2004 3rd quarter;;;;5.8;9.0;11.0
1598;I Transport and communication;2004 4th quarter;;;;5.7;9.0;9.0
1599;I Transport and communication;2004 annual figure;;;;6.3;40.0;40.0
1600;I Transport and communication;2005 1st quarter;;;;7.9;12.0;10.0
1601;I Transport and communication;2005 2nd quarter;;;;7.4;10.0;10.0
1602;I Transport and communication;2005 3rd quarter;;;;8.0;11.0;10.0
1603;I Transport and communication;2005 4th quarter;;;;8.1;11.0;11.0
1604;I Transport and communication;2005 annual figure;;;;7.6;44.0;42.0
1605;I Transport and communication;2006 1st quarter;;;;10.0;15.0;13.0
1606;I Transport and communication;2006 2nd quarter;;;;12.0;16.0;14.0
1607;I Transport and communication;2006 3rd quarter;;;;11.1;14.0;15.0
1608;I Transport and communication;2006 4th quarter;12.3;13.0;14.0;10.3;12.0;13.0
1609;I Transport and communication;2006 annual figure;;;;10.6;57.0;55.0
1610;I Transport and communication;2007 1st quarter;12.4;15.0;15.0;;;
1611;I Transport and communication;2007 2nd quarter;14.0;17.0;16.0;;;
1612;I Transport and communication;2007 3rd quarter;13.2;15.0;16.0;;;
1613;I Transport and communication;2007 4th quarter;13.2;15.0;15.0;;;
1614;I Transport and communication;2007 annual figure;13.1;62.0;61.0;;;
1615;I Transport and communication;2008 1st quarter;12.8;15.0;15.0;;;
1616;I Transport and communication;2008 2nd quarter;12.8;14.0;14.0;;;
1617;I Transport and communication;2008 3rd quarter;11.8;14.0;15.0;;;
1618;I Transport and communication;2008 4rd quarter;8.4;10.0;14.0;;;
1619;I Transport and communication;2008 annual figure;12.0;53.0;58.0;;;
1620;I Transport and communication;2009 1st quarter;4.8;7.0;10.0;;;
1621;I Transport and communication;2009 2nd quarter;5.0;8.0;8.0;;;
1622;I Transport and communication;2009 3rd quarter;4.8;8.0;8.0;;;
1623;I Transport and communication;2009 4rd quarter;4.5;7.0;7.0;;;
1624;I Transport and communication;2009 annual figure;5.3;30.0;34.0;;;
1625;60 Transport by land;1997 1st quarter;;;;1.8;5.0;5.0
1626;60 Transport by land;1997 2nd quarter;;;;2.1;5.0;4.0
1627;60 Transport by land;1997 3rd quarter;;;;1.8;6.0;6.0
1628;60 Transport by land;1997 4th quarter;;;;2.6;6.0;6.0
1629;60 Transport by land;1997 annual figure;;;;;;
1630;60 Transport by land;1998 1st quarter;;;;2.9;7.0;7.0
1631;60 Transport by land;1998 2nd quarter;;;;3.1;6.0;6.0
1632;60 Transport by land;1998 3rd quarter;;;;2.6;7.0;7.0
1633;60 Transport by land;1998 4th quarter;;;;2.8;6.0;5.0
1634;60 Transport by land;1998 annual figure;;;;2.8;25.0;25.0
1635;60 Transport by land;1999 1st quarter;;;;2.9;6.0;6.0
1636;60 Transport by land;1999 2nd quarter;;;;4.3;9.0;8.0
1637;60 Transport by land;1999 3rd quarter;;;;3.9;6.0;7.0
1638;60 Transport by land;1999 4th quarter;;;;4.0;6.0;6.0
1639;60 Transport by land;1999 annual figure;;;;3.6;28.0;27.0
1640;60 Transport by land;2000 1st quarter;;;;4.3;8.0;7.0
1641;60 Transport by land;2000 2nd quarter;;;;4.5;7.0;7.0
1642;60 Transport by land;2000 3rd quarter;;;;5.0;8.0;8.0
1643;60 Transport by land;2000 4th quarter;;;;4.4;6.0;7.0
1644;60 Transport by land;2000 annual figure;;;;4.5;29.0;29.0
1645;60 Transport by land;2001 1st quarter;;;;5.1;8.0;8.0
1646;60 Transport by land;2001 2nd quarter;;;;5.2;7.0;7.0
1647;60 Transport by land;2001 3rd quarter;;;;4.5;6.0;6.0
1648;60 Transport by land;2001 4th quarter;;;;3.5;5.0;6.0
1649;60 Transport by land;2001 annual figure;;;;4.7;27.0;28.0
1650;60 Transport by land;2002 1st quarter;;;;3.7;6.0;6.0
1651;60 Transport by land;2002 2nd quarter;;;;3.4;6.0;6.0
1652;60 Transport by land;2002 3rd quarter;;;;2.7;5.0;5.0
1653;60 Transport by land;2002 4th quarter;;;;1.6;3.0;5.0
1654;60 Transport by land;2002 annual figure;;;;3.1;20.0;22.0
1655;60 Transport by land;2003 1st quarter;;;;2.5;5.0;4.0
1656;60 Transport by land;2003 2nd quarter;;;;2.7;5.0;5.0
1657;60 Transport by land;2003 3rd quarter;;;;1.5;3.0;5.0
1658;60 Transport by land;2003 4th quarter;;;;2.1;4.0;4.0
1659;60 Transport by land;2003 annual figure;;;;2.1;18.0;17.0
1660;60 Transport by land;2004 1st quarter;;;;2.5;4.0;4.0
1661;60 Transport by land;2004 2nd quarter;;;;4.1;6.0;4.0
1662;60 Transport by land;2004 3rd quarter;;;;1.8;4.0;6.0
1663;60 Transport by land;2004 4th quarter;;;;2.6;4.0;3.0
1664;60 Transport by land;2004 annual figure;;;;2.7;18.0;17.0
1665;60 Transport by land;2005 1st quarter;;;;4.0;6.0;4.0
1666;60 Transport by land;2005 2nd quarter;;;;3.3;4.0;5.0
1667;60 Transport by land;2005 3rd quarter;;;;3.2;5.0;5.0
1668;60 Transport by land;2005 4th quarter;;;;3.1;5.0;5.0
1669;60 Transport by land;2005 annual figure;;;;3.3;19.0;19.0
1670;60 Transport by land;2006 1st quarter;;;;3.9;7.0;6.0
1671;60 Transport by land;2006 2nd quarter;;;;5.3;7.0;6.0
1672;60 Transport by land;2006 3rd quarter;;;;4.5;6.0;7.0
1673;60 Transport by land;2006 4th quarter;4.7;5.0;6.0;4.2;5.0;5.0
1674;60 Transport by land;2006 annual figure;;;;4.3;25.0;24.0
1675;60 Transport by land;2007 1st quarter;5.2;7.0;6.0;;;
1676;60 Transport by land;2007 2nd quarter;6.3;7.0;6.0;;;
1677;60 Transport by land;2007 3rd quarter;6.1;7.0;8.0;;;
1678;60 Transport by land;2007 4th quarter;5.4;6.0;7.0;;;
1679;60 Transport by land;2007 annual figure;5.7;28.0;27.0;;;
1680;60 Transport by land;2008 1st quarter;5.6;6.0;6.0;;;
1681;60 Transport by land;2008 2nd quarter;5.5;6.0;6.0;;;
1682;60 Transport by land;2008 3rd quarter;4.8;6.0;7.0;;;
1683;60 Transport by land;2008 4rd quarter;2.9;3.0;5.0;;;
1684;60 Transport by land;2008 annual figure;5.0;21.0;24.0;;;
1685;60 Transport by land;2009 1st quarter;2.0;3.0;3.0;;;
1686;60 Transport by land;2009 2nd quarter;2.3;4.0;4.0;;;
1687;60 Transport by land;2009 3rd quarter;1.9;3.0;4.0;;;
1688;60 Transport by land;2009 4rd quarter;1.6;3.0;3.0;;;
1689;60 Transport by land;2009 annual figure;2.1;13.0;14.0;;;
1690;6100A Transport by air + by water;1997 1st quarter;;;;0.9;1.0;1.0
1691;6100A Transport by air + by water;1997 2nd quarter;;;;1.4;2.0;1.0
1692;6100A Transport by air + by water;1997 3rd quarter;;;;1.6;1.0;1.0
1693;6100A Transport by air + by water;1997 4th quarter;;;;1.9;2.0;1.0
1694;6100A Transport by air + by water;1997 annual figure;;;;;;
1695;6100A Transport by air + by water;1998 1st quarter;;;;2.6;2.0;2.0
1696;6100A Transport by air + by water;1998 2nd quarter;;;;1.7;0.0;1.0
1697;6100A Transport by air + by water;1998 3rd quarter;;;;0.6;0.0;1.0
1698;6100A Transport by air + by water;1998 4th quarter;;;;2.1;2.0;0.0
1699;6100A Transport by air + by water;1998 annual figure;;;;1.7;5.0;5.0
1700;6100A Transport by air + by water;1999 1st quarter;;;;3.6;3.0;1.0
1701;6100A Transport by air + by water;1999 2nd quarter;;;;4.2;2.0;2.0
1702;6100A Transport by air + by water;1999 3rd quarter;;;;3.7;2.0;2.0
1703;6100A Transport by air + by water;1999 4th quarter;;;;3.7;2.0;2.0
1704;6100A Transport by air + by water;1999 annual figure;;;;3.6;8.0;7.0
1705;6100A Transport by air + by water;2000 1st quarter;;;;1.8;3.0;5.0
1706;6100A Transport by air + by water;2000 2nd quarter;;;;2.1;3.0;2.0
1707;6100A Transport by air + by water;2000 3rd quarter;;;;1.7;1.0;1.0
1708;6100A Transport by air + by water;2000 4th quarter;;;;2.4;2.0;1.0
1709;6100A Transport by air + by water;2000 annual figure;;;;2.1;7.0;9.0
1710;6100A Transport by air + by water;2001 1st quarter;;;;1.1;0.0;1.0
1711;6100A Transport by air + by water;2001 2nd quarter;;;;1.0;1.0;1.0
1712;6100A Transport by air + by water;2001 3rd quarter;;;;0.7;0.0;1.0
1713;6100A Transport by air + by water;2001 4th quarter;;;;0.9;1.0;0.0
1714;6100A Transport by air + by water;2001 annual figure;;;;1.1;2.0;4.0
1715;6100A Transport by air + by water;2002 1st quarter;;;;1.1;1.0;1.0
1716;6100A Transport by air + by water;2002 2nd quarter;;;;1.2;2.0;2.0
1717;6100A Transport by air + by water;2002 3rd quarter;;;;1.2;1.0;1.0
1718;6100A Transport by air + by water;2002 4th quarter;;;;0.9;1.0;1.0
1719;6100A Transport by air + by water;2002 annual figure;;;;1.1;5.0;5.0
1720;6100A Transport by air + by water;2003 1st quarter;;;;1.1;1.0;1.0
1721;6100A Transport by air + by water;2003 2nd quarter;;;;0.3;1.0;2.0
1722;6100A Transport by air + by water;2003 3rd quarter;;;;0.3;0.0;0.0
1723;6100A Transport by air + by water;2003 4th quarter;;;;0.4;1.0;0.0
1724;6100A Transport by air + by water;2003 annual figure;;;;0.6;3.0;3.0
1725;6100A Transport by air + by water;2004 1st quarter;;;;0.4;1.0;1.0
1726;6100A Transport by air + by water;2004 2nd quarter;;;;0.9;1.0;1.0
1727;6100A Transport by air + by water;2004 3rd quarter;;;;0.7;1.0;1.0
1728;6100A Transport by air + by water;2004 4th quarter;;;;0.3;0.0;1.0
1729;6100A Transport by air + by water;2004 annual figure;;;;0.6;3.0;3.0
