ID;Sales;SBI2008;Periods;WeightFactor_1;IndexNumbers_2;MonthOnMonthDevelopment_3;YearOnYearDevelopment_4
1027;Total sales;08 Mining and quarrying (no oil and gas);1996 January;0;84.9;3.1;3.7
1028;Total sales;08 Mining and quarrying (no oil and gas);1996 February;0;85.1;0.3;4.0
1029;Total sales;08 Mining and quarrying (no oil and gas);1996 March ;0;85.1;0.0;3.5
1030;Total sales;08 Mining and quarrying (no oil and gas);1996 April;0;85.3;0.2;3.8
1031;Total sales;08 Mining and quarrying (no oil and gas);1996 May;0;85.4;0.1;4.1
1032;Total sales;08 Mining and quarrying (no oil and gas);1996 June;0;85.0;-0.5;3.7
1033;Total sales;08 Mining and quarrying (no oil and gas);1996 July;0;85.2;0.2;3.9
1034;Total sales;08 Mining and quarrying (no oil and gas);1996 August;0;85.3;0.1;4.0
1035;Total sales;08 Mining and quarrying (no oil and gas);1996 September;0;85.3;0.0;4.6
1036;Total sales;08 Mining and quarrying (no oil and gas);1996 October;0;85.4;0.2;4.6
1037;Total sales;08 Mining and quarrying (no oil and gas);1996 November;0;85.5;0.1;3.8
1038;Total sales;08 Mining and quarrying (no oil and gas);1996 December;0;85.4;-0.1;3.7
1039;Total sales;08 Mining and quarrying (no oil and gas);1996;0;85.2;;4.0
1040;Total sales;08 Mining and quarrying (no oil and gas);1997 January;0;87.5;2.4;3.1
1041;Total sales;08 Mining and quarrying (no oil and gas);1997 February;0;87.4;0.0;2.7
1042;Total sales;08 Mining and quarrying (no oil and gas);1997 March ;0;87.6;0.2;2.9
1043;Total sales;08 Mining and quarrying (no oil and gas);1997 April;0;87.5;-0.1;2.6
1044;Total sales;08 Mining and quarrying (no oil and gas);1997 May;0;87.5;0.0;2.5
1045;Total sales;08 Mining and quarrying (no oil and gas);1997 June;0;87.5;0.0;2.9
1046;Total sales;08 Mining and quarrying (no oil and gas);1997 July;0;87.6;0.2;2.8
1047;Total sales;08 Mining and quarrying (no oil and gas);1997 August;0;87.6;0.0;2.8
1048;Total sales;08 Mining and quarrying (no oil and gas);1997 September;0;87.6;-0.1;2.7
1049;Total sales;08 Mining and quarrying (no oil and gas);1997 October;0;87.5;-0.2;2.3
1050;Total sales;08 Mining and quarrying (no oil and gas);1997 November;0;87.5;0.0;2.3
1051;Total sales;08 Mining and quarrying (no oil and gas);1997 December;0;87.3;-0.1;2.3
1052;Total sales;08 Mining and quarrying (no oil and gas);1997;0;87.5;;2.7
1053;Total sales;08 Mining and quarrying (no oil and gas);1998 January;0;89.4;2.4;2.2
1054;Total sales;08 Mining and quarrying (no oil and gas);1998 February;0;89.3;-0.1;2.2
1055;Total sales;08 Mining and quarrying (no oil and gas);1998 March ;0;89.1;-0.3;1.6
1056;Total sales;08 Mining and quarrying (no oil and gas);1998 April;0;88.8;-0.3;1.5
1057;Total sales;08 Mining and quarrying (no oil and gas);1998 May;0;88.9;0.1;1.6
1058;Total sales;08 Mining and quarrying (no oil and gas);1998 June;0;89.0;0.1;1.7
1059;Total sales;08 Mining and quarrying (no oil and gas);1998 July;0;88.6;-0.4;1.1
1060;Total sales;08 Mining and quarrying (no oil and gas);1998 August;0;88.0;-0.7;0.4
1061;Total sales;08 Mining and quarrying (no oil and gas);1998 September;0;87.4;-0.7;-0.3
1062;Total sales;08 Mining and quarrying (no oil and gas);1998 October;0;87.0;-0.5;-0.6
1063;Total sales;08 Mining and quarrying (no oil and gas);1998 November;0;86.8;-0.2;-0.7
1064;Total sales;08 Mining and quarrying (no oil and gas);1998 December;0;86.8;0.0;-0.6
1065;Total sales;08 Mining and quarrying (no oil and gas);1998;0;88.3;;0.8
1066;Total sales;08 Mining and quarrying (no oil and gas);1999 January;0;88.4;1.8;-1.2
1067;Total sales;08 Mining and quarrying (no oil and gas);1999 February;0;88.7;0.4;-0.7
1068;Total sales;08 Mining and quarrying (no oil and gas);1999 March ;0;88.4;-0.3;-0.7
1069;Total sales;08 Mining and quarrying (no oil and gas);1999 April;0;88.6;0.2;-0.3
1070;Total sales;08 Mining and quarrying (no oil and gas);1999 May;0;88.5;-0.2;-0.5
1071;Total sales;08 Mining and quarrying (no oil and gas);1999 June;0;88.3;-0.2;-0.8
1072;Total sales;08 Mining and quarrying (no oil and gas);1999 July;0;87.6;-0.8;-1.1
1073;Total sales;08 Mining and quarrying (no oil and gas);1999 August;0;86.5;-1.3;-1.7
1074;Total sales;08 Mining and quarrying (no oil and gas);1999 September;0;85.8;-0.8;-1.8
1075;Total sales;08 Mining and quarrying (no oil and gas);1999 October;0;84.9;-1.0;-2.4
1076;Total sales;08 Mining and quarrying (no oil and gas);1999 November;0;83.8;-1.3;-3.4
1077;Total sales;08 Mining and quarrying (no oil and gas);1999 December;0;82.8;-1.3;-4.7
1078;Total sales;08 Mining and quarrying (no oil and gas);1999;0;86.9;;-1.6
1079;Total sales;08 Mining and quarrying (no oil and gas);2000 January;890;83.5;0.9;-5.5
1080;Total sales;08 Mining and quarrying (no oil and gas);2000 February;890;85.8;2.7;-3.3
1081;Total sales;08 Mining and quarrying (no oil and gas);2000 March;890;87.9;2.5;-0.6
1082;Total sales;08 Mining and quarrying (no oil and gas);2000 April;890;89.1;1.4;0.6
1083;Total sales;08 Mining and quarrying (no oil and gas);2000 May;890;90.2;1.3;2.0
1084;Total sales;08 Mining and quarrying (no oil and gas);2000 June;890;90.0;-0.3;1.9
1085;Total sales;08 Mining and quarrying (no oil and gas);2000 July;890;90.0;0.0;2.8
1086;Total sales;08 Mining and quarrying (no oil and gas);2000 August;890;88.6;-1.6;2.4
1087;Total sales;08 Mining and quarrying (no oil and gas);2000 September;890;91.0;2.8;6.1
1088;Total sales;08 Mining and quarrying (no oil and gas);2000 October;890;92.7;1.8;9.1
1089;Total sales;08 Mining and quarrying (no oil and gas);2000 November;890;93.7;1.1;11.8
1090;Total sales;08 Mining and quarrying (no oil and gas);2000 December;890;94.1;0.4;13.7
1091;Total sales;08 Mining and quarrying (no oil and gas);2000;890;89.7;;3.3
1092;Total sales;08 Mining and quarrying (no oil and gas);2001 January;890;96.1;2.2;15.1
1093;Total sales;08 Mining and quarrying (no oil and gas);2001 February;890;96.7;0.6;12.7
1094;Total sales;08 Mining and quarrying (no oil and gas);2001 March;890;96.8;0.1;10.1
1095;Total sales;08 Mining and quarrying (no oil and gas);2001 April;890;96.4;-0.3;8.2
1096;Total sales;08 Mining and quarrying (no oil and gas);2001 May;890;97.7;1.3;8.2
1097;Total sales;08 Mining and quarrying (no oil and gas);2001 June;890;95.8;-1.9;6.5
1098;Total sales;08 Mining and quarrying (no oil and gas);2001 July;890;93.6;-2.3;4.0
1099;Total sales;08 Mining and quarrying (no oil and gas);2001 August;890;92.6;-1.1;4.5
1100;Total sales;08 Mining and quarrying (no oil and gas);2001 September;890;92.3;-0.2;1.5
1101;Total sales;08 Mining and quarrying (no oil and gas);2001 October;890;92.0;-0.3;-0.7
1102;Total sales;08 Mining and quarrying (no oil and gas);2001 November;890;92.7;0.8;-1.0
1103;Total sales;08 Mining and quarrying (no oil and gas);2001 December;890;92.7;0.0;-1.4
1104;Total sales;08 Mining and quarrying (no oil and gas);2001;890;94.6;;5.5
1105;Total sales;08 Mining and quarrying (no oil and gas);2002 January;890;93.9;1.3;-2.3
1106;Total sales;08 Mining and quarrying (no oil and gas);2002 February;890;95.5;1.7;-1.2
1107;Total sales;08 Mining and quarrying (no oil and gas);2002 March;890;95.6;0.1;-1.2
1108;Total sales;08 Mining and quarrying (no oil and gas);2002 April;890;96.1;0.5;-0.3
1109;Total sales;08 Mining and quarrying (no oil and gas);2002 May;890;93.8;-2.4;-3.9
1110;Total sales;08 Mining and quarrying (no oil and gas);2002 June;890;93.3;-0.5;-2.6
1111;Total sales;08 Mining and quarrying (no oil and gas);2002 July;890;93.2;-0.2;-0.5
1112;Total sales;08 Mining and quarrying (no oil and gas);2002 August;890;92.9;-0.2;0.4
1113;Total sales;08 Mining and quarrying (no oil and gas);2002 September;890;93.1;0.1;0.8
1114;Total sales;08 Mining and quarrying (no oil and gas);2002 October;890;93.5;0.5;1.6
1115;Total sales;08 Mining and quarrying (no oil and gas);2002 November;890;96.1;2.8;3.6
1116;Total sales;08 Mining and quarrying (no oil and gas);2002 December;890;96.5;0.4;4.0
1117;Total sales;08 Mining and quarrying (no oil and gas);2002;890;94.5;;-0.2
1118;Total sales;08 Mining and quarrying (no oil and gas);2003 January;890;97.5;1.0;3.8
1119;Total sales;08 Mining and quarrying (no oil and gas);2003 February;890;95.6;-1.9;0.1
1120;Total sales;08 Mining and quarrying (no oil and gas);2003 March;890;97.4;1.8;1.9
1121;Total sales;08 Mining and quarrying (no oil and gas);2003 April;890;98.2;0.8;2.1
1122;Total sales;08 Mining and quarrying (no oil and gas);2003 May;890;97.2;-1.0;3.6
1123;Total sales;08 Mining and quarrying (no oil and gas);2003 June;890;96.5;-0.6;3.4
1124;Total sales;08 Mining and quarrying (no oil and gas);2003 July;890;95.4;-1.2;2.4
1125;Total sales;08 Mining and quarrying (no oil and gas);2003 August;890;94.5;-1.0;1.6
1126;Total sales;08 Mining and quarrying (no oil and gas);2003 September;890;95.0;0.6;2.1
1127;Total sales;08 Mining and quarrying (no oil and gas);2003 October;890;96.0;1.0;2.6
1128;Total sales;08 Mining and quarrying (no oil and gas);2003 November;890;95.8;-0.2;-0.3
1129;Total sales;08 Mining and quarrying (no oil and gas);2003 December;890;96.1;0.3;-0.4
1130;Total sales;08 Mining and quarrying (no oil and gas);2003;890;96.3;;1.9
1131;Total sales;08 Mining and quarrying (no oil and gas);2004 January;890;96.7;0.6;-0.8
1132;Total sales;08 Mining and quarrying (no oil and gas);2004 February;890;97.9;1.2;2.4
1133;Total sales;08 Mining and quarrying (no oil and gas);2004 March;890;97.7;-0.2;0.3
1134;Total sales;08 Mining and quarrying (no oil and gas);2004 April;890;96.4;-1.3;-1.8
1135;Total sales;08 Mining and quarrying (no oil and gas);2004 May;890;95.4;-1.1;-1.8
1136;Total sales;08 Mining and quarrying (no oil and gas);2004 June;890;94.5;-1.0;-2.1
1137;Total sales;08 Mining and quarrying (no oil and gas);2004 July;890;94.7;0.2;-0.7
1138;Total sales;08 Mining and quarrying (no oil and gas);2004 August;890;94.9;0.2;0.4
1139;Total sales;08 Mining and quarrying (no oil and gas);2004 September;890;95.5;0.7;0.5
1140;Total sales;08 Mining and quarrying (no oil and gas);2004 October;890;96.5;1.0;0.5
1141;Total sales;08 Mining and quarrying (no oil and gas);2004 November;890;97.6;1.1;1.8
1142;Total sales;08 Mining and quarrying (no oil and gas);2004 December;890;98.7;1.2;2.7
1143;Total sales;08 Mining and quarrying (no oil and gas);2004;890;96.4;;0.1
1144;Total sales;08 Mining and quarrying (no oil and gas);2005 January;890;99.7;1.0;3.1
1145;Total sales;08 Mining and quarrying (no oil and gas);2005 February;890;100.2;0.5;2.3
1146;Total sales;08 Mining and quarrying (no oil and gas);2005 March;890;100.2;0.1;2.6
1147;Total sales;08 Mining and quarrying (no oil and gas);2005 April;890;99.7;-0.5;3.4
1148;Total sales;08 Mining and quarrying (no oil and gas);2005 May;890;98.8;-1.0;3.5
1149;Total sales;08 Mining and quarrying (no oil and gas);2005 June;890;98.8;0.0;4.6
1150;Total sales;08 Mining and quarrying (no oil and gas);2005 July;890;99.4;0.6;5.0
1151;Total sales;08 Mining and quarrying (no oil and gas);2005 August;890;99.5;0.1;4.9
1152;Total sales;08 Mining and quarrying (no oil and gas);2005 September;890;100.0;0.4;4.7
1153;Total sales;08 Mining and quarrying (no oil and gas);2005 October;890;100.6;0.7;4.3
1154;Total sales;08 Mining and quarrying (no oil and gas);2005 November;890;101.0;0.3;3.5
1155;Total sales;08 Mining and quarrying (no oil and gas);2005 December;890;102.1;1.1;3.4
1156;Total sales;08 Mining and quarrying (no oil and gas);2005;890;100.0;;3.8
1157;Total sales;08 Mining and quarrying (no oil and gas);2006 January;890;102.7;0.6;3.0
1158;Total sales;08 Mining and quarrying (no oil and gas);2006 February;890;103.3;0.5;3.1
1159;Total sales;08 Mining and quarrying (no oil and gas);2006 March;890;103.6;0.3;3.3
1160;Total sales;08 Mining and quarrying (no oil and gas);2006 April;890;104.0;0.4;4.2
1161;Total sales;08 Mining and quarrying (no oil and gas);2006 May;890;105.0;0.9;6.2
1162;Total sales;08 Mining and quarrying (no oil and gas);2006 June;890;104.0;-0.9;5.3
1163;Total sales;08 Mining and quarrying (no oil and gas);2006 July;890;104.5;0.4;5.1
1164;Total sales;08 Mining and quarrying (no oil and gas);2006 August;890;104.5;0.0;5.0
1165;Total sales;08 Mining and quarrying (no oil and gas);2006 September;890;104.5;0.0;4.6
1166;Total sales;08 Mining and quarrying (no oil and gas);2006 October;890;104.5;0.0;3.8
1167;Total sales;08 Mining and quarrying (no oil and gas);2006 November;890;104.9;0.4;3.9
1168;Total sales;08 Mining and quarrying (no oil and gas);2006 December;890;104.8;-0.1;2.7
1169;Total sales;08 Mining and quarrying (no oil and gas);2006;890;104.2;;4.2
1170;Total sales;08 Mining and quarrying (no oil and gas);2007 January;890;106.1;1.2;3.3
1171;Total sales;08 Mining and quarrying (no oil and gas);2007 February;890;107.4;1.3;4.0
1172;Total sales;08 Mining and quarrying (no oil and gas);2007 March;890;107.9;0.4;4.1
1173;Total sales;08 Mining and quarrying (no oil and gas);2007 April;890;110.2;2.2;6.0
1174;Total sales;08 Mining and quarrying (no oil and gas);2007 May;890;109.5;-0.7;4.3
1175;Total sales;08 Mining and quarrying (no oil and gas);2007 June;890;109.0;-0.4;4.8
1176;Total sales;08 Mining and quarrying (no oil and gas);2007 July;890;109.4;0.3;4.7
1177;Total sales;08 Mining and quarrying (no oil and gas);2007 August;890;109.6;0.2;4.9
1178;Total sales;08 Mining and quarrying (no oil and gas);2007 September;890;109.7;0.0;4.9
1179;Total sales;08 Mining and quarrying (no oil and gas);2007 October;890;111.7;1.9;6.9
1180;Total sales;08 Mining and quarrying (no oil and gas);2007 November;890;114.9;2.8;9.6
1181;Total sales;08 Mining and quarrying (no oil and gas);2007 December;890;118.3;2.9;12.9
1182;Total sales;08 Mining and quarrying (no oil and gas);2007;890;110.3;;5.9
1183;Total sales;08 Mining and quarrying (no oil and gas);2008 January;890;124.0;4.8;16.9
1184;Total sales;08 Mining and quarrying (no oil and gas);2008 February;890;128.2;3.4;19.4
1185;Total sales;08 Mining and quarrying (no oil and gas);2008 March;890;131.6;2.7;22.0
1186;Total sales;08 Mining and quarrying (no oil and gas);2008 April;890;135.1;2.6;22.6
1187;Total sales;08 Mining and quarrying (no oil and gas);2008 May;890;137.5;1.8;25.6
1188;Total sales;08 Mining and quarrying (no oil and gas);2008 June;890;142.1;3.3;30.3
1189;Total sales;08 Mining and quarrying (no oil and gas);2008 July;890;148.0;4.2;35.3
1190;Total sales;08 Mining and quarrying (no oil and gas);2008 August;890;153.1;3.5;39.7
1191;Total sales;08 Mining and quarrying (no oil and gas);2008 September;890;158.0;3.2;44.0
1192;Total sales;08 Mining and quarrying (no oil and gas);2008 October;890;155.1;-1.8;38.8
1193;Total sales;08 Mining and quarrying (no oil and gas);2008 November;890;156.9;1.2;36.6
1194;Total sales;08 Mining and quarrying (no oil and gas);2008 December;890;146.2;-6.8;23.6
1195;Total sales;08 Mining and quarrying (no oil and gas);2008;890;143.0;;29.6
1196;Total sales;08 Mining and quarrying (no oil and gas);2009 January;890;138.5;-5.2;11.7
1197;Total sales;08 Mining and quarrying (no oil and gas);2009 February;890;137.2;-0.9;7.0
1198;Total sales;08 Mining and quarrying (no oil and gas);2009 March;890;134.9;-1.6;2.5
1199;Total sales;08 Mining and quarrying (no oil and gas);2009 April;890;131.3;-2.6;-2.8
1200;Total sales;08 Mining and quarrying (no oil and gas);2009 May;890;124.0;-5.6;-9.8
1201;Total sales;08 Mining and quarrying (no oil and gas);2009 June;890;112.0;-9.7;-21.2
1202;Total sales;08 Mining and quarrying (no oil and gas);2009 July;890;111.7;-0.3;-24.5
1203;Total sales;08 Mining and quarrying (no oil and gas);2009 August;890;112.4;0.7;-26.6
1204;Total sales;08 Mining and quarrying (no oil and gas);2009 September;890;111.7;-0.7;-29.3
1205;Total sales;08 Mining and quarrying (no oil and gas);2009 October;890;112.2;0.5;-27.7
1206;Total sales;08 Mining and quarrying (no oil and gas);2009 November;890;111.0;-1.1;-29.3
1207;Total sales;08 Mining and quarrying (no oil and gas);2009 December;890;109.9;-0.9;-24.8
1208;Total sales;08 Mining and quarrying (no oil and gas);2009;890;120.6;;-15.7
1209;Total sales;08 Mining and quarrying (no oil and gas);2010 January;890;114.4;4.1;-17.4
1210;Total sales;08 Mining and quarrying (no oil and gas);2010 February;890;116.3;1.6;-15.2
1211;Total sales;08 Mining and quarrying (no oil and gas);2010 March;890;121.1;4.2;-10.2
1212;Total sales;08 Mining and quarrying (no oil and gas);2010 April;890;122.7;1.3;-6.6
1213;Total sales;08 Mining and quarrying (no oil and gas);2010 May;890;121.1;-1.3;-2.4
1214;Total sales;08 Mining and quarrying (no oil and gas);2010 June;890;119.4;-1.4;6.6
1215;Total sales;08 Mining and quarrying (no oil and gas);2010 July;890;119.7;0.2;7.1
1216;Total sales;08 Mining and quarrying (no oil and gas);2010 August;890;120.8;0.9;7.4
1217;Total sales;08 Mining and quarrying (no oil and gas);2010 September;890;123.3;2.1;10.4
1218;Total sales;08 Mining and quarrying (no oil and gas);2010 October;890;127.6;3.5;13.8
1219;Total sales;08 Mining and quarrying (no oil and gas);2010 November;890;129.5;1.5;16.7
1220;Total sales;08 Mining and quarrying (no oil and gas);2010 December;890;132.8;2.6;20.8
1221;Total sales;08 Mining and quarrying (no oil and gas);2010;890;122.4;;1.5
1222;Total sales;08 Mining and quarrying (no oil and gas);2011 January;890;135.0;1.6;18.0
1223;Total sales;08 Mining and quarrying (no oil and gas);2011 February;890;137.6;1.9;18.3
1224;Total sales;08 Mining and quarrying (no oil and gas);2011 March;890;138.3;0.6;14.2
1225;Total sales;08 Mining and quarrying (no oil and gas);2011 April;890;136.5;-1.3;11.2
1226;Total sales;08 Mining and quarrying (no oil and gas);2011 May;890;136.0;-0.4;12.3
1227;Total sales;08 Mining and quarrying (no oil and gas);2011 June;890;137.7;1.2;15.3
1228;Total sales;08 Mining and quarrying (no oil and gas);2011 July;890;140.4;2.0;17.3
1229;Total sales;08 Mining and quarrying (no oil and gas);2011 August;890;141.6;0.9;17.3
1230;Total sales;08 Mining and quarrying (no oil and gas);2011 September;890;142.5;0.6;15.6
1231;Total sales;08 Mining and quarrying (no oil and gas);2011 October;890;144.3;1.2;13.1
