ID;EmissionSources;EmissionToAir;Periods;EmissionToAir_1
9424;Inland shipping: freight transport;Dinitrogen oxide (N2O);2010;0.0
9425;Inland shipping: freight transport;Dinitrogen oxide (N2O);2011;0.0
9426;Inland shipping: freight transport;Dinitrogen oxide (N2O);2012;0.0
9427;Inland shipping: freight transport;Dinitrogen oxide (N2O);2013;0.0
9428;Inland shipping: freight transport;Dinitrogen oxide (N2O);2014;0.0
9429;Inland shipping: freight transport;Dinitrogen oxide (N2O);2015;0.0
9430;Inland shipping: freight transport;Dinitrogen oxide (N2O);2016;0.0
9431;Inland shipping: freight transport;Dinitrogen oxide (N2O);2017;0.0
9432;Inland shipping: freight transport;Dinitrogen oxide (N2O);2018;0.0
9433;Inland shipping: freight transport;Dinitrogen oxide (N2O);2019;0.0
9434;Inland shipping: freight transport;Dinitrogen oxide (N2O);2020;0.0
9435;Inland shipping: freight transport;Dinitrogen oxide (N2O);2021;0.0
9436;Inland shipping: freight transport;Dinitrogen oxide (N2O);2022;0.0
9437;Inland shipping: freight transport;Dinitrogen oxide (N2O);2023;0.0
9438;Inland shipping: freight transport;Ammonia (NH3);1990;0.0
9439;Inland shipping: freight transport;Ammonia (NH3);1995;0.0
9440;Inland shipping: freight transport;Ammonia (NH3);2000;0.0
9441;Inland shipping: freight transport;Ammonia (NH3);2001;0.0
9442;Inland shipping: freight transport;Ammonia (NH3);2002;0.0
9443;Inland shipping: freight transport;Ammonia (NH3);2003;0.0
9444;Inland shipping: freight transport;Ammonia (NH3);2004;0.0
9445;Inland shipping: freight transport;Ammonia (NH3);2005;0.0
9446;Inland shipping: freight transport;Ammonia (NH3);2006;0.0
9447;Inland shipping: freight transport;Ammonia (NH3);2007;0.0
9448;Inland shipping: freight transport;Ammonia (NH3);2008;0.0
9449;Inland shipping: freight transport;Ammonia (NH3);2009;0.0
9450;Inland shipping: freight transport;Ammonia (NH3);2010;0.0
9451;Inland shipping: freight transport;Ammonia (NH3);2011;0.0
9452;Inland shipping: freight transport;Ammonia (NH3);2012;0.0
9453;Inland shipping: freight transport;Ammonia (NH3);2013;0.0
9454;Inland shipping: freight transport;Ammonia (NH3);2014;0.0
9455;Inland shipping: freight transport;Ammonia (NH3);2015;0.0
9456;Inland shipping: freight transport;Ammonia (NH3);2016;0.0
9457;Inland shipping: freight transport;Ammonia (NH3);2017;0.0
9458;Inland shipping: freight transport;Ammonia (NH3);2018;0.0
9459;Inland shipping: freight transport;Ammonia (NH3);2019;0.0
9460;Inland shipping: freight transport;Ammonia (NH3);2020;0.0
9461;Inland shipping: freight transport;Ammonia (NH3);2021;0.0
9462;Inland shipping: freight transport;Ammonia (NH3);2022;0.0
9463;Inland shipping: freight transport;Ammonia (NH3);2023;0.0
9464;Inland shipping: freight transport;Nitrogen oxides (NOx);1990;27.2
9465;Inland shipping: freight transport;Nitrogen oxides (NOx);1995;21.4
9466;Inland shipping: freight transport;Nitrogen oxides (NOx);2000;22.8
9467;Inland shipping: freight transport;Nitrogen oxides (NOx);2001;22.8
9468;Inland shipping: freight transport;Nitrogen oxides (NOx);2002;21.8
9469;Inland shipping: freight transport;Nitrogen oxides (NOx);2003;21.4
9470;Inland shipping: freight transport;Nitrogen oxides (NOx);2004;22.4
9471;Inland shipping: freight transport;Nitrogen oxides (NOx);2005;21.8
9472;Inland shipping: freight transport;Nitrogen oxides (NOx);2006;21.6
9473;Inland shipping: freight transport;Nitrogen oxides (NOx);2007;22.0
9474;Inland shipping: freight transport;Nitrogen oxides (NOx);2008;21.3
9475;Inland shipping: freight transport;Nitrogen oxides (NOx);2009;16.2
9476;Inland shipping: freight transport;Nitrogen oxides (NOx);2010;17.7
9477;Inland shipping: freight transport;Nitrogen oxides (NOx);2011;19.5
9478;Inland shipping: freight transport;Nitrogen oxides (NOx);2012;19.7
9479;Inland shipping: freight transport;Nitrogen oxides (NOx);2013;18.1
9480;Inland shipping: freight transport;Nitrogen oxides (NOx);2014;18.7
9481;Inland shipping: freight transport;Nitrogen oxides (NOx);2015;19.4
9482;Inland shipping: freight transport;Nitrogen oxides (NOx);2016;19.7
9483;Inland shipping: freight transport;Nitrogen oxides (NOx);2017;19.9
9484;Inland shipping: freight transport;Nitrogen oxides (NOx);2018;20.3
9485;Inland shipping: freight transport;Nitrogen oxides (NOx);2019;19.5
9486;Inland shipping: freight transport;Nitrogen oxides (NOx);2020;17.2
9487;Inland shipping: freight transport;Nitrogen oxides (NOx);2021;17.7
9488;Inland shipping: freight transport;Nitrogen oxides (NOx);2022;17.0
9489;Inland shipping: freight transport;Nitrogen oxides (NOx);2023;15.9
9490;Inland shipping: freight transport;Sulphur dioxide (SO2);1990;1.7
9491;Inland shipping: freight transport;Sulphur dioxide (SO2);1995;1.6
9492;Inland shipping: freight transport;Sulphur dioxide (SO2);2000;1.7
9493;Inland shipping: freight transport;Sulphur dioxide (SO2);2001;1.7
9494;Inland shipping: freight transport;Sulphur dioxide (SO2);2002;1.6
9495;Inland shipping: freight transport;Sulphur dioxide (SO2);2003;1.6
9496;Inland shipping: freight transport;Sulphur dioxide (SO2);2004;1.7
9497;Inland shipping: freight transport;Sulphur dioxide (SO2);2005;1.6
9498;Inland shipping: freight transport;Sulphur dioxide (SO2);2006;1.6
9499;Inland shipping: freight transport;Sulphur dioxide (SO2);2007;1.6
9500;Inland shipping: freight transport;Sulphur dioxide (SO2);2008;0.9
9501;Inland shipping: freight transport;Sulphur dioxide (SO2);2009;0.7
9502;Inland shipping: freight transport;Sulphur dioxide (SO2);2010;0.4
9503;Inland shipping: freight transport;Sulphur dioxide (SO2);2011;0.0
9504;Inland shipping: freight transport;Sulphur dioxide (SO2);2012;0.0
9505;Inland shipping: freight transport;Sulphur dioxide (SO2);2013;0.0
9506;Inland shipping: freight transport;Sulphur dioxide (SO2);2014;0.0
9507;Inland shipping: freight transport;Sulphur dioxide (SO2);2015;0.0
9508;Inland shipping: freight transport;Sulphur dioxide (SO2);2016;0.0
9509;Inland shipping: freight transport;Sulphur dioxide (SO2);2017;0.0
9510;Inland shipping: freight transport;Sulphur dioxide (SO2);2018;0.0
9511;Inland shipping: freight transport;Sulphur dioxide (SO2);2019;0.0
9512;Inland shipping: freight transport;Sulphur dioxide (SO2);2020;0.0
9513;Inland shipping: freight transport;Sulphur dioxide (SO2);2021;0.0
9514;Inland shipping: freight transport;Sulphur dioxide (SO2);2022;0.0
9515;Inland shipping: freight transport;Sulphur dioxide (SO2);2023;0.0
9516;Inland shipping: freight transport;NMVOC;1990;4.7
9517;Inland shipping: freight transport;NMVOC;1995;5.5
9518;Inland shipping: freight transport;NMVOC;2000;3.5
9519;Inland shipping: freight transport;NMVOC;2001;3.9
9520;Inland shipping: freight transport;NMVOC;2002;3.2
9521;Inland shipping: freight transport;NMVOC;2003;3.2
9522;Inland shipping: freight transport;NMVOC;2004;3.1
9523;Inland shipping: freight transport;NMVOC;2005;2.7
9524;Inland shipping: freight transport;NMVOC;2006;3.1
9525;Inland shipping: freight transport;NMVOC;2007;3.0
9526;Inland shipping: freight transport;NMVOC;2008;2.9
9527;Inland shipping: freight transport;NMVOC;2009;2.8
9528;Inland shipping: freight transport;NMVOC;2010;3.0
9529;Inland shipping: freight transport;NMVOC;2011;2.9
9530;Inland shipping: freight transport;NMVOC;2012;3.0
9531;Inland shipping: freight transport;NMVOC;2013;2.9
9532;Inland shipping: freight transport;NMVOC;2014;2.2
9533;Inland shipping: freight transport;NMVOC;2015;2.2
9534;Inland shipping: freight transport;NMVOC;2016;2.4
9535;Inland shipping: freight transport;NMVOC;2017;2.4
9536;Inland shipping: freight transport;NMVOC;2018;2.4
9537;Inland shipping: freight transport;NMVOC;2019;2.1
9538;Inland shipping: freight transport;NMVOC;2020;1.9
9539;Inland shipping: freight transport;NMVOC;2021;2.0
9540;Inland shipping: freight transport;NMVOC;2022;1.9
9541;Inland shipping: freight transport;NMVOC;2023;2.0
9542;Inland shipping: freight transport;PM10 (Particulate matter);1990;1.2
9543;Inland shipping: freight transport;PM10 (Particulate matter);1995;1.1
9544;Inland shipping: freight transport;PM10 (Particulate matter);2000;1.0
9545;Inland shipping: freight transport;PM10 (Particulate matter);2001;1.0
9546;Inland shipping: freight transport;PM10 (Particulate matter);2002;0.9
9547;Inland shipping: freight transport;PM10 (Particulate matter);2003;0.9
9548;Inland shipping: freight transport;PM10 (Particulate matter);2004;0.9
9549;Inland shipping: freight transport;PM10 (Particulate matter);2005;0.9
9550;Inland shipping: freight transport;PM10 (Particulate matter);2006;0.9
9551;Inland shipping: freight transport;PM10 (Particulate matter);2007;0.9
9552;Inland shipping: freight transport;PM10 (Particulate matter);2008;0.8
9553;Inland shipping: freight transport;PM10 (Particulate matter);2009;0.6
9554;Inland shipping: freight transport;PM10 (Particulate matter);2010;0.7
9555;Inland shipping: freight transport;PM10 (Particulate matter);2011;0.7
9556;Inland shipping: freight transport;PM10 (Particulate matter);2012;0.7
9557;Inland shipping: freight transport;PM10 (Particulate matter);2013;0.6
9558;Inland shipping: freight transport;PM10 (Particulate matter);2014;0.6
9559;Inland shipping: freight transport;PM10 (Particulate matter);2015;0.6
9560;Inland shipping: freight transport;PM10 (Particulate matter);2016;0.6
9561;Inland shipping: freight transport;PM10 (Particulate matter);2017;0.6
9562;Inland shipping: freight transport;PM10 (Particulate matter);2018;0.6
9563;Inland shipping: freight transport;PM10 (Particulate matter);2019;0.6
9564;Inland shipping: freight transport;PM10 (Particulate matter);2020;0.6
9565;Inland shipping: freight transport;PM10 (Particulate matter);2021;0.6
9566;Inland shipping: freight transport;PM10 (Particulate matter);2022;0.6
9567;Inland shipping: freight transport;PM10 (Particulate matter);2023;0.5
9568;Inland shipping: freight transport;PM2.5 (Particulate matter);1990;1.1
9569;Inland shipping: freight transport;PM2.5 (Particulate matter);1995;1.0
9570;Inland shipping: freight transport;PM2.5 (Particulate matter);2000;1.0
9571;Inland shipping: freight transport;PM2.5 (Particulate matter);2001;0.9
9572;Inland shipping: freight transport;PM2.5 (Particulate matter);2002;0.9
9573;Inland shipping: freight transport;PM2.5 (Particulate matter);2003;0.9
9574;Inland shipping: freight transport;PM2.5 (Particulate matter);2004;0.9
9575;Inland shipping: freight transport;PM2.5 (Particulate matter);2005;0.8
9576;Inland shipping: freight transport;PM2.5 (Particulate matter);2006;0.8
9577;Inland shipping: freight transport;PM2.5 (Particulate matter);2007;0.8
9578;Inland shipping: freight transport;PM2.5 (Particulate matter);2008;0.7
9579;Inland shipping: freight transport;PM2.5 (Particulate matter);2009;0.6
9580;Inland shipping: freight transport;PM2.5 (Particulate matter);2010;0.6
9581;Inland shipping: freight transport;PM2.5 (Particulate matter);2011;0.6
9582;Inland shipping: freight transport;PM2.5 (Particulate matter);2012;0.6
9583;Inland shipping: freight transport;PM2.5 (Particulate matter);2013;0.6
9584;Inland shipping: freight transport;PM2.5 (Particulate matter);2014;0.6
9585;Inland shipping: freight transport;PM2.5 (Particulate matter);2015;0.6
9586;Inland shipping: freight transport;PM2.5 (Particulate matter);2016;0.6
9587;Inland shipping: freight transport;PM2.5 (Particulate matter);2017;0.6
9588;Inland shipping: freight transport;PM2.5 (Particulate matter);2018;0.6
9589;Inland shipping: freight transport;PM2.5 (Particulate matter);2019;0.5
9590;Inland shipping: freight transport;PM2.5 (Particulate matter);2020;0.6
9591;Inland shipping: freight transport;PM2.5 (Particulate matter);2021;0.6
9592;Inland shipping: freight transport;PM2.5 (Particulate matter);2022;0.5
9593;Inland shipping: freight transport;PM2.5 (Particulate matter);2023;0.5
9594;Inland shipping: freight transport;Carbon monoxide (CO);1990;1.9
9595;Inland shipping: freight transport;Carbon monoxide (CO);1995;1.6
9596;Inland shipping: freight transport;Carbon monoxide (CO);2000;1.5
9597;Inland shipping: freight transport;Carbon monoxide (CO);2001;1.5
9598;Inland shipping: freight transport;Carbon monoxide (CO);2002;1.4
9599;Inland shipping: freight transport;Carbon monoxide (CO);2003;1.3
9600;Inland shipping: freight transport;Carbon monoxide (CO);2004;1.3
9601;Inland shipping: freight transport;Carbon monoxide (CO);2005;1.3
9602;Inland shipping: freight transport;Carbon monoxide (CO);2006;1.2
9603;Inland shipping: freight transport;Carbon monoxide (CO);2007;1.2
9604;Inland shipping: freight transport;Carbon monoxide (CO);2008;1.2
9605;Inland shipping: freight transport;Carbon monoxide (CO);2009;1.1
9606;Inland shipping: freight transport;Carbon monoxide (CO);2010;1.2
9607;Inland shipping: freight transport;Carbon monoxide (CO);2011;1.3
9608;Inland shipping: freight transport;Carbon monoxide (CO);2012;1.2
9609;Inland shipping: freight transport;Carbon monoxide (CO);2013;1.1
9610;Inland shipping: freight transport;Carbon monoxide (CO);2014;1.1
9611;Inland shipping: freight transport;Carbon monoxide (CO);2015;1.2
9612;Inland shipping: freight transport;Carbon monoxide (CO);2016;1.2
9613;Inland shipping: freight transport;Carbon monoxide (CO);2017;1.2
9614;Inland shipping: freight transport;Carbon monoxide (CO);2018;1.2
9615;Inland shipping: freight transport;Carbon monoxide (CO);2019;1.1
9616;Inland shipping: freight transport;Carbon monoxide (CO);2020;1.2
9617;Inland shipping: freight transport;Carbon monoxide (CO);2021;1.2
9618;Inland shipping: freight transport;Carbon monoxide (CO);2022;1.2
9619;Inland shipping: freight transport;Carbon monoxide (CO);2023;1.2
9620;Inland shipping: recreation;Carbon dioxide (CO2);1990;100.0
9621;Inland shipping: recreation;Carbon dioxide (CO2);1995;200.0
9622;Inland shipping: recreation;Carbon dioxide (CO2);2000;200.0
9623;Inland shipping: recreation;Carbon dioxide (CO2);2001;200.0
9624;Inland shipping: recreation;Carbon dioxide (CO2);2002;200.0
9625;Inland shipping: recreation;Carbon dioxide (CO2);2003;200.0
9626;Inland shipping: recreation;Carbon dioxide (CO2);2004;200.0
9627;Inland shipping: recreation;Carbon dioxide (CO2);2005;200.0
9628;Inland shipping: recreation;Carbon dioxide (CO2);2006;200.0
9629;Inland shipping: recreation;Carbon dioxide (CO2);2007;200.0
9630;Inland shipping: recreation;Carbon dioxide (CO2);2008;200.0
9631;Inland shipping: recreation;Carbon dioxide (CO2);2009;200.0
9632;Inland shipping: recreation;Carbon dioxide (CO2);2010;200.0
9633;Inland shipping: recreation;Carbon dioxide (CO2);2011;200.0
9634;Inland shipping: recreation;Carbon dioxide (CO2);2012;200.0
9635;Inland shipping: recreation;Carbon dioxide (CO2);2013;200.0
9636;Inland shipping: recreation;Carbon dioxide (CO2);2014;200.0
9637;Inland shipping: recreation;Carbon dioxide (CO2);2015;200.0
9638;Inland shipping: recreation;Carbon dioxide (CO2);2016;200.0
9639;Inland shipping: recreation;Carbon dioxide (CO2);2017;200.0
9640;Inland shipping: recreation;Carbon dioxide (CO2);2018;200.0
9641;Inland shipping: recreation;Carbon dioxide (CO2);2019;200.0
9642;Inland shipping: recreation;Carbon dioxide (CO2);2020;200.0
9643;Inland shipping: recreation;Carbon dioxide (CO2);2021;200.0
9644;Inland shipping: recreation;Carbon dioxide (CO2);2022;200.0
9645;Inland shipping: recreation;Carbon dioxide (CO2);2023;200.0
9646;Inland shipping: recreation;Methane (CH4);1990;0.0
9647;Inland shipping: recreation;Methane (CH4);1995;0.0
9648;Inland shipping: recreation;Methane (CH4);2000;0.0
9649;Inland shipping: recreation;Methane (CH4);2001;0.0
9650;Inland shipping: recreation;Methane (CH4);2002;0.0
9651;Inland shipping: recreation;Methane (CH4);2003;0.0
9652;Inland shipping: recreation;Methane (CH4);2004;0.0
9653;Inland shipping: recreation;Methane (CH4);2005;0.0
9654;Inland shipping: recreation;Methane (CH4);2006;0.0
9655;Inland shipping: recreation;Methane (CH4);2007;0.0
9656;Inland shipping: recreation;Methane (CH4);2008;0.0
9657;Inland shipping: recreation;Methane (CH4);2009;0.0
9658;Inland shipping: recreation;Methane (CH4);2010;0.0
9659;Inland shipping: recreation;Methane (CH4);2011;0.0
9660;Inland shipping: recreation;Methane (CH4);2012;0.0
9661;Inland shipping: recreation;Methane (CH4);2013;0.0
9662;Inland shipping: recreation;Methane (CH4);2014;0.0
9663;Inland shipping: recreation;Methane (CH4);2015;0.0
9664;Inland shipping: recreation;Methane (CH4);2016;0.0
9665;Inland shipping: recreation;Methane (CH4);2017;0.0
9666;Inland shipping: recreation;Methane (CH4);2018;0.0
9667;Inland shipping: recreation;Methane (CH4);2019;0.0
9668;Inland shipping: recreation;Methane (CH4);2020;0.0
9669;Inland shipping: recreation;Methane (CH4);2021;0.0
9670;Inland shipping: recreation;Methane (CH4);2022;0.0
9671;Inland shipping: recreation;Methane (CH4);2023;0.0
9672;Inland shipping: recreation;Dinitrogen oxide (N2O);1990;0.0
9673;Inland shipping: recreation;Dinitrogen oxide (N2O);1995;0.0
9674;Inland shipping: recreation;Dinitrogen oxide (N2O);2000;0.0
9675;Inland shipping: recreation;Dinitrogen oxide (N2O);2001;0.0
9676;Inland shipping: recreation;Dinitrogen oxide (N2O);2002;0.0
9677;Inland shipping: recreation;Dinitrogen oxide (N2O);2003;0.0
9678;Inland shipping: recreation;Dinitrogen oxide (N2O);2004;0.0
9679;Inland shipping: recreation;Dinitrogen oxide (N2O);2005;0.0
9680;Inland shipping: recreation;Dinitrogen oxide (N2O);2006;0.0
