ID;CPA;Period;PriceIndex_1;QuarterlyChanges_2;YearlyChanges_3
3896;7420B Total engineering services;2009 2nd quarter;110.9;0.5;2.7
3897;7420B Total engineering services;2009 3rd quarter;110.3;-0.6;1.4
3898;7420B Total engineering services;2009 4th quarter;110.5;0.2;1.5
3899;7420B Total engineering services;2009 year average;110.5;;2.1
3900;7420B Total engineering services;2010 1st quarter;112.0;1.4;1.5
3901;7420B Total engineering services;2010 2nd quarter;110.7;-1.2;-0.2
3902;7420B Total engineering services;2010 3rd quarter;110.7;0.0;0.4
3903;7420B Total engineering services;2010 4th quarter;110.4;-0.3;-0.1
3904;7420B Total engineering services;2010 year average;110.9;;0.4
3905;7420B Total engineering services;2011 1st quarter;112.3;1.7;0.2
3906;7420B Total engineering services;2011 2nd quarter;112.9;0.5;2.0
3907;7420B Total engineering services;2011 3rd quarter;112.9;0.0;2.0
3908;7420B Total engineering services;2011 4th quarter;114.0;1.0;3.3
3909;7420B Total engineering services;2011 year average;113.0;;1.9
3910;7420BA Construction services;2002 4th quarter;91.9;;
3911;7420BA Construction services;2003 1st quarter;91.7;-0.2;
3912;7420BA Construction services;2003 2nd quarter;95.0;3.6;
3913;7420BA Construction services;2003 3rd quarter;97.0;2.1;
3914;7420BA Construction services;2003 4th quarter;94.9;-2.2;3.2
3915;7420BA Construction services;2003 year average;94.6;;
3916;7420BA Construction services;2004 1st quarter;94.7;-0.1;3.3
3917;7420BA Construction services;2004 2nd quarter;92.6;-2.3;-2.6
3918;7420BA Construction services;2004 3rd quarter;96.3;4.1;-0.6
3919;7420BA Construction services;2004 4th quarter;97.2;0.9;2.4
3920;7420BA Construction services;2004 year average;95.2;;0.6
3921;7420BA Construction services;2005 1st quarter;97.6;0.4;3.0
3922;7420BA Construction services;2005 2nd quarter;97.6;0.1;5.5
3923;7420BA Construction services;2005 3rd quarter;99.0;1.4;2.8
3924;7420BA Construction services;2005 4th quarter;98.7;-0.3;1.6
3925;7420BA Construction services;2005 year average;98.2;;3.2
3926;7420BA Construction services;2006 1st quarter;97.1;-1.6;-0.5
3927;7420BA Construction services;2006 2nd quarter;99.9;2.9;2.3
3928;7420BA Construction services;2006 3rd quarter;100.8;0.9;1.8
3929;7420BA Construction services;2006 4th quarter;102.1;1.3;3.5
3930;7420BA Construction services;2006 year average;100.0;;1.8
3931;7420BA Construction services;2007 1st quarter;103.4;1.2;6.5
3932;7420BA Construction services;2007 2nd quarter;104.4;1.0;4.5
3933;7420BA Construction services;2007 3rd quarter;106.6;2.1;5.7
3934;7420BA Construction services;2007 4th quarter;106.1;-0.5;3.9
3935;7420BA Construction services;2007 year average;105.1;;5.1
3936;7420BA Construction services;2008 1st quarter;106.5;0.4;3.0
3937;7420BA Construction services;2008 2nd quarter;109.9;3.2;5.2
3938;7420BA Construction services;2008 3rd quarter;111.5;1.4;4.5
3939;7420BA Construction services;2008 4th quarter;110.9;-0.5;4.6
3940;7420BA Construction services;2008 year average;109.7;;4.3
3941;7420BA Construction services;2009 1st quarter;111.0;0.1;4.3
3942;7420BA Construction services;2009 2nd quarter;111.1;0.0;1.1
3943;7420BA Construction services;2009 3rd quarter;110.7;-0.4;-0.7
3944;7420BA Construction services;2009 4th quarter;108.5;-2.0;-2.2
3945;7420BA Construction services;2009 year average;110.3;;0.6
3946;7420BA Construction services;2010 1st quarter;110.7;2.0;-0.3
3947;7420BA Construction services;2010 2nd quarter;110.5;-0.1;-0.5
3948;7420BA Construction services;2010 3rd quarter;110.6;0.1;0.0
3949;7420BA Construction services;2010 4th quarter;111.5;0.8;2.8
3950;7420BA Construction services;2010 year average;110.9;;0.5
3951;7420BA Construction services;2011 1st quarter;108.7;-2.5;-1.8
3952;7420BA Construction services;2011 2nd quarter;109.5;0.7;-0.9
3953;7420BA Construction services;2011 3rd quarter;113.3;3.5;2.4
3954;7420BA Construction services;2011 4th quarter;113.2;-0.1;1.5
3955;7420BA Construction services;2011 year average;111.2;;0.3
3956;7420BB Technical installments;2002 4th quarter;90.4;;
3957;7420BB Technical installments;2003 1st quarter;93.1;3.0;
3958;7420BB Technical installments;2003 2nd quarter;93.6;0.5;
3959;7420BB Technical installments;2003 3rd quarter;92.9;-0.7;
3960;7420BB Technical installments;2003 4th quarter;91.1;-2.0;0.8
3961;7420BB Technical installments;2003 year average;92.7;;
3962;7420BB Technical installments;2004 1st quarter;95.2;4.5;2.2
3963;7420BB Technical installments;2004 2nd quarter;95.2;0.0;1.7
3964;7420BB Technical installments;2004 3rd quarter;97.6;2.5;5.0
3965;7420BB Technical installments;2004 4th quarter;97.7;0.1;7.2
3966;7420BB Technical installments;2004 year average;96.4;;4.0
3967;7420BB Technical installments;2005 1st quarter;96.9;-0.9;1.8
3968;7420BB Technical installments;2005 2nd quarter;98.7;1.9;3.6
3969;7420BB Technical installments;2005 3rd quarter;97.2;-1.5;-0.5
3970;7420BB Technical installments;2005 4th quarter;97.4;0.2;-0.3
3971;7420BB Technical installments;2005 year average;97.5;;1.1
3972;7420BB Technical installments;2006 1st quarter;98.8;1.4;2.0
3973;7420BB Technical installments;2006 2nd quarter;100.6;1.9;2.0
3974;7420BB Technical installments;2006 3rd quarter;100.0;-0.6;3.0
3975;7420BB Technical installments;2006 4th quarter;100.5;0.5;3.2
3976;7420BB Technical installments;2006 year average;100.0;;2.5
3977;7420BB Technical installments;2007 1st quarter;102.1;1.6;3.3
3978;7420BB Technical installments;2007 2nd quarter;102.4;0.3;1.8
3979;7420BB Technical installments;2007 3rd quarter;104.8;2.3;4.7
3980;7420BB Technical installments;2007 4th quarter;103.9;-0.8;3.4
3981;7420BB Technical installments;2007 year average;103.3;;3.3
3982;7420BB Technical installments;2008 1st quarter;107.6;3.6;5.4
3983;7420BB Technical installments;2008 2nd quarter;108.4;0.7;5.8
3984;7420BB Technical installments;2008 3rd quarter;108.3;-0.1;3.4
3985;7420BB Technical installments;2008 4th quarter;108.3;0.0;4.2
3986;7420BB Technical installments;2008 year average;108.1;;4.7
3987;7420BB Technical installments;2009 1st quarter;108.5;0.2;0.9
3988;7420BB Technical installments;2009 2nd quarter;108.9;0.3;0.5
3989;7420BB Technical installments;2009 3rd quarter;108.2;-0.7;-0.1
3990;7420BB Technical installments;2009 4th quarter;108.9;0.6;0.5
3991;7420BB Technical installments;2009 year average;108.6;;0.4
3992;7420BB Technical installments;2010 1st quarter;111.0;2.0;2.3
3993;7420BB Technical installments;2010 2nd quarter;109.3;-1.5;0.4
3994;7420BB Technical installments;2010 3rd quarter;108.7;-0.6;0.5
3995;7420BB Technical installments;2010 4th quarter;108.6;-0.1;-0.2
3996;7420BB Technical installments;2010 year average;109.4;;0.7
3997;7420BB Technical installments;2011 1st quarter;111.6;2.8;0.6
3998;7420BB Technical installments;2011 2nd quarter;112.2;0.5;2.6
3999;7420BB Technical installments;2011 3rd quarter;111.3;-0.7;2.4
4000;7420BB Technical installments;2011 4th quarter;112.4;1.0;3.5
4001;7420BB Technical installments;2011 year average;111.9;;2.3
4002;7420BC Other engineering activities..;2002 4th quarter;92.2;;
4003;7420BC Other engineering activities..;2003 1st quarter;91.9;-0.3;
4004;7420BC Other engineering activities..;2003 2nd quarter;95.7;4.1;
4005;7420BC Other engineering activities..;2003 3rd quarter;96.8;1.1;
4006;7420BC Other engineering activities..;2003 4th quarter;96.1;-0.7;4.2
4007;7420BC Other engineering activities..;2003 year average;95.1;;
4008;7420BC Other engineering activities..;2004 1st quarter;97.3;1.3;5.9
4009;7420BC Other engineering activities..;2004 2nd quarter;99.5;2.3;3.9
4010;7420BC Other engineering activities..;2004 3rd quarter;97.9;-1.6;1.1
4011;7420BC Other engineering activities..;2004 4th quarter;100.5;2.7;4.6
4012;7420BC Other engineering activities..;2004 year average;98.8;;3.9
4013;7420BC Other engineering activities..;2005 1st quarter;100.0;-0.5;2.8
4014;7420BC Other engineering activities..;2005 2nd quarter;100.6;0.6;1.1
4015;7420BC Other engineering activities..;2005 3rd quarter;99.0;-1.6;1.1
4016;7420BC Other engineering activities..;2005 4th quarter;99.5;0.5;-1.0
4017;7420BC Other engineering activities..;2005 year average;99.8;;1.0
4018;7420BC Other engineering activities..;2006 1st quarter;99.7;0.2;-0.3
4019;7420BC Other engineering activities..;2006 2nd quarter;99.0;-0.7;-1.6
4020;7420BC Other engineering activities..;2006 3rd quarter;100.3;1.4;1.4
4021;7420BC Other engineering activities..;2006 4th quarter;101.0;0.7;1.5
4022;7420BC Other engineering activities..;2006 year average;100.0;;0.2
4023;7420BC Other engineering activities..;2007 1st quarter;102.4;1.4;2.7
4024;7420BC Other engineering activities..;2007 2nd quarter;103.8;1.4;4.9
4025;7420BC Other engineering activities..;2007 3rd quarter;103.2;-0.6;2.9
4026;7420BC Other engineering activities..;2007 4th quarter;102.2;-0.9;1.2
4027;7420BC Other engineering activities..;2007 year average;102.9;;2.9
4028;7420BC Other engineering activities..;2008 1st quarter;106.6;4.3;4.1
4029;7420BC Other engineering activities..;2008 2nd quarter;106.9;0.2;2.9
4030;7420BC Other engineering activities..;2008 3rd quarter;108.5;1.5;5.2
4031;7420BC Other engineering activities..;2008 4th quarter;108.9;0.3;6.5
4032;7420BC Other engineering activities..;2008 year average;107.7;;4.7
4033;7420BC Other engineering activities..;2009 1st quarter;112.9;3.7;5.9
4034;7420BC Other engineering activities..;2009 2nd quarter;113.8;0.9;6.5
4035;7420BC Other engineering activities..;2009 3rd quarter;113.2;-0.5;4.3
4036;7420BC Other engineering activities..;2009 4th quarter;113.6;0.3;4.3
4037;7420BC Other engineering activities..;2009 year average;113.4;;5.3
4038;7420BC Other engineering activities..;2010 1st quarter;114.0;0.3;1.0
4039;7420BC Other engineering activities..;2010 2nd quarter;112.7;-1.1;-1.0
4040;7420BC Other engineering activities..;2010 3rd quarter;113.5;0.7;0.3
4041;7420BC Other engineering activities..;2010 4th quarter;112.5;-0.9;-0.9
4042;7420BC Other engineering activities..;2010 year average;113.2;;-0.2
4043;7420BC Other engineering activities..;2011 1st quarter;114.5;1.7;0.4
4044;7420BC Other engineering activities..;2011 2nd quarter;115.1;0.6;2.2
4045;7420BC Other engineering activities..;2011 3rd quarter;115.0;-0.1;1.3
4046;7420BC Other engineering activities..;2011 4th quarter;116.7;1.4;3.7
4047;7420BC Other engineering activities..;2011 year average;115.3;;1.9
4048;7430 Total technical testing and ana..;2002 4th quarter;;;
4049;7430 Total technical testing and ana..;2003 1st quarter;;;
4050;7430 Total technical testing and ana..;2003 2nd quarter;;;
4051;7430 Total technical testing and ana..;2003 3rd quarter;;;
4052;7430 Total technical testing and ana..;2003 4th quarter;;;
4053;7430 Total technical testing and ana..;2003 year average;;;
4054;7430 Total technical testing and ana..;2004 1st quarter;;;
4055;7430 Total technical testing and ana..;2004 2nd quarter;;;
4056;7430 Total technical testing and ana..;2004 3rd quarter;;;
4057;7430 Total technical testing and ana..;2004 4th quarter;;;
4058;7430 Total technical testing and ana..;2004 year average;;;
4059;7430 Total technical testing and ana..;2005 1st quarter;;;
4060;7430 Total technical testing and ana..;2005 2nd quarter;;;
4061;7430 Total technical testing and ana..;2005 3rd quarter;;;
4062;7430 Total technical testing and ana..;2005 4th quarter;;;
4063;7430 Total technical testing and ana..;2005 year average;;;
4064;7430 Total technical testing and ana..;2006 1st quarter;100.1;;
4065;7430 Total technical testing and ana..;2006 2nd quarter;99.7;-0.4;
4066;7430 Total technical testing and ana..;2006 3rd quarter;99.7;0.0;
4067;7430 Total technical testing and ana..;2006 4th quarter;100.5;0.7;
4068;7430 Total technical testing and ana..;2006 year average;100.0;;
4069;7430 Total technical testing and ana..;2007 1st quarter;100.9;0.4;0.8
4070;7430 Total technical testing and ana..;2007 2nd quarter;100.9;0.0;1.2
4071;7430 Total technical testing and ana..;2007 3rd quarter;100.8;0.0;1.1
4072;7430 Total technical testing and ana..;2007 4th quarter;100.1;-0.7;-0.4
4073;7430 Total technical testing and ana..;2007 year average;100.7;;0.7
4074;7430 Total technical testing and ana..;2008 1st quarter;100.3;0.3;-0.5
4075;7430 Total technical testing and ana..;2008 2nd quarter;100.7;0.3;-0.2
4076;7430 Total technical testing and ana..;2008 3rd quarter;100.6;-0.1;-0.2
4077;7430 Total technical testing and ana..;2008 4th quarter;100.7;0.1;0.6
4078;7430 Total technical testing and ana..;2008 year average;100.6;;-0.1
4079;7430 Total technical testing and ana..;2009 1st quarter;103.2;2.5;2.9
4080;7430 Total technical testing and ana..;2009 2nd quarter;102.6;-0.6;1.9
4081;7430 Total technical testing and ana..;2009 3rd quarter;102.2;-0.4;1.5
4082;7430 Total technical testing and ana..;2009 4th quarter;101.5;-0.6;0.8
4083;7430 Total technical testing and ana..;2009 year average;102.4;;1.8
4084;7430 Total technical testing and ana..;2010 1st quarter;101.7;0.2;-1.4
4085;7430 Total technical testing and ana..;2010 2nd quarter;101.3;-0.4;-1.3
4086;7430 Total technical testing and ana..;2010 3rd quarter;100.9;-0.4;-1.3
4087;7430 Total technical testing and ana..;2010 4th quarter;101.2;0.3;-0.3
4088;7430 Total technical testing and ana..;2010 year average;101.3;;-1.1
4089;7430 Total technical testing and ana..;2011 1st quarter;100.0;-1.2;-1.7
4090;7430 Total technical testing and ana..;2011 2nd quarter;99.3;-0.7;-2.0
4091;7430 Total technical testing and ana..;2011 3rd quarter;98.6;-0.6;-2.2
4092;7430 Total technical testing and ana..;2011 4th quarter;97.7;-0.9;-3.5
4093;7430 Total technical testing and ana..;2011 year average;98.9;;-2.4
4094;7430A Testing and measuring of environ..;2002 4th quarter;;;
4095;7430A Testing and measuring of environ..;2003 1st quarter;;;
4096;7430A Testing and measuring of environ..;2003 2nd quarter;;;
4097;7430A Testing and measuring of environ..;2003 3rd quarter;;;
4098;7430A Testing and measuring of environ..;2003 4th quarter;;;
4099;7430A Testing and measuring of environ..;2003 year average;;;
4100;7430A Testing and measuring of environ..;2004 1st quarter;;;
4101;7430A Testing and measuring of environ..;2004 2nd quarter;;;
4102;7430A Testing and measuring of environ..;2004 3rd quarter;;;
4103;7430A Testing and measuring of environ..;2004 4th quarter;;;
4104;7430A Testing and measuring of environ..;2004 year average;;;
4105;7430A Testing and measuring of environ..;2005 1st quarter;;;
4106;7430A Testing and measuring of environ..;2005 2nd quarter;;;
4107;7430A Testing and measuring of environ..;2005 3rd quarter;;;
4108;7430A Testing and measuring of environ..;2005 4th quarter;;;
4109;7430A Testing and measuring of environ..;2005 year average;;;
4110;7430A Testing and measuring of environ..;2006 1st quarter;98.9;;
4111;7430A Testing and measuring of environ..;2006 2nd quarter;99.9;1.1;
4112;7430A Testing and measuring of environ..;2006 3rd quarter;100.2;0.3;
4113;7430A Testing and measuring of environ..;2006 4th quarter;100.9;0.7;
4114;7430A Testing and measuring of environ..;2006 year average;100.0;;
4115;7430A Testing and measuring of environ..;2007 1st quarter;102.4;1.4;3.5
4116;7430A Testing and measuring of environ..;2007 2nd quarter;103.2;0.8;3.2
4117;7430A Testing and measuring of environ..;2007 3rd quarter;104.4;1.2;4.2
4118;7430A Testing and measuring of environ..;2007 4th quarter;104.5;0.0;3.5
4119;7430A Testing and measuring of environ..;2007 year average;103.6;;3.6
4120;7430A Testing and measuring of environ..;2008 1st quarter;104.5;0.0;2.1
4121;7430A Testing and measuring of environ..;2008 2nd quarter;105.1;0.6;1.9
4122;7430A Testing and measuring of environ..;2008 3rd quarter;105.1;0.0;0.7
