ID;RegioIndeling2015;Perioden;Levendgeborenen_1;Overledenen_2;Immigratie_3;EmigratieInclusiefCorrecties_4;VestigersUitAndereGemeente_5;VertrekkersNaarAndereGemeente_6;Woningbouwveronderstellingen_7;BevolkingAanHetEindVanDePeriode_8
1126;Korendijk;2020 tot 2025;0.5;0.5;0.1;0.1;1.4;1.6;;10.3
1127;Korendijk;2025 tot 2030;0.5;0.5;0.1;0.1;1.3;1.6;;10.0
1128;Korendijk;2030 tot 2035;0.5;0.5;0.1;0.1;1.4;1.5;;9.8
1129;Korendijk;2035 tot 2040;0.5;0.5;0.1;0.1;1.4;1.5;;9.7
1130;Krimpen aan den IJssel;2015 tot 2020;1.5;1.4;0.5;0.3;5.5;5.4;;29.4
1131;Krimpen aan den IJssel;2020 tot 2025;1.6;1.6;0.5;0.3;5.6;5.7;;29.4
1132;Krimpen aan den IJssel;2025 tot 2030;1.6;1.7;0.5;0.3;5.7;5.7;;29.6
1133;Krimpen aan den IJssel;2030 tot 2035;1.6;1.7;0.5;0.3;5.9;5.8;;29.8
1134;Krimpen aan den IJssel;2035 tot 2040;1.5;1.8;0.5;0.3;6.1;5.7;;30.0
1135;Krimpenerwaard;2015 tot 2020;2.6;2.2;1.7;1.0;9.6;9.7;;55.1
1136;Krimpenerwaard;2020 tot 2025;2.9;2.7;1.6;1.2;9.9;10.0;;55.6
1137;Krimpenerwaard;2025 tot 2030;2.9;3.1;1.6;1.3;10.0;10.1;;55.8
1138;Krimpenerwaard;2030 tot 2035;2.8;3.2;1.7;1.3;10.0;10.0;;55.8
1139;Krimpenerwaard;2035 tot 2040;2.7;3.3;1.6;1.3;10.0;10.0;;55.6
1140;Laarbeek;2015 tot 2020;1.0;0.9;0.5;0.3;3.4;2.9;;22.6
1141;Laarbeek;2020 tot 2025;1.0;1.1;0.5;0.4;3.4;3.1;;23.0
1142;Laarbeek;2025 tot 2030;1.1;1.2;0.5;0.4;3.5;3.2;;23.3
1143;Laarbeek;2030 tot 2035;1.2;1.3;0.5;0.4;3.6;3.2;;23.6
1144;Laarbeek;2035 tot 2040;1.1;1.4;0.5;0.4;4.3;3.3;;24.3
1145;Landerd;2015 tot 2020;0.7;0.6;0.4;0.2;2.3;2.5;;15.4
1146;Landerd;2020 tot 2025;0.7;0.7;0.4;0.3;2.4;2.6;;15.2
1147;Landerd;2025 tot 2030;0.8;0.8;0.4;0.3;2.4;2.6;;15.1
1148;Landerd;2030 tot 2035;0.8;0.9;0.4;0.3;2.4;2.5;;14.9
1149;Landerd;2035 tot 2040;0.7;1.0;0.4;0.3;2.4;2.5;;14.6
1150;Landgraaf;2015 tot 2020;1.4;1.9;0.9;0.8;8.1;8.7;;36.5
1151;Landgraaf;2020 tot 2025;1.3;2.1;0.8;0.9;8.2;8.4;;35.3
1152;Landgraaf;2025 tot 2030;1.3;2.2;0.8;0.9;9.1;8.3;;35.0
1153;Landgraaf;2030 tot 2035;1.3;2.3;0.8;0.9;8.5;8.2;;34.1
1154;Landgraaf;2035 tot 2040;1.2;2.4;0.7;0.9;8.0;8.0;;32.8
1155;Landsmeer;2015 tot 2020;0.5;0.5;0.3;0.2;2.8;2.2;;11.7
1156;Landsmeer;2020 tot 2025;0.6;0.5;0.3;0.2;2.0;2.1;;11.8
1157;Landsmeer;2025 tot 2030;0.6;0.5;0.3;0.3;2.3;2.1;;12.1
1158;Landsmeer;2030 tot 2035;0.6;0.6;0.3;0.3;2.4;2.2;;12.5
1159;Landsmeer;2035 tot 2040;0.6;0.6;0.3;0.3;2.5;2.3;;12.7
1160;Langedijk;2015 tot 2020;1.3;0.9;0.6;0.4;6.7;6.6;;27.9
1161;Langedijk;2020 tot 2025;1.4;1.1;0.6;0.5;5.8;6.6;;27.6
1162;Langedijk;2025 tot 2030;1.4;1.2;0.6;0.5;5.2;5.8;;27.2
1163;Langedijk;2030 tot 2035;1.3;1.3;0.6;0.5;5.4;5.7;;27.1
1164;Langedijk;2035 tot 2040;1.4;1.4;0.6;0.5;5.3;5.6;;26.8
1165;Lansingerland;2015 tot 2020;3.3;1.8;1.6;1.6;12.7;10.3;;62.0
1166;Lansingerland;2020 tot 2025;3.5;2.0;1.6;2.0;13.3;11.2;;65.1
1167;Lansingerland;2025 tot 2030;3.4;2.3;1.6;2.0;11.2;11.5;;65.5
1168;Lansingerland;2030 tot 2035;3.3;2.5;1.6;2.0;11.6;11.6;;65.9
1169;Lansingerland;2035 tot 2040;3.3;2.8;1.6;2.0;11.9;11.5;;66.5
1170;Laren (NH.);2015 tot 2020;0.3;0.9;0.5;0.5;3.0;2.5;;10.9
1171;Laren (NH.);2020 tot 2025;0.4;0.7;0.4;0.5;2.7;2.6;;10.6
1172;Laren (NH.);2025 tot 2030;0.5;0.7;0.4;0.5;3.0;2.7;;10.6
1173;Laren (NH.);2030 tot 2035;0.5;0.7;0.4;0.5;2.8;2.6;;10.5
1174;Laren (NH.);2035 tot 2040;0.4;0.7;0.4;0.5;2.9;2.5;;10.5
1175;Leek;2015 tot 2020;0.8;0.9;0.7;0.5;4.1;3.9;;19.7
1176;Leek;2020 tot 2025;0.8;1.0;0.6;0.6;3.9;4.1;;19.5
1177;Leek;2025 tot 2030;0.9;1.0;0.6;0.6;4.2;4.1;;19.5
1178;Leek;2030 tot 2035;1.0;1.1;0.6;0.6;4.3;4.1;;19.7
1179;Leek;2035 tot 2040;1.0;1.1;0.6;0.6;4.4;4.0;;19.8
1180;Leerdam;2015 tot 2020;1.1;1.1;0.4;0.5;4.4;3.8;;21.2
1181;Leerdam;2020 tot 2025;1.2;1.0;0.4;0.5;4.4;4.0;;21.7
1182;Leerdam;2025 tot 2030;1.3;1.0;0.4;0.5;4.4;4.0;;22.2
1183;Leerdam;2030 tot 2035;1.2;1.0;0.4;0.5;4.2;4.0;;22.5
1184;Leerdam;2035 tot 2040;1.2;1.1;0.4;0.5;4.2;4.0;;22.7
1185;Leeuwarden;2015 tot 2020;6.4;4.8;7.0;6.0;31.0;29.6;;111.6
1186;Leeuwarden;2020 tot 2025;7.0;5.0;6.9;6.6;32.5;31.4;;114.9
1187;Leeuwarden;2025 tot 2030;7.4;5.4;6.8;6.6;32.0;31.7;;117.3
1188;Leeuwarden;2030 tot 2035;7.3;5.8;6.7;6.6;32.0;31.6;;119.4
1189;Leeuwarden;2035 tot 2040;7.0;6.2;6.6;6.4;31.7;31.7;;120.3
1190;Leeuwarderadeel;2015 tot 2020;0.4;0.4;0.1;0.1;1.8;1.9;;10.1
1191;Leeuwarderadeel;2020 tot 2025;0.4;0.5;0.1;0.1;1.9;2.0;;9.9
1192;Leeuwarderadeel;2025 tot 2030;0.5;0.5;0.1;0.1;1.9;2.0;;9.8
1193;Leeuwarderadeel;2030 tot 2035;0.5;0.6;0.1;0.1;2.2;2.0;;9.9
1194;Leeuwarderadeel;2035 tot 2040;0.5;0.6;0.1;0.1;2.1;2.1;;9.9
1195;Leiden;2015 tot 2020;6.4;4.5;16.2;13.3;38.5;36.9;;128.0
1196;Leiden;2020 tot 2025;7.4;4.6;15.4;14.5;39.5;38.2;;133.0
1197;Leiden;2025 tot 2030;8.0;5.0;15.3;14.7;39.9;39.6;;136.9
1198;Leiden;2030 tot 2035;7.9;5.4;15.3;14.6;40.2;40.4;;139.9
1199;Leiden;2035 tot 2040;7.8;5.9;15.5;14.6;40.4;40.6;;142.5
1200;Leiderdorp;2015 tot 2020;1.3;1.1;1.5;0.8;6.4;5.5;;28.6
1201;Leiderdorp;2020 tot 2025;1.6;1.3;1.1;0.9;6.2;6.0;;29.3
1202;Leiderdorp;2025 tot 2030;1.7;1.5;1.0;1.0;5.8;6.1;;29.4
1203;Leiderdorp;2030 tot 2035;1.6;1.6;1.0;0.9;6.0;5.9;;29.6
1204;Leiderdorp;2035 tot 2040;1.6;1.7;1.0;0.9;6.1;5.9;;29.8
1205;Leidschendam-Voorburg;2015 tot 2020;4.0;3.7;4.3;4.3;21.5;19.1;;76.7
1206;Leidschendam-Voorburg;2020 tot 2025;4.5;4.3;4.2;4.9;23.1;19.9;;79.4
1207;Leidschendam-Voorburg;2025 tot 2030;4.8;4.6;4.4;5.2;24.0;21.1;;81.6
1208;Leidschendam-Voorburg;2030 tot 2035;4.9;4.8;4.6;5.3;24.0;22.0;;82.9
1209;Leidschendam-Voorburg;2035 tot 2040;4.8;5.0;4.7;5.4;24.0;22.6;;83.5
1210;Lelystad;2015 tot 2020;4.2;2.9;3.2;2.0;13.0;13.2;;78.7
1211;Lelystad;2020 tot 2025;4.1;3.2;2.9;2.1;12.8;13.3;;79.8
1212;Lelystad;2025 tot 2030;4.0;3.7;2.8;2.2;11.7;13.9;;78.6
1213;Lelystad;2030 tot 2035;3.8;4.1;2.6;2.0;11.8;13.6;;76.9
1214;Lelystad;2035 tot 2040;3.6;4.4;2.5;2.0;12.0;13.0;;75.6
1215;Leudal;2015 tot 2020;1.3;1.8;2.4;0.9;6.8;8.0;;36.0
1216;Leudal;2020 tot 2025;1.2;1.9;1.6;1.0;7.0;7.8;;35.1
1217;Leudal;2025 tot 2030;1.3;2.1;1.6;1.0;6.8;6.8;;34.9
1218;Leudal;2030 tot 2035;1.3;2.3;1.5;1.0;6.2;6.5;;34.2
1219;Leudal;2035 tot 2040;1.3;2.5;1.5;0.9;6.2;6.3;;33.4
1220;Leusden;2015 tot 2020;1.3;1.2;0.5;0.4;5.6;5.2;;29.7
1221;Leusden;2020 tot 2025;1.3;1.3;0.5;0.4;5.7;5.4;;30.1
1222;Leusden;2025 tot 2030;1.3;1.5;0.5;0.5;6.0;5.5;;30.6
1223;Leusden;2030 tot 2035;1.4;1.6;0.5;0.5;6.2;5.5;;31.1
1224;Leusden;2035 tot 2040;1.4;1.7;0.5;0.5;6.0;5.5;;31.4
1225;Lingewaal;2015 tot 2020;0.6;0.4;0.2;0.1;2.2;1.9;;11.7
1226;Lingewaal;2020 tot 2025;0.7;0.4;0.2;0.2;2.1;2.1;;12.0
1227;Lingewaal;2025 tot 2030;0.7;0.5;0.2;0.2;2.0;2.2;;12.1
1228;Lingewaal;2030 tot 2035;0.7;0.5;0.2;0.2;2.0;2.2;;12.2
1229;Lingewaal;2035 tot 2040;0.7;0.5;0.2;0.2;2.1;2.2;;12.3
1230;Lingewaard;2015 tot 2020;1.8;1.8;0.9;0.7;7.7;7.6;;46.1
1231;Lingewaard;2020 tot 2025;1.7;2.1;0.9;0.8;8.3;8.0;;46.1
1232;Lingewaard;2025 tot 2030;1.8;2.4;0.9;0.8;8.3;8.2;;45.8
1233;Lingewaard;2030 tot 2035;1.9;2.6;0.9;0.8;8.6;8.1;;45.7
1234;Lingewaard;2035 tot 2040;1.9;2.9;0.9;0.8;8.9;8.1;;45.7
1235;Lisse;2015 tot 2020;1.1;1.0;0.8;0.8;4.7;4.0;;23.4
1236;Lisse;2020 tot 2025;1.3;1.1;0.8;0.9;4.7;4.2;;24.0
1237;Lisse;2025 tot 2030;1.4;1.2;0.8;1.0;4.4;4.2;;24.3
1238;Lisse;2030 tot 2035;1.4;1.2;0.8;1.0;4.6;4.2;;24.6
1239;Lisse;2035 tot 2040;1.3;1.3;0.8;1.0;4.5;4.2;;24.7
1240;Littenseradiel;2015 tot 2020;0.5;0.4;0.1;0.2;2.3;2.1;;11.0
1241;Littenseradiel;2020 tot 2025;0.5;0.4;0.1;0.2;2.3;2.3;;11.0
1242;Littenseradiel;2025 tot 2030;0.6;0.5;0.1;0.2;2.2;2.3;;10.8
1243;Littenseradiel;2030 tot 2035;0.6;0.5;0.1;0.2;2.1;2.2;;10.7
1244;Littenseradiel;2035 tot 2040;0.6;0.6;0.1;0.2;2.4;2.2;;10.8
1245;Lochem;2015 tot 2020;1.2;2.0;0.6;0.4;7.9;7.0;;33.5
1246;Lochem;2020 tot 2025;1.4;2.0;0.5;0.5;8.0;7.5;;33.4
1247;Lochem;2025 tot 2030;1.4;2.0;0.5;0.5;8.0;7.3;;33.5
1248;Lochem;2030 tot 2035;1.4;2.1;0.5;0.5;8.0;7.2;;33.6
1249;Lochem;2035 tot 2040;1.4;2.1;0.5;0.5;8.0;7.2;;33.6
1250;Loon op Zand;2015 tot 2020;1.0;1.2;0.6;0.4;4.5;4.1;;23.4
1251;Loon op Zand;2020 tot 2025;1.1;1.2;0.6;0.5;4.5;4.5;;23.4
1252;Loon op Zand;2025 tot 2030;1.2;1.2;0.6;0.5;4.5;4.6;;23.3
1253;Loon op Zand;2030 tot 2035;1.1;1.3;0.6;0.5;4.4;4.5;;23.2
1254;Loon op Zand;2035 tot 2040;1.1;1.3;0.6;0.5;4.7;4.5;;23.2
1255;Lopik;2015 tot 2020;0.6;0.4;0.2;0.3;2.4;2.3;;14.3
1256;Lopik;2020 tot 2025;0.6;0.5;0.2;0.3;1.9;2.4;;13.8
1257;Lopik;2025 tot 2030;0.6;0.6;0.2;0.3;1.9;2.3;;13.3
1258;Lopik;2030 tot 2035;0.6;0.6;0.1;0.3;2.1;2.2;;13.1
1259;Lopik;2035 tot 2040;0.6;0.7;0.1;0.3;2.1;2.1;;12.8
1260;Loppersum;2015 tot 2020;0.5;0.5;0.3;0.2;2.2;2.3;;10.1
1261;Loppersum;2020 tot 2025;0.5;0.5;0.3;0.2;2.1;2.2;;10.2
1262;Loppersum;2025 tot 2030;0.5;0.5;0.3;0.2;2.0;2.1;;10.2
1263;Loppersum;2030 tot 2035;0.5;0.5;0.3;0.2;1.7;2.1;;9.9
1264;Loppersum;2035 tot 2040;0.5;0.5;0.3;0.2;1.4;2.0;;9.3
1265;Losser;2015 tot 2020;0.9;1.2;0.6;0.6;4.0;3.9;;22.4
1266;Losser;2020 tot 2025;1.0;1.1;0.5;0.5;3.9;4.2;;21.9
1267;Losser;2025 tot 2030;1.1;1.1;0.5;0.5;3.9;4.2;;21.5
1268;Losser;2030 tot 2035;1.1;1.2;0.5;0.5;3.9;4.1;;21.2
1269;Losser;2035 tot 2040;1.0;1.2;0.5;0.5;3.9;4.0;;20.9
1270;Maasdriel;2015 tot 2020;1.1;0.9;1.1;0.7;3.7;4.1;;24.4
1271;Maasdriel;2020 tot 2025;1.1;1.0;0.9;0.7;4.0;4.2;;24.5
1272;Maasdriel;2025 tot 2030;1.1;1.1;0.9;0.8;4.4;4.3;;24.7
1273;Maasdriel;2030 tot 2035;1.1;1.2;0.8;0.7;4.3;4.3;;24.7
1274;Maasdriel;2035 tot 2040;1.1;1.3;0.8;0.7;4.1;4.2;;24.4
1275;Maasgouw;2015 tot 2020;0.9;1.3;0.7;0.5;3.9;4.1;;23.4
1276;Maasgouw;2020 tot 2025;1.0;1.3;0.7;0.5;3.9;4.2;;22.8
1277;Maasgouw;2025 tot 2030;1.0;1.4;0.7;0.5;4.2;4.2;;22.6
1278;Maasgouw;2030 tot 2035;1.0;1.5;0.7;0.5;4.0;4.1;;22.1
1279;Maasgouw;2035 tot 2040;1.0;1.5;0.6;0.5;3.9;4.0;;21.6
1280;Maassluis;2015 tot 2020;1.5;1.5;1.3;1.4;6.7;6.1;;32.7
1281;Maassluis;2020 tot 2025;1.5;1.6;1.0;1.4;7.2;6.1;;33.3
1282;Maassluis;2025 tot 2030;1.5;1.7;0.9;1.4;7.6;6.1;;34.0
1283;Maassluis;2030 tot 2035;1.5;1.9;0.9;1.4;7.7;6.2;;34.6
1284;Maassluis;2035 tot 2040;1.5;2.0;0.9;1.4;7.5;6.3;;34.7
1285;Maastricht;2015 tot 2020;5.2;6.3;29.8;22.0;26.8;31.5;;124.4
1286;Maastricht;2020 tot 2025;6.7;6.5;26.2;21.3;28.0;31.4;;126.0
1287;Maastricht;2025 tot 2030;7.8;6.7;27.1;21.6;28.7;32.4;;128.9
1288;Maastricht;2030 tot 2035;8.0;7.0;27.5;21.9;29.0;33.1;;131.5
1289;Maastricht;2035 tot 2040;7.9;7.2;28.1;22.0;29.6;34.0;;133.8
1290;De Marne;2015 tot 2020;0.4;0.6;0.2;0.3;1.9;1.9;;9.9
1291;De Marne;2020 tot 2025;0.4;0.6;0.2;0.4;1.9;2.0;;9.5
1292;De Marne;2025 tot 2030;0.4;0.6;0.2;0.4;2.1;2.0;;9.3
1293;De Marne;2030 tot 2035;0.4;0.6;0.2;0.4;2.3;2.0;;9.2
1294;De Marne;2035 tot 2040;0.4;0.7;0.2;0.4;2.5;1.9;;9.3
1295;Marum;2015 tot 2020;0.5;0.4;0.2;0.1;1.9;1.9;;10.5
1296;Marum;2020 tot 2025;0.5;0.4;0.2;0.2;1.6;1.9;;10.2
1297;Marum;2025 tot 2030;0.5;0.4;0.2;0.2;1.4;1.8;;9.9
1298;Marum;2030 tot 2035;0.5;0.4;0.1;0.2;1.4;1.7;;9.6
1299;Marum;2035 tot 2040;0.4;0.5;0.1;0.1;1.4;1.6;;9.3
1300;Medemblik;2015 tot 2020;2.0;1.8;1.6;1.0;8.0;8.4;;44.0
1301;Medemblik;2020 tot 2025;2.0;1.9;1.4;1.0;7.9;8.7;;43.8
1302;Medemblik;2025 tot 2030;2.0;2.1;1.4;1.1;7.7;8.0;;43.6
1303;Medemblik;2030 tot 2035;2.0;2.3;1.4;1.0;7.8;7.9;;43.5
1304;Medemblik;2035 tot 2040;2.0;2.4;1.4;1.0;7.9;7.9;;43.5
1305;Meerssen;2015 tot 2020;0.6;1.0;0.6;0.5;4.5;3.7;;19.6
1306;Meerssen;2020 tot 2025;0.8;1.0;0.6;0.6;4.1;3.7;;19.7
1307;Meerssen;2025 tot 2030;0.9;1.1;0.6;0.6;3.3;3.7;;19.1
1308;Meerssen;2030 tot 2035;0.8;1.1;0.7;0.6;4.3;3.6;;19.6
1309;Meerssen;2035 tot 2040;0.9;1.1;0.7;0.7;4.7;3.9;;20.2
1310;Menameradiel;2015 tot 2020;0.6;0.6;0.2;0.1;1.8;2.4;;13.1
1311;Menameradiel;2020 tot 2025;0.5;0.6;0.2;0.1;2.0;2.4;;12.6
1312;Menameradiel;2025 tot 2030;0.5;0.7;0.2;0.1;2.1;2.4;;12.3
1313;Menameradiel;2030 tot 2035;0.6;0.7;0.2;0.1;2.1;2.3;;11.9
1314;Menameradiel;2035 tot 2040;0.5;0.8;0.2;0.1;2.0;2.2;;11.6
1315;Menterwolde;2015 tot 2020;0.5;0.6;0.1;0.1;2.0;2.2;;11.9
1316;Menterwolde;2020 tot 2025;0.5;0.7;0.1;0.1;1.9;2.2;;11.4
1317;Menterwolde;2025 tot 2030;0.5;0.7;0.1;0.1;1.7;2.1;;10.8
1318;Menterwolde;2030 tot 2035;0.5;0.8;0.1;0.1;2.3;2.1;;10.7
1319;Menterwolde;2035 tot 2040;0.5;0.8;0.1;0.1;2.0;2.1;;10.2
1320;Meppel;2015 tot 2020;1.7;1.6;0.7;0.5;7.1;6.6;;33.6
1321;Meppel;2020 tot 2025;1.7;1.6;0.7;0.6;7.4;7.1;;34.1
1322;Meppel;2025 tot 2030;1.8;1.7;0.6;0.6;7.4;7.0;;34.5
1323;Meppel;2030 tot 2035;1.8;1.8;0.6;0.6;7.4;7.0;;34.9
1324;Meppel;2035 tot 2040;1.8;2.0;0.6;0.6;7.2;7.0;;34.8
1325;Middelburg (Z.);2015 tot 2020;2.5;2.2;2.3;1.5;11.0;10.9;;48.8
1326;Middelburg (Z.);2020 tot 2025;2.7;2.4;2.0;1.6;11.3;11.4;;49.3
1327;Middelburg (Z.);2025 tot 2030;2.7;2.6;1.8;1.5;11.3;11.6;;49.3
1328;Middelburg (Z.);2030 tot 2035;2.6;2.8;1.8;1.5;11.2;11.6;;49.0
1329;Middelburg (Z.);2035 tot 2040;2.4;2.9;1.7;1.4;11.2;11.5;;48.4
1330;Midden-Delfland;2015 tot 2020;1.0;0.6;0.4;0.3;4.0;3.3;;19.8
1331;Midden-Delfland;2020 tot 2025;1.0;0.8;0.4;0.3;3.8;3.8;;20.1
1332;Midden-Delfland;2025 tot 2030;1.0;0.9;0.4;0.3;3.7;3.8;;20.2
1333;Midden-Delfland;2030 tot 2035;1.0;1.0;0.4;0.3;3.6;3.7;;20.2
1334;Midden-Delfland;2035 tot 2040;0.9;1.1;0.4;0.3;3.6;3.5;;20.1
1335;Midden-Drenthe;2015 tot 2020;1.4;1.8;2.0;0.3;7.3;8.7;;33.1
1336;Midden-Drenthe;2020 tot 2025;1.4;1.9;0.4;0.3;7.2;7.3;;32.6
1337;Midden-Drenthe;2025 tot 2030;1.4;2.0;0.4;0.3;7.3;7.1;;32.3
1338;Midden-Drenthe;2030 tot 2035;1.5;2.1;0.4;0.3;7.3;6.9;;32.0
1339;Midden-Drenthe;2035 tot 2040;1.4;2.3;0.4;0.3;7.2;6.9;;31.5
1340;Mill en Sint Hubert;2015 tot 2020;0.4;0.5;0.2;0.2;1.5;1.6;;10.6
1341;Mill en Sint Hubert;2020 tot 2025;0.5;0.5;0.2;0.2;1.9;1.8;;10.7
1342;Mill en Sint Hubert;2025 tot 2030;0.6;0.6;0.2;0.2;1.9;1.9;;10.8
1343;Mill en Sint Hubert;2030 tot 2035;0.6;0.6;0.2;0.2;2.1;1.9;;10.9
1344;Mill en Sint Hubert;2035 tot 2040;0.6;0.6;0.2;0.2;1.9;1.9;;11.0
1345;Moerdijk;2015 tot 2020;1.5;1.6;0.9;0.7;6.0;6.6;;36.3
1346;Moerdijk;2020 tot 2025;1.5;1.8;0.9;0.7;6.3;6.7;;35.7
1347;Moerdijk;2025 tot 2030;1.5;2.0;0.9;0.8;6.7;6.7;;35.2
1348;Moerdijk;2030 tot 2035;1.5;2.3;0.9;0.8;6.7;6.6;;34.6
1349;Moerdijk;2035 tot 2040;1.5;2.6;0.8;0.7;6.7;6.5;;33.9
1350;Molenwaard;2015 tot 2020;1.8;1.1;0.5;0.4;4.4;4.8;;29.4
1351;Molenwaard;2020 tot 2025;1.9;1.1;0.5;0.5;4.3;4.8;;29.6
1352;Molenwaard;2025 tot 2030;1.8;1.2;0.5;0.5;4.0;4.8;;29.3
1353;Molenwaard;2030 tot 2035;1.7;1.3;0.5;0.5;3.9;4.7;;28.9
1354;Molenwaard;2035 tot 2040;1.6;1.3;0.4;0.5;3.9;4.5;;28.4
1355;Montferland;2015 tot 2020;1.5;1.7;0.8;0.6;6.5;6.3;;35.2
1356;Montferland;2020 tot 2025;1.6;2.0;0.7;0.7;6.5;6.7;;34.6
1357;Montferland;2025 tot 2030;1.5;2.2;0.7;0.7;6.5;6.6;;33.8
1358;Montferland;2030 tot 2035;1.5;2.4;0.7;0.7;6.5;6.5;;33.0
1359;Montferland;2035 tot 2040;1.4;2.5;0.7;0.7;6.5;6.3;;32.1
1360;Montfoort;2015 tot 2020;0.7;0.4;0.2;0.3;2.1;2.5;;13.6
1361;Montfoort;2020 tot 2025;0.7;0.5;0.2;0.3;2.2;2.4;;13.5
1362;Montfoort;2025 tot 2030;0.8;0.6;0.2;0.3;2.2;2.6;;13.2
1363;Montfoort;2030 tot 2035;0.9;0.6;0.2;0.3;2.2;2.5;;13.0
1364;Montfoort;2035 tot 2040;0.9;0.6;0.2;0.3;2.2;2.4;;12.9
1365;Mook en Middelaar;2015 tot 2020;0.2;0.4;0.2;0.1;1.6;1.6;;7.7
1366;Mook en Middelaar;2020 tot 2025;0.3;0.4;0.2;0.1;1.8;1.8;;7.6
1367;Mook en Middelaar;2025 tot 2030;0.4;0.4;0.2;0.1;1.9;1.9;;7.7
1368;Mook en Middelaar;2030 tot 2035;0.4;0.5;0.2;0.1;2.0;1.9;;7.8
1369;Mook en Middelaar;2035 tot 2040;0.4;0.5;0.2;0.1;2.1;2.0;;8.0
1370;Muiden;2015 tot 2020;0.2;0.3;0.2;0.2;1.5;1.4;;6.3
1371;Muiden;2020 tot 2025;0.3;0.3;0.2;0.2;2.1;1.8;;6.6
1372;Muiden;2025 tot 2030;0.4;0.3;0.2;0.2;1.6;1.8;;6.5
1373;Muiden;2030 tot 2035;0.3;0.3;0.3;0.2;1.7;1.7;;6.6
1374;Muiden;2035 tot 2040;0.3;0.4;0.2;0.2;1.8;1.7;;6.7
1375;Naarden;2015 tot 2020;0.7;0.9;0.6;0.5;5.8;5.3;;17.6
1376;Naarden;2020 tot 2025;0.9;0.8;0.6;0.5;5.4;5.5;;17.7
1377;Naarden;2025 tot 2030;1.0;0.8;0.6;0.6;4.5;4.5;;17.9
1378;Naarden;2030 tot 2035;1.0;0.9;0.6;0.6;4.5;4.4;;18.2
1379;Naarden;2035 tot 2040;1.0;0.9;0.6;0.6;4.5;4.4;;18.5
1380;Neder-Betuwe;2015 tot 2020;1.4;0.9;0.5;0.3;3.9;4.2;;23.1
1381;Neder-Betuwe;2020 tot 2025;1.5;1.0;0.5;0.4;3.7;4.4;;23.1
1382;Neder-Betuwe;2025 tot 2030;1.5;1.1;0.5;0.4;3.7;4.3;;23.0
1383;Neder-Betuwe;2030 tot 2035;1.4;1.2;0.5;0.4;3.7;4.3;;22.9
1384;Neder-Betuwe;2035 tot 2040;1.4;1.3;0.5;0.4;3.7;4.2;;22.7
1385;Nederweert;2015 tot 2020;0.7;0.7;0.5;0.3;2.7;2.8;;16.9
1386;Nederweert;2020 tot 2025;0.8;0.8;0.5;0.3;3.0;3.0;;17.0
1387;Nederweert;2025 tot 2030;0.8;0.9;0.5;0.4;3.0;3.0;;17.1
1388;Nederweert;2030 tot 2035;0.8;0.9;0.5;0.4;3.0;2.9;;17.1
1389;Nederweert;2035 tot 2040;0.7;1.0;0.5;0.4;2.9;2.9;;17.0
1390;Neerijnen;2015 tot 2020;0.6;0.5;0.3;0.1;1.9;1.9;;12.3
1391;Neerijnen;2020 tot 2025;0.7;0.5;0.3;0.2;1.6;2.0;;12.1
1392;Neerijnen;2025 tot 2030;0.7;0.5;0.3;0.2;1.6;2.0;;11.9
1393;Neerijnen;2030 tot 2035;0.7;0.5;0.2;0.2;1.6;2.0;;11.8
1394;Neerijnen;2035 tot 2040;0.6;0.5;0.2;0.2;1.6;1.9;;11.7
1395;Nieuwegein;2015 tot 2020;3.5;2.3;2.4;1.8;14.6;14.0;;63.7
1396;Nieuwegein;2020 tot 2025;3.7;2.5;2.1;2.0;13.4;14.0;;64.4
1397;Nieuwegein;2025 tot 2030;3.9;2.8;2.1;2.0;13.8;14.2;;65.2
1398;Nieuwegein;2030 tot 2035;4.0;3.1;2.1;2.0;13.8;14.4;;65.5
1399;Nieuwegein;2035 tot 2040;3.9;3.3;2.1;2.0;14.5;14.6;;66.0
1400;Nieuwkoop;2015 tot 2020;1.2;1.0;0.6;0.4;4.7;4.3;;27.9
1401;Nieuwkoop;2020 tot 2025;1.4;1.1;0.6;0.4;4.5;4.4;;28.5
1402;Nieuwkoop;2025 tot 2030;1.5;1.3;0.5;0.5;4.1;4.5;;28.5
1403;Nieuwkoop;2030 tot 2035;1.4;1.4;0.5;0.4;4.3;4.4;;28.5
1404;Nieuwkoop;2035 tot 2040;1.4;1.5;0.5;0.4;4.3;4.4;;28.4
1405;Nijkerk;2015 tot 2020;2.2;1.5;1.2;0.7;6.7;7.3;;41.6
1406;Nijkerk;2020 tot 2025;2.2;1.6;0.9;0.8;7.8;7.6;;42.5
1407;Nijkerk;2025 tot 2030;2.2;1.8;0.9;0.9;7.4;7.7;;42.6
1408;Nijkerk;2030 tot 2035;2.3;2.0;0.9;0.9;8.3;7.8;;43.5
1409;Nijkerk;2035 tot 2040;2.3;2.1;0.9;0.9;8.3;7.8;;44.1
1410;Nijmegen;2015 tot 2020;9.3;6.8;14.3;12.3;54.0;50.0;;179.1
1411;Nijmegen;2020 tot 2025;10.4;7.1;13.3;14.0;57.4;51.9;;187.2
1412;Nijmegen;2025 tot 2030;11.1;7.7;13.5;14.5;58.0;52.0;;195.7
1413;Nijmegen;2030 tot 2035;11.5;8.3;13.7;14.6;59.2;53.5;;203.6
