ID;BedrijfstakkenBranchesSBI2008;Perioden;Productie_1;GemiddeldeDagproductie_2;Productie_3;GemiddeldeDagproductie_4
8208;13-15 Textiel-, kleding-, lederindustrie;1964 juni;;;;
8209;13-15 Textiel-, kleding-, lederindustrie;1964 juli;;;;
8210;13-15 Textiel-, kleding-, lederindustrie;1964 augustus;;;;
8211;13-15 Textiel-, kleding-, lederindustrie;1964 september;;;;
8212;13-15 Textiel-, kleding-, lederindustrie;1964 oktober;;;;
8213;13-15 Textiel-, kleding-, lederindustrie;1964 november;;;;
8214;13-15 Textiel-, kleding-, lederindustrie;1964 december;;;;
8215;13-15 Textiel-, kleding-, lederindustrie;1964;;;;
8216;13-15 Textiel-, kleding-, lederindustrie;1965 januari;;;;
8217;13-15 Textiel-, kleding-, lederindustrie;1965 februari;;;;
8218;13-15 Textiel-, kleding-, lederindustrie;1965 maart;;;;
8219;13-15 Textiel-, kleding-, lederindustrie;1965 april;;;;
8220;13-15 Textiel-, kleding-, lederindustrie;1965 mei;;;;
8221;13-15 Textiel-, kleding-, lederindustrie;1965 juni;;;;
8222;13-15 Textiel-, kleding-, lederindustrie;1965 juli;;;;
8223;13-15 Textiel-, kleding-, lederindustrie;1965 augustus;;;;
8224;13-15 Textiel-, kleding-, lederindustrie;1965 september;;;;
8225;13-15 Textiel-, kleding-, lederindustrie;1965 oktober;;;;
8226;13-15 Textiel-, kleding-, lederindustrie;1965 november;;;;
8227;13-15 Textiel-, kleding-, lederindustrie;1965 december;;;;
8228;13-15 Textiel-, kleding-, lederindustrie;1965;;;;
8229;13-15 Textiel-, kleding-, lederindustrie;1966 januari;;;;
8230;13-15 Textiel-, kleding-, lederindustrie;1966 februari;;;;
8231;13-15 Textiel-, kleding-, lederindustrie;1966 maart;;;;
8232;13-15 Textiel-, kleding-, lederindustrie;1966 april;;;;
8233;13-15 Textiel-, kleding-, lederindustrie;1966 mei;;;;
8234;13-15 Textiel-, kleding-, lederindustrie;1966 juni;;;;
8235;13-15 Textiel-, kleding-, lederindustrie;1966 juli;;;;
8236;13-15 Textiel-, kleding-, lederindustrie;1966 augustus;;;;
8237;13-15 Textiel-, kleding-, lederindustrie;1966 september;;;;
8238;13-15 Textiel-, kleding-, lederindustrie;1966 oktober;;;;
8239;13-15 Textiel-, kleding-, lederindustrie;1966 november;;;;
8240;13-15 Textiel-, kleding-, lederindustrie;1966 december;;;;
8241;13-15 Textiel-, kleding-, lederindustrie;1966;;;;
8242;13-15 Textiel-, kleding-, lederindustrie;1967 januari;;;;
8243;13-15 Textiel-, kleding-, lederindustrie;1967 februari;;;;
8244;13-15 Textiel-, kleding-, lederindustrie;1967 maart;;;;
8245;13-15 Textiel-, kleding-, lederindustrie;1967 april;;;;
8246;13-15 Textiel-, kleding-, lederindustrie;1967 mei;;;;
8247;13-15 Textiel-, kleding-, lederindustrie;1967 juni;;;;
8248;13-15 Textiel-, kleding-, lederindustrie;1967 juli;;;;
8249;13-15 Textiel-, kleding-, lederindustrie;1967 augustus;;;;
8250;13-15 Textiel-, kleding-, lederindustrie;1967 september;;;;
8251;13-15 Textiel-, kleding-, lederindustrie;1967 oktober;;;;
8252;13-15 Textiel-, kleding-, lederindustrie;1967 november;;;;
8253;13-15 Textiel-, kleding-, lederindustrie;1967 december;;;;
8254;13-15 Textiel-, kleding-, lederindustrie;1967;;;;
8255;13-15 Textiel-, kleding-, lederindustrie;1968 januari;;;;
8256;13-15 Textiel-, kleding-, lederindustrie;1968 februari;;;;
8257;13-15 Textiel-, kleding-, lederindustrie;1968 maart;;;;
8258;13-15 Textiel-, kleding-, lederindustrie;1968 april;;;;
8259;13-15 Textiel-, kleding-, lederindustrie;1968 mei;;;;
8260;13-15 Textiel-, kleding-, lederindustrie;1968 juni;;;;
8261;13-15 Textiel-, kleding-, lederindustrie;1968 juli;;;;
8262;13-15 Textiel-, kleding-, lederindustrie;1968 augustus;;;;
8263;13-15 Textiel-, kleding-, lederindustrie;1968 september;;;;
8264;13-15 Textiel-, kleding-, lederindustrie;1968 oktober;;;;
8265;13-15 Textiel-, kleding-, lederindustrie;1968 november;;;;
8266;13-15 Textiel-, kleding-, lederindustrie;1968 december;;;;
8267;13-15 Textiel-, kleding-, lederindustrie;1968;;;;
8268;13-15 Textiel-, kleding-, lederindustrie;1969 januari;;;;
8269;13-15 Textiel-, kleding-, lederindustrie;1969 februari;;;;
8270;13-15 Textiel-, kleding-, lederindustrie;1969 maart;;;;
8271;13-15 Textiel-, kleding-, lederindustrie;1969 april;;;;
8272;13-15 Textiel-, kleding-, lederindustrie;1969 mei;;;;
8273;13-15 Textiel-, kleding-, lederindustrie;1969 juni;;;;
8274;13-15 Textiel-, kleding-, lederindustrie;1969 juli;;;;
8275;13-15 Textiel-, kleding-, lederindustrie;1969 augustus;;;;
8276;13-15 Textiel-, kleding-, lederindustrie;1969 september;;;;
8277;13-15 Textiel-, kleding-, lederindustrie;1969 oktober;;;;
8278;13-15 Textiel-, kleding-, lederindustrie;1969 november;;;;
8279;13-15 Textiel-, kleding-, lederindustrie;1969 december;;;;
8280;13-15 Textiel-, kleding-, lederindustrie;1969;;;;
8281;13-15 Textiel-, kleding-, lederindustrie;1970 januari;;;;
8282;13-15 Textiel-, kleding-, lederindustrie;1970 februari;;;;
8283;13-15 Textiel-, kleding-, lederindustrie;1970 maart;;;;
8284;13-15 Textiel-, kleding-, lederindustrie;1970 april;;;;
8285;13-15 Textiel-, kleding-, lederindustrie;1970 mei;;;;
8286;13-15 Textiel-, kleding-, lederindustrie;1970 juni;;;;
8287;13-15 Textiel-, kleding-, lederindustrie;1970 juli;;;;
8288;13-15 Textiel-, kleding-, lederindustrie;1970 augustus;;;;
8289;13-15 Textiel-, kleding-, lederindustrie;1970 september;;;;
8290;13-15 Textiel-, kleding-, lederindustrie;1970 oktober;;;;
8291;13-15 Textiel-, kleding-, lederindustrie;1970 november;;;;
8292;13-15 Textiel-, kleding-, lederindustrie;1970 december;;;;
8293;13-15 Textiel-, kleding-, lederindustrie;1970;;;;
8294;13-15 Textiel-, kleding-, lederindustrie;1971 januari;;;;
8295;13-15 Textiel-, kleding-, lederindustrie;1971 februari;;;;
8296;13-15 Textiel-, kleding-, lederindustrie;1971 maart;;;;
8297;13-15 Textiel-, kleding-, lederindustrie;1971 april;;;;
8298;13-15 Textiel-, kleding-, lederindustrie;1971 mei;;;;
8299;13-15 Textiel-, kleding-, lederindustrie;1971 juni;;;;
8300;13-15 Textiel-, kleding-, lederindustrie;1971 juli;;;;
8301;13-15 Textiel-, kleding-, lederindustrie;1971 augustus;;;;
8302;13-15 Textiel-, kleding-, lederindustrie;1971 september;;;;
8303;13-15 Textiel-, kleding-, lederindustrie;1971 oktober;;;;
8304;13-15 Textiel-, kleding-, lederindustrie;1971 november;;;;
8305;13-15 Textiel-, kleding-, lederindustrie;1971 december;;;;
8306;13-15 Textiel-, kleding-, lederindustrie;1971;;;;
8307;13-15 Textiel-, kleding-, lederindustrie;1972 januari;;;;
8308;13-15 Textiel-, kleding-, lederindustrie;1972 februari;;;;
8309;13-15 Textiel-, kleding-, lederindustrie;1972 maart;;;;
8310;13-15 Textiel-, kleding-, lederindustrie;1972 april;;;;
8311;13-15 Textiel-, kleding-, lederindustrie;1972 mei;;;;
8312;13-15 Textiel-, kleding-, lederindustrie;1972 juni;;;;
8313;13-15 Textiel-, kleding-, lederindustrie;1972 juli;;;;
8314;13-15 Textiel-, kleding-, lederindustrie;1972 augustus;;;;
8315;13-15 Textiel-, kleding-, lederindustrie;1972 september;;;;
8316;13-15 Textiel-, kleding-, lederindustrie;1972 oktober;;;;
8317;13-15 Textiel-, kleding-, lederindustrie;1972 november;;;;
8318;13-15 Textiel-, kleding-, lederindustrie;1972 december;;;;
8319;13-15 Textiel-, kleding-, lederindustrie;1972;;;;
8320;13-15 Textiel-, kleding-, lederindustrie;1973 januari;;;;
8321;13-15 Textiel-, kleding-, lederindustrie;1973 februari;;;;
8322;13-15 Textiel-, kleding-, lederindustrie;1973 maart;;;;
8323;13-15 Textiel-, kleding-, lederindustrie;1973 april;;;;
8324;13-15 Textiel-, kleding-, lederindustrie;1973 mei;;;;
8325;13-15 Textiel-, kleding-, lederindustrie;1973 juni;;;;
8326;13-15 Textiel-, kleding-, lederindustrie;1973 juli;;;;
8327;13-15 Textiel-, kleding-, lederindustrie;1973 augustus;;;;
8328;13-15 Textiel-, kleding-, lederindustrie;1973 september;;;;
8329;13-15 Textiel-, kleding-, lederindustrie;1973 oktober;;;;
8330;13-15 Textiel-, kleding-, lederindustrie;1973 november;;;;
8331;13-15 Textiel-, kleding-, lederindustrie;1973 december;;;;
8332;13-15 Textiel-, kleding-, lederindustrie;1973;;;;
8333;13-15 Textiel-, kleding-, lederindustrie;1974 januari;;;;
8334;13-15 Textiel-, kleding-, lederindustrie;1974 februari;;;;
8335;13-15 Textiel-, kleding-, lederindustrie;1974 maart;;;;
8336;13-15 Textiel-, kleding-, lederindustrie;1974 april;;;;
8337;13-15 Textiel-, kleding-, lederindustrie;1974 mei;;;;
8338;13-15 Textiel-, kleding-, lederindustrie;1974 juni;;;;
8339;13-15 Textiel-, kleding-, lederindustrie;1974 juli;;;;
8340;13-15 Textiel-, kleding-, lederindustrie;1974 augustus;;;;
8341;13-15 Textiel-, kleding-, lederindustrie;1974 september;;;;
8342;13-15 Textiel-, kleding-, lederindustrie;1974 oktober;;;;
8343;13-15 Textiel-, kleding-, lederindustrie;1974 november;;;;
8344;13-15 Textiel-, kleding-, lederindustrie;1974 december;;;;
8345;13-15 Textiel-, kleding-, lederindustrie;1974;;;;
8346;13-15 Textiel-, kleding-, lederindustrie;1975 januari;;;;
8347;13-15 Textiel-, kleding-, lederindustrie;1975 februari;;;;
8348;13-15 Textiel-, kleding-, lederindustrie;1975 maart;;;;
8349;13-15 Textiel-, kleding-, lederindustrie;1975 april;;;;
8350;13-15 Textiel-, kleding-, lederindustrie;1975 mei;;;;
8351;13-15 Textiel-, kleding-, lederindustrie;1975 juni;;;;
8352;13-15 Textiel-, kleding-, lederindustrie;1975 juli;;;;
8353;13-15 Textiel-, kleding-, lederindustrie;1975 augustus;;;;
8354;13-15 Textiel-, kleding-, lederindustrie;1975 september;;;;
8355;13-15 Textiel-, kleding-, lederindustrie;1975 oktober;;;;
8356;13-15 Textiel-, kleding-, lederindustrie;1975 november;;;;
8357;13-15 Textiel-, kleding-, lederindustrie;1975 december;;;;
8358;13-15 Textiel-, kleding-, lederindustrie;1975;;;;
8359;13-15 Textiel-, kleding-, lederindustrie;1976 januari;;;;
8360;13-15 Textiel-, kleding-, lederindustrie;1976 februari;;;;
8361;13-15 Textiel-, kleding-, lederindustrie;1976 maart;;;;
8362;13-15 Textiel-, kleding-, lederindustrie;1976 april;;;;
8363;13-15 Textiel-, kleding-, lederindustrie;1976 mei;;;;
8364;13-15 Textiel-, kleding-, lederindustrie;1976 juni;;;;
8365;13-15 Textiel-, kleding-, lederindustrie;1976 juli;;;;
8366;13-15 Textiel-, kleding-, lederindustrie;1976 augustus;;;;
8367;13-15 Textiel-, kleding-, lederindustrie;1976 september;;;;
8368;13-15 Textiel-, kleding-, lederindustrie;1976 oktober;;;;
8369;13-15 Textiel-, kleding-, lederindustrie;1976 november;;;;
8370;13-15 Textiel-, kleding-, lederindustrie;1976 december;;;;
8371;13-15 Textiel-, kleding-, lederindustrie;1976;;;;
8372;13-15 Textiel-, kleding-, lederindustrie;1977 januari;;;;
8373;13-15 Textiel-, kleding-, lederindustrie;1977 februari;;;;
8374;13-15 Textiel-, kleding-, lederindustrie;1977 maart;;;;
8375;13-15 Textiel-, kleding-, lederindustrie;1977 april;;;;
8376;13-15 Textiel-, kleding-, lederindustrie;1977 mei;;;;
8377;13-15 Textiel-, kleding-, lederindustrie;1977 juni;;;;
8378;13-15 Textiel-, kleding-, lederindustrie;1977 juli;;;;
8379;13-15 Textiel-, kleding-, lederindustrie;1977 augustus;;;;
8380;13-15 Textiel-, kleding-, lederindustrie;1977 september;;;;
8381;13-15 Textiel-, kleding-, lederindustrie;1977 oktober;;;;
8382;13-15 Textiel-, kleding-, lederindustrie;1977 november;;;;
8383;13-15 Textiel-, kleding-, lederindustrie;1977 december;;;;
8384;13-15 Textiel-, kleding-, lederindustrie;1977;;;;
8385;13-15 Textiel-, kleding-, lederindustrie;1978 januari;;;;
8386;13-15 Textiel-, kleding-, lederindustrie;1978 februari;;;;
8387;13-15 Textiel-, kleding-, lederindustrie;1978 maart;;;;
8388;13-15 Textiel-, kleding-, lederindustrie;1978 april;;;;
8389;13-15 Textiel-, kleding-, lederindustrie;1978 mei;;;;
8390;13-15 Textiel-, kleding-, lederindustrie;1978 juni;;;;
8391;13-15 Textiel-, kleding-, lederindustrie;1978 juli;;;;
8392;13-15 Textiel-, kleding-, lederindustrie;1978 augustus;;;;
8393;13-15 Textiel-, kleding-, lederindustrie;1978 september;;;;
8394;13-15 Textiel-, kleding-, lederindustrie;1978 oktober;;;;
8395;13-15 Textiel-, kleding-, lederindustrie;1978 november;;;;
8396;13-15 Textiel-, kleding-, lederindustrie;1978 december;;;;
8397;13-15 Textiel-, kleding-, lederindustrie;1978;;;;
8398;13-15 Textiel-, kleding-, lederindustrie;1979 januari;;;;
8399;13-15 Textiel-, kleding-, lederindustrie;1979 februari;;;;
8400;13-15 Textiel-, kleding-, lederindustrie;1979 maart;;;;
8401;13-15 Textiel-, kleding-, lederindustrie;1979 april;;;;
8402;13-15 Textiel-, kleding-, lederindustrie;1979 mei;;;;
8403;13-15 Textiel-, kleding-, lederindustrie;1979 juni;;;;
8404;13-15 Textiel-, kleding-, lederindustrie;1979 juli;;;;
8405;13-15 Textiel-, kleding-, lederindustrie;1979 augustus;;;;
8406;13-15 Textiel-, kleding-, lederindustrie;1979 september;;;;
8407;13-15 Textiel-, kleding-, lederindustrie;1979 oktober;;;;
8408;13-15 Textiel-, kleding-, lederindustrie;1979 november;;;;
8409;13-15 Textiel-, kleding-, lederindustrie;1979 december;;;;
8410;13-15 Textiel-, kleding-, lederindustrie;1979;;;;
8411;13-15 Textiel-, kleding-, lederindustrie;1980 januari;;;;
8412;13-15 Textiel-, kleding-, lederindustrie;1980 februari;;;;
8413;13-15 Textiel-, kleding-, lederindustrie;1980 maart;;;;
8414;13-15 Textiel-, kleding-, lederindustrie;1980 april;;;;
8415;13-15 Textiel-, kleding-, lederindustrie;1980 mei;;;;
8416;13-15 Textiel-, kleding-, lederindustrie;1980 juni;;;;
8417;13-15 Textiel-, kleding-, lederindustrie;1980 juli;;;;
8418;13-15 Textiel-, kleding-, lederindustrie;1980 augustus;;;;
8419;13-15 Textiel-, kleding-, lederindustrie;1980 september;;;;
8420;13-15 Textiel-, kleding-, lederindustrie;1980 oktober;;;;
8421;13-15 Textiel-, kleding-, lederindustrie;1980 november;;;;
8422;13-15 Textiel-, kleding-, lederindustrie;1980 december;;;;
8423;13-15 Textiel-, kleding-, lederindustrie;1980;;;;
8424;13-15 Textiel-, kleding-, lederindustrie;1981 januari;;;;
8425;13-15 Textiel-, kleding-, lederindustrie;1981 februari;;;;
8426;13-15 Textiel-, kleding-, lederindustrie;1981 maart;;;;
8427;13-15 Textiel-, kleding-, lederindustrie;1981 april;;;;
8428;13-15 Textiel-, kleding-, lederindustrie;1981 mei;;;;
8429;13-15 Textiel-, kleding-, lederindustrie;1981 juni;;;;
8430;13-15 Textiel-, kleding-, lederindustrie;1981 juli;;;;
8431;13-15 Textiel-, kleding-, lederindustrie;1981 augustus;;;;
8432;13-15 Textiel-, kleding-, lederindustrie;1981 september;;;;
8433;13-15 Textiel-, kleding-, lederindustrie;1981 oktober;;;;
8434;13-15 Textiel-, kleding-, lederindustrie;1981 november;;;;
8435;13-15 Textiel-, kleding-, lederindustrie;1981 december;;;;
8436;13-15 Textiel-, kleding-, lederindustrie;1981;;;;
8437;13-15 Textiel-, kleding-, lederindustrie;1982 januari;;;;
8438;13-15 Textiel-, kleding-, lederindustrie;1982 februari;;;;
8439;13-15 Textiel-, kleding-, lederindustrie;1982 maart;;;;
8440;13-15 Textiel-, kleding-, lederindustrie;1982 april;;;;
8441;13-15 Textiel-, kleding-, lederindustrie;1982 mei;;;;
8442;13-15 Textiel-, kleding-, lederindustrie;1982 juni;;;;
8443;13-15 Textiel-, kleding-, lederindustrie;1982 juli;;;;
8444;13-15 Textiel-, kleding-, lederindustrie;1982 augustus;;;;
8445;13-15 Textiel-, kleding-, lederindustrie;1982 september;;;;
8446;13-15 Textiel-, kleding-, lederindustrie;1982 oktober;;;;
8447;13-15 Textiel-, kleding-, lederindustrie;1982 november;;;;
8448;13-15 Textiel-, kleding-, lederindustrie;1982 december;;;;
8449;13-15 Textiel-, kleding-, lederindustrie;1982;;;;
8450;13-15 Textiel-, kleding-, lederindustrie;1983 januari;;;;
8451;13-15 Textiel-, kleding-, lederindustrie;1983 februari;;;;
8452;13-15 Textiel-, kleding-, lederindustrie;1983 maart;;;;
8453;13-15 Textiel-, kleding-, lederindustrie;1983 april;;;;
8454;13-15 Textiel-, kleding-, lederindustrie;1983 mei;;;;
8455;13-15 Textiel-, kleding-, lederindustrie;1983 juni;;;;
8456;13-15 Textiel-, kleding-, lederindustrie;1983 juli;;;;
8457;13-15 Textiel-, kleding-, lederindustrie;1983 augustus;;;;
8458;13-15 Textiel-, kleding-, lederindustrie;1983 september;;;;
8459;13-15 Textiel-, kleding-, lederindustrie;1983 oktober;;;;
8460;13-15 Textiel-, kleding-, lederindustrie;1983 november;;;;
8461;13-15 Textiel-, kleding-, lederindustrie;1983 december;;;;
8462;13-15 Textiel-, kleding-, lederindustrie;1983;;;;
8463;13-15 Textiel-, kleding-, lederindustrie;1984 januari;;;;
8464;13-15 Textiel-, kleding-, lederindustrie;1984 februari;;;;
8465;13-15 Textiel-, kleding-, lederindustrie;1984 maart;;;;
8466;13-15 Textiel-, kleding-, lederindustrie;1984 april;;;;
8467;13-15 Textiel-, kleding-, lederindustrie;1984 mei;;;;
8468;13-15 Textiel-, kleding-, lederindustrie;1984 juni;;;;
8469;13-15 Textiel-, kleding-, lederindustrie;1984 juli;;;;
8470;13-15 Textiel-, kleding-, lederindustrie;1984 augustus;;;;
8471;13-15 Textiel-, kleding-, lederindustrie;1984 september;;;;
8472;13-15 Textiel-, kleding-, lederindustrie;1984 oktober;;;;
8473;13-15 Textiel-, kleding-, lederindustrie;1984 november;;;;
8474;13-15 Textiel-, kleding-, lederindustrie;1984 december;;;;
8475;13-15 Textiel-, kleding-, lederindustrie;1984;;;;
8476;13-15 Textiel-, kleding-, lederindustrie;1985 januari;;;;
8477;13-15 Textiel-, kleding-, lederindustrie;1985 februari;;;;
8478;13-15 Textiel-, kleding-, lederindustrie;1985 maart;;;;
8479;13-15 Textiel-, kleding-, lederindustrie;1985 april;;;;
8480;13-15 Textiel-, kleding-, lederindustrie;1985 mei;;;;
8481;13-15 Textiel-, kleding-, lederindustrie;1985 juni;;;;
8482;13-15 Textiel-, kleding-, lederindustrie;1985 juli;;;;
8483;13-15 Textiel-, kleding-, lederindustrie;1985 augustus;;;;
8484;13-15 Textiel-, kleding-, lederindustrie;1985 september;;;;
8485;13-15 Textiel-, kleding-, lederindustrie;1985 oktober;;;;
8486;13-15 Textiel-, kleding-, lederindustrie;1985 november;;;;
8487;13-15 Textiel-, kleding-, lederindustrie;1985 december;;;;
8488;13-15 Textiel-, kleding-, lederindustrie;1985;;;;
8489;13-15 Textiel-, kleding-, lederindustrie;1986 januari;;;;
8490;13-15 Textiel-, kleding-, lederindustrie;1986 februari;;;;
8491;13-15 Textiel-, kleding-, lederindustrie;1986 maart;;;;
8492;13-15 Textiel-, kleding-, lederindustrie;1986 april;;;;
8493;13-15 Textiel-, kleding-, lederindustrie;1986 mei;;;;
8494;13-15 Textiel-, kleding-, lederindustrie;1986 juni;;;;
8495;13-15 Textiel-, kleding-, lederindustrie;1986 juli;;;;
8496;13-15 Textiel-, kleding-, lederindustrie;1986 augustus;;;;
8497;13-15 Textiel-, kleding-, lederindustrie;1986 september;;;;
8498;13-15 Textiel-, kleding-, lederindustrie;1986 oktober;;;;
8499;13-15 Textiel-, kleding-, lederindustrie;1986 november;;;;
8500;13-15 Textiel-, kleding-, lederindustrie;1986 december;;;;
8501;13-15 Textiel-, kleding-, lederindustrie;1986;;;;
8502;13-15 Textiel-, kleding-, lederindustrie;1987 januari;;;;
8503;13-15 Textiel-, kleding-, lederindustrie;1987 februari;;;;
8504;13-15 Textiel-, kleding-, lederindustrie;1987 maart;;;;
8505;13-15 Textiel-, kleding-, lederindustrie;1987 april;;;;
8506;13-15 Textiel-, kleding-, lederindustrie;1987 mei;;;;
8507;13-15 Textiel-, kleding-, lederindustrie;1987 juni;;;;
8508;13-15 Textiel-, kleding-, lederindustrie;1987 juli;;;;
8509;13-15 Textiel-, kleding-, lederindustrie;1987 augustus;;;;
8510;13-15 Textiel-, kleding-, lederindustrie;1987 september;;;;
8511;13-15 Textiel-, kleding-, lederindustrie;1987 oktober;;;;
8512;13-15 Textiel-, kleding-, lederindustrie;1987 november;;;;
8513;13-15 Textiel-, kleding-, lederindustrie;1987 december;;;;
8514;13-15 Textiel-, kleding-, lederindustrie;1987;;;;
8515;13-15 Textiel-, kleding-, lederindustrie;1988 januari;;;;
8516;13-15 Textiel-, kleding-, lederindustrie;1988 februari;;;;
8517;13-15 Textiel-, kleding-, lederindustrie;1988 maart;;;;
8518;13-15 Textiel-, kleding-, lederindustrie;1988 april;;;;
8519;13-15 Textiel-, kleding-, lederindustrie;1988 mei;;;;
8520;13-15 Textiel-, kleding-, lederindustrie;1988 juni;;;;
8521;13-15 Textiel-, kleding-, lederindustrie;1988 juli;;;;
8522;13-15 Textiel-, kleding-, lederindustrie;1988 augustus;;;;
8523;13-15 Textiel-, kleding-, lederindustrie;1988 september;;;;
8524;13-15 Textiel-, kleding-, lederindustrie;1988 oktober;;;;
8525;13-15 Textiel-, kleding-, lederindustrie;1988 november;;;;
8526;13-15 Textiel-, kleding-, lederindustrie;1988 december;;;;
8527;13-15 Textiel-, kleding-, lederindustrie;1988;;;;
8528;13-15 Textiel-, kleding-, lederindustrie;1989 januari;;;;
8529;13-15 Textiel-, kleding-, lederindustrie;1989 februari;;;;
8530;13-15 Textiel-, kleding-, lederindustrie;1989 maart;;;;
8531;13-15 Textiel-, kleding-, lederindustrie;1989 april;;;;
8532;13-15 Textiel-, kleding-, lederindustrie;1989 mei;;;;
8533;13-15 Textiel-, kleding-, lederindustrie;1989 juni;;;;
8534;13-15 Textiel-, kleding-, lederindustrie;1989 juli;;;;
8535;13-15 Textiel-, kleding-, lederindustrie;1989 augustus;;;;
8536;13-15 Textiel-, kleding-, lederindustrie;1989 september;;;;
8537;13-15 Textiel-, kleding-, lederindustrie;1989 oktober;;;;
8538;13-15 Textiel-, kleding-, lederindustrie;1989 november;;;;
8539;13-15 Textiel-, kleding-, lederindustrie;1989 december;;;;
8540;13-15 Textiel-, kleding-, lederindustrie;1989;;;;
8541;13-15 Textiel-, kleding-, lederindustrie;1990 januari;132.7;129.7;;
8542;13-15 Textiel-, kleding-, lederindustrie;1990 februari;123.4;124.1;;
8543;13-15 Textiel-, kleding-, lederindustrie;1990 maart;135.9;135.8;;
8544;13-15 Textiel-, kleding-, lederindustrie;1990 april;120.2;122.1;;
8545;13-15 Textiel-, kleding-, lederindustrie;1990 mei;127.8;123.3;;
8546;13-15 Textiel-, kleding-, lederindustrie;1990 juni;123.9;126.1;;
8547;13-15 Textiel-, kleding-, lederindustrie;1990 juli;88.9;92.4;;
8548;13-15 Textiel-, kleding-, lederindustrie;1990 augustus;107.6;101.7;;
8549;13-15 Textiel-, kleding-, lederindustrie;1990 september;123.3;127.3;;
8550;13-15 Textiel-, kleding-, lederindustrie;1990 oktober;139.7;136.2;;
8551;13-15 Textiel-, kleding-, lederindustrie;1990 november;132.5;130.2;;
8552;13-15 Textiel-, kleding-, lederindustrie;1990 december;104.2;111.2;;
8553;13-15 Textiel-, kleding-, lederindustrie;1990;121.7;121.7;;
8554;13-15 Textiel-, kleding-, lederindustrie;1991 januari;136.5;133.2;2.9;2.7
8555;13-15 Textiel-, kleding-, lederindustrie;1991 februari;120.6;121.1;-2.3;-2.4
8556;13-15 Textiel-, kleding-, lederindustrie;1991 maart;134.3;137.6;-1.2;1.3
8557;13-15 Textiel-, kleding-, lederindustrie;1991 april;125.3;125.7;4.2;2.9
8558;13-15 Textiel-, kleding-, lederindustrie;1991 mei;126.2;123.6;-1.2;0.3
8559;13-15 Textiel-, kleding-, lederindustrie;1991 juni;126.8;130.2;2.3;3.3
8560;13-15 Textiel-, kleding-, lederindustrie;1991 juli;98.4;98.3;10.7;6.4
8561;13-15 Textiel-, kleding-, lederindustrie;1991 augustus;98.9;97.4;-8.1;-4.2
8562;13-15 Textiel-, kleding-, lederindustrie;1991 september;119.3;119.7;-3.2;-6.0
8563;13-15 Textiel-, kleding-, lederindustrie;1991 oktober;138.9;135.2;-0.6;-0.7
8564;13-15 Textiel-, kleding-, lederindustrie;1991 november;117.6;118.6;-11.3;-9.0
8565;13-15 Textiel-, kleding-, lederindustrie;1991 december;102.4;104.4;-1.7;-6.1
8566;13-15 Textiel-, kleding-, lederindustrie;1991;120.4;120.4;-1.0;-1.0
8567;13-15 Textiel-, kleding-, lederindustrie;1992 januari;121.4;119.3;-11.1;-10.5
8568;13-15 Textiel-, kleding-, lederindustrie;1992 februari;116.7;116.8;-3.2;-3.5
