ID;SectorBranchesSIC2008;Periods;CompensationOfEmployees_1;CompensationSeasonalAdjusted_2;WagesAndSalaries_3;WagesSeasonalAdjusted_4;EmployersSocialContributions_5;SocialContributionsSeasonalAdjusted_6;WageCosts_7;CompensationOfEmployees_8;WagesAndSalaries_9;WageCosts_10;CompensationPerFte_11;WagesPerFte_12;WageCostsPerFte_13;CompensationPerHourWorked_14;WagesPerHourWorked_15;WageCostsPerHourWorked_16;CompensationPerFte_17;WagesPerFte_18;WageCostsPerFte_19;CompensationPerHourWorked_20;WagesPerHourWorked_21;WageCostsPerHourWorked_22;FullTimeEquivalentFte_23;HoursWorked_24;FullTimeEquivalentFte_25;HoursWorked_26;Total_27;Male_28;Female_29;Total_30;Male_31;Female_32
97;A-U All economic activities;2014 3rd quarter;75733;82303.0;57910;63716.0;17823;;75621;1.3;0.3;1.3;13.1;10.0;13.1;31.7;24.2;31.6;1.5;0.6;1.6;0.0;-0.9;0.1;5794;2390;-0.2;1.3;7745;4068;3677;-0.2;-0.3;-0.1
98;A-U All economic activities;2014 4th quarter;84437;83099.0;65582;64199.0;18855;;84365;3.0;0.3;3.2;14.6;11.3;14.6;32.7;25.4;32.6;2.8;0.1;3.0;2.8;0.1;3.0;5786;2584;0.2;0.2;7744;4064;3680;0.2;0.2;0.2
99;A-U All economic activities;2014;328743;;254708;;74035;;328348;1.1;-0.2;1.3;57.0;44.2;57.0;33.3;25.8;33.3;1.7;0.4;1.9;1.0;-0.3;1.2;5765;9859;-0.6;0.1;7715;4048;3668;-0.5;-0.6;-0.5
100;A-U All economic activities;2015 1st quarter;77309;81962.0;60073;64521.0;17236;17441.0;77136;0.6;1.9;0.4;13.5;10.5;13.5;30.5;23.7;30.4;0.2;1.5;0.0;1.0;2.3;0.8;5717;2535;0.4;-0.4;7664;4017;3648;0.6;0.6;0.5
101;A-U All economic activities;2015 2nd quarter;92480;82614.0;73881;64944.0;18599;17670.0;92213;0.8;2.2;0.7;15.9;12.7;15.8;39.7;31.7;39.6;0.3;1.7;0.2;1.3;2.7;1.2;5820;2330;0.6;-0.5;7812;4104;3708;0.8;0.9;0.6
102;A-U All economic activities;2015 3rd quarter;76402;82929.0;59402;65248.0;17000;17681.0;76174;0.9;2.6;0.7;13.1;10.2;13.0;32.2;25.1;32.1;0.1;1.8;-0.1;1.7;3.4;1.5;5841;2371;0.8;-0.8;7818;4112;3706;0.9;1.1;0.8
103;A-U All economic activities;2015 4th quarter;84803;83444.0;66868;65538.0;17935;17906.0;84717;0.4;2.0;0.4;14.5;11.4;14.5;31.9;25.1;31.8;-0.8;0.7;-0.8;-2.5;-1.0;-2.5;5858;2661;1.3;3.0;7842;4120;3721;1.3;1.4;1.1
104;A-U All economic activities;2015;330994;;260224;;70770;;330240;0.7;2.2;0.6;57.0;44.8;56.8;33.4;26.3;33.4;-0.1;1.4;-0.2;0.3;1.8;0.2;5810;9896;0.8;0.4;7784;4089;3696;0.9;1.0;0.8
105;A-U All economic activities;2016 1st quarter;79835;84589.0;62045;66549.0;17790;18040.0;79596;3.3;3.3;3.2;13.7;10.7;13.7;31.2;24.2;31.1;1.6;1.7;1.6;2.2;2.2;2.1;5808;2562;1.6;1.1;7748;4069;3679;1.1;1.3;0.9
106;A-U All economic activities;2016 2nd quarter;95415;85366.0;76072;66991.0;19343;18375.0;94983;3.2;3.0;3.0;16.1;12.8;16.0;38.6;30.8;38.4;1.3;1.1;1.1;-2.8;-3.0;-2.9;5928;2472;1.9;6.1;7923;4164;3758;1.4;1.5;1.4
107;A-U All economic activities;2016 3rd quarter;79420;86108.0;61696;67630.0;17724;18478.0;79078;4.0;3.9;3.8;13.3;10.4;13.3;32.9;25.6;32.8;1.9;1.8;1.7;2.2;2.1;2.1;5961;2411;2.1;1.7;7943;4177;3766;1.6;1.6;1.6
108;A-U All economic activities;2016 4th quarter;87972;86558.0;69148;67835.0;18824;18723.0;87641;3.7;3.4;3.5;14.7;11.6;14.6;32.9;25.8;32.7;1.5;1.2;1.3;3.1;2.8;2.8;5985;2678;2.2;0.6;7981;4194;3787;1.8;1.8;1.8
109;A-U All economic activities;2016;342642;;268961;;73681;;341298;3.5;3.4;3.4;57.9;45.4;57.6;33.9;26.6;33.7;1.6;1.4;1.4;1.2;1.0;1.0;5921;10122;1.9;2.3;7899;4151;3748;1.5;1.5;1.4
110;A-U All economic activities;2017 1st quarter;82137;86966.0;63805;68335.0;18332;18631.0;81806;2.9;2.8;2.8;13.9;10.8;13.8;30.5;23.7;30.4;0.8;0.7;0.7;-2.1;-2.1;-2.2;5928;2692;2.1;5.1;7932;4162;3770;2.4;2.3;2.5
111;A-U All economic activities;2017 2nd quarter;98472;88247.0;78435;69210.0;20037;19037.0;97990;3.2;3.1;3.2;16.2;12.9;16.1;39.3;31.3;39.2;0.7;0.6;0.7;1.9;1.8;1.9;6076;2503;2.5;1.3;8113;4261;3852;2.4;2.3;2.5
112;A-U All economic activities;2017 3rd quarter;82199;89049.0;63736;69773.0;18463;19276.0;81728;3.5;3.3;3.4;13.4;10.4;13.4;33.3;25.8;33.1;0.8;0.6;0.6;1.0;0.8;0.8;6121;2471;2.7;2.5;8152;4284;3867;2.6;2.6;2.7
113;A-U All economic activities;2017 4th quarter;91670;90219.0;71968;70636.0;19702;19583.0;91278;4.2;4.1;4.1;14.9;11.7;14.8;33.9;26.6;33.8;1.4;1.2;1.3;3.3;3.2;3.2;6153;2701;2.8;0.9;8211;4311;3900;2.9;2.8;3.0
114;A-U All economic activities;2017;354478;;277944;;76534;;352802;3.5;3.3;3.4;58.4;45.8;58.1;34.2;26.8;34.0;0.9;0.8;0.8;1.0;0.9;0.9;6070;10367;2.5;2.4;8103;4255;3848;2.6;2.5;2.7
115;A-U All economic activities;2018 1st quarter;86604;91513.0;66589;71136.0;20015;20377.0;86277;5.4;4.4;5.5;14.1;10.9;14.1;31.7;24.3;31.5;2.1;1.0;2.1;3.8;2.7;3.8;6124;2735;3.3;1.6;8175;4285;3890;3.1;3.0;3.2
116;A-U All economic activities;2018 2nd quarter;102898;92404.0;81468;72050.0;21430;20354.0;102423;4.5;3.9;4.5;16.4;13.0;16.3;40.1;31.7;39.9;1.3;0.7;1.3;1.9;1.3;1.9;6267;2566;3.2;2.5;8347;4375;3972;2.9;2.7;3.1
117;A-U All economic activities;2018 3rd quarter;86839;94035.0;67001;73296.0;19838;20739.0;86397;5.6;5.1;5.7;13.8;10.6;13.7;34.2;26.4;34.0;2.5;2.0;2.6;2.7;2.2;2.8;6308;2541;3.1;2.8;8373;4387;3986;2.7;2.4;3.1
118;A-U All economic activities;2018 4th quarter;96559;94981.0;75412;73993.0;21147;20988.0;96151;5.3;4.8;5.3;15.3;11.9;15.2;34.2;26.7;34.1;2.4;1.9;2.4;0.8;0.3;0.8;6330;2822;2.9;4.5;8430;4414;4016;2.7;2.4;3.0
119;A-U All economic activities;2018;372900;;290470;;82430;;371248;5.2;4.5;5.2;59.6;46.4;59.3;35.0;27.2;34.8;2.0;1.4;2.1;2.3;1.6;2.3;6258;10665;3.1;2.9;8332;4366;3966;2.8;2.6;3.1
120;A-U All economic activities;2019 1st quarter;91557;96572.0;70331;74962.0;21226;21610.0;91132;5.7;5.6;5.6;14.6;11.2;14.5;32.9;25.2;32.7;2.9;2.8;2.8;3.8;3.7;3.7;6292;2787;2.7;1.9;8383;4383;4000;2.5;2.3;2.8
121;A-U All economic activities;2019 2nd quarter;108628;97775.0;85469;75806.0;23159;21969.0;108084;5.6;4.9;5.5;16.9;13.3;16.8;40.9;32.2;40.7;3.0;2.4;3.0;2.0;1.4;1.9;6423;2657;2.5;3.5;8543;4462;4081;2.4;2.0;2.7
122;A-U All economic activities;2019 3rd quarter;91156;98756.0;69851;76445.0;21305;22311.0;90704;5.0;4.3;5.0;14.1;10.8;14.1;34.5;26.5;34.4;2.8;2.1;2.8;1.0;0.3;1.0;6443;2640;2.1;3.9;8537;4457;4080;2.0;1.6;2.4
123;A-U All economic activities;2019 4th quarter;101721;99943.0;78926;77338.0;22795;22605.0;101356;5.3;4.7;5.4;15.8;12.2;15.7;35.6;27.7;35.5;3.3;2.6;3.4;4.2;3.5;4.2;6454;2854;2.0;1.1;8575;4470;4105;1.7;1.3;2.2
124;A-U All economic activities;2019;393062;;304577;;88485;;391276;5.4;4.9;5.4;61.4;47.6;61.1;35.9;27.8;35.8;3.0;2.5;3.0;2.8;2.2;2.8;6404;10938;2.3;2.6;8510;4443;4067;2.1;1.8;2.5
125;A-U All economic activities;2020 1st quarter;96080;101152.0;73597;78285.0;22483;22867.0;95233;4.9;4.6;4.5;15.1;11.6;14.9;35.5;27.2;35.2;3.7;3.4;3.2;8.2;7.9;7.7;6371;2703;1.2;-3.0;8468;4404;4064;1.0;0.5;1.6
126;A-U All economic activities;2020 2nd quarter;110187;99472.0;86320;76851.0;23867;22621.0;104782;1.4;1.0;-3.1;17.4;13.6;16.6;42.9;33.6;40.8;2.9;2.5;-1.6;4.9;4.5;0.3;6329;2568;-1.5;-3.3;8290;4314;3976;-3.0;-3.3;-2.6
127;A-U All economic activities;2020 3rd quarter;93554;101400.0;71342;78084.0;22212;23316.0;90819;2.6;2.1;0.1;14.6;11.1;14.2;38.4;29.3;37.3;3.2;2.7;0.6;11.3;10.8;8.6;6409;2434;-0.5;-7.8;8421;4367;4054;-1.4;-2.0;-0.6
128;A-U All economic activities;2020 4th quarter;106509;104297.0;82825;80792.0;23684;23505.0;102178;4.7;4.9;0.8;16.6;12.9;16.0;37.5;29.2;36.0;5.6;5.8;1.6;5.3;5.6;1.4;6402;2838;-0.8;-0.6;8420;4363;4057;-1.8;-2.4;-1.2
129;A-U All economic activities;2020;406330;;314084;;92246;;393012;3.4;3.1;0.4;63.7;49.2;61.6;38.5;29.8;37.3;3.8;3.5;0.8;7.3;7.0;4.2;6378;10542;-0.4;-3.6;8400;4362;4038;-1.3;-1.8;-0.7
130;A-U All economic activities;2021 1st quarter;98522;103533.0;75409;80034.0;23113;23499.0;94862;2.5;2.5;-0.4;15.5;11.9;14.9;35.3;27.0;34.0;2.8;2.7;-0.2;-0.7;-0.7;-3.5;6357;2790;-0.2;3.2;8307;4305;4003;-1.9;-2.2;-1.5
131;A-U All economic activities;2021 2nd quarter;116355;105246.0;90833;81084.0;25522;24162.0;113783;5.6;5.2;8.6;17.8;13.9;17.5;43.1;33.6;42.1;2.5;2.1;5.4;0.4;0.0;3.2;6520;2701;3.0;5.2;8549;4419;4130;3.1;2.4;3.9
132;A-U All economic activities;2021 3rd quarter;98364;106648.0;75751;82884.0;22613;23764.0;96653;5.1;6.2;6.4;14.9;11.5;14.6;39.1;30.1;38.4;2.1;3.1;3.3;1.7;2.7;3.0;6603;2515;3.0;3.4;8664;4473;4191;2.9;2.4;3.4
133;A-U All economic activities;2021 4th quarter;110558;108345.0;85967;84029.0;24591;24316.0;108557;3.8;3.8;6.2;16.7;13.0;16.4;37.1;28.9;36.5;0.3;0.3;2.7;-1.0;-1.1;1.3;6625;2977;3.5;4.9;8734;4509;4224;3.7;3.4;4.1
134;A-U All economic activities;2021;423799;;327960;;95839;;413855;4.3;4.4;5.3;64.9;50.2;63.4;38.6;29.9;37.7;1.9;2.0;2.9;0.1;0.2;1.1;6527;10984;2.3;4.2;8565;4427;4138;2.0;1.5;2.5
135;A-U All economic activities;2022 1st quarter;105636;110803.0;80093;84760.0;25543;26043.0;103933;7.2;6.2;9.6;15.9;12.1;15.7;36.3;27.5;35.7;2.9;1.9;5.1;2.9;1.9;5.1;6624;2908;4.2;4.2;8725;4501;4224;5.0;4.6;5.5
136;A-U All economic activities;2022 2nd quarter;123420;111813.0;96155;85984.0;27265;25829.0;122879;6.1;5.8;8.0;18.2;14.2;18.2;45.1;35.1;44.9;2.2;2.0;4.0;4.7;4.5;6.6;6768;2736;3.8;1.3;8916;4594;4322;4.3;4.0;4.6
137;A-U All economic activities;2022 3rd quarter;106108;115042.0;80744;88338.0;25364;26704.0;105478;7.9;6.6;9.2;15.7;11.9;15.6;39.3;29.9;39.0;5.2;3.9;6.4;0.4;-0.8;1.6;6774;2702;2.6;7.4;8890;4586;4304;2.6;2.5;2.7
138;A-U All economic activities;2022 4th quarter;119605;117209.0;91922;89922.0;27683;27287.0;119255;8.2;6.9;9.8;17.6;13.5;17.5;39.7;30.5;39.6;5.3;4.1;6.9;6.8;5.6;8.5;6807;3015;2.7;1.3;8956;4614;4343;2.6;2.3;2.8
139;A-U All economic activities;2022;454769;;348914;;105855;;451545;7.3;6.4;9.1;67.4;51.7;67.0;40.0;30.7;39.7;3.9;3.0;5.6;3.7;2.8;5.5;6744;11362;3.3;3.4;8873;4574;4299;3.6;3.3;3.9
140;A-U All economic activities;2023 1st quarter;113565;118953.0;86939;91785.0;26626;27168.0;113048;7.5;8.5;8.8;16.8;12.8;16.7;37.7;28.9;37.6;5.1;6.2;6.4;3.9;4.9;5.1;6773;3010;2.3;3.5;8899;4583;4316;2.0;1.8;2.2
141;A-U All economic activities;2023 2nd quarter;133904;121435.0;104573;93622.0;29331;27813.0;133336;8.5;8.8;8.5;19.4;15.2;19.3;48.2;37.6;48.0;6.4;6.7;6.4;6.9;7.1;6.9;6900;2777;2.0;1.5;9031;4649;4382;1.3;1.2;1.4
142;A-U All economic activities;2023 3rd quarter;114057;123738.0;87123;95425.0;26934;28313.0;113342;7.5;7.9;7.4;16.6;12.7;16.5;42.2;32.2;41.9;6.0;6.4;6.0;7.5;7.9;7.5;6867;2702;1.4;0.0;8985;4630;4355;1.1;1.0;1.2
143;A-U All economic activities;2023 4th quarter;128067;125404.0;98945;96737.0;29122;28667.0;127747;7.1;7.6;7.1;18.6;14.4;18.6;42.8;33.1;42.7;5.9;6.5;6.0;8.0;8.6;8.1;6883;2989;1.1;-0.9;9043;4655;4388;1.0;0.9;1.0
144;A-U All economic activities;2023;489593;;377580;;112013;;487473;7.7;8.2;8.0;71.4;55.1;71.1;42.7;32.9;42.5;5.9;6.4;6.2;6.6;7.1;6.9;6856;11478;1.7;1.0;8990;4629;4360;1.3;1.2;1.4
145;A-U All economic activities;2024 1st quarter;122176;127952.0;93642;98751.0;28534;29201.0;121669;7.6;7.7;7.6;17.9;13.7;17.8;40.7;31.2;40.5;6.5;6.6;6.5;7.8;7.9;7.8;6844;3005;1.0;-0.2;8985;4622;4363;1.0;0.9;1.1
146;A-U All economic activities;2024 2nd quarter;143284;130074.0;111587;100038.0;31697;30036.0;142626;7.0;6.7;7.0;20.6;16.1;20.5;50.4;39.3;50.2;6.3;6.0;6.3;4.6;4.3;4.6;6945;2841;0.7;2.3;9099;4678;4421;0.7;0.6;0.9
147;A-U All economic activities;2024 3rd quarter;121761;132189.0;92752;101708.0;29009;30481.0;121016;6.8;6.5;6.8;17.6;13.4;17.5;44.4;33.9;44.2;6.2;5.9;6.3;5.3;5.0;5.3;6900;2740;0.5;1.4;9034;4652;4382;0.5;0.5;0.6
148;A-U All economic activities;2024 4th quarter;137757;134635.0;106203;103603.0;31554;31032.0;137482;7.6;7.3;7.6;19.9;15.3;19.8;45.2;34.8;45.1;6.9;6.6;6.9;5.4;5.2;5.5;6928;3050;0.7;2.0;9107;4697;4410;0.7;0.9;0.5
149;A-U All economic activities;2024;524978;;404184;;120794;;522793;7.2;7.0;7.2;76.0;58.5;75.7;45.1;34.7;44.9;6.5;6.3;6.5;5.8;5.6;5.8;6904;11635;0.7;1.4;9056;4662;4394;0.7;0.7;0.8
150;A Agriculture, forestry and fishing;1995 1st quarter;417;451.0;354;385.0;63;;416;;;;6.4;5.4;6.4;13.9;11.8;13.9;;;;;;;65;30;;;96;68;29;;;
151;A Agriculture, forestry and fishing;1995 2nd quarter;521;454.0;449;389.0;72;;518;;;;6.9;6.0;6.9;18.3;15.8;18.2;;;;;;;75;28;;;111;78;33;;;
152;A Agriculture, forestry and fishing;1995 3rd quarter;451;455.0;386;390.0;65;;450;;;;5.4;4.6;5.4;12.2;10.4;12.2;;;;;;;83;37;;;123;86;37;;;
153;A Agriculture, forestry and fishing;1995 4th quarter;427;456.0;365;390.0;62;;424;;;;6.0;5.1;5.9;14.1;12.1;14.0;;;;;;;72;30;;;106;75;32;;;
154;A Agriculture, forestry and fishing;1995;1816;;1554;;262;;1808;;;;24.6;21.0;24.5;14.4;12.4;14.4;;;;;;;74;126;;;109;77;33;;;
155;A Agriculture, forestry and fishing;1996 1st quarter;430;465.0;366;398.0;64;;426;3.1;3.4;2.4;6.6;5.6;6.6;14.3;12.1;14.1;3.1;3.4;2.4;2.3;2.5;1.5;65;30;0.0;0.8;98;68;29;1.1;1.0;1.4
156;A Agriculture, forestry and fishing;1996 2nd quarter;539;471.0;464;402.0;75;;532;3.6;3.5;2.9;7.1;6.1;7.0;18.6;16.0;18.3;2.5;2.4;1.8;1.7;1.6;1.0;76;29;1.1;1.9;114;80;34;2.2;2.1;2.5
157;A Agriculture, forestry and fishing;1996 3rd quarter;468;472.0;400;405.0;68;;464;3.8;3.7;3.2;5.6;4.8;5.5;12.5;10.6;12.4;2.8;2.7;2.2;2.0;1.9;1.4;84;38;1.0;1.8;126;88;38;2.1;2.0;2.4
158;A Agriculture, forestry and fishing;1996 4th quarter;444;473.0;380;405.0;64;;438;3.7;3.8;3.1;6.1;5.2;6.1;14.4;12.3;14.2;2.7;2.8;2.1;1.9;2.0;1.3;72;31;1.0;1.8;108;76;32;2.1;2.0;2.4
159;A Agriculture, forestry and fishing;1996;1881;;1610;;271;;1860;3.5;3.5;2.8;25.3;21.6;25.0;14.7;12.6;14.6;2.7;2.8;2.0;1.9;1.9;1.2;74;128;0.8;1.6;111;78;33;1.9;1.8;2.2
160;A Agriculture, forestry and fishing;1997 1st quarter;437;471.0;376;407.0;61;;430;1.5;2.8;0.8;6.6;5.7;6.5;14.3;12.3;14.1;-0.6;0.6;-1.3;0.4;1.6;-0.3;67;31;2.2;1.2;102;69;32;4.2;1.4;10.8
161;A Agriculture, forestry and fishing;1997 2nd quarter;551;483.0;479;417.0;72;;541;2.6;3.2;2.1;7.2;6.2;7.0;18.1;15.7;17.8;1.5;2.1;1.0;-2.5;-1.9;-3.0;77;30;1.1;5.3;117;80;37;3.2;0.4;9.6
162;A Agriculture, forestry and fishing;1997 3rd quarter;484;489.0;418;424.0;66;;477;3.3;4.5;2.6;5.7;4.9;5.6;12.8;11.0;12.6;1.2;2.4;0.6;2.5;3.7;1.8;86;38;2.1;0.8;131;89;42;4.1;1.3;10.7
163;A Agriculture, forestry and fishing;1997 4th quarter;465;493.0;402;427.0;63;;445;4.5;5.7;1.4;6.2;5.3;5.9;15.3;13.3;14.7;0.8;2.0;-2.2;6.3;7.6;3.1;75;30;3.7;-1.7;115;78;36;5.8;2.9;12.4
164;A Agriculture, forestry and fishing;1997;1937;;1675;;262;;1893;3.1;4.1;1.9;25.5;22.0;24.9;15.0;13.0;14.6;0.8;1.8;-0.3;1.8;2.8;0.6;76;129;2.3;1.3;116;79;37;4.3;1.5;10.9
165;A Agriculture, forestry and fishing;1998 1st quarter;461;496.0;378;408.0;83;;451;5.7;0.6;5.1;6.8;5.6;6.7;14.4;11.8;14.1;4.1;-0.8;3.5;1.0;-3.9;0.4;68;32;1.5;4.7;102;67;35;0.5;-2.9;7.7
166;A Agriculture, forestry and fishing;1998 2nd quarter;566;499.0;470;410.0;96;;553;2.4;-1.9;1.9;7.2;6.0;7.0;18.3;15.3;17.9;0.3;-3.9;-0.2;1.4;-2.9;0.9;78;31;2.1;1.0;119;78;40;1.1;-2.3;8.3
167;A Agriculture, forestry and fishing;1998 3rd quarter;500;506.0;409;416.0;91;;489;3.3;-2.3;2.5;5.7;4.6;5.6;12.8;10.4;12.5;0.4;-5.0;-0.3;-0.1;-5.5;-0.9;88;39;2.9;3.4;133;88;45;1.9;-1.5;9.2
168;A Agriculture, forestry and fishing;1998 4th quarter;488;515.0;399;421.0;89;;468;5.1;-0.7;5.4;6.3;5.1;6.0;15.5;12.7;14.9;1.6;-4.0;1.8;1.1;-4.5;1.3;78;32;3.5;4.0;118;78;40;2.5;-0.9;9.8
169;A Agriculture, forestry and fishing;1998;2015;;1656;;359;;1961;4.0;-1.1;3.5;25.8;21.2;25.1;15.1;12.4;14.7;1.4;-3.5;1.0;0.7;-4.2;0.2;78;133;2.5;3.3;118;78;40;1.5;-1.8;8.8
170;A Agriculture, forestry and fishing;1999 1st quarter;497;534.0;400;431.0;97;;484;7.4;5.6;6.9;6.9;5.6;6.7;15.0;12.1;14.6;1.2;-0.5;0.8;3.9;2.2;3.5;72;33;6.1;3.3;110;71;39;7.3;5.5;10.9
171;A Agriculture, forestry and fishing;1999 2nd quarter;598;529.0;495;434.0;103;;584;6.1;5.5;6.0;7.3;6.1;7.2;18.9;15.6;18.5;1.7;1.2;1.7;3.0;2.5;3.0;82;32;4.3;3.0;125;81;44;5.5;3.7;9.0
172;A Agriculture, forestry and fishing;1999 3rd quarter;533;539.0;431;439.0;102;;520;6.6;5.4;6.4;5.8;4.7;5.7;13.1;10.6;12.8;2.7;1.5;2.5;3.0;1.8;2.8;91;41;3.8;3.5;140;91;49;5.0;3.2;8.5
173;A Agriculture, forestry and fishing;1999 4th quarter;526;553.0;425;446.0;101;;511;7.6;6.5;9.0;6.5;5.3;6.3;15.5;12.5;15.0;3.6;2.6;5.0;-0.2;-1.3;1.1;81;34;3.8;7.9;124;80;43;5.0;3.2;8.5
174;A Agriculture, forestry and fishing;1999;2154;;1751;;403;;2099;7.0;5.7;7.1;26.5;21.5;25.8;15.5;12.6;15.1;2.5;1.2;2.6;2.5;1.3;2.7;81;139;4.4;4.4;125;81;44;5.6;3.8;9.2
175;A Agriculture, forestry and fishing;2000 1st quarter;523;562.0;415;449.0;108;;511;5.8;4.1;6.2;7.2;5.7;7.1;14.8;11.8;14.5;4.3;2.6;4.7;-1.2;-2.8;-0.8;73;35;1.5;7.1;110;72;38;0.3;1.9;-2.6
176;A Agriculture, forestry and fishing;2000 2nd quarter;642;570.0;516;454.0;126;;627;7.0;3.9;6.9;7.8;6.3;7.6;19.9;16.0;19.4;6.8;3.7;6.8;5.0;2.0;5.0;82;32;0.2;1.8;124;82;42;-0.9;0.6;-3.8
177;A Agriculture, forestry and fishing;2000 3rd quarter;567;571.0;448;455.0;119;;554;6.1;4.1;6.2;6.2;4.9;6.0;14.2;11.3;13.9;5.7;3.7;5.8;8.1;6.1;8.2;92;40;0.4;-1.9;139;91;47;-0.7;0.8;-3.6
178;A Agriculture, forestry and fishing;2000 4th quarter;549;575.0;437;455.0;112;;534;4.6;2.7;4.7;6.8;5.4;6.6;17.3;13.7;16.8;3.7;1.9;3.9;11.5;9.5;11.7;81;32;0.8;-6.2;123;81;42;-0.3;1.3;-3.1
179;A Agriculture, forestry and fishing;2000;2281;;1816;;465;;2226;5.8;3.7;6.0;27.8;22.1;27.1;16.4;13.0;16.0;5.1;3.1;5.3;5.8;3.7;5.9;82;139;0.6;0.0;124;82;42;-0.5;1.1;-3.3
180;A Agriculture, forestry and fishing;2001 1st quarter;550;594.0;446;485.0;104;;537;4.8;6.9;4.7;7.1;5.8;6.9;15.3;12.4;14.9;-1.5;0.5;-1.6;3.0;5.2;3.0;77;36;6.4;1.7;117;78;39;6.7;7.7;4.7
181;A Agriculture, forestry and fishing;2001 2nd quarter;662;590.0;541;478.0;121;;646;3.5;5.3;3.4;7.9;6.5;7.7;20.1;16.4;19.6;1.4;3.1;1.3;1.2;3.0;1.2;84;33;2.1;2.2;131;86;45;5.5;4.8;6.7
182;A Agriculture, forestry and fishing;2001 3rd quarter;600;601.0;484;489.0;116;;586;5.7;8.1;5.6;6.5;5.3;6.3;14.3;11.6;13.9;5.2;7.6;5.2;0.6;2.9;0.5;92;42;0.4;5.1;147;95;52;5.6;3.6;9.4
183;A Agriculture, forestry and fishing;2001 4th quarter;584;609.0;477;494.0;107;;568;6.5;9.1;6.5;7.2;5.9;7.0;17.2;14.0;16.7;6.8;9.4;6.8;-0.4;2.1;-0.4;81;34;-0.3;6.9;126;83;44;2.5;1.8;4.0
184;A Agriculture, forestry and fishing;2001;2396;;1948;;448;;2337;5.0;7.2;4.9;28.6;23.3;27.9;16.5;13.4;16.1;2.9;5.1;2.9;1.0;3.1;0.9;84;145;2.0;4.0;130;85;45;5.1;4.4;6.4
185;A Agriculture, forestry and fishing;2002 1st quarter;575;627.0;462;508.0;113;;561;4.5;3.7;4.4;7.4;6.0;7.3;16.1;12.9;15.7;4.7;3.9;4.6;5.5;4.7;5.5;77;36;-0.2;-1.0;117;78;39;-0.6;-0.1;-1.6
186;A Agriculture, forestry and fishing;2002 2nd quarter;711;634.0;581;513.0;130;;694;7.0;7.2;7.0;8.4;6.9;8.2;21.1;17.3;20.6;5.6;5.8;5.6;5.1;5.3;5.1;85;34;1.3;1.9;132;87;45;0.8;1.5;-0.6
187;A Agriculture, forestry and fishing;2002 3rd quarter;643;642.0;519;522.0;124;;628;7.6;7.1;7.6;6.9;5.6;6.8;15.3;12.3;14.9;7.0;6.5;7.0;7.1;6.6;7.1;93;42;0.6;0.5;147;95;51;0.0;0.6;-1.2
188;A Agriculture, forestry and fishing;2002 4th quarter;622;644.0;505;521.0;117;;605;6.5;6.1;6.5;7.7;6.2;7.5;18.3;14.8;17.8;6.8;6.3;6.8;6.3;5.8;6.3;81;34;-0.2;0.2;124;82;42;-1.5;-0.4;-3.6
189;A Agriculture, forestry and fishing;2002;2551;;2067;;484;;2488;6.5;6.2;6.5;30.4;24.6;29.6;17.5;14.2;17.1;6.1;5.7;6.1;6.1;5.7;6.1;84;145;0.4;0.4;130;86;44;-0.3;0.4;-1.7
190;A Agriculture, forestry and fishing;2003 1st quarter;584;644.0;463;515.0;121;;573;1.6;0.2;2.2;7.8;6.2;7.7;16.8;13.3;16.4;5.0;3.5;5.6;3.8;2.4;4.4;75;35;-3.2;-2.2;113;75;37;-3.3;-3.3;-3.3
191;A Agriculture, forestry and fishing;2003 2nd quarter;720;640.0;580;511.0;140;;707;1.4;0.0;2.0;8.8;7.1;8.6;21.8;17.6;21.4;4.6;3.2;5.3;3.2;1.7;3.8;82;33;-3.1;-1.7;128;84;43;-3.2;-2.8;-4.0
192;A Agriculture, forestry and fishing;2003 3rd quarter;649;647.0;515;517.0;134;;626;0.9;-0.9;-0.4;7.3;5.8;7.0;16.1;12.8;15.6;4.7;2.9;3.4;5.6;3.7;4.2;89;40;-3.6;-4.4;142;92;49;-3.3;-2.9;-4.1
193;A Agriculture, forestry and fishing;2003 4th quarter;619;637.0;495;509.0;124;;604;-0.6;-2.0;-0.3;7.9;6.3;7.8;18.6;14.9;18.2;3.2;1.7;3.5;2.0;0.6;2.3;78;33;-3.7;-2.6;120;80;40;-3.7;-2.9;-5.3
194;A Agriculture, forestry and fishing;2003;2572;;2053;;519;;2510;0.8;-0.7;0.8;31.7;25.3;30.9;18.2;14.5;17.7;4.3;2.8;4.4;3.7;2.2;3.7;81;141;-3.4;-2.8;126;83;42;-3.4;-3.0;-4.2
195;A Agriculture, forestry and fishing;2004 1st quarter;562;627.0;450;505.0;112;;549;-3.5;-2.5;-3.9;7.8;6.3;7.7;16.2;13.0;15.9;0.2;1.3;-0.2;-3.1;-2.1;-3.5;72;35;-3.7;-0.4;113;76;37;0.0;0.4;-0.8
196;A Agriculture, forestry and fishing;2004 2nd quarter;719;636.0;583;511.0;136;;704;-0.6;0.1;-0.9;9.1;7.4;8.9;22.5;18.3;22.1;4.1;4.7;3.8;3.5;4.2;3.2;78;32;-4.5;-3.9;125;83;42;-2.0;-1.4;-3.3
