ID;RegioS;Perioden;VerkeersintensiteitenRijkswegen_1
3877;IJmond (CR);2013 april;2870.0
3878;IJmond (CR);2013 mei;2894.0
3879;IJmond (CR);2013 juni;2946.0
3880;IJmond (CR);2013 juli;2753.0
3881;IJmond (CR);2013 augustus;2831.0
3882;IJmond (CR);2013 september;2962.0
3883;IJmond (CR);2013 oktober;2959.0
3884;IJmond (CR);2013 november;2929.0
3885;IJmond (CR);2013 december;2623.0
3886;IJmond (CR);2013;2823.0
3887;IJmond (CR);2014 januari;2728.0
3888;IJmond (CR);2014 februari;2474.0
3889;IJmond (CR);2014 maart;2529.0
3890;IJmond (CR);2014 april;2572.0
3891;IJmond (CR);2014 mei;2833.0
3892;IJmond (CR);2014 juni;2880.0
3893;IJmond (CR);2014 juli;2727.0
3894;IJmond (CR);2014 augustus;2771.0
3895;IJmond (CR);2014 september;2900.0
3896;IJmond (CR);2014 oktober;2944.0
3897;IJmond (CR);2014 november;2868.0
3898;IJmond (CR);2014 december;2639.0
3899;IJmond (CR);2014;2740.0
3900;IJmond (CR);2015 januari;2668.0
3901;IJmond (CR);2015 februari;2801.0
3902;IJmond (CR);2015 maart;2924.0
3903;IJmond (CR);2015 april;2946.0
3904;IJmond (CR);2015 mei;2827.0
3905;IJmond (CR);2015 juni;3023.0
3906;IJmond (CR);2015 juli;2750.0
3907;IJmond (CR);2015 augustus;2877.0
3908;IJmond (CR);2015 september;2986.0
3909;IJmond (CR);2015 oktober;3007.0
3910;IJmond (CR);2015 november;2907.0
3911;IJmond (CR);2015 december;2713.0
3912;IJmond (CR);2015;2869.0
3913;IJmond (CR);2016 januari;2716.0
3914;IJmond (CR);2016 februari;2911.0
3915;IJmond (CR);2016 maart;2934.0
3916;IJmond (CR);2016 april;2705.0
3917;IJmond (CR);2016 mei;2826.0
3918;IJmond (CR);2016 juni;2847.0
3919;IJmond (CR);2016 juli;2720.0
3920;IJmond (CR);2016 augustus;2678.0
3921;IJmond (CR);2016 september;2875.0
3922;IJmond (CR);2016 oktober;2826.0
3923;IJmond (CR);2016 november;2819.0
3924;IJmond (CR);2016 december;2612.0
3925;IJmond (CR);2016;2789.0
3926;IJmond (CR);2017 januari;2427.0
3927;IJmond (CR);2017 februari;2504.0
3928;IJmond (CR);2017 maart;2683.0
3929;IJmond (CR);2017 april;2515.0
3930;IJmond (CR);2017 mei;2678.0
3931;IJmond (CR);2017 juni;2785.0
3932;IJmond (CR);2017 juli;2686.0
3933;IJmond (CR);2017 augustus;2462.0
3934;IJmond (CR);2017 september;2715.0
3935;IJmond (CR);2017 oktober;2809.0
3936;IJmond (CR);2017 november;2825.0
3937;IJmond (CR);2017 december;2503.0
3938;IJmond (CR);2017;2633.0
3939;IJmond (CR);2018 januari;2618.0
3940;IJmond (CR);2018 februari;2662.0
3941;IJmond (CR);2018 maart;2747.0
3942;IJmond (CR);2018 april;2771.0
3943;IJmond (CR);2018 mei;2796.0
3944;IJmond (CR);2018 juni;2862.0
3945;IJmond (CR);2018 juli;2790.0
3946;IJmond (CR);2018 augustus;2579.0
3947;IJmond (CR);2018 september;2765.0
3948;IJmond (CR);2018 oktober;2841.0
3949;IJmond (CR);2018 november;2810.0
3950;IJmond (CR);2018 december;2500.0
3951;IJmond (CR);2018;2728.0
3952;Agglomeratie Haarlem (CR);2011 januari;1670.0
3953;Agglomeratie Haarlem (CR);2011 februari;1581.0
3954;Agglomeratie Haarlem (CR);2011 maart;1596.0
3955;Agglomeratie Haarlem (CR);2011 april;1769.0
3956;Agglomeratie Haarlem (CR);2011 mei;1712.0
3957;Agglomeratie Haarlem (CR);2011 juni;1703.0
3958;Agglomeratie Haarlem (CR);2011 juli;1866.0
3959;Agglomeratie Haarlem (CR);2011 augustus;1813.0
3960;Agglomeratie Haarlem (CR);2011 september;1697.0
3961;Agglomeratie Haarlem (CR);2011 oktober;1612.0
3962;Agglomeratie Haarlem (CR);2011 november;1583.0
3963;Agglomeratie Haarlem (CR);2011 december;1609.0
3964;Agglomeratie Haarlem (CR);2011;1685.0
3965;Agglomeratie Haarlem (CR);2012 januari;1586.0
3966;Agglomeratie Haarlem (CR);2012 februari;1513.0
3967;Agglomeratie Haarlem (CR);2012 maart;1630.0
3968;Agglomeratie Haarlem (CR);2012 april;1526.0
3969;Agglomeratie Haarlem (CR);2012 mei;1663.0
3970;Agglomeratie Haarlem (CR);2012 juni;1682.0
3971;Agglomeratie Haarlem (CR);2012 juli;1811.0
3972;Agglomeratie Haarlem (CR);2012 augustus;1696.0
3973;Agglomeratie Haarlem (CR);2012 september;1733.0
3974;Agglomeratie Haarlem (CR);2012 oktober;1675.0
3975;Agglomeratie Haarlem (CR);2012 november;1658.0
3976;Agglomeratie Haarlem (CR);2012 december;1492.0
3977;Agglomeratie Haarlem (CR);2012;1639.0
3978;Agglomeratie Haarlem (CR);2013 januari;1531.0
3979;Agglomeratie Haarlem (CR);2013 februari;1649.0
3980;Agglomeratie Haarlem (CR);2013 maart;1669.0
3981;Agglomeratie Haarlem (CR);2013 april;1757.0
3982;Agglomeratie Haarlem (CR);2013 mei;1766.0
3983;Agglomeratie Haarlem (CR);2013 juni;1815.0
3984;Agglomeratie Haarlem (CR);2013 juli;1807.0
3985;Agglomeratie Haarlem (CR);2013 augustus;1816.0
3986;Agglomeratie Haarlem (CR);2013 september;1783.0
3987;Agglomeratie Haarlem (CR);2013 oktober;1719.0
3988;Agglomeratie Haarlem (CR);2013 november;1687.0
3989;Agglomeratie Haarlem (CR);2013 december;1603.0
3990;Agglomeratie Haarlem (CR);2013;1717.0
3991;Agglomeratie Haarlem (CR);2014 januari;1634.0
3992;Agglomeratie Haarlem (CR);2014 februari;1671.0
3993;Agglomeratie Haarlem (CR);2014 maart;1726.0
3994;Agglomeratie Haarlem (CR);2014 april;1740.0
3995;Agglomeratie Haarlem (CR);2014 mei;1744.0
3996;Agglomeratie Haarlem (CR);2014 juni;1791.0
3997;Agglomeratie Haarlem (CR);2014 juli;1753.0
3998;Agglomeratie Haarlem (CR);2014 augustus;1757.0
3999;Agglomeratie Haarlem (CR);2014 september;1773.0
4000;Agglomeratie Haarlem (CR);2014 oktober;1710.0
4001;Agglomeratie Haarlem (CR);2014 november;1684.0
4002;Agglomeratie Haarlem (CR);2014 december;1575.0
4003;Agglomeratie Haarlem (CR);2014;1713.0
4004;Agglomeratie Haarlem (CR);2015 januari;1580.0
4005;Agglomeratie Haarlem (CR);2015 februari;1657.0
4006;Agglomeratie Haarlem (CR);2015 maart;1715.0
4007;Agglomeratie Haarlem (CR);2015 april;1763.0
4008;Agglomeratie Haarlem (CR);2015 mei;1742.0
4009;Agglomeratie Haarlem (CR);2015 juni;1804.0
4010;Agglomeratie Haarlem (CR);2015 juli;1738.0
4011;Agglomeratie Haarlem (CR);2015 augustus;1781.0
4012;Agglomeratie Haarlem (CR);2015 september;1744.0
4013;Agglomeratie Haarlem (CR);2015 oktober;1737.0
4014;Agglomeratie Haarlem (CR);2015 november;1680.0
4015;Agglomeratie Haarlem (CR);2015 december;1643.0
4016;Agglomeratie Haarlem (CR);2015;1716.0
4017;Agglomeratie Haarlem (CR);2016 januari;1637.0
4018;Agglomeratie Haarlem (CR);2016 februari;1703.0
4019;Agglomeratie Haarlem (CR);2016 maart;1750.0
4020;Agglomeratie Haarlem (CR);2016 april;1714.0
4021;Agglomeratie Haarlem (CR);2016 mei;1748.0
4022;Agglomeratie Haarlem (CR);2016 juni;1783.0
4023;Agglomeratie Haarlem (CR);2016 juli;1770.0
4024;Agglomeratie Haarlem (CR);2016 augustus;1774.0
4025;Agglomeratie Haarlem (CR);2016 september;1799.0
4026;Agglomeratie Haarlem (CR);2016 oktober;1677.0
4027;Agglomeratie Haarlem (CR);2016 november;1625.0
4028;Agglomeratie Haarlem (CR);2016 december;1530.0
4029;Agglomeratie Haarlem (CR);2016;1709.0
4030;Agglomeratie Haarlem (CR);2017 januari;1506.0
4031;Agglomeratie Haarlem (CR);2017 februari;1538.0
4032;Agglomeratie Haarlem (CR);2017 maart;1664.0
4033;Agglomeratie Haarlem (CR);2017 april;1593.0
4034;Agglomeratie Haarlem (CR);2017 mei;1672.0
4035;Agglomeratie Haarlem (CR);2017 juni;1674.0
4036;Agglomeratie Haarlem (CR);2017 juli;1663.0
4037;Agglomeratie Haarlem (CR);2017 augustus;1578.0
4038;Agglomeratie Haarlem (CR);2017 september;1594.0
4039;Agglomeratie Haarlem (CR);2017 oktober;1593.0
4040;Agglomeratie Haarlem (CR);2017 november;1542.0
4041;Agglomeratie Haarlem (CR);2017 december;1385.0
4042;Agglomeratie Haarlem (CR);2017;1584.0
4043;Agglomeratie Haarlem (CR);2018 januari;1495.0
4044;Agglomeratie Haarlem (CR);2018 februari;1606.0
4045;Agglomeratie Haarlem (CR);2018 maart;1652.0
4046;Agglomeratie Haarlem (CR);2018 april;1726.0
4047;Agglomeratie Haarlem (CR);2018 mei;1778.0
4048;Agglomeratie Haarlem (CR);2018 juni;1787.0
4049;Agglomeratie Haarlem (CR);2018 juli;1830.0
4050;Agglomeratie Haarlem (CR);2018 augustus;1686.0
4051;Agglomeratie Haarlem (CR);2018 september;1721.0
4052;Agglomeratie Haarlem (CR);2018 oktober;1701.0
4053;Agglomeratie Haarlem (CR);2018 november;1648.0
4054;Agglomeratie Haarlem (CR);2018 december;1506.0
4055;Agglomeratie Haarlem (CR);2018;1678.0
4056;Zaanstreek (CR);2011 januari;2533.0
4057;Zaanstreek (CR);2011 februari;2661.0
4058;Zaanstreek (CR);2011 maart;2763.0
4059;Zaanstreek (CR);2011 april;2698.0
4060;Zaanstreek (CR);2011 mei;2715.0
4061;Zaanstreek (CR);2011 juni;2629.0
4062;Zaanstreek (CR);2011 juli;2618.0
4063;Zaanstreek (CR);2011 augustus;2426.0
4064;Zaanstreek (CR);2011 september;2717.0
4065;Zaanstreek (CR);2011 oktober;2669.0
4066;Zaanstreek (CR);2011 november;2677.0
4067;Zaanstreek (CR);2011 december;2508.0
4068;Zaanstreek (CR);2011;2634.0
4069;Zaanstreek (CR);2012 januari;2486.0
4070;Zaanstreek (CR);2012 februari;2485.0
4071;Zaanstreek (CR);2012 maart;2648.0
4072;Zaanstreek (CR);2012 april;2587.0
4073;Zaanstreek (CR);2012 mei;2571.0
4074;Zaanstreek (CR);2012 juni;2420.0
4075;Zaanstreek (CR);2012 juli;2552.0
4076;Zaanstreek (CR);2012 augustus;2315.0
4077;Zaanstreek (CR);2012 september;2546.0
4078;Zaanstreek (CR);2012 oktober;2550.0
4079;Zaanstreek (CR);2012 november;2526.0
4080;Zaanstreek (CR);2012 december;2306.0
4081;Zaanstreek (CR);2012;2499.0
4082;Zaanstreek (CR);2013 januari;2297.0
4083;Zaanstreek (CR);2013 februari;2448.0
4084;Zaanstreek (CR);2013 maart;2506.0
4085;Zaanstreek (CR);2013 april;2559.0
4086;Zaanstreek (CR);2013 mei;2485.0
4087;Zaanstreek (CR);2013 juni;2517.0
4088;Zaanstreek (CR);2013 juli;2392.0
4089;Zaanstreek (CR);2013 augustus;2443.0
4090;Zaanstreek (CR);2013 september;2575.0
4091;Zaanstreek (CR);2013 oktober;2370.0
4092;Zaanstreek (CR);2013 november;2269.0
4093;Zaanstreek (CR);2013 december;2125.0
4094;Zaanstreek (CR);2013;2414.0
4095;Zaanstreek (CR);2014 januari;2238.0
4096;Zaanstreek (CR);2014 februari;2186.0
4097;Zaanstreek (CR);2014 maart;2371.0
4098;Zaanstreek (CR);2014 april;2406.0
4099;Zaanstreek (CR);2014 mei;2478.0
4100;Zaanstreek (CR);2014 juni;2530.0
4101;Zaanstreek (CR);2014 juli;2281.0
4102;Zaanstreek (CR);2014 augustus;2444.0
4103;Zaanstreek (CR);2014 september;2665.0
4104;Zaanstreek (CR);2014 oktober;2735.0
4105;Zaanstreek (CR);2014 november;2673.0
4106;Zaanstreek (CR);2014 december;2478.0
4107;Zaanstreek (CR);2014;2458.0
4108;Zaanstreek (CR);2015 januari;2457.0
4109;Zaanstreek (CR);2015 februari;2564.0
4110;Zaanstreek (CR);2015 maart;2648.0
4111;Zaanstreek (CR);2015 april;2641.0
4112;Zaanstreek (CR);2015 mei;2556.0
4113;Zaanstreek (CR);2015 juni;2696.0
4114;Zaanstreek (CR);2015 juli;2410.0
4115;Zaanstreek (CR);2015 augustus;2531.0
4116;Zaanstreek (CR);2015 september;2517.0
4117;Zaanstreek (CR);2015 oktober;2553.0
4118;Zaanstreek (CR);2015 november;2459.0
4119;Zaanstreek (CR);2015 december;2571.0
4120;Zaanstreek (CR);2015;2550.0
4121;Zaanstreek (CR);2016 januari;2606.0
4122;Zaanstreek (CR);2016 februari;2818.0
4123;Zaanstreek (CR);2016 maart;2878.0
4124;Zaanstreek (CR);2016 april;2642.0
4125;Zaanstreek (CR);2016 mei;2599.0
4126;Zaanstreek (CR);2016 juni;2683.0
4127;Zaanstreek (CR);2016 juli;2529.0
4128;Zaanstreek (CR);2016 augustus;2380.0
4129;Zaanstreek (CR);2016 september;2711.0
4130;Zaanstreek (CR);2016 oktober;2649.0
4131;Zaanstreek (CR);2016 november;2646.0
4132;Zaanstreek (CR);2016 december;2422.0
4133;Zaanstreek (CR);2016;2630.0
4134;Zaanstreek (CR);2017 januari;2376.0
4135;Zaanstreek (CR);2017 februari;2465.0
4136;Zaanstreek (CR);2017 maart;2604.0
4137;Zaanstreek (CR);2017 april;2487.0
4138;Zaanstreek (CR);2017 mei;2595.0
4139;Zaanstreek (CR);2017 juni;2584.0
4140;Zaanstreek (CR);2017 juli;2610.0
4141;Zaanstreek (CR);2017 augustus;2382.0
4142;Zaanstreek (CR);2017 september;2814.0
4143;Zaanstreek (CR);2017 oktober;2772.0
4144;Zaanstreek (CR);2017 november;2771.0
4145;Zaanstreek (CR);2017 december;2506.0
4146;Zaanstreek (CR);2017;2580.0
4147;Zaanstreek (CR);2018 januari;2507.0
4148;Zaanstreek (CR);2018 februari;2578.0
4149;Zaanstreek (CR);2018 maart;2627.0
4150;Zaanstreek (CR);2018 april;2598.0
4151;Zaanstreek (CR);2018 mei;2627.0
4152;Zaanstreek (CR);2018 juni;2678.0
4153;Zaanstreek (CR);2018 juli;2698.0
4154;Zaanstreek (CR);2018 augustus;2480.0
4155;Zaanstreek (CR);2018 september;2757.0
4156;Zaanstreek (CR);2018 oktober;2847.0
4157;Zaanstreek (CR);2018 november;2820.0
4158;Zaanstreek (CR);2018 december;2601.0
4159;Zaanstreek (CR);2018;2651.0
4160;Groot-Amsterdam (CR);2011 januari;3252.0
4161;Groot-Amsterdam (CR);2011 februari;3498.0
4162;Groot-Amsterdam (CR);2011 maart;3543.0
4163;Groot-Amsterdam (CR);2011 april;3543.0
4164;Groot-Amsterdam (CR);2011 mei;3596.0
4165;Groot-Amsterdam (CR);2011 juni;3555.0
4166;Groot-Amsterdam (CR);2011 juli;3405.0
4167;Groot-Amsterdam (CR);2011 augustus;3296.0
4168;Groot-Amsterdam (CR);2011 september;3664.0
4169;Groot-Amsterdam (CR);2011 oktober;3657.0
4170;Groot-Amsterdam (CR);2011 november;3660.0
4171;Groot-Amsterdam (CR);2011 december;3339.0
4172;Groot-Amsterdam (CR);2011;3500.0
4173;Groot-Amsterdam (CR);2012 januari;3350.0
4174;Groot-Amsterdam (CR);2012 februari;3416.0
4175;Groot-Amsterdam (CR);2012 maart;3662.0
4176;Groot-Amsterdam (CR);2012 april;3628.0
4177;Groot-Amsterdam (CR);2012 mei;3709.0
4178;Groot-Amsterdam (CR);2012 juni;3542.0
4179;Groot-Amsterdam (CR);2012 juli;3619.0
4180;Groot-Amsterdam (CR);2012 augustus;3482.0
4181;Groot-Amsterdam (CR);2012 september;3775.0
4182;Groot-Amsterdam (CR);2012 oktober;3850.0
4183;Groot-Amsterdam (CR);2012 november;3750.0
4184;Groot-Amsterdam (CR);2012 december;3291.0
4185;Groot-Amsterdam (CR);2012;3589.0
4186;Groot-Amsterdam (CR);2013 januari;3322.0
4187;Groot-Amsterdam (CR);2013 februari;3545.0
4188;Groot-Amsterdam (CR);2013 maart;3667.0
4189;Groot-Amsterdam (CR);2013 april;3590.0
4190;Groot-Amsterdam (CR);2013 mei;3564.0
4191;Groot-Amsterdam (CR);2013 juni;3589.0
4192;Groot-Amsterdam (CR);2013 juli;3373.0
4193;Groot-Amsterdam (CR);2013 augustus;3357.0
4194;Groot-Amsterdam (CR);2013 september;3596.0
4195;Groot-Amsterdam (CR);2013 oktober;3645.0
4196;Groot-Amsterdam (CR);2013 november;3591.0
4197;Groot-Amsterdam (CR);2013 december;3247.0
4198;Groot-Amsterdam (CR);2013;3506.0
4199;Groot-Amsterdam (CR);2014 januari;3315.0
4200;Groot-Amsterdam (CR);2014 februari;3287.0
4201;Groot-Amsterdam (CR);2014 maart;3339.0
4202;Groot-Amsterdam (CR);2014 april;3456.0
4203;Groot-Amsterdam (CR);2014 mei;3597.0
4204;Groot-Amsterdam (CR);2014 juni;3604.0
4205;Groot-Amsterdam (CR);2014 juli;3367.0
4206;Groot-Amsterdam (CR);2014 augustus;3378.0
4207;Groot-Amsterdam (CR);2014 september;3717.0
4208;Groot-Amsterdam (CR);2014 oktober;3733.0
4209;Groot-Amsterdam (CR);2014 november;3623.0
4210;Groot-Amsterdam (CR);2014 december;3326.0
4211;Groot-Amsterdam (CR);2014;3479.0
4212;Groot-Amsterdam (CR);2015 januari;3306.0
4213;Groot-Amsterdam (CR);2015 februari;3514.0
4214;Groot-Amsterdam (CR);2015 maart;3648.0
4215;Groot-Amsterdam (CR);2015 april;3680.0
4216;Groot-Amsterdam (CR);2015 mei;3543.0
4217;Groot-Amsterdam (CR);2015 juni;3812.0
4218;Groot-Amsterdam (CR);2015 juli;3433.0
4219;Groot-Amsterdam (CR);2015 augustus;3561.0
4220;Groot-Amsterdam (CR);2015 september;3745.0
4221;Groot-Amsterdam (CR);2015 oktober;3772.0
4222;Groot-Amsterdam (CR);2015 november;3664.0
4223;Groot-Amsterdam (CR);2015 december;3441.0
4224;Groot-Amsterdam (CR);2015;3592.0
4225;Groot-Amsterdam (CR);2016 januari;3397.0
4226;Groot-Amsterdam (CR);2016 februari;3639.0
4227;Groot-Amsterdam (CR);2016 maart;3689.0
4228;Groot-Amsterdam (CR);2016 april;3665.0
4229;Groot-Amsterdam (CR);2016 mei;3621.0
4230;Groot-Amsterdam (CR);2016 juni;3749.0
4231;Groot-Amsterdam (CR);2016 juli;3517.0
4232;Groot-Amsterdam (CR);2016 augustus;3464.0
4233;Groot-Amsterdam (CR);2016 september;3733.0
4234;Groot-Amsterdam (CR);2016 oktober;3724.0
4235;Groot-Amsterdam (CR);2016 november;3649.0
4236;Groot-Amsterdam (CR);2016 december;3421.0
4237;Groot-Amsterdam (CR);2016;3606.0
4238;Groot-Amsterdam (CR);2017 januari;3361.0
4239;Groot-Amsterdam (CR);2017 februari;3551.0
4240;Groot-Amsterdam (CR);2017 maart;3725.0
4241;Groot-Amsterdam (CR);2017 april;3677.0
4242;Groot-Amsterdam (CR);2017 mei;3853.0
4243;Groot-Amsterdam (CR);2017 juni;3779.0
4244;Groot-Amsterdam (CR);2017 juli;3642.0
4245;Groot-Amsterdam (CR);2017 augustus;3480.0
4246;Groot-Amsterdam (CR);2017 september;3732.0
4247;Groot-Amsterdam (CR);2017 oktober;3845.0
4248;Groot-Amsterdam (CR);2017 november;3825.0
4249;Groot-Amsterdam (CR);2017 december;3365.0
4250;Groot-Amsterdam (CR);2017;3653.0
4251;Groot-Amsterdam (CR);2018 januari;3495.0
4252;Groot-Amsterdam (CR);2018 februari;3607.0
4253;Groot-Amsterdam (CR);2018 maart;3701.0
4254;Groot-Amsterdam (CR);2018 april;3736.0
4255;Groot-Amsterdam (CR);2018 mei;3759.0
4256;Groot-Amsterdam (CR);2018 juni;3871.0
4257;Groot-Amsterdam (CR);2018 juli;3774.0
4258;Groot-Amsterdam (CR);2018 augustus;3567.0
4259;Groot-Amsterdam (CR);2018 september;3816.0
4260;Groot-Amsterdam (CR);2018 oktober;3928.0
4261;Groot-Amsterdam (CR);2018 november;3852.0
4262;Groot-Amsterdam (CR);2018 december;3394.0
4263;Groot-Amsterdam (CR);2018;3708.0
4264;Het Gooi en Vechtstreek (CR);2011 januari;2864.0
4265;Het Gooi en Vechtstreek (CR);2011 februari;3007.0
4266;Het Gooi en Vechtstreek (CR);2011 maart;3142.0
4267;Het Gooi en Vechtstreek (CR);2011 april;3280.0
4268;Het Gooi en Vechtstreek (CR);2011 mei;3255.0
4269;Het Gooi en Vechtstreek (CR);2011 juni;3200.0
4270;Het Gooi en Vechtstreek (CR);2011 juli;3160.0
4271;Het Gooi en Vechtstreek (CR);2011 augustus;3099.0
4272;Het Gooi en Vechtstreek (CR);2011 september;3329.0
4273;Het Gooi en Vechtstreek (CR);2011 oktober;3295.0
4274;Het Gooi en Vechtstreek (CR);2011 november;3396.0
4275;Het Gooi en Vechtstreek (CR);2011 december;3146.0
4276;Het Gooi en Vechtstreek (CR);2011;3181.0
4277;Het Gooi en Vechtstreek (CR);2012 januari;3108.0
4278;Het Gooi en Vechtstreek (CR);2012 februari;3158.0
4279;Het Gooi en Vechtstreek (CR);2012 maart;3443.0
4280;Het Gooi en Vechtstreek (CR);2012 april;3308.0
4281;Het Gooi en Vechtstreek (CR);2012 mei;3384.0
4282;Het Gooi en Vechtstreek (CR);2012 juni;3242.0
4283;Het Gooi en Vechtstreek (CR);2012 juli;3306.0
4284;Het Gooi en Vechtstreek (CR);2012 augustus;3098.0
4285;Het Gooi en Vechtstreek (CR);2012 september;3351.0
4286;Het Gooi en Vechtstreek (CR);2012 oktober;3585.0
4287;Het Gooi en Vechtstreek (CR);2012 november;3444.0
4288;Het Gooi en Vechtstreek (CR);2012 december;3026.0
4289;Het Gooi en Vechtstreek (CR);2012;3288.0
4290;Het Gooi en Vechtstreek (CR);2013 januari;3089.0
4291;Het Gooi en Vechtstreek (CR);2013 februari;3349.0
4292;Het Gooi en Vechtstreek (CR);2013 maart;3407.0
4293;Het Gooi en Vechtstreek (CR);2013 april;3511.0
4294;Het Gooi en Vechtstreek (CR);2013 mei;3539.0
4295;Het Gooi en Vechtstreek (CR);2013 juni;3593.0
4296;Het Gooi en Vechtstreek (CR);2013 juli;3420.0
4297;Het Gooi en Vechtstreek (CR);2013 augustus;3390.0
4298;Het Gooi en Vechtstreek (CR);2013 september;3609.0
4299;Het Gooi en Vechtstreek (CR);2013 oktober;3600.0
4300;Het Gooi en Vechtstreek (CR);2013 november;3520.0
4301;Het Gooi en Vechtstreek (CR);2013 december;3225.0
4302;Het Gooi en Vechtstreek (CR);2013;3437.0
4303;Het Gooi en Vechtstreek (CR);2014 januari;3269.0
4304;Het Gooi en Vechtstreek (CR);2014 februari;3230.0
4305;Het Gooi en Vechtstreek (CR);2014 maart;3292.0
4306;Het Gooi en Vechtstreek (CR);2014 april;3357.0
4307;Het Gooi en Vechtstreek (CR);2014 mei;3508.0
4308;Het Gooi en Vechtstreek (CR);2014 juni;3562.0
4309;Het Gooi en Vechtstreek (CR);2014 juli;3337.0
4310;Het Gooi en Vechtstreek (CR);2014 augustus;3348.0
4311;Het Gooi en Vechtstreek (CR);2014 september;3636.0
4312;Het Gooi en Vechtstreek (CR);2014 oktober;3648.0
4313;Het Gooi en Vechtstreek (CR);2014 november;3577.0
4314;Het Gooi en Vechtstreek (CR);2014 december;3258.0
4315;Het Gooi en Vechtstreek (CR);2014;3419.0
4316;Het Gooi en Vechtstreek (CR);2015 januari;3205.0
4317;Het Gooi en Vechtstreek (CR);2015 februari;3398.0
4318;Het Gooi en Vechtstreek (CR);2015 maart;3544.0
4319;Het Gooi en Vechtstreek (CR);2015 april;3619.0
4320;Het Gooi en Vechtstreek (CR);2015 mei;3463.0
4321;Het Gooi en Vechtstreek (CR);2015 juni;3637.0
4322;Het Gooi en Vechtstreek (CR);2015 juli;3359.0
4323;Het Gooi en Vechtstreek (CR);2015 augustus;3492.0
4324;Het Gooi en Vechtstreek (CR);2015 september;3656.0
4325;Het Gooi en Vechtstreek (CR);2015 oktober;3661.0
4326;Het Gooi en Vechtstreek (CR);2015 november;3535.0
4327;Het Gooi en Vechtstreek (CR);2015 december;3380.0
4328;Het Gooi en Vechtstreek (CR);2015;3495.0
4329;Het Gooi en Vechtstreek (CR);2016 januari;3230.0
4330;Het Gooi en Vechtstreek (CR);2016 februari;3446.0
4331;Het Gooi en Vechtstreek (CR);2016 maart;3562.0
4332;Het Gooi en Vechtstreek (CR);2016 april;3340.0
4333;Het Gooi en Vechtstreek (CR);2016 mei;3410.0
4334;Het Gooi en Vechtstreek (CR);2016 juni;3518.0
4335;Het Gooi en Vechtstreek (CR);2016 juli;3257.0
4336;Het Gooi en Vechtstreek (CR);2016 augustus;3124.0
4337;Het Gooi en Vechtstreek (CR);2016 september;3371.0
4338;Het Gooi en Vechtstreek (CR);2016 oktober;3280.0
4339;Het Gooi en Vechtstreek (CR);2016 november;3306.0
4340;Het Gooi en Vechtstreek (CR);2016 december;3082.0
4341;Het Gooi en Vechtstreek (CR);2016;3327.0
4342;Het Gooi en Vechtstreek (CR);2017 januari;3015.0
4343;Het Gooi en Vechtstreek (CR);2017 februari;3179.0
4344;Het Gooi en Vechtstreek (CR);2017 maart;3365.0
4345;Het Gooi en Vechtstreek (CR);2017 april;3317.0
4346;Het Gooi en Vechtstreek (CR);2017 mei;3430.0
4347;Het Gooi en Vechtstreek (CR);2017 juni;3340.0
4348;Het Gooi en Vechtstreek (CR);2017 juli;3101.0
4349;Het Gooi en Vechtstreek (CR);2017 augustus;2998.0
4350;Het Gooi en Vechtstreek (CR);2017 september;3133.0
4351;Het Gooi en Vechtstreek (CR);2017 oktober;3254.0
4352;Het Gooi en Vechtstreek (CR);2017 november;3148.0
4353;Het Gooi en Vechtstreek (CR);2017 december;2725.0
4354;Het Gooi en Vechtstreek (CR);2017;3167.0
4355;Het Gooi en Vechtstreek (CR);2018 januari;2928.0
4356;Het Gooi en Vechtstreek (CR);2018 februari;3062.0
4357;Het Gooi en Vechtstreek (CR);2018 maart;3205.0
4358;Het Gooi en Vechtstreek (CR);2018 april;3216.0
4359;Het Gooi en Vechtstreek (CR);2018 mei;3099.0
4360;Het Gooi en Vechtstreek (CR);2018 juni;3191.0
