ID;Regions;Periods;TotalFixedCapitalFormation_1;DwellingStock_2;IndustrialBuildings_3;CivilEngineering_4;Transport_5;MachineryAndEquipment_6;CultivatedBiologicalResources_7;TransferCostsOfGround_8;ComputersSoftwareAndDatabases_9;ResearchAndDevelopment_10;OtherFixedAssets_11
1605;Flevoland (CR);2004;2404;700;475;119;297;294;13;14;182;137;173
1606;Flevoland (CR);2005;2540;759;500;128;308;299;11;16;201;142;176
1607;Flevoland (CR);2006;2756;834;538;140;346;320;10;16;224;146;182
1608;Flevoland (CR);2007;3085;894;641;153;374;386;15;17;246;142;217
1609;Flevoland (CR);2008;3278;927;722;172;370;449;12;16;262;145;203
1610;Flevoland (CR);2009;3462;954;598;187;732;336;12;15;276;150;202
1611;Flevoland (CR);2010;5022;930;611;319;1441;1030;12;17;283;160;219
1612;Flevoland (CR);2011;4091;733;446;235;1584;381;9;17;260;179;247
1613;Flevoland (CR);2012;4586;534;538;567;1923;317;12;17;281;174;223
1614;Flevoland (CR);2013;3197;460;376;669;266;696;14;14;282;184;236
1615;Flevoland (CR);2014;2892;435;425;413;244;642;6;17;287;187;236
1616;Flevoland (CR);2015;3590;178;299;144;2008;239;12;25;296;169;220
1617;Flevoland (CR);2016;3238;228;374;211;1336;374;10;34;305;183;183
1618;Flevoland (CR);2017;3734;333;554;229;1608;281;0;32;311;201;185
1619;Flevoland (CR);2018;4026;307;645;216;1787;294;10;34;314;223;196
1620;Flevoland (CR);2019;4713;355;636;210;2246;445;3;38;313;230;237
1621;Flevoland (CR);2020;3958;581;724;229;1059;347;4;45;316;247;406
1622;Flevoland (CR);2021;4662;904;864;576;957;362;3;55;321;268;352
1623;Flevoland (CR);2022;4184;681;923;241;821;456;5;49;358;293;357
1624;Utrecht-West (CP);1995;491;144;51;55;54;62;7;3;33;36;46
1625;Utrecht-West (CP);1996;538;156;57;62;56;67;7;4;39;38;52
1626;Utrecht-West (CP);1997;575;170;61;60;59;72;16;4;37;41;55
1627;Utrecht-West (CP);1998;621;178;68;62;71;76;5;4;53;41;63
1628;Utrecht-West (CP);1999;706;193;86;68;82;86;7;5;63;45;71
1629;Utrecht-West (CP);2000;721;209;86;76;72;81;5;6;69;47;70
1630;Utrecht-West (CP);2001;784;230;102;86;77;77;6;5;70;51;80
1631;Utrecht-West (CP);2002;792;231;117;97;72;73;6;4;69;51;72
1632;Utrecht-West (CP);2003;781;232;103;104;76;67;4;4;68;51;72
1633;Utrecht-West (CP);2004;805;250;96;100;83;65;6;5;76;53;71
1634;Utrecht-West (CP);2005;852;271;100;107;82;67;5;6;84;55;75
1635;Utrecht-West (CP);2006;919;298;104;117;90;74;4;7;92;56;77
1636;Utrecht-West (CP);2007;1022;320;131;124;98;88;7;7;104;55;88
1637;Utrecht-West (CP);2008;1084;332;151;139;97;96;6;6;111;56;90
1638;Utrecht-West (CP);2009;951;268;106;183;50;93;5;5;102;54;85
1639;Utrecht-West (CP);2010;935;289;103;169;41;64;5;8;113;62;81
1640;Utrecht-West (CP);2011;873;247;94;116;52;107;4;7;97;59;90
1641;Utrecht-West (CP);2012;782;179;109;132;42;77;5;7;97;60;74
1642;Utrecht-West (CP);2013;907;116;135;149;105;146;6;6;95;66;83
1643;Utrecht-West (CP);2014;885;188;98;111;95;130;7;8;95;71;82
1644;Utrecht-West (CP);2015;741;200;78;79;54;81;5;11;102;73;58
1645;Utrecht-West (CP);2016;804;193;112;78;58;82;12;15;104;76;74
1646;Utrecht-West (CP);2017;871;216;120;77;76;107;0;15;108;82;70
1647;Utrecht-West (CP);2018;1006;363;95;98;62;94;1;14;106;88;85
1648;Utrecht-West (CP);2019;1159;449;124;96;65;112;2;18;114;98;81
1649;Utrecht-West (CP);2020;1079;367;127;99;52;108;3;20;111;101;91
1650;Utrecht-West (CP);2021;1229;400;125;108;64;169;2;23;110;109;119
1651;Utrecht-West (CP);2022;1443;609;138;110;62;150;9;20;112;109;124
1652;Stadsgewest Amersfoort (CP);1995;1104;369;196;86;95;96;2;15;69;72;104
1653;Stadsgewest Amersfoort (CP);1996;1210;400;209;97;97;108;1;21;84;74;119
1654;Stadsgewest Amersfoort (CP);1997;1301;436;212;94;101;123;3;19;92;80;141
1655;Stadsgewest Amersfoort (CP);1998;1414;458;236;97;111;129;1;23;127;79;153
1656;Stadsgewest Amersfoort (CP);1999;1579;495;265;107;130;151;2;23;147;89;170
1657;Stadsgewest Amersfoort (CP);2000;1689;535;303;122;124;143;1;34;165;93;169
1658;Stadsgewest Amersfoort (CP);2001;1815;590;336;140;135;122;1;29;172;100;190
1659;Stadsgewest Amersfoort (CP);2002;1871;592;388;156;128;118;1;27;174;101;186
1660;Stadsgewest Amersfoort (CP);2003;1867;594;388;167;132;109;1;17;172;104;183
1661;Stadsgewest Amersfoort (CP);2004;1922;641;359;161;146;110;1;21;191;110;182
1662;Stadsgewest Amersfoort (CP);2005;2034;696;373;172;152;109;1;22;215;111;183
1663;Stadsgewest Amersfoort (CP);2006;2220;764;408;189;167;121;1;23;242;117;188
1664;Stadsgewest Amersfoort (CP);2007;2438;820;483;203;181;138;1;20;271;113;208
1665;Stadsgewest Amersfoort (CP);2008;2608;849;546;228;182;159;1;19;286;116;222
1666;Stadsgewest Amersfoort (CP);2009;2043;499;504;162;115;125;1;20;292;118;207
1667;Stadsgewest Amersfoort (CP);2010;1867;437;248;245;178;97;1;21;325;140;175
1668;Stadsgewest Amersfoort (CP);2011;1903;419;248;181;199;147;1;22;317;151;218
1669;Stadsgewest Amersfoort (CP);2012;1865;308;285;364;66;164;1;21;316;145;195
1670;Stadsgewest Amersfoort (CP);2013;1843;226;286;287;149;195;1;17;308;171;203
1671;Stadsgewest Amersfoort (CP);2014;1806;337;162;271;149;173;3;21;318;177;195
1672;Stadsgewest Amersfoort (CP);2015;1920;314;174;246;323;129;2;24;325;183;200
1673;Stadsgewest Amersfoort (CP);2016;1800;279;208;250;160;185;2;34;330;192;160
1674;Stadsgewest Amersfoort (CP);2017;2100;509;197;295;125;185;0;35;342;213;199
1675;Stadsgewest Amersfoort (CP);2018;2998;636;274;240;877;179;0;37;350;226;179
1676;Stadsgewest Amersfoort (CP);2019;3633;860;343;372;1029;150;1;44;369;241;224
1677;Stadsgewest Amersfoort (CP);2020;4114;912;390;582;1100;173;10;56;383;269;239
1678;Stadsgewest Amersfoort (CP);2021;4177;1021;319;720;960;193;1;57;384;276;246
1679;Stadsgewest Amersfoort (CP);2022;4083;1013;415;448;1000;191;1;50;391;276;298
1680;Stadsgewest Utrecht (CP);1995;3462;532;531;588;575;348;11;48;201;264;364
1681;Stadsgewest Utrecht (CP);1996;3688;576;451;594;654;383;10;62;250;271;437
1682;Stadsgewest Utrecht (CP);1997;4079;627;514;660;696;425;24;57;291;292;493
1683;Stadsgewest Utrecht (CP);1998;4502;659;602;713;777;454;8;68;401;294;526
1684;Stadsgewest Utrecht (CP);1999;5110;712;639;850;930;515;11;69;465;330;589
1685;Stadsgewest Utrecht (CP);2000;5422;770;787;828;972;499;8;98;516;343;601
1686;Stadsgewest Utrecht (CP);2001;5886;849;879;982;1076;425;9;83;511;375;697
1687;Stadsgewest Utrecht (CP);2002;5672;849;755;1045;1011;420;9;70;514;381;618
1688;Stadsgewest Utrecht (CP);2003;5785;852;833;1063;1073;399;7;45;507;392;614
1689;Stadsgewest Utrecht (CP);2004;5930;919;767;922;1190;431;9;58;567;415;652
1690;Stadsgewest Utrecht (CP);2005;6263;997;828;1002;1229;432;8;59;636;420;652
1691;Stadsgewest Utrecht (CP);2006;6833;1102;917;1073;1385;469;7;63;710;436;671
1692;Stadsgewest Utrecht (CP);2007;7325;1183;1010;1066;1460;537;10;57;817;425;760
1693;Stadsgewest Utrecht (CP);2008;7629;1225;1055;1180;1446;555;9;52;871;438;798
1694;Stadsgewest Utrecht (CP);2009;8112;1620;1271;1812;923;504;9;53;839;451;630
1695;Stadsgewest Utrecht (CP);2010;7952;1418;1215;1578;1040;522;10;70;974;489;636
1696;Stadsgewest Utrecht (CP);2011;8685;1585;1595;1515;936;761;8;68;945;530;742
1697;Stadsgewest Utrecht (CP);2012;7051;941;861;1124;1268;557;10;73;971;567;679
1698;Stadsgewest Utrecht (CP);2013;6136;869;1065;1065;342;501;13;66;1000;635;580
1699;Stadsgewest Utrecht (CP);2014;6689;977;1674;965;314;418;5;74;1010;664;588
1700;Stadsgewest Utrecht (CP);2015;9281;1429;863;2474;1183;773;5;81;1208;535;730
1701;Stadsgewest Utrecht (CP);2016;10244;1887;1100;2277;1486;867;3;109;1253;571;691
1702;Stadsgewest Utrecht (CP);2017;10099;2071;1466;1473;1581;635;0;133;1317;612;811
1703;Stadsgewest Utrecht (CP);2018;11314;2376;1541;1691;2070;656;8;142;1378;681;771
1704;Stadsgewest Utrecht (CP);2019;11518;2800;1662;1290;1828;635;2;169;1464;767;901
1705;Stadsgewest Utrecht (CP);2020;10416;2438;1059;1218;1460;753;6;195;1493;840;954
1706;Stadsgewest Utrecht (CP);2021;10873;2421;1161;1235;1620;807;2;180;1542;899;1006
1707;Stadsgewest Utrecht (CP);2022;11691;2298;1211;1515;1505;1167;3;178;1689;871;1254
1708;Zuidoost-Utrecht (CP);1995;434;169;48;13;30;53;4;7;30;33;47
1709;Zuidoost-Utrecht (CP);1996;482;183;51;15;33;60;4;8;39;35;54
1710;Zuidoost-Utrecht (CP);1997;522;199;54;15;32;67;9;9;38;37;62
1711;Zuidoost-Utrecht (CP);1998;562;209;62;14;36;71;3;9;53;37;68
1712;Zuidoost-Utrecht (CP);1999;626;226;70;16;37;83;4;11;62;41;76
1713;Zuidoost-Utrecht (CP);2000;651;245;75;18;34;78;3;10;66;43;79
1714;Zuidoost-Utrecht (CP);2001;712;270;95;21;35;70;3;10;71;47;90
1715;Zuidoost-Utrecht (CP);2002;721;271;108;23;32;66;3;9;72;47;90
1716;Zuidoost-Utrecht (CP);2003;708;272;101;23;34;60;2;9;70;48;89
1717;Zuidoost-Utrecht (CP);2004;737;294;93;24;36;61;3;10;79;49;88
1718;Zuidoost-Utrecht (CP);2005;777;318;96;24;37;59;3;13;87;50;90
1719;Zuidoost-Utrecht (CP);2006;838;350;99;27;38;66;2;14;99;52;91
1720;Zuidoost-Utrecht (CP);2007;928;375;124;30;44;78;4;14;106;50;103
1721;Zuidoost-Utrecht (CP);2008;980;389;142;33;47;86;3;13;112;51;104
1722;Zuidoost-Utrecht (CP);2009;825;283;114;57;40;63;3;9;112;52;92
1723;Zuidoost-Utrecht (CP);2010;712;185;133;35;38;60;4;10;115;61;71
1724;Zuidoost-Utrecht (CP);2011;858;257;164;40;45;80;3;10;105;63;91
1725;Zuidoost-Utrecht (CP);2012;866;273;161;56;54;66;3;7;105;61;80
1726;Zuidoost-Utrecht (CP);2013;1070;273;183;107;93;131;4;6;109;66;98
1727;Zuidoost-Utrecht (CP);2014;962;270;106;99;93;105;2;8;112;67;100
1728;Zuidoost-Utrecht (CP);2015;648;103;92;57;44;71;3;12;131;69;66
1729;Zuidoost-Utrecht (CP);2016;669;145;63;50;46;67;2;17;135;74;70
1730;Zuidoost-Utrecht (CP);2017;753;195;50;47;67;76;0;15;138;78;87
1731;Zuidoost-Utrecht (CP);2018;822;238;69;57;47;87;1;16;142;86;79
1732;Zuidoost-Utrecht (CP);2019;1064;330;79;58;143;99;1;19;146;92;97
1733;Zuidoost-Utrecht (CP);2020;1031;262;97;59;103;121;1;24;153;99;112
1734;Zuidoost-Utrecht (CP);2021;1139;300;112;99;70;128;1;28;162;107;132
1735;Zuidoost-Utrecht (CP);2022;1242;325;127;95;85;125;2;25;173;104;181
1736;Amsterdam (CP);1995;3655;960;422;377;216;446;0;66;274;382;512
1737;Amsterdam (CP);1996;4150;1041;471;437;238;531;0;87;333;392;620
1738;Amsterdam (CP);1997;4643;1134;489;487;235;630;0;81;428;426;733
1739;Amsterdam (CP);1998;5237;1191;531;537;265;757;0;94;572;428;862
1740;Amsterdam (CP);1999;6112;1287;647;709;286;1043;0;97;657;478;908
1741;Amsterdam (CP);2000;6462;1393;692;819;273;1017;0;136;737;497;898
1742;Amsterdam (CP);2001;6578;1536;815;803;297;844;0;114;697;539;933
1743;Amsterdam (CP);2002;6121;1541;788;621;280;631;0;104;701;551;904
1744;Amsterdam (CP);2003;5824;1546;736;530;298;503;0;72;696;559;884
1745;Amsterdam (CP);2004;6127;1669;692;543;322;542;0;92;773;595;899
1746;Amsterdam (CP);2005;6560;1811;721;648;329;526;0;99;876;594;956
1747;Amsterdam (CP);2006;7049;1989;737;718;353;565;0;107;979;620;981
1748;Amsterdam (CP);2007;7835;2134;916;945;391;555;0;96;1135;613;1050
1749;Amsterdam (CP);2008;8142;2210;1053;719;413;667;0;89;1250;635;1106
1750;Amsterdam (CP);2009;7813;1842;1243;751;327;695;0;84;1164;637;1070
1751;Amsterdam (CP);2010;7984;1582;1113;423;302;696;0;149;1562;965;1192
1752;Amsterdam (CP);2011;7833;1508;963;379;512;526;0;152;1544;1042;1207
1753;Amsterdam (CP);2012;7297;962;1125;454;335;464;0;159;1507;1095;1196
1754;Amsterdam (CP);2013;8126;1035;1376;557;596;664;0;132;1571;1175;1020
1755;Amsterdam (CP);2014;8607;1185;1175;857;506;696;0;159;1730;1247;1052
1756;Amsterdam (CP);2015;10067;2235;889;443;576;532;0;151;2200;1276;1765
1757;Amsterdam (CP);2016;11946;3111;1023;598;649;690;0;195;2333;1335;2012
1758;Amsterdam (CP);2017;14502;3532;1479;1041;1790;1009;0;255;2388;1404;1604
1759;Amsterdam (CP);2018;12942;3458;1474;722;641;665;0;290;2488;1536;1668
1760;Amsterdam (CP);2019;13979;3393;1743;594;1025;650;0;386;2639;1537;2012
1761;Amsterdam (CP);2020;14232;2868;2075;512;1505;785;0;420;2657;1577;1833
1762;Amsterdam (CP);2021;14522;3295;1732;675;1304;814;0;376;2722;1569;2035
1763;Amsterdam (CP);2022;18406;4622;1866;780;1685;2293;1;342;2985;1558;2274
1764;Overig Agglomeratie Amsterdam (CP);1995;530;163;65;31;19;87;0;14;47;40;64
1765;Overig Agglomeratie Amsterdam (CP);1996;601;177;62;36;21;110;0;20;57;42;76
1766;Overig Agglomeratie Amsterdam (CP);1997;667;193;65;34;21;128;1;17;63;47;98
1767;Overig Agglomeratie Amsterdam (CP);1998;786;202;74;35;24;169;0;23;89;47;123
1768;Overig Agglomeratie Amsterdam (CP);1999;914;219;81;39;25;241;0;21;103;53;132
1769;Overig Agglomeratie Amsterdam (CP);2000;977;237;92;44;22;244;0;36;118;56;128
1770;Overig Agglomeratie Amsterdam (CP);2001;978;261;104;50;24;201;0;30;121;61;126
1771;Overig Agglomeratie Amsterdam (CP);2002;913;262;103;56;22;130;0;27;121;60;132
1772;Overig Agglomeratie Amsterdam (CP);2003;866;263;111;59;23;96;0;13;117;61;123
1773;Overig Agglomeratie Amsterdam (CP);2004;911;284;101;57;24;104;0;19;131;64;127
1774;Overig Agglomeratie Amsterdam (CP);2005;983;308;109;61;25;105;0;16;150;64;145
1775;Overig Agglomeratie Amsterdam (CP);2006;1053;338;118;67;25;108;0;17;166;68;146
1776;Overig Agglomeratie Amsterdam (CP);2007;1148;363;134;73;30;103;0;14;194;65;172
1777;Overig Agglomeratie Amsterdam (CP);2008;1275;376;147;80;32;121;0;12;204;67;236
1778;Overig Agglomeratie Amsterdam (CP);2009;1550;366;300;67;43;359;0;11;200;57;147
1779;Overig Agglomeratie Amsterdam (CP);2010;1572;374;167;68;264;273;0;14;204;66;142
1780;Overig Agglomeratie Amsterdam (CP);2011;1023;342;152;23;46;43;0;13;204;74;126
1781;Overig Agglomeratie Amsterdam (CP);2012;1254;379;153;84;87;110;0;15;207;74;145
1782;Overig Agglomeratie Amsterdam (CP);2013;1319;369;236;114;106;88;0;13;201;90;102
1783;Overig Agglomeratie Amsterdam (CP);2014;1341;343;223;159;88;84;1;16;223;98;106
1784;Overig Agglomeratie Amsterdam (CP);2015;1166;141;145;183;41;135;1;14;251;117;138
1785;Overig Agglomeratie Amsterdam (CP);2016;1414;405;149;62;81;193;1;21;261;127;114
1786;Overig Agglomeratie Amsterdam (CP);2017;2043;961;182;114;68;132;0;28;271;137;150
1787;Overig Agglomeratie Amsterdam (CP);2018;2061;965;188;97;47;122;0;28;287;153;174
1788;Overig Agglomeratie Amsterdam (CP);2019;2047;954;175;103;61;78;2;33;290;166;185
1789;Overig Agglomeratie Amsterdam (CP);2020;1317;267;128;118;43;103;0;40;273;169;176
1790;Overig Agglomeratie Amsterdam (CP);2021;1500;381;154;131;45;77;0;44;298;179;191
1791;Overig Agglomeratie Amsterdam (CP);2022;2151;639;368;137;85;145;0;40;338;176;223
1792;Edam-Volendam en omgeving (CP);1995;303;108;23;44;20;42;1;2;17;17;29
1793;Edam-Volendam en omgeving (CP);1996;335;117;25;50;22;48;1;3;21;17;31
1794;Edam-Volendam en omgeving (CP);1997;357;128;26;48;22;52;3;3;21;19;35
1795;Edam-Volendam en omgeving (CP);1998;383;134;28;50;25;53;1;3;31;19;39
1796;Edam-Volendam en omgeving (CP);1999;429;145;34;55;26;63;1;4;36;21;44
1797;Edam-Volendam en omgeving (CP);2000;445;157;34;63;24;56;1;4;40;21;45
1798;Edam-Volendam en omgeving (CP);2001;478;173;37;70;25;52;1;4;42;23;51
1799;Edam-Volendam en omgeving (CP);2002;485;174;40;79;23;50;1;3;42;24;49
1800;Edam-Volendam en omgeving (CP);2003;488;174;41;83;24;47;1;3;42;24;49
1801;Edam-Volendam en omgeving (CP);2004;505;188;37;80;26;48;1;4;46;25;50
1802;Edam-Volendam en omgeving (CP);2005;536;204;40;86;25;49;1;4;51;26;50
1803;Edam-Volendam en omgeving (CP);2006;579;224;41;95;26;53;1;4;57;26;52
1804;Edam-Volendam en omgeving (CP);2007;635;241;50;102;31;62;1;4;62;25;57
1805;Edam-Volendam en omgeving (CP);2008;680;249;58;112;35;71;1;4;66;26;58
1806;Edam-Volendam en omgeving (CP);2009;663;208;83;140;37;49;1;4;64;26;51
1807;Edam-Volendam en omgeving (CP);2010;733;235;65;118;93;68;2;4;70;30;48
1808;Edam-Volendam en omgeving (CP);2011;638;242;52;93;35;52;1;4;64;32;63
1809;Edam-Volendam en omgeving (CP);2012;729;280;34;92;105;66;1;4;64;32;51
1810;Edam-Volendam en omgeving (CP);2013;776;229;63;107;87;118;2;3;64;34;69
1811;Edam-Volendam en omgeving (CP);2014;793;179;56;138;85;156;4;4;66;35;70
1812;Edam-Volendam en omgeving (CP);2015;805;181;99;76;157;117;2;8;71;48;46
1813;Edam-Volendam en omgeving (CP);2016;662;196;62;50;109;57;2;12;72;51;51
1814;Edam-Volendam en omgeving (CP);2017;681;165;60;55;139;75;0;11;72;53;51
1815;Edam-Volendam en omgeving (CP);2018;757;198;97;50;115;72;0;12;73;58;82
1816;Edam-Volendam en omgeving (CP);2019;924;278;177;40;139;76;1;14;75;64;60
1817;Edam-Volendam en omgeving (CP);2020;937;316;216;60;33;87;3;17;73;67;65
1818;Edam-Volendam en omgeving (CP);2021;1197;609;155;55;51;94;1;20;70;71;71
1819;Edam-Volendam en omgeving (CP);2022;1258;576;167;20;98;117;1;18;77;69;115
1820;Haarlemmermeer en omgeving (CP);1995;2566;274;252;102;1129;355;0;9;158;89;198
1821;Haarlemmermeer en omgeving (CP);1996;2377;297;262;114;783;449;0;10;168;92;202
1822;Haarlemmermeer en omgeving (CP);1997;2649;324;257;116;887;533;1;11;160;100;260
1823;Haarlemmermeer en omgeving (CP);1998;3090;340;280;117;1014;732;0;11;243;100;253
1824;Haarlemmermeer en omgeving (CP);1999;3706;368;450;132;931;1075;0;15;287;116;332
1825;Haarlemmermeer en omgeving (CP);2000;4621;398;530;140;1636;1097;0;16;316;120;368
1826;Haarlemmermeer en omgeving (CP);2001;4255;438;508;153;1365;900;0;14;348;128;401
1827;Haarlemmermeer en omgeving (CP);2002;3479;440;454;175;1129;555;0;13;316;126;271
1828;Haarlemmermeer en omgeving (CP);2003;4258;441;438;178;1966;399;0;10;296;128;402
1829;Haarlemmermeer en omgeving (CP);2004;3688;476;416;172;1351;440;0;13;339;135;346
1830;Haarlemmermeer en omgeving (CP);2005;3898;517;508;185;1337;452;0;14;367;139;379
1831;Haarlemmermeer en omgeving (CP);2006;4281;568;453;204;1659;460;0;14;400;145;378
1832;Haarlemmermeer en omgeving (CP);2007;4176;609;563;216;1194;426;0;15;449;139;565
1833;Haarlemmermeer en omgeving (CP);2008;4709;631;672;232;1483;502;0;13;450;144;582
1834;Haarlemmermeer en omgeving (CP);2009;4889;356;700;951;1205;678;0;13;468;144;374
1835;Haarlemmermeer en omgeving (CP);2010;3069;197;665;266;522;471;0;14;458;160;316
1836;Haarlemmermeer en omgeving (CP);2011;3197;116;336;360;971;460;0;14;498;178;264
1837;Haarlemmermeer en omgeving (CP);2012;3477;149;502;268;1165;302;0;15;514;191;371
1838;Haarlemmermeer en omgeving (CP);2013;2117;133;221;347;256;199;0;14;496;255;196
1839;Haarlemmermeer en omgeving (CP);2014;2315;120;269;406;298;215;0;23;553;271;160
1840;Haarlemmermeer en omgeving (CP);2015;4569;118;521;135;2017;609;2;26;470;373;298
1841;Haarlemmermeer en omgeving (CP);2016;5093;147;310;147;2811;538;2;36;487;379;236
1842;Haarlemmermeer en omgeving (CP);2017;4980;90;327;251;2509;569;0;34;505;412;283
1843;Haarlemmermeer en omgeving (CP);2018;4901;208;255;264;2084;690;0;37;515;468;380
1844;Haarlemmermeer en omgeving (CP);2019;6234;225;379;386;3190;559;1;42;535;515;402
1845;Haarlemmermeer en omgeving (CP);2020;5610;184;1326;412;1649;432;3;49;530;470;555
1846;Haarlemmermeer en omgeving (CP);2021;5170;274;276;371;1913;451;1;57;552;537;738
1847;Haarlemmermeer en omgeving (CP);2022;7643;916;1349;613;1709;355;1;51;717;581;1351
1848;Aggl.'s-Gravenhage excl. Zoetermeer (CP);1995;3309;1026;873;106;241;334;0;51;184;184;310
1849;Aggl.'s-Gravenhage excl. Zoetermeer (CP);1996;3572;1112;828;118;271;381;0;68;248;189;357
1850;Aggl.'s-Gravenhage excl. Zoetermeer (CP);1997;3916;1213;898;102;263;481;1;67;301;201;389
1851;Aggl.'s-Gravenhage excl. Zoetermeer (CP);1998;4382;1273;1078;110;284;536;0;78;383;202;438
1852;Aggl.'s-Gravenhage excl. Zoetermeer (CP);1999;4887;1376;1064;119;320;760;0;85;452;226;485
1853;Aggl.'s-Gravenhage excl. Zoetermeer (CP);2000;5429;1490;1454;131;324;713;0;121;490;238;468
1854;Aggl.'s-Gravenhage excl. Zoetermeer (CP);2001;5622;1641;1469;143;348;587;0;105;527;258;544
1855;Aggl.'s-Gravenhage excl. Zoetermeer (CP);2002;5579;1646;1516;162;335;456;0;97;535;271;561
1856;Aggl.'s-Gravenhage excl. Zoetermeer (CP);2003;5433;1653;1431;172;336;377;0;69;527;288;580
1857;Aggl.'s-Gravenhage excl. Zoetermeer (CP);2004;5650;1784;1404;155;372;396;0;73;581;307;578
1858;Aggl.'s-Gravenhage excl. Zoetermeer (CP);2005;5781;1935;1298;169;387;360;0;77;652;305;598
1859;Aggl.'s-Gravenhage excl. Zoetermeer (CP);2006;6304;2126;1439;177;422;404;0;79;752;317;588
1860;Aggl.'s-Gravenhage excl. Zoetermeer (CP);2007;16774;2278;1602;208;461;410;0;73;2677;8412;653
1861;Aggl.'s-Gravenhage excl. Zoetermeer (CP);2008;7134;2361;1701;236;450;471;0;70;868;307;670
1862;Aggl.'s-Gravenhage excl. Zoetermeer (CP);2009;7861;1752;1500;515;322;746;0;71;855;1492;608
1863;Aggl.'s-Gravenhage excl. Zoetermeer (CP);2010;5706;1180;1135;317;444;509;0;74;1005;359;683
1864;Aggl.'s-Gravenhage excl. Zoetermeer (CP);2011;5039;849;828;392;354;587;0;68;946;385;630
1865;Aggl.'s-Gravenhage excl. Zoetermeer (CP);2012;4418;715;653;292;322;427;0;68;926;371;644
1866;Aggl.'s-Gravenhage excl. Zoetermeer (CP);2013;9857;658;664;323;342;520;1;56;2869;3848;576
1867;Aggl.'s-Gravenhage excl. Zoetermeer (CP);2014;5654;898;971;242;302;577;1;66;983;1004;610
1868;Aggl.'s-Gravenhage excl. Zoetermeer (CP);2015;37883;2150;1390;852;645;651;30;62;6113;25372;618
1869;Aggl.'s-Gravenhage excl. Zoetermeer (CP);2016;7758;2503;1367;453;736;665;23;90;979;422;520
1870;Aggl.'s-Gravenhage excl. Zoetermeer (CP);2017;7570;3085;830;237;761;616;2;94;959;426;560
1871;Aggl.'s-Gravenhage excl. Zoetermeer (CP);2018;7749;3287;582;313;780;526;8;97;977;458;721
1872;Aggl.'s-Gravenhage excl. Zoetermeer (CP);2019;9707;3162;789;407;2153;750;16;113;1102;497;718
1873;Aggl.'s-Gravenhage excl. Zoetermeer (CP);2020;8800;3518;799;287;707;933;25;136;1110;526;759
1874;Aggl.'s-Gravenhage excl. Zoetermeer (CP);2021;9180;3553;1064;372;547;930;22;140;1138;547;867
1875;Aggl.'s-Gravenhage excl. Zoetermeer (CP);2022;10555;3753;1760;347;729;1024;39;126;1251;551;975
1876;Zoetermeer (CP);1995;356;131;68;11;17;38;0;6;27;27;31
1877;Zoetermeer (CP);1996;386;142;65;12;17;44;0;8;33;28;37
1878;Zoetermeer (CP);1997;417;155;72;12;16;49;0;7;35;29;42
1879;Zoetermeer (CP);1998;464;162;89;12;18;50;0;9;48;29;47
1880;Zoetermeer (CP);1999;509;175;92;14;19;61;0;9;55;33;51
1881;Zoetermeer (CP);2000;563;190;124;16;16;56;0;13;62;34;52
1882;Zoetermeer (CP);2001;596;209;128;18;16;49;0;11;66;38;61
1883;Zoetermeer (CP);2002;593;210;128;19;15;47;0;10;66;38;60
1884;Zoetermeer (CP);2003;572;211;112;21;16;43;0;6;65;40;58
1885;Zoetermeer (CP);2004;604;227;115;20;17;44;0;9;72;42;58
1886;Zoetermeer (CP);2005;625;247;105;21;17;45;0;8;81;42;59
1887;Zoetermeer (CP);2006;677;271;113;24;17;47;0;9;91;43;62
1888;Zoetermeer (CP);2007;742;291;135;26;20;54;0;8;102;41;65
1889;Zoetermeer (CP);2008;772;301;141;28;21;57;0;7;107;42;68
1890;Zoetermeer (CP);2009;658;216;96;49;26;48;0;6;105;41;71
1891;Zoetermeer (CP);2010;854;235;86;138;24;102;0;8;127;55;79
1892;Zoetermeer (CP);2011;661;210;86;22;24;47;0;8;124;58;82
1893;Zoetermeer (CP);2012;712;209;38;43;100;54;0;7;127;59;75
1894;Zoetermeer (CP);2013;583;118;59;28;44;55;0;6;134;68;71
1895;Zoetermeer (CP);2014;514;52;34;36;42;60;0;6;140;70;74
1896;Zoetermeer (CP);2015;530;56;89;53;27;39;1;8;128;66;63
1897;Zoetermeer (CP);2016;581;62;51;87;24;82;1;11;135;72;56
1898;Zoetermeer (CP);2017;804;70;60;239;32;100;0;11;146;73;73
1899;Zoetermeer (CP);2018;895;180;59;208;21;109;0;11;143;77;87
1900;Zoetermeer (CP);2019;1357;230;76;195;457;66;0;12;155;79;87
1901;Zoetermeer (CP);2020;967;311;78;121;31;79;0;16;162;87;82
1902;Zoetermeer (CP);2021;773;97;76;150;28;75;2;17;157;90;81
1903;Zoetermeer (CP);2022;1116;210;43;375;41;97;1;15;148;94;92
1904;Rijnmond (CP);1995;5910;1209;704;854;634;1090;1;52;364;527;475
1905;Rijnmond (CP);1996;6354;1310;713;875;725;1223;1;67;391;509;540
1906;Rijnmond (CP);1997;6792;1428;787;972;597;1386;3;65;391;555;608
1907;Rijnmond (CP);1998;7427;1499;836;1027;816;1400;1;74;562;548;664
1908;Rijnmond (CP);1999;8282;1621;1020;1218;809;1601;1;82;605;605;720
1909;Rijnmond (CP);2000;8407;1755;1107;1184;675;1541;1;103;664;622;755
