ID;BedrijvenEnInstellingen;SoortVacatures;RegioS;Perioden;TotaalAantalVacatures_1;ABLandbouwBosbouwEnVisserij_2;CDelfstoffenwinning_3;DIndustrie_4;EOpenbareVoorzieningsbedrijven_5;FBouwnijverheid_6;GReparatieConsumentenartikelenHandel_7;HHoreca_8;IVervoerEnCommunicatie_9;JFinancieleInstellingen_10;KOnroerendGoedZakelijkeDienstv_11;LOpenbaarBestuurSocVerzekeringen_12;MOnderwijs_13;NGezondheidsEnWelzijnszorg_14;OCultuurRecreatieEnOvDienstverl_15;Bedrijfsgrootte10Werknemers_16;Bedrijfsgrootte1099Werknemers_17;Bedrijfsgrotte100Werknemers_18;k_2PrimairOnderwijs_19;k_3VoortgezetOnderwijsLagereTrap_20;k_4VoortgezetOnderwijsHogereTrap_21;k_5HogerOnderwijs1eTrap_22;k_67HogerOnderwijs2e3eTrap_23;k_9OpleidingOnbekend_24;k_1ElementaireBeroepen_25;k_2LagereBeroepen_26;k_4MiddelbareBeroepen_27;k_6HogereBeroepen_28;k_8WetenschappelijkeBeroepen_29;k_9BeroepOnbekend_30
82;Totaal bedrijven en instellingen;Totaal aantal vacatures;Utrecht (Prv);2006;20.4;0.1;;0.6;;;3.6;0.7;0.9;2.0;6.6;0.9;0.5;1.6;1.0;4.6;6.3;9.5;0.9;3.1;7.0;8.1;1.4;;1.3;3.9;7.9;6.4;0.9;
83;Totaal bedrijven en instellingen;Totaal aantal vacatures;Utrecht (Prv);2008;25.2;0.2;;1.9;;;4.1;1.6;0.7;1.7;7.7;1.1;0.7;2.9;1.2;6.3;7.6;11.3;1.3;3.3;9.7;8.8;2.0;;1.8;5.4;9.9;7.3;0.8;
84;Totaal bedrijven en instellingen;Totaal aantal vacatures;Noord-Holland (Prv);2000;39.7;;;4.3;;2.2;7.4;1.9;3.9;1.9;9.3;1.5;;4.0;1.8;8.8;13.2;17.7;1.6;10.3;15.6;8.0;3.0;1.3;3.1;10.0;17.0;6.3;2.1;1.3
85;Totaal bedrijven en instellingen;Totaal aantal vacatures;Noord-Holland (Prv);2001;33.2;;;3.1;;1.9;6.2;2.3;1.9;1.2;7.3;1.2;;4.9;1.9;7.9;11.0;14.4;2.6;10.1;12.6;6.0;1.2;0.8;5.0;8.0;12.2;5.7;1.5;0.8
86;Totaal bedrijven en instellingen;Totaal aantal vacatures;Noord-Holland (Prv);2002;23.5;;;2.0;;0.9;4.2;2.2;1.2;0.6;6.0;1.1;;3.1;1.4;7.2;5.8;10.5;1.2;7.4;9.5;4.3;1.1;;2.0;7.5;8.9;3.6;1.6;
87;Totaal bedrijven en instellingen;Totaal aantal vacatures;Noord-Holland (Prv);2003;13.9;;;1.0;;0.3;2.2;0.4;1.1;0.9;3.2;0.7;;2.7;0.8;3.5;3.0;7.4;0.2;3.0;6.1;3.6;1.0;;0.6;3.1;5.7;3.6;0.9;
88;Totaal bedrijven en instellingen;Totaal aantal vacatures;Noord-Holland (Prv);2004;21.1;;;1.2;;0.9;3.2;1.8;1.0;1.2;6.4;0.8;;1.9;1.9;6.1;6.4;8.6;;;;;;;;;;;;
89;Totaal bedrijven en instellingen;Totaal aantal vacatures;Noord-Holland (Prv);2006;38.5;;;2.8;;3.0;5.8;2.8;2.1;2.4;11.4;1.0;;3.8;2.1;11.3;10.2;17.0;2.6;7.9;14.5;11.2;2.3;;3.3;8.3;16.1;9.1;1.6;
90;Totaal bedrijven en instellingen;Totaal aantal vacatures;Noord-Holland (Prv);2008;44.1;;;3.4;;1.8;8.1;2.2;2.6;2.5;12.6;1.2;;6.5;1.7;8.9;12.8;22.3;2.1;8.2;17.2;13.9;2.6;;3.4;10.3;17.9;10.4;2.0;
91;Totaal bedrijven en instellingen;Totaal aantal vacatures;Zuid-Holland (Prv);2000;40.9;1.0;;3.0;;4.8;7.1;1.2;;1.1;9.6;3.1;1.7;4.1;1.2;7.6;12.6;20.7;2.2;11.0;15.3;8.2;2.8;1.5;3.4;11.5;14.8;7.0;2.7;1.5
92;Totaal bedrijven en instellingen;Totaal aantal vacatures;Zuid-Holland (Prv);2001;42.5;1.1;;3.3;;4.4;5.6;1.3;;1.7;11.6;3.2;2.0;4.5;1.4;10.2;12.3;20.0;3.6;12.5;16.5;7.8;1.6;0.7;5.0;11.3;16.0;7.2;2.4;0.7
93;Totaal bedrijven en instellingen;Totaal aantal vacatures;Zuid-Holland (Prv);2002;23.6;0.5;;1.8;;1.4;4.5;0.8;;0.5;4.2;2.7;1.1;3.4;1.4;5.1;6.1;12.4;0.6;7.8;9.3;4.6;1.4;;1.7;7.0;8.9;4.3;1.6;
94;Totaal bedrijven en instellingen;Totaal aantal vacatures;Zuid-Holland (Prv);2003;18.3;0.1;;1.7;;1.2;3.2;0.2;;0.7;3.4;1.7;0.6;3.4;1.0;4.5;4.6;9.2;0.5;4.7;8.6;3.7;0.9;;1.2;4.7;7.9;3.5;1.1;
95;Totaal bedrijven en instellingen;Totaal aantal vacatures;Zuid-Holland (Prv);2004;23.6;0.2;;1.7;;1.7;4.3;0.9;;1.1;5.3;1.5;0.6;2.9;1.0;7.7;6.5;9.4;;;;;;;;;;;;
96;Totaal bedrijven en instellingen;Totaal aantal vacatures;Zuid-Holland (Prv);2006;44.9;0.7;;3.5;;3.7;7.4;2.4;;1.5;12.1;2.9;1.2;4.1;1.9;12.5;14.6;17.8;3.5;9.0;17.4;11.0;4.0;;3.6;11.5;16.7;10.3;2.8;
97;Totaal bedrijven en instellingen;Totaal aantal vacatures;Zuid-Holland (Prv);2008;53.7;1.0;;4.3;;4.6;9.2;2.3;;2.0;13.4;2.8;1.4;6.9;2.8;11.2;17.4;25.0;2.7;11.8;22.0;13.5;3.6;;4.9;13.9;20.6;11.9;2.3;
98;Totaal bedrijven en instellingen;Totaal aantal vacatures;Zeeland (Prv);2000;2.2;0.2;0.0;0.4;;0.3;0.4;;0.1;0.0;0.1;;0.0;0.3;;1.0;0.5;0.7;0.1;0.7;1.0;0.3;0.0;0.1;0.3;0.7;0.9;0.2;0.1;0.1
99;Totaal bedrijven en instellingen;Totaal aantal vacatures;Zeeland (Prv);2001;2.6;0.0;0.0;0.5;;0.4;0.2;;0.2;0.0;0.5;;0.1;0.3;;0.9;0.8;1.0;0.3;1.3;0.7;0.3;0.1;0.0;0.4;0.9;0.9;0.2;0.1;0.0
100;Totaal bedrijven en instellingen;Totaal aantal vacatures;Zeeland (Prv);2002;2.9;0.1;0.0;0.3;;0.3;0.2;1.0;0.1;0.0;0.4;;0.1;0.3;;0.9;1.3;0.7;1.1;0.7;0.6;0.4;0.1;;0.3;1.4;0.8;0.3;0.1;
101;Totaal bedrijven en instellingen;Totaal aantal vacatures;Zeeland (Prv);2003;1.3;0.0;0.0;0.2;;0.1;0.1;;0.0;0.0;0.3;;0.0;0.2;0.1;0.4;0.3;0.6;0.0;0.5;0.6;0.2;0.0;;0.2;0.5;0.4;0.2;0.0;
102;Totaal bedrijven en instellingen;Totaal aantal vacatures;Zeeland (Prv);2004;1.5;0.0;0.0;0.1;;0.3;0.3;;0.1;0.0;0.2;;0.0;0.2;0.0;0.5;0.5;0.5;;;;;;;;;;;;
103;Totaal bedrijven en instellingen;Totaal aantal vacatures;Zeeland (Prv);2006;3.8;0.0;0.0;0.6;;0.3;0.5;;0.3;;0.8;;0.1;0.7;0.0;1.0;1.5;1.3;0.5;0.7;1.2;1.3;0.1;;0.6;1.0;1.2;0.9;0.1;
104;Totaal bedrijven en instellingen;Totaal aantal vacatures;Zeeland (Prv);2008;4.3;0.0;;0.4;;0.6;0.7;;0.5;0.1;0.6;0.1;0.1;0.5;0.0;1.6;1.0;1.6;0.2;1.6;1.9;0.5;0.1;;0.3;1.6;1.8;0.4;0.1;
105;Totaal bedrijven en instellingen;Totaal aantal vacatures;Noord-Brabant (Prv);2000;30.4;0.4;0.0;8.1;;;5.8;1.5;1.2;0.4;4.5;1.1;0.6;2.5;0.9;7.4;9.1;13.9;1.6;9.5;12.0;4.1;1.1;2.0;3.2;9.0;11.4;3.5;1.2;2.0
106;Totaal bedrijven en instellingen;Totaal aantal vacatures;Noord-Brabant (Prv);2001;24.4;0.3;0.0;5.4;;;4.1;1.6;0.9;0.5;4.0;0.9;0.6;3.0;1.0;7.4;6.6;10.5;2.2;7.7;8.9;4.1;0.5;1.0;3.4;6.9;8.7;3.6;0.9;1.0
107;Totaal bedrijven en instellingen;Totaal aantal vacatures;Noord-Brabant (Prv);2002;17.7;0.1;0.0;2.7;;;3.4;0.6;0.5;0.3;3.8;1.0;0.4;2.5;0.9;3.7;7.3;6.6;0.5;5.9;7.9;2.9;0.5;;2.5;4.3;7.3;2.7;0.9;
108;Totaal bedrijven en instellingen;Totaal aantal vacatures;Noord-Brabant (Prv);2003;12.8;0.4;0.0;1.8;;;2.3;0.8;0.4;0.3;2.3;1.2;0.4;1.8;0.5;4.1;2.9;5.8;0.2;2.4;6.4;3.2;0.6;;0.8;2.6;5.8;2.9;0.8;
109;Totaal bedrijven en instellingen;Totaal aantal vacatures;Noord-Brabant (Prv);2004;17.6;1.8;0.0;2.1;;;3.0;0.7;0.8;0.8;3.4;0.6;0.8;1.8;0.5;5.7;5.0;6.9;;;;;;;;;;;;
110;Totaal bedrijven en instellingen;Totaal aantal vacatures;Noord-Brabant (Prv);2006;30.6;0.6;;3.6;;;6.6;1.9;2.0;1.2;6.6;0.8;0.6;2.9;0.8;10.4;8.4;11.8;2.0;8.5;12.4;6.6;1.2;;3.1;9.0;12.2;5.0;1.2;
111;Totaal bedrijven en instellingen;Totaal aantal vacatures;Noord-Brabant (Prv);2008;37.8;1.0;0.0;4.4;;;6.2;1.5;2.4;1.9;8.4;0.9;0.8;4.7;1.5;9.2;12.0;16.6;2.6;8.4;15.4;9.7;1.6;;3.5;10.5;14.9;7.9;1.0;
112;Totaal bedrijven en instellingen;Totaal aantal vacatures;Limburg (Prv);2000;10.2;0.2;0.0;1.9;;0.2;1.3;0.5;1.5;;1.9;0.4;;1.4;0.3;2.2;3.5;4.6;0.6;2.5;4.0;1.8;0.3;1.0;1.1;2.8;3.6;1.4;0.3;1.0
113;Totaal bedrijven en instellingen;Totaal aantal vacatures;Limburg (Prv);2001;9.0;0.2;0.0;1.3;;0.7;1.5;0.4;0.3;;1.5;0.6;;1.5;0.5;2.4;2.8;3.8;0.7;2.4;3.8;1.7;0.3;0.2;1.2;2.5;3.2;1.5;0.4;0.2
114;Totaal bedrijven en instellingen;Totaal aantal vacatures;Limburg (Prv);2002;6.4;0.0;0.0;0.9;;0.1;0.7;0.5;0.4;;0.6;0.3;;1.9;0.3;1.4;1.8;3.2;0.2;2.0;2.7;1.1;0.3;;0.7;1.9;2.4;1.0;0.4;
115;Totaal bedrijven en instellingen;Totaal aantal vacatures;Limburg (Prv);2003;5.7;0.1;0.0;0.7;;0.6;0.7;0.5;0.8;;0.7;0.1;;0.8;0.3;1.7;1.2;2.7;0.1;1.5;2.9;1.0;0.2;;0.2;2.0;2.3;1.0;0.3;
116;Totaal bedrijven en instellingen;Totaal aantal vacatures;Limburg (Prv);2004;10.0;0.0;0.0;0.8;;0.4;1.2;0.7;0.4;;1.5;0.4;;2.8;1.5;3.6;4.3;2.0;;;;;;;;;;;;
117;Totaal bedrijven en instellingen;Totaal aantal vacatures;Limburg (Prv);2006;11.9;0.2;;1.4;;0.7;2.2;0.8;0.7;;2.7;0.4;;1.4;0.6;3.0;4.6;4.3;0.9;3.4;4.6;2.5;0.5;;1.8;3.6;4.2;2.1;0.3;
118;Totaal bedrijven en instellingen;Totaal aantal vacatures;Limburg (Prv);2008;12.4;0.3;0.0;1.8;;0.5;2.1;1.1;0.7;;2.6;0.4;;1.4;0.5;3.3;3.6;5.5;0.8;2.8;4.9;3.5;0.3;;1.2;3.6;4.5;2.6;0.4;
119;Totaal bedrijven en instellingen;Totaal aantal vacatures;Groningen (RBA);2000;3.8;;;0.3;;0.4;0.3;;;;0.6;0.3;0.2;0.6;0.2;0.9;1.6;1.3;0.5;1.0;1.3;0.8;0.1;0.0;0.3;1.2;1.4;0.7;0.1;0.0
120;Totaal bedrijven en instellingen;Totaal aantal vacatures;Groningen (RBA);2001;3.6;;;0.4;;0.2;0.5;;;;0.2;0.4;0.1;0.9;0.2;1.2;0.9;1.6;0.2;1.0;1.5;0.9;0.1;0.0;0.4;0.8;1.4;0.8;0.1;0.0
121;Totaal bedrijven en instellingen;Totaal aantal vacatures;Groningen (RBA);2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
122;Totaal bedrijven en instellingen;Totaal aantal vacatures;Groningen (RBA);2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
123;Totaal bedrijven en instellingen;Totaal aantal vacatures;Groningen (RBA);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
124;Totaal bedrijven en instellingen;Totaal aantal vacatures;Groningen (RBA);2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
125;Totaal bedrijven en instellingen;Totaal aantal vacatures;Groningen (RBA);2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
126;Totaal bedrijven en instellingen;Totaal aantal vacatures;Friesland (RBA);2000;3.1;;0.0;;;;0.4;;0.1;;0.5;0.2;0.2;0.4;0.1;1.1;1.0;1.0;0.1;0.9;1.4;0.5;0.1;0.0;0.3;1.0;1.2;0.4;0.1;0.0
127;Totaal bedrijven en instellingen;Totaal aantal vacatures;Friesland (RBA);2001;3.6;;0.0;;;;0.7;;0.1;;0.4;0.2;0.1;0.4;0.1;0.8;1.5;1.2;0.4;1.1;1.3;0.6;0.2;0.0;0.2;1.4;1.1;0.5;0.2;0.0
128;Totaal bedrijven en instellingen;Totaal aantal vacatures;Friesland (RBA);2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
129;Totaal bedrijven en instellingen;Totaal aantal vacatures;Friesland (RBA);2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130;Totaal bedrijven en instellingen;Totaal aantal vacatures;Friesland (RBA);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
131;Totaal bedrijven en instellingen;Totaal aantal vacatures;Friesland (RBA);2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
132;Totaal bedrijven en instellingen;Totaal aantal vacatures;Friesland (RBA);2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133;Totaal bedrijven en instellingen;Totaal aantal vacatures;Drenthe (RBA);2000;2.1;0.0;;0.3;;0.1;;;;;0.2;;0.1;0.4;0.2;0.7;0.5;0.8;0.3;0.6;0.7;0.4;0.0;0.0;0.1;0.7;0.8;0.4;0.1;0.0
134;Totaal bedrijven en instellingen;Totaal aantal vacatures;Drenthe (RBA);2001;2.9;0.0;;0.2;;0.2;;;;;0.3;;0.4;0.6;0.1;0.9;0.5;1.4;0.2;0.8;1.0;0.8;0.0;0.0;0.4;0.7;0.9;0.8;0.1;0.0
135;Totaal bedrijven en instellingen;Totaal aantal vacatures;Drenthe (RBA);2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
136;Totaal bedrijven en instellingen;Totaal aantal vacatures;Drenthe (RBA);2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
137;Totaal bedrijven en instellingen;Totaal aantal vacatures;Drenthe (RBA);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
138;Totaal bedrijven en instellingen;Totaal aantal vacatures;Drenthe (RBA);2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
139;Totaal bedrijven en instellingen;Totaal aantal vacatures;Drenthe (RBA);2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
140;Totaal bedrijven en instellingen;Totaal aantal vacatures;IJssel-Vecht/Twente (RBA);2000;7.4;;0.0;1.6;;1.1;1.2;;0.6;0.0;1.5;0.2;0.1;0.6;0.2;1.8;3.1;2.6;0.4;2.4;2.9;1.4;0.2;0.0;1.0;2.2;2.6;1.3;0.3;0.0
141;Totaal bedrijven en instellingen;Totaal aantal vacatures;IJssel-Vecht/Twente (RBA);2001;8.0;;0.0;1.2;;1.1;1.1;;0.4;0.1;1.0;0.5;0.2;1.5;0.4;2.4;2.4;3.2;0.9;2.3;3.0;1.6;0.2;0.0;1.0;2.2;3.0;1.5;0.3;0.0
142;Totaal bedrijven en instellingen;Totaal aantal vacatures;IJssel-Vecht/Twente (RBA);2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
143;Totaal bedrijven en instellingen;Totaal aantal vacatures;IJssel-Vecht/Twente (RBA);2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
144;Totaal bedrijven en instellingen;Totaal aantal vacatures;IJssel-Vecht/Twente (RBA);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
145;Totaal bedrijven en instellingen;Totaal aantal vacatures;IJssel-Vecht/Twente (RBA);2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
146;Totaal bedrijven en instellingen;Totaal aantal vacatures;IJssel-Vecht/Twente (RBA);2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
147;Totaal bedrijven en instellingen;Totaal aantal vacatures;IJssel/Veluwe (RBA);2000;11.7;;0.0;1.0;;0.9;1.5;;0.5;;5.6;0.3;0.4;1.0;0.2;1.8;3.0;6.9;0.6;2.7;3.0;1.1;0.3;4.0;1.0;2.4;3.0;1.0;0.3;4.0
148;Totaal bedrijven en instellingen;Totaal aantal vacatures;IJssel/Veluwe (RBA);2001;7.7;;0.0;0.9;;0.6;1.3;;0.2;;1.7;0.2;0.5;1.4;0.5;1.9;2.9;3.0;0.6;2.4;3.1;1.5;0.2;0.0;0.8;2.4;2.9;1.4;0.3;0.0
149;Totaal bedrijven en instellingen;Totaal aantal vacatures;IJssel/Veluwe (RBA);2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
150;Totaal bedrijven en instellingen;Totaal aantal vacatures;IJssel/Veluwe (RBA);2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
151;Totaal bedrijven en instellingen;Totaal aantal vacatures;IJssel/Veluwe (RBA);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
152;Totaal bedrijven en instellingen;Totaal aantal vacatures;IJssel/Veluwe (RBA);2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
153;Totaal bedrijven en instellingen;Totaal aantal vacatures;IJssel/Veluwe (RBA);2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
154;Totaal bedrijven en instellingen;Totaal aantal vacatures;Arnhem-O.Gld./Nijm.Riv.land(RBA);2000;11.8;0.2;0.0;2.0;0.0;2.1;;;0.3;0.3;2.3;0.4;0.2;0.8;0.7;3.1;4.5;4.2;0.7;3.4;5.2;1.8;0.5;0.2;1.4;3.2;5.0;1.6;0.5;0.2
155;Totaal bedrijven en instellingen;Totaal aantal vacatures;Arnhem-O.Gld./Nijm.Riv.land(RBA);2001;13.4;0.4;0.0;1.3;0.0;1.3;;;0.4;0.3;5.0;0.7;0.2;1.3;0.4;5.6;4.1;3.8;1.0;3.0;6.4;2.8;0.2;0.0;1.2;2.8;6.6;1.8;1.1;0.0
156;Totaal bedrijven en instellingen;Totaal aantal vacatures;Arnhem-O.Gld./Nijm.Riv.land(RBA);2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
157;Totaal bedrijven en instellingen;Totaal aantal vacatures;Arnhem-O.Gld./Nijm.Riv.land(RBA);2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
158;Totaal bedrijven en instellingen;Totaal aantal vacatures;Arnhem-O.Gld./Nijm.Riv.land(RBA);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
159;Totaal bedrijven en instellingen;Totaal aantal vacatures;Arnhem-O.Gld./Nijm.Riv.land(RBA);2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
160;Totaal bedrijven en instellingen;Totaal aantal vacatures;Arnhem-O.Gld./Nijm.Riv.land(RBA);2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
161;Totaal bedrijven en instellingen;Totaal aantal vacatures;Flevoland (RBA);2000;2.4;;0.0;0.2;0.0;0.1;0.6;;;0.0;0.5;;0.1;0.3;;0.2;1.1;1.1;0.2;0.7;0.7;0.6;0.2;0.1;0.3;0.5;0.8;0.5;0.2;0.1
162;Totaal bedrijven en instellingen;Totaal aantal vacatures;Flevoland (RBA);2001;3.0;;0.0;0.3;0.0;0.1;0.6;;;0.0;1.1;0.2;0.1;0.2;;0.6;1.2;1.2;0.1;1.1;1.2;0.6;0.1;0.0;0.3;0.4;1.7;0.5;0.1;0.0
163;Totaal bedrijven en instellingen;Totaal aantal vacatures;Flevoland (RBA);2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
164;Totaal bedrijven en instellingen;Totaal aantal vacatures;Flevoland (RBA);2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
165;Totaal bedrijven en instellingen;Totaal aantal vacatures;Flevoland (RBA);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
166;Totaal bedrijven en instellingen;Totaal aantal vacatures;Flevoland (RBA);2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
167;Totaal bedrijven en instellingen;Totaal aantal vacatures;Flevoland (RBA);2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
168;Totaal bedrijven en instellingen;Totaal aantal vacatures;Midden-Nederland (RBA);2000;21.4;0.2;0.0;1.9;;1.4;3.8;0.8;0.7;1.2;5.8;0.8;1.0;2.6;1.2;3.9;7.6;9.8;0.7;4.5;8.9;4.9;1.7;0.7;1.0;5.0;8.6;4.5;1.6;0.7
169;Totaal bedrijven en instellingen;Totaal aantal vacatures;Midden-Nederland (RBA);2001;20.2;0.1;0.0;1.9;;1.7;3.7;0.6;0.7;1.4;5.4;;0.9;1.9;1.2;4.3;7.1;8.8;1.0;5.0;8.8;4.8;0.6;0.0;1.8;3.9;9.1;4.2;1.1;0.0
170;Totaal bedrijven en instellingen;Totaal aantal vacatures;Midden-Nederland (RBA);2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
171;Totaal bedrijven en instellingen;Totaal aantal vacatures;Midden-Nederland (RBA);2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
172;Totaal bedrijven en instellingen;Totaal aantal vacatures;Midden-Nederland (RBA);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
173;Totaal bedrijven en instellingen;Totaal aantal vacatures;Midden-Nederland (RBA);2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
174;Totaal bedrijven en instellingen;Totaal aantal vacatures;Midden-Nederland (RBA);2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
175;Totaal bedrijven en instellingen;Totaal aantal vacatures;Noord-Holland Noord (RBA);2000;4.5;;;0.6;;0.5;1.0;0.2;0.3;0.1;0.4;0.2;0.2;0.6;0.1;1.4;1.7;1.4;0.1;1.8;1.8;0.5;0.1;0.0;0.5;1.6;1.7;0.5;0.1;0.0
176;Totaal bedrijven en instellingen;Totaal aantal vacatures;Noord-Holland Noord (RBA);2001;4.2;;;0.6;;0.4;0.8;0.1;0.1;0.2;0.7;0.2;0.1;0.6;0.1;1.6;1.2;1.5;0.4;1.6;1.7;0.5;0.1;0.0;0.3;1.5;1.7;0.5;0.2;0.0
177;Totaal bedrijven en instellingen;Totaal aantal vacatures;Noord-Holland Noord (RBA);2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
178;Totaal bedrijven en instellingen;Totaal aantal vacatures;Noord-Holland Noord (RBA);2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
179;Totaal bedrijven en instellingen;Totaal aantal vacatures;Noord-Holland Noord (RBA);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
180;Totaal bedrijven en instellingen;Totaal aantal vacatures;Noord-Holland Noord (RBA);2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
181;Totaal bedrijven en instellingen;Totaal aantal vacatures;Noord-Holland Noord (RBA);2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
182;Totaal bedrijven en instellingen;Totaal aantal vacatures;Zuidelijk Noord-Holland (RBA);2000;31.9;0.1;;3.3;0.1;1.5;6.0;1.6;3.4;1.8;8.2;1.1;;3.1;1.0;6.6;10.3;14.9;1.3;7.6;12.3;6.6;2.7;1.2;2.3;7.6;13.9;4.9;1.9;1.2
183;Totaal bedrijven en instellingen;Totaal aantal vacatures;Zuidelijk Noord-Holland (RBA);2001;26.0;0.1;;2.0;0.1;1.2;4.8;2.2;1.8;0.9;6.0;0.8;;4.1;1.4;5.5;8.7;11.8;1.8;7.8;9.8;4.9;1.0;0.8;4.2;5.8;9.3;4.7;1.2;0.8
184;Totaal bedrijven en instellingen;Totaal aantal vacatures;Zuidelijk Noord-Holland (RBA);2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
185;Totaal bedrijven en instellingen;Totaal aantal vacatures;Zuidelijk Noord-Holland (RBA);2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
186;Totaal bedrijven en instellingen;Totaal aantal vacatures;Zuidelijk Noord-Holland (RBA);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
187;Totaal bedrijven en instellingen;Totaal aantal vacatures;Zuidelijk Noord-Holland (RBA);2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
188;Totaal bedrijven en instellingen;Totaal aantal vacatures;Zuidelijk Noord-Holland (RBA);2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
189;Totaal bedrijven en instellingen;Totaal aantal vacatures;Rijnstreek (RBA);2000;9.7;0.2;0.0;1.0;;1.3;2.1;0.3;0.6;0.1;2.2;0.3;;0.8;0.2;2.6;3.6;3.5;0.9;3.5;3.2;1.6;0.4;0.1;1.2;3.5;3.1;1.4;0.4;0.1
190;Totaal bedrijven en instellingen;Totaal aantal vacatures;Rijnstreek (RBA);2001;10.2;0.5;0.0;1.0;;1.4;1.6;0.7;0.3;0.4;2.5;0.4;;0.8;0.3;2.6;4.1;3.4;0.9;4.3;3.3;1.5;0.2;0.0;1.1;4.2;3.2;1.3;0.3;0.0
191;Totaal bedrijven en instellingen;Totaal aantal vacatures;Rijnstreek (RBA);2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
192;Totaal bedrijven en instellingen;Totaal aantal vacatures;Rijnstreek (RBA);2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Totaal bedrijven en instellingen;Totaal aantal vacatures;Rijnstreek (RBA);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
194;Totaal bedrijven en instellingen;Totaal aantal vacatures;Rijnstreek (RBA);2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
195;Totaal bedrijven en instellingen;Totaal aantal vacatures;Rijnstreek (RBA);2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
196;Totaal bedrijven en instellingen;Totaal aantal vacatures;Haaglanden (RBA);2000;12.8;0.4;;0.7;;1.1;2.0;0.2;;0.2;3.1;1.8;0.5;1.4;0.5;1.6;2.5;8.8;0.4;2.4;5.1;2.8;1.4;0.7;0.7;2.9;4.7;2.5;1.3;0.7
197;Totaal bedrijven en instellingen;Totaal aantal vacatures;Haaglanden (RBA);2001;12.0;0.4;;0.7;;1.0;1.1;0.2;;0.2;3.2;2.0;0.4;1.5;0.5;2.2;2.5;7.3;0.4;2.5;5.1;2.6;0.7;0.7;0.5;2.5;5.2;2.3;0.9;0.7
198;Totaal bedrijven en instellingen;Totaal aantal vacatures;Haaglanden (RBA);2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
