ID;ProvincieOpdrachtgever;Periode;TotaleBouwsom_1;TotaalNieuwbouw_2;Woningen_3;Bedrijfsgebouwen_4;AgrarischeGebouwen_5;IndustrieEnBouwnijverheid_6;HandelEnHoreca_7;VervoerEnCommunicatie_8;ZakelijkeDienstverlening_9;OpenbaarBestuur_10;Onderwijs_11;GezondheidsEnWelzijnszorg_12;OverigeDienstverlening_13;BouwsomOverig_14
1452;Noord-Holland;1995 Januari;129;102;60;41;1;3;2;5;15;3;9;0;3;27
1453;Noord-Holland;1995 Februari;107;77;59;16;1;0;4;1;2;2;0;4;2;30
1454;Noord-Holland;1995 Maart;105;72;42;31;2;3;6;1;3;4;1;4;7;33
1455;Noord-Holland;1995 1e kwartaal;341;251;162;89;5;6;12;7;20;9;10;9;11;90
1456;Noord-Holland;1995 April;93;80;43;37;2;3;4;0;18;9;0;0;1;13
1457;Noord-Holland;1995 Mei;167;132;83;49;2;3;16;5;3;7;0;3;10;35
1458;Noord-Holland;1995 juni;136;114;71;42;2;17;11;0;3;0;4;3;2;22
1459;Noord-Holland;1995 2e kwartaal;395;326;196;127;6;23;31;5;24;16;5;5;12;69
1460;Noord-Holland;1995 Juli;157;114;66;47;1;10;2;0;14;1;2;2;15;43
1461;Noord-Holland;1995 Augustus;153;117;53;63;2;5;16;17;7;0;3;9;4;36
1462;Noord-Holland;1995 September;158;128;81;46;4;3;11;2;1;15;0;0;10;30
1463;Noord-Holland;1995 3e kwartaal;467;359;199;160;7;18;30;20;22;17;5;12;29;108
1464;Noord-Holland;1995 Oktober;128;100;65;35;2;6;7;0;2;7;0;6;5;28
1465;Noord-Holland;1995 November;136;99;63;35;2;6;13;2;4;5;0;0;3;37
1466;Noord-Holland;1995 December;237;205;158;47;4;4;8;1;17;2;0;10;1;32
1467;Noord-Holland;1995 4e kwartaal;501;404;286;118;8;17;28;4;22;14;0;16;9;97
1468;Noord-Holland;1995;1704;1339;844;496;26;65;102;36;88;55;20;42;62;365
1469;Noord-Holland;1996 Januari;156;131;57;73;1;12;5;1;40;0;0;13;1;25
1470;Noord-Holland;1996 Februari;109;82;59;23;2;5;1;4;4;3;0;0;4;27
1471;Noord-Holland;1996 Maart;178;141;99;43;1;2;5;1;25;0;1;2;6;37
1472;Noord-Holland;1996 1e kwartaal;443;355;215;139;4;19;10;7;69;3;1;15;11;88
1473;Noord-Holland;1996 April;125;97;49;48;4;12;13;1;13;1;2;1;1;28
1474;Noord-Holland;1996 Mei;156;118;70;47;5;3;22;4;8;0;2;1;2;38
1475;Noord-Holland;1996 Juni;263;237;79;157;3;2;5;23;109;0;5;9;1;26
1476;Noord-Holland;1996 2e kwartaal;544;451;198;254;12;17;40;29;131;1;9;10;5;93
1477;Noord-Holland;1996 Juli;145;118;77;41;2;3;11;9;5;0;8;0;3;27
1478;Noord-Holland;1996 Augustus;118;86;66;19;4;5;3;1;3;0;1;1;1;32
1479;Noord-Holland;1996 September;157;132;97;36;3;3;2;4;18;2;2;1;1;25
1480;Noord-Holland;1996 3e kwartaal;421;337;241;97;9;12;15;14;27;2;11;2;5;84
1481;Noord-Holland;1996 Oktober;199;174;111;65;4;19;2;8;15;2;0;4;11;25
1482;Noord-Holland;1996 November;157;118;88;28;1;6;11;0;8;0;0;0;2;39
1483;Noord-Holland;1996 December;179;146;98;48;4;6;11;11;6;6;0;4;0;33
1484;Noord-Holland;1996 4e kwartaal;535;438;296;143;9;31;24;20;29;8;0;9;13;97
1485;Noord-Holland;1996;1943;1581;950;631;33;79;89;69;255;14;22;36;34;362
1486;Noord-Holland;1997 Januari;113;92;38;53;2;2;2;17;12;0;0;5;13;21
1487;Noord-Holland;1997 Februari;115;101;61;41;1;7;10;18;2;0;0;1;2;14
1488;Noord-Holland;1997 Maart;169;146;76;69;1;17;5;1;5;0;14;0;26;23
1489;Noord-Holland;1997 1e kwartaal;397;339;175;165;4;26;18;36;19;0;15;6;41;58
1490;Noord-Holland;1997 April;147;120;50;69;2;3;2;5;53;4;0;0;0;27
1491;Noord-Holland;1997 Mei;134;109;81;26;3;4;3;1;10;0;0;2;3;25
1492;Noord-Holland;1997 Juni;208;164;113;52;2;10;12;14;6;0;2;4;2;44
1493;Noord-Holland;1997 2e kwartaal;489;393;245;149;6;18;18;20;69;5;2;6;5;96
1494;Noord-Holland;1997 Juli;162;131;100;32;3;5;5;7;5;0;4;2;1;31
1495;Noord-Holland;1997 Augustus;120;86;58;27;5;6;1;0;7;0;2;3;3;34
1496;Noord-Holland;1997 September;210;169;85;83;4;7;43;12;10;0;0;7;0;41
1497;Noord-Holland;1997 3e kwartaal;491;385;243;143;12;17;49;20;22;0;6;13;4;106
1498;Noord-Holland;1997 Oktober;182;145;124;19;2;1;4;0;8;2;0;1;1;37
1499;Noord-Holland;1997 November;285;191;83;107;3;15;8;49;22;0;0;1;9;94
1500;Noord-Holland;1997 December;288;207;99;108;5;9;12;20;29;4;3;14;12;81
1501;Noord-Holland;1997 4e kwartaal;755;543;306;237;11;25;24;70;59;6;4;16;22;212
1502;Noord-Holland;1997;2131;1659;968;691;34;86;107;144;168;12;26;42;72;472
1503;Noord-Holland;1998 Januari;185;113;74;39;3;1;9;1;20;2;2;0;1;72
1504;Noord-Holland;1998 Februari;155;112;59;53;3;4;5;13;12;0;0;0;16;43
1505;Noord-Holland;1998 Maart;240;147;88;57;2;4;22;3;17;0;0;1;8;93
1506;Noord-Holland;1998 1e kwartaal;579;371;220;150;7;9;35;17;49;2;3;2;26;208
1507;Noord-Holland;1998 April;214;176;31;143;6;58;10;8;50;5;0;5;1;38
1508;Noord-Holland;1998 Mei;174;156;76;81;6;5;15;28;25;0;1;0;1;18
1509;Noord-Holland;1998 Juni;195;138;63;76;4;7;5;9;17;19;1;1;13;57
1510;Noord-Holland;1998 2e kwartaal;583;470;170;300;16;70;30;45;92;23;3;6;15;113
1511;Noord-Holland;1998 Juli;150;105;49;55;5;3;5;17;11;0;1;0;13;45
1512;Noord-Holland;1998 Augustus;178;144;55;89;3;5;7;20;31;0;1;0;22;34
1513;Noord-Holland;1998 September;194;152;58;92;4;5;20;7;34;4;0;2;16;42
1514;Noord-Holland;1998 3e kwartaal;522;400;162;237;12;13;33;44;76;4;2;2;51;122
1515;Noord-Holland;1998 Oktober;226;191;110;80;2;1;32;26;11;0;2;3;3;35
1516;Noord-Holland;1998 November;198;154;105;49;1;6;10;5;10;6;3;0;8;44
1517;Noord-Holland;1998 December;225;192;90;102;2;3;7;37;15;7;0;13;18;33
1518;Noord-Holland;1998 4e kwartaal;649;538;305;231;5;10;49;67;37;13;5;16;29;111
1519;Noord-Holland;1998;2333;1779;857;921;41;102;148;174;254;42;13;26;121;554
1520;Noord-Holland;1999 Januari;245;210;62;149;6;10;23;9;81;8;2;7;3;35
1521;Noord-Holland;1999 Februari;84;61;28;32;6;3;2;0;18;0;2;1;0;23
1522;Noord-Holland;1999 Maart;225;192;83;110;8;3;8;29;60;0;0;0;2;33
1523;Noord-Holland;1999 1e kwartaal;555;463;173;289;20;15;34;37;159;8;4;7;5;92
1524;Noord-Holland;1999 April;180;116;63;51;3;1;15;11;20;0;0;1;0;64
1525;Noord-Holland;1999 Mei;235;201;91;109;7;27;6;52;8;3;5;0;1;34
1526;Noord-Holland;1999 Juni;297;253;86;166;6;19;13;9;69;5;0;42;3;44
1527;Noord-Holland;1999 2e kwartaal;712;571;241;331;16;48;34;72;98;9;5;44;5;141
1528;Noord-Holland;1999 Juli;322;300;180;120;3;8;11;7;80;2;0;6;3;22
1529;Noord-Holland;1999 Augustus;262;202;112;91;8;3;5;1;37;25;0;1;11;60
1530;Noord-Holland;1999 September;126;96;49;45;2;6;5;13;15;1;0;0;3;30
1531;Noord-Holland;1999 3e kwartaal;709;596;340;254;13;16;21;21;132;28;0;7;16;113
1532;Noord-Holland;1999 Oktober;233;166;93;73;4;6;18;7;5;0;0;2;31;67
1533;Noord-Holland;1999 November;236;191;98;93;3;9;7;20;46;3;4;0;1;45
1534;Noord-Holland;1999 December;156;128;69;58;5;7;6;8;28;3;0;1;0;28
1535;Noord-Holland;1999 4e kwartaal;625;486;260;224;12;21;32;35;79;5;4;3;33;139
1536;Noord-Holland;1999;2601;2115;1014;1102;61;101;122;165;468;50;14;62;59;486
1537;Noord-Holland;2000 Januari;278;233;67;165;4;9;5;7;117;0;1;22;0;45
1538;Noord-Holland;2000 Februari;314;255;144;112;4;2;9;1;71;0;15;3;7;59
1539;Noord-Holland;2000 Maart;241;187;106;80;3;15;11;1;34;0;0;12;4;54
1540;Noord-Holland;2000 1e kwartaal;834;675;317;358;11;26;25;10;222;0;16;38;10;159
1541;Noord-Holland;2000 April;109;84;47;37;2;4;17;2;7;1;1;1;2;25
1542;Noord-Holland;2000 Mei;308;247;110;137;3;5;24;20;64;2;0;16;3;61
1543;Noord-Holland;2000 Juni;345;309;92;217;6;2;24;9;158;0;4;1;13;36
1544;Noord-Holland;2000 2e kwartaal;761;639;249;391;11;11;65;30;230;3;5;18;18;122
1545;Noord-Holland;2000 Juli;202;158;82;76;4;4;15;3;36;2;8;3;1;44
1546;Noord-Holland;2000 Augustus;147;94;27;66;3;4;18;3;34;0;1;3;0;53
1547;Noord-Holland;2000 September;195;130;74;54;4;2;8;0;23;7;10;0;0;65
1548;Noord-Holland;2000 3e kwartaal;543;381;182;198;11;10;40;7;93;10;20;6;1;162
1549;Noord-Holland;2000 Januari-september;2141;1698;751;946;33;46;130;46;546;13;41;61;30;443
1550;Noord-Holland;2000 Oktober;318;254;96;157;3;17;5;22;99;1;1;0;9;64
1551;Noord-Holland;2000 Januari-oktober;2459;1952;847;1106;36;63;135;69;645;14;43;62;39;507
1552;Noord-Holland;2000 Januari-november;2703;2164;913;1251;42;71;155;81;705;14;62;66;55;539
1553;Noord-Holland;2000 November;244;212;66;147;6;8;20;12;61;0;19;5;16;32
1554;Noord-Holland;2000 December;192;160;56;103;1;11;7;6;58;5;7;5;3;32
1555;Noord-Holland;2000 4e kwartaal;754;626;219;408;10;36;33;40;218;6;28;10;27;128
1556;Noord-Holland;2000;2895;2323;969;1353;43;82;162;87;763;19;69;71;57;572
1557;Noord-Holland;2001 Januari;271;203;107;95;2;8;23;8;38;1;0;7;8;68
1558;Noord-Holland;2001 Februari;185;130;81;48;3;12;7;1;20;0;0;2;3;55
1559;Noord-Holland;2001 Maart;195;143;88;56;6;8;12;8;17;0;2;2;1;52
1560;Noord-Holland;2001 1e kwartaal;651;477;276;199;11;28;42;17;75;1;3;11;11;174
1561;Noord-Holland;2001 April;116;83;27;56;5;5;8;15;8;0;5;9;1;33
1562;Noord-Holland;2001 Mei;418;381;84;296;2;7;6;169;12;9;2;80;9;37
1563;Noord-Holland;2001 Juni;378;322;127;195;2;5;79;8;79;0;1;13;8;56
1564;Noord-Holland;2001 2e kwartaal;912;786;238;548;9;17;93;192;99;10;8;102;18;126
1565;Noord-Holland;2001 Juli;229;182;92;90;6;5;44;0;28;0;1;4;2;47
1566;Noord-Holland;2001 Augustus;292;225;59;167;1;14;13;75;50;0;3;9;2;67
1567;Noord-Holland;2001 September;188;141;100;42;2;3;1;0;23;4;3;4;2;47
1568;Noord-Holland;2001 3e kwartaal;709;548;251;297;9;22;57;75;102;4;6;16;6;161
1569;Noord-Holland;2001 Oktober;299;250;129;120;3;21;14;5;75;0;0;0;2;49
1570;Noord-Holland;2001 November;183;124;69;56;3;4;3;10;17;0;17;2;0;59
1571;Noord-Holland;2001 December;91;71;54;18;1;3;3;2;2;0;6;0;1;20
1572;Noord-Holland;2001 4e kwartaal;572;444;252;192;6;29;19;16;93;0;23;2;4;128
1573;Noord-Holland;2001 Januari-februari;456;334;188;146;6;20;31;9;58;1;1;9;11;122
1574;Noord-Holland;2001 Januari-maart;651;477;276;199;11;28;42;17;75;1;3;11;11;174
1575;Noord-Holland;2001 Januari-april;767;560;304;255;16;33;50;32;83;1;8;20;12;207
1576;Noord-Holland;2001 Januari-mei;1185;941;388;554;18;40;56;202;95;11;10;100;22;244
1577;Noord-Holland;2001 Januari-juni;1563;1263;515;750;20;45;135;210;174;11;11;114;30;300
1578;Noord-Holland;2001 Januari-juli;1791;1445;606;838;26;50;179;210;202;11;11;117;32;346
1579;Noord-Holland;2001 Januari-augustus;2084;1671;665;1006;27;65;192;285;252;11;14;126;34;413
1580;Noord-Holland;2001 Januari-september;2272;1812;766;1046;28;67;192;285;276;15;17;130;36;460
1581;Noord-Holland;2001 Januari-oktober;2570;2061;895;1167;31;89;207;290;350;15;17;130;38;509
1582;Noord-Holland;2001 Januari-november;2753;2184;963;1221;34;92;209;299;367;16;34;132;38;569
1583;Noord-Holland;2001;2844;2256;1017;1240;35;96;212;301;369;16;40;132;39;588
1584;Zuid-Holland;1995 Januari;206;171;124;47;3;9;10;14;10;0;0;1;0;35
1585;Zuid-Holland;1995 Februari;215;178;131;46;6;6;8;0;2;0;0;1;23;37
1586;Zuid-Holland;1995 Maart;257;209;142;66;3;7;8;4;21;7;6;8;2;48
1587;Zuid-Holland;1995 1e kwartaal;678;558;398;160;12;22;26;18;33;7;6;10;26;120
1588;Zuid-Holland;1995 April;162;124;74;50;3;3;7;1;5;1;18;7;5;38
1589;Zuid-Holland;1995 Mei;236;185;145;39;5;7;9;2;11;0;0;5;0;51
1590;Zuid-Holland;1995 juni;237;169;81;86;7;5;14;7;33;0;0;15;5;68
1591;Zuid-Holland;1995 2e kwartaal;636;479;300;180;16;16;30;10;49;2;19;28;10;157
1592;Zuid-Holland;1995 Juli;213;174;68;107;4;29;9;22;1;0;5;5;32;39
1593;Zuid-Holland;1995 Augustus;282;232;128;104;3;9;6;3;54;6;14;7;2;50
1594;Zuid-Holland;1995 September;204;150;115;36;4;2;4;2;1;3;2;15;3;54
1595;Zuid-Holland;1995 3e kwartaal;698;556;311;244;10;40;20;27;56;9;20;26;36;142
1596;Zuid-Holland;1995 Oktober;181;154;116;38;2;5;15;5;4;0;0;0;7;27
1597;Zuid-Holland;1995 November;174;148;90;56;3;12;19;2;7;10;0;2;1;26
1598;Zuid-Holland;1995 December;282;245;181;63;3;8;6;0;5;31;1;5;4;37
1599;Zuid-Holland;1995 4e kwartaal;638;547;387;159;8;26;40;7;16;40;2;8;12;91
1600;Zuid-Holland;1995;2650;2140;1395;745;46;104;117;61;154;59;48;72;84;510
1601;Zuid-Holland;1996 Januari;114;92;61;31;3;5;10;1;8;4;0;0;0;22
1602;Zuid-Holland;1996 Februari;238;181;130;52;4;10;16;7;8;0;5;0;2;57
1603;Zuid-Holland;1996 Maart;146;118;86;32;2;6;9;3;10;0;0;0;2;28
1604;Zuid-Holland;1996 1e kwartaal;498;390;277;113;9;20;34;10;25;4;5;1;5;108
1605;Zuid-Holland;1996 April;173;126;73;53;4;3;8;3;4;0;0;26;5;47
1606;Zuid-Holland;1996 Mei;285;182;110;71;3;5;25;2;12;4;11;6;3;103
1607;Zuid-Holland;1996 Juni;143;108;71;36;4;4;7;1;8;5;0;2;5;35
1608;Zuid-Holland;1996 2e kwartaal;600;415;254;161;11;11;39;7;25;10;12;33;13;185
1609;Zuid-Holland;1996 Juli;252;190;109;81;5;11;42;5;9;0;1;3;5;62
1610;Zuid-Holland;1996 Augustus;263;206;77;126;2;51;49;3;20;0;0;0;1;57
1611;Zuid-Holland;1996 September;171;137;83;55;3;8;18;4;6;6;3;6;1;34
1612;Zuid-Holland;1996 3e kwartaal;686;534;270;264;10;70;109;12;36;6;4;10;7;152
1613;Zuid-Holland;1996 Oktober;278;230;170;61;5;7;5;2;25;0;4;3;10;48
1614;Zuid-Holland;1996 November;277;230;165;66;5;14;7;8;14;0;5;7;6;47
1615;Zuid-Holland;1996 December;273;231;163;68;5;15;10;4;29;0;0;3;2;42
1616;Zuid-Holland;1996 4e kwartaal;829;692;498;195;15;34;22;13;69;0;10;14;18;137
1617;Zuid-Holland;1996;2612;2031;1299;731;44;136;204;43;154;20;30;57;43;581
1618;Zuid-Holland;1997 Januari;229;185;112;73;6;10;29;17;5;0;1;1;4;44
1619;Zuid-Holland;1997 Februari;191;141;84;58;4;6;8;2;22;1;0;14;1;50
1620;Zuid-Holland;1997 Maart;182;146;108;37;4;10;11;2;6;0;2;1;1;36
1621;Zuid-Holland;1997 1e kwartaal;603;472;305;165;14;25;47;20;33;2;4;15;5;131
1622;Zuid-Holland;1997 April;237;189;133;57;5;5;4;1;33;2;0;2;5;48
1623;Zuid-Holland;1997 Mei;212;178;93;84;7;5;2;1;67;0;0;0;2;34
1624;Zuid-Holland;1997 Juni;272;215;138;77;13;12;10;3;23;0;1;6;9;57
1625;Zuid-Holland;1997 2e kwartaal;721;583;364;219;25;23;16;6;123;2;1;8;15;138
1626;Zuid-Holland;1997 Juli;242;207;94;112;10;3;50;4;35;0;3;7;0;35
1627;Zuid-Holland;1997 Augustus;178;141;89;52;11;10;9;2;7;3;6;4;0;37
1628;Zuid-Holland;1997 September;362;311;222;89;18;8;7;1;33;8;1;5;8;51
1629;Zuid-Holland;1997 3e kwartaal;782;659;406;253;39;20;66;8;75;10;11;15;9;123
1630;Zuid-Holland;1997 Oktober;319;258;181;78;9;8;9;7;25;2;11;3;4;61
1631;Zuid-Holland;1997 November;276;233;172;62;9;6;9;5;26;3;1;0;3;43
1632;Zuid-Holland;1997 December;261;219;150;70;5;8;8;25;11;2;0;6;5;42
1633;Zuid-Holland;1997 4e kwartaal;856;710;502;208;22;22;25;38;61;8;12;9;11;146
1634;Zuid-Holland;1997;2961;2424;1577;848;101;90;154;72;292;23;27;48;41;537
1635;Zuid-Holland;1998 Januari;211;178;118;60;4;10;26;5;14;0;1;0;0;33
1636;Zuid-Holland;1998 Februari;239;217;130;88;5;5;25;17;15;0;20;1;0;22
1637;Zuid-Holland;1998 Maart;276;214;104;109;9;5;11;3;70;0;2;7;2;62
1638;Zuid-Holland;1998 1e kwartaal;726;609;352;256;17;19;63;25;98;0;23;8;3;117
1639;Zuid-Holland;1998 April;200;168;109;58;6;6;18;3;19;1;2;0;3;32
1640;Zuid-Holland;1998 Mei;204;163;92;71;10;9;6;2;32;2;2;1;7;41
1641;Zuid-Holland;1998 Juni;250;208;105;102;8;12;20;5;36;1;10;10;0;42
1642;Zuid-Holland;1998 2e kwartaal;653;538;306;233;24;27;44;10;87;4;15;12;10;115
1643;Zuid-Holland;1998 Juli;248;186;81;103;7;15;10;3;34;16;1;2;15;62
1644;Zuid-Holland;1998 Augustus;186;148;77;70;9;6;8;0;13;0;1;7;26;38
1645;Zuid-Holland;1998 September;265;232;135;96;6;10;14;3;49;1;1;8;4;33
1646;Zuid-Holland;1998 3e kwartaal;699;566;294;272;22;32;32;6;97;17;4;17;45;133
1647;Zuid-Holland;1998 Oktober;375;324;187;137;8;6;11;10;91;0;2;9;0;51
1648;Zuid-Holland;1998 November;295;241;151;91;8;17;33;3;15;4;0;8;3;54
1649;Zuid-Holland;1998 December;347;248;148;100;9;18;25;0;38;4;2;1;3;99
1650;Zuid-Holland;1998 4e kwartaal;1017;812;485;329;25;41;69;13;144;8;5;18;6;205
1651;Zuid-Holland;1998;3095;2525;1436;1090;88;118;209;54;427;29;46;55;64;570
1652;Zuid-Holland;1999 Januari;248;196;100;96;10;10;12;24;24;1;1;9;5;52
1653;Zuid-Holland;1999 Februari;174;147;74;73;7;2;8;8;22;5;10;7;4;27
1654;Zuid-Holland;1999 Maart;329;258;164;94;14;5;7;3;44;3;1;7;10;71
1655;Zuid-Holland;1999 1e kwartaal;751;601;339;262;30;17;27;35;91;9;12;23;18;150
1656;Zuid-Holland;1999 April;237;204;111;94;10;10;15;1;29;20;8;0;1;33
1657;Zuid-Holland;1999 Mei;185;133;75;58;13;10;8;2;17;0;3;2;3;52
1658;Zuid-Holland;1999 Juni;349;296;183;113;8;11;6;10;44;27;4;2;1;53
1659;Zuid-Holland;1999 2e kwartaal;771;633;369;264;31;31;29;13;90;46;15;4;5;138
1660;Zuid-Holland;1999 Juli;286;252;188;65;6;5;13;5;25;0;2;9;0;34
1661;Zuid-Holland;1999 Augustus;194;169;97;71;10;8;7;4;15;17;5;3;2;25
1662;Zuid-Holland;1999 September;267;232;139;93;7;13;24;11;32;0;5;0;1;35
1663;Zuid-Holland;1999 3e kwartaal;747;654;424;228;23;25;43;20;72;17;12;12;4;93
1664;Zuid-Holland;1999 Oktober;340;268;134;135;7;5;26;10;71;0;3;10;3;72
1665;Zuid-Holland;1999 November;334;293;193;101;7;6;24;4;37;0;3;16;4;41
1666;Zuid-Holland;1999 December;227;191;133;57;7;10;6;1;26;0;4;0;3;36
1667;Zuid-Holland;1999 4e kwartaal;902;753;460;293;20;22;55;15;134;0;10;27;10;149
1668;Zuid-Holland;1999;3171;2641;1591;1050;105;96;155;83;387;73;48;66;37;530
1669;Zuid-Holland;2000 Januari;139;114;57;58;10;9;3;4;21;0;0;9;2;25
1670;Zuid-Holland;2000 Februari;391;341;185;155;7;5;8;13;108;0;0;0;14;50
1671;Zuid-Holland;2000 Maart;284;227;160;67;6;6;5;12;25;0;3;6;4;57
1672;Zuid-Holland;2000 1e kwartaal;814;682;403;279;23;20;16;29;154;0;3;15;19;132
1673;Zuid-Holland;2000 April;294;257;132;126;23;19;20;10;46;0;2;1;5;37
1674;Zuid-Holland;2000 Mei;458;379;255;125;9;11;49;2;36;1;6;2;9;79
1675;Zuid-Holland;2000 Juni;239;186;85;101;7;21;19;2;32;5;1;12;2;53
1676;Zuid-Holland;2000 2e kwartaal;990;822;471;350;38;50;87;15;115;6;9;15;15;168
1677;Zuid-Holland;2000 Juli;251;191;109;80;4;5;6;0;8;44;7;6;0;60
1678;Zuid-Holland;2000 Augustus;178;123;81;43;8;10;5;2;9;0;0;5;4;55
1679;Zuid-Holland;2000 September;190;128;70;58;8;6;8;17;11;1;4;1;2;62
1680;Zuid-Holland;2000 3e kwartaal;620;443;260;183;20;21;20;19;28;46;11;12;6;177
1681;Zuid-Holland;2000 Januari-september;2424;1947;1134;814;81;92;123;63;297;52;23;42;41;477
1682;Zuid-Holland;2000 Oktober;247;207;115;92;5;3;8;2;39;2;8;4;21;40
1683;Zuid-Holland;2000 Januari-oktober;2670;2153;1249;905;86;95;131;65;335;54;31;46;62;517
1684;Zuid-Holland;2000 Januari-november;2857;2292;1313;980;97;105;137;72;363;54;33;47;72;565
1685;Zuid-Holland;2000 November;187;139;64;74;11;10;5;7;27;0;2;1;11;48
1686;Zuid-Holland;2000 December;347;286;218;68;9;22;6;2;20;0;2;1;6;61
1687;Zuid-Holland;2000 4e kwartaal;781;631;397;232;25;35;20;11;85;2;11;6;37;150
1688;Zuid-Holland;2000;3204;2578;1531;1046;106;127;143;74;382;54;34;48;78;626
1689;Zuid-Holland;2001 Januari;179;145;76;68;7;11;3;2;33;2;3;0;7;34
1690;Zuid-Holland;2001 Februari;267;202;80;122;14;11;21;4;56;3;7;3;3;65
1691;Zuid-Holland;2001 Maart;305;249;149;100;13;24;14;1;35;0;4;9;0;56
1692;Zuid-Holland;2001 1e kwartaal;751;596;305;293;35;47;37;8;124;5;14;12;11;155
1693;Zuid-Holland;2001 April;143;98;27;72;15;9;11;9;18;0;3;6;1;45
1694;Zuid-Holland;2001 Mei;242;184;98;86;17;4;15;6;25;0;7;11;1;58
1695;Zuid-Holland;2001 Juni;264;185;96;88;7;9;11;5;31;0;0;24;1;79
1696;Zuid-Holland;2001 2e kwartaal;649;467;221;245;39;21;37;19;74;0;10;42;3;182
1697;Zuid-Holland;2001 Juli;309;259;104;156;8;8;8;3;115;0;2;9;3;50
1698;Zuid-Holland;2001 Augustus;235;179;114;64;5;6;8;8;27;1;6;1;2;56
1699;Zuid-Holland;2001 September;342;300;192;107;9;7;9;2;57;1;5;17;0;42
1700;Zuid-Holland;2001 3e kwartaal;886;738;411;326;22;21;25;13;199;2;12;27;5;148
1701;Zuid-Holland;2001 Oktober;270;216;102;114;6;5;37;2;37;11;0;13;3;54
1702;Zuid-Holland;2001 November;257;217;115;104;6;8;50;4;14;15;4;2;1;40
1703;Zuid-Holland;2001 December;236;209;133;76;6;15;13;2;26;0;0;1;13;27
1704;Zuid-Holland;2001 4e kwartaal;762;641;349;293;17;28;101;8;76;26;4;16;17;121
1705;Zuid-Holland;2001 Januari-februari;446;347;156;191;22;22;24;6;89;5;10;3;10;99
1706;Zuid-Holland;2001 Januari-maart;751;596;305;293;35;47;37;8;124;5;14;12;11;155
1707;Zuid-Holland;2001 Januari-april;894;694;331;364;50;56;48;16;142;5;17;18;12;200
1708;Zuid-Holland;2001 Januari-mei;1137;879;429;448;66;59;63;22;167;5;24;29;13;258
1709;Zuid-Holland;2001 Januari-juni;1400;1063;526;538;74;68;75;27;198;5;24;53;14;337
1710;Zuid-Holland;2001 Januari-juli;1709;1322;630;692;82;76;83;29;313;5;26;62;16;387
1711;Zuid-Holland;2001 Januari-augustus;1944;1501;744;757;87;82;91;37;340;7;32;63;18;443
1712;Zuid-Holland;2001 Januari-september;2286;1801;936;865;96;89;100;40;397;7;37;80;19;485
1713;Zuid-Holland;2001 Januari-oktober;2556;2017;1038;979;102;94;137;42;434;18;37;93;22;539
1714;Zuid-Holland;2001 Januari-november;2813;2234;1153;1082;107;102;188;46;448;33;40;95;23;579
1715;Zuid-Holland;2001;3048;2442;1286;1157;113;117;200;48;473;33;41;96;36;606
1716;Zeeland;1995 Januari;49;42;37;3;2;0;1;0;0;0;0;0;0;7
1717;Zeeland;1995 Februari;31;26;10;16;2;0;1;1;1;0;1;5;5;5
1718;Zeeland;1995 Maart;20;15;9;5;3;0;1;0;0;0;0;1;0;5
1719;Zeeland;1995 1e kwartaal;100;83;56;26;7;2;3;1;1;0;1;6;5;17
1720;Zeeland;1995 April;24;20;14;5;1;0;0;1;2;0;0;0;1;4
1721;Zeeland;1995 Mei;31;24;20;1;1;0;0;0;0;0;0;0;0;7
1722;Zeeland;1995 juni;26;24;15;8;1;0;0;1;0;0;0;5;1;2
1723;Zeeland;1995 2e kwartaal;81;68;49;18;4;1;1;2;2;0;0;5;3;13
1724;Zeeland;1995 Juli;37;34;29;5;2;0;2;0;0;0;0;0;1;3
1725;Zeeland;1995 Augustus;18;17;11;4;4;0;0;0;0;0;0;0;0;1
1726;Zeeland;1995 September;28;24;18;6;1;1;1;0;2;0;0;1;0;4
1727;Zeeland;1995 3e kwartaal;83;75;58;17;7;1;3;0;3;0;0;1;2;8
1728;Zeeland;1995 Oktober;18;15;10;3;1;1;0;0;0;0;0;0;1;3
1729;Zeeland;1995 November;28;25;23;2;1;0;0;0;0;0;0;1;0;3
1730;Zeeland;1995 December;25;20;10;10;2;1;0;0;0;0;0;2;5;5
1731;Zeeland;1995 4e kwartaal;70;59;43;16;4;3;0;0;0;0;0;3;6;11
1732;Zeeland;1995;335;286;206;80;21;8;8;4;6;0;1;16;16;49
1733;Zeeland;1996 Januari;19;17;14;1;1;0;0;0;0;0;0;0;0;2
1734;Zeeland;1996 Februari;36;30;23;7;1;0;0;1;0;0;0;5;0;6
1735;Zeeland;1996 Maart;38;36;25;11;1;2;5;2;0;1;0;0;0;2
1736;Zeeland;1996 1e kwartaal;93;83;62;22;4;3;6;3;0;1;0;5;0;10
1737;Zeeland;1996 April;21;11;8;2;1;0;0;1;0;0;0;0;0;10
1738;Zeeland;1996 Mei;23;17;11;5;1;0;3;1;0;0;0;0;0;6
1739;Zeeland;1996 Juni;26;23;10;13;1;0;2;0;8;0;0;1;1;3
1740;Zeeland;1996 2e kwartaal;70;51;29;20;3;1;5;1;8;0;0;1;1;19
1741;Zeeland;1996 Juli;34;30;27;2;1;1;0;0;0;0;0;0;0;4
1742;Zeeland;1996 Augustus;18;15;12;2;1;0;0;0;1;0;0;0;0;3
1743;Zeeland;1996 September;39;34;27;6;1;0;5;0;0;0;0;0;0;5
