ID;Geslacht;Vooropleiding;Studierichting;Opleidingsvorm;Herkomstgroepering;Perioden;TotaalAantalStudenten_1;Na3Jaar_2;Na4Jaar_3;Na5Jaar_4;Na6Jaar_5;Na7Jaar_6;Na8Jaar_7;Na9Jaar_8;Na3Jaar_9;Na4Jaar_10;Na5Jaar_11;Na6Jaar_12;Na7Jaar_13;Na8Jaar_14;Na9Jaar_15;Na3Jaar_16;Na4Jaar_17;Na5Jaar_18;Na6Jaar_19;Na7Jaar_20;Na8Jaar_21;Na9Jaar_22;Na1Jaar_23;Na2Jaar_24;Na3Jaar_25;Na4Jaar_26;Na5Jaar_27;Na6Jaar_28;Na7Jaar_29;Na8Jaar_30;InJaar2_31;InJaar3_32;InJaar4_33;InJaar5_34;InJaar6_35;InJaar7_36;InJaar8_37;InJaar9_38;InJaar2_39;InJaar3_40;InJaar4_41;InJaar5_42;InJaar6_43;InJaar7_44;InJaar8_45;InJaar9_46;InJaar2_47;InJaar3_48;InJaar4_49;InJaar5_50;InJaar6_51;InJaar7_52;InJaar8_53;InJaar9_54
1811;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Totaal herkomstgroepering;Startjaar 2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1812;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Totaal herkomstgroepering;Startjaar 2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1813;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Totaal herkomstgroepering;Startjaar 2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1814;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Totaal herkomstgroepering;Startjaar 2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1815;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Totaal herkomstgroepering;Startjaar 2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1816;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Totaal herkomstgroepering;Startjaar 2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1817;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Totaal herkomstgroepering;Startjaar 2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Autochtoon;Startjaar 1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1819;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Autochtoon;Startjaar 1996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1820;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Autochtoon;Startjaar 1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1821;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Autochtoon;Startjaar 1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1822;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Autochtoon;Startjaar 1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1823;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Autochtoon;Startjaar 2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Autochtoon;Startjaar 2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1825;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Autochtoon;Startjaar 2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1826;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Autochtoon;Startjaar 2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1827;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Autochtoon;Startjaar 2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Autochtoon;Startjaar 2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1829;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Autochtoon;Startjaar 2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1830;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Autochtoon;Startjaar 2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1831;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Autochtoon;Startjaar 2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1832;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Autochtoon;Startjaar 2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1833;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Autochtoon;Startjaar 2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1834;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Autochtoon;Startjaar 2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1835;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Autochtoon;Startjaar 2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Westerse allochtoon;Startjaar 1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1837;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Westerse allochtoon;Startjaar 1996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1838;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Westerse allochtoon;Startjaar 1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1839;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Westerse allochtoon;Startjaar 1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1840;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Westerse allochtoon;Startjaar 1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1841;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Westerse allochtoon;Startjaar 2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1842;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Westerse allochtoon;Startjaar 2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1843;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Westerse allochtoon;Startjaar 2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1844;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Westerse allochtoon;Startjaar 2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1845;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Westerse allochtoon;Startjaar 2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1846;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Westerse allochtoon;Startjaar 2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1847;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Westerse allochtoon;Startjaar 2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1848;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Westerse allochtoon;Startjaar 2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1849;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Westerse allochtoon;Startjaar 2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1850;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Westerse allochtoon;Startjaar 2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1851;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Westerse allochtoon;Startjaar 2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1852;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Westerse allochtoon;Startjaar 2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1853;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Westerse allochtoon;Startjaar 2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1854;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Niet-westerse allochtoon;Startjaar 1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1855;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Niet-westerse allochtoon;Startjaar 1996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1856;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Niet-westerse allochtoon;Startjaar 1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1857;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Niet-westerse allochtoon;Startjaar 1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1858;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Niet-westerse allochtoon;Startjaar 1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1859;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Niet-westerse allochtoon;Startjaar 2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1860;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Niet-westerse allochtoon;Startjaar 2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1861;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Niet-westerse allochtoon;Startjaar 2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1862;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Niet-westerse allochtoon;Startjaar 2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1863;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Niet-westerse allochtoon;Startjaar 2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1864;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Niet-westerse allochtoon;Startjaar 2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1865;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Niet-westerse allochtoon;Startjaar 2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1866;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Niet-westerse allochtoon;Startjaar 2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1867;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Niet-westerse allochtoon;Startjaar 2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1868;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Niet-westerse allochtoon;Startjaar 2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1869;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Niet-westerse allochtoon;Startjaar 2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1870;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Niet-westerse allochtoon;Startjaar 2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1871;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Niet-westerse allochtoon;Startjaar 2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1872;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Marokko;Startjaar 1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1873;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Marokko;Startjaar 1996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1874;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Marokko;Startjaar 1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1875;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Marokko;Startjaar 1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1876;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Marokko;Startjaar 1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1877;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Marokko;Startjaar 2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1878;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Marokko;Startjaar 2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1879;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Marokko;Startjaar 2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1880;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Marokko;Startjaar 2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1881;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Marokko;Startjaar 2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1882;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Marokko;Startjaar 2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1883;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Marokko;Startjaar 2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1884;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Marokko;Startjaar 2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1885;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Marokko;Startjaar 2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1886;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Marokko;Startjaar 2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1887;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Marokko;Startjaar 2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1888;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Marokko;Startjaar 2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1889;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Marokko;Startjaar 2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1890;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Turkije;Startjaar 1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1891;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Turkije;Startjaar 1996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1892;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Turkije;Startjaar 1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1893;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Turkije;Startjaar 1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1894;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Turkije;Startjaar 1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1895;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Turkije;Startjaar 2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1896;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Turkije;Startjaar 2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1897;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Turkije;Startjaar 2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1898;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Turkije;Startjaar 2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1899;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Turkije;Startjaar 2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1900;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Turkije;Startjaar 2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1901;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Turkije;Startjaar 2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1902;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Turkije;Startjaar 2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1903;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Turkije;Startjaar 2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1904;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Turkije;Startjaar 2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1905;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Turkije;Startjaar 2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1906;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Turkije;Startjaar 2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1907;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Turkije;Startjaar 2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1908;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Suriname;Startjaar 1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1909;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Suriname;Startjaar 1996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1910;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Suriname;Startjaar 1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1911;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Suriname;Startjaar 1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1912;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Suriname;Startjaar 1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1913;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Suriname;Startjaar 2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1914;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Suriname;Startjaar 2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1915;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Suriname;Startjaar 2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1916;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Suriname;Startjaar 2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1917;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Suriname;Startjaar 2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1918;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Suriname;Startjaar 2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1919;Totaal mannen en vrouwen;Vooropleidingen totaal;140 Lerarenopleidingen algemeen;Voltijd;Suriname;Startjaar 2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
