ID;Perioden;IndividueleBinnenlandseProductie_1;TotaalVerzekeringenInEuroS_2;Hypotheek_3;PensioenUitgesteld_4;LijfrenteUitgesteld_5;DirectIngaandeRente_6;LevenslangBijOverlijden_7;Spaarverzekering_8;Risicoverzekering_9;OverigeIndividueleVerzekeringen_10;TotaalVerzekeringInBeleggingseenheden_11;Hypotheek_12;PensioenUitgesteld_13;LijfrenteUitgesteld_14;DirectIngaandeRente_15;LevenslangBijOverlijden_16;Spaarverzekering_17;Risicoverzekering_18;OverigeIndividueleVerzekeringen_19;IndividueleBinnenlandseProductie_20;TotaalVerzekeringenInEuroS_21;Hypotheek_22;PensioenUitgesteld_23;LijfrenteUitgesteld_24;DirectIngaandeRente_25;LevenslangBijOverlijden_26;Spaarverzekering_27;Risicoverzekering_28;OverigeIndividueleVerzekeringen_29;TotaalVerzekeringInBeleggingseenheden_30;Hypotheek_31;PensioenUitgesteld_32;LijfrenteUitgesteld_33;DirectIngaandeRente_34;LevenslangBijOverlijden_35;Spaarverzekering_36;Risicoverzekering_37;OverigeIndividueleVerzekeringen_38;IndividueleBinnenlandseProductie_39;TotaalVerzekeringenInEuroS_40;Hypotheek_41;PensioenUitgesteld_42;LijfrenteUitgesteld_43;DirectIngaandeRente_44;LevenslangBijOverlijden_45;Spaarverzekering_46;Risicoverzekering_47;OverigeIndividueleVerzekeringen_48;TotaalVerzekeringInBeleggingseenheden_49;Hypotheek_50;PensioenUitgesteld_51;LijfrenteUitgesteld_52;DirectIngaandeRente_53;LevenslangBijOverlijden_54;Spaarverzekering_55;Risicoverzekering_56;OverigeIndividueleVerzekeringen_57;IndividueleBinnenlandseProductie_58;TotaalVerzekeringenInEuroS_59;Hypotheek_60;PensioenUitgesteld_61;LijfrenteUitgesteld_62;DirectIngaandeRente_63;LevenslangBijOverlijden_64;Spaarverzekering_65;Risicoverzekering_66;OverigeIndividueleVerzekeringen_67;TotaalVerzekeringInBeleggingseenheden_68;Hypotheek_69;PensioenUitgesteld_70;LijfrenteUitgesteld_71;DirectIngaandeRente_72;LevenslangBijOverlijden_73;Spaarverzekering_74;Risicoverzekering_75;OverigeIndividueleVerzekeringen_76;IndividueleBinnenlandseProductie_77;TotaalVerzekeringenInEuroS_78;Hypotheek_79;PensioenUitgesteld_80;LijfrenteUitgesteld_81;DirectIngaandeRente_82;LevenslangBijOverlijden_83;Spaarverzekering_84;Risicoverzekering_85;OverigeIndividueleVerzekeringen_86;TotaalVerzekeringInBeleggingseenheden_87;Hypotheek_88;PensioenUitgesteld_89;LijfrenteUitgesteld_90;DirectIngaandeRente_91;LevenslangBijOverlijden_92;Spaarverzekering_93;Risicoverzekering_94;OverigeIndividueleVerzekeringen_95;IndividueleBinnenlandseProductie_96;TotaalVerzekeringenInEuroS_97;Hypotheek_98;PensioenUitgesteld_99;LijfrenteUitgesteld_100;DirectIngaandeRente_101;LevenslangBijOverlijden_102;Spaarverzekering_103;Risicoverzekering_104;OverigeIndividueleVerzekeringen_105;TotaalVerzekeringInBeleggingseenheden_106;Hypotheek_107;PensioenUitgesteld_108;LijfrenteUitgesteld_109;DirectIngaandeRente_110;LevenslangBijOverlijden_111;Spaarverzekering_112;Risicoverzekering_113;OverigeIndividueleVerzekeringen_114;IndividueleBinnenlandseProductie_115;TotaalVerzekeringenInEuroS_116;Hypotheek_117;PensioenUitgesteld_118;LijfrenteUitgesteld_119;DirectIngaandeRente_120;LevenslangBijOverlijden_121;Spaarverzekering_122;Risicoverzekering_123;OverigeIndividueleVerzekeringen_124;TotaalVerzekeringInBeleggingseenheden_125;Hypotheek_126;PensioenUitgesteld_127;LijfrenteUitgesteld_128;DirectIngaandeRente_129;LevenslangBijOverlijden_130;Spaarverzekering_131;Risicoverzekering_132;OverigeIndividueleVerzekeringen_133;TotaleSpaarkasproductie_134;Hypotheek_135;PensioenUitgesteld_136;LijfrenteUitgesteld_137;Ongeclausuleerd_138;TotaleSpaarkasproductie_139;Hypotheek_140;PensioenUitgesteld_141;LijfrenteUitgesteld_142;Ongeclausuleerd_143;TotaleSpaarkasproductie_144;Hypotheek_145;PensioenUitgesteld_146;LijfrenteUitgesteld_147;Ongeclausuleerd_148;TotaleSpaarkasproductie_149;Hypotheek_150;PensioenUitgesteld_151;LijfrenteUitgesteld_152;Ongeclausuleerd_153;TotaleSpaarkasproductie_154;Hypotheek_155;PensioenUitgesteld_156;LijfrenteUitgesteld_157;Ongeclausuleerd_158;TotaleSpaarkasproductie_159;Hypotheek_160;PensioenUitgesteld_161;LijfrenteUitgesteld_162;Ongeclausuleerd_163
113;2001 oktober;97.6;48.0;3.8;1.4;1.9;0.0;26.0;1.8;12.6;0.5;49.7;11.5;3.9;14.2;0.0;0.0;17.3;0.5;2.2;3403.7;1490.1;326.3;218.5;108.8;0.0;97.4;46.0;672.5;20.6;1913.6;1016.6;243.3;269.7;0.0;0.0;332.2;28.1;23.7;89.8;22.4;5.5;6.9;2.2;0.0;2.5;1.7;3.2;0.4;67.4;21.4;8.4;17.2;0.0;0.1;18.2;0.6;1.7;47.3;10.6;3.8;4.8;0.8;0.0;0.1;1.0;0.1;0.0;36.7;12.2;4.3;5.4;0.0;0.0;12.9;0.1;1.8;12.7;9.8;0.0;0.2;2.4;3.3;0.5;0.3;3.1;0.0;2.9;0.2;0.6;1.4;0.1;0.0;0.4;0.0;0.0;612.5;540.6;0.0;17.1;102.3;302.7;0.7;23.7;91.8;2.2;71.9;13.0;8.9;13.0;17.1;0.0;15.1;0.2;4.7;304.4;258.2;2.0;9.8;49.0;180.3;3.0;8.1;4.4;1.5;46.3;3.0;6.1;19.1;6.6;0.0;9.3;0.3;1.8;5.0;0.0;0.0;1.2;3.8;60.2;0.2;0.0;26.5;33.5;2.9;0.0;0.0;1.0;1.9;0.6;0.0;0.0;0.4;0.2;0.4;0.0;0.0;0.2;0.2;0.1;0.0;0.0;0.1;0.0
114;2001 november;92.8;47.2;3.9;1.5;1.1;0.0;26.7;1.2;12.2;0.5;45.6;11.0;4.6;15.4;0.0;0.0;11.9;0.3;2.4;3495.9;1459.9;339.2;259.4;52.6;0.0;101.9;43.7;639.8;23.3;2036.0;977.1;332.9;373.4;0.0;0.0;306.8;22.5;23.5;88.4;21.8;5.4;6.9;1.9;0.0;2.5;1.8;2.9;0.4;66.6;20.7;11.2;18.2;0.0;0.0;14.5;0.4;1.7;49.7;10.7;3.6;5.1;0.6;0.0;0.1;0.9;0.1;0.3;39.0;12.6;5.8;5.4;0.0;0.0;13.5;0.1;1.6;14.1;10.6;0.0;0.2;3.3;3.2;0.4;0.4;3.1;0.0;3.5;0.1;0.5;2.3;0.2;0.0;0.5;0.0;0.0;641.5;523.6;0.3;19.2;109.3;241.1;0.8;62.0;88.9;2.1;117.9;2.8;2.9;43.0;21.3;0.0;44.6;0.0;3.4;337.6;276.4;0.1;11.9;74.9;158.0;2.8;19.1;8.5;1.1;61.2;2.8;3.1;30.3;11.2;0.0;12.2;0.0;1.6;4.4;0.0;0.0;1.6;2.8;68.4;0.2;0.0;37.2;31.0;3.2;0.0;0.0;1.4;1.8;1.4;0.0;0.0;1.1;0.4;0.4;0.0;0.0;0.2;0.2;0.2;0.0;0.0;0.2;0.0
115;2001 december;106.4;53.1;5.1;1.3;1.4;0.0;32.1;1.5;11.3;0.4;53.4;10.6;5.3;20.3;0.0;0.0;13.7;0.7;2.7;3325.4;1409.6;376.9;252.9;47.6;0.0;100.3;34.9;581.1;15.9;1915.8;938.6;298.5;424.2;0.0;0.0;201.8;24.2;28.5;94.8;24.5;6.8;7.9;2.0;0.0;2.7;1.7;3.1;0.3;70.3;18.6;10.0;24.2;0.0;0.0;15.3;0.7;1.6;62.2;9.5;5.7;1.5;0.7;0.0;0.1;1.3;0.1;0.2;52.7;12.5;8.5;19.6;0.0;0.0;10.5;0.1;1.5;19.5;13.6;0.0;0.2;4.0;4.1;0.7;0.7;3.9;0.1;6.0;0.1;0.1;5.0;0.2;0.0;0.4;0.0;0.1;617.6;508.7;0.2;18.6;102.4;293.6;2.4;10.8;79.3;1.4;108.9;3.4;2.6;53.8;34.7;0.0;7.7;0.0;6.6;322.2;250.8;0.0;12.5;68.6;155.5;2.1;6.6;4.9;0.5;71.4;2.6;2.6;38.8;16.1;0.0;8.4;0.0;3.0;3.8;0.0;0.0;1.2;2.5;50.2;0.1;0.0;27.9;22.1;2.4;0.0;0.0;1.0;1.3;0.6;0.0;0.0;0.3;0.3;0.3;0.0;0.0;0.2;0.2;0.1;0.0;0.0;0.0;0.0
116;2001;1121.2;560.0;56.0;15.4;19.8;0.0;301.7;24.0;134.6;8.1;561.5;133.4;46.3;158.4;0.0;0.5;185.1;11.5;26.2;40789.9;16820.4;4529.7;2774.6;1008.3;0.0;1104.7;673.9;6397.1;332.0;23969.7;11340.4;3815.6;4297.7;0.0;21.5;3658.4;495.6;340.7;1019.8;246.8;55.6;58.7;24.1;0.0;28.8;40.5;33.3;5.7;772.8;240.6;119.4;186.1;0.0;0.1;198.3;10.2;18.5;714.7;142.4;38.5;40.6;20.9;0.0;0.3;38.5;0.4;3.2;572.3;146.4;67.7;142.1;0.0;0.2;181.6;6.2;28.2;257.1;172.7;0.0;2.4;53.5;55.0;5.1;8.3;46.4;2.1;84.5;1.0;3.3;69.6;3.4;0.0;6.6;0.0;0.7;9400.8;7839.9;7.9;210.6;1573.9;4170.1;11.8;226.0;1586.2;53.2;1560.7;51.1;78.0;722.2;437.5;0.0;183.3;1.5;87.3;5198.7;4049.0;3.2;133.1;1011.5;2675.0;13.6;101.8;87.9;22.5;1149.9;35.2;59.7;692.0;216.1;0.0;115.8;1.9;29.5;64.0;0.0;0.0;18.1;45.4;837.3;2.1;1.3;371.3;462.3;39.4;0.0;0.0;14.1;25.3;13.1;0.0;0.0;6.4;6.7;5.5;0.0;0.0;2.3;3.1;1.7;0.0;0.0;0.7;0.9
117;2002 januari;96.9;41.8;3.7;0.6;1.6;0.0;22.3;1.6;11.5;0.4;55.1;11.3;5.1;18.8;0.0;0.0;17.9;0.2;1.9;3354.5;1273.8;330.1;147.3;48.7;0.0;87.8;39.6;609.1;11.2;2080.8;936.3;271.5;540.4;0.0;0.0;295.4;19.6;17.5;89.2;18.9;5.3;4.8;1.9;0.0;2.1;1.7;2.9;0.2;70.3;17.7;8.2;24.0;0.0;0.0;18.8;0.4;1.3;53.5;10.4;3.5;4.4;1.4;0.0;0.1;1.0;0.1;0.0;43.0;13.5;4.6;9.2;0.0;0.0;14.6;0.2;0.9;31.0;22.2;0.0;0.2;11.1;6.5;0.8;1.7;1.8;0.1;8.8;0.1;0.1;7.7;0.4;0.0;0.4;0.0;0.1;863.3;703.2;0.3;19.4;150.8;456.0;1.9;10.2;63.8;1.0;160.2;5.6;5.5;89.6;53.2;0.0;5.7;0.0;0.6;478.3;378.1;0.1;11.8;116.1;237.5;2.1;8.3;1.2;1.0;100.2;2.3;3.5;62.6;21.4;0.0;9.6;0.0;0.8;5.5;0.0;0.0;1.2;4.3;109.1;0.0;0.0;46.1;63.0;3.4;0.0;0.0;0.8;2.6;0.6;0.0;0.0;0.2;0.4;0.3;0.0;0.0;0.1;0.2;0.1;0.0;0.0;0.0;0.0
118;2002 februari;88.6;46.6;4.0;0.8;1.5;0.0;27.5;1.9;10.6;0.3;42.0;9.8;2.7;11.7;0.0;0.0;15.5;0.1;2.0;3666.2;1463.2;379.2;230.8;71.2;0.0;117.3;56.2;604.1;4.5;2203.1;1047.1;267.6;577.0;0.0;0.0;280.0;11.4;20.1;82.1;20.1;5.6;4.8;2.5;0.0;2.6;2.1;2.4;0.1;61.9;20.7;7.8;16.2;0.0;0.0;15.6;0.1;1.6;47.1;9.3;3.2;4.3;1.2;0.0;0.0;0.6;0.0;0.0;37.8;13.3;5.9;6.4;0.0;0.0;11.1;0.0;1.2;19.8;14.2;0.0;0.3;4.2;6.3;0.6;1.1;1.6;0.1;5.6;0.1;0.2;4.7;0.3;0.0;0.4;0.0;0.0;991.4;826.6;0.1;27.2;168.3;523.4;2.3;17.1;86.7;1.6;164.7;8.0;2.4;83.8;61.2;0.0;9.3;0.0;0.1;520.3;422.9;0.0;18.1;111.7;278.5;2.5;9.3;1.3;1.6;97.4;2.3;2.7;63.2;17.6;0.0;11.3;0.0;0.3;2.7;0.0;0.0;0.5;2.1;59.1;0.2;0.1;26.1;32.8;2.0;0.0;0.0;0.5;1.5;1.2;0.0;0.0;0.4;0.7;0.2;0.0;0.0;0.1;0.1;0.1;0.0;0.0;0.1;0.1
119;2002 maart;87.8;45.6;4.0;1.3;1.6;0.0;25.6;1.7;11.2;0.3;42.2;10.3;2.8;13.4;0.0;0.0;13.8;0.4;1.4;3660.3;1522.6;397.4;241.8;74.7;0.0;100.0;45.0;656.9;6.6;2137.7;1036.4;272.6;557.8;0.0;0.0;217.6;38.4;14.9;86.2;22.2;5.5;6.2;2.3;0.0;2.6;1.9;3.4;0.2;64.0;21.9;7.5;17.7;0.0;0.0;15.1;0.6;1.3;48.1;9.7;3.8;2.1;1.5;0.0;0.1;2.1;0.1;0.0;38.5;15.2;4.3;4.6;0.0;0.0;12.9;0.2;1.3;16.5;12.1;0.1;0.1;4.1;5.5;0.5;0.3;1.4;0.1;4.5;0.1;0.2;3.5;0.3;0.0;0.4;0.0;0.0;929.8;750.9;28.8;12.5;148.0;458.2;1.8;20.8;79.6;1.1;178.9;4.3;7.7;92.5;64.3;0.0;9.6;0.4;0.1;454.6;365.6;7.8;8.6;95.5;237.9;2.1;11.4;1.1;1.3;89.0;2.0;5.8;53.9;17.2;0.0;9.7;0.0;0.3;4.1;0.0;0.0;1.7;2.4;109.9;0.3;0.0;75.4;34.3;2.8;0.0;0.0;1.3;1.5;0.7;0.0;0.0;0.3;0.4;0.4;0.0;0.0;0.2;0.2;0.1;0.0;0.0;0.0;0.1
120;2002 april;98.7;53.5;4.1;1.6;1.5;0.0;31.6;2.1;12.4;0.3;45.2;9.5;3.8;11.9;0.0;0.0;17.8;0.4;1.9;3652.2;1640.8;386.3;297.0;63.0;0.0;148.4;54.8;685.0;6.3;2011.3;1060.3;298.5;335.2;0.0;0.0;266.8;30.6;19.9;88.9;23.5;5.6;7.0;1.9;0.0;3.7;2.1;3.0;0.2;65.4;21.1;9.3;15.0;0.0;0.0;18.0;0.4;1.6;47.4;10.8;4.3;4.9;0.5;0.0;0.1;1.0;0.0;0.0;36.5;14.1;4.5;5.1;0.0;0.0;11.4;0.0;1.4;13.7;9.9;0.0;0.2;2.9;4.8;0.5;0.2;1.0;0.3;3.8;0.1;0.1;2.9;0.3;0.0;0.4;0.0;0.0;670.7;553.7;0.4;17.3;107.0;342.6;2.5;10.9;70.2;3.0;117.0;5.2;9.1;47.9;46.3;0.0;8.4;0.0;0.0;349.4;280.4;0.0;12.0;62.1;192.6;2.2;5.5;4.4;1.6;69.0;2.0;4.1;38.8;14.1;0.0;9.6;0.0;0.5;4.9;0.0;0.0;1.2;3.6;100.5;0.0;0.0;58.0;42.5;3.1;0.0;0.0;1.0;2.1;0.5;0.0;0.0;0.1;0.4;0.4;0.0;0.0;0.2;0.2;0.1;0.0;0.0;0.0;0.1
121;2002 mei;97.3;52.9;5.1;1.2;1.2;0.0;29.6;1.7;13.7;0.3;44.4;11.6;4.0;11.5;0.0;0.0;15.2;0.2;1.9;3922.6;1788.5;490.7;280.4;67.6;0.0;133.4;44.3;764.4;7.7;2134.1;1178.1;317.3;299.9;0.0;0.0;295.6;16.0;27.2;91.2;24.1;7.4;6.3;1.9;0.0;3.3;1.8;3.2;0.2;67.2;24.1;9.3;14.0;0.0;0.0;17.9;0.1;1.7;54.4;16.3;7.2;7.5;1.1;0.0;0.1;0.3;0.0;0.0;38.2;13.7;5.7;4.8;0.0;0.0;12.0;0.0;2.0;13.0;9.8;0.0;0.2;2.7;4.8;0.6;0.3;1.3;0.0;3.2;0.1;0.1;2.5;0.2;0.0;0.3;0.0;0.0;730.3;611.6;0.6;14.2;108.1;391.1;2.0;11.7;83.4;0.4;118.7;7.8;11.7;49.8;40.7;0.0;8.5;0.0;0.1;379.3;317.0;0.0;9.3;62.4;235.2;2.2;4.2;3.5;0.2;62.3;2.5;5.1;34.9;10.6;0.0;8.9;0.0;0.3;3.6;0.0;0.0;1.2;2.3;87.3;0.1;0.0;56.5;30.7;2.4;0.0;0.0;0.9;1.4;0.6;0.0;0.0;0.1;0.6;0.3;0.0;0.0;0.2;0.2;0.1;0.0;0.0;0.0;0.1
122;2002 juni;91.7;51.0;6.2;1.3;1.3;0.0;29.9;1.6;10.4;0.3;40.8;11.8;3.9;10.6;0.0;0.0;12.4;0.3;1.8;3990.0;1858.3;671.0;253.2;69.9;0.0;129.3;56.7;667.4;10.9;2131.7;1236.4;278.3;286.0;0.0;0.0;296.5;15.9;18.6;87.0;24.4;7.3;6.4;2.1;0.0;3.0;2.1;3.2;0.3;62.6;24.2;8.8;13.3;0.0;0.0;14.6;0.2;1.5;51.7;11.9;5.4;5.2;1.0;0.0;0.0;0.3;0.0;0.0;39.8;13.0;4.1;5.8;0.0;0.0;15.1;0.1;1.8;12.0;9.0;0.0;0.4;2.6;4.0;0.4;0.3;1.1;0.0;3.0;0.0;0.1;2.4;0.1;0.0;0.3;0.0;0.0;710.7;619.9;2.5;15.9;128.0;383.5;1.5;7.7;79.6;1.3;90.8;6.0;5.2;35.5;34.9;0.0;9.2;0.0;0.0;353.1;293.4;0.2;11.1;67.0;206.6;2.0;2.1;3.7;0.8;59.7;3.8;3.3;34.2;8.5;0.0;9.6;0.0;0.3;2.9;0.0;0.0;1.1;1.8;77.1;0.4;0.0;52.5;24.2;1.9;0.0;0.0;0.9;1.1;0.5;0.0;0.0;0.2;0.4;0.3;0.0;0.0;0.2;0.1;0.1;0.0;0.0;0.0;0.0
123;2002 juli;93.9;52.5;5.5;1.2;1.4;0.0;31.4;1.8;11.0;0.3;41.5;10.7;4.0;10.1;0.0;0.0;13.5;0.4;2.5;3920.5;1833.6;582.2;266.3;70.2;0.0;135.1;52.2;719.0;8.7;2086.9;1134.3;341.4;282.8;0.0;0.0;276.6;24.6;27.2;90.2;26.3;8.1;6.1;2.3;0.0;3.2;2.7;3.5;0.3;63.9;23.2;10.6;12.5;0.0;0.0;15.2;0.4;1.7;52.5;11.7;5.5;4.5;1.0;0.0;0.0;0.5;0.0;0.0;40.8;14.5;4.0;6.5;0.0;0.0;13.9;0.1;1.8;12.8;9.4;0.0;0.2;2.9;4.4;0.3;0.3;1.2;0.1;3.4;0.0;0.0;2.9;0.1;0.0;0.3;0.0;0.0;769.9;655.1;1.5;20.2;123.5;420.0;1.3;13.4;73.0;2.2;114.8;11.2;7.1;49.0;37.7;0.0;9.7;0.0;0.1;410.4;348.3;0.2;12.4;76.4;243.1;2.2;7.9;4.0;2.3;62.1;2.5;5.9;36.9;7.3;0.0;8.9;0.0;0.6;4.2;0.0;0.0;1.1;3.1;86.7;0.1;0.0;53.3;33.3;2.6;0.0;0.0;0.9;1.7;0.9;0.0;0.0;0.2;0.7;0.4;0.0;0.0;0.2;0.2;0.1;0.0;0.0;0.0;0.1
124;2002 augustus;83.2;46.0;5.9;1.2;1.1;0.0;25.4;1.8;10.3;0.3;37.2;9.8;4.3;7.8;0.0;0.0;13.2;0.3;1.7;3652.5;1582.8;485.9;228.8;54.9;0.0;94.9;46.3;663.4;8.5;2069.7;1060.3;402.6;213.8;0.0;0.0;351.6;20.4;20.9;87.8;23.4;8.0;6.5;1.6;0.0;2.0;1.9;3.1;0.2;64.4;21.5;12.9;10.3;0.0;0.0;17.7;0.3;1.4;56.3;11.0;4.9;4.6;0.8;0.0;0.0;0.7;0.0;0.0;45.3;13.7;5.1;7.2;0.0;0.0;17.7;0.1;1.6;13.1;9.8;0.1;0.2;2.5;5.0;0.5;0.2;1.1;0.0;3.3;0.1;0.4;2.2;0.2;0.0;0.3;0.0;0.0;856.6;708.2;20.5;26.9;110.8;455.6;1.5;12.2;75.9;4.8;148.3;5.2;14.3;45.6;73.0;0.0;10.2;0.0;0.0;417.9;354.6;5.7;23.4;60.6;250.4;2.2;6.1;3.8;2.3;63.3;2.2;6.2;35.2;11.5;0.0;8.0;0.0;0.3;2.9;0.0;0.0;0.9;2.0;66.8;0.2;0.0;41.5;25.2;1.9;0.0;0.0;0.7;1.1;0.3;0.0;0.0;0.2;0.2;0.3;0.0;0.0;0.1;0.1;0.0;0.0;0.0;0.0;0.0
125;2002 september;80.0;46.6;6.0;1.2;1.0;0.0;26.1;2.1;9.9;0.3;33.4;9.6;2.7;5.3;0.0;0.0;13.2;0.4;2.1;3273.8;1570.4;499.4;269.8;47.7;0.0;93.2;50.4;599.9;10.0;1703.3;1017.8;200.2;172.6;0.0;0.0;268.7;21.5;22.5;77.7;22.9;7.9;6.2;1.4;0.0;1.9;2.1;3.0;0.3;54.8;20.8;6.3;7.8;0.0;0.0;17.9;0.3;1.5;38.2;10.6;4.6;4.5;1.0;0.0;0.0;0.5;0.0;0.0;27.5;11.5;3.0;3.6;0.0;0.0;8.3;0.1;1.1;9.6;7.4;0.0;0.2;2.2;3.5;0.3;0.2;0.9;0.0;2.2;0.1;0.3;1.5;0.1;0.0;0.2;0.0;0.0;566.2;504.8;1.4;27.6;98.8;312.1;1.1;11.8;50.8;1.2;61.4;5.5;3.4;26.0;16.3;0.0;10.0;0.0;0.1;307.2;267.2;0.2;20.4;56.5;177.7;1.6;6.1;3.3;1.4;40.0;1.8;3.2;22.3;5.8;0.0;6.2;0.0;0.7;2.0;0.0;0.0;0.5;1.4;42.7;0.0;0.0;25.2;17.6;1.3;0.0;0.0;0.4;0.8;0.5;0.0;0.0;0.1;0.4;0.2;0.0;0.0;0.1;0.1;0.1;0.0;0.0;0.0;0.0
126;2002 oktober;84.2;52.0;6.5;1.2;1.1;0.0;29.0;2.5;11.3;0.3;32.2;10.6;3.0;4.6;0.0;0.0;11.8;0.3;1.7;3764.5;1864.8;648.3;257.1;66.2;0.0;110.2;63.1;711.9;8.1;1899.7;1166.6;232.5;171.7;0.0;0.0;289.3;18.8;20.7;81.2;26.0;9.3;6.0;2.0;0.0;2.2;2.6;3.6;0.3;55.2;24.0;7.8;7.0;0.0;0.0;14.9;0.3;1.1;43.4;10.5;5.5;3.4;1.1;0.0;0.0;0.5;0.0;0.0;32.8;13.6;5.5;3.7;0.0;0.0;8.6;0.1;1.3;10.7;8.1;0.1;0.2;2.6;3.4;0.6;0.3;0.9;0.0;2.6;0.0;0.1;2.1;0.1;0.0;0.2;0.0;0.0;694.1;631.2;29.7;77.2;142.7;302.7;1.7;10.0;64.1;3.0;62.8;6.8;4.8;39.0;4.1;0.0;8.1;0.0;0.0;371.5;324.4;8.3;34.0;86.2;180.2;3.2;6.2;3.2;3.1;47.1;1.8;3.4;24.9;9.2;0.0;7.3;0.0;0.5;2.9;0.0;0.0;0.2;2.6;35.8;0.2;0.1;9.6;26.0;1.5;0.0;0.0;0.2;1.3;0.6;0.0;0.0;0.1;0.5;0.2;0.0;0.0;0.0;0.2;0.1;0.0;0.0;0.0;0.0
127;2002 november;87.2;55.1;6.1;1.3;0.8;0.0;32.0;2.5;12.0;0.4;32.1;11.5;3.4;4.8;0.0;0.0;10.5;0.3;1.4;3909.7;1889.9;594.1;301.0;82.7;0.0;119.8;72.9;707.2;12.2;2019.7;1216.9;222.4;194.8;0.0;0.0;344.9;20.5;20.1;86.3;26.5;8.8;7.6;1.6;0.0;2.7;2.3;3.3;0.2;59.8;25.6;8.4;7.1;0.0;0.0;18.1;0.2;0.2;40.4;13.0;4.8;6.7;1.1;0.0;0.0;0.5;0.0;0.0;27.3;15.7;3.8;3.4;0.0;0.0;3.2;0.0;1.1;12.4;9.6;0.0;0.2;3.6;3.8;0.7;0.2;1.0;0.0;2.8;0.0;0.1;2.3;0.1;0.0;0.2;0.0;0.0;683.6;606.6;10.3;41.5;127.5;344.8;2.2;10.3;69.2;0.7;77.0;7.9;6.6;45.9;5.8;0.0;10.7;0.0;0.1;374.8;319.9;3.2;26.8;98.2;177.7;3.8;5.4;3.6;1.3;54.9;2.1;3.8;31.2;6.4;0.0;10.9;0.0;0.4;1.5;0.0;0.0;0.2;1.3;22.4;0.1;0.0;10.1;12.3;0.8;0.0;0.0;0.2;0.6;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0
128;2002 december;82.6;49.8;6.0;1.3;1.3;0.0;28.2;2.2;10.4;0.3;32.9;11.0;3.5;5.9;0.0;0.0;10.7;0.4;1.3;3613.8;1682.3;570.6;195.0;61.1;0.0;111.3;68.6;664.8;10.9;1931.5;1168.2;225.3;225.5;0.0;0.0;268.8;28.8;14.9;81.0;24.8;8.4;6.5;1.9;0.0;2.3;2.7;2.8;0.2;56.2;24.9;6.7;9.6;0.0;0.0;13.0;0.4;1.4;54.7;11.3;6.4;3.2;0.8;0.0;0.0;0.9;0.0;0.0;43.4;11.0;13.9;8.2;0.0;0.0;9.4;0.0;0.9;17.9;10.5;0.0;0.3;4.3;4.1;0.5;0.4;1.0;0.0;7.4;0.0;0.3;6.7;0.1;0.0;0.3;0.0;0.0;681.3;594.3;0.1;45.6;115.3;360.6;2.1;9.3;59.8;1.5;86.9;5.4;4.8;58.7;8.3;0.0;9.6;0.0;0.1;374.1;303.1;0.0;27.2;81.7;182.5;2.6;5.4;3.0;0.7;71.0;1.7;5.5;48.8;6.4;0.0;7.3;0.0;1.2;1.9;0.0;0.0;0.6;1.3;41.9;0.0;0.0;23.8;18.0;1.3;0.0;0.0;0.5;0.9;0.4;0.0;0.0;0.3;0.1;0.1;0.0;0.0;0.1;0.1;0.1;0.0;0.0;0.0;0.0
129;2002;1072.1;593.4;63.1;14.2;15.4;0.0;338.6;23.5;134.7;3.8;479.0;127.5;43.2;116.4;0.0;0.0;165.5;3.7;21.6;44380.6;19971.0;6035.2;2968.5;777.9;0.0;1380.7;650.1;8053.1;105.6;24409.5;13258.7;3330.2;3857.5;0.0;0.0;3451.8;266.5;244.5;1028.8;283.1;87.2;74.4;23.4;0.0;31.6;26.0;37.4;2.7;745.7;269.7;103.6;154.5;0.0;0.0;196.8;3.7;16.3;587.7;136.5;59.1;55.3;12.5;0.0;0.4;8.9;0.2;0.0;450.9;162.8;64.4;68.5;0.0;0.0;138.2;0.9;16.4;182.5;132.0;0.3;2.7;45.7;56.1;6.3;5.5;14.3;0.7;50.6;0.7;2.0;41.4;2.3;0.0;3.7;0.0;0.1;9147.9;7766.1;96.2;345.5;1528.8;4750.6;21.9;145.4;856.1;21.8;1381.5;78.9;82.6;663.3;445.8;0.0;109.0;0.4;1.3;4790.9;3974.9;25.7;215.1;974.4;2599.9;28.7;77.9;36.1;17.6;816.0;27.0;52.5;486.9;136.0;0.0;107.3;0.0;6.2;39.1;0.0;0.0;10.4;28.2;839.3;1.6;0.2;478.1;359.9;25.0;0.0;0.0;8.3;16.6;6.8;0.0;0.0;2.2;4.8;3.2;0.0;0.0;1.5;1.8;1.0;0.0;0.0;0.1;0.5
