ID;SectorBranchesSIC2008;Periods;Indices_1;YearOnYearChange_2;Indices_3;PeriodOnPeriodChange_4
3207;812 Cleaning activities;2019 3rd quarter;125.3;7.6;124.9;1.1
3208;812 Cleaning activities;2019 4th quarter;133.1;4.2;126.1;0.9
3209;812 Cleaning activities;2019;123.2;5.6;123.2;5.6
3210;812 Cleaning activities;2020 1st quarter;120.2;8.3;127.7;1.2
3211;812 Cleaning activities;2020 2nd quarter;111.9;-9.4;111.7;-12.5
3212;812 Cleaning activities;2020 3rd quarter;120.8;-3.6;120.5;7.8
3213;812 Cleaning activities;2020 4th quarter;131.7;-1.1;124.6;3.4
3214;812 Cleaning activities;2020;121.1;-1.7;121.1;-1.7
3215;812 Cleaning activities;2021 1st quarter;114.1;-5.0;121.2;-2.7
3216;812 Cleaning activities;2021 2nd quarter;125.5;12.2;127.0;4.8
3217;812 Cleaning activities;2021 3rd quarter;130.1;7.7;130.1;2.4
3218;812 Cleaning activities;2021 4th quarter;143.5;9.0;134.9;3.7
3219;812 Cleaning activities;2021;128.3;5.9;128.3;5.9
3220;812 Cleaning activities;2022 1st quarter;129.6;13.5;138.5;2.6
3221;812 Cleaning activities;2022 2nd quarter;148.5;18.4;148.1;7.0
3222;812 Cleaning activities;2022 3rd quarter;150.0;15.3;150.4;1.5
3223;812 Cleaning activities;2022 4th quarter;166.6;16.1;157.7;4.8
3224;812 Cleaning activities;2022;148.7;15.9;148.7;15.9
3225;812 Cleaning activities;2023 1st quarter;152.5;17.7;161.6;2.5
3226;812 Cleaning activities;2023 2nd quarter;166.2;11.9;164.8;2.0
3227;812 Cleaning activities;2023 3rd quarter;166.5;11.0;167.8;1.8
3228;812 Cleaning activities;2023 4th quarter;180.4;8.3;171.3;2.1
3229;812 Cleaning activities;2023;166.4;11.9;166.4;11.9
3230;8121 General cleaning of buildings;2005 1st quarter;69.0;;;
3231;8121 General cleaning of buildings;2005 2nd quarter;77.4;;;
3232;8121 General cleaning of buildings;2005 3rd quarter;78.9;;;
3233;8121 General cleaning of buildings;2005 4th quarter;89.2;;;
3234;8121 General cleaning of buildings;2005;78.6;;;
3235;8121 General cleaning of buildings;2006 1st quarter;74.1;7.3;;
3236;8121 General cleaning of buildings;2006 2nd quarter;80.4;3.9;;
3237;8121 General cleaning of buildings;2006 3rd quarter;84.8;7.5;;
3238;8121 General cleaning of buildings;2006 4th quarter;96.2;7.9;;
3239;8121 General cleaning of buildings;2006;83.9;6.7;;
3240;8121 General cleaning of buildings;2007 1st quarter;80.5;8.7;;
3241;8121 General cleaning of buildings;2007 2nd quarter;84.7;5.4;;
3242;8121 General cleaning of buildings;2007 3rd quarter;86.6;2.1;;
3243;8121 General cleaning of buildings;2007 4th quarter;98.4;2.3;;
3244;8121 General cleaning of buildings;2007;87.6;4.4;;
3245;8121 General cleaning of buildings;2008 1st quarter;84.7;5.2;;
3246;8121 General cleaning of buildings;2008 2nd quarter;89.9;6.0;;
3247;8121 General cleaning of buildings;2008 3rd quarter;93.1;7.5;;
3248;8121 General cleaning of buildings;2008 4th quarter;104.6;6.3;;
3249;8121 General cleaning of buildings;2008;93.0;6.3;;
3250;8121 General cleaning of buildings;2009 1st quarter;90.6;7.0;;
3251;8121 General cleaning of buildings;2009 2nd quarter;92.3;2.7;;
3252;8121 General cleaning of buildings;2009 3rd quarter;96.5;3.8;;
3253;8121 General cleaning of buildings;2009 4th quarter;103.2;-1.3;;
3254;8121 General cleaning of buildings;2009;95.7;2.8;;
3255;8121 General cleaning of buildings;2010 1st quarter;87.4;-3.6;;
3256;8121 General cleaning of buildings;2010 2nd quarter;91.7;-0.6;;
3257;8121 General cleaning of buildings;2010 3rd quarter;98.1;1.6;;
3258;8121 General cleaning of buildings;2010 4th quarter;105.7;2.4;;
3259;8121 General cleaning of buildings;2010;95.7;0.1;;
3260;8121 General cleaning of buildings;2011 1st quarter;86.8;-0.7;;
3261;8121 General cleaning of buildings;2011 2nd quarter;90.3;-1.6;;
3262;8121 General cleaning of buildings;2011 3rd quarter;94.4;-3.7;;
3263;8121 General cleaning of buildings;2011 4th quarter;101.2;-4.2;;
3264;8121 General cleaning of buildings;2011;93.2;-2.7;;
3265;8121 General cleaning of buildings;2012 1st quarter;85.7;-1.3;;
3266;8121 General cleaning of buildings;2012 2nd quarter;92.0;1.9;;
3267;8121 General cleaning of buildings;2012 3rd quarter;97.9;3.7;;
3268;8121 General cleaning of buildings;2012 4th quarter;101.1;-0.1;;
3269;8121 General cleaning of buildings;2012;94.2;1.1;;
3270;8121 General cleaning of buildings;2013 1st quarter;88.1;2.8;95.4;
3271;8121 General cleaning of buildings;2013 2nd quarter;93.2;1.4;95.6;0.3
3272;8121 General cleaning of buildings;2013 3rd quarter;97.7;-0.3;95.6;0.0
3273;8121 General cleaning of buildings;2013 4th quarter;100.2;-0.9;92.8;-2.9
3274;8121 General cleaning of buildings;2013;94.8;0.7;94.9;
3275;8121 General cleaning of buildings;2014 1st quarter;87.9;-0.1;94.9;2.3
3276;8121 General cleaning of buildings;2014 2nd quarter;92.2;-1.1;94.5;-0.5
3277;8121 General cleaning of buildings;2014 3rd quarter;96.9;-0.8;94.9;0.5
3278;8121 General cleaning of buildings;2014 4th quarter;104.2;4.0;97.2;2.4
3279;8121 General cleaning of buildings;2014;95.3;0.5;95.4;0.5
3280;8121 General cleaning of buildings;2015 1st quarter;91.4;4.0;98.1;1.0
3281;8121 General cleaning of buildings;2015 2nd quarter;97.2;5.4;99.2;1.1
3282;8121 General cleaning of buildings;2015 3rd quarter;102.9;6.2;101.0;1.7
3283;8121 General cleaning of buildings;2015 4th quarter;108.5;4.1;102.0;1.0
3284;8121 General cleaning of buildings;2015;100.0;4.9;100.1;4.9
3285;8121 General cleaning of buildings;2016 1st quarter;95.1;4.1;101.6;-0.4
3286;8121 General cleaning of buildings;2016 2nd quarter;99.9;2.7;101.5;-0.1
3287;8121 General cleaning of buildings;2016 3rd quarter;104.2;1.3;102.4;0.9
3288;8121 General cleaning of buildings;2016 4th quarter;109.8;1.2;103.9;1.4
3289;8121 General cleaning of buildings;2016;102.3;2.3;102.4;2.3
3290;8121 General cleaning of buildings;2017 1st quarter;100.6;5.7;106.9;3.0
3291;8121 General cleaning of buildings;2017 2nd quarter;107.0;7.1;108.1;1.1
3292;8121 General cleaning of buildings;2017 3rd quarter;110.7;6.2;109.1;0.9
3293;8121 General cleaning of buildings;2017 4th quarter;116.1;5.7;110.5;1.3
3294;8121 General cleaning of buildings;2017;108.6;6.2;108.7;6.2
3295;8121 General cleaning of buildings;2018 1st quarter;107.1;6.5;113.4;2.6
3296;8121 General cleaning of buildings;2018 2nd quarter;115.1;7.6;115.7;2.0
3297;8121 General cleaning of buildings;2018 3rd quarter;117.9;6.5;116.5;0.7
3298;8121 General cleaning of buildings;2018 4th quarter;125.2;7.9;119.8;2.9
3299;8121 General cleaning of buildings;2018;116.3;7.1;116.4;7.1
3300;8121 General cleaning of buildings;2019 1st quarter;112.9;5.4;119.3;-0.4
3301;8121 General cleaning of buildings;2019 2nd quarter;123.3;7.1;123.5;3.5
3302;8121 General cleaning of buildings;2019 3rd quarter;125.7;6.6;124.5;0.8
3303;8121 General cleaning of buildings;2019 4th quarter;132.2;5.5;126.7;1.8
3304;8121 General cleaning of buildings;2019;123.5;6.2;123.5;6.1
3305;8121 General cleaning of buildings;2020 1st quarter;122.6;8.6;129.2;1.9
3306;8121 General cleaning of buildings;2020 2nd quarter;110.5;-10.4;110.4;-14.5
3307;8121 General cleaning of buildings;2020 3rd quarter;121.9;-3.0;120.9;9.5
3308;8121 General cleaning of buildings;2020 4th quarter;129.6;-1.9;124.1;2.7
3309;8121 General cleaning of buildings;2020;121.1;-1.9;121.1;-1.9
3310;8121 General cleaning of buildings;2021 1st quarter;113.5;-7.4;118.8;-4.3
3311;8121 General cleaning of buildings;2021 2nd quarter;121.8;10.2;124.9;5.1
3312;8121 General cleaning of buildings;2021 3rd quarter;129.8;6.5;128.9;3.2
3313;8121 General cleaning of buildings;2021 4th quarter;139.4;7.6;132.1;2.5
3314;8121 General cleaning of buildings;2021;126.1;4.1;126.2;4.1
3315;8121 General cleaning of buildings;2022 1st quarter;128.9;13.6;136.3;3.2
3316;8121 General cleaning of buildings;2022 2nd quarter;145.6;19.6;146.4;7.5
3317;8121 General cleaning of buildings;2022 3rd quarter;149.2;15.0;148.2;1.2
3318;8121 General cleaning of buildings;2022 4th quarter;162.0;16.3;154.8;4.4
3319;8121 General cleaning of buildings;2022;146.5;16.1;146.4;16.1
3320;8121 General cleaning of buildings;2023 1st quarter;150.2;16.5;158.6;2.5
3321;8121 General cleaning of buildings;2023 2nd quarter;163.0;11.9;162.2;2.3
3322;8121 General cleaning of buildings;2023 3rd quarter;165.6;11.0;165.5;2.0
3323;8121 General cleaning of buildings;2023 4th quarter;176.7;9.0;169.3;2.3
3324;8121 General cleaning of buildings;2023;163.9;11.9;163.9;11.9
3325;813 Landscape service activities;2005 1st quarter;43.7;;;
3326;813 Landscape service activities;2005 2nd quarter;75.7;;;
3327;813 Landscape service activities;2005 3rd quarter;65.2;;;
3328;813 Landscape service activities;2005 4th quarter;83.6;;;
3329;813 Landscape service activities;2005;67.0;;;
3330;813 Landscape service activities;2006 1st quarter;46.6;6.7;;
3331;813 Landscape service activities;2006 2nd quarter;80.7;6.7;;
3332;813 Landscape service activities;2006 3rd quarter;69.6;6.7;;
3333;813 Landscape service activities;2006 4th quarter;89.2;6.7;;
3334;813 Landscape service activities;2006;71.5;6.7;;
3335;813 Landscape service activities;2007 1st quarter;49.7;6.6;;
3336;813 Landscape service activities;2007 2nd quarter;86.1;6.6;;
3337;813 Landscape service activities;2007 3rd quarter;74.2;6.6;;
3338;813 Landscape service activities;2007 4th quarter;95.1;6.6;;
3339;813 Landscape service activities;2007;76.3;6.6;;
3340;813 Landscape service activities;2008 1st quarter;53.1;6.8;;
3341;813 Landscape service activities;2008 2nd quarter;91.9;6.8;;
3342;813 Landscape service activities;2008 3rd quarter;79.2;6.8;;
3343;813 Landscape service activities;2008 4th quarter;101.6;6.8;;
3344;813 Landscape service activities;2008;81.5;6.8;;
3345;813 Landscape service activities;2009 1st quarter;54.0;1.7;;
3346;813 Landscape service activities;2009 2nd quarter;93.5;1.7;;
3347;813 Landscape service activities;2009 3rd quarter;80.6;1.7;;
3348;813 Landscape service activities;2009 4th quarter;103.4;1.7;;
3349;813 Landscape service activities;2009;82.9;1.7;;
3350;813 Landscape service activities;2010 1st quarter;50.2;-7.0;;
3351;813 Landscape service activities;2010 2nd quarter;94.2;0.7;;
3352;813 Landscape service activities;2010 3rd quarter;84.3;4.5;;
3353;813 Landscape service activities;2010 4th quarter;102.9;-0.5;;
3354;813 Landscape service activities;2010;82.9;0.0;;
3355;813 Landscape service activities;2011 1st quarter;63.5;26.4;;
3356;813 Landscape service activities;2011 2nd quarter;102.1;8.4;;
3357;813 Landscape service activities;2011 3rd quarter;84.7;0.5;;
3358;813 Landscape service activities;2011 4th quarter;114.2;11.0;;
3359;813 Landscape service activities;2011;91.1;9.9;;
3360;813 Landscape service activities;2012 1st quarter;59.2;-6.7;;
3361;813 Landscape service activities;2012 2nd quarter;102.6;0.5;;
3362;813 Landscape service activities;2012 3rd quarter;93.2;10.1;;
3363;813 Landscape service activities;2012 4th quarter;106.7;-6.6;;
3364;813 Landscape service activities;2012;90.4;-0.7;;
3365;813 Landscape service activities;2013 1st quarter;55.2;-6.7;82.4;
3366;813 Landscape service activities;2013 2nd quarter;100.0;-2.5;89.2;8.3
3367;813 Landscape service activities;2013 3rd quarter;86.6;-7.1;89.9;0.8
3368;813 Landscape service activities;2013 4th quarter;113.9;6.7;91.8;2.1
3369;813 Landscape service activities;2013;88.9;-1.7;88.3;
3370;813 Landscape service activities;2014 1st quarter;64.6;16.9;95.1;3.6
3371;813 Landscape service activities;2014 2nd quarter;101.1;1.0;90.5;-4.8
3372;813 Landscape service activities;2014 3rd quarter;88.9;2.6;92.7;2.4
3373;813 Landscape service activities;2014 4th quarter;119.5;5.0;96.4;4.0
3374;813 Landscape service activities;2014;93.5;5.1;93.6;6.0
3375;813 Landscape service activities;2015 1st quarter;68.7;6.5;99.8;3.6
3376;813 Landscape service activities;2015 2nd quarter;115.3;14.0;103.7;4.0
3377;813 Landscape service activities;2015 3rd quarter;90.7;2.1;94.9;-8.5
3378;813 Landscape service activities;2015 4th quarter;125.3;4.8;101.0;6.5
3379;813 Landscape service activities;2015;100.0;6.9;99.9;6.6
3380;813 Landscape service activities;2016 1st quarter;71.2;3.6;102.0;1.0
3381;813 Landscape service activities;2016 2nd quarter;113.7;-1.3;102.8;0.8
3382;813 Landscape service activities;2016 3rd quarter;101.8;12.2;106.9;4.0
3383;813 Landscape service activities;2016 4th quarter;137.5;9.7;110.8;3.6
3384;813 Landscape service activities;2016;106.1;6.1;105.6;5.8
3385;813 Landscape service activities;2017 1st quarter;78.4;10.1;111.0;0.2
3386;813 Landscape service activities;2017 2nd quarter;127.3;11.9;115.8;4.3
3387;813 Landscape service activities;2017 3rd quarter;111.8;9.8;117.5;1.5
3388;813 Landscape service activities;2017 4th quarter;148.2;7.8;119.4;1.6
3389;813 Landscape service activities;2017;116.4;9.8;115.9;9.7
3390;813 Landscape service activities;2018 1st quarter;89.2;13.8;125.2;4.8
3391;813 Landscape service activities;2018 2nd quarter;143.6;12.8;131.2;4.8
3392;813 Landscape service activities;2018 3rd quarter;128.2;14.6;134.7;2.7
3393;813 Landscape service activities;2018 4th quarter;171.2;15.5;138.2;2.6
3394;813 Landscape service activities;2018;133.1;14.3;132.3;14.1
3395;813 Landscape service activities;2019 1st quarter;101.6;13.9;141.5;2.4
3396;813 Landscape service activities;2019 2nd quarter;155.5;8.3;142.6;0.8
3397;813 Landscape service activities;2019 3rd quarter;139.3;8.7;146.3;2.5
3398;813 Landscape service activities;2019 4th quarter;178.1;4.0;143.9;-1.6
3399;813 Landscape service activities;2019;143.6;7.9;143.6;8.5
3400;813 Landscape service activities;2020 1st quarter;117.4;15.5;162.9;13.2
3401;813 Landscape service activities;2020 2nd quarter;165.1;6.2;151.8;-6.8
3402;813 Landscape service activities;2020 3rd quarter;150.4;7.9;157.7;3.9
3403;813 Landscape service activities;2020 4th quarter;195.2;9.6;157.7;0.1
3404;813 Landscape service activities;2020;157.0;9.3;157.5;9.7
3405;813 Landscape service activities;2021 1st quarter;128.2;9.2;177.4;12.5
3406;813 Landscape service activities;2021 2nd quarter;182.9;10.8;167.9;-5.4
3407;813 Landscape service activities;2021 3rd quarter;165.0;9.7;172.0;2.5
3408;813 Landscape service activities;2021 4th quarter;216.2;10.7;178.5;3.8
3409;813 Landscape service activities;2021;173.1;10.2;174.0;10.4
3410;813 Landscape service activities;2022 1st quarter;146.4;14.2;191.6;7.4
3411;813 Landscape service activities;2022 2nd quarter;200.0;9.4;185.7;-3.1
3412;813 Landscape service activities;2022 3rd quarter;178.1;7.9;187.8;1.1
3413;813 Landscape service activities;2022 4th quarter;232.5;7.6;191.5;2.0
3414;813 Landscape service activities;2022;189.2;9.4;189.2;8.7
3415;813 Landscape service activities;2023 1st quarter;156.3;6.8;206.9;8.0
3416;813 Landscape service activities;2023 2nd quarter;208.0;4.0;193.0;-6.7
3417;813 Landscape service activities;2023 3rd quarter;188.7;6.0;198.1;2.6
3418;813 Landscape service activities;2023 4th quarter;242.5;4.3;199.1;0.5
3419;813 Landscape service activities;2023;198.9;5.1;199.3;5.3
3420;82 Other business services;2005 1st quarter;73.0;;;
3421;82 Other business services;2005 2nd quarter;72.4;;;
3422;82 Other business services;2005 3rd quarter;70.4;;;
3423;82 Other business services;2005 4th quarter;84.5;;;
3424;82 Other business services;2005;75.1;;;
3425;82 Other business services;2006 1st quarter;70.6;-3.3;;
3426;82 Other business services;2006 2nd quarter;70.6;-2.4;;
3427;82 Other business services;2006 3rd quarter;68.7;-2.4;;
3428;82 Other business services;2006 4th quarter;85.9;1.6;;
3429;82 Other business services;2006;73.9;-1.5;;
3430;82 Other business services;2007 1st quarter;78.8;11.6;;
3431;82 Other business services;2007 2nd quarter;75.7;7.1;;
3432;82 Other business services;2007 3rd quarter;72.2;5.1;;
3433;82 Other business services;2007 4th quarter;92.7;8.0;;
3434;82 Other business services;2007;79.8;8.0;;
3435;82 Other business services;2008 1st quarter;79.4;0.8;;
3436;82 Other business services;2008 2nd quarter;80.6;6.5;;
3437;82 Other business services;2008 3rd quarter;74.4;3.1;;
3438;82 Other business services;2008 4th quarter;91.9;-0.9;;
3439;82 Other business services;2008;81.6;2.2;;
3440;82 Other business services;2009 1st quarter;81.2;2.2;;
3441;82 Other business services;2009 2nd quarter;83.6;3.7;;
3442;82 Other business services;2009 3rd quarter;78.8;5.9;;
3443;82 Other business services;2009 4th quarter;90.2;-1.8;;
3444;82 Other business services;2009;83.4;2.3;;
3445;82 Other business services;2010 1st quarter;81.9;0.9;;
3446;82 Other business services;2010 2nd quarter;84.3;0.9;;
3447;82 Other business services;2010 3rd quarter;79.7;1.2;;
3448;82 Other business services;2010 4th quarter;95.8;6.2;;
3449;82 Other business services;2010;85.4;2.4;;
3450;82 Other business services;2011 1st quarter;81.9;0.1;;
3451;82 Other business services;2011 2nd quarter;81.2;-3.7;;
3452;82 Other business services;2011 3rd quarter;79.1;-0.7;;
3453;82 Other business services;2011 4th quarter;91.1;-4.9;;
3454;82 Other business services;2011;83.4;-2.4;;
3455;82 Other business services;2012 1st quarter;81.7;-0.3;;
3456;82 Other business services;2012 2nd quarter;89.2;9.8;;
3457;82 Other business services;2012 3rd quarter;82.2;3.9;;
3458;82 Other business services;2012 4th quarter;92.8;1.8;;
3459;82 Other business services;2012;86.5;3.7;;
3460;82 Other business services;2013 1st quarter;85.1;4.2;88.7;
3461;82 Other business services;2013 2nd quarter;86.7;-2.8;86.3;-2.7
3462;82 Other business services;2013 3rd quarter;83.8;1.9;89.2;3.4
3463;82 Other business services;2013 4th quarter;100.2;8.0;91.6;2.7
3464;82 Other business services;2013;89.0;2.9;89.0;
3465;82 Other business services;2014 1st quarter;87.9;3.3;91.8;0.1
3466;82 Other business services;2014 2nd quarter;92.2;6.3;91.3;-0.5
3467;82 Other business services;2014 3rd quarter;84.7;1.1;90.3;-1.1
3468;82 Other business services;2014 4th quarter;102.8;2.5;94.3;4.5
3469;82 Other business services;2014;91.9;3.3;91.9;3.3
3470;82 Other business services;2015 1st quarter;92.1;4.7;96.1;1.9
3471;82 Other business services;2015 2nd quarter;100.7;9.2;99.5;3.5
3472;82 Other business services;2015 3rd quarter;96.3;13.6;101.7;2.2
3473;82 Other business services;2015 4th quarter;111.0;7.9;102.8;1.1
3474;82 Other business services;2015;100.0;8.8;100.0;8.8
3475;82 Other business services;2016 1st quarter;101.8;10.5;105.8;2.9
3476;82 Other business services;2016 2nd quarter;108.1;7.3;106.7;0.8
3477;82 Other business services;2016 3rd quarter;100.9;4.8;106.2;-0.5
3478;82 Other business services;2016 4th quarter;119.6;7.8;111.6;5.1
3479;82 Other business services;2016;107.6;7.6;107.6;7.6
3480;82 Other business services;2017 1st quarter;103.5;1.7;107.5;-3.7
3481;82 Other business services;2017 2nd quarter;115.6;7.0;114.4;6.4
3482;82 Other business services;2017 3rd quarter;110.3;9.3;115.3;0.8
3483;82 Other business services;2017 4th quarter;121.0;1.1;113.0;-2.1
3484;82 Other business services;2017;112.6;4.6;112.6;4.6
3485;82 Other business services;2018 1st quarter;111.9;8.1;115.9;2.6
3486;82 Other business services;2018 2nd quarter;114.7;-0.8;113.9;-1.7
3487;82 Other business services;2018 3rd quarter;114.5;3.8;119.4;4.9
3488;82 Other business services;2018 4th quarter;129.3;6.9;120.9;1.2
3489;82 Other business services;2018;117.6;4.4;117.5;4.4
3490;82 Other business services;2019 1st quarter;117.1;4.7;121.2;0.3
3491;82 Other business services;2019 2nd quarter;121.0;5.4;120.4;-0.7
3492;82 Other business services;2019 3rd quarter;115.1;0.6;120.2;-0.2
3493;82 Other business services;2019 4th quarter;135.2;4.6;126.4;5.2
3494;82 Other business services;2019;122.1;3.8;122.1;3.9
3495;82 Other business services;2020 1st quarter;118.7;1.3;122.9;-2.8
3496;82 Other business services;2020 2nd quarter;114.2;-5.6;113.8;-7.4
3497;82 Other business services;2020 3rd quarter;109.3;-5.1;114.4;0.5
3498;82 Other business services;2020 4th quarter;130.8;-3.3;121.8;6.4
3499;82 Other business services;2020;118.2;-3.2;118.2;-3.2
3500;82 Other business services;2021 1st quarter;118.2;-0.4;124.1;1.9
3501;82 Other business services;2021 2nd quarter;136.6;19.6;135.0;8.8
3502;82 Other business services;2021 3rd quarter;127.8;16.9;133.6;-1.1
