ID;SIC2008;ClassificationOfOccupation;Periods;NewVacancies_1
2345;G-I Trade, transport, hotels, catering;041 Business and administration profe...;2023;9.3
2346;G-I Trade, transport, hotels, catering;042 Business and administration assoc...;2018;
2347;G-I Trade, transport, hotels, catering;042 Business and administration assoc...;2019;
2348;G-I Trade, transport, hotels, catering;042 Business and administration assoc...;2020;
2349;G-I Trade, transport, hotels, catering;042 Business and administration assoc...;2021;
2350;G-I Trade, transport, hotels, catering;042 Business and administration assoc...;2022;
2351;G-I Trade, transport, hotels, catering;042 Business and administration assoc...;2023;
2352;G-I Trade, transport, hotels, catering;043 Clerical support workers;2018;54.5
2353;G-I Trade, transport, hotels, catering;043 Clerical support workers;2019;60.2
2354;G-I Trade, transport, hotels, catering;043 Clerical support workers;2020;38.9
2355;G-I Trade, transport, hotels, catering;043 Clerical support workers;2021;66.3
2356;G-I Trade, transport, hotels, catering;043 Clerical support workers;2022;76.6
2357;G-I Trade, transport, hotels, catering;043 Clerical support workers;2023;68.1
2358;G-I Trade, transport, hotels, catering;05 Managers;2018;
2359;G-I Trade, transport, hotels, catering;05 Managers;2019;
2360;G-I Trade, transport, hotels, catering;05 Managers;2020;
2361;G-I Trade, transport, hotels, catering;05 Managers;2021;
2362;G-I Trade, transport, hotels, catering;05 Managers;2022;
2363;G-I Trade, transport, hotels, catering;05 Managers;2023;
2364;G-I Trade, transport, hotels, catering;052 Administrative and commercial m...;2018;
2365;G-I Trade, transport, hotels, catering;052 Administrative and commercial m...;2019;
2366;G-I Trade, transport, hotels, catering;052 Administrative and commercial m...;2020;
2367;G-I Trade, transport, hotels, catering;052 Administrative and commercial m...;2021;
2368;G-I Trade, transport, hotels, catering;052 Administrative and commercial m...;2022;
2369;G-I Trade, transport, hotels, catering;052 Administrative and commercial m...;2023;
2370;G-I Trade, transport, hotels, catering;053 Production and specialised servic...;2018;3.7
2371;G-I Trade, transport, hotels, catering;053 Production and specialised servic...;2019;3.6
2372;G-I Trade, transport, hotels, catering;053 Production and specialised servic...;2020;3.0
2373;G-I Trade, transport, hotels, catering;053 Production and specialised servic...;2021;5.6
2374;G-I Trade, transport, hotels, catering;053 Production and specialised servic...;2022;6.6
2375;G-I Trade, transport, hotels, catering;053 Production and specialised servic...;2023;6.2
2376;G-I Trade, transport, hotels, catering;06 Public administration, protective...;2018;3.7
2377;G-I Trade, transport, hotels, catering;06 Public administration, protective...;2019;3.6
2378;G-I Trade, transport, hotels, catering;06 Public administration, protective...;2020;2.3
2379;G-I Trade, transport, hotels, catering;06 Public administration, protective...;2021;3.9
2380;G-I Trade, transport, hotels, catering;06 Public administration, protective...;2022;4.8
2381;G-I Trade, transport, hotels, catering;06 Public administration, protective...;2023;4.1
2382;G-I Trade, transport, hotels, catering;061 Legislators and senior officials;2018;
2383;G-I Trade, transport, hotels, catering;061 Legislators and senior officials;2019;
2384;G-I Trade, transport, hotels, catering;061 Legislators and senior officials;2020;
2385;G-I Trade, transport, hotels, catering;061 Legislators and senior officials;2021;
2386;G-I Trade, transport, hotels, catering;061 Legislators and senior officials;2022;
2387;G-I Trade, transport, hotels, catering;061 Legislators and senior officials;2023;
2388;G-I Trade, transport, hotels, catering;062 Legal professionals;2018;
2389;G-I Trade, transport, hotels, catering;062 Legal professionals;2019;
2390;G-I Trade, transport, hotels, catering;062 Legal professionals;2020;
2391;G-I Trade, transport, hotels, catering;062 Legal professionals;2021;
2392;G-I Trade, transport, hotels, catering;062 Legal professionals;2022;
2393;G-I Trade, transport, hotels, catering;062 Legal professionals;2023;
2394;G-I Trade, transport, hotels, catering;07 Technical occupations;2018;
2395;G-I Trade, transport, hotels, catering;07 Technical occupations;2019;
2396;G-I Trade, transport, hotels, catering;07 Technical occupations;2020;
2397;G-I Trade, transport, hotels, catering;07 Technical occupations;2021;
2398;G-I Trade, transport, hotels, catering;07 Technical occupations;2022;
2399;G-I Trade, transport, hotels, catering;07 Technical occupations;2023;
2400;G-I Trade, transport, hotels, catering;072 Science and engineering associate...;2018;
2401;G-I Trade, transport, hotels, catering;072 Science and engineering associate...;2019;
2402;G-I Trade, transport, hotels, catering;072 Science and engineering associate...;2020;
2403;G-I Trade, transport, hotels, catering;072 Science and engineering associate...;2021;
2404;G-I Trade, transport, hotels, catering;072 Science and engineering associate...;2022;
2405;G-I Trade, transport, hotels, catering;072 Science and engineering associate...;2023;
2406;G-I Trade, transport, hotels, catering;073 Building construction workers;2018;
2407;G-I Trade, transport, hotels, catering;073 Building construction workers;2019;
2408;G-I Trade, transport, hotels, catering;073 Building construction workers;2020;
2409;G-I Trade, transport, hotels, catering;073 Building construction workers;2021;
2410;G-I Trade, transport, hotels, catering;073 Building construction workers;2022;
2411;G-I Trade, transport, hotels, catering;073 Building construction workers;2023;
2412;G-I Trade, transport, hotels, catering;074 Metal, machinery and related trad...;2018;
2413;G-I Trade, transport, hotels, catering;074 Metal, machinery and related trad...;2019;
2414;G-I Trade, transport, hotels, catering;074 Metal, machinery and related trad...;2020;
2415;G-I Trade, transport, hotels, catering;074 Metal, machinery and related trad...;2021;
2416;G-I Trade, transport, hotels, catering;074 Metal, machinery and related trad...;2022;
2417;G-I Trade, transport, hotels, catering;074 Metal, machinery and related trad...;2023;
2418;G-I Trade, transport, hotels, catering;076 Electrical and electronics trades...;2018;
2419;G-I Trade, transport, hotels, catering;076 Electrical and electronics trades...;2019;
2420;G-I Trade, transport, hotels, catering;076 Electrical and electronics trades...;2020;
2421;G-I Trade, transport, hotels, catering;076 Electrical and electronics trades...;2021;
2422;G-I Trade, transport, hotels, catering;076 Electrical and electronics trades...;2022;
2423;G-I Trade, transport, hotels, catering;076 Electrical and electronics trades...;2023;
2424;G-I Trade, transport, hotels, catering;08 ICT occupations;2018;7.0
2425;G-I Trade, transport, hotels, catering;08 ICT occupations;2019;8.0
2426;G-I Trade, transport, hotels, catering;08 ICT occupations;2020;7.7
2427;G-I Trade, transport, hotels, catering;08 ICT occupations;2021;11.4
2428;G-I Trade, transport, hotels, catering;08 ICT occupations;2022;11.4
2429;G-I Trade, transport, hotels, catering;08 ICT occupations;2023;9.1
2430;G-I Trade, transport, hotels, catering;081 Information and communications te...;2018;5.0
2431;G-I Trade, transport, hotels, catering;081 Information and communications te...;2019;5.6
2432;G-I Trade, transport, hotels, catering;081 Information and communications te...;2020;5.9
2433;G-I Trade, transport, hotels, catering;081 Information and communications te...;2021;8.3
2434;G-I Trade, transport, hotels, catering;081 Information and communications te...;2022;8.2
2435;G-I Trade, transport, hotels, catering;081 Information and communications te...;2023;6.6
2436;G-I Trade, transport, hotels, catering;082 Information and communications te...;2018;
2437;G-I Trade, transport, hotels, catering;082 Information and communications te...;2019;
2438;G-I Trade, transport, hotels, catering;082 Information and communications te...;2020;
2439;G-I Trade, transport, hotels, catering;082 Information and communications te...;2021;
2440;G-I Trade, transport, hotels, catering;082 Information and communications te...;2022;
2441;G-I Trade, transport, hotels, catering;082 Information and communications te...;2023;
2442;G-I Trade, transport, hotels, catering;10 Health and welfare occupations;2018;
2443;G-I Trade, transport, hotels, catering;10 Health and welfare occupations;2019;
2444;G-I Trade, transport, hotels, catering;10 Health and welfare occupations;2020;
2445;G-I Trade, transport, hotels, catering;10 Health and welfare occupations;2021;
2446;G-I Trade, transport, hotels, catering;10 Health and welfare occupations;2022;
2447;G-I Trade, transport, hotels, catering;10 Health and welfare occupations;2023;
2448;G-I Trade, transport, hotels, catering;101 Health professionals;2018;1.4
2449;G-I Trade, transport, hotels, catering;101 Health professionals;2019;1.3
2450;G-I Trade, transport, hotels, catering;101 Health professionals;2020;1.3
2451;G-I Trade, transport, hotels, catering;101 Health professionals;2021;1.5
2452;G-I Trade, transport, hotels, catering;101 Health professionals;2022;1.6
2453;G-I Trade, transport, hotels, catering;101 Health professionals;2023;1.6
2454;G-I Trade, transport, hotels, catering;102 Social and religious professionals;2018;
2455;G-I Trade, transport, hotels, catering;102 Social and religious professionals;2019;
2456;G-I Trade, transport, hotels, catering;102 Social and religious professionals;2020;
2457;G-I Trade, transport, hotels, catering;102 Social and religious professionals;2021;
2458;G-I Trade, transport, hotels, catering;102 Social and religious professionals;2022;
2459;G-I Trade, transport, hotels, catering;102 Social and religious professionals;2023;
2460;G-I Trade, transport, hotels, catering;103 Health associate professionals;2018;
2461;G-I Trade, transport, hotels, catering;103 Health associate professionals;2019;
2462;G-I Trade, transport, hotels, catering;103 Health associate professionals;2020;
2463;G-I Trade, transport, hotels, catering;103 Health associate professionals;2021;
2464;G-I Trade, transport, hotels, catering;103 Health associate professionals;2022;
2465;G-I Trade, transport, hotels, catering;103 Health associate professionals;2023;
2466;G-I Trade, transport, hotels, catering;105 Personal care workers;2018;
2467;G-I Trade, transport, hotels, catering;105 Personal care workers;2019;
2468;G-I Trade, transport, hotels, catering;105 Personal care workers;2020;
2469;G-I Trade, transport, hotels, catering;105 Personal care workers;2021;
2470;G-I Trade, transport, hotels, catering;105 Personal care workers;2022;
2471;G-I Trade, transport, hotels, catering;105 Personal care workers;2023;
2472;G-I Trade, transport, hotels, catering;11 Service occupations;2018;74.9
2473;G-I Trade, transport, hotels, catering;11 Service occupations;2019;80.4
2474;G-I Trade, transport, hotels, catering;11 Service occupations;2020;39.8
2475;G-I Trade, transport, hotels, catering;11 Service occupations;2021;82.3
2476;G-I Trade, transport, hotels, catering;11 Service occupations;2022;102.2
2477;G-I Trade, transport, hotels, catering;11 Service occupations;2023;85.8
2478;G-I Trade, transport, hotels, catering;111 Personal services workers;2018;45.6
