ID;PlaatsEnGemeentenamen;Gemeentecode_1;Gemeentenaam_2;Provinciecode_3;Provincienaam_4;PlaatsnaamPTTWoonplaatsnaam_5;PlaatsnaamGemeentenaam_6;Plaatsnaam_7
2000;Halfweg;1730;Tynaarlo                                        ;22;Drenthe      ;nee;nee;Halfweg                                          
2001;Hall;213;Brummen                                         ;25;Gelderland   ;ja ;nee;Hall                                             
2002;Halle;1876;Bronckhorst                                     ;25;Gelderland   ;ja ;nee;Halle                                            
2003;Hallum;1722;Ferwerderadiel                                  ;21;Friesland    ;ja ;nee;Hallum                                           
2004;Hallumer Hoek;1722;Ferwerderadiel                                  ;21;Friesland    ;nee;nee;Hallumer Hoek                                    
2005;Halsteren;748;Bergen op Zoom                                  ;30;Noord-Brabant;ja ;nee;Halsteren                                        
2006;Halte;762;Deurne                                          ;30;Noord-Brabant;nee;nee;Halte                                            
2007;Halvinkhuizen;273;Putten                                          ;25;Gelderland   ;nee;nee;Halvinkhuizen                                    
2008;Ham;860;Veghel                                          ;30;Noord-Brabant;nee;nee;Ham                                              
2009;Ham;928;Kerkrade                                        ;31;Limburg      ;nee;nee;Ham                                              
2010;Ham, De;307;Amersfoort                                      ;26;Utrecht      ;nee;nee;Ham, De                                          
2011;Ham, Den;7;Bellingwedde                                    ;20;Groningen    ;nee;nee;Ham, Den                                         
2012;Ham, Den;56;Zuidhorn                                        ;20;Groningen    ;ja ;nee;Ham, Den                                         
2013;Ham, Den;344;Utrecht                                         ;26;Utrecht      ;nee;nee;Ham, Den                                         
2014;Ham, Den;1700;Twenterand                                      ;23;Overijssel   ;ja ;nee;Ham, Den                                         
2015;Ham, Het;1702;Sint Anthonis                                   ;30;Noord-Brabant;nee;nee;Ham, Het                                         
2016;Hamdijk;1895;Oldambt                                         ;20;Groningen    ;nee;nee;Hamdijk                                          
2017;Hamersveld;327;Leusden                                         ;26;Utrecht      ;nee;nee;Hamersveld                                       
2018;Hamingen;180;Staphorst                                       ;23;Overijssel   ;nee;nee;Hamingen                                         
2019;Hamshorn;59;Achtkarspelen                                   ;21;Friesland    ;nee;nee;Hamshorn                                         
2020;Handel;1652;Gemert-Bakel                                    ;30;Noord-Brabant;ja ;nee;Handel                                           
2021;Haneburen;86;Opsterland                                      ;21;Friesland    ;nee;nee;Haneburen                                        
2022;Hanetange;48;Vlagtwedde                                      ;20;Groningen    ;nee;nee;Hanetange                                        
2023;Hank;196;Rijnwaarden                                     ;25;Gelderland   ;nee;nee;Hank                                             
2024;Hank;870;Werkendam                                       ;30;Noord-Brabant;ja ;nee;Hank                                             
2025;Hankate;163;Hellendoorn                                     ;23;Overijssel   ;nee;nee;Hankate                                          
2026;Hanssum;1640;Leudal                                          ;31;Limburg      ;nee;nee;Hanssum                                          
2027;Hansweert;703;Reimerswaal                                     ;29;Zeeland      ;ja ;nee;Hansweert                                        
2028;Hantum;58;Dongeradeel                                     ;21;Friesland    ;ja ;nee;Hantum                                           
2029;Hantumeruitburen;58;Dongeradeel                                     ;21;Friesland    ;ja ;nee;Hantumeruitburen                                 
2030;Hantumhuizen;58;Dongeradeel                                     ;21;Friesland    ;ja ;nee;Hantumhuizen                                     
2031;Hanzewijk;166;Kampen                                          ;23;Overijssel   ;nee;nee;Hanzewijk                                        
2032;Hapert;1728;Bladel                                          ;30;Noord-Brabant;ja ;nee;Hapert                                           
2033;Haps;1684;Cuijk                                           ;30;Noord-Brabant;ja ;nee;Haps                                             
2034;Harbrinkhoek;183;Tubbergen                                       ;23;Overijssel   ;ja ;nee;Harbrinkhoek                                     
2035;Harculo;193;Zwolle                                          ;23;Overijssel   ;nee;nee;Harculo                                          
2036;Harde, 't;230;Elburg                                          ;25;Gelderland   ;ja ;nee;Harde, 't                                        
2037;Hardenberg;160;Hardenberg                                      ;23;Overijssel   ;ja ;ja ;Hardenberg                                       
