ID;WayOfEnding;TypeOfPerson;Regions;Periods;EndedDebtRestructuringPlans_1;AverageDuration_2
9122;Ended by clean slate;Natural persons without business;Friesland (PV);1999 3rd quarter;1.0;0.0
9123;Ended by clean slate;Natural persons without business;Friesland (PV);1999 4th quarter;;
9124;Ended by clean slate;Natural persons without business;Friesland (PV);1999;1.0;0.0
9125;Ended by clean slate;Natural persons without business;Friesland (PV);2000 1st quarter;2.0;13.0
9126;Ended by clean slate;Natural persons without business;Friesland (PV);2000 2nd quarter;1.0;12.0
9127;Ended by clean slate;Natural persons without business;Friesland (PV);2000 3rd quarter;1.0;13.0
9128;Ended by clean slate;Natural persons without business;Friesland (PV);2000 4th quarter;3.0;14.0
9129;Ended by clean slate;Natural persons without business;Friesland (PV);2000;7.0;13.0
9130;Ended by clean slate;Natural persons without business;Friesland (PV);2001 1st quarter;2.0;5.0
9131;Ended by clean slate;Natural persons without business;Friesland (PV);2001 2nd quarter;3.0;14.0
9132;Ended by clean slate;Natural persons without business;Friesland (PV);2001 3rd quarter;2.0;15.0
9133;Ended by clean slate;Natural persons without business;Friesland (PV);2001 4th quarter;3.0;19.0
9134;Ended by clean slate;Natural persons without business;Friesland (PV);2001;10.0;14.0
9135;Ended by clean slate;Natural persons without business;Friesland (PV);2002 1st quarter;12.0;19.0
9136;Ended by clean slate;Natural persons without business;Friesland (PV);2002 2nd quarter;16.0;32.0
9137;Ended by clean slate;Natural persons without business;Friesland (PV);2002 3rd quarter;23.0;30.0
9138;Ended by clean slate;Natural persons without business;Friesland (PV);2002 4th quarter;17.0;33.0
9139;Ended by clean slate;Natural persons without business;Friesland (PV);2002;68.0;29.0
9140;Ended by clean slate;Natural persons without business;Friesland (PV);2003 1st quarter;28.0;34.0
9141;Ended by clean slate;Natural persons without business;Friesland (PV);2003 2nd quarter;48.0;34.0
9142;Ended by clean slate;Natural persons without business;Friesland (PV);2003 3rd quarter;31.0;37.0
9143;Ended by clean slate;Natural persons without business;Friesland (PV);2003 4th quarter;28.0;36.0
9144;Ended by clean slate;Natural persons without business;Friesland (PV);2003;135.0;35.0
9145;Ended by clean slate;Natural persons without business;Friesland (PV);2004 1st quarter;36.0;36.0
9146;Ended by clean slate;Natural persons without business;Friesland (PV);2004 2nd quarter;49.0;33.0
9147;Ended by clean slate;Natural persons without business;Friesland (PV);2004 3rd quarter;45.0;36.0
9148;Ended by clean slate;Natural persons without business;Friesland (PV);2004 4th quarter;33.0;36.0
9149;Ended by clean slate;Natural persons without business;Friesland (PV);2004;163.0;35.0
9150;Ended by clean slate;Natural persons without business;Friesland (PV);2005 1st quarter;49.0;34.0
9151;Ended by clean slate;Natural persons without business;Friesland (PV);2005 2nd quarter;26.0;42.0
9152;Ended by clean slate;Natural persons without business;Friesland (PV);2005 3rd quarter;31.0;44.0
9153;Ended by clean slate;Natural persons without business;Friesland (PV);2005 4th quarter;10.0;35.0
9154;Ended by clean slate;Natural persons without business;Friesland (PV);2005;116.0;39.0
9155;Ended by clean slate;Natural persons without business;Friesland (PV);2006 1st quarter;25.0;38.0
9156;Ended by clean slate;Natural persons without business;Friesland (PV);2006 2nd quarter;10.0;41.0
9157;Ended by clean slate;Natural persons without business;Friesland (PV);2006 3rd quarter;23.0;47.0
9158;Ended by clean slate;Natural persons without business;Friesland (PV);2006 4th quarter;43.0;44.0
9159;Ended by clean slate;Natural persons without business;Friesland (PV);2006;101.0;43.0
9160;Ended by clean slate;Natural persons without business;Friesland (PV);2007 1st quarter;32.0;40.0
9161;Ended by clean slate;Natural persons without business;Friesland (PV);2007 2nd quarter;50.0;39.0
9162;Ended by clean slate;Natural persons without business;Friesland (PV);2007 3rd quarter;17.0;40.0
9163;Ended by clean slate;Natural persons without business;Friesland (PV);2007 4th quarter;40.0;41.0
9164;Ended by clean slate;Natural persons without business;Friesland (PV);2007;139.0;40.0
9165;Ended by clean slate;Natural persons without business;Friesland (PV);2008 1st quarter;29.0;40.0
9166;Ended by clean slate;Natural persons without business;Friesland (PV);2008 2nd quarter;48.0;41.0
9167;Ended by clean slate;Natural persons without business;Friesland (PV);2008 3rd quarter;18.0;41.0
9168;Ended by clean slate;Natural persons without business;Friesland (PV);2008 4th quarter;71.0;41.0
9169;Ended by clean slate;Natural persons without business;Friesland (PV);2008;166.0;41.0
9170;Ended by clean slate;Natural persons without business;Friesland (PV);2009 1st quarter;72.0;40.0
9171;Ended by clean slate;Natural persons without business;Friesland (PV);2009 2nd quarter;53.0;38.0
9172;Ended by clean slate;Natural persons without business;Friesland (PV);2009 3rd quarter;37.0;38.0
9173;Ended by clean slate;Natural persons without business;Friesland (PV);2009 4th quarter;25.0;36.0
9174;Ended by clean slate;Natural persons without business;Friesland (PV);2009;187.0;38.0
9175;Ended by clean slate;Natural persons without business;Friesland (PV);2010 1st quarter;27.0;36.0
9176;Ended by clean slate;Natural persons without business;Friesland (PV);2010 2nd quarter;28.0;36.0
9177;Ended by clean slate;Natural persons without business;Friesland (PV);2010 3rd quarter;20.0;37.0
9178;Ended by clean slate;Natural persons without business;Friesland (PV);2010 4th quarter;43.0;37.0
9179;Ended by clean slate;Natural persons without business;Friesland (PV);2010;118.0;36.0
9180;Ended by clean slate;Natural persons without business;Friesland (PV);2011 1st quarter;36.0;39.0
9181;Ended by clean slate;Natural persons without business;Friesland (PV);2011 2nd quarter;14.0;37.0
9182;Ended by clean slate;Natural persons without business;Friesland (PV);2011 3rd quarter;25.0;36.0
9183;Ended by clean slate;Natural persons without business;Friesland (PV);2011 4th quarter;42.0;37.0
9184;Ended by clean slate;Natural persons without business;Friesland (PV);2011;117.0;37.0
9185;Ended by clean slate;Natural persons without business;Friesland (PV);2012 1st quarter;27.0;37.0
9186;Ended by clean slate;Natural persons without business;Friesland (PV);2012 2nd quarter;43.0;38.0
9187;Ended by clean slate;Natural persons without business;Friesland (PV);2012 3rd quarter;48.0;38.0
9188;Ended by clean slate;Natural persons without business;Friesland (PV);2012 4th quarter;44.0;38.0
9189;Ended by clean slate;Natural persons without business;Friesland (PV);2012;162.0;38.0
9190;Ended by clean slate;Natural persons without business;Friesland (PV);2013 1st quarter;44.0;38.0
9191;Ended by clean slate;Natural persons without business;Friesland (PV);2013 2nd quarter;56.0;38.0
9192;Ended by clean slate;Natural persons without business;Friesland (PV);2013 3rd quarter;48.0;35.0
9193;Ended by clean slate;Natural persons without business;Friesland (PV);2013 4th quarter;42.0;34.0
9194;Ended by clean slate;Natural persons without business;Friesland (PV);2013;190.0;36.0
9195;Ended by clean slate;Natural persons without business;Friesland (PV);2014 1st quarter;60.0;36.0
9196;Ended by clean slate;Natural persons without business;Friesland (PV);2014 2nd quarter;115.0;35.0
9197;Ended by clean slate;Natural persons without business;Friesland (PV);2014 3rd quarter;140.0;37.0
9198;Ended by clean slate;Natural persons without business;Friesland (PV);2014 4th quarter;146.0;36.0
9199;Ended by clean slate;Natural persons without business;Friesland (PV);2014;461.0;36.0
9200;Ended by clean slate;Natural persons without business;Friesland (PV);2015 1st quarter;127.0;36.0
9201;Ended by clean slate;Natural persons without business;Friesland (PV);2015 2nd quarter;154.0;34.0
9202;Ended by clean slate;Natural persons without business;Friesland (PV);2015 3rd quarter;129.0;34.0
9203;Ended by clean slate;Natural persons without business;Friesland (PV);2015 4th quarter;131.0;34.0
9204;Ended by clean slate;Natural persons without business;Friesland (PV);2015;541.0;34.0
9205;Ended by clean slate;Natural persons without business;Friesland (PV);2016 1st quarter;122.0;34.0
9206;Ended by clean slate;Natural persons without business;Friesland (PV);2016 2nd quarter;140.0;35.0
9207;Ended by clean slate;Natural persons without business;Friesland (PV);2016 3rd quarter;118.0;35.0
9208;Ended by clean slate;Natural persons without business;Friesland (PV);2016 4th quarter;137.0;36.0
9209;Ended by clean slate;Natural persons without business;Friesland (PV);2016;517.0;35.0
9210;Ended by clean slate;Natural persons without business;Friesland (PV);2017 1st quarter;130.0;35.0
9211;Ended by clean slate;Natural persons without business;Friesland (PV);2017 2nd quarter;162.0;37.0
9212;Ended by clean slate;Natural persons without business;Friesland (PV);2017 3rd quarter;165.0;37.0
9213;Ended by clean slate;Natural persons without business;Friesland (PV);2017 4th quarter;149.0;36.0
9214;Ended by clean slate;Natural persons without business;Friesland (PV);2017;606.0;36.0
9215;Ended by clean slate;Natural persons without business;Drenthe (PV);1999 1st quarter;3.0;0.0
9216;Ended by clean slate;Natural persons without business;Drenthe (PV);1999 2nd quarter;7.0;0.0
9217;Ended by clean slate;Natural persons without business;Drenthe (PV);1999 3rd quarter;2.0;0.0
9218;Ended by clean slate;Natural persons without business;Drenthe (PV);1999 4th quarter;11.0;0.0
9219;Ended by clean slate;Natural persons without business;Drenthe (PV);1999;23.0;0.0
9220;Ended by clean slate;Natural persons without business;Drenthe (PV);2000 1st quarter;8.0;0.0
9221;Ended by clean slate;Natural persons without business;Drenthe (PV);2000 2nd quarter;2.0;0.0
9222;Ended by clean slate;Natural persons without business;Drenthe (PV);2000 3rd quarter;5.0;4.0
9223;Ended by clean slate;Natural persons without business;Drenthe (PV);2000 4th quarter;5.0;2.0
9224;Ended by clean slate;Natural persons without business;Drenthe (PV);2000;20.0;1.0
9225;Ended by clean slate;Natural persons without business;Drenthe (PV);2001 1st quarter;3.0;8.0
9226;Ended by clean slate;Natural persons without business;Drenthe (PV);2001 2nd quarter;4.0;0.0
9227;Ended by clean slate;Natural persons without business;Drenthe (PV);2001 3rd quarter;3.0;0.0
9228;Ended by clean slate;Natural persons without business;Drenthe (PV);2001 4th quarter;3.0;21.0
9229;Ended by clean slate;Natural persons without business;Drenthe (PV);2001;13.0;7.0
9230;Ended by clean slate;Natural persons without business;Drenthe (PV);2002 1st quarter;12.0;13.0
9231;Ended by clean slate;Natural persons without business;Drenthe (PV);2002 2nd quarter;12.0;25.0
9232;Ended by clean slate;Natural persons without business;Drenthe (PV);2002 3rd quarter;24.0;31.0
9233;Ended by clean slate;Natural persons without business;Drenthe (PV);2002 4th quarter;40.0;29.0
9234;Ended by clean slate;Natural persons without business;Drenthe (PV);2002;88.0;27.0
9235;Ended by clean slate;Natural persons without business;Drenthe (PV);2003 1st quarter;26.0;33.0
9236;Ended by clean slate;Natural persons without business;Drenthe (PV);2003 2nd quarter;38.0;34.0
9237;Ended by clean slate;Natural persons without business;Drenthe (PV);2003 3rd quarter;41.0;35.0
9238;Ended by clean slate;Natural persons without business;Drenthe (PV);2003 4th quarter;30.0;33.0
9239;Ended by clean slate;Natural persons without business;Drenthe (PV);2003;135.0;34.0
9240;Ended by clean slate;Natural persons without business;Drenthe (PV);2004 1st quarter;42.0;31.0
9241;Ended by clean slate;Natural persons without business;Drenthe (PV);2004 2nd quarter;50.0;34.0
9242;Ended by clean slate;Natural persons without business;Drenthe (PV);2004 3rd quarter;21.0;33.0
9243;Ended by clean slate;Natural persons without business;Drenthe (PV);2004 4th quarter;40.0;36.0
9244;Ended by clean slate;Natural persons without business;Drenthe (PV);2004;153.0;34.0
9245;Ended by clean slate;Natural persons without business;Drenthe (PV);2005 1st quarter;39.0;36.0
9246;Ended by clean slate;Natural persons without business;Drenthe (PV);2005 2nd quarter;40.0;35.0
9247;Ended by clean slate;Natural persons without business;Drenthe (PV);2005 3rd quarter;39.0;32.0
9248;Ended by clean slate;Natural persons without business;Drenthe (PV);2005 4th quarter;20.0;35.0
9249;Ended by clean slate;Natural persons without business;Drenthe (PV);2005;138.0;35.0
9250;Ended by clean slate;Natural persons without business;Drenthe (PV);2006 1st quarter;22.0;35.0
