ID;WijkenEnBuurten1995;Regioaanduiding_1;Gemeentenaam_2;Gemeentecode_3;Wijkcode_4;Stedelijkheid_5;Buurtcode_6;OmgevingsadressendichtheidPerKm2_7;MeestVoorkomendeNumeriekePostcode_8;AdressenMetDezelfdePostcode_9;AantalInwoners_10;Mannen_11;Vrouwen_12;Leeftijd014Jaar_13;Leeftijd1524Jaar_14;Leeftijd2544Jaar_15;Leeftijd4564Jaar_16;Leeftijd65JaarEnOuder_17;AantalGezinnen_18;NietInGezinsverbandLevendePersonen_19;GezinnenMetKinderen_20;GemiddeldeGezinsgrootte_21;Bevolkingsdichtheid_22;Allochtonen_23;GemiddeldBesteedbaarInkomenPerInw_24;GemiddeldInkomenPerInkomensontvanger_25;InkomensontvangersMetLaagInkomen_26;InkomensontvangersMetHoogInkomen_27;NietActieveInkomensontvangers_28;TotaleOppervlakteInKm2_29;OppervlakteLandInKm2_30;Woningvoorraad_31;AantalVestigingenVanBedrijven_32;Nijverheid_33;TotaalCommercieleDienstverlening_34;Groothandel_35;Detailhandel_36;Horeca_37;OverigeDienstverlening_38;ZakelijkeDienstverlening_39;OverigeDienstverlening_40
99;140102;B;Groningen                               ;14;01;1.0;02;3089.0;9743.0;1.0;60;30;20;;21.0;32.0;28.0;;10.0;30.0;;;360;;;;;;;0.2;0.2;30;3;;;;;;;;
100;140103;B;Groningen                               ;14;01;1.0;03;2982.0;9718.0;1.0;2200;1040;1170;6.0;20.0;39.0;17.0;18.0;380.0;57.0;49.0;2.5;8750;3.0;8372.0;10437.0;61.0;6.0;39.0;0.3;0.3;1280;4;12.0;63.0;2.0;20.0;5.0;24.0;8.0;29.0
101;140104;B;Groningen                               ;14;01;2.0;04;2030.0;9743.0;1.0;5440;2610;2820;16.0;14.0;26.0;25.0;19.0;1360.0;29.0;58.0;2.8;4930;9.0;7601.0;10732.0;56.0;8.0;49.0;1.1;1.1;2530;4;15.0;69.0;6.0;36.0;7.0;16.0;8.0;12.0
102;140105;B;Groningen                               ;14;01;2.0;05;1922.0;9743.0;1.0;5460;2770;2700;12.0;25.0;25.0;25.0;13.0;1240.0;37.0;53.0;2.8;8880;5.0;7351.0;11186.0;52.0;11.0;39.0;0.6;0.6;2450;4;20.0;59.0;9.0;17.0;1.0;21.0;19.0;13.0
103;140106;B;Groningen                               ;14;01;3.0;06;1444.0;9743.0;1.0;140;70;60;16.0;16.0;40.0;21.0;7.0;40.0;31.0;;;290;;10732.0;13182.0;29.0;;;0.5;0.5;40;4;26.0;61.0;14.0;7.0;3.0;14.0;12.0;25.0
104;1402;W;Groningen                               ;14;02;1.0;  ;3675.0;;;23930;11370;12570;12.0;19.0;30.0;20.0;19.0;4760.0;45.0;56.0;2.8;1810;4.0;8168.0;11390.0;53.0;11.0;37.0;13.5;13.2;11210;7;16.0;65.0;4.0;22.0;7.0;20.0;15.0;17.0
105;140200;B;Groningen                               ;14;02;1.0;00;4653.0;9717.0;1.0;6120;2950;3170;11.0;25.0;43.0;14.0;7.0;870.0;60.0;65.0;2.8;9240;2.0;8690.0;11980.0;49.0;13.0;27.0;0.7;0.7;3090;5;16.0;64.0;6.0;16.0;9.0;20.0;17.0;16.0
106;140201;B;Groningen                               ;14;02;1.0;01;4630.0;9741.0;1.0;1640;830;800;9.0;27.0;46.0;12.0;5.0;240.0;62.0;66.0;2.6;10600;8.0;7737.0;10550.0;59.0;7.0;40.0;0.2;0.2;950;3;;;;;;;;
107;140202;B;Groningen                               ;14;02;1.0;02;3205.0;9741.0;1.0;6420;3110;3300;10.0;22.0;22.0;22.0;24.0;1380.0;41.0;51.0;2.7;7710;4.0;7646.0;11208.0;54.0;11.0;41.0;0.8;0.8;2530;4;10.0;54.0;5.0;18.0;11.0;36.0;6.0;14.0
108;140203;B;Groningen                               ;14;02;1.0;03;3831.0;9742.0;1.0;3970;1850;2130;14.0;13.0;27.0;25.0;20.0;960.0;33.0;63.0;2.8;7080;9.0;7465.0;10369.0;56.0;4.0;49.0;0.6;0.6;1840;3;;;;;;;;
109;140204;B;Groningen                               ;14;02;1.0;04;2885.0;9742.0;1.0;5380;2420;2960;12.0;12.0;22.0;24.0;30.0;1220.0;37.0;47.0;2.8;8010;4.0;8849.0;11957.0;51.0;15.0;37.0;0.7;0.7;2670;5;7.0;81.0;3.0;43.0;5.0;12.0;13.0;17.0
110;140205;B;Groningen                               ;14;02;4.0;05;860.0;9738.0;1.0;320;170;150;22.0;14.0;35.0;20.0;9.0;90.0;16.0;73.0;3.2;540;;7896.0;12025.0;60.0;19.0;22.0;0.6;0.6;110;2;;;;;;;;
111;140206;B;Groningen                               ;14;02;4.0;06;671.0;9747.0;1.0;10;0;0;;;;;;0.0;;;;10;;;;;;;3.0;2.9;10;3;;;;;;;;
112;140207;B;Groningen                               ;14;02;5.0;07;303.0;9738.0;1.0;70;40;30;25.0;;35.0;28.0;;20.0;19.0;;;10;;;;;;;7.0;6.9;20;1;;;;;;;;
113;1403;W;Groningen                               ;14;03;1.0;  ;4128.0;;;16360;8200;8160;9.0;29.0;40.0;12.0;9.0;2300.0;62.0;62.0;2.7;9060;7.0;7351.0;10029.0;61.0;5.0;38.0;1.9;1.8;8760;6;15.0;68.0;8.0;22.0;10.0;17.0;10.0;18.0
114;140300;B;Groningen                               ;14;03;1.0;00;2957.0;9715.0;1.0;1860;990;870;7.0;22.0;42.0;15.0;14.0;270.0;63.0;51.0;2.5;9050;6.0;7873.0;9779.0;63.0;3.0;43.0;0.2;0.2;1310;3;;;;;;;;
115;140301;B;Groningen                               ;14;03;1.0;01;4404.0;9716.0;1.0;3450;1720;1730;14.0;19.0;42.0;14.0;11.0;630.0;49.0;68.0;2.8;6200;11.0;7170.0;9734.0;62.0;3.0;50.0;0.6;0.6;1860;5;24.0;62.0;14.0;20.0;8.0;14.0;11.0;9.0
116;140302;B;Groningen                               ;14;03;1.0;02;4286.0;9715.0;1.0;6410;3300;3110;9.0;32.0;42.0;10.0;7.0;780.0;66.0;65.0;2.8;12940;7.0;7034.0;9620.0;65.0;5.0;38.0;0.5;0.5;3380;5;10.0;69.0;6.0;22.0;14.0;21.0;11.0;16.0
117;140303;B;Groningen                               ;14;03;1.0;03;4326.0;9714.0;1.0;4650;2190;2460;7.0;36.0;35.0;13.0;9.0;620.0;64.0;56.0;2.8;8480;2.0;7714.0;10981.0;54.0;9.0;24.0;0.6;0.6;2210;5;14.0;72.0;5.0;23.0;9.0;14.0;8.0;26.0
118;1404;W;Groningen                               ;14;04;1.0;  ;3226.0;;;10630;5060;5560;10.0;19.0;38.0;16.0;17.0;1930.0;53.0;56.0;2.6;5960;4.0;7918.0;10210.0;61.0;5.0;42.0;1.9;1.8;5770;6;11.0;61.0;4.0;16.0;6.0;28.0;13.0;22.0
119;140400;B;Groningen                               ;14;04;1.0;00;4024.0;9713.0;1.0;4280;2010;2260;7.0;25.0;36.0;15.0;17.0;660.0;60.0;51.0;2.6;6270;3.0;8327.0;10664.0;55.0;6.0;35.0;0.7;0.7;2320;5;7.0;52.0;3.0;18.0;7.0;42.0;8.0;15.0
120;140401;B;Groningen                               ;14;04;1.0;01;3131.0;9713.0;1.0;2520;1160;1360;14.0;15.0;36.0;16.0;19.0;520.0;43.0;64.0;2.7;7540;4.0;6966.0;9280.0;69.0;3.0;52.0;0.3;0.3;1270;3;;;;;;;;
121;140402;B;Groningen                               ;14;04;2.0;02;2359.0;9713.0;1.0;2100;1030;1070;11.0;17.0;43.0;17.0;12.0;400.0;50.0;66.0;2.6;12310;8.0;7419.0;9779.0;64.0;3.0;49.0;0.2;0.2;1140;3;;;;;;;;
122;140403;B;Groningen                               ;14;04;2.0;03;2177.0;9713.0;1.0;1250;630;630;5.0;17.0;35.0;22.0;21.0;260.0;52.0;40.0;2.3;3710;2.0;8055.0;9734.0;68.0;4.0;50.0;0.4;0.3;770;4;21.0;70.0;6.0;12.0;6.0;9.0;14.0;33.0
123;140404;B;Groningen                               ;14;04;1.0;04;3454.0;9713.0;1.0;490;220;260;12.0;8.0;47.0;14.0;18.0;100.0;50.0;47.0;2.7;1860;;10732.0;13795.0;34.0;13.0;;0.3;0.3;270;3;;;;;;;;
124;1405;W;Groningen                               ;14;05;1.0;  ;2561.0;;;6130;3130;3000;9.0;26.0;43.0;15.0;8.0;900.0;60.0;60.0;2.7;370;2.0;7941.0;10868.0;55.0;9.0;31.0;17.6;16.7;3060;7;24.0;66.0;17.0;10.0;4.0;10.0;13.0;23.0
125;140500;B;Groningen                               ;14;05;1.0;00;3133.0;9724.0;1.0;4530;2270;2260;8.0;29.0;44.0;12.0;7.0;540.0;67.0;63.0;2.7;11510;2.0;7760.0;10618.0;57.0;8.0;31.0;0.4;0.4;2430;6;15.0;65.0;4.0;19.0;6.0;20.0;19.0;18.0
126;140501;B;Groningen                               ;14;05;2.0;01;2135.0;9723.0;1.0;540;310;220;4.0;23.0;47.0;17.0;8.0;60.0;73.0;37.0;2.3;140;;8985.0;11367.0;47.0;11.0;34.0;4.2;3.8;250;6;23.0;73.0;23.0;5.0;3.0;3.0;10.0;32.0
127;140502;B;Groningen                               ;14;05;5.0;02;117.0;9723.0;1.0;160;80;70;;18.0;40.0;23.0;;40.0;22.0;;;60;;5945.0;11208.0;;;;2.7;2.6;40;5;40.0;55.0;28.0;3.0;1.0;4.0;7.0;17.0
128;140503;B;Groningen                               ;14;05;5.0;03;138.0;9723.0;1.0;170;90;90;15.0;11.0;32.0;29.0;12.0;60.0;12.0;52.0;2.9;50;;10142.0;14816.0;35.0;;;3.7;3.4;80;1;;;;;;;;
129;140504;B;Groningen                               ;14;05;5.0;04;53.0;9723.0;1.0;560;280;280;15.0;8.0;31.0;31.0;15.0;160.0;21.0;52.0;2.7;170;;8145.0;11254.0;53.0;11.0;25.0;3.3;3.3;240;3;;;;;;;;
130;140505;B;Groningen                               ;14;05;5.0;05;9.0;9723.0;1.0;50;20;30;;;;;;10.0;;;;20;;;;;;;3.2;3.2;20;1;;;;;;;;
131;140509;B;Groningen                               ;14;05;4.0;09;735.0;9723.0;1.0;140;80;60;;28.0;39.0;19.0;;20.0;53.0;;;4040;;6988.0;9393.0;66.0;;61.0;0.1;0.0;0;1;;;;;;;;
132;1406;W;Groningen                               ;14;06;2.0;  ;2446.0;;;23030;10490;12540;11.0;17.0;31.0;20.0;20.0;4710.0;44.0;50.0;2.7;4620;2.0;10165.0;14067.0;40.0;22.0;23.0;5.1;5.0;11620;7;11.0;61.0;6.0;15.0;4.0;28.0;18.0;19.0
133;140600;B;Groningen                               ;14;06;1.0;00;3386.0;9725.0;1.0;2240;1090;1150;7.0;29.0;43.0;10.0;10.0;240.0;69.0;58.0;2.8;9200;1.0;8781.0;12320.0;47.0;15.0;21.0;0.2;0.2;1080;5;19.0;65.0;6.0;12.0;4.0;16.0;18.0;24.0
134;140601;B;Groningen                               ;14;06;1.0;01;3231.0;9725.0;1.0;2690;1190;1490;5.0;23.0;34.0;15.0;23.0;440.0;61.0;35.0;2.4;6100;1.0;9756.0;12524.0;48.0;14.0;24.0;0.4;0.4;1510;4;10.0;62.0;7.0;11.0;1.0;28.0;22.0;22.0
135;140602;B;Groningen                               ;14;06;1.0;02;2654.0;9721.0;1.0;2460;1120;1340;12.0;19.0;35.0;16.0;18.0;490.0;46.0;53.0;2.7;6170;1.0;9688.0;13704.0;37.0;20.0;15.0;0.4;0.4;1260;5;7.0;66.0;7.0;24.0;8.0;27.0;12.0;16.0
136;140603;B;Groningen                               ;14;06;3.0;03;1190.0;9722.0;1.0;860;410;450;11.0;18.0;25.0;28.0;17.0;210.0;31.0;46.0;2.8;1950;3.0;13250.0;20511.0;34.0;45.0;21.0;0.4;0.4;460;3;;;;;;;;
137;140604;B;Groningen                               ;14;06;2.0;04;2245.0;9722.0;1.0;3390;1590;1810;10.0;22.0;37.0;18.0;13.0;580.0;52.0;55.0;2.8;5780;2.0;9484.0;13182.0;42.0;18.0;23.0;0.6;0.6;1460;5;15.0;65.0;5.0;20.0;3.0;20.0;19.0;18.0
138;140605;B;Groningen                               ;14;06;3.0;05;1489.0;9722.0;1.0;3170;1390;1780;14.0;12.0;23.0;23.0;28.0;740.0;36.0;45.0;2.8;3500;2.0;11231.0;16177.0;33.0;36.0;22.0;0.9;0.9;1710;4;3.0;57.0;6.0;5.0;4.0;40.0;23.0;19.0
139;140606;B;Groningen                               ;14;06;1.0;06;2753.0;9721.0;1.0;4930;2170;2760;9.0;14.0;30.0;21.0;26.0;1130.0;41.0;50.0;2.6;6640;3.0;9234.0;11753.0;45.0;9.0;34.0;0.8;0.7;2720;4;16.0;64.0;4.0;25.0;7.0;20.0;14.0;13.0
140;140607;B;Groningen                               ;14;06;2.0;07;1716.0;9721.0;1.0;2930;1350;1580;19.0;9.0;23.0;29.0;19.0;750.0;22.0;56.0;3.0;3660;1.0;11912.0;18083.0;30.0;41.0;13.0;0.8;0.8;1310;4;8.0;49.0;5.0;9.0;0.0;43.0;15.0;20.0
141;140608;B;Groningen                               ;14;06;2.0;08;1727.0;9721.0;1.0;310;160;150;8.0;17.0;10.0;44.0;21.0;100.0;12.0;42.0;2.7;760;;14907.0;22825.0;19.0;60.0;;0.4;0.4;120;2;;;;;;;;
142;140609;B;Groningen                               ;14;06;1.0;09;2929.0;9721.0;1.0;50;20;30;;;25.0;29.0;25.0;10.0;19.0;;;1880;;;;;;;0.0;0.0;0;1;;;;;;;;
143;1407;W;Groningen                               ;14;07;2.0;  ;2077.0;;;12910;5860;7050;10.0;13.0;33.0;21.0;24.0;2850.0;43.0;47.0;2.6;2020;2.0;9529.0;12434.0;47.0;15.0;30.0;6.9;6.4;6290;6;12.0;69.0;6.0;12.0;5.0;19.0;16.0;30.0
144;140700;B;Groningen                               ;14;07;1.0;00;2744.0;9727.0;1.0;1120;510;610;5.0;20.0;36.0;19.0;19.0;200.0;55.0;39.0;2.5;2420;;9597.0;13046.0;37.0;16.0;17.0;0.5;0.5;600;4;3.0;71.0;10.0;4.0;16.0;26.0;21.0;19.0
145;140701;B;Groningen                               ;14;07;1.0;01;3020.0;9727.0;1.0;2220;1020;1190;6.0;16.0;35.0;18.0;24.0;400.0;57.0;45.0;2.4;9150;3.0;9575.0;11594.0;52.0;12.0;34.0;0.3;0.2;1320;4;12.0;65.0;4.0;17.0;3.0;23.0;13.0;28.0
146;140702;B;Groningen                               ;14;07;2.0;02;2252.0;9728.0;1.0;4310;1850;2470;9.0;11.0;25.0;21.0;34.0;980.0;42.0;42.0;2.5;5230;3.0;8463.0;10800.0;56.0;6.0;39.0;0.9;0.8;2170;4;7.0;71.0;3.0;31.0;3.0;22.0;11.0;23.0
147;140703;B;Groningen                               ;14;07;3.0;03;1316.0;9728.0;1.0;4930;2310;2610;12.0;11.0;38.0;21.0;18.0;1180.0;36.0;50.0;2.7;2290;2.0;10823.0;14544.0;35.0;25.0;20.0;2.5;2.2;2180;5;10.0;70.0;4.0;4.0;2.0;19.0;20.0;40.0
148;140704;B;Groningen                               ;14;07;4.0;04;615.0;9727.0;1.0;50;20;30;;21.0;25.0;35.0;;10.0;33.0;;;20;;;;;;;2.1;2.1;20;2;;;;;;;;
149;140705;B;Groningen                               ;14;07;4.0;05;762.0;9727.0;1.0;60;30;20;;25.0;27.0;24.0;;20.0;20.0;;;100;;;;;;;0.6;0.6;10;3;;;;;;;;
150;140709;B;Groningen                               ;14;07;5.0;09;258.0;9727.0;1.0;230;120;110;25.0;;38.0;20.0;;60.0;19.0;89.0;3.0;8370;;4538.0;7192.0;93.0;;94.0;0.0;0.0;0;1;;;;;;;;
151;1408;W;Groningen                               ;14;08;4.0;  ;617.0;;;7790;3920;3870;17.0;16.0;29.0;26.0;11.0;2120.0;15.0;64.0;3.1;410;1.0;7669.0;12320.0;43.0;15.0;23.0;19.3;18.8;2960;6;25.0;54.0;4.0;18.0;4.0;21.0;7.0;20.0
152;140800;B;Groningen                               ;14;08;4.0;00;575.0;9745.0;1.0;1610;820;790;14.0;17.0;30.0;25.0;14.0;410.0;24.0;60.0;3.0;1220;;7805.0;11118.0;50.0;8.0;28.0;1.4;1.3;700;4;31.0;55.0;3.0;23.0;6.0;14.0;3.0;20.0
153;140801;B;Groningen                               ;14;08;4.0;01;705.0;9744.0;1.0;5230;2600;2630;18.0;15.0;29.0;27.0;10.0;1460.0;12.0;65.0;3.1;3200;1.0;7646.0;12706.0;41.0;17.0;20.0;1.7;1.6;1930;4;13.0;53.0;3.0;19.0;2.0;34.0;9.0;20.0
154;140802;B;Groningen                               ;14;08;5.0;02;288.0;9744.0;1.0;180;100;80;17.0;14.0;28.0;30.0;12.0;50.0;18.0;65.0;3.0;80;;8123.0;12955.0;34.0;;;2.6;2.5;80;1;;;;;;;;
155;140803;B;Groningen                               ;14;08;5.0;03;91.0;9746.0;1.0;200;110;110;20.0;17.0;26.0;26.0;11.0;50.0;13.0;;;50;;7283.0;13387.0;31.0;;;4.3;4.2;70;1;;;;;;;;
156;140804;B;Groningen                               ;14;08;5.0;04;294.0;9746.0;1.0;100;50;50;26.0;;37.0;19.0;;30.0;20.0;;;30;;7442.0;14521.0;;;;3.0;3.0;40;1;;;;;;;;
157;140805;B;Groningen                               ;14;08;5.0;05;303.0;9744.0;1.0;370;200;170;18.0;15.0;35.0;22.0;11.0;100.0;18.0;62.0;3.0;230;;7533.0;10845.0;58.0;;38.0;1.6;1.6;120;2;;;;;;;;
158;140806;B;Groningen                               ;14;08;5.0;06;395.0;9745.0;1.0;30;10;20;;;;;;0.0;;;;10;;;;;;;2.2;2.1;0;1;;;;;;;;
159;140807;B;Groningen                               ;14;08;5.0;07;142.0;9745.0;1.0;60;20;30;;;22.0;36.0;;10.0;;;;30;;;;;;;2.6;2.5;20;2;;;;;;;;
160;1409;W;Groningen                               ;14;09;3.0;  ;1390.0;;;32910;16740;16160;24.0;17.0;39.0;15.0;5.0;7550.0;26.0;77.0;3.2;3020;5.0;7419.0;12502.0;43.0;16.0;25.0;11.3;10.9;13150;7;17.0;62.0;8.0;17.0;5.0;21.0;15.0;17.0
161;140900;B;Groningen                               ;14;09;3.0;00;1035.0;9731.0;1.0;2090;1040;1060;15.0;15.0;26.0;32.0;13.0;630.0;13.0;58.0;2.9;1750;1.0;7624.0;12388.0;46.0;14.0;27.0;1.4;1.2;810;4;32.0;59.0;13.0;10.0;6.0;9.0;10.0;20.0
162;140901;B;Groningen                               ;14;09;3.0;01;1359.0;9732.0;1.0;4470;2360;2120;19.0;29.0;34.0;13.0;5.0;880.0;42.0;78.0;3.0;8870;10.0;6466.0;10233.0;57.0;7.0;42.0;0.5;0.5;1970;3;;;;;;;;
163;140902;B;Groningen                               ;14;09;3.0;02;1265.0;9733.0;1.0;3940;1960;1980;21.0;15.0;35.0;21.0;8.0;990.0;22.0;76.0;3.1;6650;3.0;7624.0;12139.0;45.0;14.0;27.0;0.6;0.6;1600;4;10.0;74.0;6.0;32.0;6.0;16.0;13.0;17.0
164;140903;B;Groningen                               ;14;09;3.0;03;1223.0;9732.0;1.0;2480;1270;1210;25.0;16.0;36.0;22.0;2.0;620.0;15.0;80.0;3.4;5830;2.0;8826.0;14181.0;31.0;23.0;14.0;0.4;0.4;910;3;;;;;;;;
165;140904;B;Groningen                               ;14;09;3.0;04;1095.0;9735.0;5.0;10;0;10;;;;;;0.0;;;;10;;;;;;;1.4;1.4;10;1;;;;;;;;
166;140905;B;Groningen                               ;14;09;3.0;05;1465.0;9736.0;1.0;7410;3680;3730;28.0;17.0;41.0;9.0;4.0;1560.0;30.0;86.0;3.3;7750;7.0;6603.0;11231.0;53.0;11.0;34.0;1.0;1.0;2950;4;14.0;63.0;6.0;18.0;11.0;23.0;18.0;9.0
167;140906;B;Groningen                               ;14;09;2.0;06;1640.0;9737.0;1.0;7090;3680;3420;22.0;18.0;45.0;13.0;2.0;1440.0;34.0;80.0;3.2;5810;5.0;7374.0;12887.0;41.0;17.0;22.0;1.2;1.2;3050;5;10.0;62.0;2.0;17.0;3.0;29.0;23.0;16.0
168;140907;B;Groningen                               ;14;09;3.0;07;1279.0;9731.0;1.0;4780;2430;2350;29.0;10.0;46.0;14.0;2.0;1250.0;12.0;77.0;3.4;2590;2.0;8327.0;15088.0;26.0;28.0;9.0;2.0;1.8;1640;5;22.0;57.0;14.0;9.0;2.0;21.0;13.0;19.0
169;140908;B;Groningen                               ;14;09;3.0;08;1022.0;9734.0;1.0;630;330;290;20.0;11.0;32.0;25.0;13.0;180.0;13.0;55.0;3.0;220;;9008.0;14612.0;30.0;25.0;17.0;2.8;2.7;240;3;;;;;;;;
170;15;G;Grootegast                              ;15;  ;5.0;  ;154.0;;;11290;5730;5570;21.0;14.0;30.0;22.0;12.0;2970.0;14.0;68.0;3.3;140;0.0;7533.0;12842.0;41.0;16.0;20.0;87.8;87.2;4010;6;24.0;60.0;10.0;20.0;6.0;16.0;6.0;17.0
171;1500;W;Grootegast                              ;15;00;5.0;  ;221.0;;;5300;2660;2630;22.0;14.0;30.0;21.0;13.0;1380.0;14.0;67.0;3.3;170;;7646.0;12978.0;40.0;16.0;18.0;31.3;31.1;1910;5;19.0;64.0;8.0;22.0;6.0;17.0;6.0;21.0
172;150000;B;Grootegast                              ;15;00;5.0;00;320.0;9861.0;1.0;2860;1390;1480;22.0;14.0;30.0;19.0;15.0;720.0;17.0;66.0;3.3;780;;7941.0;13001.0;41.0;15.0;20.0;3.7;3.7;1070;4;17.0;66.0;7.0;23.0;6.0;17.0;8.0;22.0
173;150001;B;Grootegast                              ;15;00;5.0;01;117.0;9863.0;2.0;830;410;420;22.0;14.0;29.0;22.0;13.0;230.0;13.0;64.0;3.1;850;;6988.0;12002.0;45.0;17.0;22.0;1.0;1.0;280;3;;;;;;;;
174;150002;B;Grootegast                              ;15;00;5.0;02;55.0;9862.0;1.0;380;210;180;26.0;12.0;37.0;17.0;9.0;100.0;7.0;70.0;3.3;240;;7351.0;13863.0;40.0;25.0;;1.7;1.7;120;1;;;;;;;;
175;150006;B;Grootegast                              ;15;00;5.0;06;62.0;9863.0;3.0;110;60;60;25.0;10.0;34.0;18.0;13.0;30.0;15.0;;;80;;4651.0;13750.0;;;;1.4;1.4;50;1;;;;;;;;
176;150007;B;Grootegast                              ;15;00;5.0;07;41.0;9862.0;2.0;190;110;90;19.0;13.0;33.0;23.0;12.0;60.0;15.0;75.0;3.2;50;;7737.0;13772.0;31.0;;;4.1;4.1;90;1;;;;;;;;
177;150008;B;Grootegast                              ;15;00;5.0;08;112.0;9822.0;6.0;620;330;290;23.0;14.0;29.0;26.0;9.0;170.0;9.0;66.0;3.3;80;;8055.0;13318.0;34.0;22.0;15.0;8.7;8.7;180;1;;;;;;;;
178;150009;B;Grootegast                              ;15;00;5.0;09;86.0;9821.0;6.0;280;160;120;19.0;20.0;28.0;25.0;9.0;60.0;12.0;76.0;3.7;30;;8123.0;12797.0;42.0;14.0;;10.7;10.6;100;1;;;;;;;;
179;1501;W;Grootegast                              ;15;01;5.0;  ;64.0;;;1150;570;570;23.0;15.0;29.0;22.0;10.0;300.0;10.0;68.0;3.4;60;;6603.0;12388.0;40.0;15.0;15.0;19.9;19.7;390;3;;;;;;;;
180;150100;B;Grootegast                              ;15;01;5.0;00;84.0;9866.0;1.0;730;360;370;24.0;15.0;29.0;20.0;12.0;190.0;11.0;66.0;3.4;600;;6829.0;12388.0;38.0;15.0;14.0;1.2;1.2;260;2;;;;;;;;
181;150109;B;Grootegast                              ;15;01;5.0;09;25.0;9866.0;5.0;410;210;190;21.0;16.0;29.0;26.0;8.0;110.0;9.0;72.0;3.4;20;;6239.0;12411.0;44.0;15.0;17.0;18.7;18.4;130;1;;;;;;;;
182;1502;W;Grootegast                              ;15;02;5.0;  ;95.0;;;2570;1340;1250;20.0;14.0;30.0;24.0;12.0;690.0;14.0;71.0;3.2;170;;7442.0;12479.0;45.0;16.0;27.0;15.1;15.1;930;4;34.0;56.0;8.0;19.0;9.0;11.0;3.0;18.0
183;150200;B;Grootegast                              ;15;02;5.0;00;146.0;9865.0;1.0;1010;520;500;20.0;14.0;31.0;23.0;11.0;270.0;13.0;72.0;3.2;720;;7079.0;12071.0;47.0;14.0;24.0;1.4;1.4;370;2;;;;;;;;
184;150201;B;Grootegast                              ;15;02;5.0;01;58.0;9865.0;2.0;290;150;140;20.0;14.0;27.0;27.0;12.0;80.0;10.0;70.0;3.3;240;;7192.0;11708.0;46.0;;23.0;1.2;1.2;100;2;;;;;;;;
185;150202;B;Grootegast                              ;15;02;5.0;02;85.0;9864.0;1.0;490;250;240;18.0;17.0;27.0;24.0;13.0;130.0;14.0;69.0;3.2;1030;;7669.0;12524.0;41.0;15.0;30.0;0.5;0.5;200;3;;;;;;;;
186;150209;B;Grootegast                              ;15;02;5.0;09;49.0;9865.0;1.0;780;420;360;20.0;13.0;31.0;23.0;13.0;190.0;18.0;73.0;3.2;60;;7987.0;13477.0;46.0;24.0;31.0;12.0;12.0;250;3;;;;;;;;
187;1503;W;Grootegast                              ;15;03;5.0;  ;145.0;;;2270;1160;1120;21.0;15.0;32.0;22.0;11.0;590.0;14.0;66.0;3.3;160;;7805.0;13069.0;39.0;18.0;17.0;21.5;21.4;790;4;21.0;61.0;12.0;23.0;5.0;17.0;11.0;11.0
188;150300;B;Grootegast                              ;15;03;5.0;00;190.0;9822.0;1.0;1270;630;640;21.0;12.0;32.0;22.0;13.0;350.0;14.0;63.0;3.1;1270;;7941.0;12933.0;40.0;18.0;19.0;1.0;1.0;480;3;;;;;;;;
189;150301;B;Grootegast                              ;15;03;5.0;01;110.0;9821.0;1.0;550;280;270;21.0;16.0;31.0;22.0;10.0;140.0;16.0;66.0;3.3;580;;8055.0;12819.0;40.0;15.0;15.0;1.0;1.0;200;2;;;;;;;;
190;150309;B;Grootegast                              ;15;03;5.0;09;39.0;9821.0;4.0;440;240;210;22.0;20.0;32.0;19.0;6.0;110.0;13.0;78.0;3.8;30;;7124.0;13999.0;32.0;20.0;;19.5;19.4;100;1;;;;;;;;
191;17;G;Haren                                   ;17;  ;4.0;  ;773.0;;;18730;8880;9850;16.0;11.0;24.0;27.0;21.0;5140.0;21.0;51.0;2.9;400;1.0;10687.0;16223.0;34.0;32.0;19.0;50.7;46.0;7850;7;11.0;62.0;6.0;18.0;5.0;26.0;16.0;18.0
192;1700;W;Haren                                   ;17;00;4.0;  ;844.0;;;16940;7980;8960;16.0;10.0;24.0;27.0;22.0;4630.0;21.0;51.0;2.9;1200;1.0;10891.0;16291.0;34.0;32.0;19.0;14.4;14.1;7210;7;10.0;63.0;6.0;18.0;4.0;26.0;16.0;19.0
193;170000;B;Haren                                   ;17;00;4.0;00;954.0;9751.0;6.0;9520;4340;5180;13.0;10.0;19.0;29.0;29.0;2620.0;25.0;43.0;2.7;2130;1.0;12002.0;17039.0;32.0;35.0;20.0;4.6;4.5;4370;6;10.0;64.0;5.0;22.0;4.0;27.0;12.0;21.0
194;170001;B;Haren                                   ;17;00;4.0;01;858.0;9753.0;1.0;5200;2570;2630;23.0;12.0;33.0;24.0;9.0;1430.0;13.0;66.0;3.2;4050;0.0;8690.0;14680.0;36.0;27.0;18.0;1.3;1.3;1930;4;12.0;58.0;10.0;7.0;1.0;30.0;25.0;14.0
195;170002;B;Haren                                   ;17;00;5.0;02;183.0;9752.0;2.0;170;70;100;18.0;8.0;22.0;35.0;18.0;50.0;13.0;52.0;3.0;110;;12729.0;20488.0;;;;1.7;1.6;90;2;;;;;;;;
196;170003;B;Haren                                   ;17;00;5.0;03;130.0;9751.0;5.0;360;180;180;14.0;9.0;26.0;37.0;14.0;110.0;21.0;49.0;2.8;160;;12706.0;19898.0;31.0;44.0;;2.3;2.3;140;3;;;;;;;;
