ID;Sex;Age;ModesOfTravel;TravelMotives;Margins;Periods;StagesPerPersonPerDayAverage_1;DistanceTravelledPerStageAverage_2;AverageTravelTimePerStage_3
1624;Total male and female;10000;Train;Attending education/courses;Lower bound 95% confidence interval;2023;0.01;35.0;39.32
1625;Total male and female;10000;Train;Attending education/courses;Upper bound 95% confidence interval;1999;0.01;44.45;46.64
1626;Total male and female;10000;Train;Attending education/courses;Upper bound 95% confidence interval;2000;0.01;43.97;46.16
1627;Total male and female;10000;Train;Attending education/courses;Upper bound 95% confidence interval;2001;0.01;44.3;46.28
1628;Total male and female;10000;Train;Attending education/courses;Upper bound 95% confidence interval;2002;0.01;43.72;46.03
1629;Total male and female;10000;Train;Attending education/courses;Upper bound 95% confidence interval;2003;0.01;43.58;45.84
1630;Total male and female;10000;Train;Attending education/courses;Upper bound 95% confidence interval;2004;0.01;43.73;45.88
1631;Total male and female;10000;Train;Attending education/courses;Upper bound 95% confidence interval;2005;0.01;43.07;45.81
1632;Total male and female;10000;Train;Attending education/courses;Upper bound 95% confidence interval;2006;0.02;43.04;45.98
1633;Total male and female;10000;Train;Attending education/courses;Upper bound 95% confidence interval;2007;0.02;42.87;45.63
1634;Total male and female;10000;Train;Attending education/courses;Upper bound 95% confidence interval;2008;0.02;42.93;45.93
1635;Total male and female;10000;Train;Attending education/courses;Upper bound 95% confidence interval;2009;0.02;42.7;45.77
1636;Total male and female;10000;Train;Attending education/courses;Upper bound 95% confidence interval;2010;0.02;42.51;45.52
1637;Total male and female;10000;Train;Attending education/courses;Upper bound 95% confidence interval;2011;0.02;42.44;45.6
1638;Total male and female;10000;Train;Attending education/courses;Upper bound 95% confidence interval;2012;0.02;42.56;45.67
1639;Total male and female;10000;Train;Attending education/courses;Upper bound 95% confidence interval;2013;0.02;41.97;45.25
1640;Total male and female;10000;Train;Attending education/courses;Upper bound 95% confidence interval;2014;0.02;41.93;45.12
1641;Total male and female;10000;Train;Attending education/courses;Upper bound 95% confidence interval;2015;0.02;41.85;44.91
1642;Total male and female;10000;Train;Attending education/courses;Upper bound 95% confidence interval;2016;0.02;41.82;44.87
1643;Total male and female;10000;Train;Attending education/courses;Upper bound 95% confidence interval;2017;0.02;41.36;44.37
1644;Total male and female;10000;Train;Attending education/courses;Upper bound 95% confidence interval;2018;0.02;41.54;44.38
1645;Total male and female;10000;Train;Attending education/courses;Upper bound 95% confidence interval;2019;0.02;41.51;44.21
1646;Total male and female;10000;Train;Attending education/courses;Upper bound 95% confidence interval;2020;0.01;40.32;43.67
1647;Total male and female;10000;Train;Attending education/courses;Upper bound 95% confidence interval;2021;0.01;37.9;42.24
1648;Total male and female;10000;Train;Attending education/courses;Upper bound 95% confidence interval;2022;0.01;38.95;43.51
1649;Total male and female;10000;Train;Attending education/courses;Upper bound 95% confidence interval;2023;0.01;40.81;45.5
1650;Total male and female;10000;Train;Leisure;Value;1999;0.02;66.83;68.11
1651;Total male and female;10000;Train;Leisure;Value;2000;0.02;66.66;67.71
1652;Total male and female;10000;Train;Leisure;Value;2001;0.02;66.35;67.45
1653;Total male and female;10000;Train;Leisure;Value;2002;0.02;66.17;67.23
1654;Total male and female;10000;Train;Leisure;Value;2003;0.02;65.61;66.86
1655;Total male and female;10000;Train;Leisure;Value;2004;0.02;65.44;67.11
1656;Total male and female;10000;Train;Leisure;Value;2005;0.01;64.93;66.74
1657;Total male and female;10000;Train;Leisure;Value;2006;0.02;64.65;66.12
1658;Total male and female;10000;Train;Leisure;Value;2007;0.02;64.27;65.9
1659;Total male and female;10000;Train;Leisure;Value;2008;0.01;64.7;65.65
1660;Total male and female;10000;Train;Leisure;Value;2009;0.02;64.86;65.79
1661;Total male and female;10000;Train;Leisure;Value;2010;0.02;64.56;65.52
1662;Total male and female;10000;Train;Leisure;Value;2011;0.02;64.14;65.36
1663;Total male and female;10000;Train;Leisure;Value;2012;0.02;63.91;65.12
1664;Total male and female;10000;Train;Leisure;Value;2013;0.02;64.24;65.27
1665;Total male and female;10000;Train;Leisure;Value;2014;0.02;64.03;65.23
1666;Total male and female;10000;Train;Leisure;Value;2015;0.02;63.64;64.5
1667;Total male and female;10000;Train;Leisure;Value;2016;0.02;64.03;64.61
1668;Total male and female;10000;Train;Leisure;Value;2017;0.02;63.88;64.1
1669;Total male and female;10000;Train;Leisure;Value;2018;0.02;62.98;63.8
1670;Total male and female;10000;Train;Leisure;Value;2019;0.02;63.31;64.06
1671;Total male and female;10000;Train;Leisure;Value;2020;0.01;62.14;63.88
1672;Total male and female;10000;Train;Leisure;Value;2021;0.01;61.6;65.39
1673;Total male and female;10000;Train;Leisure;Value;2022;0.02;60.8;63.67
1674;Total male and female;10000;Train;Leisure;Value;2023;0.02;59.98;62.43
1675;Total male and female;10000;Train;Leisure;Lower bound 95% confidence interval;1999;0.01;58.19;58.33
1676;Total male and female;10000;Train;Leisure;Lower bound 95% confidence interval;2000;0.01;58.03;58.3
1677;Total male and female;10000;Train;Leisure;Lower bound 95% confidence interval;2001;0.01;58.01;58.29
1678;Total male and female;10000;Train;Leisure;Lower bound 95% confidence interval;2002;0.01;58.49;58.45
1679;Total male and female;10000;Train;Leisure;Lower bound 95% confidence interval;2003;0.01;58.14;58.25
1680;Total male and female;10000;Train;Leisure;Lower bound 95% confidence interval;2004;0.01;58.53;59.64
1681;Total male and female;10000;Train;Leisure;Lower bound 95% confidence interval;2005;0.01;58.26;59.43
1682;Total male and female;10000;Train;Leisure;Lower bound 95% confidence interval;2006;0.01;58.12;59.33
1683;Total male and female;10000;Train;Leisure;Lower bound 95% confidence interval;2007;0.01;58.1;59.48
1684;Total male and female;10000;Train;Leisure;Lower bound 95% confidence interval;2008;0.01;58.99;59.26
1685;Total male and female;10000;Train;Leisure;Lower bound 95% confidence interval;2009;0.01;59.24;60.08
1686;Total male and female;10000;Train;Leisure;Lower bound 95% confidence interval;2010;0.01;59.57;59.84
1687;Total male and female;10000;Train;Leisure;Lower bound 95% confidence interval;2011;0.01;59.43;60.61
1688;Total male and female;10000;Train;Leisure;Lower bound 95% confidence interval;2012;0.01;59.22;60.29
1689;Total male and female;10000;Train;Leisure;Lower bound 95% confidence interval;2013;0.01;59.97;60.76
1690;Total male and female;10000;Train;Leisure;Lower bound 95% confidence interval;2014;0.02;59.91;61.1
1691;Total male and female;10000;Train;Leisure;Lower bound 95% confidence interval;2015;0.02;59.74;60.71
1692;Total male and female;10000;Train;Leisure;Lower bound 95% confidence interval;2016;0.02;60.31;60.92
1693;Total male and female;10000;Train;Leisure;Lower bound 95% confidence interval;2017;0.02;60.32;60.56
1694;Total male and female;10000;Train;Leisure;Lower bound 95% confidence interval;2018;0.02;59.46;60.47
1695;Total male and female;10000;Train;Leisure;Lower bound 95% confidence interval;2019;0.02;59.91;60.81
1696;Total male and female;10000;Train;Leisure;Lower bound 95% confidence interval;2020;0.01;56.87;59.41
1697;Total male and female;10000;Train;Leisure;Lower bound 95% confidence interval;2021;0.01;57.2;61.24
1698;Total male and female;10000;Train;Leisure;Lower bound 95% confidence interval;2022;0.02;57.78;60.6
1699;Total male and female;10000;Train;Leisure;Lower bound 95% confidence interval;2023;0.02;56.46;59.01
1700;Total male and female;10000;Train;Leisure;Upper bound 95% confidence interval;1999;0.02;76.13;78.33
1701;Total male and female;10000;Train;Leisure;Upper bound 95% confidence interval;2000;0.02;75.14;77.47
1702;Total male and female;10000;Train;Leisure;Upper bound 95% confidence interval;2001;0.02;74.25;76.75
1703;Total male and female;10000;Train;Leisure;Upper bound 95% confidence interval;2002;0.02;73.92;75.86
1704;Total male and female;10000;Train;Leisure;Upper bound 95% confidence interval;2003;0.02;72.8;74.83
1705;Total male and female;10000;Train;Leisure;Upper bound 95% confidence interval;2004;0.02;72.71;75.03
1706;Total male and female;10000;Train;Leisure;Upper bound 95% confidence interval;2005;0.02;71.64;74.04
1707;Total male and female;10000;Train;Leisure;Upper bound 95% confidence interval;2006;0.02;70.89;73.32
1708;Total male and female;10000;Train;Leisure;Upper bound 95% confidence interval;2007;0.02;70.35;72.53
1709;Total male and female;10000;Train;Leisure;Upper bound 95% confidence interval;2008;0.02;70.59;71.87
1710;Total male and female;10000;Train;Leisure;Upper bound 95% confidence interval;2009;0.02;70.34;71.75
1711;Total male and female;10000;Train;Leisure;Upper bound 95% confidence interval;2010;0.02;69.74;70.5
1712;Total male and female;10000;Train;Leisure;Upper bound 95% confidence interval;2011;0.02;68.95;70.42
1713;Total male and female;10000;Train;Leisure;Upper bound 95% confidence interval;2012;0.02;68.42;69.6
1714;Total male and female;10000;Train;Leisure;Upper bound 95% confidence interval;2013;0.02;68.6;69.57
1715;Total male and female;10000;Train;Leisure;Upper bound 95% confidence interval;2014;0.02;68.19;69.48
1716;Total male and female;10000;Train;Leisure;Upper bound 95% confidence interval;2015;0.02;67.46;68.49
1717;Total male and female;10000;Train;Leisure;Upper bound 95% confidence interval;2016;0.02;67.98;68.29
1718;Total male and female;10000;Train;Leisure;Upper bound 95% confidence interval;2017;0.02;67.91;67.89
1719;Total male and female;10000;Train;Leisure;Upper bound 95% confidence interval;2018;0.02;66.24;67.11
1720;Total male and female;10000;Train;Leisure;Upper bound 95% confidence interval;2019;0.02;66.64;67.4
1721;Total male and female;10000;Train;Leisure;Upper bound 95% confidence interval;2020;0.01;67.21;68.86
1722;Total male and female;10000;Train;Leisure;Upper bound 95% confidence interval;2021;0.01;66.1;70.05
1723;Total male and female;10000;Train;Leisure;Upper bound 95% confidence interval;2022;0.02;64.02;66.88
1724;Total male and female;10000;Train;Leisure;Upper bound 95% confidence interval;2023;0.02;63.63;66.02
1725;Total male and female;10000;Train;Other;Value;1999;0.01;67.94;60.15
1726;Total male and female;10000;Train;Other;Value;2000;0.01;67.55;60.18
1727;Total male and female;10000;Train;Other;Value;2001;0.01;66.94;59.89
1728;Total male and female;10000;Train;Other;Value;2002;0.01;65.8;59.7
1729;Total male and female;10000;Train;Other;Value;2003;0.01;64.97;59.53
1730;Total male and female;10000;Train;Other;Value;2004;0.01;64.14;59.31
1731;Total male and female;10000;Train;Other;Value;2005;0.01;63.48;59.27
1732;Total male and female;10000;Train;Other;Value;2006;0.01;62.63;58.83
1733;Total male and female;10000;Train;Other;Value;2007;0.01;62.44;58.81
1734;Total male and female;10000;Train;Other;Value;2008;0.01;62.73;58.83
1735;Total male and female;10000;Train;Other;Value;2009;0.01;62.47;58.83
1736;Total male and female;10000;Train;Other;Value;2010;0.01;62.48;59.01
1737;Total male and female;10000;Train;Other;Value;2011;0.01;61.98;58.72
1738;Total male and female;10000;Train;Other;Value;2012;0.01;61.68;58.49
1739;Total male and female;10000;Train;Other;Value;2013;0.01;62.13;58.8
1740;Total male and female;10000;Train;Other;Value;2014;0.01;62.02;58.47
1741;Total male and female;10000;Train;Other;Value;2015;0.01;61.53;58.49
1742;Total male and female;10000;Train;Other;Value;2016;0.01;61.5;58.12
1743;Total male and female;10000;Train;Other;Value;2017;0.01;61.37;57.99
1744;Total male and female;10000;Train;Other;Value;2018;0.01;61.18;57.88
1745;Total male and female;10000;Train;Other;Value;2019;0.01;60.88;57.88
1746;Total male and female;10000;Train;Other;Value;2020;0.0;55.68;53.95
1747;Total male and female;10000;Train;Other;Value;2021;0.0;54.07;53.44
1748;Total male and female;10000;Train;Other;Value;2022;0.01;55.75;55.24
1749;Total male and female;10000;Train;Other;Value;2023;0.01;56.33;56.12
1750;Total male and female;10000;Train;Other;Lower bound 95% confidence interval;1999;0.01;57.34;51.29
1751;Total male and female;10000;Train;Other;Lower bound 95% confidence interval;2000;0.01;57.15;51.16
1752;Total male and female;10000;Train;Other;Lower bound 95% confidence interval;2001;0.01;56.77;51.32
1753;Total male and female;10000;Train;Other;Lower bound 95% confidence interval;2002;0.01;56.63;51.79
1754;Total male and female;10000;Train;Other;Lower bound 95% confidence interval;2003;0.01;55.79;52.29
1755;Total male and female;10000;Train;Other;Lower bound 95% confidence interval;2004;0.01;54.89;52.26
1756;Total male and female;10000;Train;Other;Lower bound 95% confidence interval;2005;0.01;54.59;52.85
1757;Total male and female;10000;Train;Other;Lower bound 95% confidence interval;2006;0.01;53.58;52.6
1758;Total male and female;10000;Train;Other;Lower bound 95% confidence interval;2007;0.01;53.87;52.58
1759;Total male and female;10000;Train;Other;Lower bound 95% confidence interval;2008;0.01;54.35;53.02
1760;Total male and female;10000;Train;Other;Lower bound 95% confidence interval;2009;0.01;54.42;53.04
1761;Total male and female;10000;Train;Other;Lower bound 95% confidence interval;2010;0.01;55.2;53.85
1762;Total male and female;10000;Train;Other;Lower bound 95% confidence interval;2011;0.01;54.94;53.79
1763;Total male and female;10000;Train;Other;Lower bound 95% confidence interval;2012;0.01;54.92;53.76
1764;Total male and female;10000;Train;Other;Lower bound 95% confidence interval;2013;0.01;55.71;54.21
1765;Total male and female;10000;Train;Other;Lower bound 95% confidence interval;2014;0.01;55.87;54.2
1766;Total male and female;10000;Train;Other;Lower bound 95% confidence interval;2015;0.01;55.69;54.4
1767;Total male and female;10000;Train;Other;Lower bound 95% confidence interval;2016;0.01;56.27;54.24
1768;Total male and female;10000;Train;Other;Lower bound 95% confidence interval;2017;0.01;56.39;54.29
1769;Total male and female;10000;Train;Other;Lower bound 95% confidence interval;2018;0.01;56.76;54.32
