ID;BalanceSheetsAndTransactions;AssetsAndLiabilities;Sectors;Periods;Total_1;MonetaryGoldAndSpecialDrawingRights_2;Total_3;Currency_4;TransferableDeposits_5;Total_6;SavingsDepositsInEuros_7;OtherDeposits_8;Total_9;BillsAndShortTermBonds_10;LongTermBonds_11;FinancialDerivatives_12;Total_13;ShortTermLoans_14;LongTermLoans_15;Total_16;QuotedShares_17;UnquotedSharesAndOthers_18;MutualFundsShares_19;Total_20;NetEquityInLifeInsuranceReserves_21;NetEquityInPensionFundsReserves_22;OtherInsuranceTechnicalReserves_23;OtherAccountsReceivableAndPayable_24
3157;Financial transactions;Liabilities;Other financial institutions;2009 3rd quarter;79084;0;0;0;0;0;0;0;-7170;101;-7271;;13103;14404;-1301;69638;1279.0;-36449.0;104808.0;0;0;0;0;3513
3158;Financial transactions;Liabilities;Other financial institutions;2009 4th quarter;40545;0;0;0;0;0;0;0;6080;-429;6509;;-7394;-7066;-328;38282;8513.0;11041.0;18728.0;0;0;0;0;3577
3159;Financial transactions;Liabilities;Other financial institutions;2009;204092;0;0;0;0;0;0;0;45087;-1770;46857;;-100688;-7693;-92995;226250;9978.0;9748.0;206524.0;0;0;0;0;33443
3160;Financial transactions;Liabilities;Other financial institutions;2010 1st quarter;8913;0;0;0;0;0;0;0;-13649;12;-13661;;-15789;-12622;-3167;29148;10.0;9442.0;19696.0;0;0;0;0;9203
3161;Financial transactions;Liabilities;Other financial institutions;2010 2nd quarter;70497;0;0;0;0;0;0;0;-10143;-115;-10028;;31524;7990;23534;53314;3590.0;60980.0;-11256.0;0;0;0;0;-4198
3162;Financial transactions;Liabilities;Other financial institutions;2010 3rd quarter;65711;0;0;0;0;0;0;0;-2082;-41;-2041;;30115;15650;14465;22073;-73.0;22641.0;-495.0;0;0;0;0;15605
3163;Financial transactions;Liabilities;Other financial institutions;2010 4th quarter;-1317;0;0;0;0;0;0;0;667;43;624;;24647;-328;24975;-18616;15.0;-12917.0;-5714.0;0;0;0;0;-8015
3164;Financial transactions;Liabilities;Other financial institutions;2010;143804;0;0;0;0;0;0;0;-25207;-101;-25106;;70497;10690;59807;85919;3542.0;80146.0;2231.0;0;0;0;0;12595
3165;Financial transactions;Liabilities;Other financial institutions;2011 1st quarter;66045;0;0;0;0;0;0;0;-34353;1594;-35947;;44720;-3814;48534;59452;2480.0;45052.0;11920.0;0;0;0;0;-3774
3166;Financial transactions;Liabilities;Other financial institutions;2011 2nd quarter;27940;0;0;0;0;0;0;0;477;389;88;;-4998;-4651;-347;31602;934.0;16972.0;13696.0;0;0;0;0;859
3167;Financial transactions;Liabilities;Other financial institutions;2011 3rd quarter;50588;0;0;0;0;0;0;0;-3314;161;-3475;;-7293;8444;-15737;46465;263.0;22991.0;23211.0;0;0;0;0;14730
3168;Financial transactions;Liabilities;Other financial institutions;2011 4th quarter;30570;0;0;0;0;0;0;0;5393;-873;6266;;-33767;-983;-32784;49382;-41.0;71965.0;-22542.0;0;0;0;0;9562
3169;Financial transactions;Liabilities;Other financial institutions;2011;175143;0;0;0;0;0;0;0;-31797;1271;-33068;;-1338;-1004;-334;186901;3636.0;156980.0;26285.0;0;0;0;0;21377
3170;Financial transactions;Liabilities;Other financial institutions;2012 1st quarter;13233;0;0;0;0;0;0;0;-5103;-6;-5097;;-10916;-3158;-7758;26330;43.0;19977.0;6310.0;0;0;0;0;2922
3171;Financial transactions;Liabilities;Other financial institutions;2012 2nd quarter;15964;0;0;0;0;0;0;0;-11223;9;-11232;;16468;2122;14346;20203;146.0;17369.0;2688.0;0;0;0;0;-9484
3172;Financial transactions;Liabilities;Other financial institutions;2012 3rd quarter;29268;0;0;0;0;0;0;0;-10589;-25;-10564;;12838;13877;-1039;16508;171.0;9628.0;6709.0;0;0;0;0;10511
3173;Financial transactions;Liabilities;Other financial institutions;2012 4th quarter;-32970;0;0;0;0;0;0;0;-10608;-39;-10569;;294;-14599;14893;-17388;1.0;-21005.0;3616.0;0;0;0;0;-5268
3174;Financial transactions;Liabilities;Other financial institutions;2012;25495;0;0;0;0;0;0;0;-37523;-61;-37462;;18684;-1758;20442;45653;361.0;25969.0;19323.0;0;0;0;0;-1319
3175;Financial transactions;Liabilities;Other financial institutions;2013 1st quarter;633;0;0;0;0;0;0;0;-5985;150;-6135;;-6880;-3591;-3289;12448;-58.0;8906.0;3600.0;0;0;0;0;1050
3176;Financial transactions;Liabilities;Other financial institutions;2013 2nd quarter;9765;0;0;0;0;0;0;0;10944;16;10928;;-167;-4261;4094;-8445;-340.0;-8971.0;866.0;0;0;0;0;7433
3177;Financial transactions;Liabilities;Other financial institutions;2013 3rd quarter;30727;0;0;0;0;0;0;0;-8871;-967;-7904;;9935;10479;-544;26758;216.0;9392.0;17150.0;0;0;0;0;2905
3178;Financial transactions;Liabilities;Other financial institutions;2013 4th quarter;-42566;0;0;0;0;0;0;0;-17451;-83;-17368;;-20208;-38035;17827;-8584;-69.0;-14680.0;6165.0;0;0;0;0;3677
3179;Financial transactions;Liabilities;Other financial institutions;2013;-1441;0;0;0;0;0;0;0;-21363;-884;-20479;;-17320;-35408;18088;22177;-251.0;-5353.0;27781.0;0;0;0;0;15065
3180;Financial transactions;Liabilities;Insurance corporations and pension funds;1990;19685;0;0;0;0;0;0;0;0;0;0;;516;388;128;227;;;;17918;4377;12859;682;1024
3181;Financial transactions;Liabilities;Insurance corporations and pension funds;1991;20530;0;0;0;0;0;0;0;0;0;0;;392;-344;736;227;;;;19750;5468;14033;249;161
3182;Financial transactions;Liabilities;Insurance corporations and pension funds;1992;19499;0;0;0;0;0;0;0;0;0;0;;-1409;-747;-662;123;;;;20302;5055;14557;690;483
3183;Financial transactions;Liabilities;Insurance corporations and pension funds;1993;23276;0;0;0;0;0;0;0;0;0;0;;1294;342;952;222;;;;21581;5188;15039;1354;179
3184;Financial transactions;Liabilities;Insurance corporations and pension funds;1994;22176;0;0;0;0;0;0;0;0;0;0;;-26;236;-262;490;;;;22084;5408;15069;1607;-372
3185;Financial transactions;Liabilities;Insurance corporations and pension funds;1995;26576;0;0;0;0;0;0;0;0;0;0;;1108;2112;-1004;377;0.0;377.0;0.0;23659;6679;15786;1194;1432
3186;Financial transactions;Liabilities;Insurance corporations and pension funds;1996;24849;0;0;0;0;0;0;0;0;0;0;;-395;90;-485;555;0.0;555.0;0.0;24380;7430;15944;1006;309
3187;Financial transactions;Liabilities;Insurance corporations and pension funds;1997;26758;0;0;0;0;0;0;0;0;0;0;;1409;1168;241;-2250;0.0;-2250.0;0.0;25850;8002;17119;729;1749
3188;Financial transactions;Liabilities;Insurance corporations and pension funds;1998;30910;0;0;0;0;0;0;0;0;0;0;;834;883;-49;-15;0.0;-15.0;0.0;29305;8499;19012;1794;786
3189;Financial transactions;Liabilities;Insurance corporations and pension funds;1999;35251;0;0;0;0;0;0;0;661;0;661;;3156;2872;284;-1316;0.0;-1316.0;0.0;29165;8647;18524;1994;3585
3190;Financial transactions;Liabilities;Insurance corporations and pension funds;2000;22421;0;0;0;0;0;0;0;18;0;18;;-423;-1134;711;-7914;0.0;-7914.0;0.0;30179;10217;17656;2306;561
3191;Financial transactions;Liabilities;Insurance corporations and pension funds;2001;35376;0;0;0;0;0;0;0;-85;0;-85;;-447;-1185;738;222;0.0;222.0;0.0;29721;10386;18049;1286;5965
3192;Financial transactions;Liabilities;Insurance corporations and pension funds;2002;25484;0;0;0;0;0;0;0;-131;0;-131;;-758;50;-808;-151;0.0;-151.0;0.0;29780;9367;19402;1011;-3256
3193;Financial transactions;Liabilities;Insurance corporations and pension funds;2003;34373;0;0;0;0;0;0;0;-63;0;-63;;4844;3440;1404;344;0.0;344.0;0.0;32257;7616;22516;2125;-3009
3194;Financial transactions;Liabilities;Insurance corporations and pension funds;2004;30266;0;0;0;0;0;0;0;0;0;0;;-8504;-2638;-5866;389;0.0;389.0;0.0;32604;7450;23137;2017;5777
3195;Financial transactions;Liabilities;Insurance corporations and pension funds;2005 1st quarter;14036;0;0;0;0;0;0;0;0;0;0;;2105;2957;-852;36;0.0;36.0;0.0;6886;1498;4762;626;5009
3196;Financial transactions;Liabilities;Insurance corporations and pension funds;2005 2nd quarter;17011;0;0;0;0;0;0;0;0;0;0;;1728;1330;398;64;0.0;64.0;0.0;12352;2905;8007;1440;2867
3197;Financial transactions;Liabilities;Insurance corporations and pension funds;2005 3rd quarter;12378;0;0;0;0;0;0;0;0;0;0;;322;-145;467;-81;0.0;-81.0;0.0;8506;1876;5663;967;3631
3198;Financial transactions;Liabilities;Insurance corporations and pension funds;2005 4th quarter;7887;0;0;0;0;0;0;0;0;0;0;;1265;1058;207;-83;0.0;-83.0;0.0;8605;2023;5576;1006;-1900
3199;Financial transactions;Liabilities;Insurance corporations and pension funds;2005;51312;0;0;0;0;0;0;0;0;0;0;;5420;5200;220;-64;0.0;-64.0;0.0;36349;8302;24008;4039;9607
3200;Financial transactions;Liabilities;Insurance corporations and pension funds;2006 1st quarter;14248;0;0;0;0;0;0;0;0;0;0;;6231;6313;-82;1323;0.0;1323.0;0.0;5562;1025;4859;-322;1132
3201;Financial transactions;Liabilities;Insurance corporations and pension funds;2006 2nd quarter;13896;0;0;0;0;0;0;0;0;0;0;;5105;5267;-162;352;0.0;352.0;0.0;6549;1976;7369;-2796;1890
3202;Financial transactions;Liabilities;Insurance corporations and pension funds;2006 3rd quarter;12071;0;0;0;0;0;0;0;0;0;0;;7275;7272;3;1202;0.0;1202.0;0.0;4246;1479;5695;-2928;-652
3203;Financial transactions;Liabilities;Insurance corporations and pension funds;2006 4th quarter;6183;0;0;0;0;0;0;0;0;0;0;;3978;4047;-69;-742;0.0;-742.0;0.0;1959;-236;3356;-1161;988
3204;Financial transactions;Liabilities;Insurance corporations and pension funds;2006;46398;0;0;0;0;0;0;0;0;0;0;;22589;22899;-310;2135;0.0;2135.0;0.0;18316;4244;21279;-7207;3358
3205;Financial transactions;Liabilities;Insurance corporations and pension funds;2007 1st quarter;8565;0;0;0;0;0;0;0;0;0;0;;-2349;-4536;2187;-1160;0.0;-1160.0;0.0;9091;2088;6235;768;2983
3206;Financial transactions;Liabilities;Insurance corporations and pension funds;2007 2nd quarter;6514;0;0;0;0;0;0;0;0;0;0;;-924;-1508;584;-1079;0.0;-1079.0;0.0;7826;1552;7427;-1153;691
3207;Financial transactions;Liabilities;Insurance corporations and pension funds;2007 3rd quarter;-2380;0;0;0;0;0;0;0;0;0;0;;-7953;-8677;724;1391;0.0;1391.0;0.0;2437;-1037;4620;-1146;1745
3208;Financial transactions;Liabilities;Insurance corporations and pension funds;2007 4th quarter;-949;0;0;0;0;0;0;0;0;0;0;;-670;-342;-328;-4181;0.0;-4181.0;0.0;2736;-820;4325;-769;1166
3209;Financial transactions;Liabilities;Insurance corporations and pension funds;2007;11750;0;0;0;0;0;0;0;0;0;0;;-11896;-15063;3167;-5029;0.0;-5029.0;0.0;22090;1783;22607;-2300;6585
3210;Financial transactions;Liabilities;Insurance corporations and pension funds;2008 1st quarter;30504;0;0;0;0;0;0;0;0;0;0;;20522;20412;110;1900;0.0;1900.0;0.0;9536;452;6365;2719;-1454
3211;Financial transactions;Liabilities;Insurance corporations and pension funds;2008 2nd quarter;1691;0;0;0;0;0;0;0;0;0;0;;-11231;-8539;-2692;1371;0.0;1371.0;0.0;8704;360;7435;909;2847
3212;Financial transactions;Liabilities;Insurance corporations and pension funds;2008 3rd quarter;3570;0;0;0;0;0;0;0;0;0;0;;-186;1508;-1694;1393;0.0;1393.0;0.0;6822;1342;5413;67;-4459
3213;Financial transactions;Liabilities;Insurance corporations and pension funds;2008 4th quarter;31010;0;0;0;0;0;0;0;0;0;0;;24591;23066;1525;836;0.0;836.0;0.0;5875;226;4868;781;-292
3214;Financial transactions;Liabilities;Insurance corporations and pension funds;2008;66775;0;0;0;0;0;0;0;0;0;0;;33696;36447;-2751;5500;0.0;5500.0;0.0;30937;2380;24081;4476;-3358
3215;Financial transactions;Liabilities;Insurance corporations and pension funds;2009 1st quarter;1710;0;0;0;0;0;0;0;120;0;120;;-6743;-5520;-1223;205;0.0;205.0;0.0;8096;97;5716;2283;32
3216;Financial transactions;Liabilities;Insurance corporations and pension funds;2009 2nd quarter;533;0;0;0;0;0;0;0;162;0;162;;-810;-1123;313;871;0.0;871.0;0.0;5062;-74;5758;-622;-4752
3217;Financial transactions;Liabilities;Insurance corporations and pension funds;2009 3rd quarter;3681;0;0;0;0;0;0;0;148;0;148;;2472;3389;-917;207;0.0;207.0;0.0;4197;823;4069;-695;-3343
3218;Financial transactions;Liabilities;Insurance corporations and pension funds;2009 4th quarter;1934;0;0;0;0;0;0;0;219;0;219;;-3294;-2994;-300;523;0.0;523.0;0.0;3433;-126;4690;-1131;1053
3219;Financial transactions;Liabilities;Insurance corporations and pension funds;2009;7858;0;0;0;0;0;0;0;649;0;649;;-8375;-6248;-2127;1806;0.0;1806.0;0.0;20788;720;20233;-165;-7010
3220;Financial transactions;Liabilities;Insurance corporations and pension funds;2010 1st quarter;2972;0;0;0;0;0;0;0;43;0;43;;-7126;-7816;690;522;0.0;522.0;0.0;7077;1361;4540;1176;2456
3221;Financial transactions;Liabilities;Insurance corporations and pension funds;2010 2nd quarter;2559;0;0;0;0;0;0;0;34;0;34;;-7279;-7031;-248;268;0.0;268.0;0.0;2254;-876;3458;-328;7282
3222;Financial transactions;Liabilities;Insurance corporations and pension funds;2010 3rd quarter;9975;0;0;0;0;0;0;0;33;0;33;;1705;810;895;520;0.0;520.0;0.0;3079;-88;3332;-165;4638
3223;Financial transactions;Liabilities;Insurance corporations and pension funds;2010 4th quarter;-10577;0;0;0;0;0;0;0;33;0;33;;-4033;-3906;-127;533;0.0;533.0;0.0;919;-2359;3565;-287;-8029
3224;Financial transactions;Liabilities;Insurance corporations and pension funds;2010;4929;0;0;0;0;0;0;0;143;0;143;;-16733;-17943;1210;1843;0.0;1843.0;0.0;13329;-1962;14895;396;6347
3225;Financial transactions;Liabilities;Insurance corporations and pension funds;2011 1st quarter;12768;0;0;0;0;0;0;0;0;0;0;;-1805;-1458;-347;619;0.0;619.0;0.0;9037;750;4791;3496;4917
3226;Financial transactions;Liabilities;Insurance corporations and pension funds;2011 2nd quarter;2879;0;0;0;0;0;0;0;397;0;397;;-3374;-5332;1958;650;0.0;650.0;0.0;3601;-687;4432;-144;1605
3227;Financial transactions;Liabilities;Insurance corporations and pension funds;2011 3rd quarter;9249;0;0;0;0;0;0;0;88;0;88;;241;828;-587;660;0.0;660.0;0.0;3410;-1439;5137;-288;4850
