ID;TypeGefailleerde;Perioden;UitgesprokenFaillissementen_1
2232;Natuurlijke personen met eenmanszaak;2023 december;31
2233;Natuurlijke personen met eenmanszaak;2023 4e kwartaal;107
2234;Natuurlijke personen met eenmanszaak;2023;401
2235;Natuurlijke personen met eenmanszaak;2024 januari;57
2236;Natuurlijke personen met eenmanszaak;2024 februari;29
2237;Natuurlijke personen met eenmanszaak;2024 maart;41
2238;Natuurlijke personen met eenmanszaak;2024 1e kwartaal;127
2239;Natuurlijke personen met eenmanszaak;2024 april;50
2240;Natuurlijke personen met eenmanszaak;2024 mei;28
2241;Natuurlijke personen met eenmanszaak;2024 juni;34
2242;Natuurlijke personen met eenmanszaak;2024 2e kwartaal;112
2243;Natuurlijke personen met eenmanszaak;2024 juli;51
2244;Natuurlijke personen met eenmanszaak;2024 augustus;37
2245;Natuurlijke personen met eenmanszaak;2024 september;47
2246;Natuurlijke personen met eenmanszaak;2024 3e kwartaal;135
2247;Natuurlijke personen met eenmanszaak;2024 oktober;42
2248;Natuurlijke personen met eenmanszaak;2024 november;39
2249;Natuurlijke personen met eenmanszaak;2024 december;33
2250;Natuurlijke personen met eenmanszaak;2024 4e kwartaal;114
2251;Natuurlijke personen met eenmanszaak;2024;488
2252;Natuurlijke personen met eenmanszaak;2025 januari;45
2253;Natuurlijke personen met eenmanszaak;2025 februari;24
2254;Natuurlijke personen met eenmanszaak;2025 maart;35
2255;Natuurlijke personen met eenmanszaak;2025 1e kwartaal;104
2256;Bedrijven en instellingen;1981 januari;213
2257;Bedrijven en instellingen;1981 februari;264
2258;Bedrijven en instellingen;1981 maart;239
2259;Bedrijven en instellingen;1981 1e kwartaal;716
2260;Bedrijven en instellingen;1981 april;274
2261;Bedrijven en instellingen;1981 mei;238
2262;Bedrijven en instellingen;1981 juni;243
2263;Bedrijven en instellingen;1981 2e kwartaal;755
2264;Bedrijven en instellingen;1981 juli;306
2265;Bedrijven en instellingen;1981 augustus;211
2266;Bedrijven en instellingen;1981 september;318
2267;Bedrijven en instellingen;1981 3e kwartaal;835
2268;Bedrijven en instellingen;1981 oktober;311
2269;Bedrijven en instellingen;1981 november;285
2270;Bedrijven en instellingen;1981 december;299
2271;Bedrijven en instellingen;1981 4e kwartaal;895
2272;Bedrijven en instellingen;1981;3201
2273;Bedrijven en instellingen;1982 januari;301
2274;Bedrijven en instellingen;1982 februari;350
2275;Bedrijven en instellingen;1982 maart;399
2276;Bedrijven en instellingen;1982 1e kwartaal;1050
2277;Bedrijven en instellingen;1982 april;339
2278;Bedrijven en instellingen;1982 mei;251
2279;Bedrijven en instellingen;1982 juni;345
2280;Bedrijven en instellingen;1982 2e kwartaal;935
2281;Bedrijven en instellingen;1982 juli;306
2282;Bedrijven en instellingen;1982 augustus;271
2283;Bedrijven en instellingen;1982 september;338
2284;Bedrijven en instellingen;1982 3e kwartaal;915
2285;Bedrijven en instellingen;1982 oktober;357
2286;Bedrijven en instellingen;1982 november;347
2287;Bedrijven en instellingen;1982 december;332
2288;Bedrijven en instellingen;1982 4e kwartaal;1036
2289;Bedrijven en instellingen;1982;3936
2290;Bedrijven en instellingen;1983 januari;296
2291;Bedrijven en instellingen;1983 februari;285
2292;Bedrijven en instellingen;1983 maart;401
2293;Bedrijven en instellingen;1983 1e kwartaal;982
2294;Bedrijven en instellingen;1983 april;268
2295;Bedrijven en instellingen;1983 mei;286
2296;Bedrijven en instellingen;1983 juni;332
2297;Bedrijven en instellingen;1983 2e kwartaal;886
2298;Bedrijven en instellingen;1983 juli;213
2299;Bedrijven en instellingen;1983 augustus;297
2300;Bedrijven en instellingen;1983 september;267
2301;Bedrijven en instellingen;1983 3e kwartaal;777
2302;Bedrijven en instellingen;1983 oktober;214
2303;Bedrijven en instellingen;1983 november;241
2304;Bedrijven en instellingen;1983 december;206
2305;Bedrijven en instellingen;1983 4e kwartaal;661
2306;Bedrijven en instellingen;1983;3306
2307;Bedrijven en instellingen;1984 januari;240
2308;Bedrijven en instellingen;1984 februari;278
2309;Bedrijven en instellingen;1984 maart;258
2310;Bedrijven en instellingen;1984 1e kwartaal;776
2311;Bedrijven en instellingen;1984 april;198
2312;Bedrijven en instellingen;1984 mei;243
2313;Bedrijven en instellingen;1984 juni;217
2314;Bedrijven en instellingen;1984 2e kwartaal;658
2315;Bedrijven en instellingen;1984 juli;188
2316;Bedrijven en instellingen;1984 augustus;241
2317;Bedrijven en instellingen;1984 september;208
2318;Bedrijven en instellingen;1984 3e kwartaal;637
2319;Bedrijven en instellingen;1984 oktober;217
2320;Bedrijven en instellingen;1984 november;195
2321;Bedrijven en instellingen;1984 december;156
2322;Bedrijven en instellingen;1984 4e kwartaal;568
2323;Bedrijven en instellingen;1984;2639
2324;Bedrijven en instellingen;1985 januari;213
2325;Bedrijven en instellingen;1985 februari;207
2326;Bedrijven en instellingen;1985 maart;245
2327;Bedrijven en instellingen;1985 1e kwartaal;665
2328;Bedrijven en instellingen;1985 april;191
2329;Bedrijven en instellingen;1985 mei;216
2330;Bedrijven en instellingen;1985 juni;184
2331;Bedrijven en instellingen;1985 2e kwartaal;591
2332;Bedrijven en instellingen;1985 juli;194
2333;Bedrijven en instellingen;1985 augustus;161
2334;Bedrijven en instellingen;1985 september;184
2335;Bedrijven en instellingen;1985 3e kwartaal;539
2336;Bedrijven en instellingen;1985 oktober;219
2337;Bedrijven en instellingen;1985 november;193
2338;Bedrijven en instellingen;1985 december;151
2339;Bedrijven en instellingen;1985 4e kwartaal;563
2340;Bedrijven en instellingen;1985;2358
2341;Bedrijven en instellingen;1986 januari;169
2342;Bedrijven en instellingen;1986 februari;124
2343;Bedrijven en instellingen;1986 maart;189
2344;Bedrijven en instellingen;1986 1e kwartaal;482
2345;Bedrijven en instellingen;1986 april;154
2346;Bedrijven en instellingen;1986 mei;148
2347;Bedrijven en instellingen;1986 juni;164
2348;Bedrijven en instellingen;1986 2e kwartaal;466
2349;Bedrijven en instellingen;1986 juli;138
2350;Bedrijven en instellingen;1986 augustus;147
2351;Bedrijven en instellingen;1986 september;183
2352;Bedrijven en instellingen;1986 3e kwartaal;468
2353;Bedrijven en instellingen;1986 oktober;157
2354;Bedrijven en instellingen;1986 november;192
2355;Bedrijven en instellingen;1986 december;153
2356;Bedrijven en instellingen;1986 4e kwartaal;502
2357;Bedrijven en instellingen;1986;1918
2358;Bedrijven en instellingen;1987 januari;124
2359;Bedrijven en instellingen;1987 februari;156
2360;Bedrijven en instellingen;1987 maart;149
2361;Bedrijven en instellingen;1987 1e kwartaal;429
2362;Bedrijven en instellingen;1987 april;152
2363;Bedrijven en instellingen;1987 mei;122
2364;Bedrijven en instellingen;1987 juni;114
2365;Bedrijven en instellingen;1987 2e kwartaal;388
2366;Bedrijven en instellingen;1987 juli;162
2367;Bedrijven en instellingen;1987 augustus;115
2368;Bedrijven en instellingen;1987 september;165
2369;Bedrijven en instellingen;1987 3e kwartaal;442
2370;Bedrijven en instellingen;1987 oktober;121
2371;Bedrijven en instellingen;1987 november;109
2372;Bedrijven en instellingen;1987 december;151
2373;Bedrijven en instellingen;1987 4e kwartaal;381
2374;Bedrijven en instellingen;1987;1640
2375;Bedrijven en instellingen;1988 januari;109
2376;Bedrijven en instellingen;1988 februari;153
2377;Bedrijven en instellingen;1988 maart;173
2378;Bedrijven en instellingen;1988 1e kwartaal;435
2379;Bedrijven en instellingen;1988 april;121
2380;Bedrijven en instellingen;1988 mei;166
2381;Bedrijven en instellingen;1988 juni;169
2382;Bedrijven en instellingen;1988 2e kwartaal;456
2383;Bedrijven en instellingen;1988 juli;129
2384;Bedrijven en instellingen;1988 augustus;131
2385;Bedrijven en instellingen;1988 september;115
2386;Bedrijven en instellingen;1988 3e kwartaal;375
2387;Bedrijven en instellingen;1988 oktober;137
2388;Bedrijven en instellingen;1988 november;155
2389;Bedrijven en instellingen;1988 december;117
2390;Bedrijven en instellingen;1988 4e kwartaal;409
2391;Bedrijven en instellingen;1988;1675
2392;Bedrijven en instellingen;1989 januari;154
2393;Bedrijven en instellingen;1989 februari;115
2394;Bedrijven en instellingen;1989 maart;159
2395;Bedrijven en instellingen;1989 1e kwartaal;428
2396;Bedrijven en instellingen;1989 april;125
2397;Bedrijven en instellingen;1989 mei;115
2398;Bedrijven en instellingen;1989 juni;139
2399;Bedrijven en instellingen;1989 2e kwartaal;379
2400;Bedrijven en instellingen;1989 juli;115
2401;Bedrijven en instellingen;1989 augustus;127
2402;Bedrijven en instellingen;1989 september;133
2403;Bedrijven en instellingen;1989 3e kwartaal;375
2404;Bedrijven en instellingen;1989 oktober;122
2405;Bedrijven en instellingen;1989 november;147
2406;Bedrijven en instellingen;1989 december;110
2407;Bedrijven en instellingen;1989 4e kwartaal;379
2408;Bedrijven en instellingen;1989;1561
2409;Bedrijven en instellingen;1990 januari;146
2410;Bedrijven en instellingen;1990 februari;102
2411;Bedrijven en instellingen;1990 maart;129
2412;Bedrijven en instellingen;1990 1e kwartaal;377
2413;Bedrijven en instellingen;1990 april;124
2414;Bedrijven en instellingen;1990 mei;151
2415;Bedrijven en instellingen;1990 juni;129
2416;Bedrijven en instellingen;1990 2e kwartaal;404
2417;Bedrijven en instellingen;1990 juli;119
2418;Bedrijven en instellingen;1990 augustus;111
2419;Bedrijven en instellingen;1990 september;148
2420;Bedrijven en instellingen;1990 3e kwartaal;378
2421;Bedrijven en instellingen;1990 oktober;140
2422;Bedrijven en instellingen;1990 november;138
2423;Bedrijven en instellingen;1990 december;90
2424;Bedrijven en instellingen;1990 4e kwartaal;368
2425;Bedrijven en instellingen;1990;1527
2426;Bedrijven en instellingen;1991 januari;131
2427;Bedrijven en instellingen;1991 februari;144
2428;Bedrijven en instellingen;1991 maart;153
2429;Bedrijven en instellingen;1991 1e kwartaal;428
2430;Bedrijven en instellingen;1991 april;139
2431;Bedrijven en instellingen;1991 mei;161
2432;Bedrijven en instellingen;1991 juni;156
2433;Bedrijven en instellingen;1991 2e kwartaal;456
2434;Bedrijven en instellingen;1991 juli;164
2435;Bedrijven en instellingen;1991 augustus;146
2436;Bedrijven en instellingen;1991 september;148
2437;Bedrijven en instellingen;1991 3e kwartaal;458
2438;Bedrijven en instellingen;1991 oktober;207
2439;Bedrijven en instellingen;1991 november;205
2440;Bedrijven en instellingen;1991 december;199
2441;Bedrijven en instellingen;1991 4e kwartaal;611
2442;Bedrijven en instellingen;1991;1953
2443;Bedrijven en instellingen;1992 januari;177
2444;Bedrijven en instellingen;1992 februari;154
2445;Bedrijven en instellingen;1992 maart;202
2446;Bedrijven en instellingen;1992 1e kwartaal;533
2447;Bedrijven en instellingen;1992 april;209
2448;Bedrijven en instellingen;1992 mei;183
2449;Bedrijven en instellingen;1992 juni;185
2450;Bedrijven en instellingen;1992 2e kwartaal;577
2451;Bedrijven en instellingen;1992 juli;194
2452;Bedrijven en instellingen;1992 augustus;151
2453;Bedrijven en instellingen;1992 september;266
2454;Bedrijven en instellingen;1992 3e kwartaal;611
2455;Bedrijven en instellingen;1992 oktober;272
2456;Bedrijven en instellingen;1992 november;242
2457;Bedrijven en instellingen;1992 december;266
2458;Bedrijven en instellingen;1992 4e kwartaal;780
2459;Bedrijven en instellingen;1992;2501
2460;Bedrijven en instellingen;1993 januari;221
2461;Bedrijven en instellingen;1993 februari;233
2462;Bedrijven en instellingen;1993 maart;354
2463;Bedrijven en instellingen;1993 1e kwartaal;808
2464;Bedrijven en instellingen;1993 april;258
2465;Bedrijven en instellingen;1993 mei;283
2466;Bedrijven en instellingen;1993 juni;302
2467;Bedrijven en instellingen;1993 2e kwartaal;843
2468;Bedrijven en instellingen;1993 juli;316
2469;Bedrijven en instellingen;1993 augustus;271
2470;Bedrijven en instellingen;1993 september;322
2471;Bedrijven en instellingen;1993 3e kwartaal;909
2472;Bedrijven en instellingen;1993 oktober;236
2473;Bedrijven en instellingen;1993 november;282
2474;Bedrijven en instellingen;1993 december;286
2475;Bedrijven en instellingen;1993 4e kwartaal;804
2476;Bedrijven en instellingen;1993;3364
2477;Bedrijven en instellingen;1994 januari;263
2478;Bedrijven en instellingen;1994 februari;262
2479;Bedrijven en instellingen;1994 maart;324
2480;Bedrijven en instellingen;1994 1e kwartaal;849
2481;Bedrijven en instellingen;1994 april;239
2482;Bedrijven en instellingen;1994 mei;214
2483;Bedrijven en instellingen;1994 juni;341
2484;Bedrijven en instellingen;1994 2e kwartaal;794
2485;Bedrijven en instellingen;1994 juli;233
2486;Bedrijven en instellingen;1994 augustus;287
2487;Bedrijven en instellingen;1994 september;259
2488;Bedrijven en instellingen;1994 3e kwartaal;779
2489;Bedrijven en instellingen;1994 oktober;233
2490;Bedrijven en instellingen;1994 november;298
2491;Bedrijven en instellingen;1994 december;207
2492;Bedrijven en instellingen;1994 4e kwartaal;738
2493;Bedrijven en instellingen;1994;3160
2494;Bedrijven en instellingen;1995 januari;224
2495;Bedrijven en instellingen;1995 februari;204
2496;Bedrijven en instellingen;1995 maart;246
2497;Bedrijven en instellingen;1995 1e kwartaal;674
2498;Bedrijven en instellingen;1995 april;213
2499;Bedrijven en instellingen;1995 mei;226
2500;Bedrijven en instellingen;1995 juni;236
2501;Bedrijven en instellingen;1995 2e kwartaal;675
2502;Bedrijven en instellingen;1995 juli;240
2503;Bedrijven en instellingen;1995 augustus;237
2504;Bedrijven en instellingen;1995 september;262
2505;Bedrijven en instellingen;1995 3e kwartaal;739
2506;Bedrijven en instellingen;1995 oktober;258
2507;Bedrijven en instellingen;1995 november;239
2508;Bedrijven en instellingen;1995 december;187
2509;Bedrijven en instellingen;1995 4e kwartaal;684
2510;Bedrijven en instellingen;1995;2772
2511;Bedrijven en instellingen;1996 januari;217
2512;Bedrijven en instellingen;1996 februari;204
2513;Bedrijven en instellingen;1996 maart;228
2514;Bedrijven en instellingen;1996 1e kwartaal;649
2515;Bedrijven en instellingen;1996 april;207
2516;Bedrijven en instellingen;1996 mei;228
2517;Bedrijven en instellingen;1996 juni;222
2518;Bedrijven en instellingen;1996 2e kwartaal;657
2519;Bedrijven en instellingen;1996 juli;216
2520;Bedrijven en instellingen;1996 augustus;206
2521;Bedrijven en instellingen;1996 september;227
2522;Bedrijven en instellingen;1996 3e kwartaal;649
2523;Bedrijven en instellingen;1996 oktober;277
2524;Bedrijven en instellingen;1996 november;187
2525;Bedrijven en instellingen;1996 december;216
2526;Bedrijven en instellingen;1996 4e kwartaal;680
2527;Bedrijven en instellingen;1996;2635
2528;Bedrijven en instellingen;1997 januari;250
2529;Bedrijven en instellingen;1997 februari;225
2530;Bedrijven en instellingen;1997 maart;207
2531;Bedrijven en instellingen;1997 1e kwartaal;682
2532;Bedrijven en instellingen;1997 april;223
2533;Bedrijven en instellingen;1997 mei;232
2534;Bedrijven en instellingen;1997 juni;216
2535;Bedrijven en instellingen;1997 2e kwartaal;671
2536;Bedrijven en instellingen;1997 juli;251
2537;Bedrijven en instellingen;1997 augustus;177
2538;Bedrijven en instellingen;1997 september;212
2539;Bedrijven en instellingen;1997 3e kwartaal;640
2540;Bedrijven en instellingen;1997 oktober;250
2541;Bedrijven en instellingen;1997 november;240
2542;Bedrijven en instellingen;1997 december;198
2543;Bedrijven en instellingen;1997 4e kwartaal;688
2544;Bedrijven en instellingen;1997;2681
2545;Bedrijven en instellingen;1998 januari;189
2546;Bedrijven en instellingen;1998 februari;201
2547;Bedrijven en instellingen;1998 maart;253
2548;Bedrijven en instellingen;1998 1e kwartaal;643
2549;Bedrijven en instellingen;1998 april;248
2550;Bedrijven en instellingen;1998 mei;164
2551;Bedrijven en instellingen;1998 juni;205
2552;Bedrijven en instellingen;1998 2e kwartaal;617
2553;Bedrijven en instellingen;1998 juli;211
2554;Bedrijven en instellingen;1998 augustus;152
2555;Bedrijven en instellingen;1998 september;261
2556;Bedrijven en instellingen;1998 3e kwartaal;624
2557;Bedrijven en instellingen;1998 oktober;183
2558;Bedrijven en instellingen;1998 november;192
2559;Bedrijven en instellingen;1998 december;211
2560;Bedrijven en instellingen;1998 4e kwartaal;586
2561;Bedrijven en instellingen;1998;2470
2562;Bedrijven en instellingen;1999 januari;153
2563;Bedrijven en instellingen;1999 februari;203
2564;Bedrijven en instellingen;1999 maart;245
2565;Bedrijven en instellingen;1999 1e kwartaal;601
2566;Bedrijven en instellingen;1999 april;206
2567;Bedrijven en instellingen;1999 mei;175
2568;Bedrijven en instellingen;1999 juni;230
2569;Bedrijven en instellingen;1999 2e kwartaal;611
2570;Bedrijven en instellingen;1999 juli;166
2571;Bedrijven en instellingen;1999 augustus;157
2572;Bedrijven en instellingen;1999 september;199
2573;Bedrijven en instellingen;1999 3e kwartaal;522
2574;Bedrijven en instellingen;1999 oktober;175
2575;Bedrijven en instellingen;1999 november;204
2576;Bedrijven en instellingen;1999 december;200
2577;Bedrijven en instellingen;1999 4e kwartaal;579
2578;Bedrijven en instellingen;1999;2313
2579;Bedrijven en instellingen;2000 januari;172
2580;Bedrijven en instellingen;2000 februari;207
2581;Bedrijven en instellingen;2000 maart;207
2582;Bedrijven en instellingen;2000 1e kwartaal;586
2583;Bedrijven en instellingen;2000 april;170
2584;Bedrijven en instellingen;2000 mei;229
2585;Bedrijven en instellingen;2000 juni;205
2586;Bedrijven en instellingen;2000 2e kwartaal;604
2587;Bedrijven en instellingen;2000 juli;213
2588;Bedrijven en instellingen;2000 augustus;248
2589;Bedrijven en instellingen;2000 september;200
2590;Bedrijven en instellingen;2000 3e kwartaal;661
2591;Bedrijven en instellingen;2000 oktober;268
2592;Bedrijven en instellingen;2000 november;301
2593;Bedrijven en instellingen;2000 december;201
2594;Bedrijven en instellingen;2000 4e kwartaal;770
2595;Bedrijven en instellingen;2000;2621
2596;Bedrijven en instellingen;2001 januari;251
2597;Bedrijven en instellingen;2001 februari;261
2598;Bedrijven en instellingen;2001 maart;239
2599;Bedrijven en instellingen;2001 1e kwartaal;751
2600;Bedrijven en instellingen;2001 april;234
2601;Bedrijven en instellingen;2001 mei;328
2602;Bedrijven en instellingen;2001 juni;239
2603;Bedrijven en instellingen;2001 2e kwartaal;801
2604;Bedrijven en instellingen;2001 juli;304
2605;Bedrijven en instellingen;2001 augustus;296
2606;Bedrijven en instellingen;2001 september;265
2607;Bedrijven en instellingen;2001 3e kwartaal;865
2608;Bedrijven en instellingen;2001 oktober;333
2609;Bedrijven en instellingen;2001 november;314
2610;Bedrijven en instellingen;2001 december;269
2611;Bedrijven en instellingen;2001 4e kwartaal;916
2612;Bedrijven en instellingen;2001;3333
2613;Bedrijven en instellingen;2002 januari;348
2614;Bedrijven en instellingen;2002 februari;296
2615;Bedrijven en instellingen;2002 maart;307
2616;Bedrijven en instellingen;2002 1e kwartaal;951
2617;Bedrijven en instellingen;2002 april;283
2618;Bedrijven en instellingen;2002 mei;328
2619;Bedrijven en instellingen;2002 juni;329
2620;Bedrijven en instellingen;2002 2e kwartaal;940
2621;Bedrijven en instellingen;2002 juli;454
2622;Bedrijven en instellingen;2002 augustus;284
2623;Bedrijven en instellingen;2002 september;340
2624;Bedrijven en instellingen;2002 3e kwartaal;1078
2625;Bedrijven en instellingen;2002 oktober;439
2626;Bedrijven en instellingen;2002 november;340
2627;Bedrijven en instellingen;2002 december;337
2628;Bedrijven en instellingen;2002 4e kwartaal;1116
2629;Bedrijven en instellingen;2002;4085
2630;Bedrijven en instellingen;2003 januari;379
2631;Bedrijven en instellingen;2003 februari;399
2632;Bedrijven en instellingen;2003 maart;367
2633;Bedrijven en instellingen;2003 1e kwartaal;1145
2634;Bedrijven en instellingen;2003 april;493
2635;Bedrijven en instellingen;2003 mei;482
2636;Bedrijven en instellingen;2003 juni;455
2637;Bedrijven en instellingen;2003 2e kwartaal;1430
2638;Bedrijven en instellingen;2003 juli;467
2639;Bedrijven en instellingen;2003 augustus;335
2640;Bedrijven en instellingen;2003 september;512
2641;Bedrijven en instellingen;2003 3e kwartaal;1314
2642;Bedrijven en instellingen;2003 oktober;496
2643;Bedrijven en instellingen;2003 november;413
2644;Bedrijven en instellingen;2003 december;437
2645;Bedrijven en instellingen;2003 4e kwartaal;1346
2646;Bedrijven en instellingen;2003;5235
2647;Bedrijven en instellingen;2004 januari;422
2648;Bedrijven en instellingen;2004 februari;437
2649;Bedrijven en instellingen;2004 maart;559
2650;Bedrijven en instellingen;2004 1e kwartaal;1418
2651;Bedrijven en instellingen;2004 april;361
2652;Bedrijven en instellingen;2004 mei;393
2653;Bedrijven en instellingen;2004 juni;506
2654;Bedrijven en instellingen;2004 2e kwartaal;1260
2655;Bedrijven en instellingen;2004 juli;414
2656;Bedrijven en instellingen;2004 augustus;451
2657;Bedrijven en instellingen;2004 september;448
2658;Bedrijven en instellingen;2004 3e kwartaal;1313
2659;Bedrijven en instellingen;2004 oktober;386
2660;Bedrijven en instellingen;2004 november;458
2661;Bedrijven en instellingen;2004 december;432
2662;Bedrijven en instellingen;2004 4e kwartaal;1276
2663;Bedrijven en instellingen;2004;5267
2664;Bedrijven en instellingen;2005 januari;410
2665;Bedrijven en instellingen;2005 februari;460
2666;Bedrijven en instellingen;2005 maart;505
2667;Bedrijven en instellingen;2005 1e kwartaal;1375
2668;Bedrijven en instellingen;2005 april;418
2669;Bedrijven en instellingen;2005 mei;394
2670;Bedrijven en instellingen;2005 juni;435
2671;Bedrijven en instellingen;2005 2e kwartaal;1247
2672;Bedrijven en instellingen;2005 juli;388
2673;Bedrijven en instellingen;2005 augustus;399
2674;Bedrijven en instellingen;2005 september;447
2675;Bedrijven en instellingen;2005 3e kwartaal;1234
2676;Bedrijven en instellingen;2005 oktober;382
2677;Bedrijven en instellingen;2005 november;483
2678;Bedrijven en instellingen;2005 december;362
2679;Bedrijven en instellingen;2005 4e kwartaal;1227
2680;Bedrijven en instellingen;2005;5083
2681;Bedrijven en instellingen;2006 januari;424
2682;Bedrijven en instellingen;2006 februari;395
2683;Bedrijven en instellingen;2006 maart;402
2684;Bedrijven en instellingen;2006 1e kwartaal;1221
2685;Bedrijven en instellingen;2006 april;365
2686;Bedrijven en instellingen;2006 mei;387
2687;Bedrijven en instellingen;2006 juni;346
2688;Bedrijven en instellingen;2006 2e kwartaal;1098
2689;Bedrijven en instellingen;2006 juli;325
2690;Bedrijven en instellingen;2006 augustus;348
2691;Bedrijven en instellingen;2006 september;309
2692;Bedrijven en instellingen;2006 3e kwartaal;982
2693;Bedrijven en instellingen;2006 oktober;323
2694;Bedrijven en instellingen;2006 november;322
2695;Bedrijven en instellingen;2006 december;282
2696;Bedrijven en instellingen;2006 4e kwartaal;927
2697;Bedrijven en instellingen;2006;4228
2698;Bedrijven en instellingen;2007 januari;383
2699;Bedrijven en instellingen;2007 februari;268
2700;Bedrijven en instellingen;2007 maart;273
2701;Bedrijven en instellingen;2007 1e kwartaal;924
2702;Bedrijven en instellingen;2007 april;288
2703;Bedrijven en instellingen;2007 mei;326
2704;Bedrijven en instellingen;2007 juni;252
2705;Bedrijven en instellingen;2007 2e kwartaal;866
2706;Bedrijven en instellingen;2007 juli;308
2707;Bedrijven en instellingen;2007 augustus;308
2708;Bedrijven en instellingen;2007 september;319
2709;Bedrijven en instellingen;2007 3e kwartaal;935
2710;Bedrijven en instellingen;2007 oktober;336
2711;Bedrijven en instellingen;2007 november;298
2712;Bedrijven en instellingen;2007 december;230
2713;Bedrijven en instellingen;2007 4e kwartaal;864
2714;Bedrijven en instellingen;2007;3589
2715;Bedrijven en instellingen;2008 januari;291
2716;Bedrijven en instellingen;2008 februari;295
2717;Bedrijven en instellingen;2008 maart;259
2718;Bedrijven en instellingen;2008 1e kwartaal;845
2719;Bedrijven en instellingen;2008 april;319
2720;Bedrijven en instellingen;2008 mei;228
2721;Bedrijven en instellingen;2008 juni;320
2722;Bedrijven en instellingen;2008 2e kwartaal;867
2723;Bedrijven en instellingen;2008 juli;312
2724;Bedrijven en instellingen;2008 augustus;289
2725;Bedrijven en instellingen;2008 september;341
2726;Bedrijven en instellingen;2008 3e kwartaal;942
2727;Bedrijven en instellingen;2008 oktober;341
2728;Bedrijven en instellingen;2008 november;427
2729;Bedrijven en instellingen;2008 december;420
2730;Bedrijven en instellingen;2008 4e kwartaal;1188
2731;Bedrijven en instellingen;2008;3842
2732;Bedrijven en instellingen;2009 januari;464
2733;Bedrijven en instellingen;2009 februari;538
2734;Bedrijven en instellingen;2009 maart;678
2735;Bedrijven en instellingen;2009 1e kwartaal;1680
2736;Bedrijven en instellingen;2009 april;632
2737;Bedrijven en instellingen;2009 mei;496
2738;Bedrijven en instellingen;2009 juni;698
2739;Bedrijven en instellingen;2009 2e kwartaal;1826
2740;Bedrijven en instellingen;2009 juli;639
2741;Bedrijven en instellingen;2009 augustus;514
2742;Bedrijven en instellingen;2009 september;622
2743;Bedrijven en instellingen;2009 3e kwartaal;1775
2744;Bedrijven en instellingen;2009 oktober;526
2745;Bedrijven en instellingen;2009 november;588
2746;Bedrijven en instellingen;2009 december;547
2747;Bedrijven en instellingen;2009 4e kwartaal;1661
2748;Bedrijven en instellingen;2009;6942
2749;Bedrijven en instellingen;2010 januari;480
2750;Bedrijven en instellingen;2010 februari;548
2751;Bedrijven en instellingen;2010 maart;634
2752;Bedrijven en instellingen;2010 1e kwartaal;1662
2753;Bedrijven en instellingen;2010 april;489
2754;Bedrijven en instellingen;2010 mei;399
2755;Bedrijven en instellingen;2010 juni;658
2756;Bedrijven en instellingen;2010 2e kwartaal;1546
2757;Bedrijven en instellingen;2010 juli;497
2758;Bedrijven en instellingen;2010 augustus;495
2759;Bedrijven en instellingen;2010 september;445
2760;Bedrijven en instellingen;2010 3e kwartaal;1437
2761;Bedrijven en instellingen;2010 oktober;525
2762;Bedrijven en instellingen;2010 november;565
2763;Bedrijven en instellingen;2010 december;427
2764;Bedrijven en instellingen;2010 4e kwartaal;1517
2765;Bedrijven en instellingen;2010;6162
2766;Bedrijven en instellingen;2011 januari;477
2767;Bedrijven en instellingen;2011 februari;511
2768;Bedrijven en instellingen;2011 maart;538
2769;Bedrijven en instellingen;2011 1e kwartaal;1526
2770;Bedrijven en instellingen;2011 april;444
2771;Bedrijven en instellingen;2011 mei;559
2772;Bedrijven en instellingen;2011 juni;433
2773;Bedrijven en instellingen;2011 2e kwartaal;1436
2774;Bedrijven en instellingen;2011 juli;459
2775;Bedrijven en instellingen;2011 augustus;492
2776;Bedrijven en instellingen;2011 september;526
2777;Bedrijven en instellingen;2011 3e kwartaal;1477
2778;Bedrijven en instellingen;2011 oktober;523
2779;Bedrijven en instellingen;2011 november;636
2780;Bedrijven en instellingen;2011 december;519
2781;Bedrijven en instellingen;2011 4e kwartaal;1678
2782;Bedrijven en instellingen;2011;6117
2783;Bedrijven en instellingen;2012 januari;671
2784;Bedrijven en instellingen;2012 februari;599
2785;Bedrijven en instellingen;2012 maart;579
2786;Bedrijven en instellingen;2012 1e kwartaal;1849
2787;Bedrijven en instellingen;2012 april;593
2788;Bedrijven en instellingen;2012 mei;684
2789;Bedrijven en instellingen;2012 juni;599
2790;Bedrijven en instellingen;2012 2e kwartaal;1876
2791;Bedrijven en instellingen;2012 juli;721
2792;Bedrijven en instellingen;2012 augustus;516
2793;Bedrijven en instellingen;2012 september;556
2794;Bedrijven en instellingen;2012 3e kwartaal;1793
2795;Bedrijven en instellingen;2012 oktober;700
2796;Bedrijven en instellingen;2012 november;579
2797;Bedrijven en instellingen;2012 december;552
2798;Bedrijven en instellingen;2012 4e kwartaal;1831
2799;Bedrijven en instellingen;2012;7349
2800;Bedrijven en instellingen;2013 januari;734
2801;Bedrijven en instellingen;2013 februari;760
2802;Bedrijven en instellingen;2013 maart;714
2803;Bedrijven en instellingen;2013 1e kwartaal;2208
2804;Bedrijven en instellingen;2013 april;698
2805;Bedrijven en instellingen;2013 mei;800
2806;Bedrijven en instellingen;2013 juni;712
