ID;AantalVertrekken;AantalPersonenPerVertrek;AantalSlaapruimten;Regio;Woningen_1
2719;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Noord-Holland, gem. 2001 - 5000 inw.;9645
2720;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Noord-Holland, gem. 1001 - 2000 inw.;3303
2721;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Noord-Holland, gem. 501 - 1000 inw.;913
2722;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Noord-Holland, gem. 500 en minder inw.;222
2723;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Zuid-Holland, gem. 100001 en meer inw.;52145
2724;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;'s-Gravenhage;17294
2725;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Rotterdam;34851
2726;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Zuid-Holland, gem. 50001 - 100000 inw.;12660
2727;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Delft;2579
2728;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Dordrecht;2996
2729;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Leiden;3890
2730;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Schiedam;3195
2731;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Zuid-Holland, gem. 20001 - 50000 inw.;3250
2732;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Gouda;1460
2733;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Vlaardingen;1790
2734;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Zuid-Holland, gem. 10001 - 20000 inw.;10525
2735;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Zuid-Holland, gem. 5001 - 10000 inw.;9743
2736;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Zuid-Holland, gem. 2001 - 5000 inw.;14516
2737;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Zuid-Holland, gem. 1001 - 2000 inw.;4457
2738;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Zuid-Holland, gem. 501 - 1000 inw.;1908
2739;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Zuid-Holland, gem. 500 en minder inw.;210
2740;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Zeeland, gem. 20001 - 50000 inw.;1014
2741;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Vlissingen;1014
2742;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Zeeland, gem. 10001 - 20000 inw.;1688
2743;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Zeeland, gem. 5001 - 10000 inw.;1769
2744;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Zeeland, gem. 2001 - 5000 inw.;7399
2745;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Zeeland, gem. 1001 - 2000 inw.;3635
2746;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Zeeland, gem. 501 - 1000 inw.;2029
2747;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Zeeland, gem. 500 en minder inw.;168
2748;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Noord-Brabant, gem. 50001 - 100000 inw.;8699
2749;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Eindhoven;4270
2750;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Tilburg;4429
2751;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Noord-Brabant, gem. 20001 - 50000 inw.;8668
2752;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Bergen op Zoom;1182
2753;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Breda;2322
2754;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Helmond;1471
2755;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;'s-Hertogenbosch;2355
2756;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Roosendaal en Nispen;1338
2757;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Noord-Brabant, gem. 10001 - 20000 inw.;5934
2758;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Noord-Brabant, gem. 5001 - 10000 inw.;12396
2759;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Noord-Brabant, gem. 2001 - 5000 inw.;14459
2760;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Noord-Brabant, gem. 1001 - 2000 inw.;3956
2761;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Noord-Brabant, gem. 501 - 1000 inw.;857
2762;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Limburg, gem. 50001 - 100000 inw.;4294
2763;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Maastricht;4294
2764;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Limburg, gem. 20001 - 50000 inw.;6741
2765;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Heerlen;2574
2766;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Kerkrade;3031
2767;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Venlo;1136
2768;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Limburg, gem. 10001 - 20000 inw.;6781
2769;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Limburg, gem. 5001 - 10000 inw.;5494
2770;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Limburg, gem. 2001 - 5000 inw.;7403
2771;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Limburg, gem. 1001 - 2000 inw.;3795
2772;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Limburg, gem. 501 - 1000 inw.;731
2773;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Limburg, gem. 500 en minder inw.;94
2774;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Nederland;137907
2775;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Groningen (provincie);11613
2776;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Friesland;13750
2777;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Drenthe;6128
2778;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Overijssel;8055
2779;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Gelderland;13442
2780;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Utrecht (provincie);5323
2781;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Noord-Holland;23574
2782;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Zuid-Holland;29299
2783;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Zeeland;7846
2784;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Noord-Brabant;13437
2785;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Limburg;5440
2786;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Gemeenten met meer dan 100000 inwoners;28098
2787;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Gemeenten met 50001 - 100000 inwoners;8725
2788;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Gemeenten met 20001 - 50000 inwoners;12154
2789;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Gemeenten met 10001 - 20000 inwoners;22411
2790;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Gemeenten met 5001 - 10000 inwoners;25697
2791;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Gemeenten met 2001 - 5000 inwoners;28497
2792;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Gemeenten met 1001 - 2000 inwoners;8962
2793;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Gemeenten met 501 - 1000 inwoners;3064
2794;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Gemeenten met 500 of minder inwoners;299
2795;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Groningen, gem. 100001 en meer inw.;1904
2796;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Groningen;1904
2797;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Groningen, gem. 10001 - 20000 inw.;2838
2798;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Groningen, gem. 5001 - 10000 inw.;2919
2799;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Groningen, gem. 2001 - 5000 inw.;3494
2800;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Groningen, gem. 1001 - 2000 inw.;458
2801;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Friesland, gem. 20001 - 50000 inw.;869
2802;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Leeuwarden;869
2803;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Friesland, gem. 10001 - 20000 inw.;7544
2804;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Friesland, gem. 5001 - 10000 inw.;4152
2805;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Friesland, gem. 2001 - 5000 inw.;981
2806;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Friesland, gem. 1001 - 2000 inw.;111
2807;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Friesland, gem. 501 - 1000 inw.;93
2808;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Drenthe, gem. 20001 - 50000 inw.;1175
2809;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Emmen;1175
2810;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Drenthe, gem. 10001 - 20000 inw.;1416
2811;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Drenthe, gem. 5001 - 10000 inw.;1595
2812;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Drenthe, gem. 2001 - 5000 inw.;1840
2813;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Drenthe, gem. 1001 - 2000 inw.;102
2814;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Overijssel, gem. 50001 - 100000 inw.;310
2815;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Enschede;310
2816;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Overijssel, gem. 20001 - 50000 inw.;1783
2817;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Almelo;385
2818;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Deventer;416
2819;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Hengelo (O.);167
2820;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Lonneker;273
2821;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Zwolle;542
2822;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Overijssel, gem. 10001 - 20000 inw.;1285
2823;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Overijssel, gem. 5001 - 10000 inw.;2914
2824;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Overijssel, gem. 2001 - 5000 inw.;1338
2825;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Overijssel, gem. 1001 - 2000 inw.;219
2826;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Overijssel, gem. 501 - 1000 inw.;206
2827;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Gelderland, gem. 50001 - 100000 inw.;2195
2828;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Apeldoorn;786
2829;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Arnhem;802
2830;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Nijmegen;607
2831;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Gelderland, gem. 20001 - 50000 inw.;879
2832;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Ede;574
2833;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Rheden;305
2834;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Gelderland, gem. 10001 - 20000 inw.;3067
2835;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Gelderland, gem. 5001 - 10000 inw.;3509
2836;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Gelderland, gem. 2001 - 5000 inw.;2654
2837;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Gelderland, gem. 1001 - 2000 inw.;1060
2838;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Gelderland, gem. 501 - 1000 inw.;72
2839;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Gelderland, gem. 500 en minder inw.;6
2840;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Utrecht, gem. 100001 en meer inw.;1712
2841;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Utrecht;1712
2842;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Utrecht, gem. 20001 - 50000 inw.;525
2843;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Amersfoort;333
2844;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Zeist;192
2845;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Utrecht, gem. 10001 - 20000 inw.;344
2846;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Utrecht, gem. 5001 - 10000 inw.;438
2847;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Utrecht, gem. 2001 - 5000 inw.;1513
2848;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Utrecht, gem. 1001 - 2000 inw.;504
2849;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Utrecht, gem. 501 - 1000 inw.;252
2850;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Utrecht, gem. 500 en minder inw.;35
2851;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Noord-Holland, gem. 100001 en meer inw.;12672
2852;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Amsterdam;11605
2853;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Haarlem;1067
2854;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Noord-Holland, gem. 50001 - 100000 inw.;431
2855;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Hilversum;431
2856;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Noord-Holland, gem. 20001 - 50000 inw.;2314
2857;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Alkmaar;198
2858;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Bussum;165
2859;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Haarlemmermeer;711
2860;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Helder (Den);415
2861;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Velsen;272
2862;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Zaandam;553
2863;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Noord-Holland, gem. 10001 - 20000 inw.;442
2864;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Noord-Holland, gem. 5001 - 10000 inw.;2683
2865;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Noord-Holland, gem. 2001 - 5000 inw.;3136
2866;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Noord-Holland, gem. 1001 - 2000 inw.;1419
2867;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Noord-Holland, gem. 501 - 1000 inw.;381
2868;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Noord-Holland, gem. 500 en minder inw.;96
2869;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Zuid-Holland, gem. 100001 en meer inw.;11810
2870;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;'s-Gravenhage;3099
2871;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Rotterdam;8711
2872;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Zuid-Holland, gem. 50001 - 100000 inw.;3130
2873;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Delft;523
2874;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen met 1 slaapruimte;Dordrecht;731
