ID;Feedstocks;Destination;Periods;TotalSupply_1;IndigenousProduction_2;ProductionFromCrudeOil_3;ProductionFromOtherSources_4;Imports_5;Exports_6;StockChange_7;TotalConsumption_8;Processing_9;FinalConsumption_10;OpeningStock_11;ClosingStock_12;StockChange_13
202;Total crude;Total for processing and transit;2008 September;5205.0;174.0;38.0;110.0;8964.0;3986.0;-97.0;5205.0;5046.0;158.0;7463.0;7560.0;-97.0
203;Total crude;Total for processing and transit;2008 3rd quarter;15677.0;524.0;90.0;179.0;27418.0;12701.0;165.0;15677.0;15098.0;578.0;7725.0;7560.0;165.0
204;Total crude;Total for processing and transit;2008 October;4237.0;155.0;36.0;14.0;7759.0;4252.0;524.0;4237.0;4003.0;234.0;7560.0;7036.0;524.0
205;Total crude;Total for processing and transit;2008 November;4261.0;160.0;28.0;107.0;8617.0;3933.0;-718.0;4261.0;4035.0;226.0;7036.0;7754.0;-718.0
206;Total crude;Total for processing and transit;2008 December;4874.0;172.0;25.0;57.0;8447.0;4072.0;245.0;4874.0;4814.0;60.0;7754.0;7509.0;245.0
207;Total crude;Total for processing and transit;2008 4th quarter;13372.0;487.0;89.0;178.0;24823.0;12257.0;51.0;13372.0;12852.0;520.0;7560.0;7509.0;51.0
208;Total crude;Total for processing and transit;2008;60418.0;2163.0;357.0;589.0;106531.0;49847.0;622.0;60418.0;57942.0;2475.0;8131.0;7509.0;622.0
209;Total crude;Total for processing and transit;2009 January;5064.0;165.0;23.0;62.0;8597.0;3803.0;20.0;5064.0;4919.0;145.0;7509.0;7489.0;20.0
210;Total crude;Total for processing and transit;2009 February;4743.0;150.0;40.0;74.0;8556.0;3809.0;-267.0;4743.0;4590.0;154.0;7489.0;7756.0;-267.0
211;Total crude;Total for processing and transit;2009 March;5002.0;155.0;38.0;88.0;9274.0;3912.0;-641.0;5002.0;4790.0;212.0;7756.0;8398.0;-641.0
212;Total crude;Total for processing and transit;2009 1st quarter;14809.0;470.0;101.0;224.0;26427.0;11524.0;-888.0;14809.0;14299.0;511.0;7509.0;8398.0;-888.0
213;Total crude;Total for processing and transit;2009 April;4917.0;152.0;32.0;-15.0;8612.0;3829.0;-37.0;4917.0;4774.0;143.0;8398.0;8434.0;-37.0
214;Total crude;Total for processing and transit;2009 May;5140.0;147.0;43.0;60.0;8586.0;4126.0;430.0;5140.0;4992.0;148.0;8434.0;8004.0;430.0
215;Total crude;Total for processing and transit;2009 June;4231.0;121.0;36.0;10.0;8032.0;3762.0;-206.0;4231.0;4107.0;124.0;8004.0;8210.0;-206.0
216;Total crude;Total for processing and transit;2009 2nd quarter;14288.0;420.0;111.0;55.0;25230.0;11717.0;187.0;14288.0;13873.0;415.0;8398.0;8210.0;187.0
217;Total crude;Total for processing and transit;2009 July;4856.0;139.0;44.0;48.0;7826.0;3397.0;195.0;4856.0;4593.0;263.0;8210.0;8016.0;195.0
218;Total crude;Total for processing and transit;2009 August;4931.0;129.0;38.0;67.0;8540.0;3680.0;-164.0;4931.0;4780.0;152.0;8016.0;8179.0;-164.0
219;Total crude;Total for processing and transit;2009 September;5362.0;131.0;72.0;57.0;8571.0;3616.0;146.0;5362.0;5182.0;180.0;8179.0;8034.0;146.0
220;Total crude;Total for processing and transit;2009 3rd quarter;15149.0;401.0;155.0;172.0;24937.0;10693.0;177.0;15149.0;14555.0;594.0;8210.0;8034.0;177.0
221;Total crude;Total for processing and transit;2009 October;4941.0;150.0;43.0;7.0;8390.0;3601.0;-48.0;4941.0;4728.0;212.0;8034.0;8081.0;-48.0
222;Total crude;Total for processing and transit;2009 November;4734.0;129.0;26.0;35.0;7852.0;3757.0;450.0;4734.0;4467.0;267.0;8081.0;7631.0;450.0
223;Total crude;Total for processing and transit;2009 December;5249.0;135.0;29.0;49.0;8903.0;3710.0;-158.0;5249.0;4982.0;267.0;7631.0;7789.0;-158.0
224;Total crude;Total for processing and transit;2009 4th quarter;14924.0;413.0;98.0;92.0;25144.0;11068.0;245.0;14924.0;14177.0;747.0;8034.0;7789.0;245.0
225;Total crude;Total for processing and transit;2009;59170.0;1704.0;465.0;544.0;101738.0;45001.0;-280.0;59170.0;56904.0;2266.0;7509.0;7789.0;-280.0
226;Total crude;Total for processing and transit;2010 January;5287.0;142.0;27.0;62.0;9300.0;4046.0;-198.0;5287.0;5048.0;239.0;7789.0;7987.0;-198.0
227;Total crude;Total for processing and transit;2010 February;4905.0;120.0;27.0;21.0;8558.0;3592.0;-230.0;4905.0;4699.0;206.0;7987.0;8217.0;-230.0
228;Total crude;Total for processing and transit;2010 March;5469.0;127.0;27.0;72.0;8492.0;3490.0;240.0;5468.0;5248.0;220.0;8217.0;7977.0;240.0
229;Total crude;Total for processing and transit;2010 1st quarter;15660.0;389.0;82.0;155.0;26350.0;11128.0;-188.0;15660.0;14994.0;666.0;7789.0;7977.0;-188.0
230;Total crude;Total for processing and transit;2010 April;5108.0;121.0;30.0;10.0;9755.0;3922.0;-887.0;5108.0;4984.0;124.0;7977.0;8863.0;-887.0
231;Total crude;Total for processing and transit;2010 May;5160.0;121.0;36.0;-13.0;8395.0;3755.0;376.0;5160.0;4987.0;173.0;8863.0;8487.0;376.0
232;Total crude;Total for processing and transit;2010 June;5413.0;110.0;31.0;-7.0;9217.0;3900.0;-38.0;5413.0;5149.0;265.0;8487.0;8525.0;-38.0
233;Total crude;Total for processing and transit;2010 2nd quarter;15681.0;351.0;97.0;-10.0;27367.0;11577.0;-548.0;15681.0;15119.0;562.0;7977.0;8525.0;-548.0
234;Total crude;Total for processing and transit;2010 July;5210.0;107.0;35.0;5.0;8383.0;3841.0;519.0;5210.0;5119.0;91.0;8525.0;8006.0;519.0
235;Total crude;Total for processing and transit;2010 August;5191.0;132.0;30.0;31.0;8531.0;3947.0;416.0;5191.0;5032.0;159.0;8006.0;7590.0;416.0
236;Total crude;Total for processing and transit;2010 September;4781.0;112.0;34.0;-18.0;8040.0;3912.0;525.0;4781.0;4586.0;195.0;7590.0;7065.0;525.0
237;Total crude;Total for processing and transit;2010 3rd quarter;15183.0;351.0;99.0;18.0;24954.0;11700.0;1460.0;15182.0;14737.0;444.0;8525.0;7065.0;1460.0
238;Total crude;Total for processing and transit;2010 October;4880.0;111.0;39.0;15.0;9328.0;4001.0;-612.0;4880.0;4709.0;171.0;7065.0;7677.0;-612.0
239;Total crude;Total for processing and transit;2010 November;4859.0;109.0;34.0;-8.0;8823.0;4060.0;-39.0;4859.0;4691.0;168.0;7677.0;7716.0;-39.0
240;Total crude;Total for processing and transit;2010 December;5239.0;102.0;31.0;38.0;8993.0;4179.0;253.0;5239.0;4945.0;294.0;7716.0;7463.0;253.0
241;Total crude;Total for processing and transit;2010 4th quarter;14978.0;321.0;104.0;46.0;27144.0;12240.0;-398.0;14978.0;14346.0;632.0;7065.0;7463.0;-398.0
242;Total crude;Total for processing and transit;2010;61507.0;1414.0;382.0;209.0;105816.0;46645.0;325.0;61500.0;59196.0;2304.0;7789.0;7463.0;325.0
243;Total crude;Total for processing and transit;2011 January;5232.0;130.0;33.0;65.0;9273.0;4010.0;-260.0;5232.0;4966.0;266.0;7463.0;7723.0;-260.0
244;Total crude;Total for processing and transit;2011 February;5137.0;123.0;31.0;-12.0;8216.0;3475.0;254.0;5137.0;4912.0;224.0;7715.0;7470.0;254.0
245;Total crude;Total for processing and transit;2011 March;5350.0;139.0;34.0;24.0;8620.0;3843.0;376.0;5350.0;5127.0;223.0;7470.0;7094.0;376.0
246;Total crude;Total for processing and transit;2011 1st quarter;15718.0;393.0;98.0;77.0;26110.0;11328.0;369.0;15718.0;15006.0;713.0;7463.0;7094.0;369.0
247;Total crude;Total for processing and transit;2011 April;3922.0;126.0;32.0;-22.0;6664.0;3482.0;604.0;3922.0;3757.0;164.0;7094.0;6490.0;604.0
248;Total crude;Total for processing and transit;2011 May;5065.0;125.0;34.0;-9.0;8497.0;3520.0;-62.0;5065.0;4844.0;221.0;6490.0;6552.0;-62.0
249;Total crude;Total for processing and transit;2011 June;4857.0;96.0;28.0;54.0;8647.0;3763.0;-204.0;4857.0;4644.0;212.0;6552.0;6756.0;-204.0
250;Total crude;Total for processing and transit;2011 2nd quarter;13843.0;345.0;94.0;24.0;23808.0;10766.0;338.0;13843.0;13246.0;597.0;7094.0;6756.0;338.0
251;Total crude;Total for processing and transit;2011 July;5112.0;117.0;26.0;22.0;8134.0;3819.0;630.0;5112.0;4934.0;177.0;6756.0;6126.0;630.0
252;Total crude;Total for processing and transit;2011 August;5112.0;130.0;33.0;25.0;9814.0;4088.0;-704.0;5211.0;5016.0;195.0;6126.0;6830.0;-704.0
253;Total crude;Total for processing and transit;2011 September;4978.0;112.0;22.0;23.0;8742.0;4126.0;204.0;4978.0;4814.0;164.0;6830.0;6626.0;204.0
254;Total crude;Total for processing and transit;2011 3rd quarter;15301.0;360.0;81.0;71.0;26689.0;12032.0;130.0;15301.0;14764.0;537.0;6756.0;6626.0;130.0
255;Total crude;Total for processing and transit;2011 October;4805.0;114.0;25.0;12.0;6994.0;3365.0;1026.0;4805.0;4560.0;246.0;6626.0;5600.0;1026.0
256;Total crude;Total for processing and transit;2011 November;4660.0;123.0;14.0;16.0;7073.0;2750.0;180.0;4655.0;4540.0;115.0;5600.0;5420.0;180.0
257;Total crude;Total for processing and transit;2011 December;5053.0;129.0;23.0;79.0;7826.0;3087.0;85.0;5053.0;4900.0;153.0;5420.0;5336.0;85.0
258;Total crude;Total for processing and transit;2011 4th quarter;14514.0;366.0;61.0;106.0;21893.0;9203.0;1290.0;14514.0;13999.0;515.0;6626.0;5336.0;1290.0
259;Total crude;Total for processing and transit;2011;59382.0;1464.0;334.0;279.0;98500.0;43328.0;2128.0;59376.0;57015.0;2361.0;7463.0;5336.0;2128.0
260;Total crude;Total for processing and transit;2012 January;5164.0;137.0;39.0;63.0;8781.0;4012.0;155.0;5164.0;5054.0;110.0;5336.0;5181.0;155.0
261;Total crude;Total for processing and transit;2012 February;5062.0;144.0;32.0;46.0;9287.0;3943.0;-505.0;5062.0;4894.0;168.0;5181.0;5686.0;-505.0
262;Total crude;Total for processing and transit;2012 March;5057.0;147.0;29.0;11.0;9418.0;3863.0;-685.0;5057.0;4873.0;184.0;5686.0;6371.0;-685.0
263;Total crude;Total for processing and transit;2012 1st quarter;15282.0;428.0;101.0;120.0;27487.0;11818.0;-1035.0;15282.0;14821.0;461.0;5336.0;6371.0;-1035.0
264;Total crude;Total for processing and transit;2012 April;4978.0;116.0;30.0;16.0;8450.0;3872.0;238.0;4978.0;4833.0;145.0;6371.0;6133.0;238.0
265;Total crude;Total for processing and transit;2012 May;5419.0;135.0;34.0;124.0;9398.0;3418.0;-855.0;5419.0;5141.0;277.0;6133.0;6987.0;-855.0
266;Total crude;Total for processing and transit;2012 June;4918.0;116.0;28.0;35.0;8120.0;3729.0;347.0;4918.0;4748.0;170.0;6987.0;6640.0;347.0
267;Total crude;Total for processing and transit;2012 2nd quarter;15315.0;367.0;92.0;175.0;25969.0;11019.0;-269.0;15315.0;14722.0;593.0;6371.0;6640.0;-269.0
268;Total crude;Total for processing and transit;2012 July;5238.0;98.0;36.0;36.0;9461.0;4143.0;-249.0;5238.0;5047.0;191.0;6640.0;6889.0;-249.0
269;Total crude;Total for processing and transit;2012 August;5137.0;101.0;34.0;53.0;8607.0;3657.0;-2.0;5137.0;4952.0;185.0;6889.0;6891.0;-2.0
270;Total crude;Total for processing and transit;2012 September;5169.0;92.0;58.0;24.0;8215.0;3698.0;478.0;5169.0;5013.0;156.0;6891.0;6413.0;478.0
271;Total crude;Total for processing and transit;2012 3rd quarter;15545.0;292.0;128.0;114.0;26283.0;11498.0;227.0;15545.0;15013.0;532.0;6640.0;6413.0;227.0
272;Total crude;Total for processing and transit;2012 October;3751.0;113.0;51.0;-19.0;7894.0;3981.0;-306.0;3751.0;3632.0;119.0;6413.0;6720.0;-306.0
273;Total crude;Total for processing and transit;2012 November;4101.0;129.0;51.0;16.0;8301.0;3917.0;-479.0;4101.0;4035.0;66.0;6720.0;7199.0;-479.0
274;Total crude;Total for processing and transit;2012 December;5159.0;138.0;43.0;88.0;8637.0;3936.0;189.0;5159.0;4966.0;193.0;7199.0;7010.0;189.0
275;Total crude;Total for processing and transit;2012 4th quarter;13011.0;380.0;145.0;86.0;24832.0;11835.0;-597.0;13011.0;12633.0;378.0;6413.0;7010.0;-597.0
276;Total crude;Total for processing and transit;2012;59171.0;1467.0;466.0;494.0;104570.0;46169.0;-1674.0;59153.0;57190.0;1964.0;5336.0;7010.0;-1674.0
277;Total crude;Total for processing and transit;2013 January;5162.0;131.0;46.0;46.0;8580.0;3945.0;304.0;5162.0;5017.0;145.0;7010.0;6706.0;304.0
278;Total crude;Total for processing and transit;2013 February;4787.0;137.0;43.0;17.0;8249.0;3398.0;-260.0;4787.0;4467.0;320.0;6706.0;6966.0;-260.0
279;Total crude;Total for processing and transit;2013 March;4763.0;151.0;55.0;80.0;8558.0;3679.0;-402.0;4763.0;4623.0;139.0;6966.0;7369.0;-402.0
280;Total crude;Total for processing and transit;2013 1st quarter;14712.0;419.0;143.0;142.0;25387.0;11022.0;-359.0;14712.0;14107.0;605.0;7010.0;7369.0;-359.0
281;Total crude;Total for processing and transit;2013 April;4906.0;123.0;47.0;10.0;7624.0;3132.0;234.0;4906.0;4734.0;172.0;7369.0;7134.0;234.0
282;Total crude;Total for processing and transit;2013 May;4807.0;122.0;61.0;15.0;7649.0;3323.0;282.0;4807.0;4670.0;136.0;7134.0;6853.0;282.0
283;Total crude;Total for processing and transit;2013 June;4934.0;117.0;62.0;-20.0;8412.0;3416.0;-221.0;4934.0;4784.0;150.0;6853.0;7074.0;-221.0
284;Total crude;Total for processing and transit;2013 2nd quarter;14647.0;363.0;171.0;5.0;23685.0;9871.0;295.0;14647.0;14189.0;458.0;7369.0;7074.0;295.0
285;Total crude;Total for processing and transit;2013 July;4999.0;138.0;62.0;72.0;8540.0;3747.0;-65.0;4999.0;4909.0;90.0;7038.0;7103.0;-65.0
286;Total crude;Total for processing and transit;2013 August;5017.0;119.0;52.0;84.0;7700.0;3568.0;630.0;5017.0;4870.0;147.0;7103.0;6473.0;630.0
287;Total crude;Total for processing and transit;2013 September;4325.0;107.0;48.0;58.0;8009.0;3397.0;-500.0;4325.0;4288.0;37.0;6473.0;6973.0;-500.0
288;Total crude;Total for processing and transit;2013 3rd quarter;14344.0;364.0;161.0;213.0;24250.0;10712.0;65.0;14342.0;14068.0;274.0;7038.0;6973.0;65.0
289;Total crude;Total for processing and transit;2013 October;3942.0;119.0;53.0;38.0;6630.0;2815.0;-88.0;3937.0;3773.0;164.0;6973.0;7061.0;-88.0
290;Total crude;Total for processing and transit;2013 November;4408.0;132.0;45.0;69.0;7640.0;2806.0;-671.0;4408.0;4115.0;293.0;7061.0;7732.0;-671.0
291;Total crude;Total for processing and transit;2013 December;4878.0;122.0;51.0;105.0;7200.0;3485.0;885.0;4878.0;4583.0;296.0;7732.0;6847.0;885.0
292;Total crude;Total for processing and transit;2013 4th quarter;13224.0;374.0;148.0;212.0;21470.0;9106.0;126.0;13224.0;12471.0;753.0;6973.0;6847.0;126.0
293;Total crude;Total for processing and transit;2013;56924.0;1519.0;623.0;572.0;94792.0;40711.0;128.0;56924.0;54834.0;2090.0;7010.0;6847.0;128.0
294;Total crude;Total for processing and transit;2014 January;4953.0;131.0;16.0;5.0;7385.0;3014.0;430.0;4953.0;4737.0;216.0;7327.0;6897.0;430.0
295;Total crude;Total for processing and transit;2014 February;4538.0;117.0;16.0;36.0;7759.0;3223.0;-167.0;4538.0;4324.0;213.0;6897.0;7065.0;-167.0
296;Total crude;Total for processing and transit;2014 March;5012.0;150.0;14.0;52.0;9283.0;3889.0;-598.0;5012.0;4749.0;248.0;7065.0;7663.0;-598.0
297;Total crude;Total for processing and transit;2014 1st quarter;14503.0;398.0;46.0;93.0;24427.0;10126.0;-336.0;14503.0;13826.0;678.0;7327.0;7663.0;-336.0
298;Total crude;Total for processing and transit;2014 April;4848.0;155.0;19.0;57.0;8187.0;4144.0;573.0;4848.0;4573.0;275.0;7663.0;7090.0;573.0
299;Total crude;Total for processing and transit;2014 May;4849.0;166.0;14.0;23.0;8749.0;3618.0;-485.0;4849.0;4593.0;256.0;7090.0;7575.0;-485.0
300;Total crude;Total for processing and transit;2014 June;4302.0;130.0;10.0;20.0;7942.0;3741.0;-53.0;4302.0;4096.0;206.0;7575.0;7629.0;-53.0
301;Total crude;Total for processing and transit;2014 2nd quarter;13999.0;452.0;43.0;100.0;24878.0;11503.0;34.0;13999.0;13262.0;737.0;7663.0;7629.0;34.0
302;Total crude;Total for processing and transit;2014 July;4672.0;140.0;11.0;-15.0;8294.0;3985.0;227.0;4672.0;4468.0;204.0;7629.0;7402.0;227.0
303;Total crude;Total for processing and transit;2014 August;4673.0;170.0;27.0;30.0;8391.0;3977.0;32.0;4673.0;4456.0;217.0;7402.0;7370.0;32.0
304;Total crude;Total for processing and transit;2014 September;4954.0;166.0;19.0;113.0;7741.0;3431.0;333.0;4954.0;4731.0;223.0;7370.0;7037.0;333.0
305;Total crude;Total for processing and transit;2014 3rd quarter;14298.0;476.0;56.0;128.0;24426.0;11392.0;592.0;14298.0;13654.0;644.0;7629.0;7037.0;592.0
306;Total crude;Total for processing and transit;2014 October;5197.0;185.0;14.0;26.0;8853.0;3721.0;-160.0;5197.0;5014.0;183.0;7037.0;7196.0;-160.0
307;Total crude;Total for processing and transit;2014 November;4911.0;200.0;10.0;-4.0;7931.0;3429.0;203.0;4911.0;4777.0;134.0;7196.0;6993.0;203.0
308;Total crude;Total for processing and transit;2014 December;4921.0;190.0;21.0;76.0;9059.0;3738.0;-687.0;4921.0;4692.0;229.0;6993.0;7680.0;-687.0
309;Total crude;Total for processing and transit;2014 4th quarter;15029.0;574.0;44.0;98.0;25843.0;10887.0;-643.0;15029.0;14483.0;546.0;7037.0;7680.0;-643.0
310;Total crude;Total for processing and transit;2014;57830.0;1900.0;190.0;413.0;99574.0;43908.0;-353.0;57830.0;55225.0;2605.0;7327.0;7680.0;-353.0
311;Total crude;Total for processing and transit;2015 January;5191.0;170.0;19.0;81.0;8292.0;3741.0;370.0;5191.0;5090.0;101.0;7680.0;7310.0;370.0
312;Total crude;Total for processing and transit;2015 February;4693.0;165.0;23.0;55.0;8423.0;3470.0;-502.0;4693.0;4626.0;66.0;7310.0;7812.0;-502.0
313;Total crude;Total for processing and transit;2015 March;4591.0;184.0;16.0;101.0;8252.0;3953.0;-9.0;4591.0;4508.0;83.0;7812.0;7821.0;-9.0
314;Total crude;Total for processing and transit;2015 1st quarter;14474.0;517.0;58.0;237.0;24967.0;11164.0;-141.0;14474.0;14224.0;250.0;7680.0;7821.0;-141.0
315;Total crude;Total for processing and transit;2015 April;4734.0;155.0;16.0;13.0;8667.0;3820.0;-298.0;4734.0;4589.0;145.0;7821.0;8119.0;-298.0
316;Total crude;Total for processing and transit;2015 May;5293.0;156.0;19.0;-9.0;9395.0;4036.0;-232.0;5293.0;5121.0;172.0;8142.0;8374.0;-232.0
317;Total crude;Total for processing and transit;2015 June;4980.0;120.0;18.0;-34.0;8760.0;3671.0;-225.0;4980.0;4810.0;170.0;8351.0;8576.0;-225.0
318;Total crude;Total for processing and transit;2015 2nd quarter;15007.0;432.0;65.0;-31.0;26822.0;11527.0;-755.0;15007.0;14520.0;486.0;7821.0;8576.0;-755.0
319;Total crude;Total for processing and transit;2015 July;5226.0;135.0;19.0;33.0;8548.0;3813.0;304.0;5226.0;5044.0;182.0;8576.0;8272.0;304.0
320;Total crude;Total for processing and transit;2015 August;5305.0;148.0;18.0;59.0;9199.0;3771.0;-379.0;5305.0;5111.0;194.0;8272.0;8650.0;-379.0
321;Total crude;Total for processing and transit;2015 September;5251.0;131.0;23.0;15.0;8653.0;3784.0;212.0;5251.0;5047.0;203.0;8650.0;8438.0;212.0
322;Total crude;Total for processing and transit;2015 3rd quarter;15782.0;415.0;91.0;107.0;26400.0;11367.0;137.0;15782.0;15203.0;579.0;8576.0;8438.0;137.0
323;Total crude;Total for processing and transit;2015 October;5420.0;133.0;18.0;38.0;8688.0;3511.0;54.0;5420.0;5257.0;163.0;8438.0;8385.0;54.0
324;Total crude;Total for processing and transit;2015 November;4596.0;160.0;15.0;-46.0;7889.0;3431.0;9.0;4596.0;4425.0;171.0;8408.0;8399.0;9.0
325;Total crude;Total for processing and transit;2015 December;5308.0;142.0;16.0;49.0;9429.0;4074.0;-254.0;5308.0;5154.0;154.0;8399.0;8653.0;-254.0
326;Total crude;Total for processing and transit;2015 4th quarter;15324.0;435.0;49.0;41.0;26006.0;11015.0;-192.0;15324.0;14836.0;488.0;8438.0;8653.0;-192.0
327;Total crude;Total for processing and transit;2015;60556.0;1798.0;263.0;355.0;104195.0;45074.0;-982.0;60556.0;58751.0;1804.0;7680.0;8653.0;-982.0
328;Total crude;Destined for processing the Netherlands;1944;;2.0;;;;;;;;;;;
329;Total crude;Destined for processing the Netherlands;1945;;6.0;;;;;;;;;;;
330;Total crude;Destined for processing the Netherlands;1946;;63.0;;;;;;437.0;437.0;;;;
331;Total crude;Destined for processing the Netherlands;1947;;213.0;;;;;;1198.0;1198.0;;;;
332;Total crude;Destined for processing the Netherlands;1948;;496.0;;;;;;1663.0;1663.0;;;;
333;Total crude;Destined for processing the Netherlands;1949;;621.0;;;;;;3093.0;3093.0;;;;
334;Total crude;Destined for processing the Netherlands;1950;;705.0;;;5132.0;;;5778.0;5778.0;;;;
335;Total crude;Destined for processing the Netherlands;1951;;714.0;;;6419.0;;;7174.0;7174.0;;;;
336;Total crude;Destined for processing the Netherlands;1952;;715.0;;;7468.0;;;8039.0;8039.0;;;;
337;Total crude;Destined for processing the Netherlands;1953;;820.0;;;8690.0;;;9364.0;9364.0;;;;
338;Total crude;Destined for processing the Netherlands;1954;;939.0;;;10321.0;;;11378.0;11378.0;;;;
