ID;HarmonizedSystem;Periods;BalassaIndex_1;ShareOfChapterInTotalExports_2;ExportsOfDutchProducts_3;ReExports_4
1941;74 Copper and articles thereof;2013;0.4;0.3;64.8;35.2
1942;74 Copper and articles thereof;2014;0.4;0.3;61.2;38.8
1943;74 Copper and articles thereof;2015;0.6;0.4;65.7;34.3
1944;74 Copper and articles thereof;2016;0.5;0.4;59.8;40.2
1945;74 Copper and articles thereof;2017;0.5;0.4;57.5;42.5
1946;74 Copper and articles thereof;2018;0.5;0.4;65.3;34.7
1947;74 Copper and articles thereof;2019;0.6;0.4;51.5;48.5
1948;74 Copper and articles thereof;2020;0.5;0.4;49.5;50.5
1949;74 Copper and articles thereof;2021;0.5;0.5;48.9;51.1
1950;75 Nickel and articles thereof;1996;1.8;0.2;;
1951;75 Nickel and articles thereof;1997;2.4;0.2;;
1952;75 Nickel and articles thereof;1998;3.4;0.3;;
1953;75 Nickel and articles thereof;1999;3.0;0.2;;
1954;75 Nickel and articles thereof;2000;3.1;0.3;;
1955;75 Nickel and articles thereof;2001;2.4;0.2;;
1956;75 Nickel and articles thereof;2002;2.7;0.2;16.2;83.8
1957;75 Nickel and articles thereof;2003;3.5;0.3;16.8;83.2
1958;75 Nickel and articles thereof;2004;3.1;0.3;11.4;88.6
1959;75 Nickel and articles thereof;2005;2.4;0.3;22.0;78.0
1960;75 Nickel and articles thereof;2006;3.8;0.6;5.1;94.9
1961;75 Nickel and articles thereof;2007;3.2;0.6;4.2;95.8
1962;75 Nickel and articles thereof;2008;1.3;0.2;18.5;81.5
1963;75 Nickel and articles thereof;2009;1.2;0.1;18.4;81.6
1964;75 Nickel and articles thereof;2010;1.9;0.2;10.5;89.5
1965;75 Nickel and articles thereof;2011;1.9;0.3;10.5;89.5
1966;75 Nickel and articles thereof;2012;1.4;0.2;14.7;85.3
1967;75 Nickel and articles thereof;2013;1.3;0.2;14.4;85.6
1968;75 Nickel and articles thereof;2014;1.8;0.2;15.1;84.9
1969;75 Nickel and articles thereof;2015;1.5;0.2;19.1;80.9
1970;75 Nickel and articles thereof;2016;1.6;0.2;26.3;73.7
1971;75 Nickel and articles thereof;2017;1.2;0.1;24.1;75.9
1972;75 Nickel and articles thereof;2018;1.2;0.1;21.1;78.9
1973;75 Nickel and articles thereof;2019;1.3;0.1;25.6;74.4
1974;75 Nickel and articles thereof;2020;1.3;0.1;19.7;80.3
1975;75 Nickel and articles thereof;2021;1.8;0.2;20.5;79.5
1976;76 Aluminium and articles thereof;1996;1.2;1.3;;
1977;76 Aluminium and articles thereof;1997;1.2;1.3;;
1978;76 Aluminium and articles thereof;1998;1.1;1.2;;
1979;76 Aluminium and articles thereof;1999;1.1;1.1;;
1980;76 Aluminium and articles thereof;2000;1.1;1.1;;
1981;76 Aluminium and articles thereof;2001;1.1;1.1;;
1982;76 Aluminium and articles thereof;2002;1.1;1.2;71.1;28.9
1983;76 Aluminium and articles thereof;2003;1.1;1.1;66.9;33.1
1984;76 Aluminium and articles thereof;2004;1.0;1.0;73.0;27.0
1985;76 Aluminium and articles thereof;2005;1.0;1.0;74.7;25.3
1986;76 Aluminium and articles thereof;2006;1.0;1.2;74.8;25.2
1987;76 Aluminium and articles thereof;2007;0.9;1.2;67.8;32.2
1988;76 Aluminium and articles thereof;2008;0.9;1.0;68.4;31.6
1989;76 Aluminium and articles thereof;2009;0.8;0.8;64.7;35.3
1990;76 Aluminium and articles thereof;2010;0.8;0.9;62.1;37.9
1991;76 Aluminium and articles thereof;2011;0.8;0.8;61.3;38.7
1992;76 Aluminium and articles thereof;2012;0.7;0.7;59.7;40.3
1993;76 Aluminium and articles thereof;2013;0.7;0.7;53.6;46.4
1994;76 Aluminium and articles thereof;2014;0.8;0.8;49.3;50.7
1995;76 Aluminium and articles thereof;2015;0.8;0.9;48.9;51.1
1996;76 Aluminium and articles thereof;2016;0.9;0.9;51.3;48.7
1997;76 Aluminium and articles thereof;2017;0.8;0.9;56.1;43.9
1998;76 Aluminium and articles thereof;2018;0.8;0.9;53.3;46.7
1999;76 Aluminium and articles thereof;2019;0.7;0.8;52.7;47.3
2000;76 Aluminium and articles thereof;2020;0.7;0.8;55.8;44.2
2001;76 Aluminium and articles thereof;2021;0.8;1.0;53.8;46.2
2002;78 Lead and articles thereof;1996;0.5;0.0;;
2003;78 Lead and articles thereof;1997;0.5;0.0;;
2004;78 Lead and articles thereof;1998;0.5;0.0;;
2005;78 Lead and articles thereof;1999;0.6;0.0;;
2006;78 Lead and articles thereof;2000;0.6;0.0;;
2007;78 Lead and articles thereof;2001;0.5;0.0;;
2008;78 Lead and articles thereof;2002;0.4;0.0;74.7;25.3
2009;78 Lead and articles thereof;2003;0.8;0.0;50.3;49.7
2010;78 Lead and articles thereof;2004;0.9;0.0;51.9;48.1
2011;78 Lead and articles thereof;2005;0.6;0.0;53.1;46.9
2012;78 Lead and articles thereof;2006;0.5;0.0;62.6;37.4
2013;78 Lead and articles thereof;2007;0.6;0.0;67.3;32.7
2014;78 Lead and articles thereof;2008;0.4;0.0;84.6;15.4
2015;78 Lead and articles thereof;2009;0.4;0.0;55.8;44.2
2016;78 Lead and articles thereof;2010;0.5;0.0;69.1;30.9
2017;78 Lead and articles thereof;2011;0.5;0.0;78.8;21.2
2018;78 Lead and articles thereof;2012;0.4;0.0;85.5;14.5
2019;78 Lead and articles thereof;2013;0.6;0.0;86.9;13.1
2020;78 Lead and articles thereof;2014;0.8;0.0;68.3;31.7
2021;78 Lead and articles thereof;2015;0.6;0.0;80.7;19.3
2022;78 Lead and articles thereof;2016;0.6;0.0;59.6;40.4
2023;78 Lead and articles thereof;2017;0.4;0.0;87.5;12.5
2024;78 Lead and articles thereof;2018;0.5;0.0;92.6;7.4
2025;78 Lead and articles thereof;2019;0.5;0.0;80.6;19.4
2026;78 Lead and articles thereof;2020;0.4;0.0;89.6;10.4
2027;78 Lead and articles thereof;2021;0.7;0.0;90.3;9.7
2028;79 Zinc and articles thereof;1996;1.6;0.1;;
2029;79 Zinc and articles thereof;1997;1.9;0.2;;
2030;79 Zinc and articles thereof;1998;2.6;0.2;;
2031;79 Zinc and articles thereof;1999;2.2;0.2;;
2032;79 Zinc and articles thereof;2000;2.1;0.2;;
2033;79 Zinc and articles thereof;2001;1.8;0.1;;
2034;79 Zinc and articles thereof;2002;1.8;0.1;77.2;22.8
2035;79 Zinc and articles thereof;2003;2.1;0.1;64.5;35.5
2036;79 Zinc and articles thereof;2004;1.9;0.1;73.6;26.4
2037;79 Zinc and articles thereof;2005;1.7;0.2;80.2;19.8
2038;79 Zinc and articles thereof;2006;2.1;0.3;80.9;19.1
2039;79 Zinc and articles thereof;2007;1.7;0.3;78.7;21.3
2040;79 Zinc and articles thereof;2008;1.7;0.1;73.9;26.1
2041;79 Zinc and articles thereof;2009;1.3;0.1;65.4;34.6
2042;79 Zinc and articles thereof;2010;1.2;0.1;52.5;47.5
2043;79 Zinc and articles thereof;2011;1.0;0.1;57.4;42.6
2044;79 Zinc and articles thereof;2012;1.2;0.1;27.2;72.8
2045;79 Zinc and articles thereof;2013;1.6;0.1;69.7;30.3
2046;79 Zinc and articles thereof;2014;1.6;0.2;73.2;26.8
2047;79 Zinc and articles thereof;2015;1.5;0.2;68.9;31.1
2048;79 Zinc and articles thereof;2016;1.6;0.2;72.6;27.4
2049;79 Zinc and articles thereof;2017;1.5;0.2;62.4;37.6
2050;79 Zinc and articles thereof;2018;1.4;0.2;64.1;35.9
2051;79 Zinc and articles thereof;2019;1.6;0.2;56.5;43.5
2052;79 Zinc and articles thereof;2020;1.6;0.2;56.2;43.8
2053;79 Zinc and articles thereof;2021;1.7;0.2;75.4;24.6
2054;80 Tin and articles thereof;1996;1.6;0.0;;
2055;80 Tin and articles thereof;1997;1.8;0.0;;
2056;80 Tin and articles thereof;1998;4.0;0.0;;
2057;80 Tin and articles thereof;1999;3.7;0.0;;
2058;80 Tin and articles thereof;2000;2.7;0.0;;
2059;80 Tin and articles thereof;2001;1.3;0.0;;
2060;80 Tin and articles thereof;2002;2.4;0.0;32.4;67.6
2061;80 Tin and articles thereof;2003;2.1;0.0;37.2;62.8
2062;80 Tin and articles thereof;2004;2.2;0.0;21.9;78.1
2063;80 Tin and articles thereof;2005;2.0;0.0;20.9;79.1
2064;80 Tin and articles thereof;2006;1.9;0.0;25.3;74.7
2065;80 Tin and articles thereof;2007;2.3;0.0;52.6;47.4
2066;80 Tin and articles thereof;2008;2.0;0.0;39.0;61.0
2067;80 Tin and articles thereof;2009;1.6;0.0;50.3;49.7
2068;80 Tin and articles thereof;2010;2.3;0.0;49.5;50.5
2069;80 Tin and articles thereof;2011;1.9;0.0;44.2;55.8
2070;80 Tin and articles thereof;2012;2.3;0.0;33.7;66.3
2071;80 Tin and articles thereof;2013;2.7;0.0;32.8;67.2
2072;80 Tin and articles thereof;2014;3.3;0.0;32.6;67.4
2073;80 Tin and articles thereof;2015;4.0;0.0;14.2;85.8
2074;80 Tin and articles thereof;2016;3.0;0.0;17.5;82.5
2075;80 Tin and articles thereof;2017;2.8;0.0;14.3;85.7
2076;80 Tin and articles thereof;2018;1.7;0.0;10.3;89.7
2077;80 Tin and articles thereof;2019;1.5;0.0;15.5;84.5
2078;80 Tin and articles thereof;2020;1.6;0.0;16.6;83.4
2079;80 Tin and articles thereof;2021;2.0;0.0;19.1;80.9
2080;"81 Other base metals; cermets; articl...";1996;0.8;0.1;;
2081;"81 Other base metals; cermets; articl...";1997;0.8;0.1;;
2082;"81 Other base metals; cermets; articl...";1998;0.7;0.1;;
2083;"81 Other base metals; cermets; articl...";1999;0.8;0.1;;
2084;"81 Other base metals; cermets; articl...";2000;0.7;0.1;;
2085;"81 Other base metals; cermets; articl...";2001;0.6;0.1;;
2086;"81 Other base metals; cermets; articl...";2002;0.6;0.0;30.7;69.3
2087;"81 Other base metals; cermets; articl...";2003;0.7;0.1;33.7;66.3
2088;"81 Other base metals; cermets; articl...";2004;0.6;0.1;32.3;67.7
2089;"81 Other base metals; cermets; articl...";2005;0.5;0.1;36.3;63.7
2090;"81 Other base metals; cermets; articl...";2006;0.5;0.1;36.7;63.3
2091;"81 Other base metals; cermets; articl...";2007;0.7;0.1;37.5;62.5
2092;"81 Other base metals; cermets; articl...";2008;0.5;0.1;47.4;52.6
2093;"81 Other base metals; cermets; articl...";2009;0.6;0.1;46.5;53.5
2094;"81 Other base metals; cermets; articl...";2010;1.0;0.1;28.6;71.4
2095;"81 Other base metals; cermets; articl...";2011;0.8;0.1;39.9;60.1
2096;"81 Other base metals; cermets; articl...";2012;0.5;0.1;26.1;73.9
2097;"81 Other base metals; cermets; articl...";2013;0.5;0.1;40.4;59.6
2098;"81 Other base metals; cermets; articl...";2014;0.4;0.0;32.2;67.8
2099;"81 Other base metals; cermets; articl...";2015;0.4;0.0;42.6;57.4
2100;"81 Other base metals; cermets; articl...";2016;0.6;0.1;42.3;57.7
2101;"81 Other base metals; cermets; articl...";2017;0.6;0.1;54.0;46.0
2102;"81 Other base metals; cermets; articl...";2018;0.5;0.1;36.6;63.4
2103;"81 Other base metals; cermets; articl...";2019;0.5;0.0;40.5;59.5
2104;"81 Other base metals; cermets; articl...";2020;0.6;0.0;36.9;63.1
2105;"81 Other base metals; cermets; articl...";2021;0.8;0.1;40.0;60.0
2106;82 Tools, implements, cutlery, spoons...;1996;0.9;0.4;;
2107;82 Tools, implements, cutlery, spoons...;1997;1.0;0.5;;
2108;82 Tools, implements, cutlery, spoons...;1998;1.0;0.5;;
2109;82 Tools, implements, cutlery, spoons...;1999;1.0;0.5;;
2110;82 Tools, implements, cutlery, spoons...;2000;0.9;0.4;;
2111;82 Tools, implements, cutlery, spoons...;2001;0.8;0.4;;
2112;82 Tools, implements, cutlery, spoons...;2002;0.4;0.2;50.0;50.0
2113;82 Tools, implements, cutlery, spoons...;2003;0.4;0.2;49.6;50.4
2114;82 Tools, implements, cutlery, spoons...;2004;0.3;0.2;42.2;57.8
2115;82 Tools, implements, cutlery, spoons...;2005;0.4;0.2;39.8;60.2
2116;82 Tools, implements, cutlery, spoons...;2006;0.3;0.2;39.8;60.2
2117;82 Tools, implements, cutlery, spoons...;2007;0.4;0.2;41.5;58.5
2118;82 Tools, implements, cutlery, spoons...;2008;1.0;0.5;16.1;83.9
2119;82 Tools, implements, cutlery, spoons...;2009;1.0;0.4;21.3;78.7
2120;82 Tools, implements, cutlery, spoons...;2010;1.0;0.4;24.6;75.4
2121;82 Tools, implements, cutlery, spoons...;2011;1.1;0.5;26.8;73.2
2122;82 Tools, implements, cutlery, spoons...;2012;1.0;0.4;31.1;68.9
2123;82 Tools, implements, cutlery, spoons...;2013;1.0;0.4;32.5;67.5
2124;82 Tools, implements, cutlery, spoons...;2014;1.0;0.4;25.9;74.1
2125;82 Tools, implements, cutlery, spoons...;2015;0.6;0.3;51.1;48.9
2126;82 Tools, implements, cutlery, spoons...;2016;0.7;0.3;48.4;51.6
2127;82 Tools, implements, cutlery, spoons...;2017;0.8;0.3;52.4;47.6
2128;82 Tools, implements, cutlery, spoons...;2018;0.6;0.3;38.6;61.4
2129;82 Tools, implements, cutlery, spoons...;2019;0.7;0.3;38.3;61.7
2130;82 Tools, implements, cutlery, spoons...;2020;0.6;0.3;39.3;60.7
2131;82 Tools, implements, cutlery, spoons...;2021;0.6;0.2;38.8;61.2
2132;83 Miscellaneous articles of base metal;1996;0.6;0.3;;
2133;83 Miscellaneous articles of base metal;1997;0.5;0.3;;
2134;83 Miscellaneous articles of base metal;1998;0.5;0.3;;
2135;83 Miscellaneous articles of base metal;1999;0.5;0.3;;
2136;83 Miscellaneous articles of base metal;2000;0.6;0.3;;
2137;83 Miscellaneous articles of base metal;2001;0.5;0.3;;
2138;83 Miscellaneous articles of base metal;2002;0.5;0.3;66.1;33.9
2139;83 Miscellaneous articles of base metal;2003;0.4;0.2;63.5;36.5
2140;83 Miscellaneous articles of base metal;2004;0.4;0.2;65.4;34.6
2141;83 Miscellaneous articles of base metal;2005;0.4;0.2;64.0;36.0
2142;83 Miscellaneous articles of base metal;2006;0.4;0.2;65.5;34.5
2143;83 Miscellaneous articles of base metal;2007;0.5;0.2;68.3;31.7
2144;83 Miscellaneous articles of base metal;2008;0.4;0.2;63.9;36.1
2145;83 Miscellaneous articles of base metal;2009;0.5;0.2;59.8;40.2
2146;83 Miscellaneous articles of base metal;2010;0.4;0.2;56.2;43.8
2147;83 Miscellaneous articles of base metal;2011;0.4;0.2;57.8;42.2
2148;83 Miscellaneous articles of base metal;2012;0.4;0.2;59.4;40.6
2149;83 Miscellaneous articles of base metal;2013;0.4;0.2;60.4;39.6
2150;83 Miscellaneous articles of base metal;2014;0.4;0.2;49.8;50.2
2151;83 Miscellaneous articles of base metal;2015;0.4;0.2;55.4;44.6
2152;83 Miscellaneous articles of base metal;2016;0.4;0.2;52.1;47.9
2153;83 Miscellaneous articles of base metal;2017;0.4;0.2;48.7;51.3
2154;83 Miscellaneous articles of base metal;2018;0.4;0.2;48.5;51.5
2155;83 Miscellaneous articles of base metal;2019;0.4;0.2;50.0;50.0
2156;83 Miscellaneous articles of base metal;2020;0.4;0.2;45.6;54.4
2157;83 Miscellaneous articles of base metal;2021;0.4;0.2;50.5;49.5
2158;84 Nuclear reactors, boilers, machine...;1996;0.8;14.0;;
2159;84 Nuclear reactors, boilers, machine...;1997;0.9;15.0;;
2160;84 Nuclear reactors, boilers, machine...;1998;1.0;16.9;;
2161;84 Nuclear reactors, boilers, machine...;1999;1.0;17.0;;
2162;84 Nuclear reactors, boilers, machine...;2000;1.0;16.6;;
2163;84 Nuclear reactors, boilers, machine...;2001;1.0;17.1;;
2164;84 Nuclear reactors, boilers, machine...;2002;1.0;16.5;28.1;71.9
2165;84 Nuclear reactors, boilers, machine...;2003;1.1;16.5;29.1;70.9
2166;84 Nuclear reactors, boilers, machine...;2004;1.0;16.0;29.2;70.8
2167;84 Nuclear reactors, boilers, machine...;2005;1.0;16.2;29.9;70.1
2168;84 Nuclear reactors, boilers, machine...;2006;1.0;15.9;27.0;73.0
2169;84 Nuclear reactors, boilers, machine...;2007;1.0;16.4;35.5;64.5
2170;84 Nuclear reactors, boilers, machine...;2008;1.0;15.1;36.9;63.1
2171;84 Nuclear reactors, boilers, machine...;2009;1.0;15.1;35.8;64.2
2172;84 Nuclear reactors, boilers, machine...;2010;1.0;15.0;35.7;64.3
2173;84 Nuclear reactors, boilers, machine...;2011;1.0;14.2;40.4;59.6
2174;84 Nuclear reactors, boilers, machine...;2012;0.9;13.2;37.3;62.7
2175;84 Nuclear reactors, boilers, machine...;2013;0.9;13.2;38.8;61.2
2176;84 Nuclear reactors, boilers, machine...;2014;1.0;13.6;41.2;58.8
2177;84 Nuclear reactors, boilers, machine...;2015;1.0;13.5;48.5;51.5
2178;84 Nuclear reactors, boilers, machine...;2016;0.9;13.3;45.1;54.9
2179;84 Nuclear reactors, boilers, machine...;2017;0.9;12.8;49.4;50.6
2180;84 Nuclear reactors, boilers, machine...;2018;0.9;13.3;52.8;47.2
2181;84 Nuclear reactors, boilers, machine...;2019;0.9;13.5;52.0;48.0
2182;84 Nuclear reactors, boilers, machine...;2020;1.0;13.7;53.5;46.5
2183;84 Nuclear reactors, boilers, machine...;2021;1.0;13.0;57.2;42.8
2184;85 Electrical machinery and equipment...;1996;0.8;8.5;;
2185;85 Electrical machinery and equipment...;1997;0.9;9.0;;
2186;85 Electrical machinery and equipment...;1998;0.9;9.5;;
2187;85 Electrical machinery and equipment...;1999;0.9;10.4;;
2188;85 Electrical machinery and equipment...;2000;1.0;11.9;;
2189;85 Electrical machinery and equipment...;2001;1.0;11.9;;
2190;85 Electrical machinery and equipment...;2002;0.9;10.3;28.1;71.9
2191;85 Electrical machinery and equipment...;2003;1.1;10.5;27.5;72.5
2192;85 Electrical machinery and equipment...;2004;1.1;11.3;22.9;77.1
2193;85 Electrical machinery and equipment...;2005;1.0;10.8;23.2;76.8
2194;85 Electrical machinery and equipment...;2006;0.9;9.6;24.6;75.4
2195;85 Electrical machinery and equipment...;2007;1.3;11.4;19.6;80.4
2196;85 Electrical machinery and equipment...;2008;1.1;9.4;23.2;76.8
2197;85 Electrical machinery and equipment...;2009;1.1;9.4;25.5;74.5
2198;85 Electrical machinery and equipment...;2010;1.1;9.8;22.4;77.6
2199;85 Electrical machinery and equipment...;2011;1.1;8.7;22.3;77.7
2200;85 Electrical machinery and equipment...;2012;1.0;8.1;22.2;77.8
2201;85 Electrical machinery and equipment...;2013;1.1;7.9;23.0;77.0
2202;85 Electrical machinery and equipment...;2014;1.1;8.6;23.1;76.9
2203;85 Electrical machinery and equipment...;2015;1.2;9.4;25.6;74.4
2204;85 Electrical machinery and equipment...;2016;1.2;9.4;21.1;78.9
2205;85 Electrical machinery and equipment...;2017;1.1;10.2;18.7;81.3
2206;85 Electrical machinery and equipment...;2018;1.1;10.0;18.2;81.8
2207;85 Electrical machinery and equipment...;2019;1.1;10.5;19.5;80.5
2208;85 Electrical machinery and equipment...;2020;1.1;11.2;21.5;78.5
2209;85 Electrical machinery and equipment...;2021;1.1;10.1;21.9;78.1
2210;86 Railway or tramway locomotives, ro...;1996;0.2;0.0;;
2211;86 Railway or tramway locomotives, ro...;1997;0.2;0.0;;
2212;86 Railway or tramway locomotives, ro...;1998;0.2;0.0;;
2213;86 Railway or tramway locomotives, ro...;1999;0.2;0.0;;
2214;86 Railway or tramway locomotives, ro...;2000;0.3;0.0;;
2215;86 Railway or tramway locomotives, ro...;2001;0.2;0.0;;
2216;86 Railway or tramway locomotives, ro...;2002;0.2;0.0;87.1;12.9
2217;86 Railway or tramway locomotives, ro...;2003;0.2;0.1;83.1;16.9
2218;86 Railway or tramway locomotives, ro...;2004;0.2;0.1;90.7;9.3
2219;86 Railway or tramway locomotives, ro...;2005;0.2;0.0;78.0;22.0
2220;86 Railway or tramway locomotives, ro...;2006;0.2;0.0;76.9;23.1
2221;86 Railway or tramway locomotives, ro...;2007;0.3;0.1;84.0;16.0
2222;86 Railway or tramway locomotives, ro...;2008;0.2;0.1;90.1;9.9
2223;86 Railway or tramway locomotives, ro...;2009;0.1;0.0;81.9;18.1
2224;86 Railway or tramway locomotives, ro...;2010;0.2;0.1;90.3;9.7
2225;86 Railway or tramway locomotives, ro...;2011;0.2;0.0;83.3;16.7
2226;86 Railway or tramway locomotives, ro...;2012;0.2;0.0;84.7;15.3
2227;86 Railway or tramway locomotives, ro...;2013;0.2;0.0;78.2;21.8
2228;86 Railway or tramway locomotives, ro...;2014;0.3;0.1;89.3;10.7
2229;86 Railway or tramway locomotives, ro...;2015;0.3;0.1;90.0;10.0
2230;86 Railway or tramway locomotives, ro...;2016;0.3;0.1;78.7;21.3
2231;86 Railway or tramway locomotives, ro...;2017;0.2;0.0;91.3;8.7
2232;86 Railway or tramway locomotives, ro...;2018;0.2;0.0;95.6;4.4
2233;86 Railway or tramway locomotives, ro...;2019;0.1;0.0;92.6;7.4
2234;86 Railway or tramway locomotives, ro...;2020;0.1;0.0;91.6;8.4
2235;86 Railway or tramway locomotives, ro...;2021;0.2;0.1;78.5;21.5
2236;87 Vehicles other than railway or tra...;1996;0.4;4.7;;
2237;87 Vehicles other than railway or tra...;1997;0.4;4.9;;
2238;87 Vehicles other than railway or tra...;1998;0.4;5.5;;
2239;87 Vehicles other than railway or tra...;1999;0.4;5.4;;
2240;87 Vehicles other than railway or tra...;2000;0.4;4.8;;
2241;87 Vehicles other than railway or tra...;2001;0.4;4.6;;
2242;87 Vehicles other than railway or tra...;2002;0.4;4.8;69.9;30.1
2243;87 Vehicles other than railway or tra...;2003;0.3;4.4;77.1;22.9
2244;87 Vehicles other than railway or tra...;2004;0.3;4.3;75.9;24.1
2245;87 Vehicles other than railway or tra...;2005;0.3;4.0;73.6;26.4
2246;87 Vehicles other than railway or tra...;2006;0.3;3.8;73.7;26.3
2247;87 Vehicles other than railway or tra...;2007;0.3;3.9;74.4;25.6
2248;87 Vehicles other than railway or tra...;2008;0.3;3.7;71.8;28.2
2249;87 Vehicles other than railway or tra...;2009;0.3;3.0;56.5;43.5
2250;87 Vehicles other than railway or tra...;2010;0.3;3.0;59.4;40.6
2251;87 Vehicles other than railway or tra...;2011;0.3;3.4;63.2;36.8
2252;87 Vehicles other than railway or tra...;2012;0.3;3.3;64.1;35.9
2253;87 Vehicles other than railway or tra...;2013;0.3;3.3;66.7;33.3
2254;87 Vehicles other than railway or tra...;2014;0.3;3.5;66.7;33.3
2255;87 Vehicles other than railway or tra...;2015;0.3;3.7;79.5;20.5
2256;87 Vehicles other than railway or tra...;2016;0.3;4.2;81.5;18.5
2257;87 Vehicles other than railway or tra...;2017;0.3;4.4;81.0;19.0
2258;87 Vehicles other than railway or tra...;2018;0.3;4.5;79.5;20.5
2259;87 Vehicles other than railway or tra...;2019;0.3;4.4;76.4;23.6
2260;87 Vehicles other than railway or tra...;2020;0.3;4.1;76.4;23.6
2261;87 Vehicles other than railway or tra...;2021;0.3;3.7;76.2;23.8
2262;88 Aircraft, spacecraft, and parts th...;1996;0.2;0.4;;
2263;88 Aircraft, spacecraft, and parts th...;1997;0.1;0.4;;
2264;88 Aircraft, spacecraft, and parts th...;1998;0.1;0.3;;
2265;88 Aircraft, spacecraft, and parts th...;1999;0.1;0.3;;
2266;88 Aircraft, spacecraft, and parts th...;2000;0.1;0.3;;
2267;88 Aircraft, spacecraft, and parts th...;2001;0.1;0.3;;
2268;88 Aircraft, spacecraft, and parts th...;2002;0.1;0.3;24.1;75.9
2269;88 Aircraft, spacecraft, and parts th...;2003;0.1;0.3;27.4;72.6
2270;88 Aircraft, spacecraft, and parts th...;2004;0.1;0.3;14.2;85.8
2271;88 Aircraft, spacecraft, and parts th...;2005;0.1;0.3;28.1;71.9
2272;88 Aircraft, spacecraft, and parts th...;2006;0.1;0.3;26.6;73.4
2273;88 Aircraft, spacecraft, and parts th...;2007;0.1;0.2;33.0;67.0
2274;88 Aircraft, spacecraft, and parts th...;2008;0.1;0.3;49.4;50.6
2275;88 Aircraft, spacecraft, and parts th...;2009;0.1;0.3;50.9;49.1
2276;88 Aircraft, spacecraft, and parts th...;2010;0.1;0.3;70.9;29.1
2277;88 Aircraft, spacecraft, and parts th...;2011;0.1;0.3;72.2;27.8
2278;88 Aircraft, spacecraft, and parts th...;2012;0.1;0.3;64.8;35.2
2279;88 Aircraft, spacecraft, and parts th...;2013;0.1;0.3;67.0;33.0
2280;88 Aircraft, spacecraft, and parts th...;2014;0.1;0.4;41.0;59.0
2281;88 Aircraft, spacecraft, and parts th...;2015;0.2;0.5;77.3;22.7
2282;88 Aircraft, spacecraft, and parts th...;2016;0.1;0.5;73.0;27.0
2283;88 Aircraft, spacecraft, and parts th...;2017;0.2;0.4;39.5;60.5
2284;88 Aircraft, spacecraft, and parts th...;2018;0.1;0.3;30.4;69.6
2285;88 Aircraft, spacecraft, and parts th...;2019;0.2;0.4;32.5;67.5
2286;88 Aircraft, spacecraft, and parts th...;2020;0.2;0.3;32.6;67.4
2287;88 Aircraft, spacecraft, and parts th...;2021;0.2;0.3;36.7;63.3
2288;89 Ships, boats and floating structures;1996;0.6;0.3;;
2289;89 Ships, boats and floating structures;1997;0.6;0.3;;
2290;89 Ships, boats and floating structures;1998;0.4;0.2;;
2291;89 Ships, boats and floating structures;1999;0.7;0.4;;
2292;89 Ships, boats and floating structures;2000;0.6;0.3;;
2293;89 Ships, boats and floating structures;2001;0.6;0.4;;
2294;89 Ships, boats and floating structures;2002;0.6;0.4;92.6;7.4
2295;89 Ships, boats and floating structures;2003;0.8;0.5;96.7;3.3
2296;89 Ships, boats and floating structures;2004;0.8;0.4;95.4;4.6
2297;89 Ships, boats and floating structures;2005;0.8;0.4;85.6;14.4
2298;89 Ships, boats and floating structures;2006;0.6;0.3;91.6;8.4
2299;89 Ships, boats and floating structures;2007;1.0;0.6;91.3;8.7
2300;89 Ships, boats and floating structures;2008;0.9;0.5;87.1;12.9
2301;89 Ships, boats and floating structures;2009;1.1;0.6;89.3;10.7
2302;89 Ships, boats and floating structures;2010;0.8;0.4;86.1;13.9
2303;89 Ships, boats and floating structures;2011;1.0;0.4;93.9;6.1
2304;89 Ships, boats and floating structures;2012;1.1;0.4;96.8;3.2
2305;89 Ships, boats and floating structures;2013;0.9;0.3;93.8;6.2
2306;89 Ships, boats and floating structures;2014;1.1;0.4;93.6;6.4
2307;89 Ships, boats and floating structures;2015;2.2;0.8;99.1;0.9
2308;89 Ships, boats and floating structures;2016;2.2;1.0;94.7;5.3
2309;89 Ships, boats and floating structures;2017;1.2;0.6;76.4;23.6
2310;89 Ships, boats and floating structures;2018;1.1;0.6;87.6;12.4
2311;89 Ships, boats and floating structures;2019;1.5;0.7;70.9;29.1
2312;89 Ships, boats and floating structures;2020;1.7;0.8;74.0;26.0
2313;89 Ships, boats and floating structures;2021;1.6;0.9;77.2;22.8
2314;90 Optical, photographic, cinematogra...;1996;1.4;4.0;;
2315;90 Optical, photographic, cinematogra...;1997;1.6;4.4;;
2316;90 Optical, photographic, cinematogra...;1998;1.6;4.6;;
2317;90 Optical, photographic, cinematogra...;1999;1.7;5.0;;
2318;90 Optical, photographic, cinematogra...;2000;1.8;5.1;;
2319;90 Optical, photographic, cinematogra...;2001;1.6;4.8;;
2320;90 Optical, photographic, cinematogra...;2002;1.8;5.5;47.9;52.1
2321;90 Optical, photographic, cinematogra...;2003;1.8;5.5;43.5;56.5
2322;90 Optical, photographic, cinematogra...;2004;1.7;5.6;43.2;56.8
2323;90 Optical, photographic, cinematogra...;2005;1.7;5.4;38.5;61.5
2324;90 Optical, photographic, cinematogra...;2006;1.8;5.7;39.2;60.8
2325;90 Optical, photographic, cinematogra...;2007;1.1;3.4;34.3;65.7
