ID;Multinationality;SIC2008;Periods;Production_1;AddedValue_2;ImportOfGoods_3;ImportsOfServices_4;DomesticExports_5;ReExports_6;ExportOfServices_7;ExportEarnings_8;LabourVolume_9;LabourVolumeForExports_10
823;Small non-multinational;77 Renting and leasing of tangible goods;2019;4928.9;1969.9;44.0;1463.2;0.0;0.0;2024.9;1072.7;20.2;12.3
824;Small non-multinational;77 Renting and leasing of tangible goods;2020;5838.6;1423.1;40.3;2519.7;0.0;0.0;2299.9;800.6;22.7;13.6
825;Small non-multinational;77 Renting and leasing of tangible goods;2021;9648.1;2373.6;48.1;3068.8;0.0;0.0;3115.1;706.2;19.0;9.0
826;Small non-multinational;78 Employment activities;2015;8459.6;5933.2;16.3;184.3;1.4;5.8;63.0;2640.5;244.7;108.6
827;Small non-multinational;78 Employment activities;2016;8505.7;6291.4;17.2;130.0;0.7;1.4;52.2;2729.2;266.8;115.5
828;Small non-multinational;78 Employment activities;2017;9468.4;6808.0;14.8;166.3;1.0;4.4;49.6;2970.6;287.4;125.2
829;Small non-multinational;78 Employment activities;2018;10422.3;7714.3;17.3;161.5;1.0;5.6;58.3;3342.0;316.5;136.9
830;Small non-multinational;78 Employment activities;2019;12150.9;9678.5;18.8;147.7;1.1;6.7;58.6;4111.0;342.1;145.1
831;Small non-multinational;78 Employment activities;2020;10807.4;8071.4;25.8;175.5;2.8;5.8;54.9;3268.8;320.6;129.5
832;Small non-multinational;78 Employment activities;2021;12155.1;9823.5;17.9;132.7;1.2;5.9;49.3;4035.3;360.7;147.9
833;Small non-multinational;79 Travel agencies, tour operators etc;2015;2545.7;363.2;6.9;219.8;0.0;0.0;20.1;59.0;8.6;1.4
834;Small non-multinational;79 Travel agencies, tour operators etc;2016;2368.4;377.2;7.4;301.5;0.0;0.0;20.5;65.3;8.6;1.5
835;Small non-multinational;79 Travel agencies, tour operators etc;2017;2106.0;415.8;4.3;1204.8;0.0;0.0;1176.0;296.6;9.6;7.3
836;Small non-multinational;79 Travel agencies, tour operators etc;2018;2023.4;452.7;4.3;1019.2;0.0;0.0;1131.8;315.9;9.5;7.1
837;Small non-multinational;79 Travel agencies, tour operators etc;2019;2134.2;441.0;5.6;1097.4;0.0;0.0;756.6;226.4;8.9;4.9
838;Small non-multinational;79 Travel agencies, tour operators etc;2020;648.0;78.4;5.2;249.7;0.0;0.0;203.8;50.1;8.0;4.2
839;Small non-multinational;79 Travel agencies, tour operators etc;2021;933.0;214.1;3.4;485.6;0.0;0.0;382.7;111.2;7.6;4.7
840;Small non-multinational;900011  tekst not available;2015;9637.7;5433.3;289.7;79.7;3.3;7.2;289.6;1675.3;151.4;46.1
841;Small non-multinational;900011  tekst not available;2016;9486.3;5437.6;268.7;86.8;4.6;12.5;359.2;1527.7;144.3;40.5
842;Small non-multinational;900011  tekst not available;2017;9893.9;5686.7;287.3;128.1;4.1;11.1;351.7;1656.9;144.0;41.9
843;Small non-multinational;900011  tekst not available;2018;10869.5;6158.0;336.0;139.8;4.1;12.9;357.1;1772.7;148.5;43.2
844;Small non-multinational;900011  tekst not available;2019;12140.4;6751.5;381.1;289.2;4.7;16.4;436.8;1981.5;162.1;47.6
845;Small non-multinational;900011  tekst not available;2020;11954.5;6855.5;428.6;87.9;4.4;11.6;364.1;1871.6;164.1;45.3
846;Small non-multinational;900011  tekst not available;2021;13287.6;7534.3;469.7;125.0;6.0;12.9;488.3;2172.6;96.2;27.8
847;Small non-multinational;O-U Noncommercial services;2015;;;;;;;;;;
848;Small non-multinational;O-U Noncommercial services;2016;;;;;;;;;;
849;Small non-multinational;O-U Noncommercial services;2017;;;;;;;;;;
850;Small non-multinational;O-U Noncommercial services;2018;;;;;;;;;;
851;Small non-multinational;O-U Noncommercial services;2019;;;;;;;;;;
852;Small non-multinational;O-U Noncommercial services;2020;;;;;;;;;;
853;Small non-multinational;O-U Noncommercial services;2021;;;;;;;;;;
854;Small non-multinational;O-Q Government and care;2015;;;;;;;;;;
855;Small non-multinational;O-Q Government and care;2016;;;;;;;;;;
856;Small non-multinational;O-Q Government and care;2017;;;;;;;;;;
857;Small non-multinational;O-Q Government and care;2018;;;;;;;;;;
858;Small non-multinational;O-Q Government and care;2019;;;;;;;;;;
859;Small non-multinational;O-Q Government and care;2020;;;;;;;;;;
860;Small non-multinational;O-Q Government and care;2021;;;;;;;;;;
861;Small non-multinational;O Public administration and services;2015;;;;;;;;;;
862;Small non-multinational;O Public administration and services;2016;;;;;;;;;;
863;Small non-multinational;O Public administration and services;2017;;;;;;;;;;
864;Small non-multinational;O Public administration and services;2018;;;;;;;;;;
865;Small non-multinational;O Public administration and services;2019;;;;;;;;;;
866;Small non-multinational;O Public administration and services;2020;;;;;;;;;;
867;Small non-multinational;O Public administration and services;2021;;;;;;;;;;
868;Small non-multinational;84 Public administration and services;2015;;;;;;;;;;
869;Small non-multinational;84 Public administration and services;2016;;;;;;;;;;
870;Small non-multinational;84 Public administration and services;2017;;;;;;;;;;
871;Small non-multinational;84 Public administration and services;2018;;;;;;;;;;
872;Small non-multinational;84 Public administration and services;2019;;;;;;;;;;
873;Small non-multinational;84 Public administration and services;2020;;;;;;;;;;
874;Small non-multinational;84 Public administration and services;2021;;;;;;;;;;
875;Small non-multinational;P Education;2015;;;;;;;;;;
876;Small non-multinational;P Education;2016;;;;;;;;;;
877;Small non-multinational;P Education;2017;;;;;;;;;;
878;Small non-multinational;P Education;2018;;;;;;;;;;
879;Small non-multinational;P Education;2019;;;;;;;;;;
880;Small non-multinational;P Education;2020;;;;;;;;;;
881;Small non-multinational;P Education;2021;;;;;;;;;;
882;Small non-multinational;85 Education;2015;;;;;;;;;;
883;Small non-multinational;85 Education;2016;;;;;;;;;;
884;Small non-multinational;85 Education;2017;;;;;;;;;;
885;Small non-multinational;85 Education;2018;;;;;;;;;;
886;Small non-multinational;85 Education;2019;;;;;;;;;;
887;Small non-multinational;85 Education;2020;;;;;;;;;;
888;Small non-multinational;85 Education;2021;;;;;;;;;;
889;Small non-multinational;Q Health and social work activities;2015;;;;;;;;;;
890;Small non-multinational;Q Health and social work activities;2016;;;;;;;;;;
891;Small non-multinational;Q Health and social work activities;2017;;;;;;;;;;
892;Small non-multinational;Q Health and social work activities;2018;;;;;;;;;;
893;Small non-multinational;Q Health and social work activities;2019;;;;;;;;;;
894;Small non-multinational;Q Health and social work activities;2020;;;;;;;;;;
895;Small non-multinational;Q Health and social work activities;2021;;;;;;;;;;
896;Small non-multinational;86 Human health activities;2015;;;;;;;;;;
897;Small non-multinational;86 Human health activities;2016;;;;;;;;;;
898;Small non-multinational;86 Human health activities;2017;;;;;;;;;;
899;Small non-multinational;86 Human health activities;2018;;;;;;;;;;
900;Small non-multinational;86 Human health activities;2019;;;;;;;;;;
901;Small non-multinational;86 Human health activities;2020;;;;;;;;;;
902;Small non-multinational;86 Human health activities;2021;;;;;;;;;;
903;Small non-multinational;87-88 Care and social work;2015;;;;;;;;;;
904;Small non-multinational;87-88 Care and social work;2016;;;;;;;;;;
905;Small non-multinational;87-88 Care and social work;2017;;;;;;;;;;
906;Small non-multinational;87-88 Care and social work;2018;;;;;;;;;;
907;Small non-multinational;87-88 Care and social work;2019;;;;;;;;;;
908;Small non-multinational;87-88 Care and social work;2020;;;;;;;;;;
909;Small non-multinational;87-88 Care and social work;2021;;;;;;;;;;
910;Small non-multinational;R-U Culture, recreation, other services;2015;;;;;;;;;;
911;Small non-multinational;R-U Culture, recreation, other services;2016;;;;;;;;;;
912;Small non-multinational;R-U Culture, recreation, other services;2017;;;;;;;;;;
913;Small non-multinational;R-U Culture, recreation, other services;2018;;;;;;;;;;
914;Small non-multinational;R-U Culture, recreation, other services;2019;;;;;;;;;;
915;Small non-multinational;R-U Culture, recreation, other services;2020;;;;;;;;;;
916;Small non-multinational;R-U Culture, recreation, other services;2021;;;;;;;;;;
917;Small non-multinational;R Culture, sports and recreation;2015;;;;;;;;;;
918;Small non-multinational;R Culture, sports and recreation;2016;;;;;;;;;;
919;Small non-multinational;R Culture, sports and recreation;2017;;;;;;;;;;
920;Small non-multinational;R Culture, sports and recreation;2018;;;;;;;;;;
921;Small non-multinational;R Culture, sports and recreation;2019;;;;;;;;;;
922;Small non-multinational;R Culture, sports and recreation;2020;;;;;;;;;;
923;Small non-multinational;R Culture, sports and recreation;2021;;;;;;;;;;
924;Small non-multinational;900048  tekst not available;2015;;;;;;;;;;
925;Small non-multinational;900048  tekst not available;2016;;;;;;;;;;
926;Small non-multinational;900048  tekst not available;2017;;;;;;;;;;
927;Small non-multinational;900048  tekst not available;2018;;;;;;;;;;
928;Small non-multinational;900048  tekst not available;2019;;;;;;;;;;
929;Small non-multinational;900048  tekst not available;2020;;;;;;;;;;
930;Small non-multinational;900048  tekst not available;2021;;;;;;;;;;
931;Small non-multinational;93 Sports and recreation;2015;;;;;;;;;;
932;Small non-multinational;93 Sports and recreation;2016;;;;;;;;;;
933;Small non-multinational;93 Sports and recreation;2017;;;;;;;;;;
934;Small non-multinational;93 Sports and recreation;2018;;;;;;;;;;
935;Small non-multinational;93 Sports and recreation;2019;;;;;;;;;;
936;Small non-multinational;93 Sports and recreation;2020;;;;;;;;;;
937;Small non-multinational;93 Sports and recreation;2021;;;;;;;;;;
938;Small non-multinational;S Other service activities;2015;;;;;;;;;;
939;Small non-multinational;S Other service activities;2016;;;;;;;;;;
940;Small non-multinational;S Other service activities;2017;;;;;;;;;;
941;Small non-multinational;S Other service activities;2018;;;;;;;;;;
942;Small non-multinational;S Other service activities;2019;;;;;;;;;;
943;Small non-multinational;S Other service activities;2020;;;;;;;;;;
944;Small non-multinational;S Other service activities;2021;;;;;;;;;;
945;Small non-multinational;94 Membership organisations;2015;;;;;;;;;;
946;Small non-multinational;94 Membership organisations;2016;;;;;;;;;;
947;Small non-multinational;94 Membership organisations;2017;;;;;;;;;;
948;Small non-multinational;94 Membership organisations;2018;;;;;;;;;;
949;Small non-multinational;94 Membership organisations;2019;;;;;;;;;;
950;Small non-multinational;94 Membership organisations;2020;;;;;;;;;;
951;Small non-multinational;94 Membership organisations;2021;;;;;;;;;;
952;Small non-multinational;95 Repair computers and consumergoods;2015;;;;;;;;;;
953;Small non-multinational;95 Repair computers and consumergoods;2016;;;;;;;;;;
954;Small non-multinational;95 Repair computers and consumergoods;2017;;;;;;;;;;
955;Small non-multinational;95 Repair computers and consumergoods;2018;;;;;;;;;;
956;Small non-multinational;95 Repair computers and consumergoods;2019;;;;;;;;;;
957;Small non-multinational;95 Repair computers and consumergoods;2020;;;;;;;;;;
958;Small non-multinational;95 Repair computers and consumergoods;2021;;;;;;;;;;
959;Small non-multinational;96 Other personal services;2015;;;;;;;;;;
960;Small non-multinational;96 Other personal services;2016;;;;;;;;;;
961;Small non-multinational;96 Other personal services;2017;;;;;;;;;;
962;Small non-multinational;96 Other personal services;2018;;;;;;;;;;
963;Small non-multinational;96 Other personal services;2019;;;;;;;;;;
964;Small non-multinational;96 Other personal services;2020;;;;;;;;;;
965;Small non-multinational;96 Other personal services;2021;;;;;;;;;;
966;Small non-multinational;T Activities of households;2015;;;;;;;;;;
967;Small non-multinational;T Activities of households;2016;;;;;;;;;;
968;Small non-multinational;T Activities of households;2017;;;;;;;;;;
969;Small non-multinational;T Activities of households;2018;;;;;;;;;;
970;Small non-multinational;T Activities of households;2019;;;;;;;;;;
971;Small non-multinational;T Activities of households;2020;;;;;;;;;;
972;Small non-multinational;T Activities of households;2021;;;;;;;;;;
973;Small non-multinational;U Extraterritorial organisations;2015;;;;;;;;;;
974;Small non-multinational;U Extraterritorial organisations;2016;;;;;;;;;;
975;Small non-multinational;U Extraterritorial organisations;2017;;;;;;;;;;
976;Small non-multinational;U Extraterritorial organisations;2018;;;;;;;;;;
977;Small non-multinational;U Extraterritorial organisations;2019;;;;;;;;;;
978;Small non-multinational;U Extraterritorial organisations;2020;;;;;;;;;;
979;Small non-multinational;U Extraterritorial organisations;2021;;;;;;;;;;
980;Large non-multinational;A-U All economic activities;2015;54916.7;33320.9;1210.7;767.7;4063.1;927.6;2118.9;11640.0;366.8;94.7
981;Large non-multinational;A-U All economic activities;2016;50891.2;30105.5;1212.3;864.0;3220.6;750.3;1579.2;10005.4;363.6;93.8
982;Large non-multinational;A-U All economic activities;2017;54397.1;31440.1;1196.1;1048.2;3850.8;802.2;1902.9;11006.0;380.0;101.6
983;Large non-multinational;A-U All economic activities;2018;60425.7;33833.2;1370.1;1317.8;4352.8;916.9;1738.3;11529.0;411.8;115.8
984;Large non-multinational;A-U All economic activities;2019;59956.1;31597.1;1685.8;843.6;3595.4;1006.0;1651.8;10975.7;371.3;102.1
985;Large non-multinational;A-U All economic activities;2020;65718.8;30845.9;1925.7;972.8;2450.8;1113.3;1596.8;9113.7;385.8;100.6
986;Large non-multinational;A-U All economic activities;2021;70238.0;34284.9;2331.0;1093.4;5052.9;1451.4;1836.5;11882.4;349.4;95.0
987;Large non-multinational;A Agriculture, forestry and fishing;2015;;;;;;;;;;
988;Large non-multinational;A Agriculture, forestry and fishing;2016;;;;;;;;;;
989;Large non-multinational;A Agriculture, forestry and fishing;2017;;;;;;;;;;
990;Large non-multinational;A Agriculture, forestry and fishing;2018;;;;;;;;;;
991;Large non-multinational;A Agriculture, forestry and fishing;2019;;;;;;;;;;
992;Large non-multinational;A Agriculture, forestry and fishing;2020;;;;;;;;;;
993;Large non-multinational;A Agriculture, forestry and fishing;2021;;;;;;;;;;
994;Large non-multinational;B Mining and quarrying;2015;5483.6;4680.1;2.7;159.8;2562.3;20.9;20.3;3397.6;2.1;1.6
995;Large non-multinational;B Mining and quarrying;2016;3861.2;3136.9;2.5;126.3;2035.5;13.8;41.6;2458.4;1.9;1.5
996;Large non-multinational;B Mining and quarrying;2017;3666.0;2995.8;1.6;53.3;2637.2;11.1;31.3;2630.4;1.5;1.4
997;Large non-multinational;B Mining and quarrying;2018;3174.4;2521.3;2.1;70.9;2641.3;7.5;18.8;2339.1;1.4;1.3
998;Large non-multinational;B Mining and quarrying;2019;2737.7;2297.6;1.8;32.0;2006.9;10.3;15.0;2043.8;1.3;1.2
999;Large non-multinational;B Mining and quarrying;2020;1382.6;576.3;3.5;23.4;673.0;11.0;15.1;460.2;1.6;1.2
1000;Large non-multinational;B Mining and quarrying;2021;2889.1;2228.2;6.6;41.8;1769.5;23.8;22.0;2021.8;1.0;0.9
1001;Large non-multinational;B-E Industry (no construction), energy;2015;17189.8;10579.4;714.6;287.6;3669.7;63.2;100.2;4726.2;110.1;17.1
1002;Large non-multinational;B-E Industry (no construction), energy;2016;15439.4;9119.4;767.1;373.9;2840.2;84.2;176.4;3808.8;105.0;16.2
1003;Large non-multinational;B-E Industry (no construction), energy;2017;15525.3;8824.4;725.8;245.3;3456.5;85.8;165.3;3976.6;100.2;15.6
1004;Large non-multinational;B-E Industry (no construction), energy;2018;17192.0;9058.5;769.0;274.4;3817.7;112.2;165.9;3957.3;99.3;16.7
1005;Large non-multinational;B-E Industry (no construction), energy;2019;17155.5;9105.1;994.6;266.3;3106.4;105.3;173.8;3838.3;93.5;16.5
1006;Large non-multinational;B-E Industry (no construction), energy;2020;15708.9;7733.8;1077.4;238.8;1957.1;149.6;127.0;2376.2;97.3;18.2
1007;Large non-multinational;B-E Industry (no construction), energy;2021;18941.9;9761.1;1406.5;237.5;4341.6;214.1;180.9;4567.8;92.5;19.1
1008;Large non-multinational;B-F Manufacturing and energy;2015;22036.4;11863.9;945.9;306.9;3675.8;63.2;132.5;4826.5;127.8;18.6
1009;Large non-multinational;B-F Manufacturing and energy;2016;20614.4;10213.8;989.1;388.1;2842.0;84.2;221.0;3893.5;123.1;17.6
1010;Large non-multinational;B-F Manufacturing and energy;2017;20174.8;9900.8;899.4;260.9;3458.3;85.8;186.2;4046.4;113.8;16.5
1011;Large non-multinational;B-F Manufacturing and energy;2018;22991.3;10357.5;987.3;288.7;3819.6;112.2;178.1;4034.1;115.0;17.7
1012;Large non-multinational;B-F Manufacturing and energy;2019;24281.1;10659.5;1245.5;288.2;3108.5;105.3;188.2;3916.7;109.4;17.4
1013;Large non-multinational;B-F Manufacturing and energy;2020;23309.0;9692.3;1357.6;262.6;1966.7;149.6;137.0;2470.4;114.5;19.1
1014;Large non-multinational;B-F Manufacturing and energy;2021;27375.5;11922.6;1757.5;253.6;4350.5;214.1;194.0;4686.7;111.8;20.2
1015;Large non-multinational;C Manufacturing;2015;6792.3;3609.6;529.1;60.6;952.9;21.4;39.0;651.1;96.0;12.0
1016;Large non-multinational;C Manufacturing;2016;6368.6;3413.0;521.7;51.1;787.6;38.7;46.6;606.3;89.9;10.9
1017;Large non-multinational;C Manufacturing;2017;6292.7;3252.3;559.5;64.1;795.3;41.7;52.1;572.2;85.3;10.2
1018;Large non-multinational;C Manufacturing;2018;7011.2;3391.1;551.9;63.9;1150.9;39.6;55.0;669.5;84.1;11.4
1019;Large non-multinational;C Manufacturing;2019;7320.4;3506.2;835.6;77.7;1074.3;32.8;69.0;801.8;79.4;11.6
1020;Large non-multinational;C Manufacturing;2020;8132.6;3848.9;951.7;109.0;1263.8;85.1;45.2;957.2;82.8;13.3
1021;Large non-multinational;C Manufacturing;2021;9114.3;3987.1;1208.2;121.5;2022.1;98.0;108.3;1179.6;78.8;13.7
1022;Large non-multinational;10-12 Manufacture of food and beverages;2015;1895.0;498.8;188.6;14.3;416.6;5.8;11.1;166.8;6.5;2.1
1023;Large non-multinational;10-12 Manufacture of food and beverages;2016;1484.1;412.8;131.6;9.7;334.6;3.0;10.2;144.8;5.2;1.7
1024;Large non-multinational;10-12 Manufacture of food and beverages;2017;1843.4;429.2;223.7;17.9;397.0;2.9;13.9;158.7;4.9;1.7
1025;Large non-multinational;10-12 Manufacture of food and beverages;2018;2109.5;505.1;205.1;20.4;456.4;3.9;20.9;187.3;6.2;2.2
1026;Large non-multinational;10-12 Manufacture of food and beverages;2019;2408.8;612.8;306.1;30.0;684.5;5.4;31.7;271.3;6.8;2.7
1027;Large non-multinational;10-12 Manufacture of food and beverages;2020;2640.4;631.8;419.5;32.5;774.5;7.2;6.4;292.5;6.5;2.7
1028;Large non-multinational;10-12 Manufacture of food and beverages;2021;2254.5;502.1;329.5;21.0;911.0;6.8;6.6;268.4;5.3;2.6
1029;Large non-multinational;13-15 Man. of textile-, leatherproducts;2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1030;Large non-multinational;13-15 Man. of textile-, leatherproducts;2016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1031;Large non-multinational;13-15 Man. of textile-, leatherproducts;2017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1032;Large non-multinational;13-15 Man. of textile-, leatherproducts;2018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1033;Large non-multinational;13-15 Man. of textile-, leatherproducts;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1034;Large non-multinational;13-15 Man. of textile-, leatherproducts;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
