ID;Regions;Periods;GDPVolumeChanges_1;TotalEconomicActivities_2;AgricultureForestryAndFishing_3;MiningAndQuarrying_4;ManufacturingPublicUtilities_5;Construction_6;TradeRepairConsumerArticles_7;HotelsAndRestaurants_8;TransportStorageAndCommunication_9;FinancialIntermediation_10;RentingAndBusinessActivities_11;GovernmentDefenceSocialSecurity_12;Education_13;HealthAndSocialWork_14;EnvironmentCultureOtherServices_15
933;Amsterdam;1999;4.02;3.89;-26.07;60.75;3.98;4.8;14.28;5.98;13.06;-3.97;4.16;6.21;1.34;-1.57;2.8
934;Amsterdam;2000;2.38;2.43;7.34;1.9;0.84;1.15;2.86;6.03;19.35;-6.0;4.06;4.3;-0.06;0.91;8.25
935;Amsterdam;2001;0.65;0.6;10.53;37.64;0.04;1.75;-3.79;-7.39;3.61;1.65;2.88;0.27;-3.27;2.91;-1.32
936;Amsterdam;2002;4.72;4.84;8.72;20.62;5.76;-7.34;12.4;-2.53;25.67;6.65;-0.99;2.3;4.17;4.3;1.51
937;Amsterdam;2003;2.5;2.66;16.04;30.5;-5.57;-4.49;4.58;-1.19;14.51;13.78;-5.09;2.09;0.47;1.67;-2.53
938;Amsterdam;2004;3.4;3.49;-2.88;-23.85;-0.77;-4.18;1.05;4.75;-8.64;17.82;-0.32;0.32;-1.25;3.79;-1.54
939;Amsterdam;2005;2.82;2.85;18.24;32.44;5.08;0.4;8.7;-8.78;5.05;2.4;3.31;-0.61;-0.02;0.16;1.33
940;Amsterdam;2006;3.6;3.5;10.6;-0.2;7.4;5.2;3.9;0.6;10.1;0.4;6.3;-0.6;-0.5;1.9;2.4
941;Amsterdam;2007;3.8;3.8;-8.5;13.4;3.2;1.1;5.3;-1.4;6.0;10.1;0.5;-1.0;0.5;2.8;2.2
942;Amsterdam;2008;4.3;4.5;3.4;4.3;-3.3;3.1;7.2;-6.6;3.1;10.4;6.3;0.8;2.2;-2.3;1.3
943;Amsterdam;2009;-2.8;-2.3;;;;;;;;;;;;;
944;Amsterdam;2010;2.6;3.0;;;;;;;;;;;;;
945;Overig Agglomeratie Amsterdam;1996;3.85;3.47;-8.9;;7.42;-14.55;3.84;12.17;10.07;-1.53;5.96;0.55;0.08;7.02;3.91
946;Overig Agglomeratie Amsterdam;1997;6.95;6.88;7.39;;1.35;-10.64;33.59;16.2;9.45;17.75;-6.15;-2.34;6.47;-1.79;22.03
947;Overig Agglomeratie Amsterdam;1998;8.58;8.44;6.13;;1.41;6.04;5.9;10.3;4.63;17.72;9.27;2.77;-0.97;4.8;29.09
948;Overig Agglomeratie Amsterdam;1999;10.65;10.51;4.19;;4.6;19.12;2.43;6.74;10.35;21.5;15.86;1.07;-0.89;1.46;-0.19
949;Overig Agglomeratie Amsterdam;2000;3.39;3.45;-12.29;;1.69;3.64;5.51;11.8;7.72;3.34;2.15;1.63;-1.79;10.02;0.74
950;Overig Agglomeratie Amsterdam;2001;-2.0;-2.06;-6.9;;23.64;5.81;-2.35;-3.94;-8.45;-11.37;-2.65;3.99;1.99;4.28;-0.34
951;Overig Agglomeratie Amsterdam;2002;-3.29;-3.18;-3.85;;9.66;-2.94;-6.58;0.7;-4.47;-8.42;-3.46;0.0;-2.03;4.59;2.07
952;Overig Agglomeratie Amsterdam;2003;-2.74;-2.59;0.73;-100.0;-2.16;-32.29;9.99;-4.8;7.22;-10.33;-6.05;-3.85;-0.31;4.09;-1.04
953;Overig Agglomeratie Amsterdam;2004;5.92;6.01;1.28;;-2.97;1.42;3.51;19.76;-16.96;4.65;18.38;-0.06;-2.29;-1.01;-3.32
954;Overig Agglomeratie Amsterdam;2005;-2.31;-2.29;1.18;;-1.86;2.19;17.42;-7.85;-6.96;-13.77;-7.26;-4.73;-0.74;-0.66;-0.09
955;Overig Agglomeratie Amsterdam;2006;4.7;4.7;9.1;-100.0;3.4;5.7;15.8;-15.1;10.1;5.1;-0.5;-0.2;-0.6;1.6;5.6
956;Overig Agglomeratie Amsterdam;2007;3.5;3.5;-2.0;;40.2;18.4;-4.9;10.4;5.3;0.9;1.8;0.2;3.2;2.4;1.4
957;Overig Agglomeratie Amsterdam;2008;3.4;3.6;-0.3;;-4.3;6.6;9.8;8.0;40.5;8.5;-0.2;-1.9;-1.1;-6.5;-7.1
958;Overig Agglomeratie Amsterdam;2009;-4.0;-3.5;;;;;;;;;;;;;
959;Overig Agglomeratie Amsterdam;2010;1.2;1.5;;;;;;;;;;;;;
960;Edam-Volendam e.o.;1996;6.39;6.0;-6.14;-53.11;10.58;8.5;6.98;8.19;8.1;7.27;12.16;0.75;0.25;-4.02;-0.06
961;Edam-Volendam e.o.;1997;4.34;4.28;6.06;-100.0;-2.11;10.36;12.45;5.64;-5.04;4.84;11.29;-8.05;3.41;-1.48;3.84
962;Edam-Volendam e.o.;1998;3.28;3.15;4.89;;4.84;1.41;5.7;3.89;11.33;0.91;-0.06;-1.42;1.31;4.18;7.75
963;Edam-Volendam e.o.;1999;3.77;3.64;-2.07;;-3.94;6.58;11.08;9.25;5.14;11.89;3.46;1.44;-1.14;2.78;3.2
964;Edam-Volendam e.o.;2000;3.07;3.13;-1.09;;-2.17;9.19;1.97;1.38;2.45;0.05;5.22;3.18;4.98;5.84;1.7
965;Edam-Volendam e.o.;2001;3.71;3.66;-4.79;;-1.21;7.24;2.78;1.51;7.48;-7.29;0.86;-0.64;6.59;22.99;4.31
966;Edam-Volendam e.o.;2002;1.33;1.44;6.35;;2.5;0.86;-2.61;-7.47;5.59;2.92;0.98;-3.54;-6.47;6.94;-3.53
967;Edam-Volendam e.o.;2003;-0.13;0.02;6.23;-100.0;-6.73;-9.59;6.17;-6.53;10.57;8.2;4.94;3.04;1.6;2.01;-6.03
968;Edam-Volendam e.o.;2004;0.38;0.47;7.34;;-1.81;-0.92;0.21;-5.46;-2.5;4.47;0.08;2.09;1.68;3.92;-1.07
969;Edam-Volendam e.o.;2005;3.28;3.31;2.58;;6.16;2.6;6.7;-2.54;5.6;8.12;2.01;-1.26;0.38;1.6;3.84
970;Edam-Volendam e.o.;2006;5.7;5.6;-0.4;;-2.3;9.5;14.0;23.8;-11.2;7.6;7.8;-0.3;-0.7;2.7;8.8
971;Edam-Volendam e.o.;2007;3.9;3.9;3.3;;1.3;0.5;8.1;8.6;19.9;5.4;4.6;-4.1;-1.3;2.3;2.6
972;Edam-Volendam e.o.;2008;5.3;5.4;1.4;306.9;5.2;-0.3;2.6;-2.5;-2.5;19.0;7.7;4.6;-1.8;13.2;-1.7
973;Edam-Volendam e.o.;2009;-2.8;-2.3;;;;;;;;;;;;;
974;Edam-Volendam e.o.;2010;0.2;0.5;;;;;;;;;;;;;
975;Haarlemmermeer e.o.;1996;5.06;4.67;-5.58;92.84;-9.6;1.28;7.15;-8.21;8.16;17.33;8.85;-0.68;0.24;10.77;9.47
976;Haarlemmermeer e.o.;1997;9.98;9.91;3.45;-53.46;16.15;4.91;10.34;-20.93;11.72;14.76;19.16;-1.17;-9.78;-5.15;3.84
977;Haarlemmermeer e.o.;1998;8.03;7.89;11.28;-44.84;23.08;6.48;7.27;8.0;3.47;25.32;12.65;4.41;1.18;-2.72;2.49
978;Haarlemmermeer e.o.;1999;5.65;5.51;-4.08;3712.67;2.94;6.1;11.92;8.65;3.94;5.45;7.51;0.83;-1.21;4.06;2.51
979;Haarlemmermeer e.o.;2000;4.66;4.72;-2.41;-0.27;3.98;8.34;12.2;0.0;1.49;-9.38;7.39;3.05;-2.33;8.28;14.39
980;Haarlemmermeer e.o.;2001;0.35;0.29;-3.63;11.63;-12.28;5.99;5.39;-5.58;-3.22;-0.14;6.1;7.45;-5.55;26.72;-6.07
981;Haarlemmermeer e.o.;2002;4.13;4.25;-1.23;9.26;10.77;-1.3;0.0;-10.92;10.88;18.17;-2.43;1.27;1.38;7.31;9.15
982;Haarlemmermeer e.o.;2003;3.42;3.57;-1.11;-33.87;8.76;-5.9;6.77;-9.87;2.73;14.29;2.5;6.17;-1.05;8.2;3.83
983;Haarlemmermeer e.o.;2004;11.56;11.66;1.93;-36.44;-10.66;3.14;30.23;4.26;18.21;8.83;-2.6;3.3;6.2;32.37;-1.52
984;Haarlemmermeer e.o.;2005;7.45;7.48;-0.5;-42.03;-6.26;1.35;13.54;1.92;8.83;-3.19;10.06;0.28;-1.24;6.58;3.39
985;Haarlemmermeer e.o.;2006;3.7;3.6;7.7;40.6;8.2;-9.4;5.2;4.6;5.8;0.8;-1.5;4.7;-0.6;1.8;7.4
986;Haarlemmermeer e.o.;2007;6.1;6.2;-8.2;60.5;7.0;-1.5;13.6;11.5;1.0;16.2;9.3;2.8;2.1;3.0;-5.2
987;Haarlemmermeer e.o.;2008;1.6;1.8;-0.2;44.0;-10.9;4.9;7.1;5.4;-2.6;15.3;2.3;-1.8;5.7;14.1;-3.7
988;Haarlemmermeer e.o.;2009;-5.4;-4.9;;;;;;;;;;;;;
989;Haarlemmermeer e.o.;2010;3.3;3.7;;;;;;;;;;;;;
990;Agglomeratie 's-Gravenhage ex. Zoeterm.;1996;1.11;0.73;-4.84;24.08;-6.95;-6.84;5.18;3.99;2.57;-4.8;3.5;-1.16;0.22;-1.34;7.58
991;Agglomeratie 's-Gravenhage ex. Zoeterm.;1997;5.49;5.43;1.41;12.64;6.71;-1.41;4.7;-16.47;13.87;-2.46;9.2;6.48;-3.4;1.39;8.93
992;Agglomeratie 's-Gravenhage ex. Zoeterm.;1998;5.05;4.91;7.78;10.41;1.74;7.59;9.79;8.29;22.31;1.39;-0.21;4.26;0.25;0.59;3.62
993;Agglomeratie 's-Gravenhage ex. Zoeterm.;1999;3.93;3.8;-3.86;9.19;3.61;10.13;5.58;8.37;10.91;1.48;5.04;1.88;-0.43;-2.33;-2.27
994;Agglomeratie 's-Gravenhage ex. Zoeterm.;2000;4.58;4.64;-4.29;17.92;3.02;0.74;3.88;7.38;29.37;-8.97;3.14;3.92;-2.65;0.57;3.09
995;Agglomeratie 's-Gravenhage ex. Zoeterm.;2001;1.57;1.52;5.25;-20.64;-7.0;1.85;-3.7;-5.56;17.74;-2.27;2.08;3.15;1.18;-0.93;-1.07
996;Agglomeratie 's-Gravenhage ex. Zoeterm.;2002;2.55;2.66;34.38;10.74;6.48;-5.76;0.85;-2.62;13.37;6.45;-5.65;4.48;0.09;5.21;2.06
997;Agglomeratie 's-Gravenhage ex. Zoeterm.;2003;2.56;2.72;-8.93;3.11;9.72;9.17;-0.22;-5.53;19.55;6.11;-0.65;-3.9;-0.91;4.54;-1.83
998;Agglomeratie 's-Gravenhage ex. Zoeterm.;2004;2.02;2.11;0.43;9.19;-3.86;-9.76;6.34;-0.41;9.05;5.44;-0.33;1.77;0.67;0.85;-1.69
999;Agglomeratie 's-Gravenhage ex. Zoeterm.;2005;2.56;2.59;-3.88;-40.73;-2.18;7.2;1.67;2.21;11.91;2.12;6.51;-1.65;-3.04;3.02;1.15
1000;Agglomeratie 's-Gravenhage ex. Zoeterm.;2006;0.9;0.8;3.9;-15.0;-14.6;-6.2;2.3;-0.4;4.3;7.4;0.1;0.4;-0.4;2.1;2.3
1001;Agglomeratie 's-Gravenhage ex. Zoeterm.;2007;4.8;4.8;6.7;21.1;5.2;1.8;7.5;7.0;11.7;-1.8;5.8;2.3;-2.1;2.6;-0.2
1002;Agglomeratie 's-Gravenhage ex. Zoeterm.;2008;0.6;0.7;0.7;-19.0;12.5;4.7;-1.3;-1.0;4.7;-6.7;0.6;-3.0;0.0;11.8;-1.4
1003;Agglomeratie 's-Gravenhage ex. Zoeterm.;2009;-1.8;-1.3;;;;;;;;;;;;;
1004;Agglomeratie 's-Gravenhage ex. Zoeterm.;2010;0.9;1.2;;;;;;;;;;;;;
1005;Zoetermeer;1996;6.17;5.78;1.85;10.16;-5.08;7.04;2.49;24.59;0.07;1.06;16.46;0.59;0.31;10.9;-9.38
1006;Zoetermeer;1997;4.93;4.87;31.93;-8.02;-5.06;0.7;5.77;1.44;30.42;1.82;5.17;8.17;-4.55;-9.06;14.58
1007;Zoetermeer;1998;6.04;5.9;-6.17;-43.49;8.41;20.98;2.77;9.01;18.0;9.63;6.42;-2.01;3.15;7.3;12.99
1008;Zoetermeer;1999;7.92;7.78;-1.76;-32.96;5.78;24.41;9.04;24.96;34.41;4.26;4.01;1.88;8.05;2.02;5.25
1009;Zoetermeer;2000;4.88;4.94;19.93;-35.78;8.8;-0.24;8.21;-3.49;17.33;-7.04;5.51;3.35;1.54;3.95;2.63
1010;Zoetermeer;2001;2.84;2.79;31.36;-3.15;-8.44;14.53;0.47;9.97;-10.5;12.34;4.26;1.08;1.92;6.26;-4.35
1011;Zoetermeer;2002;-4.02;-3.91;-8.46;15.52;7.95;-14.52;-5.15;-5.96;17.94;8.96;-13.64;9.41;-1.65;5.88;0.11
1012;Zoetermeer;2003;-7.97;-7.83;-14.48;10.05;10.98;-21.45;-4.58;-11.73;-31.95;-4.01;-5.67;-16.14;-4.01;1.76;4.21
1013;Zoetermeer;2004;1.17;1.26;6.14;33.36;55.05;-14.53;1.76;-7.1;41.61;16.17;-1.67;-29.06;0.91;-2.42;3.05
1014;Zoetermeer;2005;-0.59;-0.56;-16.41;10.43;-0.1;24.87;-5.41;-8.87;-10.37;5.51;-2.87;-6.87;7.6;5.47;-3.84
1015;Zoetermeer;2006;4.2;4.2;6.6;-16.8;25.6;0.4;4.2;14.2;-47.2;7.9;5.1;-1.2;-0.3;1.1;17.6
1016;Zoetermeer;2007;1.4;1.4;1.6;15.9;-8.8;-6.5;7.6;5.7;11.6;-3.9;1.6;3.4;-0.3;2.7;15.5
1017;Zoetermeer;2008;-1.0;-0.8;-5.6;9.7;2.9;12.1;0.4;4.3;3.0;-13.8;1.2;-0.1;-3.6;-17.3;-3.4
1018;Zoetermeer;2009;-3.2;-2.8;;;;;;;;;;;;;
1019;Zoetermeer;2010;0.2;0.5;;;;;;;;;;;;;
1020;Rijnmond;1996;2.21;1.83;-3.94;-19.09;-1.05;-4.02;3.68;1.63;2.37;1.92;6.37;0.25;0.22;2.88;1.85
1021;Rijnmond;1997;2.08;2.02;15.18;-8.12;-10.49;-0.43;4.33;-5.32;4.9;1.43;11.48;3.17;-2.21;2.94;6.33
1022;Rijnmond;1998;3.28;3.14;3.49;-2.39;2.3;1.71;3.59;7.28;6.75;-4.13;5.09;0.71;0.61;2.42;4.05
1023;Rijnmond;1999;3.88;3.75;4.61;6.82;3.56;4.4;3.59;3.7;3.54;0.5;5.35;1.85;1.07;1.56;10.97
1024;Rijnmond;2000;3.98;4.04;1.37;-6.09;5.5;-1.75;4.03;9.48;9.55;-1.35;3.32;3.17;2.98;0.7;8.49
1025;Rijnmond;2001;1.98;1.92;-5.87;18.79;4.34;2.52;-1.4;-0.82;8.53;-0.54;0.4;1.97;0.93;0.49;-0.86
1026;Rijnmond;2002;1.16;1.28;-0.48;16.75;6.68;3.78;2.61;-1.81;-5.65;2.24;-2.75;3.43;1.24;4.54;4.3
1027;Rijnmond;2003;0.27;0.42;1.96;-46.95;-0.34;-5.69;5.94;-6.99;0.14;2.31;-1.23;3.4;0.95;2.34;-1.16
1028;Rijnmond;2004;2.93;3.02;7.85;-7.61;4.7;-3.72;9.73;-7.14;4.3;0.34;1.57;0.48;-0.61;3.75;1.03
1029;Rijnmond;2005;4.61;4.64;-0.03;112.82;7.52;9.24;7.69;1.8;6.09;0.22;4.36;0.39;-0.85;1.5;-3.37
1030;Rijnmond;2006;3.8;3.8;0.4;7.3;1.0;13.3;6.8;2.7;3.3;4.8;4.7;0.1;-0.4;2.1;6.1
1031;Rijnmond;2007;4.6;4.7;4.0;26.0;5.2;3.8;10.2;0.6;3.7;2.4;5.1;2.5;-1.7;2.6;2.3
1032;Rijnmond;2008;1.7;1.9;4.1;-7.3;1.6;7.9;-0.6;-6.2;0.0;1.9;1.5;1.5;0.2;7.5;5.3
1033;Rijnmond;2009;-3.2;-2.7;;;;;;;;;;;;;
1034;Rijnmond;2010;1.7;2.0;;;;;;;;;;;;;
1035;Overig Groot-Rijnmond;1996;3.66;3.28;-5.28;1542.22;-2.75;1.23;7.73;14.5;5.47;12.15;6.45;0.8;0.18;9.82;-0.23
1036;Overig Groot-Rijnmond;1997;6.36;6.29;1.4;125.78;3.72;-5.91;3.94;39.09;15.55;11.11;19.07;-0.2;-0.12;-2.29;11.07
1037;Overig Groot-Rijnmond;1998;2.85;2.72;-3.8;-66.19;-2.81;9.96;5.35;12.45;6.04;-2.09;4.27;3.57;-0.02;6.06;-10.14
1038;Overig Groot-Rijnmond;1999;6.3;6.17;12.02;-3.4;9.62;4.25;8.18;-0.26;1.05;14.99;5.33;-0.18;1.03;2.7;4.97
1039;Overig Groot-Rijnmond;2000;4.81;4.87;-1.5;-38.67;4.3;0.31;8.42;8.34;15.03;-3.32;4.02;2.12;0.0;8.41;0.01
1040;Overig Groot-Rijnmond;2001;-0.41;-0.46;-0.49;104.0;-0.21;-1.32;-2.05;-7.22;-2.93;-4.29;1.78;2.39;-1.82;1.93;3.04
1041;Overig Groot-Rijnmond;2002;-0.41;-0.3;-2.72;263.84;1.13;-3.19;2.12;-13.26;-5.07;4.0;-2.4;2.96;-2.49;6.05;-0.9
1042;Overig Groot-Rijnmond;2003;-1.19;-1.04;8.24;2243.79;-2.56;-7.23;-3.38;30.17;-11.23;3.84;-5.28;-0.51;3.3;6.83;0.78
1043;Overig Groot-Rijnmond;2004;1.52;1.61;3.41;20.69;-3.03;4.42;2.58;-7.37;5.31;15.43;-0.21;-1.25;2.25;1.32;-2.49
1044;Overig Groot-Rijnmond;2005;1.16;1.19;1.23;-100.0;6.6;-7.01;4.23;2.51;0.8;6.97;0.95;-1.26;-0.02;5.59;-0.17
1045;Overig Groot-Rijnmond;2006;3.5;3.4;-6.2;;-0.5;11.2;3.6;7.9;-0.6;7.8;6.0;-0.8;-0.9;2.1;17.3
1046;Overig Groot-Rijnmond;2007;11.2;11.3;5.3;;15.4;22.0;15.0;5.1;19.7;6.7;8.8;5.4;3.9;2.0;3.3
1047;Overig Groot-Rijnmond;2008;2.2;2.4;5.4;;0.2;4.8;0.1;-3.0;0.8;18.6;3.6;1.0;-1.0;7.5;-7.9
1048;Overig Groot-Rijnmond;2009;-4.8;-4.3;;;;;;;;;;;;;
1049;Overig Groot-Rijnmond;2010;7.2;7.5;;;;;;;;;;;;;
1050;Drechtsteden;1996;3.35;2.97;-5.74;52.7;-2.4;4.1;5.47;5.73;5.13;13.94;3.51;0.64;0.24;3.15;13.16
1051;Drechtsteden;1997;7.04;6.98;5.94;8.81;5.98;13.14;10.64;-6.65;9.7;0.54;9.12;-1.51;-5.01;0.54;14.64
1052;Drechtsteden;1998;3.77;3.64;-12.07;-36.9;6.19;-2.48;6.45;1.19;0.77;15.7;5.32;1.52;0.81;3.48;5.54
1053;Drechtsteden;1999;5.19;5.06;0.06;44.84;-0.34;10.55;5.9;6.64;11.35;2.24;8.62;1.39;0.42;0.77;1.94
1054;Drechtsteden;2000;5.19;5.25;-5.13;-3.81;5.56;2.57;6.85;1.69;16.75;4.03;5.01;1.39;-0.6;2.05;2.91
1055;Drechtsteden;2001;3.87;3.81;-6.41;40.98;7.89;6.25;1.08;-2.68;0.53;-4.55;3.02;9.43;2.21;3.15;0.98
1056;Drechtsteden;2002;1.6;1.72;-9.22;-44.41;4.29;11.86;-1.65;0.48;5.89;9.58;-6.19;1.39;-2.36;5.21;4.36
1057;Drechtsteden;2003;0.08;0.23;8.41;3.06;-11.97;-3.69;4.98;-5.23;2.76;9.07;2.61;12.56;3.12;6.8;-8.03
1058;Drechtsteden;2004;-1.1;-1.01;-3.3;-6.81;3.33;-3.51;1.52;-6.57;-14.52;15.75;-4.17;2.58;0.34;1.2;1.89
1059;Drechtsteden;2005;1.17;1.2;-15.32;-67.83;-2.68;7.13;3.46;8.28;-6.06;5.33;7.8;-1.62;-0.6;3.5;-22.27
1060;Drechtsteden;2006;3.8;3.8;6.6;453.6;5.5;-1.1;8.9;3.2;9.3;7.3;-0.8;3.3;-0.5;2.3;0.7
1061;Drechtsteden;2007;1.8;1.9;-7.5;-17.7;2.0;0.1;5.3;3.6;6.4;6.2;-0.1;0.0;-1.5;2.4;-0.2
1062;Drechtsteden;2008;2.1;2.2;5.8;1.3;1.4;4.2;-0.3;-11.2;10.0;16.9;6.4;-0.2;-0.3;-7.1;-2.9
1063;Drechtsteden;2009;-4.0;-3.5;;;;;;;;;;;;;
1064;Drechtsteden;2010;-0.2;0.1;;;;;;;;;;;;;
1065;Overig Zuidoost-Zuid-Holland;1996;9.28;8.88;-5.59;350.6;5.48;5.76;10.95;15.89;13.66;12.89;18.65;0.75;0.22;6.18;-0.09
1066;Overig Zuidoost-Zuid-Holland;1997;5.32;5.25;4.67;-7.17;-4.89;-0.79;8.34;5.29;13.87;9.96;20.44;-2.42;-3.4;-8.14;1.07
1067;Overig Zuidoost-Zuid-Holland;1998;6.2;6.06;7.17;-96.3;5.43;7.32;9.53;4.13;7.51;-6.03;6.4;1.78;-0.36;3.72;8.95
1068;Overig Zuidoost-Zuid-Holland;1999;4.86;4.73;0.09;-100.0;5.95;5.78;0.49;10.43;26.08;11.85;1.73;0.57;1.2;9.5;1.27
1069;Overig Zuidoost-Zuid-Holland;2000;2.31;2.37;-6.2;;3.55;5.71;2.04;-2.57;-13.12;-4.47;5.01;1.41;-1.45;17.6;5.5
1070;Overig Zuidoost-Zuid-Holland;2001;2.98;2.93;-0.34;;-0.48;7.51;1.61;-3.64;-7.43;-7.53;5.73;9.0;3.86;11.9;3.94
1071;Overig Zuidoost-Zuid-Holland;2002;-19.38;-19.29;-9.19;;-11.02;-23.9;-28.87;-44.31;-8.84;-10.84;-30.78;1.07;-8.03;3.78;-6.43
1072;Overig Zuidoost-Zuid-Holland;2003;2.8;2.96;3.48;-23.73;6.26;-3.14;5.95;-0.46;-8.83;8.29;3.76;-0.05;3.64;9.89;-3.83
1073;Overig Zuidoost-Zuid-Holland;2004;2.02;2.11;9.62;-33.23;11.52;0.36;-0.09;0.16;1.29;-5.32;-4.65;4.96;1.51;4.43;-4.61
1074;Overig Zuidoost-Zuid-Holland;2005;0.97;1.0;-4.01;6.66;-9.35;3.83;2.81;1.26;13.56;7.41;5.56;1.54;1.6;1.21;2.4
1075;Overig Zuidoost-Zuid-Holland;2006;8.1;8.0;1.1;-3.3;13.5;-0.2;16.7;4.0;5.6;7.1;8.0;3.1;-0.6;2.3;6.8
1076;Overig Zuidoost-Zuid-Holland;2007;6.4;6.4;-0.9;35.6;7.2;16.5;4.7;-0.4;12.3;6.0;6.4;0.2;2.6;2.6;-3.3
1077;Overig Zuidoost-Zuid-Holland;2008;1.2;1.4;-0.5;-43.9;-5.5;-7.3;7.7;-7.0;3.5;12.5;4.8;0.9;-0.4;10.9;0.6
1078;Overig Zuidoost-Zuid-Holland;2009;-4.1;-3.6;;;;;;;;;;;;;
1079;Overig Zuidoost-Zuid-Holland;2010;0.6;0.9;;;;;;;;;;;;;
1080;Stadsgewest 's-Hertogenbosch;1996;3.92;3.54;15.75;-8.08;6.73;-1.59;3.05;4.0;-2.35;6.16;6.31;-0.82;0.25;4.81;-2.63
1081;Stadsgewest 's-Hertogenbosch;1997;9.96;9.89;12.91;-5.09;6.32;18.26;19.88;13.59;14.41;16.26;8.38;5.42;7.83;5.85;-10.24
1082;Stadsgewest 's-Hertogenbosch;1998;6.89;6.75;-12.23;5.12;9.67;2.57;14.27;7.37;6.18;17.93;5.61;3.34;-3.53;1.45;3.33
1083;Stadsgewest 's-Hertogenbosch;1999;8.18;8.04;16.96;13.85;2.02;4.18;10.58;4.42;33.91;25.57;8.82;1.43;1.3;0.04;-1.26
1084;Stadsgewest 's-Hertogenbosch;2000;6.05;6.11;6.38;-44.42;3.93;5.0;5.58;0.96;18.09;12.81;8.31;0.36;2.82;-1.55;5.78
1085;Stadsgewest 's-Hertogenbosch;2001;0.96;0.91;0.04;-16.3;-3.14;-9.42;0.64;-4.33;5.6;4.1;0.84;4.8;-1.14;11.19;7.68
1086;Stadsgewest 's-Hertogenbosch;2002;1.2;1.31;-5.88;23.65;11.18;-11.58;0.39;3.85;-6.63;-0.16;0.67;3.46;-0.1;5.33;0.89
1087;Stadsgewest 's-Hertogenbosch;2003;2.19;2.34;-3.59;15.84;0.62;-4.92;6.02;-8.56;9.42;6.42;-1.35;3.21;0.05;4.98;12.58
1088;Stadsgewest 's-Hertogenbosch;2004;2.15;2.24;6.69;-100.0;2.78;2.23;4.73;-7.92;-2.6;2.07;4.54;0.58;-0.08;2.48;-3.71
1089;Stadsgewest 's-Hertogenbosch;2005;2.89;2.92;-0.51;;-0.11;3.97;0.98;14.12;0.91;21.66;0.68;-0.31;1.14;1.57;1.55
1090;Stadsgewest 's-Hertogenbosch;2006;0.4;0.3;-5.4;1774.8;2.5;3.2;6.4;-3.4;7.5;6.8;-10.4;0.4;-0.4;2.5;-1.7
1091;Stadsgewest 's-Hertogenbosch;2007;3.8;3.9;3.8;330.6;0.5;4.0;5.0;5.4;-8.6;7.7;9.3;1.2;-2.6;2.5;8.8
1092;Stadsgewest 's-Hertogenbosch;2008;1.0;1.1;0.1;31.8;-3.5;3.1;-0.3;-8.1;-2.2;-2.5;4.3;2.6;1.6;7.9;2.7
1093;Stadsgewest 's-Hertogenbosch;2009;-3.6;-3.1;;;;;;;;;;;;;
1094;Stadsgewest 's-Hertogenbosch;2010;1.0;1.3;;;;;;;;;;;;;
1095;Overig Noordoost-Noord-Brabant;1996;2.38;2.01;10.86;14.43;-1.82;1.83;6.02;2.55;0.95;12.93;5.98;-2.3;0.25;1.25;-2.01
1096;Overig Noordoost-Noord-Brabant;1997;7.17;7.1;2.18;-0.61;5.22;4.61;13.4;15.05;8.34;24.98;11.51;1.0;-2.19;-0.52;13.58
1097;Overig Noordoost-Noord-Brabant;1998;0.58;0.44;-25.91;62.03;-1.65;7.29;6.68;2.3;8.88;-1.36;0.04;2.49;5.64;3.04;1.92
1098;Overig Noordoost-Noord-Brabant;1999;5.67;5.54;19.67;9.6;8.82;4.88;3.76;-0.71;-0.54;11.03;5.43;1.29;1.34;0.0;-1.16
1099;Overig Noordoost-Noord-Brabant;2000;4.94;4.99;5.65;4.09;6.69;1.81;4.97;8.99;12.4;2.2;5.27;-0.6;1.74;0.92;3.72
1100;Overig Noordoost-Noord-Brabant;2001;2.7;2.65;-8.51;1.68;4.18;-0.29;2.96;0.82;-3.82;-1.14;5.24;2.74;5.19;3.02;7.43
1101;Overig Noordoost-Noord-Brabant;2002;-0.67;-0.55;-7.03;-16.21;-0.03;-2.38;-3.57;-4.39;1.65;-0.47;0.27;1.35;-2.96;5.06;5.25
1102;Overig Noordoost-Noord-Brabant;2003;-1.03;-0.88;-1.55;-21.31;-1.03;-8.25;1.09;-4.89;-3.98;9.21;-2.9;5.44;6.64;4.03;-4.59
1103;Overig Noordoost-Noord-Brabant;2004;1.79;1.88;9.9;-2.0;0.6;-0.76;0.91;0.9;8.18;5.32;4.91;0.31;1.71;3.49;-10.11
1104;Overig Noordoost-Noord-Brabant;2005;8.2;8.23;-6.14;-52.64;21.98;2.14;9.04;4.21;2.63;2.58;4.18;-0.17;0.17;1.68;-4.3
1105;Overig Noordoost-Noord-Brabant;2006;4.2;4.1;-9.0;47.6;-0.2;1.3;6.8;16.0;20.4;7.0;8.0;0.5;-0.5;2.5;14.8
1106;Overig Noordoost-Noord-Brabant;2007;-1.4;-1.4;10.5;7.8;-10.6;6.7;1.0;0.9;-3.3;6.8;2.2;1.7;0.2;2.4;3.4
1107;Overig Noordoost-Noord-Brabant;2008;2.0;2.2;-10.5;-4.4;-2.8;-1.1;13.0;-2.9;7.6;18.2;0.6;2.9;-0.5;7.8;-1.7
