ID;ClimateSectors;EmissionToAir;Periods;GreenhouseGasEmissions_1
524;Power;F-gases;2024;
525;Industry;Total greenhouse gases;1990;87.0
526;Industry;Total greenhouse gases;1991 ;88.3
527;Industry;Total greenhouse gases;1992;89.5
528;Industry;Total greenhouse gases;1993 ;85.8
529;Industry;Total greenhouse gases;1994 ;86.7
530;Industry;Total greenhouse gases;1995;82.0
531;Industry;Total greenhouse gases;1996 ;84.5
532;Industry;Total greenhouse gases;1997 ;84.2
533;Industry;Total greenhouse gases;1998 ;84.2
534;Industry;Total greenhouse gases;1999 ;76.2
535;Industry;Total greenhouse gases;2000;74.6
536;Industry;Total greenhouse gases;2001;70.6
537;Industry;Total greenhouse gases;2002;69.8
538;Industry;Total greenhouse gases;2003;68.5
539;Industry;Total greenhouse gases;2004;68.6
540;Industry;Total greenhouse gases;2005;66.8
541;Industry;Total greenhouse gases;2006;65.3
542;Industry;Total greenhouse gases;2007;64.6
543;Industry;Total greenhouse gases;2008;60.7
544;Industry;Total greenhouse gases;2009;56.7
545;Industry;Total greenhouse gases;2010;59.6
546;Industry;Total greenhouse gases;2011;58.4
547;Industry;Total greenhouse gases;2012;57.0
548;Industry;Total greenhouse gases;2013;56.5
549;Industry;Total greenhouse gases;2014;55.3
550;Industry;Total greenhouse gases;2015;55.2
551;Industry;Total greenhouse gases;2016;55.9
552;Industry;Total greenhouse gases;2017;56.8
553;Industry;Total greenhouse gases;2018;55.7
554;Industry;Total greenhouse gases;2019;54.9
555;Industry;Total greenhouse gases;2020;53.6
556;Industry;Total greenhouse gases;2021;53.4
557;Industry;Total greenhouse gases;2022;49.2
558;Industry;Total greenhouse gases;2023;46.1
559;Industry;Total greenhouse gases;2024;46.8
560;Industry;Carbon dioxide (CO2);1990;54.4
561;Industry;Carbon dioxide (CO2);1991 ;56.7
562;Industry;Carbon dioxide (CO2);1992;57.3
563;Industry;Carbon dioxide (CO2);1993 ;53.0
564;Industry;Carbon dioxide (CO2);1994 ;53.1
565;Industry;Carbon dioxide (CO2);1995;49.9
566;Industry;Carbon dioxide (CO2);1996 ;51.1
567;Industry;Carbon dioxide (CO2);1997 ;51.1
568;Industry;Carbon dioxide (CO2);1998 ;51.0
569;Industry;Carbon dioxide (CO2);1999 ;49.7
570;Industry;Carbon dioxide (CO2);2000;49.6
571;Industry;Carbon dioxide (CO2);2001;49.3
572;Industry;Carbon dioxide (CO2);2002;48.8
573;Industry;Carbon dioxide (CO2);2003;49.9
574;Industry;Carbon dioxide (CO2);2004;50.2
575;Industry;Carbon dioxide (CO2);2005;50.2
576;Industry;Carbon dioxide (CO2);2006;49.3
577;Industry;Carbon dioxide (CO2);2007;50.0
578;Industry;Carbon dioxide (CO2);2008;49.6
579;Industry;Carbon dioxide (CO2);2009;46.0
580;Industry;Carbon dioxide (CO2);2010;49.1
581;Industry;Carbon dioxide (CO2);2011;48.5
582;Industry;Carbon dioxide (CO2);2012;47.5
583;Industry;Carbon dioxide (CO2);2013;47.2
584;Industry;Carbon dioxide (CO2);2014;46.7
585;Industry;Carbon dioxide (CO2);2015;46.7
586;Industry;Carbon dioxide (CO2);2016;47.9
587;Industry;Carbon dioxide (CO2);2017;49.0
588;Industry;Carbon dioxide (CO2);2018;48.5
589;Industry;Carbon dioxide (CO2);2019;47.7
590;Industry;Carbon dioxide (CO2);2020;47.0
591;Industry;Carbon dioxide (CO2);2021;47.4
592;Industry;Carbon dioxide (CO2);2022;43.9
593;Industry;Carbon dioxide (CO2);2023;41.2
594;Industry;Carbon dioxide (CO2);2024;41.9
595;Industry;Dinitrogen oxide (N2O);1990;6.9
596;Industry;Dinitrogen oxide (N2O);1991 ;6.9
597;Industry;Dinitrogen oxide (N2O);1992;7.0
598;Industry;Dinitrogen oxide (N2O);1993 ;7.4
599;Industry;Dinitrogen oxide (N2O);1994 ;7.3
600;Industry;Dinitrogen oxide (N2O);1995;7.0
601;Industry;Dinitrogen oxide (N2O);1996 ;7.0
602;Industry;Dinitrogen oxide (N2O);1997 ;7.0
603;Industry;Dinitrogen oxide (N2O);1998 ;7.0
604;Industry;Dinitrogen oxide (N2O);1999 ;6.7
605;Industry;Dinitrogen oxide (N2O);2000;6.8
606;Industry;Dinitrogen oxide (N2O);2001;6.3
607;Industry;Dinitrogen oxide (N2O);2002;6.0
608;Industry;Dinitrogen oxide (N2O);2003;6.1
609;Industry;Dinitrogen oxide (N2O);2004;6.6
610;Industry;Dinitrogen oxide (N2O);2005;6.6
611;Industry;Dinitrogen oxide (N2O);2006;6.6
612;Industry;Dinitrogen oxide (N2O);2007;5.5
613;Industry;Dinitrogen oxide (N2O);2008;2.2
614;Industry;Dinitrogen oxide (N2O);2009;2.3
615;Industry;Dinitrogen oxide (N2O);2010;2.0
616;Industry;Dinitrogen oxide (N2O);2011;2.1
617;Industry;Dinitrogen oxide (N2O);2012;2.1
618;Industry;Dinitrogen oxide (N2O);2013;2.1
619;Industry;Dinitrogen oxide (N2O);2014;2.1
620;Industry;Dinitrogen oxide (N2O);2015;2.1
621;Industry;Dinitrogen oxide (N2O);2016;2.0
622;Industry;Dinitrogen oxide (N2O);2017;2.1
623;Industry;Dinitrogen oxide (N2O);2018;2.0
624;Industry;Dinitrogen oxide (N2O);2019;2.0
625;Industry;Dinitrogen oxide (N2O);2020;1.8
626;Industry;Dinitrogen oxide (N2O);2021;1.7
627;Industry;Dinitrogen oxide (N2O);2022;1.3
628;Industry;Dinitrogen oxide (N2O);2023;1.1
629;Industry;Dinitrogen oxide (N2O);2024;
630;Industry;Methane (CH4);1990;18.4
631;Industry;Methane (CH4);1991 ;18.5
632;Industry;Methane (CH4);1992;18.2
633;Industry;Methane (CH4);1993 ;17.8
634;Industry;Methane (CH4);1994 ;17.2
635;Industry;Methane (CH4);1995;16.5
636;Industry;Methane (CH4);1996 ;15.9
637;Industry;Methane (CH4);1997 ;14.8
638;Industry;Methane (CH4);1998 ;14.3
639;Industry;Methane (CH4);1999 ;13.1
640;Industry;Methane (CH4);2000;12.3
641;Industry;Methane (CH4);2001;11.7
642;Industry;Methane (CH4);2002;11.2
643;Industry;Methane (CH4);2003;10.5
644;Industry;Methane (CH4);2004;10.1
645;Industry;Methane (CH4);2005;8.5
646;Industry;Methane (CH4);2006;7.8
647;Industry;Methane (CH4);2007;7.5
648;Industry;Methane (CH4);2008;7.1
649;Industry;Methane (CH4);2009;6.7
650;Industry;Methane (CH4);2010;6.4
651;Industry;Methane (CH4);2011;6.1
652;Industry;Methane (CH4);2012;5.8
653;Industry;Methane (CH4);2013;5.4
654;Industry;Methane (CH4);2014;5.1
655;Industry;Methane (CH4);2015;4.9
656;Industry;Methane (CH4);2016;4.6
657;Industry;Methane (CH4);2017;4.3
658;Industry;Methane (CH4);2018;4.1
659;Industry;Methane (CH4);2019;4.0
660;Industry;Methane (CH4);2020;3.8
661;Industry;Methane (CH4);2021;3.6
662;Industry;Methane (CH4);2022;3.3
663;Industry;Methane (CH4);2023;3.2
664;Industry;Methane (CH4);2024;
665;Industry;F-gases;1990;7.3
666;Industry;F-gases;1991 ;6.2
667;Industry;F-gases;1992;7.0
668;Industry;F-gases;1993 ;7.6
669;Industry;F-gases;1994 ;9.1
670;Industry;F-gases;1995;8.7
671;Industry;F-gases;1996 ;10.6
672;Industry;F-gases;1997 ;11.4
673;Industry;F-gases;1998 ;11.9
674;Industry;F-gases;1999 ;6.8
675;Industry;F-gases;2000;5.9
676;Industry;F-gases;2001;3.4
677;Industry;F-gases;2002;3.8
678;Industry;F-gases;2003;2.0
679;Industry;F-gases;2004;1.7
680;Industry;F-gases;2005;1.5
681;Industry;F-gases;2006;1.6
682;Industry;F-gases;2007;1.7
683;Industry;F-gases;2008;1.7
684;Industry;F-gases;2009;1.8
685;Industry;F-gases;2010;2.0
686;Industry;F-gases;2011;1.7
687;Industry;F-gases;2012;1.7
688;Industry;F-gases;2013;1.8
689;Industry;F-gases;2014;1.4
690;Industry;F-gases;2015;1.5
691;Industry;F-gases;2016;1.4
692;Industry;F-gases;2017;1.4
693;Industry;F-gases;2018;1.2
694;Industry;F-gases;2019;1.2
695;Industry;F-gases;2020;0.9
696;Industry;F-gases;2021;0.8
697;Industry;F-gases;2022;0.7
698;Industry;F-gases;2023;0.6
699;Industry;F-gases;2024;
700;06 Extraction of crude petroleum and gas;Total greenhouse gases;1990;4.6
701;06 Extraction of crude petroleum and gas;Total greenhouse gases;1991 ;4.6
702;06 Extraction of crude petroleum and gas;Total greenhouse gases;1992;4.6
703;06 Extraction of crude petroleum and gas;Total greenhouse gases;1993 ;4.4
704;06 Extraction of crude petroleum and gas;Total greenhouse gases;1994 ;4.2
705;06 Extraction of crude petroleum and gas;Total greenhouse gases;1995;4.3
706;06 Extraction of crude petroleum and gas;Total greenhouse gases;1996 ;4.2
707;06 Extraction of crude petroleum and gas;Total greenhouse gases;1997 ;3.7
708;06 Extraction of crude petroleum and gas;Total greenhouse gases;1998 ;3.6
709;06 Extraction of crude petroleum and gas;Total greenhouse gases;1999 ;3.2
710;06 Extraction of crude petroleum and gas;Total greenhouse gases;2000;3.2
711;06 Extraction of crude petroleum and gas;Total greenhouse gases;2001;3.2
712;06 Extraction of crude petroleum and gas;Total greenhouse gases;2002;3.2
713;06 Extraction of crude petroleum and gas;Total greenhouse gases;2003;3.1
714;06 Extraction of crude petroleum and gas;Total greenhouse gases;2004;3.1
715;06 Extraction of crude petroleum and gas;Total greenhouse gases;2005;3.3
716;06 Extraction of crude petroleum and gas;Total greenhouse gases;2006;3.1
717;06 Extraction of crude petroleum and gas;Total greenhouse gases;2007;3.0
718;06 Extraction of crude petroleum and gas;Total greenhouse gases;2008;3.1
719;06 Extraction of crude petroleum and gas;Total greenhouse gases;2009;2.9
720;06 Extraction of crude petroleum and gas;Total greenhouse gases;2010;3.2
721;06 Extraction of crude petroleum and gas;Total greenhouse gases;2011;3.1
722;06 Extraction of crude petroleum and gas;Total greenhouse gases;2012;3.1
723;06 Extraction of crude petroleum and gas;Total greenhouse gases;2013;3.1
724;06 Extraction of crude petroleum and gas;Total greenhouse gases;2014;3.1
725;06 Extraction of crude petroleum and gas;Total greenhouse gases;2015;2.8
726;06 Extraction of crude petroleum and gas;Total greenhouse gases;2016;2.6
727;06 Extraction of crude petroleum and gas;Total greenhouse gases;2017;2.5
728;06 Extraction of crude petroleum and gas;Total greenhouse gases;2018;2.3
729;06 Extraction of crude petroleum and gas;Total greenhouse gases;2019;2.2
730;06 Extraction of crude petroleum and gas;Total greenhouse gases;2020;2.1
731;06 Extraction of crude petroleum and gas;Total greenhouse gases;2021;2.0
732;06 Extraction of crude petroleum and gas;Total greenhouse gases;2022;1.7
733;06 Extraction of crude petroleum and gas;Total greenhouse gases;2023;1.5
734;06 Extraction of crude petroleum and gas;Total greenhouse gases;2024;
735;06 Extraction of crude petroleum and gas;Carbon dioxide (CO2);1990;2.3
736;06 Extraction of crude petroleum and gas;Carbon dioxide (CO2);1991 ;2.3
737;06 Extraction of crude petroleum and gas;Carbon dioxide (CO2);1992;2.3
738;06 Extraction of crude petroleum and gas;Carbon dioxide (CO2);1993 ;2.1
739;06 Extraction of crude petroleum and gas;Carbon dioxide (CO2);1994 ;1.9
740;06 Extraction of crude petroleum and gas;Carbon dioxide (CO2);1995;2.0
741;06 Extraction of crude petroleum and gas;Carbon dioxide (CO2);1996 ;2.1
742;06 Extraction of crude petroleum and gas;Carbon dioxide (CO2);1997 ;2.2
743;06 Extraction of crude petroleum and gas;Carbon dioxide (CO2);1998 ;2.1
744;06 Extraction of crude petroleum and gas;Carbon dioxide (CO2);1999 ;2.0
745;06 Extraction of crude petroleum and gas;Carbon dioxide (CO2);2000;2.0
746;06 Extraction of crude petroleum and gas;Carbon dioxide (CO2);2001;2.0
747;06 Extraction of crude petroleum and gas;Carbon dioxide (CO2);2002;2.1
748;06 Extraction of crude petroleum and gas;Carbon dioxide (CO2);2003;2.0
749;06 Extraction of crude petroleum and gas;Carbon dioxide (CO2);2004;2.1
750;06 Extraction of crude petroleum and gas;Carbon dioxide (CO2);2005;2.2
751;06 Extraction of crude petroleum and gas;Carbon dioxide (CO2);2006;2.1
752;06 Extraction of crude petroleum and gas;Carbon dioxide (CO2);2007;1.9
753;06 Extraction of crude petroleum and gas;Carbon dioxide (CO2);2008;1.9
754;06 Extraction of crude petroleum and gas;Carbon dioxide (CO2);2009;2.0
755;06 Extraction of crude petroleum and gas;Carbon dioxide (CO2);2010;2.1
756;06 Extraction of crude petroleum and gas;Carbon dioxide (CO2);2011;2.0
757;06 Extraction of crude petroleum and gas;Carbon dioxide (CO2);2012;2.1
758;06 Extraction of crude petroleum and gas;Carbon dioxide (CO2);2013;2.2
759;06 Extraction of crude petroleum and gas;Carbon dioxide (CO2);2014;2.2
760;06 Extraction of crude petroleum and gas;Carbon dioxide (CO2);2015;1.9
761;06 Extraction of crude petroleum and gas;Carbon dioxide (CO2);2016;1.7
762;06 Extraction of crude petroleum and gas;Carbon dioxide (CO2);2017;1.8
763;06 Extraction of crude petroleum and gas;Carbon dioxide (CO2);2018;1.7
764;06 Extraction of crude petroleum and gas;Carbon dioxide (CO2);2019;1.5
765;06 Extraction of crude petroleum and gas;Carbon dioxide (CO2);2020;1.5
766;06 Extraction of crude petroleum and gas;Carbon dioxide (CO2);2021;1.4
767;06 Extraction of crude petroleum and gas;Carbon dioxide (CO2);2022;1.2
768;06 Extraction of crude petroleum and gas;Carbon dioxide (CO2);2023;1.1
769;06 Extraction of crude petroleum and gas;Carbon dioxide (CO2);2024;
770;06 Extraction of crude petroleum and gas;Dinitrogen oxide (N2O);1990;0.0
771;06 Extraction of crude petroleum and gas;Dinitrogen oxide (N2O);1991 ;0.0
772;06 Extraction of crude petroleum and gas;Dinitrogen oxide (N2O);1992;0.0
773;06 Extraction of crude petroleum and gas;Dinitrogen oxide (N2O);1993 ;0.0
774;06 Extraction of crude petroleum and gas;Dinitrogen oxide (N2O);1994 ;0.0
775;06 Extraction of crude petroleum and gas;Dinitrogen oxide (N2O);1995;0.0
776;06 Extraction of crude petroleum and gas;Dinitrogen oxide (N2O);1996 ;0.0
777;06 Extraction of crude petroleum and gas;Dinitrogen oxide (N2O);1997 ;0.0
778;06 Extraction of crude petroleum and gas;Dinitrogen oxide (N2O);1998 ;0.0
779;06 Extraction of crude petroleum and gas;Dinitrogen oxide (N2O);1999 ;0.0
780;06 Extraction of crude petroleum and gas;Dinitrogen oxide (N2O);2000;0.0
781;06 Extraction of crude petroleum and gas;Dinitrogen oxide (N2O);2001;0.0
782;06 Extraction of crude petroleum and gas;Dinitrogen oxide (N2O);2002;0.0
783;06 Extraction of crude petroleum and gas;Dinitrogen oxide (N2O);2003;0.0
784;06 Extraction of crude petroleum and gas;Dinitrogen oxide (N2O);2004;0.0
785;06 Extraction of crude petroleum and gas;Dinitrogen oxide (N2O);2005;0.0
786;06 Extraction of crude petroleum and gas;Dinitrogen oxide (N2O);2006;0.0
787;06 Extraction of crude petroleum and gas;Dinitrogen oxide (N2O);2007;0.0
788;06 Extraction of crude petroleum and gas;Dinitrogen oxide (N2O);2008;0.0
789;06 Extraction of crude petroleum and gas;Dinitrogen oxide (N2O);2009;0.0
790;06 Extraction of crude petroleum and gas;Dinitrogen oxide (N2O);2010;0.0
791;06 Extraction of crude petroleum and gas;Dinitrogen oxide (N2O);2011;0.0
792;06 Extraction of crude petroleum and gas;Dinitrogen oxide (N2O);2012;0.0
793;06 Extraction of crude petroleum and gas;Dinitrogen oxide (N2O);2013;0.0
794;06 Extraction of crude petroleum and gas;Dinitrogen oxide (N2O);2014;0.0
795;06 Extraction of crude petroleum and gas;Dinitrogen oxide (N2O);2015;0.0
796;06 Extraction of crude petroleum and gas;Dinitrogen oxide (N2O);2016;0.0
797;06 Extraction of crude petroleum and gas;Dinitrogen oxide (N2O);2017;0.0
798;06 Extraction of crude petroleum and gas;Dinitrogen oxide (N2O);2018;0.0
799;06 Extraction of crude petroleum and gas;Dinitrogen oxide (N2O);2019;0.0
800;06 Extraction of crude petroleum and gas;Dinitrogen oxide (N2O);2020;0.0
801;06 Extraction of crude petroleum and gas;Dinitrogen oxide (N2O);2021;0.0
802;06 Extraction of crude petroleum and gas;Dinitrogen oxide (N2O);2022;0.0
803;06 Extraction of crude petroleum and gas;Dinitrogen oxide (N2O);2023;0.0
804;06 Extraction of crude petroleum and gas;Dinitrogen oxide (N2O);2024;
805;06 Extraction of crude petroleum and gas;Methane (CH4);1990;2.3
806;06 Extraction of crude petroleum and gas;Methane (CH4);1991 ;2.3
807;06 Extraction of crude petroleum and gas;Methane (CH4);1992;2.3
808;06 Extraction of crude petroleum and gas;Methane (CH4);1993 ;2.3
809;06 Extraction of crude petroleum and gas;Methane (CH4);1994 ;2.3
810;06 Extraction of crude petroleum and gas;Methane (CH4);1995;2.3
811;06 Extraction of crude petroleum and gas;Methane (CH4);1996 ;2.1
812;06 Extraction of crude petroleum and gas;Methane (CH4);1997 ;1.4
813;06 Extraction of crude petroleum and gas;Methane (CH4);1998 ;1.5
814;06 Extraction of crude petroleum and gas;Methane (CH4);1999 ;1.3
815;06 Extraction of crude petroleum and gas;Methane (CH4);2000;1.2
816;06 Extraction of crude petroleum and gas;Methane (CH4);2001;1.2
817;06 Extraction of crude petroleum and gas;Methane (CH4);2002;1.1
818;06 Extraction of crude petroleum and gas;Methane (CH4);2003;1.1
819;06 Extraction of crude petroleum and gas;Methane (CH4);2004;1.0
820;06 Extraction of crude petroleum and gas;Methane (CH4);2005;1.1
821;06 Extraction of crude petroleum and gas;Methane (CH4);2006;1.0
822;06 Extraction of crude petroleum and gas;Methane (CH4);2007;1.1
823;06 Extraction of crude petroleum and gas;Methane (CH4);2008;1.1
824;06 Extraction of crude petroleum and gas;Methane (CH4);2009;1.0
825;06 Extraction of crude petroleum and gas;Methane (CH4);2010;1.1
826;06 Extraction of crude petroleum and gas;Methane (CH4);2011;1.1
827;06 Extraction of crude petroleum and gas;Methane (CH4);2012;1.0
828;06 Extraction of crude petroleum and gas;Methane (CH4);2013;0.9
829;06 Extraction of crude petroleum and gas;Methane (CH4);2014;0.9
830;06 Extraction of crude petroleum and gas;Methane (CH4);2015;0.9
831;06 Extraction of crude petroleum and gas;Methane (CH4);2016;0.8
832;06 Extraction of crude petroleum and gas;Methane (CH4);2017;0.7
833;06 Extraction of crude petroleum and gas;Methane (CH4);2018;0.6
834;06 Extraction of crude petroleum and gas;Methane (CH4);2019;0.6
835;06 Extraction of crude petroleum and gas;Methane (CH4);2020;0.6
836;06 Extraction of crude petroleum and gas;Methane (CH4);2021;0.5
837;06 Extraction of crude petroleum and gas;Methane (CH4);2022;0.5
838;06 Extraction of crude petroleum and gas;Methane (CH4);2023;0.5
839;06 Extraction of crude petroleum and gas;Methane (CH4);2024;
840;06 Extraction of crude petroleum and gas;F-gases;1990;0.0
841;06 Extraction of crude petroleum and gas;F-gases;1991 ;0.0
842;06 Extraction of crude petroleum and gas;F-gases;1992;0.0
843;06 Extraction of crude petroleum and gas;F-gases;1993 ;0.0
844;06 Extraction of crude petroleum and gas;F-gases;1994 ;0.0
845;06 Extraction of crude petroleum and gas;F-gases;1995;0.0
846;06 Extraction of crude petroleum and gas;F-gases;1996 ;0.0
847;06 Extraction of crude petroleum and gas;F-gases;1997 ;0.0
848;06 Extraction of crude petroleum and gas;F-gases;1998 ;0.0
849;06 Extraction of crude petroleum and gas;F-gases;1999 ;0.0
850;06 Extraction of crude petroleum and gas;F-gases;2000;0.0
851;06 Extraction of crude petroleum and gas;F-gases;2001;0.0
852;06 Extraction of crude petroleum and gas;F-gases;2002;0.0
853;06 Extraction of crude petroleum and gas;F-gases;2003;0.0
854;06 Extraction of crude petroleum and gas;F-gases;2004;0.0
855;06 Extraction of crude petroleum and gas;F-gases;2005;0.0
856;06 Extraction of crude petroleum and gas;F-gases;2006;0.0
