ID;TypeGefailleerde;Perioden;FaillissementenZittingsdaggecorrigeerd_1
2743;Bedrijven en instellingen;2009 3e kwartaal;1771
2744;Bedrijven en instellingen;2009 oktober;566
2745;Bedrijven en instellingen;2009 november;631
2746;Bedrijven en instellingen;2009 december;495
2747;Bedrijven en instellingen;2009 4e kwartaal;1692
2748;Bedrijven en instellingen;2009;6942
2749;Bedrijven en instellingen;2010 januari;505
2750;Bedrijven en instellingen;2010 februari;579
2751;Bedrijven en instellingen;2010 maart;562
2752;Bedrijven en instellingen;2010 1e kwartaal;1646
2753;Bedrijven en instellingen;2010 april;513
2754;Bedrijven en instellingen;2010 mei;426
2755;Bedrijven en instellingen;2010 juni;589
2756;Bedrijven en instellingen;2010 2e kwartaal;1528
2757;Bedrijven en instellingen;2010 juli;525
2758;Bedrijven en instellingen;2010 augustus;448
2759;Bedrijven en instellingen;2010 september;465
2760;Bedrijven en instellingen;2010 3e kwartaal;1438
2761;Bedrijven en instellingen;2010 oktober;569
2762;Bedrijven en instellingen;2010 november;525
2763;Bedrijven en instellingen;2010 december;456
2764;Bedrijven en instellingen;2010 4e kwartaal;1550
2765;Bedrijven en instellingen;2010;6162
2766;Bedrijven en instellingen;2011 januari;504
2767;Bedrijven en instellingen;2011 februari;540
2768;Bedrijven en instellingen;2011 maart;480
2769;Bedrijven en instellingen;2011 1e kwartaal;1524
2770;Bedrijven en instellingen;2011 april;476
2771;Bedrijven en instellingen;2011 mei;507
2772;Bedrijven en instellingen;2011 juni;451
2773;Bedrijven en instellingen;2011 2e kwartaal;1434
2774;Bedrijven en instellingen;2011 juli;484
2775;Bedrijven en instellingen;2011 augustus;437
2776;Bedrijven en instellingen;2011 september;555
2777;Bedrijven en instellingen;2011 3e kwartaal;1476
2778;Bedrijven en instellingen;2011 oktober;558
2779;Bedrijven en instellingen;2011 november;573
2780;Bedrijven en instellingen;2011 december;552
2781;Bedrijven en instellingen;2011 4e kwartaal;1683
2782;Bedrijven en instellingen;2011;6117
2783;Bedrijven en instellingen;2012 januari;598
2784;Bedrijven en instellingen;2012 februari;622
2785;Bedrijven en instellingen;2012 maart;603
2786;Bedrijven en instellingen;2012 1e kwartaal;1823
2787;Bedrijven en instellingen;2012 april;615
2788;Bedrijven en instellingen;2012 mei;601
2789;Bedrijven en instellingen;2012 juni;624
2790;Bedrijven en instellingen;2012 2e kwartaal;1840
2791;Bedrijven en instellingen;2012 juli;643
2792;Bedrijven en instellingen;2012 augustus;528
2793;Bedrijven en instellingen;2012 september;579
2794;Bedrijven en instellingen;2012 3e kwartaal;1750
2795;Bedrijven en instellingen;2012 oktober;629
2796;Bedrijven en instellingen;2012 november;615
2797;Bedrijven en instellingen;2012 december;692
2798;Bedrijven en instellingen;2012 4e kwartaal;1936
2799;Bedrijven en instellingen;2012;7349
2800;Bedrijven en instellingen;2013 januari;751
2801;Bedrijven en instellingen;2013 februari;793
2802;Bedrijven en instellingen;2013 maart;745
2803;Bedrijven en instellingen;2013 1e kwartaal;2289
2804;Bedrijven en instellingen;2013 april;728
2805;Bedrijven en instellingen;2013 mei;816
2806;Bedrijven en instellingen;2013 juni;742
2807;Bedrijven en instellingen;2013 2e kwartaal;2286
2808;Bedrijven en instellingen;2013 juli;689
2809;Bedrijven en instellingen;2013 augustus;636
2810;Bedrijven en instellingen;2013 september;623
2811;Bedrijven en instellingen;2013 3e kwartaal;1948
2812;Bedrijven en instellingen;2013 oktober;658
2813;Bedrijven en instellingen;2013 november;607
2814;Bedrijven en instellingen;2013 december;588
2815;Bedrijven en instellingen;2013 4e kwartaal;1853
2816;Bedrijven en instellingen;2013;8376
2817;Bedrijven en instellingen;2014 januari;633
2818;Bedrijven en instellingen;2014 februari;645
2819;Bedrijven en instellingen;2014 maart;556
2820;Bedrijven en instellingen;2014 1e kwartaal;1834
2821;Bedrijven en instellingen;2014 april;648
2822;Bedrijven en instellingen;2014 mei;583
2823;Bedrijven en instellingen;2014 juni;492
2824;Bedrijven en instellingen;2014 2e kwartaal;1723
2825;Bedrijven en instellingen;2014 juli;566
2826;Bedrijven en instellingen;2014 augustus;490
2827;Bedrijven en instellingen;2014 september;487
2828;Bedrijven en instellingen;2014 3e kwartaal;1543
2829;Bedrijven en instellingen;2014 oktober;563
2830;Bedrijven en instellingen;2014 november;517
2831;Bedrijven en instellingen;2014 december;465
2832;Bedrijven en instellingen;2014 4e kwartaal;1545
2833;Bedrijven en instellingen;2014;6645
2834;Bedrijven en instellingen;2015 januari;500
2835;Bedrijven en instellingen;2015 februari;505
2836;Bedrijven en instellingen;2015 maart;574
2837;Bedrijven en instellingen;2015 1e kwartaal;1579
2838;Bedrijven en instellingen;2015 april;470
2839;Bedrijven en instellingen;2015 mei;456
2840;Bedrijven en instellingen;2015 juni;427
2841;Bedrijven en instellingen;2015 2e kwartaal;1353
2842;Bedrijven en instellingen;2015 juli;441
2843;Bedrijven en instellingen;2015 augustus;333
2844;Bedrijven en instellingen;2015 september;339
2845;Bedrijven en instellingen;2015 3e kwartaal;1113
2846;Bedrijven en instellingen;2015 oktober;395
2847;Bedrijven en instellingen;2015 november;411
2848;Bedrijven en instellingen;2015 december;420
2849;Bedrijven en instellingen;2015 4e kwartaal;1226
2850;Bedrijven en instellingen;2015;5271
2851;Bedrijven en instellingen;2016 januari;401
2852;Bedrijven en instellingen;2016 februari;483
2853;Bedrijven en instellingen;2016 maart;394
2854;Bedrijven en instellingen;2016 1e kwartaal;1278
2855;Bedrijven en instellingen;2016 april;385
2856;Bedrijven en instellingen;2016 mei;343
2857;Bedrijven en instellingen;2016 juni;384
2858;Bedrijven en instellingen;2016 2e kwartaal;1112
2859;Bedrijven en instellingen;2016 juli;371
2860;Bedrijven en instellingen;2016 augustus;287
2861;Bedrijven en instellingen;2016 september;299
2862;Bedrijven en instellingen;2016 3e kwartaal;957
2863;Bedrijven en instellingen;2016 oktober;303
2864;Bedrijven en instellingen;2016 november;417
2865;Bedrijven en instellingen;2016 december;332
2866;Bedrijven en instellingen;2016 4e kwartaal;1052
2867;Bedrijven en instellingen;2016;4399
2868;Bedrijven en instellingen;2017 januari;336
2869;Bedrijven en instellingen;2017 februari;292
2870;Bedrijven en instellingen;2017 maart;304
2871;Bedrijven en instellingen;2017 1e kwartaal;932
2872;Bedrijven en instellingen;2017 april;263
2873;Bedrijven en instellingen;2017 mei;281
2874;Bedrijven en instellingen;2017 juni;300
2875;Bedrijven en instellingen;2017 2e kwartaal;844
2876;Bedrijven en instellingen;2017 juli;266
2877;Bedrijven en instellingen;2017 augustus;231
2878;Bedrijven en instellingen;2017 september;237
2879;Bedrijven en instellingen;2017 3e kwartaal;734
2880;Bedrijven en instellingen;2017 oktober;261
2881;Bedrijven en instellingen;2017 november;251
2882;Bedrijven en instellingen;2017 december;269
2883;Bedrijven en instellingen;2017 4e kwartaal;781
2884;Bedrijven en instellingen;2017;3291
2885;Bedrijven en instellingen;2018 januari;273
2886;Bedrijven en instellingen;2018 februari;231
2887;Bedrijven en instellingen;2018 maart;261
2888;Bedrijven en instellingen;2018 1e kwartaal;765
2889;Bedrijven en instellingen;2018 april;265
2890;Bedrijven en instellingen;2018 mei;259
2891;Bedrijven en instellingen;2018 juni;252
2892;Bedrijven en instellingen;2018 2e kwartaal;776
2893;Bedrijven en instellingen;2018 juli;247
2894;Bedrijven en instellingen;2018 augustus;254
2895;Bedrijven en instellingen;2018 september;223
2896;Bedrijven en instellingen;2018 3e kwartaal;724
2897;Bedrijven en instellingen;2018 oktober;257
2898;Bedrijven en instellingen;2018 november;274
2899;Bedrijven en instellingen;2018 december;349
2900;Bedrijven en instellingen;2018 4e kwartaal;880
2901;Bedrijven en instellingen;2018;3145
2902;Bedrijven en instellingen;2019 januari;285
2903;Bedrijven en instellingen;2019 februari;255
2904;Bedrijven en instellingen;2019 maart;275
2905;Bedrijven en instellingen;2019 1e kwartaal;815
2906;Bedrijven en instellingen;2019 april;282
2907;Bedrijven en instellingen;2019 mei;264
2908;Bedrijven en instellingen;2019 juni;273
2909;Bedrijven en instellingen;2019 2e kwartaal;819
2910;Bedrijven en instellingen;2019 juli;271
2911;Bedrijven en instellingen;2019 augustus;258
2912;Bedrijven en instellingen;2019 september;257
2913;Bedrijven en instellingen;2019 3e kwartaal;786
2914;Bedrijven en instellingen;2019 oktober;251
2915;Bedrijven en instellingen;2019 november;289
2916;Bedrijven en instellingen;2019 december;249
2917;Bedrijven en instellingen;2019 4e kwartaal;789
2918;Bedrijven en instellingen;2019;3209
2919;Bedrijven en instellingen;2020 januari;264
2920;Bedrijven en instellingen;2020 februari;267
2921;Bedrijven en instellingen;2020 maart;249
2922;Bedrijven en instellingen;2020 1e kwartaal;780
2923;Bedrijven en instellingen;2020 april;336
2924;Bedrijven en instellingen;2020 mei;336
2925;Bedrijven en instellingen;2020 juni;228
2926;Bedrijven en instellingen;2020 2e kwartaal;900
2927;Bedrijven en instellingen;2020 juli;197
2928;Bedrijven en instellingen;2020 augustus;170
2929;Bedrijven en instellingen;2020 september;181
2930;Bedrijven en instellingen;2020 3e kwartaal;548
2931;Bedrijven en instellingen;2020 oktober;167
2932;Bedrijven en instellingen;2020 november;174
2933;Bedrijven en instellingen;2020 december;134
2934;Bedrijven en instellingen;2020 4e kwartaal;475
2935;Bedrijven en instellingen;2020;2703
2936;Bedrijven en instellingen;2021 januari;146
2937;Bedrijven en instellingen;2021 februari;113
2938;Bedrijven en instellingen;2021 maart;141
2939;Bedrijven en instellingen;2021 1e kwartaal;400
2940;Bedrijven en instellingen;2021 april;156
2941;Bedrijven en instellingen;2021 mei;133
2942;Bedrijven en instellingen;2021 juni;119
2943;Bedrijven en instellingen;2021 2e kwartaal;408
2944;Bedrijven en instellingen;2021 juli;108
2945;Bedrijven en instellingen;2021 augustus;97
2946;Bedrijven en instellingen;2021 september;117
2947;Bedrijven en instellingen;2021 3e kwartaal;322
2948;Bedrijven en instellingen;2021 oktober;108
2949;Bedrijven en instellingen;2021 november;164
2950;Bedrijven en instellingen;2021 december;135
2951;Bedrijven en instellingen;2021 4e kwartaal;407
2952;Bedrijven en instellingen;2021;1537
2953;Bedrijven en instellingen;2022 januari;120
2954;Bedrijven en instellingen;2022 februari;161
2955;Bedrijven en instellingen;2022 maart;148
2956;Bedrijven en instellingen;2022 1e kwartaal;429
2957;Bedrijven en instellingen;2022 april;97
2958;Bedrijven en instellingen;2022 mei;160
2959;Bedrijven en instellingen;2022 juni;137
2960;Bedrijven en instellingen;2022 2e kwartaal;394
2961;Bedrijven en instellingen;2022 juli;126
2962;Bedrijven en instellingen;2022 augustus;129
2963;Bedrijven en instellingen;2022 september;151
2964;Bedrijven en instellingen;2022 3e kwartaal;406
2965;Bedrijven en instellingen;2022 oktober;195
2966;Bedrijven en instellingen;2022 november;198
2967;Bedrijven en instellingen;2022 december;232
2968;Bedrijven en instellingen;2022 4e kwartaal;625
2969;Bedrijven en instellingen;2022;1854
2970;Bedrijven en instellingen;2023 januari;194
2971;Bedrijven en instellingen;2023 februari;241
2972;Bedrijven en instellingen;2023 maart;181
2973;Bedrijven en instellingen;2023 1e kwartaal;616
2974;Bedrijven en instellingen;2023 april;206
2975;Bedrijven en instellingen;2023 mei;225
2976;Bedrijven en instellingen;2023 juni;269
2977;Bedrijven en instellingen;2023 2e kwartaal;700
2978;Bedrijven en instellingen;2023 juli;216
2979;Bedrijven en instellingen;2023 augustus;229
2980;Bedrijven en instellingen;2023 september;254
2981;Bedrijven en instellingen;2023 3e kwartaal;699
2982;Bedrijven en instellingen;2023 oktober;245
2983;Bedrijven en instellingen;2023 november;268
2984;Bedrijven en instellingen;2023 december;343
2985;Bedrijven en instellingen;2023 4e kwartaal;856
2986;Bedrijven en instellingen;2023;2871
2987;Bedrijven en instellingen;2024 januari;324
2988;Bedrijven en instellingen;2024 februari;316
2989;Bedrijven en instellingen;2024 maart;295
2990;Bedrijven en instellingen;2024 1e kwartaal;935
2991;Bedrijven en instellingen;2024 april;318
2992;Bedrijven en instellingen;2024 mei;313
2993;Bedrijven en instellingen;2024 juni;345
2994;Bedrijven en instellingen;2024 2e kwartaal;976
2995;Bedrijven en instellingen;2024 juli;363
2996;Bedrijven en instellingen;2024 augustus;292
2997;Bedrijven en instellingen;2024 september;320
2998;Bedrijven en instellingen;2024 3e kwartaal;975
2999;Bedrijven en instellingen;2024 oktober;291
3000;Bedrijven en instellingen;2024 november;310
3001;Bedrijven en instellingen;2024 december;295
3002;Bedrijven en instellingen;2024 4e kwartaal;896
3003;Bedrijven en instellingen;2024;3782
3004;Bedrijven en instellingen;2025 januari;270
3005;Bedrijven en instellingen;2025 februari;337
3006;Bedrijven en instellingen;2025 maart;233
3007;Bedrijven en instellingen;2025 1e kwartaal;840
