ID;Sex;Age;CountryOfBirth;DutchCaribbean;Periods;PopulationOnJanuary1st_1
2159;Total male and female;Total;Other Asia;St Eustatius;2014;74
2160;Total male and female;Total;Other Asia;St Eustatius;2015;59
2161;Total male and female;Total;Other Asia;St Eustatius;2016;20
2162;Total male and female;Total;Other Asia;St Eustatius;2017;21
2163;Total male and female;Total;Other Asia;St Eustatius;2018;17
2164;Total male and female;Total;Other Asia;St Eustatius;2019;13
2165;Total male and female;Total;Other Asia;St Eustatius;2020;16
2166;Total male and female;Total;Other Asia;St Eustatius;2021;15
2167;Total male and female;Total;Other Asia;St Eustatius;2022;18
2168;Total male and female;Total;Other Asia;St Eustatius;2023;18
2169;Total male and female;Total;Other Asia;St Eustatius;2024;14
2170;Total male and female;Total;Other Asia;Saba;2011;147
2171;Total male and female;Total;Other Asia;Saba;2012;171
2172;Total male and female;Total;Other Asia;Saba;2013;175
2173;Total male and female;Total;Other Asia;Saba;2014;144
2174;Total male and female;Total;Other Asia;Saba;2015;109
2175;Total male and female;Total;Other Asia;Saba;2016;122
2176;Total male and female;Total;Other Asia;Saba;2017;119
2177;Total male and female;Total;Other Asia;Saba;2018;156
2178;Total male and female;Total;Other Asia;Saba;2019;110
2179;Total male and female;Total;Other Asia;Saba;2020;122
2180;Total male and female;Total;Other Asia;Saba;2021;115
2181;Total male and female;Total;Other Asia;Saba;2022;101
2182;Total male and female;Total;Other Asia;Saba;2023;140
2183;Total male and female;Total;Other Asia;Saba;2024;143
2184;Total male and female;Total;Other Central and South America;Caribbean Netherlands;2011;357
2185;Total male and female;Total;Other Central and South America;Caribbean Netherlands;2012;378
2186;Total male and female;Total;Other Central and South America;Caribbean Netherlands;2013;391
2187;Total male and female;Total;Other Central and South America;Caribbean Netherlands;2014;444
2188;Total male and female;Total;Other Central and South America;Caribbean Netherlands;2015;461
2189;Total male and female;Total;Other Central and South America;Caribbean Netherlands;2016;367
2190;Total male and female;Total;Other Central and South America;Caribbean Netherlands;2017;366
2191;Total male and female;Total;Other Central and South America;Caribbean Netherlands;2018;400
2192;Total male and female;Total;Other Central and South America;Caribbean Netherlands;2019;371
2193;Total male and female;Total;Other Central and South America;Caribbean Netherlands;2020;404
2194;Total male and female;Total;Other Central and South America;Caribbean Netherlands;2021;377
2195;Total male and female;Total;Other Central and South America;Caribbean Netherlands;2022;389
2196;Total male and female;Total;Other Central and South America;Caribbean Netherlands;2023;418
2197;Total male and female;Total;Other Central and South America;Caribbean Netherlands;2024;438
2198;Total male and female;Total;Other Central and South America;Bonaire;2011;78
2199;Total male and female;Total;Other Central and South America;Bonaire;2012;83
2200;Total male and female;Total;Other Central and South America;Bonaire;2013;92
2201;Total male and female;Total;Other Central and South America;Bonaire;2014;100
2202;Total male and female;Total;Other Central and South America;Bonaire;2015;108
2203;Total male and female;Total;Other Central and South America;Bonaire;2016;108
2204;Total male and female;Total;Other Central and South America;Bonaire;2017;101
2205;Total male and female;Total;Other Central and South America;Bonaire;2018;105
2206;Total male and female;Total;Other Central and South America;Bonaire;2019;110
2207;Total male and female;Total;Other Central and South America;Bonaire;2020;131
2208;Total male and female;Total;Other Central and South America;Bonaire;2021;133
2209;Total male and female;Total;Other Central and South America;Bonaire;2022;128
2210;Total male and female;Total;Other Central and South America;Bonaire;2023;143
2211;Total male and female;Total;Other Central and South America;Bonaire;2024;159
2212;Total male and female;Total;Other Central and South America;St Eustatius;2011;191
2213;Total male and female;Total;Other Central and South America;St Eustatius;2012;207
2214;Total male and female;Total;Other Central and South America;St Eustatius;2013;211
2215;Total male and female;Total;Other Central and South America;St Eustatius;2014;250
2216;Total male and female;Total;Other Central and South America;St Eustatius;2015;260
2217;Total male and female;Total;Other Central and South America;St Eustatius;2016;158
2218;Total male and female;Total;Other Central and South America;St Eustatius;2017;161
2219;Total male and female;Total;Other Central and South America;St Eustatius;2018;181
2220;Total male and female;Total;Other Central and South America;St Eustatius;2019;157
