ID;EmploymentType;EconomicActivitiesNACE2008;Periods;EmployedPersons_1;EmployedPersonsSeasonalAdjusted_2;Jobs_3;JobsSeasonalAdjusted_4;HoursWorked_5;HoursWorkedSeasonalAdjusted_6
3722;Self-employed;L Renting, buying, selling real estate;2009;9.0;;11.0;;16.0;
3723;Self-employed;L Renting, buying, selling real estate;2010 1st quarter;9.0;9.0;11.0;12.0;3.0;4.0
3724;Self-employed;L Renting, buying, selling real estate;2010 2nd quarter;9.0;9.0;12.0;12.0;4.0;4.0
3725;Self-employed;L Renting, buying, selling real estate;2010 3rd quarter;8.0;7.0;10.0;9.0;3.0;3.0
3726;Self-employed;L Renting, buying, selling real estate;2010 4th quarter;8.0;8.0;10.0;10.0;4.0;4.0
3727;Self-employed;L Renting, buying, selling real estate;2010;8.0;;11.0;;15.0;
3728;Self-employed;L Renting, buying, selling real estate;2011 1st quarter;7.0;7.0;8.0;9.0;3.0;3.0
3729;Self-employed;L Renting, buying, selling real estate;2011 2nd quarter;8.0;8.0;10.0;10.0;3.0;3.0
3730;Self-employed;L Renting, buying, selling real estate;2011 3rd quarter;9.0;8.0;11.0;10.0;4.0;4.0
3731;Self-employed;L Renting, buying, selling real estate;2011 4th quarter;8.0;8.0;10.0;10.0;4.0;4.0
3732;Self-employed;L Renting, buying, selling real estate;2011;8.0;;10.0;;14.0;
3733;Self-employed;L Renting, buying, selling real estate;2012 1st quarter;7.0;8.0;8.0;10.0;3.0;3.0
3734;Self-employed;L Renting, buying, selling real estate;2012 2nd quarter;8.0;8.0;10.0;10.0;3.0;3.0
3735;Self-employed;L Renting, buying, selling real estate;2012 3rd quarter;9.0;8.0;11.0;10.0;4.0;4.0
3736;Self-employed;L Renting, buying, selling real estate;2012 4th quarter;8.0;8.0;10.0;10.0;4.0;4.0
3737;Self-employed;L Renting, buying, selling real estate;2012;8.0;;10.0;;14.0;
3738;Self-employed;L Renting, buying, selling real estate;2013 1st quarter;7.0;8.0;9.0;10.0;3.0;3.0
3739;Self-employed;L Renting, buying, selling real estate;2013 2nd quarter;8.0;8.0;10.0;10.0;3.0;3.0
3740;Self-employed;L Renting, buying, selling real estate;2013 3rd quarter;9.0;8.0;12.0;10.0;4.0;4.0
3741;Self-employed;L Renting, buying, selling real estate;2013 4th quarter;8.0;8.0;10.0;10.0;4.0;4.0
3742;Self-employed;L Renting, buying, selling real estate;2013;8.0;;10.0;;14.0;
3743;Self-employed;L Renting, buying, selling real estate;2014 1st quarter;6.0;7.0;7.0;9.0;3.0;3.0
3744;Self-employed;M-N Business services;1995 1st quarter;120.0;121.0;146.0;147.0;53.0;54.0
3745;Self-employed;M-N Business services;1995 2nd quarter;122.0;123.0;148.0;150.0;56.0;55.0
3746;Self-employed;M-N Business services;1995 3rd quarter;125.0;125.0;153.0;153.0;51.0;56.0
3747;Self-employed;M-N Business services;1995 4th quarter;129.0;126.0;158.0;156.0;62.0;57.0
3748;Self-employed;M-N Business services;1995;124.0;;151.0;;223.0;
3749;Self-employed;M-N Business services;1996 1st quarter;126.0;127.0;159.0;160.0;59.0;60.0
3750;Self-employed;M-N Business services;1996 2nd quarter;126.0;128.0;161.0;162.0;61.0;61.0
3751;Self-employed;M-N Business services;1996 3rd quarter;129.0;129.0;164.0;163.0;56.0;61.0
3752;Self-employed;M-N Business services;1996 4th quarter;132.0;130.0;166.0;163.0;67.0;61.0
3753;Self-employed;M-N Business services;1996;128.0;;162.0;;243.0;
3754;Self-employed;M-N Business services;1997 1st quarter;129.0;131.0;158.0;160.0;60.0;60.0
3755;Self-employed;M-N Business services;1997 2nd quarter;130.0;131.0;157.0;159.0;61.0;60.0
3756;Self-employed;M-N Business services;1997 3rd quarter;132.0;132.0;159.0;159.0;55.0;60.0
3757;Self-employed;M-N Business services;1997 4th quarter;136.0;133.0;163.0;160.0;66.0;61.0
3758;Self-employed;M-N Business services;1997;132.0;;159.0;;242.0;
3759;Self-employed;M-N Business services;1998 1st quarter;134.0;135.0;162.0;163.0;61.0;61.0
3760;Self-employed;M-N Business services;1998 2nd quarter;135.0;136.0;162.0;164.0;62.0;62.0
3761;Self-employed;M-N Business services;1998 3rd quarter;136.0;136.0;165.0;164.0;57.0;62.0
3762;Self-employed;M-N Business services;1998 4th quarter;136.0;133.0;167.0;164.0;67.0;62.0
3763;Self-employed;M-N Business services;1998;135.0;;164.0;;247.0;
3764;Self-employed;M-N Business services;1999 1st quarter;128.0;129.0;161.0;162.0;60.0;61.0
3765;Self-employed;M-N Business services;1999 2nd quarter;125.0;126.0;159.0;161.0;62.0;61.0
3766;Self-employed;M-N Business services;1999 3rd quarter;125.0;125.0;160.0;160.0;55.0;61.0
3767;Self-employed;M-N Business services;1999 4th quarter;127.0;125.0;163.0;160.0;66.0;60.0
3768;Self-employed;M-N Business services;1999;126.0;;161.0;;243.0;
3769;Self-employed;M-N Business services;2000 1st quarter;124.0;124.0;158.0;159.0;62.0;63.0
3770;Self-employed;M-N Business services;2000 2nd quarter;122.0;124.0;157.0;159.0;63.0;62.0
3771;Self-employed;M-N Business services;2000 3rd quarter;124.0;124.0;158.0;158.0;57.0;62.0
3772;Self-employed;M-N Business services;2000 4th quarter;126.0;124.0;159.0;156.0;67.0;62.0
3773;Self-employed;M-N Business services;2000;124.0;;158.0;;249.0;
3774;Self-employed;M-N Business services;2001 1st quarter;123.0;124.0;153.0;154.0;59.0;60.0
3775;Self-employed;M-N Business services;2001 2nd quarter;123.0;124.0;151.0;152.0;60.0;59.0
3776;Self-employed;M-N Business services;2001 3rd quarter;125.0;125.0;152.0;152.0;54.0;59.0
3777;Self-employed;M-N Business services;2001 4th quarter;128.0;126.0;156.0;153.0;65.0;60.0
3778;Self-employed;M-N Business services;2001;125.0;;153.0;;238.0;
3779;Self-employed;M-N Business services;2002 1st quarter;120.0;121.0;145.0;146.0;58.0;59.0
3780;Self-employed;M-N Business services;2002 2nd quarter;129.0;130.0;157.0;159.0;61.0;60.0
3781;Self-employed;M-N Business services;2002 3rd quarter;128.0;127.0;155.0;155.0;52.0;57.0
3782;Self-employed;M-N Business services;2002 4th quarter;137.0;135.0;166.0;163.0;63.0;58.0
3783;Self-employed;M-N Business services;2002;128.0;;156.0;;234.0;
3784;Self-employed;M-N Business services;2003 1st quarter;129.0;130.0;156.0;157.0;56.0;57.0
3785;Self-employed;M-N Business services;2003 2nd quarter;127.0;128.0;154.0;156.0;58.0;57.0
3786;Self-employed;M-N Business services;2003 3rd quarter;134.0;133.0;162.0;162.0;57.0;63.0
3787;Self-employed;M-N Business services;2003 4th quarter;135.0;133.0;163.0;161.0;67.0;62.0
3788;Self-employed;M-N Business services;2003;131.0;;159.0;;239.0;
3789;Self-employed;M-N Business services;2004 1st quarter;142.0;143.0;172.0;172.0;65.0;66.0
3790;Self-employed;M-N Business services;2004 2nd quarter;137.0;138.0;166.0;168.0;64.0;63.0
3791;Self-employed;M-N Business services;2004 3rd quarter;137.0;136.0;166.0;166.0;56.0;61.0
3792;Self-employed;M-N Business services;2004 4th quarter;132.0;130.0;159.0;157.0;65.0;60.0
3793;Self-employed;M-N Business services;2004;137.0;;166.0;;250.0;
3794;Self-employed;M-N Business services;2005 1st quarter;144.0;146.0;175.0;175.0;65.0;66.0
3795;Self-employed;M-N Business services;2005 2nd quarter;139.0;140.0;169.0;171.0;66.0;65.0
3796;Self-employed;M-N Business services;2005 3rd quarter;144.0;143.0;175.0;175.0;61.0;66.0
3797;Self-employed;M-N Business services;2005 4th quarter;148.0;147.0;180.0;177.0;71.0;65.0
3798;Self-employed;M-N Business services;2005;144.0;;175.0;;263.0;
3799;Self-employed;M-N Business services;2006 1st quarter;147.0;149.0;178.0;178.0;67.0;69.0
3800;Self-employed;M-N Business services;2006 2nd quarter;147.0;148.0;178.0;180.0;67.0;66.0
3801;Self-employed;M-N Business services;2006 3rd quarter;148.0;147.0;179.0;180.0;61.0;66.0
3802;Self-employed;M-N Business services;2006 4th quarter;151.0;149.0;183.0;180.0;75.0;69.0
3803;Self-employed;M-N Business services;2006;148.0;;180.0;;270.0;
3804;Self-employed;M-N Business services;2007 1st quarter;152.0;154.0;184.0;185.0;68.0;69.0
3805;Self-employed;M-N Business services;2007 2nd quarter;153.0;154.0;186.0;187.0;72.0;71.0
3806;Self-employed;M-N Business services;2007 3rd quarter;155.0;154.0;188.0;188.0;65.0;71.0
3807;Self-employed;M-N Business services;2007 4th quarter;154.0;153.0;187.0;184.0;75.0;69.0
3808;Self-employed;M-N Business services;2007;154.0;;186.0;;280.0;
3809;Self-employed;M-N Business services;2008 1st quarter;160.0;163.0;194.0;196.0;71.0;73.0
3810;Self-employed;M-N Business services;2008 2nd quarter;157.0;157.0;190.0;191.0;74.0;73.0
3811;Self-employed;M-N Business services;2008 3rd quarter;157.0;156.0;191.0;190.0;67.0;73.0
3812;Self-employed;M-N Business services;2008 4th quarter;164.0;163.0;199.0;196.0;82.0;75.0
3813;Self-employed;M-N Business services;2008;160.0;;194.0;;294.0;
3814;Self-employed;M-N Business services;2009 1st quarter;160.0;163.0;194.0;197.0;73.0;75.0
3815;Self-employed;M-N Business services;2009 2nd quarter;164.0;164.0;198.0;198.0;79.0;77.0
3816;Self-employed;M-N Business services;2009 3rd quarter;165.0;163.0;200.0;199.0;68.0;75.0
3817;Self-employed;M-N Business services;2009 4th quarter;162.0;160.0;196.0;193.0;80.0;73.0
3818;Self-employed;M-N Business services;2009;163.0;;197.0;;300.0;
3819;Self-employed;M-N Business services;2010 1st quarter;151.0;154.0;183.0;187.0;69.0;71.0
3820;Self-employed;M-N Business services;2010 2nd quarter;155.0;155.0;188.0;188.0;72.0;71.0
3821;Self-employed;M-N Business services;2010 3rd quarter;156.0;154.0;188.0;187.0;69.0;75.0
3822;Self-employed;M-N Business services;2010 4th quarter;156.0;154.0;189.0;187.0;76.0;69.0
3823;Self-employed;M-N Business services;2010;155.0;;187.0;;286.0;
3824;Self-employed;M-N Business services;2011 1st quarter;153.0;156.0;185.0;190.0;70.0;72.0
3825;Self-employed;M-N Business services;2011 2nd quarter;160.0;159.0;193.0;193.0;75.0;74.0
3826;Self-employed;M-N Business services;2011 3rd quarter;163.0;162.0;197.0;196.0;69.0;75.0
3827;Self-employed;M-N Business services;2011 4th quarter;168.0;166.0;204.0;201.0;84.0;77.0
3828;Self-employed;M-N Business services;2011;161.0;;195.0;;298.0;
3829;Self-employed;M-N Business services;2012 1st quarter;164.0;167.0;199.0;204.0;75.0;78.0
3830;Self-employed;M-N Business services;2012 2nd quarter;171.0;171.0;208.0;207.0;81.0;79.0
3831;Self-employed;M-N Business services;2012 3rd quarter;175.0;175.0;212.0;210.0;74.0;80.0
3832;Self-employed;M-N Business services;2012 4th quarter;181.0;178.0;219.0;216.0;90.0;82.0
3833;Self-employed;M-N Business services;2012;173.0;;209.0;;320.0;
3834;Self-employed;M-N Business services;2013 1st quarter;169.0;172.0;204.0;210.0;77.0;80.0
3835;Self-employed;M-N Business services;2013 2nd quarter;180.0;179.0;218.0;217.0;85.0;83.0
3836;Self-employed;M-N Business services;2013 3rd quarter;184.0;183.0;222.0;220.0;78.0;84.0
3837;Self-employed;M-N Business services;2013 4th quarter;181.0;179.0;220.0;217.0;90.0;83.0
3838;Self-employed;M-N Business services;2013;178.0;;216.0;;330.0;
3839;Self-employed;M-N Business services;2014 1st quarter;177.0;181.0;215.0;221.0;81.0;85.0
3840;Self-employed;O-Q Government and care;1995 1st quarter;61.0;61.0;69.0;69.0;26.0;26.0
3841;Self-employed;O-Q Government and care;1995 2nd quarter;62.0;62.0;70.0;70.0;27.0;26.0
3842;Self-employed;O-Q Government and care;1995 3rd quarter;61.0;62.0;69.0;71.0;23.0;26.0
3843;Self-employed;O-Q Government and care;1995 4th quarter;64.0;63.0;73.0;72.0;29.0;27.0
3844;Self-employed;O-Q Government and care;1995;62.0;;70.0;;105.0;
3845;Self-employed;O-Q Government and care;1996 1st quarter;62.0;62.0;72.0;72.0;26.0;26.0
3846;Self-employed;O-Q Government and care;1996 2nd quarter;63.0;62.0;73.0;73.0;28.0;27.0
3847;Self-employed;O-Q Government and care;1996 3rd quarter;62.0;63.0;73.0;74.0;24.0;27.0
3848;Self-employed;O-Q Government and care;1996 4th quarter;65.0;64.0;76.0;75.0;30.0;28.0
3849;Self-employed;O-Q Government and care;1996;63.0;;74.0;;108.0;
3850;Self-employed;O-Q Government and care;1997 1st quarter;65.0;65.0;76.0;76.0;29.0;29.0
3851;Self-employed;O-Q Government and care;1997 2nd quarter;67.0;66.0;78.0;77.0;30.0;29.0
3852;Self-employed;O-Q Government and care;1997 3rd quarter;66.0;67.0;77.0;78.0;26.0;30.0
3853;Self-employed;O-Q Government and care;1997 4th quarter;69.0;68.0;81.0;79.0;33.0;30.0
3854;Self-employed;O-Q Government and care;1997;67.0;;78.0;;117.0;
3855;Self-employed;O-Q Government and care;1998 1st quarter;70.0;70.0;80.0;80.0;31.0;31.0
3856;Self-employed;O-Q Government and care;1998 2nd quarter;72.0;71.0;82.0;81.0;33.0;32.0
3857;Self-employed;O-Q Government and care;1998 3rd quarter;70.0;71.0;80.0;82.0;28.0;32.0
3858;Self-employed;O-Q Government and care;1998 4th quarter;71.0;70.0;83.0;82.0;35.0;32.0
3859;Self-employed;O-Q Government and care;1998;71.0;;81.0;;127.0;
3860;Self-employed;O-Q Government and care;1999 1st quarter;68.0;68.0;80.0;80.0;31.0;31.0
3861;Self-employed;O-Q Government and care;1999 2nd quarter;67.0;67.0;80.0;79.0;32.0;31.0
3862;Self-employed;O-Q Government and care;1999 3rd quarter;65.0;67.0;78.0;80.0;27.0;31.0
3863;Self-employed;O-Q Government and care;1999 4th quarter;67.0;66.0;81.0;80.0;34.0;31.0
3864;Self-employed;O-Q Government and care;1999;67.0;;80.0;;124.0;
3865;Self-employed;O-Q Government and care;2000 1st quarter;65.0;65.0;79.0;79.0;30.0;30.0
3866;Self-employed;O-Q Government and care;2000 2nd quarter;65.0;64.0;80.0;79.0;31.0;29.0
3867;Self-employed;O-Q Government and care;2000 3rd quarter;64.0;65.0;78.0;80.0;26.0;30.0
3868;Self-employed;O-Q Government and care;2000 4th quarter;67.0;66.0;81.0;80.0;33.0;30.0
3869;Self-employed;O-Q Government and care;2000;65.0;;80.0;;119.0;
3870;Self-employed;O-Q Government and care;2001 1st quarter;67.0;67.0;80.0;80.0;31.0;31.0
3871;Self-employed;O-Q Government and care;2001 2nd quarter;69.0;68.0;81.0;80.0;32.0;30.0
3872;Self-employed;O-Q Government and care;2001 3rd quarter;67.0;69.0;79.0;81.0;27.0;31.0
3873;Self-employed;O-Q Government and care;2001 4th quarter;69.0;69.0;82.0;81.0;34.0;31.0
3874;Self-employed;O-Q Government and care;2001;68.0;;81.0;;123.0;
3875;Self-employed;O-Q Government and care;2002 1st quarter;73.0;73.0;86.0;87.0;34.0;34.0
3876;Self-employed;O-Q Government and care;2002 2nd quarter;68.0;68.0;81.0;80.0;31.0;30.0
3877;Self-employed;O-Q Government and care;2002 3rd quarter;63.0;64.0;74.0;76.0;24.0;28.0
3878;Self-employed;O-Q Government and care;2002 4th quarter;64.0;63.0;76.0;75.0;30.0;28.0
3879;Self-employed;O-Q Government and care;2002;67.0;;79.0;;119.0;
3880;Self-employed;O-Q Government and care;2003 1st quarter;65.0;66.0;79.0;79.0;29.0;29.0
3881;Self-employed;O-Q Government and care;2003 2nd quarter;66.0;66.0;80.0;79.0;33.0;31.0
3882;Self-employed;O-Q Government and care;2003 3rd quarter;62.0;64.0;75.0;77.0;27.0;31.0
3883;Self-employed;O-Q Government and care;2003 4th quarter;67.0;66.0;81.0;80.0;35.0;33.0
3884;Self-employed;O-Q Government and care;2003;65.0;;79.0;;124.0;
3885;Self-employed;O-Q Government and care;2004 1st quarter;69.0;69.0;83.0;83.0;32.0;32.0
3886;Self-employed;O-Q Government and care;2004 2nd quarter;70.0;69.0;84.0;83.0;34.0;33.0
3887;Self-employed;O-Q Government and care;2004 3rd quarter;69.0;71.0;83.0;85.0;30.0;34.0
3888;Self-employed;O-Q Government and care;2004 4th quarter;73.0;72.0;88.0;86.0;37.0;34.0
3889;Self-employed;O-Q Government and care;2004;70.0;;85.0;;133.0;
3890;Self-employed;O-Q Government and care;2005 1st quarter;70.0;71.0;85.0;85.0;34.0;34.0
3891;Self-employed;O-Q Government and care;2005 2nd quarter;73.0;73.0;88.0;88.0;36.0;35.0
3892;Self-employed;O-Q Government and care;2005 3rd quarter;74.0;75.0;89.0;91.0;30.0;34.0
3893;Self-employed;O-Q Government and care;2005 4th quarter;74.0;73.0;89.0;88.0;38.0;34.0
3894;Self-employed;O-Q Government and care;2005;73.0;;88.0;;138.0;
3895;Self-employed;O-Q Government and care;2006 1st quarter;74.0;75.0;89.0;90.0;35.0;36.0
3896;Self-employed;O-Q Government and care;2006 2nd quarter;79.0;78.0;95.0;94.0;37.0;36.0
3897;Self-employed;O-Q Government and care;2006 3rd quarter;73.0;75.0;88.0;90.0;31.0;36.0
3898;Self-employed;O-Q Government and care;2006 4th quarter;80.0;78.0;96.0;94.0;41.0;37.0
3899;Self-employed;O-Q Government and care;2006;77.0;;92.0;;145.0;
3900;Self-employed;O-Q Government and care;2007 1st quarter;77.0;77.0;92.0;93.0;36.0;37.0
3901;Self-employed;O-Q Government and care;2007 2nd quarter;77.0;77.0;93.0;92.0;37.0;36.0
3902;Self-employed;O-Q Government and care;2007 3rd quarter;79.0;80.0;95.0;97.0;33.0;38.0
3903;Self-employed;O-Q Government and care;2007 4th quarter;79.0;77.0;95.0;93.0;41.0;37.0
3904;Self-employed;O-Q Government and care;2007;78.0;;94.0;;147.0;
3905;Self-employed;O-Q Government and care;2008 1st quarter;77.0;78.0;92.0;93.0;36.0;36.0
3906;Self-employed;O-Q Government and care;2008 2nd quarter;78.0;78.0;93.0;93.0;37.0;37.0
3907;Self-employed;O-Q Government and care;2008 3rd quarter;79.0;81.0;95.0;97.0;33.0;37.0
3908;Self-employed;O-Q Government and care;2008 4th quarter;81.0;79.0;97.0;95.0;39.0;35.0
3909;Self-employed;O-Q Government and care;2008;79.0;;94.0;;145.0;
3910;Self-employed;O-Q Government and care;2009 1st quarter;83.0;84.0;99.0;100.0;40.0;40.0
3911;Self-employed;O-Q Government and care;2009 2nd quarter;79.0;79.0;95.0;95.0;36.0;35.0
3912;Self-employed;O-Q Government and care;2009 3rd quarter;80.0;81.0;95.0;97.0;33.0;37.0
3913;Self-employed;O-Q Government and care;2009 4th quarter;81.0;79.0;97.0;94.0;40.0;36.0
3914;Self-employed;O-Q Government and care;2009;81.0;;97.0;;148.0;
3915;Self-employed;O-Q Government and care;2010 1st quarter;82.0;83.0;99.0;100.0;39.0;40.0
3916;Self-employed;O-Q Government and care;2010 2nd quarter;82.0;82.0;99.0;99.0;37.0;37.0
3917;Self-employed;O-Q Government and care;2010 3rd quarter;81.0;83.0;97.0;99.0;33.0;38.0
3918;Self-employed;O-Q Government and care;2010 4th quarter;92.0;89.0;110.0;107.0;46.0;41.0
3919;Self-employed;O-Q Government and care;2010;85.0;;101.0;;156.0;
3920;Self-employed;O-Q Government and care;2011 1st quarter;89.0;90.0;106.0;108.0;42.0;43.0
3921;Self-employed;O-Q Government and care;2011 2nd quarter;93.0;93.0;111.0;111.0;44.0;43.0
3922;Self-employed;O-Q Government and care;2011 3rd quarter;92.0;94.0;110.0;112.0;38.0;43.0
3923;Self-employed;O-Q Government and care;2011 4th quarter;100.0;97.0;120.0;116.0;48.0;44.0
3924;Self-employed;O-Q Government and care;2011;93.0;;112.0;;172.0;
3925;Self-employed;O-Q Government and care;2012 1st quarter;94.0;96.0;113.0;115.0;45.0;45.0
3926;Self-employed;O-Q Government and care;2012 2nd quarter;99.0;99.0;118.0;118.0;46.0;45.0
3927;Self-employed;O-Q Government and care;2012 3rd quarter;98.0;100.0;117.0;119.0;40.0;46.0
3928;Self-employed;O-Q Government and care;2012 4th quarter;106.0;103.0;127.0;123.0;51.0;46.0
3929;Self-employed;O-Q Government and care;2012;99.0;;119.0;;182.0;
3930;Self-employed;O-Q Government and care;2013 1st quarter;97.0;99.0;116.0;118.0;46.0;46.0
3931;Self-employed;O-Q Government and care;2013 2nd quarter;103.0;103.0;124.0;124.0;49.0;47.0
3932;Self-employed;O-Q Government and care;2013 3rd quarter;103.0;104.0;123.0;125.0;42.0;48.0
3933;Self-employed;O-Q Government and care;2013 4th quarter;107.0;103.0;128.0;124.0;52.0;47.0
3934;Self-employed;O-Q Government and care;2013;102.0;;123.0;;188.0;
3935;Self-employed;O-Q Government and care;2014 1st quarter;101.0;102.0;121.0;123.0;47.0;48.0
3936;Self-employed;O Public administration and services;1995 1st quarter;;;;;;
3937;Self-employed;O Public administration and services;1995 2nd quarter;;;;;;
3938;Self-employed;O Public administration and services;1995 3rd quarter;;;;;;
3939;Self-employed;O Public administration and services;1995 4th quarter;;;;;;
3940;Self-employed;O Public administration and services;1995;0.0;;0.0;;0.0;
3941;Self-employed;O Public administration and services;1996 1st quarter;;;;;;
3942;Self-employed;O Public administration and services;1996 2nd quarter;;;;;;
3943;Self-employed;O Public administration and services;1996 3rd quarter;;;;;;
3944;Self-employed;O Public administration and services;1996 4th quarter;;;;;;
3945;Self-employed;O Public administration and services;1996;0.0;;0.0;;0.0;
3946;Self-employed;O Public administration and services;1997 1st quarter;;;;;;
3947;Self-employed;O Public administration and services;1997 2nd quarter;;;;;;
3948;Self-employed;O Public administration and services;1997 3rd quarter;;;;;;
3949;Self-employed;O Public administration and services;1997 4th quarter;;;;;;
3950;Self-employed;O Public administration and services;1997;0.0;;0.0;;0.0;
3951;Self-employed;O Public administration and services;1998 1st quarter;;;;;;
3952;Self-employed;O Public administration and services;1998 2nd quarter;;;;;;
3953;Self-employed;O Public administration and services;1998 3rd quarter;;;;;;
3954;Self-employed;O Public administration and services;1998 4th quarter;;;;;;
3955;Self-employed;O Public administration and services;1998;0.0;;0.0;;0.0;
3956;Self-employed;O Public administration and services;1999 1st quarter;;;;;;
3957;Self-employed;O Public administration and services;1999 2nd quarter;;;;;;
3958;Self-employed;O Public administration and services;1999 3rd quarter;;;;;;
3959;Self-employed;O Public administration and services;1999 4th quarter;;;;;;
3960;Self-employed;O Public administration and services;1999;0.0;;0.0;;0.0;
3961;Self-employed;O Public administration and services;2000 1st quarter;;;;;;
3962;Self-employed;O Public administration and services;2000 2nd quarter;;;;;;
3963;Self-employed;O Public administration and services;2000 3rd quarter;;;;;;
3964;Self-employed;O Public administration and services;2000 4th quarter;;;;;;
3965;Self-employed;O Public administration and services;2000;0.0;;0.0;;0.0;
3966;Self-employed;O Public administration and services;2001 1st quarter;;;;;;
3967;Self-employed;O Public administration and services;2001 2nd quarter;;;;;;
3968;Self-employed;O Public administration and services;2001 3rd quarter;;;;;;
3969;Self-employed;O Public administration and services;2001 4th quarter;;;;;;
3970;Self-employed;O Public administration and services;2001;0.0;;0.0;;0.0;
3971;Self-employed;O Public administration and services;2002 1st quarter;;;;;;
3972;Self-employed;O Public administration and services;2002 2nd quarter;;;;;;
3973;Self-employed;O Public administration and services;2002 3rd quarter;;;;;;
3974;Self-employed;O Public administration and services;2002 4th quarter;;;;;;
3975;Self-employed;O Public administration and services;2002;0.0;;0.0;;0.0;
3976;Self-employed;O Public administration and services;2003 1st quarter;;;;;;
3977;Self-employed;O Public administration and services;2003 2nd quarter;;;;;;
3978;Self-employed;O Public administration and services;2003 3rd quarter;;;;;;
3979;Self-employed;O Public administration and services;2003 4th quarter;;;;;;
3980;Self-employed;O Public administration and services;2003;0.0;;0.0;;0.0;
3981;Self-employed;O Public administration and services;2004 1st quarter;;;;;;
3982;Self-employed;O Public administration and services;2004 2nd quarter;;;;;;
3983;Self-employed;O Public administration and services;2004 3rd quarter;;;;;;
3984;Self-employed;O Public administration and services;2004 4th quarter;;;;;;
3985;Self-employed;O Public administration and services;2004;0.0;;0.0;;0.0;
3986;Self-employed;O Public administration and services;2005 1st quarter;;;;;;
3987;Self-employed;O Public administration and services;2005 2nd quarter;;;;;;
3988;Self-employed;O Public administration and services;2005 3rd quarter;;;;;;
3989;Self-employed;O Public administration and services;2005 4th quarter;;;;;;
3990;Self-employed;O Public administration and services;2005;0.0;;0.0;;0.0;
3991;Self-employed;O Public administration and services;2006 1st quarter;;;;;;
3992;Self-employed;O Public administration and services;2006 2nd quarter;;;;;;
3993;Self-employed;O Public administration and services;2006 3rd quarter;;;;;;
3994;Self-employed;O Public administration and services;2006 4th quarter;;;;;;
3995;Self-employed;O Public administration and services;2006;0.0;;0.0;;0.0;
3996;Self-employed;O Public administration and services;2007 1st quarter;;;;;;
3997;Self-employed;O Public administration and services;2007 2nd quarter;;;;;;
3998;Self-employed;O Public administration and services;2007 3rd quarter;;;;;;
3999;Self-employed;O Public administration and services;2007 4th quarter;;;;;;
4000;Self-employed;O Public administration and services;2007;0.0;;0.0;;0.0;
4001;Self-employed;O Public administration and services;2008 1st quarter;;;;;;
4002;Self-employed;O Public administration and services;2008 2nd quarter;;;;;;
4003;Self-employed;O Public administration and services;2008 3rd quarter;;;;;;
4004;Self-employed;O Public administration and services;2008 4th quarter;;;;;;
4005;Self-employed;O Public administration and services;2008;0.0;;0.0;;0.0;
4006;Self-employed;O Public administration and services;2009 1st quarter;;;;;;
4007;Self-employed;O Public administration and services;2009 2nd quarter;;;;;;
4008;Self-employed;O Public administration and services;2009 3rd quarter;;;;;;
4009;Self-employed;O Public administration and services;2009 4th quarter;;;;;;
4010;Self-employed;O Public administration and services;2009;0.0;;0.0;;0.0;
4011;Self-employed;O Public administration and services;2010 1st quarter;;;;;;
4012;Self-employed;O Public administration and services;2010 2nd quarter;;;;;;
4013;Self-employed;O Public administration and services;2010 3rd quarter;;;;;;
4014;Self-employed;O Public administration and services;2010 4th quarter;;;;;;
4015;Self-employed;O Public administration and services;2010;0.0;;0.0;;0.0;
4016;Self-employed;O Public administration and services;2011 1st quarter;;;;;;
4017;Self-employed;O Public administration and services;2011 2nd quarter;;;;;;
4018;Self-employed;O Public administration and services;2011 3rd quarter;;;;;;
4019;Self-employed;O Public administration and services;2011 4th quarter;;;;;;
4020;Self-employed;O Public administration and services;2011;0.0;;0.0;;0.0;
4021;Self-employed;O Public administration and services;2012 1st quarter;;;;;;
4022;Self-employed;O Public administration and services;2012 2nd quarter;;;;;;
4023;Self-employed;O Public administration and services;2012 3rd quarter;;;;;;
4024;Self-employed;O Public administration and services;2012 4th quarter;;;;;;
4025;Self-employed;O Public administration and services;2012;0.0;;0.0;;0.0;
4026;Self-employed;O Public administration and services;2013 1st quarter;;;;;;
4027;Self-employed;O Public administration and services;2013 2nd quarter;;;;;;
4028;Self-employed;O Public administration and services;2013 3rd quarter;;;;;;
4029;Self-employed;O Public administration and services;2013 4th quarter;;;;;;
4030;Self-employed;O Public administration and services;2013;;;;;;
4031;Self-employed;O Public administration and services;2014 1st quarter;;;;;;
4032;Self-employed;P Education;1995 1st quarter;;;;;;
4033;Self-employed;P Education;1995 2nd quarter;;;;;;
4034;Self-employed;P Education;1995 3rd quarter;;;;;;
4035;Self-employed;P Education;1995 4th quarter;;;;;;
4036;Self-employed;P Education;1995;26.0;;29.0;;31.0;
4037;Self-employed;P Education;1996 1st quarter;;;;;;
4038;Self-employed;P Education;1996 2nd quarter;;;;;;
4039;Self-employed;P Education;1996 3rd quarter;;;;;;
4040;Self-employed;P Education;1996 4th quarter;;;;;;
4041;Self-employed;P Education;1996;24.0;;30.0;;32.0;
4042;Self-employed;P Education;1997 1st quarter;;;;;;
4043;Self-employed;P Education;1997 2nd quarter;;;;;;
4044;Self-employed;P Education;1997 3rd quarter;;;;;;
4045;Self-employed;P Education;1997 4th quarter;;;;;;
4046;Self-employed;P Education;1997;25.0;;29.0;;35.0;
