ID;InstitutionalSectors;NotConsolidatedOrConsolidated;Periods;Total_1;Total_2;ImportsOfGoods_3;Total_4;ImportsOfServicesExcludingFISIM_5;ImportsOfFISIM_6;Total_7;Total_8;FinancialIntermediationServiceFISIM_9;OtherMarketOutput_10;Total_11;OwnAccountCapitalFormation_12;ProductsRetainedForOwnConsumption_13;Total_14;PaymentsForNonMarketOutput_15;OtherNonMarketOutput_16;Total_17;WagesAndSalaries_18;EmployersSocialContributions_19;Total_20;Total_21;ValueAddedTaxVAT_22;TaxesDutiesOnImportsExcludingVAT_23;OtherTaxesOnProducts_24;OtherTaxesOnProduction_25;Total_26;SubsidiesOnProducts_27;OtherSubsidiesOnProduction_28;Total_29;InterestDefinitionNationalAccounts_30;CorrectionFISIM_31;InterestBeforeCorrectionForFISIM_32;Total_33;Dividends_34;WithdrawalsFromIncomeOfQuasiCorp_35;ReinvestedEarningsOnForeignInvestm_36;Total_37;InvestmIncomeAttribToPolicyHolder_38;IncomePayableOnPensionEntitlements_39;InvIncomeAttributableToShareholders_40;Rent_41;Total_42;CurrentTaxesOnIncome_43;OtherCurrentTaxes_44;Total_45;Total_46;EmployersActualSocialContributions_47;EmployersImputedSocialContributions_48;HouseholdsActualSocialContributions_49;HouseholdsSocialContribSupplements_50;TheSocialInsurSchemeServiceCharges_51;Total_52;SocialSecurityBenefitsInCash_53;OtherSocialInsuranceBenefits_54;SocialAssistanceBenefitsInCash_55;Total_56;NetNonLifeInsurancePremiums_57;NonLifeInsuranceClaims_58;CurrentTransfersWithinGenGovernment_59;CurrentInternationalCoOperation_60;MiscellaneousCurrentTransfers_61;TheVATAndGNIBasedEUOwnResource_62;AdjustmChangeInPensionEntitlements_63;Total_64;CapitalTaxes_65;InvestmentGrants_66;OtherCapitalTransfers_67;Total_68;Total_69;ExportsOfGoods_70;Total_71;ExportsOfServicesExcludingFISIM_72;ExportsOfFISIM_73;IntermediateConsumption_74;Total_75;WagesAndSalaries_76;EmployersSocialContributions_77;Total_78;TaxesOnProducts_79;OtherTaxesOnProduction_80;Total_81;SubsidiesOnProducts_82;OtherSubsidiesOnProduction_83;Total_84;InterestDefinitionNationalAccounts_85;CorrectionFISIM_86;InterestBeforeCorrectionForFISIM_87;Total_88;Dividends_89;WithdrawalsFromIncomeOfQuasiCorps_90;ReinvestedEarningsOnForeignInvestm_91;Total_92;InvestmIncomeAttribToPolicyHolder_93;IncomePayableOnPensionEntitlements_94;InvIncomeAttributableToShareholders_95;Rent_96;Total_97;CurrentTaxesOnIncome_98;OtherCurrentTaxes_99;Total_100;Total_101;EmployersActualSocialContributions_102;EmployersImputedSocialContributions_103;HouseholdsActualSocialContributions_104;HouseholdsSocialContribSupplements_105;TheSocialInsurSchemeServiceCharges_106;Total_107;SocialSecurityBenefitsInCash_108;OtherSocialInsuranceBenefits_109;SocialAssistanceBenefitsInCash_110;Total_111;NetNonLifeInsurancePremiums_112;NonLifeInsuranceClaims_113;CurrentTransfersWithinGenGovernment_114;CurrentInternationalCoOperation_115;MiscellaneousCurrentTransfers_116;TheVATAndGNIBasedEUOwnResource_117;AdjustmChangeInPensionEntitlements_118;Total_119;Total_120;Total_121;TransfersInKindNonMarketProduction_122;TransfersInKindMarketProduction_123;OtherIndividualFinalConsumption_124;ActualCollectiveFinalConsumption_125;Total_126;CapitalTaxes_127;InvestmentGrants_128;OtherCapitalTransfers_129;Total_130;Total_131;ConsumptionOfFixedCapital_132;NetFixedCapitalFormation_133;Total_134;ChangesInInventories_135;AcquisitionsLessDisposalsOfValuables_136;AcqLessDisposalsOfNonProdAssets_137;GrossDomesticProduct_138;GrossValueAdded_139;NetDomesticProduct_140;NetValueAdded_141;GrossOperatingSurplus_142;NetOperatingSurplus_143;GrossProfitsBeforeTaxes_144;NetProfitsBeforeTaxes_145;GrossNationalIncome_146;NetNationalIncome_147;GrossDisposableIncome_148;NetDisposableIncome_149;GrossSaving_150;NetSaving_151;NetTransactionsOfGoodAndServices_152;SurplusNationOnCurrentTransactions_153;NetSavingAndCapitalTransfers_154;NetLendingOrNetBorrowing_155;TotalFinancialTransactionsInAssets_156;TotalFinancialTransactionsLiabilities_157;NetFinancialTransactions_158;StatisticalDiscrepancy_159
3858;Insurance corporations;Not consolidated;2019 3rd quarter;11927.0;;;;;;4032.0;3971.0;;3971.0;61.0;61.0;;;;;;;;;;;;;;0.0;;0.0;2101.0;1641.0;-8.0;1649.0;48.0;48.0;0.0;0.0;412.0;5.0;;407.0;0.0;;;;1681.0;1681.0;865.0;45.0;374.0;1028.0;-631.0;;;;;4113.0;3748.0;365.0;;;0.0;;;0.0;;0.0;0.0;10881.0;;;;;;1725.0;694.0;447.0;247.0;8.0;;8.0;;;;2134.0;39.0;-38.0;77.0;189.0;189.0;0.0;-8.0;1914.0;886.0;1028.0;;;400.0;400.0;;1722.0;;;;;;;1722.0;;1722.0;;4117.0;436.0;3665.0;;;16.0;;-41.0;;;;;;;;0.0;0.0;;0.0;131.0;131.0;276.0;-145.0;0.0;0.0;0.0;-9.0;;2307.0;;2031.0;1605.0;1329.0;1753.0;1477.0;1572.0;1296.0;1127.0;851.0;1168.0;892.0;;;892.0;1046.0;11911.0;10865.0;1046.0;0.0
3859;Insurance corporations;Not consolidated;2019 4th quarter;12332.0;;;;;;3701.0;3647.0;;3647.0;54.0;54.0;;;;;;;;;;;;;;0.0;;0.0;2427.0;1596.0;-4.0;1600.0;319.0;319.0;0.0;0.0;512.0;4.0;;508.0;0.0;;;;1857.0;1857.0;883.0;45.0;383.0;1150.0;-604.0;;;;;4347.0;3888.0;459.0;;;0.0;;;0.0;;0.0;0.0;12004.0;;;;;;1967.0;785.0;562.0;223.0;9.0;;9.0;;;;2944.0;43.0;-32.0;75.0;770.0;770.0;0.0;1.0;2130.0;980.0;1150.0;;;28.0;28.0;;1931.0;;;;;;;1931.0;;1931.0;;4361.0;487.0;3858.0;;;16.0;;-74.0;;;;;;;;0.0;0.0;;0.0;94.0;94.0;276.0;-182.0;0.0;0.0;0.0;-41.0;;1734.0;;1458.0;940.0;664.0;1194.0;918.0;423.0;147.0;307.0;31.0;381.0;105.0;;;105.0;328.0;-16083.0;-16411.0;328.0;0.0
3860;Insurance corporations;Not consolidated;2019;48976.0;;;;;;15580.0;15340.0;;15340.0;240.0;240.0;;;;;;;;;;;;;;0.0;;0.0;9469.0;6584.0;-8.0;6592.0;713.0;713.0;0.0;0.0;2172.0;19.0;;2153.0;0.0;;;;7157.0;7157.0;3505.0;176.0;1520.0;4445.0;-2489.0;;;;;16770.0;15294.0;1476.0;;;0.0;;;0.0;;0.0;0.0;46089.0;;;;;;7157.0;3095.0;2185.0;910.0;35.0;;35.0;;;;10497.0;199.0;-89.0;288.0;1994.0;1994.0;0.0;16.0;8288.0;3843.0;4445.0;;;781.0;781.0;;7232.0;;;;;;;7232.0;;7232.0;;16891.0;1729.0;15095.0;;;67.0;;-75.0;;;;;;;;0.0;0.0;;0.0;507.0;507.0;1106.0;-599.0;0.0;0.0;0.0;-31.0;;8423.0;;7317.0;5293.0;4187.0;6275.0;5169.0;4265.0;3159.0;3288.0;2182.0;3363.0;2257.0;;;2257.0;2887.0;9977.0;7090.0;2887.0;0.0
3861;Insurance corporations;Not consolidated;2020 1st quarter;12695.0;;;;;;3819.0;3756.0;;3756.0;63.0;63.0;;;;;;;;;;;;;;1.0;;1.0;2396.0;1614.0;-6.0;1620.0;38.0;38.0;0.0;0.0;744.0;3.0;;741.0;0.0;;;;1832.0;1832.0;899.0;49.0;384.0;1144.0;-644.0;;;;;4647.0;4022.0;625.0;;;0.0;;;0.0;;0.0;0.0;11941.0;;;;;;1767.0;720.0;502.0;218.0;9.0;;9.0;;;;2330.0;43.0;-37.0;80.0;195.0;195.0;0.0;10.0;2082.0;938.0;1144.0;;;267.0;267.0;;2104.0;;;;;;;2104.0;;2104.0;;4794.0;678.0;4062.0;;;54.0;;-272.0;;;;;;;;12.0;0.0;;12.0;184.0;184.0;282.0;-98.0;0.0;0.0;0.0;26.0;;2052.0;;1770.0;1324.0;1042.0;1595.0;1313.0;1390.0;1108.0;704.0;422.0;976.0;694.0;;;682.0;754.0;17975.0;17221.0;754.0;0.0
3862;Insurance corporations;Not consolidated;2020 2nd quarter;12666.0;;;;;;3797.0;3731.0;;3731.0;66.0;66.0;;;;;;;;;;;;;;2.0;;2.0;2515.0;1649.0;-10.0;1659.0;210.0;210.0;0.0;0.0;656.0;4.0;;652.0;0.0;;;;1842.0;1842.0;893.0;43.0;380.0;1136.0;-610.0;;;;;4510.0;3917.0;593.0;;;0.0;;;0.0;;0.0;0.0;11917.0;;;;;;1786.0;859.0;633.0;226.0;13.0;;13.0;;;;2634.0;22.0;-53.0;75.0;520.0;520.0;0.0;11.0;2081.0;945.0;1136.0;;;220.0;220.0;;1908.0;;;;;;;1908.0;;1908.0;;4387.0;694.0;3641.0;;;52.0;;-66.0;;;;;;;;12.0;0.0;;12.0;153.0;153.0;282.0;-129.0;0.0;0.0;0.0;11.0;;2011.0;;1729.0;1141.0;859.0;1553.0;1271.0;1022.0;740.0;859.0;577.0;925.0;643.0;;;631.0;749.0;-3662.0;-4411.0;749.0;0.0
3863;Insurance corporations;Not consolidated;2020 3rd quarter;12057.0;;;;;;3858.0;3793.0;;3793.0;65.0;65.0;;;;;;;;;;;;;;2.0;;2.0;2073.0;1618.0;-13.0;1631.0;73.0;73.0;0.0;0.0;382.0;3.0;;379.0;0.0;;;;1786.0;1786.0;885.0;47.0;373.0;1094.0;-613.0;;;;;4338.0;3741.0;597.0;;;0.0;;;0.0;;0.0;0.0;11533.0;;;;;;1826.0;787.0;509.0;278.0;8.0;;8.0;;;;2199.0;23.0;-63.0;86.0;225.0;225.0;0.0;11.0;1940.0;846.0;1094.0;;;95.0;95.0;;1884.0;;;;;;;1884.0;;1884.0;;4625.0;693.0;3879.0;;;53.0;;-98.0;;;;;;;;12.0;0.0;;12.0;179.0;179.0;282.0;-103.0;0.0;0.0;0.0;16.0;;2032.0;;1750.0;1239.0;957.0;1349.0;1067.0;1113.0;831.0;633.0;351.0;731.0;449.0;;;437.0;524.0;-1232.0;-1756.0;524.0;0.0
3864;Insurance corporations;Not consolidated;2020 4th quarter;12556.0;;;;;;3754.0;3696.0;;3696.0;58.0;58.0;;;;;;;;;;;;;;2.0;;2.0;2365.0;1496.0;-17.0;1513.0;330.0;330.0;0.0;0.0;539.0;3.0;;536.0;0.0;;;;1850.0;1850.0;893.0;48.0;383.0;1157.0;-631.0;;;;;4585.0;3900.0;685.0;;;0.0;;;0.0;;0.0;0.0;11521.0;;;;;;2140.0;922.0;665.0;257.0;10.0;;10.0;;;;3141.0;30.0;-70.0;100.0;1027.0;1027.0;0.0;23.0;2061.0;904.0;1157.0;;;35.0;35.0;;2226.0;;;;;;;2226.0;;2226.0;;4759.0;680.0;4024.0;;;55.0;;-376.0;;;;;;;;12.0;0.0;;12.0;-818.0;-818.0;281.0;-1099.0;0.0;0.0;0.0;-530.0;;1614.0;;1333.0;684.0;403.0;958.0;677.0;-92.0;-373.0;-677.0;-958.0;-301.0;-582.0;;;-594.0;1035.0;-4412.0;-5447.0;1035.0;0.0
3865;Insurance corporations;Not consolidated;2020;49974.0;;;;;;15228.0;14976.0;;14976.0;252.0;252.0;;;;;;;;;;;;;;7.0;;7.0;9349.0;6377.0;-46.0;6423.0;651.0;651.0;0.0;0.0;2321.0;13.0;;2308.0;0.0;;;;7310.0;7310.0;3570.0;187.0;1520.0;4531.0;-2498.0;;;;;18080.0;15580.0;2500.0;;;0.0;;;0.0;;0.0;0.0;46912.0;;;;;;7519.0;3288.0;2309.0;979.0;40.0;;40.0;;;;10304.0;118.0;-223.0;341.0;1967.0;1967.0;0.0;55.0;8164.0;3633.0;4531.0;;;617.0;617.0;;8122.0;;;;;;;8122.0;;8122.0;;18565.0;2745.0;15606.0;;;214.0;;-812.0;;;;;;;;48.0;0.0;;48.0;-302.0;-302.0;1127.0;-1429.0;0.0;0.0;0.0;-477.0;;7709.0;;6582.0;4388.0;3261.0;5455.0;4328.0;3433.0;2306.0;1519.0;392.0;2331.0;1204.0;;;1156.0;3062.0;8669.0;5607.0;3062.0;0.0
3866;Insurance corporations;Not consolidated;2021 1st quarter;11762.0;;;;;;3780.0;3719.0;;3719.0;61.0;61.0;;;;;;;;;;;;;;3.0;;3.0;1968.0;1470.0;-12.0;1482.0;53.0;53.0;0.0;0.0;445.0;3.0;;442.0;0.0;;;;1602.0;1602.0;867.0;53.0;396.0;909.0;-623.0;;;;;4409.0;3849.0;560.0;;;0.0;;;0.0;;0.0;0.0;11049.0;;;;;;1761.0;819.0;542.0;277.0;9.0;;9.0;;;;1917.0;7.0;-68.0;75.0;301.0;301.0;0.0;11.0;1598.0;689.0;909.0;;;259.0;259.0;;2060.0;;;;;;;2060.0;;2060.0;;4524.0;705.0;3758.0;;;61.0;;-458.0;;;;;;;;0.0;0.0;;0.0;151.0;151.0;269.0;-118.0;0.0;0.0;0.0;7.0;;2019.0;;1750.0;1194.0;925.0;1557.0;1288.0;1245.0;976.0;413.0;144.0;871.0;602.0;;;602.0;713.0;-6576.0;-7661.0;1085.0;-372.0
3867;Insurance corporations;Not consolidated;2021 2nd quarter;12515.0;;;;;;3935.0;3872.0;;3872.0;63.0;63.0;;;;;;;;;;;;;;2.0;;2.0;2318.0;1493.0;-11.0;1504.0;148.0;148.0;0.0;0.0;677.0;3.0;;674.0;0.0;;;;1737.0;1737.0;863.0;46.0;394.0;1038.0;-604.0;;;;;4523.0;3918.0;605.0;;;0.0;;;0.0;;0.0;0.0;12503.0;;;;;;1884.0;912.0;639.0;273.0;12.0;;12.0;;;;2735.0;18.0;-52.0;70.0;827.0;827.0;0.0;15.0;1875.0;837.0;1038.0;;;390.0;390.0;;1955.0;;;;;;;1955.0;;1955.0;;4677.0;701.0;3923.0;;;53.0;;-218.0;;;;;;;;0.0;0.0;;0.0;146.0;146.0;273.0;-127.0;0.0;0.0;0.0;10.0;;2051.0;;1778.0;1129.0;856.0;1554.0;1281.0;712.0;439.0;-50.0;-323.0;168.0;-105.0;;;-105.0;12.0;-294.0;-509.0;215.0;-203.0
3868;Insurance corporations;Not consolidated;2021 3rd quarter;11761.0;;;;;;3890.0;3828.0;;3828.0;62.0;62.0;;;;;;;;;;;;;;2.0;;2.0;1888.0;1469.0;-12.0;1481.0;68.0;68.0;0.0;0.0;351.0;2.0;;349.0;0.0;;;;1536.0;1536.0;842.0;48.0;384.0;846.0;-584.0;;;;;4445.0;3800.0;645.0;;;0.0;;;0.0;;0.0;0.0;10909.0;;;;;;1873.0;768.0;514.0;254.0;9.0;;9.0;;;;1827.0;18.0;-55.0;73.0;270.0;270.0;0.0;7.0;1532.0;686.0;846.0;;;386.0;386.0;;1813.0;;;;;;;1813.0;;1813.0;;4553.0;729.0;3755.0;;;69.0;;-277.0;;;;;;;;0.0;0.0;;0.0;19.0;19.0;274.0;-255.0;0.0;0.0;0.0;-62.0;;2017.0;;1743.0;1242.0;968.0;1580.0;1306.0;1303.0;1029.0;532.0;258.0;809.0;535.0;;;535.0;852.0;-1780.0;-3660.0;1880.0;-1028.0
3869;Insurance corporations;Not consolidated;2021 4th quarter;14909.0;;;;;;3829.0;3771.0;;3771.0;58.0;58.0;;;;;;;;;;;;;;2.0;;2.0;2170.0;1462.0;-11.0;1473.0;245.0;245.0;0.0;0.0;463.0;3.0;;460.0;0.0;;;;1708.0;1708.0;867.0;52.0;395.0;995.0;-601.0;;;;;4642.0;4027.0;615.0;;;0.0;;;2558.0;;0.0;2558.0;12688.0;;;;;;1883.0;924.0;655.0;269.0;10.0;;10.0;;;;3093.0;20.0;-52.0;72.0;1285.0;1285.0;0.0;15.0;1773.0;778.0;995.0;;;165.0;165.0;;2081.0;;;;;;;2081.0;;2081.0;;4808.0;824.0;3960.0;;;24.0;;-373.0;;;;;;;;0.0;0.0;;0.0;111.0;111.0;279.0;-168.0;0.0;0.0;0.0;-14.0;;1946.0;;1667.0;1014.0;735.0;1391.0;1112.0;91.0;-188.0;-613.0;-892.0;-240.0;-519.0;;;2039.0;2221.0;-661.0;-3192.0;2531.0;-310.0
3870;Insurance corporations;Not consolidated;2021;50947.0;;;;;;15434.0;15190.0;;15190.0;244.0;244.0;;;;;;;;;;;;;;9.0;;9.0;8344.0;5894.0;-46.0;5940.0;514.0;514.0;0.0;0.0;1936.0;11.0;;1925.0;0.0;;;;6583.0;6583.0;3439.0;199.0;1569.0;3788.0;-2412.0;;;;;18019.0;15594.0;2425.0;;;0.0;;;2558.0;;0.0;2558.0;47149.0;;;;;;7401.0;3423.0;2350.0;1073.0;40.0;;40.0;;;;9572.0;63.0;-227.0;290.0;2683.0;2683.0;0.0;48.0;6778.0;2990.0;3788.0;;;1200.0;1200.0;;7909.0;;;;;;;7909.0;;7909.0;;18562.0;2959.0;15396.0;;;207.0;;-1326.0;;;;;;;;0.0;0.0;;0.0;427.0;427.0;1095.0;-668.0;0.0;0.0;0.0;-59.0;;8033.0;;6938.0;4579.0;3484.0;6082.0;4987.0;3351.0;2256.0;282.0;-813.0;1608.0;513.0;;;3071.0;3798.0;-9311.0;-15022.0;5711.0;-1913.0
3871;Insurance corporations;Not consolidated;2022 1st quarter;12407.0;;;;;;3879.0;3818.0;;3818.0;61.0;61.0;;;;;;;;;;;;;;7.0;;7.0;1906.0;1323.0;-6.0;1329.0;46.0;46.0;0.0;2.0;535.0;8.0;;527.0;0.0;;;;1805.0;1805.0;845.0;51.0;376.0;1013.0;-480.0;;;;;4810.0;4020.0;790.0;;;0.0;;;0.0;;0.0;0.0;11930.0;;;;;;1739.0;782.0;539.0;243.0;10.0;;10.0;;;;2129.0;40.0;-21.0;61.0;297.0;297.0;0.0;43.0;1749.0;736.0;1013.0;;;180.0;180.0;;1898.0;;;;;;;1898.0;;1898.0;;5102.0;748.0;4318.0;;;36.0;;-93.0;;;;;;;;0.0;0.0;;0.0;168.0;168.0;281.0;-113.0;0.0;0.0;0.0;15.0;;2140.0;;1859.0;1355.0;1074.0;1472.0;1191.0;1132.0;851.0;567.0;286.0;660.0;379.0;;;379.0;477.0;-2072.0;-2362.0;290.0;187.0
3872;Insurance corporations;Not consolidated;2022 2nd quarter;12259.0;;;;;;3961.0;3886.0;;3886.0;75.0;75.0;;;;;;;;;;;;;;1.0;;1.0;2142.0;1304.0;10.0;1294.0;162.0;162.0;0.0;2.0;674.0;8.0;;666.0;0.0;;;;1768.0;1768.0;776.0;46.0;345.0;1086.0;-485.0;;;;;4387.0;3758.0;629.0;;;0.0;;;0.0;;0.0;0.0;12252.0;;;;;;1708.0;913.0;669.0;244.0;10.0;;10.0;;;;2945.0;60.0;6.0;54.0;989.0;989.0;0.0;-73.0;1969.0;883.0;1086.0;;;236.0;236.0;;1839.0;;;;;;;1839.0;;1839.0;;4563.0;728.0;3801.0;;;34.0;;-71.0;;;;;;;;0.0;0.0;;0.0;120.0;120.0;282.0;-162.0;0.0;0.0;0.0;-11.0;;2253.0;;1971.0;1331.0;1049.0;1444.0;1162.0;528.0;246.0;45.0;-237.0;116.0;-166.0;;;-166.0;7.0;-7475.0;-5275.0;-2200.0;2207.0
3873;Insurance corporations;Not consolidated;2022 3rd quarter;12161.0;;;;;;3795.0;3722.0;;3722.0;73.0;73.0;;;;;;;;;;;;;;1.0;;1.0;2065.0;1298.0;31.0;1267.0;165.0;165.0;0.0;-6.0;608.0;6.0;;602.0;0.0;;;;1768.0;1768.0;794.0;45.0;353.0;1029.0;-453.0;;;;;4532.0;3796.0;736.0;;;0.0;;;0.0;;0.0;0.0;11489.0;;;;;;1752.0;763.0;530.0;233.0;11.0;;11.0;;;;2262.0;77.0;26.0;51.0;313.0;313.0;0.0;-18.0;1890.0;861.0;1029.0;;;136.0;136.0;;1659.0;;;;;;;1659.0;;1659.0;;4645.0;727.0;3884.0;;;34.0;;109.0;;;;;;;;0.0;0.0;;0.0;148.0;148.0;281.0;-133.0;0.0;0.0;0.0;4.0;;2043.0;;1762.0;1270.0;989.0;1368.0;1087.0;1073.0;792.0;933.0;652.0;824.0;543.0;;;543.0;672.0;-996.0;-1662.0;666.0;6.0
3874;Insurance corporations;Not consolidated;2022 4th quarter;13119.0;;;;;;3826.0;3758.0;;3758.0;68.0;68.0;;;;;;;;;;;;;;1.0;;1.0;2174.0;1367.0;62.0;1305.0;262.0;262.0;0.0;-3.0;548.0;14.0;;534.0;0.0;;;;1763.0;1763.0;826.0;49.0;368.0;1009.0;-489.0;;;;;4877.0;4091.0;786.0;;;0.0;;;478.0;;0.0;478.0;12516.0;;;;;;1753.0;926.0;676.0;250.0;13.0;;13.0;;;;2851.0;114.0;52.0;62.0;837.0;837.0;0.0;-18.0;1918.0;909.0;1009.0;;;102.0;102.0;;1778.0;;;;;;;1778.0;;1778.0;;5084.0;770.0;4277.0;;;37.0;;-15.0;;;;;;;;0.0;0.0;;0.0;70.0;70.0;285.0;-215.0;0.0;0.0;0.0;-46.0;;2073.0;;1788.0;1135.0;850.0;1277.0;992.0;458.0;173.0;134.0;-151.0;149.0;-136.0;;;342.0;603.0;562.0;-2301.0;2863.0;-2260.0
3875;Insurance corporations;Not consolidated;2022;49946.0;;;;;;15461.0;15184.0;;15184.0;277.0;277.0;;;;;;;;;;;;;;10.0;;10.0;8287.0;5292.0;97.0;5195.0;635.0;635.0;0.0;-5.0;2365.0;36.0;;2329.0;0.0;;;;7104.0;7104.0;3241.0;191.0;1442.0;4137.0;-1907.0;;;;;18606.0;15665.0;2941.0;;;0.0;;;478.0;;0.0;478.0;48187.0;;;;;;6952.0;3384.0;2414.0;970.0;44.0;;44.0;;;;10187.0;291.0;63.0;228.0;2436.0;2436.0;0.0;-66.0;7526.0;3389.0;4137.0;;;654.0;654.0;;7174.0;;;;;;;7174.0;;7174.0;;19394.0;2973.0;16280.0;;;141.0;;-70.0;;;;;;;;0.0;0.0;;0.0;506.0;506.0;1129.0;-623.0;0.0;0.0;0.0;-38.0;;8509.0;;7380.0;5091.0;3962.0;5561.0;4432.0;3191.0;2062.0;1679.0;550.0;1749.0;620.0;;;1098.0;1759.0;-9981.0;-11600.0;1619.0;140.0
3876;Insurance corporations;Not consolidated;2023 1st quarter;12617.0;;;;;;4146.0;4083.0;;4083.0;63.0;63.0;;;;;;;;;;;;;;1.0;;1.0;1918.0;1319.0;64.0;1255.0;52.0;52.0;0.0;8.0;539.0;9.0;;530.0;0.0;;;;1666.0;1666.0;788.0;51.0;350.0;900.0;-423.0;;;;;4886.0;4189.0;697.0;;;0.0;;;0.0;;0.0;0.0;11807.0;;;;;;1874.0;808.0;569.0;239.0;13.0;;13.0;;;;2143.0;120.0;56.0;64.0;325.0;325.0;0.0;47.0;1651.0;751.0;900.0;;;107.0;107.0;;1848.0;;;;;;;1848.0;;1848.0;;5031.0;729.0;4281.0;;;21.0;;-182.0;;;;;;;;0.0;0.0;;0.0;159.0;159.0;288.0;-129.0;0.0;0.0;0.0;6.0;;2272.0;;1984.0;1452.0;1164.0;1599.0;1311.0;1227.0;939.0;793.0;505.0;975.0;687.0;;;687.0;810.0;-484.0;-670.0;186.0;624.0
3877;Insurance corporations;Not consolidated;2023 2nd quarter;13429.0;;;;;;4279.0;4200.0;;4200.0;79.0;79.0;;;;;;;;;;;;;;1.0;;1.0;2594.0;1400.0;63.0;1337.0;426.0;426.0;0.0;-18.0;786.0;9.0;;777.0;0.0;;;;2082.0;2082.0;812.0;43.0;361.0;1302.0;-436.0;;;;;4473.0;3830.0;643.0;;;0.0;;;0.0;;0.0;0.0;13903.0;;;;;;1822.0;917.0;670.0;247.0;16.0;;16.0;;;;3850.0;106.0;53.0;53.0;1346.0;1346.0;0.0;77.0;2321.0;1019.0;1302.0;;;152.0;152.0;;1750.0;;;;;;;1750.0;;1750.0;;4887.0;672.0;4195.0;;;20.0;;332.0;;;;;;;;0.0;0.0;;0.0;165.0;165.0;288.0;-123.0;0.0;0.0;0.0;12.0;;2457.0;;2169.0;1525.0;1237.0;1692.0;1404.0;269.0;-19.0;35.0;-253.0;-297.0;-585.0;;;-585.0;-474.0;267.0;732.0;-465.0;-9.0
3878;Insurance corporations;Not consolidated;2023 3rd quarter;12840.0;;;;;;4281.0;4204.0;;4204.0;77.0;77.0;;;;;;;;;;;;;;3.0;;3.0;2108.0;1406.0;62.0;1344.0;48.0;48.0;0.0;1.0;653.0;6.0;;647.0;0.0;;;;1832.0;1832.0;817.0;44.0;362.0;1025.0;-416.0;;;;;4616.0;3902.0;714.0;;;0.0;;;0.0;;0.0;0.0;11774.0;;;;;;1830.0;782.0;550.0;232.0;15.0;;15.0;;;;2292.0;137.0;52.0;85.0;253.0;253.0;0.0;53.0;1849.0;824.0;1025.0;;;115.0;115.0;;1822.0;;;;;;;1822.0;;1822.0;;4908.0;727.0;4161.0;;;20.0;;10.0;;;;;;;;0.0;0.0;;0.0;71.0;71.0;287.0;-216.0;0.0;0.0;0.0;-71.0;;2451.0;;2164.0;1657.0;1370.0;1779.0;1492.0;1473.0;1186.0;1076.0;789.0;1066.0;779.0;;;779.0;1066.0;1020.0;1011.0;9.0;1057.0
3879;Insurance corporations;Not consolidated;2023 4th quarter;12753.0;;;;;;4212.0;4135.0;;4135.0;77.0;77.0;;;;;;;;;;;;;;3.0;;3.0;2104.0;1437.0;59.0;1378.0;135.0;135.0;0.0;-29.0;561.0;15.0;;546.0;0.0;;;;1704.0;1704.0;800.0;49.0;355.0;950.0;-450.0;;;;;4730.0;3965.0;765.0;;;0.0;;;0.0;;0.0;0.0;12731.0;;;;;;1768.0;950.0;700.0;250.0;31.0;;31.0;;;;2927.0;151.0;54.0;97.0;1130.0;1130.0;0.0;-110.0;1756.0;806.0;950.0;;;114.0;114.0;;1854.0;;;;;;;1854.0;;1854.0;;5108.0;697.0;4391.0;;;20.0;;-150.0;;;;;;;;0.0;0.0;;0.0;136.0;136.0;293.0;-157.0;0.0;0.0;0.0;-7.0;;2444.0;;2151.0;1466.0;1173.0;1663.0;1370.0;643.0;350.0;1.0;-292.0;151.0;-142.0;;;-142.0;22.0;9516.0;8208.0;1308.0;-1286.0
3880;Insurance corporations;Not consolidated;2023;51639.0;;;;;;16918.0;16622.0;;16622.0;296.0;296.0;;;;;;;;;;;;;;8.0;;8.0;8724.0;5562.0;248.0;5314.0;661.0;661.0;0.0;-38.0;2539.0;39.0;;2500.0;0.0;;;;7284.0;7284.0;3217.0;187.0;1428.0;4177.0;-1725.0;;;;;18705.0;15886.0;2819.0;;;0.0;;;0.0;;0.0;0.0;50215.0;;;;;;7294.0;3457.0;2489.0;968.0;75.0;;75.0;;;;11212.0;514.0;215.0;299.0;3054.0;3054.0;0.0;67.0;7577.0;3400.0;4177.0;;;488.0;488.0;;7274.0;;;;;;;7274.0;;7274.0;;19934.0;2825.0;17028.0;;;81.0;;10.0;;;;;;;;0.0;0.0;;0.0;531.0;531.0;1156.0;-625.0;0.0;0.0;0.0;-60.0;;9624.0;;8468.0;6100.0;4944.0;6733.0;5577.0;3612.0;2456.0;1905.0;749.0;1895.0;739.0;;;739.0;1424.0;10319.0;9281.0;1038.0;386.0
