ID;Geslacht;Leeftijd;Perioden;TotaalJongerenMetJeugdzorgInNatura_1;TotaalJeugdhulpInNatura_2;TotaalJeugdhulpZonderVerblijf_3;UitgevoerdDoorHetWijkOfBuurtteam_4;TotaalNietUitgevoerd_5;AmbulanteJeugdhulpOpLocatieAanbieder_6;DaghulpOpLocatieVanDeAanbieder_7;JeugdhulpInHetNetwerkVanDeJongere_8;TotaalJeugdhulpMetVerblijf_9;Pleegzorg_10;Gezinsgericht_11;GeslotenPlaatsing_12;AnderVerblijfBijJeugdhulpaanbieder_13;TotaalJeugdbescherming_14;TotaalOndertoezichtstelling_15;Ondertoezichtstelling_16;VoorlopigeOndertoezichtstelling_17;TotaalVoogdij_18;ReguliereVoogdij_19;VoorlopigeVoogdij_20;TijdelijkeVoogdij_21;TotaalJeugdreclassering_22;ToezichtEnBegeleidingGedwongenKader_23;ToezichtEnBegeleidingVrijwillig_24;IndividueleTrajectbegeleidingHardeKern_25;IndividueleTrajectbegeleidingCriem_26;ScholingsEnTrainingsprogramma_27;GedragsbeinvloedendeMaatregel_28;VoorbereidGedragsbeinvloedMaatregel_29
891;Vrouwen;17 jaar;30 juni 2018;11320;10935;9945;1380;9020;8005;360.0;1195;1715;605;210.0;115.0;880.0;1280.0;740.0;725.0;10.0;545.0;540.0;;;290.0;255.0;40.0;;;;;
892;Vrouwen;17 jaar;31 december 2018;11770;11395;10395;1355;9500;8410;390.0;1295;1765;630;215.0;125.0;885.0;1340.0;805.0;790.0;15.0;535.0;530.0;;;270.0;235.0;30.0;;;;;
893;Vrouwen;17 jaar;30 juni 2019;11580;11205;10185;1475;9215;8120;370.0;1330;1740;680;180.0;105.0;835.0;1300.0;755.0;740.0;15.0;545.0;530.0;15.0;;275.0;245.0;30.0;;;;;
894;Vrouwen;17 jaar;31 december 2019;11715;11335;10365;1500;9390;8250;380.0;1380;1650;625;200.0;105.0;785.0;1305.0;755.0;745.0;10.0;550.0;540.0;;;245.0;220.0;25.0;;;;;
895;Vrouwen;17 jaar;30 juni 2020;11280;10845;9865;1425;8915;7760;350.0;1415;1545;590;175.0;90.0;740.0;1340.0;790.0;770.0;20.0;550.0;545.0;;;210.0;185.0;25.0;;;;;
896;Vrouwen;17 jaar;31 december 2020;11445;11095;10135;1370;9200;8010;360.0;1400;1555;620;170.0;75.0;750.0;1295.0;770.0;755.0;15.0;525.0;515.0;;;165.0;150.0;20.0;;;;;
897;Vrouwen;18 jaar;31 maart 2015;2085;1700;1385;175;1235;805;60.0;460;500;140;40.0;;320.0;;;;;;;;;450.0;415.0;35.0;;;;;10.0
898;Vrouwen;18 jaar;30 juni 2015;2850;2485;2130;240;1930;1445;100.0;515;580;155;55.0;15.0;375.0;;;;;;;;;445.0;410.0;45.0;;;;;
899;Vrouwen;18 jaar;31 december 2015;4670;4370;3900;400;3555;2945;175.0;650;805;165;95.0;30.0;540.0;;;;;;;;;420.0;380.0;60.0;;;;;
900;Vrouwen;18 jaar;30 juni 2016;3745;3470;2885;700;2240;1865;100.0;360;705;200;65.0;10.0;445.0;;;;;;;;;390.0;360.0;25.0;;;;;
901;Vrouwen;18 jaar;31 december 2016;4975;4735;4070;755;3405;2885;160.0;505;860;225;90.0;20.0;545.0;;;;;;;;;380.0;345.0;30.0;;;;;
902;Vrouwen;18 jaar;30 juni 2017;4035;3775;3190;855;2420;2040;110.0;360;790;195;90.0;15.0;505.0;;;;;;;;;400.0;360.0;40.0;;;;;
903;Vrouwen;18 jaar;31 december 2017;5240;4985;4285;1050;3355;2830;175.0;490;990;225;105.0;35.0;650.0;;;;;;;;;375.0;335.0;40.0;;;;;
904;Vrouwen;18 jaar;30 juni 2018;4345;4100;3435;840;2695;2250;110.0;435;860;255;110.0;10.0;500.0;;;;;;;;;355.0;320.0;40.0;;;;;
905;Vrouwen;18 jaar;31 december 2018;6060;5820;4970;890;4225;3640;150.0;610;1095;420;130.0;10.0;565.0;;;;;;;;;365.0;325.0;35.0;;;;;
906;Vrouwen;18 jaar;30 juni 2019;4285;4070;3240;795;2530;2035;125.0;485;1045;485;90.0;10.0;470.0;;;;;;;;;300.0;270.0;30.0;;;;;
907;Vrouwen;18 jaar;31 december 2019;5680;5480;4640;880;3895;3255;175.0;650;1105;525;100.0;10.0;490.0;;;;;;;;;295.0;270.0;25.0;;;;;
908;Vrouwen;18 jaar;30 juni 2020;4045;3870;3020;845;2285;1810;125.0;455;1025;515;100.0;10.0;420.0;;;;;;;;;265.0;240.0;30.0;;;;;
909;Vrouwen;18 jaar;31 december 2020;4525;4350;3540;865;2795;2230;160.0;525;995;490;115.0;10.0;390.0;;;;;;;;;235.0;225.0;15.0;;;;;
910;Vrouwen;19 jaar of ouder;31 maart 2015;1235;990;790;225;580;200;25.0;385;255;45;20.0;;190.0;;;;;;;;;270.0;270.0;;;;;;
911;Vrouwen;19 jaar of ouder;30 juni 2015;1375;1150;940;295;660;245;30.0;420;270;45;25.0;;195.0;;;;;;;;;260.0;255.0;;;;;;
912;Vrouwen;19 jaar of ouder;31 december 2015;1810;1535;1300;425;890;425;40.0;475;310;60;35.0;;215.0;;;;;;;;;300.0;290.0;10.0;;;;;
913;Vrouwen;19 jaar of ouder;30 juni 2016;2675;2440;2180;1120;1075;755;35.0;315;280;60;35.0;;185.0;;;;;;;;;265.0;260.0;;;;;;
914;Vrouwen;19 jaar of ouder;31 december 2016;3425;3235;2900;1220;1695;1335;50.0;345;370;70;30.0;;265.0;;;;;;;;;235.0;230.0;;;;;;
915;Vrouwen;19 jaar of ouder;30 juni 2017;3145;2965;2620;1190;1450;1200;45.0;250;385;95;45.0;;250.0;;;;;;;;;225.0;205.0;15.0;;;;;
916;Vrouwen;19 jaar of ouder;31 december 2017;3695;3505;3095;1205;1920;1610;55.0;295;460;110;60.0;;290.0;;;;;;;;;240.0;225.0;15.0;;;;;
917;Vrouwen;19 jaar of ouder;30 juni 2018;3365;3160;2775;1265;1540;1290;45.0;220;430;140;55.0;;235.0;;;;;;;;;255.0;230.0;25.0;;;;;
918;Vrouwen;19 jaar of ouder;31 december 2018;4075;3900;3420;1370;2085;1775;55.0;280;550;180;70.0;;300.0;;;;;;;;;220.0;205.0;15.0;;;;;
919;Vrouwen;19 jaar of ouder;30 juni 2019;3390;3175;2575;1035;1560;1280;55.0;255;660;310;70.0;;280.0;;;;;;;;;265.0;245.0;20.0;;;;;
920;Vrouwen;19 jaar of ouder;31 december 2019;3990;3775;3005;1130;1905;1535;70.0;340;860;460;70.0;;330.0;;;;;;;;;255.0;240.0;15.0;;;;;
921;Vrouwen;19 jaar of ouder;30 juni 2020;3950;3755;2900;1195;1735;1410;50.0;310;915;565;65.0;;295.0;;;;;;;;;260.0;250.0;10.0;;;;;
922;Vrouwen;19 jaar of ouder;31 december 2020;4500;4325;3340;1260;2100;1685;75.0;380;1065;680;70.0;;320.0;;;;;;;;;220.0;210.0;15.0;;;;;
923;Vrouwen;0 tot 4 jaar;31 maart 2015;4150;3320;2615;645;2045;1090;385.0;855;935;855;25.0;;60.0;1715.0;1455.0;1420.0;35.0;265.0;240.0;25.0;;;;;;;;;
924;Vrouwen;0 tot 4 jaar;30 juni 2015;4330;3555;2880;795;2170;1155;395.0;870;925;845;30.0;;55.0;1685.0;1415.0;1375.0;45.0;280.0;250.0;30.0;;;;;;;;;
925;Vrouwen;0 tot 4 jaar;31 december 2015;4455;3735;3095;950;2245;1155;405.0;920;930;840;30.0;;60.0;1625.0;1335.0;1305.0;35.0;300.0;275.0;30.0;;;;;;;;;
926;Vrouwen;0 tot 4 jaar;30 juni 2016;5260;4630;3685;1530;2310;1270;410.0;870;1110;880;45.0;;205.0;1640.0;1315.0;1275.0;40.0;325.0;305.0;20.0;;;;;;;;;
927;Vrouwen;0 tot 4 jaar;31 december 2016;5390;4785;3910;1660;2420;1280;410.0;970;1045;825;35.0;;200.0;1560.0;1250.0;1210.0;40.0;310.0;285.0;20.0;;;;;;;;;
928;Vrouwen;0 tot 4 jaar;30 juni 2017;5990;5435;4575;2075;2770;1480;455.0;1135;1065;855;45.0;;195.0;1595.0;1265.0;1230.0;35.0;330.0;295.0;30.0;;;;;;;;;
929;Vrouwen;0 tot 4 jaar;31 december 2017;5580;5045;4235;1800;2675;1410;400.0;1100;1000;820;30.0;;165.0;1535.0;1235.0;1200.0;30.0;300.0;280.0;25.0;;;;;;;;;
930;Vrouwen;0 tot 4 jaar;30 juni 2018;6285;5745;4925;1955;3220;1560;555.0;1395;1040;835;75.0;;150.0;1580.0;1285.0;1240.0;45.0;300.0;275.0;25.0;;;;;;;;;
931;Vrouwen;0 tot 4 jaar;31 december 2018;5930;5335;4560;1735;3050;1585;460.0;1265;990;755;75.0;;175.0;1550.0;1250.0;1210.0;35.0;300.0;280.0;20.0;;;;;;;;;
932;Vrouwen;0 tot 4 jaar;30 juni 2019;6310;5730;4980;1935;3355;1615;580.0;1490;990;840;55.0;;110.0;1605.0;1300.0;1265.0;35.0;310.0;285.0;25.0;;;;;;;;;
933;Vrouwen;0 tot 4 jaar;31 december 2019;6090;5475;4800;1730;3325;1665;575.0;1445;875;725;60.0;;110.0;1580.0;1285.0;1225.0;60.0;295.0;265.0;25.0;;;;;;;;;
934;Vrouwen;0 tot 4 jaar;30 juni 2020;6105;5475;4755;1765;3270;1615;520.0;1440;940;765;60.0;;135.0;1675.0;1380.0;1345.0;30.0;300.0;270.0;20.0;;;;;;;;;
935;Vrouwen;0 tot 4 jaar;31 december 2020;5965;5370;4665;1540;3380;1750;555.0;1425;935;745;70.0;;145.0;1650.0;1340.0;1295.0;40.0;315.0;275.0;30.0;10.0;;;;;;;;
936;Vrouwen;4 tot 12 jaar;31 maart 2015;43300;40925;37900;2605;35845;30895;2525.0;5060;4905;4110;320.0;15.0;570.0;6735.0;4945.0;4915.0;35.0;1795.0;1780.0;10.0;;;;;;;;;
937;Vrouwen;4 tot 12 jaar;30 juni 2015;45850;43715;40805;3445;38145;33060;2755.0;5245;4895;4095;325.0;15.0;570.0;6555.0;4795.0;4740.0;60.0;1775.0;1765.0;10.0;;;;;;;;;
938;Vrouwen;4 tot 12 jaar;31 december 2015;45530;43570;40740;4435;37240;31945;2800.0;5405;4800;4010;350.0;15.0;525.0;6225.0;4435.0;4390.0;45.0;1825.0;1810.0;10.0;;;;;;;;;
939;Vrouwen;4 tot 12 jaar;30 juni 2016;48475;46760;43165;6610;37870;32175;2680.0;5540;5285;4075;420.0;15.0;945.0;6120.0;4185.0;4140.0;45.0;1940.0;1935.0;;;;;;;;;;
940;Vrouwen;4 tot 12 jaar;31 december 2016;48150;46390;42765;7150;37115;31160;2750.0;5795;5315;4065;420.0;15.0;1000.0;6140.0;4210.0;4155.0;55.0;1930.0;1915.0;10.0;;;;;;;;;
941;Vrouwen;4 tot 12 jaar;30 juni 2017;50425;48730;45255;8775;38580;32905;3010.0;5495;5490;4140;405.0;15.0;1120.0;6285.0;4325.0;4270.0;55.0;1960.0;1940.0;15.0;;;;;;;;;
942;Vrouwen;4 tot 12 jaar;31 december 2017;48555;46790;43310;8085;37215;31240;2970.0;5725;5390;4035;405.0;10.0;1120.0;6310.0;4380.0;4320.0;60.0;1930.0;1910.0;15.0;;;;;;;;;
943;Vrouwen;4 tot 12 jaar;30 juni 2018;54765;53110;49900;9085;43190;35070;3255.0;8020;5235;3930;580.0;10.0;835.0;6490.0;4510.0;4450.0;60.0;1980.0;1950.0;20.0;15.0;;;;;;;;
944;Vrouwen;4 tot 12 jaar;31 december 2018;55260;53545;50435;9060;43800;35590;3280.0;8265;5150;3815;585.0;10.0;885.0;6455.0;4520.0;4485.0;35.0;1940.0;1910.0;10.0;15.0;;;;;;;;
945;Vrouwen;4 tot 12 jaar;30 juni 2019;56730;55030;51955;10155;44580;35690;3270.0;9080;5190;3965;485.0;15.0;865.0;6695.0;4730.0;4675.0;50.0;1970.0;1935.0;10.0;20.0;;;;;;;;
946;Vrouwen;4 tot 12 jaar;31 december 2019;55640;53665;50755;9705;43535;34790;3115.0;9035;4840;3660;480.0;15.0;815.0;6870.0;4920.0;4840.0;80.0;1950.0;1920.0;10.0;20.0;;;;;;;;
947;Vrouwen;4 tot 12 jaar;30 juni 2020;53860;51785;48850;9560;41800;33185;3120.0;8850;4765;3585;465.0;;855.0;6920.0;4965.0;4905.0;55.0;1955.0;1915.0;15.0;30.0;;;;;;;;
948;Vrouwen;4 tot 12 jaar;31 december 2020;52685;50520;47670;9175;40845;32215;3160.0;8785;4675;3490;475.0;10.0;865.0;7035.0;5070.0;5005.0;65.0;1965.0;1920.0;20.0;25.0;;;;;;;;
949;Vrouwen;12 tot 18 jaar;31 maart 2015;46475;44050;39870;2720;37800;33085;2080.0;5645;7770;3650;810.0;500.0;3120.0;7275.0;5020.0;4965.0;55.0;2265.0;2250.0;15.0;;925.0;765.0;170.0;;;;15.0;20.0
950;Vrouwen;12 tot 18 jaar;30 juni 2015;49010;46810;42755;3420;40230;35310;2265.0;5965;7910;3665;830.0;540.0;3225.0;7130.0;4810.0;4745.0;65.0;2330.0;2315.0;15.0;;910.0;770.0;160.0;;;;15.0;20.0
951;Vrouwen;12 tot 18 jaar;31 december 2015;50285;48250;44345;4455;41030;36010;2430.0;6145;7660;3705;835.0;500.0;2985.0;6740.0;4360.0;4290.0;70.0;2400.0;2380.0;20.0;;835.0;685.0;155.0;;10.0;;15.0;15.0
952;Vrouwen;12 tot 18 jaar;30 juni 2016;52090;50250;45245;6250;40660;35525;2230.0;5605;8150;3730;815.0;505.0;3490.0;6695.0;4175.0;4095.0;85.0;2520.0;2505.0;15.0;15.0;845.0;695.0;125.0;;10.0;;;30.0
953;Vrouwen;12 tot 18 jaar;31 december 2016;52540;50680;45895;6740;40900;35535;2400.0;5935;7940;3720;810.0;500.0;3305.0;6640.0;4075.0;4015.0;60.0;2570.0;2540.0;20.0;10.0;765.0;650.0;95.0;;10.0;;;10.0
954;Vrouwen;12 tot 18 jaar;30 juni 2017;56350;54700;49640;9340;42735;38090;2345.0;5245;8560;3835;860.0;505.0;3775.0;6755.0;4105.0;4040.0;65.0;2650.0;2615.0;25.0;15.0;695.0;580.0;115.0;;;;;
955;Vrouwen;12 tot 18 jaar;31 december 2017;54585;52855;47800;8510;41555;36720;2400.0;5285;8365;3840;880.0;525.0;3585.0;6790.0;4120.0;4060.0;60.0;2670.0;2640.0;20.0;10.0;675.0;585.0;90.0;;;;;
956;Vrouwen;12 tot 18 jaar;30 juni 2018;57195;55500;50930;8020;45410;39365;2210.0;7065;7780;3650;1040.0;510.0;2955.0;6780.0;4125.0;4050.0;75.0;2655.0;2630.0;15.0;20.0;615.0;525.0;90.0;;;;;
957;Vrouwen;12 tot 18 jaar;31 december 2018;59320;57600;53205;7900;47890;41495;2365.0;7495;7520;3570;1040.0;445.0;2810.0;6755.0;4105.0;4040.0;65.0;2655.0;2615.0;25.0;15.0;565.0;480.0;80.0;;;;;
958;Vrouwen;12 tot 18 jaar;30 juni 2019;59685;58000;53440;8910;47435;40605;2345.0;8055;7745;3775;900.0;440.0;2940.0;6725.0;4090.0;4015.0;70.0;2640.0;2575.0;40.0;25.0;560.0;490.0;70.0;;;;;
959;Vrouwen;12 tot 18 jaar;31 december 2019;59310;57500;53230;8585;47390;40350;2340.0;8265;7235;3570;895.0;390.0;2680.0;6685.0;4090.0;4010.0;80.0;2600.0;2550.0;25.0;30.0;490.0;430.0;60.0;;;;;
960;Vrouwen;12 tot 18 jaar;30 juni 2020;56810;54995;50580;8410;44800;37855;2310.0;8190;7100;3520;830.0;320.0;2735.0;6805.0;4180.0;4105.0;75.0;2625.0;2570.0;20.0;40.0;435.0;375.0;65.0;;;;;
961;Vrouwen;12 tot 18 jaar;31 december 2020;58600;56835;52450;8315;46655;39500;2320.0;8345;7185;3525;865.0;330.0;2745.0;6915.0;4305.0;4235.0;70.0;2605.0;2550.0;20.0;35.0;330.0;300.0;30.0;;;;;
962;Vrouwen;18 tot 23 jaar;31 maart 2015;3320;2690;2175;400;1815;1005;85.0;845;755;185;60.0;;510.0;;;;;;;;;720.0;680.0;40.0;;;;;10.0
963;Vrouwen;18 tot 23 jaar;30 juni 2015;4230;3635;3070;540;2590;1690;125.0;935;850;200;80.0;15.0;570.0;;;;;;;;;705.0;665.0;50.0;;;;;
964;Vrouwen;18 tot 23 jaar;31 december 2015;6480;5905;5200;825;4445;3365;215.0;1125;1115;225;125.0;30.0;755.0;;;;;;;;;725.0;670.0;70.0;;;;10.0;
965;Vrouwen;18 tot 23 jaar;30 juni 2016;6420;5910;5070;1820;3315;2620;135.0;675;990;260;105.0;15.0;630.0;;;;;;;;;655.0;615.0;30.0;;;;;
966;Vrouwen;18 tot 23 jaar;31 december 2016;8400;7965;6965;1975;5105;4220;210.0;850;1230;295;120.0;25.0;815.0;;;;;;;;;610.0;575.0;30.0;;;;;
967;Vrouwen;18 tot 23 jaar;30 juni 2017;7175;6735;5815;2050;3870;3240;155.0;610;1180;290;135.0;15.0;755.0;;;;;;;;;625.0;570.0;60.0;;;;;
968;Vrouwen;18 tot 23 jaar;31 december 2017;8935;8490;7380;2250;5275;4445;235.0;790;1450;335;170.0;40.0;940.0;;;;;;;;;615.0;560.0;55.0;;;;;
969;Vrouwen;18 tot 23 jaar;30 juni 2018;7710;7260;6210;2105;4235;3540;155.0;655;1290;390;165.0;15.0;735.0;;;;;;;;;615.0;550.0;65.0;;;;;
970;Vrouwen;18 tot 23 jaar;31 december 2018;10135;9720;8390;2260;6310;5415;205.0;890;1645;600;200.0;15.0;865.0;;;;;;;;;585.0;535.0;50.0;;;;;
971;Vrouwen;18 tot 23 jaar;30 juni 2019;7675;7245;5815;1825;4090;3315;180.0;745;1700;795;160.0;15.0;750.0;;;;;;;;;565.0;515.0;50.0;;;;;
972;Vrouwen;18 tot 23 jaar;31 december 2019;9665;9255;7645;2010;5800;4790;245.0;990;1960;990;170.0;15.0;820.0;;;;;;;;;555.0;510.0;40.0;;;;;
973;Vrouwen;18 tot 23 jaar;30 juni 2020;8000;7625;5920;2035;4020;3220;175.0;765;1940;1080;160.0;10.0;720.0;;;;;;;;;525.0;495.0;35.0;;;;;
974;Vrouwen;18 tot 23 jaar;31 december 2020;9025;8675;6880;2130;4895;3915;230.0;905;2060;1170;185.0;10.0;710.0;;;;;;;;;460.0;430.0;25.0;;;;;
