ID;StandaardGoederennomenclatuurSGN;Perioden;InNLGeproduceerdEnAfgezet_1;Uitvoer_2;InBuitenlGeproduceerdInNLAfgezet_3
413;1203000  Ruwe aardolie;Oktober   1994;72.0;;70.0
414;1203000  Ruwe aardolie;November  1994;74.0;;72.0
415;1203000  Ruwe aardolie;December  1994;71.0;;70.0
416;1203000  Ruwe aardolie;1995;74.0;;67.0
417;1203000  Ruwe aardolie;Januari   1995;73.0;;69.0
418;1203000  Ruwe aardolie;Februari  1995;75.0;;70.0
419;1203000  Ruwe aardolie;Maart     1995;75.0;;66.0
420;1203000  Ruwe aardolie;April     1995;80.0;;71.0
421;1203000  Ruwe aardolie;Mei       1995;80.0;;73.0
422;1203000  Ruwe aardolie;Juni      1995;75.0;;68.0
423;1203000  Ruwe aardolie;Juli      1995;70.0;;62.0
424;1203000  Ruwe aardolie;Augustus  1995;71.0;;64.0
425;1203000  Ruwe aardolie;September 1995;72.0;;66.0
426;1203000  Ruwe aardolie;Oktober   1995;70.0;;63.0
427;1203000  Ruwe aardolie;November  1995;73.0;;65.0
428;1203000  Ruwe aardolie;December  1995;79.0;;72.0
429;1203000  Ruwe aardolie;1996;96.0;;86.0
430;1203000  Ruwe aardolie;Januari   1996;82.0;;73.0
431;1203000  Ruwe aardolie;Februari  1996;80.0;;73.0
432;1203000  Ruwe aardolie;Maart     1996;93.0;;82.0
433;1203000  Ruwe aardolie;April     1996;98.0;;88.0
434;1203000  Ruwe aardolie;Mei       1996;91.0;;83.0
435;1203000  Ruwe aardolie;Juni      1996;86.0;;79.0
436;1203000  Ruwe aardolie;Juli      1996;90.0;;82.0
437;1203000  Ruwe aardolie;Augustus  1996;93.0;;84.0
438;1203000  Ruwe aardolie;September 1996;104.0;;92.0
439;1203000  Ruwe aardolie;Oktober   1996;114.0;;102.0
440;1203000  Ruwe aardolie;November  1996;105.0;;95.0
441;1203000  Ruwe aardolie;December  1996;114.0;;101.0
442;1203000  Ruwe aardolie;1997;102.0;;90.0
443;1203000  Ruwe aardolie;Januari   1997;115.0;;103.0
444;1203000  Ruwe aardolie;Februari  1997;105.0;;96.0
445;1203000  Ruwe aardolie;Maart     1997;96.0;;88.0
446;1203000  Ruwe aardolie;April     1997;90.0;;81.0
447;1203000  Ruwe aardolie;Mei       1997;101.0;;87.0
448;1203000  Ruwe aardolie;Juni      1997;93.0;;84.0
449;1203000  Ruwe aardolie;Juli      1997;103.0;;91.0
450;1203000  Ruwe aardolie;Augustus  1997;105.0;;93.0
451;1203000  Ruwe aardolie;September 1997;102.0;;88.0
452;1203000  Ruwe aardolie;Oktober   1997;106.0;;96.0
453;1203000  Ruwe aardolie;November  1997;108.0;;89.0
454;1203000  Ruwe aardolie;December  1997;94.0;;83.0
455;1203000  Ruwe aardolie;1998;68.0;;60.0
456;1203000  Ruwe aardolie;Januari   1998;87.0;;77.0
457;1203000  Ruwe aardolie;Februari  1998;77.0;;69.0
458;1203000  Ruwe aardolie;Maart  1998;75.0;;66.0
459;1203000  Ruwe aardolie;April  1998;77.0;;66.0
460;1203000  Ruwe aardolie;Mei 1998;76.0;;69.0
461;1203000  Ruwe aardolie;Juni 1998;64.0;;57.0
462;1203000  Ruwe aardolie;Juli 1998;63.0;;57.0
463;1203000  Ruwe aardolie;Augustus 1998;63.0;;56.0
464;1203000  Ruwe aardolie;September 1998;69.0;;57.0
465;1203000  Ruwe aardolie;Oktober 1998;60.0;;56.0
466;1203000  Ruwe aardolie;November 1998;55.0;;48.0
467;1203000  Ruwe aardolie;December 1998;50.0;;42.0
468;1910000  Zand, grind, aarde en nat.steen;1990;100.0;100.0;100.0
469;1910000  Zand, grind, aarde en nat.steen;Januari   1990;100.0;100.0;100.0
470;1910000  Zand, grind, aarde en nat.steen;Februari  1990;100.0;100.0;100.0
471;1910000  Zand, grind, aarde en nat.steen;Maart     1990;100.0;100.0;100.0
472;1910000  Zand, grind, aarde en nat.steen;April     1990;100.0;100.0;99.0
473;1910000  Zand, grind, aarde en nat.steen;Mei       1990;100.0;100.0;100.0
474;1910000  Zand, grind, aarde en nat.steen;Juni      1990;100.0;100.0;100.0
475;1910000  Zand, grind, aarde en nat.steen;Juli      1990;100.0;100.0;100.0
476;1910000  Zand, grind, aarde en nat.steen;Augustus  1990;100.0;100.0;100.0
477;1910000  Zand, grind, aarde en nat.steen;September 1990;100.0;100.0;100.0
478;1910000  Zand, grind, aarde en nat.steen;Oktober   1990;100.0;100.0;101.0
479;1910000  Zand, grind, aarde en nat.steen;November  1990;100.0;100.0;101.0
480;1910000  Zand, grind, aarde en nat.steen;December  1990;101.0;100.0;101.0
481;1910000  Zand, grind, aarde en nat.steen;1991;109.0;110.0;104.0
482;1910000  Zand, grind, aarde en nat.steen;Januari   1991;110.0;110.0;103.0
483;1910000  Zand, grind, aarde en nat.steen;Februari  1991;110.0;110.0;103.0
484;1910000  Zand, grind, aarde en nat.steen;Maart     1991;110.0;110.0;104.0
485;1910000  Zand, grind, aarde en nat.steen;April     1991;109.0;109.0;104.0
486;1910000  Zand, grind, aarde en nat.steen;Mei       1991;109.0;109.0;103.0
487;1910000  Zand, grind, aarde en nat.steen;Juni      1991;109.0;109.0;104.0
488;1910000  Zand, grind, aarde en nat.steen;Juli      1991;109.0;109.0;104.0
489;1910000  Zand, grind, aarde en nat.steen;Augustus  1991;109.0;109.0;104.0
490;1910000  Zand, grind, aarde en nat.steen;September 1991;109.0;109.0;104.0
491;1910000  Zand, grind, aarde en nat.steen;Oktober   1991;109.0;110.0;104.0
492;1910000  Zand, grind, aarde en nat.steen;November  1991;109.0;110.0;104.0
493;1910000  Zand, grind, aarde en nat.steen;December  1991;110.0;110.0;104.0
494;1910000  Zand, grind, aarde en nat.steen;1992;112.0;114.0;108.0
495;1910000  Zand, grind, aarde en nat.steen;Januari   1992;112.0;114.0;107.0
496;1910000  Zand, grind, aarde en nat.steen;Februari  1992;112.0;114.0;108.0
497;1910000  Zand, grind, aarde en nat.steen;Maart     1992;112.0;114.0;108.0
498;1910000  Zand, grind, aarde en nat.steen;April     1992;112.0;114.0;108.0
499;1910000  Zand, grind, aarde en nat.steen;Mei       1992;112.0;114.0;108.0
500;1910000  Zand, grind, aarde en nat.steen;Juni      1992;112.0;114.0;108.0
501;1910000  Zand, grind, aarde en nat.steen;Juli      1992;112.0;114.0;108.0
502;1910000  Zand, grind, aarde en nat.steen;Augustus  1992;112.0;114.0;108.0
503;1910000  Zand, grind, aarde en nat.steen;September 1992;112.0;114.0;108.0
504;1910000  Zand, grind, aarde en nat.steen;Oktober   1992;112.0;114.0;108.0
505;1910000  Zand, grind, aarde en nat.steen;November  1992;112.0;114.0;108.0
506;1910000  Zand, grind, aarde en nat.steen;December  1992;112.0;114.0;108.0
507;1910000  Zand, grind, aarde en nat.steen;1993;115.0;116.0;110.0
508;1910000  Zand, grind, aarde en nat.steen;Januari   1993;114.0;116.0;109.0
509;1910000  Zand, grind, aarde en nat.steen;Februari  1993;114.0;116.0;109.0
510;1910000  Zand, grind, aarde en nat.steen;Maart     1993;115.0;116.0;110.0
511;1910000  Zand, grind, aarde en nat.steen;April     1993;115.0;116.0;110.0
512;1910000  Zand, grind, aarde en nat.steen;Mei       1993;115.0;116.0;110.0
513;1910000  Zand, grind, aarde en nat.steen;Juni      1993;115.0;116.0;110.0
514;1910000  Zand, grind, aarde en nat.steen;Juli      1993;115.0;116.0;110.0
515;1910000  Zand, grind, aarde en nat.steen;Augustus  1993;115.0;116.0;110.0
516;1910000  Zand, grind, aarde en nat.steen;September 1993;115.0;116.0;110.0
517;1910000  Zand, grind, aarde en nat.steen;Oktober   1993;115.0;116.0;110.0
518;1910000  Zand, grind, aarde en nat.steen;November  1993;115.0;116.0;110.0
519;1910000  Zand, grind, aarde en nat.steen;December  1993;115.0;116.0;110.0
520;1910000  Zand, grind, aarde en nat.steen;1994;116.0;119.0;111.0
521;1910000  Zand, grind, aarde en nat.steen;Januari   1994;115.0;119.0;111.0
522;1910000  Zand, grind, aarde en nat.steen;Februari  1994;116.0;119.0;111.0
523;1910000  Zand, grind, aarde en nat.steen;Maart     1994;115.0;119.0;111.0
524;1910000  Zand, grind, aarde en nat.steen;April     1994;116.0;119.0;111.0
525;1910000  Zand, grind, aarde en nat.steen;Mei       1994;116.0;119.0;111.0
526;1910000  Zand, grind, aarde en nat.steen;Juni      1994;116.0;119.0;111.0
527;1910000  Zand, grind, aarde en nat.steen;Juli      1994;116.0;119.0;111.0
528;1910000  Zand, grind, aarde en nat.steen;Augustus  1994;116.0;119.0;111.0
529;1910000  Zand, grind, aarde en nat.steen;September 1994;116.0;119.0;111.0
530;1910000  Zand, grind, aarde en nat.steen;Oktober   1994;116.0;119.0;111.0
531;1910000  Zand, grind, aarde en nat.steen;November  1994;116.0;119.0;111.0
532;1910000  Zand, grind, aarde en nat.steen;December  1994;116.0;119.0;111.0
533;1910000  Zand, grind, aarde en nat.steen;1995;119.0;122.0;112.0
534;1910000  Zand, grind, aarde en nat.steen;Januari   1995;119.0;122.0;112.0
535;1910000  Zand, grind, aarde en nat.steen;Februari  1995;119.0;122.0;112.0
536;1910000  Zand, grind, aarde en nat.steen;Maart     1995;119.0;122.0;112.0
537;1910000  Zand, grind, aarde en nat.steen;April     1995;119.0;122.0;112.0
538;1910000  Zand, grind, aarde en nat.steen;Mei       1995;119.0;122.0;111.0
539;1910000  Zand, grind, aarde en nat.steen;Juni      1995;119.0;122.0;111.0
540;1910000  Zand, grind, aarde en nat.steen;Juli      1995;119.0;122.0;111.0
541;1910000  Zand, grind, aarde en nat.steen;Augustus  1995;119.0;122.0;111.0
542;1910000  Zand, grind, aarde en nat.steen;September 1995;119.0;122.0;111.0
543;1910000  Zand, grind, aarde en nat.steen;Oktober   1995;119.0;123.0;112.0
544;1910000  Zand, grind, aarde en nat.steen;November  1995;119.0;123.0;112.0
545;1910000  Zand, grind, aarde en nat.steen;December  1995;119.0;123.0;112.0
546;1910000  Zand, grind, aarde en nat.steen;1996;124.0;126.0;113.0
547;1910000  Zand, grind, aarde en nat.steen;Januari   1996;123.0;126.0;113.0
548;1910000  Zand, grind, aarde en nat.steen;Februari  1996;123.0;126.0;113.0
549;1910000  Zand, grind, aarde en nat.steen;Maart     1996;124.0;126.0;113.0
550;1910000  Zand, grind, aarde en nat.steen;April     1996;125.0;126.0;113.0
551;1910000  Zand, grind, aarde en nat.steen;Mei       1996;125.0;126.0;113.0
552;1910000  Zand, grind, aarde en nat.steen;Juni      1996;125.0;126.0;113.0
553;1910000  Zand, grind, aarde en nat.steen;Juli      1996;125.0;126.0;114.0
554;1910000  Zand, grind, aarde en nat.steen;Augustus  1996;125.0;126.0;114.0
555;1910000  Zand, grind, aarde en nat.steen;September 1996;125.0;126.0;114.0
556;1910000  Zand, grind, aarde en nat.steen;Oktober   1996;125.0;126.0;114.0
557;1910000  Zand, grind, aarde en nat.steen;November  1996;125.0;126.0;114.0
558;1910000  Zand, grind, aarde en nat.steen;December  1996;125.0;126.0;114.0
559;1910000  Zand, grind, aarde en nat.steen;1997;128.0;129.0;116.0
560;1910000  Zand, grind, aarde en nat.steen;Januari   1997;128.0;129.0;115.0
561;1910000  Zand, grind, aarde en nat.steen;Februari  1997;128.0;129.0;115.0
562;1910000  Zand, grind, aarde en nat.steen;Maart     1997;128.0;129.0;115.0
563;1910000  Zand, grind, aarde en nat.steen;April     1997;128.0;129.0;115.0
564;1910000  Zand, grind, aarde en nat.steen;Mei       1997;128.0;129.0;115.0
565;1910000  Zand, grind, aarde en nat.steen;Juni      1997;128.0;129.0;116.0
566;1910000  Zand, grind, aarde en nat.steen;Juli      1997;128.0;129.0;116.0
567;1910000  Zand, grind, aarde en nat.steen;Augustus  1997;128.0;129.0;116.0
568;1910000  Zand, grind, aarde en nat.steen;September 1997;128.0;129.0;116.0
569;1910000  Zand, grind, aarde en nat.steen;Oktober   1997;128.0;129.0;117.0
570;1910000  Zand, grind, aarde en nat.steen;November  1997;128.0;129.0;117.0
571;1910000  Zand, grind, aarde en nat.steen;December  1997;128.0;129.0;117.0
572;1910000  Zand, grind, aarde en nat.steen;1998;132.0;134.0;119.0
573;1910000  Zand, grind, aarde en nat.steen;Januari   1998;132.0;134.0;118.0
574;1910000  Zand, grind, aarde en nat.steen;Februari  1998;132.0;134.0;118.0
575;1910000  Zand, grind, aarde en nat.steen;Maart  1998;132.0;134.0;119.0
576;1910000  Zand, grind, aarde en nat.steen;April  1998;132.0;134.0;118.0
577;1910000  Zand, grind, aarde en nat.steen;Mei 1998;132.0;134.0;118.0
578;1910000  Zand, grind, aarde en nat.steen;Juni 1998;132.0;134.0;119.0
579;1910000  Zand, grind, aarde en nat.steen;Juli 1998;132.0;134.0;120.0
580;1910000  Zand, grind, aarde en nat.steen;Augustus 1998;132.0;134.0;120.0
581;1910000  Zand, grind, aarde en nat.steen;September 1998;132.0;134.0;120.0
582;1910000  Zand, grind, aarde en nat.steen;Oktober 1998;132.0;134.0;120.0
583;1910000  Zand, grind, aarde en nat.steen;November 1998;132.0;134.0;120.0
584;1910000  Zand, grind, aarde en nat.steen;December 1998;132.0;134.0;120.0
585;1911000  Zand (incl. kwartszand);1990;100.0;100.0;100.0
586;1911000  Zand (incl. kwartszand);Januari   1990;100.0;100.0;99.0
587;1911000  Zand (incl. kwartszand);Februari  1990;100.0;100.0;100.0
588;1911000  Zand (incl. kwartszand);Maart     1990;100.0;100.0;100.0
589;1911000  Zand (incl. kwartszand);April     1990;100.0;100.0;100.0
590;1911000  Zand (incl. kwartszand);Mei       1990;100.0;100.0;100.0
591;1911000  Zand (incl. kwartszand);Juni      1990;100.0;100.0;100.0
592;1911000  Zand (incl. kwartszand);Juli      1990;100.0;100.0;100.0
593;1911000  Zand (incl. kwartszand);Augustus  1990;100.0;100.0;100.0
594;1911000  Zand (incl. kwartszand);September 1990;100.0;100.0;100.0
595;1911000  Zand (incl. kwartszand);Oktober   1990;100.0;100.0;100.0
596;1911000  Zand (incl. kwartszand);November  1990;100.0;100.0;100.0
597;1911000  Zand (incl. kwartszand);December  1990;101.0;100.0;100.0
598;1911000  Zand (incl. kwartszand);1991;111.0;109.0;107.0
599;1911000  Zand (incl. kwartszand);Januari   1991;111.0;109.0;108.0
600;1911000  Zand (incl. kwartszand);Februari  1991;111.0;109.0;108.0
601;1911000  Zand (incl. kwartszand);Maart     1991;111.0;109.0;108.0
602;1911000  Zand (incl. kwartszand);April     1991;111.0;109.0;107.0
603;1911000  Zand (incl. kwartszand);Mei       1991;111.0;109.0;107.0
604;1911000  Zand (incl. kwartszand);Juni      1991;111.0;109.0;107.0
605;1911000  Zand (incl. kwartszand);Juli      1991;111.0;109.0;107.0
606;1911000  Zand (incl. kwartszand);Augustus  1991;111.0;109.0;107.0
607;1911000  Zand (incl. kwartszand);September 1991;111.0;109.0;107.0
608;1911000  Zand (incl. kwartszand);Oktober   1991;111.0;109.0;107.0
609;1911000  Zand (incl. kwartszand);November  1991;111.0;109.0;107.0
610;1911000  Zand (incl. kwartszand);December  1991;112.0;110.0;107.0
611;1911000  Zand (incl. kwartszand);1992;115.0;115.0;114.0
612;1911000  Zand (incl. kwartszand);Januari   1992;115.0;115.0;113.0
613;1911000  Zand (incl. kwartszand);Februari  1992;115.0;115.0;114.0
614;1911000  Zand (incl. kwartszand);Maart     1992;115.0;115.0;114.0
615;1911000  Zand (incl. kwartszand);April     1992;115.0;115.0;114.0
616;1911000  Zand (incl. kwartszand);Mei       1992;115.0;115.0;114.0
617;1911000  Zand (incl. kwartszand);Juni      1992;115.0;115.0;114.0
618;1911000  Zand (incl. kwartszand);Juli      1992;115.0;115.0;114.0
619;1911000  Zand (incl. kwartszand);Augustus  1992;115.0;115.0;114.0
620;1911000  Zand (incl. kwartszand);September 1992;115.0;115.0;114.0
621;1911000  Zand (incl. kwartszand);Oktober   1992;115.0;115.0;114.0
622;1911000  Zand (incl. kwartszand);November  1992;115.0;115.0;114.0
623;1911000  Zand (incl. kwartszand);December  1992;115.0;115.0;114.0
624;1911000  Zand (incl. kwartszand);1993;119.0;117.0;117.0
625;1911000  Zand (incl. kwartszand);Januari   1993;117.0;117.0;116.0
626;1911000  Zand (incl. kwartszand);Februari  1993;118.0;117.0;116.0
627;1911000  Zand (incl. kwartszand);Maart     1993;118.0;117.0;117.0
628;1911000  Zand (incl. kwartszand);April     1993;119.0;117.0;117.0
629;1911000  Zand (incl. kwartszand);Mei       1993;119.0;117.0;117.0
630;1911000  Zand (incl. kwartszand);Juni      1993;119.0;117.0;117.0
631;1911000  Zand (incl. kwartszand);Juli      1993;119.0;117.0;117.0
632;1911000  Zand (incl. kwartszand);Augustus  1993;119.0;117.0;117.0
633;1911000  Zand (incl. kwartszand);September 1993;119.0;117.0;117.0
634;1911000  Zand (incl. kwartszand);Oktober   1993;119.0;117.0;117.0
635;1911000  Zand (incl. kwartszand);November  1993;119.0;117.0;117.0
636;1911000  Zand (incl. kwartszand);December  1993;119.0;117.0;117.0
637;1911000  Zand (incl. kwartszand);1994;121.0;120.0;118.0
638;1911000  Zand (incl. kwartszand);Januari   1994;120.0;120.0;118.0
639;1911000  Zand (incl. kwartszand);Februari  1994;120.0;120.0;118.0
640;1911000  Zand (incl. kwartszand);Maart     1994;120.0;120.0;119.0
641;1911000  Zand (incl. kwartszand);April     1994;121.0;120.0;118.0
642;1911000  Zand (incl. kwartszand);Mei       1994;121.0;120.0;118.0
643;1911000  Zand (incl. kwartszand);Juni      1994;121.0;120.0;118.0
644;1911000  Zand (incl. kwartszand);Juli      1994;121.0;120.0;118.0
645;1911000  Zand (incl. kwartszand);Augustus  1994;121.0;120.0;118.0
646;1911000  Zand (incl. kwartszand);September 1994;121.0;120.0;118.0
647;1911000  Zand (incl. kwartszand);Oktober   1994;121.0;120.0;118.0
648;1911000  Zand (incl. kwartszand);November  1994;121.0;120.0;118.0
649;1911000  Zand (incl. kwartszand);December  1994;121.0;120.0;118.0
650;1911000  Zand (incl. kwartszand);1995;125.0;124.0;122.0
651;1911000  Zand (incl. kwartszand);Januari   1995;125.0;123.0;122.0
652;1911000  Zand (incl. kwartszand);Februari  1995;125.0;123.0;122.0
653;1911000  Zand (incl. kwartszand);Maart     1995;125.0;123.0;122.0
654;1911000  Zand (incl. kwartszand);April     1995;126.0;123.0;122.0
655;1911000  Zand (incl. kwartszand);Mei       1995;126.0;123.0;122.0
656;1911000  Zand (incl. kwartszand);Juni      1995;126.0;123.0;122.0
657;1911000  Zand (incl. kwartszand);Juli      1995;126.0;123.0;122.0
658;1911000  Zand (incl. kwartszand);Augustus  1995;126.0;123.0;122.0
659;1911000  Zand (incl. kwartszand);September 1995;126.0;123.0;122.0
660;1911000  Zand (incl. kwartszand);Oktober   1995;126.0;124.0;123.0
661;1911000  Zand (incl. kwartszand);November  1995;126.0;124.0;123.0
662;1911000  Zand (incl. kwartszand);December  1995;126.0;124.0;123.0
663;1911000  Zand (incl. kwartszand);1996;132.0;128.0;127.0
664;1911000  Zand (incl. kwartszand);Januari   1996;131.0;128.0;126.0
665;1911000  Zand (incl. kwartszand);Februari  1996;131.0;128.0;126.0
666;1911000  Zand (incl. kwartszand);Maart     1996;132.0;128.0;126.0
667;1911000  Zand (incl. kwartszand);April     1996;132.0;128.0;127.0
668;1911000  Zand (incl. kwartszand);Mei       1996;132.0;128.0;127.0
669;1911000  Zand (incl. kwartszand);Juni      1996;132.0;128.0;128.0
670;1911000  Zand (incl. kwartszand);Juli      1996;132.0;128.0;128.0
671;1911000  Zand (incl. kwartszand);Augustus  1996;132.0;128.0;127.0
672;1911000  Zand (incl. kwartszand);September 1996;132.0;128.0;128.0
673;1911000  Zand (incl. kwartszand);Oktober   1996;132.0;128.0;128.0
674;1911000  Zand (incl. kwartszand);November  1996;132.0;128.0;128.0
675;1911000  Zand (incl. kwartszand);December  1996;132.0;128.0;128.0
676;1911000  Zand (incl. kwartszand);1997;136.0;131.0;131.0
677;1911000  Zand (incl. kwartszand);Januari   1997;136.0;131.0;131.0
678;1911000  Zand (incl. kwartszand);Februari  1997;136.0;131.0;131.0
679;1911000  Zand (incl. kwartszand);Maart     1997;136.0;131.0;131.0
680;1911000  Zand (incl. kwartszand);April     1997;136.0;131.0;131.0
681;1911000  Zand (incl. kwartszand);Mei       1997;136.0;131.0;131.0
682;1911000  Zand (incl. kwartszand);Juni      1997;136.0;131.0;131.0
683;1911000  Zand (incl. kwartszand);Juli      1997;137.0;131.0;131.0
684;1911000  Zand (incl. kwartszand);Augustus  1997;137.0;131.0;132.0
685;1911000  Zand (incl. kwartszand);September 1997;137.0;131.0;132.0
686;1911000  Zand (incl. kwartszand);Oktober   1997;136.0;131.0;132.0
687;1911000  Zand (incl. kwartszand);November  1997;136.0;131.0;132.0
688;1911000  Zand (incl. kwartszand);December  1997;136.0;131.0;132.0
689;1911000  Zand (incl. kwartszand);1998;141.0;137.0;138.0
690;1911000  Zand (incl. kwartszand);Januari   1998;141.0;137.0;138.0
691;1911000  Zand (incl. kwartszand);Februari  1998;141.0;137.0;138.0
692;1911000  Zand (incl. kwartszand);Maart  1998;142.0;137.0;138.0
693;1911000  Zand (incl. kwartszand);April  1998;142.0;137.0;138.0
694;1911000  Zand (incl. kwartszand);Mei 1998;142.0;137.0;138.0
695;1911000  Zand (incl. kwartszand);Juni 1998;142.0;137.0;138.0
696;1911000  Zand (incl. kwartszand);Juli 1998;142.0;137.0;138.0
697;1911000  Zand (incl. kwartszand);Augustus 1998;142.0;137.0;138.0
698;1911000  Zand (incl. kwartszand);September 1998;142.0;137.0;138.0
699;1911000  Zand (incl. kwartszand);Oktober 1998;141.0;137.0;139.0
700;1911000  Zand (incl. kwartszand);November 1998;141.0;137.0;139.0
701;1911000  Zand (incl. kwartszand);December 1998;141.0;137.0;139.0
702;1911100  Beton-, metsel- en stukad.zand;1990;100.0;;100.0
703;1911100  Beton-, metsel- en stukad.zand;Januari   1990;99.0;;97.0
704;1911100  Beton-, metsel- en stukad.zand;Februari  1990;99.0;;100.0
705;1911100  Beton-, metsel- en stukad.zand;Maart     1990;100.0;;100.0
706;1911100  Beton-, metsel- en stukad.zand;April     1990;100.0;;101.0
707;1911100  Beton-, metsel- en stukad.zand;Mei       1990;100.0;;101.0
708;1911100  Beton-, metsel- en stukad.zand;Juni      1990;100.0;;101.0
709;1911100  Beton-, metsel- en stukad.zand;Juli      1990;100.0;;101.0
710;1911100  Beton-, metsel- en stukad.zand;Augustus  1990;100.0;;100.0
711;1911100  Beton-, metsel- en stukad.zand;September 1990;100.0;;100.0
712;1911100  Beton-, metsel- en stukad.zand;Oktober   1990;101.0;;100.0
713;1911100  Beton-, metsel- en stukad.zand;November  1990;101.0;;100.0
714;1911100  Beton-, metsel- en stukad.zand;December  1990;101.0;;100.0
715;1911100  Beton-, metsel- en stukad.zand;1991;118.0;;103.0
716;1911100  Beton-, metsel- en stukad.zand;Januari   1991;117.0;;103.0
717;1911100  Beton-, metsel- en stukad.zand;Februari  1991;118.0;;103.0
