ID;EnergyCommodities;Sectors;Periods;TotalPrimaryEnergySupply_1;IndigenousProduction_2;ReceiptsOfEnergy_3;DeliveriesOfEnergy_4;StockChange_5;StatisticalDifferences_6;TotalEnergyConsumption_7;TotalNetEnergyTransformation_8;NetElectricityCHPTransformation_9;NetOtherTransformation_10;EnergyTransformationInput_11;ElectricityAndCHPTransformationInput_12;OtherTransformationInput_13;EnergyTransformationOutput_14;ElectricityCHPTransformationOutput_15;OtherTransformationOutput_16;OwnUse_17;DistributionLosses_18;FinalEnergyConsumption_19;NonEnergyUse_20
4060;Total coal and coal products;Mining and quarrying, incl services;2004;0.1;;0.1;;0.0;;0.1;;;;;;;;;;;;0.1;
4061;Total coal and coal products;Mining and quarrying, incl services;2005;0.1;;0.1;;;;0.1;;;;;;;;;;;;0.1;
4062;Total coal and coal products;Mining and quarrying, incl services;2006;0.1;;0.1;;;;0.1;;;;;;;;;;;;0.1;
4063;Total coal and coal products;Mining and quarrying, incl services;2007;0.1;;0.1;;;;0.1;;;;;;;;;;;;0.1;
4064;Total coal and coal products;Mining and quarrying, incl services;2008;0.1;;0.1;;;;0.1;;;;;;;;;;;;0.1;
4065;Total coal and coal products;Mining and quarrying, incl services;2009;0.1;;0.1;;;;0.1;;;;;;;;;;;;0.1;
4066;Total coal and coal products;Mining and quarrying, incl services;2010;0.2;;0.2;;;;0.2;;;;;;;;;;;;0.2;
4067;Total coal and coal products;Mining and quarrying, incl services;2011;0.2;;0.2;;;;0.2;;;;;;;;;;;;0.2;
4068;Total coal and coal products;Mining and quarrying, incl services;2012;0.2;;0.2;;;;0.2;;;;;;;;;;;;0.2;
4069;Total coal and coal products;Mining and quarrying, incl services;2013;0.2;;0.2;;;;0.2;;;;;;;;;;;;0.2;
4070;Total coal and coal products;Mining and quarrying, incl services;2014;0.2;;0.2;;;;0.2;;;;;;;;;;;;0.2;
4071;Total coal and coal products;Mining and quarrying, incl services;2015;0.2;;0.2;;;;0.2;;;;;;;;;;;;0.2;
4072;Total coal and coal products;Mining and quarrying, incl services;2016;0.2;;0.2;;;;0.2;;;;;;;;;;;;0.2;
4073;Total coal and coal products;Mining and quarrying, incl services;2017;0.2;;0.2;;;;0.2;;;;;;;;;;;;0.2;
4074;Total coal and coal products;Mining and quarrying, incl services;2018;0.1;;0.1;;;;0.1;;;;;;;;;;;;0.1;
4075;Total coal and coal products;Mining and quarrying, incl services;2019;0.1;;0.1;;;;0.1;;;;;;;;;;;;0.1;
4076;Total coal and coal products;Mining and quarrying, incl services;2020 ;0.1;;0.1;;;;0.1;;;;;;;;;;;;0.1;
4077;Total coal and coal products;Mining and quarrying, incl services;2021;0.1;;0.1;;;;0.1;;;;;;;;;;;;0.1;
4078;Total coal and coal products;Mining and quarrying, incl services;2022;0.0;;0.0;;;;0.0;;;;;;;;;;;;0.0;
4079;Total coal and coal products;Mining and quarrying, incl services;2023;;;;;;;;;;;;;;;;;;;;
4080;Total coal and coal products;08 Mining and quarrying (no oil and gas);1990;0.1;;0.1;;;;0.1;;;;;;;;;;;;0.1;
4081;Total coal and coal products;08 Mining and quarrying (no oil and gas);1991;0.1;;0.1;;;;0.1;;;;;;;;;;;;0.1;
4082;Total coal and coal products;08 Mining and quarrying (no oil and gas);1992;0.1;;0.1;;;;0.1;;;;;;;;;;;;0.1;
4083;Total coal and coal products;08 Mining and quarrying (no oil and gas);1993;0.1;;0.1;;;;0.1;;;;;;;;;;;;0.1;
4084;Total coal and coal products;08 Mining and quarrying (no oil and gas);1994;0.0;;0.0;;;;0.0;;;;;;;;;;;;0.0;
4085;Total coal and coal products;08 Mining and quarrying (no oil and gas);1995;0.1;;0.1;;;;0.1;;;;;;;;;;;;0.1;
4086;Total coal and coal products;08 Mining and quarrying (no oil and gas);1996;0.1;;0.1;;0.0;;0.1;;;;;;;;;;;;0.1;
4087;Total coal and coal products;08 Mining and quarrying (no oil and gas);1997;0.1;;0.1;;;;0.1;;;;;;;;;;;;0.1;
4088;Total coal and coal products;08 Mining and quarrying (no oil and gas);1998;0.1;;0.1;;;;0.1;;;;;;;;;;;;0.1;
4089;Total coal and coal products;08 Mining and quarrying (no oil and gas);1999;0.1;;0.1;;;;0.1;;;;;;;;;;;;0.1;
4090;Total coal and coal products;08 Mining and quarrying (no oil and gas);2000;0.1;;0.1;;;;0.1;;;;;;;;;;;;0.1;
4091;Total coal and coal products;08 Mining and quarrying (no oil and gas);2001;0.1;;0.1;;;;0.1;;;;;;;;;;;;0.1;
4092;Total coal and coal products;08 Mining and quarrying (no oil and gas);2002;0.2;;0.2;;0.0;;0.2;;;;;;;;;;;;0.2;
4093;Total coal and coal products;08 Mining and quarrying (no oil and gas);2003;0.2;;0.2;;0.0;;0.2;;;;;;;;;;;;0.2;
4094;Total coal and coal products;08 Mining and quarrying (no oil and gas);2004;0.1;;0.1;;0.0;;0.1;;;;;;;;;;;;0.1;
4095;Total coal and coal products;08 Mining and quarrying (no oil and gas);2005;0.1;;0.1;;;;0.1;;;;;;;;;;;;0.1;
4096;Total coal and coal products;08 Mining and quarrying (no oil and gas);2006;0.1;;0.1;;;;0.1;;;;;;;;;;;;0.1;
4097;Total coal and coal products;08 Mining and quarrying (no oil and gas);2007;0.1;;0.1;;;;0.1;;;;;;;;;;;;0.1;
4098;Total coal and coal products;08 Mining and quarrying (no oil and gas);2008;0.1;;0.1;;;;0.1;;;;;;;;;;;;0.1;
4099;Total coal and coal products;08 Mining and quarrying (no oil and gas);2009;0.1;;0.1;;;;0.1;;;;;;;;;;;;0.1;
4100;Total coal and coal products;08 Mining and quarrying (no oil and gas);2010;0.2;;0.2;;;;0.2;;;;;;;;;;;;0.2;
4101;Total coal and coal products;08 Mining and quarrying (no oil and gas);2011;0.2;;0.2;;;;0.2;;;;;;;;;;;;0.2;
4102;Total coal and coal products;08 Mining and quarrying (no oil and gas);2012;0.2;;0.2;;;;0.2;;;;;;;;;;;;0.2;
4103;Total coal and coal products;08 Mining and quarrying (no oil and gas);2013;0.2;;0.2;;;;0.2;;;;;;;;;;;;0.2;
4104;Total coal and coal products;08 Mining and quarrying (no oil and gas);2014;0.2;;0.2;;;;0.2;;;;;;;;;;;;0.2;
4105;Total coal and coal products;08 Mining and quarrying (no oil and gas);2015;0.2;;0.2;;;;0.2;;;;;;;;;;;;0.2;
4106;Total coal and coal products;08 Mining and quarrying (no oil and gas);2016;0.2;;0.2;;;;0.2;;;;;;;;;;;;0.2;
4107;Total coal and coal products;08 Mining and quarrying (no oil and gas);2017;0.2;;0.2;;;;0.2;;;;;;;;;;;;0.2;
4108;Total coal and coal products;08 Mining and quarrying (no oil and gas);2018;0.1;;0.1;;;;0.1;;;;;;;;;;;;0.1;
4109;Total coal and coal products;08 Mining and quarrying (no oil and gas);2019;0.1;;0.1;;;;0.1;;;;;;;;;;;;0.1;
4110;Total coal and coal products;08 Mining and quarrying (no oil and gas);2020 ;0.1;;0.1;;;;0.1;;;;;;;;;;;;0.1;
4111;Total coal and coal products;08 Mining and quarrying (no oil and gas);2021;0.1;;0.1;;;;0.1;;;;;;;;;;;;0.1;
4112;Total coal and coal products;08 Mining and quarrying (no oil and gas);2022;0.0;;0.0;;;;0.0;;;;;;;;;;;;0.0;
4113;Total coal and coal products;08 Mining and quarrying (no oil and gas);2023;;;;;;;;;;;;;;;;;;;;
4114;Total coal and coal products;099 Services for other mining;1990;;;;;;;;;;;;;;;;;;;;
4115;Total coal and coal products;099 Services for other mining;1991;;;;;;;;;;;;;;;;;;;;
4116;Total coal and coal products;099 Services for other mining;1992;;;;;;;;;;;;;;;;;;;;
4117;Total coal and coal products;099 Services for other mining;1993;;;;;;;;;;;;;;;;;;;;
4118;Total coal and coal products;099 Services for other mining;1994;;;;;;;;;;;;;;;;;;;;
4119;Total coal and coal products;099 Services for other mining;1995;;;;;;;;;;;;;;;;;;;;
4120;Total coal and coal products;099 Services for other mining;1996;;;;;;;;;;;;;;;;;;;;
4121;Total coal and coal products;099 Services for other mining;1997;;;;;;;;;;;;;;;;;;;;
4122;Total coal and coal products;099 Services for other mining;1998;;;;;;;;;;;;;;;;;;;;
4123;Total coal and coal products;099 Services for other mining;1999;;;;;;;;;;;;;;;;;;;;
4124;Total coal and coal products;099 Services for other mining;2000;;;;;;;;;;;;;;;;;;;;
4125;Total coal and coal products;099 Services for other mining;2001;;;;;;;;;;;;;;;;;;;;
4126;Total coal and coal products;099 Services for other mining;2002;;;;;;;;;;;;;;;;;;;;
4127;Total coal and coal products;099 Services for other mining;2003;;;;;;;;;;;;;;;;;;;;
4128;Total coal and coal products;099 Services for other mining;2004;;;;;;;;;;;;;;;;;;;;
4129;Total coal and coal products;099 Services for other mining;2005;;;;;;;;;;;;;;;;;;;;
4130;Total coal and coal products;099 Services for other mining;2006;;;;;;;;;;;;;;;;;;;;
4131;Total coal and coal products;099 Services for other mining;2007;;;;;;;;;;;;;;;;;;;;
4132;Total coal and coal products;099 Services for other mining;2008;;;;;;;;;;;;;;;;;;;;
4133;Total coal and coal products;099 Services for other mining;2009;;;;;;;;;;;;;;;;;;;;
4134;Total coal and coal products;099 Services for other mining;2010;;;;;;;;;;;;;;;;;;;;
4135;Total coal and coal products;099 Services for other mining;2011;;;;;;;;;;;;;;;;;;;;
4136;Total coal and coal products;099 Services for other mining;2012;;;;;;;;;;;;;;;;;;;;
4137;Total coal and coal products;099 Services for other mining;2013;;;;;;;;;;;;;;;;;;;;
4138;Total coal and coal products;099 Services for other mining;2014;;;;;;;;;;;;;;;;;;;;
4139;Total coal and coal products;099 Services for other mining;2015;;;;;;;;;;;;;;;;;;;;
4140;Total coal and coal products;099 Services for other mining;2016;;;;;;;;;;;;;;;;;;;;
4141;Total coal and coal products;099 Services for other mining;2017;;;;;;;;;;;;;;;;;;;;
4142;Total coal and coal products;099 Services for other mining;2018;;;;;;;;;;;;;;;;;;;;
4143;Total coal and coal products;099 Services for other mining;2019;;;;;;;;;;;;;;;;;;;;
4144;Total coal and coal products;099 Services for other mining;2020 ;;;;;;;;;;;;;;;;;;;;
4145;Total coal and coal products;099 Services for other mining;2021;;;;;;;;;;;;;;;;;;;;
4146;Total coal and coal products;099 Services for other mining;2022;;;;;;;;;;;;;;;;;;;;
4147;Total coal and coal products;099 Services for other mining;2023;;;;;;;;;;;;;;;;;;;;
4148;Total coal and coal products;10-12 Manufacture of food and beverages;1990;3.0;;3.0;;0.1;;3.0;;;;;;;;;;;;2.4;0.6
4149;Total coal and coal products;10-12 Manufacture of food and beverages;1991;2.3;;2.3;;;;2.3;;;;;;;;;;;;1.8;0.5
4150;Total coal and coal products;10-12 Manufacture of food and beverages;1992;2.4;;2.4;;;;2.4;;;;;;;;;;;;1.8;0.6
4151;Total coal and coal products;10-12 Manufacture of food and beverages;1993;2.9;;2.8;;0.1;;2.9;;;;;;;;;;;;2.3;0.5
4152;Total coal and coal products;10-12 Manufacture of food and beverages;1994;1.8;;1.8;;0.0;;1.8;;;;;;;;;;;;1.5;0.3
4153;Total coal and coal products;10-12 Manufacture of food and beverages;1995;1.5;;1.4;;0.0;;1.5;;;;;;;;;;;;1.2;0.3
4154;Total coal and coal products;10-12 Manufacture of food and beverages;1996;1.2;;1.2;;0.0;;1.2;;;;;;;;;;;;0.8;0.4
4155;Total coal and coal products;10-12 Manufacture of food and beverages;1997;1.6;;1.6;;0.0;;1.6;;;;;;;;;;;;1.2;0.4
4156;Total coal and coal products;10-12 Manufacture of food and beverages;1998;1.4;;1.5;;0.0;;1.4;;;;;;;;;;;;1.1;0.4
4157;Total coal and coal products;10-12 Manufacture of food and beverages;1999;1.4;;1.4;;0.0;;1.4;;;;;;;;;;;;0.9;0.5
4158;Total coal and coal products;10-12 Manufacture of food and beverages;2000;1.5;;1.6;;-0.1;;1.5;;;;;;;;;;;;1.1;0.4
4159;Total coal and coal products;10-12 Manufacture of food and beverages;2001;1.4;;1.5;0.1;0.1;;1.4;;;;;;;;;;;;1.1;0.4
4160;Total coal and coal products;10-12 Manufacture of food and beverages;2002;1.4;;1.6;0.1;-0.1;;1.4;;;;;;;;;;;;1.1;0.3
4161;Total coal and coal products;10-12 Manufacture of food and beverages;2003;1.2;;1.2;;0.0;;1.2;;;;;;;;;;;;0.8;0.4
4162;Total coal and coal products;10-12 Manufacture of food and beverages;2004;0.9;;0.9;;0.0;;0.9;;;;;;;;;;;;0.5;0.4
4163;Total coal and coal products;10-12 Manufacture of food and beverages;2005;0.9;;0.9;;0.0;;0.9;;;;;;;;;;;;0.6;0.3
4164;Total coal and coal products;10-12 Manufacture of food and beverages;2006;1.1;;1.1;;0.0;;1.1;;;;;;;;;;;;1.0;0.2
4165;Total coal and coal products;10-12 Manufacture of food and beverages;2007;2.0;;2.0;;0.0;;2.0;;;;;;;;;;;;1.8;0.3
4166;Total coal and coal products;10-12 Manufacture of food and beverages;2008;1.5;;1.5;;0.0;;1.5;;;;;;;;;;;;1.2;0.3
4167;Total coal and coal products;10-12 Manufacture of food and beverages;2009;1.3;;1.4;;0.0;;1.3;;;;;;;;;;;;1.1;0.3
4168;Total coal and coal products;10-12 Manufacture of food and beverages;2010;1.3;;1.3;;0.0;;1.3;;;;;;;;;;;;1.0;0.3
4169;Total coal and coal products;10-12 Manufacture of food and beverages;2011;1.2;;1.2;;0.1;;1.2;;;;;;;;;;;;0.9;0.3
4170;Total coal and coal products;10-12 Manufacture of food and beverages;2012;1.3;;1.3;;0.0;;1.3;;;;;;;;;;;;1.1;0.2
4171;Total coal and coal products;10-12 Manufacture of food and beverages;2013;1.2;;1.2;;0.0;;1.2;;;;;;;;;;;;0.9;0.3
4172;Total coal and coal products;10-12 Manufacture of food and beverages;2014;1.3;;1.3;;;;1.3;;;;;;;;;;;;1.0;0.3
4173;Total coal and coal products;10-12 Manufacture of food and beverages;2015;1.0;;1.0;;0.0;;1.0;;;;;;;;;;;;0.8;0.3
4174;Total coal and coal products;10-12 Manufacture of food and beverages;2016;1.1;;1.0;;0.0;;1.1;;;;;;;;;;;;0.8;0.2
4175;Total coal and coal products;10-12 Manufacture of food and beverages;2017;1.3;;1.3;;0.0;;1.3;;;;;;;;;;;;1.0;0.2
4176;Total coal and coal products;10-12 Manufacture of food and beverages;2018;1.2;;1.2;;0.0;;1.2;;;;;;;;;;;;0.9;0.3
4177;Total coal and coal products;10-12 Manufacture of food and beverages;2019;1.2;;1.2;;0.0;;1.2;;;;;;;;;;;;0.9;0.3
4178;Total coal and coal products;10-12 Manufacture of food and beverages;2020 ;0.9;;0.9;;0.0;;0.9;;;;;;;;;;;;0.6;0.3
4179;Total coal and coal products;10-12 Manufacture of food and beverages;2021;1.0;;1.0;;0.0;;1.0;;;;;;;;;;;;0.7;0.3
4180;Total coal and coal products;10-12 Manufacture of food and beverages;2022;0.7;;0.7;;;;0.7;;;;;;;;;;;;0.4;0.3
4181;Total coal and coal products;10-12 Manufacture of food and beverages;2023;0.6;;0.6;;;;0.6;;;;;;;;;;;;0.3;0.3
4182;Total coal and coal products;10 Manufacture of food products;1990;;;;;;;;;;;;;;;;;;;;
4183;Total coal and coal products;10 Manufacture of food products;1991;;;;;;;;;;;;;;;;;;;;
4184;Total coal and coal products;10 Manufacture of food products;1992;;;;;;;;;;;;;;;;;;;;
4185;Total coal and coal products;10 Manufacture of food products;1993;;;;;;;;;;;;;;;;;;;;
4186;Total coal and coal products;10 Manufacture of food products;1994;;;;;;;;;;;;;;;;;;;;
4187;Total coal and coal products;10 Manufacture of food products;1995;1.5;;1.4;;0.0;;1.5;;;;;;;;;;;;1.2;0.3
4188;Total coal and coal products;10 Manufacture of food products;1996;1.2;;1.2;;0.0;;1.2;;;;;;;;;;;;0.8;0.4
4189;Total coal and coal products;10 Manufacture of food products;1997;1.6;;1.6;;0.0;;1.6;;;;;;;;;;;;1.2;0.4
4190;Total coal and coal products;10 Manufacture of food products;1998;1.4;;1.5;;0.0;;1.4;;;;;;;;;;;;1.1;0.4
4191;Total coal and coal products;10 Manufacture of food products;1999;1.4;;1.4;;0.0;;1.4;;;;;;;;;;;;0.9;0.5
4192;Total coal and coal products;10 Manufacture of food products;2000;1.5;;1.6;;-0.1;;1.5;;;;;;;;;;;;1.1;0.4
4193;Total coal and coal products;10 Manufacture of food products;2001;1.4;;1.5;0.1;0.1;;1.4;;;;;;;;;;;;1.1;0.4
4194;Total coal and coal products;10 Manufacture of food products;2002;1.4;;1.6;0.1;-0.1;;1.4;;;;;;;;;;;;1.1;0.3
4195;Total coal and coal products;10 Manufacture of food products;2003;1.2;;1.2;;0.0;;1.2;;;;;;;;;;;;0.8;0.4
4196;Total coal and coal products;10 Manufacture of food products;2004;0.9;;0.9;;0.0;;0.9;;;;;;;;;;;;0.5;0.4
4197;Total coal and coal products;10 Manufacture of food products;2005;0.9;;0.9;;0.0;;0.9;;;;;;;;;;;;0.6;0.3
4198;Total coal and coal products;10 Manufacture of food products;2006;1.1;;1.1;;0.0;;1.1;;;;;;;;;;;;1.0;0.2
4199;Total coal and coal products;10 Manufacture of food products;2007;2.0;;2.0;;0.0;;2.0;;;;;;;;;;;;1.8;0.3
4200;Total coal and coal products;10 Manufacture of food products;2008;1.5;;1.5;;0.0;;1.5;;;;;;;;;;;;1.2;0.3
4201;Total coal and coal products;10 Manufacture of food products;2009;1.3;;1.4;;0.0;;1.3;;;;;;;;;;;;1.1;0.3
4202;Total coal and coal products;10 Manufacture of food products;2010;1.3;;1.3;;0.0;;1.3;;;;;;;;;;;;1.0;0.3
4203;Total coal and coal products;10 Manufacture of food products;2011;1.2;;1.2;;0.1;;1.2;;;;;;;;;;;;0.9;0.3
4204;Total coal and coal products;10 Manufacture of food products;2012;1.3;;1.3;;0.0;;1.3;;;;;;;;;;;;1.1;0.2
4205;Total coal and coal products;10 Manufacture of food products;2013;1.2;;1.2;;0.0;;1.2;;;;;;;;;;;;0.9;0.3
4206;Total coal and coal products;10 Manufacture of food products;2014;1.3;;1.3;;;;1.3;;;;;;;;;;;;1.0;0.3
4207;Total coal and coal products;10 Manufacture of food products;2015;1.0;;1.0;;0.0;;1.0;;;;;;;;;;;;0.8;0.3
4208;Total coal and coal products;10 Manufacture of food products;2016;1.1;;1.0;;0.0;;1.1;;;;;;;;;;;;0.8;0.2
4209;Total coal and coal products;10 Manufacture of food products;2017;1.3;;1.3;;0.0;;1.3;;;;;;;;;;;;1.0;0.2
4210;Total coal and coal products;10 Manufacture of food products;2018;1.2;;1.2;;0.0;;1.2;;;;;;;;;;;;0.9;0.3
4211;Total coal and coal products;10 Manufacture of food products;2019;1.2;;1.2;;0.0;;1.2;;;;;;;;;;;;0.9;0.3
4212;Total coal and coal products;10 Manufacture of food products;2020 ;0.9;;0.9;;0.0;;0.9;;;;;;;;;;;;0.6;0.3
4213;Total coal and coal products;10 Manufacture of food products;2021;1.0;;1.0;;0.0;;1.0;;;;;;;;;;;;0.7;0.3
4214;Total coal and coal products;10 Manufacture of food products;2022;0.7;;0.7;;;;0.7;;;;;;;;;;;;0.4;0.3
4215;Total coal and coal products;10 Manufacture of food products;2023;0.6;;0.6;;;;0.6;;;;;;;;;;;;0.3;0.3
4216;Total coal and coal products;101 Slaughtering, processing of meat;1990;;;;;;;;;;;;;;;;;;;;
4217;Total coal and coal products;101 Slaughtering, processing of meat;1991;;;;;;;;;;;;;;;;;;;;
4218;Total coal and coal products;101 Slaughtering, processing of meat;1992;;;;;;;;;;;;;;;;;;;;
4219;Total coal and coal products;101 Slaughtering, processing of meat;1993;;;;;;;;;;;;;;;;;;;;
4220;Total coal and coal products;101 Slaughtering, processing of meat;1994;;;;;;;;;;;;;;;;;;;;
4221;Total coal and coal products;101 Slaughtering, processing of meat;1995;;;;;;;;;;;;;;;;;;;;
4222;Total coal and coal products;101 Slaughtering, processing of meat;1996;;;;;;;;;;;;;;;;;;;;
4223;Total coal and coal products;101 Slaughtering, processing of meat;1997;;;;;;;;;;;;;;;;;;;;
4224;Total coal and coal products;101 Slaughtering, processing of meat;1998;;;;;;;;;;;;;;;;;;;;
4225;Total coal and coal products;101 Slaughtering, processing of meat;1999;;;;;;;;;;;;;;;;;;;;
4226;Total coal and coal products;101 Slaughtering, processing of meat;2000;;;;;;;;;;;;;;;;;;;;
4227;Total coal and coal products;101 Slaughtering, processing of meat;2001;;;;;;;;;;;;;;;;;;;;
4228;Total coal and coal products;101 Slaughtering, processing of meat;2002;;;;;;;;;;;;;;;;;;;;
4229;Total coal and coal products;101 Slaughtering, processing of meat;2003;;;;;;;;;;;;;;;;;;;;
4230;Total coal and coal products;101 Slaughtering, processing of meat;2004;;;;;;;;;;;;;;;;;;;;
4231;Total coal and coal products;101 Slaughtering, processing of meat;2005;;;;;;;;;;;;;;;;;;;;
4232;Total coal and coal products;101 Slaughtering, processing of meat;2006;;;;;;;;;;;;;;;;;;;;
4233;Total coal and coal products;101 Slaughtering, processing of meat;2007;;;;;;;;;;;;;;;;;;;;
4234;Total coal and coal products;101 Slaughtering, processing of meat;2008;;;;;;;;;;;;;;;;;;;;
4235;Total coal and coal products;101 Slaughtering, processing of meat;2009;;;;;;;;;;;;;;;;;;;;
4236;Total coal and coal products;101 Slaughtering, processing of meat;2010;;;;;;;;;;;;;;;;;;;;
4237;Total coal and coal products;101 Slaughtering, processing of meat;2011;;;;;;;;;;;;;;;;;;;;
4238;Total coal and coal products;101 Slaughtering, processing of meat;2012;;;;;;;;;;;;;;;;;;;;
4239;Total coal and coal products;101 Slaughtering, processing of meat;2013;;;;;;;;;;;;;;;;;;;;
4240;Total coal and coal products;101 Slaughtering, processing of meat;2014;;;;;;;;;;;;;;;;;;;;
4241;Total coal and coal products;101 Slaughtering, processing of meat;2015;;;;;;;;;;;;;;;;;;;;
4242;Total coal and coal products;101 Slaughtering, processing of meat;2016;;;;;;;;;;;;;;;;;;;;
4243;Total coal and coal products;101 Slaughtering, processing of meat;2017;;;;;;;;;;;;;;;;;;;;
4244;Total coal and coal products;101 Slaughtering, processing of meat;2018;;;;;;;;;;;;;;;;;;;;
4245;Total coal and coal products;101 Slaughtering, processing of meat;2019;;;;;;;;;;;;;;;;;;;;
4246;Total coal and coal products;101 Slaughtering, processing of meat;2020 ;;;;;;;;;;;;;;;;;;;;
4247;Total coal and coal products;101 Slaughtering, processing of meat;2021;;;;;;;;;;;;;;;;;;;;
4248;Total coal and coal products;101 Slaughtering, processing of meat;2022;;;;;;;;;;;;;;;;;;;;
4249;Total coal and coal products;101 Slaughtering, processing of meat;2023;;;;;;;;;;;;;;;;;;;;
4250;Total coal and coal products;102 Processing of fish;1990;;;;;;;;;;;;;;;;;;;;
4251;Total coal and coal products;102 Processing of fish;1991;;;;;;;;;;;;;;;;;;;;
4252;Total coal and coal products;102 Processing of fish;1992;;;;;;;;;;;;;;;;;;;;
4253;Total coal and coal products;102 Processing of fish;1993;;;;;;;;;;;;;;;;;;;;
4254;Total coal and coal products;102 Processing of fish;1994;;;;;;;;;;;;;;;;;;;;
4255;Total coal and coal products;102 Processing of fish;1995;;;;;;;;;;;;;;;;;;;;
4256;Total coal and coal products;102 Processing of fish;1996;;;;;;;;;;;;;;;;;;;;
4257;Total coal and coal products;102 Processing of fish;1997;;;;;;;;;;;;;;;;;;;;
4258;Total coal and coal products;102 Processing of fish;1998;;;;;;;;;;;;;;;;;;;;
4259;Total coal and coal products;102 Processing of fish;1999;;;;;;;;;;;;;;;;;;;;
4260;Total coal and coal products;102 Processing of fish;2000;;;;;;;;;;;;;;;;;;;;
4261;Total coal and coal products;102 Processing of fish;2001;;;;;;;;;;;;;;;;;;;;
4262;Total coal and coal products;102 Processing of fish;2002;;;;;;;;;;;;;;;;;;;;
4263;Total coal and coal products;102 Processing of fish;2003;;;;;;;;;;;;;;;;;;;;
4264;Total coal and coal products;102 Processing of fish;2004;;;;;;;;;;;;;;;;;;;;
4265;Total coal and coal products;102 Processing of fish;2005;;;;;;;;;;;;;;;;;;;;
4266;Total coal and coal products;102 Processing of fish;2006;;;;;;;;;;;;;;;;;;;;
4267;Total coal and coal products;102 Processing of fish;2007;;;;;;;;;;;;;;;;;;;;
4268;Total coal and coal products;102 Processing of fish;2008;;;;;;;;;;;;;;;;;;;;
4269;Total coal and coal products;102 Processing of fish;2009;;;;;;;;;;;;;;;;;;;;
4270;Total coal and coal products;102 Processing of fish;2010;;;;;;;;;;;;;;;;;;;;
4271;Total coal and coal products;102 Processing of fish;2011;;;;;;;;;;;;;;;;;;;;
4272;Total coal and coal products;102 Processing of fish;2012;;;;;;;;;;;;;;;;;;;;
4273;Total coal and coal products;102 Processing of fish;2013;;;;;;;;;;;;;;;;;;;;
4274;Total coal and coal products;102 Processing of fish;2014;;;;;;;;;;;;;;;;;;;;
4275;Total coal and coal products;102 Processing of fish;2015;;;;;;;;;;;;;;;;;;;;
4276;Total coal and coal products;102 Processing of fish;2016;;;;;;;;;;;;;;;;;;;;
4277;Total coal and coal products;102 Processing of fish;2017;;;;;;;;;;;;;;;;;;;;
4278;Total coal and coal products;102 Processing of fish;2018;;;;;;;;;;;;;;;;;;;;
4279;Total coal and coal products;102 Processing of fish;2019;;;;;;;;;;;;;;;;;;;;
4280;Total coal and coal products;102 Processing of fish;2020 ;;;;;;;;;;;;;;;;;;;;
4281;Total coal and coal products;102 Processing of fish;2021;;;;;;;;;;;;;;;;;;;;
4282;Total coal and coal products;102 Processing of fish;2022;;;;;;;;;;;;;;;;;;;;
4283;Total coal and coal products;102 Processing of fish;2023;;;;;;;;;;;;;;;;;;;;
4284;Total coal and coal products;103  Processing of vegetables and fruit;1990;;;;;;;;;;;;;;;;;;;;
4285;Total coal and coal products;103  Processing of vegetables and fruit;1991;;;;;;;;;;;;;;;;;;;;
4286;Total coal and coal products;103  Processing of vegetables and fruit;1992;;;;;;;;;;;;;;;;;;;;
