ID;InstitutionalSectors;NotConsolidatedConsolidated;Periods;Total_1;Total_2;ImportsOfGoods_3;Total_4;ImportsOfServicesExcludingFISIM_5;ImportsOfFISIM_6;Total_7;Total_8;FinancialIntermediationServiceFISIM_9;OtherMarketOutput_10;Total_11;OwnAccountCapitalFormation_12;ProductsRetainedForOwnConsumption_13;Total_14;PaymentsForNonMarketOutput_15;OtherNonMarketOutput_16;Total_17;WagesAndSalaries_18;EmployersSocialContributions_19;Total_20;Total_21;ValueAddedTaxVAT_22;TaxesDutiesOnImportsExcludingVAT_23;OtherTaxesOnProducts_24;OtherTaxesOnProduction_25;Total_26;SubsidiesOnProducts_27;OtherSubsidiesOnProduction_28;Total_29;InterestDefinitionNationalAccounts_30;CorrectionFISIM_31;InterestBeforeCorrectionForFISIM_32;Total_33;Dividends_34;WithdrawalsFromIncomeOfQuasiCorp_35;ReinvestedEarningsOnForeignInvestm_36;Total_37;InvestmIncomeAttribToPolicyHolder_38;IncomePayableOnPensionEntitlements_39;InvIncomeAttributableToShareholders_40;Rent_41;Total_42;CurrentTaxesOnIncome_43;OtherCurrentTaxes_44;Total_45;Total_46;EmployersActualSocialContributions_47;EmployersImputedSocialContributions_48;HouseholdsActualSocialContributions_49;HouseholdsSocialContribSupplements_50;TheSocialInsurSchemeServiceCharges_51;Total_52;SocialSecurityBenefitsInCash_53;OtherSocialInsuranceBenefits_54;SocialAssistanceBenefitsInCash_55;Total_56;NetNonLifeInsurancePremiums_57;NonLifeInsuranceClaims_58;CurrentTransfersWithinGenGovernment_59;CurrentInternationalCoOperation_60;MiscellaneousCurrentTransfers_61;TheVATAndGNIBasedEUOwnResource_62;AdjustmChangeInPensionEntitlements_63;Total_64;CapitalTaxes_65;InvestmentGrants_66;OtherCapitalTransfers_67;Total_68;Total_69;ExportsOfGoods_70;Total_71;ExportsOfServicesExcludingFISIM_72;ExportsOfFISIM_73;IntermediateConsumption_74;Total_75;WagesAndSalaries_76;EmployersSocialContributions_77;Total_78;TaxesOnProducts_79;OtherTaxesOnProduction_80;Total_81;SubsidiesOnProducts_82;OtherSubsidiesOnProduction_83;Total_84;InterestDefinitionNationalAccounts_85;CorrectionFISIM_86;InterestBeforeCorrectionForFISIM_87;Total_88;Dividends_89;WithdrawalsFromIncomeOfQuasiCorps_90;ReinvestedEarningsOnForeignInvestm_91;Total_92;InvestmIncomeAttribToPolicyHolder_93;IncomePayableOnPensionEntitlements_94;InvIncomeAttributableToShareholders_95;Rent_96;Total_97;CurrentTaxesOnIncome_98;OtherCurrentTaxes_99;Total_100;Total_101;EmployersActualSocialContributions_102;EmployersImputedSocialContributions_103;HouseholdsActualSocialContributions_104;HouseholdsSocialContribSupplements_105;TheSocialInsurSchemeServiceCharges_106;Total_107;SocialSecurityBenefitsInCash_108;OtherSocialInsuranceBenefits_109;SocialAssistanceBenefitsInCash_110;Total_111;NetNonLifeInsurancePremiums_112;NonLifeInsuranceClaims_113;CurrentTransfersWithinGenGovernment_114;CurrentInternationalCoOperation_115;MiscellaneousCurrentTransfers_116;TheVATAndGNIBasedEUOwnResource_117;AdjustmChangeInPensionEntitlements_118;Total_119;Total_120;Total_121;TransfersInKindNonMarketProduction_122;TransfersInKindMarketProduction_123;OtherIndividualFinalConsumption_124;ActualCollectiveFinalConsumption_125;Total_126;CapitalTaxes_127;InvestmentGrants_128;OtherCapitalTransfers_129;Total_130;Total_131;ConsumptionOfFixedCapital_132;NetFixedCapitalFormation_133;Total_134;ChangesInInventories_135;AcquisitionsLessDisposalsOfValuables_136;AcqLessDisposalsOfNonProdAssets_137;GrossDomesticProduct_138;GrossValueAdded_139;NetDomesticProduct_140;NetValueAdded_141;GrossOperatingSurplus_142;NetOperatingSurplus_143;GrossNationalIncome_144;NetNationalIncome_145;GrossDisposableIncome_146;NetDisposableIncome_147;GrossSaving_148;NetSaving_149;NetTransactionsOfGoodAndServices_150;SurplusNationOnCurrentTransactions_151;NetSavingAndCapitalTransfers_152;NetLendingOrNetBorrowing_153;TotalFinancialTransactionsInAssets_154;TotalFinancialTransactionsLiabilities_155;NetFinancialTransactions_156;StatisticalDiscrepancy_157
4230;Local government;Not consolidated;2018 4th quarter;46375.0;;;;;;21229.0;1443.0;;1443.0;269.0;269.0;;19517.0;1679.0;17838.0;;;;1543.0;0.0;0.0;0.0;0.0;1543.0;26.0;;26.0;415.0;167.0;0.0;167.0;77.0;77.0;0.0;0.0;1.0;0.0;;1.0;170.0;1091.0;0.0;1091.0;394.0;394.0;0.0;394.0;0.0;;;;;;;20585.0;0.0;41.0;20299.0;66.0;179.0;;;1092.0;0.0;1060.0;32.0;48291.0;;;;;;7034.0;10808.0;8310.0;2498.0;209.0;;209.0;529.0;9.0;520.0;134.0;128.0;-285.0;413.0;0.0;0.0;0.0;0.0;0.0;0.0;;;6.0;4.0;4.0;;1923.0;;;;;;;1923.0;0.0;394.0;1529.0;3796.0;41.0;0.0;3437.0;1.0;317.0;;;20548.0;13911.0;13911.0;11201.0;2710.0;;6637.0;607.0;;601.0;6.0;3878.0;3875.0;3204.0;671.0;3.0;2.0;1.0;-1179.0;;14195.0;;10991.0;3204.0;0.0;4499.0;1295.0;20846.0;17642.0;298.0;-2906.0;;;-2421.0;-1916.0;-7.0;1902.0;-1909.0;7.0
4231;Local government;Not consolidated;2018;179355.0;;;;;;79102.0;5744.0;;5744.0;1084.0;1084.0;;72274.0;6751.0;65523.0;;;;6154.0;0.0;0.0;0.0;0.0;6154.0;91.0;;91.0;2281.0;669.0;-5.0;674.0;761.0;761.0;0.0;0.0;6.0;0.0;;6.0;845.0;4280.0;0.0;4280.0;1491.0;1491.0;0.0;1491.0;0.0;;;;;;;82588.0;0.0;167.0;81601.0;136.0;684.0;;;3368.0;0.0;3291.0;77.0;180747.0;;;;;;27514.0;38456.0;29026.0;9430.0;706.0;;706.0;1966.0;38.0;1928.0;467.0;452.0;-1165.0;1617.0;0.0;0.0;0.0;0.0;0.0;0.0;;;15.0;3.0;3.0;;7768.0;;;;;;;7768.0;0.0;1491.0;6277.0;14731.0;168.0;0.0;13045.0;5.0;1513.0;;;76141.0;51654.0;51654.0;41036.0;10618.0;;24487.0;1884.0;;1826.0;58.0;13930.0;13912.0;12517.0;1395.0;18.0;11.0;7.0;-2819.0;;51588.0;;39071.0;12517.0;0.0;18519.0;6002.0;84376.0;71859.0;8235.0;-4282.0;;;-2798.0;-1392.0;-63.0;1248.0;-1311.0;81.0
4232;Local government;Not consolidated;2019 1st quarter;45011.0;;;;;;19455.0;1424.0;;1424.0;280.0;280.0;;17751.0;1690.0;16061.0;;;;1555.0;0.0;0.0;0.0;0.0;1555.0;21.0;;21.0;420.0;145.0;-1.0;146.0;58.0;58.0;0.0;0.0;2.0;0.0;;2.0;215.0;1097.0;0.0;1097.0;400.0;400.0;0.0;400.0;0.0;;;;;;;21311.0;0.0;43.0;21041.0;49.0;178.0;;;752.0;0.0;736.0;16.0;44758.0;;;;;;7219.0;8947.0;6518.0;2429.0;147.0;;147.0;460.0;8.0;452.0;80.0;76.0;-300.0;376.0;0.0;0.0;0.0;0.0;0.0;0.0;;;4.0;5.0;5.0;;1868.0;;;;;;;1868.0;0.0;400.0;1468.0;3681.0;43.0;0.0;3260.0;4.0;374.0;;;18877.0;12652.0;12652.0;9836.0;2816.0;;6225.0;517.0;;502.0;15.0;3362.0;3352.0;3163.0;189.0;10.0;4.0;6.0;-405.0;;12236.0;;9073.0;3163.0;0.0;4598.0;1435.0;21852.0;18689.0;2975.0;-188.0;;;47.0;253.0;2554.0;2441.0;113.0;-140.0
4233;Local government;Not consolidated;2019 2nd quarter;48649.0;;;;;;21456.0;1462.0;;1462.0;279.0;279.0;;19715.0;1744.0;17971.0;;;;1629.0;0.0;0.0;0.0;0.0;1629.0;20.0;;20.0;822.0;146.0;-5.0;151.0;468.0;468.0;0.0;0.0;1.0;0.0;;1.0;207.0;1097.0;0.0;1097.0;391.0;391.0;0.0;391.0;0.0;;;;;;;22532.0;0.0;44.0;22253.0;50.0;185.0;;;702.0;0.0;687.0;15.0;49058.0;;;;;;7265.0;10856.0;8256.0;2600.0;142.0;;142.0;511.0;9.0;502.0;74.0;70.0;-305.0;375.0;0.0;0.0;0.0;0.0;0.0;0.0;;;4.0;6.0;6.0;;2171.0;;;;;;;2171.0;0.0;391.0;1780.0;3732.0;44.0;0.0;3338.0;4.0;346.0;;;20837.0;14624.0;14624.0;11758.0;2866.0;;6213.0;474.0;;468.0;6.0;3543.0;3534.0;3213.0;321.0;9.0;4.0;5.0;-553.0;;14191.0;;10978.0;3213.0;0.0;5079.0;1866.0;23190.0;19977.0;2353.0;-860.0;;;-632.0;-409.0;-2700.0;-2397.0;-303.0;106.0
4234;Local government;Not consolidated;2019 3rd quarter;45581.0;;;;;;19653.0;1416.0;;1416.0;279.0;279.0;;17958.0;1693.0;16265.0;;;;1636.0;0.0;0.0;0.0;0.0;1636.0;22.0;;22.0;585.0;144.0;-10.0;154.0;238.0;238.0;0.0;0.0;0.0;0.0;;0.0;203.0;1101.0;0.0;1101.0;385.0;385.0;0.0;385.0;0.0;;;;;;;21413.0;0.0;43.0;21137.0;48.0;185.0;;;786.0;0.0;776.0;10.0;45230.0;;;;;;7004.0;9263.0;6845.0;2418.0;154.0;;154.0;467.0;9.0;458.0;42.0;39.0;-333.0;372.0;0.0;0.0;0.0;0.0;0.0;0.0;;;3.0;6.0;6.0;;1721.0;;;;;;;1721.0;0.0;385.0;1336.0;3702.0;44.0;0.0;3275.0;3.0;380.0;;;19166.0;13324.0;13324.0;10423.0;2901.0;;5842.0;546.0;;537.0;9.0;3463.0;3453.0;3254.0;199.0;10.0;5.0;5.0;-304.0;;12649.0;;9395.0;3254.0;0.0;4966.0;1712.0;22436.0;19182.0;3270.0;16.0;;;256.0;351.0;-500.0;-842.0;342.0;-9.0
4235;Local government;Not consolidated;2019 4th quarter;46993.0;;;;;;21805.0;1424.0;;1424.0;272.0;272.0;;20109.0;1736.0;18373.0;;;;1629.0;0.0;0.0;0.0;0.0;1629.0;25.0;;25.0;450.0;144.0;-8.0;152.0;109.0;109.0;0.0;0.0;0.0;0.0;;0.0;197.0;1108.0;0.0;1108.0;413.0;413.0;0.0;413.0;0.0;;;;;;;20639.0;0.0;43.0;20360.0;50.0;186.0;;;924.0;0.0;921.0;3.0;49395.0;;;;;;7264.0;11062.0;8421.0;2641.0;198.0;;198.0;506.0;9.0;497.0;60.0;53.0;-326.0;379.0;0.0;0.0;0.0;0.0;0.0;0.0;;;7.0;6.0;6.0;;1900.0;;;;;;;1900.0;0.0;413.0;1487.0;3921.0;43.0;0.0;3526.0;4.0;348.0;;;21328.0;14578.0;14578.0;11623.0;2955.0;;6750.0;585.0;;583.0;2.0;3520.0;3512.0;3306.0;206.0;8.0;4.0;4.0;-955.0;;14541.0;;11235.0;3306.0;0.0;4819.0;1513.0;21152.0;17846.0;-176.0;-3482.0;;;-3143.0;-2402.0;-397.0;1902.0;-2299.0;103.0
4236;Local government;Not consolidated;2019;186234.0;;;;;;82369.0;5726.0;;5726.0;1110.0;1110.0;;75533.0;6863.0;68670.0;;;;6449.0;0.0;0.0;0.0;0.0;6449.0;88.0;;88.0;2277.0;579.0;-24.0;603.0;873.0;873.0;0.0;0.0;3.0;0.0;;3.0;822.0;4403.0;0.0;4403.0;1589.0;1589.0;0.0;1589.0;0.0;;;;;;;85895.0;0.0;173.0;84791.0;197.0;734.0;;;3164.0;0.0;3120.0;44.0;188441.0;;;;;;28752.0;40128.0;30040.0;10088.0;641.0;;641.0;1944.0;35.0;1909.0;256.0;238.0;-1264.0;1502.0;0.0;0.0;0.0;0.0;0.0;0.0;;;18.0;23.0;23.0;;7660.0;;;;;;;7660.0;0.0;1589.0;6071.0;15036.0;174.0;0.0;13399.0;15.0;1448.0;;;80208.0;55178.0;55178.0;43640.0;11538.0;;25030.0;2122.0;;2090.0;32.0;13888.0;13851.0;12936.0;915.0;37.0;17.0;20.0;-2217.0;;53617.0;;40681.0;12936.0;0.0;19462.0;6526.0;88630.0;75694.0;8422.0;-4514.0;;;-3472.0;-2207.0;-1043.0;1104.0;-2147.0;60.0
4237;Local government;Not consolidated;2020 1st quarter;48026.0;;;;;;20476.0;1379.0;;1379.0;292.0;292.0;;18805.0;1777.0;17028.0;;;;1627.0;0.0;0.0;0.0;0.0;1627.0;38.0;;38.0;371.0;118.0;-6.0;124.0;42.0;42.0;0.0;0.0;0.0;0.0;;0.0;211.0;1119.0;0.0;1119.0;418.0;418.0;0.0;418.0;0.0;;;;;;;23225.0;0.0;44.0;22989.0;40.0;152.0;;;752.0;0.0;719.0;33.0;47326.0;;;;;;7478.0;9613.0;7040.0;2573.0;164.0;;164.0;528.0;8.0;520.0;41.0;37.0;-321.0;358.0;0.0;0.0;0.0;0.0;0.0;0.0;;;4.0;9.0;9.0;;1853.0;;;;;;;1853.0;0.0;418.0;1435.0;4046.0;45.0;0.0;3616.0;3.0;382.0;;;20009.0;13554.0;13554.0;10573.0;2981.0;;6455.0;510.0;;477.0;33.0;3722.0;3720.0;3259.0;461.0;2.0;0.0;2.0;-647.0;;12998.0;;9739.0;3259.0;0.0;4688.0;1429.0;23542.0;20283.0;3533.0;274.0;;;516.0;700.0;2304.0;1491.0;813.0;113.0
4238;Local government;Not consolidated;2020 2nd quarter;51988.0;;;;;;22142.0;1065.0;;1065.0;278.0;278.0;;20799.0;1621.0;19178.0;;;;1640.0;0.0;0.0;0.0;0.0;1640.0;102.0;;102.0;662.0;112.0;-6.0;118.0;348.0;348.0;0.0;0.0;0.0;0.0;;0.0;202.0;1128.0;0.0;1128.0;414.0;414.0;0.0;414.0;0.0;;;;;;;25176.0;0.0;47.0;24939.0;41.0;149.0;;;724.0;0.0;686.0;38.0;52566.0;;;;;;7478.0;11281.0;8611.0;2670.0;199.0;;199.0;1881.0;9.0;1872.0;40.0;37.0;-319.0;356.0;0.0;0.0;0.0;0.0;0.0;0.0;;;3.0;8.0;8.0;;2213.0;;;;;;;2213.0;0.0;414.0;1799.0;4035.0;47.0;0.0;3601.0;1.0;386.0;;;21981.0;15491.0;15491.0;12688.0;2803.0;;6490.0;395.0;;363.0;32.0;3578.0;3576.0;3286.0;290.0;2.0;0.0;2.0;-523.0;;14664.0;;11378.0;3286.0;0.0;3667.0;381.0;24129.0;20843.0;2148.0;-1138.0;;;-809.0;-578.0;-1479.0;-791.0;-688.0;-110.0
4239;Local government;Not consolidated;2020 3rd quarter;47602.0;;;;;;20515.0;1311.0;;1311.0;289.0;289.0;;18915.0;1733.0;17182.0;;;;1676.0;0.0;0.0;0.0;0.0;1676.0;49.0;;49.0;523.0;115.0;-7.0;122.0;204.0;204.0;0.0;0.0;0.0;0.0;;0.0;204.0;1130.0;0.0;1130.0;389.0;389.0;0.0;389.0;0.0;;;;;;;22554.0;0.0;46.0;22304.0;46.0;158.0;;;766.0;0.0;736.0;30.0;47604.0;;;;;;7262.0;9793.0;7245.0;2548.0;161.0;;161.0;985.0;8.0;977.0;20.0;17.0;-328.0;345.0;0.0;0.0;0.0;0.0;0.0;0.0;;;3.0;9.0;9.0;;1806.0;;;;;;;1806.0;0.0;389.0;1417.0;3905.0;46.0;0.0;3459.0;2.0;398.0;;;20253.0;13984.0;13984.0;10913.0;3071.0;;6269.0;473.0;;443.0;30.0;3351.0;3349.0;3348.0;1.0;2.0;0.0;2.0;-414.0;;13253.0;;9905.0;3348.0;0.0;4542.0;1194.0;22895.0;19547.0;2642.0;-706.0;;;-413.0;-2.0;-1478.0;-1532.0;54.0;56.0
4240;Local government;Not consolidated;2020 4th quarter;50703.0;;;;;;22641.0;1307.0;;1307.0;283.0;283.0;;21051.0;1714.0;19337.0;;;;1654.0;0.0;0.0;0.0;0.0;1654.0;196.0;;196.0;440.0;112.0;-7.0;119.0;130.0;130.0;0.0;0.0;0.0;0.0;;0.0;198.0;1135.0;0.0;1135.0;440.0;440.0;0.0;440.0;0.0;;;;;;;23164.0;0.0;45.0;22905.0;51.0;163.0;;;1033.0;0.0;973.0;60.0;52480.0;;;;;;7559.0;11703.0;8901.0;2802.0;180.0;;180.0;1042.0;9.0;1033.0;29.0;23.0;-341.0;364.0;0.0;0.0;0.0;0.0;0.0;0.0;;;6.0;9.0;9.0;;2004.0;;;;;;;2004.0;0.0;440.0;1564.0;4302.0;45.0;0.0;3901.0;2.0;354.0;;;22371.0;15188.0;15188.0;12154.0;3034.0;;7183.0;685.0;;638.0;47.0;3639.0;3636.0;3395.0;241.0;3.0;1.0;2.0;-1043.0;;15082.0;;11687.0;3395.0;0.0;4418.0;1023.0;22842.0;19447.0;471.0;-2924.0;;;-2576.0;-1777.0;1410.0;3239.0;-1829.0;-52.0
4241;Local government;Not consolidated;2020;198319.0;;;;;;85774.0;5062.0;;5062.0;1142.0;1142.0;;79570.0;6845.0;72725.0;;;;6597.0;0.0;0.0;0.0;0.0;6597.0;385.0;;385.0;1996.0;457.0;-26.0;483.0;724.0;724.0;0.0;0.0;0.0;0.0;;0.0;815.0;4512.0;0.0;4512.0;1661.0;1661.0;0.0;1661.0;0.0;;;;;;;94119.0;0.0;182.0;93137.0;178.0;622.0;;;3275.0;0.0;3114.0;161.0;199976.0;;;;;;29777.0;42390.0;31797.0;10593.0;704.0;;704.0;4436.0;34.0;4402.0;130.0;114.0;-1309.0;1423.0;0.0;0.0;0.0;0.0;0.0;0.0;;;16.0;35.0;35.0;;7876.0;;;;;;;7876.0;0.0;1661.0;6215.0;16288.0;183.0;0.0;14577.0;8.0;1520.0;;;84614.0;58217.0;58217.0;46328.0;11889.0;;26397.0;2063.0;;1921.0;142.0;14290.0;14281.0;13288.0;993.0;9.0;1.0;8.0;-2627.0;;55997.0;;42709.0;13288.0;0.0;17315.0;4027.0;93408.0;80120.0;8794.0;-4494.0;;;-3282.0;-1657.0;757.0;2407.0;-1650.0;7.0
4242;Local government;Not consolidated;2021 1st quarter;50443.0;;;;;;21416.0;1293.0;;1293.0;302.0;302.0;;19821.0;1879.0;17942.0;;;;1696.0;0.0;0.0;0.0;0.0;1696.0;56.0;;56.0;359.0;112.0;-6.0;118.0;40.0;40.0;0.0;0.0;0.0;0.0;;0.0;207.0;1156.0;0.0;1156.0;398.0;398.0;0.0;398.0;0.0;;;;;;;24658.0;0.0;47.0;24426.0;28.0;157.0;;;704.0;0.0;679.0;25.0;49391.0;;;;;;8304.0;9672.0;7095.0;2577.0;127.0;;127.0;1018.0;8.0;1010.0;-11.0;-19.0;-324.0;305.0;3.0;3.0;0.0;0.0;0.0;0.0;;;5.0;13.0;13.0;;1909.0;;;;;;;1909.0;0.0;398.0;1511.0;4021.0;47.0;0.0;3510.0;0.0;464.0;;;20810.0;13861.0;13861.0;10993.0;2868.0;;6949.0;365.0;;334.0;31.0;3719.0;3715.0;3369.0;346.0;4.0;1.0;3.0;-556.0;;13112.0;;9743.0;3369.0;0.0;4417.0;1048.0;24686.0;21317.0;3876.0;507.0;;;846.0;1052.0;1961.0;869.0;1092.0;40.0
4243;Local government;Not consolidated;2021 2nd quarter;54129.0;;;;;;23687.0;1213.0;;1213.0;275.0;275.0;;22199.0;1791.0;20408.0;;;;1744.0;0.0;0.0;0.0;0.0;1744.0;55.0;;55.0;624.0;108.0;-5.0;113.0;306.0;306.0;0.0;0.0;0.0;0.0;;0.0;210.0;1159.0;0.0;1159.0;449.0;449.0;0.0;449.0;0.0;;;;;;;25711.0;0.0;47.0;25476.0;32.0;156.0;;;700.0;0.0;666.0;34.0;54175.0;;;;;;8670.0;11493.0;8702.0;2791.0;166.0;;166.0;795.0;6.0;789.0;16.0;9.0;-307.0;316.0;3.0;3.0;0.0;0.0;0.0;0.0;;;4.0;12.0;12.0;;2292.0;;;;;;;2292.0;0.0;449.0;1843.0;3892.0;47.0;0.0;3418.0;2.0;425.0;;;23393.0;16837.0;16837.0;13852.0;2985.0;;6556.0;421.0;;382.0;39.0;3681.0;3680.0;3413.0;267.0;1.0;1.0;0.0;-656.0;;15017.0;;11604.0;3413.0;0.0;4970.0;1557.0;26093.0;22680.0;2700.0;-713.0;;;-434.0;-46.0;97.0;-302.0;399.0;445.0
4244;Local government;Not consolidated;2021 3rd quarter;51980.0;;;;;;22080.0;1355.0;;1355.0;313.0;313.0;;20412.0;1761.0;18651.0;;;;1769.0;0.0;0.0;0.0;0.0;1769.0;45.0;;45.0;517.0;110.0;-6.0;116.0;192.0;192.0;0.0;0.0;0.0;0.0;;0.0;215.0;1156.0;0.0;1156.0;404.0;404.0;0.0;404.0;0.0;;;;;;;25337.0;0.0;47.0;25063.0;40.0;187.0;;;672.0;0.0;645.0;27.0;49878.0;;;;;;8295.0;10203.0;7560.0;2643.0;137.0;;137.0;693.0;8.0;685.0;-8.0;-16.0;-310.0;294.0;4.0;4.0;0.0;0.0;0.0;0.0;;;4.0;11.0;11.0;;1849.0;;;;;;;1849.0;0.0;404.0;1445.0;3928.0;48.0;0.0;3441.0;1.0;438.0;;;21599.0;14822.0;14822.0;11874.0;2948.0;;6777.0;386.0;;327.0;59.0;3556.0;3553.0;3490.0;63.0;3.0;1.0;2.0;-771.0;;13785.0;;10295.0;3490.0;0.0;5091.0;1601.0;26200.0;22710.0;4601.0;1111.0;;;1397.0;2102.0;1604.0;-324.0;1928.0;-174.0
4245;Local government;Not consolidated;2021 4th quarter;54108.0;;;;;;24437.0;1342.0;;1342.0;305.0;305.0;;22790.0;1757.0;21033.0;;;;1730.0;0.0;0.0;0.0;0.0;1730.0;173.0;;173.0;422.0;113.0;-5.0;118.0;110.0;110.0;0.0;0.0;0.0;0.0;;0.0;199.0;1164.0;0.0;1164.0;473.0;473.0;0.0;473.0;0.0;;;;;;;24185.0;0.0;48.0;23912.0;62.0;163.0;;;1524.0;0.0;1267.0;257.0;55495.0;;;;;;8524.0;12383.0;9396.0;2987.0;144.0;;144.0;545.0;6.0;539.0;5.0;-3.0;-305.0;302.0;3.0;3.0;0.0;0.0;0.0;0.0;;;5.0;10.0;10.0;;1984.0;;;;;;;1984.0;0.0;473.0;1511.0;4237.0;48.0;0.0;3709.0;3.0;477.0;;;24042.0;16167.0;16167.0;13158.0;3009.0;;7875.0;592.0;;562.0;30.0;3762.0;3757.0;3559.0;198.0;5.0;2.0;3.0;-733.0;;15913.0;;12354.0;3559.0;0.0;5161.0;1602.0;24752.0;21193.0;710.0;-2849.0;;;-1917.0;-1387.0;1258.0;2997.0;-1739.0;-352.0
4246;Local government;Not consolidated;2021;210660.0;;;;;;91620.0;5203.0;;5203.0;1195.0;1195.0;;85222.0;7188.0;78034.0;;;;6939.0;0.0;0.0;0.0;0.0;6939.0;329.0;;329.0;1922.0;443.0;-22.0;465.0;648.0;648.0;0.0;0.0;0.0;0.0;;0.0;831.0;4635.0;0.0;4635.0;1724.0;1724.0;0.0;1724.0;0.0;;;;;;;99891.0;0.0;189.0;98877.0;162.0;663.0;;;3600.0;0.0;3257.0;343.0;208939.0;;;;;;33793.0;43751.0;32753.0;10998.0;574.0;;574.0;3051.0;28.0;3023.0;2.0;-29.0;-1246.0;1217.0;13.0;13.0;0.0;0.0;0.0;0.0;;;18.0;46.0;46.0;;8034.0;;;;;;;8034.0;0.0;1724.0;6310.0;16078.0;190.0;0.0;14078.0;6.0;1804.0;;;89844.0;61687.0;61687.0;49877.0;11810.0;;28157.0;1764.0;;1605.0;159.0;14718.0;14705.0;13831.0;874.0;13.0;5.0;8.0;-2716.0;;57827.0;;43996.0;13831.0;0.0;19639.0;5808.0;101731.0;87900.0;11887.0;-1944.0;;;-108.0;1721.0;4920.0;3240.0;1680.0;-41.0
4247;Local government;Not consolidated;2022 1st quarter;52983.0;;;;;;22499.0;1370.0;;1370.0;305.0;305.0;;20824.0;1723.0;19101.0;;;;1776.0;0.0;0.0;0.0;0.0;1776.0;48.0;;48.0;289.0;103.0;-1.0;104.0;29.0;29.0;0.0;0.0;0.0;0.0;;0.0;157.0;1172.0;0.0;1172.0;545.0;545.0;0.0;545.0;0.0;;;;;;;25887.0;0.0;47.0;25639.0;27.0;174.0;;;767.0;0.0;764.0;3.0;51485.0;;;;;;8422.0;10375.0;7537.0;2838.0;127.0;;127.0;511.0;8.0;503.0;51.0;44.0;-271.0;315.0;0.0;0.0;0.0;0.0;0.0;0.0;;;7.0;14.0;14.0;;2054.0;;;;;;;2054.0;0.0;545.0;1509.0;4149.0;47.0;0.0;3601.0;0.0;501.0;;;22150.0;14671.0;14671.0;11622.0;3049.0;;7479.0;432.0;;317.0;115.0;3733.0;3730.0;3623.0;107.0;3.0;1.0;2.0;-533.0;;14077.0;;10454.0;3623.0;0.0;5126.0;1503.0;26513.0;22890.0;4363.0;740.0;;;1075.0;1498.0;1862.0;316.0;1546.0;48.0
4248;Local government;Not consolidated;2022 2nd quarter;56203.0;;;;;;24987.0;1370.0;;1370.0;301.0;301.0;;23316.0;1768.0;21548.0;;;;1835.0;0.0;0.0;0.0;0.0;1835.0;56.0;;56.0;690.0;105.0;5.0;100.0;425.0;425.0;0.0;0.0;1.0;0.0;;1.0;159.0;1179.0;0.0;1179.0;582.0;582.0;0.0;582.0;0.0;;;;;;;26234.0;0.0;47.0;25977.0;30.0;180.0;;;640.0;0.0;636.0;4.0;56900.0;;;;;;8904.0;12300.0;9287.0;3013.0;150.0;;150.0;524.0;8.0;516.0;101.0;96.0;-211.0;307.0;0.0;0.0;0.0;0.0;0.0;0.0;;;5.0;14.0;14.0;;2805.0;;;;;;;2805.0;0.0;582.0;2223.0;4150.0;47.0;0.0;3635.0;2.0;466.0;;;24642.0;17493.0;17493.0;14399.0;3094.0;;7149.0;273.0;;249.0;24.0;3770.0;3767.0;3689.0;78.0;3.0;1.0;2.0;-733.0;;16083.0;;12394.0;3689.0;0.0;5589.0;1900.0;26615.0;22926.0;1973.0;-1716.0;;;-1349.0;-697.0;-650.0;-94.0;-556.0;141.0
4249;Local government;Not consolidated;2022 3rd quarter;55614.0;;;;;;23406.0;1461.0;;1461.0;317.0;317.0;;21628.0;1980.0;19648.0;;;;1847.0;0.0;0.0;0.0;0.0;1847.0;45.0;;45.0;352.0;117.0;12.0;105.0;113.0;113.0;0.0;0.0;1.0;0.0;;1.0;121.0;1176.0;0.0;1176.0;507.0;507.0;0.0;507.0;0.0;;;;;;;27724.0;0.0;47.0;27490.0;23.0;164.0;;;557.0;0.0;554.0;3.0;53050.0;;;;;;8365.0;11142.0;8305.0;2837.0;163.0;;163.0;486.0;8.0;478.0;142.0;137.0;-167.0;304.0;0.0;0.0;0.0;0.0;0.0;0.0;;;5.0;14.0;14.0;;2473.0;;;;;;;2473.0;0.0;507.0;1966.0;3978.0;47.0;0.0;3495.0;0.0;436.0;;;22775.0;15561.0;15561.0;12434.0;3127.0;;7214.0;371.0;;368.0;3.0;3777.0;3774.0;3781.0;-7.0;3.0;1.0;2.0;-636.0;;15041.0;;11260.0;3781.0;0.0;5352.0;1571.0;28294.0;24513.0;5519.0;1738.0;;;1924.0;2564.0;264.0;-2246.0;2510.0;-54.0
