ID;Geslacht;Leeftijd;Nationaliteit;Perioden;TotaalAsielverzoeken_1;EersteAsielverzoeken_2
2091;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2012 april;20;15
2092;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2012 mei;25;15
2093;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2012 juni;25;20
2094;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2012 2e kwartaal;70;50
2095;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2012 juli;20;15
2096;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2012 augustus;10;10
2097;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2012 september;15;10
2098;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2012 3e kwartaal;45;35
2099;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2012 oktober;20;15
2100;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2012 november;25;20
2101;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2012 december;25;20
2102;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2012 4e kwartaal;65;55
2103;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2012;240;185
2104;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2013 januari;15;5
2105;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2013 februari;25;20
2106;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2013 maart;20;15
2107;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2013 1e kwartaal;60;45
2108;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2013 april;15;10
2109;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2013 mei;20;15
2110;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2013 juni;15;10
2111;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2013 2e kwartaal ;50;40
2112;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2013 juli;15;10
2113;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2013 augustus;20;15
2114;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2013 september;10;10
2115;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2013 3e kwartaal;45;35
2116;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2013 oktober;20;10
2117;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2013 november;10;10
2118;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2013 december;5;0
2119;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2013 4e kwartaal;35;20
2120;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2013;190;135
2121;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2014 januari;20;15
2122;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2014 februari;10;5
2123;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2014 maart;10;5
2124;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2014 1e kwartaal;35;20
2125;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2014 april;10;5
2126;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2014 mei;10;5
2127;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2014 juni;10;5
2128;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2014 2e kwartaal;30;20
2129;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2014 juli;10;5
2130;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2014 augustus;10;5
2131;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2014 september;15;10
2132;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2014 3e kwartaal;30;20
2133;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2014 oktober;10;5
2134;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2014 november;10;5
2135;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2014 december;0;0
2136;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2014 4e kwartaal;25;10
2137;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2014;125;65
2138;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2015 januari;10;5
2139;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2015 februari;10;5
2140;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2015 maart;15;10
2141;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2015 1e kwartaal;30;25
2142;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2015 april;5;5
2143;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2015 mei;10;5
2144;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2015 juni;10;5
2145;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2015 2e kwartaal;25;10
2146;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2015 juli;10;5
2147;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2015 augustus;5;5
2148;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2015 september;10;5
2149;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2015 3e kwartaal;25;20
2150;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2015 oktober;15;10
2151;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2015 november;10;5
2152;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2015 december;20;10
2153;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2015 4e kwartaal;40;25
2154;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2015;120;80
2155;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;119;2016 januari;30;25
2156;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2007 januari;5;5
2157;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2007 februari;0;0
2158;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2007 maart;5;5
2159;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2007 1e kwartaal;10;10
2160;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2007 april;5;5
2161;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2007 mei;10;10
2162;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2007 juni;10;10
2163;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2007 2e kwartaal;25;25
2164;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2007 juli;15;15
2165;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2007 augustus;5;5
2166;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2007 september;0;0
2167;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2007 3e kwartaal;25;25
2168;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2007 oktober;5;5
2169;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2007 november;5;5
2170;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2007 december;5;5
2171;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2007 4e kwartaal;20;15
2172;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2007;85;80
2173;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2008 januari;0;0
2174;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2008 februari;10;10
2175;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2008 maart;5;5
2176;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2008 1e kwartaal;15;15
2177;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2008 april;5;5
2178;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2008 mei;5;5
2179;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2008 juni;5;5
2180;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2008 2e kwartaal;15;15
2181;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2008 juli;0;0
2182;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2008 augustus;5;5
2183;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2008 september;0;0
2184;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2008 3e kwartaal;5;5
2185;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2008 oktober;5;5
2186;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2008 november;5;0
2187;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2008 december;0;0
2188;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2008 4e kwartaal;10;10
2189;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2008;50;45
2190;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2009 januari;5;5
2191;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2009 februari;5;5
2192;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2009 maart;5;5
2193;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2009 1e kwartaal;15;10
2194;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2009 april;0;0
2195;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2009 mei;5;5
2196;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2009 juni;0;0
2197;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2009 2e kwartaal;5;5
2198;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2009 juli;0;0
2199;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2009 augustus;0;0
2200;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2009 september;5;5
2201;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2009 3e kwartaal;10;10
2202;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2009 oktober;5;5
2203;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2009 november;0;0
2204;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2009 december;0;0
2205;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2009 4e kwartaal;5;5
2206;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2009;35;30
2207;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2010 januari;0;0
2208;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2010 februari;5;5
2209;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2010 maart;0;0
2210;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2010 1e kwartaal;5;5
2211;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2010 april;0;0
2212;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2010 mei;0;0
2213;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2010 juni;0;0
2214;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2010 2e kwartaal;0;0
2215;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2010 juli;0;0
2216;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2010 augustus;0;0
2217;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2010 september;0;0
2218;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2010 3e kwartaal;0;0
2219;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2010 oktober;0;0
2220;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2010 november;0;0
2221;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2010 december;5;5
2222;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2010 4e kwartaal;5;5
2223;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2010;15;15
2224;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2011 januari;0;0
2225;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2011 februari;0;0
2226;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2011 maart;5;5
2227;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2011 1e kwartaal;5;5
2228;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2011 april;5;5
2229;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2011 mei;5;5
2230;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2011 juni;0;0
2231;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2011 2e kwartaal;5;5
2232;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2011 juli;5;0
2233;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2011 augustus;5;5
2234;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2011 september;0;0
2235;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2011 3e kwartaal;10;5
2236;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2011 oktober;0;0
2237;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2011 november;0;0
2238;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2011 december;5;5
2239;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2011 4e kwartaal;5;5
2240;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2011;25;20
2241;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2012 januari;0;0
2242;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2012 februari;5;5
2243;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2012 maart;0;0
2244;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2012 1e kwartaal;5;5
2245;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2012 april;5;5
2246;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2012 mei;0;0
2247;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2012 juni;0;0
2248;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2012 2e kwartaal;5;5
2249;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2012 juli;0;0
2250;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2012 augustus;0;0
2251;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2012 september;0;0
2252;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2012 3e kwartaal;5;0
2253;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2012 oktober;0;0
2254;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2012 november;0;0
2255;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2012 december;0;0
2256;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2012 4e kwartaal;5;5
2257;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2012;15;10
2258;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2013 januari;0;0
2259;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2013 februari;0;0
2260;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2013 maart;5;0
2261;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2013 1e kwartaal;5;5
2262;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2013 april;5;5
2263;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2013 mei;0;0
2264;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2013 juni;0;0
2265;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2013 2e kwartaal ;5;5
2266;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2013 juli;0;0
2267;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2013 augustus;0;0
2268;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2013 september;0;0
2269;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2013 3e kwartaal;5;5
2270;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2013 oktober;0;0
2271;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2013 november;0;0
2272;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2013 december;0;0
2273;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2013 4e kwartaal;5;5
2274;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2013;15;15
2275;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2014 januari;0;0
2276;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2014 februari;5;5
2277;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2014 maart;0;0
2278;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2014 1e kwartaal;5;5
2279;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2014 april;5;5
2280;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2014 mei;0;0
2281;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2014 juni;0;0
2282;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2014 2e kwartaal;5;5
2283;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2014 juli;0;0
2284;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2014 augustus;0;0
2285;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2014 september;0;0
2286;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2014 3e kwartaal;5;5
2287;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2014 oktober;5;5
2288;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2014 november;0;0
2289;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2014 december;0;0
2290;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2014 4e kwartaal;5;5
2291;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2014;20;20
2292;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2015 januari;0;0
2293;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2015 februari;0;0
2294;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2015 maart;0;0
2295;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2015 1e kwartaal;5;5
2296;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2015 april;0;0
2297;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2015 mei;0;0
2298;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2015 juni;0;0
2299;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2015 2e kwartaal;5;5
2300;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2015 juli;0;0
2301;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2015 augustus;5;0
2302;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2015 september;0;0
2303;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2015 3e kwartaal;5;0
2304;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2015 oktober;5;5
2305;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2015 november;0;0
2306;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2015 december;0;0
2307;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2015 4e kwartaal;5;5
2308;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2015;15;10
2309;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;312;2016 januari;0;0
2310;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;314;2007 januari;205;155
2311;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;314;2007 februari;110;95
2312;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;314;2007 maart;115;80
2313;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;314;2007 1e kwartaal;430;330
2314;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;314;2007 april;115;100
2315;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;314;2007 mei;140;90
2316;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;314;2007 juni;115;80
2317;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;314;2007 2e kwartaal;370;270
2318;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;314;2007 juli;130;80
2319;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;314;2007 augustus;250;210
2320;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;314;2007 september;265;220
2321;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;314;2007 3e kwartaal;645;515
2322;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;314;2007 oktober;350;330
2323;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;314;2007 november;360;335
2324;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;314;2007 december;290;270
2325;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;314;2007 4e kwartaal;1000;935
2326;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;314;2007;2445;2050
2327;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;314;2008 januari;440;410
2328;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;314;2008 februari;375;340
2329;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;314;2008 maart;290;255
2330;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;314;2008 1e kwartaal;1100;1005
2331;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;314;2008 april;325;295
2332;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;314;2008 mei;480;450
2333;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;314;2008 juni;625;595
2334;Totaal mannen en vrouwen incl. onbekend;Totaal leeftijd;314;2008 2e kwartaal;1435;1345
