ID;SIC2008SizeClasses;Periods;UnfilledVacancies_1;NewVacancies_2;FilledVacancies_3
4674;M-N Business services;2007 yearly average/yearly total;47.0;198.0;197.0
4675;M-N Business services;2008 1st quarter;47.1;47.1;47.0
4676;M-N Business services;2008 2nd quarter;46.2;48.0;48.9
4677;M-N Business services;2008 3rd quarter;43.4;45.1;47.8
4678;M-N Business services;2008 4th quarter;35.4;37.8;45.8
4679;M-N Business services;2008 yearly average/yearly total;44.5;178.0;190.0
4680;M-N Business services;2009 1st quarter;27.2;32.0;40.2
4681;M-N Business services;2009 2nd quarter;22.0;27.0;32.1
4682;M-N Business services;2009 3rd quarter;20.7;29.4;30.5
4683;M-N Business services;2009 4th quarter;20.4;30.1;30.5
4684;M-N Business services;2009 yearly average/yearly total;24.4;119.0;133.0
4685;M-N Business services;2010 1st quarter;18.0;27.2;29.5
4686;M-N Business services;2010 2nd quarter;20.1;29.9;27.8
4687;M-N Business services;2010 3rd quarter;20.4;31.9;31.5
4688;M-N Business services;2010 4th quarter;21.3;29.3;28.4
4689;M-N Business services;2010 yearly average/yearly total;19.8;118.0;117.0
4690;M-N Business services;2011 1st quarter;23.1;33.0;31.0
4691;M-N Business services;2011 2nd quarter;22.9;31.0;32.0
4692;M-N Business services;2011 3rd quarter;21.3;28.0;30.0
4693;M-N Business services;2011 4th quarter;19.5;26.0;28.0
4694;M-N Business services;2011 yearly average/yearly total;21.9;119.0;121.0
4695;M-N Business services;2012 1st quarter;20.4;27.0;26.0
4696;M-N Business services;2012 2nd quarter;20.0;26.0;27.0
4697;M-N Business services;2012 3rd quarter;18.9;26.0;28.0
4698;M-N Business services;2012 4th quarter;17.5;25.0;26.0
4699;M-N Business services;2012 yearly average/yearly total;19.5;105.0;106.0
4700;M-N Business services;2013 1st quarter;17.3;25.0;25.0
4701;M-N Business services;2013 2nd quarter;16.5;26.0;27.0
4702;M-N Business services;2013 3rd quarter;17.0;27.0;27.0
4703;M-N Business services;2013 4th quarter;17.2;25.0;25.0
4704;M-N Business services;2013 yearly average/yearly total;17.1;101.0;103.0
4705;M-N Business services;2014 1st quarter;18.8;29.0;28.0
4706;M-N Business services;2014 2nd quarter;20.9;31.0;29.0
4707;M-N Business services;2014 3rd quarter;20.3;30.0;31.0
4708;M-N Business services;2014 4th quarter;22.0;32.0;30.0
4709;M-N Business services;2014 yearly average/yearly total;19.9;122.0;118.0
4710;M-N Business services;2015 1st quarter;24.1;33.0;31.0
4711;M-N Business services;2015 2nd quarter;25.2;35.0;34.0
4712;M-N Business services;2015 3rd quarter;24.1;34.0;35.0
4713;M-N Business services;2015 4th quarter;26.3;36.0;34.0
4714;M-N Business services;2015 yearly average/yearly total;24.4;138.0;134.0
4715;M-N Business services;2016 1st quarter;28.3;38.0;36.0
4716;M-N Business services;2016 2nd quarter;28.7;38.0;38.0
4717;M-N Business services;2016 3rd quarter;26.4;35.0;37.0
4718;M-N Business services;2016 4th quarter;27.2;34.0;34.0
4719;M-N Business services;2016 yearly average/yearly total;27.5;146.0;145.0
4720;M-N Business services;2017 1st quarter;30.0;40.0;38.0
4721;M-N Business services;2017 2nd quarter;33.6;41.0;37.0
4722;M-N Business services;2017 3rd quarter;34.0;42.0;42.0
4723;M-N Business services;2017 4th quarter;36.6;44.0;41.0
4724;M-N Business services;2017 yearly average/yearly total;32.4;167.0;158.0
4725;M-N Business services;2018 1st quarter;39.7;48.0;45.0
4726;M-N Business services;2018 2nd quarter;42.3;45.0;42.0
4727;M-N Business services;2018 3rd quarter;41.3;48.0;49.0
4728;M-N Business services;2018 4th quarter;41.0;46.0;46.0
4729;M-N Business services;2018 yearly average/yearly total;40.5;186.0;182.0
4730;M-N Business services;2019 1st quarter;45.1;51.0;47.0
4731;M-N Business services;2019 2nd quarter;48.2;50.0;47.0
4732;M-N Business services;2019 3rd quarter;47.8;50.0;51.0
4733;M-N Business services;2019 4th quarter;46.8;45.0;46.0
4734;M-N Business services;2019 yearly average/yearly total;46.3;196.0;190.0
4735;M-N Business services;2020 1st quarter;37.3;45.0;54.0
4736;M-N Business services;2020 2nd quarter;32.4;35.0;40.0
4737;M-N Business services;2020 3rd quarter;34.5;44.0;42.0
4738;M-N Business services;2020 4th quarter;35.4;42.0;41.0
4739;M-N Business services;2020 yearly average/yearly total;36.3;166.0;177.0
4740;M-N Business services;2021 1st quarter;41.6;47.0;41.0
4741;M-N Business services;2021 2nd quarter;53.5;57.0;45.0
4742;M-N Business services;2021 3rd quarter;59.4;59.0;53.0
4743;M-N Business services;2021 4th quarter;61.2;53.0;51.0
4744;M-N Business services;2021 yearly average/yearly total;50.7;216.0;190.0
4745;M-N Business services;2022 1st quarter;72.6;68.0;56.0
4746;M-N Business services;2022 2nd quarter;75.6;63.0;60.0
4747;M-N Business services;2022 3rd quarter;72.8;60.0;63.0
4748;M-N Business services;2022 4th quarter;69.4;54.0;57.0
4749;M-N Business services;2022 yearly average/yearly total;71.6;244.0;236.0
4750;M-N Business services;2023 1st quarter;71.8;62.0;60.0
4751;M-N Business services;2023 2nd quarter;72.8;59.0;58.0
4752;M-N Business services;2023 3rd quarter;70.0;55.0;58.0
4753;M-N Business services;2023 4th quarter;64.8;52.0;57.0
4754;M-N Business services;2023 yearly average/yearly total;70.4;228.0;233.0
4755;M-N Business services;2024 1st quarter;67.5;58.0;55.0
4756;M-N Business services;2024 2nd quarter;67.3;56.0;56.0
4757;M-N Business services;2024 3rd quarter;65.1;54.0;56.0
4758;M-N Business services;2024 4th quarter;62.7;52.0;54.0
4759;M-N Business services;2024 yearly average/yearly total;65.9;220.0;222.0
4760;M Other specialised business services;1997 1st quarter;7.9;10.0;10.0
4761;M Other specialised business services;1997 2nd quarter;9.8;12.0;10.0
4762;M Other specialised business services;1997 3rd quarter;8.9;11.0;12.0
4763;M Other specialised business services;1997 4th quarter;11.8;16.0;13.0
4764;M Other specialised business services;1997 yearly average/yearly total;;49.0;45.0
4765;M Other specialised business services;1998 1st quarter;13.8;18.0;16.0
4766;M Other specialised business services;1998 2nd quarter;15.7;16.0;14.0
4767;M Other specialised business services;1998 3rd quarter;13.0;13.0;16.0
4768;M Other specialised business services;1998 4th quarter;12.1;13.0;14.0
4769;M Other specialised business services;1998 yearly average/yearly total;13.6;60.0;60.0
4770;M Other specialised business services;1999 1st quarter;13.6;15.0;14.0
4771;M Other specialised business services;1999 2nd quarter;17.4;19.0;15.0
4772;M Other specialised business services;1999 3rd quarter;15.9;15.0;17.0
4773;M Other specialised business services;1999 4th quarter;19.2;18.0;15.0
4774;M Other specialised business services;1999 yearly average/yearly total;15.6;68.0;61.0
4775;M Other specialised business services;2000 1st quarter;22.4;22.0;19.0
4776;M Other specialised business services;2000 2nd quarter;22.2;18.0;18.0
4777;M Other specialised business services;2000 3rd quarter;18.3;16.0;20.0
4778;M Other specialised business services;2000 4th quarter;22.6;22.0;18.0
4779;M Other specialised business services;2000 yearly average/yearly total;21.0;78.0;75.0
4780;M Other specialised business services;2001 1st quarter;21.2;20.0;21.0
4781;M Other specialised business services;2001 2nd quarter;23.2;24.0;22.0
4782;M Other specialised business services;2001 3rd quarter;17.4;14.0;20.0
4783;M Other specialised business services;2001 4th quarter;14.9;13.0;15.0
4784;M Other specialised business services;2001 yearly average/yearly total;20.1;71.0;79.0
4785;M Other specialised business services;2002 1st quarter;17.0;17.0;14.0
4786;M Other specialised business services;2002 2nd quarter;13.8;12.0;15.0
4787;M Other specialised business services;2002 3rd quarter;11.6;10.0;13.0
4788;M Other specialised business services;2002 4th quarter;11.5;12.0;12.0
4789;M Other specialised business services;2002 yearly average/yearly total;13.9;52.0;55.0
4790;M Other specialised business services;2003 1st quarter;13.2;16.0;14.0
4791;M Other specialised business services;2003 2nd quarter;13.5;17.0;16.0
4792;M Other specialised business services;2003 3rd quarter;7.4;9.0;16.0
4793;M Other specialised business services;2003 4th quarter;8.8;13.0;12.0
4794;M Other specialised business services;2003 yearly average/yearly total;11.1;55.0;58.0
4795;M Other specialised business services;2004 1st quarter;13.6;17.0;12.0
4796;M Other specialised business services;2004 2nd quarter;14.2;17.0;17.0
4797;M Other specialised business services;2004 3rd quarter;11.6;15.0;18.0
4798;M Other specialised business services;2004 4th quarter;14.2;17.0;15.0
4799;M Other specialised business services;2004 yearly average/yearly total;12.7;67.0;61.0
4800;M Other specialised business services;2005 1st quarter;19.8;24.0;19.0
4801;M Other specialised business services;2005 2nd quarter;18.9;21.0;22.0
4802;M Other specialised business services;2005 3rd quarter;18.2;21.0;21.0
4803;M Other specialised business services;2005 4th quarter;19.0;21.0;20.0
4804;M Other specialised business services;2005 yearly average/yearly total;18.4;87.0;82.0
4805;M Other specialised business services;2006 1st quarter;22.4;26.0;22.0
4806;M Other specialised business services;2006 2nd quarter;26.7;27.0;22.0
4807;M Other specialised business services;2006 3rd quarter;27.8;26.0;25.0
4808;M Other specialised business services;2006 4th quarter;28.9;29.0;27.0
4809;M Other specialised business services;2006 yearly average/yearly total;25.2;107.0;97.0
4810;M Other specialised business services;2007 1st quarter;29.2;26.0;26.0
4811;M Other specialised business services;2007 2nd quarter;31.0;30.0;28.0
4812;M Other specialised business services;2007 3rd quarter;28.9;23.0;25.0
4813;M Other specialised business services;2007 4th quarter;29.4;26.0;25.0
4814;M Other specialised business services;2007 yearly average/yearly total;29.6;105.0;105.0
4815;M Other specialised business services;2008 1st quarter;30.5;25.0;24.0
4816;M Other specialised business services;2008 2nd quarter;28.2;23.0;26.0
4817;M Other specialised business services;2008 3rd quarter;27.1;24.0;25.0
4818;M Other specialised business services;2008 4th quarter;22.1;19.0;24.0
4819;M Other specialised business services;2008 yearly average/yearly total;27.9;91.0;99.0
4820;M Other specialised business services;2009 1st quarter;16.5;15.0;20.0
4821;M Other specialised business services;2009 2nd quarter;13.2;13.0;16.0
4822;M Other specialised business services;2009 3rd quarter;12.5;15.0;16.0
4823;M Other specialised business services;2009 4th quarter;12.6;15.0;15.0
4824;M Other specialised business services;2009 yearly average/yearly total;14.9;58.0;68.0
4825;M Other specialised business services;2010 1st quarter;11.0;13.0;15.0
4826;M Other specialised business services;2010 2nd quarter;11.8;14.7;13.9
4827;M Other specialised business services;2010 3rd quarter;12.2;13.5;13.1
4828;M Other specialised business services;2010 4th quarter;12.7;13.5;13.0
4829;M Other specialised business services;2010 yearly average/yearly total;11.9;55.0;55.0
4830;M Other specialised business services;2011 1st quarter;14.2;17.0;15.0
4831;M Other specialised business services;2011 2nd quarter;13.6;16.0;17.0
4832;M Other specialised business services;2011 3rd quarter;13.4;16.0;16.0
4833;M Other specialised business services;2011 4th quarter;12.5;13.0;14.0
4834;M Other specialised business services;2011 yearly average/yearly total;13.5;62.0;63.0
4835;M Other specialised business services;2012 1st quarter;12.9;15.0;14.0
4836;M Other specialised business services;2012 2nd quarter;12.5;13.0;14.0
4837;M Other specialised business services;2012 3rd quarter;11.5;13.0;14.0
4838;M Other specialised business services;2012 4th quarter;11.2;13.0;13.0
4839;M Other specialised business services;2012 yearly average/yearly total;12.2;54.0;55.0
4840;M Other specialised business services;2013 1st quarter;11.2;12.0;12.0
4841;M Other specialised business services;2013 2nd quarter;10.8;13.0;13.0
4842;M Other specialised business services;2013 3rd quarter;10.9;13.0;13.0
4843;M Other specialised business services;2013 4th quarter;11.0;13.0;13.0
4844;M Other specialised business services;2013 yearly average/yearly total;11.0;51.0;52.0
4845;M Other specialised business services;2014 1st quarter;12.2;15.0;14.0
4846;M Other specialised business services;2014 2nd quarter;13.0;14.0;13.0
4847;M Other specialised business services;2014 3rd quarter;13.1;15.0;15.0
4848;M Other specialised business services;2014 4th quarter;14.9;17.0;15.0
4849;M Other specialised business services;2014 yearly average/yearly total;12.8;62.0;58.0
4850;M Other specialised business services;2015 1st quarter;15.5;17.0;16.0
4851;M Other specialised business services;2015 2nd quarter;15.8;18.0;17.0
4852;M Other specialised business services;2015 3rd quarter;15.1;17.0;18.0
4853;M Other specialised business services;2015 4th quarter;16.5;19.0;18.0
4854;M Other specialised business services;2015 yearly average/yearly total;15.5;71.0;69.0
4855;M Other specialised business services;2016 1st quarter;17.2;19.0;19.0
4856;M Other specialised business services;2016 2nd quarter;17.2;19.0;19.0
4857;M Other specialised business services;2016 3rd quarter;15.9;17.0;19.0
4858;M Other specialised business services;2016 4th quarter;16.6;18.0;17.0
4859;M Other specialised business services;2016 yearly average/yearly total;16.7;73.0;73.0
4860;M Other specialised business services;2017 1st quarter;18.3;20.0;18.0
4861;M Other specialised business services;2017 2nd quarter;19.6;20.0;18.0
4862;M Other specialised business services;2017 3rd quarter;19.4;20.0;20.0
4863;M Other specialised business services;2017 4th quarter;21.8;23.0;20.0
4864;M Other specialised business services;2017 yearly average/yearly total;19.1;83.0;77.0
4865;M Other specialised business services;2018 1st quarter;23.8;24.0;22.0
4866;M Other specialised business services;2018 2nd quarter;24.6;22.0;21.0
4867;M Other specialised business services;2018 3rd quarter;24.2;23.0;23.0
4868;M Other specialised business services;2018 4th quarter;24.1;23.0;23.0
4869;M Other specialised business services;2018 yearly average/yearly total;23.9;91.0;89.0
4870;M Other specialised business services;2019 1st quarter;26.7;26.0;23.0
4871;M Other specialised business services;2019 2nd quarter;27.9;25.0;23.0
4872;M Other specialised business services;2019 3rd quarter;27.0;25.0;25.0
4873;M Other specialised business services;2019 4th quarter;26.3;23.0;24.0
4874;M Other specialised business services;2019 yearly average/yearly total;26.7;98.0;96.0
4875;M Other specialised business services;2020 1st quarter;21.6;21.0;26.0
4876;M Other specialised business services;2020 2nd quarter;17.9;15.0;19.0
4877;M Other specialised business services;2020 3rd quarter;19.9;20.0;18.0
4878;M Other specialised business services;2020 4th quarter;21.2;21.0;20.0
4879;M Other specialised business services;2020 yearly average/yearly total;20.8;77.0;82.0
4880;M Other specialised business services;2021 1st quarter;26.3;27.0;22.0
4881;M Other specialised business services;2021 2nd quarter;30.6;28.0;24.0
4882;M Other specialised business services;2021 3rd quarter;34.4;31.0;27.0
4883;M Other specialised business services;2021 4th quarter;36.2;28.0;26.0
4884;M Other specialised business services;2021 yearly average/yearly total;30.0;114.0;99.0
4885;M Other specialised business services;2022 1st quarter;43.7;35.0;27.0
4886;M Other specialised business services;2022 2nd quarter;45.0;31.0;30.0
4887;M Other specialised business services;2022 3rd quarter;42.7;29.0;32.0
4888;M Other specialised business services;2022 4th quarter;40.7;28.0;30.0
4889;M Other specialised business services;2022 yearly average/yearly total;42.5;123.0;119.0
4890;M Other specialised business services;2023 1st quarter;41.9;31.0;30.0
4891;M Other specialised business services;2023 2nd quarter;42.1;29.0;29.0
4892;M Other specialised business services;2023 3rd quarter;40.5;28.0;29.0
4893;M Other specialised business services;2023 4th quarter;38.4;26.0;28.0
4894;M Other specialised business services;2023 yearly average/yearly total;41.0;114.0;116.0
4895;M Other specialised business services;2024 1st quarter;39.2;28.0;27.0
4896;M Other specialised business services;2024 2nd quarter;38.7;27.0;28.0
4897;M Other specialised business services;2024 3rd quarter;36.7;26.0;28.0
4898;M Other specialised business services;2024 4th quarter;35.8;26.0;27.0
4899;M Other specialised business services;2024 yearly average/yearly total;37.9;107.0;109.0
4900;69-71 Management,  technical consultancy;1997 1st quarter;6.4;7.9;7.6
4901;69-71 Management,  technical consultancy;1997 2nd quarter;8.0;9.4;7.8
4902;69-71 Management,  technical consultancy;1997 3rd quarter;7.1;8.4;9.3
4903;69-71 Management,  technical consultancy;1997 4th quarter;9.5;12.8;10.4
4904;69-71 Management,  technical consultancy;1997 yearly average/yearly total;;39.0;35.0
4905;69-71 Management,  technical consultancy;1998 1st quarter;11.3;14.4;12.6
4906;69-71 Management,  technical consultancy;1998 2nd quarter;12.2;11.9;11.0
4907;69-71 Management,  technical consultancy;1998 3rd quarter;10.4;10.3;12.1
4908;69-71 Management,  technical consultancy;1998 4th quarter;9.5;10.3;11.2
4909;69-71 Management,  technical consultancy;1998 yearly average/yearly total;10.8;47.0;47.0
4910;69-71 Management,  technical consultancy;1999 1st quarter;10.6;11.8;10.8
4911;69-71 Management,  technical consultancy;1999 2nd quarter;13.4;15.0;12.2
4912;69-71 Management,  technical consultancy;1999 3rd quarter;12.2;11.8;13.0
4913;69-71 Management,  technical consultancy;1999 4th quarter;15.0;14.4;11.6
4914;69-71 Management,  technical consultancy;1999 yearly average/yearly total;12.1;53.0;48.0
4915;69-71 Management,  technical consultancy;2000 1st quarter;17.3;16.8;14.5
4916;69-71 Management,  technical consultancy;2000 2nd quarter;16.7;13.6;14.2
4917;69-71 Management,  technical consultancy;2000 3rd quarter;14.3;13.5;15.8
4918;69-71 Management,  technical consultancy;2000 4th quarter;17.5;17.7;14.5
