ID;StarRating;Regions;Periods;Accommodation_1;Room_2;SleepingPlace_3;Accommodation_4;Room_5;SleepingPlace_6
1723;4 star accommodations;Nederland;2023 December;1100.0;77116.0;163220.0;1061.0;76762.0;162451.0
1724;4 star accommodations;Nederland;2024 January;1125.0;80929.0;171291.0;1079.0;80247.0;169807.0
1725;4 star accommodations;Nederland;2024 February;1125.0;80929.0;171291.0;1088.0;80402.0;170199.0
1726;4 star accommodations;Nederland;2024 March;1125.0;80929.0;171291.0;1105.0;80511.0;170440.0
1727;4 star accommodations;Nederland;2024 April;1125.0;80929.0;171291.0;1115.0;80579.0;170586.0
1728;4 star accommodations;Nederland;2024 May;1125.0;80929.0;171291.0;1116.0;80630.0;170698.0
1729;4 star accommodations;Nederland;2024 June;1125.0;80929.0;171291.0;1118.0;80635.0;170708.0
1730;4 star accommodations;Nederland;2024 July;1125.0;80929.0;171291.0;1117.0;80739.0;170911.0
1731;4 star accommodations;Nederland;2024 August;1125.0;80929.0;171291.0;1117.0;80722.0;170881.0
1732;4 star accommodations;Nederland;2024 September;1125.0;80929.0;171291.0;1117.0;80866.0;171170.0
1733;4 star accommodations;Nederland;2024 October;1125.0;80929.0;171291.0;1117.0;80847.0;171137.0
1734;4 star accommodations;Nederland;2024 November;1125.0;80929.0;171291.0;1103.0;80779.0;170971.0
1735;4 star accommodations;Nederland;2024 December;1125.0;80929.0;171291.0;1096.0;80687.0;170789.0
1736;4 star accommodations;Nederland;2025 January;1110.0;80034.0;172122.0;1053.0;79157.0;170100.0
1737;4 star accommodations;Nederland;2025 February;1110.0;80034.0;172122.0;1065.0;79403.0;170746.0
1738;4 star accommodations;Amsterdam;2012 January;;;;;;
1739;4 star accommodations;Amsterdam;2012 February;;;;;;
1740;4 star accommodations;Amsterdam;2012 March;;;;;;
1741;4 star accommodations;Amsterdam;2012 April;;;;;;
1742;4 star accommodations;Amsterdam;2012 May;;;;;;
1743;4 star accommodations;Amsterdam;2012 June;;;;;;
1744;4 star accommodations;Amsterdam;2012 July;;;;;;
1745;4 star accommodations;Amsterdam;2012 August;;;;;;
1746;4 star accommodations;Amsterdam;2012 September;;;;;;
1747;4 star accommodations;Amsterdam;2012 October;;;;;;
1748;4 star accommodations;Amsterdam;2012 November;;;;;;
1749;4 star accommodations;Amsterdam;2012 December;;;;;;
1750;4 star accommodations;Amsterdam;2013 January;;;;;;
1751;4 star accommodations;Amsterdam;2013 February;;;;;;
1752;4 star accommodations;Amsterdam;2013 March;;;;;;
1753;4 star accommodations;Amsterdam;2013 April;;;;;;
1754;4 star accommodations;Amsterdam;2013 May;;;;;;
1755;4 star accommodations;Amsterdam;2013 June;;;;;;
1756;4 star accommodations;Amsterdam;2013 July;;;;;;
1757;4 star accommodations;Amsterdam;2013 August;;;;;;
1758;4 star accommodations;Amsterdam;2013 September;;;;;;
1759;4 star accommodations;Amsterdam;2013 October;;;;;;
1760;4 star accommodations;Amsterdam;2013 November;;;;;;
1761;4 star accommodations;Amsterdam;2013 December;;;;;;
1762;4 star accommodations;Amsterdam;2014 January;;;;;;
1763;4 star accommodations;Amsterdam;2014 February;;;;;;
1764;4 star accommodations;Amsterdam;2014 March;;;;;;
1765;4 star accommodations;Amsterdam;2014 April;;;;;;
1766;4 star accommodations;Amsterdam;2014 May;;;;;;
1767;4 star accommodations;Amsterdam;2014 June;;;;;;
1768;4 star accommodations;Amsterdam;2014 July;;;;;;
1769;4 star accommodations;Amsterdam;2014 August;;;;;;
1770;4 star accommodations;Amsterdam;2014 September;;;;;;
1771;4 star accommodations;Amsterdam;2014 October;;;;;;
1772;4 star accommodations;Amsterdam;2014 November;;;;;;
1773;4 star accommodations;Amsterdam;2014 December;;;;;;
1774;4 star accommodations;Amsterdam;2015 January;;;;;;
1775;4 star accommodations;Amsterdam;2015 February;;;;;;
1776;4 star accommodations;Amsterdam;2015 March;;;;;;
1777;4 star accommodations;Amsterdam;2015 April;;;;;;
1778;4 star accommodations;Amsterdam;2015 May;;;;;;
1779;4 star accommodations;Amsterdam;2015 June;;;;;;
1780;4 star accommodations;Amsterdam;2015 July;;;;;;
1781;4 star accommodations;Amsterdam;2015 August;;;;;;
1782;4 star accommodations;Amsterdam;2015 September;;;;;;
1783;4 star accommodations;Amsterdam;2015 October;;;;;;
1784;4 star accommodations;Amsterdam;2015 November;;;;;;
1785;4 star accommodations;Amsterdam;2015 December;;;;;;
1786;4 star accommodations;Amsterdam;2016 January;;;;;;
1787;4 star accommodations;Amsterdam;2016 February;;;;;;
1788;4 star accommodations;Amsterdam;2016 March;;;;;;
1789;4 star accommodations;Amsterdam;2016 April;;;;;;
1790;4 star accommodations;Amsterdam;2016 May;;;;;;
1791;4 star accommodations;Amsterdam;2016 June;;;;;;
1792;4 star accommodations;Amsterdam;2016 July;;;;;;
1793;4 star accommodations;Amsterdam;2016 August;;;;;;
1794;4 star accommodations;Amsterdam;2016 September;;;;;;
1795;4 star accommodations;Amsterdam;2016 October;;;;;;
1796;4 star accommodations;Amsterdam;2016 November;;;;;;
1797;4 star accommodations;Amsterdam;2016 December;;;;;;
1798;4 star accommodations;Amsterdam;2017 January;93.0;13314.0;28463.0;89.0;12960.0;27707.0
1799;4 star accommodations;Amsterdam;2017 February;93.0;13314.0;28463.0;89.0;12960.0;27707.0
1800;4 star accommodations;Amsterdam;2017 March;93.0;13314.0;28463.0;90.0;12964.0;27717.0
1801;4 star accommodations;Amsterdam;2017 April;93.0;13314.0;28463.0;92.0;13293.0;28417.0
1802;4 star accommodations;Amsterdam;2017 May;93.0;13314.0;28463.0;92.0;13268.0;28363.0
1803;4 star accommodations;Amsterdam;2017 June;93.0;13314.0;28463.0;92.0;13268.0;28363.0
1804;4 star accommodations;Amsterdam;2017 July;93.0;13314.0;28463.0;92.0;13268.0;28363.0
1805;4 star accommodations;Amsterdam;2017 August;93.0;13314.0;28463.0;92.0;13268.0;28363.0
1806;4 star accommodations;Amsterdam;2017 September;93.0;13314.0;28463.0;92.0;13268.0;28363.0
1807;4 star accommodations;Amsterdam;2017 October;93.0;13314.0;28463.0;92.0;13268.0;28363.0
1808;4 star accommodations;Amsterdam;2017 November;93.0;13314.0;28463.0;91.0;12822.0;27441.0
1809;4 star accommodations;Amsterdam;2017 December;93.0;13314.0;28463.0;92.0;13268.0;28363.0
1810;4 star accommodations;Amsterdam;2018 January;102.0;15130.0;31033.0;95.0;13548.0;27790.0
1811;4 star accommodations;Amsterdam;2018 February;102.0;15130.0;31033.0;95.0;13548.0;27790.0
1812;4 star accommodations;Amsterdam;2018 March;102.0;15130.0;31033.0;97.0;14344.0;29392.0
1813;4 star accommodations;Amsterdam;2018 April;102.0;15130.0;31033.0;97.0;14422.0;29583.0
1814;4 star accommodations;Amsterdam;2018 May;102.0;15130.0;31033.0;98.0;14622.0;30003.0
1815;4 star accommodations;Amsterdam;2018 June;102.0;15130.0;31033.0;98.0;14622.0;30003.0
1816;4 star accommodations;Amsterdam;2018 July;102.0;15130.0;31033.0;98.0;14622.0;30003.0
1817;4 star accommodations;Amsterdam;2018 August;102.0;15130.0;31033.0;99.0;14874.0;30507.0
1818;4 star accommodations;Amsterdam;2018 September;102.0;15130.0;31033.0;99.0;14978.0;30705.0
1819;4 star accommodations;Amsterdam;2018 October;102.0;15130.0;31033.0;99.0;14978.0;30705.0
1820;4 star accommodations;Amsterdam;2018 November;102.0;15130.0;31033.0;99.0;14978.0;30705.0
1821;4 star accommodations;Amsterdam;2018 December;102.0;15130.0;31033.0;99.0;14978.0;30705.0
1822;4 star accommodations;Amsterdam;2019 January;111.0;16353.0;34159.0;107.0;15320.0;32063.0
1823;4 star accommodations;Amsterdam;2019 February;111.0;16353.0;34159.0;107.0;15320.0;32063.0
1824;4 star accommodations;Amsterdam;2019 March;111.0;16353.0;34159.0;107.0;15320.0;32063.0
1825;4 star accommodations;Amsterdam;2019 April;111.0;16353.0;34159.0;107.0;15750.0;32943.0
1826;4 star accommodations;Amsterdam;2019 May;111.0;16353.0;34159.0;107.0;15750.0;32943.0
1827;4 star accommodations;Amsterdam;2019 June;111.0;16353.0;34159.0;108.0;15968.0;33379.0
1828;4 star accommodations;Amsterdam;2019 July;111.0;16353.0;34159.0;108.0;15968.0;33379.0
1829;4 star accommodations;Amsterdam;2019 August;111.0;16353.0;34159.0;108.0;15968.0;33379.0
1830;4 star accommodations;Amsterdam;2019 September;111.0;16353.0;34159.0;108.0;15968.0;33379.0
1831;4 star accommodations;Amsterdam;2019 October;111.0;16353.0;34159.0;108.0;15888.0;33219.0
1832;4 star accommodations;Amsterdam;2019 November;111.0;16353.0;34159.0;108.0;15888.0;33219.0
1833;4 star accommodations;Amsterdam;2019 December;111.0;16353.0;34159.0;108.0;15888.0;33219.0
1834;4 star accommodations;Amsterdam;2020 January;113.0;17277.0;35685.0;110.0;16890.0;34899.0
1835;4 star accommodations;Amsterdam;2020 February;113.0;17277.0;35685.0;110.0;16890.0;34899.0
1836;4 star accommodations;Amsterdam;2020 March;113.0;17277.0;35685.0;110.0;16890.0;34899.0
1837;4 star accommodations;Amsterdam;2020 April;113.0;17277.0;35685.0;75.0;11720.0;23969.0
1838;4 star accommodations;Amsterdam;2020 May;113.0;17277.0;35685.0;77.0;12513.0;25895.0
1839;4 star accommodations;Amsterdam;2020 June;113.0;17277.0;35685.0;95.0;14954.0;31135.0
1840;4 star accommodations;Amsterdam;2020 July;113.0;17277.0;35685.0;105.0;16186.0;33471.0
1841;4 star accommodations;Amsterdam;2020 August;113.0;17277.0;35685.0;109.0;16824.0;34774.0
1842;4 star accommodations;Amsterdam;2020 September;113.0;17277.0;35685.0;108.0;16560.0;34246.0
1843;4 star accommodations;Amsterdam;2020 October;113.0;17277.0;35685.0;108.0;16560.0;34246.0
1844;4 star accommodations;Amsterdam;2020 November;113.0;17277.0;35685.0;108.0;16560.0;34246.0
1845;4 star accommodations;Amsterdam;2020 December;113.0;17277.0;35685.0;108.0;16560.0;34246.0
1846;4 star accommodations;Amsterdam;2021 January;130.0;18594.0;38452.0;128.0;18316.0;37907.0
1847;4 star accommodations;Amsterdam;2021 February;130.0;18594.0;38452.0;128.0;18316.0;37907.0
1848;4 star accommodations;Amsterdam;2021 March;130.0;18594.0;38452.0;129.0;18349.0;37952.0
1849;4 star accommodations;Amsterdam;2021 April;130.0;18594.0;38452.0;127.0;18314.0;37862.0
1850;4 star accommodations;Amsterdam;2021 May;130.0;18594.0;38452.0;127.0;18314.0;37862.0
1851;4 star accommodations;Amsterdam;2021 June;130.0;18594.0;38452.0;129.0;18349.0;37952.0
1852;4 star accommodations;Amsterdam;2021 July;130.0;18594.0;38452.0;129.0;18349.0;37952.0
1853;4 star accommodations;Amsterdam;2021 August;130.0;18594.0;38452.0;129.0;18349.0;37952.0
1854;4 star accommodations;Amsterdam;2021 September;130.0;18594.0;38452.0;129.0;18349.0;37952.0
1855;4 star accommodations;Amsterdam;2021 October;130.0;18594.0;38452.0;129.0;18349.0;37952.0
1856;4 star accommodations;Amsterdam;2021 November;130.0;18594.0;38452.0;129.0;18349.0;37952.0
1857;4 star accommodations;Amsterdam;2021 December;130.0;18594.0;38452.0;128.0;18340.0;37932.0
1858;4 star accommodations;Amsterdam;2022 January;139.0;19927.0;41003.0;137.0;19582.0;40311.0
1859;4 star accommodations;Amsterdam;2022 February;139.0;19927.0;41003.0;137.0;19582.0;40311.0
1860;4 star accommodations;Amsterdam;2022 March;139.0;19927.0;41003.0;137.0;19582.0;40311.0
1861;4 star accommodations;Amsterdam;2022 April;139.0;19927.0;41003.0;138.0;19868.0;40883.0
1862;4 star accommodations;Amsterdam;2022 May;139.0;19927.0;41003.0;138.0;19868.0;40883.0
1863;4 star accommodations;Amsterdam;2022 June;139.0;19927.0;41003.0;137.0;19743.0;40628.0
1864;4 star accommodations;Amsterdam;2022 July;139.0;19927.0;41003.0;138.0;19868.0;40883.0
1865;4 star accommodations;Amsterdam;2022 August;139.0;19927.0;41003.0;137.0;19866.0;40878.0
1866;4 star accommodations;Amsterdam;2022 September;139.0;19927.0;41003.0;138.0;19868.0;40883.0
1867;4 star accommodations;Amsterdam;2022 October;139.0;19927.0;41003.0;138.0;19868.0;40883.0
1868;4 star accommodations;Amsterdam;2022 November;139.0;19927.0;41003.0;138.0;19868.0;40883.0
1869;4 star accommodations;Amsterdam;2022 December;139.0;19927.0;41003.0;137.0;19866.0;40878.0
1870;4 star accommodations;Amsterdam;2023 January;133.0;20112.0;41462.0;132.0;19995.0;41225.0
1871;4 star accommodations;Amsterdam;2023 February;133.0;20112.0;41462.0;132.0;19995.0;41225.0
1872;4 star accommodations;Amsterdam;2023 March;133.0;20112.0;41462.0;132.0;19995.0;41225.0
1873;4 star accommodations;Amsterdam;2023 April;133.0;20112.0;41462.0;132.0;19995.0;41225.0
1874;4 star accommodations;Amsterdam;2023 May;133.0;20112.0;41462.0;132.0;19995.0;41225.0
1875;4 star accommodations;Amsterdam;2023 June;133.0;20112.0;41462.0;133.0;20112.0;41462.0
1876;4 star accommodations;Amsterdam;2023 July;133.0;20112.0;41462.0;133.0;20112.0;41462.0
1877;4 star accommodations;Amsterdam;2023 August;133.0;20112.0;41462.0;133.0;20112.0;41462.0
1878;4 star accommodations;Amsterdam;2023 September;133.0;20112.0;41462.0;133.0;20112.0;41462.0
1879;4 star accommodations;Amsterdam;2023 October;133.0;20112.0;41462.0;133.0;20112.0;41462.0
1880;4 star accommodations;Amsterdam;2023 November;133.0;20112.0;41462.0;133.0;20112.0;41462.0
1881;4 star accommodations;Amsterdam;2023 December;133.0;20112.0;41462.0;133.0;20112.0;41462.0
1882;4 star accommodations;Amsterdam;2024 January;137.0;21364.0;43764.0;134.0;21236.0;43506.0
1883;4 star accommodations;Amsterdam;2024 February;137.0;21364.0;43764.0;134.0;21236.0;43506.0
1884;4 star accommodations;Amsterdam;2024 March;137.0;21364.0;43764.0;134.0;21236.0;43506.0
1885;4 star accommodations;Amsterdam;2024 April;137.0;21364.0;43764.0;136.0;21247.0;43527.0
1886;4 star accommodations;Amsterdam;2024 May;137.0;21364.0;43764.0;136.0;21247.0;43527.0
1887;4 star accommodations;Amsterdam;2024 June;137.0;21364.0;43764.0;136.0;21247.0;43527.0
1888;4 star accommodations;Amsterdam;2024 July;137.0;21364.0;43764.0;136.0;21247.0;43527.0
1889;4 star accommodations;Amsterdam;2024 August;137.0;21364.0;43764.0;136.0;21247.0;43527.0
1890;4 star accommodations;Amsterdam;2024 September;137.0;21364.0;43764.0;137.0;21364.0;43764.0
1891;4 star accommodations;Amsterdam;2024 October;137.0;21364.0;43764.0;137.0;21364.0;43764.0
1892;4 star accommodations;Amsterdam;2024 November;137.0;21364.0;43764.0;137.0;21364.0;43764.0
1893;4 star accommodations;Amsterdam;2024 December;137.0;21364.0;43764.0;137.0;21364.0;43764.0
1894;4 star accommodations;Amsterdam;2025 January;141.0;21619.0;44960.0;141.0;21619.0;44960.0
1895;4 star accommodations;Amsterdam;2025 February;141.0;21619.0;44960.0;141.0;21619.0;44960.0
1896;5 star accommodations;Nederland;2012 January;;;;;;
1897;5 star accommodations;Nederland;2012 February;;;;;;
1898;5 star accommodations;Nederland;2012 March;;;;;;
1899;5 star accommodations;Nederland;2012 April;;;;;;
1900;5 star accommodations;Nederland;2012 May;;;;;;
1901;5 star accommodations;Nederland;2012 June;;;;;;
1902;5 star accommodations;Nederland;2012 July;;;;;;
1903;5 star accommodations;Nederland;2012 August;;;;;;
1904;5 star accommodations;Nederland;2012 September;;;;;;
1905;5 star accommodations;Nederland;2012 October;;;;;;
1906;5 star accommodations;Nederland;2012 November;;;;;;
1907;5 star accommodations;Nederland;2012 December;;;;;;
1908;5 star accommodations;Nederland;2013 January;;;;;;
1909;5 star accommodations;Nederland;2013 February;;;;;;
1910;5 star accommodations;Nederland;2013 March;;;;;;
1911;5 star accommodations;Nederland;2013 April;;;;;;
1912;5 star accommodations;Nederland;2013 May;;;;;;
1913;5 star accommodations;Nederland;2013 June;;;;;;
1914;5 star accommodations;Nederland;2013 July;;;;;;
1915;5 star accommodations;Nederland;2013 August;;;;;;
1916;5 star accommodations;Nederland;2013 September;;;;;;
1917;5 star accommodations;Nederland;2013 October;;;;;;
1918;5 star accommodations;Nederland;2013 November;;;;;;
1919;5 star accommodations;Nederland;2013 December;;;;;;
1920;5 star accommodations;Nederland;2014 January;;;;;;
1921;5 star accommodations;Nederland;2014 February;;;;;;
1922;5 star accommodations;Nederland;2014 March;;;;;;
1923;5 star accommodations;Nederland;2014 April;;;;;;
1924;5 star accommodations;Nederland;2014 May;;;;;;
1925;5 star accommodations;Nederland;2014 June;;;;;;
1926;5 star accommodations;Nederland;2014 July;;;;;;
1927;5 star accommodations;Nederland;2014 August;;;;;;
1928;5 star accommodations;Nederland;2014 September;;;;;;
1929;5 star accommodations;Nederland;2014 October;;;;;;
1930;5 star accommodations;Nederland;2014 November;;;;;;
1931;5 star accommodations;Nederland;2014 December;;;;;;
1932;5 star accommodations;Nederland;2015 January;;;;;;
1933;5 star accommodations;Nederland;2015 February;;;;;;
1934;5 star accommodations;Nederland;2015 March;;;;;;
1935;5 star accommodations;Nederland;2015 April;;;;;;
1936;5 star accommodations;Nederland;2015 May;;;;;;
1937;5 star accommodations;Nederland;2015 June;;;;;;
1938;5 star accommodations;Nederland;2015 July;;;;;;
1939;5 star accommodations;Nederland;2015 August;;;;;;
1940;5 star accommodations;Nederland;2015 September;;;;;;
1941;5 star accommodations;Nederland;2015 October;;;;;;
1942;5 star accommodations;Nederland;2015 November;;;;;;
1943;5 star accommodations;Nederland;2015 December;;;;;;
1944;5 star accommodations;Nederland;2016 January;;;;;;
1945;5 star accommodations;Nederland;2016 February;;;;;;
1946;5 star accommodations;Nederland;2016 March;;;;;;
1947;5 star accommodations;Nederland;2016 April;;;;;;
1948;5 star accommodations;Nederland;2016 May;;;;;;
1949;5 star accommodations;Nederland;2016 June;;;;;;
1950;5 star accommodations;Nederland;2016 July;;;;;;
1951;5 star accommodations;Nederland;2016 August;;;;;;
1952;5 star accommodations;Nederland;2016 September;;;;;;
1953;5 star accommodations;Nederland;2016 October;;;;;;
1954;5 star accommodations;Nederland;2016 November;;;;;;
1955;5 star accommodations;Nederland;2016 December;;;;;;
1956;5 star accommodations;Nederland;2017 January;91.0;7067.0;14687.0;86.0;7049.0;14646.0
1957;5 star accommodations;Nederland;2017 February;91.0;7067.0;14687.0;88.0;7056.0;14661.0
1958;5 star accommodations;Nederland;2017 March;91.0;7067.0;14687.0;90.0;7064.0;14682.0
1959;5 star accommodations;Nederland;2017 April;91.0;7067.0;14687.0;91.0;7067.0;14687.0
1960;5 star accommodations;Nederland;2017 May;91.0;7067.0;14687.0;91.0;7067.0;14687.0
1961;5 star accommodations;Nederland;2017 June;91.0;7067.0;14687.0;91.0;7067.0;14687.0
1962;5 star accommodations;Nederland;2017 July;91.0;7067.0;14687.0;90.0;7062.0;14676.0
1963;5 star accommodations;Nederland;2017 August;91.0;7067.0;14687.0;90.0;7058.0;14662.0
1964;5 star accommodations;Nederland;2017 September;91.0;7067.0;14687.0;91.0;7067.0;14687.0
1965;5 star accommodations;Nederland;2017 October;91.0;7067.0;14687.0;90.0;7064.0;14682.0
1966;5 star accommodations;Nederland;2017 November;91.0;7067.0;14687.0;88.0;7058.0;14667.0
1967;5 star accommodations;Nederland;2017 December;91.0;7067.0;14687.0;88.0;7057.0;14663.0
1968;5 star accommodations;Nederland;2018 January;98.0;7474.0;15583.0;88.0;7288.0;15184.0
1969;5 star accommodations;Nederland;2018 February;98.0;7474.0;15583.0;94.0;7460.0;15549.0
1970;5 star accommodations;Nederland;2018 March;98.0;7474.0;15583.0;97.0;7471.0;15578.0
1971;5 star accommodations;Nederland;2018 April;98.0;7474.0;15583.0;98.0;7474.0;15583.0
1972;5 star accommodations;Nederland;2018 May;98.0;7474.0;15583.0;98.0;7474.0;15583.0
1973;5 star accommodations;Nederland;2018 June;98.0;7474.0;15583.0;98.0;7474.0;15583.0
1974;5 star accommodations;Nederland;2018 July;98.0;7474.0;15583.0;96.0;7460.0;15547.0
1975;5 star accommodations;Nederland;2018 August;98.0;7474.0;15583.0;96.0;7465.0;15562.0
1976;5 star accommodations;Nederland;2018 September;98.0;7474.0;15583.0;98.0;7474.0;15583.0
1977;5 star accommodations;Nederland;2018 October;98.0;7474.0;15583.0;97.0;7471.0;15578.0
1978;5 star accommodations;Nederland;2018 November;98.0;7474.0;15583.0;96.0;7468.0;15572.0
1979;5 star accommodations;Nederland;2018 December;98.0;7474.0;15583.0;92.0;7453.0;15533.0
1980;5 star accommodations;Nederland;2019 January;111.0;7814.0;16373.0;106.0;7797.0;16333.0
1981;5 star accommodations;Nederland;2019 February;111.0;7814.0;16373.0;105.0;7794.0;16324.0
1982;5 star accommodations;Nederland;2019 March;111.0;7814.0;16373.0;109.0;7807.0;16355.0
1983;5 star accommodations;Nederland;2019 April;111.0;7814.0;16373.0;111.0;7814.0;16373.0
1984;5 star accommodations;Nederland;2019 May;111.0;7814.0;16373.0;111.0;7814.0;16373.0
1985;5 star accommodations;Nederland;2019 June;111.0;7814.0;16373.0;111.0;7814.0;16373.0
1986;5 star accommodations;Nederland;2019 July;111.0;7814.0;16373.0;110.0;7811.0;16365.0
1987;5 star accommodations;Nederland;2019 August;111.0;7814.0;16373.0;109.0;7802.0;16340.0
1988;5 star accommodations;Nederland;2019 September;111.0;7814.0;16373.0;111.0;7814.0;16373.0
1989;5 star accommodations;Nederland;2019 October;111.0;7814.0;16373.0;110.0;7810.0;16365.0
1990;5 star accommodations;Nederland;2019 November;111.0;7814.0;16373.0;108.0;7803.0;16347.0
1991;5 star accommodations;Nederland;2019 December;111.0;7814.0;16373.0;108.0;7804.0;16348.0
1992;5 star accommodations;Nederland;2020 January;122.0;7769.0;16068.0;113.0;7740.0;15990.0
1993;5 star accommodations;Nederland;2020 February;122.0;7769.0;16068.0;115.0;7748.0;16014.0
1994;5 star accommodations;Nederland;2020 March;122.0;7769.0;16068.0;114.0;7744.0;16002.0
1995;5 star accommodations;Nederland;2020 April;122.0;7769.0;16068.0;90.0;5078.0;10572.0
1996;5 star accommodations;Nederland;2020 May;122.0;7769.0;16068.0;90.0;4829.0;10058.0
1997;5 star accommodations;Nederland;2020 June;122.0;7769.0;16068.0;111.0;7019.0;14416.0
1998;5 star accommodations;Nederland;2020 July;122.0;7769.0;16068.0;116.0;7605.0;15716.0
1999;5 star accommodations;Nederland;2020 August;122.0;7769.0;16068.0;121.0;7767.0;16062.0
2000;5 star accommodations;Nederland;2020 September;122.0;7769.0;16068.0;121.0;7767.0;16062.0
2001;5 star accommodations;Nederland;2020 October;122.0;7769.0;16068.0;118.0;7758.0;16037.0
2002;5 star accommodations;Nederland;2020 November;122.0;7769.0;16068.0;117.0;7753.0;16025.0
2003;5 star accommodations;Nederland;2020 December;122.0;7769.0;16068.0;117.0;7755.0;16027.0
2004;5 star accommodations;Nederland;2021 January;146.0;7739.0;15406.0;131.0;7684.0;15249.0
2005;5 star accommodations;Nederland;2021 February;146.0;7739.0;15406.0;136.0;7700.0;15292.0
2006;5 star accommodations;Nederland;2021 March;146.0;7739.0;15406.0;138.0;7705.0;15301.0
2007;5 star accommodations;Nederland;2021 April;146.0;7739.0;15406.0;140.0;7593.0;15083.0
2008;5 star accommodations;Nederland;2021 May;146.0;7739.0;15406.0;142.0;7598.0;15095.0
2009;5 star accommodations;Nederland;2021 June;146.0;7739.0;15406.0;144.0;7731.0;15364.0
2010;5 star accommodations;Nederland;2021 July;146.0;7739.0;15406.0;145.0;7733.0;15370.0
2011;5 star accommodations;Nederland;2021 August;146.0;7739.0;15406.0;145.0;7733.0;15370.0
2012;5 star accommodations;Nederland;2021 September;146.0;7739.0;15406.0;144.0;7730.0;15364.0
2013;5 star accommodations;Nederland;2021 October;146.0;7739.0;15406.0;142.0;7725.0;15351.0
2014;5 star accommodations;Nederland;2021 November;146.0;7739.0;15406.0;137.0;7702.0;15299.0
2015;5 star accommodations;Nederland;2021 December;146.0;7739.0;15406.0;134.0;7689.0;15265.0
2016;5 star accommodations;Nederland;2022 January;167.0;7815.0;15649.0;151.0;7754.0;15509.0
2017;5 star accommodations;Nederland;2022 February;167.0;7815.0;15649.0;156.0;7781.0;15555.0
2018;5 star accommodations;Nederland;2022 March;167.0;7815.0;15649.0;160.0;7795.0;15597.0
2019;5 star accommodations;Nederland;2022 April;167.0;7815.0;15649.0;163.0;7803.0;15617.0
2020;5 star accommodations;Nederland;2022 May;167.0;7815.0;15649.0;165.0;7809.0;15635.0
2021;5 star accommodations;Nederland;2022 June;167.0;7815.0;15649.0;163.0;7803.0;15621.0
2022;5 star accommodations;Nederland;2022 July;167.0;7815.0;15649.0;164.0;7807.0;15626.0
2023;5 star accommodations;Nederland;2022 August;167.0;7815.0;15649.0;164.0;7807.0;15626.0
2024;5 star accommodations;Nederland;2022 September;167.0;7815.0;15649.0;164.0;7807.0;15629.0
2025;5 star accommodations;Nederland;2022 October;167.0;7815.0;15649.0;162.0;7800.0;15611.0
2026;5 star accommodations;Nederland;2022 November;167.0;7815.0;15649.0;157.0;7788.0;15578.0
2027;5 star accommodations;Nederland;2022 December;167.0;7815.0;15649.0;154.0;7781.0;15552.0
2028;5 star accommodations;Nederland;2023 January;163.0;9817.0;19913.0;151.0;9767.0;19803.0
2029;5 star accommodations;Nederland;2023 February;163.0;9817.0;19913.0;152.0;9771.0;19811.0
2030;5 star accommodations;Nederland;2023 March;163.0;9817.0;19913.0;154.0;9782.0;19833.0
2031;5 star accommodations;Nederland;2023 April;163.0;9817.0;19913.0;162.0;9815.0;19907.0
2032;5 star accommodations;Nederland;2023 May;163.0;9817.0;19913.0;162.0;9815.0;19907.0
2033;5 star accommodations;Nederland;2023 June;163.0;9817.0;19913.0;162.0;9815.0;19907.0
2034;5 star accommodations;Nederland;2023 July;163.0;9817.0;19913.0;162.0;9808.0;19889.0
2035;5 star accommodations;Nederland;2023 August;163.0;9817.0;19913.0;162.0;9815.0;19907.0
2036;5 star accommodations;Nederland;2023 September;163.0;9817.0;19913.0;161.0;9813.0;19901.0
2037;5 star accommodations;Nederland;2023 October;163.0;9817.0;19913.0;158.0;9801.0;19871.0
2038;5 star accommodations;Nederland;2023 November;163.0;9817.0;19913.0;153.0;9777.0;19818.0
2039;5 star accommodations;Nederland;2023 December;163.0;9817.0;19913.0;152.0;9776.0;19816.0
2040;5 star accommodations;Nederland;2024 January;170.0;9091.0;18392.0;149.0;8866.0;18021.0
2041;5 star accommodations;Nederland;2024 February;170.0;9091.0;18392.0;150.0;8886.0;18061.0
2042;5 star accommodations;Nederland;2024 March;170.0;9091.0;18392.0;157.0;8910.0;18113.0
2043;5 star accommodations;Nederland;2024 April;170.0;9091.0;18392.0;168.0;8952.0;18220.0
2044;5 star accommodations;Nederland;2024 May;170.0;9091.0;18392.0;169.0;8958.0;18232.0
2045;5 star accommodations;Nederland;2024 June;170.0;9091.0;18392.0;168.0;8956.0;18226.0
2046;5 star accommodations;Nederland;2024 July;170.0;9091.0;18392.0;168.0;8952.0;18217.0
2047;5 star accommodations;Nederland;2024 August;170.0;9091.0;18392.0;167.0;8949.0;18208.0
2048;5 star accommodations;Nederland;2024 September;170.0;9091.0;18392.0;167.0;9081.0;18370.0
2049;5 star accommodations;Nederland;2024 October;170.0;9091.0;18392.0;164.0;9068.0;18339.0
2050;5 star accommodations;Nederland;2024 November;170.0;9091.0;18392.0;157.0;9043.0;18282.0
2051;5 star accommodations;Nederland;2024 December;170.0;9091.0;18392.0;156.0;9022.0;18241.0
2052;5 star accommodations;Nederland;2025 January;171.0;9496.0;20097.0;146.0;9256.0;19698.0
2053;5 star accommodations;Nederland;2025 February;171.0;9496.0;20097.0;149.0;9286.0;19760.0
