ID;EnergyCommodities;SectorBranchesSIC2008;Periods;TotalEnergyConsumption_1;FinalEnergyConsumption_2;NonEnergyUse_3;NetEnergyTransformation_4;EnergyTransformationInput_5;EnergyTransformationOutput_6;TotalEnergyConsumption_7;IndigenousProduction_8;SupplyOfEnergy_9;DeliveryOfEnergy_10;StockChange_11
8616;Fuel oil;Q Health and social work activities;2011;0.0;0.0;;;;;0.0;;0.0;;0.0
8617;Fuel oil;Q Health and social work activities;2012;0.0;0.0;;0.0;0.0;;0.0;;;;0.0
8618;Fuel oil;Q Health and social work activities;2013;0.0;0.0;;;;;0.0;;0.0;;0.0
8619;Fuel oil;Q Health and social work activities;2014;0.0;0.0;;;;;0.0;;;;0.0
8620;Fuel oil;Q Health and social work activities;2015;;;;;;;;;;;
8621;Fuel oil;Q Health and social work activities;2016;;;;;;;;;;;
8622;Fuel oil;R Culture, sports and recreation;2011;;;;;;;;;;;
8623;Fuel oil;R Culture, sports and recreation;2012;;;;;;;;;;;
8624;Fuel oil;R Culture, sports and recreation;2013;;;;;;;;;;;
8625;Fuel oil;R Culture, sports and recreation;2014;;;;;;;;;;;
8626;Fuel oil;R Culture, sports and recreation;2015;;;;;;;;;;;
8627;Fuel oil;R Culture, sports and recreation;2016;;;;;;;;;;;
8628;Fuel oil;S Other service activities;2011;;;;;;;;;;;
8629;Fuel oil;S Other service activities;2012;;;;;;;;;;;
8630;Fuel oil;S Other service activities;2013;;;;;;;;;;;
8631;Fuel oil;S Other service activities;2014;;;;;;;;;;;
8632;Fuel oil;S Other service activities;2015;;;;;;;;;;;
8633;Fuel oil;S Other service activities;2016;;;;;;;;;;;
8634;Fuel oil;T Activities of households;2011;;;;;;;;;;;
8635;Fuel oil;T Activities of households;2012;;;;;;;;;;;
8636;Fuel oil;T Activities of households;2013;;;;;;;;;;;
8637;Fuel oil;T Activities of households;2014;;;;;;;;;;;
8638;Fuel oil;T Activities of households;2015;;;;;;;;;;;
8639;Fuel oil;T Activities of households;2016;;;;;;;;;;;
8640;Fuel oil;U Extraterritorial organisations;2011;;;;;;;;;;;
8641;Fuel oil;U Extraterritorial organisations;2012;;;;;;;;;;;
8642;Fuel oil;U Extraterritorial organisations;2013;;;;;;;;;;;
8643;Fuel oil;U Extraterritorial organisations;2014;;;;;;;;;;;
8644;Fuel oil;U Extraterritorial organisations;2015;;;;;;;;;;;
8645;Fuel oil;U Extraterritorial organisations;2016;;;;;;;;;;;
8646;Fuel oil;Services unknown;2011;;;;;;;;;;;
8647;Fuel oil;Services unknown;2012;;;;;;;;;;;
8648;Fuel oil;Services unknown;2013;;;;;;;;;;;
8649;Fuel oil;Services unknown;2014;;;;;;;;;;;
8650;Fuel oil;Services unknown;2015;;;;;;;;;;;
8651;Fuel oil;Services unknown;2016;;;;;;;;;;;
8652;Other petroleum products;A-U All economic activities;2011;-33.3;9.3;49.6;-92.2;49.4;141.6;-33.3;;311.7;340.0;-5.0
8653;Other petroleum products;A-U All economic activities;2012;-21.9;10.2;40.1;-72.1;62.1;134.2;-21.9;;320.3;343.3;1.1
8654;Other petroleum products;A-U All economic activities;2013;-10.9;8.7;42.0;-61.6;72.3;133.9;-10.9;;320.4;335.5;4.2
8655;Other petroleum products;A-U All economic activities;2014;0.2;10.0;51.6;-61.4;79.8;141.2;0.2;;331.0;327.1;-3.7
8656;Other petroleum products;A-U All economic activities;2015;39.2;10.7;44.5;-16.1;126.1;142.2;39.2;;444.1;399.7;-5.3
8657;Other petroleum products;A-U All economic activities;2016;35.2;10.8;41.6;-17.1;169.9;187.0;35.2;;555.7;512.2;-8.3
8658;Other petroleum products;A Agriculture, forestry and fishing;2011;;;;;;;;;;;
8659;Other petroleum products;A Agriculture, forestry and fishing;2012;;;;;;;;;;;
8660;Other petroleum products;A Agriculture, forestry and fishing;2013;;;;;;;;;;;
8661;Other petroleum products;A Agriculture, forestry and fishing;2014;;;;;;;;;;;
8662;Other petroleum products;A Agriculture, forestry and fishing;2015;;;;;;;;;;;
8663;Other petroleum products;A Agriculture, forestry and fishing;2016;;;;;;;;;;;
8664;Other petroleum products;01 Agriculture;2011;;;;;;;;;;;
8665;Other petroleum products;01 Agriculture;2012;;;;;;;;;;;
8666;Other petroleum products;01 Agriculture;2013;;;;;;;;;;;
8667;Other petroleum products;01 Agriculture;2014;;;;;;;;;;;
8668;Other petroleum products;01 Agriculture;2015;;;;;;;;;;;
8669;Other petroleum products;01 Agriculture;2016;;;;;;;;;;;
8670;Other petroleum products;02 Forestry and logging;2011;;;;;;;;;;;
8671;Other petroleum products;02 Forestry and logging;2012;;;;;;;;;;;
8672;Other petroleum products;02 Forestry and logging;2013;;;;;;;;;;;
8673;Other petroleum products;02 Forestry and logging;2014;;;;;;;;;;;
8674;Other petroleum products;02 Forestry and logging;2015;;;;;;;;;;;
8675;Other petroleum products;02 Forestry and logging;2016;;;;;;;;;;;
8676;Other petroleum products;03 Fishing and aquaculture;2011;;;;;;;;;;;
8677;Other petroleum products;03 Fishing and aquaculture;2012;;;;;;;;;;;
8678;Other petroleum products;03 Fishing and aquaculture;2013;;;;;;;;;;;
8679;Other petroleum products;03 Fishing and aquaculture;2014;;;;;;;;;;;
8680;Other petroleum products;03 Fishing and aquaculture;2015;;;;;;;;;;;
8681;Other petroleum products;03 Fishing and aquaculture;2016;;;;;;;;;;;
8682;Other petroleum products;B-E Industry (no construction), energy;2011;-70.0;9.3;38.8;-118.1;20.2;138.3;-70.0;;102.1;171.2;-0.9
8683;Other petroleum products;B-E Industry (no construction), energy;2012;-72.8;10.2;29.8;-112.8;17.3;130.1;-72.8;;88.4;161.8;0.6
8684;Other petroleum products;B-E Industry (no construction), energy;2013;-76.4;8.7;31.3;-116.4;14.9;131.3;-76.4;;91.1;168.4;0.9
8685;Other petroleum products;B-E Industry (no construction), energy;2014;-67.6;10.0;41.2;-118.7;21.5;140.2;-67.6;;95.5;161.4;-1.7
8686;Other petroleum products;B-E Industry (no construction), energy;2015;-60.8;10.7;35.0;-106.5;26.9;133.5;-60.8;;112.9;175.4;1.7
8687;Other petroleum products;B-E Industry (no construction), energy;2016;-74.9;10.8;33.4;-119.1;27.7;146.8;-74.9;;148.7;217.7;-5.9
8688;Other petroleum products;B Mining and quarrying ;2011;;;;;;;;;;;
8689;Other petroleum products;B Mining and quarrying ;2012;;;;;;;;;;;
8690;Other petroleum products;B Mining and quarrying ;2013;;;;;;;;;;;
8691;Other petroleum products;B Mining and quarrying ;2014;;;;;;;;;;;
8692;Other petroleum products;B Mining and quarrying ;2015;;;;;;;;;;;
8693;Other petroleum products;B Mining and quarrying ;2016;;;;;;;;;;;
8694;Other petroleum products;06 Extraction of crude petroleum and gas;2011;;;;;;;;;;;
8695;Other petroleum products;06 Extraction of crude petroleum and gas;2012;;;;;;;;;;;
8696;Other petroleum products;06 Extraction of crude petroleum and gas;2013;;;;;;;;;;;
8697;Other petroleum products;06 Extraction of crude petroleum and gas;2014;;;;;;;;;;;
8698;Other petroleum products;06 Extraction of crude petroleum and gas;2015;;;;;;;;;;;
8699;Other petroleum products;06 Extraction of crude petroleum and gas;2016;;;;;;;;;;;
8700;Other petroleum products;08 Mining and quarrying (no oil and gas);2011;;;;;;;;;;;
8701;Other petroleum products;08 Mining and quarrying (no oil and gas);2012;;;;;;;;;;;
8702;Other petroleum products;08 Mining and quarrying (no oil and gas);2013;;;;;;;;;;;
8703;Other petroleum products;08 Mining and quarrying (no oil and gas);2014;;;;;;;;;;;
8704;Other petroleum products;08 Mining and quarrying (no oil and gas);2015;;;;;;;;;;;
8705;Other petroleum products;08 Mining and quarrying (no oil and gas);2016;;;;;;;;;;;
8706;Other petroleum products;09 Mining support activities;2011;;;;;;;;;;;
8707;Other petroleum products;09 Mining support activities;2012;;;;;;;;;;;
8708;Other petroleum products;09 Mining support activities;2013;;;;;;;;;;;
8709;Other petroleum products;09 Mining support activities;2014;;;;;;;;;;;
8710;Other petroleum products;09 Mining support activities;2015;;;;;;;;;;;
8711;Other petroleum products;09 Mining support activities;2016;;;;;;;;;;;
8712;Other petroleum products;C Manufacturing;2011;-70.0;9.3;38.8;-118.2;20.1;138.3;-70.0;;102.1;171.2;-0.9
8713;Other petroleum products;C Manufacturing;2012;-72.8;10.2;29.8;-112.8;17.3;130.1;-72.8;;88.4;161.8;0.6
8714;Other petroleum products;C Manufacturing;2013;-76.4;8.7;31.3;-116.4;14.9;131.3;-76.4;;91.1;168.4;0.9
8715;Other petroleum products;C Manufacturing;2014;-67.6;10.0;41.2;-118.7;21.5;140.2;-67.6;;95.5;161.4;-1.7
8716;Other petroleum products;C Manufacturing;2015;-60.8;10.7;35.0;-106.5;26.9;133.5;-60.8;;112.9;175.4;1.7
8717;Other petroleum products;C Manufacturing;2016;-74.9;10.8;33.4;-119.1;27.7;146.8;-74.9;;148.7;217.7;-5.9
8718;Other petroleum products;10-12 Manufacture of food and beverages;2011;;;;;;;;;;;
8719;Other petroleum products;10-12 Manufacture of food and beverages;2012;;;;;;;;;;;
8720;Other petroleum products;10-12 Manufacture of food and beverages;2013;;;;;;;;;;;
8721;Other petroleum products;10-12 Manufacture of food and beverages;2014;;;;;;;;;;;
8722;Other petroleum products;10-12 Manufacture of food and beverages;2015;;;;;;;;;;;
8723;Other petroleum products;10-12 Manufacture of food and beverages;2016;;;;;;;;;;;
8724;Other petroleum products;10 Manufacture of food products;2011;;;;;;;;;;;
8725;Other petroleum products;10 Manufacture of food products;2012;;;;;;;;;;;
8726;Other petroleum products;10 Manufacture of food products;2013;;;;;;;;;;;
8727;Other petroleum products;10 Manufacture of food products;2014;;;;;;;;;;;
8728;Other petroleum products;10 Manufacture of food products;2015;;;;;;;;;;;
8729;Other petroleum products;10 Manufacture of food products;2016;;;;;;;;;;;
8730;Other petroleum products;101 Slaughtering, processing of meat;2011;;;;;;;;;;;
8731;Other petroleum products;101 Slaughtering, processing of meat;2012;;;;;;;;;;;
8732;Other petroleum products;101 Slaughtering, processing of meat;2013;;;;;;;;;;;
8733;Other petroleum products;101 Slaughtering, processing of meat;2014;;;;;;;;;;;
8734;Other petroleum products;101 Slaughtering, processing of meat;2015;;;;;;;;;;;
8735;Other petroleum products;101 Slaughtering, processing of meat;2016;;;;;;;;;;;
8736;Other petroleum products;102 Processing of fish;2011;;;;;;;;;;;
8737;Other petroleum products;102 Processing of fish;2012;;;;;;;;;;;
8738;Other petroleum products;102 Processing of fish;2013;;;;;;;;;;;
8739;Other petroleum products;102 Processing of fish;2014;;;;;;;;;;;
8740;Other petroleum products;102 Processing of fish;2015;;;;;;;;;;;
8741;Other petroleum products;102 Processing of fish;2016;;;;;;;;;;;
8742;Other petroleum products;103  Processing of vegetables and fruit;2011;;;;;;;;;;;
8743;Other petroleum products;103  Processing of vegetables and fruit;2012;;;;;;;;;;;
8744;Other petroleum products;103  Processing of vegetables and fruit;2013;;;;;;;;;;;
8745;Other petroleum products;103  Processing of vegetables and fruit;2014;;;;;;;;;;;
8746;Other petroleum products;103  Processing of vegetables and fruit;2015;;;;;;;;;;;
8747;Other petroleum products;103  Processing of vegetables and fruit;2016;;;;;;;;;;;
8748;Other petroleum products;104 Manufacture of edible oils and fats;2011;;;;;;;;;;;
8749;Other petroleum products;104 Manufacture of edible oils and fats;2012;;;;;;;;;;;
8750;Other petroleum products;104 Manufacture of edible oils and fats;2013;;;;;;;;;;;
8751;Other petroleum products;104 Manufacture of edible oils and fats;2014;;;;;;;;;;;
8752;Other petroleum products;104 Manufacture of edible oils and fats;2015;;;;;;;;;;;
8753;Other petroleum products;104 Manufacture of edible oils and fats;2016;;;;;;;;;;;
8754;Other petroleum products;105 Manufacture of dairy products;2011;;;;;;;;;;;
8755;Other petroleum products;105 Manufacture of dairy products;2012;;;;;;;;;;;
8756;Other petroleum products;105 Manufacture of dairy products;2013;;;;;;;;;;;
8757;Other petroleum products;105 Manufacture of dairy products;2014;;;;;;;;;;;
8758;Other petroleum products;105 Manufacture of dairy products;2015;;;;;;;;;;;
8759;Other petroleum products;105 Manufacture of dairy products;2016;;;;;;;;;;;
8760;Other petroleum products;106 Grain milling and starch products;2011;;;;;;;;;;;
8761;Other petroleum products;106 Grain milling and starch products;2012;;;;;;;;;;;
8762;Other petroleum products;106 Grain milling and starch products;2013;;;;;;;;;;;
8763;Other petroleum products;106 Grain milling and starch products;2014;;;;;;;;;;;
8764;Other petroleum products;106 Grain milling and starch products;2015;;;;;;;;;;;
8765;Other petroleum products;106 Grain milling and starch products;2016;;;;;;;;;;;
8766;Other petroleum products;107 Manufacture of bakery products;2011;;;;;;;;;;;
8767;Other petroleum products;107 Manufacture of bakery products;2012;;;;;;;;;;;
8768;Other petroleum products;107 Manufacture of bakery products;2013;;;;;;;;;;;
8769;Other petroleum products;107 Manufacture of bakery products;2014;;;;;;;;;;;
8770;Other petroleum products;107 Manufacture of bakery products;2015;;;;;;;;;;;
8771;Other petroleum products;107 Manufacture of bakery products;2016;;;;;;;;;;;
8772;Other petroleum products;108 Manufacture of other food;2011;;;;;;;;;;;
8773;Other petroleum products;108 Manufacture of other food;2012;;;;;;;;;;;
8774;Other petroleum products;108 Manufacture of other food;2013;;;;;;;;;;;
8775;Other petroleum products;108 Manufacture of other food;2014;;;;;;;;;;;
8776;Other petroleum products;108 Manufacture of other food;2015;;;;;;;;;;;
8777;Other petroleum products;108 Manufacture of other food;2016;;;;;;;;;;;
8778;Other petroleum products;109 Manufacture of animal foods;2011;;;;;;;;;;;
8779;Other petroleum products;109 Manufacture of animal foods;2012;;;;;;;;;;;
8780;Other petroleum products;109 Manufacture of animal foods;2013;;;;;;;;;;;
8781;Other petroleum products;109 Manufacture of animal foods;2014;;;;;;;;;;;
8782;Other petroleum products;109 Manufacture of animal foods;2015;;;;;;;;;;;
8783;Other petroleum products;109 Manufacture of animal foods;2016;;;;;;;;;;;
8784;Other petroleum products;11 Manufacture of beverages;2011;;;;;;;;;;;
8785;Other petroleum products;11 Manufacture of beverages;2012;;;;;;;;;;;
8786;Other petroleum products;11 Manufacture of beverages;2013;;;;;;;;;;;
8787;Other petroleum products;11 Manufacture of beverages;2014;;;;;;;;;;;
8788;Other petroleum products;11 Manufacture of beverages;2015;;;;;;;;;;;
8789;Other petroleum products;11 Manufacture of beverages;2016;;;;;;;;;;;
8790;Other petroleum products;12 Manufacture of tobacco products;2011;;;;;;;;;;;
8791;Other petroleum products;12 Manufacture of tobacco products;2012;;;;;;;;;;;
8792;Other petroleum products;12 Manufacture of tobacco products;2013;;;;;;;;;;;
8793;Other petroleum products;12 Manufacture of tobacco products;2014;;;;;;;;;;;
8794;Other petroleum products;12 Manufacture of tobacco products;2015;;;;;;;;;;;
8795;Other petroleum products;12 Manufacture of tobacco products;2016;;;;;;;;;;;
8796;Other petroleum products;13-15 Man. of textile-, leatherproducts;2011;;;;;;;;;;;
8797;Other petroleum products;13-15 Man. of textile-, leatherproducts;2012;;;;;;;;;;;
8798;Other petroleum products;13-15 Man. of textile-, leatherproducts;2013;;;;;;;;;;;
8799;Other petroleum products;13-15 Man. of textile-, leatherproducts;2014;;;;;;;;;;;
8800;Other petroleum products;13-15 Man. of textile-, leatherproducts;2015;;;;;;;;;;;
8801;Other petroleum products;13-15 Man. of textile-, leatherproducts;2016;;;;;;;;;;;
8802;Other petroleum products;13 Manufacture of textiles;2011;;;;;;;;;;;
8803;Other petroleum products;13 Manufacture of textiles;2012;;;;;;;;;;;
8804;Other petroleum products;13 Manufacture of textiles;2013;;;;;;;;;;;
8805;Other petroleum products;13 Manufacture of textiles;2014;;;;;;;;;;;
8806;Other petroleum products;13 Manufacture of textiles;2015;;;;;;;;;;;
8807;Other petroleum products;13 Manufacture of textiles;2016;;;;;;;;;;;
8808;Other petroleum products;14 Manufacture of wearing apparel;2011;;;;;;;;;;;
8809;Other petroleum products;14 Manufacture of wearing apparel;2012;;;;;;;;;;;
8810;Other petroleum products;14 Manufacture of wearing apparel;2013;;;;;;;;;;;
8811;Other petroleum products;14 Manufacture of wearing apparel;2014;;;;;;;;;;;
8812;Other petroleum products;14 Manufacture of wearing apparel;2015;;;;;;;;;;;
8813;Other petroleum products;14 Manufacture of wearing apparel;2016;;;;;;;;;;;
8814;Other petroleum products;15 Manufacture of leather and footwear;2011;;;;;;;;;;;
8815;Other petroleum products;15 Manufacture of leather and footwear;2012;;;;;;;;;;;
8816;Other petroleum products;15 Manufacture of leather and footwear;2013;;;;;;;;;;;
8817;Other petroleum products;15 Manufacture of leather and footwear;2014;;;;;;;;;;;
8818;Other petroleum products;15 Manufacture of leather and footwear;2015;;;;;;;;;;;
8819;Other petroleum products;15 Manufacture of leather and footwear;2016;;;;;;;;;;;
8820;Other petroleum products;16+23 Man of wooden and buildingmaterial;2011;;;;;;;;;;;
8821;Other petroleum products;16+23 Man of wooden and buildingmaterial;2012;;;;;;;;;;;
8822;Other petroleum products;16+23 Man of wooden and buildingmaterial;2013;;;;;;;;;;;
8823;Other petroleum products;16+23 Man of wooden and buildingmaterial;2014;;;;;;;;;;;
8824;Other petroleum products;16+23 Man of wooden and buildingmaterial;2015;;;;;;;;;;;
8825;Other petroleum products;16+23 Man of wooden and buildingmaterial;2016;;;;;;;;;;;
8826;Other petroleum products;16 Manufacture of wood products;2011;;;;;;;;;;;
8827;Other petroleum products;16 Manufacture of wood products;2012;;;;;;;;;;;
8828;Other petroleum products;16 Manufacture of wood products;2013;;;;;;;;;;;
8829;Other petroleum products;16 Manufacture of wood products;2014;;;;;;;;;;;
8830;Other petroleum products;16 Manufacture of wood products;2015;;;;;;;;;;;
8831;Other petroleum products;16 Manufacture of wood products;2016;;;;;;;;;;;
8832;Other petroleum products;17-18 Manufacture of paper and printing;2011;1.9;;1.9;;;;1.9;;1.9;;
8833;Other petroleum products;17-18 Manufacture of paper and printing;2012;1.3;;1.3;;;;1.3;;1.3;;
8834;Other petroleum products;17-18 Manufacture of paper and printing;2013;1.4;;1.4;;;;1.4;;1.4;;
8835;Other petroleum products;17-18 Manufacture of paper and printing;2014;1.5;;1.5;;;;1.5;;1.5;;
8836;Other petroleum products;17-18 Manufacture of paper and printing;2015;1.7;;1.7;;;;1.7;;1.7;;
8837;Other petroleum products;17-18 Manufacture of paper and printing;2016;0.7;;0.7;;;;0.7;;0.7;;
8838;Other petroleum products;17 Manufacture of paper ;2011;1.9;;1.9;;;;1.9;;1.9;;
8839;Other petroleum products;17 Manufacture of paper ;2012;1.3;;1.3;;;;1.3;;1.3;;
8840;Other petroleum products;17 Manufacture of paper ;2013;1.4;;1.4;;;;1.4;;1.4;;
8841;Other petroleum products;17 Manufacture of paper ;2014;1.5;;1.5;;;;1.5;;1.5;;
8842;Other petroleum products;17 Manufacture of paper ;2015;1.7;;1.7;;;;1.7;;1.7;;
8843;Other petroleum products;17 Manufacture of paper ;2016;0.7;;0.7;;;;0.7;;0.7;;
8844;Other petroleum products;18 Printing and reproduction;2011;;;;;;;;;;;
8845;Other petroleum products;18 Printing and reproduction;2012;;;;;;;;;;;
8846;Other petroleum products;18 Printing and reproduction;2013;;;;;;;;;;;
8847;Other petroleum products;18 Printing and reproduction;2014;;;;;;;;;;;
8848;Other petroleum products;18 Printing and reproduction;2015;;;;;;;;;;;
8849;Other petroleum products;18 Printing and reproduction;2016;;;;;;;;;;;
8850;Other petroleum products;19-22 Refineries and chemistry;2011;-85.3;9.3;23.6;-118.2;20.1;138.3;-85.3;;86.9;171.2;-1.0
8851;Other petroleum products;19-22 Refineries and chemistry;2012;-84.9;10.2;17.8;-112.8;17.3;130.1;-84.9;;76.3;161.8;0.6
8852;Other petroleum products;19-22 Refineries and chemistry;2013;-88.3;8.7;19.4;-116.4;14.9;131.3;-88.3;;79.1;168.4;0.9
8853;Other petroleum products;19-22 Refineries and chemistry;2014;-89.3;10.0;19.5;-118.7;21.5;140.2;-89.3;;73.8;161.4;-1.7
8854;Other petroleum products;19-22 Refineries and chemistry;2015;-64.3;10.7;31.5;-106.5;26.9;133.5;-64.3;;109.3;175.4;1.7
8855;Other petroleum products;19-22 Refineries and chemistry;2016;-77.6;10.8;30.7;-119.1;27.7;146.8;-77.6;;146.0;217.7;-5.9
8856;Other petroleum products;19 Manufacture of coke and petroleum ;2011;-77.7;9.3;;-87.0;8.4;95.4;-77.7;;39.7;116.3;-1.2
8857;Other petroleum products;19 Manufacture of coke and petroleum ;2012;-73.1;10.2;;-83.3;6.7;89.9;-73.1;;35.5;109.2;0.6
8858;Other petroleum products;19 Manufacture of coke and petroleum ;2013;-77.8;8.7;;-86.6;5.8;92.3;-77.8;;36.5;115.0;0.7
8859;Other petroleum products;19 Manufacture of coke and petroleum ;2014;-81.8;10.3;;-92.1;10.3;102.4;-81.8;;32.9;113.4;-1.3
8860;Other petroleum products;19 Manufacture of coke and petroleum ;2015;-55.7;10.1;;-65.8;25.5;91.3;-55.7;;60.5;117.7;1.6
8861;Other petroleum products;19 Manufacture of coke and petroleum ;2016;-69.3;10.8;;-80.0;25.0;105.0;-69.3;;99.1;162.1;-6.2
8862;Other petroleum products;191 Manufacture of coke oven products;2011;;;;;;;;;;;
8863;Other petroleum products;191 Manufacture of coke oven products;2012;;;;;;;;;;;
8864;Other petroleum products;191 Manufacture of coke oven products;2013;;;;;;;;;;;
8865;Other petroleum products;191 Manufacture of coke oven products;2014;;;;;;;;;;;
8866;Other petroleum products;191 Manufacture of coke oven products;2015;;;;;;;;;;;
8867;Other petroleum products;191 Manufacture of coke oven products;2016;;;;;;;;;;;
8868;Other petroleum products;192 Manufacture of refined petroleum;2011;-77.7;9.3;;-87.0;8.4;95.4;-77.7;;39.7;116.3;-1.2
8869;Other petroleum products;192 Manufacture of refined petroleum;2012;-73.1;10.2;;-83.3;6.7;89.9;-73.1;;35.5;109.2;0.6
8870;Other petroleum products;192 Manufacture of refined petroleum;2013;-77.8;8.7;;-86.6;5.8;92.3;-77.8;;36.5;115.0;0.7
8871;Other petroleum products;192 Manufacture of refined petroleum;2014;-81.8;10.3;;-92.1;10.3;102.4;-81.8;;32.9;113.4;-1.3
8872;Other petroleum products;192 Manufacture of refined petroleum;2015;-55.7;10.1;;-65.8;25.5;91.3;-55.7;;60.5;117.7;1.6
8873;Other petroleum products;192 Manufacture of refined petroleum;2016;-69.3;10.8;;-80.0;25.0;105.0;-69.3;;99.1;162.1;-6.2
8874;Other petroleum products;20-21 Chemistry and pharmaceuticals;2011;-7.5;0.1;23.6;-31.2;11.7;42.9;-7.5;;47.2;54.9;0.1
8875;Other petroleum products;20-21 Chemistry and pharmaceuticals;2012;-11.8;;17.8;-29.5;10.6;40.2;-11.8;;40.9;52.7;0.0
8876;Other petroleum products;20-21 Chemistry and pharmaceuticals;2013;-10.5;;19.4;-29.9;9.1;39.0;-10.5;;42.7;53.4;0.2
8877;Other petroleum products;20-21 Chemistry and pharmaceuticals;2014;-7.5;-0.3;19.5;-26.6;11.2;37.8;-7.5;;40.9;48.0;-0.4
8878;Other petroleum products;20-21 Chemistry and pharmaceuticals;2015;-8.6;0.6;31.5;-40.8;1.4;42.2;-8.6;;48.8;57.6;0.2
8879;Other petroleum products;20-21 Chemistry and pharmaceuticals;2016;-8.4;0.0;30.7;-39.1;2.7;41.8;-8.4;;46.9;55.6;0.3
8880;Other petroleum products;20 Manufacture of chemicals;2011;-7.5;0.1;23.6;-31.2;11.7;42.9;-7.5;;47.2;54.9;0.1
8881;Other petroleum products;20 Manufacture of chemicals;2012;-11.8;;17.8;-29.5;10.6;40.2;-11.8;;40.9;52.7;0.0
8882;Other petroleum products;20 Manufacture of chemicals;2013;-10.5;;19.4;-29.9;9.1;39.0;-10.5;;42.7;53.4;0.2
8883;Other petroleum products;20 Manufacture of chemicals;2014;-7.5;-0.3;19.5;-26.6;11.2;37.8;-7.5;;40.9;48.0;-0.4
8884;Other petroleum products;20 Manufacture of chemicals;2015;-8.6;0.6;31.5;-40.8;1.4;42.2;-8.6;;48.8;57.6;0.2
8885;Other petroleum products;20 Manufacture of chemicals;2016;-8.4;0.0;30.7;-39.1;2.7;41.8;-8.4;;46.9;55.6;0.3
8886;Other petroleum products;201 Manufacture of basic chemicals;2011;-10.3;0.1;20.8;-31.1;11.6;42.7;-10.3;;41.7;52.0;0.0
8887;Other petroleum products;201 Manufacture of basic chemicals;2012;-13.7;;15.8;-29.5;9.6;39.0;-13.7;;34.9;48.7;0.2
8888;Other petroleum products;201 Manufacture of basic chemicals;2013;-12.5;;17.3;-29.8;8.2;38.0;-12.5;;36.6;49.2;0.2
8889;Other petroleum products;201 Manufacture of basic chemicals;2014;-9.6;-0.3;17.3;-26.6;10.3;36.8;-9.6;;34.8;44.0;-0.4
8890;Other petroleum products;201 Manufacture of basic chemicals;2015;-11.1;0.6;29.0;-40.7;0.1;40.8;-11.1;;41.7;53.2;0.5
8891;Other petroleum products;201 Manufacture of basic chemicals;2016;-10.0;0.0;29.0;-39.0;0.5;39.4;-10.0;;40.2;50.4;0.2
8892;Other petroleum products;2011 Manufacture of industrial gases;2011;;;;;;;;;;;
8893;Other petroleum products;2011 Manufacture of industrial gases;2012;;;;;;;;;;;
8894;Other petroleum products;2011 Manufacture of industrial gases;2013;;;;;;;;;;;
8895;Other petroleum products;2011 Manufacture of industrial gases;2014;;;;;;;;;;;
8896;Other petroleum products;2011 Manufacture of industrial gases;2015;;;;;;;;;;;
8897;Other petroleum products;2011 Manufacture of industrial gases;2016;;;;;;;;;;;
8898;Other petroleum products;2012 Manufacture of dyes and pigments;2011;0.9;;0.9;;;;0.9;;0.9;;
8899;Other petroleum products;2012 Manufacture of dyes and pigments;2012;0.7;;0.7;;;;0.7;;0.7;;
8900;Other petroleum products;2012 Manufacture of dyes and pigments;2013;;;;;;;;;;;
8901;Other petroleum products;2012 Manufacture of dyes and pigments;2014;;;;;;;;;;;
8902;Other petroleum products;2012 Manufacture of dyes and pigments;2015;;;;;;;;;;;
8903;Other petroleum products;2012 Manufacture of dyes and pigments;2016;;;;;;;;;;;
8904;Other petroleum products;2013 Manuf. other inorganic basic chemic;2011;10.1;;5.5;4.5;4.5;;10.1;;10.0;;0.1
8905;Other petroleum products;2013 Manuf. other inorganic basic chemic;2012;9.4;;5.4;4.0;4.0;;9.4;;9.3;;0.1
8906;Other petroleum products;2013 Manuf. other inorganic basic chemic;2013;8.6;;5.2;3.5;3.5;;8.6;;8.6;;0.0
8907;Other petroleum products;2013 Manuf. other inorganic basic chemic;2014;9.0;;6.2;2.8;2.8;;9.0;;9.0;;0.0
8908;Other petroleum products;2013 Manuf. other inorganic basic chemic;2015;26.4;0.0;26.4;0.0;0.0;;26.4;;26.3;;
8909;Other petroleum products;2013 Manuf. other inorganic basic chemic;2016;26.8;0.0;26.8;0.0;0.0;;26.8;;26.8;;
8910;Other petroleum products;2014 Manufacture organic basic chemicals;2011;-21.3;0.1;14.3;-35.7;7.0;42.7;-21.3;;30.8;52.0;-0.1
8911;Other petroleum products;2014 Manufacture organic basic chemicals;2012;-23.7;;9.8;-33.4;5.6;39.0;-23.7;;24.9;48.7;0.1
8912;Other petroleum products;2014 Manufacture organic basic chemicals;2013;-21.1;;12.1;-33.3;4.7;38.0;-21.1;;27.9;49.2;0.2
8913;Other petroleum products;2014 Manufacture organic basic chemicals;2014;-18.6;-0.3;11.1;-29.4;7.5;36.8;-18.6;;25.8;44.0;-0.4
8914;Other petroleum products;2014 Manufacture organic basic chemicals;2015;-37.4;;2.6;-40.7;0.1;40.8;-37.4;;15.3;53.2;0.5
8915;Other petroleum products;2014 Manufacture organic basic chemicals;2016;-36.8;;2.2;-39.0;0.5;39.4;-36.8;;13.4;50.4;0.2
8916;Other petroleum products;2015 Manufacture of fertilisers;2011;;;;;;;;;;;
8917;Other petroleum products;2015 Manufacture of fertilisers;2012;;;;;;;;;;;
