ID;WijkenEnGemeenten;BewoondeHuizen_1;OnbewoondeWoonhuizen_2;WoonhuizenInAanbouw_3;OverigeOnbewoondeGebouwen_4;PermanentAanwezig_5;TijdelijkAanwezig_6;PermanentAanwezig_7;TijdelijkAanwezig_8;Mannen_9;Vrouwen_10;TotaleBevolking_11;Mannen_12;Vrouwen_13;Pagina_14
268;B, Totaal;149;11;0;3;5;1;0;0;428;372;800;9;11;GR011
269;B, A, Dorp Ezinge, Huizen;44;2;0;0;0;0;0;0;138;116;254;1;2;GR011
270;B, B, Dorp Feerwerd, Huizen;61;6;0;2;0;0;0;0;138;134;272;5;2;GR011
271;B, B, Dorp Feerwerd, Schepen;0;0;0;0;3;0;0;0;7;4;11;0;0;GR011
272;B, C, Dorp Garnwerd, Huizen;20;3;0;0;0;0;0;0;75;62;137;0;2;GR011
273;B, C, Dorp Garnwerd, Schepen;0;0;0;0;2;0;0;0;5;5;10;0;0;GR011
274;B, C, Dorp Garnwerd, Tijd. aanw. schip;0;0;0;0;0;1;0;0;0;0;0;2;4;GR011
275;B, D, Buurtsch. Oostum, Huizen;24;0;0;1;0;0;0;0;65;51;116;1;1;GR011
276;K, Totaal;290;16;0;14;0;0;0;0;457;476;933;13;12;GR010
277;K, A, Dorp Ezinge, Huizen;128;4;0;5;0;0;0;0;197;202;399;5;5;GR010
278;K, B, Dorp Feerwerd, Huizen;66;4;0;2;0;0;0;0;111;119;230;4;3;GR010
279;K, C, Dorp Garnwerd, Huizen;96;8;0;7;0;0;0;0;149;155;304;4;4;GR010
280;Algemeen totaal;709;17;0;32;0;0;0;0;1542;1509;3051;38;23;GR011
281;B, Totaal;337;6;0;17;0;0;0;0;805;737;1542;14;9;GR011
282;B, A, Buurt Finsterwolderpolder, Huizen;1;0;0;0;0;0;0;0;2;2;4;0;0;GR011
283;B, A, Buurt Reiderwolderpolder, Huizen;53;1;0;1;0;0;0;0;141;142;283;1;1;GR011
284;B, B, Buurt Oudedijk, Huizen;16;0;0;0;0;0;0;0;39;33;72;0;0;GR011
285;B, B, Buurt Finsterwolderhamrik, Huizen;46;1;0;5;0;0;0;0;110;102;212;1;0;GR011
286;B, B, Buurt Fledder, Huizen;1;0;0;1;0;0;0;0;1;2;3;0;0;GR011
287;B, B, Buurt Modderlanden, Huizen;17;1;0;0;0;0;0;0;39;36;75;0;1;GR011
288;B, B, Buurt Veenhuizen, Huizen;3;0;0;2;0;0;0;0;8;7;15;1;1;GR011
289;B, B, Geh. Ganzedijk, Huizen;74;1;0;5;0;0;0;0;170;158;328;0;1;GR011
290;B, D, Buurt Goldhoorn, Huizen;2;1;0;0;0;0;0;0;5;8;13;1;0;GR011
291;B, E, Geh. Meerland, Huizen;76;0;0;1;0;0;0;0;174;151;325;7;4;GR011
292;B, E, Geh. Ekamp, Huizen;43;1;0;2;0;0;0;0;105;86;191;2;1;GR011
293;B, E, Buurt Hardenberg, Huizen;5;0;0;0;0;0;0;0;11;10;21;1;0;GR011
294;K, Totaal;372;11;0;15;0;0;0;0;737;772;1509;24;14;GR011
295;K, C, Dorp Finsterwolde, Armenhuis;1;0;0;0;0;0;0;0;7;9;16;0;0;GR011
296;K, C, Dorp Finsterwolde, Kaz. Kon. Mar.;1;0;0;0;0;0;0;0;4;4;8;0;0;GR011
297;K, C, Dorp Finsterwolde, Overige huizen;143;5;0;8;0;0;0;0;265;312;577;15;6;GR011
298;K, D, Dorp Finsterwolde, Huizen;227;6;0;7;0;0;0;0;461;447;908;9;8;GR011
299;Algemeen totaal;11346;162;160;788;638;254;3;0;31419;35118;66537;1565;1331;GR014
300;B, Totaal;190;11;1;47;638;254;3;0;2140;2018;4158;642;581;GR014
301;B, U, Huizen;86;5;1;25;0;0;0;0;274;267;541;1;0;GR014
302;B, U, Woonwagen;0;0;0;0;0;0;1;0;3;6;9;0;0;GR014
303;B, V, Huizen;19;0;0;1;0;0;0;0;55;59;114;0;0;GR014
304;B, W, Huizen;7;0;0;4;0;0;0;0;11;12;23;0;0;GR014
305;B, X, Huizen;42;5;0;17;0;0;0;0;84;99;183;1;0;GR014
306;B, Z, Huizen;36;1;0;0;0;0;0;0;100;84;184;0;0;GR014
307;B, Z, Schepen;0;0;0;0;638;0;0;0;1608;1487;3095;10;10;GR014
308;B, Z, Tijd. aanw. schepen;0;0;0;0;0;254;0;0;0;0;0;630;571;GR014
309;B, Z, Woonwagens;0;0;0;0;0;0;2;0;5;4;9;0;0;GR014
310;K, Totaal;11157;151;159;741;0;0;0;0;29254;30089;62343;923;750;GR013
311;K, A, Doopsgezind Weeshuis;1;0;0;0;0;0;0;0;5;4;9;0;1;GR011
312;K, A, Roode- of Burgerweeshuis;1;0;0;0;0;0;0;0;1;7;8;0;0;GR011
313;K, A, R.K. Liefdegesticht;1;0;0;0;0;0;0;0;40;121;161;0;0;GR011
314;K, A, Cornelia-Gasthuis;1;0;0;0;0;0;0;0;0;7;7;0;0;GR011
315;K, A, Overige huizen;217;8;0;53;0;0;0;0;499;799;1298;27;35;GR011
316;K, B, Groene Weeshuis;1;0;0;0;0;0;0;0;69;46;115;0;0;GR012
317;K, B, Groningsche Kook- en huishoudsch.;1;0;0;0;0;0;0;0;0;12;12;0;0;GR012
318;K, B, Overige huizen;126;1;2;24;0;0;0;0;313;457;770;14;16;GR012
319;K, C, R.K. Ziekenverpleging;1;0;0;0;0;0;0;0;0;17;17;6;9;GR012
320;K, C, Toevluchtsoord verwaarl. meisjes;1;0;0;0;0;0;0;0;0;30;30;0;0;GR012
321;K, C, Kinderziekenhuis;1;0;0;0;0;0;0;0;0;9;9;11;10;GR012
322;K, C, Militaire woningen;5;0;0;0;0;0;0;0;10;12;22;0;0;GR012
323;K, C, Overige huizen;152;1;0;48;0;0;0;0;402;487;889;15;17;GR012
324;K, D, Geertruids-Gasthuis;1;0;0;0;0;0;0;0;27;58;85;0;0;GR012
325;K, D, Overige huizen;104;1;0;34;0;0;0;0;357;492;849;13;19;GR012
326;K, E, Huizen;214;9;0;30;0;0;0;0;652;850;1502;41;40;GR012
327;K, F, Luth. Verzorgingsgesticht;1;0;0;0;0;0;0;0;3;6;9;0;0;GR012
328;K, F, H. Geest-Gasthuis;1;0;0;0;0;0;0;0;25;63;88;0;0;GR012
329;K, F, Evang. Luth. Weeshuis;1;0;0;0;0;0;0;0;4;2;6;0;1;GR012
330;K, F, Luth. Gasthuis;1;0;0;0;0;0;0;0;3;12;15;0;0;GR012
331;K, F, Te Huis voor vrouwen;1;0;0;0;0;0;0;0;0;5;5;0;1;GR012
332;K, F, Overige huizen;322;5;0;34;0;0;0;0;845;1105;1950;37;38;GR012
333;K, G, R.K. Gasthuis;1;0;0;0;0;0;0;0;0;6;6;0;0;GR012
334;K, G, R.K. Zusterschool;1;0;0;0;0;0;0;0;0;18;18;0;0;GR012
335;K, G, Israel. Oude Mannen- en Vrouwenh.;1;0;0;0;0;0;0;0;6;7;13;0;0;GR012
336;K, G, Stads- en Academisch-Ziekenhuis;1;0;0;0;0;0;0;0;12;46;58;58;54;GR012
337;K, G, Aduarder-Gasthuis;1;0;0;0;0;0;0;0;0;12;12;0;0;GR012
338;K, G, Overige huizen;298;4;0;34;0;0;0;0;879;949;1828;26;24;GR012
339;K, H, Gasthuis v/h. Armhuis-Convent;1;0;0;0;0;0;0;0;1;23;24;0;0;GR012
340;K, H, Instituut Reddingius;1;0;0;0;0;0;0;0;0;23;23;0;2;GR012
341;K, H, Overige huizen;132;6;7;13;0;0;0;0;438;528;966;14;18;GR012
342;K, I, Mepschen-Gasthuis;1;0;0;0;0;0;0;0;0;15;15;0;0;GR012
343;K, I, Cornelia-Gasthuis;1;0;0;0;0;0;0;0;0;9;9;0;0;GR012
344;K, I, Zeilsgasthuis;1;0;0;0;0;0;0;0;0;4;4;0;0;GR012
345;K, I, Jacob- en Anna-gasthuis;1;0;0;0;0;0;0;0;0;18;18;0;1;GR012
346;K, I, Overige huizen;297;7;3;62;0;0;0;0;781;988;1769;22;28;GR012
347;K, K, Ubbena-Gasthuis;1;0;0;0;0;0;0;0;0;11;11;0;0;GR012
348;K, K, Overige huizen;251;4;0;30;0;0;0;0;665;860;1525;23;33;GR012
349;K, L, Het Midden Gasthuis;1;0;0;0;0;0;0;0;3;4;7;0;0;GR012
350;K, L, Het Gerarda;1;0;0;0;0;0;0;0;0;18;8;0;0;GR012
351;K, L, Het Anna-Varwers Gasth.;2;0;0;0;0;0;0;0;0;12;12;0;0;GR012
352;K, L, Het St. Martinus;3;0;0;0;0;0;0;0;8;19;27;0;1;GR012
353;K, L, Het Gasth. v d. Werkenden Stand;1;0;0;0;0;0;0;0;2;7;9;0;0;GR012
354;K, L, Het Jansons Gasthuis;1;0;0;0;0;0;0;0;16;42;58;0;0;GR012
355;K, L, Het Geneeskund. gest. voor krankz.;1;0;0;0;0;0;0;0;5;11;16;0;0;GR013
356;K, L, Het Huis van Arrest en Bewaring;1;0;0;0;0;0;0;0;3;3;6;18;2;GR013
357;K, L, Overige huizen;681;5;5;22;0;0;0;0;1459;1581;3040;18;28;GR013
358;K, M, Het Midden-Gasthuis;1;0;0;0;0;0;0;0;12;27;39;0;0;GR013
359;K, M, Instituut v. Doofstommen;3;0;0;0;0;0;0;0;120;91;211;0;1;GR013
360;K, M, Overige huizen;223;3;2;7;0;0;0;0;505;572;1077;12;14;GR013
361;K, N, Het Gasth. der Remonstr. gemeente;5;0;0;0;0;0;0;0;1;7;8;0;0;GR013
362;K, N, De Hesselinkstichting;1;0;0;0;0;0;0;0;1;11;12;0;0;GR013
363;K, N, Overige huizen;281;2;0;17;0;0;0;0;740;947;1687;25;23;GR013
364;K, O, Het Gasthuis v d. Werkenden Stand;1;0;0;0;0;0;0;0;4;4;8;0;0;GR013
365;K, O, Het Bethesda Gasthuis;1;0;0;0;0;0;0;0;6;18;24;0;0;GR013
366;K, O, Overige huizen;419;3;8;9;0;0;0;0;918;1099;2017;15;20;GR013
367;K, P, Het Doorgangshuis;2;0;0;0;0;0;0;0;9;70;79;0;0;GR013
368;K, P, Overige huizen;1002;8;6;60;0;0;0;0;2420;2627;5047;36;37;GR013
369;K, Q, Te Huis voor Dakloozen;1;0;0;0;0;0;0;0;24;2;26;0;0;GR013
370;K, Q, Overige huizen;119;0;0;27;0;0;0;0;311;359;670;9;4;GR013
371;K, R, Het Anthonie Gasthuis;1;0;0;0;0;0;0;0;7;24;31;0;0;GR013
372;K, R, Het Vrouw Franssengasth.;1;0;0;0;0;0;0;0;0;4;4;0;0;GR013
373;K, R, Het Scheuningsgasthuis;2;0;0;0;0;0;0;0;0;2;2;0;0;GR013
374;K, R, de Volksgaarkeuken;1;0;0;0;0;0;0;0;10;2;12;6;0;GR013
375;K, R, Overige huizen;598;7;6;69;0;0;0;0;1493;1815;3308;42;39;GR013
376;K, S, Diaconessenhuis;1;0;0;0;0;0;0;0;2;23;25;3;7;GR013
377;K, S, Inr. voor ooglijders;1;0;0;0;0;0;0;0;0;3;3;4;1;GR013
378;K, S, Gasthuis v/d. Werkenden Stand;1;0;0;0;0;0;0;0;5;10;15;0;0;GR013
379;K, S, Overige huizen;605;10;1;35;0;0;0;0;1549;1838;3387;54;37;GR013
380;"K, T, Ziekenverpl. ""Koningin Wilhelmina""";1;0;0;0;0;0;0;0;0;9;9;0;0;GR013
381;K, T, Overige huizen;370;12;3;28;0;0;0;0;867;1060;1927;16;21;GR013
382;K, U, Huizen;819;0;1;35;0;0;0;0;2310;2432;4742;51;43;GR013
383;K, V, Huizen;758;2;0;2;0;0;0;0;1846;1755;3601;21;17;GR013
384;K, W, Diac. Gasth. der N.H. Gem.;1;0;0;0;0;0;0;0;73;66;139;0;0;GR013
385;K, W, Overige huizen;513;2;30;14;0;0;0;0;1679;1634;3313;17;21;GR013
386;K, X, Huizen;531;3;65;3;0;0;0;0;1714;1565;3279;14;11;GR013
387;K, Y, Strafgevangenis;1;0;0;0;0;0;0;0;132;0;132;103;0;GR013
388;K, Y, Overige huizen;1483;21;12;36;0;0;0;0;3375;3607;6982;57;53;GR013
389;K, Z, Militaire woningen;10;0;0;0;0;0;0;0;116;46;162;62;1;GR013
390;K, Z, Particul ziekeninrichting;1;0;0;0;0;0;0;0;2;12;14;5;3;GR013
391;K, Z, Overige huizen;562;27;8;15;0;0;0;0;1470;1533;3003;28;19;GR013
392;Onbekend;0;0;0;0;0;0;0;0;25;11;36;0;0;GR014
393;Algemeen totaal;1081;5;0;39;7;4;0;0;2642;2566;5208;53;50;GR015
394;B, Totaal;909;3;0;20;4;2;0;0;2237;2133;4370;32;26;GR015
395;B, A, Dorp Grootegast, Huizen;134;1;0;4;0;0;0;0;335;315;650;4;3;GR014
396;B, B, Dorp Lutjegast, Huizen;48;0;0;2;0;0;0;0;110;109;219;3;3;GR014
397;B, B, Dorp Lutjegast, Schepen;0;0;0;0;4;0;0;0;7;6;13;0;0;GR014
398;B, B, Dorp Lutjegast, Tijd. aanw. sch.;0;0;0;0;0;2;0;0;0;0;0;5;1;GR014
399;B, B, Geh. Eibersburen, Huizen;8;0;0;0;0;0;0;0;19;20;39;0;0;GR014
400;B, B, Geh. Westerhorn, Huizen;13;0;0;0;0;0;0;0;43;34;77;1;2;GR014
401;B, B, Geh. Buikstede, Huizen;13;0;0;0;0;0;0;0;30;31;61;0;0;GR014
402;B, B, Geh. Hilmahuis, Huizen;4;0;0;0;0;0;0;0;12;11;23;0;0;GR014
403;B, C, Dorp Doezum, Huizen;250;0;0;3;0;0;0;0;554;557;1111;10;6;GR014
404;B, C, Geh. 't Dorp, Huizen;12;0;0;1;0;0;0;0;36;33;69;0;0;GR014
405;B, C, Geh. Ees, Huizen;5;1;0;0;0;0;0;0;17;19;36;1;0;GR014
406;B, C, Geh. Kornhorn, Huizen;34;0;0;3;0;0;0;0;80;97;177;0;1;GR014
407;B, D, Dorp Opende, Armhuis;1;0;0;0;0;0;0;0;22;9;31;0;1;GR014
408;B, D, Dorp Opende, Overige huizen;279;0;0;5;0;0;0;0;695;631;1326;4;7;GR014
409;B, D, Geh. Topveer, Huizen;7;0;0;0;0;0;0;0;21;18;39;0;0;GR014
410;B, E, Dorp Sebaldeburen, Huizen;63;1;0;2;0;0;0;0;161;147;308;3;1;GR015
411;B, E, Geh. Kuzemerbalk, Huizen;7;0;0;0;0;0;0;0;10;12;22;0;0;GR015
412;B, E, Geh. de Jouwer, Huizen;9;0;0;0;0;0;0;0;27;23;50;0;0;GR015
413;B, E, Buurtsch. Westerzand, Huizen;22;0;0;0;0;0;0;0;58;61;119;1;1;GR015
414;K, Totaal;172;2;0;19;0;2;0;0;405;433;838;21;24;GR014
415;K, A, Dorp Grootegast, Huizen;61;1;0;4;0;0;0;0;137;148;285;7;3;GR014
416;K, B, Dorp Lutjegast, Huizen;36;1;0;6;0;0;0;0;86;100;186;2;7;GR014
417;K, C, Dorp Doezum, Huizen;10;0;0;1;0;0;0;0;30;29;59;0;1;GR014
418;K, C, Geh. Stroobos, Huizen;38;0;0;5;0;0;0;0;99;96;195;6;3;GR014
419;K, C, Geh. Stroobos, Tijd. aanw. schepen;0;0;0;0;0;2;0;0;0;0;0;3;5;GR014
420;K, D, Dorp Opende, Huizen;16;0;0;1;0;0;0;0;33;38;71;2;4;GR014
421;K, E, Dorp Sebaldeburen, Huizen;11;0;0;2;0;0;0;0;20;22;42;1;1;GR014
422;Algemeen totaal;734;6;0;28;18;13;0;0;1615;1599;3214;75;57;GR015
423;B, Totaal;213;0;0;0;6;5;0;0;576;510;1086;28;25;GR015
424;B, A, Dorp Grijpskerk, Huizen;21;0;0;0;0;0;0;0;40;38;78;2;3;GR015
425;B, A, Dorp Grijpskerk, Schepen;0;0;0;0;5;0;0;0;14;8;22;0;1;GR015
426;B, A, Geh. Gaarkeuken, Huizen;14;0;0;0;0;0;0;0;24;25;49;1;0;GR015
427;B, A, Geh. Gaarkeuken, Tijd. aanw. sch.;0;0;0;0;0;4;0;0;0;0;0;8;9;GR015
428;B, A, Geh. Westerhorn, Huizen;22;0;0;0;0;0;0;0;67;55;122;1;1;GR015
429;B, A, Dorp Waarden, Huizen;89;0;0;0;0;0;0;0;261;228;489;7;5;GR015
430;B, A, Geh. Kommerzijl, Schepen;0;0;0;0;1;0;0;0;1;2;3;0;0;GR015
431;B, A, Geh. Kommerzijl, Tijd. aanw. sch.;0;0;0;0;0;1;0;0;0;0;0;2;1;GR015
432;B, B, Dorp Niezijl, Huizen;24;0;0;0;0;0;0;0;68;57;125;2;0;GR015
433;B, C, Dorp Visvliet, Huizen;28;0;0;0;0;0;0;0;60;62;122;3;4;GR015
434;B, C, Dorp Pieterzijl, Huizen;15;0;0;0;0;0;0;0;41;35;76;2;1;GR015
435;K, Totaal;521;6;0;28;12;8;0;0;1039;1089;2128;47;32;GR015
436;K, A, Dorp Grijpskerk, Huizen;170;1;0;7;0;0;0;0;335;379;714;0;0;GR015
437;K, A, Dorp Grijpskerk, Schepen;0;0;0;0;2;0;0;0;6;2;8;0;0;GR015
438;K, A, Geh. Gaarkeuken, Huizen;16;0;0;3;0;0;0;0;38;41;79;2;0;GR015
439;K, A, Geh. Gaarkeuken, Schepen;0;0;0;0;3;0;0;0;8;7;15;0;1;GR015
440;K, A, Geh. Gaarkeuken, Tijd. aanw. sch.;0;0;0;0;0;8;0;0;0;0;0;19;10;GR015
441;K, A, Geh. Kommerzijl, Huizen;73;1;0;3;0;0;0;0;146;128;274;6;6;GR015
442;K, A, Geh. Kommerzijl, Schepen;0;0;0;0;2;0;0;0;2;3;5;0;0;GR015
443;K, B, Dorp Niezijl, Huizen;111;3;0;5;0;0;0;0;194;194;388;6;3;GR015
444;K, B, Dorp Niezijl, Schepen;0;0;0;0;2;0;0;0;3;2;5;0;0;GR015
445;K, C, Dorp Visvliet, Huizen;80;0;0;7;0;0;0;0;159;177;336;10;6;GR015
446;K, C, Dorp Visvliet, Schepen;0;0;0;0;1;0;0;0;6;4;10;0;0;GR015
447;K, C, Dorp Pieterzijl, Huizen;71;1;0;3;0;0;0;0;139;150;289;4;6;GR015
448;K, C, Dorp Pieterzijl, Schepen;0;0;0;0;2;0;0;0;3;2;5;0;0;GR015
449;Algemeen totaal;971;32;1;43;3;23;0;1;2447;2373;4820;99;99;GR016
450;B, Totaal;589;22;0;22;3;23;0;1;1509;1445;2954;74;70;GR016
451;B, A, Dorp Haren, N.H. Diac. Armh.;1;0;0;0;0;0;0;0;5;5;10;0;0;GR016
452;B, A, Dorp Haren, Overige huizen;84;3;0;3;0;0;0;0;215;186;401;3;5;GR016
453;B, A, Dorp Haren, Tijd. aanw. schip;0;0;0;0;0;1;0;0;0;0;0;2;1;GR016
454;B, B, Dorp Haren, Huizen;27;0;0;1;0;0;0;0;83;81;164;0;1;GR016
455;B, C, Buurtsch. Waterhuizen, Huizen;3;0;0;0;0;0;0;0;4;7;11;0;1;GR016
456;B, C, Buurts. Waterhuizen, Td. aw. sch.;0;0;0;0;0;2;0;0;0;0;0;5;4;GR016
457;B, C, Geh. Onnen, Huizen;114;2;0;3;0;0;0;0;291;270;561;0;0;GR016
458;B, D, Geh. Hemmen, Huizen;17;0;0;0;0;0;0;0;46;49;95;1;0;GR016
459;B, D, Geh. Dilgt, Huizen;13;0;0;0;0;0;0;0;32;32;64;0;0;GR016
460;B, E, Geh. Hoornsche dijk, Huizen;37;4;0;0;0;0;0;0;107;86;193;0;0;GR016
461;B, F, Geh. Essen, Huizen;20;2;0;1;0;0;0;0;52;51;103;0;0;GR016
462;B, G, Geh. Helpman, Huizen;14;3;0;0;0;0;0;0;18;18;36;0;0;GR016
463;B, H, Geh. Helpman, Huizen;35;1;0;0;0;0;0;0;92;83;175;0;0;GR016
464;B, I, Buurtsch. Euvelgunne, Huizen;4;0;0;1;0;0;0;0;6;11;17;1;0;GR016
465;B, I, Buurtsch. Gideon, Huizen;27;0;0;0;0;0;0;0;74;79;153;2;0;GR016
466;B, I, Buurts. Gideon, Tijd. aanw. sch.;0;0;0;0;0;20;0;0;0;0;0;49;47;GR016
467;B, I, Buurts. Gideon, Tijd. aanw. woonw.;0;0;0;0;0;0;0;1;0;0;0;3;1;GR016
468;B, K, Buurtsch. Den Hoorn, Huizen;24;3;0;4;0;0;0;0;63;66;129;1;2;GR016
469;B, K, Buurtsch. Den Hoorn, Schepen;0;0;0;0;3;0;0;0;8;6;14;0;0;GR016
470;B, L, Dorp Noordlaren, N.H. Diac. Armh.;1;0;0;0;0;0;0;0;7;2;9;0;0;GR016
471;B, L, Dorp Noordlaren, Overige huizen;60;1;0;2;0;0;0;0;133;128;261;0;1;GR016
472;B, M, Huizen;11;1;0;0;0;0;0;0;26;20;46;0;0;GR016
473;B, N, Geh. Glimmen, N.H. Diac. Armh. ...;1;0;0;0;0;0;0;0;4;8;12;0;0;GR016
474;B, N, Geh. Glimmen, Overige huizen;96;2;0;7;0;0;0;0;243;257;500;7;7;GR016
475;K, Totaal;382;10;1;21;0;0;0;0;938;928;1866;25;29;GR016
476;K, A, Dorp Haren, Huizen;40;1;0;2;0;0;0;0;89;107;196;6;6;GR015
477;K, B, Dorp Haren, Huizen;70;1;0;6;0;0;0;0;163;149;312;9;5;GR015
478;K, D, Geh. Hemmen, Huizen;33;1;1;0;0;0;0;0;76;74;150;1;3;GR015
479;K, G, Geh. Helpman, Huizen;182;5;0;5;0;0;0;0;479;472;951;7;11;GR016
480;K, L, Dorp Noordlaren, Huizen;20;0;0;4;0;0;0;0;45;51;96;1;2;GR016
481;K, M, Dorp Noordlaren, Huizen;37;2;0;4;0;0;0;0;86;75;161;1;2;GR016
482;Algemeen totaal;382;4;1;25;6;5;0;0;1068;1096;2164;36;29;GR019
483;B, Totaal;118;4;0;3;5;5;0;0;438;404;842;24;16;GR019
484;B, A, Dorp Kantens, Huizen;23;0;0;1;0;0;0;0;74;68;142;1;2;GR019
485;B, A, Dorp Kantens, Schepen;0;0;0;0;2;0;0;0;2;5;7;0;0;GR019
486;B, A, Dorp Kantens, Tijd. aanw. schepen;0;0;0;0;0;2;0;0;0;0;0;4;2;GR019
487;B, B, Dorp Stitswerd, Huizen;11;0;0;0;0;0;0;0;41;34;75;2;0;GR019
488;B, B, Dorp Stitswerd, Schepen;0;0;0;0;1;0;0;0;2;1;3;0;0;GR019
489;B, C, Dorp Rottum, Huizen;28;3;0;2;0;0;0;0;122;105;227;5;2;GR019
490;B, C, Dorp Rottum, Schepen;0;0;0;0;1;0;0;0;2;1;3;0;0;GR019
491;B, C, Dorp Rottum, Tijd. aanw. schepen;0;0;0;0;0;3;0;0;0;0;0;7;7;GR019
492;B, D, Dorp Zandeweer, Huizen;16;1;0;0;0;0;0;0;55;49;104;2;0;GR019
493;B, D, Dorp Zandeweer, Schepen;0;0;0;0;1;0;0;0;1;2;3;0;0;GR019
494;B, D, Buurt Doodstil, Huizen;9;0;0;0;0;0;0;0;29;33;62;0;0;GR019
495;B, E, Buurt Eppenhuizen, Huizen;18;0;0;0;0;0;0;0;52;60;112;2;1;GR019
496;B, E, Buurt Startenhuizen, Huizen;13;0;0;0;0;0;0;0;58;46;104;1;2;GR019
497;K, Totaal;264;0;1;22;1;0;0;0;630;692;1322;12;13;GR019
498;K, A, Dorp Kantens, Huizen;82;0;0;5;0;0;0;0;206;225;431;3;0;GR018
499;K, B, Dorp Stitswerd, Huizen;33;0;0;3;0;0;0;0;84;77;161;5;5;GR018
500;K, C, Dorp Rottum, Huizen;34;0;0;5;0;0;0;0;91;102;193;1;3;GR018
501;K, C, Dorp Rottum, Schepen;0;0;0;0;1;0;0;0;3;1;4;0;0;GR018
502;K, D, Dorp Zandeweer, Huizen;80;0;1;5;0;0;0;0;171;196;367;3;5;GR019
503;K, D, Buurt Doodstil, Huizen;13;0;0;1;0;0;0;0;20;25;45;0;0;GR019
504;K, E, Buurt Eppenhuizen, Huizen;17;0;0;3;0;0;0;0;40;51;91;0;0;GR019
505;K, E, Geh. Startenburg, Huizen;5;0;0;0;0;0;0;0;15;15;30;0;0;GR019
506;Algemeen totaal;343;2;0;9;3;0;0;0;1011;971;1982;18;9;GR019
507;B, Totaal;88;1;0;0;0;0;0;0;277;270;547;4;2;GR019
508;B, C, Dorp Hornhuizen, Huizen;88;1;0;0;0;0;0;0;277;270;547;4;2;GR019
509;K, Totaal;255;1;0;9;3;0;0;0;734;701;1435;14;7;GR019
510;K, A, Dorp Molenrij, Huizen;77;0;0;2;0;0;0;0;230;210;440;7;3;GR019
511;K, A, Dorp Molenrij, Schepen;0;0;0;0;2;0;0;0;8;5;13;0;0;GR019
512;K, B, Dorp Kloosterburen, Huizen;142;1;0;4;0;0;0;0;418;399;817;6;4;GR019
513;K, B, Dorp Kloosterburen, Schepen;0;0;0;0;1;0;0;0;1;3;4;0;0;GR019
514;K, C, Dorp Hornhuizen, Huizen;36;0;0;3;0;0;0;0;77;84;161;1;0;GR019
515;Algemeen totaal;1108;27;0;30;26;13;0;0;2704;2498;5202;95;57;GR020
516;B, Totaal;801;17;0;19;18;9;0;0;2075;1852;3927;60;43;GR020
517;B, A, Dorp Leek, Huizen;9;0;0;0;0;0;0;0;15;13;28;0;0;GR020
518;B, B, Dorp Zevenhuizen, Burg. Werkh.;1;0;0;0;0;0;0;0;14;24;38;0;0;GR020
519;B, B, Dorp Zevenhuizen, Overige huizen;342;4;0;7;0;0;0;0;863;775;1638;12;9;GR020
520;B, B, Dorp Zevenhuizen, Schepen;0;0;0;0;1;0;0;0;1;1;2;0;0;GR020
521;B, B, Dorp Zevenhuizen, Tijd. aanw. sch.;0;0;0;0;0;1;0;0;0;0;0;3;3;GR020
522;B, C, Dorp Tolbert, Huizen;228;9;0;4;0;0;0;0;552;507;1059;4;5;GR020
523;B, D, Dorp Midwolde, Huizen;117;2;0;2;0;0;0;0;327;269;596;11;8;GR020
524;B, E, Dorp Lettelbert, Huizen;31;2;0;2;0;0;0;0;82;69;151;1;0;GR020
525;B, F, Dorp Oostwold, Huizen;64;0;0;4;0;0;0;0;160;142;302;6;6;GR020
526;B, F, Dorp Oostwold, Tijd. aanw. schepen;0;0;0;0;0;2;0;0;0;0;0;2;1;GR020
527;B, G, Dorp Enumatil, Huizen;9;0;0;0;0;0;0;0;21;18;39;1;1;GR020
528;B, G, Dorp Enumatil, Schepen;0;0;0;0;17;0;0;0;40;34;74;0;0;GR020
529;B, G, Dorp Enumatil, Tijd. aanw. schepen;0;0;0;0;0;6;0;0;0;0;0;20;10;GR020
530;K, Totaal;307;10;0;11;8;4;0;0;627;646;1273;35;14;GR019
531;K, A, Dorp Leek, Huizen;188;5;0;8;0;0;0;0;362;409;771;20;4;GR019
532;K, A, Dorp Leek, Schepen;0;0;0;0;8;0;0;0;19;13;32;0;0;GR019
533;K, A, Dorp Leek, Tijd. aanw. schepen;0;0;0;0;0;4;0;0;0;0;0;7;9;GR019
534;K, C, Dorp Tolbert, Huizen;70;0;0;2;0;0;0;0;147;126;273;5;1;GR019
535;K, G, Dorp Enumatil, Huizen;49;5;0;1;0;0;0;0;99;98;197;3;0;GR019
536;Onbekend;0;0;0;0;0;0;0;0;2;0;2;0;0;GR020
537;Algemeen totaal;891;26;0;39;31;3;0;0;1940;1962;3902;63;35;GR021
538;B, Totaal;210;1;0;3;0;0;0;0;590;544;1134;17;10;GR021
539;B, A, Dorp Leens, met Geh. Grijssloot...;74;0;0;1;0;0;0;0;188;199;387;5;3;GR020
540;B, B, Dorp Wehe, Huizen;21;0;0;2;0;0;0;0;72;57;129;0;1;GR020
541;B, C, Dorp den Hoorn, Huizen;3;0;0;0;0;0;0;0;12;10;22;0;1;GR021
542;B, D, Dorp Mensingweer met Geh. Groot...;28;0;0;0;0;0;0;0;92;74;166;7;2;GR021
543;B, E, Dorp Schouwerzijl, Huizen;1;0;0;0;0;0;0;0;3;3;6;0;0;GR021
