ID;Geslacht;Onderwijssoort;Vooropleiding;Opleidingsfase;Perioden;Eerstejaarsstudenten_1
3423;Mannen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Bachelor- en doctoraalopleidingen;2018/'19;2100.0
3424;Mannen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Bachelor- en doctoraalopleidingen;2019/'20;2010.0
3425;Mannen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Bachelor- en doctoraalopleidingen;2020/'21;2470.0
3426;Mannen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Bachelor- en doctoraalopleidingen;2021/'22;2210.0
3427;Mannen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Bachelor- en doctoraalopleidingen;2022/'23;2200.0
3428;Mannen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Bachelor- en doctoraalopleidingen;2023/'24;2250.0
3429;Mannen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Bachelor- en doctoraalopleidingen;2024/'25;2350.0
3430;Mannen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Master- en vervolgopleidingen;2011/'12;0.0
3431;Mannen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Master- en vervolgopleidingen;2012/'13;10.0
3432;Mannen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Master- en vervolgopleidingen;2013/'14;10.0
3433;Mannen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Master- en vervolgopleidingen;2014/'15;0.0
3434;Mannen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Master- en vervolgopleidingen;2015/'16;10.0
3435;Mannen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Master- en vervolgopleidingen;2016/'17;10.0
3436;Mannen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Master- en vervolgopleidingen;2017/'18;0.0
3437;Mannen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Master- en vervolgopleidingen;2018/'19;0.0
3438;Mannen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Master- en vervolgopleidingen;2019/'20;10.0
3439;Mannen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Master- en vervolgopleidingen;2020/'21;0.0
3440;Mannen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Master- en vervolgopleidingen;2021/'22;0.0
3441;Mannen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Master- en vervolgopleidingen;2022/'23;10.0
3442;Mannen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Master- en vervolgopleidingen;2023/'24;0.0
3443;Mannen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Master- en vervolgopleidingen;2024/'25;0.0
3444;Mannen;Hoger onderwijs;Vwo-diploma natuur en techniek;Opleidingsfase totaal;2011/'12;2870.0
3445;Mannen;Hoger onderwijs;Vwo-diploma natuur en techniek;Opleidingsfase totaal;2012/'13;2640.0
3446;Mannen;Hoger onderwijs;Vwo-diploma natuur en techniek;Opleidingsfase totaal;2013/'14;2690.0
3447;Mannen;Hoger onderwijs;Vwo-diploma natuur en techniek;Opleidingsfase totaal;2014/'15;2440.0
3448;Mannen;Hoger onderwijs;Vwo-diploma natuur en techniek;Opleidingsfase totaal;2015/'16;2360.0
3449;Mannen;Hoger onderwijs;Vwo-diploma natuur en techniek;Opleidingsfase totaal;2016/'17;2340.0
3450;Mannen;Hoger onderwijs;Vwo-diploma natuur en techniek;Opleidingsfase totaal;2017/'18;2610.0
3451;Mannen;Hoger onderwijs;Vwo-diploma natuur en techniek;Opleidingsfase totaal;2018/'19;2620.0
3452;Mannen;Hoger onderwijs;Vwo-diploma natuur en techniek;Opleidingsfase totaal;2019/'20;2670.0
3453;Mannen;Hoger onderwijs;Vwo-diploma natuur en techniek;Opleidingsfase totaal;2020/'21;2710.0
3454;Mannen;Hoger onderwijs;Vwo-diploma natuur en techniek;Opleidingsfase totaal;2021/'22;2410.0
3455;Mannen;Hoger onderwijs;Vwo-diploma natuur en techniek;Opleidingsfase totaal;2022/'23;2390.0
3456;Mannen;Hoger onderwijs;Vwo-diploma natuur en techniek;Opleidingsfase totaal;2023/'24;2460.0
3457;Mannen;Hoger onderwijs;Vwo-diploma natuur en techniek;Opleidingsfase totaal;2024/'25;2410.0
3458;Mannen;Hoger onderwijs;Vwo-diploma natuur en techniek;Bachelor- en doctoraalopleidingen;2011/'12;2860.0
3459;Mannen;Hoger onderwijs;Vwo-diploma natuur en techniek;Bachelor- en doctoraalopleidingen;2012/'13;2640.0
3460;Mannen;Hoger onderwijs;Vwo-diploma natuur en techniek;Bachelor- en doctoraalopleidingen;2013/'14;2680.0
3461;Mannen;Hoger onderwijs;Vwo-diploma natuur en techniek;Bachelor- en doctoraalopleidingen;2014/'15;2440.0
3462;Mannen;Hoger onderwijs;Vwo-diploma natuur en techniek;Bachelor- en doctoraalopleidingen;2015/'16;2350.0
3463;Mannen;Hoger onderwijs;Vwo-diploma natuur en techniek;Bachelor- en doctoraalopleidingen;2016/'17;2340.0
3464;Mannen;Hoger onderwijs;Vwo-diploma natuur en techniek;Bachelor- en doctoraalopleidingen;2017/'18;2600.0
3465;Mannen;Hoger onderwijs;Vwo-diploma natuur en techniek;Bachelor- en doctoraalopleidingen;2018/'19;2610.0
3466;Mannen;Hoger onderwijs;Vwo-diploma natuur en techniek;Bachelor- en doctoraalopleidingen;2019/'20;2670.0
3467;Mannen;Hoger onderwijs;Vwo-diploma natuur en techniek;Bachelor- en doctoraalopleidingen;2020/'21;2700.0
3468;Mannen;Hoger onderwijs;Vwo-diploma natuur en techniek;Bachelor- en doctoraalopleidingen;2021/'22;2400.0
3469;Mannen;Hoger onderwijs;Vwo-diploma natuur en techniek;Bachelor- en doctoraalopleidingen;2022/'23;2390.0
3470;Mannen;Hoger onderwijs;Vwo-diploma natuur en techniek;Bachelor- en doctoraalopleidingen;2023/'24;2460.0
3471;Mannen;Hoger onderwijs;Vwo-diploma natuur en techniek;Bachelor- en doctoraalopleidingen;2024/'25;2410.0
3472;Mannen;Hoger onderwijs;Vwo-diploma natuur en techniek;Master- en vervolgopleidingen;2011/'12;10.0
3473;Mannen;Hoger onderwijs;Vwo-diploma natuur en techniek;Master- en vervolgopleidingen;2012/'13;0.0
3474;Mannen;Hoger onderwijs;Vwo-diploma natuur en techniek;Master- en vervolgopleidingen;2013/'14;10.0
3475;Mannen;Hoger onderwijs;Vwo-diploma natuur en techniek;Master- en vervolgopleidingen;2014/'15;0.0
3476;Mannen;Hoger onderwijs;Vwo-diploma natuur en techniek;Master- en vervolgopleidingen;2015/'16;0.0
3477;Mannen;Hoger onderwijs;Vwo-diploma natuur en techniek;Master- en vervolgopleidingen;2016/'17;10.0
3478;Mannen;Hoger onderwijs;Vwo-diploma natuur en techniek;Master- en vervolgopleidingen;2017/'18;0.0
3479;Mannen;Hoger onderwijs;Vwo-diploma natuur en techniek;Master- en vervolgopleidingen;2018/'19;0.0
3480;Mannen;Hoger onderwijs;Vwo-diploma natuur en techniek;Master- en vervolgopleidingen;2019/'20;0.0
3481;Mannen;Hoger onderwijs;Vwo-diploma natuur en techniek;Master- en vervolgopleidingen;2020/'21;10.0
3482;Mannen;Hoger onderwijs;Vwo-diploma natuur en techniek;Master- en vervolgopleidingen;2021/'22;0.0
3483;Mannen;Hoger onderwijs;Vwo-diploma natuur en techniek;Master- en vervolgopleidingen;2022/'23;0.0
3484;Mannen;Hoger onderwijs;Vwo-diploma natuur en techniek;Master- en vervolgopleidingen;2023/'24;0.0
3485;Mannen;Hoger onderwijs;Vwo-diploma natuur en techniek;Master- en vervolgopleidingen;2024/'25;0.0
3486;Mannen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Opleidingsfase totaal;2011/'12;1270.0
3487;Mannen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Opleidingsfase totaal;2012/'13;1350.0
3488;Mannen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Opleidingsfase totaal;2013/'14;1540.0
3489;Mannen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Opleidingsfase totaal;2014/'15;1770.0
3490;Mannen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Opleidingsfase totaal;2015/'16;1650.0
3491;Mannen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Opleidingsfase totaal;2016/'17;1730.0
3492;Mannen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Opleidingsfase totaal;2017/'18;1820.0
3493;Mannen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Opleidingsfase totaal;2018/'19;1860.0
3494;Mannen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Opleidingsfase totaal;2019/'20;1720.0
3495;Mannen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Opleidingsfase totaal;2020/'21;2170.0
3496;Mannen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Opleidingsfase totaal;2021/'22;1760.0
3497;Mannen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Opleidingsfase totaal;2022/'23;1780.0
3498;Mannen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Opleidingsfase totaal;2023/'24;1700.0
3499;Mannen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Opleidingsfase totaal;2024/'25;1640.0
3500;Mannen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Bachelor- en doctoraalopleidingen;2011/'12;1270.0
3501;Mannen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Bachelor- en doctoraalopleidingen;2012/'13;1350.0
3502;Mannen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Bachelor- en doctoraalopleidingen;2013/'14;1540.0
3503;Mannen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Bachelor- en doctoraalopleidingen;2014/'15;1770.0
3504;Mannen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Bachelor- en doctoraalopleidingen;2015/'16;1650.0
3505;Mannen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Bachelor- en doctoraalopleidingen;2016/'17;1730.0
3506;Mannen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Bachelor- en doctoraalopleidingen;2017/'18;1810.0
3507;Mannen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Bachelor- en doctoraalopleidingen;2018/'19;1860.0
3508;Mannen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Bachelor- en doctoraalopleidingen;2019/'20;1720.0
3509;Mannen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Bachelor- en doctoraalopleidingen;2020/'21;2170.0
3510;Mannen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Bachelor- en doctoraalopleidingen;2021/'22;1760.0
3511;Mannen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Bachelor- en doctoraalopleidingen;2022/'23;1780.0
3512;Mannen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Bachelor- en doctoraalopleidingen;2023/'24;1700.0
3513;Mannen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Bachelor- en doctoraalopleidingen;2024/'25;1640.0
3514;Mannen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Master- en vervolgopleidingen;2011/'12;0.0
3515;Mannen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Master- en vervolgopleidingen;2012/'13;0.0
3516;Mannen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Master- en vervolgopleidingen;2013/'14;0.0
3517;Mannen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Master- en vervolgopleidingen;2014/'15;0.0
3518;Mannen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Master- en vervolgopleidingen;2015/'16;0.0
3519;Mannen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Master- en vervolgopleidingen;2016/'17;0.0
3520;Mannen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Master- en vervolgopleidingen;2017/'18;0.0
3521;Mannen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Master- en vervolgopleidingen;2018/'19;0.0
3522;Mannen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Master- en vervolgopleidingen;2019/'20;10.0
3523;Mannen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Master- en vervolgopleidingen;2020/'21;0.0
3524;Mannen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Master- en vervolgopleidingen;2021/'22;0.0
3525;Mannen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Master- en vervolgopleidingen;2022/'23;0.0
3526;Mannen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Master- en vervolgopleidingen;2023/'24;0.0
3527;Mannen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Master- en vervolgopleidingen;2024/'25;0.0
3528;Mannen;Hoger onderwijs;Vwo-diploma combinatie natuur;Opleidingsfase totaal;2011/'12;4950.0
3529;Mannen;Hoger onderwijs;Vwo-diploma combinatie natuur;Opleidingsfase totaal;2012/'13;5190.0
3530;Mannen;Hoger onderwijs;Vwo-diploma combinatie natuur;Opleidingsfase totaal;2013/'14;5470.0
3531;Mannen;Hoger onderwijs;Vwo-diploma combinatie natuur;Opleidingsfase totaal;2014/'15;5360.0
3532;Mannen;Hoger onderwijs;Vwo-diploma combinatie natuur;Opleidingsfase totaal;2015/'16;5420.0
3533;Mannen;Hoger onderwijs;Vwo-diploma combinatie natuur;Opleidingsfase totaal;2016/'17;5640.0
3534;Mannen;Hoger onderwijs;Vwo-diploma combinatie natuur;Opleidingsfase totaal;2017/'18;6030.0
3535;Mannen;Hoger onderwijs;Vwo-diploma combinatie natuur;Opleidingsfase totaal;2018/'19;6130.0
3536;Mannen;Hoger onderwijs;Vwo-diploma combinatie natuur;Opleidingsfase totaal;2019/'20;5740.0
3537;Mannen;Hoger onderwijs;Vwo-diploma combinatie natuur;Opleidingsfase totaal;2020/'21;6360.0
3538;Mannen;Hoger onderwijs;Vwo-diploma combinatie natuur;Opleidingsfase totaal;2021/'22;5590.0
3539;Mannen;Hoger onderwijs;Vwo-diploma combinatie natuur;Opleidingsfase totaal;2022/'23;5030.0
3540;Mannen;Hoger onderwijs;Vwo-diploma combinatie natuur;Opleidingsfase totaal;2023/'24;4960.0
3541;Mannen;Hoger onderwijs;Vwo-diploma combinatie natuur;Opleidingsfase totaal;2024/'25;4540.0
3542;Mannen;Hoger onderwijs;Vwo-diploma combinatie natuur;Bachelor- en doctoraalopleidingen;2011/'12;4950.0
3543;Mannen;Hoger onderwijs;Vwo-diploma combinatie natuur;Bachelor- en doctoraalopleidingen;2012/'13;5190.0
3544;Mannen;Hoger onderwijs;Vwo-diploma combinatie natuur;Bachelor- en doctoraalopleidingen;2013/'14;5470.0
3545;Mannen;Hoger onderwijs;Vwo-diploma combinatie natuur;Bachelor- en doctoraalopleidingen;2014/'15;5350.0
3546;Mannen;Hoger onderwijs;Vwo-diploma combinatie natuur;Bachelor- en doctoraalopleidingen;2015/'16;5420.0
3547;Mannen;Hoger onderwijs;Vwo-diploma combinatie natuur;Bachelor- en doctoraalopleidingen;2016/'17;5640.0
3548;Mannen;Hoger onderwijs;Vwo-diploma combinatie natuur;Bachelor- en doctoraalopleidingen;2017/'18;6020.0
3549;Mannen;Hoger onderwijs;Vwo-diploma combinatie natuur;Bachelor- en doctoraalopleidingen;2018/'19;6120.0
3550;Mannen;Hoger onderwijs;Vwo-diploma combinatie natuur;Bachelor- en doctoraalopleidingen;2019/'20;5730.0
3551;Mannen;Hoger onderwijs;Vwo-diploma combinatie natuur;Bachelor- en doctoraalopleidingen;2020/'21;6350.0
3552;Mannen;Hoger onderwijs;Vwo-diploma combinatie natuur;Bachelor- en doctoraalopleidingen;2021/'22;5580.0
3553;Mannen;Hoger onderwijs;Vwo-diploma combinatie natuur;Bachelor- en doctoraalopleidingen;2022/'23;5030.0
3554;Mannen;Hoger onderwijs;Vwo-diploma combinatie natuur;Bachelor- en doctoraalopleidingen;2023/'24;4950.0
3555;Mannen;Hoger onderwijs;Vwo-diploma combinatie natuur;Bachelor- en doctoraalopleidingen;2024/'25;4530.0
3556;Mannen;Hoger onderwijs;Vwo-diploma combinatie natuur;Master- en vervolgopleidingen;2011/'12;0.0
3557;Mannen;Hoger onderwijs;Vwo-diploma combinatie natuur;Master- en vervolgopleidingen;2012/'13;0.0
3558;Mannen;Hoger onderwijs;Vwo-diploma combinatie natuur;Master- en vervolgopleidingen;2013/'14;0.0
3559;Mannen;Hoger onderwijs;Vwo-diploma combinatie natuur;Master- en vervolgopleidingen;2014/'15;0.0
3560;Mannen;Hoger onderwijs;Vwo-diploma combinatie natuur;Master- en vervolgopleidingen;2015/'16;0.0
3561;Mannen;Hoger onderwijs;Vwo-diploma combinatie natuur;Master- en vervolgopleidingen;2016/'17;10.0
3562;Mannen;Hoger onderwijs;Vwo-diploma combinatie natuur;Master- en vervolgopleidingen;2017/'18;10.0
3563;Mannen;Hoger onderwijs;Vwo-diploma combinatie natuur;Master- en vervolgopleidingen;2018/'19;10.0
3564;Mannen;Hoger onderwijs;Vwo-diploma combinatie natuur;Master- en vervolgopleidingen;2019/'20;10.0
3565;Mannen;Hoger onderwijs;Vwo-diploma combinatie natuur;Master- en vervolgopleidingen;2020/'21;10.0
3566;Mannen;Hoger onderwijs;Vwo-diploma combinatie natuur;Master- en vervolgopleidingen;2021/'22;10.0
3567;Mannen;Hoger onderwijs;Vwo-diploma combinatie natuur;Master- en vervolgopleidingen;2022/'23;10.0
3568;Mannen;Hoger onderwijs;Vwo-diploma combinatie natuur;Master- en vervolgopleidingen;2023/'24;10.0
3569;Mannen;Hoger onderwijs;Vwo-diploma combinatie natuur;Master- en vervolgopleidingen;2024/'25;10.0
3570;Mannen;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Opleidingsfase totaal;2011/'12;20.0
3571;Mannen;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Opleidingsfase totaal;2012/'13;50.0
3572;Mannen;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Opleidingsfase totaal;2013/'14;30.0
3573;Mannen;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Opleidingsfase totaal;2014/'15;40.0
3574;Mannen;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Opleidingsfase totaal;2015/'16;30.0
3575;Mannen;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Opleidingsfase totaal;2016/'17;30.0
3576;Mannen;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Opleidingsfase totaal;2017/'18;40.0
3577;Mannen;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Opleidingsfase totaal;2018/'19;30.0
3578;Mannen;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Opleidingsfase totaal;2019/'20;30.0
3579;Mannen;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Opleidingsfase totaal;2020/'21;30.0
3580;Mannen;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Opleidingsfase totaal;2021/'22;40.0
3581;Mannen;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Opleidingsfase totaal;2022/'23;30.0
3582;Mannen;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Opleidingsfase totaal;2023/'24;30.0
3583;Mannen;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Opleidingsfase totaal;2024/'25;30.0
3584;Mannen;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Bachelor- en doctoraalopleidingen;2011/'12;20.0
3585;Mannen;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Bachelor- en doctoraalopleidingen;2012/'13;50.0
3586;Mannen;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Bachelor- en doctoraalopleidingen;2013/'14;30.0
3587;Mannen;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Bachelor- en doctoraalopleidingen;2014/'15;40.0
3588;Mannen;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Bachelor- en doctoraalopleidingen;2015/'16;30.0
3589;Mannen;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Bachelor- en doctoraalopleidingen;2016/'17;30.0
3590;Mannen;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Bachelor- en doctoraalopleidingen;2017/'18;40.0
3591;Mannen;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Bachelor- en doctoraalopleidingen;2018/'19;30.0
3592;Mannen;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Bachelor- en doctoraalopleidingen;2019/'20;30.0
3593;Mannen;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Bachelor- en doctoraalopleidingen;2020/'21;30.0
3594;Mannen;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Bachelor- en doctoraalopleidingen;2021/'22;30.0
3595;Mannen;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Bachelor- en doctoraalopleidingen;2022/'23;30.0
3596;Mannen;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Bachelor- en doctoraalopleidingen;2023/'24;30.0
3597;Mannen;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Bachelor- en doctoraalopleidingen;2024/'25;30.0
3598;Mannen;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Master- en vervolgopleidingen;2011/'12;0.0
3599;Mannen;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Master- en vervolgopleidingen;2012/'13;0.0
3600;Mannen;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Master- en vervolgopleidingen;2013/'14;0.0
3601;Mannen;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Master- en vervolgopleidingen;2014/'15;0.0
3602;Mannen;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Master- en vervolgopleidingen;2015/'16;0.0
3603;Mannen;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Master- en vervolgopleidingen;2016/'17;0.0
3604;Mannen;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Master- en vervolgopleidingen;2017/'18;0.0
3605;Mannen;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Master- en vervolgopleidingen;2018/'19;0.0
3606;Mannen;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Master- en vervolgopleidingen;2019/'20;0.0
3607;Mannen;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Master- en vervolgopleidingen;2020/'21;0.0
3608;Mannen;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Master- en vervolgopleidingen;2021/'22;0.0
3609;Mannen;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Master- en vervolgopleidingen;2022/'23;0.0
3610;Mannen;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Master- en vervolgopleidingen;2023/'24;0.0
3611;Mannen;Hoger onderwijs;Vwo-diploma overige profielcombinaties;Master- en vervolgopleidingen;2024/'25;0.0
3612;Mannen;Hoger onderwijs;Mbo/Bol-diploma;Opleidingsfase totaal;2011/'12;15270.0
3613;Mannen;Hoger onderwijs;Mbo/Bol-diploma;Opleidingsfase totaal;2012/'13;13750.0
3614;Mannen;Hoger onderwijs;Mbo/Bol-diploma;Opleidingsfase totaal;2013/'14;14620.0
3615;Mannen;Hoger onderwijs;Mbo/Bol-diploma;Opleidingsfase totaal;2014/'15;14660.0
3616;Mannen;Hoger onderwijs;Mbo/Bol-diploma;Opleidingsfase totaal;2015/'16;13200.0
3617;Mannen;Hoger onderwijs;Mbo/Bol-diploma;Opleidingsfase totaal;2016/'17;13800.0
3618;Mannen;Hoger onderwijs;Mbo/Bol-diploma;Opleidingsfase totaal;2017/'18;15430.0
3619;Mannen;Hoger onderwijs;Mbo/Bol-diploma;Opleidingsfase totaal;2018/'19;15530.0
3620;Mannen;Hoger onderwijs;Mbo/Bol-diploma;Opleidingsfase totaal;2019/'20;15600.0
3621;Mannen;Hoger onderwijs;Mbo/Bol-diploma;Opleidingsfase totaal;2020/'21;17060.0
3622;Mannen;Hoger onderwijs;Mbo/Bol-diploma;Opleidingsfase totaal;2021/'22;15490.0
3623;Mannen;Hoger onderwijs;Mbo/Bol-diploma;Opleidingsfase totaal;2022/'23;13990.0
