ID;Sex;Age;Nationality;CaribbeanNetherlands;Periods;PopulationOnJanuary1st_1
454;Total male and female;Total;North America;St. Eustatius;2023;80
455;Total male and female;Total;North America;Saba;2011;423
456;Total male and female;Total;North America;Saba;2012;560
457;Total male and female;Total;North America;Saba;2013;569
458;Total male and female;Total;North America;Saba;2014;410
459;Total male and female;Total;North America;Saba;2015;315
460;Total male and female;Total;North America;Saba;2016;373
461;Total male and female;Total;North America;Saba;2017;418
462;Total male and female;Total;North America;Saba;2018;520
463;Total male and female;Total;North America;Saba;2019;329
464;Total male and female;Total;North America;Saba;2020;335
465;Total male and female;Total;North America;Saba;2021;316
466;Total male and female;Total;North America;Saba;2022;268
467;Total male and female;Total;North America;Saba;2023;332
468;Total male and female;Total;Central and  South America;Caribbean Netherlands;2011;2734
469;Total male and female;Total;Central and  South America;Caribbean Netherlands;2012;2858
470;Total male and female;Total;Central and  South America;Caribbean Netherlands;2013;3068
471;Total male and female;Total;Central and  South America;Caribbean Netherlands;2014;3305
472;Total male and female;Total;Central and  South America;Caribbean Netherlands;2015;3390
473;Total male and female;Total;Central and  South America;Caribbean Netherlands;2016;3262
474;Total male and female;Total;Central and  South America;Caribbean Netherlands;2017;3141
475;Total male and female;Total;Central and  South America;Caribbean Netherlands;2018;3335
476;Total male and female;Total;Central and  South America;Caribbean Netherlands;2019;3492
477;Total male and female;Total;Central and  South America;Caribbean Netherlands;2020;3796
478;Total male and female;Total;Central and  South America;Caribbean Netherlands;2021;3884
479;Total male and female;Total;Central and  South America;Caribbean Netherlands;2022;4240
480;Total male and female;Total;Central and  South America;Caribbean Netherlands;2023;4876
481;Total male and female;Total;Central and  South America;Bonaire;2011;1893
482;Total male and female;Total;Central and  South America;Bonaire;2012;1988
483;Total male and female;Total;Central and  South America;Bonaire;2013;2156
484;Total male and female;Total;Central and  South America;Bonaire;2014;2320
485;Total male and female;Total;Central and  South America;Bonaire;2015;2406
486;Total male and female;Total;Central and  South America;Bonaire;2016;2557
487;Total male and female;Total;Central and  South America;Bonaire;2017;2391
488;Total male and female;Total;Central and  South America;Bonaire;2018;2525
489;Total male and female;Total;Central and  South America;Bonaire;2019;2772
490;Total male and female;Total;Central and  South America;Bonaire;2020;3043
491;Total male and female;Total;Central and  South America;Bonaire;2021;3174
492;Total male and female;Total;Central and  South America;Bonaire;2022;3478
493;Total male and female;Total;Central and  South America;Bonaire;2023;4044
494;Total male and female;Total;Central and  South America;St. Eustatius;2011;625
495;Total male and female;Total;Central and  South America;St. Eustatius;2012;653
496;Total male and female;Total;Central and  South America;St. Eustatius;2013;682
497;Total male and female;Total;Central and  South America;St. Eustatius;2014;733
498;Total male and female;Total;Central and  South America;St. Eustatius;2015;722
499;Total male and female;Total;Central and  South America;St. Eustatius;2016;423
500;Total male and female;Total;Central and  South America;St. Eustatius;2017;455
501;Total male and female;Total;Central and  South America;St. Eustatius;2018;516
502;Total male and female;Total;Central and  South America;St. Eustatius;2019;456
503;Total male and female;Total;Central and  South America;St. Eustatius;2020;468
504;Total male and female;Total;Central and  South America;St. Eustatius;2021;426
505;Total male and female;Total;Central and  South America;St. Eustatius;2022;451
506;Total male and female;Total;Central and  South America;St. Eustatius;2023;478
507;Total male and female;Total;Central and  South America;Saba;2011;216
508;Total male and female;Total;Central and  South America;Saba;2012;217
509;Total male and female;Total;Central and  South America;Saba;2013;230
510;Total male and female;Total;Central and  South America;Saba;2014;252
511;Total male and female;Total;Central and  South America;Saba;2015;262
512;Total male and female;Total;Central and  South America;Saba;2016;282
513;Total male and female;Total;Central and  South America;Saba;2017;295
514;Total male and female;Total;Central and  South America;Saba;2018;294
515;Total male and female;Total;Central and  South America;Saba;2019;264
516;Total male and female;Total;Central and  South America;Saba;2020;285
517;Total male and female;Total;Central and  South America;Saba;2021;284
518;Total male and female;Total;Central and  South America;Saba;2022;311
519;Total male and female;Total;Central and  South America;Saba;2023;354
520;Total male and female;Total;European Union (including Dutch natio...;Caribbean Netherlands;2011;16670
521;Total male and female;Total;European Union (including Dutch natio...;Caribbean Netherlands;2012;17387
522;Total male and female;Total;European Union (including Dutch natio...;Caribbean Netherlands;2013;17957
523;Total male and female;Total;European Union (including Dutch natio...;Caribbean Netherlands;2014;18756
524;Total male and female;Total;European Union (including Dutch natio...;Caribbean Netherlands;2015;19138
525;Total male and female;Total;European Union (including Dutch natio...;Caribbean Netherlands;2016;19485
526;Total male and female;Total;European Union (including Dutch natio...;Caribbean Netherlands;2017;19859
527;Total male and female;Total;European Union (including Dutch natio...;Caribbean Netherlands;2018;20172
528;Total male and female;Total;European Union (including Dutch natio...;Caribbean Netherlands;2019;20314
529;Total male and female;Total;European Union (including Dutch natio...;Caribbean Netherlands;2020;20762
530;Total male and female;Total;European Union (including Dutch natio...;Caribbean Netherlands;2021;21366
531;Total male and female;Total;European Union (including Dutch natio...;Caribbean Netherlands;2022;21908
532;Total male and female;Total;European Union (including Dutch natio...;Caribbean Netherlands;2023;22715
533;Total male and female;Total;European Union (including Dutch natio...;Bonaire;2011;13137
534;Total male and female;Total;European Union (including Dutch natio...;Bonaire;2012;13710
535;Total male and female;Total;European Union (including Dutch natio...;Bonaire;2013;14265
536;Total male and female;Total;European Union (including Dutch natio...;Bonaire;2014;14964
537;Total male and female;Total;European Union (including Dutch natio...;Bonaire;2015;15353
538;Total male and female;Total;European Union (including Dutch natio...;Bonaire;2016;15670
539;Total male and female;Total;European Union (including Dutch natio...;Bonaire;2017;16017
540;Total male and female;Total;European Union (including Dutch natio...;Bonaire;2018;16247
541;Total male and female;Total;European Union (including Dutch natio...;Bonaire;2019;16507
542;Total male and female;Total;European Union (including Dutch natio...;Bonaire;2020;16969
543;Total male and female;Total;European Union (including Dutch natio...;Bonaire;2021;17568
544;Total male and female;Total;European Union (including Dutch natio...;Bonaire;2022;18056
545;Total male and female;Total;European Union (including Dutch natio...;Bonaire;2023;18875
546;Total male and female;Total;European Union (including Dutch natio...;St. Eustatius;2011;2436
547;Total male and female;Total;European Union (including Dutch natio...;St. Eustatius;2012;2553
548;Total male and female;Total;European Union (including Dutch natio...;St. Eustatius;2013;2567
549;Total male and female;Total;European Union (including Dutch natio...;St. Eustatius;2014;2661
550;Total male and female;Total;European Union (including Dutch natio...;St. Eustatius;2015;2613
551;Total male and female;Total;European Union (including Dutch natio...;St. Eustatius;2016;2587
552;Total male and female;Total;European Union (including Dutch natio...;St. Eustatius;2017;2606
553;Total male and female;Total;European Union (including Dutch natio...;St. Eustatius;2018;2658
554;Total male and female;Total;European Union (including Dutch natio...;St. Eustatius;2019;2554
555;Total male and female;Total;European Union (including Dutch natio...;St. Eustatius;2020;2562
556;Total male and female;Total;European Union (including Dutch natio...;St. Eustatius;2021;2587
557;Total male and female;Total;European Union (including Dutch natio...;St. Eustatius;2022;2638
558;Total male and female;Total;European Union (including Dutch natio...;St. Eustatius;2023;2636
559;Total male and female;Total;European Union (including Dutch natio...;Saba;2011;1097
560;Total male and female;Total;European Union (including Dutch natio...;Saba;2012;1124
561;Total male and female;Total;European Union (including Dutch natio...;Saba;2013;1125
562;Total male and female;Total;European Union (including Dutch natio...;Saba;2014;1131
563;Total male and female;Total;European Union (including Dutch natio...;Saba;2015;1172
564;Total male and female;Total;European Union (including Dutch natio...;Saba;2016;1228
565;Total male and female;Total;European Union (including Dutch natio...;Saba;2017;1236
566;Total male and female;Total;European Union (including Dutch natio...;Saba;2018;1267
567;Total male and female;Total;European Union (including Dutch natio...;Saba;2019;1253
568;Total male and female;Total;European Union (including Dutch natio...;Saba;2020;1231
569;Total male and female;Total;European Union (including Dutch natio...;Saba;2021;1211
570;Total male and female;Total;European Union (including Dutch natio...;Saba;2022;1214
571;Total male and female;Total;European Union (including Dutch natio...;Saba;2023;1204
572;Total male and female;Total;European Union (excluding Dutch natio...;Caribbean Netherlands;2011;251
573;Total male and female;Total;European Union (excluding Dutch natio...;Caribbean Netherlands;2012;331
574;Total male and female;Total;European Union (excluding Dutch natio...;Caribbean Netherlands;2013;380
575;Total male and female;Total;European Union (excluding Dutch natio...;Caribbean Netherlands;2014;436
576;Total male and female;Total;European Union (excluding Dutch natio...;Caribbean Netherlands;2015;417
577;Total male and female;Total;European Union (excluding Dutch natio...;Caribbean Netherlands;2016;443
578;Total male and female;Total;European Union (excluding Dutch natio...;Caribbean Netherlands;2017;416
579;Total male and female;Total;European Union (excluding Dutch natio...;Caribbean Netherlands;2018;442
580;Total male and female;Total;European Union (excluding Dutch natio...;Caribbean Netherlands;2019;426
581;Total male and female;Total;European Union (excluding Dutch natio...;Caribbean Netherlands;2020;458
582;Total male and female;Total;European Union (excluding Dutch natio...;Caribbean Netherlands;2021;392
583;Total male and female;Total;European Union (excluding Dutch natio...;Caribbean Netherlands;2022;402
584;Total male and female;Total;European Union (excluding Dutch natio...;Caribbean Netherlands;2023;425
585;Total male and female;Total;European Union (excluding Dutch natio...;Bonaire;2011;162
586;Total male and female;Total;European Union (excluding Dutch natio...;Bonaire;2012;201
587;Total male and female;Total;European Union (excluding Dutch natio...;Bonaire;2013;228
588;Total male and female;Total;European Union (excluding Dutch natio...;Bonaire;2014;273
589;Total male and female;Total;European Union (excluding Dutch natio...;Bonaire;2015;293
590;Total male and female;Total;European Union (excluding Dutch natio...;Bonaire;2016;313
591;Total male and female;Total;European Union (excluding Dutch natio...;Bonaire;2017;279
592;Total male and female;Total;European Union (excluding Dutch natio...;Bonaire;2018;295
593;Total male and female;Total;European Union (excluding Dutch natio...;Bonaire;2019;312
594;Total male and female;Total;European Union (excluding Dutch natio...;Bonaire;2020;335
595;Total male and female;Total;European Union (excluding Dutch natio...;Bonaire;2021;307
596;Total male and female;Total;European Union (excluding Dutch natio...;Bonaire;2022;306
597;Total male and female;Total;European Union (excluding Dutch natio...;Bonaire;2023;338
598;Total male and female;Total;European Union (excluding Dutch natio...;St. Eustatius;2011;53
599;Total male and female;Total;European Union (excluding Dutch natio...;St. Eustatius;2012;80
600;Total male and female;Total;European Union (excluding Dutch natio...;St. Eustatius;2013;97
601;Total male and female;Total;European Union (excluding Dutch natio...;St. Eustatius;2014;109
602;Total male and female;Total;European Union (excluding Dutch natio...;St. Eustatius;2015;69
603;Total male and female;Total;European Union (excluding Dutch natio...;St. Eustatius;2016;63
604;Total male and female;Total;European Union (excluding Dutch natio...;St. Eustatius;2017;68
605;Total male and female;Total;European Union (excluding Dutch natio...;St. Eustatius;2018;65
606;Total male and female;Total;European Union (excluding Dutch natio...;St. Eustatius;2019;54
