ID;Taxpayers;Periods;TotalEnvironmentalTaxesAndFees_1;TotalEnvironmentalTaxRevenues_2;TotalEnvironmentalTaxesOnProducts_3;WasteTax_4;FuelTax_5;TaxOnElectricityAndGasUse_6;TapWaterAndGroundwaterTaxes_7;TaxOnPackaging_8;FlightTax_9;TotalMobilityTax_10;ExciseDuties_11;TaxOnPassengerCarsAndMotorcycles_12;MotorVehicleTax_13;ManureSurplusTax_14;TotalEnvironmentalFeesRevenues_15;WasteCollectionFee_16;NoiseTaxCivilAviation_17;FeesOnGroundwaterAndRefuseDumps_18;SewerageCharges_19;FeesOnWaterPollution_20
944;47 Retail trade (not in motor vehicles);1995;75.0;42.0;4.0;1.0;1.0;;2.0;;;38.0;15.0;16.0;7.0;;33.0;7.0;;0.0;14.0;12.0
945;47 Retail trade (not in motor vehicles);1996;87.0;60.0;16.0;1.0;1.0;12.0;2.0;;;44.0;16.0;18.0;10.0;;27.0;6.0;;0.0;9.0;12.0
946;47 Retail trade (not in motor vehicles);1997;96.0;72.0;29.0;1.0;0.0;25.0;2.0;;;43.0;15.0;20.0;8.0;;24.0;4.0;;0.0;9.0;11.0
947;47 Retail trade (not in motor vehicles);1998;103.0;80.0;27.0;1.0;0.0;23.0;2.0;;;53.0;22.0;23.0;8.0;;23.0;2.0;;0.0;10.0;11.0
948;47 Retail trade (not in motor vehicles);1999;132.0;107.0;46.0;1.0;2.0;41.0;2.0;;;61.0;23.0;27.0;11.0;;24.0;4.0;;0.0;10.0;10.0
949;47 Retail trade (not in motor vehicles);2000;142.0;112.0;41.0;1.0;2.0;33.0;5.0;;;71.0;29.0;29.0;13.0;;30.0;9.0;;0.0;11.0;10.0
950;47 Retail trade (not in motor vehicles);2001;128.0;99.0;39.0;1.0;1.0;32.0;5.0;;;60.0;16.0;31.0;13.0;;29.0;10.0;;0.0;11.0;8.0
951;47 Retail trade (not in motor vehicles);2002;140.0;107.0;33.0;1.0;1.0;28.0;3.0;;;74.0;29.0;31.0;14.0;;33.0;14.0;;0.0;11.0;8.0
952;47 Retail trade (not in motor vehicles);2003;132.0;101.0;30.0;0.0;1.0;24.0;5.0;;;71.0;26.0;29.0;16.0;;31.0;12.0;;0.0;11.0;8.0
953;47 Retail trade (not in motor vehicles);2004;156.0;126.0;44.0;0.0;0.0;39.0;5.0;;;82.0;33.0;32.0;17.0;;30.0;13.0;;0.0;9.0;8.0
954;47 Retail trade (not in motor vehicles);2005;190.0;158.0;75.0;1.0;0.0;70.0;4.0;;;83.0;31.0;34.0;18.0;;32.0;14.0;;0.0;9.0;9.0
955;47 Retail trade (not in motor vehicles);2006;222.0;186.0;94.0;1.0;0.0;88.0;5.0;;;92.0;36.0;37.0;19.0;;36.0;15.0;;0.0;11.0;10.0
956;47 Retail trade (not in motor vehicles);2007;204.0;168.0;75.0;2.0;0.0;68.0;5.0;;;93.0;32.0;41.0;20.0;;36.0;14.0;;0.0;10.0;12.0
957;47 Retail trade (not in motor vehicles);2008;235.0;198.0;106.0;0.0;0.0;96.0;6.0;4.0;0.0;92.0;34.0;36.0;22.0;;37.0;14.0;;0.0;10.0;13.0
958;47 Retail trade (not in motor vehicles);2009;229.0;193.0;111.0;0.0;0.0;98.0;6.0;7.0;0.0;82.0;34.0;23.0;25.0;;36.0;15.0;;0.0;10.0;11.0
959;47 Retail trade (not in motor vehicles);2010;234.0;199.0;121.0;0.0;0.0;107.0;6.0;8.0;;78.0;32.0;21.0;25.0;;35.0;16.0;;0.0;9.0;10.0
960;47 Retail trade (not in motor vehicles);2011;227.0;190.0;110.0;0.0;0.0;97.0;5.0;8.0;;81.0;36.0;22.0;23.0;;37.0;17.0;;0.0;10.0;10.0
961;47 Retail trade (not in motor vehicles);2012;218.0;176.0;99.0;0.0;0.0;89.0;2.0;8.0;;77.0;37.0;17.0;23.0;;42.0;20.0;;0.0;12.0;10.0
962;H Transportation and storage;1987;298.0;275.0;0.0;;0.0;;;;;275.0;202.0;10.0;63.0;;24.0;11.0;5.0;0.0;3.0;5.0
963;H Transportation and storage;1988;304.0;280.0;3.0;;3.0;;;;;277.0;199.0;9.0;69.0;;24.0;5.0;10.0;0.0;4.0;5.0
964;H Transportation and storage;1989;313.0;283.0;9.0;;9.0;;;;;275.0;196.0;10.0;69.0;;29.0;12.0;7.0;0.0;4.0;6.0
965;H Transportation and storage;1990;443.0;413.0;16.0;;16.0;;;;;397.0;309.0;11.0;77.0;;30.0;9.0;11.0;0.0;4.0;6.0
966;H Transportation and storage;1991;472.0;442.0;23.0;;23.0;;;;;419.0;331.0;11.0;77.0;;30.0;11.0;9.0;0.0;4.0;6.0
967;H Transportation and storage;1992;554.0;520.0;38.0;;38.0;;;;;482.0;378.0;14.0;90.0;;34.0;12.0;9.0;0.0;5.0;8.0
968;H Transportation and storage;1993;709.0;672.0;38.0;;38.0;;;;;634.0;537.0;13.0;84.0;;37.0;18.0;5.0;0.0;6.0;8.0
969;H Transportation and storage;1994;771.0;730.0;34.0;;34.0;;;;;696.0;594.0;15.0;87.0;;41.0;14.0;13.0;0.0;6.0;8.0
970;H Transportation and storage;1995;837.0;779.0;40.0;1.0;38.0;;1.0;;;739.0;631.0;18.0;90.0;;57.0;18.0;24.0;0.0;8.0;8.0
971;H Transportation and storage;1996;860.0;823.0;60.0;2.0;39.0;19.0;1.0;;;763.0;636.0;20.0;107.0;;37.0;15.0;9.0;0.0;5.0;7.0
972;H Transportation and storage;1997;924.0;895.0;63.0;1.0;37.0;24.0;1.0;;;831.0;708.0;22.0;101.0;;30.0;10.0;6.0;0.0;5.0;9.0
973;H Transportation and storage;1998;959.0;928.0;65.0;2.0;37.0;25.0;1.0;;;863.0;734.0;26.0;103.0;;31.0;12.0;6.0;0.0;6.0;7.0
974;H Transportation and storage;1999;971.0;938.0;79.0;3.0;37.0;37.0;2.0;;;859.0;717.0;31.0;111.0;;33.0;13.0;7.0;0.0;6.0;7.0
975;H Transportation and storage;2000;999.0;937.0;84.0;5.0;36.0;38.0;5.0;;;853.0;711.0;32.0;110.0;;62.0;13.0;36.0;0.0;6.0;7.0
976;H Transportation and storage;2001;1046.0;975.0;98.0;5.0;38.0;51.0;4.0;;;877.0;733.0;35.0;109.0;;71.0;12.0;43.0;0.0;7.0;9.0
977;H Transportation and storage;2002;1067.0;999.0;84.0;4.0;41.0;32.0;7.0;;;915.0;780.0;29.0;106.0;;68.0;12.0;38.0;0.0;7.0;11.0
978;H Transportation and storage;2003;1098.0;1036.0;94.0;3.0;42.0;42.0;7.0;;;942.0;791.0;40.0;111.0;;62.0;7.0;37.0;0.0;3.0;15.0
979;H Transportation and storage;2004;1101.0;1044.0;70.0;1.0;0.0;63.0;6.0;;;974.0;807.0;44.0;123.0;;57.0;8.0;33.0;0.0;1.0;15.0
980;H Transportation and storage;2005;1216.0;1142.0;125.0;3.0;0.0;116.0;6.0;;;1017.0;844.0;47.0;126.0;;74.0;8.0;48.0;0.0;1.0;17.0
981;H Transportation and storage;2006;1315.0;1231.0;133.0;4.0;0.0;123.0;6.0;;;1098.0;905.0;52.0;141.0;;84.0;8.0;54.0;0.0;1.0;21.0
982;H Transportation and storage;2007;1350.0;1263.0;106.0;4.0;0.0;94.0;8.0;;;1157.0;950.0;56.0;151.0;;87.0;8.0;55.0;0.0;3.0;21.0
983;H Transportation and storage;2008;1424.0;1336.0;141.0;3.0;0.0;131.0;6.0;0.0;1.0;1195.0;986.0;49.0;160.0;;88.0;8.0;56.0;0.0;3.0;21.0
984;H Transportation and storage;2009;1429.0;1352.0;136.0;0.0;0.0;124.0;6.0;0.0;6.0;1216.0;1006.0;31.0;179.0;;77.0;8.0;49.0;0.0;4.0;16.0
985;H Transportation and storage;2010;1395.0;1327.0;78.0;0.0;0.0;71.0;7.0;0.0;;1249.0;1019.0;30.0;200.0;;68.0;8.0;42.0;0.0;4.0;14.0
986;H Transportation and storage;2011;1394.0;1328.0;73.0;0.0;0.0;65.0;8.0;0.0;;1255.0;1026.0;30.0;199.0;;67.0;13.0;35.0;0.0;4.0;14.0
987;H Transportation and storage;2012;1396.0;1310.0;65.0;0.0;0.0;62.0;3.0;0.0;;1245.0;1024.0;24.0;197.0;;87.0;21.0;46.0;0.0;5.0;15.0
988;49 Land transport;1987;252.0;241.0;0.0;;0.0;;;;;241.0;179.0;7.0;55.0;;11.0;5.0;;0.0;2.0;4.0
989;49 Land transport;1988;255.0;245.0;3.0;;3.0;;;;;243.0;177.0;7.0;59.0;;9.0;2.0;;0.0;3.0;4.0
990;49 Land transport;1989;264.0;251.0;7.0;;7.0;;;;;244.0;176.0;7.0;61.0;;13.0;5.0;;0.0;3.0;5.0
991;49 Land transport;1990;376.0;365.0;14.0;;14.0;;;;;351.0;275.0;8.0;68.0;;11.0;3.0;;0.0;3.0;5.0
992;49 Land transport;1991;409.0;396.0;21.0;;21.0;;;;;374.0;298.0;8.0;68.0;;13.0;5.0;;0.0;3.0;5.0
993;49 Land transport;1992;485.0;470.0;34.0;;34.0;;;;;436.0;345.0;10.0;81.0;;15.0;5.0;;0.0;3.0;7.0
994;49 Land transport;1993;630.0;613.0;34.0;;34.0;;;;;579.0;494.0;10.0;75.0;;18.0;7.0;;0.0;4.0;7.0
995;49 Land transport;1994;679.0;665.0;31.0;;31.0;;;;;634.0;545.0;11.0;78.0;;14.0;4.0;;0.0;4.0;6.0
996;49 Land transport;1995;733.0;716.0;36.0;1.0;35.0;;0.0;;;680.0;587.0;13.0;80.0;;17.0;6.0;;0.0;5.0;6.0
997;49 Land transport;1996;756.0;743.0;43.0;1.0;36.0;6.0;0.0;;;700.0;590.0;15.0;95.0;;14.0;5.0;;0.0;3.0;6.0
998;49 Land transport;1997;805.0;793.0;45.0;1.0;35.0;9.0;0.0;;;747.0;640.0;16.0;91.0;;13.0;3.0;;0.0;3.0;7.0
999;49 Land transport;1998;831.0;817.0;43.0;0.0;34.0;9.0;0.0;;;774.0;663.0;19.0;92.0;;14.0;5.0;;0.0;4.0;5.0
1000;49 Land transport;1999;836.0;822.0;49.0;1.0;32.0;15.0;1.0;;;773.0;650.0;22.0;101.0;;14.0;5.0;;0.0;4.0;5.0
1001;49 Land transport;2000;828.0;815.0;51.0;3.0;33.0;14.0;1.0;;;764.0;637.0;23.0;104.0;;12.0;3.0;;0.0;4.0;5.0
1002;49 Land transport;2001;853.0;839.0;54.0;3.0;34.0;16.0;1.0;;;785.0;657.0;25.0;103.0;;14.0;4.0;;0.0;4.0;6.0
1003;49 Land transport;2002;886.0;873.0;52.0;3.0;36.0;11.0;2.0;;;821.0;698.0;22.0;101.0;;13.0;4.0;;0.0;4.0;5.0
1004;49 Land transport;2003;899.0;889.0;54.0;2.0;38.0;11.0;3.0;;;835.0;696.0;33.0;106.0;;10.0;1.0;;0.0;3.0;6.0
1005;49 Land transport;2004;904.0;896.0;22.0;1.0;0.0;18.0;3.0;;;874.0;722.0;36.0;116.0;;8.0;1.0;;0.0;1.0;6.0
1006;49 Land transport;2005;955.0;946.0;35.0;1.0;0.0;31.0;3.0;;;911.0;754.0;38.0;119.0;;9.0;1.0;;0.0;1.0;7.0
1007;49 Land transport;2006;1033.0;1022.0;38.0;3.0;0.0;33.0;2.0;;;984.0;808.0;42.0;134.0;;11.0;1.0;;0.0;1.0;9.0
1008;49 Land transport;2007;1076.0;1065.0;30.0;4.0;0.0;22.0;4.0;;;1035.0;848.0;46.0;141.0;;11.0;1.0;;0.0;1.0;9.0
1009;49 Land transport;2008;1111.0;1100.0;35.0;2.0;0.0;30.0;3.0;0.0;0.0;1065.0;874.0;41.0;150.0;;11.0;1.0;;0.0;1.0;9.0
1010;49 Land transport;2009;1138.0;1130.0;37.0;0.0;0.0;34.0;3.0;0.0;0.0;1093.0;900.0;26.0;167.0;;8.0;1.0;;0.0;1.0;6.0
1011;49 Land transport;2010;1134.0;1127.0;36.0;0.0;0.0;33.0;3.0;0.0;;1091.0;879.0;24.0;188.0;;7.0;1.0;;0.0;1.0;5.0
1012;49 Land transport;2011;1154.0;1145.0;33.0;0.0;0.0;29.0;4.0;0.0;;1112.0;900.0;24.0;188.0;;8.0;2.0;;0.0;1.0;5.0
1013;49 Land transport;2012;1141.0;1132.0;29.0;0.0;0.0;28.0;1.0;0.0;;1103.0;898.0;19.0;186.0;;9.0;2.0;;0.0;1.0;5.0
1014;50 Water transport;1987;11.0;11.0;0.0;;0.0;;;;;11.0;11.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0
1015;50 Water transport;1988;12.0;11.0;0.0;;0.0;;;;;11.0;11.0;0.0;0.0;;1.0;1.0;;0.0;0.0;0.0
1016;50 Water transport;1989;9.0;8.0;0.0;;0.0;;;;;8.0;8.0;0.0;0.0;;1.0;1.0;;0.0;0.0;0.0
1017;50 Water transport;1990;17.0;16.0;0.0;;0.0;;;;;16.0;16.0;0.0;0.0;;1.0;1.0;;0.0;0.0;0.0
1018;50 Water transport;1991;17.0;16.0;0.0;;0.0;;;;;16.0;15.0;0.0;1.0;;1.0;1.0;;0.0;0.0;0.0
1019;50 Water transport;1992;22.0;20.0;3.0;;3.0;;;;;17.0;16.0;0.0;1.0;;2.0;2.0;;0.0;0.0;0.0
1020;50 Water transport;1993;27.0;24.0;3.0;;3.0;;;;;21.0;20.0;0.0;1.0;;3.0;3.0;;0.0;0.0;0.0
1021;50 Water transport;1994;29.0;25.0;1.0;;1.0;;;;;24.0;23.0;0.0;1.0;;4.0;4.0;;0.0;0.0;0.0
1022;50 Water transport;1995;30.0;26.0;2.0;0.0;2.0;;0.0;;;24.0;24.0;0.0;0.0;;4.0;4.0;;0.0;0.0;0.0
1023;50 Water transport;1996;38.0;35.0;11.0;0.0;2.0;9.0;0.0;;;24.0;23.0;0.0;1.0;;3.0;3.0;;0.0;0.0;0.0
1024;50 Water transport;1997;38.0;36.0;9.0;0.0;0.0;9.0;0.0;;;27.0;26.0;0.0;1.0;;2.0;2.0;;0.0;0.0;0.0
1025;50 Water transport;1998;36.0;34.0;11.0;1.0;1.0;9.0;0.0;;;23.0;23.0;0.0;0.0;;2.0;2.0;;0.0;0.0;0.0
1026;50 Water transport;1999;32.0;31.0;14.0;1.0;2.0;11.0;0.0;;;17.0;17.0;0.0;0.0;;1.0;1.0;;0.0;0.0;0.0
1027;50 Water transport;2000;35.0;34.0;16.0;1.0;0.0;15.0;0.0;;;18.0;17.0;0.0;1.0;;1.0;1.0;;0.0;0.0;0.0
1028;50 Water transport;2001;45.0;45.0;27.0;1.0;1.0;25.0;0.0;;;18.0;17.0;0.0;1.0;;0.0;0.0;;0.0;0.0;0.0
1029;50 Water transport;2002;35.0;34.0;16.0;1.0;1.0;13.0;1.0;;;18.0;18.0;0.0;0.0;;1.0;0.0;;0.0;0.0;1.0
1030;50 Water transport;2003;49.0;48.0;21.0;0.0;1.0;20.0;0.0;;;27.0;27.0;0.0;0.0;;1.0;0.0;;0.0;0.0;1.0
1031;50 Water transport;2004;46.0;45.0;27.0;0.0;0.0;27.0;0.0;;;18.0;16.0;0.0;2.0;;1.0;0.0;;0.0;0.0;1.0
1032;50 Water transport;2005;73.0;72.0;54.0;0.0;0.0;53.0;1.0;;;18.0;16.0;0.0;2.0;;1.0;0.0;;0.0;0.0;1.0
1033;50 Water transport;2006;74.0;73.0;55.0;0.0;0.0;54.0;1.0;;;18.0;16.0;0.0;2.0;;1.0;0.0;;0.0;0.0;1.0
1034;50 Water transport;2007;66.0;65.0;44.0;0.0;0.0;44.0;0.0;;;21.0;19.0;0.0;2.0;;1.0;0.0;;0.0;0.0;1.0
1035;50 Water transport;2008;87.0;86.0;62.0;0.0;0.0;61.0;0.0;0.0;1.0;24.0;22.0;0.0;2.0;;1.0;0.0;;0.0;0.0;1.0
1036;50 Water transport;2009;76.0;75.0;50.0;0.0;0.0;50.0;0.0;0.0;0.0;25.0;22.0;0.0;3.0;;1.0;0.0;;0.0;0.0;1.0
1037;50 Water transport;2010;55.0;54.0;1.0;0.0;0.0;1.0;0.0;0.0;;53.0;50.0;0.0;3.0;;1.0;0.0;;0.0;0.0;1.0
1038;50 Water transport;2011;46.0;44.0;3.0;0.0;0.0;2.0;1.0;0.0;;41.0;38.0;0.0;3.0;;2.0;1.0;;0.0;0.0;1.0
1039;50 Water transport;2012;44.0;42.0;1.0;0.0;0.0;1.0;0.0;0.0;;41.0;38.0;0.0;3.0;;2.0;1.0;;0.0;0.0;1.0
1040;51 Air transport;1987;5.0;0.0;0.0;;0.0;;;;;0.0;0.0;0.0;0.0;;5.0;0.0;5.0;0.0;0.0;0.0
1041;51 Air transport;1988;10.0;0.0;0.0;;0.0;;;;;0.0;0.0;0.0;0.0;;10.0;0.0;10.0;0.0;0.0;0.0
1042;51 Air transport;1989;7.0;0.0;0.0;;0.0;;;;;0.0;0.0;0.0;0.0;;7.0;0.0;7.0;0.0;0.0;0.0
1043;51 Air transport;1990;11.0;0.0;0.0;;0.0;;;;;0.0;0.0;0.0;0.0;;11.0;0.0;11.0;0.0;0.0;0.0
1044;51 Air transport;1991;10.0;0.0;0.0;;0.0;;;;;0.0;0.0;0.0;0.0;;10.0;1.0;9.0;0.0;0.0;0.0
1045;51 Air transport;1992;10.0;0.0;0.0;;0.0;;;;;0.0;0.0;0.0;0.0;;10.0;0.0;9.0;0.0;1.0;0.0
1046;51 Air transport;1993;9.0;1.0;0.0;;0.0;;;;;1.0;1.0;0.0;0.0;;8.0;2.0;5.0;0.0;1.0;0.0
1047;51 Air transport;1994;16.0;1.0;0.0;;0.0;;;;;1.0;1.0;0.0;0.0;;15.0;1.0;13.0;0.0;1.0;0.0
1048;51 Air transport;1995;27.0;1.0;0.0;0.0;0.0;;0.0;;;1.0;1.0;0.0;0.0;;26.0;1.0;24.0;0.0;1.0;0.0
1049;51 Air transport;1996;14.0;3.0;0.0;0.0;0.0;0.0;0.0;;;3.0;3.0;0.0;0.0;;11.0;1.0;9.0;0.0;1.0;0.0
1050;51 Air transport;1997;20.0;12.0;2.0;0.0;0.0;2.0;0.0;;;10.0;10.0;0.0;0.0;;8.0;1.0;6.0;0.0;1.0;0.0
1051;51 Air transport;1998;21.0;13.0;1.0;0.0;0.0;1.0;0.0;;;12.0;11.0;0.0;1.0;;8.0;1.0;6.0;0.0;1.0;0.0
1052;51 Air transport;1999;25.0;16.0;3.0;0.0;1.0;2.0;0.0;;;13.0;12.0;0.0;1.0;;9.0;1.0;7.0;0.0;1.0;0.0
1053;51 Air transport;2000;56.0;18.0;2.0;0.0;1.0;1.0;0.0;;;16.0;16.0;0.0;0.0;;38.0;1.0;36.0;0.0;1.0;0.0
1054;51 Air transport;2001;64.0;19.0;2.0;0.0;1.0;1.0;0.0;;;17.0;17.0;0.0;0.0;;45.0;1.0;43.0;0.0;1.0;0.0
1055;51 Air transport;2002;60.0;20.0;2.0;0.0;1.0;1.0;0.0;;;18.0;18.0;0.0;0.0;;40.0;1.0;38.0;0.0;1.0;0.0
1056;51 Air transport;2003;57.0;20.0;1.0;0.0;1.0;0.0;0.0;;;19.0;19.0;0.0;0.0;;37.0;0.0;37.0;0.0;0.0;0.0
1057;51 Air transport;2004;53.0;20.0;1.0;0.0;0.0;1.0;0.0;;;19.0;19.0;0.0;0.0;;33.0;0.0;33.0;0.0;0.0;0.0
1058;51 Air transport;2005;74.0;26.0;4.0;2.0;0.0;2.0;0.0;;;22.0;22.0;0.0;0.0;;48.0;0.0;48.0;0.0;0.0;0.0
1059;51 Air transport;2006;81.0;27.0;4.0;1.0;0.0;3.0;0.0;;;23.0;23.0;0.0;0.0;;54.0;0.0;54.0;0.0;0.0;0.0
1060;51 Air transport;2007;81.0;26.0;3.0;0.0;0.0;2.0;1.0;;;23.0;23.0;0.0;0.0;;55.0;0.0;55.0;0.0;0.0;0.0
1061;51 Air transport;2008;84.0;28.0;3.0;0.0;0.0;3.0;0.0;0.0;0.0;25.0;25.0;0.0;0.0;;56.0;0.0;56.0;0.0;0.0;0.0
1062;51 Air transport;2009;78.0;29.0;9.0;0.0;0.0;3.0;0.0;0.0;6.0;20.0;20.0;0.0;0.0;;49.0;0.0;49.0;0.0;0.0;0.0
1063;51 Air transport;2010;67.0;25.0;4.0;0.0;0.0;3.0;1.0;0.0;;21.0;21.0;0.0;0.0;;42.0;0.0;42.0;0.0;0.0;0.0
1064;51 Air transport;2011;61.0;25.0;4.0;0.0;0.0;4.0;0.0;0.0;;21.0;21.0;0.0;0.0;;36.0;1.0;35.0;0.0;0.0;0.0
1065;51 Air transport;2012;74.0;25.0;4.0;0.0;0.0;3.0;1.0;0.0;;21.0;21.0;0.0;0.0;;49.0;3.0;46.0;0.0;0.0;0.0
1066;52 Warehousing, services for transport;1987;15.0;9.0;0.0;;0.0;;;;;9.0;4.0;2.0;3.0;;5.0;4.0;;0.0;1.0;1.0
1067;52 Warehousing, services for transport;1988;15.0;11.0;0.0;;0.0;;;;;11.0;4.0;2.0;5.0;;3.0;2.0;;0.0;1.0;1.0
1068;52 Warehousing, services for transport;1989;17.0;11.0;0.0;;0.0;;;;;11.0;4.0;3.0;4.0;;7.0;5.0;;0.0;1.0;1.0
1069;52 Warehousing, services for transport;1990;17.0;11.0;0.0;;0.0;;;;;11.0;5.0;3.0;3.0;;6.0;4.0;;0.0;1.0;1.0
1070;52 Warehousing, services for transport;1991;19.0;13.0;0.0;;0.0;;;;;13.0;6.0;3.0;4.0;;6.0;4.0;;0.0;1.0;1.0
1071;52 Warehousing, services for transport;1992;22.0;15.0;1.0;;1.0;;;;;13.0;6.0;3.0;4.0;;7.0;5.0;;0.0;1.0;1.0
1072;52 Warehousing, services for transport;1993;22.0;14.0;0.0;;0.0;;;;;14.0;7.0;3.0;4.0;;8.0;6.0;;0.0;1.0;1.0
1073;52 Warehousing, services for transport;1994;25.0;18.0;0.0;;0.0;;;;;18.0;10.0;4.0;4.0;;8.0;5.0;;0.0;1.0;2.0
1074;52 Warehousing, services for transport;1995;27.0;18.0;1.0;0.0;0.0;;1.0;;;17.0;7.0;5.0;5.0;;9.0;6.0;;0.0;1.0;2.0
1075;52 Warehousing, services for transport;1996;30.0;23.0;5.0;1.0;1.0;3.0;0.0;;;17.0;8.0;5.0;4.0;;8.0;5.0;;0.0;1.0;2.0
1076;52 Warehousing, services for transport;1997;35.0;28.0;5.0;0.0;1.0;4.0;0.0;;;23.0;15.0;6.0;2.0;;7.0;4.0;;0.0;1.0;2.0
1077;52 Warehousing, services for transport;1998;40.0;34.0;8.0;1.0;1.0;5.0;0.0;;;27.0;17.0;7.0;3.0;;6.0;3.0;;0.0;1.0;2.0
1078;52 Warehousing, services for transport;1999;48.0;40.0;11.0;1.0;1.0;8.0;1.0;;;29.0;19.0;8.0;2.0;;8.0;5.0;;0.0;1.0;2.0
1079;52 Warehousing, services for transport;2000;51.0;42.0;11.0;1.0;1.0;7.0;2.0;;;31.0;21.0;8.0;2.0;;9.0;6.0;;0.0;1.0;2.0
1080;52 Warehousing, services for transport;2001;53.0;44.0;12.0;1.0;1.0;8.0;2.0;;;32.0;21.0;9.0;2.0;;9.0;5.0;;0.0;1.0;3.0
1081;52 Warehousing, services for transport;2002;55.0;44.0;11.0;0.0;1.0;7.0;3.0;;;33.0;25.0;6.0;2.0;;11.0;5.0;;0.0;1.0;5.0
1082;52 Warehousing, services for transport;2003;61.0;49.0;14.0;1.0;1.0;9.0;3.0;;;35.0;26.0;7.0;2.0;;12.0;4.0;;0.0;0.0;8.0
1083;52 Warehousing, services for transport;2004;64.0;52.0;17.0;0.0;0.0;14.0;3.0;;;35.0;26.0;7.0;2.0;;12.0;4.0;;0.0;0.0;8.0
1084;52 Warehousing, services for transport;2005;79.0;66.0;28.0;0.0;0.0;26.0;2.0;;;38.0;28.0;8.0;2.0;;13.0;4.0;;0.0;0.0;9.0
1085;52 Warehousing, services for transport;2006;88.0;73.0;30.0;0.0;0.0;27.0;3.0;;;43.0;32.0;9.0;2.0;;15.0;4.0;;0.0;0.0;11.0
1086;52 Warehousing, services for transport;2007;86.0;70.0;23.0;0.0;0.0;21.0;2.0;;;47.0;34.0;9.0;4.0;;16.0;4.0;;0.0;1.0;11.0
1087;52 Warehousing, services for transport;2008;103.0;87.0;36.0;1.0;0.0;32.0;3.0;0.0;0.0;51.0;39.0;8.0;4.0;;16.0;4.0;;0.0;1.0;11.0
1088;52 Warehousing, services for transport;2009;96.0;82.0;34.0;0.0;0.0;31.0;3.0;0.0;0.0;48.0;38.0;5.0;5.0;;14.0;4.0;;0.0;1.0;9.0
1089;52 Warehousing, services for transport;2010;100.0;87.0;34.0;0.0;0.0;31.0;3.0;0.0;;53.0;43.0;5.0;5.0;;13.0;4.0;;0.0;1.0;8.0
1090;52 Warehousing, services for transport;2011;93.0;81.0;30.0;0.0;0.0;27.0;3.0;0.0;;51.0;41.0;5.0;5.0;;12.0;3.0;;0.0;1.0;8.0
1091;52 Warehousing, services for transport;2012;94.0;79.0;28.0;0.0;0.0;27.0;1.0;0.0;;51.0;42.0;4.0;5.0;;15.0;5.0;;0.0;1.0;8.0
1092;53 Postal and courier activities;1987;15.0;13.0;0.0;;0.0;;;;;13.0;8.0;0.0;5.0;;2.0;2.0;;0.0;0.0;0.0
1093;53 Postal and courier activities;1988;12.0;12.0;0.0;;0.0;;;;;12.0;7.0;0.0;5.0;;0.0;0.0;;0.0;0.0;0.0
1094;53 Postal and courier activities;1989;15.0;14.0;1.0;;1.0;;;;;12.0;8.0;0.0;4.0;;1.0;1.0;;0.0;0.0;0.0
1095;53 Postal and courier activities;1990;22.0;21.0;1.0;;1.0;;;;;19.0;13.0;0.0;6.0;;1.0;1.0;;0.0;0.0;0.0
1096;53 Postal and courier activities;1991;18.0;18.0;1.0;;1.0;;;;;16.0;12.0;0.0;4.0;;0.0;0.0;;0.0;0.0;0.0
1097;53 Postal and courier activities;1992;16.0;15.0;0.0;;0.0;;;;;15.0;11.0;0.0;4.0;;0.0;0.0;;0.0;0.0;0.0
1098;53 Postal and courier activities;1993;21.0;21.0;1.0;;1.0;;;;;19.0;15.0;0.0;4.0;;0.0;0.0;;0.0;0.0;0.0
1099;53 Postal and courier activities;1994;21.0;21.0;1.0;;1.0;;;;;19.0;15.0;0.0;4.0;;0.0;0.0;;0.0;0.0;0.0
1100;53 Postal and courier activities;1995;20.0;18.0;1.0;0.0;1.0;;0.0;;;17.0;12.0;0.0;5.0;;1.0;1.0;;0.0;0.0;0.0
1101;53 Postal and courier activities;1996;21.0;20.0;0.0;0.0;0.0;0.0;0.0;;;19.0;12.0;0.0;7.0;;1.0;1.0;;0.0;0.0;0.0
1102;53 Postal and courier activities;1997;26.0;26.0;2.0;0.0;1.0;1.0;0.0;;;24.0;17.0;0.0;7.0;;0.0;0.0;;0.0;0.0;0.0
1103;53 Postal and courier activities;1998;31.0;29.0;2.0;0.0;1.0;1.0;0.0;;;27.0;20.0;0.0;7.0;;1.0;1.0;;0.0;0.0;0.0
1104;53 Postal and courier activities;1999;30.0;29.0;2.0;0.0;1.0;1.0;0.0;;;27.0;19.0;1.0;7.0;;1.0;1.0;;0.0;0.0;0.0
1105;53 Postal and courier activities;2000;30.0;28.0;4.0;0.0;1.0;1.0;2.0;;;24.0;20.0;1.0;3.0;;2.0;2.0;;0.0;0.0;0.0
1106;53 Postal and courier activities;2001;31.0;28.0;3.0;0.0;1.0;1.0;1.0;;;25.0;21.0;1.0;3.0;;3.0;2.0;;0.0;1.0;0.0
1107;53 Postal and courier activities;2002;32.0;29.0;4.0;0.0;2.0;1.0;1.0;;;25.0;21.0;1.0;3.0;;3.0;2.0;;0.0;1.0;0.0
1108;53 Postal and courier activities;2003;33.0;31.0;4.0;0.0;1.0;2.0;1.0;;;27.0;23.0;1.0;3.0;;2.0;2.0;;0.0;0.0;0.0
