ID;CPI;Periods;IndexFiguresTo1DecimalPlace_1;IndexFiguresIntegers_2;WeightingCoefficients_3
3564;01175  Potatoes;1997 March;;60.0;204
3565;01175  Potatoes;1997 April;;59.0;204
3566;01175  Potatoes;1997 May;;59.0;204
3567;01175  Potatoes;1997 June;;69.0;204
3568;01175  Potatoes;1997 July;;77.0;204
3569;01175  Potatoes;1997 August;;75.0;204
3570;01175  Potatoes;1997 September;;74.0;204
3571;01175  Potatoes;1997 October;;70.0;204
3572;01175  Potatoes;1997 November;;70.0;204
3573;01175  Potatoes;1997 December;;71.0;204
3574;01175  Potatoes;1997;;67.0;204
3575;01175  Potatoes;1998 January;;72.0;204
3576;01175  Potatoes;1998 February;;76.0;204
3577;01175  Potatoes;1998 March;;73.0;204
3578;01175  Potatoes;1998 April;;75.0;204
3579;01175  Potatoes;1998 May;;77.0;204
3580;01175  Potatoes;1998 June;;90.0;204
3581;01175  Potatoes;1998 July;;99.0;204
3582;01175  Potatoes;1998 August;;102.0;204
3583;01175  Potatoes;1998 September;;101.0;204
3584;01175  Potatoes;1998 October;;99.0;204
3585;01175  Potatoes;1998 November;;127.0;204
3586;01175  Potatoes;1998 December;;140.0;204
3587;01175  Potatoes;1998;;94.0;204
3588;01175  Potatoes;1999 January;;145.0;204
3589;01175  Potatoes;1999 February;;145.0;204
3590;01175  Potatoes;1999 March;;143.0;204
3591;01175  Potatoes;1999 April;;145.0;204
3592;01175  Potatoes;1999 May;;144.0;204
3593;01175  Potatoes;1999 June;;141.0;204
3594;01175  Potatoes;1999 July;;115.0;204
3595;01175  Potatoes;1999 August;;90.0;204
3596;01175  Potatoes;1999 September;;86.0;204
3597;01175  Potatoes;1999 October;;80.0;204
3598;01175  Potatoes;1999 November;;79.0;204
3599;01175  Potatoes;1999 December;;82.0;204
3600;01175  Potatoes;1999;;116.0;204
3601;01175  Potatoes;2000 January;;78.0;204
3602;01175  Potatoes;2000 February;;74.0;204
3603;01175  Potatoes;2000 March;;72.0;204
3604;01175  Potatoes;2000 April;;69.0;204
3605;01175  Potatoes;2000 May;;78.0;204
3606;01175  Potatoes;2000 June;;83.0;204
3607;01175  Potatoes;2000 July;;99.0;204
3608;01175  Potatoes;2000 August;;93.0;204
3609;01175  Potatoes;2000 September;;86.0;204
3610;01175  Potatoes;2000 October;;87.0;204
3611;01175  Potatoes;2000 November;;83.0;204
3612;01175  Potatoes;2000 December;;81.0;204
3613;01175  Potatoes;2000;;82.0;204
3614;01175  Potatoes;2001 January;;81.0;204
3615;01175  Potatoes;2001 February;;83.0;204
3616;01175  Potatoes;2001 March;;82.0;204
3617;01175  Potatoes;2001 April;;87.0;204
3618;01175  Potatoes;2001 May;;91.0;204
3619;01175  Potatoes;2001 June;;111.0;204
3620;01175  Potatoes;2001 July;;161.0;204
3621;01175  Potatoes;2001 August;;131.0;204
3622;01175  Potatoes;2001 September;;120.0;204
3623;01175  Potatoes;2001 October;;128.0;204
3624;01175  Potatoes;2001 November;;127.0;204
3625;01175  Potatoes;2001 December;;121.0;204
3626;01175  Potatoes;2001;;110.0;204
3627;01175  Potatoes;2002 January;;124.0;204
3628;01175  Potatoes;2002 February;;127.0;204
3629;01175  Potatoes;2002 March;;128.0;204
3630;01175  Potatoes;2002 April;;127.0;204
3631;01175  Potatoes;2002 May;;131.0;204
3632;01175  Potatoes;2002 June;;151.0;204
3633;01175  Potatoes;2002 July;;155.0;204
3634;01175  Potatoes;2002 August;;125.0;204
3635;01175  Potatoes;2002 September;;129.0;204
3636;01175  Potatoes;2002 October;;103.0;204
3637;01175  Potatoes;2002 November;;105.0;204
3638;01175  Potatoes;2002 December;;112.0;204
3639;01175  Potatoes;2002;;126.0;204
3640;01176  Potato products;1996 January;;100.0;224
3641;01176  Potato products;1996 February;;99.0;224
3642;01176  Potato products;1996 March;;99.0;224
3643;01176  Potato products;1996 April;;99.0;224
3644;01176  Potato products;1996 May;;99.0;224
3645;01176  Potato products;1996 June;;95.0;224
3646;01176  Potato products;1996 July;;97.0;224
3647;01176  Potato products;1996 August;;96.0;224
3648;01176  Potato products;1996 September;;96.0;224
3649;01176  Potato products;1996 October;;98.0;224
3650;01176  Potato products;1996 November;;98.0;224
3651;01176  Potato products;1996 December;;99.0;224
3652;01176  Potato products;1996;;98.0;224
3653;01176  Potato products;1997 January;;98.0;224
3654;01176  Potato products;1997 February;;97.0;224
3655;01176  Potato products;1997 March;;98.0;224
3656;01176  Potato products;1997 April;;98.0;224
3657;01176  Potato products;1997 May;;98.0;224
3658;01176  Potato products;1997 June;;98.0;224
3659;01176  Potato products;1997 July;;98.0;224
3660;01176  Potato products;1997 August;;98.0;224
3661;01176  Potato products;1997 September;;98.0;224
3662;01176  Potato products;1997 October;;99.0;224
3663;01176  Potato products;1997 November;;98.0;224
3664;01176  Potato products;1997 December;;97.0;224
3665;01176  Potato products;1997;;98.0;224
3666;01176  Potato products;1998 January;;101.0;224
3667;01176  Potato products;1998 February;;102.0;224
3668;01176  Potato products;1998 March;;104.0;224
3669;01176  Potato products;1998 April;;102.0;224
3670;01176  Potato products;1998 May;;102.0;224
3671;01176  Potato products;1998 June;;102.0;224
3672;01176  Potato products;1998 July;;101.0;224
3673;01176  Potato products;1998 August;;101.0;224
3674;01176  Potato products;1998 September;;101.0;224
3675;01176  Potato products;1998 October;;101.0;224
3676;01176  Potato products;1998 November;;101.0;224
3677;01176  Potato products;1998 December;;103.0;224
3678;01176  Potato products;1998;;102.0;224
3679;01176  Potato products;1999 January;;106.0;224
3680;01176  Potato products;1999 February;;108.0;224
3681;01176  Potato products;1999 March;;109.0;224
3682;01176  Potato products;1999 April;;109.0;224
3683;01176  Potato products;1999 May;;109.0;224
3684;01176  Potato products;1999 June;;109.0;224
3685;01176  Potato products;1999 July;;110.0;224
3686;01176  Potato products;1999 August;;109.0;224
3687;01176  Potato products;1999 September;;106.0;224
3688;01176  Potato products;1999 October;;106.0;224
3689;01176  Potato products;1999 November;;105.0;224
3690;01176  Potato products;1999 December;;105.0;224
3691;01176  Potato products;1999;;108.0;224
3692;01176  Potato products;2000 January;;106.0;224
3693;01176  Potato products;2000 February;;105.0;224
3694;01176  Potato products;2000 March;;105.0;224
3695;01176  Potato products;2000 April;;103.0;224
3696;01176  Potato products;2000 May;;104.0;224
3697;01176  Potato products;2000 June;;104.0;224
3698;01176  Potato products;2000 July;;104.0;224
3699;01176  Potato products;2000 August;;103.0;224
3700;01176  Potato products;2000 September;;104.0;224
3701;01176  Potato products;2000 October;;106.0;224
3702;01176  Potato products;2000 November;;105.0;224
3703;01176  Potato products;2000 December;;106.0;224
3704;01176  Potato products;2000;;105.0;224
3705;01176  Potato products;2001 January;;107.0;224
3706;01176  Potato products;2001 February;;108.0;224
3707;01176  Potato products;2001 March;;108.0;224
3708;01176  Potato products;2001 April;;107.0;224
3709;01176  Potato products;2001 May;;106.0;224
3710;01176  Potato products;2001 June;;107.0;224
3711;01176  Potato products;2001 July;;109.0;224
3712;01176  Potato products;2001 August;;109.0;224
3713;01176  Potato products;2001 September;;109.0;224
3714;01176  Potato products;2001 October;;109.0;224
3715;01176  Potato products;2001 November;;111.0;224
3716;01176  Potato products;2001 December;;113.0;224
3717;01176  Potato products;2001;;109.0;224
3718;01176  Potato products;2002 January;;114.0;224
3719;01176  Potato products;2002 February;;114.0;224
3720;01176  Potato products;2002 March;;114.0;224
3721;01176  Potato products;2002 April;;114.0;224
3722;01176  Potato products;2002 May;;114.0;224
3723;01176  Potato products;2002 June;;112.0;224
3724;01176  Potato products;2002 July;;112.0;224
3725;01176  Potato products;2002 August;;112.0;224
3726;01176  Potato products;2002 September;;113.0;224
3727;01176  Potato products;2002 October;;113.0;224
3728;01176  Potato products;2002 November;;111.0;224
3729;01176  Potato products;2002 December;;113.0;224
3730;01176  Potato products;2002;;113.0;224
3731;0118   Sugar, confectionery, etc.;1996 January;99.9;;881
3732;0118   Sugar, confectionery, etc.;1996 February;99.9;;881
3733;0118   Sugar, confectionery, etc.;1996 March;100.0;;881
3734;0118   Sugar, confectionery, etc.;1996 April;100.3;;881
3735;0118   Sugar, confectionery, etc.;1996 May;100.5;;881
3736;0118   Sugar, confectionery, etc.;1996 June;100.2;;881
3737;0118   Sugar, confectionery, etc.;1996 July;100.3;;881
3738;0118   Sugar, confectionery, etc.;1996 August;100.6;;881
3739;0118   Sugar, confectionery, etc.;1996 September;100.5;;881
3740;0118   Sugar, confectionery, etc.;1996 October;100.6;;881
3741;0118   Sugar, confectionery, etc.;1996 November;100.6;;881
3742;0118   Sugar, confectionery, etc.;1996 December;100.8;;881
3743;0118   Sugar, confectionery, etc.;1996;100.3;;881
3744;0118   Sugar, confectionery, etc.;1997 January;100.7;;881
3745;0118   Sugar, confectionery, etc.;1997 February;100.8;;881
3746;0118   Sugar, confectionery, etc.;1997 March;100.7;;881
3747;0118   Sugar, confectionery, etc.;1997 April;100.8;;881
3748;0118   Sugar, confectionery, etc.;1997 May;100.9;;881
3749;0118   Sugar, confectionery, etc.;1997 June;100.8;;881
3750;0118   Sugar, confectionery, etc.;1997 July;100.4;;881
3751;0118   Sugar, confectionery, etc.;1997 August;100.5;;881
3752;0118   Sugar, confectionery, etc.;1997 September;100.3;;881
3753;0118   Sugar, confectionery, etc.;1997 October;100.4;;881
3754;0118   Sugar, confectionery, etc.;1997 November;100.9;;881
3755;0118   Sugar, confectionery, etc.;1997 December;100.9;;881
3756;0118   Sugar, confectionery, etc.;1997;100.7;;881
3757;0118   Sugar, confectionery, etc.;1998 January;100.8;;881
3758;0118   Sugar, confectionery, etc.;1998 February;100.8;;881
3759;0118   Sugar, confectionery, etc.;1998 March;101.1;;881
3760;0118   Sugar, confectionery, etc.;1998 April;101.0;;881
3761;0118   Sugar, confectionery, etc.;1998 May;101.0;;881
3762;0118   Sugar, confectionery, etc.;1998 June;100.8;;881
3763;0118   Sugar, confectionery, etc.;1998 July;101.0;;881
3764;0118   Sugar, confectionery, etc.;1998 August;101.1;;881
3765;0118   Sugar, confectionery, etc.;1998 September;101.0;;881
3766;0118   Sugar, confectionery, etc.;1998 October;100.7;;881
3767;0118   Sugar, confectionery, etc.;1998 November;100.9;;881
3768;0118   Sugar, confectionery, etc.;1998 December;100.9;;881
3769;0118   Sugar, confectionery, etc.;1998;100.9;;881
3770;0118   Sugar, confectionery, etc.;1999 January;100.8;;881
3771;0118   Sugar, confectionery, etc.;1999 February;101.1;;881
3772;0118   Sugar, confectionery, etc.;1999 March;101.4;;881
3773;0118   Sugar, confectionery, etc.;1999 April;101.4;;881
3774;0118   Sugar, confectionery, etc.;1999 May;101.5;;881
3775;0118   Sugar, confectionery, etc.;1999 June;101.6;;881
3776;0118   Sugar, confectionery, etc.;1999 July;101.8;;881
3777;0118   Sugar, confectionery, etc.;1999 August;101.8;;881
3778;0118   Sugar, confectionery, etc.;1999 September;102.4;;881
3779;0118   Sugar, confectionery, etc.;1999 October;102.2;;881
3780;0118   Sugar, confectionery, etc.;1999 November;102.4;;881
3781;0118   Sugar, confectionery, etc.;1999 December;102.4;;881
3782;0118   Sugar, confectionery, etc.;1999;101.7;;881
3783;0118   Sugar, confectionery, etc.;2000 January;102.2;;881
3784;0118   Sugar, confectionery, etc.;2000 February;101.7;;881
3785;0118   Sugar, confectionery, etc.;2000 March;101.8;;881
3786;0118   Sugar, confectionery, etc.;2000 April;101.7;;881
3787;0118   Sugar, confectionery, etc.;2000 May;101.8;;881
3788;0118   Sugar, confectionery, etc.;2000 June;101.5;;881
3789;0118   Sugar, confectionery, etc.;2000 July;101.6;;881
3790;0118   Sugar, confectionery, etc.;2000 August;101.5;;881
3791;0118   Sugar, confectionery, etc.;2000 September;101.7;;881
3792;0118   Sugar, confectionery, etc.;2000 October;102.1;;881
3793;0118   Sugar, confectionery, etc.;2000 November;102.5;;881
3794;0118   Sugar, confectionery, etc.;2000 December;102.3;;881
3795;0118   Sugar, confectionery, etc.;2000;101.9;;881
3796;0118   Sugar, confectionery, etc.;2001 January;104.0;;881
3797;0118   Sugar, confectionery, etc.;2001 February;104.7;;881
3798;0118   Sugar, confectionery, etc.;2001 March;105.0;;881
3799;0118   Sugar, confectionery, etc.;2001 April;106.4;;881
3800;0118   Sugar, confectionery, etc.;2001 May;106.3;;881
3801;0118   Sugar, confectionery, etc.;2001 June;106.6;;881
3802;0118   Sugar, confectionery, etc.;2001 July;106.9;;881
3803;0118   Sugar, confectionery, etc.;2001 August;107.2;;881
3804;0118   Sugar, confectionery, etc.;2001 September;106.9;;881
3805;0118   Sugar, confectionery, etc.;2001 October;107.1;;881
3806;0118   Sugar, confectionery, etc.;2001 November;107.3;;881
3807;0118   Sugar, confectionery, etc.;2001 December;107.7;;881
3808;0118   Sugar, confectionery, etc.;2001;106.3;;881
3809;0118   Sugar, confectionery, etc.;2002 January;107.7;;881
3810;0118   Sugar, confectionery, etc.;2002 February;107.7;;881
3811;0118   Sugar, confectionery, etc.;2002 March;108.3;;881
3812;0118   Sugar, confectionery, etc.;2002 April;109.0;;881
3813;0118   Sugar, confectionery, etc.;2002 May;109.4;;881
3814;0118   Sugar, confectionery, etc.;2002 June;109.3;;881
3815;0118   Sugar, confectionery, etc.;2002 July;110.5;;881
3816;0118   Sugar, confectionery, etc.;2002 August;110.5;;881
3817;0118   Sugar, confectionery, etc.;2002 September;111.1;;881
3818;0118   Sugar, confectionery, etc.;2002 October;111.0;;881
3819;0118   Sugar, confectionery, etc.;2002 November;111.1;;881
3820;0118   Sugar, confectionery, etc.;2002 December;111.2;;881
3821;0118   Sugar, confectionery, etc.;2002;109.8;;881
3822;01181  Sugar;1996 January;;99.0;94
3823;01181  Sugar;1996 February;;99.0;94
3824;01181  Sugar;1996 March;;99.0;94
3825;01181  Sugar;1996 April;;99.0;94
3826;01181  Sugar;1996 May;;99.0;94
3827;01181  Sugar;1996 June;;99.0;94
3828;01181  Sugar;1996 July;;99.0;94
3829;01181  Sugar;1996 August;;99.0;94
3830;01181  Sugar;1996 September;;100.0;94
3831;01181  Sugar;1996 October;;100.0;94
3832;01181  Sugar;1996 November;;100.0;94
3833;01181  Sugar;1996 December;;100.0;94
3834;01181  Sugar;1996;;99.0;94
3835;01181  Sugar;1997 January;;100.0;94
3836;01181  Sugar;1997 February;;100.0;94
3837;01181  Sugar;1997 March;;100.0;94
3838;01181  Sugar;1997 April;;100.0;94
3839;01181  Sugar;1997 May;;100.0;94
3840;01181  Sugar;1997 June;;100.0;94
3841;01181  Sugar;1997 July;;100.0;94
3842;01181  Sugar;1997 August;;100.0;94
3843;01181  Sugar;1997 September;;100.0;94
3844;01181  Sugar;1997 October;;99.0;94
3845;01181  Sugar;1997 November;;100.0;94
3846;01181  Sugar;1997 December;;99.0;94
3847;01181  Sugar;1997;;100.0;94
3848;01181  Sugar;1998 January;;99.0;94
3849;01181  Sugar;1998 February;;99.0;94
3850;01181  Sugar;1998 March;;100.0;94
3851;01181  Sugar;1998 April;;100.0;94
3852;01181  Sugar;1998 May;;100.0;94
3853;01181  Sugar;1998 June;;99.0;94
3854;01181  Sugar;1998 July;;99.0;94
3855;01181  Sugar;1998 August;;99.0;94
3856;01181  Sugar;1998 September;;99.0;94
3857;01181  Sugar;1998 October;;99.0;94
3858;01181  Sugar;1998 November;;99.0;94
3859;01181  Sugar;1998 December;;100.0;94
3860;01181  Sugar;1998;;99.0;94
3861;01181  Sugar;1999 January;;100.0;94
3862;01181  Sugar;1999 February;;100.0;94
3863;01181  Sugar;1999 March;;101.0;94
3864;01181  Sugar;1999 April;;101.0;94
3865;01181  Sugar;1999 May;;101.0;94
3866;01181  Sugar;1999 June;;101.0;94
3867;01181  Sugar;1999 July;;101.0;94
3868;01181  Sugar;1999 August;;101.0;94
3869;01181  Sugar;1999 September;;102.0;94
3870;01181  Sugar;1999 October;;101.0;94
3871;01181  Sugar;1999 November;;102.0;94
3872;01181  Sugar;1999 December;;101.0;94
3873;01181  Sugar;1999;;101.0;94
3874;01181  Sugar;2000 January;;101.0;94
3875;01181  Sugar;2000 February;;101.0;94
3876;01181  Sugar;2000 March;;101.0;94
3877;01181  Sugar;2000 April;;102.0;94
3878;01181  Sugar;2000 May;;102.0;94
3879;01181  Sugar;2000 June;;102.0;94
3880;01181  Sugar;2000 July;;102.0;94
3881;01181  Sugar;2000 August;;102.0;94
3882;01181  Sugar;2000 September;;102.0;94
3883;01181  Sugar;2000 October;;102.0;94
3884;01181  Sugar;2000 November;;102.0;94
3885;01181  Sugar;2000 December;;102.0;94
3886;01181  Sugar;2000;;102.0;94
3887;01181  Sugar;2001 January;;102.0;94
3888;01181  Sugar;2001 February;;103.0;94
3889;01181  Sugar;2001 March;;103.0;94
3890;01181  Sugar;2001 April;;103.0;94
3891;01181  Sugar;2001 May;;103.0;94
3892;01181  Sugar;2001 June;;103.0;94
3893;01181  Sugar;2001 July;;103.0;94
3894;01181  Sugar;2001 August;;103.0;94
3895;01181  Sugar;2001 September;;103.0;94
3896;01181  Sugar;2001 October;;103.0;94
3897;01181  Sugar;2001 November;;103.0;94
3898;01181  Sugar;2001 December;;103.0;94
3899;01181  Sugar;2001;;103.0;94
3900;01181  Sugar;2002 January;;103.0;94
3901;01181  Sugar;2002 February;;102.0;94
3902;01181  Sugar;2002 March;;103.0;94
3903;01181  Sugar;2002 April;;103.0;94
3904;01181  Sugar;2002 May;;102.0;94
3905;01181  Sugar;2002 June;;102.0;94
3906;01181  Sugar;2002 July;;102.0;94
3907;01181  Sugar;2002 August;;102.0;94
3908;01181  Sugar;2002 September;;102.0;94
3909;01181  Sugar;2002 October;;102.0;94
3910;01181  Sugar;2002 November;;102.0;94
3911;01181  Sugar;2002 December;;102.0;94
3912;01181  Sugar;2002;;102.0;94
3913;01182  Sweet fillings;1996 January;;100.0;142
3914;01182  Sweet fillings;1996 February;;99.0;142
3915;01182  Sweet fillings;1996 March;;99.0;142
3916;01182  Sweet fillings;1996 April;;100.0;142
3917;01182  Sweet fillings;1996 May;;100.0;142
3918;01182  Sweet fillings;1996 June;;99.0;142
3919;01182  Sweet fillings;1996 July;;99.0;142
3920;01182  Sweet fillings;1996 August;;99.0;142
3921;01182  Sweet fillings;1996 September;;98.0;142
3922;01182  Sweet fillings;1996 October;;99.0;142
3923;01182  Sweet fillings;1996 November;;98.0;142
