ID;RegioS;SamenstellingVanHetHuishouden;AantalHuishoudens_1;GemiddBesteedbInkomenPerHuishouden_2
2023;Haelen;Meerpers. huishouden z. minderj. kind.;1.9;36.7
2024;Heerlen;Totaal particulier huishouden;43.5;25.8
2025;Heerlen;Eenpersoonshuishouden;17.0;16.9
2026;Heerlen;Meerpers. huishouden met minderj. kind.;10.2;32.0
2027;Heerlen;Meerpers. huishouden z. minderj. kind.;16.4;31.2
2028;Helden;Totaal particulier huishouden;7.1;32.0
2029;Helden;Eenpersoonshuishouden;1.5;17.8
2030;Helden;Meerpers. huishouden met minderj. kind.;2.4;35.7
2031;Helden;Meerpers. huishouden z. minderj. kind.;3.2;35.8
2032;Heythuysen;Totaal particulier huishouden;4.6;32.6
2033;Heythuysen;Eenpersoonshuishouden;1.0;19.1
2034;Heythuysen;Meerpers. huishouden met minderj. kind.;1.4;36.5
2035;Heythuysen;Meerpers. huishouden z. minderj. kind.;2.2;36.3
2036;Hunsel;Totaal particulier huishouden;2.3;32.7
2037;Hunsel;Eenpersoonshuishouden;0.4;18.1
2038;Hunsel;Meerpers. huishouden met minderj. kind.;0.9;37.8
2039;Hunsel;Meerpers. huishouden z. minderj. kind.;1.0;34.4
2040;Kerkrade;Totaal particulier huishouden;22.4;26.9
2041;Kerkrade;Eenpersoonshuishouden;7.3;16.8
2042;Kerkrade;Meerpers. huishouden met minderj. kind.;5.2;33.2
2043;Kerkrade;Meerpers. huishouden z. minderj. kind.;9.9;31.0
2044;Kessel;Totaal particulier huishouden;1.6;31.2
2045;Kessel;Eenpersoonshuishouden;0.3;16.3
2046;Kessel;Meerpers. huishouden met minderj. kind.;0.5;33.7
2047;Kessel;Meerpers. huishouden z. minderj. kind.;0.8;35.5
2048;Maasbracht;Totaal particulier huishouden;5.6;30.6
2049;Maasbracht;Eenpersoonshuishouden;1.3;17.6
2050;Maasbracht;Meerpers. huishouden met minderj. kind.;1.6;37.7
2051;Maasbracht;Meerpers. huishouden z. minderj. kind.;2.6;32.8
2052;Maasbree;Totaal particulier huishouden;4.7;33.5
2053;Maasbree;Eenpersoonshuishouden;0.9;17.1
2054;Maasbree;Meerpers. huishouden met minderj. kind.;1.6;36.8
2055;Maasbree;Meerpers. huishouden z. minderj. kind.;2.2;37.6
2056;Maastricht;Totaal particulier huishouden;52.4;27.4
2057;Maastricht;Eenpersoonshuishouden;20.1;17.6
2058;Maastricht;Meerpers. huishouden met minderj. kind.;12.0;34.3
2059;Maastricht;Meerpers. huishouden z. minderj. kind.;20.3;33.0
2060;Margraten;Totaal particulier huishouden;5.2;33.0
2061;Margraten;Eenpersoonshuishouden;1.1;15.9
2062;Margraten;Meerpers. huishouden met minderj. kind.;1.6;41.2
2063;Margraten;Meerpers. huishouden z. minderj. kind.;2.5;35.7
2064;Meerssen;Totaal particulier huishouden;8.1;32.6
2065;Meerssen;Eenpersoonshuishouden;1.9;18.2
2066;Meerssen;Meerpers. huishouden met minderj. kind.;2.3;39.2
2067;Meerssen;Meerpers. huishouden z. minderj. kind.;3.9;35.6
2068;Meijel;Totaal particulier huishouden;2.1;33.4
2069;Meijel;Eenpersoonshuishouden;0.4;18.0
2070;Meijel;Meerpers. huishouden met minderj. kind.;0.7;36.7
2071;Meijel;Meerpers. huishouden z. minderj. kind.;1.0;36.6
2072;Mook en Middelaar;Totaal particulier huishouden;3.3;34.2
2073;Mook en Middelaar;Eenpersoonshuishouden;0.8;19.2
2074;Mook en Middelaar;Meerpers. huishouden met minderj. kind.;0.9;39.3
2075;Mook en Middelaar;Meerpers. huishouden z. minderj. kind.;1.6;38.7
2076;Nederweert;Totaal particulier huishouden;6.0;32.3
2077;Nederweert;Eenpersoonshuishouden;1.1;18.7
2078;Nederweert;Meerpers. huishouden met minderj. kind.;2.0;35.7
2079;Nederweert;Meerpers. huishouden z. minderj. kind.;2.9;35.2
2080;Nuth;Totaal particulier huishouden;6.6;31.9
2081;Nuth;Eenpersoonshuishouden;1.5;17.7
2082;Nuth;Meerpers. huishouden met minderj. kind.;1.8;37.9
2083;Nuth;Meerpers. huishouden z. minderj. kind.;3.2;35.2
2084;Roermond;Totaal particulier huishouden;20.0;28.1
2085;Roermond;Eenpersoonshuishouden;7.2;17.8
2086;Roermond;Meerpers. huishouden met minderj. kind.;5.2;33.2
2087;Roermond;Meerpers. huishouden z. minderj. kind.;7.5;34.4
2088;Schinnen;Totaal particulier huishouden;5.4;32.4
2089;Schinnen;Eenpersoonshuishouden;1.1;17.3
2090;Schinnen;Meerpers. huishouden met minderj. kind.;1.6;36.9
2091;Schinnen;Meerpers. huishouden z. minderj. kind.;2.6;36.2
2092;Sevenum;Totaal particulier huishouden;2.7;33.5
2093;Sevenum;Eenpersoonshuishouden;0.6;22.4
2094;Sevenum;Meerpers. huishouden met minderj. kind.;0.8;36.3
2095;Sevenum;Meerpers. huishouden z. minderj. kind.;1.4;36.3
2096;Simpelveld;Totaal particulier huishouden;4.7;29.8
2097;Simpelveld;Eenpersoonshuishouden;1.2;16.7
2098;Simpelveld;Meerpers. huishouden met minderj. kind.;1.3;35.9
2099;Simpelveld;Meerpers. huishouden z. minderj. kind.;2.3;33.2
2100;Stein (L.);Totaal particulier huishouden;10.9;30.7
2101;Stein (L.);Eenpersoonshuishouden;2.4;16.7
2102;Stein (L.);Meerpers. huishouden met minderj. kind.;3.0;36.3
2103;Stein (L.);Meerpers. huishouden z. minderj. kind.;5.4;33.9
2104;Swalmen;Totaal particulier huishouden;3.6;29.2
2105;Swalmen;Eenpersoonshuishouden;0.9;15.9
2106;Swalmen;Meerpers. huishouden met minderj. kind.;1.0;34.4
2107;Swalmen;Meerpers. huishouden z. minderj. kind.;1.6;33.3
2108;Thorn;Totaal particulier huishouden;1.0;31.1
2109;Thorn;Eenpersoonshuishouden;0.3;17.2
2110;Thorn;Meerpers. huishouden met minderj. kind.;0.3;38.3
2111;Thorn;Meerpers. huishouden z. minderj. kind.;0.5;35.6
2112;Vaals;Totaal particulier huishouden;4.5;29.4
2113;Vaals;Eenpersoonshuishouden;1.5;17.9
2114;Vaals;Meerpers. huishouden met minderj. kind.;1.1;38.6
2115;Vaals;Meerpers. huishouden z. minderj. kind.;1.8;33.3
2116;Venlo;Totaal particulier huishouden;39.2;28.1
2117;Venlo;Eenpersoonshuishouden;12.8;17.1
2118;Venlo;Meerpers. huishouden met minderj. kind.;10.5;33.6
2119;Venlo;Meerpers. huishouden z. minderj. kind.;15.9;33.4
2120;Venray;Totaal particulier huishouden;15.2;30.5
2121;Venray;Eenpersoonshuishouden;4.1;17.0
2122;Venray;Meerpers. huishouden met minderj. kind.;4.7;35.0
2123;Venray;Meerpers. huishouden z. minderj. kind.;6.4;35.8
2124;Voerendaal;Totaal particulier huishouden;5.3;32.9
2125;Voerendaal;Eenpersoonshuishouden;1.1;17.9
2126;Voerendaal;Meerpers. huishouden met minderj. kind.;1.5;38.5
2127;Voerendaal;Meerpers. huishouden z. minderj. kind.;2.6;36.3
2128;Weert;Totaal particulier huishouden;19.9;30.7
2129;Weert;Eenpersoonshuishouden;5.4;17.3
2130;Weert;Meerpers. huishouden met minderj. kind.;5.6;37.3
2131;Weert;Meerpers. huishouden z. minderj. kind.;8.9;34.7
2132;Meerlo-Wanssum;Totaal particulier huishouden;2.9;32.6
2133;Meerlo-Wanssum;Eenpersoonshuishouden;0.5;16.4
2134;Meerlo-Wanssum;Meerpers. huishouden met minderj. kind.;1.0;36.7
2135;Meerlo-Wanssum;Meerpers. huishouden z. minderj. kind.;1.4;35.9
2136;Valkenburg a/d Geul;Totaal particulier huishouden;7.5;30.3
2137;Valkenburg a/d Geul;Eenpersoonshuishouden;2.2;17.4
2138;Valkenburg a/d Geul;Meerpers. huishouden met minderj. kind.;1.9;37.2
2139;Valkenburg a/d Geul;Meerpers. huishouden z. minderj. kind.;3.3;35.0
2140;Lelystad;Totaal particulier huishouden;28.3;29.3
2141;Lelystad;Eenpersoonshuishouden;8.4;16.8
2142;Lelystad;Meerpers. huishouden met minderj. kind.;8.7;33.7
2143;Lelystad;Meerpers. huishouden z. minderj. kind.;11.1;35.4
2144;Horst aan de Maas;Totaal particulier huishouden;10.8;32.3
2145;Horst aan de Maas;Eenpersoonshuishouden;2.4;18.0
2146;Horst aan de Maas;Meerpers. huishouden met minderj. kind.;3.5;37.3
2147;Horst aan de Maas;Meerpers. huishouden z. minderj. kind.;4.9;35.7
2148;Eemsmond;Totaal particulier huishouden;7.1;26.4
2149;Eemsmond;Eenpersoonshuishouden;2.2;16.1
2150;Eemsmond;Meerpers. huishouden met minderj. kind.;2.0;32.5
2151;Eemsmond;Meerpers. huishouden z. minderj. kind.;2.9;30.1
2152;Gemert-Bakel;Totaal particulier huishouden;10.4;31.1
2153;Gemert-Bakel;Eenpersoonshuishouden;2.4;16.4
2154;Gemert-Bakel;Meerpers. huishouden met minderj. kind.;3.3;35.6
2155;Gemert-Bakel;Meerpers. huishouden z. minderj. kind.;4.7;35.4
2156;Halderberge;Totaal particulier huishouden;11.8;31.7
2157;Halderberge;Eenpersoonshuishouden;2.6;17.8
2158;Halderberge;Meerpers. huishouden met minderj. kind.;3.5;37.5
2159;Halderberge;Meerpers. huishouden z. minderj. kind.;5.7;34.5
2160;Heeze-Leende;Totaal particulier huishouden;5.8;34.7
2161;Heeze-Leende;Eenpersoonshuishouden;1.3;19.4
2162;Heeze-Leende;Meerpers. huishouden met minderj. kind.;1.8;40.5
2163;Heeze-Leende;Meerpers. huishouden z. minderj. kind.;2.7;38.1
2164;Laarbeek;Totaal particulier huishouden;8.1;32.7
2165;Laarbeek;Eenpersoonshuishouden;1.6;17.4
2166;Laarbeek;Meerpers. huishouden met minderj. kind.;2.5;37.8
2167;Laarbeek;Meerpers. huishouden z. minderj. kind.;3.9;35.8
2168;Reiderland;Totaal particulier huishouden;3.1;24.3
2169;Reiderland;Eenpersoonshuishouden;1.0;14.9
2170;Reiderland;Meerpers. huishouden met minderj. kind.;0.7;29.1
2171;Reiderland;Meerpers. huishouden z. minderj. kind.;1.4;28.3
2172;De Marne;Totaal particulier huishouden;4.8;27.2
2173;De Marne;Eenpersoonshuishouden;1.6;15.7
2174;De Marne;Meerpers. huishouden met minderj. kind.;1.3;35.0
2175;De Marne;Meerpers. huishouden z. minderj. kind.;1.9;31.3
2176;Zevenhuizen-Moerkapelle;Totaal particulier huishouden;3.7;35.0
2177;Zevenhuizen-Moerkapelle;Eenpersoonshuishouden;0.8;17.7
2178;Zevenhuizen-Moerkapelle;Meerpers. huishouden met minderj. kind.;1.3;40.1
2179;Zevenhuizen-Moerkapelle;Meerpers. huishouden z. minderj. kind.;1.6;39.3
2180;Reusel-De Mierden;Totaal particulier huishouden;4.4;33.7
2181;Reusel-De Mierden;Eenpersoonshuishouden;0.9;17.6
2182;Reusel-De Mierden;Meerpers. huishouden met minderj. kind.;1.5;37.6
2183;Reusel-De Mierden;Meerpers. huishouden z. minderj. kind.;2.1;37.6
2184;Roerdalen;Totaal particulier huishouden;4.3;31.6
2185;Roerdalen;Eenpersoonshuishouden;1.0;14.8
2186;Roerdalen;Meerpers. huishouden met minderj. kind.;1.2;36.6
2187;Roerdalen;Meerpers. huishouden z. minderj. kind.;2.1;36.9
2188;Roggel en Neer;Totaal particulier huishouden;3.2;32.7
2189;Roggel en Neer;Eenpersoonshuishouden;0.7;17.2
2190;Roggel en Neer;Meerpers. huishouden met minderj. kind.;1.0;38.4
2191;Roggel en Neer;Meerpers. huishouden z. minderj. kind.;1.5;36.1
2192;Maasdonk;Totaal particulier huishouden;3.9;34.8
2193;Maasdonk;Eenpersoonshuishouden;0.7;17.7
2194;Maasdonk;Meerpers. huishouden met minderj. kind.;1.4;41.3
2195;Maasdonk;Meerpers. huishouden z. minderj. kind.;1.8;36.5
2196;Rijnwoude;Totaal particulier huishouden;7.1;35.3
2197;Rijnwoude;Eenpersoonshuishouden;1.5;18.6
2198;Rijnwoude;Meerpers. huishouden met minderj. kind.;2.4;40.4
2199;Rijnwoude;Meerpers. huishouden z. minderj. kind.;3.2;39.2
2200;Liemeer;Totaal particulier huishouden;2.3;35.1
2201;Liemeer;Eenpersoonshuishouden;0.6;13.5
2202;Liemeer;Meerpers. huishouden met minderj. kind.;0.8;41.3
2203;Liemeer;Meerpers. huishouden z. minderj. kind.;0.9;43.2
2204;Roosendaal;Totaal particulier huishouden;32.0;29.9
2205;Roosendaal;Eenpersoonshuishouden;9.1;17.4
2206;Roosendaal;Meerpers. huishouden met minderj. kind.;9.1;35.6
2207;Roosendaal;Meerpers. huishouden z. minderj. kind.;13.9;34.5
2208;Schouwen-Duiveland;Totaal particulier huishouden;14.3;30.4
2209;Schouwen-Duiveland;Eenpersoonshuishouden;4.1;17.6
2210;Schouwen-Duiveland;Meerpers. huishouden met minderj. kind.;3.7;36.3
2211;Schouwen-Duiveland;Meerpers. huishouden z. minderj. kind.;6.5;35.0
2212;Ambt Montfort;Totaal particulier huishouden;4.3;30.9
2213;Ambt Montfort;Eenpersoonshuishouden;0.9;17.4
2214;Ambt Montfort;Meerpers. huishouden met minderj. kind.;1.2;35.8
2215;Ambt Montfort;Meerpers. huishouden z. minderj. kind.;2.2;33.6
2216;Aa en Hunze;Totaal particulier huishouden;10.1;31.1
2217;Aa en Hunze;Eenpersoonshuishouden;2.5;18.6
2218;Aa en Hunze;Meerpers. huishouden met minderj. kind.;2.8;37.0
2219;Aa en Hunze;Meerpers. huishouden z. minderj. kind.;4.8;34.3
2220;Borger-Odoorn;Totaal particulier huishouden;10.5;28.8
2221;Borger-Odoorn;Eenpersoonshuishouden;2.4;16.7
2222;Borger-Odoorn;Meerpers. huishouden met minderj. kind.;3.1;33.7
2223;Borger-Odoorn;Meerpers. huishouden z. minderj. kind.;5.0;31.6
2224;Cuijk;Totaal particulier huishouden;9.6;30.0
2225;Cuijk;Eenpersoonshuishouden;2.5;16.9
2226;Cuijk;Meerpers. huishouden met minderj. kind.;2.9;34.4
2227;Cuijk;Meerpers. huishouden z. minderj. kind.;4.3;34.6
2228;Landerd;Totaal particulier huishouden;5.3;33.0
2229;Landerd;Eenpersoonshuishouden;1.1;17.7
2230;Landerd;Meerpers. huishouden met minderj. kind.;1.8;37.4
2231;Landerd;Meerpers. huishouden z. minderj. kind.;2.3;36.8
2232;De Wolden;Totaal particulier huishouden;9.2;31.0
2233;De Wolden;Eenpersoonshuishouden;2.2;17.5
2234;De Wolden;Meerpers. huishouden met minderj. kind.;2.9;37.1
2235;De Wolden;Meerpers. huishouden z. minderj. kind.;4.1;34.0
2236;Noord-Beveland;Totaal particulier huishouden;3.1;30.1
2237;Noord-Beveland;Eenpersoonshuishouden;0.9;18.3
2238;Noord-Beveland;Meerpers. huishouden met minderj. kind.;0.7;36.3
2239;Noord-Beveland;Meerpers. huishouden z. minderj. kind.;1.5;34.2
2240;Wijdemeren;Totaal particulier huishouden;9.6;34.7
2241;Wijdemeren;Eenpersoonshuishouden;2.8;19.8
2242;Wijdemeren;Meerpers. huishouden met minderj. kind.;2.7;41.9
2243;Wijdemeren;Meerpers. huishouden z. minderj. kind.;4.2;40.0
2244;Noordenveld;Totaal particulier huishouden;13.0;31.3
2245;Noordenveld;Eenpersoonshuishouden;3.4;18.3
2246;Noordenveld;Meerpers. huishouden met minderj. kind.;3.7;37.6
2247;Noordenveld;Meerpers. huishouden z. minderj. kind.;5.9;34.7
2248;Twenterand;Totaal particulier huishouden;11.7;30.5
2249;Twenterand;Eenpersoonshuishouden;2.3;16.0
2250;Twenterand;Meerpers. huishouden met minderj. kind.;4.3;35.1
2251;Twenterand;Meerpers. huishouden z. minderj. kind.;5.1;33.4
2252;Westerveld;Totaal particulier huishouden;7.8;30.0
2253;Westerveld;Eenpersoonshuishouden;2.0;17.7
2254;Westerveld;Meerpers. huishouden met minderj. kind.;2.1;35.4
2255;Westerveld;Meerpers. huishouden z. minderj. kind.;3.7;33.9
2256;Sint Anthonis;Totaal particulier huishouden;4.3;31.8
2257;Sint Anthonis;Eenpersoonshuishouden;1.0;16.8
2258;Sint Anthonis;Meerpers. huishouden met minderj. kind.;1.4;36.5
2259;Sint Anthonis;Meerpers. huishouden z. minderj. kind.;1.9;35.9
2260;Lingewaard;Totaal particulier huishouden;16.4;32.4
2261;Lingewaard;Eenpersoonshuishouden;3.6;18.7
2262;Lingewaard;Meerpers. huishouden met minderj. kind.;5.3;37.5
2263;Lingewaard;Meerpers. huishouden z. minderj. kind.;7.5;35.3
2264;Cranendonck;Totaal particulier huishouden;7.9;32.9
2265;Cranendonck;Eenpersoonshuishouden;1.8;21.8
2266;Cranendonck;Meerpers. huishouden met minderj. kind.;2.3;37.7
2267;Cranendonck;Meerpers. huishouden z. minderj. kind.;3.8;35.2
2268;Steenwijkerland;Totaal particulier huishouden;17.1;28.3
2269;Steenwijkerland;Eenpersoonshuishouden;4.7;16.5
2270;Steenwijkerland;Meerpers. huishouden met minderj. kind.;5.0;33.9
2271;Steenwijkerland;Meerpers. huishouden z. minderj. kind.;7.4;32.1
2272;Moerdijk;Totaal particulier huishouden;14.6;31.5
2273;Moerdijk;Eenpersoonshuishouden;3.4;18.1
2274;Moerdijk;Meerpers. huishouden met minderj. kind.;4.4;35.6
2275;Moerdijk;Meerpers. huishouden z. minderj. kind.;6.8;35.5
2276;Echt-Susteren;Totaal particulier huishouden;13.0;30.3
2277;Echt-Susteren;Eenpersoonshuishouden;3.2;16.7
2278;Echt-Susteren;Meerpers. huishouden met minderj. kind.;3.7;36.5
2279;Echt-Susteren;Meerpers. huishouden z. minderj. kind.;6.1;33.8
2280;Sluis;Totaal particulier huishouden;10.8;29.0
2281;Sluis;Eenpersoonshuishouden;3.3;16.7
2282;Sluis;Meerpers. huishouden met minderj. kind.;2.6;36.9
2283;Sluis;Meerpers. huishouden z. minderj. kind.;4.9;33.2
2284;Drimmelen;Totaal particulier huishouden;10.3;33.0
2285;Drimmelen;Eenpersoonshuishouden;2.1;17.7
2286;Drimmelen;Meerpers. huishouden met minderj. kind.;3.2;37.8
2287;Drimmelen;Meerpers. huishouden z. minderj. kind.;5.0;36.3
2288;Bernheze;Totaal particulier huishouden;10.3;34.0
2289;Bernheze;Eenpersoonshuishouden;2.0;18.2
2290;Bernheze;Meerpers. huishouden met minderj. kind.;3.6;37.7
2291;Bernheze;Meerpers. huishouden z. minderj. kind.;4.7;38.0
2292;Ferwerderadiel;Totaal particulier huishouden;3.5;27.7
2293;Ferwerderadiel;Eenpersoonshuishouden;0.9;16.6
2294;Ferwerderadiel;Meerpers. huishouden met minderj. kind.;1.1;32.7
2295;Ferwerderadiel;Meerpers. huishouden z. minderj. kind.;1.5;30.7
2296;Alphen-Chaam;Totaal particulier huishouden;3.6;34.4
2297;Alphen-Chaam;Eenpersoonshuishouden;0.7;18.1
2298;Alphen-Chaam;Meerpers. huishouden met minderj. kind.;1.1;38.7
2299;Alphen-Chaam;Meerpers. huishouden z. minderj. kind.;1.7;38.2
2300;Bergeijk;Totaal particulier huishouden;6.8;33.5
2301;Bergeijk;Eenpersoonshuishouden;1.4;17.7
2302;Bergeijk;Meerpers. huishouden met minderj. kind.;2.2;38.0
2303;Bergeijk;Meerpers. huishouden z. minderj. kind.;3.2;37.5
2304;Bladel;Totaal particulier huishouden;7.1;32.7
2305;Bladel;Eenpersoonshuishouden;1.5;18.0
2306;Bladel;Meerpers. huishouden met minderj. kind.;2.2;36.7
2307;Bladel;Meerpers. huishouden z. minderj. kind.;3.3;36.8
2308;Gulpen-Wittem;Totaal particulier huishouden;6.1;31.3
2309;Gulpen-Wittem;Eenpersoonshuishouden;1.5;17.0
2310;Gulpen-Wittem;Meerpers. huishouden met minderj. kind.;1.7;37.2
2311;Gulpen-Wittem;Meerpers. huishouden z. minderj. kind.;2.9;35.3
2312;Tynaarlo;Totaal particulier huishouden;12.8;32.8
2313;Tynaarlo;Eenpersoonshuishouden;3.4;19.1
2314;Tynaarlo;Meerpers. huishouden met minderj. kind.;3.7;39.7
2315;Tynaarlo;Meerpers. huishouden z. minderj. kind.;5.7;36.4
2316;Midden-Drenthe;Totaal particulier huishouden;13.2;28.9
2317;Midden-Drenthe;Eenpersoonshuishouden;3.5;16.8
2318;Midden-Drenthe;Meerpers. huishouden met minderj. kind.;3.9;33.6
2319;Midden-Drenthe;Meerpers. huishouden z. minderj. kind.;5.9;33.0
2320;Overbetuwe;Totaal particulier huishouden;15.5;32.3
2321;Overbetuwe;Eenpersoonshuishouden;3.5;17.3
2322;Overbetuwe;Meerpers. huishouden met minderj. kind.;5.2;37.6
2323;Overbetuwe;Meerpers. huishouden z. minderj. kind.;6.9;35.7
2324;Hof van Twente;Totaal particulier huishouden;13.4;32.6
2325;Hof van Twente;Eenpersoonshuishouden;3.2;19.2
2326;Hof van Twente;Meerpers. huishouden met minderj. kind.;4.0;38.3
2327;Hof van Twente;Meerpers. huishouden z. minderj. kind.;6.2;36.0
2328;Olst-Wijhe;Totaal particulier huishouden;6.5;31.0
2329;Olst-Wijhe;Eenpersoonshuishouden;1.6;17.1
2330;Olst-Wijhe;Meerpers. huishouden met minderj. kind.;2.0;36.0
2331;Olst-Wijhe;Meerpers. huishouden z. minderj. kind.;2.9;35.0
2332;Dinkelland;Totaal particulier huishouden;9.1;33.0
2333;Dinkelland;Eenpersoonshuishouden;1.9;18.0
2334;Dinkelland;Meerpers. huishouden met minderj. kind.;3.1;37.9
2335;Dinkelland;Meerpers. huishouden z. minderj. kind.;4.2;36.1
2336;Sittard-Geleen;Totaal particulier huishouden;42.2;28.9
2337;Sittard-Geleen;Eenpersoonshuishouden;13.3;17.5
2338;Sittard-Geleen;Meerpers. huishouden met minderj. kind.;11.1;35.0
2339;Sittard-Geleen;Meerpers. huishouden z. minderj. kind.;17.7;33.6
2340;Zwartewaterland;Totaal particulier huishouden;7.7;31.8
2341;Zwartewaterland;Eenpersoonshuishouden;1.7;16.4
2342;Zwartewaterland;Meerpers. huishouden met minderj. kind.;2.9;37.6
2343;Zwartewaterland;Meerpers. huishouden z. minderj. kind.;3.1;34.7
2344;Leidschendam-Voorburg;Totaal particulier huishouden;34.0;32.9
2345;Leidschendam-Voorburg;Eenpersoonshuishouden;13.1;21.2
2346;Leidschendam-Voorburg;Meerpers. huishouden met minderj. kind.;7.8;41.1
2347;Leidschendam-Voorburg;Meerpers. huishouden z. minderj. kind.;13.1;39.7
2348;Pijnacker-Nootdorp;Totaal particulier huishouden;13.0;36.6
2349;Pijnacker-Nootdorp;Eenpersoonshuishouden;2.7;21.1
2350;Pijnacker-Nootdorp;Meerpers. huishouden met minderj. kind.;5.0;41.0
2351;Pijnacker-Nootdorp;Meerpers. huishouden z. minderj. kind.;5.3;40.3
2352;Heel;Totaal particulier huishouden;3.2;32.2
2353;Heel;Eenpersoonshuishouden;0.7;17.0
2354;Heel;Meerpers. huishouden met minderj. kind.;0.9;37.4
2355;Heel;Meerpers. huishouden z. minderj. kind.;1.6;36.0
2356;Menterwolde;Totaal particulier huishouden;5.2;27.2
2357;Menterwolde;Eenpersoonshuishouden;1.2;16.3
2358;Menterwolde;Meerpers. huishouden met minderj. kind.;1.5;30.7
2359;Menterwolde;Meerpers. huishouden z. minderj. kind.;2.4;30.5
