ID;HerkomstBestemming;Perioden;CO2_1;N2O_2;CH4_3;BroeikasgasEquivalent_4;NOx_5;SO2_6;NH3_7;ZuurEquivalent_8;CFK12Equivalent_9;CO_10;NMVOS_11;PM10_12;FijnStofEquivalent_13
947;52 Opslag, dienstverlening voor vervoer;2001;746.0;0.0;0.1;751.0;6.1;0.3;0.0;0.1;0.0;7.0;4.2;1.6;1.6
948;52 Opslag, dienstverlening voor vervoer;2002;822.0;0.0;0.1;827.0;6.6;0.4;0.0;0.2;0.0;8.0;4.2;1.4;1.4
949;52 Opslag, dienstverlening voor vervoer;2003;881.0;0.0;0.1;887.0;7.1;0.4;0.0;0.2;0.0;9.0;4.1;1.4;1.4
950;52 Opslag, dienstverlening voor vervoer;2004;880.0;0.0;0.1;886.0;6.7;0.4;0.0;0.2;0.0;8.6;2.8;1.3;1.3
951;52 Opslag, dienstverlening voor vervoer;2005;970.0;0.0;0.1;976.0;7.6;0.5;0.0;0.2;0.0;9.9;7.1;1.2;1.2
952;52 Opslag, dienstverlening voor vervoer;2006;1010.0;0.0;0.1;1016.0;7.3;0.5;0.0;0.2;0.0;10.0;8.5;1.2;1.2
953;52 Opslag, dienstverlening voor vervoer;2007;1134.0;0.0;0.1;1141.0;8.1;0.5;0.0;0.2;0.0;12.0;8.7;1.3;1.3
954;52 Opslag, dienstverlening voor vervoer;2008;1267.0;0.0;0.2;1274.0;8.6;0.3;0.0;0.2;0.0;13.4;9.1;1.3;1.3
955;52 Opslag, dienstverlening voor vervoer;2009;1133.0;0.0;0.1;1140.0;7.0;0.1;0.0;0.2;0.0;11.6;9.3;1.1;1.1
956;52 Opslag, dienstverlening voor vervoer;2010;1089.0;0.0;0.1;1096.0;5.2;0.0;0.0;0.1;0.0;7.8;9.3;1.1;1.1
957;52 Opslag, dienstverlening voor vervoer;2011;904.0;0.0;0.2;911.0;3.6;0.0;0.0;0.1;0.0;4.3;8.8;1.1;1.1
958;52 Opslag, dienstverlening voor vervoer;2012;807.0;0.0;0.1;814.0;2.9;0.0;0.0;0.1;0.0;2.8;8.3;0.9;0.9
959;52 Opslag, dienstverlening voor vervoer;2013;932.0;0.0;0.1;940.0;3.5;0.0;0.0;0.1;0.0;5.0;8.5;1.0;1.0
960;53 Post en koeriers;1990;106.0;0.0;0.0;106.0;1.0;0.1;0.0;0.0;24.2;0.4;0.2;0.1;0.1
961;53 Post en koeriers;1991;112.0;0.0;0.0;112.0;1.0;0.1;0.0;0.0;19.5;0.4;0.2;0.1;0.1
962;53 Post en koeriers;1992;115.0;0.0;0.0;115.0;1.0;0.1;0.0;0.0;14.9;0.4;0.2;0.1;0.1
963;53 Post en koeriers;1993;118.0;0.0;0.0;119.0;1.0;0.1;0.0;0.0;10.2;0.4;0.2;0.1;0.1
964;53 Post en koeriers;1994;117.0;0.0;0.0;117.0;0.9;0.1;0.0;0.0;5.6;0.3;0.2;0.1;0.1
965;53 Post en koeriers;1995;122.0;0.0;0.0;123.0;0.9;0.1;0.0;0.0;0.9;0.3;0.2;0.1;0.1
966;53 Post en koeriers;1996;126.0;0.0;0.0;127.0;0.9;0.1;0.0;0.0;0.8;0.3;0.2;0.1;0.1
967;53 Post en koeriers;1997;126.0;0.0;0.0;127.0;0.8;0.0;0.0;0.0;0.5;0.3;0.1;0.1;0.1
968;53 Post en koeriers;1998;131.0;0.0;0.0;132.0;0.8;0.0;0.0;0.0;0.2;0.3;0.1;0.1;0.1
969;53 Post en koeriers;1999;137.0;0.0;0.0;138.0;0.9;0.0;0.0;0.0;0.1;0.2;0.1;0.1;0.1
970;53 Post en koeriers;2000;139.0;0.0;0.0;140.0;0.9;0.0;0.0;0.0;0.1;0.2;0.1;0.1;0.1
971;53 Post en koeriers;2001;145.0;0.0;0.0;146.0;0.9;0.0;0.0;0.0;0.0;0.2;0.1;0.1;0.1
972;53 Post en koeriers;2002;146.0;0.0;0.0;147.0;0.9;0.0;0.0;0.0;0.0;0.2;0.1;0.1;0.1
973;53 Post en koeriers;2003;151.0;0.0;0.0;152.0;0.9;0.0;0.0;0.0;0.0;0.2;0.1;0.1;0.1
974;53 Post en koeriers;2004;162.0;0.0;0.0;163.0;0.9;0.0;0.0;0.0;0.0;0.2;0.1;0.1;0.1
975;53 Post en koeriers;2005;159.0;0.0;0.0;160.0;0.9;0.0;0.0;0.0;0.0;0.2;0.1;0.1;0.1
976;53 Post en koeriers;2006;167.0;0.0;0.0;168.0;0.9;0.0;0.0;0.0;0.0;0.2;0.1;0.1;0.1
977;53 Post en koeriers;2007;159.0;0.0;0.0;160.0;0.9;0.0;0.0;0.0;0.0;0.2;0.1;0.1;0.1
978;53 Post en koeriers;2008;164.0;0.0;0.0;165.0;0.9;0.0;0.0;0.0;0.0;0.2;0.1;0.0;0.0
979;53 Post en koeriers;2009;165.0;0.0;0.0;166.0;0.8;0.0;0.0;0.0;0.0;0.2;0.1;0.0;0.0
980;53 Post en koeriers;2010;129.0;0.0;0.0;130.0;0.5;0.0;0.0;0.0;0.0;0.2;0.1;0.0;0.0
981;53 Post en koeriers;2011;133.0;0.0;0.0;134.0;0.5;0.0;0.0;0.0;0.0;0.2;0.1;0.0;0.0
982;53 Post en koeriers;2012;131.0;0.0;0.0;132.0;0.5;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0
983;53 Post en koeriers;2013;131.0;0.0;0.0;133.0;0.5;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0
984;I Horeca;1990;883.0;0.0;0.2;887.0;1.9;0.2;0.0;0.0;38.5;0.9;0.5;0.1;0.1
985;I Horeca;1991;975.0;0.0;0.2;980.0;1.9;0.2;0.0;0.0;31.2;37.2;0.4;0.1;0.1
986;I Horeca;1992;922.0;0.0;0.2;927.0;2.0;0.2;0.0;0.1;23.8;55.4;0.4;0.1;0.1
987;I Horeca;1993;1014.0;0.0;0.3;1021.0;2.0;0.2;0.0;0.0;16.5;55.4;0.4;0.1;0.1
988;I Horeca;1994;929.0;0.0;0.3;938.0;2.0;0.2;0.0;0.0;9.1;37.2;0.4;0.1;0.1
989;I Horeca;1995;1034.0;0.0;0.4;1049.0;1.9;0.1;0.0;0.0;1.8;0.9;0.4;0.1;0.1
990;I Horeca;1996;1162.0;0.0;0.6;1181.0;1.9;0.1;0.0;0.0;1.5;0.8;0.3;0.1;0.1
991;I Horeca;1997;1016.0;0.0;0.6;1037.0;1.9;0.1;0.0;0.0;1.0;0.8;0.3;0.1;0.1
992;I Horeca;1998;1044.0;0.0;0.6;1064.0;1.8;0.1;0.0;0.0;0.5;0.7;0.3;0.1;0.1
993;I Horeca;1999;875.0;0.0;0.5;892.0;1.9;0.1;0.0;0.0;0.2;0.7;0.4;0.1;0.1
994;I Horeca;2000;929.0;0.0;0.6;973.0;1.7;0.1;0.0;0.0;0.1;0.7;0.3;0.1;0.1
995;I Horeca;2001;1088.0;0.0;0.5;1142.0;1.9;0.1;0.0;0.0;0.0;0.7;0.3;0.1;0.1
996;I Horeca;2002;1123.0;0.0;0.5;1187.0;1.8;0.1;0.0;0.0;0.0;0.6;0.3;0.1;0.1
997;I Horeca;2003;1154.0;0.0;0.5;1228.0;1.8;0.1;0.0;0.0;0.0;0.6;0.3;0.1;0.1
998;I Horeca;2004;1126.0;0.0;0.5;1210.0;1.8;0.1;0.0;0.0;0.0;0.5;0.3;0.1;0.1
999;I Horeca;2005;998.0;0.0;0.5;1092.0;1.6;0.0;0.0;0.0;0.0;0.5;0.2;0.0;0.0
1000;I Horeca;2006;1167.0;0.0;0.5;1270.0;1.7;0.0;0.0;0.0;0.0;0.5;0.3;0.0;0.0
1001;I Horeca;2007;1023.0;0.0;0.5;1135.0;1.6;0.0;0.0;0.0;0.0;0.5;0.2;0.0;0.0
1002;I Horeca;2008;1116.0;0.0;0.5;1237.0;1.6;0.0;0.0;0.0;0.0;0.5;0.3;0.0;0.0
1003;I Horeca;2009;1114.0;0.0;0.5;1238.0;1.4;0.0;0.0;0.0;0.0;0.6;0.2;0.0;0.0
1004;I Horeca;2010;1452.0;0.0;0.5;1580.0;1.6;0.0;0.0;0.0;0.0;0.7;0.3;0.0;0.0
1005;I Horeca;2011;1144.0;0.0;0.5;1272.0;1.3;0.0;0.0;0.0;0.0;0.6;0.2;0.0;0.0
1006;I Horeca;2012;1260.0;0.0;0.4;1391.0;1.4;0.0;0.0;0.0;0.0;0.6;0.2;0.0;0.0
1007;I Horeca;2013;1350.0;0.0;0.5;1484.0;1.4;0.0;0.0;0.0;0.0;0.6;0.2;0.0;0.0
1008;J Informatie en communicatie;1990;355.0;0.0;0.1;357.0;1.4;0.1;0.0;0.0;80.3;1.1;2.2;0.1;0.1
1009;J Informatie en communicatie;1991;387.0;0.0;0.1;389.0;1.4;0.1;0.0;0.0;64.8;1.0;2.1;0.1;0.1
1010;J Informatie en communicatie;1992;373.0;0.0;0.1;375.0;1.4;0.1;0.0;0.0;49.4;1.0;2.1;0.1;0.1
1011;J Informatie en communicatie;1993;402.0;0.0;0.1;405.0;1.3;0.1;0.0;0.0;34.0;1.0;2.0;0.1;0.1
1012;J Informatie en communicatie;1994;376.0;0.0;0.1;379.0;1.2;0.1;0.0;0.0;18.6;1.0;2.0;0.1;0.1
1013;J Informatie en communicatie;1995;427.0;0.0;0.1;431.0;1.4;0.1;0.0;0.0;3.1;1.0;1.9;0.1;0.1
1014;J Informatie en communicatie;1996;468.0;0.0;0.2;473.0;1.3;0.1;0.0;0.0;2.8;0.9;1.9;0.1;0.1
1015;J Informatie en communicatie;1997;425.0;0.0;0.2;430.0;1.2;0.0;0.0;0.0;2.1;0.9;1.8;0.1;0.1
1016;J Informatie en communicatie;1998;438.0;0.0;0.2;443.0;1.2;0.0;0.0;0.0;1.1;0.8;1.7;0.1;0.1
1017;J Informatie en communicatie;1999;394.0;0.0;0.2;399.0;1.2;0.0;0.0;0.0;0.6;0.8;1.6;0.1;0.1
1018;J Informatie en communicatie;2000;410.0;0.0;0.2;415.0;1.2;0.0;0.0;0.0;0.3;0.7;1.5;0.1;0.1
1019;J Informatie en communicatie;2001;457.0;0.0;0.2;461.0;1.2;0.0;0.0;0.0;0.1;0.7;1.3;0.1;0.1
1020;J Informatie en communicatie;2002;427.0;0.0;0.1;431.0;1.1;0.0;0.0;0.0;0.0;0.6;1.1;0.1;0.1
1021;J Informatie en communicatie;2003;407.0;0.0;0.1;411.0;1.1;0.0;0.0;0.0;0.0;0.6;0.9;0.1;0.1
1022;J Informatie en communicatie;2004;397.0;0.0;0.1;400.0;1.1;0.0;0.0;0.0;0.0;0.5;0.8;0.1;0.1
1023;J Informatie en communicatie;2005;354.0;0.0;0.1;358.0;1.0;0.0;0.0;0.0;0.0;0.4;0.8;0.1;0.1
1024;J Informatie en communicatie;2006;386.0;0.0;0.1;390.0;1.0;0.0;0.0;0.0;0.0;0.4;0.8;0.1;0.1
1025;J Informatie en communicatie;2007;348.0;0.0;0.1;352.0;0.9;0.0;0.0;0.0;0.0;0.4;0.8;0.0;0.0
1026;J Informatie en communicatie;2008;351.0;0.0;0.1;354.0;0.8;0.0;0.0;0.0;0.0;0.4;0.8;0.0;0.0
1027;J Informatie en communicatie;2009;357.0;0.0;0.1;360.0;0.9;0.0;0.0;0.0;0.0;0.4;0.8;0.0;0.0
1028;J Informatie en communicatie;2010;494.0;0.0;0.1;498.0;1.1;0.0;0.0;0.0;0.0;0.5;0.8;0.0;0.0
1029;J Informatie en communicatie;2011;432.0;0.0;0.1;436.0;1.1;0.0;0.0;0.0;0.0;0.5;0.8;0.1;0.1
1030;J Informatie en communicatie;2012;501.0;0.0;0.1;506.0;1.1;0.0;0.0;0.0;0.0;0.5;0.8;0.0;0.0
1031;J Informatie en communicatie;2013;519.0;0.0;0.1;524.0;1.1;0.0;0.0;0.0;0.0;0.5;0.8;0.0;0.0
1032;K Financiële dienstverlening;1990;693.0;0.0;0.1;696.0;2.7;0.3;0.0;0.1;131.8;1.9;1.2;0.2;0.2
1033;K Financiële dienstverlening;1991;754.0;0.0;0.1;758.0;2.8;0.3;0.0;0.1;106.5;1.8;1.1;0.2;0.2
1034;K Financiële dienstverlening;1992;727.0;0.0;0.2;732.0;2.9;0.3;0.0;0.1;81.2;1.9;1.1;0.2;0.2
1035;K Financiële dienstverlening;1993;785.0;0.0;0.2;790.0;2.8;0.2;0.0;0.1;55.9;1.9;1.0;0.2;0.2
1036;K Financiële dienstverlening;1994;733.0;0.0;0.2;739.0;2.9;0.2;0.0;0.1;30.6;1.9;1.0;0.2;0.2
1037;K Financiële dienstverlening;1995;801.0;0.0;0.3;808.0;2.6;0.2;0.0;0.1;5.3;1.8;0.8;0.2;0.2
1038;K Financiële dienstverlening;1996;880.0;0.0;0.3;889.0;2.5;0.2;0.1;0.1;4.6;1.7;0.7;0.2;0.2
1039;K Financiële dienstverlening;1997;795.0;0.0;0.4;805.0;2.3;0.1;0.1;0.1;3.1;1.6;0.7;0.2;0.2
1040;K Financiële dienstverlening;1998;818.0;0.0;0.4;827.0;2.3;0.1;0.1;0.1;1.6;1.5;0.7;0.1;0.1
1041;K Financiële dienstverlening;1999;728.0;0.0;0.3;737.0;2.3;0.1;0.1;0.1;0.8;1.4;0.7;0.1;0.1
1042;K Financiële dienstverlening;2000;762.0;0.0;0.4;771.0;2.3;0.1;0.1;0.1;0.4;1.4;0.7;0.1;0.1
1043;K Financiële dienstverlening;2001;894.0;0.0;0.3;903.0;2.6;0.0;0.1;0.1;0.2;1.4;0.6;0.2;0.2
1044;K Financiële dienstverlening;2002;925.0;0.0;0.3;934.0;2.6;0.0;0.1;0.1;0.0;1.3;0.6;0.1;0.1
1045;K Financiële dienstverlening;2003;976.0;0.0;0.3;985.0;2.7;0.0;0.1;0.1;0.0;1.3;0.6;0.2;0.2
1046;K Financiële dienstverlening;2004;973.0;0.0;0.3;981.0;2.8;0.0;0.1;0.1;0.0;1.2;0.6;0.2;0.2
1047;K Financiële dienstverlening;2005;917.0;0.0;0.3;926.0;2.8;0.0;0.1;0.1;0.0;1.2;0.6;0.2;0.2
1048;K Financiële dienstverlening;2006;1043.0;0.0;0.3;1052.0;2.9;0.0;0.1;0.1;0.0;1.2;0.6;0.2;0.2
1049;K Financiële dienstverlening;2007;946.0;0.0;0.3;955.0;2.8;0.0;0.1;0.1;0.0;1.2;0.6;0.1;0.1
1050;K Financiële dienstverlening;2008;945.0;0.0;0.3;954.0;2.5;0.0;0.1;0.1;0.0;1.1;0.6;0.1;0.1
1051;K Financiële dienstverlening;2009;927.0;0.0;0.3;936.0;2.2;0.0;0.1;0.1;0.0;1.2;0.6;0.1;0.1
1052;K Financiële dienstverlening;2010;797.0;0.0;0.2;803.0;2.0;0.0;0.1;0.0;0.0;1.2;0.5;0.1;0.1
1053;K Financiële dienstverlening;2011;653.0;0.0;0.2;659.0;1.7;0.0;0.0;0.0;0.0;1.2;0.5;0.1;0.1
1054;K Financiële dienstverlening;2012;707.0;0.0;0.2;714.0;1.7;0.0;0.0;0.0;0.0;1.1;0.5;0.1;0.1
1055;K Financiële dienstverlening;2013;733.0;0.0;0.2;740.0;1.6;0.0;0.0;0.0;0.0;1.1;0.5;0.1;0.1
1056;L Verhuur en handel van onroerend goed;1990;557.0;0.0;0.1;560.0;1.0;0.1;0.0;0.0;19.4;0.5;0.3;0.0;0.0
1057;L Verhuur en handel van onroerend goed;1991;617.0;0.0;0.1;620.0;1.1;0.1;0.0;0.0;15.7;0.5;0.3;0.0;0.0
1058;L Verhuur en handel van onroerend goed;1992;581.0;0.0;0.2;585.0;1.1;0.1;0.0;0.0;12.0;0.5;0.2;0.0;0.0
1059;L Verhuur en handel van onroerend goed;1993;641.0;0.0;0.2;646.0;1.1;0.1;0.0;0.0;8.3;0.5;0.2;0.0;0.0
1060;L Verhuur en handel van onroerend goed;1994;586.0;0.0;0.2;591.0;1.1;0.1;0.0;0.0;4.6;0.5;0.2;0.0;0.0
1061;L Verhuur en handel van onroerend goed;1995;653.0;0.0;0.3;659.0;1.1;0.1;0.0;0.0;0.9;0.5;0.2;0.0;0.0
1062;L Verhuur en handel van onroerend goed;1996;737.0;0.0;0.4;745.0;1.2;0.2;0.0;0.0;0.8;0.5;0.2;0.0;0.0
1063;L Verhuur en handel van onroerend goed;1997;641.0;0.0;0.4;650.0;0.9;0.1;0.0;0.0;0.5;0.4;0.2;0.0;0.0
1064;L Verhuur en handel van onroerend goed;1998;658.0;0.0;0.4;666.0;0.9;0.2;0.0;0.0;0.3;0.4;0.2;0.0;0.0
1065;L Verhuur en handel van onroerend goed;1999;546.0;0.0;0.4;554.0;0.8;0.1;0.0;0.0;0.1;0.4;0.2;0.0;0.0
1066;L Verhuur en handel van onroerend goed;2000;581.0;0.0;0.4;589.0;1.0;0.1;0.0;0.0;0.1;0.4;0.2;0.0;0.0
1067;L Verhuur en handel van onroerend goed;2001;690.0;0.0;0.3;698.0;1.1;0.1;0.0;0.0;0.0;0.4;0.2;0.0;0.0
1068;L Verhuur en handel van onroerend goed;2002;758.0;0.0;0.3;766.0;1.2;0.1;0.0;0.0;0.0;0.4;0.2;0.0;0.0
1069;L Verhuur en handel van onroerend goed;2003;824.0;0.0;0.4;832.0;1.3;0.1;0.0;0.0;0.0;0.5;0.2;0.0;0.0
1070;L Verhuur en handel van onroerend goed;2004;787.0;0.0;0.3;795.0;1.2;0.0;0.0;0.0;0.0;0.4;0.2;0.0;0.0
1071;L Verhuur en handel van onroerend goed;2005;687.0;0.0;0.3;695.0;1.1;0.0;0.0;0.0;0.0;0.4;0.2;0.0;0.0
1072;L Verhuur en handel van onroerend goed;2006;785.0;0.0;0.3;793.0;1.3;0.0;0.0;0.0;0.0;0.5;0.2;0.0;0.0
1073;L Verhuur en handel van onroerend goed;2007;697.0;0.0;0.3;704.0;1.1;0.0;0.0;0.0;0.0;0.4;0.2;0.0;0.0
1074;L Verhuur en handel van onroerend goed;2008;767.0;0.0;0.3;776.0;1.2;0.0;0.0;0.0;0.0;0.4;0.2;0.0;0.0
1075;L Verhuur en handel van onroerend goed;2009;699.0;0.0;0.3;706.0;0.9;0.0;0.0;0.0;0.0;0.4;0.2;0.0;0.0
1076;L Verhuur en handel van onroerend goed;2010;631.0;0.0;0.2;636.0;0.8;0.0;0.0;0.0;0.0;0.5;0.2;0.0;0.0
1077;L Verhuur en handel van onroerend goed;2011;461.0;0.0;0.2;466.0;0.6;0.0;0.0;0.0;0.0;0.4;0.2;0.0;0.0
1078;L Verhuur en handel van onroerend goed;2012;455.0;0.0;0.2;459.0;0.5;0.0;0.0;0.0;0.0;0.4;0.2;0.0;0.0
1079;L Verhuur en handel van onroerend goed;2013;486.0;0.0;0.2;490.0;0.5;0.0;0.0;0.0;0.0;0.4;0.2;0.0;0.0
1080;M-N Zakelijke dienstverlening;1990;2217.0;0.0;0.4;2230.0;17.5;1.3;0.1;0.4;256.5;27.3;7.8;1.5;1.5
1081;M-N Zakelijke dienstverlening;1991;2339.0;0.0;0.4;2355.0;17.7;1.3;0.1;0.4;207.5;25.2;7.3;1.5;1.5
1082;M-N Zakelijke dienstverlening;1992;2358.0;0.0;0.4;2375.0;17.9;1.4;0.1;0.4;158.6;24.9;6.9;1.4;1.4
1083;M-N Zakelijke dienstverlening;1993;2460.0;0.0;0.5;2479.0;17.2;1.4;0.2;0.4;109.6;24.0;6.5;1.4;1.4
1084;M-N Zakelijke dienstverlening;1994;2410.0;0.0;0.5;2431.0;16.9;1.4;0.2;0.4;60.7;23.4;6.2;1.3;1.3
1085;M-N Zakelijke dienstverlening;1995;2533.0;0.0;0.6;2556.0;15.6;1.3;0.2;0.4;11.8;22.9;5.4;1.2;1.2
1086;M-N Zakelijke dienstverlening;1996;2681.0;0.0;0.7;2707.0;15.3;1.2;0.2;0.4;10.7;22.4;5.0;1.1;1.1
1087;M-N Zakelijke dienstverlening;1997;2574.0;0.0;0.7;2601.0;14.1;0.6;0.2;0.3;7.4;21.1;4.6;1.1;1.1
1088;M-N Zakelijke dienstverlening;1998;2682.0;0.0;0.6;2710.0;14.3;0.7;0.2;0.3;3.7;20.8;4.3;1.0;1.0
1089;M-N Zakelijke dienstverlening;1999;2644.0;0.0;0.6;2671.0;14.4;0.6;0.2;0.3;1.9;20.0;4.0;1.0;1.0
1090;M-N Zakelijke dienstverlening;2000;2684.0;0.0;0.6;2712.0;13.8;0.4;0.2;0.3;1.0;18.8;3.5;1.0;1.0
1091;M-N Zakelijke dienstverlening;2001;2856.0;0.1;0.6;2884.0;13.6;0.2;0.2;0.3;0.4;17.5;3.2;1.0;1.0
1092;M-N Zakelijke dienstverlening;2002;2967.0;0.1;0.5;2994.0;13.7;0.2;0.2;0.3;0.0;17.0;2.9;0.9;0.9
1093;M-N Zakelijke dienstverlening;2003;3025.0;0.1;0.5;3052.0;13.6;0.2;0.2;0.3;0.0;16.3;2.7;0.9;0.9
1094;M-N Zakelijke dienstverlening;2004;3116.0;0.1;0.5;3144.0;13.8;0.2;0.2;0.3;0.0;16.4;2.6;0.9;0.9
1095;M-N Zakelijke dienstverlening;2005;3099.0;0.1;0.5;3127.0;13.8;0.2;0.2;0.3;0.0;16.8;2.6;0.9;0.9
1096;M-N Zakelijke dienstverlening;2006;3361.0;0.1;0.5;3390.0;14.1;0.2;0.2;0.3;0.0;17.3;2.6;0.9;0.9
1097;M-N Zakelijke dienstverlening;2007;3384.0;0.1;0.5;3414.0;14.1;0.2;0.2;0.3;0.0;17.8;2.7;0.8;0.8
1098;M-N Zakelijke dienstverlening;2008;3723.0;0.1;0.6;3756.0;14.5;0.1;0.3;0.3;0.0;20.6;2.8;0.8;0.8
1099;M-N Zakelijke dienstverlening;2009;3504.0;0.1;0.5;3535.0;12.5;0.1;0.2;0.3;0.0;18.5;2.5;0.7;0.7
1100;M-N Zakelijke dienstverlening;2010;2928.0;0.1;0.4;2954.0;9.6;0.0;0.2;0.2;0.0;14.6;2.2;0.5;0.5
1101;M-N Zakelijke dienstverlening;2011;2491.0;0.1;0.3;2514.0;8.0;0.0;0.2;0.2;0.0;12.5;2.0;0.5;0.5
1102;M-N Zakelijke dienstverlening;2012;2436.0;0.1;0.3;2459.0;7.3;0.0;0.2;0.2;0.0;11.1;1.9;0.4;0.4
1103;M-N Zakelijke dienstverlening;2013;2491.0;0.1;0.3;2514.0;7.1;0.0;0.2;0.2;0.0;11.8;1.9;0.4;0.4
1104;M Specialistische zakelijke diensten;1990;758.0;0.0;0.1;762.0;3.6;0.3;0.1;0.1;154.1;2.9;1.6;0.3;0.3
1105;M Specialistische zakelijke diensten;1991;819.0;0.0;0.1;823.0;3.7;0.3;0.1;0.1;124.6;2.8;1.5;0.3;0.3
1106;M Specialistische zakelijke diensten;1992;798.0;0.0;0.2;803.0;4.0;0.4;0.1;0.1;95.2;2.8;1.5;0.3;0.3
1107;M Specialistische zakelijke diensten;1993;853.0;0.0;0.2;859.0;3.8;0.4;0.1;0.1;65.7;2.8;1.5;0.3;0.3
1108;M Specialistische zakelijke diensten;1994;804.0;0.0;0.2;811.0;3.9;0.4;0.1;0.1;36.2;2.8;1.4;0.3;0.3
1109;M Specialistische zakelijke diensten;1995;870.0;0.0;0.3;878.0;3.4;0.3;0.1;0.1;6.7;2.6;1.1;0.3;0.3
1110;M Specialistische zakelijke diensten;1996;946.0;0.0;0.3;955.0;3.3;0.4;0.1;0.1;5.9;2.5;1.0;0.2;0.2
1111;M Specialistische zakelijke diensten;1997;869.0;0.0;0.4;879.0;3.1;0.2;0.1;0.1;4.0;2.4;1.0;0.2;0.2
1112;M Specialistische zakelijke diensten;1998;894.0;0.0;0.3;903.0;3.0;0.2;0.1;0.1;2.0;2.2;1.0;0.2;0.2
1113;M Specialistische zakelijke diensten;1999;818.0;0.0;0.3;827.0;3.1;0.2;0.1;0.1;1.0;2.1;0.9;0.2;0.2
1114;M Specialistische zakelijke diensten;2000;851.0;0.0;0.3;861.0;3.1;0.1;0.1;0.1;0.5;2.0;0.9;0.2;0.2
1115;M Specialistische zakelijke diensten;2001;971.0;0.0;0.3;981.0;3.3;0.1;0.1;0.1;0.2;1.9;0.8;0.2;0.2
1116;M Specialistische zakelijke diensten;2002;1020.0;0.0;0.3;1030.0;3.4;0.1;0.1;0.1;0.0;1.8;0.8;0.2;0.2
1117;M Specialistische zakelijke diensten;2003;1069.0;0.0;0.3;1079.0;3.5;0.1;0.1;0.1;0.0;1.8;0.8;0.2;0.2
1118;M Specialistische zakelijke diensten;2004;1076.0;0.0;0.3;1085.0;3.5;0.0;0.1;0.1;0.0;1.6;0.8;0.2;0.2
1119;M Specialistische zakelijke diensten;2005;1035.0;0.0;0.3;1044.0;3.6;0.0;0.1;0.1;0.0;1.6;0.8;0.2;0.2
1120;M Specialistische zakelijke diensten;2006;1159.0;0.0;0.3;1168.0;3.8;0.0;0.1;0.1;0.0;1.7;0.8;0.2;0.2
1121;M Specialistische zakelijke diensten;2007;1111.0;0.0;0.3;1121.0;3.8;0.0;0.1;0.1;0.0;1.7;0.8;0.2;0.2
1122;M Specialistische zakelijke diensten;2008;1177.0;0.0;0.3;1188.0;3.7;0.0;0.1;0.1;0.0;1.6;0.8;0.2;0.2
1123;M Specialistische zakelijke diensten;2009;1067.0;0.0;0.3;1077.0;2.7;0.0;0.1;0.1;0.0;1.8;0.8;0.1;0.1
1124;M Specialistische zakelijke diensten;2010;984.0;0.0;0.2;992.0;2.5;0.0;0.1;0.1;0.0;1.9;0.8;0.1;0.1
1125;M Specialistische zakelijke diensten;2011;825.0;0.0;0.2;832.0;2.2;0.0;0.1;0.1;0.0;2.0;0.9;0.1;0.1
1126;M Specialistische zakelijke diensten;2012;846.0;0.0;0.2;853.0;2.1;0.0;0.1;0.1;0.0;1.9;0.8;0.1;0.1
1127;M Specialistische zakelijke diensten;2013;871.0;0.0;0.2;879.0;2.0;0.0;0.1;0.0;0.0;1.9;0.8;0.1;0.1
1128;N Verhuur en overige zakelijke diensten;1990;1459.0;0.0;0.3;1468.0;13.9;1.0;0.1;0.3;102.3;24.4;6.3;1.2;1.2
1129;N Verhuur en overige zakelijke diensten;1991;1520.0;0.0;0.3;1531.0;13.9;1.0;0.1;0.3;82.9;22.4;5.7;1.2;1.2
1130;N Verhuur en overige zakelijke diensten;1992;1560.0;0.0;0.3;1572.0;14.0;1.0;0.1;0.3;63.4;22.1;5.4;1.1;1.1
1131;N Verhuur en overige zakelijke diensten;1993;1607.0;0.0;0.3;1621.0;13.4;1.1;0.1;0.3;44.0;21.2;5.1;1.1;1.1
1132;N Verhuur en overige zakelijke diensten;1994;1606.0;0.0;0.3;1620.0;13.0;1.1;0.1;0.3;24.5;20.7;4.8;1.0;1.0
1133;N Verhuur en overige zakelijke diensten;1995;1662.0;0.0;0.3;1678.0;12.2;0.9;0.1;0.3;5.0;20.3;4.3;0.9;0.9
1134;N Verhuur en overige zakelijke diensten;1996;1735.0;0.0;0.3;1752.0;11.9;0.8;0.1;0.3;4.8;19.9;4.0;0.9;0.9
1135;N Verhuur en overige zakelijke diensten;1997;1705.0;0.0;0.3;1722.0;11.0;0.4;0.1;0.3;3.4;18.7;3.6;0.8;0.8
1136;N Verhuur en overige zakelijke diensten;1998;1789.0;0.0;0.3;1806.0;11.2;0.5;0.1;0.3;1.8;18.6;3.3;0.8;0.8
1137;N Verhuur en overige zakelijke diensten;1999;1826.0;0.0;0.3;1844.0;11.3;0.5;0.1;0.3;0.9;17.9;3.1;0.8;0.8
1138;N Verhuur en overige zakelijke diensten;2000;1833.0;0.0;0.3;1851.0;10.7;0.3;0.1;0.3;0.4;16.8;2.7;0.8;0.8
1139;N Verhuur en overige zakelijke diensten;2001;1885.0;0.0;0.3;1903.0;10.2;0.1;0.1;0.2;0.2;15.5;2.3;0.7;0.7
