ID;Geslacht;Leeftijdsklassen;Perioden;TotaleInstroom_1;WWInstroomMetHerkomstBedrijfsleven_2;WWInstroomMetOverigeHerkomst_3;TotaleUitstroom_4;WWUitstroomMetRedenWerkhervatting_5;WWUitstroomMetOverigeRedenen_6
865;Mannen en vrouwen;35 tot 45 jaar;2010 augustus;8320;7640;680;8490;4910;3570
866;Mannen en vrouwen;35 tot 45 jaar;2010 september;9530;8640;880;11930;7550;4380
867;Mannen en vrouwen;35 tot 45 jaar;2010 oktober;8200;7460;750;9800;5740;4060
868;Mannen en vrouwen;35 tot 45 jaar;2010 november;8260;7530;740;8200;4720;3480
869;Mannen en vrouwen;35 tot 45 jaar;2010 december;11020;10110;910;8810;4260;4560
870;Mannen en vrouwen;35 tot 45 jaar;2010 jaarcijfer;110960;102080;8880;113450;66140;47310
871;Mannen en vrouwen;35 tot 45 jaar;2011 januari;12580;11690;890;9730;5790;3940
872;Mannen en vrouwen;35 tot 45 jaar;2011 februari;8850;8030;820;9580;5440;4140
873;Mannen en vrouwen;35 tot 45 jaar;2011 maart;10040;9110;930;12430;7390;5040
874;Mannen en vrouwen;35 tot 45 jaar;2011 april;7700;6990;710;9880;5780;4100
875;Mannen en vrouwen;35 tot 45 jaar;2011 mei;7640;6910;730;9140;5300;3840
876;Mannen en vrouwen;35 tot 45 jaar;2011 juni;8310;7560;750;9110;4940;4170
877;Mannen en vrouwen;35 tot 45 jaar;2011 juli;8160;7740;410;7520;3660;3860
878;Mannen en vrouwen;35 tot 45 jaar;2011 augustus;8310;7920;400;8110;4630;3480
879;Mannen en vrouwen;35 tot 45 jaar;2011 september;9380;8770;610;10720;6570;4160
880;Mannen en vrouwen;35 tot 45 jaar;2011 oktober;8280;7750;530;8070;4660;3410
881;Mannen en vrouwen;35 tot 45 jaar;2011 november;8720;8250;470;7590;4070;3520
882;Mannen en vrouwen;35 tot 45 jaar;2011 december;10920;10370;550;7880;3720;4160
883;Mannen en vrouwen;35 tot 45 jaar;2011 jaarcijfer;108890;101090;7800;109760;61940;47820
884;Mannen en vrouwen;35 tot 45 jaar;2012 januari;14160;13710;450;8760;5010;3750
885;Mannen en vrouwen;35 tot 45 jaar;2012 februari;9940;9480;460;8220;4350;3870
886;Mannen en vrouwen;35 tot 45 jaar;2012 maart;11030;10410;620;11980;7110;4860
887;Mannen en vrouwen;35 tot 45 jaar;2012 april;8940;8480;470;9590;5570;4020
888;Mannen en vrouwen;35 tot 45 jaar;2012 mei;9350;8860;490;9350;5140;4210
889;Mannen en vrouwen;35 tot 45 jaar;2012 juni;8320;7910;420;8050;4470;3590
890;Mannen en vrouwen;35 tot 45 jaar;2012 juli;9340;8880;450;7190;3500;3690
891;Mannen en vrouwen;35 tot 45 jaar;2012 augustus;11160;10680;470;9730;5610;4120
892;Mannen en vrouwen;35 tot 45 jaar;2012 september;8960;8520;440;8960;5390;3570
893;Mannen en vrouwen;35 tot 45 jaar;2012 oktober;9680;9190;490;8340;4690;3650
894;Mannen en vrouwen;35 tot 45 jaar;2012 november;12120;11550;570;9370;4900;4470
895;Mannen en vrouwen;35 tot 45 jaar;2012 december;11240;10820;420;6650;2860;3800
896;Mannen en vrouwen;35 tot 45 jaar;2012 jaarcijfer;124250;118510;5740;106200;58620;47570
897;Mannen en vrouwen;35 tot 45 jaar;2013 januari   ;17700;17180;520;10850;5900;4950
898;Mannen en vrouwen;35 tot 45 jaar;2013 februari  ;11020;10540;480;9190;4880;4310
899;Mannen en vrouwen;35 tot 45 jaar;2013 maart     ;11290;10750;530;10550;5930;4620
900;Mannen en vrouwen;35 tot 45 jaar;2013 april;10800;10340;460;10620;6050;4570
901;Mannen en vrouwen;35 tot 45 jaar;2013 mei;10630;10140;490;10740;5970;4770
902;Mannen en vrouwen;35 tot 45 jaar;2013 juni;10510;10070;440;9230;4940;4290
903;Mannen en vrouwen;35 tot 45 jaar;2013 juli;11790;11330;470;8380;3910;4470
904;Mannen en vrouwen;35 tot 45 jaar;2013 augustus;12810;12260;550;11800;6710;5090
905;Mannen en vrouwen;35 tot 45 jaar;2013 september;10440;9970;470;10480;6170;4310
906;Mannen en vrouwen;35 tot 45 jaar;2013 oktober;13630;13020;620;12080;6520;5560
907;Mannen en vrouwen;35 tot 45 jaar;2013 november;11900;11400;500;9490;4910;4570
908;Mannen en vrouwen;35 tot 45 jaar;2013 december;12670;12220;450;8250;3590;4660
909;Mannen en vrouwen;35 tot 45 jaar;2013 jaarcijfer;145200;139220;5980;121650;65460;56180
910;Mannen en vrouwen;35 tot 45 jaar;2014 januari;18100;17560;540;13370;7230;6150
911;Mannen en vrouwen;35 tot 45 jaar;2014 februari;10900;10380;520;11460;5900;5550
912;Mannen en vrouwen;35 tot 45 jaar;2014 maart;11060;10490;570;12660;7000;5660
913;Mannen en vrouwen;35 tot 45 jaar;2014 april;9820;9320;500;12410;6980;5430
914;Mannen en vrouwen;35 tot 45 jaar;2014 mei;11550;10920;630;13490;7410;6080
915;Mannen en vrouwen;35 tot 45 jaar;2014 juni;9300;8830;470;10400;5540;4860
916;Mannen en vrouwen;35 tot 45 jaar;2014 juli;13280;12640;640;11820;5630;6190
917;Mannen en vrouwen;35 tot 45 jaar;2014 augustus;9720;9210;510;11890;6810;5080
918;Mannen en vrouwen;35 tot 45 jaar;2014 september;9300;8800;500;12580;7470;5110
919;Mannen en vrouwen;35 tot 45 jaar;2014 oktober;12610;11930;680;13220;7190;6030
920;Mannen en vrouwen;35 tot 45 jaar;2014 november;11220;10650;560;10240;5410;4840
921;Mannen en vrouwen;35 tot 45 jaar;2014 december;12500;12000;490;9220;4070;5160
922;Mannen en vrouwen;35 tot 45 jaar;2014 jaarcijfer;139350;132740;6610;142750;76620;66130
923;Mannen en vrouwen;35 tot 45 jaar;2015 januari;17220;16620;590;13890;7720;6180
924;Mannen en vrouwen;35 tot 45 jaar;2015 februari;10450;9910;540;11430;6030;5400
925;Mannen en vrouwen;35 tot 45 jaar;2015 maart;9880;9390;490;13050;7260;5780
926;Mannen en vrouwen;35 tot 45 jaar;2015 april;10640;10090;550;14490;8150;6340
927;Mannen en vrouwen;35 tot 45 jaar;2015 mei;7760;7380;380;10600;5680;4920
928;Mannen en vrouwen;35 tot 45 jaar;2015 juni;8860;8410;460;10760;5890;4880
929;Mannen en vrouwen;35 tot 45 jaar;2015 juli;13240;12740;510;11310;5370;5940
930;Mannen en vrouwen;35 tot 45 jaar;2015 augustus;8680;8270;410;9470;4720;4740
931;Mannen en vrouwen;35 tot 45 jaar;2015 september;8360;7960;400;9470;4600;4870
932;Mannen en vrouwen;35 tot 45 jaar;2015 oktober;10600;10060;540;10150;4600;5540
933;Mannen en vrouwen;35 tot 45 jaar;2015 november;9460;9000;450;8380;3680;4700
934;Mannen en vrouwen;35 tot 45 jaar;2015 december;13800;13270;530;9370;3420;5950
935;Mannen en vrouwen;35 tot 45 jaar;2015 jaarcijfer;128930;123100;5830;132370;67120;65250
936;Mannen en vrouwen;45 tot 55 jaar;1998 januari;9040;8300;740;7210;3620;3590
937;Mannen en vrouwen;45 tot 55 jaar;1998 februari;6810;6030;770;6350;3790;2550
938;Mannen en vrouwen;45 tot 55 jaar;1998 maart;5380;4660;720;7760;4940;2820
939;Mannen en vrouwen;45 tot 55 jaar;1998 april;5600;4640;960;10340;6890;3450
940;Mannen en vrouwen;45 tot 55 jaar;1998 mei;4320;3600;730;7500;4620;2880
941;Mannen en vrouwen;45 tot 55 jaar;1998 juni;4700;4000;710;6750;3960;2790
942;Mannen en vrouwen;45 tot 55 jaar;1998 juli;5230;4390;840;6910;3590;3320
943;Mannen en vrouwen;45 tot 55 jaar;1998 augustus;5140;4560;580;5940;3520;2430
944;Mannen en vrouwen;45 tot 55 jaar;1998 september;4010;3310;700;5740;3550;2200
945;Mannen en vrouwen;45 tot 55 jaar;1998 oktober;5230;4370;850;6680;4000;2680
946;Mannen en vrouwen;45 tot 55 jaar;1998 november;6710;5990;730;5210;2820;2390
947;Mannen en vrouwen;45 tot 55 jaar;1998 december;6910;6170;740;4730;2310;2420
948;Mannen en vrouwen;45 tot 55 jaar;1998 jaarcijfer;69090;60020;9070;81110;47610;33500
949;Mannen en vrouwen;45 tot 55 jaar;1999 januari;6960;6310;650;5740;3110;2630
950;Mannen en vrouwen;45 tot 55 jaar;1999 februari;4960;4270;690;5890;3790;2100
951;Mannen en vrouwen;45 tot 55 jaar;1999 maart;5470;4560;900;8530;6010;2520
952;Mannen en vrouwen;45 tot 55 jaar;1999 april;3490;2870;630;7050;5020;2030
953;Mannen en vrouwen;45 tot 55 jaar;1999 mei;3170;2620;550;5170;3130;2050
954;Mannen en vrouwen;45 tot 55 jaar;1999 juni;3530;2900;630;5030;2950;2080
955;Mannen en vrouwen;45 tot 55 jaar;1999 juli;4010;3290;720;3750;2090;1660
956;Mannen en vrouwen;45 tot 55 jaar;1999 augustus;2960;2500;470;3390;1980;1410
957;Mannen en vrouwen;45 tot 55 jaar;1999 september;4080;3320;760;5270;3410;1860
958;Mannen en vrouwen;45 tot 55 jaar;1999 oktober;3720;3050;670;4610;2800;1800
959;Mannen en vrouwen;45 tot 55 jaar;1999 november;4710;4030;680;4520;2480;2040
960;Mannen en vrouwen;45 tot 55 jaar;1999 december;4350;3770;580;4130;2020;2110
961;Mannen en vrouwen;45 tot 55 jaar;1999 jaarcijfer;51400;43490;7910;63080;38790;24290
962;Mannen en vrouwen;45 tot 55 jaar;2000 januari;6570;5790;790;4220;2450;1770
963;Mannen en vrouwen;45 tot 55 jaar;2000 februari;4780;4150;640;4970;3140;1830
964;Mannen en vrouwen;45 tot 55 jaar;2000 maart;4550;3750;800;6830;4680;2150
965;Mannen en vrouwen;45 tot 55 jaar;2000 april;3200;2560;640;5900;3810;2090
966;Mannen en vrouwen;45 tot 55 jaar;2000 mei;3110;2500;600;4920;2880;2040
967;Mannen en vrouwen;45 tot 55 jaar;2000 juni;3030;2330;700;4660;2380;2270
968;Mannen en vrouwen;45 tot 55 jaar;2000 juli;3830;2980;850;4030;1830;2200
969;Mannen en vrouwen;45 tot 55 jaar;2000 augustus;3280;2670;600;3910;2160;1750
970;Mannen en vrouwen;45 tot 55 jaar;2000 september;2890;2300;590;4200;2510;1690
971;Mannen en vrouwen;45 tot 55 jaar;2000 oktober;3360;2650;710;4140;2280;1870
972;Mannen en vrouwen;45 tot 55 jaar;2000 november;5110;4160;950;4370;2280;2090
973;Mannen en vrouwen;45 tot 55 jaar;2000 december;3370;2830;550;3390;1640;1750
974;Mannen en vrouwen;45 tot 55 jaar;2000 jaarcijfer;47080;38660;8420;55530;32030;23500
975;Mannen en vrouwen;45 tot 55 jaar;2001 januari;4590;3910;680;3960;2050;1910
976;Mannen en vrouwen;45 tot 55 jaar;2001 februari;4230;3520;710;4200;2350;1850
977;Mannen en vrouwen;45 tot 55 jaar;2001 maart;4710;3740;970;6750;3960;2800
978;Mannen en vrouwen;45 tot 55 jaar;2001 april;3340;2540;800;5320;3410;1910
979;Mannen en vrouwen;45 tot 55 jaar;2001 mei;3580;2750;830;4480;2510;1970
980;Mannen en vrouwen;45 tot 55 jaar;2001 juni;3070;2340;730;3500;1790;1710
981;Mannen en vrouwen;45 tot 55 jaar;2001 juli;3240;2400;850;3650;1710;1940
982;Mannen en vrouwen;45 tot 55 jaar;2001 augustus;2950;2340;600;3380;1710;1670
983;Mannen en vrouwen;45 tot 55 jaar;2001 september;2920;2280;640;3720;2150;1570
984;Mannen en vrouwen;45 tot 55 jaar;2001 oktober;3300;2520;780;3720;2100;1620
985;Mannen en vrouwen;45 tot 55 jaar;2001 november;4660;3780;880;4140;2050;2090
986;Mannen en vrouwen;45 tot 55 jaar;2001 december;3020;2600;420;3200;1340;1860
987;Mannen en vrouwen;45 tot 55 jaar;2001 jaarcijfer;43600;34720;8880;50010;27120;22900
988;Mannen en vrouwen;45 tot 55 jaar;2002 januari;6220;5300;920;4150;1930;2220
989;Mannen en vrouwen;45 tot 55 jaar;2002 februari;4480;3730;750;3970;2100;1860
990;Mannen en vrouwen;45 tot 55 jaar;2002 maart;4550;3810;740;5100;3100;2010
991;Mannen en vrouwen;45 tot 55 jaar;2002 april;4460;3730;730;5210;3360;1850
992;Mannen en vrouwen;45 tot 55 jaar;2002 mei;4890;4020;870;4980;2870;2110
993;Mannen en vrouwen;45 tot 55 jaar;2002 juni;4360;3620;740;4170;2400;1770
994;Mannen en vrouwen;45 tot 55 jaar;2002 juli;3950;3220;740;3800;1960;1840
995;Mannen en vrouwen;45 tot 55 jaar;2002 augustus;4490;3760;730;4090;2090;2000
996;Mannen en vrouwen;45 tot 55 jaar;2002 september;4390;3710;690;4310;2490;1830
997;Mannen en vrouwen;45 tot 55 jaar;2002 oktober;5240;4330;910;4830;2610;2230
998;Mannen en vrouwen;45 tot 55 jaar;2002 november;5570;4710;870;3600;1830;1780
999;Mannen en vrouwen;45 tot 55 jaar;2002 december;4560;3930;640;3330;1580;1740
1000;Mannen en vrouwen;45 tot 55 jaar;2002 jaarcijfer;57170;47850;9320;51540;28300;23240
1001;Mannen en vrouwen;45 tot 55 jaar;2003 januari;7760;6610;1150;4200;2060;2140
1002;Mannen en vrouwen;45 tot 55 jaar;2003 februari;6220;5290;940;4440;2470;1970
1003;Mannen en vrouwen;45 tot 55 jaar;2003 maart;5640;4730;920;5090;3070;2020
1004;Mannen en vrouwen;45 tot 55 jaar;2003 april;5600;4630;970;5130;3160;1970
1005;Mannen en vrouwen;45 tot 55 jaar;2003 mei;6020;5050;970;5750;3170;2580
1006;Mannen en vrouwen;45 tot 55 jaar;2003 juni;5040;4200;840;4290;2260;2030
1007;Mannen en vrouwen;45 tot 55 jaar;2003 juli;6400;5240;1150;5020;2420;2600
1008;Mannen en vrouwen;45 tot 55 jaar;2003 augustus;4610;3860;750;3830;2030;1800
1009;Mannen en vrouwen;45 tot 55 jaar;2003 september;5630;4820;810;4740;2780;1960
1010;Mannen en vrouwen;45 tot 55 jaar;2003 oktober;6500;5500;1000;5430;2990;2440
1011;Mannen en vrouwen;45 tot 55 jaar;2003 november;6080;5080;1000;4320;2140;2180
1012;Mannen en vrouwen;45 tot 55 jaar;2003 december;5570;4420;1150;3950;1890;2060
1013;Mannen en vrouwen;45 tot 55 jaar;2003 jaarcijfer;71070;59420;11650;56180;30450;25740
1014;Mannen en vrouwen;45 tot 55 jaar;2004 januari;7210;5980;1230;4540;2310;2230
1015;Mannen en vrouwen;45 tot 55 jaar;2004 februari;6650;5490;1160;5050;2720;2330
1016;Mannen en vrouwen;45 tot 55 jaar;2004 maart;6310;5070;1240;5650;3330;2320
1017;Mannen en vrouwen;45 tot 55 jaar;2004 april;6560;5400;1160;6390;4000;2390
1018;Mannen en vrouwen;45 tot 55 jaar;2004 mei;4760;3790;970;5070;2990;2080
1019;Mannen en vrouwen;45 tot 55 jaar;2004 juni;5310;4240;1070;4420;2540;1880
1020;Mannen en vrouwen;45 tot 55 jaar;2004 juli;6330;5170;1170;6610;3190;3420
1021;Mannen en vrouwen;45 tot 55 jaar;2004 augustus;4480;3630;840;4900;2460;2440
1022;Mannen en vrouwen;45 tot 55 jaar;2004 september;5480;4430;1050;5450;3090;2360
1023;Mannen en vrouwen;45 tot 55 jaar;2004 oktober;6820;5610;1210;6700;3880;2810
1024;Mannen en vrouwen;45 tot 55 jaar;2004 november;6280;5170;1110;5160;2840;2320
1025;Mannen en vrouwen;45 tot 55 jaar;2004 december;7180;5890;1280;4780;2530;2250
1026;Mannen en vrouwen;45 tot 55 jaar;2004 jaarcijfer;73350;59870;13480;64700;35870;28840
1027;Mannen en vrouwen;45 tot 55 jaar;2005 januari;7500;6440;1060;4660;2570;2080
1028;Mannen en vrouwen;45 tot 55 jaar;2005 februari;7160;6090;1070;5480;3120;2360
1029;Mannen en vrouwen;45 tot 55 jaar;2005 maart;6690;5570;1130;6470;3800;2670
1030;Mannen en vrouwen;45 tot 55 jaar;2005 april;6180;5160;1020;6580;4290;2290
1031;Mannen en vrouwen;45 tot 55 jaar;2005 mei;4970;4040;920;6760;3570;3190
1032;Mannen en vrouwen;45 tot 55 jaar;2005 juni;6060;4910;1160;6100;3770;2330
1033;Mannen en vrouwen;45 tot 55 jaar;2005 juli;4780;3940;840;5100;3070;2030
1034;Mannen en vrouwen;45 tot 55 jaar;2005 augustus;4800;4040;760;4700;2730;1970
1035;Mannen en vrouwen;45 tot 55 jaar;2005 september;6360;5430;940;6790;4510;2280
1036;Mannen en vrouwen;45 tot 55 jaar;2005 oktober;5050;4230;820;5620;3800;1820
1037;Mannen en vrouwen;45 tot 55 jaar;2005 november;5430;4560;860;5080;3170;1910
1038;Mannen en vrouwen;45 tot 55 jaar;2005 december;5830;5000;830;4990;3020;1970
1039;Mannen en vrouwen;45 tot 55 jaar;2005 jaarcijfer;70810;59390;11420;68320;41420;26900
1040;Mannen en vrouwen;45 tot 55 jaar;2006 januari;5880;5150;730;5280;3190;2100
1041;Mannen en vrouwen;45 tot 55 jaar;2006 februari;6750;5830;920;5580;3620;1960
1042;Mannen en vrouwen;45 tot 55 jaar;2006 maart;6970;5820;1150;7280;4580;2700
1043;Mannen en vrouwen;45 tot 55 jaar;2006 april;4860;3960;900;6910;4720;2190
1044;Mannen en vrouwen;45 tot 55 jaar;2006 mei;5010;4100;910;6560;4310;2250
1045;Mannen en vrouwen;45 tot 55 jaar;2006 juni;5320;4350;970;6760;4110;2650
1046;Mannen en vrouwen;45 tot 55 jaar;2006 juli;4490;3740;760;5650;3200;2440
1047;Mannen en vrouwen;45 tot 55 jaar;2006 augustus;5470;4620;850;6490;3780;2710
1048;Mannen en vrouwen;45 tot 55 jaar;2006 september;4930;4160;770;6750;4310;2440
1049;Mannen en vrouwen;45 tot 55 jaar;2006 oktober;5240;4320;920;6810;4200;2610
1050;Mannen en vrouwen;45 tot 55 jaar;2006 november;6160;5050;1110;7180;4070;3110
1051;Mannen en vrouwen;45 tot 55 jaar;2006 december;4820;4000;830;5210;2760;2450
1052;Mannen en vrouwen;45 tot 55 jaar;2006 jaarcijfer;65910;55100;10810;76450;46850;29600
1053;Mannen en vrouwen;45 tot 55 jaar;2007 januari;6710;5700;1000;6180;3160;3020
1054;Mannen en vrouwen;45 tot 55 jaar;2007 februari;5850;4810;1040;6990;3900;3090
1055;Mannen en vrouwen;45 tot 55 jaar;2007 maart;6270;5050;1220;8930;4880;4040
1056;Mannen en vrouwen;45 tot 55 jaar;2007 april;4470;3670;800;7610;4460;3150
1057;Mannen en vrouwen;45 tot 55 jaar;2007 mei;4710;3820;890;7260;4070;3190
1058;Mannen en vrouwen;45 tot 55 jaar;2007 juni;4060;3310;750;5930;3330;2600
1059;Mannen en vrouwen;45 tot 55 jaar;2007 juli;4270;3560;710;5420;3040;2380
1060;Mannen en vrouwen;45 tot 55 jaar;2007 augustus;4860;4140;720;6210;3370;2850
1061;Mannen en vrouwen;45 tot 55 jaar;2007 september;4350;3640;720;6350;3900;2450
1062;Mannen en vrouwen;45 tot 55 jaar;2007 oktober;4860;4010;860;6120;3520;2590
1063;Mannen en vrouwen;45 tot 55 jaar;2007 november;6150;5260;900;6830;3590;3240
1064;Mannen en vrouwen;45 tot 55 jaar;2007 december;4400;3870;530;4540;2230;2310
1065;Mannen en vrouwen;45 tot 55 jaar;2007 jaarcijfer;60950;50820;10130;78360;43450;34910
1066;Mannen en vrouwen;45 tot 55 jaar;2008 januari;7400;6590;810;6690;3380;3300
1067;Mannen en vrouwen;45 tot 55 jaar;2008 februari;4760;4050;710;6100;3470;2630
1068;Mannen en vrouwen;45 tot 55 jaar;2008 maart;4190;3620;570;5880;3420;2460
1069;Mannen en vrouwen;45 tot 55 jaar;2008 april;4760;4040;730;6530;3850;2680
1070;Mannen en vrouwen;45 tot 55 jaar;2008 mei;4490;3770;720;5930;3300;2630
1071;Mannen en vrouwen;45 tot 55 jaar;2008 juni;4200;3560;640;4970;2850;2110
1072;Mannen en vrouwen;45 tot 55 jaar;2008 juli;4930;4230;700;5480;2770;2710
1073;Mannen en vrouwen;45 tot 55 jaar;2008 augustus;4160;3650;510;4480;2580;1890
1074;Mannen en vrouwen;45 tot 55 jaar;2008 september;4350;3760;590;5360;3340;2020
1075;Mannen en vrouwen;45 tot 55 jaar;2008 oktober;5550;4810;740;5410;3140;2270
1076;Mannen en vrouwen;45 tot 55 jaar;2008 november;5070;4420;650;4310;2460;1850
1077;Mannen en vrouwen;45 tot 55 jaar;2008 december;5630;4950;680;3870;1890;1980
1078;Mannen en vrouwen;45 tot 55 jaar;2008 jaarcijfer;59480;51440;8040;65000;36450;28550
1079;Mannen en vrouwen;45 tot 55 jaar;2009 januari;7980;7270;710;5030;2570;2460
1080;Mannen en vrouwen;45 tot 55 jaar;2009 februari;6940;6170;770;5030;2560;2470
1081;Mannen en vrouwen;45 tot 55 jaar;2009 maart;7000;6300;690;5450;2700;2750
1082;Mannen en vrouwen;45 tot 55 jaar;2009 april;8170;7330;830;6460;3290;3170
1083;Mannen en vrouwen;45 tot 55 jaar;2009 mei;6660;6130;530;5040;2670;2370
1084;Mannen en vrouwen;45 tot 55 jaar;2009 juni;7640;7070;570;5130;2680;2460
1085;Mannen en vrouwen;45 tot 55 jaar;2009 juli;8560;7920;650;6040;2820;3220
1086;Mannen en vrouwen;45 tot 55 jaar;2009 augustus;7130;6690;440;4930;2450;2480
1087;Mannen en vrouwen;45 tot 55 jaar;2009 september;7700;7200;500;6300;3590;2710
1088;Mannen en vrouwen;45 tot 55 jaar;2009 oktober;9360;8640;720;6740;3930;2800
1089;Mannen en vrouwen;45 tot 55 jaar;2009 november;8070;7450;610;5630;3060;2570
1090;Mannen en vrouwen;45 tot 55 jaar;2009 december;8910;8330;580;5640;2620;3020
1091;Mannen en vrouwen;45 tot 55 jaar;2009 jaarcijfer;94100;86510;7590;67400;34940;32460
1092;Mannen en vrouwen;45 tot 55 jaar;2010 januari;10520;9930;590;6380;3390;2990
1093;Mannen en vrouwen;45 tot 55 jaar;2010 februari;8010;7390;620;6160;3440;2720
1094;Mannen en vrouwen;45 tot 55 jaar;2010 maart;8770;7880;890;9380;5750;3630
1095;Mannen en vrouwen;45 tot 55 jaar;2010 april;6720;5970;750;7540;4630;2910
1096;Mannen en vrouwen;45 tot 55 jaar;2010 mei;5570;5010;550;6300;3590;2720
1097;Mannen en vrouwen;45 tot 55 jaar;2010 juni;7800;6910;890;8400;5090;3310
1098;Mannen en vrouwen;45 tot 55 jaar;2010 juli;6690;6000;690;6200;3420;2780
1099;Mannen en vrouwen;45 tot 55 jaar;2010 augustus;6990;6320;670;6290;3750;2540
1100;Mannen en vrouwen;45 tot 55 jaar;2010 september;8080;7210;870;9220;5930;3280
1101;Mannen en vrouwen;45 tot 55 jaar;2010 oktober;6900;6150;750;7630;4610;3030
1102;Mannen en vrouwen;45 tot 55 jaar;2010 november;7440;6700;740;6530;3790;2740
1103;Mannen en vrouwen;45 tot 55 jaar;2010 december;9660;8780;880;6770;3260;3520
1104;Mannen en vrouwen;45 tot 55 jaar;2010 jaarcijfer;93130;84250;8870;86790;50640;36160
1105;Mannen en vrouwen;45 tot 55 jaar;2011 januari;10900;9970;940;7690;4570;3110
1106;Mannen en vrouwen;45 tot 55 jaar;2011 februari;7170;6350;820;7760;4460;3300
1107;Mannen en vrouwen;45 tot 55 jaar;2011 maart;8320;7380;940;10160;6180;3980
1108;Mannen en vrouwen;45 tot 55 jaar;2011 april;6740;5980;760;8430;5160;3270
1109;Mannen en vrouwen;45 tot 55 jaar;2011 mei;6710;5970;740;7590;4500;3090
1110;Mannen en vrouwen;45 tot 55 jaar;2011 juni;7270;6500;780;7790;4270;3520
1111;Mannen en vrouwen;45 tot 55 jaar;2011 juli;7320;6850;470;6790;3480;3310
1112;Mannen en vrouwen;45 tot 55 jaar;2011 augustus;7450;6990;460;7040;4110;2930
1113;Mannen en vrouwen;45 tot 55 jaar;2011 september;8270;7510;760;9590;5990;3610
1114;Mannen en vrouwen;45 tot 55 jaar;2011 oktober;7330;6780;550;7260;4020;3250
1115;Mannen en vrouwen;45 tot 55 jaar;2011 november;7760;7170;590;6740;3500;3240
1116;Mannen en vrouwen;45 tot 55 jaar;2011 december;9670;9030;650;7130;3160;3970
1117;Mannen en vrouwen;45 tot 55 jaar;2011 jaarcijfer;94890;86450;8440;93960;53390;40570
1118;Mannen en vrouwen;45 tot 55 jaar;2012 januari;12940;12400;540;7680;4130;3550
1119;Mannen en vrouwen;45 tot 55 jaar;2012 februari;8850;8270;580;7120;3550;3580
1120;Mannen en vrouwen;45 tot 55 jaar;2012 maart;9750;9080;670;10570;6100;4470
1121;Mannen en vrouwen;45 tot 55 jaar;2012 april;8010;7460;540;8540;4830;3710
1122;Mannen en vrouwen;45 tot 55 jaar;2012 mei;8200;7640;560;8370;4510;3870
1123;Mannen en vrouwen;45 tot 55 jaar;2012 juni;7440;6920;520;6990;3840;3150
1124;Mannen en vrouwen;45 tot 55 jaar;2012 juli;8700;8150;550;6710;3330;3380
1125;Mannen en vrouwen;45 tot 55 jaar;2012 augustus;10020;9400;620;8670;4910;3760
1126;Mannen en vrouwen;45 tot 55 jaar;2012 september;8130;7560;560;7920;4760;3160
1127;Mannen en vrouwen;45 tot 55 jaar;2012 oktober;8660;8050;610;7280;3960;3320
1128;Mannen en vrouwen;45 tot 55 jaar;2012 november;11280;10570;720;7920;3970;3940
1129;Mannen en vrouwen;45 tot 55 jaar;2012 december;10180;9670;520;5740;2420;3320
1130;Mannen en vrouwen;45 tot 55 jaar;2012 jaarcijfer;112140;105150;6980;93500;50300;43200
1131;Mannen en vrouwen;45 tot 55 jaar;2013 januari   ;16460;15820;630;9150;4750;4400
1132;Mannen en vrouwen;45 tot 55 jaar;2013 februari  ;9850;9230;620;7940;4100;3850
1133;Mannen en vrouwen;45 tot 55 jaar;2013 maart     ;10230;9620;610;8960;4890;4070
1134;Mannen en vrouwen;45 tot 55 jaar;2013 april;9820;9280;540;9450;5360;4090
