ID;CommodityFlows;OriginDestinationLoadingUnloading;ContinentsAndCountryGroups;CommodityGroups;TransportModes;Containerization;Periods;Estimate_1;LowerBound95ConfidenceInterval_2;UpperBound95ConfidenceInterval_3;ConfidenceInterval_4;ShareInCommodityFlow_5;GrowthIndication_6;Estimate_7;LowerBound95ConfidenceInterval_8;UpperBound95ConfidenceInterval_9;ConfidenceInterval_10;ShareInCommodityFlow_11;GrowthIndication_12
1581;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Road transport;Total;2007;28537.0;26126.0;30949.0;8.0;0.0;;129840.0;115238.0;144442.0;11.0;0.0;
1582;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Road transport;Total;2008;45820.0;42807.0;48833.0;7.0;0.0;5.0;93325.0;78244.0;108405.0;16.0;0.0;1.0
1583;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Road transport;Total;2009;19397.0;18750.0;20045.0;3.0;0.0;1.0;57740.0;54644.0;60835.0;5.0;0.0;1.0
1584;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Road transport;Total;2010;56486.0;46998.0;65974.0;17.0;0.0;5.0;300026.0;268439.0;331612.0;11.0;0.0;5.0
1585;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Road transport;Total;2011;70110.0;65690.0;74531.0;6.0;0.0;5.0;259259.0;225386.0;293132.0;13.0;0.0;1.0
1586;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Road transport;Total;2012;98912.0;95006.0;102818.0;4.0;0.0;5.0;577581.0;510543.0;644619.0;12.0;0.0;5.0
1587;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Road transport;Total;2013;99654.0;89715.0;109592.0;10.0;0.0;9.0;311825.0;286025.0;337626.0;8.0;0.0;1.0
1588;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Road transport;Total;2014;114206.0;98757.0;129656.0;14.0;0.0;5.0;328983.0;299321.0;358646.0;9.0;0.0;9.0
1589;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Road transport;Total;2015;178155.0;155890.0;200420.0;12.0;0.0;5.0;507372.0;467757.0;546988.0;8.0;0.0;5.0
1590;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Road transport;Total;2016;56218.0;42873.0;69563.0;24.0;0.0;1.0;230731.0;195432.0;266030.0;15.0;0.0;1.0
1591;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Road transport;Total;2017;72043.0;57760.0;86325.0;20.0;0.0;5.0;311987.0;265046.0;358927.0;15.0;0.0;5.0
1592;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Road transport;Total;2018;29158.0;26700.0;31617.0;8.0;0.0;1.0;128437.0;106185.0;150690.0;17.0;0.0;1.0
1593;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Road transport;Total;2019;40422.0;36209.0;44634.0;10.0;0.0;5.0;208229.0;179360.0;237099.0;14.0;0.0;5.0
1594;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Road transport;Total;2020;25095.0;22369.0;27821.0;11.0;0.0;1.0;124238.0;72376.0;176100.0;42.0;0.0;1.0
1595;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Road transport;Total;2021;27293.0;19584.0;35001.0;28.0;0.0;9.0;37457.0;25941.0;48973.0;31.0;0.0;1.0
1596;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Road transport;Total;2022;131166.0;83549.0;178782.0;36.0;0.0;5.0;237622.0;164299.0;310944.0;31.0;0.0;5.0
1597;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Road transport;Total;2023;37925.0;28778.0;47072.0;24.0;0.0;1.0;56686.0;35245.0;78127.0;38.0;0.0;1.0
1598;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Road transport;Containerized goods;2007;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
1599;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Road transport;Containerized goods;2008;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
1600;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Road transport;Containerized goods;2009;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
1601;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Road transport;Containerized goods;2010;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
1602;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Road transport;Containerized goods;2011;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
1603;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Road transport;Containerized goods;2012;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
1604;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Road transport;Containerized goods;2013;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
1605;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Road transport;Containerized goods;2014;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
1606;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Road transport;Containerized goods;2015;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
1607;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Road transport;Containerized goods;2016;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
1608;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Road transport;Containerized goods;2017;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
1609;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Road transport;Containerized goods;2018;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
1610;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Road transport;Containerized goods;2019;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
1611;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Road transport;Containerized goods;2020;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
1612;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Road transport;Containerized goods;2021;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
1613;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Road transport;Containerized goods;2022;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
1614;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Road transport;Containerized goods;2023;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
1615;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Road transport;Non-containerized goods;2007;28537.0;26126.0;30949.0;8.0;0.0;;129840.0;115238.0;144442.0;11.0;0.0;
1616;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Road transport;Non-containerized goods;2008;45820.0;42807.0;48833.0;7.0;0.0;5.0;93325.0;78244.0;108405.0;16.0;0.0;1.0
1617;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Road transport;Non-containerized goods;2009;19397.0;18750.0;20045.0;3.0;0.0;1.0;57740.0;54644.0;60835.0;5.0;0.0;1.0
1618;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Road transport;Non-containerized goods;2010;56486.0;46998.0;65974.0;17.0;0.0;5.0;300026.0;268439.0;331612.0;11.0;0.0;5.0
1619;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Road transport;Non-containerized goods;2011;70110.0;65690.0;74531.0;6.0;0.0;5.0;259259.0;225386.0;293132.0;13.0;0.0;1.0
1620;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Road transport;Non-containerized goods;2012;98912.0;95006.0;102818.0;4.0;0.0;5.0;577581.0;510543.0;644619.0;12.0;0.0;5.0
1621;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Road transport;Non-containerized goods;2013;99654.0;89715.0;109592.0;10.0;0.0;9.0;311825.0;286025.0;337626.0;8.0;0.0;1.0
1622;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Road transport;Non-containerized goods;2014;114206.0;98757.0;129656.0;14.0;0.0;5.0;328983.0;299321.0;358646.0;9.0;0.0;9.0
1623;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Road transport;Non-containerized goods;2015;178155.0;155890.0;200420.0;12.0;0.0;5.0;507372.0;467757.0;546988.0;8.0;0.0;5.0
1624;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Road transport;Non-containerized goods;2016;56218.0;42873.0;69563.0;24.0;0.0;1.0;230731.0;195432.0;266030.0;15.0;0.0;1.0
1625;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Road transport;Non-containerized goods;2017;72043.0;57760.0;86325.0;20.0;0.0;5.0;311987.0;265046.0;358927.0;15.0;0.0;5.0
1626;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Road transport;Non-containerized goods;2018;29158.0;26700.0;31617.0;8.0;0.0;1.0;128437.0;106185.0;150690.0;17.0;0.0;1.0
1627;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Road transport;Non-containerized goods;2019;40422.0;36209.0;44634.0;10.0;0.0;5.0;208229.0;179360.0;237099.0;14.0;0.0;5.0
1628;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Road transport;Non-containerized goods;2020;25095.0;22369.0;27821.0;11.0;0.0;1.0;124238.0;72376.0;176100.0;42.0;0.0;1.0
1629;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Road transport;Non-containerized goods;2021;27293.0;19584.0;35001.0;28.0;0.0;9.0;37457.0;25941.0;48973.0;31.0;0.0;1.0
1630;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Road transport;Non-containerized goods;2022;131166.0;83549.0;178782.0;36.0;0.0;5.0;237622.0;164299.0;310944.0;31.0;0.0;5.0
1631;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Road transport;Non-containerized goods;2023;37925.0;28778.0;47072.0;24.0;0.0;1.0;56686.0;35245.0;78127.0;38.0;0.0;1.0
1632;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Rail transport;Total;2007;2191.0;1718.0;2664.0;22.0;0.0;;10357.0;9302.0;11412.0;10.0;0.0;
1633;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Rail transport;Total;2008;3068.0;2151.0;3984.0;30.0;0.0;5.0;13259.0;11908.0;14610.0;10.0;0.0;5.0
1634;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Rail transport;Total;2009;4259.0;3304.0;5214.0;22.0;0.0;5.0;7214.0;6693.0;7735.0;7.0;0.0;1.0
1635;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Rail transport;Total;2010;491.0;337.0;646.0;31.0;0.0;1.0;814.0;726.0;902.0;11.0;0.0;1.0
1636;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Rail transport;Total;2011;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
1637;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Rail transport;Total;2012;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
1638;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Rail transport;Total;2013;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
1639;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Rail transport;Total;2014;698.0;565.0;830.0;19.0;0.0;;9166.0;6609.0;11723.0;28.0;0.0;
1640;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Rail transport;Total;2015;3006.0;2700.0;3311.0;10.0;0.0;5.0;25534.0;20589.0;30478.0;19.0;0.0;5.0
1641;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Rail transport;Total;2016;123.0;105.0;141.0;15.0;0.0;1.0;456.0;376.0;537.0;18.0;0.0;1.0
1642;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Rail transport;Total;2017;152.0;125.0;178.0;17.0;0.0;5.0;342.0;272.0;412.0;21.0;0.0;1.0
1643;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Rail transport;Total;2018;19041.0;11241.0;26841.0;41.0;0.0;5.0;37843.0;28840.0;46845.0;24.0;0.0;5.0
1644;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Rail transport;Total;2019;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
1645;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Rail transport;Total;2020;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
1646;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Rail transport;Total;2021;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
1647;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Rail transport;Total;2022;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
1648;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Rail transport;Total;2023;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
1649;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Rail transport;Containerized goods;2007;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
1650;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Rail transport;Containerized goods;2008;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
1651;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Rail transport;Containerized goods;2009;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
1652;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Rail transport;Containerized goods;2010;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
1653;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Rail transport;Containerized goods;2011;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
1654;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Rail transport;Containerized goods;2012;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
1655;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Rail transport;Containerized goods;2013;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
1656;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Rail transport;Containerized goods;2014;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
1657;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Rail transport;Containerized goods;2015;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
1658;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Rail transport;Containerized goods;2016;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
1659;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Rail transport;Containerized goods;2017;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
1660;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Rail transport;Containerized goods;2018;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
1661;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Rail transport;Containerized goods;2019;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
1662;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Rail transport;Containerized goods;2020;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
1663;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Rail transport;Containerized goods;2021;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
1664;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Rail transport;Containerized goods;2022;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
1665;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Rail transport;Containerized goods;2023;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
1666;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Rail transport;Non-containerized goods;2007;2191.0;1718.0;2664.0;22.0;0.0;;10357.0;9302.0;11412.0;10.0;0.0;
1667;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Rail transport;Non-containerized goods;2008;3068.0;2151.0;3984.0;30.0;0.0;5.0;13259.0;11908.0;14610.0;10.0;0.0;5.0
1668;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Rail transport;Non-containerized goods;2009;4259.0;3304.0;5214.0;22.0;0.0;5.0;7214.0;6693.0;7735.0;7.0;0.0;1.0
1669;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Rail transport;Non-containerized goods;2010;491.0;337.0;646.0;31.0;0.0;1.0;814.0;726.0;902.0;11.0;0.0;1.0
1670;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Rail transport;Non-containerized goods;2011;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
1671;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Rail transport;Non-containerized goods;2012;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
1672;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Rail transport;Non-containerized goods;2013;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
1673;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Rail transport;Non-containerized goods;2014;698.0;565.0;830.0;19.0;0.0;;9166.0;6609.0;11723.0;28.0;0.0;
1674;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Rail transport;Non-containerized goods;2015;3006.0;2700.0;3311.0;10.0;0.0;5.0;25534.0;20589.0;30478.0;19.0;0.0;5.0
1675;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Rail transport;Non-containerized goods;2016;123.0;105.0;141.0;15.0;0.0;1.0;456.0;376.0;537.0;18.0;0.0;1.0
1676;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Rail transport;Non-containerized goods;2017;152.0;125.0;178.0;17.0;0.0;5.0;342.0;272.0;412.0;21.0;0.0;1.0
1677;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Rail transport;Non-containerized goods;2018;19041.0;11241.0;26841.0;41.0;0.0;5.0;37843.0;28840.0;46845.0;24.0;0.0;5.0
1678;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Rail transport;Non-containerized goods;2019;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
1679;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Rail transport;Non-containerized goods;2020;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
1680;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Rail transport;Non-containerized goods;2021;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
1681;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Rail transport;Non-containerized goods;2022;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
1682;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Rail transport;Non-containerized goods;2023;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
1683;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Air transport;Total;2007;251.0;187.0;316.0;26.0;0.0;;300.0;269.0;331.0;10.0;0.0;
1684;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Air transport;Total;2008;376.0;281.0;471.0;25.0;0.0;5.0;352.0;317.0;388.0;10.0;0.0;5.0
1685;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Air transport;Total;2009;170.0;123.0;216.0;28.0;0.0;1.0;235.0;208.0;261.0;11.0;0.0;1.0
1686;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Air transport;Total;2010;552.0;429.0;676.0;22.0;0.0;5.0;753.0;692.0;813.0;8.0;0.0;5.0
1687;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Air transport;Total;2011;346.0;260.0;433.0;25.0;0.0;1.0;273.0;246.0;300.0;10.0;0.0;1.0
1688;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Air transport;Total;2012;315.0;255.0;375.0;19.0;0.0;9.0;322.0;278.0;366.0;14.0;0.0;5.0
1689;"Inbound transport; total";Origin or destination;Total;04 Coke oven products;Air transport;Total;2013;404.0;332.0;476.0;18.0;0.0;5.0;226.0;201.0;251.0;11.0;0.0;1.0
